Hybridization REF	TCGA-AA-A017-01A-01R-A00A-07
CENPJ	-0.3476
PITX1	-0.257166666666667
FLJ31033	-0.1445
CELSR3	-1.86583333333333
ZNF568	-1.29325
ITSN1	-0.989833333333333
EHBP1L1	0.349666666666667
C19orf2	0.1755
DCTN1	-0.61675
LIN28B	-3.48233333333333
TNKS2	-0.02975
C1QBP	-0.24075
CADPS2	1.44775
SRMS	0.1825
GJA9	0.316833333333333
MGC24975	-0.606333333333333
TRIM45	-2.36966666666667
TSP50	0.487
TCP1	-0.891
TMED7	-0.125
CMA1	0.3565
CENPL	-1.45783333333333
PTCRA	-0.404
FST	-5.32625
VWCE	-4.07675
PAWR	0.01075
ABCC12	0.190333333333333
LDLR	-1.0611
ASTN2	-0.1291
LOC441212	0.036375
GPATCH8	0.00149999999999997
TANC2	-2.2175
KIF4A	-1.44575
C18orf18	-1.48325
PGM1	-1.53075
KIAA0258	0.838
CPD	0.509625
SNCAIP	-1.215
DCT	-4.74166666666667
HLA-DOA	1.14277272727273
OR11L1	0.8745
UPK1B	-0.0723333333333333
DNAJB4	-1.421
UGT1A8	0.25675
HIST1H4L	-1.5695
PECR	-1.50266666666667
HSPA2	0.64975
WFIKKN1	-1.269
SERP1	-0.156625
SYDE2	-0.3135
TACR2	1.182
NUP85	-0.38275
CD177	-0.1545
LGR5	1.38683333333333
PIGG	-0.451333333333333
PTHR1	-2.40716666666667
RAB5A	0.0213
FLJ13224	-0.186
USP9Y	-1.25816666666667
C7orf53	1.4175
LRP1B	-0.45325
XAF1	1.1588
ABCG8	-0.865
ANKDD1A	0.0161666666666666
DAND5	-2.018
SPAG6	0.261666666666667
LINCR	1.7135
ZDHHC22	-0.8785
CCDC60	0.1215
THOC7	-0.748166666666667
TCTA	0.2952
OR8K3	0.00725000000000001
NY-REN-7	0.14
B2M	-0.0428333333333333
C6orf141	-2.514125
LPPR4	1.20725
SQLE	-1.179375
SEPHS1	-0.4565
BTBD14B	0.343214285714286
PLRG1	-0.01675
SPG7	-0.2024375
ZNF614	-1.0865
PARD6G	-0.966833333333333
INPP5B	-1.4268
GRPEL2	-0.407125
PPID	0.4024
TRIM56	0.975
UBE2J1	-0.319125
IL20RA	5.93325
LOC387856	0.1725
C1orf107	0.727583333333333
UTS2R	0.778
C19orf22	0.99
SAFB2	-0.357125
KIAA0652	-0.228
KLRG1	-1.748
MS4A8B	3.08583333333333
FRAG1	0.83125
KIAA1546	-1.05675
E2F4	-0.131
CLEC4M	-0.341666666666667
BTBD14A	-1.33075
KIAA0999	0.5031
GYPA	-3.246
TAC1	4.8104
TRAIP	-1.84166666666667
KIAA0232	0.4207
ERCC8	-1.526125
GPX4	-0.112875
KIAA0368	0.149
GPR157	1.18816666666667
CTAGE4	1.757
C9orf30	-1.1655
OR52A1	0.467
HSP90B3P	-0.6785
ALG9	-0.4772
BTBD10	0.21225
SDK2	0.1335
BAIAP3	-1.72475
RABGGTB	-0.350625
ANKRD40	-1.25866666666667
KRT74	0.5995
CALCOCO2	0.708071428571429
SNCA	-4.606
TMSL8	-4.26375
C2orf53	0.2005
ESRRB	0.01725
ARHGAP26	1.888125
TDRD9	-2.832
HRAS	-0.804333333333333
KLRC4	-1.8135
JAGN1	0.1025
BSDC1	0.05375
RNF43	1.8357
NDUFAF1	-1.20825
PHF12	-0.13875
OR1L3	0.013
FOLR2	0.669583333333334
LYZL6	0.0613333333333333
tcag7.1260	-2.7545
WSB1	-0.698
PROS1	-0.363
OSTN	0.525
PSMB8	1.363
SOCS4	-0.50475
DDIT4L	-0.00199999999999999
MAS1	0.0815
MGC34796	1.171
CSHL1	0.3215
TBCCD1	-0.597
ZBTB7C	0.097
AP2S1	-0.853625
P15RS	-1.85
VAT1	-0.891
SHANK3	0.580333333333333
TUFM	0.0375
THEG	0.5805
KRT34	-1.12333333333333
SGSM3	0.18975
TOMM22	0.515125
SOCS3	0.880333333333333
CPO	0.315
POP4	0.163
BHLHB3	-0.6115
MALL	2.57525
OR1B1	-0.043
PARK2	0.522666666666667
GPR124	0.7535
LCE1E	-0.6765
RUVBL2	-0.57525
CGRRF1	-1.22
ACPL2	-0.0795
WNT10B	-1.92475
BAIAP2L2	2.906625
ISCA1	0.239
C1orf125	3.539
RPAP1	-0.83525
RAI16	-0.0855
RPL27	-0.2345
NLRP9	0.3565
EPN1	0.836
LOC388610	-3.132625
SLC35A1	-0.2205
GAL	-3.0275
SLC14A2	0.37375
RDH11	-1.60233333333333
FAM138F	0.067
AUH	-0.3925
FLJ40243	-0.2145
C14orf129	0.429666666666667
MBD2	-1.5015
ABHD14B	-0.270875
PIGT	0.66175
ALS2CR4	-1.56325
ALAS1	-0.3678
FOXO1	1.49066666666667
CRLF3	-0.499625
C20orf107	-0.0095
FARS2	-0.471
CCDC28A	1.3235
NPHP3	-0.6805
OR13F1	0.518
TSEN54	0.55275
DEFB106B	0.174
OR8B4	0.1515
STH	-0.71875
ZC3H14	-1.26125
CBX2	-0.6645
TMEM49	-0.6865
C6orf21	0.378
FLJ20920	1.342125
CRTAP	-0.299071428571429
DDX50	0.00825
STYXL1	0.69
BLVRB	-0.908833333333333
LOC147650	-0.970333333333333
MMP24	1.12875
GRID1	-0.22
BANF1	-0.5185
CTAGEP	-0.251
HMBS	-1.2335
SLC25A24	0.204666666666667
C14orf50	1.43275
MRO	-0.866666666666667
SLC25A15	0.254
FAM84B	0.3358
TDP1	-1.209
C16orf78	0.5215
C11orf57	0.361
RFK	0.14425
ZFYVE9	-0.276
STCH	-1.6201
WIBG	0.3195
LOC283871	-0.863
GBA2	-0.335
NDUFB3	0.2075
HSD17B13	0.28375
GRIN3A	0.600333333333333
FMNL1	-2.15833333333333
SEPT7	-0.5598
GNLY	2.833
GRAMD1C	1.17583333333333
ZNF165	-0.083
USP38	0.4025
FAM83A	-3.21583333333333
C14orf24	0.126833333333333
ARMCX3	1.462625
ARHGDIB	-1.87383333333333
AK1	0.0575
KIAA1045	0.06775
DNAJB13	-0.0301666666666667
NEU2	0.423
HIST1H4B	-1.00433333333333
FAM20B	-1.3348
HES2	1.85292857142857
FAM73B	0.1519
LOC388381	-0.6005
INTS7	-1.378
AMPH	-0.014
ZNF775	0.233375
UCKL1	1.15816666666667
C10orf97	-0.5295
C1orf161	0.5485
ALDH1L1	-1.6115
FLJ39378	-1.02375
SLC23A1	-0.656
RBM4B	-0.61
THAP4	0.135666666666667
OGFRL1	-2.559
KIAA0831	-0.745875
PPP1R15A	-0.0583333333333333
C1orf96	-1.15621428571429
C12orf11	-0.99425
BMF	0.603625
MAN1A1	-0.614875
KIAA1600	-0.0418333333333333
NLGN4X	-1.39325
ALOX12	-0.595166666666667
RB1CC1	-0.1692
NEIL2	-0.0728
EIF4E	0.0751363636363636
ABHD5	-1.14525
EXOC4	0.199833333333333
CIP29	-0.227166666666667
BATF2	3.4055
SLC29A4	-0.58875
HTR4	0.5475
EMB	-3.19875
TRAF6	0.35925
LMNB1	0.4905
FAM19A5	-0.343
SHE	0.58575
PIK3C2B	2.72675
C15orf15	-1.5773
USP15	-0.1727
TCEAL2	-0.30875
C5orf39	-1.95283333333333
PTGER2	-1.475
SLC31A1	-1.329375
IFT172	1.961
ADAM29	0.15625
GFOD1	0.32175
ST7L	0.122333333333333
C15orf26	-2.63175
PKN3	-2.041
CNTD1	1.40566666666667
COMMD1	-0.94325
NTRK2	0.947083333333333
FOXN3	0.42925
MFGE8	-1.1413
PFKFB2	1.45233333333333
TAS2R4	0.15125
ENTHD1	-0.186833333333333
PRMT5	-1.79425
MGC16384	-0.151625
LOC442229	-0.86175
TSKU	0.1695
KRTCAP3	4.04225
PDLIM1	1.0066
KCNS2	0.2455
RNF126	0.0836666666666667
CEP63	-0.761875
CLIC4	-1.7715
hCG_1990170	0.26725
ACR	2.5458
KLK7	0.21325
ALOX5AP	2.452125
RIPK3	4.33875
TAS2R9	0.568
C19orf18	-0.3245
BIRC6	0.845785714285714
ZNF16	0.6525
RFT1	-1.1475
SLC8A2	-0.4515
TACC1	0.875875
ITGAD	0.269
SAMHD1	0.11125
SH3PXD2B	0.9657
EPC2	0.70225
C20orf85	0.62525
ATP13A2	-0.263833333333333
KRT4	0.2955
CAPNS1	-0.421
MDM2	-0.531166666666667
PCDH20	0.39475
KCNK9	0.433
OR2C1	-0.167
KLHDC3	-0.896
IPPK	-0.2685
EFHD2	1.33975
GALR3	0.92975
NBEA	-2.85666666666667
ABCA6	0.8188
CLDN3	3.839
AKT2	0.261
EGFR	0.4799
RBM16	0.201
ZDHHC3	0.989
SLC25A4	-0.7845
CYB5B	1.12
CPXM1	-1.29875
NDRG1	0.0143846153846154
FLJ43826	0.22725
OR5L2	0.429
FARP2	1.2025
MRPL46	-1.32175
LDHAL6B	0.511833333333333
MAPKAPK3	-1.1225
NCAM2	-2.566
PRKD2	0.100166666666667
ZFP36L1	0.2982
CYSLTR1	-1.255
OR4C3	0.13
HIST1H2AJ	1.183
CCNB2	-2.63477777777778
ZNF10	-0.661375
TMEM175	0.5255
FAM134A	0.8135
TIGD4	0.3915
PCNP	-0.79775
MGC39715	-0.54
LQK1	-1.3445
CREB1	0.0187
TMPRSS3	-0.595
C4orf32	-1.1
LAT	-1.59033333333333
KCNA3	-0.253
SKIV2L2	-0.79675
ROPN1B	-5.00966666666667
tcag7.23	0.2685
CDT1	-2.21425
ZHX2	0.840875
CD28	-4.3095
ZNF624	0.13175
SEPT2	-0.699833333333333
SOHLH2	-2.14614285714286
MCOLN3	-0.943857142857143
UNQ1945	0.4025
MASP2	-0.453
ZNRF3	1.4321
GPATCH3	-0.47625
AGL	-0.206125
QRICH2	-0.1295
PSD4	0.3305
CCNB1IP1	-1.23025
ENPP7	0.524
OBFC1	-0.37925
KCNG3	-1.94475
C14orf79	-1.28316666666667
ENPEP	0.991
SCT	0.6445
SKI	0.602
SEC61G	-0.33725
CAPN11	-0.02325
ATXN7L3	0.10775
DBNDD1	-0.7045
FAIM	-0.818
ANKRD36	-0.4085
GABRP	-0.687333333333333
TACSTD2	-2.0298
EIF3J	-0.995
PPP2R2A	-1.332
TEKT4	-0.834166666666667
PVALB	-3.85116666666667
F10	0.143166666666667
FAM134C	0.8403
COMP	3.393
EFCBP1	-2.98175
SCLT1	-0.674125
TAL1	-0.8625
ACSL1	0.33275
ABCC5	0.236916666666667
ABL1	-0.365722222222222
RBBP7	0.134583333333333
PTPRG	-0.016125
NCOR1	0.5471
SPINK4	0.0555
TXNRD1	-1.4617
TNRC15	0.427625
C9orf138	0.144375
UBE2H	0.413166666666667
BRDT	0.0546666666666667
C8orf31	-0.05075
CCNE2	-2.14618181818182
SLC6A8	-1.184875
CALCR	-4.39625
PPP1CB	1.05866666666667
ABHD8	-1.20675
ARF5	0.7326
SLC24A4	0.35775
CCT3	-0.52325
ZNF121	-0.403875
SLC3A2	-1.1215
OR13A1	0.7685
SLC5A10	0.08425
RAD50	0.514375
IER5	-0.3265
MTHFD1L	-1.124375
MBTPS2	0.417333333333333
MVK	-0.60025
NCL	0.2954
PSMD10	-0.355
MOBP	0.24075
FLJ32894	0.1305
HRH1	0.9375
C5orf30	0.58125
NUDT16L1	0.5903
RASGRP3	1.9485
PRKRIP1	0.1011
CCDC75	-0.64975
LOC253970	0.3755
KIAA1239	0.411
MED21	-1.0085
SYT11	-0.4666
NTSR2	0.464
EGFL11	-1.247
CXorf59	-0.3005
OR2A25	0.3285
SPTBN2	-0.71025
LRMP	-1.89733333333333
RNF111	-1.10125
PTH	-0.661
LOC619208	-0.856
KIAA0895	-0.8285
RANBP5	0.373125
P2RY10	-0.325166666666667
NME5	-0.9615
DDX21	-0.3105
LRSAM1	-0.384
HDAC11	1.08883333333333
VMO1	0.70975
NOLA2	-0.237333333333333
ADAR	-0.60825
MTO1	-1.4025
SF4	0.240333333333333
P2RX1	0.323
HBM	0.39275
EN2	0.882
C14orf172	0.60575
TM9SF2	1.467
INHBE	-0.601333333333333
TCTE3	0.321083333333333
TOX2	-3.246
CTAGE3	-0.4495
HBB	2.5682
MED15	-0.496
CASR	0.23925
C6orf66	0.507333333333333
MTPN	-0.548
UNC50	0.11325
C21orf33	-0.061125
IRF2	1.174375
PGR	-2.7905
GPR84	1.09725
CROCCL1	-1.1085
SRPX	-3.8825
BRE	0.0556666666666667
FGF10	0.5095
SDC3	-0.4015
ZRSR1	0.257666666666667
DKFZP434P211	-0.26875
SOX6	-0.5395
RPUSD2	-0.48725
C14orf173	-0.00858333333333334
MAPK11	-0.144666666666667
TBC1D22A	0.733
FAM123A	0.239
COL4A6	-3.97816666666667
TOMM70A	0.278
NAB1	-0.103125
MGC16385	-1.10725
TSPAN18	0.02
MED31	-0.352
PLG	-0.0939999999999999
CAPSL	0.29
ZNF532	-0.7151
ASB14	0.4385
CA8	-3.5095
NUDT16P	2.20466666666667
SLFN11	-1.768
LRRIQ2	-1.360875
NOL7	-0.128
BRMS1L	-1.651
JARID1A	0.215166666666667
PANK2	-0.71275
ICAM3	0.0905
MDS1	2.54425
TAF8	-0.34525
RNF139	-0.6065
ZNF594	-0.4675
ADAM8	1.13625
SFTPC	-0.38725
MAN2B2	0.475375
RGS12	-0.351875
EIF1AY	-4.21572727272727
LRRIQ1	-1.09016666666667
GPR150	0.95325
CCDC21	-1.82
PRRG3	0.31025
SAA4	-3.3185
RAPGEF5	2.39025
ZCCHC2	-0.324166666666667
MGC39372	0.449
PPP4R2	-0.665833333333333
CDCA2	-2.30916666666667
OR4D5	0.600666666666667
PTGFRN	0.3231
SIGLEC5	1.11133333333333
C19orf61	-0.8275
NMUR2	0.2135
KIAA1586	-1.7545
DAGLA	1.82066666666667
CHCHD6	-0.132
GPR32	0.6525
NEUROD6	0.349666666666667
SLC2A4RG	-0.485375
CA5B	0.4295
FBXL3	1.14425
MPHOSPH9	-2.01025
HMG2L1	0.07975
HCN4	0.497833333333333
CEACAM19	0.69775
SH2D4B	0.186166666666667
HFE2	-0.074
TGM4	0.34
LYPD2	-0.00625
TBC1D15	-0.21425
MRPS21	-1.673
NONO	-0.0974
CLEC5A	0.785
ITCH	0.9474
MGAT3	1.31416666666667
MBP	-0.0422500000000001
RPP25	-0.5915
SOSTDC1	-1.76725
HRC	-1.9185
TRIM48	0.2655
TMEM133	1.2565
ECEL1P2	-0.33475
HOXC11	-0.189
DOK5	-1.535
HELZ	0.44
LOC348180	-0.328
MGC33894	0.62425
ADRB3	-0.009
DMD	0.384166666666667
PTRH2	-0.6375
MPEG1	1.55316666666667
NDUFA12	-0.0905
KRTAP2-4	0.2205
STAMBPL1	1.029
ADCY2	-0.320166666666667
UNQ6125	0.7085
KLHL20	-0.472166666666667
SRM	-1.20225
OTC	0.4045
TMIE	-0.197
SNX8	0.6905
LIPK	0.146
CHURC1	-1.27791666666667
KLC2	0.509666666666667
HDAC1	-0.039
FAM128A	-1.09483333333333
FNDC3B	-0.219
MTCP1	-0.128333333333333
WFDC10B	3.0807
PCDHGB3	-0.7915
ATRNL1	-2.3747
CAV2	-1.94625
MED26	-0.0838333333333334
DUS1L	0.9055
CHRM3	0.241125
NEK9	-0.843
WARS2	-0.24675
TBX22	-0.146
TOMM40	-0.3775
RP6-213H19.1	-0.2105
TUBGCP5	-2.238
IGSF6	2.60275
TPPP	0.109833333333333
UNQ6190	0.4605
GSTM5	0.051125
BTD	-0.687666666666667
PDCD1LG2	-0.0551666666666667
SNRPB2	-0.364333333333333
ERICH1	-0.07825
APOA4	-1.405375
HOXA11	0.4955
NARG1	0.026125
MKX	-0.5
RAB28	-0.359214285714286
PKP3	2.52625
SH3GL2	-2.00275
CTSO	1.3945
RPN2	1.0138125
IL28RA	1.054
SFMBT1	-0.939
WDR57	-1.3085
FER1L3	-0.396666666666667
HSF5	-0.0385
TTC9B	1.1525
C4BPA	-1.4475
ALB	-4.20007692307692
SORBS3	-0.08975
UPF2	0.4935
JPH1	0.786
AGBL2	-0.09375
DOPEY1	1.4935
TERF1	-0.758416666666667
KIF22	-1.43616666666667
NINJ1	-0.6505
SEC61A2	-0.487083333333333
HIST1H1D	-1.57683333333333
SFXN4	0.842
UCP3	0.3063
ZNF703	1.40616666666667
MYL6B	-1.38675
TREM1	2.76475
OR52E6	0.118
CKMT2	4.95725
HLA-C	1.52625
SLC13A3	1.84833333333333
TIMP4	-0.4795
SLIT2	0.55725
RSF1	-0.575222222222222
LONRF1	-1.30864285714286
MON1A	-0.271833333333333
CACNG6	-1.64466666666667
DPPA4	-5.75416666666667
ZSWIM3	2.3155
ZNF804A	0.1486
CCIN	0.7245
SLC25A31	0.44525
KCNMB4	0.9745
RABL5	-0.2885
GALNS	-0.7776
STX6	0.113625
HIST1H1C	-4.2165
CIDEB	-1.288
CASP4	1.11066666666667
PDK3	0.1221
KCNJ11	-0.092
TPR	-0.71
ZSCAN20	-1.067
MTX2	-0.5015
HIST1H2BH	-1.72675
LOC283767	1.66075
LYRM7	-0.855444444444445
BRD3	-0.0821666666666667
HIST1H2BO	-1.84375
MAGEB10	0.542
SLC45A1	-0.453
SERPINA3	-3.3972
KIAA0143	0.229
KCNJ16	-0.2375
KRT79	-0.02175
FABP2	2.735
NUT	-0.66025
ZNF57	1.16825
FBXL4	-0.08525
CLEC9A	0.528
UGT8	1.96716666666667
BMP2K	-0.479
MAPK4	-3.3945
SLC25A23	-0.4583
HINT1	-0.3924
KRTAP13-1	0.353
SFXN5	0.5291
CHCHD2	0.222166666666667
FAM3D	5.9525
NDP	-2.7275
RHOBTB1	0.532666666666667
SLC4A4	-1.19628571428571
RPL38	0.25
HTF9C	-0.610666666666667
AP2A2	0.30275
ZBTB46	-0.5925
MAP7D1	-0.3865
AOX1	-2.00566666666667
CYR61	-1.26333333333333
DTNA	-1.47492857142857
JRKL	1.3625
TMOD3	-1.80225
EEA1	0.5425
ADCK5	1.4395
IL1R1	-0.0965
KLK3	0.553
HRSP12	0.5195
KTN1	-0.696
LOH11CR2A	0.5745
RELL2	-0.142
MAB21L1	0.0383333333333333
C20orf59	0.564666666666667
PHKB	-0.20775
ADAM2	-1.0942
TBC1D8B	1.98883333333333
FAM13A1	0.1274375
LAPTM4B	-0.374166666666667
LCN8	0.454
TMEM147	0.025
SYT4	0.689666666666667
XPO7	-1.7445
C9orf62	1.18975
GPR75	-0.1965
TRIM5	-0.384625
APOC1	-3.56066666666667
RNASE4	0.380833333333333
PARD6B	-0.703125
ARID1A	-0.891583333333333
TPD52L3	0.1273
RRAGB	0.482833333333333
RCN2	-1.48233333333333
HIST2H2BE	-1.6575
STARD7	0.5265
SHMT2	-0.94125
KIAA1751	0.0468333333333333
MLYCD	0.96525
LOC162632	-0.000500000000000045
UQCRH	-0.6725
RP11-217H1.1	0.1494375
SDHA	-1.15683333333333
NCLN	0.7128
ZNF17	-0.2685
RCBTB2	-1.51125
VEGFB	0.2225
RP4-747L4.3	0.65325
COLQ	0.280666666666667
MPN2	-0.6455
DRG2	-0.347
KLRB1	3.6735
ALPK2	-2.3875
DNASE2B	0.424
FLJ23834	0.0736666666666666
AXUD1	0.074
SAFB	0.2478
NSUN4	-0.64325
RFX2	-0.0221666666666667
MAPK8IP1	0.331833333333333
FANCD2	-1.38228571428571
ANKZF1	-0.613833333333333
C19orf50	-0.48925
DUSP8	2.10025
SENP5	0.005625
NFKBIL2	0.32525
LBR	0.607
IGFL1	0.236
LZTS2	-0.920875
IL2RG	2.18025
CCDC51	-0.47325
KLF3	1.15525
ANKRD37	-2.37425
KCTD14	2.35383333333333
FZR1	0.385166666666667
SLC44A4	4.3644
ESPL1	-0.845125
GMPR2	-1.5282
TBC1D19	-1.87733333333333
ERGIC1	0.903
ERBB4	-1.3094
TSPAN32	0.08925
MAP4	-1.08175
GPHN	-1.12925
SLC6A2	0.1525
HIVEP1	0.4915
DFFB	0.8299
EIF4EBP2	1.07975
DMRT1	-0.451
HSPB6	-0.12025
IER2	0.181166666666667
AIFM1	1.09775
WWC2	-0.995083333333333
MRPL4	0.095
FLJ21062	1.31533333333333
EPB41L4A	-0.162666666666667
SH2D6	0.26375
TAF4B	-1.12925
GAL3ST3	0.239
MALT1	-1.3575
RTDR1	1.313
ARVCF	-0.146
MEX3B	-2.21083333333333
FBXO16	-2.059
KIF7	-2.28625
C1QC	3.504
ZNF783	0.826333333333333
ZNF85	-1.2555
MMP13	0.141
KIAA0329	-0.029
RTP3	-0.8785
ZBED3	-0.41975
CLGN	-5.21
SLC25A37	-1.227875
hCG_18290	0.178
OR5AS1	0.413
SMARCC2	0.0800833333333334
FAM109A	1.07616666666667
CCDC12	-0.7785
USF2	0.0137
DEPDC7	0.342
C20orf24	1.348
JMJD3	0.3315
DSP	0.6375
SLIC1	-0.0755
FAM20A	-0.319
