Hybridization REF	TCGA-AA-A024-01A-02R-A00A-07
NEFH	-4.3315
CTDSP2	0.195916666666667
PGBD5	-1.94566666666667
CCNY	0.313
RMND5B	-0.0874166666666667
ZNF257	-2.84525
FLJ22167	0.0145
EXOSC7	0.2095
ROR2	-0.627
MAOA	4.352125
TNNT3	-0.0931666666666667
GYPC	-2.52225
C7orf33	1.271
PLIN	0.4305
LOC90826	-0.303
RNF4	-0.2528
F8A1	-0.0478333333333333
PLEKHG4	-0.6685
GRB2	-0.30175
HIST1H2AD	-0.847
DUS3L	-0.7455
EIF1	-0.302166666666667
RP5-1077B9.4	-1.11033333333333
FPGT	1.29475
GDF10	-0.774166666666667
COQ9	0.53725
GCC2	1.28207142857143
RARRES3	0.70725
PLXNA1	-0.6547
KIAA0100	-0.2362
PMF1	0.16525
FNDC1	2.25675
HS2ST1	0.34475
CRELD2	0.55025
C8G	-0.587
CD82	0.47475
LIM2	-0.595
UNQ6490	0.4345
MMP16	-0.15225
DRD3	-0.10125
C5orf26	-0.4365
C11orf73	-0.539
PTP4A2	0.44425
OR4M2	0.4465
HPCA	-0.354666666666667
SEC14L1	-1.41816666666667
CHFR	-2.958
EMILIN1	-0.102125
NDUFS4	-0.16075
COL18A1	-1.67275
PDZD3	3.2494
C9orf16	0.887333333333333
ERBB2IP	0.0283333333333333
EMX2	0.24675
FUS	-2.058
TF	-4.68988888888889
CLCN4	-0.336
CXorf56	-0.727
C11orf72	1.026
ELAC2	-0.795166666666667
NPR1	-2.127
ASS1	0.355666666666667
USP42	-0.58425
POLR2J	-0.829
SEC23IP	0.622166666666667
UQCRC1	1.05275
LOC729603	0.24425
C1orf71	-0.62825
POLG	-2.595
ADAM23	-4.67675
TFR2	-0.48175
RICTOR	-0.7867
MGC39606	-0.533
C19orf55	0.16825
SNAPC1	-1.68266666666667
GNA11	1.53675
CCDC52	1.07233333333333
FSIP1	1.9235
UPF3A	-0.393625
IGSF11	-1.858
LAGE3	-0.53975
CHST6	-0.839
UNC13B	1.266875
TTLL4	-0.7735
ZNF687	-0.208875
SDC2	-2.504
COX7A2	0.50525
LAMB4	-0.0366666666666666
FAM24A	0.8295
LRRTM3	-0.17
GPHB5	0.48175
OR4C13	-0.197
EIF3EIP	0.565428571428572
HABP4	-1.066
TMEM125	4.95725
CNTN2	-0.1265
ASNSD1	-0.42325
FUT4	2.475
ACF	1.88075
LOC158381	0.093
CDH8	-0.56
AGPS	0.386666666666667
C4orf18	1.74675
PECI	-0.605083333333333
UNG	-0.244625
GSTP1	0.928375
DCUN1D5	-1.725
DKFZP564J0863	-0.57225
SLC9A3R1	-0.571875
BCDO2	-0.195875
CHMP7	0.090625
REM2	-0.12
DNHD1	-0.360375
FKBP4	-1.045375
ZNF350	-0.48975
MGC11102	-0.33775
BST1	-0.197
KISS1R	0.5225
NCR2	-0.381
DEFB125	-0.138
UBE2W	0.440875
KRT15	-1.585875
C10orf99	4.71
SCN11A	-0.22275
GFI1	-0.5955
RDHE2	4.488
FHL1	-2.28716666666667
OSGEP	0.117666666666667
GATA1	-2.90166666666667
SMC6	-1.044
TTTY14	-0.28775
LPIN3	0.685666666666667
RPL4	-0.9821
RBPMS	-0.1849
PRPF3	-0.850333333333333
EMR1	-2.1475
SPATA19	0.20225
XCR1	0.2995
IRX3	0.1324
RBM6	-0.484
KLF4	2.9086
UNC5CL	1.982
SEBOX	0.124
BTK	-3.2045
KRCC1	2.23075
C6orf27	0.602
SYTL5	0.2015
PRND	1.20875
LOC653319	-0.9335
PIGL	-0.909125
HUS1	-0.0483333333333333
SFRS6	-0.179583333333333
C17orf77	0.9775
UIMC1	-0.449833333333333
FXYD2	-1.8254
LOC283152	-0.139
ZNF667	-2.595
ZCCHC12	-0.812666666666667
TFEC	0.4041
ATP7B	1.73933333333333
POLD2	-1.827
RG9MTD1	-0.1995
ACOT2	-0.108166666666667
HIST1H4I	-1.1
PPARGC1A	1.4061
ETFA	0.124
POLRMT	0.00649999999999999
ZNF146	-0.045625
MIA2	1.44
KLHL6	-2.78233333333333
HOXB5	3.093375
NENF	0.4315
CUGBP1	-0.27525
PRSS22	2.49966666666667
CASC4	1.1332
CUL4B	-0.0787
CENPJ	-2.2566
PITX1	0.514166666666667
FLJ31033	0.89
CELSR3	0.210333333333333
ZNF568	-1.75525
ITSN1	-0.66875
EHBP1L1	-0.2055
C19orf2	-0.333
DCTN1	-0.07375
LIN28B	-3.77483333333333
TNKS2	0.08825
C1QBP	-0.4325
CADPS2	1.915
SRMS	0.04725
GJA9	0.543
MGC24975	-0.829333333333333
TRIM45	-1.42666666666667
TSP50	0.51825
TCP1	-1.509
TMED7	0.5106
CMA1	0.3615
CENPL	-2.0425
PTCRA	-0.0135
FST	-5.47825
VWCE	-4.7115
PAWR	1.09
ABCC12	0.449166666666667
LDLR	0.2793
ASTN2	0.9231
LOC441212	-0.860375
GPATCH8	0.01725
TANC2	-1.36541666666667
KIF4A	-2.636
C18orf18	0.8065
PGM1	-0.11175
KIAA0258	-0.03425
CPD	1.221875
SNCAIP	0.23875
DCT	-5.021
HLA-DOA	1.32327272727273
OR11L1	0.7045
UPK1B	-0.0792
DNAJB4	-1.424625
UGT1A8	4.65475
HIST1H4L	-0.9465
PECR	-1.4545
HSPA2	4.258
WFIKKN1	-1.787
SERP1	0.169125
SYDE2	-0.46575
TACR2	0.973
NUP85	-0.68625
CD177	0.118333333333333
LGR5	-1.34366666666667
PIGG	0.0683333333333333
PTHR1	-2.06783333333333
RAB5A	0.2598
FLJ13224	0.001
USP9Y	0.221333333333333
C7orf53	-1.014
LRP1B	-0.84875
XAF1	0.9312
ABCG8	-0.751
ANKDD1A	-0.5842
DAND5	-2.0825
SPAG6	0.1915
LINCR	-0.19625
ZDHHC22	-1.01575
CCDC60	0.6785
THOC7	-1.18733333333333
TCTA	-0.0782
OR8K3	-0.029
NY-REN-7	-0.0925
B2M	1.5675
C6orf141	-1.4185
LPPR4	-0.17125
SQLE	-1.035125
SEPHS1	-0.957
BTBD14B	0.493714285714286
PLRG1	-0.223
SPG7	-0.177
ZNF614	-0.744333333333333
PARD6G	-0.625333333333333
INPP5B	-1.2992
GRPEL2	-0.39275
PPID	-0.1424
TRIM56	0.08275
UBE2J1	0.172625
IL20RA	5.78275
LOC387856	-0.03125
C1orf107	-0.0378333333333333
UTS2R	0.92375
C19orf22	0.86025
SAFB2	-0.12425
KIAA0652	-0.2165
KLRG1	-1.6296
MS4A8B	4.65316666666667
FRAG1	0.55
KIAA1546	0.39875
E2F4	-0.8347
CLEC4M	-0.188666666666667
BTBD14A	-0.50125
KIAA0999	0.0026
GYPA	-2.15483333333333
TAC1	-0.1173
TRAIP	-1.87033333333333
KIAA0232	0.9398
ERCC8	-1.0085
GPX4	-0.079125
KIAA0368	-0.270625
GPR157	-0.495166666666667
CTAGE4	2.186
C9orf30	-1.34
OR52A1	1.1275
HSP90B3P	-0.345
ALG9	-0.5079
BTBD10	0.75475
SDK2	-0.12075
BAIAP3	-1.55
RABGGTB	-0.6385
ANKRD40	-0.180833333333333
KRT74	0.056
CALCOCO2	0.843785714285714
SNCA	-4.32325
TMSL8	-5.333875
C2orf53	-0.09
ESRRB	-0.4795
ARHGAP26	2.8995
TDRD9	-4.00675
HRAS	-0.665166666666667
KLRC4	-0.8335
JAGN1	-0.2675
BSDC1	0.68125
RNF43	2.101
NDUFAF1	0.38625
PHF12	0.46
OR1L3	0.23425
FOLR2	0.726083333333333
LYZL6	0.361
tcag7.1260	1.3115
WSB1	-0.894333333333333
PROS1	-1.50188888888889
OSTN	0.886
PSMB8	1.23675
SOCS4	-0.282125
DDIT4L	0.75825
MAS1	1.141
MGC34796	1.43675
CSHL1	0.218666666666667
TBCCD1	0.190666666666667
ZBTB7C	-0.0545
AP2S1	-0.6265
P15RS	-0.3577
VAT1	-1.2352
SHANK3	0.168333333333333
TUFM	0.059
THEG	0.6835
KRT34	-1.03975
SGSM3	0.8195
TOMM22	0.141125
SOCS3	0.975333333333333
CPO	0.029
POP4	0.0685
BHLHB3	2.437
MALL	4.473
OR1B1	0.4485
PARK2	0.6382
GPR124	-0.517875
LCE1E	0.816
RUVBL2	-0.9405
CGRRF1	-0.4551
ACPL2	0.154
WNT10B	-1.666
BAIAP2L2	2.183625
ISCA1	-0.005
C1orf125	5.616
RPAP1	-0.48425
RAI16	0.306666666666667
RPL27	-0.14475
NLRP9	0.0125
EPN1	0.437
LOC388610	-1.996375
SLC35A1	1.9816
GAL	-4.09675
SLC14A2	0.54525
RDH11	-0.223333333333333
FAM138F	0.0395
AUH	0.6345
FLJ40243	0.031
C14orf129	1.978
MBD2	-0.547166666666667
ABHD14B	1.211875
PIGT	0.71425
ALS2CR4	-1.394375
ALAS1	1.0451
FOXO1	0.2125
CRLF3	-0.344875
C20orf107	-0.495
FARS2	-0.25325
CCDC28A	1.2775
NPHP3	-1.1715
OR13F1	1.6725
TSEN54	-0.524
DEFB106B	0.418888888888889
OR8B4	1.654
STH	-0.96275
ZC3H14	-0.4425
CBX2	-0.775
TMEM49	-0.7255
C6orf21	0.7205
FLJ20920	0.965875
CRTAP	-0.357642857142857
DDX50	-0.473
STYXL1	0.1875
BLVRB	-0.281666666666667
LOC147650	-2.58516666666667
MMP24	0.54175
GRID1	-0.8126
BANF1	-0.524166666666667
CTAGEP	1.282
HMBS	-1.65075
SLC25A24	1.1015
C14orf50	3.63075
MRO	-1.18883333333333
SLC25A15	-0.41775
FAM84B	0.5939
TDP1	-0.853
C16orf78	-0.3504
C11orf57	0.208125
RFK	0.936
ZFYVE9	0.681875
STCH	-1.4481
WIBG	1.0735
LOC283871	-0.853833333333334
GBA2	-0.02
NDUFB3	0.41325
HSD17B13	-0.23525
GRIN3A	0.6912
FMNL1	-2.657
SEPT7	-1.2057
GNLY	2.273
GRAMD1C	0.640666666666667
ZNF165	1.0445
USP38	0.801
FAM83A	-2.88866666666667
C14orf24	1.84908333333333
ARMCX3	0.282625
ARHGDIB	-1.13966666666667
AK1	1.278
KIAA1045	-0.504
DNAJB13	-0.1192
NEU2	0.228
HIST1H4B	-0.71
FAM20B	-1.1772
HES2	2.59392857142857
FAM73B	-0.1511
LOC388381	-0.403333333333333
INTS7	-0.893272727272727
AMPH	-0.36375
ZNF775	-0.21525
UCKL1	-0.641
C10orf97	0.511
C1orf161	1.38025
ALDH1L1	3.9425
FLJ39378	-1.1365
SLC23A1	-0.5585
RBM4B	-1.06825
THAP4	0.436333333333333
OGFRL1	-1.399
KIAA0831	-0.135
PPP1R15A	0.324833333333333
C1orf96	-0.764142857142857
C12orf11	-1.02975
BMF	0.197625
MAN1A1	-0.301571428571429
KIAA1600	0.257333333333333
NLGN4X	-0.72575
ALOX12	-1.14916666666667
RB1CC1	-0.7409
NEIL2	0.1896
EIF4E	0.369045454545455
ABHD5	-0.453
EXOC4	-0.135166666666667
CIP29	0.0423333333333333
BATF2	3.076
SLC29A4	-1.040625
HTR4	2.15625
EMB	-3.66925
TRAF6	0.8765
LMNB1	0.33475
FAM19A5	-1.10275
SHE	0.21475
PIK3C2B	3.066
C15orf15	-0.4606
USP15	-0.2894
TCEAL2	-2.243
C5orf39	-0.929166666666667
PTGER2	1.9605
SLC31A1	-0.6484375
IFT172	2.82025
ADAM29	0.11275
GFOD1	0.77825
ST7L	-0.285166666666667
C15orf26	-2.33225
PKN3	-1.42425
CNTD1	1.99083333333333
COMMD1	0.15225
NTRK2	3.60358333333333
FOXN3	0.055125
MFGE8	-1.7238
PFKFB2	2.08116666666667
TAS2R4	-0.117
ENTHD1	-0.118833333333333
PRMT5	-1.443375
MGC16384	-1.05975
LOC442229	-0.55225
TSKU	1.176875
KRTCAP3	3.845125
PDLIM1	2.0306
KCNS2	0.2365
RNF126	0.124
CEP63	-0.5155
CLIC4	-1.599125
hCG_1990170	-0.0475
ACR	2.7819
KLK7	0.7225
ALOX5AP	1.85325
RIPK3	5.20175
TAS2R9	1.0395
C19orf18	-0.0215
BIRC6	0.791571428571429
ZNF16	0.1765
RFT1	-0.50575
SLC8A2	-0.3145
TACC1	0.549
ITGAD	0.0756666666666667
SAMHD1	0.08925
SH3PXD2B	0.7773
EPC2	0.8185
C20orf85	1.020625
ATP13A2	0.705333333333333
KRT4	0.8475
CAPNS1	0.658
MDM2	0.217272727272727
PCDH20	4.0505
KCNK9	0.763
OR2C1	-0.3435
KLHDC3	-1.376
IPPK	-0.335
EFHD2	1.587125
GALR3	0.9195
NBEA	-3.19583333333333
ABCA6	0.0337
CLDN3	3.59583333333333
AKT2	-0.597857142857143
EGFR	0.521
RBM16	0.34425
ZDHHC3	2.2904
SLC25A4	-0.231333333333333
CYB5B	-0.120666666666667
CPXM1	-2.0675
NDRG1	0.483615384615385
FLJ43826	0.24975
OR5L2	0.944166666666667
FARP2	1.7904
MRPL46	-0.684916666666667
LDHAL6B	0.604666666666667
MAPKAPK3	-0.637833333333333
NCAM2	-3.84175
PRKD2	0.0491666666666667
ZFP36L1	1.9391
CYSLTR1	-1.19675
OR4C3	0.289
HIST1H2AJ	1.3535
CCNB2	-2.58033333333333
ZNF10	-0.30675
TMEM175	0.0405
FAM134A	0.544666666666667
TIGD4	-0.9765
PCNP	-1.036
MGC39715	0.32
LQK1	-0.1805
CREB1	-0.3743
TMPRSS3	-1.3495
C4orf32	-1.112125
LAT	-2.43583333333333
KCNA3	0.751
SKIV2L2	-0.53325
ROPN1B	-3.1325
tcag7.23	0.1415
CDT1	-3.152125
ZHX2	0.506125
CD28	-4.38875
ZNF624	0.66225
SEPT2	-0.339083333333333
SOHLH2	-1.85871428571429
MCOLN3	-0.531875
UNQ1945	0.711
MASP2	1.479
ZNRF3	1.0722
GPATCH3	-0.40025
AGL	0.753125
QRICH2	0.272
PSD4	0.178
CCNB1IP1	-1.01225
ENPP7	0.13625
OBFC1	0.361
KCNG3	-1.288
C14orf79	0.0485
ENPEP	0.0352
SCT	0.361
SKI	1.18875
SEC61G	-0.79525
CAPN11	0.8055
ATXN7L3	0.17675
DBNDD1	-0.619166666666667
FAIM	-0.20325
ANKRD36	-0.937
GABRP	0.871
TACSTD2	-0.0566666666666666
EIF3J	-0.52475
PPP2R2A	-0.163
TEKT4	-0.277333333333333
PVALB	-3.86416666666667
F10	-3.601
FAM134C	0.8017
COMP	1.164375
EFCBP1	-3.4593125
SCLT1	0.374125
TAL1	-0.8922
ACSL1	0.2185
ABCC5	-0.769833333333333
ABL1	-0.512666666666667
RBBP7	-0.551
PTPRG	0.35975
NCOR1	0.4099
SPINK4	8.006
TXNRD1	-1.8709
TNRC15	0.75
C9orf138	0.736875
UBE2H	0.771
BRDT	0.4872
C8orf31	-0.1095
CCNE2	-2.45927272727273
SLC6A8	0.438375
CALCR	-2.66325
PPP1CB	0.813333333333333
ABHD8	-1.34875
ARF5	0.236
SLC24A4	0.4675
CCT3	-0.46825
ZNF121	-0.279625
SLC3A2	-1.7698
OR13A1	0.8905
SLC5A10	0.3995
RAD50	0.587625
IER5	0.45975
MTHFD1L	-1.80625
MBTPS2	0.21175
MVK	-0.321375
NCL	0.0694
PSMD10	-1.08725
MOBP	0.316875
FLJ32894	0.462
HRH1	1.5495
C5orf30	0.67325
NUDT16L1	0.3309
RASGRP3	0.636666666666667
PRKRIP1	-1.2035
CCDC75	-0.0025
LOC253970	0.07725
KIAA1239	0.12175
MED21	-0.42975
SYT11	-1.11325
NTSR2	-0.3365
EGFL11	1.9065
CXorf59	0.5585
OR2A25	0.431333333333333
SPTBN2	-0.1425
LRMP	-0.520333333333333
RNF111	0.1425
PTH	0.2415
LOC619208	-0.2568
KIAA0895	0.05675
RANBP5	-0.709875
P2RY10	-0.323
NME5	1.62233333333333
DDX21	-0.71975
LRSAM1	-0.452
HDAC11	0.266333333333333
VMO1	0.70125
NOLA2	-0.718
ADAR	-0.704666666666667
MTO1	-1.3215
SF4	0.04
P2RX1	1.06033333333333
HBM	0.6455
EN2	1.1515
C14orf172	0.20825
TM9SF2	0.7349
INHBE	-0.7618
TCTE3	0.0258333333333334
TOX2	-3.576
CTAGE3	0.795125
HBB	5.9162
MED15	-0.516333333333333
CASR	0.1725
C6orf66	0.184
MTPN	-0.48575
UNC50	-0.19575
C21orf33	0.69125
IRF2	1.682875
PGR	-2.303
GPR84	0.7165
CROCCL1	-2.5
SRPX	-3.70925
BRE	0.2965
FGF10	0.286
SDC3	0.918833333333333
ZRSR1	-1.08583333333333
DKFZP434P211	-0.76075
SOX6	0.017
RPUSD2	-0.26175
C14orf173	0.529333333333333
MAPK11	-0.665833333333333
TBC1D22A	1.0035
FAM123A	-0.706
COL4A6	-2.67033333333333
TOMM70A	0.15925
NAB1	-0.119375
MGC16385	-1.072
TSPAN18	-1.24516666666667
MED31	-0.37825
PLG	0.249
CAPSL	0.539
ZNF532	-0.8005
ASB14	0.02675
CA8	-0.43775
NUDT16P	3.18883333333333
SLFN11	-2.36
LRRIQ2	-0.6345
NOL7	-0.1935
BRMS1L	-1.405
JARID1A	0.0336666666666667
PANK2	-0.75075
ICAM3	0.10225
MDS1	1.967
TAF8	-1.03125
RNF139	0.05925
ZNF594	-0.787
ADAM8	0.32125
SFTPC	-0.62575
MAN2B2	1.668
RGS12	-0.030375
EIF1AY	0.634083333333333
LRRIQ1	-1.25866666666667
GPR150	1.212
CCDC21	-1.37916666666667
PRRG3	0.611
SAA4	-4.00275
RAPGEF5	1.64875
ZCCHC2	0.364333333333333
MGC39372	-0.447
PPP4R2	-0.0891666666666667
CDCA2	-2.3805
OR4D5	0.659166666666667
PTGFRN	1.2446
SIGLEC5	-0.134
C19orf61	-0.9855
NMUR2	2.8185
KIAA1586	-2.21483333333333
DAGLA	0.914
CHCHD6	-0.4785
GPR32	0.413
NEUROD6	1.1024
SLC2A4RG	-0.963
CA5B	-0.747
FBXL3	0.01425
MPHOSPH9	-1.7315
HMG2L1	-0.0425
HCN4	0.507666666666667
CEACAM19	0.6815
SH2D4B	0.100166666666667
HFE2	0.0925
TGM4	0.773
LYPD2	0.46525
TBC1D15	-0.42075
MRPS21	-1.0198
NONO	-0.9006
CLEC5A	0.107
ITCH	0.2657
MGAT3	0.0555
MBP	0.3155
RPP25	0.63325
SOSTDC1	2.52025
HRC	-1.75425
TRIM48	0.4485
TMEM133	0.165
ECEL1P2	1.2055
HOXC11	0.1995
DOK5	-2.002
HELZ	-0.157333333333333
LOC348180	-0.505
MGC33894	0.38275
ADRB3	0.2945
DMD	-0.4155
PTRH2	-0.32275
MPEG1	1.27466666666667
NDUFA12	0.4945
KRTAP2-4	0.45925
STAMBPL1	1.21633333333333
ADCY2	-0.927166666666667
UNQ6125	0.176
KLHL20	0.4604
SRM	-1.67
OTC	3.92825
TMIE	-0.231166666666667
SNX8	-0.305
LIPK	-0.406
CHURC1	-0.359583333333333
KLC2	0.323166666666667
HDAC1	0.815166666666667
FAM128A	0.144166666666667
FNDC3B	0.054
MTCP1	-0.685
WFDC10B	0.0995
PCDHGB3	0.4265
ATRNL1	-1.6777
CAV2	-1.9365
MED26	-0.306166666666667
DUS1L	1.00425
CHRM3	-0.182125
NEK9	-0.70675
WARS2	1.04125
TBX22	1.0235
TOMM40	-0.77925
RP6-213H19.1	-0.771833333333333
TUBGCP5	-1.2155
IGSF6	2.137
TPPP	-0.5504
UNQ6190	-0.282
GSTM5	-0.002625
BTD	0.7875
PDCD1LG2	-0.7102
SNRPB2	-0.499833333333333
ERICH1	0.3005
APOA4	-1.179
HOXA11	-1.01625
NARG1	-0.442375
MKX	-0.428
RAB28	-0.118142857142857
PKP3	2.1985
SH3GL2	-1.71
CTSO	2.09875
RPN2	0.2315
IL28RA	0.955833333333333
SFMBT1	0.0835
WDR57	-0.984375
FER1L3	1.15733333333333
HSF5	0.336
TTC9B	0.659
C4BPA	-1.4215
ALB	-4.44257142857143
SORBS3	-0.750875
UPF2	0.0675
JPH1	0.6415
AGBL2	-0.2215
DOPEY1	1.759
TERF1	-0.31375
KIF22	-1.48483333333333
NINJ1	-0.85925
SEC61A2	-1.73225
HIST1H1D	-1.36783333333333
SFXN4	0.591375
UCP3	0.6738
ZNF703	1.50183333333333
MYL6B	-2.16925
TREM1	0.6515
OR52E6	0.8025
CKMT2	0.94675
HLA-C	2.481625
SLC13A3	-3.6665
TIMP4	0.05525
SLIT2	0.3025
RSF1	-0.0776111111111111
LONRF1	-1.02542857142857
MON1A	0.156166666666667
CACNG6	-1.50033333333333
DPPA4	-6.4948
ZSWIM3	0.37575
ZNF804A	-0.1755
CCIN	0.721
SLC25A31	0.232
KCNMB4	-1.44575
RABL5	-0.26425
GALNS	-0.1672
STX6	0.817
HIST1H1C	-3.58216666666667
CIDEB	-1.247
CASP4	0.667666666666667
PDK3	-0.2254
KCNJ11	0.3975
TPR	-0.556625
ZSCAN20	-0.078
MTX2	0.02725
HIST1H2BH	-1.10925
LOC283767	0.12525
LYRM7	-0.715411764705882
BRD3	0.4055
HIST1H2BO	-1.43075
MAGEB10	-0.4325
SLC45A1	-0.22175
SERPINA3	-3.0306
KIAA0143	0.50125
KCNJ16	0.32
KRT79	-0.11
FABP2	4.595
NUT	-0.50625
ZNF57	1.40275
FBXL4	-0.1845
CLEC9A	-0.14
UGT8	3.7885
BMP2K	0.30075
MAPK4	-3.039
SLC25A23	-0.0332
HINT1	0.0462
KRTAP13-1	-0.6355
SFXN5	-0.1273
CHCHD2	-0.119666666666667
FAM3D	5.539
NDP	-1.622375
RHOBTB1	-0.959833333333333
SLC4A4	1.90425
RPL38	0.1095
HTF9C	-1.2825
AP2A2	-0.084125
ZBTB46	-0.941
MAP7D1	-0.784375
AOX1	-1.74266666666667
CYR61	-0.00883333333333332
DTNA	-1.32214285714286
JRKL	1.11575
TMOD3	-0.09225
EEA1	0.2026
ADCK5	0.4375
IL1R1	0.0916666666666667
KLK3	1.05414285714286
HRSP12	0.29325
KTN1	0.34225
LOH11CR2A	1.5267
RELL2	-1.8535
MAB21L1	-0.309333333333333
C20orf59	-0.303333333333333
PHKB	0.4265
ADAM2	-1.1546
TBC1D8B	2.28766666666667
FAM13A1	0.4946875
LAPTM4B	-1.73941666666667
LCN8	0.479
TMEM147	-0.0925
SYT4	0.2246
XPO7	-1.2895
C9orf62	1.71425
GPR75	-0.184
TRIM5	0.65
APOC1	-3.2795
RNASE4	1.88716666666667
PARD6B	-2.3635
ARID1A	-0.0916666666666666
TPD52L3	0.4994
RRAGB	0.256833333333333
RCN2	-0.853166666666667
HIST2H2BE	-0.826625
STARD7	-0.07425
SHMT2	-1.5685
KIAA1751	0.278666666666667
MLYCD	0.9605
LOC162632	-1.339
UQCRH	-0.2425
RP11-217H1.1	0.162125
SDHA	-0.5255
NCLN	0.7533
ZNF17	0.112666666666667
RCBTB2	-1.74475
VEGFB	-1.1559
RP4-747L4.3	-0.198
COLQ	-0.2389
MPN2	-0.5076
DRG2	-0.508
KLRB1	3.48025
ALPK2	-2.5265
DNASE2B	0.87325
FLJ23834	-0.4165
AXUD1	1.63183333333333
SAFB	0.102
NSUN4	0.07125
RFX2	-0.264666666666667
MAPK8IP1	-0.4735
FANCD2	-1.44721428571429
ANKZF1	-1.31133333333333
C19orf50	-0.904875
DUSP8	2.43525
SENP5	-0.304
NFKBIL2	0.94425
LBR	-0.952875
IGFL1	0.2515
LZTS2	-0.589125
IL2RG	1.201125
CCDC51	-0.0905
KLF3	2.084375
ANKRD37	0.589
KCTD14	2.88066666666667
FZR1	0.412166666666667
SLC44A4	4.3942
ESPL1	-1.19
GMPR2	-1.022
TBC1D19	-0.666166666666667
ERGIC1	1.22437037037037
ERBB4	-0.9256
TSPAN32	0.273416666666667
MAP4	-0.232625
GPHN	-0.19625
SLC6A2	0.305
HIVEP1	0.46325
DFFB	0.2341
EIF4EBP2	0.698375
DMRT1	-0.159
HSPB6	1.0765
IER2	1.5205
AIFM1	0.2575
WWC2	-2.24445454545455
MRPL4	-0.44425
FLJ21062	0.595833333333333
EPB41L4A	-0.37425
SH2D6	1.077
TAF4B	-0.87425
GAL3ST3	0.339
MALT1	0.204
RTDR1	0.70275
ARVCF	-0.554125
MEX3B	-2.96783333333333
FBXO16	0.8605
KIF7	-1.04725
C1QC	3.85216666666667
ZNF783	-0.838833333333333
ZNF85	-1.26025
MMP13	0.569
KIAA0329	1.00428571428571
RTP3	-1.195
ZBED3	-1.07575
CLGN	-3.82275
SLC25A37	-0.368833333333333
hCG_18290	0.0915
OR5AS1	0.37
SMARCC2	0.00066666666666669
FAM109A	1.29983333333333
CCDC12	0.2795
USF2	-0.1083
DEPDC7	1.4255
C20orf24	-0.1335
JMJD3	0.737
DSP	1.214
SLIC1	0.902875
FAM20A	-1.3695
IRF2BP2	0.877875
ZNF230	-0.628
MSN	-1.97814285714286
SLC9A5	-1.632
EPDR1	-1.9857
MUSK	0.193166666666667
ZNF434	-1.58166666666667
