Hybridization REF	TCGA-AA-A00Q-01A-01R-A002-07
C1orf71	-0.581625
POLG	-1.5345
ADAM23	-3.15175
TFR2	-0.95175
RICTOR	-0.9287
MGC39606	0.47975
C19orf55	0.135
SNAPC1	-2.20033333333333
GNA11	1.289625
CCDC52	0.227333333333333
FSIP1	-0.593
UPF3A	0.2315
IGSF11	-2.5655
LAGE3	-0.41025
CHST6	-1.674
UNC13B	0.985375
TTLL4	-0.489
ZNF687	-0.346875
SDC2	-1.6561
COX7A2	0.315
LAMB4	-0.58075
FAM24A	-0.03
LRRTM3	-0.836
GPHB5	0.625
OR4C13	0.9905
EIF3EIP	0.00328571428571425
HABP4	-1.0085
TMEM125	3.54775
CNTN2	-0.16225
ASNSD1	-0.21
FUT4	1.814375
ACF	1.18325
LOC158381	-0.1875
CDH8	-0.56625
AGPS	0.0631666666666666
C4orf18	0.73975
PECI	-1.02491666666667
UNG	0.2785
GSTP1	0.611625
DCUN1D5	-1.26083333333333
DKFZP564J0863	-1.00025
SLC9A3R1	-0.2815
BCDO2	-0.304625
CHMP7	-0.038
REM2	0.609
DNHD1	-0.231571428571429
FKBP4	-0.65575
ZNF350	-2.35875
MGC11102	-0.222625
BST1	-0.4115
KISS1R	1.047
NCR2	0.2395
DEFB125	0.0065
UBE2W	0.129
KRT15	-0.373375
C10orf99	3.748
SCN11A	-0.040375
GFI1	-1.9925
RDHE2	1.13433333333333
FHL1	-1.373
OSGEP	-0.246
GATA1	-3.14
SMC6	-1.14475
TTTY14	-0.179
LPIN3	0.72475
RPL4	-0.7134
RBPMS	0.371
PRPF3	-0.330333333333333
EMR1	-2.211
SPATA19	0.39875
XCR1	0.1605
IRX3	-2.1384
RBM6	0.015
KLF4	0.45
UNC5CL	2.97175
SEBOX	0.5145
BTK	-2.14025
KRCC1	1.88175
C6orf27	0.4395
SYTL5	-0.887
PRND	1.231875
LOC653319	-0.419
PIGL	-0.094625
HUS1	0.351666666666667
SFRS6	0.741
C17orf77	0.296
UIMC1	-0.216166666666667
FXYD2	-1.3247
LOC283152	-0.21125
ZNF667	-2.26175
ZCCHC12	-0.24925
TFEC	1.2647
ATP7B	1.48066666666667
POLD2	-1.03183333333333
RG9MTD1	0.186
ACOT2	-0.921166666666667
HIST1H4I	-1.241125
PPARGC1A	1.4168
ETFA	-0.4137
POLRMT	0.21575
ZNF146	0.146
MIA2	-0.7915
KLHL6	-1.3375
HOXB5	2.629375
NENF	0.5105
CUGBP1	-0.6945
PRSS22	1.38733333333333
CASC4	0.6899
CUL4B	-0.1585
CENPJ	-0.4071
PITX1	-0.246166666666667
FLJ31033	0.221166666666667
CELSR3	0.315
ZNF568	-1.5685
ITSN1	-1.03166666666667
EHBP1L1	-0.0286666666666667
C19orf2	0.405
DCTN1	-0.76
LIN28B	-3.65366666666667
TNKS2	-0.105
C1QBP	-0.072
CADPS2	0.56925
SRMS	0.9625
GJA9	0.189333333333333
MGC24975	0.185
TRIM45	-2.35733333333333
TSP50	-0.16275
TCP1	-0.5865
TMED7	0.1027
CMA1	0.7135
CENPL	-0.7925
PTCRA	-0.199
FST	-4.42425
VWCE	-2.99725
PAWR	0.68175
ABCC12	0.4334
LDLR	0.044
ASTN2	0.2003
LOC441212	-0.0275
GPATCH8	-0.04275
TANC2	-2.22491666666667
KIF4A	-1.36325
C18orf18	2.03075
PGM1	-1.2505
KIAA0258	0.33425
CPD	0.703625
SNCAIP	-0.39975
DCT	-3.94216666666667
HLA-DOA	1.79031818181818
OR11L1	0.646
UPK1B	-0.215
DNAJB4	-1.187
UGT1A8	1.6315
HIST1H4L	-0.596
PECR	-0.9195
HSPA2	0.4785
WFIKKN1	-1.1725
SERP1	0.5185
SYDE2	0.05475
TACR2	0.8535
NUP85	-0.6995
CD177	-0.128666666666667
LGR5	-0.567833333333333
PIGG	-0.195
PTHR1	-2.41683333333333
RAB5A	0.6048
FLJ13224	-0.113
USP9Y	-1.49516666666667
C7orf53	0.4095
LRP1B	-0.73375
XAF1	2.5515
ABCG8	0.093
ANKDD1A	-0.513
DAND5	-1.547
SPAG6	-0.0913333333333333
LINCR	-0.2855
ZDHHC22	-1.285375
CCDC60	-0.055
THOC7	-0.685
TCTA	0.6176
OR8K3	0.48475
NY-REN-7	-0.28175
B2M	1.18216666666667
C6orf141	0.040875
LPPR4	0.75125
SQLE	-0.87875
SEPHS1	-0.91175
BTBD14B	0.353785714285714
PLRG1	-0.34675
SPG7	-0.146125
ZNF614	-0.680833333333333
PARD6G	-0.6935
INPP5B	-1.3568
GRPEL2	-0.300875
PPID	-0.0128
TRIM56	0.79575
UBE2J1	-0.081
IL20RA	6.741
LOC387856	-0.2325
C1orf107	0.929333333333333
UTS2R	0.69975
C19orf22	0.56275
SAFB2	0.234
KIAA0652	-0.322125
KLRG1	-1.79383333333333
MS4A8B	3.44466666666667
FRAG1	0.46675
KIAA1546	-0.361
E2F4	-0.0183
CLEC4M	0.422
BTBD14A	-0.871
KIAA0999	-0.0165
GYPA	-3.51866666666667
TAC1	6.3858
TRAIP	-0.7795
KIAA0232	0.4158
ERCC8	-1.812375
GPX4	-0.072875
KIAA0368	0.29175
GPR157	-0.2055
CTAGE4	1.7665
C9orf30	-1.093
OR52A1	0.726
HSP90B3P	-0.4705
ALG9	-1.0245
BTBD10	0.61425
SDK2	-0.14375
BAIAP3	-1.48925
RABGGTB	-1.216875
ANKRD40	-0.972166666666667
KRT74	0.4935
CALCOCO2	0.395071428571429
SNCA	-3.4575
TMSL8	-4.74525
C2orf53	0.4695
ESRRB	-0.08275
ARHGAP26	2.194125
TDRD9	-2.64725
HRAS	-0.5285
KLRC4	-2.1815
JAGN1	0.243
BSDC1	0.0865
RNF43	2.0341
NDUFAF1	-0.27
PHF12	0.3115
OR1L3	-0.22975
FOLR2	1.152
LYZL6	-0.432833333333333
tcag7.1260	-0.4535
WSB1	-1.21183333333333
PROS1	0.1499
OSTN	0.4685
PSMB8	1.77025
SOCS4	-0.7245
DDIT4L	-0.373
MAS1	-0.1445
MGC34796	1.4185
CSHL1	-0.0218333333333333
TBCCD1	-0.470166666666667
ZBTB7C	-0.2385
AP2S1	-0.53825
P15RS	-0.6513
VAT1	-1.5233
SHANK3	0.323333333333333
TUFM	0.167833333333333
THEG	-0.0805
KRT34	-1.522
SGSM3	-0.615375
TOMM22	0.389375
SOCS3	-0.442166666666667
CPO	0.365
POP4	0.45675
BHLHB3	0.8075
MALL	3.77475
OR1B1	0.237
PARK2	0.5715
GPR124	0.5095
LCE1E	0.6485
RUVBL2	-0.31925
CGRRF1	-1.2642
ACPL2	0.108
WNT10B	-1.628625
BAIAP2L2	1.78525
ISCA1	0.288
C1orf125	3.363
RPAP1	-0.65525
RAI16	0.394833333333333
RPL27	-0.396
NLRP9	0.4725
EPN1	0.5985
LOC388610	-2.510625
SLC35A1	1.4227
GAL	-1.959
SLC14A2	0.4865
RDH11	-1.058
FAM138F	0.323
AUH	0.65325
FLJ40243	-0.03725
C14orf129	1.17833333333333
MBD2	-0.678333333333333
ABHD14B	0.212875
PIGT	0.4735
ALS2CR4	-0.994875
ALAS1	0.329
FOXO1	1.2395
CRLF3	-0.249125
C20orf107	-0.245
FARS2	-0.552
CCDC28A	1.1385
NPHP3	-0.522
OR13F1	0.42
TSEN54	-0.1765
DEFB106B	0.0432
OR8B4	1.0055
STH	-0.7425
ZC3H14	-0.945375
CBX2	-1.3715
TMEM49	-0.79525
C6orf21	0.629
FLJ20920	0.624625
CRTAP	0.0384285714285714
DDX50	-0.4085
STYXL1	0.221
BLVRB	-0.942166666666667
LOC147650	-1.62666666666667
MMP24	0.6295
GRID1	-0.0333333333333333
BANF1	-0.699166666666667
CTAGEP	0.126
HMBS	-1.6365
SLC25A24	0.656
C14orf50	1.8665
MRO	-0.8755
SLC25A15	0.13175
FAM84B	1.1313
TDP1	-0.6615
C16orf78	0.434
C11orf57	-0.034875
RFK	0.5155
ZFYVE9	-0.522125
STCH	-1.5715
WIBG	0.396
LOC283871	-0.7305
GBA2	-0.1447
NDUFB3	0.1
HSD17B13	-0.24525
GRIN3A	0.942666666666667
FMNL1	-2.12833333333333
SEPT7	-0.2147
GNLY	3.4195
GRAMD1C	-0.6145
ZNF165	0.244
USP38	0.66975
FAM83A	-3.407
C14orf24	0.606916666666667
ARMCX3	0.722125
ARHGDIB	-0.692166666666667
AK1	0.5685
KIAA1045	-0.288
DNAJB13	-0.348333333333333
NEU2	-0.301
HIST1H4B	-0.612333333333333
FAM20B	-0.9295
HES2	2.68028571428571
FAM73B	-0.1936
LOC388381	-0.4675
INTS7	-0.230545454545455
AMPH	-0.489
ZNF775	-0.0756249999999999
UCKL1	0.386333333333333
C10orf97	-0.19125
C1orf161	0.8875
ALDH1L1	-0.40525
FLJ39378	-0.670375
SLC23A1	-0.71
RBM4B	-0.691
THAP4	0.2845
OGFRL1	-1.238
KIAA0831	-0.568625
PPP1R15A	-0.3765
C1orf96	-0.594
C12orf11	-0.9305
BMF	-0.046875
MAN1A1	-1.50475
KIAA1600	-0.0666666666666667
NLGN4X	-2.04075
ALOX12	-1.32733333333333
RB1CC1	0.0345
NEIL2	0.5903
EIF4E	0.175045454545455
ABHD5	-0.6675
EXOC4	0.269666666666667
CIP29	-0.180333333333333
BATF2	3.63925
SLC29A4	-1.02125
HTR4	0.923
EMB	0.272
TRAF6	0.889
LMNB1	1.2285
FAM19A5	-0.600125
SHE	0.92775
PIK3C2B	2.6025
C15orf15	-0.6624
USP15	-0.0368
TCEAL2	0.4005
C5orf39	-1.6695
PTGER2	-1.52225
SLC31A1	-0.5010625
IFT172	2.2325
ADAM29	0.2875
GFOD1	0.35775
ST7L	-0.114666666666667
C15orf26	-2.364
PKN3	-2.0045
CNTD1	1.0665
COMMD1	-0.373125
NTRK2	0.907166666666667
FOXN3	-0.090125
MFGE8	-1.3617
PFKFB2	1.90283333333333
TAS2R4	0.143
ENTHD1	-0.4255
PRMT5	-1.4095
MGC16384	0.018125
LOC442229	-0.7785
TSKU	-0.192625
KRTCAP3	4.038875
PDLIM1	1.599
KCNS2	-0.1195
RNF126	0.3595
CEP63	-0.684625
CLIC4	-1.422125
hCG_1990170	-0.079
ACR	2.3517
KLK7	-0.17525
ALOX5AP	1.752875
RIPK3	4.7095
TAS2R9	0.8835
C19orf18	-1.663
BIRC6	0.561357142857143
ZNF16	0.522
RFT1	-0.4745
SLC8A2	-0.59775
TACC1	1.100875
ITGAD	0.274
SAMHD1	0.087
SH3PXD2B	0.9028
EPC2	0.937
C20orf85	0.350375
ATP13A2	-0.185
KRT4	0.514375
CAPNS1	0.1835
MDM2	0.379916666666667
PCDH20	4.556
KCNK9	0.308
OR2C1	-0.23
KLHDC3	-1.2355
IPPK	-0.306
EFHD2	1.011875
GALR3	0.8065
NBEA	-1.93266666666667
ABCA6	0.9484
CLDN3	3.50466666666667
AKT2	-0.0235714285714286
EGFR	0.68
RBM16	0.60675
ZDHHC3	1.9304
SLC25A4	-0.4655
CYB5B	0.760333333333333
CPXM1	-1.684
NDRG1	-0.199230769230769
FLJ43826	0.0935
OR5L2	0.441833333333333
FARP2	0.8868
MRPL46	-0.249416666666667
LDHAL6B	0.3545
MAPKAPK3	-0.17
NCAM2	-2.94125
PRKD2	0.1435
ZFP36L1	0.5714
CYSLTR1	-1.79
OR4C3	0.31475
HIST1H2AJ	1.0875
CCNB2	-1.185
ZNF10	-0.66125
TMEM175	0.2245
FAM134A	0.310833333333333
TIGD4	0.4935
PCNP	-0.25525
MGC39715	-0.13175
LQK1	-0.78625
CREB1	0.1431
TMPRSS3	-2.0885
C4orf32	-1.588875
LAT	-1.73825
KCNA3	-0.7045
SKIV2L2	-0.701
ROPN1B	-4.06125
tcag7.23	0.28
CDT1	-1.70275
ZHX2	0.494
CD28	-3.809
ZNF624	0.066
SEPT2	-0.244083333333333
SOHLH2	-2.79685714285714
MCOLN3	-0.726
UNQ1945	0.65
MASP2	-0.2935
ZNRF3	0.3215
GPATCH3	-0.58075
AGL	-0.54075
QRICH2	-0.6155
PSD4	0.253666666666667
CCNB1IP1	-0.58175
ENPP7	0.17525
OBFC1	0.2565
KCNG3	-2.65375
C14orf79	-0.733333333333333
ENPEP	0.267166666666667
SCT	1.2675
SKI	0.3845
SEC61G	-0.81475
CAPN11	-0.6605
ATXN7L3	-0.1275
DBNDD1	0.0888333333333333
FAIM	-0.15025
ANKRD36	0.2235
GABRP	-0.312333333333333
TACSTD2	-1.9985
EIF3J	-0.16425
PPP2R2A	0.03725
TEKT4	-0.657666666666667
PVALB	-3.47483333333333
F10	-2.66066666666667
FAM134C	0.5165
COMP	2.673
EFCBP1	-3.3648125
SCLT1	0.047
TAL1	-1.1146
ACSL1	-0.049
ABCC5	-0.518666666666667
ABL1	-0.280944444444444
RBBP7	-0.0204166666666667
PTPRG	0.156375
NCOR1	0.4845
SPINK4	1.29366666666667
TXNRD1	-0.7465
TNRC15	0.824125
C9orf138	-0.238875
UBE2H	0.735833333333333
BRDT	0.232666666666667
C8orf31	-0.19875
CCNE2	-0.978090909090909
SLC6A8	-1.2125
CALCR	-2.82725
PPP1CB	0.649833333333333
ABHD8	-1.72575
ARF5	0.476
SLC24A4	0.3285
CCT3	-0.57675
ZNF121	-0.427875
SLC3A2	-1.6473
OR13A1	0.7575
SLC5A10	-0.21925
RAD50	0.186
IER5	0.10475
MTHFD1L	-0.828875
MBTPS2	-0.28675
MVK	-0.38925
NCL	0.3636
PSMD10	-0.6885
MOBP	0.225428571428571
FLJ32894	-0.3305
HRH1	1.2785
C5orf30	0.70525
NUDT16L1	0.5763
RASGRP3	2.28933333333333
PRKRIP1	-0.1284
CCDC75	-0.01275
LOC253970	-0.27125
KIAA1239	0.289
MED21	-0.50875
SYT11	-0.42325
NTSR2	0.152
EGFL11	0.815
CXorf59	-0.309
OR2A25	0.31
SPTBN2	-0.91475
LRMP	-1.94216666666667
RNF111	-0.384
PTH	0.506
LOC619208	-1.18366666666667
KIAA0895	-1.10875
RANBP5	-0.172375
P2RY10	0.0633333333333333
NME5	-0.888666666666667
DDX21	-0.33325
LRSAM1	-0.554
HDAC11	0.642666666666667
VMO1	0.3695
NOLA2	-0.270666666666667
ADAR	-0.297666666666667
MTO1	-0.748
SF4	0.249666666666667
P2RX1	0.0536666666666667
HBM	0.294
EN2	1.1145
C14orf172	0.514
TM9SF2	0.6117
INHBE	-1.15566666666667
TCTE3	0.238833333333333
TOX2	-2.849
CTAGE3	-0.41225
HBB	3.6572
MED15	-1.14116666666667
CASR	0.47175
C6orf66	0.517666666666667
MTPN	-0.190625
UNC50	0.08825
C21orf33	-0.328875
IRF2	1.058625
PGR	-3.057
GPR84	1.11925
CROCCL1	-1.91025
SRPX	-3.51675
BRE	0.0248333333333333
FGF10	-0.02825
SDC3	-0.2585
ZRSR1	-0.119333333333333
DKFZP434P211	-0.415875
SOX6	-1.5525
RPUSD2	0.36625
C14orf173	0.335833333333333
MAPK11	-0.382666666666667
TBC1D22A	0.1805
FAM123A	-0.705
COL4A6	-4.12616666666667
TOMM70A	0.128
NAB1	0.412375
MGC16385	-0.757375
TSPAN18	-0.809
MED31	-0.5
PLG	-0.4835
CAPSL	-0.012
ZNF532	0.0623
ASB14	0.296
CA8	-3.4875
NUDT16P	3.03066666666667
SLFN11	-1.942
LRRIQ2	-0.983375
NOL7	0.00199999999999998
BRMS1L	-1.0335
JARID1A	0.330666666666667
PANK2	-1.66125
ICAM3	0.75425
MDS1	2.3335
TAF8	0.1105
RNF139	-0.29825
ZNF594	-0.6435
ADAM8	0.473375
SFTPC	-0.052125
MAN2B2	0.05075
RGS12	0.4478125
EIF1AY	-3.98825
LRRIQ1	-2.404
GPR150	0.863
CCDC21	-1.6035
PRRG3	0.38875
SAA4	-3.663
RAPGEF5	2.3405
ZCCHC2	0.2235
MGC39372	-0.879
PPP4R2	0.222166666666667
CDCA2	-0.876166666666667
OR4D5	0.378
PTGFRN	0.6158
SIGLEC5	0.996
C19orf61	-0.753
NMUR2	0.454
KIAA1586	-1.0435
DAGLA	1.48133333333333
CHCHD6	-0.02575
GPR32	0.6765
NEUROD6	0.169333333333333
SLC2A4RG	-0.5105
CA5B	-0.12525
FBXL3	1.07475
MPHOSPH9	-1.399
HMG2L1	-0.34975
HCN4	0.4075
CEACAM19	1.09275
SH2D4B	-0.365
HFE2	-0.911
TGM4	0.555333333333333
LYPD2	0.34675
TBC1D15	-0.48325
MRPS21	-2.2662
NONO	-0.3981
CLEC5A	0.975875
ITCH	0.4719
MGAT3	-1.3655
MBP	-0.372375
RPP25	0.49575
SOSTDC1	3.588
HRC	-1.3745
TRIM48	0.3555
TMEM133	0.86525
ECEL1P2	-0.7915
HOXC11	-1.561
DOK5	-1.29875
HELZ	-0.0135
LOC348180	-0.4435
MGC33894	0.52375
ADRB3	0.1815
DMD	-0.1355
PTRH2	-0.24625
MPEG1	2.6485
NDUFA12	0.528
KRTAP2-4	0.286833333333333
STAMBPL1	0.758833333333333
ADCY2	-0.4602
UNQ6125	0.2905
KLHL20	0.112333333333333
SRM	-1.392
OTC	0.689
TMIE	0.046
SNX8	-0.2145
LIPK	0.148
CHURC1	0.344666666666667
KLC2	0.258333333333333
HDAC1	0.282
FAM128A	0.0931666666666667
FNDC3B	0.184
MTCP1	-0.616833333333333
WFDC10B	1.9441
PCDHGB3	0.35
ATRNL1	-2.8332
CAV2	-1.492
MED26	0.01
DUS1L	0.89425
CHRM3	0.325125
NEK9	-0.69625
WARS2	-0.2565
TBX22	-0.316
TOMM40	-0.47675
RP6-213H19.1	0.109333333333333
TUBGCP5	-1.0145
IGSF6	4.0785
TPPP	-0.398833333333333
UNQ6190	0.207
GSTM5	0.101375
BTD	-0.461
PDCD1LG2	-0.4845
SNRPB2	-1.14216666666667
ERICH1	0.9
APOA4	-1.429375
HOXA11	0.4915
NARG1	-0.202875
MKX	-0.499
RAB28	-0.126428571428571
PKP3	2.24425
SH3GL2	-2.44375
CTSO	2.17
RPN2	0.584125
IL28RA	1.64633333333333
SFMBT1	0.854
WDR57	-0.9235
FER1L3	0.2195
HSF5	-0.0156666666666667
TTC9B	0.9215
C4BPA	0.557666666666667
ALB	-4.01078571428571
SORBS3	0.830625
UPF2	0.293
JPH1	1.592
AGBL2	-0.77275
DOPEY1	2.2185
TERF1	-0.264583333333333
KIF22	-0.8565
NINJ1	-0.6975
SEC61A2	-0.859666666666667
HIST1H1D	-1.40716666666667
SFXN4	0.1295
UCP3	0.2441
ZNF703	1.2655
MYL6B	-1.06475
TREM1	0.8365
OR52E6	0.433
CKMT2	-0.936
HLA-C	2.104375
SLC13A3	-1.351
TIMP4	-0.87525
SLIT2	2.172
RSF1	-0.259166666666667
LONRF1	-0.133714285714286
MON1A	0.626166666666667
CACNG6	-1.67516666666667
DPPA4	-4.58416666666667
ZSWIM3	1.57525
ZNF804A	0.0991666666666667
CCIN	0.98
SLC25A31	0.92475
KCNMB4	-2.1445
RABL5	-0.224125
GALNS	-0.2962
STX6	0.660875
HIST1H1C	-4.57366666666667
CIDEB	-0.600125
CASP4	0.303333333333333
PDK3	-0.2665
KCNJ11	-0.4505
TPR	-0.529625
ZSCAN20	-0.2785
MTX2	-0.16975
HIST1H2BH	-1.73175
LOC283767	0.20125
LYRM7	-1.003
BRD3	0.5815
HIST1H2BO	-1.85175
MAGEB10	0.3335
SLC45A1	-0.25025
SERPINA3	-3.1591
KIAA0143	0.37875
KCNJ16	0.0401666666666667
KRT79	-0.2415
FABP2	1.67325
NUT	-0.501
ZNF57	1.563
FBXL4	0.22475
CLEC9A	0.083
UGT8	2.91716666666667
BMP2K	-0.283
MAPK4	-3.331
SLC25A23	0.0793
HINT1	-0.1021
KRTAP13-1	0.2555
SFXN5	-0.0317
CHCHD2	0.51775
FAM3D	4.465
NDP	-3.072625
RHOBTB1	-0.571166666666667
SLC4A4	-1.4325
RPL38	-0.0415
HTF9C	-1.2185
AP2A2	-0.166125
ZBTB46	-0.795
MAP7D1	-0.767375
AOX1	-2.208
CYR61	-2.03741666666667
DTNA	-1.39628571428571
JRKL	0.567
TMOD3	-0.22775
EEA1	0.6233
ADCK5	1.01575
IL1R1	-0.8155
KLK3	0.469285714285714
HRSP12	0.13925
KTN1	-0.28225
LOH11CR2A	1.1323
RELL2	-1.3455
MAB21L1	-0.377
C20orf59	-0.7685
PHKB	-0.002
ADAM2	-2.23283333333333
TBC1D8B	1.95683333333333
FAM13A1	0.3713125
LAPTM4B	-1.20233333333333
LCN8	0.179
TMEM147	-0.0415
SYT4	1.63533333333333
XPO7	1.966
C9orf62	1.1585
GPR75	0.033
TRIM5	0.326
APOC1	-1.38
RNASE4	1.53633333333333
PARD6B	-1.203
ARID1A	-0.544
TPD52L3	0.412
RRAGB	0.539333333333333
RCN2	-0.618333333333333
HIST2H2BE	-1.5986
STARD7	0.25125
SHMT2	-0.6395
KIAA1751	-0.295166666666667
MLYCD	1.116375
LOC162632	-1.4405
UQCRH	-1.083
RP11-217H1.1	0.2725
SDHA	-1.063
NCLN	0.3122
ZNF17	-0.0238333333333333
RCBTB2	-1.9115
VEGFB	-0.4729
RP4-747L4.3	0.96425
COLQ	-0.2577
MPN2	-0.630833333333333
DRG2	-0.8265
KLRB1	3.5775
ALPK2	-2.8905
DNASE2B	0.67775
FLJ23834	0.477666666666667
AXUD1	-0.2235
SAFB	0.2391
NSUN4	-0.6305
RFX2	0.477666666666667
MAPK8IP1	-0.662333333333333
FANCD2	-0.760785714285714
ANKZF1	-0.769
C19orf50	-0.607875
DUSP8	1.754875
SENP5	-0.165375
NFKBIL2	0.41975
LBR	1.145
IGFL1	-0.1345
LZTS2	-0.51575
IL2RG	1.488625
CCDC51	0.58825
KLF3	1.35725
ANKRD37	-0.757
KCTD14	2.58066666666667
FZR1	0.550166666666667
SLC44A4	4.2446
ESPL1	-0.551375
GMPR2	-1.1052
TBC1D19	-1.391
ERGIC1	0.781481481481482
ERBB4	-1.8379
TSPAN32	0.07
MAP4	-0.429625
GPHN	-0.514
SLC6A2	-0.158375
HIVEP1	0.083
DFFB	0.5994
EIF4EBP2	0.528125
DMRT1	-0.8715
HSPB6	-0.05075
IER2	0.467333333333333
AIFM1	0.4355
WWC2	-0.608666666666667
MRPL4	-0.00625
FLJ21062	0.562
EPB41L4A	-0.486583333333333
SH2D6	0.23075
TAF4B	-0.7695
GAL3ST3	0.0975
MALT1	-0.237166666666667
RTDR1	0.58375
ARVCF	-0.519125
MEX3B	-2.16216666666667
FBXO16	-0.56525
KIF7	-1.33275
C1QC	3.97016666666667
ZNF783	0.581333333333333
ZNF85	-0.657
MMP13	-0.53
KIAA0329	0.087125
RTP3	1.5225
ZBED3	0.16425
CLGN	-3.2355
SLC25A37	-1.02483333333333
hCG_18290	0.385
OR5AS1	0.7625
SMARCC2	0.223333333333333
FAM109A	1.101
CCDC12	0.2245
USF2	0.0865999999999999
DEPDC7	1.067
C20orf24	0.818833333333333
JMJD3	0.184
DSP	1.30228571428571
SLIC1	-0.066875
FAM20A	-0.663375
IRF2BP2	0.92825
ZNF230	-0.986
MSN	-1.4065
SLC9A5	-1.296
EPDR1	0.818
MUSK	0.106333333333333
ZNF434	0.4165
SMARCD1	0.158666666666667
