Hybridization REF	TCGA-AV-A03E-20A-01R-A002-07
C14orf50	1.44
MRO	-0.805
SLC25A15	-0.71775
FAM84B	-2.8073
TDP1	1.1515
C16orf78	0.399666666666667
C11orf57	-0.914
RFK	0.6905
ZFYVE9	0.5295
STCH	1.3395
WIBG	-0.402
LOC283871	-1.31016666666667
GBA2	-0.8984
NDUFB3	0.168
HSD17B13	-0.36675
GRIN3A	0.5715
FMNL1	-2.02616666666667
SEPT7	0.1252
GNLY	1.6525
GRAMD1C	0.449666666666667
ZNF165	-2.39675
USP38	0.84525
FAM83A	-3.41533333333333
C14orf24	0.348666666666667
ARMCX3	0.988125
ARHGDIB	-3.81533333333333
AK1	0.559125
KIAA1045	-0.2905
DNAJB13	-0.338333333333333
NEU2	0.4995
HIST1H4B	-0.425
FAM20B	0.1984
HES2	-0.263071428571429
FAM73B	-0.9708
LOC388381	0.19875
INTS7	-0.424818181818182
AMPH	3.85675
ZNF775	-0.17075
UCKL1	-0.696666666666667
C10orf97	1.34125
C1orf161	0.02825
ALDH1L1	-1.77175
FLJ39378	0.275
SLC23A1	-2.9005
RBM4B	-0.0915
THAP4	0.298
OGFRL1	0.69525
KIAA0831	0.018625
PPP1R15A	-0.345
C1orf96	0.696071428571429
C12orf11	-0.671
BMF	-1.217375
MAN1A1	0.626
KIAA1600	0.386166666666667
NLGN4X	-2.8005
ALOX12	-1.02033333333333
RB1CC1	0.785
NEIL2	1.2823
EIF4E	0.587318181818182
ABHD5	0.65925
EXOC4	0.919833333333333
CIP29	0.303
BATF2	-0.2
SLC29A4	0.12625
HTR4	0.266
EMB	-5.54425
TRAF6	0.1985
LMNB1	-0.8225
FAM19A5	-2.693625
SHE	-0.654
PIK3C2B	-3.47925
C15orf15	-0.1715
USP15	0.2093
TCEAL2	-0.16875
C5orf39	-0.242
PTGER2	1.92875
SLC31A1	0.522125
IFT172	-0.085
ADAM29	0.56075
GFOD1	-1.4685
ST7L	0.792833333333333
C15orf26	-1.71375
PKN3	-2.2955
CNTD1	1.94816666666667
COMMD1	0.56275
NTRK2	0.361166666666667
FOXN3	-0.88525
MFGE8	-0.6736
PFKFB2	-0.249
TAS2R4	-0.0845
ENTHD1	-0.243
PRMT5	-1.523875
MGC16384	-1.48275
LOC442229	0.50275
TSKU	-0.74
KRTCAP3	-2.69375
PDLIM1	0.5177
KCNS2	0.273
RNF126	0.0428333333333333
CEP63	0.74575
CLIC4	1.181
hCG_1990170	-0.77775
ACR	0.1027
KLK7	0.01775
ALOX5AP	-2.593125
RIPK3	-1.1725
TAS2R9	0.7115
C19orf18	-2.187
BIRC6	-0.331928571428571
ZNF16	-0.2355
RFT1	-0.484
SLC8A2	-0.55525
TACC1	1.048625
ITGAD	1.5
SAMHD1	1.0605
SH3PXD2B	1.1671
EPC2	-0.196
C20orf85	0.03225
ATP13A2	-0.531
KRT4	1.042125
CAPNS1	0.211
MDM2	0.0159166666666667
PCDH20	2.406
KCNK9	0.584
OR2C1	0.2205
KLHDC3	-1.88833333333333
IPPK	-0.2895
EFHD2	-0.05625
GALR3	0.18275
NBEA	0.584833333333333
ABCA6	-0.5127
CLDN3	-3.3525
AKT2	-0.2695
EGFR	1.098
RBM16	0.325625
ZDHHC3	0.383
SLC25A4	-1.07783333333333
CYB5B	0.0763333333333333
CPXM1	-2.90825
NDRG1	1.42292307692308
FLJ43826	0.79875
OR5L2	0.106166666666667
FARP2	0.4374
MRPL46	0.103833333333333
LDHAL6B	0.0708333333333333
MAPKAPK3	0.0658333333333333
NCAM2	-0.79225
PRKD2	-0.9105
ZFP36L1	1.2414
CYSLTR1	-2.62125
OR4C3	0.27675
HIST1H2AJ	-1.3135
CCNB2	-0.549888888888889
ZNF10	-1.92975
TMEM175	0.1335
FAM134A	0.150833333333333
TIGD4	0.4925
PCNP	0.10975
MGC39715	0.41025
LQK1	1.14525
CREB1	0.891
TMPRSS3	-3.66775
C4orf32	0.8025
LAT	1.70333333333333
KCNA3	-0.061
SKIV2L2	-0.33925
ROPN1B	-3.6255
tcag7.23	-1.439
CDT1	-1.847125
ZHX2	-1.169875
CD28	-6.9695
ZNF624	0.2745
SEPT2	-0.066
SOHLH2	-0.152875
MCOLN3	-1.60471428571429
UNQ1945	0.7555
MASP2	-0.969
ZNRF3	-0.2394
GPATCH3	-0.68625
AGL	0.538
QRICH2	-0.3185
PSD4	-1.65016666666667
CCNB1IP1	-1.6725
ENPP7	0.58825
OBFC1	1.26575
KCNG3	-2.53
C14orf79	-0.124
ENPEP	-0.7585
SCT	0.2935
SKI	0.26825
SEC61G	0.1365
CAPN11	-0.463
ATXN7L3	-0.2845
DBNDD1	-1.39566666666667
FAIM	0.58125
ANKRD36	-0.651
GABRP	-0.8845
TACSTD2	-4.89033333333333
EIF3J	-0.69975
PPP2R2A	0.34525
TEKT4	0.882833333333333
PVALB	-4.076
F10	-2.7095
FAM134C	0.1709
COMP	-0.199875
EFCBP1	-0.0302499999999999
SCLT1	0.720875
TAL1	-1.5353
ACSL1	2.2685
ABCC5	-1.11891666666667
ABL1	0.0366666666666667
RBBP7	0.112333333333333
PTPRG	-0.20825
NCOR1	-0.2477
SPINK4	0.721166666666667
TXNRD1	0.0661
TNRC15	0.44125
C9orf138	0.659
UBE2H	1.2895
BRDT	-0.0895
C8orf31	0.6535
CCNE2	0.347272727272727
SLC6A8	-0.510125
CALCR	-4.174
PPP1CB	0.716
ABHD8	0.518
ARF5	0.1514
SLC24A4	0.55975
CCT3	-0.77225
ZNF121	-0.0215
SLC3A2	-1.2244
OR13A1	0.2975
SLC5A10	0.1675
RAD50	-0.051375
IER5	-0.388
MTHFD1L	-0.27425
MBTPS2	0.31275
MVK	0.613
NCL	-0.5133
PSMD10	0.2005
MOBP	0.665875
FLJ32894	-0.4995
HRH1	2.55816666666667
C5orf30	-0.2015
NUDT16L1	-0.9206
RASGRP3	-0.665833333333333
PRKRIP1	-0.6023
CCDC75	1.23825
LOC253970	0.294
KIAA1239	-0.126
MED21	0.7645
SYT11	4.0285
NTSR2	-0.347
EGFL11	0.0825
CXorf59	0.4545
OR2A25	0.32175
SPTBN2	-2.8085
LRMP	-3.13883333333333
RNF111	0.724
PTH	-0.0315
LOC619208	2.41266666666667
KIAA0895	0.40875
RANBP5	0.848
P2RY10	-0.659333333333333
NME5	3.63216666666667
DDX21	-0.934
LRSAM1	-1.028
HDAC11	-1.61533333333333
VMO1	0.5515
NOLA2	-0.056
ADAR	-0.68525
MTO1	-1.13333333333333
SF4	-0.460833333333333
P2RX1	-0.495
HBM	-0.19375
EN2	0.2195
C14orf172	-0.30225
TM9SF2	0.75
INHBE	0.155166666666667
TCTE3	0.482666666666667
TOX2	-0.2145
CTAGE3	-0.55275
HBB	-0.2304
MED15	-0.981666666666667
CASR	0.259
C6orf66	0.250166666666667
MTPN	1.434625
UNC50	0.425
C21orf33	-0.42525
IRF2	1.071625
PGR	-3.4648
GPR84	4.6585
CROCCL1	-3.03625
SRPX	2.416
BRE	1.03333333333333
FGF10	-0.22625
SDC3	-2.95033333333333
ZRSR1	-0.9525
DKFZP434P211	-0.757
SOX6	0.0115
RPUSD2	-0.31425
C14orf173	0.533666666666667
MAPK11	-0.211666666666667
TBC1D22A	-0.0675
FAM123A	-0.585
COL4A6	-0.730166666666667
TOMM70A	0.03375
NAB1	1.4855
MGC16385	-0.485875
TSPAN18	-1.60066666666667
MED31	1.12225
PLG	0.06325
CAPSL	0.9755
ZNF532	0.7041
ASB14	0.4375
CA8	-4.5155
NUDT16P	-1.47366666666667
SLFN11	-0.0515
LRRIQ2	0.488625
NOL7	-0.557333333333333
BRMS1L	-0.553375
JARID1A	0.0948333333333333
PANK2	-1.00625
ICAM3	-0.1185
MDS1	-0.24325
TAF8	-0.90625
RNF139	-0.0875
ZNF594	-2.72666666666667
ADAM8	2.906
SFTPC	-0.290625
MAN2B2	0.37875
RGS12	0.2105
EIF1AY	-1.48958333333333
LRRIQ1	0.82
GPR150	0.371
CCDC21	-1.46983333333333
PRRG3	0.26675
SAA4	-4.69375
RAPGEF5	-0.18125
ZCCHC2	-0.391083333333333
MGC39372	-0.6395
PPP4R2	0.479833333333333
CDCA2	0.612666666666667
OR4D5	0.400666666666667
PTGFRN	1.482
SIGLEC5	-0.385333333333333
C19orf61	-1.117
NMUR2	0.3575
KIAA1586	0.261166666666667
DAGLA	0.689
CHCHD6	-0.2805
GPR32	0.4385
NEUROD6	0.332333333333333
SLC2A4RG	-0.8746875
CA5B	-0.48225
FBXL3	1.53725
MPHOSPH9	-0.76825
HMG2L1	0.808
HCN4	0.3285
CEACAM19	-0.436
SH2D4B	0.342833333333333
HFE2	-0.8585
TGM4	0.3055
LYPD2	0.16925
TBC1D15	-0.3815
MRPS21	-0.9477
NONO	-0.9833
CLEC5A	-0.19
ITCH	0.3791
MGAT3	-3.57366666666667
MBP	-2.324
RPP25	-2.364
SOSTDC1	-2.457
HRC	-2.4225
TRIM48	1.104
TMEM133	0.6625
ECEL1P2	-1.203
HOXC11	-0.8895
DOK5	-0.42075
HELZ	-0.967833333333333
LOC348180	-0.3595
MGC33894	0.16875
ADRB3	0.4115
DMD	-0.551666666666667
PTRH2	-0.0805
MPEG1	0.367666666666667
NDUFA12	-0.730333333333333
KRTAP2-4	0.108833333333333
STAMBPL1	0.608166666666667
ADCY2	-1.63533333333333
UNQ6125	0.603
KLHL20	-0.0373333333333333
SRM	-0.6235
OTC	-0.0995
TMIE	-0.0228333333333333
SNX8	0.302
LIPK	0.345
CHURC1	-0.409416666666667
KLC2	0.176666666666667
HDAC1	-1.04033333333333
FAM128A	0.322666666666667
FNDC3B	0.8008
MTCP1	0.4435
WFDC10B	0.8664
PCDHGB3	-0.03
ATRNL1	-2.4233
CAV2	0.629625
MED26	-0.0848333333333333
DUS1L	-1.078
CHRM3	-2.025375
NEK9	-0.34425
WARS2	0.68175
TBX22	-1.6805
TOMM40	-0.6255
RP6-213H19.1	-0.919
TUBGCP5	0.536
IGSF6	-0.24525
TPPP	-0.100666666666667
UNQ6190	0.2675
GSTM5	1.49
BTD	-0.0733333333333333
PDCD1LG2	2.673
SNRPB2	-1.49133333333333
ERICH1	0.367
APOA4	-1.058875
HOXA11	-1.43
NARG1	0.11475
MKX	-1.07425
RAB28	0.964285714285714
PKP3	-3.31125
SH3GL2	-0.13775
CTSO	3.932
RPN2	0.4670625
IL28RA	-1.5285
SFMBT1	-0.0945
WDR57	-0.811375
FER1L3	1.8195
HSF5	0.117833333333333
TTC9B	0.752
C4BPA	-4.1655
ALB	-4.59664285714286
SORBS3	0.543625
UPF2	0.534
JPH1	0.746
AGBL2	-0.5905
DOPEY1	-0.34
TERF1	-0.216416666666667
KIF22	-0.811166666666667
NINJ1	0.386
SEC61A2	0.473416666666667
HIST1H1D	-0.290833333333333
SFXN4	-0.236375
UCP3	-0.2925
ZNF703	0.114166666666667
MYL6B	1.01125
TREM1	3.5225
OR52E6	0.616
CKMT2	0.63575
HLA-C	1.785
SLC13A3	-2.89016666666667
TIMP4	2.6495
SLIT2	0.1115
RSF1	-0.469444444444444
LONRF1	0.2235
MON1A	0.664333333333333
CACNG6	-2.01916666666667
DPPA4	-5.338
ZSWIM3	0.739
ZNF804A	2.92183333333333
CCIN	1.67175
SLC25A31	0.14525
KCNMB4	-0.31225
RABL5	0.478875
GALNS	0.1701
STX6	-0.3645
HIST1H1C	-2.30733333333333
CIDEB	-1.93475
CASP4	-0.056
PDK3	0.2399
KCNJ11	-0.508
TPR	-1.04175
ZSCAN20	0.62
MTX2	0.2425
HIST1H2BH	-1.4055
LOC283767	-1.478
LYRM7	-0.439055555555556
BRD3	-0.5155
HIST1H2BO	-1.71225
MAGEB10	0.624
SLC45A1	2.6445
SERPINA3	-3.7403
KIAA0143	0.33625
KCNJ16	0.019
KRT79	1.11825
FABP2	-0.772666666666667
NUT	-0.0235
ZNF57	-0.1815
FBXL4	0.786875
CLEC9A	0.287
UGT8	3.25033333333333
BMP2K	0.78025
MAPK4	-3.832
SLC25A23	-1.2936
HINT1	0.4443
KRTAP13-1	0.668
SFXN5	-0.3485
CHCHD2	0.66625
FAM3D	-0.356
NDP	3.130375
RHOBTB1	-0.00333333333333333
SLC4A4	2.37625
RPL38	-0.284
HTF9C	-0.866833333333333
AP2A2	-0.3445
ZBTB46	-0.899
MAP7D1	0.952375
AOX1	1.97116666666667
CYR61	-0.665833333333333
DTNA	2.12685714285714
JRKL	0.54075
TMOD3	0.4645
EEA1	-0.2054
ADCK5	-0.999
IL1R1	2.01216666666667
KLK3	0.333785714285714
HRSP12	0.49775
KTN1	0.58275
LOH11CR2A	0.0996
RELL2	-0.40775
MAB21L1	2.9665
C20orf59	-1.49883333333333
PHKB	-0.51475
ADAM2	-2.02333333333333
TBC1D8B	3.236
FAM13A1	0.2035
LAPTM4B	-1.20075
LCN8	0.2185
TMEM147	0.411
SYT4	0.3925
XPO7	0.016
C9orf62	0.61075
GPR75	1.1295
TRIM5	1.287625
APOC1	-4.53633333333333
RNASE4	-0.910333333333333
PARD6B	-3.95375
ARID1A	-0.743666666666667
TPD52L3	0.224
RRAGB	0.430833333333333
RCN2	0.00233333333333333
HIST2H2BE	-1.4715
STARD7	-0.65375
SHMT2	-1.05525
KIAA1751	0.0105
MLYCD	-0.646875
LOC162632	-0.4768
UQCRH	-0.34625
RP11-217H1.1	0.9674375
SDHA	-1.2095
NCLN	-0.6283
ZNF17	-0.0678333333333333
RCBTB2	-3.013
VEGFB	0.558
RP4-747L4.3	-0.813
COLQ	-0.5794
MPN2	-0.6515
DRG2	-0.87425
KLRB1	-0.1265
ALPK2	-0.661
DNASE2B	-0.1
FLJ23834	-0.314833333333333
AXUD1	-0.608666666666667
SAFB	-0.4445
NSUN4	0.0465
RFX2	0.7555
MAPK8IP1	0.0101666666666667
FANCD2	-0.895357142857143
ANKZF1	-2.33566666666667
C19orf50	-0.131125
DUSP8	-0.04675
SENP5	0.175375
NFKBIL2	-0.4
LBR	-1.4185
IGFL1	0.1645
LZTS2	0.341875
IL2RG	-2.17425
CCDC51	0.2605
KLF3	-0.407375
ANKRD37	-0.2315
KCTD14	-3.19783333333333
FZR1	0.617333333333333
SLC44A4	-2.7269
ESPL1	-0.01875
GMPR2	-1.1218
TBC1D19	1.24866666666667
ERGIC1	1.77922222222222
ERBB4	-1.8285
TSPAN32	-0.0566666666666667
MAP4	0.183375
GPHN	0.3535
SLC6A2	0.038625
HIVEP1	-0.13
DFFB	-0.7259
EIF4EBP2	-0.779875
DMRT1	1.886
HSPB6	0.1855
IER2	-1.274
AIFM1	-0.635
WWC2	0.689166666666667
MRPL4	-0.29625
FLJ21062	0.275333333333333
EPB41L4A	-1.57266666666667
SH2D6	1.16375
TAF4B	-0.76175
GAL3ST3	0.114
MALT1	0.128333333333333
RTDR1	1.3655
ARVCF	-2.063625
MEX3B	-0.0878333333333333
FBXO16	1.79075
KIF7	0.64275
C1QC	0.979666666666667
ZNF783	-1.35333333333333
ZNF85	-3.355
MMP13	-0.861
KIAA0329	0.226375
RTP3	-0.7195
ZBED3	-2.01375
CLGN	1.27975
SLC25A37	0.0329166666666667
hCG_18290	-0.35525
OR5AS1	0.811
SMARCC2	0.2705
FAM109A	-0.386666666666667
CCDC12	-1.0695
USF2	0.1183
DEPDC7	-0.445
C20orf24	0.581833333333333
JMJD3	0.059
DSP	-4.6375
SLIC1	-0.254875
FAM20A	-3.031125
IRF2BP2	-0.779375
ZNF230	0.9715
MSN	0.430071428571429
SLC9A5	1.21
EPDR1	2.5594
MUSK	0.4125
ZNF434	-1.80283333333333
SMARCD1	-0.241
ZFP106	-0.031
