Hybridization REF	TCGA-07-0249-20A-01R-1113-07
FUS	-1.60675
TF	-4.9605
CLCN4	1.827
CXorf56	-0.385
C11orf72	-0.03225
ELAC2	-1.40183333333333
NPR1	-2.64125
ASS1	-0.449333333333333
USP42	-0.563375
POLR2J	-0.608
SEC23IP	0.9015
UQCRC1	0.381
LOC729603	0.08875
C1orf71	-0.409
POLG	-1.368
ADAM23	0.23325
TFR2	-0.20925
RICTOR	-1.24544444444444
MGC39606	0.1075
C19orf55	-0.1545
SNAPC1	1.46083333333333
GNA11	0.10625
CCDC52	0.548166666666667
FSIP1	1.8145
UPF3A	0.3915
IGSF11	-2.08666666666667
LAGE3	0.35475
CHST6	-1.1995
UNC13B	-0.91125
TTLL4	-1.143875
ZNF687	-0.4785
SDC2	0.3407
COX7A2	-0.51325
LAMB4	1.00425
FAM24A	1.724
LRRTM3	-0.8142
GPHB5	0.07375
OR4C13	0.9595
EIF3EIP	0.1135
HABP4	0.589
TMEM125	-3.5125
CNTN2	-0.34225
ASNSD1	0.381
FUT4	-0.68475
ACF	-2.87575
LOC158381	1.1505
CDH8	0.782
AGPS	-0.740666666666667
C4orf18	-1.863625
PECI	-0.134166666666667
UNG	-0.356625
GSTP1	-0.827875
DCUN1D5	-0.883
DKFZP564J0863	0.33925
SLC9A3R1	-1.839625
BCDO2	-0.957125
CHMP7	0.43625
REM2	-0.629
DNHD1	0.0413750000000001
FKBP4	-1.146125
ZNF350	-1.891
MGC11102	0.855375
BST1	0.32925
KISS1R	-0.3085
NCR2	-0.262
DEFB125	
UBE2W	1.101
KRT15	-1.547875
C10orf99	0.34
SCN11A	0.327375
GFI1	-3.71325
RDHE2	-0.929333333333333
FHL1	-0.592166666666667
OSGEP	-1.09316666666667
GATA1	-4.28733333333333
SMC6	-0.6055
TTTY14	-1.0295
LPIN3	-0.4575
RPL4	-0.5055
RBPMS	0.3336
PRPF3	-0.753666666666667
EMR1	1.1705
SPATA19	0.199
XCR1	-0.1675
IRX3	0.5148
RBM6	-1.3985
KLF4	-1.5343
UNC5CL	-2.969
SEBOX	1.054
BTK	-3.8545
KRCC1	1.5535
C6orf27	-0.047
SYTL5	0.508
PRND	-0.3898
LOC653319	-0.6375
PIGL	0.395375
HUS1	0.873666666666666
SFRS6	-1.36325
C17orf77	1.4875
UIMC1	0.0403333333333333
FXYD2	-1.9695
LOC283152	0.5905
ZNF667	-1.722
ZCCHC12	-0.4685
TFEC	-0.8833
ATP7B	-1.9895
POLD2	-1.62966666666667
RG9MTD1	-0.1765
ACOT2	-0.1355
HIST1H4I	-1.366625
PPARGC1A	0.6392
ETFA	-0.5025
POLRMT	-0.227
ZNF146	-0.2855
MIA2	-1.412
KLHL6	-4.64583333333333
HOXB5	-1.312
NENF	0.694666666666667
CUGBP1	0.28225
PRSS22	-1.2015
CASC4	2.1111
CUL4B	1.6572
CENPJ	-0.9626
PITX1	-1.1295
FLJ31033	1.008
CELSR3	0.239833333333333
ZNF568	-2.36625
ITSN1	-0.312833333333333
EHBP1L1	0.202666666666667
C19orf2	-0.567
DCTN1	-1.2695
LIN28B	-2.038
TNKS2	1.84475
C1QBP	-0.439
CADPS2	2.086
SRMS	-0.2875
GJA9	0.621833333333333
MGC24975	-2.60566666666667
TRIM45	-0.719833333333333
TSP50	0.15975
TCP1	0.11375
TMED7	1.4296
CMA1	1.1935
CENPL	-0.135166666666667
PTCRA	0.2305
FST	-2.8825
VWCE	-2.83125
PAWR	-2.02675
ABCC12	0.0305
LDLR	0.769
ASTN2	1.7562
LOC441212	0.448625
GPATCH8	-0.14125
TANC2	0.0361666666666667
KIF4A	-0.74525
C18orf18	-0.349
PGM1	0.318
KIAA0258	0.6535
CPD	1.279375
SNCAIP	-1.82125
DCT	-4.20833333333333
HLA-DOA	1.1863
OR11L1	0.642
UPK1B	0.2842
DNAJB4	0.42575
UGT1A8	0.55725
HIST1H4L	-0.739
PECR	0.0798333333333333
HSPA2	2.36975
WFIKKN1	-3.929
SERP1	0.2155
SYDE2	-0.547666666666667
TACR2	-0.4655
NUP85	-0.09025
CD177	-0.6525
LGR5	-1.11983333333333
PIGG	0.131833333333333
PTHR1	-2.56183333333333
RAB5A	0.786
FLJ13224	0.266
USP9Y	-1.0745
C7orf53	-0.358
LRP1B	1.5975
XAF1	-0.9496
ABCG8	-0.937
ANKDD1A	-0.0343333333333333
DAND5	-1.4275
SPAG6	-0.095
LINCR	0.94725
ZDHHC22	-1.609125
CCDC60	0.765
THOC7	-0.786
TCTA	0.7963
OR8K3	-0.35175
NY-REN-7	-1.359
B2M	1.639
C6orf141	-1.141125
LPPR4	6.1695
SQLE	0.056875
SEPHS1	-0.85625
BTBD14B	0.702714285714286
PLRG1	0.24
SPG7	-0.6699375
ZNF614	-0.214
PARD6G	-1.12233333333333
INPP5B	0.051
GRPEL2	0.742875
PPID	-0.7804
TRIM56	-0.86075
UBE2J1	1.05
IL20RA	-1.40825
LOC387856	1.172
C1orf107	0.298083333333333
UTS2R	-0.2145
C19orf22	-1.39975
SAFB2	-0.449875
KIAA0652	0.14125
KLRG1	1.1755
MS4A8B	-0.0915000000000001
FRAG1	-0.5845
KIAA1546	-0.1465
E2F4	-1.0054
CLEC4M	0.343
BTBD14A	-0.5705
KIAA0999	-0.3368
GYPA	-3.64266666666667
TAC1	-0.691333333333333
TRAIP	-0.2425
KIAA0232	0.6999
ERCC8	0.929125
GPX4	0.544125
KIAA0368	0.766
GPR157	-1.472
CTAGE4	-2.3565
C9orf30	1.93083333333333
OR52A1	0.2005
HSP90B3P	0.5965
ALG9	-0.683
BTBD10	1.0935
SDK2	-0.9275
BAIAP3	-2.915
RABGGTB	-0.010125
ANKRD40	-0.6035
KRT74	1.6725
CALCOCO2	0.649928571428571
SNCA	-1.7495
TMSL8	-2.361
C2orf53	1.234
ESRRB	-0.2485
ARHGAP26	-0.81125
TDRD9	-3.61125
HRAS	0.1275
KLRC4	-0.8425
JAGN1	-0.0631666666666667
BSDC1	0.0665
RNF43	-2.0093
NDUFAF1	0.6095
PHF12	0.312
OR1L3	0.91775
FOLR2	0.113166666666667
LYZL6	0.219833333333333
tcag7.1260	3.6065
WSB1	-1.02233333333333
PROS1	1.6366
OSTN	0.36
PSMB8	0.30625
SOCS4	0.695142857142857
DDIT4L	6.246
MAS1	-0.5925
MGC34796	0.17
CSHL1	0.0601666666666667
TBCCD1	-0.956166666666667
ZBTB7C	-0.293
AP2S1	0.84525
P15RS	-0.3942
VAT1	0.4099
SHANK3	-1.34883333333333
TUFM	-0.549166666666667
THEG	-0.10675
KRT34	4.63575
SGSM3	-0.522125
TOMM22	0.3315
SOCS3	1.434
CPO	-0.5555
POP4	1.01475
BHLHB3	3.55575
MALL	-2.365
OR1B1	0.3515
PARK2	-0.1548
GPR124	-1.951625
LCE1E	1.986
RUVBL2	-1.42325
CGRRF1	1.6325
ACPL2	0.70025
WNT10B	-0.98725
BAIAP2L2	-2.687
ISCA1	0.383
C1orf125	-0.3765
RPAP1	-0.194
RAI16	-0.599666666666667
RPL27	-0.3075
NLRP9	1.629
EPN1	0.2955
LOC388610	-0.46375
SLC35A1	0.2437
GAL	-5.36225
SLC14A2	0.1525
RDH11	0.916833333333333
FAM138F	-0.688
AUH	-0.02025
FLJ40243	-0.0885
C14orf129	1.20566666666667
MBD2	-0.899333333333333
ABHD14B	-0.482125
PIGT	0.7185
ALS2CR4	0.856875
ALAS1	0.4257
FOXO1	-1.39783333333333
CRLF3	0.1
C20orf107	-0.0775
FARS2	0.10775
CCDC28A	0.18725
NPHP3	0.46375
OR13F1	0.538
TSEN54	-1.8005
DEFB106B	0.407666666666667
OR8B4	0.625
STH	-0.17225
ZC3H14	-0.033875
CBX2	0.067
TMEM49	-0.29325
C6orf21	0.518
FLJ20920	-0.049125
CRTAP	1.15542857142857
DDX50	0.4295
STYXL1	0.17275
BLVRB	0.897333333333333
LOC147650	1.55816666666667
MMP24	0.62375
GRID1	-1.50166666666667
BANF1	-0.626166666666667
CTAGEP	-1.156
HMBS	-1.746
SLC25A24	-0.7805
C14orf50	1.35775
MRO	-0.778166666666667
SLC25A15	-0.56425
FAM84B	-2.1868
TDP1	1.223
C16orf78	-0.01375
C11orf57	-0.261125
RFK	0.8125
ZFYVE9	0.683857142857143
STCH	1.4094
WIBG	-0.161
LOC283871	-0.590166666666667
GBA2	-1.1535
NDUFB3	0.49425
HSD17B13	0.2915
GRIN3A	1.43216666666667
FMNL1	-2.47533333333333
SEPT7	0.0408
GNLY	1.3975
GRAMD1C	0.609333333333333
ZNF165	-2.515
USP38	0.39825
FAM83A	-3.32183333333333
C14orf24	0.452
ARMCX3	0.975125
ARHGDIB	-4.41366666666667
AK1	0.669125
KIAA1045	-0.04075
DNAJB13	-0.184166666666667
NEU2	0.752
HIST1H4B	-0.592666666666667
FAM20B	0.2223
HES2	-0.121
FAM73B	-1.113
LOC388381	0.460333333333333
INTS7	-0.493909090909091
AMPH	3.14325
ZNF775	-0.246875
UCKL1	-0.814333333333333
C10orf97	1.338
C1orf161	-0.263
ALDH1L1	-1.726
FLJ39378	0.013125
SLC23A1	-1.572
RBM4B	-0.39525
THAP4	-0.0336666666666666
OGFRL1	0.74775
KIAA0831	0.2205
PPP1R15A	-0.382833333333333
C1orf96	0.351785714285714
C12orf11	-0.99625
BMF	-1.401375
MAN1A1	0.463875
KIAA1600	0.402666666666667
NLGN4X	-2.78666666666667
ALOX12	-1.0655
RB1CC1	0.85
NEIL2	1.2006
EIF4E	0.63452380952381
ABHD5	0.66075
EXOC4	0.874333333333333
CIP29	0.474333333333333
BATF2	-0.292
SLC29A4	-0.213125
HTR4	0.509
EMB	-5.50466666666667
TRAF6	0.263
LMNB1	-1.60825
FAM19A5	-3.2885
SHE	-1.176
PIK3C2B	-3.46525
C15orf15	-0.2283
USP15	0.3874
TCEAL2	-0.057
C5orf39	0.0161666666666667
PTGER2	1.99725
SLC31A1	0.3818125
IFT172	-0.28125
ADAM29	0.193
GFOD1	-1.1835
ST7L	0.8355
C15orf26	-1.34225
PKN3	-2.6155
CNTD1	1.737
COMMD1	0.349375
NTRK2	-0.0133636363636363
FOXN3	-0.77675
MFGE8	-0.7266
PFKFB2	0.0771666666666667
TAS2R4	-0.14675
ENTHD1	-0.6758
PRMT5	-1.814625
MGC16384	-1.62525
LOC442229	0.90675
TSKU	-0.640125
KRTCAP3	-2.99625
PDLIM1	0.4542
KCNS2	0.209
RNF126	0.0336666666666667
CEP63	0.7205
CLIC4	1.097625
hCG_1990170	-0.72825
ACR	0.0322
KLK7	-0.012
ALOX5AP	-2.660125
RIPK3	-0.50575
TAS2R9	0.425
C19orf18	-2.477
BIRC6	-0.568428571428571
ZNF16	-0.354
RFT1	-0.41475
SLC8A2	-0.26275
TACC1	1.0505
ITGAD	3.246
SAMHD1	0.8165
SH3PXD2B	0.7289
EPC2	0.258
C20orf85	0.256
ATP13A2	-0.877666666666667
KRT4	0.814375
CAPNS1	-0.58525
MDM2	0.152833333333333
PCDH20	0.751
KCNK9	0.347
OR2C1	0.1665
KLHDC3	-1.72833333333333
IPPK	0.019
EFHD2	-0.00437500000000003
GALR3	-0.04425
NBEA	0.489666666666667
ABCA6	-0.8132
CLDN3	-3.94866666666667
AKT2	-0.423785714285714
EGFR	1.0237
RBM16	0.443375
ZDHHC3	0.3515
SLC25A4	-1.0815
CYB5B	-0.155333333333333
CPXM1	-1.618
NDRG1	1.49223076923077
FLJ43826	0.82575
OR5L2	0.2412
FARP2	0.0394999999999999
MRPL46	0.06675
LDHAL6B	0.501
MAPKAPK3	0.165833333333333
NCAM2	-0.85025
PRKD2	-1.068
ZFP36L1	1.2146
CYSLTR1	-1.851
OR4C3	0.6825
HIST1H2AJ	-0.949
CCNB2	-0.326222222222222
ZNF10	-1.968375
TMEM175	-0.109
FAM134A	0.0595
TIGD4	0.696
PCNP	0.2325
MGC39715	1.59533333333333
LQK1	1.215
CREB1	0.7151
TMPRSS3	-4.32925
C4orf32	0.83425
LAT	1.85583333333333
KCNA3	-1.224
SKIV2L2	-0.3005
ROPN1B	-3.77425
tcag7.23	-1.5945
CDT1	-2.095875
ZHX2	-1.282625
CD28	-6.68
ZNF624	0.2595
SEPT2	-0.132833333333333
SOHLH2	0.03
MCOLN3	-1.488375
UNQ1945	0.4585
MASP2	-0.846
ZNRF3	-0.1883
GPATCH3	-0.7585
AGL	0.605625
QRICH2	0.257
PSD4	-1.935
CCNB1IP1	-1.971
ENPP7	0.03075
OBFC1	0.90425
KCNG3	-1.837
C14orf79	-0.276833333333333
ENPEP	-0.415833333333333
SCT	0.2395
SKI	-0.048625
SEC61G	0.88125
CAPN11	-1.58025
ATXN7L3	-0.97775
DBNDD1	-1.906
FAIM	0.6975
ANKRD36	-0.146
GABRP	0.501
TACSTD2	-4.3405
EIF3J	-0.6535
PPP2R2A	0.14375
TEKT4	0.540333333333333
PVALB	-5.257
F10	-3.2735
FAM134C	0.3475
COMP	-0.55575
EFCBP1	0.5154375
SCLT1	0.91
TAL1	-1.5791
ACSL1	2.36825
ABCC5	-0.94775
ABL1	-0.222777777777778
RBBP7	0.0275833333333333
PTPRG	-0.164375
NCOR1	-0.6685
SPINK4	0.5785
TXNRD1	0.9159
TNRC15	-0.15
C9orf138	1.11733333333333
UBE2H	1.254
BRDT	-0.1285
C8orf31	0.618
CCNE2	0.220454545454545
SLC6A8	-0.697625
CALCR	-3.671
PPP1CB	0.957916666666666
ABHD8	-0.0565
ARF5	-0.0635
SLC24A4	0.46075
CCT3	-0.76675
ZNF121	0.346625
SLC3A2	-1.7424
OR13A1	0.3485
SLC5A10	0.2215
RAD50	-0.465125
IER5	-0.395375
MTHFD1L	-0.146625
MBTPS2	0.517333333333333
MVK	0.4945
NCL	-0.3958
PSMD10	0.33175
MOBP	0.2175
FLJ32894	1.193
HRH1	2.64716666666667
C5orf30	-0.32525
NUDT16L1	-1.0482
RASGRP3	-0.0371666666666667
PRKRIP1	-0.5547
CCDC75	1.03675
LOC253970	1.388
KIAA1239	-0.373666666666667
MED21	0.94775
SYT11	4.56225
NTSR2	-0.8365
EGFL11	-4.134
CXorf59	
OR2A25	0.461666666666667
SPTBN2	-2.1715
LRMP	-2.74266666666667
RNF111	0.63625
PTH	-0.517
LOC619208	2.3025
KIAA0895	0.313
RANBP5	0.90775
P2RY10	-0.321833333333333
NME5	3.98083333333333
DDX21	-1.22
LRSAM1	-1.3755
HDAC11	-1.20616666666667
VMO1	0.40825
NOLA2	-0.159833333333333
ADAR	-0.460666666666667
MTO1	-1.20116666666667
SF4	-0.697833333333333
P2RX1	-0.391666666666667
HBM	-0.13375
EN2	-0.027
C14orf172	-0.4485
TM9SF2	0.9013
INHBE	0.427166666666667
TCTE3	0.388583333333333
TOX2	-0.11675
CTAGE3	0.0851428571428572
HBB	-0.3122
MED15	-1.1435
CASR	1.022
C6orf66	0.0773333333333333
MTPN	1.491625
UNC50	0.44525
C21orf33	-0.40125
IRF2	1.13325
PGR	-4.4375
GPR84	4.04825
CROCCL1	-3.122
SRPX	2.244
BRE	0.7335
FGF10	-0.570666666666667
SDC3	-2.757
ZRSR1	-1.194
DKFZP434P211	-0.883
SOX6	-2.2745
RPUSD2	-0.3005
C14orf173	0.250916666666667
MAPK11	-0.250166666666667
TBC1D22A	0.224
FAM123A	0.224
COL4A6	-0.751666666666667
TOMM70A	0.2105
NAB1	1.713875
MGC16385	-0.519875
TSPAN18	-1.13583333333333
MED31	1.285
PLG	0.442666666666667
CAPSL	0.887
ZNF532	0.668
ASB14	0.1065
CA8	-4.1015
NUDT16P	-0.559166666666667
SLFN11	-0.1185
LRRIQ2	0.213
NOL7	-0.360166666666667
BRMS1L	-0.67225
JARID1A	0.361
PANK2	-0.84575
ICAM3	-0.04925
MDS1	-1.23975
TAF8	-0.96575
RNF139	0.17775
ZNF594	-2.5655
ADAM8	3.055125
SFTPC	-0.382125
MAN2B2	0.411625
RGS12	0.169125
EIF1AY	-1.421
LRRIQ1	1.05483333333333
GPR150	-0.178
CCDC21	-1.596
PRRG3	0.34625
SAA4	-4.82725
RAPGEF5	0.1795
ZCCHC2	-0.164083333333333
MGC39372	-1.7075
PPP4R2	0.565333333333333
CDCA2	-0.0393333333333333
OR4D5	0.420833333333333
PTGFRN	1.2773
SIGLEC5	-0.0733333333333333
C19orf61	-1.32816666666667
NMUR2	0.052
KIAA1586	0.375166666666667
DAGLA	0.816833333333333
CHCHD6	-0.22025
GPR32	-0.0505
NEUROD6	-0.1562
SLC2A4RG	-0.8725
CA5B	-0.19075
FBXL3	1.4245
MPHOSPH9	-0.6305
HMG2L1	0.713
HCN4	-0.532833333333333
CEACAM19	-0.473
SH2D4B	0.516
HFE2	-0.166
TGM4	-0.27375
LYPD2	0.283333333333333
TBC1D15	-0.0655
MRPS21	-0.7902
NONO	-0.9127
CLEC5A	-0.222285714285714
ITCH	0.3654
MGAT3	-4.07083333333333
MBP	-2.324125
RPP25	-2.3655
SOSTDC1	-2.3825
HRC	-2.59125
TRIM48	0.173
TMEM133	0.86125
ECEL1P2	-0.526666666666667
HOXC11	-1.6365
DOK5	-0.398
HELZ	-0.722666666666667
LOC348180	-0.686
MGC33894	0.12225
ADRB3	0.1485
DMD	-0.704
PTRH2	-0.06775
MPEG1	0.08175
NDUFA12	-0.644666666666667
KRTAP2-4	0.0551666666666667
STAMBPL1	0.832
ADCY2	-2.3258
UNQ6125	1.9455
KLHL20	0.112333333333333
SRM	-0.9525
OTC	-0.14425
TMIE	-0.0293333333333333
SNX8	0.2555
LIPK	-0.798
CHURC1	-0.38925
KLC2	0.130833333333333
HDAC1	-1.19716666666667
FAM128A	0.169833333333333
FNDC3B	1.2676
MTCP1	0.163166666666667
WFDC10B	0.6602
PCDHGB3	0.5825
ATRNL1	-1.69055555555556
CAV2	0.401
MED26	0.0573333333333333
DUS1L	-1.118
CHRM3	-2.157625
NEK9	-0.506
WARS2	0.766
TBX22	-2.342
TOMM40	-0.78325
RP6-213H19.1	-0.633166666666667
TUBGCP5	0.43
IGSF6	0.672
TPPP	0.4715
UNQ6190	0.3605
GSTM5	1.30142857142857
BTD	-0.2225
PDCD1LG2	2.5035
SNRPB2	-0.939333333333333
ERICH1	0.841
APOA4	-0.91875
HOXA11	-1.89866666666667
NARG1	0.30125
MKX	0.5025
RAB28	0.842071428571429
PKP3	-3.7475
SH3GL2	-0.11025
CTSO	4.08675
RPN2	0.6511875
IL28RA	-0.589666666666667
SFMBT1	-0.10775
WDR57	-0.899125
FER1L3	1.7575
HSF5	-0.08875
TTC9B	0.722
C4BPA	-3.92366666666667
ALB	-4.58376923076923
SORBS3	0.225875
UPF2	0.7185
JPH1	0.9435
AGBL2	-0.57225
DOPEY1	-0.8175
TERF1	-0.157583333333333
KIF22	-0.757
NINJ1	-0.086
SEC61A2	0.535166666666667
HIST1H1D	-0.552166666666667
SFXN4	-0.111
UCP3	-0.7392
ZNF703	-0.306333333333333
MYL6B	0.649
TREM1	4.21275
OR52E6	0.328
CKMT2	0.70525
HLA-C	1.654625
SLC13A3	-3.0255
TIMP4	3.128
SLIT2	0.07225
RSF1	-0.580666666666667
LONRF1	0.374714285714286
MON1A	0.6615
CACNG6	-1.69833333333333
DPPA4	-6.64116666666667
ZSWIM3	0.59875
ZNF804A	2.08316666666667
CCIN	1.34966666666667
SLC25A31	-1.0365
KCNMB4	-0.219
RABL5	0.28925
GALNS	-0.0142
STX6	-0.60075
HIST1H1C	-2.484
CIDEB	-2.11975
CASP4	-0.0421666666666667
PDK3	0.4123
KCNJ11	0.2225
TPR	-0.858625
ZSCAN20	0.679
MTX2	0.59
HIST1H2BH	-1.0945
LOC283767	-1.78025
LYRM7	-0.405
BRD3	-0.744166666666667
HIST1H2BO	-1.6695
MAGEB10	-0.3795
SLC45A1	2.35125
SERPINA3	-4.12195
KIAA0143	0.67325
KCNJ16	-0.11325
KRT79	0.78675
FABP2	0.29875
NUT	-1.379
ZNF57	-0.19925
FBXL4	0.76375
CLEC9A	-0.703
UGT8	3.278
BMP2K	0.7635
MAPK4	-4.0905
SLC25A23	-1.6573
HINT1	0.4091
KRTAP13-1	0.117
SFXN5	-0.2867
CHCHD2	0.621166666666667
FAM3D	-0.4455
NDP	3.459625
RHOBTB1	-0.239166666666667
SLC4A4	2.601875
RPL38	-0.27075
HTF9C	-1.08433333333333
AP2A2	-0.215125
ZBTB46	-0.831
MAP7D1	0.704375
AOX1	1.86533333333333
CYR61	-0.652666666666667
DTNA	2.29407142857143
JRKL	0.848
TMOD3	0.65
EEA1	0.1393
ADCK5	-1.15275
IL1R1	1.86333333333333
KLK3	0.292307692307692
HRSP12	0.6395
KTN1	0.714
LOH11CR2A	0.0254
RELL2	-0.43
MAB21L1	2.096
C20orf59	-0.5555
PHKB	-0.378
ADAM2	-1.605
TBC1D8B	3.4665
FAM13A1	0.455375
LAPTM4B	-1.16925
LCN8	0.1785
TMEM147	0.853
SYT4	0.407666666666667
XPO7	0.005
C9orf62	0.1395
GPR75	0.84
TRIM5	1.25025
APOC1	-4.70316666666667
RNASE4	-0.806833333333333
PARD6B	-3.346
ARID1A	-1.03475
TPD52L3	0.251285714285714
RRAGB	0.611666666666667
RCN2	0.2905
HIST2H2BE	-1.523375
STARD7	-0.8235
SHMT2	-0.83725
KIAA1751	0.253166666666667
MLYCD	-0.683
LOC162632	-0.2027
UQCRH	-0.04675
RP11-217H1.1	1.1569375
SDHA	-1.63533333333333
NCLN	-0.564
ZNF17	-0.105166666666667
RCBTB2	-2.83175
VEGFB	0.324
RP4-747L4.3	-0.4585
COLQ	-0.319444444444444
MPN2	-0.7355
DRG2	-1.31475
KLRB1	-0.166
ALPK2	-0.63125
DNASE2B	-0.3885
FLJ23834	0.6934
AXUD1	-0.577833333333333
SAFB	-0.5286
NSUN4	0.18975
RFX2	1.37566666666667
MAPK8IP1	-0.0421666666666667
FANCD2	-0.710642857142857
ANKZF1	-2.27233333333333
C19orf50	-0.309625
DUSP8	0.11725
SENP5	0.316625
NFKBIL2	-0.82
LBR	-0.965375
IGFL1	1.47
LZTS2	0.22575
IL2RG	-1.89875
CCDC51	0.052
KLF3	-0.704125
ANKRD37	-0.048
KCTD14	-3.06083333333333
FZR1	0.523916666666667
SLC44A4	-1.5362
ESPL1	-0.324
GMPR2	-1.4107
TBC1D19	1.25966666666667
ERGIC1	1.71640740740741
ERBB4	-1.7756
TSPAN32	-0.3005
MAP4	0.045375
GPHN	0.2165
SLC6A2	-0.08525
HIVEP1	0.13675
DFFB	-0.4618
EIF4EBP2	-0.574375
DMRT1	1.98466666666667
HSPB6	-0.3545
IER2	-1.285
AIFM1	-0.59725
WWC2	0.457636363636364
MRPL4	-0.576
FLJ21062	0.546333333333333
EPB41L4A	-1.76
SH2D6	0.7805
TAF4B	-1.239
GAL3ST3	0.067
MALT1	-0.0773333333333333
RTDR1	1.16725
ARVCF	-2.11875
MEX3B	0.025
FBXO16	2.15175
KIF7	-0.03
C1QC	-0.132833333333333
ZNF783	-1.333
ZNF85	-3.5635
MMP13	-0.218
KIAA0329	0.688714285714286
RTP3	0.4045
ZBED3	-1.95825
CLGN	1.55925
SLC25A37	0.0667391304347826
hCG_18290	-0.325
OR5AS1	0.6205
SMARCC2	0.15125
FAM109A	-0.761333333333333
CCDC12	-1.234
USF2	-0.3474
DEPDC7	-0.1785
C20orf24	0.584166666666667
JMJD3	-0.2275
DSP	-5.2065
SLIC1	-0.34825
FAM20A	-2.688375
IRF2BP2	-0.81375
ZNF230	0.8195
