Hybridization REF	TCGA-07-0249-20A-01R-0905-07
POLG	-1.3395
ADAM23	0.1705
TFR2	-0.69525
RICTOR	-0.8938
MGC39606	0.16775
C19orf55	0.035125
SNAPC1	1.09766666666667
GNA11	0.451875
CCDC52	0.4495
FSIP1	1.49
UPF3A	0.6345
IGSF11	-2.6635
LAGE3	0.22225
CHST6	-1.182
UNC13B	-0.721125
TTLL4	-0.828875
ZNF687	-0.212875
SDC2	0.3583
COX7A2	-0.3915
LAMB4	-0.10175
FAM24A	0.3365
LRRTM3	-0.845
GPHB5	0.37775
OR4C13	0.558
EIF3EIP	0.330214285714286
HABP4	0.9325
TMEM125	-3.8525
CNTN2	-0.4245
ASNSD1	0.16925
FUT4	-0.45575
ACF	-3.741
LOC158381	0.729
CDH8	-1.2585
AGPS	-0.507
C4orf18	-2.2675
PECI	-0.3115
UNG	-0.44325
GSTP1	-0.925125
DCUN1D5	-1.27533333333333
DKFZP564J0863	0.28275
SLC9A3R1	-1.416125
BCDO2	-0.997125
CHMP7	0.686
REM2	-0.0775
DNHD1	-0.05375
FKBP4	-0.808875
ZNF350	-1.9395
MGC11102	0.812
BST1	0.384
KISS1R	0.455
NCR2	0.153
DEFB125	0.84
UBE2W	1.1045
KRT15	-1.580125
C10orf99	0.629
SCN11A	0.04325
GFI1	-4.02525
RDHE2	-0.9962
FHL1	-0.542666666666667
OSGEP	-1.021
GATA1	-3.51233333333333
SMC6	-0.54275
TTTY14	-1.043
LPIN3	-0.438
RPL4	-0.5131
RBPMS	0.464
PRPF3	-0.61
EMR1	1.2875
SPATA19	-0.2705
XCR1	0.802
IRX3	0.7863
RBM6	-1.22075
KLF4	-1.9569
UNC5CL	-2.66175
SEBOX	0.688
BTK	-4.0075
KRCC1	1.0415
C6orf27	0.09
SYTL5	-0.423
PRND	-0.141142857142857
LOC653319	-0.5015
PIGL	0.2245
HUS1	0.9245
SFRS6	-1.03825
C17orf77	-0.603
UIMC1	-0.129166666666667
FXYD2	-2.2456
LOC283152	0.6465
ZNF667	-3.4625
ZCCHC12	-0.893
TFEC	-0.1565
ATP7B	-2.18616666666667
POLD2	-0.686166666666666
RG9MTD1	-0.1865
ACOT2	-0.0815
HIST1H4I	-1.465875
PPARGC1A	0.1634
ETFA	-0.515
POLRMT	-0.003
ZNF146	-0.168
MIA2	-0.897
KLHL6	-5.20716666666667
HOXB5	-1.85
NENF	0.595833333333333
CUGBP1	0.00399999999999999
PRSS22	-0.979166666666667
CASC4	1.7166
CUL4B	1.1572
CENPJ	-0.7514
PITX1	-0.556166666666667
FLJ31033	1.2355
CELSR3	0.258833333333333
ZNF568	-1.99375
ITSN1	-0.06225
EHBP1L1	0.249166666666667
C19orf2	-0.442
DCTN1	-0.43025
LIN28B	-3.226
TNKS2	0.09525
C1QBP	-0.252625
CADPS2	1.85775
SRMS	-0.0585
GJA9	0.0805000000000001
MGC24975	-2.33333333333333
TRIM45	-0.6385
TSP50	-0.1725
TCP1	-0.25425
TMED7	0.9167
CMA1	0.3285
CENPL	-0.145666666666667
PTCRA	-0.74
FST	-2.74
VWCE	-2.917
PAWR	-2.58725
ABCC12	0.3885
LDLR	0.9458
ASTN2	1.5771
LOC441212	0.0925
GPATCH8	-0.09575
TANC2	-0.0828333333333333
KIF4A	-0.7015
C18orf18	-0.67275
PGM1	0.31125
KIAA0258	0.5355
CPD	1.108625
SNCAIP	-1.78466666666667
DCT	-4.21116666666667
HLA-DOA	1.42454545454545
OR11L1	0.824
UPK1B	0.455166666666667
DNAJB4	0.3355
UGT1A8	-0.00275
HIST1H4L	-0.6815
PECR	-0.101833333333333
HSPA2	1.873
WFIKKN1	-3.9605
SERP1	-0.1165
SYDE2	-1.014
TACR2	0.0325
NUP85	-0.245
CD177	-0.5045
LGR5	-2.23083333333333
PIGG	-0.183833333333333
PTHR1	-3.111
RAB5A	0.6995
FLJ13224	-0.1215
USP9Y	-0.741166666666667
C7orf53	-0.428
LRP1B	1.47425
XAF1	-0.9556
ABCG8	-1.1755
ANKDD1A	0.1885
DAND5	-1.5785
SPAG6	0.13
LINCR	0.89525
ZDHHC22	-1.66625
CCDC60	0.602
THOC7	-0.835833333333333
TCTA	1.1328
OR8K3	0.0745
NY-REN-7	-1.218
B2M	1.72583333333333
C6orf141	-1.112625
LPPR4	6.12175
SQLE	-0.132
SEPHS1	-0.93925
BTBD14B	0.723785714285714
PLRG1	0.19925
SPG7	-0.4409375
ZNF614	-0.122333333333333
PARD6G	-1.01716666666667
INPP5B	0.0543
GRPEL2	0.26075
PPID	-0.4084
TRIM56	-0.39425
UBE2J1	1.145375
IL20RA	-1.6515
LOC387856	2.08725
C1orf107	0.577333333333333
UTS2R	0.37075
C19orf22	-0.62025
SAFB2	-0.31575
KIAA0652	0.4345
KLRG1	1.04816666666667
MS4A8B	-0.105166666666667
FRAG1	-0.23475
KIAA1546	-0.553
E2F4	-0.5263
CLEC4M	-0.0111666666666667
BTBD14A	-0.74775
KIAA0999	-0.3141
GYPA	-3.75066666666667
TAC1	-0.6502
TRAIP	-0.487666666666667
KIAA0232	0.4878
ERCC8	1.0665
GPX4	0.636375
KIAA0368	0.62925
GPR157	-1.56683333333333
CTAGE4	-2.0205
C9orf30	1.90166666666667
OR52A1	-0.1645
HSP90B3P	0.5875
ALG9	-0.5073
BTBD10	1.2215
SDK2	-0.28775
BAIAP3	-2.5805
RABGGTB	-0.52725
ANKRD40	-0.218666666666667
KRT74	-0.173
CALCOCO2	0.561214285714286
SNCA	-1.51625
TMSL8	-2.59275
C2orf53	0.395
ESRRB	-0.08125
ARHGAP26	-1.185375
TDRD9	-3.47
HRAS	0.308833333333333
KLRC4	-1.9505
JAGN1	-0.104333333333333
BSDC1	-0.171
RNF43	-1.8707
NDUFAF1	0.54475
PHF12	0.07225
OR1L3	0.595
FOLR2	0.13875
LYZL6	0.251
tcag7.1260	3.5875
WSB1	-1.525
PROS1	1.3149
OSTN	0.862
PSMB8	0.2405
SOCS4	0.74875
DDIT4L	5.787
MAS1	0.6855
MGC34796	0.0705
CSHL1	0.384
TBCCD1	-0.724666666666667
ZBTB7C	0.0205
AP2S1	1.040875
P15RS	-0.2758
VAT1	0.642
SHANK3	-1.31883333333333
TUFM	-0.4795
THEG	-0.33725
KRT34	4.69275
SGSM3	-0.47175
TOMM22	0.215625
SOCS3	1.837
CPO	-0.4045
POP4	0.98575
BHLHB3	3.3985
MALL	-2.24125
OR1B1	0.5305
PARK2	0.147333333333333
GPR124	-1.8295
LCE1E	-0.01
RUVBL2	-0.983
CGRRF1	1.513
ACPL2	0.448
WNT10B	-1.084
BAIAP2L2	-2.603625
ISCA1	0.23
C1orf125	-0.351625
RPAP1	-0.1715
RAI16	-0.316166666666667
RPL27	-0.20675
NLRP9	-0.7595
EPN1	0.742
LOC388610	-0.016625
SLC35A1	0.0799
GAL	-5.476
SLC14A2	0.45825
RDH11	0.610166666666667
FAM138F	-0.7325
AUH	-0.28625
FLJ40243	0.29375
C14orf129	0.942833333333333
MBD2	-0.630333333333333
ABHD14B	0.030625
PIGT	0.560125
ALS2CR4	0.872
ALAS1	0.5674
FOXO1	-1.69383333333333
CRLF3	0.1595
C20orf107	0.121
FARS2	-0.07125
CCDC28A	-0.10875
NPHP3	0.008
OR13F1	0.44
TSEN54	-1.598
DEFB106B	0.4925
OR8B4	0.482
STH	-0.808
ZC3H14	0.182375
CBX2	-0.6415
TMEM49	-0.242
C6orf21	0.3195
FLJ20920	0.2975
CRTAP	1.38664285714286
DDX50	0.332
STYXL1	0.354
BLVRB	0.8135
LOC147650	1.53483333333333
MMP24	0.39075
GRID1	-0.4764
BANF1	-0.0516666666666667
CTAGEP	-1.285
HMBS	-1.6835
SLC25A24	-0.852
C14orf50	1.466
MRO	-1.31683333333333
SLC25A15	-1.003
FAM84B	-2.4466
TDP1	0.866
C16orf78	0.0406666666666667
C11orf57	-0.980625
RFK	0.596625
ZFYVE9	0.556
STCH	1.2448
WIBG	-0.187
LOC283871	-0.892833333333333
GBA2	-0.7689
NDUFB3	0.20775
HSD17B13	-1.2695
GRIN3A	0.6885
FMNL1	-1.848
SEPT7	-0.1324
GNLY	1.5815
GRAMD1C	0.422666666666667
ZNF165	-2.406
USP38	0.58275
FAM83A	-3.69183333333333
C14orf24	0.256583333333333
ARMCX3	0.795
ARHGDIB	-3.96866666666667
AK1	0.5695
KIAA1045	-0.266
DNAJB13	-0.477166666666667
NEU2	0.5025
HIST1H4B	-0.696
FAM20B	0.255
HES2	-0.316
FAM73B	-0.7016
LOC388381	0.245
INTS7	-0.513909090909091
AMPH	3.6905
ZNF775	-0.043875
UCKL1	-0.564166666666667
C10orf97	1.10475
C1orf161	-0.07575
ALDH1L1	-2.1985
FLJ39378	0.31225
SLC23A1	-2.542
RBM4B	-0.06125
THAP4	0.301833333333333
OGFRL1	0.747
KIAA0831	-0.0145
PPP1R15A	-0.105666666666667
C1orf96	0.478
C12orf11	-0.82925
BMF	-1.06725
MAN1A1	0.736125
KIAA1600	0.220666666666667
NLGN4X	-2.8065
ALOX12	-1.98383333333333
RB1CC1	0.6148
NEIL2	1.4835
EIF4E	0.618909090909091
ABHD5	0.5155
EXOC4	0.969333333333333
CIP29	0.491333333333333
BATF2	-0.1725
SLC29A4	0.26875
HTR4	0.52125
EMB	-4.9565
TRAF6	0.254
LMNB1	-0.779
FAM19A5	-2.83375
SHE	-0.837
PIK3C2B	-3.383
C15orf15	-0.2089
USP15	0.4088
TCEAL2	-0.0272500000000001
C5orf39	-0.175166666666667
PTGER2	1.99
SLC31A1	0.1426875
IFT172	-0.24025
ADAM29	0.40275
GFOD1	-1.3515
ST7L	0.869
C15orf26	-1.64875
PKN3	-2.45675
CNTD1	2.11433333333333
COMMD1	0.475125
NTRK2	0.188833333333333
FOXN3	-0.901125
MFGE8	-0.3966
PFKFB2	-0.0431666666666667
TAS2R4	-0.40025
ENTHD1	-0.422333333333333
PRMT5	-1.46125
MGC16384	-1.52675
LOC442229	0.709
TSKU	-0.63375
KRTCAP3	-2.728875
PDLIM1	0.7857
KCNS2	0.409
RNF126	0.0445
CEP63	0.64025
CLIC4	0.991375
hCG_1990170	-1.151
ACR	-0.1405
KLK7	-0.4865
ALOX5AP	-2.559125
RIPK3	-1.24175
TAS2R9	0.5375
C19orf18	-3.1475
BIRC6	-0.416357142857143
ZNF16	-0.285
RFT1	-0.42975
SLC8A2	-0.351
TACC1	0.747625
ITGAD	1.2645
SAMHD1	1.06875
SH3PXD2B	1.3292
EPC2	-0.245
C20orf85	0.205875
ATP13A2	-0.385
KRT4	1.36025
CAPNS1	0.34575
MDM2	0.159
PCDH20	1.08425
KCNK9	0.52
OR2C1	-0.1355
KLHDC3	-1.731
IPPK	-0.077
EFHD2	-0.01525
GALR3	0.42125
NBEA	0.342166666666667
ABCA6	-0.5116
CLDN3	-3.70233333333333
AKT2	-0.282428571428571
EGFR	1.1543
RBM16	0.285375
ZDHHC3	0.4026
SLC25A4	-1.12833333333333
CYB5B	-0.0436666666666667
CPXM1	-2.90825
NDRG1	1.63092307692308
FLJ43826	0.7875
OR5L2	0.136
FARP2	0.5384
MRPL46	0.0580833333333333
LDHAL6B	0.302166666666667
MAPKAPK3	0.271833333333333
NCAM2	-0.94425
PRKD2	-0.842666666666667
ZFP36L1	1.2408
CYSLTR1	-3.2655
OR4C3	-0.1475
HIST1H2AJ	-1.1485
CCNB2	-0.602222222222222
ZNF10	-1.809125
TMEM175	0.206
FAM134A	0.169666666666667
TIGD4	0.486
PCNP	0.0205
MGC39715	-0.365
LQK1	1.143
CREB1	0.797
TMPRSS3	-3.32075
C4orf32	0.7205
LAT	1.78366666666667
KCNA3	-0.035
SKIV2L2	-0.2195
ROPN1B	-3.65725
tcag7.23	-1.537
CDT1	-1.859625
ZHX2	-1.375625
CD28	-5.96575
ZNF624	0.4575
SEPT2	-0.0294166666666666
SOHLH2	-0.366625
MCOLN3	-1.31425
UNQ1945	0.572
MASP2	-1.2785
ZNRF3	-0.2603
GPATCH3	-0.537
AGL	0.50825
QRICH2	-0.396
PSD4	-1.66233333333333
CCNB1IP1	-1.80925
ENPP7	-0.0265
OBFC1	1.24325
KCNG3	-2.80725
C14orf79	0.128083333333333
ENPEP	-0.968333333333333
SCT	0.351
SKI	0.468875
SEC61G	0.48275
CAPN11	-0.73575
ATXN7L3	-0.091
DBNDD1	-1.4525
FAIM	0.3395
ANKRD36	-0.907
GABRP	-0.883333333333333
TACSTD2	-5.04466666666667
EIF3J	-0.86825
PPP2R2A	0.353
TEKT4	0.855166666666667
PVALB	-4.57183333333333
F10	-2.82133333333333
FAM134C	0.4042
COMP	-0.328125
EFCBP1	0.0978750000000001
SCLT1	0.304375
TAL1	-1.4929
ACSL1	2.156
ABCC5	-1.0845
ABL1	0.208
RBBP7	0.0805833333333334
PTPRG	-0.311
NCOR1	-0.4231
SPINK4	0.718
TXNRD1	0.1699
TNRC15	0.252125
C9orf138	0.6595
UBE2H	1.07066666666667
BRDT	-0.1075
C8orf31	0.77825
CCNE2	0.116090909090909
SLC6A8	-0.4505
CALCR	-4.1485
PPP1CB	0.748083333333334
ABHD8	0.504
ARF5	0.2605
SLC24A4	0.13125
CCT3	-0.69125
ZNF121	-0.223125
SLC3A2	-1.1296
OR13A1	0.3545
SLC5A10	0.23475
RAD50	0.126625
IER5	-0.121125
MTHFD1L	-0.325125
MBTPS2	0.53575
MVK	0.707375
NCL	-0.2884
PSMD10	0.10925
MOBP	0.4225
FLJ32894	-0.4025
HRH1	2.43466666666667
C5orf30	-0.48375
NUDT16L1	-0.955
RASGRP3	-0.8595
PRKRIP1	-0.5246
CCDC75	0.84925
LOC253970	0.00200000000000001
KIAA1239	0.4675
MED21	0.63
SYT11	4.02016666666667
NTSR2	0.22
EGFL11	-0.2245
CXorf59	0.315
OR2A25	0.28525
SPTBN2	-2.401
LRMP	-3.32466666666667
RNF111	0.53
PTH	0.05
LOC619208	2.45783333333333
KIAA0895	0.2265
RANBP5	0.855375
P2RY10	-1.06733333333333
NME5	3.74833333333333
DDX21	-1.20825
LRSAM1	-0.9825
HDAC11	-1.32316666666667
VMO1	0.4995
NOLA2	-0.09
ADAR	-0.650916666666667
MTO1	-1.27316666666667
SF4	-0.424666666666667
P2RX1	-0.386666666666667
HBM	-0.29575
EN2	0.754
C14orf172	-0.3135
TM9SF2	0.7557
INHBE	0.2045
TCTE3	0.652083333333333
TOX2	0.06125
CTAGE3	-0.524375
HBB	-0.2244
MED15	-0.8065
CASR	0.27075
C6orf66	0.271833333333333
MTPN	0.946375
UNC50	0.3185
C21orf33	-0.35975
IRF2	0.989375
PGR	-3.22883333333333
GPR84	4.56225
CROCCL1	-2.9735
SRPX	2.42
BRE	1.01316666666667
FGF10	0.0515
SDC3	-2.81233333333333
ZRSR1	-1.00216666666667
DKFZP434P211	-0.794375
SOX6	0.4415
RPUSD2	-0.35325
C14orf173	0.570166666666667
MAPK11	-0.282333333333333
TBC1D22A	0.2095
FAM123A	-0.653
COL4A6	-0.695666666666667
TOMM70A	0.11725
NAB1	1.350125
MGC16385	-0.4025
TSPAN18	-2.35033333333333
MED31	1.20625
PLG	-0.28775
CAPSL	1.1335
ZNF532	0.7394
ASB14	0.0675
CA8	-5.22975
NUDT16P	-1.80616666666667
SLFN11	-0.05
LRRIQ2	0.238875
NOL7	-0.521166666666667
BRMS1L	-0.594625
JARID1A	-0.268833333333333
PANK2	-0.97875
ICAM3	-0.02525
MDS1	-0.768
TAF8	-1.0295
RNF139	-0.05425
ZNF594	-2.359
ADAM8	3.153125
SFTPC	-0.232125
MAN2B2	0.333125
RGS12	0.236625
EIF1AY	-1.52891666666667
LRRIQ1	0.746833333333333
GPR150	0.6235
CCDC21	-1.5145
PRRG3	0.25425
SAA4	-4.22425
RAPGEF5	-0.24825
ZCCHC2	-0.575416666666667
MGC39372	-1.0065
PPP4R2	0.4595
CDCA2	0.286833333333333
OR4D5	0.318
PTGFRN	1.6415
SIGLEC5	-0.0796666666666667
C19orf61	-0.955
NMUR2	0.341
KIAA1586	0.254666666666667
DAGLA	0.787666666666667
CHCHD6	-0.318
GPR32	0.507
NEUROD6	-0.0476666666666667
SLC2A4RG	-0.8144375
CA5B	-0.25425
FBXL3	1.30725
MPHOSPH9	-0.7825
HMG2L1	0.77525
HCN4	0.202666666666667
CEACAM19	-0.2325
SH2D4B	0.2435
HFE2	-0.904
TGM4	0.101333333333333
LYPD2	-0.721
TBC1D15	-0.488
MRPS21	-0.9932
NONO	-1.0713
CLEC5A	0.257625
ITCH	0.3029
MGAT3	-3.50433333333333
MBP	-2.246875
RPP25	-2.24525
SOSTDC1	-2.6705
HRC	-2.71925
TRIM48	-0.6205
TMEM133	0.74275
ECEL1P2	-0.92775
HOXC11	-1.968
DOK5	-0.57775
HELZ	-0.821666666666667
LOC348180	-0.25375
MGC33894	0.19475
ADRB3	0.1165
DMD	-1.15516666666667
PTRH2	-0.219
MPEG1	0.1115
NDUFA12	-0.774
KRTAP2-4	-0.03425
STAMBPL1	0.333666666666667
ADCY2	-1.60016666666667
UNQ6125	0.039
KLHL20	-0.0698333333333333
SRM	-0.6225
OTC	0.2765
TMIE	-0.273166666666667
SNX8	0.28975
LIPK	0.223
CHURC1	-0.475666666666667
KLC2	0.4325
HDAC1	-1.05433333333333
FAM128A	0.353166666666667
FNDC3B	0.8394
MTCP1	0.329333333333333
WFDC10B	1.2191
PCDHGB3	0.39
ATRNL1	-2.1122
CAV2	0.39825
MED26	-0.019
DUS1L	-0.9635
CHRM3	-2.236
NEK9	0.042
WARS2	0.5425
TBX22	-0.159
TOMM40	-0.492
RP6-213H19.1	-0.846
TUBGCP5	0.438
IGSF6	-0.375333333333333
TPPP	-0.0245
UNQ6190	0.1505
GSTM5	1.673
BTD	0.0838333333333333
PDCD1LG2	2.68233333333333
SNRPB2	-1.33216666666667
ERICH1	0.2985
APOA4	-0.928125
HOXA11	-1.8485
NARG1	0.238875
MKX	-1.36275
RAB28	0.983214285714286
PKP3	-3.51075
SH3GL2	-0.02775
CTSO	4.1165
RPN2	0.634
IL28RA	-1.41733333333333
SFMBT1	-0.006
WDR57	-0.451625
FER1L3	1.63558333333333
HSF5	0.0632
TTC9B	1.05525
C4BPA	-4.885
ALB	-4.96023076923077
SORBS3	0.55425
UPF2	0.5105
JPH1	0.5985
AGBL2	-0.29825
DOPEY1	-0.234
TERF1	-0.224666666666667
KIF22	-0.724833333333333
NINJ1	0.28375
SEC61A2	0.601666666666667
HIST1H1D	-0.353333333333333
SFXN4	-0.275625
UCP3	-0.2047
ZNF703	0.0631666666666667
MYL6B	0.80675
TREM1	3.4
OR52E6	0.167
CKMT2	0.709
HLA-C	1.68325
SLC13A3	-2.81466666666667
TIMP4	2.67125
SLIT2	0.17825
RSF1	-0.691888888888889
LONRF1	0.197642857142857
MON1A	0.595666666666667
CACNG6	-2.09366666666667
DPPA4	-5.59266666666667
ZSWIM3	0.69225
ZNF804A	2.7065
CCIN	1.83675
SLC25A31	-0.363333333333333
KCNMB4	-0.37675
RABL5	0.43275
GALNS	0.1582
STX6	-0.47775
HIST1H1C	-2.37666666666667
CIDEB	-2.328875
CASP4	-0.123666666666667
PDK3	0.1844
KCNJ11	-0.6605
TPR	-1.299625
ZSCAN20	0.647
MTX2	0.2095
HIST1H2BH	-1.1585
LOC283767	-2.3025
LYRM7	-0.5385
BRD3	-0.507666666666667
HIST1H2BO	-1.823
MAGEB10	0.6915
SLC45A1	3.08575
SERPINA3	-3.599
KIAA0143	0.2605
KCNJ16	0.107166666666667
KRT79	1.70125
FABP2	-0.62925
NUT	0.0376666666666667
ZNF57	-0.26725
FBXL4	0.707875
CLEC9A	-0.4055
UGT8	3.28466666666667
BMP2K	0.63375
MAPK4	-4.15325
SLC25A23	-1.3041
HINT1	0.4544
KRTAP13-1	-0.3595
SFXN5	-0.1433
CHCHD2	0.704916666666667
FAM3D	-0.403
NDP	3.33025
RHOBTB1	-0.236166666666667
SLC4A4	2.307875
RPL38	-0.39225
HTF9C	-0.689333333333333
AP2A2	-0.271
ZBTB46	-0.818
MAP7D1	0.9885
AOX1	2.346
CYR61	-0.6735
DTNA	2.09307142857143
JRKL	0.83775
TMOD3	0.40475
EEA1	-0.0923
ADCK5	-0.93575
IL1R1	1.92883333333333
KLK3	0.249571428571429
HRSP12	0.41675
KTN1	0.32325
LOH11CR2A	0.1716
RELL2	-0.196
MAB21L1	3.03575
C20orf59	-1.66833333333333
PHKB	-0.48825
ADAM2	-2.25633333333333
TBC1D8B	3.24416666666667
FAM13A1	0.129875
LAPTM4B	-1.20275
LCN8	0.2025
TMEM147	0.38
SYT4	-0.1275
XPO7	-0.0515
C9orf62	0.823
GPR75	1.487
TRIM5	1.32425
APOC1	-4.53816666666667
RNASE4	-0.922
PARD6B	-3.802625
ARID1A	-0.5245
TPD52L3	0.5725
RRAGB	0.2855
RCN2	-0.082
HIST2H2BE	-1.4655625
STARD7	-0.7555
SHMT2	-0.86525
KIAA1751	-0.041
MLYCD	-0.513375
LOC162632	-0.6269
UQCRH	-0.435
RP11-217H1.1	0.8453125
SDHA	-1.13416666666667
NCLN	-0.3809
ZNF17	-0.116166666666667
RCBTB2	-3.1375
VEGFB	0.61
RP4-747L4.3	-0.7795
COLQ	-0.6398
MPN2	-0.469666666666667
DRG2	-0.86175
KLRB1	0.2745
ALPK2	-0.527
DNASE2B	-0.43525
FLJ23834	-0.399333333333333
AXUD1	-0.470833333333333
SAFB	-0.4001
NSUN4	-0.04925
RFX2	0.853833333333333
MAPK8IP1	0.1965
FANCD2	-0.858214285714286
ANKZF1	-2.1865
C19orf50	-0.12825
DUSP8	-0.152625
SENP5	0.269625
NFKBIL2	-0.30475
LBR	-1.488
IGFL1	-0.498
LZTS2	0.348375
IL2RG	-2.59325
CCDC51	0.14425
KLF3	-0.5445
ANKRD37	-0.33025
KCTD14	-2.66766666666667
FZR1	0.735416666666667
SLC44A4	-2.9553
ESPL1	0.249
GMPR2	-1.2541
TBC1D19	1.16433333333333
ERGIC1	1.847
ERBB4	-2.1312
TSPAN32	-0.1265
MAP4	0.57575
GPHN	0.264
SLC6A2	-0.683375
HIVEP1	-0.2805
DFFB	-0.416
EIF4EBP2	-0.651375
DMRT1	1.824
HSPB6	0.00474999999999999
IER2	-1.2475
AIFM1	-0.716
WWC2	0.41075
MRPL4	-0.037
FLJ21062	0.587666666666667
EPB41L4A	-1.59533333333333
SH2D6	1.26425
TAF4B	-0.82375
GAL3ST3	-0.0465
MALT1	-0.0361666666666667
RTDR1	1.65775
ARVCF	-1.828125
MEX3B	-0.318833333333333
FBXO16	1.944
KIF7	1.026
C1QC	0.3045
ZNF783	-1.227
ZNF85	-4.02375
MMP13	-1.255
KIAA0329	0.683
RTP3	-0.745
ZBED3	-1.848
CLGN	1.1075
SLC25A37	0.185166666666667
hCG_18290	-0.42725
OR5AS1	0.527
SMARCC2	0.310916666666667
FAM109A	-0.115833333333333
CCDC12	-1.09
USF2	0.2669
DEPDC7	-0.49425
C20orf24	0.589
JMJD3	0.456
DSP	-4.71128571428571
SLIC1	-0.0305
FAM20A	-2.906125
IRF2BP2	-0.72875
ZNF230	0.774
