Hybridization REF	TCGA-A6-2683-01A-01R-0821-07
GCC2	-0.233142857142857
RARRES3	0.578875
PLXNA1	-1.0852
KIAA0100	-1.1898
PMF1	0.27175
FNDC1	1.471
HS2ST1	-0.662083333333333
CRELD2	-0.82675
C8G	-0.1775
CD82	-0.2335
LIM2	-0.4395
UNQ6490	0.479
MMP16	-0.07275
DRD3	0.5035
C5orf26	0.22425
C11orf73	0.62
PTP4A2	-0.382875
OR4M2	0.312
HPCA	-1.44616666666667
SEC14L1	-1.44366666666667
CHFR	-1.430375
EMILIN1	-0.40675
NDUFS4	1.12425
COL18A1	-1.818125
PDZD3	1.5094
C9orf16	0.0103333333333333
ERBB2IP	-0.515333333333333
EMX2	0.38675
FUS	-2.42475
TF	-3.8656
CLCN4	0.782833333333333
CXorf56	0.18125
C11orf72	0.21925
ELAC2	-2.04016666666667
NPR1	-1.01425
ASS1	-0.0676666666666667
USP42	-1.334375
POLR2J	0.5375
SEC23IP	0.223833333333333
UQCRC1	0.46225
LOC729603	0.029
C1orf71	-0.049
POLG	-1.0215
ADAM23	-3.677
TFR2	-0.042
RICTOR	-0.3534
MGC39606	-1.004
C19orf55	0.2515
SNAPC1	-1.90233333333333
GNA11	-0.20625
CCDC52	-0.172
FSIP1	0.329
UPF3A	-0.587
IGSF11	-1.79416666666667
LAGE3	-0.16225
CHST6	-2.565
UNC13B	-0.032875
TTLL4	-0.625875
ZNF687	-0.49375
SDC2	-0.7458
COX7A2	1.49325
LAMB4	0.117333333333333
FAM24A	0.2735
LRRTM3	-0.526333333333333
GPHB5	1.117
OR4C13	0.3715
EIF3EIP	-0.172
HABP4	-1.2515
TMEM125	3.67325
CNTN2	0.219
ASNSD1	0.45825
FUT4	1.143375
ACF	0.6715
LOC158381	0.768
CDH8	-0.0395
AGPS	-0.2805
C4orf18	-0.665
PECI	-1.86458333333333
UNG	-0.722625
GSTP1	0.4805
DCUN1D5	-0.7285
DKFZP564J0863	-0.24575
SLC9A3R1	-1.2485
BCDO2	0.03825
CHMP7	-1.299625
REM2	-0.181
DNHD1	-0.34525
FKBP4	-1.44825
ZNF350	-0.33575
MGC11102	0.310875
BST1	1.6505
KISS1R	0.908
NCR2	0.832
DEFB125	0.36
UBE2W	1.269375
KRT15	-1.070125
C10orf99	3.966
SCN11A	0.517875
GFI1	-0.9045
RDHE2	1.58966666666667
FHL1	-1.34083333333333
OSGEP	-0.6915
GATA1	-2.99433333333333
SMC6	-1.228
TTTY14	-0.27875
LPIN3	0.3975
RPL4	-0.8205
RBPMS	-0.1832
PRPF3	0.673166666666667
EMR1	-0.4645
SPATA19	0.4735
XCR1	0.4275
IRX3	-2.355
RBM6	-1.0495
KLF4	-0.1913
UNC5CL	3.602
SEBOX	0.6135
BTK	-1.558
KRCC1	2.1345
C6orf27	0.3225
SYTL5	0.2995
PRND	-0.083125
LOC653319	-1.4245
PIGL	-1.167125
HUS1	1.14116666666667
SFRS6	0.95025
C17orf77	0.385
UIMC1	-0.169166666666667
FXYD2	-0.7987
LOC283152	0.17225
ZNF667	-1.522
ZCCHC12	-0.00375
TFEC	0.9825
ATP7B	1.157
POLD2	-1.75883333333333
RG9MTD1	1.195
ACOT2	-0.831
HIST1H4I	0.042625
PPARGC1A	0.2724
ETFA	0.7688
POLRMT	-0.834
ZNF146	-1.84175
MIA2	-0.2615
KLHL6	-2.22633333333333
HOXB5	1.614125
NENF	1.502
CUGBP1	-0.98475
PRSS22	1.123
CASC4	0.1603
CUL4B	-0.3471
CENPJ	-0.277
PITX1	-0.515
FLJ31033	0.496833333333333
CELSR3	-1.4565
ZNF568	-1.33575
ITSN1	-1.21125
EHBP1L1	-1.61383333333333
C19orf2	0.001
DCTN1	-0.9185
LIN28B	-2.34666666666667
TNKS2	0.2545
C1QBP	0.091625
CADPS2	0.39975
SRMS	0.431
GJA9	0.459333333333333
MGC24975	-1.35616666666667
TRIM45	-2.362
TSP50	0.249
TCP1	-0.36975
TMED7	0.9795
CMA1	0.165
CENPL	1.2565
PTCRA	0.083
FST	-4.93325
VWCE	-3.83375
PAWR	0.3255
ABCC12	0.3865
LDLR	-0.8307
ASTN2	-0.7102
LOC441212	-0.629875
GPATCH8	-0.26025
TANC2	-1.40675
KIF4A	-0.7585
C18orf18	0.135
PGM1	-1.07125
KIAA0258	0.208
CPD	0.08
SNCAIP	-0.9355
DCT	-2.99966666666667
HLA-DOA	0.753909090909091
OR11L1	0.7055
UPK1B	0.36
DNAJB4	-0.52725
UGT1A8	0.81775
HIST1H4L	0.4855
PECR	0.378
HSPA2	1.272
WFIKKN1	-2.087
SERP1	1.26125
SYDE2	0.24225
TACR2	0.0765
NUP85	-0.52325
CD177	0.0833333333333333
LGR5	-0.387333333333333
PIGG	0.0311666666666666
PTHR1	-1.51283333333333
RAB5A	-0.5016
FLJ13224	0.4695
USP9Y	0.068
C7orf53	0.2405
LRP1B	-0.206
XAF1	0.0547
ABCG8	0.297
ANKDD1A	-0.47
DAND5	-2.233
SPAG6	0.29
LINCR	0.51275
ZDHHC22	-0.37775
CCDC60	-0.148
THOC7	0.329666666666667
TCTA	0.3301
OR8K3	0.68875
NY-REN-7	-0.19625
B2M	2.22966666666667
C6orf141	-1.367625
LPPR4	1.08225
SQLE	-1.349
SEPHS1	-0.25825
BTBD14B	-0.154571428571429
PLRG1	0.23125
SPG7	-1.4694375
ZNF614	-0.0355
PARD6G	-0.762
INPP5B	-0.676
GRPEL2	1.119
PPID	0.0459
TRIM56	-1.713
UBE2J1	0.003375
IL20RA	3.97275
LOC387856	0.0885
C1orf107	0.313083333333333
UTS2R	0.4675
C19orf22	-0.168
SAFB2	-1.365
KIAA0652	-0.926625
KLRG1	-0.828666666666667
MS4A8B	2.3975
FRAG1	0.2405
KIAA1546	0.179
E2F4	-0.4969
CLEC4M	0.213333333333333
BTBD14A	-1.5695
KIAA0999	-0.7474
GYPA	-2.1635
TAC1	5.413
TRAIP	-0.445833333333333
KIAA0232	0.1253
ERCC8	-0.104375
GPX4	-0.838875
KIAA0368	-1.1905
GPR157	-0.173166666666667
CTAGE4	-0.7865
C9orf30	-0.844166666666667
OR52A1	0.9235
HSP90B3P	-0.4205
ALG9	-0.5938
BTBD10	1.21675
SDK2	0.2215
BAIAP3	-1.46575
RABGGTB	0.483875
ANKRD40	-0.442333333333333
KRT74	0.2555
CALCOCO2	0.113571428571429
SNCA	-2.56125
TMSL8	-2.2405
C2orf53	0.772
ESRRB	0.1185
ARHGAP26	-0.137875
TDRD9	-1.715
HRAS	-0.769333333333333
KLRC4	-0.244
JAGN1	0.266166666666667
BSDC1	-0.95075
RNF43	0.8347
NDUFAF1	0.52725
PHF12	0.5035
OR1L3	0.673
FOLR2	0.986666666666666
LYZL6	0.249333333333333
tcag7.1260	1.026
WSB1	-0.7755
PROS1	-0.1979
OSTN	0.487
PSMB8	2.12075
SOCS4	-0.081
DDIT4L	0.89975
MAS1	-0.0755
MGC34796	0.801
CSHL1	0.469666666666667
TBCCD1	-0.638
ZBTB7C	0.314
AP2S1	-0.10575
P15RS	0.1652
VAT1	-2.3858
SHANK3	-0.400166666666667
TUFM	-0.9375
THEG	0.249
KRT34	-0.456
SGSM3	-1.42375
TOMM22	0.9455
SOCS3	0.0235
CPO	0.6095
POP4	1.22675
BHLHB3	-0.685
MALL	2.24975
OR1B1	0.8315
PARK2	-0.1345
GPR124	-0.95875
LCE1E	0.5275
RUVBL2	-0.60125
CGRRF1	0.3232
ACPL2	0.02575
WNT10B	-1.22425
BAIAP2L2	1.170875
ISCA1	0.882
C1orf125	1.433
RPAP1	-1.4835
RAI16	-0.5235
RPL27	0.9645
NLRP9	0.387
EPN1	-0.115
LOC388610	-2.561
SLC35A1	1.124
GAL	-2.81175
SLC14A2	0.5865
RDH11	-1.42033333333333
FAM138F	0.348
AUH	1.09675
FLJ40243	0.18825
C14orf129	2.66183333333333
MBD2	-1.69983333333333
ABHD14B	0.07825
PIGT	0.0525
ALS2CR4	-0.81425
ALAS1	0.0609
FOXO1	0.599166666666667
CRLF3	0.036875
C20orf107	-0.1815
FARS2	-0.37175
CCDC28A	0.7845
NPHP3	-0.60275
OR13F1	0.553
TSEN54	-0.09575
DEFB106B	-0.0643
OR8B4	0.457
STH	-0.333
ZC3H14	-1.235125
CBX2	0.11
TMEM49	-0.30275
C6orf21	0.567
FLJ20920	-1.01375
CRTAP	-0.384214285714286
DDX50	-0.407
STYXL1	0.69075
BLVRB	-0.693
LOC147650	-0.774333333333333
MMP24	-0.0075
GRID1	-0.338833333333333
BANF1	0.041
CTAGEP	-0.4955
HMBS	-0.91225
SLC25A24	-0.131166666666667
C14orf50	0.47925
MRO	0.203666666666667
SLC25A15	1.4765
FAM84B	0.026
TDP1	-0.53
C16orf78	0.382333333333333
C11orf57	-0.52175
RFK	1.773625
ZFYVE9	-1.844
STCH	-0.1274
WIBG	-0.17075
LOC283871	-1.03233333333333
GBA2	-0.6159
NDUFB3	1.5105
HSD17B13	0.27625
GRIN3A	0.5815
FMNL1	-2.16133333333333
SEPT7	-0.0911
GNLY	1.681
GRAMD1C	1.12816666666667
ZNF165	-0.5285
USP38	0.96925
FAM83A	-1.89366666666667
C14orf24	0.238
ARMCX3	0.11475
ARHGDIB	0.175166666666667
AK1	0.68625
KIAA1045	-0.1465
DNAJB13	0.195
NEU2	0.3665
HIST1H4B	0.3355
FAM20B	-0.7855
HES2	1.62178571428571
FAM73B	-0.3253
LOC388381	-0.0035
INTS7	0.473181818181818
AMPH	0.3525
ZNF775	-0.69275
UCKL1	0.331166666666667
C10orf97	0.714
C1orf161	0.4185
ALDH1L1	-0.04075
FLJ39378	-1.7705
SLC23A1	-0.91
RBM4B	-0.78775
THAP4	0.0463333333333333
OGFRL1	-1.7435
KIAA0831	-1.015125
PPP1R15A	-1.2165
C1orf96	0.0960714285714286
C12orf11	-0.65125
BMF	-0.825875
MAN1A1	-0.677625
KIAA1600	0.0915
NLGN4X	-1.3225
ALOX12	0.125333333333333
RB1CC1	-0.6441
NEIL2	-0.3164
EIF4E	1.15559090909091
ABHD5	0.2785
EXOC4	-0.348333333333333
CIP29	0.013
BATF2	3.18125
SLC29A4	-0.432125
HTR4	1.7455
EMB	0.27275
TRAF6	0.65475
LMNB1	-1.167
FAM19A5	-1.4085
SHE	0.2125
PIK3C2B	1.4355
C15orf15	1.0064
USP15	0.37
TCEAL2	-0.84875
C5orf39	-0.234
PTGER2	-0.439
SLC31A1	0.630625
IFT172	1.82025
ADAM29	0.32375
GFOD1	-2.09
ST7L	-0.049
C15orf26	-1.2945
PKN3	-1.62575
CNTD1	1.1055
COMMD1	0.63925
NTRK2	0.573166666666666
FOXN3	-1.47975
MFGE8	-1.123
PFKFB2	2.65333333333333
TAS2R4	0.3495
ENTHD1	-0.4635
PRMT5	-1.759
MGC16384	-1.342125
LOC442229	0.7135
TSKU	-0.414375
KRTCAP3	4.755375
PDLIM1	1.0149
KCNS2	0.3645
RNF126	-0.405666666666667
CEP63	-1.23
CLIC4	-1.681375
hCG_1990170	1.11525
ACR	1.3135
KLK7	0.26175
ALOX5AP	2.034
RIPK3	3.876
TAS2R9	1.599
C19orf18	0.024
BIRC6	0.178428571428571
ZNF16	-0.7865
RFT1	-0.6635
SLC8A2	-0.0865
TACC1	0.278375
ITGAD	0.518
SAMHD1	1.3475
SH3PXD2B	-0.4232
EPC2	0.46825
C20orf85	0.16525
ATP13A2	0.254333333333333
KRT4	0.588375
CAPNS1	-0.6375
MDM2	-0.344
PCDH20	1.61525
KCNK9	0.5085
OR2C1	0.5535
KLHDC3	-0.0631666666666667
IPPK	-0.2685
EFHD2	0.5805
GALR3	0.65125
NBEA	-2.84216666666667
ABCA6	0.2862
CLDN3	1.625
AKT2	-0.796642857142857
EGFR	-0.851
RBM16	0.91175
ZDHHC3	1.0392
SLC25A4	0.296333333333333
CYB5B	0.421333333333333
CPXM1	-0.48075
NDRG1	-2.40653846153846
FLJ43826	0.22825
OR5L2	-0.0461666666666667
FARP2	0.0536
MRPL46	0.658333333333333
LDHAL6B	0.523
MAPKAPK3	-0.774166666666667
NCAM2	-2.3555
PRKD2	-1.076
ZFP36L1	-0.297
CYSLTR1	-0.46425
OR4C3	0.53375
HIST1H2AJ	1.2475
CCNB2	-0.310555555555556
ZNF10	-0.98425
TMEM175	-0.5045
FAM134A	-0.875166666666667
TIGD4	0.5085
PCNP	0.0225
MGC39715	-0.41325
LQK1	-1.394
CREB1	-0.0655
TMPRSS3	-0.56625
C4orf32	-0.720625
LAT	-2.06958333333333
KCNA3	0.652
SKIV2L2	-0.10775
ROPN1B	-2.78625
tcag7.23	1.0605
CDT1	-1.81825
ZHX2	-0.378625
CD28	-4.92525
ZNF624	-1.07675
SEPT2	0.192166666666667
SOHLH2	-1.2685
MCOLN3	0.052125
UNQ1945	0.6065
MASP2	-0.27
ZNRF3	-0.4752
GPATCH3	-0.435
AGL	-0.286
QRICH2	0.309
PSD4	-1.04983333333333
CCNB1IP1	0.8275
ENPP7	0.38375
OBFC1	0.667
KCNG3	-0.4535
C14orf79	-1.50316666666667
ENPEP	0.859333333333333
SCT	0.6745
SKI	-0.08625
SEC61G	-0.21325
CAPN11	0.0725
ATXN7L3	-0.495
DBNDD1	-1.09133333333333
FAIM	-0.932
ANKRD36	-1.08
GABRP	-0.364166666666667
TACSTD2	-2.03916666666667
EIF3J	-0.295
PPP2R2A	0.86075
TEKT4	-0.467833333333333
PVALB	-2.66483333333333
F10	-2.13
FAM134C	-0.0641
COMP	-0.072125
EFCBP1	-2.739125
SCLT1	-0.031375
TAL1	-1.4983
ACSL1	-0.3045
ABCC5	-1.00133333333333
ABL1	-0.760666666666667
RBBP7	-0.394416666666667
PTPRG	0.201875
NCOR1	-1.3492
SPINK4	4.97433333333333
TXNRD1	-1.2016
TNRC15	-1.22275
C9orf138	0.5185
UBE2H	-0.618166666666667
BRDT	0.0763333333333333
C8orf31	0.666
CCNE2	-0.170636363636364
SLC6A8	-2.05725
CALCR	-3.025
PPP1CB	0.521583333333333
ABHD8	-1.27675
ARF5	0.107
SLC24A4	-0.2
CCT3	-0.133
ZNF121	0.021625
SLC3A2	-1.8941
OR13A1	0.4995
SLC5A10	-0.0327499999999999
RAD50	0.331
IER5	-0.6005
MTHFD1L	-0.727
MBTPS2	0.189
MVK	-0.679
NCL	-1.8576
PSMD10	0.20025
MOBP	0.36125
FLJ32894	0.3595
HRH1	0.887833333333333
C5orf30	0.6245
NUDT16L1	1.1603
RASGRP3	1.31083333333333
PRKRIP1	-1.1759
CCDC75	-0.03375
LOC253970	0.26375
KIAA1239	0.40225
MED21	1.24875
SYT11	-0.316333333333333
NTSR2	0.06
EGFL11	-0.136
CXorf59	0.217
OR2A25	0.90925
SPTBN2	-1.48275
LRMP	-0.8555
RNF111	0.7785
PTH	0.147
LOC619208	0.563833333333333
KIAA0895	-0.074
RANBP5	0.846375
P2RY10	0.285166666666667
NME5	1.617
DDX21	-0.34075
LRSAM1	-0.7825
HDAC11	-0.410333333333333
VMO1	0.52725
NOLA2	0.2425
ADAR	-1.20758333333333
MTO1	-1.1715
SF4	-0.467166666666667
P2RX1	0.517166666666667
HBM	1.0715
EN2	1.369
C14orf172	0.069
TM9SF2	1.6324
INHBE	0.09
TCTE3	0.329083333333333
TOX2	-3.617
CTAGE3	-0.2025
HBB	5.0067
MED15	-1.88066666666667
CASR	0.864
C6orf66	0.8385
MTPN	0.158625
UNC50	0.4795
C21orf33	-0.634625
IRF2	0.80575
PGR	-2.25583333333333
GPR84	0.5605
CROCCL1	-1.53925
SRPX	-3.39675
BRE	-0.350833333333333
FGF10	0.00374999999999998
SDC3	-1.65516666666667
ZRSR1	-0.9055
DKFZP434P211	-0.292875
SOX6	-0.5915
RPUSD2	-0.2445
C14orf173	0.378666666666667
MAPK11	-0.238666666666667
TBC1D22A	-0.944
FAM123A	-0.193
COL4A6	-1.85083333333333
TOMM70A	0.61125
NAB1	-0.000249999999999995
MGC16385	-1.49125
TSPAN18	-0.830833333333333
MED31	0.77875
PLG	0.078
CAPSL	1.6375
ZNF532	-1.1068
ASB14	-0.0185
CA8	0.1115
NUDT16P	1.86116666666667
SLFN11	-2.022
LRRIQ2	-0.6235
NOL7	-0.792666666666667
BRMS1L	-1.29675
JARID1A	-1.02116666666667
PANK2	-1.72775
ICAM3	0.967
MDS1	1.521
TAF8	0.7085
RNF139	0.451
ZNF594	-2.33783333333333
ADAM8	-0.361875
SFTPC	0.15925
MAN2B2	-0.1115
RGS12	-0.5969375
EIF1AY	1.46275
LRRIQ1	-1.11833333333333
GPR150	0.45475
CCDC21	-0.9525
PRRG3	0.25275
SAA4	-1.72975
RAPGEF5	1.573625
ZCCHC2	-0.80425
MGC39372	0.134
PPP4R2	-0.558666666666667
CDCA2	-0.980833333333333
OR4D5	0.625
PTGFRN	-0.6617
SIGLEC5	0.339833333333333
C19orf61	-1.23666666666667
NMUR2	0.4585
KIAA1586	-0.306666666666667
DAGLA	0.143833333333333
CHCHD6	-0.025
GPR32	0.8945
NEUROD6	0.372166666666667
SLC2A4RG	-0.8469375
CA5B	-0.896
FBXL3	1.98175
MPHOSPH9	-0.71025
HMG2L1	-0.3085
HCN4	0.3445
CEACAM19	-0.0175
SH2D4B	0.107833333333333
HFE2	0.866
TGM4	-0.0936000000000001
LYPD2	0.521
TBC1D15	0.563
MRPS21	-0.0633
NONO	-1.4762
CLEC5A	0.042375
ITCH	0.6045
MGAT3	-1.935
MBP	-0.211625
RPP25	0.6495
SOSTDC1	0.01025
HRC	-1.393
TRIM48	0.2165
TMEM133	-0.49125
ECEL1P2	-0.3495
HOXC11	0.1845
DOK5	-0.47975
HELZ	-1.222
LOC348180	0.0485
MGC33894	0.4195
ADRB3	0.4685
DMD	-0.0666666666666667
PTRH2	-0.0395
MPEG1	1.19
NDUFA12	1.4835
KRTAP2-4	0.152833333333333
STAMBPL1	1.29
ADCY2	-0.806333333333333
UNQ6125	0.581
KLHL20	0.00983333333333333
SRM	-0.6655
OTC	0.91825
TMIE	0.505
SNX8	-0.115
LIPK	0.3045
CHURC1	-0.950916666666667
KLC2	0.295666666666667
HDAC1	0.281166666666667
FAM128A	-0.732333333333333
FNDC3B	0.0919
MTCP1	0.412
WFDC10B	0.6273
PCDHGB3	-0.1715
ATRNL1	-1.4827
CAV2	-0.844125
MED26	-0.662
DUS1L	0.13775
CHRM3	-0.540875
NEK9	-1.37825
WARS2	1.199
TBX22	0.419
TOMM40	-0.88475
RP6-213H19.1	0.222666666666667
TUBGCP5	-0.18575
IGSF6	2.211
TPPP	0.0573333333333333
UNQ6190	0.3775
GSTM5	-0.127125
BTD	-0.480833333333333
PDCD1LG2	0.0863333333333333
SNRPB2	-0.150333333333333
ERICH1	-1.132
APOA4	-0.888625
HOXA11	0.727
NARG1	-0.135125
MKX	0.38275
RAB28	0.0905714285714286
PKP3	0.13075
SH3GL2	-0.95625
CTSO	0.778
RPN2	0.1050625
IL28RA	0.847
SFMBT1	-0.4285
WDR57	0.2475
FER1L3	-2.34233333333333
HSF5	0.380833333333333
TTC9B	0.5275
C4BPA	1.51516666666667
ALB	-3.45157142857143
SORBS3	-0.011875
UPF2	-0.682
JPH1	0.332
AGBL2	-0.87625
DOPEY1	1.125
TERF1	-0.806833333333333
KIF22	-1.15433333333333
NINJ1	-0.8165
SEC61A2	-0.4505
HIST1H1D	0.147666666666667
SFXN4	1.2945
UCP3	-0.1409
ZNF703	0.746333333333333
MYL6B	-1.79325
TREM1	1.0695
OR52E6	0.402
CKMT2	3.809
HLA-C	1.5335
SLC13A3	-1.66683333333333
TIMP4	0.40425
SLIT2	-0.317
RSF1	-0.937555555555555
LONRF1	-0.347142857142857
MON1A	0.236333333333333
CACNG6	-0.795833333333333
DPPA4	-5.1505
ZSWIM3	1.52325
ZNF804A	0.182833333333333
CCIN	0.38775
SLC25A31	0.13175
KCNMB4	-2.84425
RABL5	-0.35775
GALNS	-0.9836
STX6	-0.67375
HIST1H1C	-2.49383333333333
CIDEB	-0.80175
CASP4	0.5175
PDK3	0.3475
KCNJ11	0.491
TPR	-1.528125
ZSCAN20	-1.3815
MTX2	-0.0655
HIST1H2BH	-0.28
LOC283767	0.1985
LYRM7	0.137277777777778
BRD3	-1.14383333333333
HIST1H2BO	-0.0875
MAGEB10	0.5665
SLC45A1	-0.12675
SERPINA3	-2.6718
KIAA0143	0.63825
KCNJ16	0.0416666666666667
KRT79	0.56525
FABP2	0.271
NUT	-0.13225
ZNF57	0.23125
FBXL4	-0.4115
CLEC9A	0.096
UGT8	2.17333333333333
BMP2K	-0.99025
MAPK4	-2.16425
SLC25A23	-1.0806
HINT1	1.0621
KRTAP13-1	0.286
SFXN5	-0.3125
CHCHD2	0.650916666666667
FAM3D	4.5435
NDP	-1.4955
RHOBTB1	-1.0825
SLC4A4	-0.372625
RPL38	0.5575
HTF9C	-1.57083333333333
AP2A2	-1.06125
ZBTB46	-0.228
MAP7D1	-1.363875
AOX1	-1.41716666666667
CYR61	-0.683666666666667
DTNA	-0.713071428571428
JRKL	-0.38425
TMOD3	-0.822
EEA1	0.2821
ADCK5	0.68375
IL1R1	-0.1185
KLK3	0.463928571428571
HRSP12	0.30425
KTN1	-1.77075
LOH11CR2A	1.2502
RELL2	-0.07725
MAB21L1	0.29675
C20orf59	0.0356666666666667
PHKB	0.10925
ADAM2	-1.32216666666667
TBC1D8B	1.55016666666667
FAM13A1	0.043625
LAPTM4B	-0.329
LCN8	0.3795
TMEM147	0.161
SYT4	0.387333333333333
XPO7	-0.5405
C9orf62	1.265
GPR75	0.128
TRIM5	0.07825
APOC1	-2.13233333333333
RNASE4	0.854333333333333
PARD6B	-0.905
ARID1A	-1.26308333333333
TPD52L3	0.2658
RRAGB	-0.435166666666667
RCN2	0.293666666666667
HIST2H2BE	-0.2608125
STARD7	0.00675
SHMT2	-0.8195
KIAA1751	-0.0689999999999999
MLYCD	-0.283
LOC162632	-1.0663
UQCRH	0.35625
RP11-217H1.1	1.368125
SDHA	-2.35866666666667
NCLN	-0.7589
ZNF17	-0.895333333333333
RCBTB2	-1.01725
VEGFB	-1.2212
RP4-747L4.3	-0.18325
COLQ	0.0304
MPN2	-0.444833333333333
DRG2	-0.895
KLRB1	3.41525
ALPK2	-2.64875
DNASE2B	0.419
FLJ23834	0.275166666666667
AXUD1	-0.400166666666667
SAFB	-1.263
NSUN4	0.4405
RFX2	-0.335833333333333
MAPK8IP1	-0.0568333333333333
FANCD2	-0.272285714285714
ANKZF1	-1.82516666666667
C19orf50	-1.00925
DUSP8	0.536125
SENP5	0.0985
NFKBIL2	-0.12125
LBR	1.16225
IGFL1	0.3345
LZTS2	-2.29425
IL2RG	0.062375
CCDC51	0.186
KLF3	0.578875
ANKRD37	-1.26425
KCTD14	1.7795
FZR1	0.12525
SLC44A4	3.1417
ESPL1	-0.018375
GMPR2	-1.2809
TBC1D19	-0.344
ERGIC1	0.344148148148148
ERBB4	-0.1299
TSPAN32	0.291333333333333
MAP4	-1.310125
GPHN	-0.185
SLC6A2	0.1775
HIVEP1	-0.4265
DFFB	0.8702
EIF4EBP2	0.380125
DMRT1	-0.131
HSPB6	0.33975
IER2	-0.809333333333333
AIFM1	-0.7115
WWC2	-1.0495
MRPL4	0.3
FLJ21062	-0.587833333333333
EPB41L4A	-0.187
SH2D6	0.37475
TAF4B	-0.28575
GAL3ST3	0.2345
MALT1	-1.5265
RTDR1	0.601
ARVCF	-1.19125
MEX3B	-2.21566666666667
FBXO16	-0.34925
KIF7	-2.1545
C1QC	2.64716666666667
ZNF783	-0.8115
ZNF85	-1.113
MMP13	0.5045
KIAA0329	-1.498
RTP3	-0.419
ZBED3	-1.53625
CLGN	-1.12125
SLC25A37	-0.893125
hCG_18290	0.97225
OR5AS1	0.0265
SMARCC2	-0.756583333333333
FAM109A	0.275333333333333
CCDC12	-0.8035
USF2	-0.7199
DEPDC7	0.71575
C20orf24	1.87466666666667
JMJD3	0.188
DSP	-0.792428571428571
SLIC1	0.191375
FAM20A	-1.165375
IRF2BP2	0.041375
ZNF230	-0.9575
MSN	-2.30214285714286
SLC9A5	-0.9755
EPDR1	-0.338
