Hybridization REF	TCGA-AA-A004-01A-01R-A00A-07
C1orf107	0.5715
UTS2R	0.26025
C19orf22	1.05475
SAFB2	-0.043125
KIAA0652	-0.369625
KLRG1	-0.259166666666667
MS4A8B	2.29566666666667
FRAG1	0.4405
KIAA1546	-0.866
E2F4	-0.51
CLEC4M	-0.0054
BTBD14A	0.29825
KIAA0999	0.7453
GYPA	-2.66783333333333
TAC1	2.2662
TRAIP	-0.981333333333333
KIAA0232	1.0997
ERCC8	-0.61875
GPX4	-0.506
KIAA0368	0.337875
GPR157	-0.1405
CTAGE4	0.3035
C9orf30	-0.7685
OR52A1	0.753
HSP90B3P	-0.569
ALG9	-0.2752
BTBD10	0.39725
SDK2	-0.02525
BAIAP3	-1.918
RABGGTB	-0.652125
ANKRD40	-0.903
KRT74	-0.3105
CALCOCO2	0.781214285714286
SNCA	-4.993
TMSL8	-3.208125
C2orf53	0.1155
ESRRB	-0.3085
ARHGAP26	1.697625
TDRD9	-2.9575
HRAS	-0.0286666666666667
KLRC4	-1.2865
JAGN1	-0.573833333333333
BSDC1	0.60275
RNF43	1.3429
NDUFAF1	-0.08875
PHF12	0.01
OR1L3	-0.34225
FOLR2	0.355416666666667
LYZL6	0.325833333333333
tcag7.1260	-0.364
WSB1	-0.309833333333333
PROS1	-0.8139
OSTN	-0.2345
PSMB8	1.2
SOCS4	-0.233875
DDIT4L	0.03825
MAS1	0.972
MGC34796	1.0105
CSHL1	-0.4425
TBCCD1	-0.891333333333333
ZBTB7C	-0.468
AP2S1	-0.572
P15RS	-0.9693
VAT1	-1.5201
SHANK3	0.7975
TUFM	-0.0546666666666667
THEG	-0.3295
KRT34	-0.8575
SGSM3	-0.086
TOMM22	0.268875
SOCS3	0.817
CPO	0.709
POP4	0.257
BHLHB3	0.601
MALL	3.7105
OR1B1	0.0395
PARK2	0.018
GPR124	0.99175
LCE1E	0.199
RUVBL2	-0.73875
CGRRF1	-0.4422
ACPL2	-1.094
WNT10B	-1.400875
BAIAP2L2	2.07425
ISCA1	0.54
C1orf125	2.713875
RPAP1	-1.0195
RAI16	-0.155
RPL27	0.13375
NLRP9	0.091
EPN1	0.487
LOC388610	-1.72425
SLC35A1	0.6364
GAL	-2.73525
SLC14A2	0.13375
RDH11	-0.607
FAM138F	-0.087
AUH	0.85125
FLJ40243	0.01475
C14orf129	1.539
MBD2	-0.996
ABHD14B	-0.337625
PIGT	0.868
ALS2CR4	-1.352625
ALAS1	-0.1959
FOXO1	0.2975
CRLF3	-0.074875
C20orf107	0.336
FARS2	-0.70775
CCDC28A	0.33525
NPHP3	-1.151
OR13F1	0.3465
TSEN54	0.6415
DEFB106B	0.224444444444444
OR8B4	0.604
STH	-0.74375
ZC3H14	-0.554875
CBX2	-0.054
TMEM49	-0.23525
C6orf21	-0.095
FLJ20920	-0.99875
CRTAP	-1.22178571428571
DDX50	0.0015
STYXL1	1.04075
BLVRB	-0.323666666666667
LOC147650	-1.04416666666667
MMP24	0.13525
GRID1	1.94566666666667
BANF1	-0.6885
CTAGEP	0.56975
HMBS	-1.0865
SLC25A24	0.304833333333333
C14orf50	1.03
MRO	-0.186833333333333
SLC25A15	-0.02375
FAM84B	0.215
TDP1	-0.1165
C16orf78	0.424333333333333
C11orf57	0.424875
RFK	1.545125
ZFYVE9	-0.15225
STCH	-1.791
WIBG	0.05175
LOC283871	-0.522166666666667
GBA2	-0.296
NDUFB3	0.656
HSD17B13	-0.16125
GRIN3A	3.2142
FMNL1	-1.5155
SEPT7	-0.4184
GNLY	3.793
GRAMD1C	0.967833333333333
ZNF165	0.2455
USP38	0.918
FAM83A	-2.695
C14orf24	0.756333333333333
ARMCX3	0.18375
ARHGDIB	-1.1065
AK1	0.810875
KIAA1045	-0.381666666666667
DNAJB13	-0.108833333333333
NEU2	0.534
HIST1H4B	0.2535
FAM20B	-1.0894
HES2	0.819928571428571
FAM73B	0.2785
LOC388381	0.03875
INTS7	-0.485636363636364
AMPH	0.06675
ZNF775	-0.34725
UCKL1	0.062
C10orf97	-0.577
C1orf161	0.7115
ALDH1L1	0.625
FLJ39378	-0.760625
SLC23A1	-0.75
RBM4B	-0.612
THAP4	-0.063
OGFRL1	-0.68525
KIAA0831	-0.16275
PPP1R15A	-0.226333333333333
C1orf96	-0.4455
C12orf11	-1.0725
BMF	0.876125
MAN1A1	-0.448875
KIAA1600	-0.0243333333333333
NLGN4X	-0.713
ALOX12	-0.813833333333334
RB1CC1	-0.1597
NEIL2	0.6528
EIF4E	0.246863636363636
ABHD5	-0.9975
EXOC4	0.0338333333333333
CIP29	-0.169166666666667
BATF2	4.157
SLC29A4	-1.1135
HTR4	1.73025
EMB	-2.43325
TRAF6	0.6435
LMNB1	1.508
FAM19A5	-0.773125
SHE	0.4535
PIK3C2B	2.05075
C15orf15	-0.7427
USP15	-0.2184
TCEAL2	-0.941
C5orf39	-0.445833333333333
PTGER2	-0.83375
SLC31A1	0.10925
IFT172	1.51925
ADAM29	-0.62725
GFOD1	-0.119
ST7L	0.778833333333333
C15orf26	-2.22175
PKN3	-0.59975
CNTD1	1.22333333333333
COMMD1	-0.6335
NTRK2	1.91391666666667
FOXN3	0.3075
MFGE8	-1.3683
PFKFB2	1.56783333333333
TAS2R4	0.41675
ENTHD1	0.0812
PRMT5	-1.263
MGC16384	-0.10175
LOC442229	-0.80225
TSKU	-0.513625
KRTCAP3	4.306625
PDLIM1	1.2305
KCNS2	-0.00375
RNF126	0.686166666666667
CEP63	-1.287375
CLIC4	-1.5095
hCG_1990170	0.7215
ACR	1.9986
KLK7	0.846
ALOX5AP	2.687
RIPK3	4.274
TAS2R9	-0.075
C19orf18	-0.369
BIRC6	0.110357142857143
ZNF16	0.9405
RFT1	-0.998
SLC8A2	-0.13125
TACC1	0.921
ITGAD	0.0823333333333334
SAMHD1	1.663
SH3PXD2B	1.0111
EPC2	0.60275
C20orf85	0.82375
ATP13A2	0.0911666666666667
KRT4	0.243
CAPNS1	-0.44175
MDM2	-0.2045
PCDH20	1.82925
KCNK9	0.4075
OR2C1	-0.701
KLHDC3	1.1115
IPPK	0.3795
EFHD2	1.2465
GALR3	0.255
NBEA	-0.739833333333333
ABCA6	0.6096
CLDN3	2.63433333333333
AKT2	-0.0829285714285714
EGFR	0.2234
RBM16	-0.18525
ZDHHC3	0.642
SLC25A4	-0.473333333333333
CYB5B	1.52783333333333
CPXM1	-0.61525
NDRG1	-0.735153846153846
FLJ43826	0.20875
OR5L2	0.580333333333333
FARP2	1.0415
MRPL46	-0.214333333333333
LDHAL6B	0.0276666666666667
MAPKAPK3	-1.05033333333333
NCAM2	-2.57775
PRKD2	0.118
ZFP36L1	1.1175
CYSLTR1	-0.8065
OR4C3	0.31925
HIST1H2AJ	0.9465
CCNB2	-0.641555555555556
ZNF10	-1.295125
TMEM175	-0.2655
FAM134A	0.477833333333333
TIGD4	0.2115
PCNP	-1.4995
MGC39715	-0.207
LQK1	0.18425
CREB1	-0.0964
TMPRSS3	-0.324
C4orf32	-0.405
LAT	-1.36625
KCNA3	0.035
SKIV2L2	-1.0475
ROPN1B	-3.855
tcag7.23	0.255
CDT1	-1.4845
ZHX2	0.588625
CD28	-3.23325
ZNF624	0.089
SEPT2	-0.279416666666667
SOHLH2	-1.25571428571429
MCOLN3	0.171571428571429
UNQ1945	0.09
MASP2	0.013
ZNRF3	0.9352
GPATCH3	-0.22125
AGL	-0.057625
QRICH2	-0.825
PSD4	-0.142833333333333
CCNB1IP1	-0.677
ENPP7	-0.44875
OBFC1	-0.4055
KCNG3	-1.5495
C14orf79	-0.41675
ENPEP	2.25433333333333
SCT	0.5745
SKI	0.60275
SEC61G	-0.1605
CAPN11	-0.42275
ATXN7L3	-0.5065
DBNDD1	-1.11083333333333
FAIM	-1.456
ANKRD36	-0.278
GABRP	0.343666666666667
TACSTD2	-2.75683333333333
EIF3J	0.1555
PPP2R2A	-0.486
TEKT4	-1.31533333333333
PVALB	-4.10633333333333
F10	-2.63683333333333
FAM134C	0.6778
COMP	0.0055
EFCBP1	-2.710125
SCLT1	1.20975
TAL1	-0.8318
ACSL1	-0.78425
ABCC5	-0.723583333333333
ABL1	-0.641888888888889
RBBP7	-0.87975
PTPRG	0.51425
NCOR1	0.2307
SPINK4	6.498
TXNRD1	-1.137
TNRC15	0.491125
C9orf138	0.04075
UBE2H	0.39
BRDT	0.101333333333333
C8orf31	0.90625
CCNE2	-0.692363636363636
SLC6A8	-1.177875
CALCR	-3.30225
PPP1CB	0.206833333333333
ABHD8	-1.6855
ARF5	0.0758
SLC24A4	0.60475
CCT3	-0.396
ZNF121	-0.00212500000000001
SLC3A2	-0.7646
OR13A1	0.0505
SLC5A10	0.49075
RAD50	0.108125
IER5	-0.4235
MTHFD1L	-0.838875
MBTPS2	0.34725
MVK	-0.988875
NCL	0.4291
PSMD10	-0.876
MOBP	0.052
FLJ32894	-0.048
HRH1	0.978333333333333
C5orf30	0.10475
NUDT16L1	-0.2943
RASGRP3	3.67816666666667
PRKRIP1	-0.2419
CCDC75	0.4545
LOC253970	0.22525
KIAA1239	0.6765
MED21	-0.27125
SYT11	0.0505833333333333
NTSR2	0.0705
EGFL11	0.2905
CXorf59	-0.84
OR2A25	-0.3255
SPTBN2	-0.7195
LRMP	-0.955666666666667
RNF111	-0.616
PTH	0.5635
LOC619208	-0.449
KIAA0895	-0.035
RANBP5	-0.411625
P2RY10	0.8105
NME5	-0.936833333333333
DDX21	-0.3965
LRSAM1	-0.349
HDAC11	-0.536333333333333
VMO1	1.649
NOLA2	-0.498833333333333
ADAR	-0.195833333333333
MTO1	-0.9435
SF4	0.481333333333333
P2RX1	0.233333333333333
HBM	-0.0395
EN2	0.5295
C14orf172	0.80975
TM9SF2	0.7035
INHBE	-0.499666666666667
TCTE3	0.675833333333333
TOX2	-2.10025
CTAGE3	0.0185
HBB	4.2421
MED15	-0.401
CASR	-0.2655
C6orf66	0.2125
MTPN	-0.450375
UNC50	-0.841
C21orf33	-0.475875
IRF2	1.2085
PGR	-1.67816666666667
GPR84	1.39625
CROCCL1	-0.69225
SRPX	-3.8015
BRE	-0.032
FGF10	0.61875
SDC3	-1.52666666666667
ZRSR1	-0.1105
DKFZP434P211	-0.5385
SOX6	0.0695
RPUSD2	0.09125
C14orf173	0.36925
MAPK11	0.00333333333333334
TBC1D22A	0.8985
FAM123A	-0.2435
COL4A6	-1.23166666666667
TOMM70A	-0.8205
NAB1	-0.374
MGC16385	-0.597
TSPAN18	-0.454333333333333
MED31	-0.507
PLG	-0.19225
CAPSL	0.00800000000000001
ZNF532	0.8576
ASB14	0.18
CA8	-3.175
NUDT16P	1.28133333333333
SLFN11	-1.014
LRRIQ2	-1.1265
NOL7	-0.989
BRMS1L	-0.894875
JARID1A	-0.067
PANK2	0.25525
ICAM3	-0.70975
MDS1	1.26925
TAF8	1.26825
RNF139	0.18975
ZNF594	0.2115
ADAM8	0.37825
SFTPC	-0.461375
MAN2B2	0.186875
RGS12	-0.394375
EIF1AY	1.25166666666667
LRRIQ1	-0.747833333333333
GPR150	0.25025
CCDC21	-1.04883333333333
PRRG3	0.431
SAA4	-0.779
RAPGEF5	2.429375
ZCCHC2	0.0250833333333333
MGC39372	0.173
PPP4R2	-0.548333333333333
CDCA2	-0.952333333333333
OR4D5	0.441166666666667
PTGFRN	0.2428
SIGLEC5	1.38583333333333
C19orf61	-0.765666666666667
NMUR2	0.1885
KIAA1586	-1.472
DAGLA	2.14533333333333
CHCHD6	-1.2475
GPR32	0.183
NEUROD6	0.253666666666667
SLC2A4RG	-0.6456875
CA5B	-0.5535
FBXL3	0.075
MPHOSPH9	-1.101
HMG2L1	-0.26875
HCN4	0.240666666666667
CEACAM19	0.53775
SH2D4B	0.578833333333333
HFE2	-0.4985
TGM4	0.5022
LYPD2	-0.014
TBC1D15	0.381
MRPS21	-1.2343
NONO	0.0684
CLEC5A	0.527375
ITCH	0.3366
MGAT3	1.39066666666667
MBP	-0.00137499999999993
RPP25	0.1465
SOSTDC1	-0.244
HRC	-1.22925
TRIM48	0.0095
TMEM133	0.85025
ECEL1P2	-0.16875
HOXC11	0.077
DOK5	-1.60175
HELZ	-0.136
LOC348180	-0.7295
MGC33894	0.09325
ADRB3	-0.19
DMD	0.132666666666667
PTRH2	-0.1045
MPEG1	1.87733333333333
NDUFA12	0.0438333333333333
KRTAP2-4	-0.166166666666667
STAMBPL1	0.433
ADCY2	-1.11766666666667
UNQ6125	0.2815
KLHL20	-0.277
SRM	-1.21475
OTC	3.67375
TMIE	-0.0633333333333333
SNX8	0.669
LIPK	0.6145
CHURC1	-0.32675
KLC2	0.181166666666667
HDAC1	0.614333333333333
FAM128A	0.0411666666666667
FNDC3B	-0.7265
MTCP1	-0.0476666666666666
WFDC10B	1.3814
PCDHGB3	0.6325
ATRNL1	-1.8448
CAV2	-1.044625
MED26	0.385166666666667
DUS1L	1.401
CHRM3	0.18275
NEK9	-0.09625
WARS2	0.12425
TBX22	1.1985
TOMM40	-0.34775
RP6-213H19.1	-1.13033333333333
TUBGCP5	-0.8205
IGSF6	3.591
TPPP	0.923333333333333
UNQ6190	0.648
GSTM5	0.2625
BTD	-1.51616666666667
PDCD1LG2	-0.6028
SNRPB2	1.1325
ERICH1	0.714375
APOA4	-1.574
HOXA11	-0.2265
NARG1	0.020625
MKX	0.68675
RAB28	-0.554714285714286
PKP3	2.175
SH3GL2	-1.627
CTSO	1.85375
RPN2	0.9809375
IL28RA	1.41033333333333
SFMBT1	-0.17775
WDR57	-0.31625
FER1L3	-0.24975
HSF5	0.1754
TTC9B	1.44425
C4BPA	1.44583333333333
ALB	-3.99864285714286
SORBS3	-0.143875
UPF2	0.759
JPH1	1.2875
AGBL2	0.44425
DOPEY1	1.44
TERF1	0.188916666666667
KIF22	-0.8375
NINJ1	-0.34925
SEC61A2	-0.075
HIST1H1D	-0.0111666666666667
SFXN4	1.00075
UCP3	0.3981
ZNF703	0.633666666666667
MYL6B	-1.63625
TREM1	1.08775
OR52E6	0.174
CKMT2	-0.926
HLA-C	2.410375
SLC13A3	-2.22583333333333
TIMP4	-1.6295
SLIT2	-1.37625
RSF1	-0.567833333333333
LONRF1	-1.24442857142857
MON1A	-0.167833333333333
CACNG6	-2.14883333333333
DPPA4	-6.1614
ZSWIM3	0.9355
ZNF804A	-0.313333333333333
CCIN	0.81625
SLC25A31	0.20575
KCNMB4	1.03875
RABL5	-0.21675
GALNS	-0.202
STX6	-0.089
HIST1H1C	-2.73733333333333
CIDEB	-0.93375
CASP4	0.9725
PDK3	-0.3615
KCNJ11	-0.986
TPR	-0.694875
ZSCAN20	-0.9055
MTX2	-0.33025
HIST1H2BH	-0.63175
LOC283767	1.92075
LYRM7	-1.00117647058824
BRD3	0.583666666666667
HIST1H2BO	-1.24125
MAGEB10	-0.8035
SLC45A1	0.23475
SERPINA3	-1.41545
KIAA0143	0.41
KCNJ16	1.80433333333333
KRT79	-0.44325
FABP2	3.1845
NUT	0.74375
ZNF57	1.68175
FBXL4	-0.3525
CLEC9A	0.5325
UGT8	2.43866666666667
BMP2K	0.47225
MAPK4	-3.43
SLC25A23	0.0901
HINT1	0.1365
KRTAP13-1	-0.018
SFXN5	-0.3554
CHCHD2	0.3525
FAM3D	5.135
NDP	-2.070625
RHOBTB1	-1.139
SLC4A4	2.2055
RPL38	0.04575
HTF9C	-0.675
AP2A2	-0.1375
ZBTB46	-0.521
MAP7D1	-0.56775
AOX1	-2.46266666666667
CYR61	0.0664166666666667
DTNA	-1.42869230769231
JRKL	0.67575
TMOD3	-0.2885
EEA1	-0.2649
ADCK5	1.40825
IL1R1	0.435666666666667
KLK3	0.324571428571429
HRSP12	1.35225
KTN1	-0.02075
LOH11CR2A	0.1983
RELL2	-0.44275
MAB21L1	0.499
C20orf59	-0.158166666666667
PHKB	-0.0275
ADAM2	-1.6634
TBC1D8B	2.17
FAM13A1	-0.8508
LAPTM4B	-0.923083333333333
LCN8	0.054
TMEM147	0.22
SYT4	0.0648333333333333
XPO7	-0.4245
C9orf62	0.6315
GPR75	0.3655
TRIM5	-0.807875
APOC1	-2.0425
RNASE4	0.4955
PARD6B	-1.09575
ARID1A	-0.291916666666667
TPD52L3	-0.1859
RRAGB	-0.345
RCN2	-1.82166666666667
HIST2H2BE	-1.17
STARD7	0.32375
SHMT2	-0.04525
KIAA1751	-0.264833333333333
MLYCD	0.617875
LOC162632	-0.6687
UQCRH	-0.7645
RP11-217H1.1	0.6413125
SDHA	-1.51783333333333
NCLN	1.1074
ZNF17	-0.1645
RCBTB2	-2.4105
VEGFB	-0.8322
RP4-747L4.3	0.49625
COLQ	-0.0214
MPN2	-0.9015
DRG2	-0.56225
KLRB1	4.849
ALPK2	-2.545
DNASE2B	1.05125
FLJ23834	0.0546
AXUD1	-0.425833333333333
SAFB	0.3444
NSUN4	-0.12875
RFX2	1.16666666666667
MAPK8IP1	-0.555833333333333
FANCD2	-1.04564285714286
ANKZF1	-0.995833333333333
C19orf50	-0.085375
DUSP8	1.386375
SENP5	-0.566
NFKBIL2	0.35025
LBR	0.444125
IGFL1	-0.3185
LZTS2	-1.53225
IL2RG	-0.067375
CCDC51	-0.18075
KLF3	0.93875
ANKRD37	-1.9915
KCTD14	1.19083333333333
FZR1	0.77875
SLC44A4	3.1615
ESPL1	-0.664875
GMPR2	-0.7813
TBC1D19	-1.72266666666667
ERGIC1	0.184185185185185
ERBB4	-1.2265
TSPAN32	0.0920833333333333
MAP4	-1.01475
GPHN	-0.1715
SLC6A2	-0.03125
HIVEP1	0.03525
DFFB	0.3101
EIF4EBP2	1.046
DMRT1	-0.879666666666667
HSPB6	0.17775
IER2	0.557
AIFM1	0.97975
WWC2	-0.561583333333333
MRPL4	0.426
FLJ21062	1.05566666666667
EPB41L4A	0.458818181818182
SH2D6	0.11725
TAF4B	-0.17175
GAL3ST3	-0.235
MALT1	-1.12
RTDR1	1.20225
ARVCF	-1.011625
MEX3B	-2.04933333333333
FBXO16	-1.41925
KIF7	-2.5675
C1QC	3.806
ZNF783	0.389333333333333
ZNF85	-1.2835
MMP13	0.2475
KIAA0329	0.342625
RTP3	-0.878
ZBED3	-0.3125
CLGN	-4.665
SLC25A37	-0.579875
hCG_18290	-0.80125
OR5AS1	0.289
SMARCC2	-0.336
FAM109A	0.405833333333333
CCDC12	-0.84725
USF2	-0.0207
DEPDC7	1.12225
C20orf24	1.207
JMJD3	0.302
DSP	-0.72
SLIC1	0.486375
FAM20A	0.085125
IRF2BP2	0.340375
ZNF230	-1.8625
MSN	-0.749
SLC9A5	-1.3715
EPDR1	0.6756
