Hybridization REF	TCGA-A6-2670-01A-02R-0821-07
OSTN	0.4655
PSMB8	1.45525
SOCS4	-0.360125
DDIT4L	2.9595
MAS1	-0.556
MGC34796	1.52325
CSHL1	0.352666666666667
TBCCD1	-0.0521666666666667
ZBTB7C	0.0355
AP2S1	0.08525
P15RS	0.517
VAT1	-1.5164
SHANK3	0.661666666666667
TUFM	-0.0743333333333333
THEG	-0.629
KRT34	-0.89975
SGSM3	-0.118375
TOMM22	0.986625
SOCS3	0.0858333333333334
CPO	0.474
POP4	1.07575
BHLHB3	0.12
MALL	4.27075
OR1B1	0.2385
PARK2	0.831333333333333
GPR124	0.46075
LCE1E	1.021
RUVBL2	0.06725
CGRRF1	-0.2387
ACPL2	-0.13
WNT10B	-1.412875
BAIAP2L2	1.9005
ISCA1	1.094
C1orf125	4.31857142857143
RPAP1	-0.79575
RAI16	-0.426
RPL27	-0.00137499999999999
NLRP9	-0.8095
EPN1	1.365
LOC388610	-1.8465
SLC35A1	0.7036
GAL	-0.5605
SLC14A2	0.34725
RDH11	-1.77416666666667
FAM138F	0.225
AUH	0.74275
FLJ40243	0.408
C14orf129	1.68666666666667
MBD2	-1.07116666666667
ABHD14B	1.369375
PIGT	0.26925
ALS2CR4	-0.7655
ALAS1	0.5207
FOXO1	1.466
CRLF3	0.108375
C20orf107	-1.3405
FARS2	-0.09825
CCDC28A	0.909
NPHP3	-1.1955
OR13F1	-0.2415
TSEN54	0.0005
DEFB106B	0.2729
OR8B4	0.926
STH	-1.29525
ZC3H14	-0.51025
CBX2	0.096
TMEM49	0.997
C6orf21	0.854
FLJ20920	2.04
CRTAP	0.0619285714285715
DDX50	-0.78875
STYXL1	0.63975
BLVRB	-0.486833333333333
LOC147650	-2.18616666666667
MMP24	0.163
GRID1	1.526
BANF1	0.356166666666667
CTAGEP	-0.0585
HMBS	-0.99325
SLC25A24	0.273166666666667
C14orf50	3.61375
MRO	-0.399166666666667
SLC25A15	0.351
FAM84B	-0.2459
TDP1	-0.724
C16orf78	0.6
C11orf57	-0.27225
RFK	1.0795
ZFYVE9	-1.88514285714286
STCH	-0.7254
WIBG	-0.045
LOC283871	-0.692333333333333
GBA2	-0.2171
NDUFB3	-0.5055
HSD17B13	-0.26625
GRIN3A	1.357
FMNL1	-1.11816666666667
SEPT7	0.1635
GNLY	3.4405
GRAMD1C	0.563
ZNF165	0.20675
USP38	0.99325
FAM83A	-3.90783333333333
C14orf24	0.5185
ARMCX3	0.867
ARHGDIB	-0.822166666666667
AK1	-0.50775
KIAA1045	0.146
DNAJB13	-0.254333333333333
NEU2	0.771
HIST1H4B	-1.638
FAM20B	-1.4489
HES2	2.54930769230769
FAM73B	0.1177
LOC388381	-0.06775
INTS7	0.106181818181818
AMPH	0.74425
ZNF775	-0.108875
UCKL1	1.04433333333333
C10orf97	1.157
C1orf161	1.17275
ALDH1L1	-0.90475
FLJ39378	-1.0505
SLC23A1	0.4045
RBM4B	0.329
THAP4	0.570166666666667
OGFRL1	-1.214
KIAA0831	-0.5525
PPP1R15A	0.0503333333333333
C1orf96	-1.08457142857143
C12orf11	-0.1005
BMF	0.693125
MAN1A1	-0.372875
KIAA1600	-0.462666666666667
NLGN4X	-1.28175
ALOX12	-1.011
RB1CC1	0.4692
NEIL2	0.9089
EIF4E	0.510190476190476
ABHD5	-0.58575
EXOC4	0.700666666666667
CIP29	-0.8935
BATF2	3.29475
SLC29A4	-0.793
HTR4	1.50575
EMB	-0.859
TRAF6	0.99475
LMNB1	-2.58775
FAM19A5	-0.369
SHE	0.5955
PIK3C2B	1.8975
C15orf15	-0.0744
USP15	-0.3461
TCEAL2	0.73225
C5orf39	-2.542
PTGER2	0.744
SLC31A1	-0.1475
IFT172	2.49775
ADAM29	0.437
GFOD1	0.10025
ST7L	-0.244
C15orf26	-2.36775
PKN3	-1.6135
CNTD1	2.73
COMMD1	0.087375
NTRK2	0.8775
FOXN3	0.035375
MFGE8	0.2887
PFKFB2	0.153166666666667
TAS2R4	0.05175
ENTHD1	1.17183333333333
PRMT5	-0.835
MGC16384	-1.758875
LOC442229	-0.43975
TSKU	0.21975
KRTCAP3	3.977625
PDLIM1	1.81
KCNS2	0.681333333333333
RNF126	0.581833333333333
CEP63	-1.279625
CLIC4	-0.55325
hCG_1990170	1.53675
ACR	2.8846
KLK7	0.746
ALOX5AP	3.39075
RIPK3	5.136
TAS2R9	0.625
C19orf18	-0.1025
BIRC6	0.769857142857143
ZNF16	1.454
RFT1	-0.36375
SLC8A2	-0.127
TACC1	-0.062
ITGAD	0.36075
SAMHD1	1.01875
SH3PXD2B	0.9224
EPC2	0.6705
C20orf85	0.234
ATP13A2	-0.250333333333333
KRT4	0.956375
CAPNS1	1.02175
MDM2	-1.36691666666667
PCDH20	0.65
KCNK9	0.877
OR2C1	-0.023
KLHDC3	0.0443333333333333
IPPK	0.6705
EFHD2	0.8845
GALR3	1.45925
NBEA	-2.58033333333333
ABCA6	1.0278
CLDN3	3.49983333333333
AKT2	0.119214285714286
EGFR	0.7997
RBM16	0.529625
ZDHHC3	1.65
SLC25A4	-0.749666666666667
CYB5B	1.54483333333333
CPXM1	-0.1535
NDRG1	1.17569230769231
FLJ43826	0.124
OR5L2	0.604833333333333
FARP2	1.6272
MRPL46	-0.559916666666667
LDHAL6B	0.305
MAPKAPK3	-0.159833333333333
NCAM2	-2.23325
PRKD2	0.174333333333333
ZFP36L1	0.1444
CYSLTR1	-1.5085
OR4C3	0.35275
HIST1H2AJ	1.746
CCNB2	-1.30033333333333
ZNF10	-0.70675
TMEM175	0.033
FAM134A	0.776333333333333
TIGD4	-0.7815
PCNP	-0.2515
MGC39715	0.37775
LQK1	-0.1425
CREB1	0.0573
TMPRSS3	-1.77875
C4orf32	-1.48525
LAT	-2.11633333333333
KCNA3	-0.2635
SKIV2L2	-0.38825
ROPN1B	-5.0265
tcag7.23	0.5695
CDT1	-1.3265
ZHX2	0.36425
CD28	-3.6155
ZNF624	-0.30275
SEPT2	0.612
SOHLH2	-2.04425
MCOLN3	0.498125
UNQ1945	0.786
MASP2	-1.698
ZNRF3	0.9241
GPATCH3	-0.242
AGL	-0.980125
QRICH2	-0.046
PSD4	0.785166666666667
CCNB1IP1	0.0375
ENPP7	0.224
OBFC1	0.00875000000000001
KCNG3	-1.79125
C14orf79	0.419916666666667
ENPEP	2.11966666666667
SCT	3.7935
SKI	0.43375
SEC61G	-1.00475
CAPN11	-0.16525
ATXN7L3	0.72575
DBNDD1	0.929833333333333
FAIM	-0.51925
ANKRD36	-1.257
GABRP	-0.4014
TACSTD2	-0.638
EIF3J	-1.15775
PPP2R2A	0.8225
TEKT4	-0.661333333333333
PVALB	-4.66316666666667
F10	-0.820333333333333
FAM134C	1.2031
COMP	4.983875
EFCBP1	-2.907125
SCLT1	-0.782125
TAL1	-1.3334
ACSL1	0.508
ABCC5	-0.533583333333333
ABL1	0.0508888888888889
RBBP7	-0.00400000000000002
PTPRG	-0.55775
NCOR1	-0.3982
SPINK4	4.47
TXNRD1	-0.9175
TNRC15	-0.219625
C9orf138	0.348
UBE2H	0.0916666666666667
BRDT	-0.0385
C8orf31	-0.0765
CCNE2	-0.534545454545454
SLC6A8	-0.66475
CALCR	-4.47975
PPP1CB	1.38933333333333
ABHD8	-1.05075
ARF5	1.2001
SLC24A4	0.12325
CCT3	-0.3265
ZNF121	-0.443125
SLC3A2	0.00529999999999999
OR13A1	0.769
SLC5A10	-0.0335
RAD50	0.277875
IER5	0.455125
MTHFD1L	-1.011375
MBTPS2	0.42775
MVK	-0.288625
NCL	0.1223
PSMD10	0.18
MOBP	0.671714285714286
FLJ32894	4.774
HRH1	1.09883333333333
C5orf30	0.4885
NUDT16L1	1.176
RASGRP3	2.71383333333333
PRKRIP1	-0.9052
CCDC75	-1.16325
LOC253970	0.436333333333333
KIAA1239	0.1145
MED21	-0.4695
SYT11	0.453833333333333
NTSR2	-0.521
EGFL11	-0.277
CXorf59	0.324
OR2A25	0.245
SPTBN2	-0.898
LRMP	-1.72333333333333
RNF111	-0.48975
PTH	0.6725
LOC619208	-0.793333333333333
KIAA0895	-1.20825
RANBP5	0.452875
P2RY10	0.483166666666667
NME5	0.114166666666667
DDX21	-0.44475
LRSAM1	-0.161
HDAC11	1.2125
VMO1	1.08025
NOLA2	-0.149833333333333
ADAR	-0.42725
MTO1	-0.7705
SF4	-0.381666666666667
P2RX1	0.319166666666667
HBM	0.359
EN2	1.9645
C14orf172	0.36125
TM9SF2	1.3054
INHBE	-0.7725
TCTE3	-0.128666666666667
TOX2	-2.98025
CTAGE3	-0.422375
HBB	5.408
MED15	-0.726166666666667
CASR	0.49775
C6orf66	-0.2035
MTPN	-1.2975
UNC50	0.346
C21orf33	-0.298875
IRF2	0.72575
PGR	-3.26116666666667
GPR84	1.64675
CROCCL1	-1.51175
SRPX	-3.49475
BRE	0.609833333333333
FGF10	0.83625
SDC3	-0.0855
ZRSR1	0.123166666666667
DKFZP434P211	-0.80875
SOX6	0.642
RPUSD2	-0.041
C14orf173	0.0648333333333334
MAPK11	-0.746333333333333
TBC1D22A	1.222
FAM123A	-0.058
COL4A6	-3.38483333333333
TOMM70A	0.49025
NAB1	0.727
MGC16385	-0.828
TSPAN18	-1.76966666666667
MED31	-0.81925
PLG	0.40875
CAPSL	0.322
ZNF532	0.104
ASB14	0.14125
CA8	-2.8975
NUDT16P	3.44533333333333
SLFN11	-1.615
LRRIQ2	-1.94325
NOL7	-0.182166666666667
BRMS1L	-0.5375
JARID1A	-0.3565
PANK2	-0.9015
ICAM3	0.88275
MDS1	0.79975
TAF8	-0.33875
RNF139	0.418
ZNF594	-0.621833333333333
ADAM8	1.089375
SFTPC	0.53625
MAN2B2	0.577125
RGS12	-0.2941875
EIF1AY	-2.19766666666667
LRRIQ1	-2.322
GPR150	1.9405
CCDC21	-0.723166666666667
PRRG3	0.43725
SAA4	-4.84375
RAPGEF5	3.252
ZCCHC2	-1.1575
MGC39372	0.3855
PPP4R2	-0.0611666666666667
CDCA2	-0.776333333333333
OR4D5	0.695333333333333
PTGFRN	0.0754
SIGLEC5	1.28033333333333
C19orf61	-0.326666666666667
NMUR2	0.6205
KIAA1586	-1.02966666666667
DAGLA	1.48533333333333
CHCHD6	-0.523
GPR32	0.4955
NEUROD6	0.474166666666667
SLC2A4RG	-0.0300625
CA5B	-0.31475
FBXL3	1.7455
MPHOSPH9	-1.386
HMG2L1	0.24075
HCN4	1.5155
CEACAM19	0.608
SH2D4B	0.467833333333333
HFE2	-0.304
TGM4	0.20575
LYPD2	0.36875
TBC1D15	-0.543
MRPS21	-1.0434
NONO	-0.2324
CLEC5A	1.386375
ITCH	-0.00140000000000002
MGAT3	1.00816666666667
MBP	0.190125
RPP25	-0.08925
SOSTDC1	3.42075
HRC	-2.2075
TRIM48	0.2205
TMEM133	1.33525
ECEL1P2	-1.02475
HOXC11	-0.2375
DOK5	-0.65825
HELZ	-0.316166666666667
LOC348180	-0.33625
MGC33894	0.015
ADRB3	0.2515
DMD	-0.00549999999999998
PTRH2	-0.73325
MPEG1	3.0305
NDUFA12	-0.178
KRTAP2-4	0.331583333333333
STAMBPL1	0.919166666666667
ADCY2	-0.234666666666667
UNQ6125	0.1915
KLHL20	-0.397
SRM	-1.50175
OTC	2.994
TMIE	0.4045
SNX8	0.86
LIPK	0.274
CHURC1	0.64325
KLC2	0.2865
HDAC1	0.551833333333333
FAM128A	-0.168333333333333
FNDC3B	0.3014
MTCP1	0.0443333333333333
WFDC10B	0.9856
PCDHGB3	0.681
ATRNL1	-2.2138
CAV2	-0.3995
MED26	0.123
DUS1L	0.636
CHRM3	-0.436
NEK9	0.49225
WARS2	-0.557
TBX22	-0.902
TOMM40	0.4475
RP6-213H19.1	0.0671666666666667
TUBGCP5	-1.167
IGSF6	5.29125
TPPP	0.693833333333333
UNQ6190	0.4055
GSTM5	0.58825
BTD	1.0775
PDCD1LG2	0.223666666666667
SNRPB2	0.141666666666667
ERICH1	0.37875
APOA4	-2.21275
HOXA11	2.176
NARG1	-0.359375
MKX	0.62825
RAB28	0.137
PKP3	2.0855
SH3GL2	-2.46425
CTSO	3.82625
RPN2	0.15
IL28RA	1.50183333333333
SFMBT1	-0.4785
WDR57	0.459625
FER1L3	-0.551666666666667
HSF5	0.407833333333333
TTC9B	0.77875
C4BPA	-1.8615
ALB	-5.71446153846154
SORBS3	0.654875
UPF2	1.1625
JPH1	2.053
AGBL2	-0.50525
DOPEY1	1.232
TERF1	-0.443666666666667
KIF22	-1.10483333333333
NINJ1	-0.61425
SEC61A2	-0.5185
HIST1H1D	-1.5465
SFXN4	0.4295
UCP3	0.00189999999999997
ZNF703	1.4915
MYL6B	-1.06
TREM1	2.271
OR52E6	-0.348
CKMT2	5.5255
HLA-C	1.50975
SLC13A3	0.598833333333333
TIMP4	0.99025
SLIT2	0.892
RSF1	-0.718166666666667
LONRF1	0.108285714285714
MON1A	0.489166666666667
CACNG6	-1.51233333333333
DPPA4	-6.25066666666667
ZSWIM3	2.16375
ZNF804A	0.5272
CCIN	0.151
SLC25A31	0.327
KCNMB4	0.3535
RABL5	-0.30525
GALNS	0.0807
STX6	-0.39925
HIST1H1C	-3.20233333333333
CIDEB	-0.704125
CASP4	0.130833333333333
PDK3	0.6528
KCNJ11	1.49
TPR	-1.086875
ZSCAN20	-0.47
MTX2	-0.345
HIST1H2BH	-1.20275
LOC283767	-0.37425
LYRM7	-0.818722222222222
BRD3	-0.195
HIST1H2BO	-1.13525
MAGEB10	0.802
SLC45A1	0.32875
SERPINA3	-3.65795
KIAA0143	0.66975
KCNJ16	0.918333333333333
KRT79	1.00575
FABP2	3.35375
NUT	-0.004
ZNF57	1.5865
FBXL4	0.671375
CLEC9A	0.311
UGT8	3.077
BMP2K	-0.000749999999999999
MAPK4	-4.03575
SLC25A23	0.4697
HINT1	-0.5457
KRTAP13-1	0.405
SFXN5	0.2959
CHCHD2	0.694333333333333
FAM3D	5.1325
NDP	1.223375
RHOBTB1	-0.562
SLC4A4	-0.608125
RPL38	-0.12075
HTF9C	-0.832666666666667
AP2A2	0.081125
ZBTB46	0.0505
MAP7D1	-0.8085
AOX1	-0.758
CYR61	-0.380833333333333
DTNA	-0.996071428571428
JRKL	0.87575
TMOD3	-0.5945
EEA1	-0.118
ADCK5	1.49775
IL1R1	0.456833333333333
KLK3	0.2715
HRSP12	1.06575
KTN1	-1.38775
LOH11CR2A	0.7553
RELL2	-0.80925
MAB21L1	0.7845
C20orf59	1.1055
PHKB	0.3375
ADAM2	-2.10766666666667
TBC1D8B	1.58966666666667
FAM13A1	0.1926875
LAPTM4B	-0.322
LCN8	0.167
TMEM147	-0.466
SYT4	1.37866666666667
XPO7	-0.3945
C9orf62	2.52825
GPR75	0.177
TRIM5	0.532625
APOC1	-0.624666666666667
RNASE4	1.20833333333333
PARD6B	-1.866
ARID1A	-0.8545
TPD52L3	-0.184777777777778
RRAGB	1.29916666666667
RCN2	-0.958166666666667
HIST2H2BE	-1.568375
STARD7	0.98125
SHMT2	-1.161
KIAA1751	-0.168666666666667
MLYCD	1.0615
LOC162632	-1.5723
UQCRH	-1.62075
RP11-217H1.1	0.40875
SDHA	-0.366833333333333
NCLN	-0.0493
ZNF17	0.187333333333333
RCBTB2	-1.631
VEGFB	0.1489
RP4-747L4.3	-0.0885
COLQ	-0.3891
MPN2	-1.018
DRG2	-0.4915
KLRB1	5.452
ALPK2	-2.2185
DNASE2B	0.5375
FLJ23834	-0.264833333333333
AXUD1	0.749666666666667
SAFB	0.0498
NSUN4	-0.01875
RFX2	0.4255
MAPK8IP1	-0.171333333333333
FANCD2	-0.794
ANKZF1	-0.900666666666667
C19orf50	0.352
DUSP8	1.173375
SENP5	-0.61125
NFKBIL2	0.41375
LBR	0.275375
IGFL1	-0.382
LZTS2	-1.569625
IL2RG	2.135625
CCDC51	1.077
KLF3	1.293375
ANKRD37	-1.84775
KCTD14	2.94616666666667
FZR1	0.339666666666667
SLC44A4	4.6845
ESPL1	-1.151375
GMPR2	-0.4747
TBC1D19	-1.0785
ERGIC1	0.638518518518519
ERBB4	-2.016
TSPAN32	0.295333333333333
MAP4	0.518625
GPHN	-0.155
SLC6A2	-0.229625
HIVEP1	0.276
DFFB	0.3898
EIF4EBP2	0.31925
DMRT1	0.32225
HSPB6	0.24425
IER2	-0.0256666666666667
AIFM1	-0.1795
WWC2	-1.04325
MRPL4	0.8805
FLJ21062	0.598333333333333
EPB41L4A	-0.576833333333333
SH2D6	0.36025
TAF4B	0.26525
GAL3ST3	-0.091
MALT1	-0.118166666666667
RTDR1	0.82575
ARVCF	-0.514428571428571
MEX3B	-2.23183333333333
FBXO16	-0.16225
KIF7	-1.06875
C1QC	4.78916666666667
ZNF783	0.0128333333333334
ZNF85	-0.02375
MMP13	1.1595
KIAA0329	-0.276875
RTP3	-0.6
ZBED3	-0.64075
CLGN	-6.0365
SLC25A37	-1.088
hCG_18290	0.3
OR5AS1	0.0945
SMARCC2	0.205666666666667
FAM109A	1.816
CCDC12	-0.19725
USF2	0.5144
DEPDC7	0.17075
C20orf24	0.932333333333333
JMJD3	0.411
DSP	0.8125
SLIC1	0.586875
FAM20A	-0.015125
IRF2BP2	1.065625
ZNF230	0.248
MSN	-1.47142857142857
SLC9A5	-1.6995
EPDR1	2.215
MUSK	0.685166666666667
