Hybridization REF	TCGA-07-0249-20A-01R-0821-07
NCR2	0.2405
DEFB125	null
UBE2W	0.84125
KRT15	-1.53875
C10orf99	0.639
SCN11A	0.297
GFI1	-3.7925
RDHE2	-0.967166666666667
FHL1	-0.533833333333333
OSGEP	-1.321
GATA1	-3.81283333333333
SMC6	-1.02875
TTTY14	-0.74125
LPIN3	-0.2535
RPL4	-0.6287
RBPMS	0.4985
PRPF3	-0.343833333333333
EMR1	1.095
SPATA19	0.846
XCR1	-0.1665
IRX3	0.8003
RBM6	-1.21625
KLF4	-1.728
UNC5CL	-3.06525
SEBOX	0.7195
BTK	-3.2705
KRCC1	1.1235
C6orf27	0.372
SYTL5	-1.175
PRND	0.459428571428571
LOC653319	-0.4685
PIGL	-0.045625
HUS1	0.9225
SFRS6	-1.15033333333333
C17orf77	0.6825
UIMC1	-0.0453333333333333
FXYD2	-1.6205
LOC283152	0.79825
ZNF667	-3.27066666666667
ZCCHC12	-0.0995
TFEC	0.116
ATP7B	-2.33233333333333
POLD2	-0.961
RG9MTD1	-0.7245
ACOT2	0.111833333333333
HIST1H4I	-1.62025
PPARGC1A	0.2515
ETFA	-0.7575
POLRMT	0.336
ZNF146	-0.257625
MIA2	-0.5885
KLHL6	-4.8495
HOXB5	-1.552125
NENF	0.838
CUGBP1	-0.1745
PRSS22	-0.5125
CASC4	1.4826
CUL4B	1.1485
CENPJ	-0.9375
PITX1	-0.2535
FLJ31033	1.41766666666667
CELSR3	0.612833333333333
ZNF568	-2.59466666666667
ITSN1	-0.219916666666667
EHBP1L1	0.565
C19orf2	-0.706
DCTN1	-0.32875
LIN28B	-2.63716666666667
TNKS2	0.416
C1QBP	-0.427125
CADPS2	2.091
SRMS	0.0445
GJA9	0.279166666666667
MGC24975	-2.45416666666667
TRIM45	-0.834666666666667
TSP50	0.47275
TCP1	-0.13025
TMED7	0.9955
CMA1	0.689
CENPL	-0.318666666666667
PTCRA	-0.3045
FST	-2.7105
VWCE	-3.2475
PAWR	-2.731
ABCC12	0.2268
LDLR	0.7762
ASTN2	1.7713
LOC441212	0.23775
GPATCH8	0.11975
TANC2	-0.229583333333333
KIF4A	-0.609
C18orf18	-0.92325
PGM1	0.27025
KIAA0258	0.622
CPD	1.31825
SNCAIP	-1.84875
DCT	-4.162
HLA-DOA	1.02786363636364
OR11L1	0.8135
UPK1B	-0.306333333333333
DNAJB4	0.055
UGT1A8	-0.29325
HIST1H4L	-1.1665
PECR	0.0348333333333333
HSPA2	2.277
WFIKKN1	-2.8625
SERP1	0.0825
SYDE2	-1.30475
TACR2	0.0875
NUP85	-0.03325
CD177	-0.5725
LGR5	-1.652
PIGG	-0.02975
PTHR1	-2.55566666666667
RAB5A	0.5687
FLJ13224	0.069
USP9Y	-1.1656
C7orf53	-1.0555
LRP1B	1.261
XAF1	-1.1729
ABCG8	0.401
ANKDD1A	-0.166
DAND5	-2.598
SPAG6	0.0143333333333333
LINCR	0.3945
ZDHHC22	-1.023125
CCDC60	0.193
THOC7	-0.951166666666667
TCTA	1.3255
OR8K3	-0.19325
NY-REN-7	-0.649
B2M	1.35683333333333
C6orf141	-1.167875
LPPR4	5.67325
SQLE	-0.238875
SEPHS1	-0.9975
BTBD14B	0.769
PLRG1	0.147
SPG7	-0.5335625
ZNF614	-0.433166666666667
PARD6G	-0.998666666666667
INPP5B	0.0794
GRPEL2	0.283375
PPID	-0.8802
TRIM56	-0.5305
UBE2J1	1.106875
IL20RA	-1.10925
LOC387856	1.6065
C1orf107	0.22
UTS2R	0.72325
C19orf22	-0.8505
SAFB2	-0.265
KIAA0652	0.763625
KLRG1	0.9045
MS4A8B	0.603166666666667
FRAG1	-0.2465
KIAA1546	-0.892
E2F4	-0.5683
CLEC4M	0.1655
BTBD14A	-1.03875
KIAA0999	-0.5565
GYPA	-4.214
TAC1	-0.5298
TRAIP	-0.3685
KIAA0232	0.3428
ERCC8	0.69575
GPX4	0.921125
KIAA0368	0.5755
GPR157	-1.21133333333333
CTAGE4	-2.054
C9orf30	2.0245
OR52A1	0.061
HSP90B3P	0.482
ALG9	-0.4128
BTBD10	1.19175
SDK2	-0.27975
BAIAP3	-2.387
RABGGTB	-0.477625
ANKRD40	-0.343833333333333
KRT74	0.524
CALCOCO2	0.528714285714286
SNCA	-1.74975
TMSL8	-2.75225
C2orf53	1.038
ESRRB	-0.03925
ARHGAP26	-0.954875
TDRD9	-3.19625
HRAS	0.848166666666667
KLRC4	-0.8485
JAGN1	-0.192833333333333
BSDC1	-0.08375
RNF43	-1.9776
NDUFAF1	0.5085
PHF12	0.359
OR1L3	0.44825
FOLR2	0.267
LYZL6	-0.1085
tcag7.1260	3.744
WSB1	-1.49433333333333
PROS1	1.1603
OSTN	0.5365
PSMB8	0.35
SOCS4	0.503142857142857
DDIT4L	5.85675
MAS1	null
MGC34796	0.4095
CSHL1	0.431166666666667
TBCCD1	-0.851166666666667
ZBTB7C	-0.0715
AP2S1	1.591375
P15RS	-0.5404
VAT1	0.4452
SHANK3	-1.51483333333333
TUFM	-0.176166666666667
THEG	0.42025
KRT34	4.2645
SGSM3	-0.26825
TOMM22	0.132
SOCS3	1.4725
CPO	-0.2355
POP4	1.0555
BHLHB3	3.286
MALL	-2.3325
OR1B1	-0.2785
PARK2	1.529
GPR124	-1.678375
LCE1E	-2.418
RUVBL2	-1.0185
CGRRF1	1.2596
ACPL2	0.41575
WNT10B	-1.1805
BAIAP2L2	-2.436
ISCA1	0.275
C1orf125	-0.109
RPAP1	-0.53225
RAI16	-0.215333333333333
RPL27	-0.36525
NLRP9	0.171
EPN1	0.944
LOC388610	-0.12
SLC35A1	-0.0996
GAL	-5.17425
SLC14A2	0.29075
RDH11	0.722833333333333
FAM138F	-0.265
AUH	-0.4345
FLJ40243	0.18375
C14orf129	0.850166666666667
MBD2	-0.713166666666667
ABHD14B	0.206375
PIGT	0.581375
ALS2CR4	0.5825
ALAS1	0.6597
FOXO1	-1.53416666666667
CRLF3	-0.000500000000000009
C20orf107	0.343
FARS2	-0.17825
CCDC28A	-0.38875
NPHP3	-0.048
OR13F1	0.664
TSEN54	-1.58725
DEFB106B	0.2118
OR8B4	0.819
STH	-0.379
ZC3H14	0.3745
CBX2	0.838
TMEM49	-0.2345
C6orf21	0.787
FLJ20920	0.254875
CRTAP	1.3085
DDX50	0.26875
STYXL1	0.456
BLVRB	1.10333333333333
LOC147650	1.4385
MMP24	0.84325
GRID1	-0.957833333333333
BANF1	0.364833333333333
CTAGEP	-0.9875
HMBS	-1.705
SLC25A24	-1.21966666666667
C14orf50	0.87525
MRO	-0.3305
SLC25A15	-0.7955
FAM84B	-2.8781
TDP1	0.996
C16orf78	0.968
C11orf57	-1.111875
RFK	0.561125
ZFYVE9	0.824125
STCH	1.0885
WIBG	0.21375
LOC283871	-0.684333333333333
GBA2	-0.5878
NDUFB3	0.261
HSD17B13	-0.105
GRIN3A	0.437333333333333
FMNL1	-2.088
SEPT7	-0.2543
GNLY	0.56
GRAMD1C	0.0958333333333333
ZNF165	-2.94975
USP38	0.413
FAM83A	-2.9755
C14orf24	0.109333333333333
ARMCX3	0.74875
ARHGDIB	-3.661
AK1	0.77725
KIAA1045	0.32825
DNAJB13	0.1045
NEU2	0.864
HIST1H4B	-0.9935
FAM20B	0.1053
HES2	0.0965714285714286
FAM73B	-0.5706
LOC388381	0.123333333333333
INTS7	-0.348363636363636
AMPH	3.177
ZNF775	0.11025
UCKL1	-0.386666666666667
C10orf97	1.04825
C1orf161	-0.18575
ALDH1L1	-1.13675
FLJ39378	0.13775
SLC23A1	-1.801
RBM4B	0.1295
THAP4	0.2195
OGFRL1	0.57575
KIAA0831	0.011875
PPP1R15A	0.176333333333333
C1orf96	0.0677857142857143
C12orf11	-0.8385
BMF	-1.23625
MAN1A1	0.03075
KIAA1600	-0.077
NLGN4X	-2.79175
ALOX12	-0.412333333333333
RB1CC1	0.2196
NEIL2	1.2864
EIF4E	0.457409090909091
ABHD5	0.39025
EXOC4	0.862666666666667
CIP29	0.546333333333333
BATF2	-0.45475
SLC29A4	0.336875
HTR4	0.83
EMB	-4.819
TRAF6	0.08775
LMNB1	0.02475
FAM19A5	-2.7
SHE	-1.59975
PIK3C2B	-3.48475
C15orf15	-0.6166
USP15	0.2825
TCEAL2	-0.274
C5orf39	-0.220333333333333
PTGER2	1.77375
SLC31A1	0.1070625
IFT172	-0.4405
ADAM29	0.0745
GFOD1	-1.83825
ST7L	0.781333333333333
C15orf26	-1.61975
PKN3	-2.18825
CNTD1	0.9855
COMMD1	0.516
NTRK2	0.303583333333333
FOXN3	-0.964875
MFGE8	-0.6196
PFKFB2	-0.0225
TAS2R4	0.218
ENTHD1	-0.1855
PRMT5	-1.428875
MGC16384	-1.45925
LOC442229	0.46575
TSKU	-0.382875
KRTCAP3	-2.654
PDLIM1	0.61
KCNS2	0.495333333333333
RNF126	0.32
CEP63	0.441
CLIC4	0.861375
hCG_1990170	-0.7835
ACR	0.0487
KLK7	-0.464
ALOX5AP	-1.79828571428571
RIPK3	-0.79825
TAS2R9	0.252
C19orf18	-0.9725
BIRC6	-0.404928571428571
ZNF16	-0.1085
RFT1	-0.27075
SLC8A2	-0.207
TACC1	0.6585
ITGAD	1.392
SAMHD1	0.8275
SH3PXD2B	1.0587
EPC2	-0.192
C20orf85	-0.04025
ATP13A2	-0.175333333333333
KRT4	0.80375
CAPNS1	0.67075
MDM2	-0.18025
PCDH20	0.7335
KCNK9	0.7525
OR2C1	0.262
KLHDC3	-1.4695
IPPK	0.2505
EFHD2	0.2785
GALR3	0.844
NBEA	0.0186666666666667
ABCA6	-0.3855
CLDN3	-3.58033333333333
AKT2	-0.301071428571429
EGFR	0.8253
RBM16	0.140375
ZDHHC3	0.4785
SLC25A4	-1.1905
CYB5B	0.108333333333333
CPXM1	-1.852
NDRG1	1.38784615384615
FLJ43826	0.703
OR5L2	0.242666666666667
FARP2	0.4829
MRPL46	0.0226666666666667
LDHAL6B	0.440833333333333
MAPKAPK3	0.298
NCAM2	-1.63425
PRKD2	-0.768
ZFP36L1	1.1341
CYSLTR1	-1.4195
OR4C3	0.014
HIST1H2AJ	-1.1505
CCNB2	-0.555666666666667
ZNF10	-2.56875
TMEM175	0.224
FAM134A	0.1975
TIGD4	-0.1795
PCNP	-0.0625
MGC39715	1.16575
LQK1	0.949
CREB1	0.7297
TMPRSS3	-3.6555
C4orf32	0.594125
LAT	1.77683333333333
KCNA3	-1.006
SKIV2L2	-0.381
ROPN1B	-3.5525
tcag7.23	-1.1065
CDT1	-1.775875
ZHX2	-1.089125
CD28	-6.848
ZNF624	-0.016
SEPT2	-0.05225
SOHLH2	-0.711
MCOLN3	-1.31833333333333
UNQ1945	0.6495
MASP2	-0.647
ZNRF3	-0.6039
GPATCH3	-0.35475
AGL	0.501875
QRICH2	-0.52
PSD4	-1.78716666666667
CCNB1IP1	-2.07
ENPP7	0.40375
OBFC1	0.93675
KCNG3	-0.87425
C14orf79	-0.0485833333333333
ENPEP	-1.65866666666667
SCT	-0.242
SKI	0.351375
SEC61G	0.3895
CAPN11	-0.7605
ATXN7L3	-0.1835
DBNDD1	-1.36283333333333
FAIM	0.29175
ANKRD36	-1.025
GABRP	-0.552
TACSTD2	-4.7965
EIF3J	-0.8425
PPP2R2A	0.44875
TEKT4	0.716166666666667
PVALB	-4.218
F10	-2.8735
FAM134C	0.4397
COMP	-0.432875
EFCBP1	0.0687333333333333
SCLT1	0.14825
TAL1	-1.6169
ACSL1	2.306
ABCC5	-1.34583333333333
ABL1	0.112444444444444
RBBP7	-0.13325
PTPRG	-0.49
NCOR1	-0.539
SPINK4	0.933833333333333
TXNRD1	-0.0141
TNRC15	0.079875
C9orf138	0.609625
UBE2H	1.02166666666667
BRDT	0.0995
C8orf31	0.65225
CCNE2	-0.0689090909090909
SLC6A8	-0.1605
CALCR	-3.756
PPP1CB	0.802166666666666
ABHD8	0.74675
ARF5	0.2877
SLC24A4	-0.148
CCT3	-0.48875
ZNF121	-0.62375
SLC3A2	-0.9173
OR13A1	0.434
SLC5A10	-0.21925
RAD50	-0.2585
IER5	-0.140875
MTHFD1L	-0.4145
MBTPS2	1.44
MVK	0.632375
NCL	-0.7368
PSMD10	0.02625
MOBP	0.67
FLJ32894	0.512
HRH1	2.4535
C5orf30	-0.5095
NUDT16L1	-0.7913
RASGRP3	-0.4822
PRKRIP1	-0.611
CCDC75	0.464
LOC253970	-0.59025
KIAA1239	-0.6615
MED21	0.41175
SYT11	3.99516666666667
NTSR2	0.4735
EGFL11	0.63
CXorf59	-0.209
OR2A25	0.435333333333333
SPTBN2	-2.02375
LRMP	-2.71416666666667
RNF111	0.6785
PTH	0.5585
LOC619208	1.8655
KIAA0895	-0.15825
RANBP5	0.9695
P2RY10	-1.05866666666667
NME5	2.9485
DDX21	-1.53575
LRSAM1	-0.867
HDAC11	-1.18483333333333
VMO1	0.51725
NOLA2	-0.0998333333333333
ADAR	-0.903666666666667
MTO1	-1.42516666666667
SF4	-0.154833333333333
P2RX1	-0.171333333333333
HBM	0.14525
EN2	0.888
C14orf172	-0.034
TM9SF2	0.7994
INHBE	0.1455
TCTE3	0.384916666666667
TOX2	0.02775
CTAGE3	-0.957625
HBB	0.2303
MED15	-0.536666666666667
CASR	-0.2075
C6orf66	0.0706666666666667
MTPN	0.852875
UNC50	0.0035
C21orf33	-0.2785
IRF2	1.260875
PGR	-2.20775
GPR84	3.7845
CROCCL1	-3.7435
SRPX	2.3555
BRE	1.20216666666667
FGF10	0.32025
SDC3	-2.41183333333333
ZRSR1	-1.04583333333333
DKFZP434P211	-1.2355
SOX6	0.9215
RPUSD2	-0.47425
C14orf173	0.592083333333333
MAPK11	-0.014
TBC1D22A	0.431
FAM123A	0.038
COL4A6	-0.934
TOMM70A	0.155
NAB1	1.3725
MGC16385	-0.4695
TSPAN18	-1.13816666666667
MED31	1.062
PLG	-0.2975
CAPSL	1.027
ZNF532	0.4615
ASB14	1.1115
CA8	-4.05225
NUDT16P	-1.5752
SLFN11	-0.368
LRRIQ2	-0.496625
NOL7	-0.564666666666667
BRMS1L	-0.891375
JARID1A	-0.196333333333333
PANK2	-0.9425
ICAM3	0.073
MDS1	-0.57925
TAF8	-1.18475
RNF139	-0.24625
ZNF594	-2.55016666666667
ADAM8	2.73025
SFTPC	-0.69625
MAN2B2	0.465125
RGS12	-0.00575
EIF1AY	-1.82733333333333
LRRIQ1	0.164333333333333
GPR150	1.04675
CCDC21	-1.43016666666667
PRRG3	0.08275
SAA4	-4.599
RAPGEF5	-0.188625
ZCCHC2	-0.944833333333333
MGC39372	0.0495
PPP4R2	0.150333333333333
CDCA2	0.0443333333333333
OR4D5	0.748833333333333
PTGFRN	1.3381
SIGLEC5	-0.345833333333333
C19orf61	-0.802166666666667
NMUR2	0.2455
KIAA1586	-0.393166666666667
DAGLA	0.324166666666667
CHCHD6	-0.0815
GPR32	-0.0205
NEUROD6	0.328
SLC2A4RG	-0.486066666666667
CA5B	-0.28625
FBXL3	1.37775
MPHOSPH9	-0.82875
HMG2L1	0.67775
HCN4	0.955666666666667
CEACAM19	-0.4705
SH2D4B	0.295166666666667
HFE2	-0.0535
TGM4	-0.5018
LYPD2	0.53175
TBC1D15	-0.282
MRPS21	-0.7623
NONO	-0.9438
CLEC5A	-0.232857142857143
ITCH	0.00620000000000001
MGAT3	-3.406
MBP	-2.338
RPP25	-1.7785
SOSTDC1	-2.4875
HRC	-2.06475
TRIM48	-0.043
TMEM133	0.71275
ECEL1P2	-1.1805
HOXC11	0.2675
DOK5	-0.46975
HELZ	-0.778833333333333
LOC348180	-0.40025
MGC33894	0.3335
ADRB3	0.2585
DMD	-0.613636363636364
PTRH2	-0.429
MPEG1	0.211
NDUFA12	-0.956333333333333
KRTAP2-4	0.56125
STAMBPL1	0.457166666666667
ADCY2	-1.5596
UNQ6125	-0.442
KLHL20	-0.079
SRM	-0.12175
OTC	-0.197
TMIE	0.103333333333333
SNX8	0.74325
LIPK	-0.681
CHURC1	-0.6595
KLC2	0.401
HDAC1	-0.877833333333333
FAM128A	0.1925
FNDC3B	0.5442
MTCP1	0.334666666666667
WFDC10B	0.8628
PCDHGB3	1.025
ATRNL1	-1.4924
CAV2	0.373875
MED26	-0.028
DUS1L	-0.7395
CHRM3	-1.81275
NEK9	-0.18725
WARS2	0.5435
TBX22	-1.622
TOMM40	-0.0145
RP6-213H19.1	-1.03033333333333
TUBGCP5	0.252
IGSF6	-0.0765
TPPP	-0.0945
UNQ6190	0.4775
GSTM5	1.371625
BTD	0.257333333333333
PDCD1LG2	2.1895
SNRPB2	-1.41333333333333
ERICH1	0.34425
APOA4	-1.27275
HOXA11	-1.57875
NARG1	0.285625
MKX	-0.917333333333333
RAB28	0.878285714285714
PKP3	-3.7085
SH3GL2	-0.28625
CTSO	3.62675
RPN2	0.4645
IL28RA	-1.372
SFMBT1	-0.1515
WDR57	-0.147375
FER1L3	1.42383333333333
HSF5	0.315833333333333
TTC9B	0.76925
C4BPA	-3.1355
ALB	-3.957
SORBS3	0.6635
UPF2	0.649
JPH1	0.5235
AGBL2	-1.174
DOPEY1	-1.431
TERF1	-0.526083333333333
KIF22	-0.754833333333333
NINJ1	0.57825
SEC61A2	0.555666666666667
HIST1H1D	-0.432833333333333
SFXN4	-0.11825
UCP3	-0.487
ZNF703	0.1635
MYL6B	0.6525
TREM1	4.18225
OR52E6	0.4515
CKMT2	0.80225
HLA-C	1.7
SLC13A3	-2.97066666666667
TIMP4	2.8655
SLIT2	-0.10375
RSF1	-0.884111111111111
LONRF1	0.0251428571428572
MON1A	0.798333333333333
CACNG6	-1.63966666666667
DPPA4	-6.0855
ZSWIM3	0.348
ZNF804A	1.88016666666667
CCIN	0.3865
SLC25A31	0.6845
KCNMB4	-0.49525
RABL5	0.29875
GALNS	0.0414
STX6	-0.7775
HIST1H1C	-2.63633333333333
CIDEB	-1.90325
CASP4	-0.416833333333333
PDK3	0.3523
KCNJ11	0.028
TPR	-1.4965
ZSCAN20	0.101
MTX2	0.19125
HIST1H2BH	-1.158
LOC283767	-0.826
LYRM7	-0.669555555555555
BRD3	-0.438166666666667
HIST1H2BO	-1.68925
MAGEB10	0.724
SLC45A1	2.69025
SERPINA3	-3.815
KIAA0143	0.378
KCNJ16	-0.204
KRT79	0.80125
FABP2	0.275666666666667
NUT	-0.454333333333333
ZNF57	-0.418
FBXL4	0.71275
CLEC9A	-0.9295
UGT8	2.83666666666667
BMP2K	0.493
MAPK4	-3.65525
SLC25A23	-1.3492
HINT1	0.2147
KRTAP13-1	0.7505
SFXN5	-0.2252
CHCHD2	0.180083333333333
FAM3D	0.84
NDP	3.14225
RHOBTB1	-0.6735
SLC4A4	2.127
RPL38	-0.5385
HTF9C	-0.789666666666667
AP2A2	-0.20975
ZBTB46	-0.872
MAP7D1	1.135
AOX1	1.65433333333333
CYR61	-0.665833333333333
DTNA	2.16057142857143
JRKL	0.605
TMOD3	0.13325
EEA1	-0.5383
ADCK5	-0.75325
IL1R1	1.80033333333333
KLK3	0.470214285714286
HRSP12	0.4285
KTN1	0.38425
LOH11CR2A	-0.2425
RELL2	0.00375
MAB21L1	1.93975
C20orf59	-0.756666666666667
PHKB	-0.46
ADAM2	-1.6242
TBC1D8B	2.98733333333333
FAM13A1	0.19975
LAPTM4B	-1.02625
LCN8	0.4015
TMEM147	0.8195
SYT4	-0.0315
XPO7	0.275
C9orf62	1.5315
GPR75	0.7955
TRIM5	0.979375
APOC1	-4.6145
RNASE4	-0.756333333333333
PARD6B	-3.29685714285714
ARID1A	-0.703
TPD52L3	0.467777777777778
RRAGB	0.168833333333333
RCN2	-0.156
HIST2H2BE	-1.2654375
STARD7	-0.82775
SHMT2	-0.7545
KIAA1751	-0.544166666666667
MLYCD	-0.674375
LOC162632	-0.4089
UQCRH	-0.63975
RP11-217H1.1	0.4215
SDHA	-1.21533333333333
NCLN	-0.3799
ZNF17	0.0651666666666667
RCBTB2	-3.03425
VEGFB	0.6494
RP4-747L4.3	-0.46825
COLQ	-0.3809
MPN2	-0.838833333333333
DRG2	-0.573
KLRB1	0.244
ALPK2	-0.669
DNASE2B	0.1055
FLJ23834	-0.7236
AXUD1	-0.465666666666667
SAFB	-0.4928
NSUN4	0.298
RFX2	1.122
MAPK8IP1	0.169166666666667
FANCD2	-0.863142857142857
ANKZF1	-2.17466666666667
C19orf50	-0.14325
DUSP8	0.192875
SENP5	0.01325
NFKBIL2	-0.51175
LBR	-1.2785
IGFL1	1.037
LZTS2	0.112875
IL2RG	-1.445375
CCDC51	0.12375
KLF3	-0.8595
ANKRD37	-0.3805
KCTD14	-2.821
FZR1	0.790666666666667
SLC44A4	-1.8897
ESPL1	-0.135625
GMPR2	-1.12
TBC1D19	1.267
ERGIC1	1.77188888888889
ERBB4	-1.6431
TSPAN32	0.18275
MAP4	0.391375
GPHN	0.22075
SLC6A2	-0.116625
HIVEP1	-0.03975
DFFB	-0.786444444444445
EIF4EBP2	-0.613125
DMRT1	1.365
HSPB6	0.3485
IER2	-1.431
AIFM1	-0.829
WWC2	0.0908333333333334
MRPL4	0.099
FLJ21062	0.245166666666667
EPB41L4A	-0.870583333333333
SH2D6	0.71125
TAF4B	-1.14625
GAL3ST3	0.1545
MALT1	-0.229
RTDR1	1.03275
ARVCF	-1.67385714285714
MEX3B	-0.3745
FBXO16	1.8925
KIF7	0.73
C1QC	0.0718333333333333
ZNF783	-1.1965
ZNF85	-2.9215
MMP13	-0.3065
KIAA0329	0.3405
RTP3	-0.265
ZBED3	-2.29125
CLGN	1.23175
SLC25A37	0.20875
hCG_18290	-0.3605
OR5AS1	0.5215
SMARCC2	0.368916666666667
FAM109A	0.0106666666666667
CCDC12	-1.12725
USF2	0.2177
DEPDC7	-0.77575
C20orf24	0.470666666666667
JMJD3	0.346
DSP	-4.73221428571429
SLIC1	-0.611
FAM20A	-2.70614285714286
IRF2BP2	-0.9855
ZNF230	0.445
MSN	0.751785714285714
SLC9A5	1.0345
EPDR1	2.5524
MUSK	0.257166666666667
ZNF434	-1.25866666666667
SMARCD1	-0.212833333333333
