Hybridization REF	TCGA-A6-3809-01A-01R-1022-07
CPNE4	-2.7835
GTPBP1	-0.637142857142857
RAB33B	0.9385
ALDOC	-0.90175
ZNF212	-0.7325
NUDT1	-1.1665
RFPL2	-1.54025
ZNF83	-0.251666666666667
GDPD5	-1.174125
PDCD4	-0.12305
CEP350	-1.20675
OR10A2	0.6295
CST7	1.995
CIAO1	-0.1335
SELL	1.837375
OR8J3	1.2905
LTBP4	0.0663333333333333
SIRT6	1.194
CCL19	4.61925
PPIL1	-0.3265
GBP7	0.917166666666667
STK17A	-0.6563
ABR	0.57875
OR9G1	0.684
FOXE1	-0.555375
CNGA3	-0.1825
GML	-0.2165
CD38	0.36
ZDHHC6	1.03133333333333
NEFH	-3.0185
CTDSP2	-0.0424166666666667
PGBD5	-0.8595
CCNY	0.344928571428571
RMND5B	-0.0851666666666667
ZNF257	-2.88475
FLJ22167	0.75925
EXOSC7	0.1385
ROR2	-0.762
MAOA	3.841
TNNT3	-0.2155
GYPC	-1.75525
C7orf33	0.8735
PLIN	-0.0713333333333333
LOC90826	0.2085
RNF4	-0.3765
F8A1	-0.472833333333333
PLEKHG4	-0.07575
GRB2	0.04855
HIST1H2AD	-0.70825
DUS3L	1.02016666666667
EIF1	-0.45
RP5-1077B9.4	0.0803333333333333
FPGT	1.1245
GDF10	-2.99216666666667
COQ9	0.323
GCC2	-0.170428571428571
RARRES3	2.60725
PLXNA1	-0.1305
KIAA0100	-0.7114
PMF1	0.152
FNDC1	4.22925
HS2ST1	-0.108166666666667
CRELD2	0.65675
C8G	0.345
CD82	0.4675
LIM2	-1.6285
UNQ6490	-0.6685
MMP16	-0.44775
DRD3	-0.6095
C5orf26	0.17175
C11orf73	-0.304
PTP4A2	-0.251
OR4M2	1.222
HPCA	-0.322166666666667
SEC14L1	-0.8235
CHFR	-0.9475
EMILIN1	0.0445
NDUFS4	-0.632
COL18A1	-1.442125
PDZD3	2.5793
C9orf16	0.615833333333333
ERBB2IP	-0.644333333333333
EMX2	0.576
FUS	-0.68325
TF	-3.9895
CLCN4	-1.393
CXorf56	0.94425
C11orf72	0.17725
ELAC2	-0.708833333333333
NPR1	-1.49275
ASS1	1.35933333333333
USP42	-0.50325
POLR2J	-0.5975
SEC23IP	0.508
UQCRC1	1.1865
LOC729603	0.279
C1orf71	-0.231625
POLG	-1.515
ADAM23	-3.53625
TFR2	0.718
RICTOR	-1.58
MGC39606	-0.6685
C19orf55	-0.3705
SNAPC1	-0.777666666666667
GNA11	0.7345
CCDC52	0.461333333333333
FSIP1	0.678
UPF3A	-0.996375
IGSF11	-1.72183333333333
LAGE3	-0.80625
CHST6	-1.469
UNC13B	0.215625
TTLL4	-0.0715
ZNF687	-0.383375
SDC2	-1.0757
COX7A2	0.46425
LAMB4	-0.27225
FAM24A	-0.2485
LRRTM3	-1.79225
GPHB5	1.119
OR4C13	1.934
EIF3EIP	0.630785714285714
HABP4	-0.1015
TMEM125	3.729
CNTN2	-0.053375
ASNSD1	-0.072
FUT4	2.73525
ACF	-1.76425
LOC158381	0.507
CDH8	-0.21075
AGPS	0.326166666666667
C4orf18	0.27825
PECI	-0.552916666666667
UNG	0.701875
GSTP1	0.307375
DCUN1D5	-0.227833333333333
DKFZP564J0863	0.54725
SLC9A3R1	-0.87625
BCDO2	-1.428
CHMP7	0.62675
REM2	0.364
DNHD1	-0.8035
FKBP4	0.08325
ZNF350	-1.94625
MGC11102	0.451625
BST1	1.10825
KISS1R	1.738
NCR2	-0.5395
DEFB125	-0.136
UBE2W	1.001125
KRT15	-2.530625
C10orf99	3.403
SCN11A	-0.349428571428571
GFI1	1.0715
RDHE2	4.37383333333333
FHL1	-2.19466666666667
OSGEP	0.416333333333333
GATA1	-2.63883333333333
SMC6	-0.6135
TTTY14	-1.28625
LPIN3	-0.02275
RPL4	0.1827
RBPMS	-1.5565
PRPF3	-0.4295
EMR1	-1.8815
SPATA19	-0.162
XCR1	0.989
IRX3	-1.394
RBM6	-0.5095
KLF4	1.4368
UNC5CL	0.31625
SEBOX	0.5095
BTK	0.02675
KRCC1	-0.4485
C6orf27	0.4145
SYTL5	-0.93
PRND	0.853375
LOC653319	-1.185
PIGL	-0.37825
HUS1	0.872333333333333
SFRS6	2.21566666666667
C17orf77	-0.8435
UIMC1	-0.1335
FXYD2	-1.8168
LOC283152	-0.6675
ZNF667	-2.2535
ZCCHC12	-0.42175
TFEC	3.4993
ATP7B	0.653833333333333
POLD2	-0.555833333333333
RG9MTD1	0.64825
ACOT2	-0.776166666666667
HIST1H4I	0.38
PPARGC1A	-0.5686
ETFA	0.1956
POLRMT	-0.24975
ZNF146	0.37325
MIA2	-0.479
KLHL6	-0.149833333333333
HOXB5	-1.269625
NENF	0.671166666666667
CUGBP1	0.49
PRSS22	2.06616666666667
CASC4	0.4155
CUL4B	-0.376
CENPJ	-0.3961
PITX1	0.206333333333333
FLJ31033	0.687666666666667
CELSR3	-1.43466666666667
ZNF568	-1.5385
ITSN1	-0.418166666666667
EHBP1L1	-0.118166666666667
C19orf2	0.28125
DCTN1	-1.02425
LIN28B	-3.6055
TNKS2	-0.28625
C1QBP	1.749
CADPS2	1.46775
SRMS	1.8255
GJA9	-0.0742
MGC24975	0.0735
TRIM45	-1.92466666666667
TSP50	-0.468
TCP1	-0.33375
TMED7	0.2284
CMA1	1.1875
CENPL	0.0141666666666667
PTCRA	0.719
FST	-5.027
VWCE	-3.246
PAWR	1.14575
ABCC12	0.9888
LDLR	-0.9408
ASTN2	-0.2009
LOC441212	-0.44225
GPATCH8	0.2825
TANC2	-2.142
KIF4A	-0.62575
C18orf18	-0.50725
PGM1	-1.8385
KIAA0258	1.539
CPD	0.497125
SNCAIP	-1.777
DCT	-3.562
HLA-DOA	3.37922727272727
OR11L1	1.0075
UPK1B	-0.706166666666667
DNAJB4	0.160375
UGT1A8	0.61575
HIST1H4L	0.5205
PECR	-0.171
HSPA2	0.88575
WFIKKN1	-2.2935
SERP1	0.690375
SYDE2	-0.836
TACR2	0.4625
NUP85	-0.08275
CD177	1.19016666666667
LGR5	-1.67566666666667
PIGG	-0.6735
PTHR1	-2.27616666666667
RAB5A	-0.1504
FLJ13224	0.407
USP9Y	-1.4366
C7orf53	-0.642
LRP1B	-0.7235
XAF1	2.117
ABCG8	-0.001
ANKDD1A	-0.0258333333333333
DAND5	-2.1865
SPAG6	-0.361833333333333
LINCR	1.622
ZDHHC22	-1.242875
CCDC60	0.6195
THOC7	-1.1125
TCTA	0.1336
OR8K3	0.24525
NY-REN-7	-0.8465
B2M	0.9895
C6orf141	-0.233625
LPPR4	1.386
SQLE	-1.216
SEPHS1	-0.38875
BTBD14B	0.242785714285714
PLRG1	0.47475
SPG7	-0.6603125
ZNF614	-0.148166666666667
PARD6G	0.539333333333333
INPP5B	-0.7895
GRPEL2	1.33
PPID	-0.5125
TRIM56	-0.31425
UBE2J1	0.87575
IL20RA	3.94425
LOC387856	-0.27575
C1orf107	0.592
UTS2R	1.216
C19orf22	1.043
SAFB2	-0.301125
KIAA0652	0.165625
KLRG1	-0.0723333333333333
MS4A8B	3.2685
FRAG1	0.45875
KIAA1546	0.03125
E2F4	0.5498
CLEC4M	0.587
BTBD14A	0.37975
KIAA0999	-0.2936
GYPA	-3.75366666666667
TAC1	1.1026
TRAIP	-0.145333333333333
KIAA0232	0.0873
ERCC8	0.458125
GPX4	0.113375
KIAA0368	-0.643875
GPR157	-0.587833333333333
CTAGE4	1.491
C9orf30	-0.245
OR52A1	0.6665
HSP90B3P	1.4575
ALG9	-0.3745
BTBD10	0.651
SDK2	0.016
BAIAP3	-1.02425
RABGGTB	-0.633125
ANKRD40	0.657
KRT74	-1.049
CALCOCO2	0.512428571428571
SNCA	-3.283
TMSL8	-5.0265
C2orf53	0.346
ESRRB	-0.76025
ARHGAP26	0.038875
TDRD9	-2.38775
HRAS	0.4375
KLRC4	-1.359
JAGN1	-0.00783333333333333
BSDC1	-0.15125
RNF43	1.3988
NDUFAF1	0.25675
PHF12	0.6655
OR1L3	0.816666666666667
FOLR2	2.29416666666667
LYZL6	0.430333333333333
tcag7.1260	-1.0855
WSB1	-1.46983333333333
PROS1	-1.7414
OSTN	0.044
PSMB8	2.01425
SOCS4	0.1465
DDIT4L	0.0175
MAS1	0.74
MGC34796	1.80675
CSHL1	-0.0323333333333333
TBCCD1	-0.155
ZBTB7C	-0.1505
AP2S1	-0.25025
P15RS	0.659
VAT1	-0.9765
SHANK3	0.939333333333333
TUFM	0.1375
THEG	-0.1325
KRT34	-1.09025
SGSM3	-0.322625
TOMM22	1.1955
SOCS3	2.18416666666667
CPO	0.318
POP4	0.611
BHLHB3	-0.4155
MALL	2.34025
OR1B1	0.667
PARK2	-0.166666666666667
GPR124	0.248875
LCE1E	0.016
RUVBL2	0.1115
CGRRF1	0.5946
ACPL2	0.866
WNT10B	-0.050875
BAIAP2L2	1.2505
ISCA1	0.283
C1orf125	2.304625
RPAP1	-1.2615
RAI16	-0.409
RPL27	0.73
NLRP9	0.3275
EPN1	0.1855
LOC388610	-0.47375
SLC35A1	0.7972
GAL	-4.2825
SLC14A2	0.546
RDH11	-1.00766666666667
FAM138F	1.2585
AUH	1.14575
FLJ40243	-0.64525
C14orf129	2.4085
MBD2	-0.0679999999999999
ABHD14B	1.084125
PIGT	-0.99375
ALS2CR4	-0.497125
ALAS1	1.1531
FOXO1	0.746666666666667
CRLF3	0.35225
C20orf107	-0.034
FARS2	-0.068
CCDC28A	0.205
NPHP3	-1.4675
OR13F1	-0.2665
TSEN54	-0.24325
DEFB106B	0.113
OR8B4	0.5345
STH	-1.30225
ZC3H14	-0.045875
CBX2	-0.193
TMEM49	-0.22525
C6orf21	1.5145
FLJ20920	0.574375
CRTAP	-0.540428571428571
DDX50	-0.6325
STYXL1	-0.68025
BLVRB	-0.949
LOC147650	-1.9335
MMP24	0.03575
GRID1	1.28883333333333
BANF1	0.0691666666666667
CTAGEP	0.556
HMBS	-0.81275
SLC25A24	1.052
C14orf50	1.05825
MRO	2.30833333333333
SLC25A15	-0.30325
FAM84B	-0.1438
TDP1	-0.2595
C16orf78	0.566833333333333
C11orf57	0.539625
RFK	0.628
ZFYVE9	-0.54575
STCH	-1.0158
WIBG	1.151
LOC283871	0.665166666666667
GBA2	-0.2257
NDUFB3	-0.58675
HSD17B13	-0.08625
GRIN3A	2.6865
FMNL1	-0.716833333333333
SEPT7	-1.0743
GNLY	5.698
GRAMD1C	0.123166666666667
ZNF165	1.04375
USP38	0.70225
FAM83A	-2.97383333333333
C14orf24	0.316416666666667
ARMCX3	-0.440375
ARHGDIB	-0.015
AK1	0.244875
KIAA1045	-0.35175
DNAJB13	0.0228333333333333
NEU2	4.046
HIST1H4B	2.1585
FAM20B	-0.3742
HES2	1.83130769230769
FAM73B	-0.1552
LOC388381	-0.02725
INTS7	-0.248818181818182
AMPH	-0.509333333333333
ZNF775	-0.3715
UCKL1	0.559166666666667
C10orf97	0.9425
C1orf161	-0.091
ALDH1L1	3.09775
FLJ39378	-0.59275
SLC23A1	-2.3455
RBM4B	-0.6085
THAP4	0.468166666666667
OGFRL1	-0.235
KIAA0831	0.4945
PPP1R15A	-0.343
C1orf96	0.0767142857142857
C12orf11	0.2845
BMF	-0.17425
MAN1A1	-0.3085
KIAA1600	-0.00166666666666666
NLGN4X	-1.29
ALOX12	-1.17016666666667
RB1CC1	-0.2963
NEIL2	0.3222
EIF4E	1.063
ABHD5	0.33525
EXOC4	-0.446333333333333
CIP29	1.29833333333333
BATF2	3.6995
SLC29A4	-0.423
HTR4	1.25725
EMB	-1.29425
TRAF6	0.9075
LMNB1	0.76875
FAM19A5	-1.134625
SHE	0.73225
PIK3C2B	1.09775
C15orf15	1.0238
USP15	1.0286
TCEAL2	-1.1615
C5orf39	-0.886166666666667
PTGER2	0.6075
SLC31A1	-0.0745625
IFT172	0.4515
ADAM29	-0.04625
GFOD1	-0.60775
ST7L	0.147166666666667
C15orf26	-3.17875
PKN3	-1.15925
CNTD1	0.729833333333333
COMMD1	0.124375
NTRK2	0.8045
FOXN3	-1.0785
MFGE8	-0.9068
PFKFB2	1.207
TAS2R4	-0.768333333333333
ENTHD1	0.745
PRMT5	0.17525
MGC16384	-1.721625
LOC442229	0.91275
TSKU	0.00325
KRTCAP3	4.291
PDLIM1	1.3245
KCNS2	0.36725
RNF126	0.516166666666667
CEP63	-0.797375
CLIC4	-1.75925
hCG_1990170	-0.25475
ACR	-0.0579999999999999
KLK7	0.87125
ALOX5AP	4.059375
RIPK3	4.9685
TAS2R9	0.9885
C19orf18	-1.38
BIRC6	0.412928571428571
ZNF16	0.7165
RFT1	-0.7665
SLC8A2	-0.9425
TACC1	-0.389
ITGAD	0.647
SAMHD1	2.0055
SH3PXD2B	0.753
EPC2	0.2805
C20orf85	0.646375
ATP13A2	-0.160666666666667
KRT4	0.546875
CAPNS1	0.38125
MDM2	0.353833333333333
PCDH20	1.50375
KCNK9	0.625
OR2C1	-1.2455
KLHDC3	-0.453333333333333
IPPK	0.8925
EFHD2	1.429
GALR3	1.35275
NBEA	-3.6535
ABCA6	0.4088
CLDN3	2.82233333333333
AKT2	-0.346071428571429
EGFR	-0.4454
RBM16	0.510375
ZDHHC3	1.3178
SLC25A4	0.859
CYB5B	0.184166666666667
CPXM1	-0.47075
NDRG1	0.487692307692308
FLJ43826	-0.34975
OR5L2	0.338333333333333
FARP2	0.8649
MRPL46	-0.0998333333333333
LDHAL6B	0.133
MAPKAPK3	0.000499999999999982
NCAM2	-2.449
PRKD2	-0.315666666666667
ZFP36L1	-0.0581
CYSLTR1	-1.36925
OR4C3	-0.5055
HIST1H2AJ	0.373
CCNB2	-0.807111111111111
ZNF10	-0.061125
TMEM175	0.014
FAM134A	-0.364833333333333
TIGD4	-0.2765
PCNP	-0.23975
MGC39715	-0.27225
LQK1	-2.45225
CREB1	0.2862
TMPRSS3	-0.71875
C4orf32	0.139375
LAT	-1.16033333333333
KCNA3	-0.4845
SKIV2L2	-0.279
ROPN1B	-3.67325
tcag7.23	0.483
CDT1	-0.448375
ZHX2	-0.237
CD28	-2.38875
ZNF624	-0.5075
SEPT2	0.20675
SOHLH2	-3.8965
MCOLN3	-0.490714285714286
UNQ1945	1.091
MASP2	-0.7005
ZNRF3	-0.3148
GPATCH3	0.0435
AGL	0.3665
QRICH2	0.162
PSD4	-0.640833333333333
CCNB1IP1	0.05725
ENPP7	-0.09
OBFC1	-0.48325
KCNG3	-2.20275
C14orf79	0.338
ENPEP	1.04866666666667
SCT	0.5445
SKI	0.82225
SEC61G	-0.405
CAPN11	0.34325
ATXN7L3	0.56275
DBNDD1	-0.3075
FAIM	0.42075
ANKRD36	-0.5395
GABRP	-0.3068
TACSTD2	0.0225
EIF3J	-0.19225
PPP2R2A	0.715
TEKT4	-0.662833333333333
PVALB	-3.96183333333333
F10	-2.6265
FAM134C	0.3605
COMP	-0.793375
EFCBP1	-4.250625
SCLT1	-0.418875
TAL1	-1.3334
ACSL1	1.06425
ABCC5	-1.15016666666667
ABL1	-0.000111111111111103
RBBP7	0.16625
PTPRG	-0.81575
NCOR1	0.0833
SPINK4	5.08333333333333
TXNRD1	0.101
TNRC15	-0.213625
C9orf138	0.334
UBE2H	-0.000499999999999991
BRDT	-0.283
C8orf31	0.05075
CCNE2	-0.797
SLC6A8	-1.54775
CALCR	-4.5065
PPP1CB	0.717416666666667
ABHD8	-1.202
ARF5	0.7313
SLC24A4	0.6915
CCT3	-0.358
ZNF121	0.378625
SLC3A2	-1.1482
OR13A1	1.415
SLC5A10	0.2195
RAD50	0.313875
IER5	0.731125
MTHFD1L	0.040625
MBTPS2	0.04175
MVK	0.167375
NCL	0.3437
PSMD10	-0.35075
MOBP	0.577142857142857
FLJ32894	0.862
HRH1	0.318833333333333
C5orf30	0.2405
NUDT16L1	0.3803
RASGRP3	3.75133333333333
PRKRIP1	-0.7417
CCDC75	-0.3015
LOC253970	0.421
KIAA1239	0.71725
MED21	0.72175
SYT11	0.2385
NTSR2	-0.895
EGFL11	0.465
CXorf59	1.592
OR2A25	0.7345
SPTBN2	-0.76675
LRMP	-1.22833333333333
RNF111	-0.006
PTH	0.7685
LOC619208	-1.19783333333333
KIAA0895	0.75825
RANBP5	0.49025
P2RY10	1.68566666666667
NME5	-1.21933333333333
DDX21	-0.216
LRSAM1	-1.005
HDAC11	0.614833333333333
VMO1	2.9015
NOLA2	-0.1835
ADAR	0.11175
MTO1	-0.7935
SF4	-0.168
P2RX1	0.0756666666666666
HBM	0.76075
EN2	1.7465
C14orf172	0.97975
TM9SF2	0.3242
INHBE	-0.817666666666667
TCTE3	0.63175
TOX2	-1.96675
CTAGE3	0.60675
HBB	4.3679
MED15	-0.9255
CASR	0.4995
C6orf66	0.580666666666667
MTPN	-1.681
UNC50	-0.4695
C21orf33	-0.20575
IRF2	1.36525
PGR	-4.37016666666667
GPR84	3.72875
CROCCL1	-2.2205
SRPX	-2.939
BRE	-0.199166666666667
FGF10	0.11075
SDC3	-0.149333333333333
ZRSR1	-0.542333333333333
DKFZP434P211	-1.226875
SOX6	-0.252
RPUSD2	0.37475
C14orf173	0.96575
MAPK11	0.0965
TBC1D22A	0.8165
FAM123A	-1.483
COL4A6	-4.7115
TOMM70A	0.8075
NAB1	0.65825
MGC16385	-1.51325
TSPAN18	-1.46533333333333
MED31	1.297
PLG	-0.478
CAPSL	-0.168
ZNF532	-0.7641
ASB14	-0.4825
CA8	-2.90625
NUDT16P	3.54483333333333
SLFN11	-1.117
LRRIQ2	-0.549
NOL7	0.322333333333333
BRMS1L	-0.102875
JARID1A	-0.4875
PANK2	-0.28775
ICAM3	0.1485
MDS1	1.255
TAF8	-0.83775
RNF139	-0.4415
ZNF594	-0.900833333333333
ADAM8	2.294
SFTPC	0.271875
MAN2B2	-0.279
RGS12	0.0695
EIF1AY	-3.8109
LRRIQ1	-2.6885
GPR150	0.9955
CCDC21	-0.6175
PRRG3	0.1
SAA4	-1.13475
RAPGEF5	2.611
ZCCHC2	0.281083333333333
MGC39372	0.527
PPP4R2	0.588333333333333
CDCA2	-0.592833333333333
OR4D5	0.718666666666667
PTGFRN	1.3143
SIGLEC5	3.0385
C19orf61	-0.616333333333333
NMUR2	0.3405
KIAA1586	-0.530833333333333
DAGLA	0.687666666666667
CHCHD6	0.75225
GPR32	0.8735
NEUROD6	-0.151
SLC2A4RG	-0.734
CA5B	0.258
FBXL3	0.429
MPHOSPH9	0.52125
HMG2L1	0.151
HCN4	0.904833333333333
CEACAM19	0.30825
SH2D4B	0.244
HFE2	0.00650000000000001
TGM4	1.564
LYPD2	0.8795
TBC1D15	0.817
MRPS21	-1.0202
NONO	-0.901
CLEC5A	2.79875
ITCH	-0.3684
MGAT3	-1.70583333333333
MBP	-0.252
RPP25	1.352
SOSTDC1	-1.3675
HRC	-1.7975
TRIM48	1.2785
TMEM133	-0.1695
ECEL1P2	-0.797
HOXC11	-1.466
DOK5	-1.26325
HELZ	-0.849166666666667
LOC348180	0.5975
MGC33894	1.46225
ADRB3	0.9125
DMD	-0.759818181818182
PTRH2	-0.154
MPEG1	3.778
NDUFA12	0.654333333333333
KRTAP2-4	0.0669166666666666
STAMBPL1	0.564333333333333
ADCY2	-0.831166666666667
UNQ6125	0.905
KLHL20	-0.901666666666667
SRM	-0.4575
OTC	1.322
TMIE	-0.427166666666667
SNX8	1.04175
LIPK	0.652
CHURC1	-0.03925
KLC2	0.607
HDAC1	0.642166666666667
FAM128A	-0.3865
FNDC3B	-0.5706
MTCP1	-0.678333333333333
WFDC10B	-0.00399999999999998
PCDHGB3	0.0965
ATRNL1	-3.3874
CAV2	-1.053125
MED26	-0.1225
DUS1L	0.7715
CHRM3	-2.27225
NEK9	0.1505
WARS2	0.7495
TBX22	0.472
TOMM40	0.36325
RP6-213H19.1	0.169666666666667
TUBGCP5	-0.73725
IGSF6	5.57075
TPPP	2.3395
UNQ6190	0.3675
GSTM5	1.096375
BTD	-0.337833333333333
PDCD1LG2	1.252
SNRPB2	0.0085
ERICH1	0.08425
APOA4	-1.357875
HOXA11	1.13475
NARG1	-0.122
MKX	-0.5065
RAB28	0.0983571428571429
PKP3	0.934
SH3GL2	-2.74225
CTSO	2.27825
RPN2	-0.0493749999999999
IL28RA	0.963166666666667
SFMBT1	-0.18075
WDR57	0.67225
FER1L3	-0.245666666666667
HSF5	0.811833333333333
TTC9B	2.239
C4BPA	-2.614
ALB	-3.96678571428571
SORBS3	-0.3385
UPF2	0.492
JPH1	1.265
AGBL2	-2.82975
DOPEY1	0.5975
TERF1	-0.45275
KIF22	-0.77
NINJ1	-0.35
SEC61A2	-0.5805
HIST1H1D	0.416
SFXN4	1.104875
UCP3	0.3815
ZNF703	1.14016666666667
MYL6B	-1.744
TREM1	3.5335
OR52E6	-0.029
CKMT2	-0.5645
HLA-C	2.396875
SLC13A3	-2.84766666666667
TIMP4	-1.2805
SLIT2	-1.23525
RSF1	-0.720111111111111
LONRF1	-0.450428571428572
MON1A	-0.1625
CACNG6	-1.23216666666667
DPPA4	-5.28666666666667
ZSWIM3	-0.98425
ZNF804A	0.8375
CCIN	0.5905
SLC25A31	0.689
KCNMB4	-2.847
RABL5	-0.5365
GALNS	-1.1901
STX6	-0.228625
HIST1H1C	-2.8725
CIDEB	-0.91125
CASP4	-0.0705
PDK3	0.4314
KCNJ11	0.164
TPR	-1.060625
ZSCAN20	-0.288
MTX2	-0.0695
HIST1H2BH	-0.64325
LOC283767	-0.9995
LYRM7	-1.15327777777778
BRD3	-0.511
HIST1H2BO	-1.125
MAGEB10	0.307
SLC45A1	-0.6265
SERPINA3	-3.0526
KIAA0143	-0.0525
KCNJ16	0.223666666666667
KRT79	0.991
FABP2	2.051
NUT	-0.344
ZNF57	1.53175
FBXL4	0.4375
CLEC9A	1.3625
UGT8	4.532
BMP2K	0.659
MAPK4	-4.0615
SLC25A23	-0.0663
HINT1	-0.2243
KRTAP13-1	0.27
SFXN5	-0.2118
CHCHD2	0.84275
FAM3D	4.6815
NDP	-3.099625
RHOBTB1	-1.2455
SLC4A4	-0.379857142857143
RPL38	0.049
HTF9C	-0.378833333333333
AP2A2	-0.189
ZBTB46	-0.8035
MAP7D1	-1.02
AOX1	-1.49866666666667
CYR61	0.11725
DTNA	-2.06733333333333
JRKL	0.70025
TMOD3	0.4045
EEA1	0.8632
ADCK5	1.0015
IL1R1	1.03866666666667
KLK3	2.09992857142857
HRSP12	-0.8635
KTN1	-0.621
LOH11CR2A	1.177
RELL2	-0.546
MAB21L1	-0.6845
C20orf59	0.241833333333333
PHKB	-0.444
ADAM2	-1.251
TBC1D8B	0.643833333333333
FAM13A1	-0.6089375
LAPTM4B	-1.24008333333333
LCN8	0.189
TMEM147	-0.359
SYT4	0.391833333333333
XPO7	-0.104
C9orf62	1.71075
GPR75	-0.219
TRIM5	0.78575
APOC1	0.884833333333333
RNASE4	-0.485333333333333
PARD6B	-1.96375
ARID1A	-0.479416666666667
TPD52L3	0.5807
RRAGB	-0.636
RCN2	-0.841
HIST2H2BE	-1.4350625
STARD7	-0.1715
SHMT2	1.25025
KIAA1751	0.225166666666667
MLYCD	0.777125
LOC162632	-1.2158
UQCRH	-0.86275
RP11-217H1.1	0.503
SDHA	-0.699166666666667
NCLN	0.7053
ZNF17	0.232833333333333
RCBTB2	-2.56125
VEGFB	-0.9403
RP4-747L4.3	-0.31225
COLQ	-0.1518
MPN2	-1.13883333333333
DRG2	-0.719
KLRB1	7.01
ALPK2	-1.26025
DNASE2B	1.22425
FLJ23834	-0.3925
AXUD1	0.700666666666667
SAFB	0.1678
NSUN4	0.677
RFX2	-0.7505
MAPK8IP1	-0.977666666666667
FANCD2	-0.291785714285714
ANKZF1	-1.43683333333333
C19orf50	-0.96725
DUSP8	0.65925
SENP5	0.741125
NFKBIL2	0.89975
LBR	0.71225
IGFL1	0.2945
LZTS2	-1.9785
IL2RG	0.7995
CCDC51	0.564
KLF3	1.20475
ANKRD37	-0.011
KCTD14	2.98133333333333
FZR1	0.436666666666667
SLC44A4	3.5391
ESPL1	-0.409625
GMPR2	-0.864
TBC1D19	-0.5035
ERGIC1	0.78404
ERBB4	-2.49977777777778
TSPAN32	0.134
MAP4	0.4085
GPHN	0.924
SLC6A2	-0.714
HIVEP1	0.0205
DFFB	1.7867
EIF4EBP2	0.202375
DMRT1	-0.1305
HSPB6	-0.13375
IER2	-0.1695
AIFM1	-0.13525
WWC2	-0.96225
MRPL4	1.08675
FLJ21062	0.997166666666667
EPB41L4A	-1.03658333333333
SH2D6	-0.29175
TAF4B	0.77425
GAL3ST3	0.472
MALT1	0.112833333333333
RTDR1	-0.66975
ARVCF	-0.924
MEX3B	-1.82383333333333
FBXO16	0.05275
KIF7	-1.85775
C1QC	4.33683333333333
ZNF783	-1.38783333333333
ZNF85	-1.8145
MMP13	3.932
KIAA0329	-0.777
RTP3	-1.1565
ZBED3	-1.314
CLGN	-4.735
SLC25A37	-0.741875
hCG_18290	0.00949999999999999
OR5AS1	-1.049
SMARCC2	-0.1455
FAM109A	1.0185
CCDC12	-0.935
USF2	0.3693
DEPDC7	0.39025
C20orf24	-0.289333333333333
JMJD3	0.7615
DSP	0.702785714285714
SLIC1	0.959125
FAM20A	1.33625
IRF2BP2	0.141625
ZNF230	-0.5255
MSN	-1.23871428571429
SLC9A5	-1.1175
EPDR1	-0.5089
MUSK	0.352333333333333
ZNF434	-0.4075
SMARCD1	0.557333333333333
