Hybridization REF	TCGA-07-0249-20A-01R-1022-07
ERBB2IP	-0.18
EMX2	-0.0845
FUS	-1.0065
TF	-4.0308
CLCN4	2.21683333333333
CXorf56	-0.19375
C11orf72	0.362
ELAC2	-1.28683333333333
NPR1	-3.122
ASS1	-0.249
USP42	-0.6525
POLR2J	-0.3285
SEC23IP	0.909833333333333
UQCRC1	0.55075
LOC729603	0.06725
C1orf71	-0.499875
POLG	-1.2435
ADAM23	0.26575
TFR2	-0.91475
RICTOR	-0.947
MGC39606	0.31025
C19orf55	0.104125
SNAPC1	1.13966666666667
GNA11	0.5455
CCDC52	0.527666666666667
FSIP1	1.579
UPF3A	0.6775
IGSF11	-2.33816666666667
LAGE3	0.1675
CHST6	-1.218
UNC13B	-0.778125
TTLL4	-0.804625
ZNF687	-0.247875
SDC2	0.3111
COX7A2	-0.54275
LAMB4	-0.52
FAM24A	0.6385
LRRTM3	-0.27075
GPHB5	0.71175
OR4C13	-1.0085
EIF3EIP	0.0864285714285714
HABP4	0.907
TMEM125	-3.76725
CNTN2	-0.906
ASNSD1	0.032
FUT4	-0.544125
ACF	-3.31375
LOC158381	0.844
CDH8	-0.458
AGPS	-0.557333333333333
C4orf18	-2.2115
PECI	-0.257583333333333
UNG	-0.408375
GSTP1	-0.818
DCUN1D5	-1.13633333333333
DKFZP564J0863	0.2895
SLC9A3R1	-1.61225
BCDO2	-1.434625
CHMP7	0.597375
REM2	0.295
DNHD1	-0.19175
FKBP4	-0.8245
ZNF350	-2.15175
MGC11102	0.79425
BST1	0.3785
KISS1R	0.254
NCR2	0.5775
DEFB125	0.722
UBE2W	1.28875
KRT15	-1.489625
C10orf99	0.348
SCN11A	0.168
GFI1	-3.5185
RDHE2	-1.03766666666667
FHL1	-0.653333333333333
OSGEP	-1.10133333333333
GATA1	-3.461
SMC6	-0.555
TTTY14	-0.8975
LPIN3	-0.9955
RPL4	-0.5427
RBPMS	0.4559
PRPF3	-0.643333333333333
EMR1	1.3015
SPATA19	0.609
XCR1	0.676
IRX3	0.5989
RBM6	-1.36275
KLF4	-1.4867
UNC5CL	-2.54
SEBOX	-0.017
BTK	-4.095
KRCC1	1.289
C6orf27	0.4035
SYTL5	-1.099
PRND	-0.032625
LOC653319	-0.773
PIGL	0.1175
HUS1	0.933166666666667
SFRS6	-1.07266666666667
C17orf77	0.4175
UIMC1	-0.1445
FXYD2	-2.2036
LOC283152	0.5465
ZNF667	-3.14366666666667
ZCCHC12	-0.705
TFEC	-0.724888888888889
ATP7B	-2.29516666666667
POLD2	-0.724833333333333
RG9MTD1	-0.28025
ACOT2	0.0726666666666667
HIST1H4I	-1.18425
PPARGC1A	0.3867
ETFA	-0.5423
POLRMT	0.0045
ZNF146	-0.210375
MIA2	-1.2015
KLHL6	-5.22316666666667
HOXB5	-1.765375
NENF	0.587666666666667
CUGBP1	0.08025
PRSS22	-0.821833333333333
CASC4	1.5717
CUL4B	1.2238
CENPJ	-0.8074
PITX1	-0.762166666666667
FLJ31033	1.36633333333333
CELSR3	0.3485
ZNF568	-1.285
ITSN1	0.00875000000000001
EHBP1L1	0.205
C19orf2	-0.42025
DCTN1	-0.58775
LIN28B	-2.687
TNKS2	0.53325
C1QBP	-0.193375
CADPS2	1.87525
SRMS	0.385
GJA9	0.5275
MGC24975	-2.49466666666667
TRIM45	-0.739166666666667
TSP50	0.248666666666667
TCP1	-0.31175
TMED7	1.0165
CMA1	0.274
CENPL	0.1205
PTCRA	-0.804
FST	-2.59575
VWCE	-2.988
PAWR	-2.5285
ABCC12	0.488
LDLR	1.0081
ASTN2	1.4791
LOC441212	0.129125
GPATCH8	-0.0985
TANC2	0.00733333333333334
KIF4A	-0.59175
C18orf18	-0.39525
PGM1	0.12725
KIAA0258	0.62075
CPD	1.11875
SNCAIP	-1.61675
DCT	-4.04566666666667
HLA-DOA	1.31022727272727
OR11L1	0.804
UPK1B	0.2405
DNAJB4	0.3515
UGT1A8	-0.1595
HIST1H4L	-0.706
PECR	-0.00783333333333334
HSPA2	1.86025
WFIKKN1	-3.3285
SERP1	-0.028125
SYDE2	-1.12
TACR2	0.0995
NUP85	-0.219
CD177	-0.261333333333333
LGR5	-2.33583333333333
PIGG	-0.125583333333333
PTHR1	-3.1865
RAB5A	0.7178
FLJ13224	-0.5015
USP9Y	-1.30216666666667
C7orf53	-0.559
LRP1B	1.571
XAF1	-0.9491
ABCG8	0.0265
ANKDD1A	0.472
DAND5	-1.638
SPAG6	0.343333333333333
LINCR	0.85725
ZDHHC22	-1.2465
CCDC60	1.314
THOC7	-0.766666666666667
TCTA	1.0985
OR8K3	-0.00600000000000001
NY-REN-7	-1.26333333333333
B2M	1.49
C6orf141	-1.139625
LPPR4	6.17825
SQLE	-0.05025
SEPHS1	-0.86975
BTBD14B	0.643571428571429
PLRG1	0.25575
SPG7	-0.4029375
ZNF614	-0.05
PARD6G	-0.986333333333333
INPP5B	0.1003
GRPEL2	0.273875
PPID	-0.4637
TRIM56	-0.43875
UBE2J1	1.08475
IL20RA	-2.8035
LOC387856	2.456
C1orf107	0.435333333333333
UTS2R	0.45575
C19orf22	-0.45925
SAFB2	-0.162
KIAA0652	0.46275
KLRG1	1.09316666666667
MS4A8B	-0.167833333333333
FRAG1	-0.23275
KIAA1546	-0.64025
E2F4	-0.4971
CLEC4M	-0.0284
BTBD14A	-0.82575
KIAA0999	-0.3586
GYPA	-3.34075
TAC1	-0.4888
TRAIP	-0.417833333333333
KIAA0232	0.5427
ERCC8	0.98775
GPX4	0.487125
KIAA0368	0.700625
GPR157	-1.3945
CTAGE4	-1.453
C9orf30	1.899
OR52A1	-0.46
HSP90B3P	0.6135
ALG9	-0.4431
BTBD10	1.2095
SDK2	-0.8015
BAIAP3	-3.03525
RABGGTB	-0.43275
ANKRD40	-0.131333333333333
KRT74	0.6085
CALCOCO2	0.633142857142857
SNCA	-1.47575
TMSL8	-2.69575
C2orf53	0.1375
ESRRB	-0.7355
ARHGAP26	-1.126
TDRD9	-3.2895
HRAS	0.398166666666667
KLRC4	-1.5565
JAGN1	0.0155
BSDC1	0.143
RNF43	-1.6981
NDUFAF1	0.6625
PHF12	0.43775
OR1L3	0.2955
FOLR2	0.147916666666667
LYZL6	-0.063
tcag7.1260	3.5035
WSB1	-1.33166666666667
PROS1	1.3711
OSTN	0.583
PSMB8	0.2795
SOCS4	0.7875
DDIT4L	5.6525
MAS1	1.812
MGC34796	0.29025
CSHL1	0.3285
TBCCD1	-0.737666666666667
ZBTB7C	-0.1475
AP2S1	1.0805
P15RS	-0.3806
VAT1	0.5805
SHANK3	-1.284
TUFM	-0.4135
THEG	-0.22475
KRT34	4.61925
SGSM3	-0.587
TOMM22	0.281625
SOCS3	1.75083333333333
CPO	-0.853
POP4	1.0335
BHLHB3	3.4565
MALL	-1.98725
OR1B1	0.264
PARK2	0.187666666666667
GPR124	-1.529375
LCE1E	-0.09
RUVBL2	-1.077
CGRRF1	1.5548
ACPL2	0.45675
WNT10B	-1.164
BAIAP2L2	-2.459
ISCA1	0.2055
C1orf125	-0.486625
RPAP1	-0.27975
RAI16	-0.426666666666667
RPL27	-0.37125
NLRP9	-0.1985
EPN1	0.8465
LOC388610	-0.268125
SLC35A1	0.1141
GAL	-4.8095
SLC14A2	0.6855
RDH11	0.404666666666667
FAM138F	-0.6635
AUH	-0.3305
FLJ40243	0.614
C14orf129	0.915833333333333
MBD2	-0.517166666666667
ABHD14B	0.061875
PIGT	0.296
ALS2CR4	0.81725
ALAS1	0.5635
FOXO1	-1.67266666666667
CRLF3	0.16375
C20orf107	0.486
FARS2	-0.057
CCDC28A	-0.07875
NPHP3	0.0565
OR13F1	0.455
TSEN54	-1.61475
DEFB106B	0.3733
OR8B4	0.1195
STH	-1.13175
ZC3H14	0.084875
CBX2	-0.677
TMEM49	-0.349
C6orf21	0.565
FLJ20920	0.1985
CRTAP	1.33007142857143
DDX50	0.27425
STYXL1	0.38875
BLVRB	0.899666666666667
LOC147650	1.51566666666667
MMP24	0.59425
GRID1	-0.3455
BANF1	-0.0556666666666667
CTAGEP	-1.08275
HMBS	-1.7485
SLC25A24	-0.8245
C14orf50	1.1875
MRO	-0.545833333333333
SLC25A15	-0.7205
FAM84B	-2.5063
TDP1	1.03
C16orf78	0.129166666666667
C11orf57	-0.8735
RFK	0.472
ZFYVE9	0.447
STCH	1.2819
WIBG	-0.26875
LOC283871	-1.01283333333333
GBA2	-0.8011
NDUFB3	0.2765
HSD17B13	-0.41875
GRIN3A	0.239833333333333
FMNL1	-1.86733333333333
SEPT7	0.0203
GNLY	1.499
GRAMD1C	0.492666666666667
ZNF165	-2.352
USP38	0.5955
FAM83A	-3.6095
C14orf24	0.183666666666667
ARMCX3	1.025375
ARHGDIB	-3.64033333333333
AK1	0.6275
KIAA1045	-0.128
DNAJB13	-0.539833333333333
NEU2	1.218
HIST1H4B	-0.725166666666667
FAM20B	0.3335
HES2	-0.0682142857142857
FAM73B	-0.8275
LOC388381	-0.01875
INTS7	-0.468818181818182
AMPH	3.742
ZNF775	-0.179
UCKL1	-0.572
C10orf97	1.15725
C1orf161	0.01125
ALDH1L1	-1.848
FLJ39378	0.230375
SLC23A1	-3.4815
RBM4B	-0.313
THAP4	0.259
OGFRL1	0.73325
KIAA0831	0.133625
PPP1R15A	-0.173
C1orf96	0.538928571428572
C12orf11	-0.67825
BMF	-1.213125
MAN1A1	0.553875
KIAA1600	0.369333333333333
NLGN4X	-3.22375
ALOX12	-1.5485
RB1CC1	0.5807
NEIL2	1.4838
EIF4E	0.518454545454546
ABHD5	0.4835
EXOC4	0.9015
CIP29	0.471666666666667
BATF2	-0.27925
SLC29A4	0.29875
HTR4	0.4425
EMB	-4.91825
TRAF6	0.10725
LMNB1	-2.02875
FAM19A5	-2.452125
SHE	-0.304333333333333
PIK3C2B	-3.36725
C15orf15	-0.2766
USP15	0.2812
TCEAL2	-0.202
C5orf39	-0.126666666666667
PTGER2	1.93175
SLC31A1	0.396375
IFT172	-0.31725
ADAM29	0.0855
GFOD1	-1.53075
ST7L	0.964666666666667
C15orf26	-1.6935
PKN3	-2.3675
CNTD1	2.01516666666667
COMMD1	0.4445
NTRK2	0.267909090909091
FOXN3	-0.795875
MFGE8	-0.3933
PFKFB2	-0.00866666666666666
TAS2R4	0.656
ENTHD1	-0.53
PRMT5	-1.390875
MGC16384	-1.53925
LOC442229	0.71825
TSKU	-0.64475
KRTCAP3	-2.833625
PDLIM1	0.6267
KCNS2	-0.39525
RNF126	0.00366666666666666
CEP63	0.721
CLIC4	1.163875
hCG_1990170	-1.44975
ACR	0.0348
KLK7	-0.21825
ALOX5AP	-2.462375
RIPK3	-0.91925
TAS2R9	0.769
C19orf18	-2.325
BIRC6	-0.3855
ZNF16	-0.12
RFT1	-0.45475
SLC8A2	-1.0805
TACC1	1.044875
ITGAD	1.58625
SAMHD1	1.22075
SH3PXD2B	1.2959
EPC2	-0.51275
C20orf85	0.71375
ATP13A2	-0.491333333333333
KRT4	1.1015
CAPNS1	0.25875
MDM2	0.0824166666666667
PCDH20	1.323
KCNK9	0.5215
OR2C1	-0.8415
KLHDC3	-1.4455
IPPK	0.047
EFHD2	0.043125
GALR3	0.4395
NBEA	0.362166666666667
ABCA6	-1.02311111111111
CLDN3	-3.58733333333333
AKT2	-0.0110714285714286
EGFR	1.1235
RBM16	0.355875
ZDHHC3	0.5032
SLC25A4	-1.23816666666667
CYB5B	-0.0305
CPXM1	-2.8805
NDRG1	1.47092307692308
FLJ43826	0.78625
OR5L2	0.183
FARP2	0.5246
MRPL46	0.0574166666666667
LDHAL6B	0.4602
MAPKAPK3	0.142333333333333
NCAM2	-1.014
PRKD2	-0.739
ZFP36L1	1.391
CYSLTR1	-2.53125
OR4C3	0.501
HIST1H2AJ	-1.038
CCNB2	-0.443222222222222
ZNF10	-2.15425
TMEM175	0.192
FAM134A	0.302333333333333
TIGD4	0.2995
PCNP	0.144
MGC39715	0.141
LQK1	1.01975
CREB1	1.0304
TMPRSS3	-2.96675
C4orf32	0.7745
LAT	1.72708333333333
KCNA3	-0.877
SKIV2L2	-0.1595
ROPN1B	-3.56875
tcag7.23	-1.221
CDT1	-1.763
ZHX2	-1.233375
CD28	-6.41525
ZNF624	0.49325
SEPT2	0.00158333333333331
SOHLH2	-0.04325
MCOLN3	-1.484125
UNQ1945	0.6975
MASP2	-1.6145
ZNRF3	-0.3903
GPATCH3	-0.53925
AGL	0.59525
QRICH2	-1.6935
PSD4	-1.61533333333333
CCNB1IP1	-1.71725
ENPP7	-0.433
OBFC1	1.2755
KCNG3	-2.1395
C14orf79	0.127666666666667
ENPEP	-1.34566666666667
SCT	0.2165
SKI	0.34825
SEC61G	0.489
CAPN11	-0.24
ATXN7L3	-0.13175
DBNDD1	-1.5515
FAIM	0.2445
ANKRD36	-0.642
GABRP	-1.3224
TACSTD2	-4.4085
EIF3J	-0.8225
PPP2R2A	0.36925
TEKT4	0.399166666666667
PVALB	-4.02066666666667
F10	-2.714
FAM134C	0.446
COMP	-0.366375
EFCBP1	0.0282499999999999
SCLT1	0.572875
TAL1	-1.3181
ACSL1	2.21775
ABCC5	-1.14033333333333
ABL1	0.174722222222222
RBBP7	0.129416666666667
PTPRG	-0.3155
NCOR1	-0.2673
SPINK4	0.555833333333333
TXNRD1	0.0688
TNRC15	0.149
C9orf138	0.314625
UBE2H	1.09633333333333
BRDT	0.0711666666666667
C8orf31	0.78675
CCNE2	0.132909090909091
SLC6A8	-0.34225
CALCR	-4.75625
PPP1CB	0.90225
ABHD8	0.63525
ARF5	0.4811
SLC24A4	0.218
CCT3	-0.6005
ZNF121	-0.00937499999999997
SLC3A2	-1.0126
OR13A1	0.5095
SLC5A10	0.116
RAD50	0.029125
IER5	-0.160875
MTHFD1L	-0.366625
MBTPS2	0.21225
MVK	0.7215
NCL	-0.5369
PSMD10	0.108
MOBP	0.545142857142857
FLJ32894	0.9075
HRH1	2.6125
C5orf30	-0.258
NUDT16L1	-0.9272
RASGRP3	-0.962833333333333
PRKRIP1	-0.6405
CCDC75	1.38925
LOC253970	0.3605
KIAA1239	0.1375
MED21	0.62775
SYT11	4.03116666666667
NTSR2	-0.731
EGFL11	0.181
CXorf59	0.141
OR2A25	0.099
SPTBN2	-2.23475
LRMP	-3.29916666666667
RNF111	0.75575
PTH	0.6435
LOC619208	2.267
KIAA0895	0.46325
RANBP5	0.97925
P2RY10	-0.667833333333333
NME5	3.69266666666667
DDX21	-1.133
LRSAM1	-1.024
HDAC11	-1.40966666666667
VMO1	0.5215
NOLA2	-0.156166666666667
ADAR	-0.478416666666667
MTO1	-1.204
SF4	-0.436166666666667
P2RX1	-0.645333333333333
HBM	-0.25275
EN2	0.5045
C14orf172	-0.31475
TM9SF2	0.7951
INHBE	0.162
TCTE3	0.433916666666667
TOX2	-0.02225
CTAGE3	-0.556857142857143
HBB	-0.3085
MED15	-0.946666666666667
CASR	0.73175
C6orf66	0.226
MTPN	1.354
UNC50	0.39
C21orf33	-0.26025
IRF2	1.02475
PGR	-3.46233333333333
GPR84	4.57775
CROCCL1	-3.126
SRPX	2.41025
BRE	0.921666666666667
FGF10	-0.205
SDC3	-2.76333333333333
ZRSR1	-0.965
DKFZP434P211	-1.05425
SOX6	-0.2455
RPUSD2	-0.441
C14orf173	0.525416666666667
MAPK11	-0.153
TBC1D22A	0.3425
FAM123A	-1.3575
COL4A6	-0.709
TOMM70A	0.0775
NAB1	1.421375
MGC16385	-0.413
TSPAN18	-2.01433333333333
MED31	1.08425
PLG	-0.0115
CAPSL	0.828
ZNF532	0.7853
ASB14	0.46375
CA8	-5.6385
NUDT16P	-1.293
SLFN11	-0.12
LRRIQ2	0.248125
NOL7	-0.456
BRMS1L	-0.558625
JARID1A	-0.0843333333333333
PANK2	-0.9345
ICAM3	-0.16075
MDS1	-0.687
TAF8	-1.01775
RNF139	0.1305
ZNF594	-2.35383333333333
ADAM8	3.091125
SFTPC	-0.32825
MAN2B2	0.339875
RGS12	0.26475
EIF1AY	-1.51675
LRRIQ1	0.660833333333333
GPR150	0.48225
CCDC21	-1.222
PRRG3	0.00925000000000001
SAA4	-4.43
RAPGEF5	-0.145125
ZCCHC2	-0.630916666666667
MGC39372	-0.797
PPP4R2	0.479
CDCA2	0.308
OR4D5	0.489166666666667
PTGFRN	1.5833
SIGLEC5	-0.339833333333333
C19orf61	-0.923333333333333
NMUR2	0.777
KIAA1586	-0.121166666666667
DAGLA	0.422666666666667
CHCHD6	-0.4135
GPR32	-0.0325
NEUROD6	0.315
SLC2A4RG	-0.6915625
CA5B	-0.1585
FBXL3	1.289
MPHOSPH9	-0.83975
HMG2L1	0.6085
HCN4	0.303833333333333
CEACAM19	-0.36325
SH2D4B	-0.161166666666667
HFE2	-1.004
TGM4	0.533
LYPD2	-0.37175
TBC1D15	-0.32825
MRPS21	-0.97
NONO	-1.1126
CLEC5A	-0.33675
ITCH	0.3239
MGAT3	-3.25433333333333
MBP	-2.304
RPP25	-2.3505
SOSTDC1	-2.1275
HRC	-2.50875
TRIM48	0.241
TMEM133	0.641
ECEL1P2	-1.29366666666667
HOXC11	-0.952
DOK5	-0.483
HELZ	-0.833
LOC348180	-0.27
MGC33894	0.37525
ADRB3	0.543
DMD	-0.83325
PTRH2	-0.221
MPEG1	0.429
NDUFA12	-0.877666666666666
KRTAP2-4	0.124666666666667
STAMBPL1	0.597833333333333
ADCY2	-1.67766666666667
UNQ6125	0.3635
KLHL20	-0.0536666666666667
SRM	-0.63225
OTC	-0.02825
TMIE	-0.471333333333333
SNX8	0.30225
LIPK	0.305
CHURC1	-0.425166666666667
KLC2	0.558833333333333
HDAC1	-0.962166666666667
FAM128A	0.185166666666667
FNDC3B	0.8255
MTCP1	0.374333333333333
WFDC10B	1.2198
PCDHGB3	0.292
ATRNL1	-1.87844444444444
CAV2	0.44375
MED26	-0.0541666666666667
DUS1L	-1.00675
CHRM3	-2.141375
NEK9	0.094
WARS2	0.56725
TBX22	-0.3225
TOMM40	-0.4925
RP6-213H19.1	-0.8445
TUBGCP5	0.3315
IGSF6	0.35
TPPP	0.4986
UNQ6190	0.162
GSTM5	1.65725
BTD	0.234166666666667
PDCD1LG2	2.74316666666667
SNRPB2	-1.17933333333333
ERICH1	0.29875
APOA4	-1.665125
HOXA11	-1.3585
NARG1	0.2035
MKX	-1.276
RAB28	0.790642857142857
PKP3	-3.74525
SH3GL2	-0.1255
CTSO	4.111
RPN2	0.475625
IL28RA	-1.354
SFMBT1	-0.02425
WDR57	-0.49375
FER1L3	1.64916666666667
HSF5	0.388333333333333
TTC9B	1.0305
C4BPA	-4.3016
ALB	-3.91221428571429
SORBS3	0.364875
UPF2	0.4185
JPH1	0.3115
AGBL2	-0.4755
DOPEY1	-0.397
TERF1	-0.303166666666667
KIF22	-0.671166666666667
NINJ1	0.16025
SEC61A2	0.534083333333333
HIST1H1D	0.00783333333333334
SFXN4	-0.157875
UCP3	-0.1645
ZNF703	0.120166666666667
MYL6B	0.8285
TREM1	3.3995
OR52E6	0.484
CKMT2	0.6515
HLA-C	1.6125
SLC13A3	-3.08066666666667
TIMP4	2.52875
SLIT2	0.23275
RSF1	-0.675833333333333
LONRF1	0.160142857142857
MON1A	0.613666666666667
CACNG6	-1.87716666666667
DPPA4	-5.063
ZSWIM3	0.7725
ZNF804A	2.7725
CCIN	1.67525
SLC25A31	0.13825
KCNMB4	-0.48125
RABL5	0.36525
GALNS	0.1841
STX6	-0.45425
HIST1H1C	-2.46366666666667
CIDEB	-2.069625
CASP4	-0.0828333333333333
PDK3	0.2666
KCNJ11	-0.9625
TPR	-1.47875
ZSCAN20	0.717
MTX2	0.15125
HIST1H2BH	-1.40575
LOC283767	-1.483
LYRM7	-0.485888888888889
BRD3	-0.691166666666667
HIST1H2BO	-1.704
MAGEB10	1.0565
SLC45A1	3.28
SERPINA3	-3.59155
KIAA0143	0.39475
KCNJ16	-0.365833333333333
KRT79	1.54275
FABP2	-1.26275
NUT	-0.6185
ZNF57	-0.5145
FBXL4	0.832
CLEC9A	-1.063
UGT8	3.48633333333333
BMP2K	0.7525
MAPK4	-3.992
SLC25A23	-1.3848
HINT1	0.3615
KRTAP13-1	0.1055
SFXN5	-0.1532
CHCHD2	0.504666666666667
FAM3D	-0.358
NDP	3.330625
RHOBTB1	-0.0588333333333333
SLC4A4	2.439
RPL38	-0.62875
HTF9C	-0.7405
AP2A2	-0.29425
ZBTB46	-1.5905
MAP7D1	1.064
AOX1	2.102
CYR61	-0.69275
DTNA	2.23338461538462
JRKL	0.854
TMOD3	0.45975
EEA1	-0.1035
ADCK5	-1.004
IL1R1	1.902
KLK3	0.0976923076923077
HRSP12	0.169
KTN1	0.456
LOH11CR2A	0.1627
RELL2	-0.2305
MAB21L1	2.94125
C20orf59	-1.44033333333333
PHKB	-0.4565
ADAM2	-1.5898
TBC1D8B	3.332
FAM13A1	0.1719375
LAPTM4B	-1.271
LCN8	0.2735
TMEM147	0.493
SYT4	0.430333333333333
XPO7	-0.112
C9orf62	0.965
GPR75	1.2445
TRIM5	1.31325
APOC1	-4.048
RNASE4	-0.9215
PARD6B	-3.597375
ARID1A	-0.607916666666667
TPD52L3	0.255
RRAGB	0.398333333333333
RCN2	-0.0378333333333333
HIST2H2BE	-1.43025
STARD7	-0.6995
SHMT2	-0.766
KIAA1751	0.154166666666667
MLYCD	-0.51225
LOC162632	-0.5821
UQCRH	-0.597
RP11-217H1.1	0.8340625
SDHA	-1.1445
NCLN	-0.5493
ZNF17	0.0175
RCBTB2	-3.024
VEGFB	0.5965
RP4-747L4.3	-0.639
COLQ	-0.8058
MPN2	-1.3625
DRG2	-0.729
KLRB1	-0.150666666666667
ALPK2	-0.548
DNASE2B	-0.524
FLJ23834	-0.9708
AXUD1	-0.4245
SAFB	-0.3615
NSUN4	-0.16675
RFX2	0.630833333333333
MAPK8IP1	0.186833333333333
FANCD2	-0.923571428571429
ANKZF1	-2.20783333333333
C19orf50	-0.145375
DUSP8	-0.0565
SENP5	0.249375
NFKBIL2	-0.33675
LBR	-1.276
IGFL1	0.847
LZTS2	0.1795
IL2RG	-2.196625
CCDC51	0.19375
KLF3	-0.557
ANKRD37	-0.221
KCTD14	-2.51416666666667
FZR1	0.685666666666667
SLC44A4	-2.4666
ESPL1	0.104875
GMPR2	-1.0665
TBC1D19	1.18383333333333
ERGIC1	1.97203703703704
ERBB4	-1.7894
TSPAN32	-0.282916666666667
MAP4	0.50425
GPHN	0.4595
SLC6A2	-0.56275
HIVEP1	-0.12775
DFFB	-0.4869
EIF4EBP2	-0.557125
DMRT1	1.9235
HSPB6	0.25925
IER2	-1.34916666666667
AIFM1	-0.66925
WWC2	0.47425
MRPL4	-0.063
FLJ21062	0.3895
EPB41L4A	-1.51075
SH2D6	1.24275
TAF4B	-0.8105
GAL3ST3	-0.3385
MALT1	-0.0136666666666667
RTDR1	1.5485
ARVCF	-1.6665
MEX3B	-0.177833333333333
FBXO16	1.71025
KIF7	0.87925
C1QC	0.3015
ZNF783	-0.7605
ZNF85	-3.69825
MMP13	-1.1845
KIAA0329	0.605125
RTP3	-0.9745
ZBED3	-2.17575
CLGN	1.21875
SLC25A37	0.311875
hCG_18290	-0.57175
OR5AS1	-0.271
SMARCC2	0.240583333333333
FAM109A	-0.197666666666667
CCDC12	-1.14175
USF2	0.3046
DEPDC7	-0.565
C20orf24	0.567
JMJD3	0.526
DSP	-4.6385
SLIC1	-0.088125
FAM20A	-3.11875
IRF2BP2	-0.7865
ZNF230	0.8495
MSN	0.695857142857143
SLC9A5	1.3225
EPDR1	2.5971
MUSK	0.189
