Hybridization REF	TCGA-AA-A010-01A-01R-A00A-07
C14orf129	1.237
MBD2	-0.354166666666667
ABHD14B	0.102125
PIGT	-0.714125
ALS2CR4	-0.449125
ALAS1	1.1944
FOXO1	1.229
CRLF3	0.155125
C20orf107	0.299
FARS2	-0.13225
CCDC28A	0.8495
NPHP3	-0.56575
OR13F1	0.2655
TSEN54	0.0245
DEFB106B	0.3206
OR8B4	0.567
STH	-0.44
ZC3H14	-0.212375
CBX2	-0.314
TMEM49	-1.2175
C6orf21	-0.026
FLJ20920	1.012375
CRTAP	-0.322928571428571
DDX50	0.465
STYXL1	0.10425
BLVRB	-1.108
LOC147650	-2.41416666666667
MMP24	-0.01225
GRID1	0.1135
BANF1	-0.779166666666667
CTAGEP	0.81925
HMBS	-0.53075
SLC25A24	0.206
C14orf50	0.576666666666667
MRO	-0.3
SLC25A15	0.46425
FAM84B	0.8567
TDP1	0.12
C16orf78	0.111833333333333
C11orf57	0.556375
RFK	0.69225
ZFYVE9	0.902875
STCH	-0.3877
WIBG	0.8175
LOC283871	-0.817833333333333
GBA2	-0.3578
NDUFB3	0.44425
HSD17B13	0.12975
GRIN3A	1.2475
FMNL1	-2.39316666666667
SEPT7	-0.8305
GNLY	3.403
GRAMD1C	-0.162333333333333
ZNF165	0.88725
USP38	0.766
FAM83A	-3.55483333333333
C14orf24	1.55316666666667
ARMCX3	-3.1895
ARHGDIB	-2.20633333333333
AK1	-0.58975
KIAA1045	-0.484
DNAJB13	-0.252666666666667
NEU2	0.226
HIST1H4B	0.6655
FAM20B	-0.5566
HES2	2.481
FAM73B	-0.2315
LOC388381	-0.446
INTS7	0.00863636363636364
AMPH	-0.218
ZNF775	-0.36825
UCKL1	-0.3105
C10orf97	0.41
C1orf161	0.47825
ALDH1L1	0.707
FLJ39378	-0.69275
SLC23A1	-1.521
RBM4B	-0.09
THAP4	0.318666666666667
OGFRL1	0.2615
KIAA0831	-0.02425
PPP1R15A	-0.734
C1orf96	0.0411428571428572
C12orf11	-0.17175
BMF	-0.384625
MAN1A1	-0.113625
KIAA1600	-0.3755
NLGN4X	-1.5495
ALOX12	-0.228166666666667
RB1CC1	-0.1893
NEIL2	0.6146
EIF4E	0.256272727272727
ABHD5	-0.73025
EXOC4	-0.0753333333333333
CIP29	0.604
BATF2	-0.58625
SLC29A4	-0.91675
HTR4	0.044
EMB	-3.3905
TRAF6	1.1515
LMNB1	2.123
FAM19A5	-2.3375
SHE	0.1125
PIK3C2B	2.40825
C15orf15	0.4696
USP15	-0.0784
TCEAL2	-0.8865
C5orf39	-0.766333333333333
PTGER2	-1.65225
SLC31A1	-0.122
IFT172	0.28025
ADAM29	-0.23475
GFOD1	-0.1715
ST7L	0.2745
C15orf26	-2.19325
PKN3	-1.319
CNTD1	0.838833333333333
COMMD1	-0.249875
NTRK2	2.1135
FOXN3	0.594875
MFGE8	-1.5083
PFKFB2	1.2965
TAS2R4	0.51775
ENTHD1	-0.0313333333333333
PRMT5	-0.586375
MGC16384	0.05
LOC442229	0.27525
TSKU	-0.25025
KRTCAP3	3.865375
PDLIM1	0.593
KCNS2	1.81325
RNF126	0.281833333333333
CEP63	-0.378625
CLIC4	0.10425
hCG_1990170	0.08525
ACR	0.6213
KLK7	0.21375
ALOX5AP	1.079875
RIPK3	2.28725
TAS2R9	0.18
C19orf18	-0.2665
BIRC6	0.464153846153846
ZNF16	0.2345
RFT1	-0.357
SLC8A2	-0.36
TACC1	1.21985714285714
ITGAD	0.499
SAMHD1	0.4905
SH3PXD2B	0.768
EPC2	1.3665
C20orf85	0.6
ATP13A2	-0.111833333333333
KRT4	-0.036125
CAPNS1	-0.36425
MDM2	0.4965
PCDH20	0.362
KCNK9	-0.5035
OR2C1	-0.464
KLHDC3	-0.908166666666667
IPPK	0.446
EFHD2	0.18175
GALR3	-0.1135
NBEA	-1.3645
ABCA6	-0.15
CLDN3	1.83666666666667
AKT2	0.122714285714286
EGFR	1.3168
RBM16	0.65725
ZDHHC3	1.0431
SLC25A4	0.859833333333333
CYB5B	0.101333333333333
CPXM1	-1.423
NDRG1	-0.375230769230769
FLJ43826	0.32725
OR5L2	0.242
FARP2	1.8076
MRPL46	-0.125166666666667
LDHAL6B	0.362333333333333
MAPKAPK3	-1.0102
NCAM2	-1.8575
PRKD2	-0.549833333333333
ZFP36L1	0.4022
CYSLTR1	-1.141
OR4C3	0.55275
HIST1H2AJ	0.34
CCNB2	-0.700444444444444
ZNF10	0.003375
TMEM175	-0.2075
FAM134A	0.2125
TIGD4	-0.203
PCNP	-0.87725
MGC39715	0.244
LQK1	-0.504
CREB1	0.0627
TMPRSS3	-3.36725
C4orf32	0.256875
LAT	-2.14158333333333
KCNA3	-0.4365
SKIV2L2	-0.26325
ROPN1B	-3.26775
tcag7.23	0.252
CDT1	-1.17225
ZHX2	-0.00275
CD28	-4.50925
ZNF624	0.80475
SEPT2	-0.21875
SOHLH2	-1.62216666666667
MCOLN3	0.0265
UNQ1945	0.0495
MASP2	-0.5775
ZNRF3	1.6474
GPATCH3	-0.33925
AGL	1.117875
QRICH2	-0.5215
PSD4	-0.6785
CCNB1IP1	0.20325
ENPP7	-0.279
OBFC1	-0.81875
KCNG3	-0.686
C14orf79	-0.1665
ENPEP	0.795333333333333
SCT	-0.3665
SKI	0.8605
SEC61G	-0.125
CAPN11	-0.27325
ATXN7L3	-0.43775
DBNDD1	-0.361
FAIM	0.559
ANKRD36	0.917
GABRP	-0.1985
TACSTD2	-1.36066666666667
EIF3J	0.385
PPP2R2A	0.08575
TEKT4	-0.543333333333333
PVALB	-4.17316666666667
F10	-4.26283333333333
FAM134C	0.2479
COMP	-0.264125
EFCBP1	-3.2725625
SCLT1	0.718375
TAL1	-1.6345
ACSL1	0.80525
ABCC5	0.0306666666666667
ABL1	-0.275666666666667
RBBP7	-0.304083333333333
PTPRG	1.23775
NCOR1	0.64
SPINK4	2.281
TXNRD1	-0.4579
TNRC15	0.371375
C9orf138	0.46475
UBE2H	0.816
BRDT	-0.493166666666667
C8orf31	-0.12775
CCNE2	0.495545454545455
SLC6A8	-0.752125
CALCR	-3.86325
PPP1CB	0.3395
ABHD8	-2.46025
ARF5	-0.5779
SLC24A4	0.415
CCT3	-0.0735
ZNF121	0.0645
SLC3A2	-0.9388
OR13A1	-0.415
SLC5A10	0.04875
RAD50	0.068375
IER5	-0.395625
MTHFD1L	-0.690125
MBTPS2	0.678
MVK	-0.03975
NCL	0.2706
PSMD10	-1.28375
MOBP	-0.1245
FLJ32894	1.226
HRH1	1.8825
C5orf30	0.379
NUDT16L1	0.3157
RASGRP3	1.73766666666667
PRKRIP1	-0.1597
CCDC75	0.91325
LOC253970	-0.01225
KIAA1239	0.7515
MED21	-0.15125
SYT11	-0.468166666666667
NTSR2	0.2465
EGFL11	0.3555
CXorf59	0.551
OR2A25	-0.50325
SPTBN2	-1.1915
LRMP	-1.87616666666667
RNF111	0.25825
PTH	-0.321
LOC619208	-0.01
KIAA0895	1.16825
RANBP5	-0.055375
P2RY10	-0.120833333333333
NME5	-1.1115
DDX21	0.0865
LRSAM1	-0.6545
HDAC11	-0.882166666666667
VMO1	0.57925
NOLA2	-0.6655
ADAR	-0.351
MTO1	-0.444333333333333
SF4	0.0615
P2RX1	-0.151333333333333
HBM	-0.2145
EN2	0.1455
C14orf172	0.862
TM9SF2	-0.1111
INHBE	-0.707333333333333
TCTE3	0.0100833333333333
TOX2	-1.66675
CTAGE3	0.7685
HBB	2.4833
MED15	-0.585166666666667
CASR	0.10175
C6orf66	0.583833333333333
MTPN	-0.476125
UNC50	-0.92825
C21orf33	0.53775
IRF2	1.762375
PGR	-2.54733333333333
GPR84	0.54725
CROCCL1	-1.3205
SRPX	-4.21225
BRE	-0.341333333333333
FGF10	-0.314
SDC3	-0.339833333333333
ZRSR1	-0.978333333333333
DKFZP434P211	-0.254125
SOX6	-0.231
RPUSD2	0.284
C14orf173	0.378333333333333
MAPK11	-0.719
TBC1D22A	0.5525
FAM123A	-1.172
COL4A6	-3.02616666666667
TOMM70A	0.356
NAB1	1.07375
MGC16385	-0.153875
TSPAN18	-1.39583333333333
MED31	0.5425
PLG	-0.2975
CAPSL	-0.091
ZNF532	0.1624
ASB14	0.47825
CA8	1.0935
NUDT16P	-0.727666666666667
SLFN11	-2.1535
LRRIQ2	-0.0182857142857143
NOL7	-0.391333333333333
BRMS1L	-0.3805
JARID1A	0.570333333333333
PANK2	-0.1395
ICAM3	-2.293
MDS1	1.94
TAF8	0.34175
RNF139	-0.94725
ZNF594	-2.618
ADAM8	0.83825
SFTPC	-0.289125
MAN2B2	0.1515
RGS12	0.623875
EIF1AY	-3.88866666666667
LRRIQ1	-0.462
GPR150	-0.00925
CCDC21	-0.981833333333333
PRRG3	0.188
SAA4	-4.515
RAPGEF5	1.5305
ZCCHC2	0.87525
MGC39372	-0.3895
PPP4R2	0.377333333333333
CDCA2	-0.613666666666667
OR4D5	0.473833333333333
PTGFRN	0.4762
SIGLEC5	0.861333333333333
C19orf61	-0.639833333333333
NMUR2	-0.044
KIAA1586	-0.755
DAGLA	0.617833333333333
CHCHD6	-0.41
GPR32	0.5085
NEUROD6	0.191666666666667
SLC2A4RG	-1.2611875
CA5B	-0.34525
FBXL3	0.91125
MPHOSPH9	-1.48
HMG2L1	0.88875
HCN4	-0.235333333333333
CEACAM19	0.659
SH2D4B	0.0425
HFE2	0.148
TGM4	0.1106
LYPD2	0.1745
TBC1D15	0.34825
MRPS21	-0.8469
NONO	-0.6081
CLEC5A	1.251125
ITCH	-0.1037
MGAT3	0.215666666666667
MBP	0.76
RPP25	1.20125
SOSTDC1	1.033
HRC	-1.8405
TRIM48	-0.337
TMEM133	0.6105
ECEL1P2	-0.98575
HOXC11	0.575
DOK5	-1.8485
HELZ	0.225833333333333
LOC348180	-1.0005
MGC33894	-0.072
ADRB3	-0.309
DMD	0.0780833333333333
PTRH2	0.1015
MPEG1	1.99866666666667
NDUFA12	0.515833333333333
KRTAP2-4	-0.233333333333333
STAMBPL1	0.3045
ADCY2	-0.977833333333333
UNQ6125	1.0015
KLHL20	0.022
SRM	-1.72625
OTC	0.584
TMIE	-0.300166666666667
SNX8	-0.2455
LIPK	-0.2485
CHURC1	0.7905
KLC2	-0.127666666666667
HDAC1	0.510166666666667
FAM128A	-0.072
FNDC3B	-0.3323
MTCP1	-0.495333333333333
WFDC10B	0.2297
PCDHGB3	-0.7135
ATRNL1	-2.0728
CAV2	-2.515125
MED26	-0.0121666666666667
DUS1L	0.5115
CHRM3	0.0775
NEK9	-0.42325
WARS2	1.2575
TBX22	0.3215
TOMM40	-0.023
RP6-213H19.1	0.354333333333333
TUBGCP5	0.10875
IGSF6	3.8395
TPPP	1.02033333333333
UNQ6190	0.8815
GSTM5	-0.690875
BTD	-1.0065
PDCD1LG2	-0.3225
SNRPB2	-0.131666666666667
ERICH1	0.60575
APOA4	-1.640875
HOXA11	0.294
NARG1	-0.261875
MKX	1.90675
RAB28	-0.557785714285714
PKP3	1.101
SH3GL2	3.737
CTSO	0.6535
RPN2	-0.45775
IL28RA	1.19366666666667
SFMBT1	1.38975
WDR57	-0.39275
FER1L3	-1.86575
HSF5	0.1305
TTC9B	0.628
C4BPA	-0.561666666666667
ALB	-4.55892857142857
SORBS3	0.183875
UPF2	1.6365
JPH1	1.515
AGBL2	-1.39825
DOPEY1	1.542
TERF1	0.486916666666667
KIF22	-0.730833333333333
NINJ1	-0.95275
SEC61A2	-0.587583333333333
HIST1H1D	-0.894833333333333
SFXN4	1.314375
UCP3	0.0681
ZNF703	0.975166666666667
MYL6B	-1.74475
TREM1	1.68375
OR52E6	0.4445
CKMT2	3.41775
HLA-C	-0.33575
SLC13A3	-3.52716666666667
TIMP4	-2.09025
SLIT2	0.13275
RSF1	-1.27272222222222
LONRF1	-0.0655714285714285
MON1A	0.163833333333333
CACNG6	-2.0905
DPPA4	-6.70433333333333
ZSWIM3	0.22525
ZNF804A	-0.0561666666666667
CCIN	0.631
SLC25A31	0.708
KCNMB4	0.74875
RABL5	-0.598625
GALNS	-0.6798
STX6	0.816125
HIST1H1C	-2.91683333333333
CIDEB	-1.817375
CASP4	-1.3035
PDK3	1.5702
KCNJ11	0.153
TPR	-0.194875
ZSCAN20	-2.522
MTX2	0.502
HIST1H2BH	-1.301
LOC283767	0.1005
LYRM7	0.0681666666666667
BRD3	0.912166666666667
HIST1H2BO	-1.1225
MAGEB10	-0.509
SLC45A1	-0.65025
SERPINA3	-4.27521052631579
KIAA0143	0.332
KCNJ16	0.253666666666667
KRT79	-0.132
FABP2	0.59425
NUT	-0.03125
ZNF57	1.201
FBXL4	-0.013375
CLEC9A	0.626
UGT8	3.27216666666667
BMP2K	1.2615
MAPK4	-3.04275
SLC25A23	-0.0929
HINT1	-0.1556
KRTAP13-1	-0.011
SFXN5	0.4091
CHCHD2	-0.3825
FAM3D	4.824
NDP	-3.05675
RHOBTB1	-2.4215
SLC4A4	0.043
RPL38	-0.238
HTF9C	-0.468833333333333
AP2A2	0.388375
ZBTB46	-0.5835
MAP7D1	-0.834375
AOX1	-2.81516666666667
CYR61	-0.901666666666667
DTNA	-1.59236363636364
JRKL	0.82425
TMOD3	0.01175
EEA1	-0.3397
ADCK5	0.51525
IL1R1	-0.0641666666666667
KLK3	0.0182142857142857
HRSP12	0.211
KTN1	0.2105
LOH11CR2A	-0.495
RELL2	-1.99975
MAB21L1	0.6045
C20orf59	-0.9665
PHKB	0.0995
ADAM2	-1.24133333333333
TBC1D8B	1.25566666666667
FAM13A1	0.3393125
LAPTM4B	-0.67325
LCN8	-0.278
TMEM147	-0.208
SYT4	0.462
XPO7	-0.192
C9orf62	0.125
GPR75	0.7145
TRIM5	-0.04075
APOC1	0.301333333333333
RNASE4	0.6165
PARD6B	-1.549
ARID1A	0.46225
TPD52L3	0.400666666666667
RRAGB	0.045
RCN2	-0.7045
HIST2H2BE	-1.27
STARD7	0.729
SHMT2	0.1365
KIAA1751	0.361833333333333
MLYCD	0.085875
LOC162632	-0.3585
UQCRH	0.40375
RP11-217H1.1	0.493375
SDHA	-1.2165
NCLN	0.5426
ZNF17	0.100666666666667
RCBTB2	-2.151
VEGFB	-1.6214
RP4-747L4.3	0.121
COLQ	-0.2354
MPN2	-0.727833333333333
DRG2	-0.3355
KLRB1	2.52075
ALPK2	-2.247
DNASE2B	1.0075
FLJ23834	-0.177833333333333
AXUD1	-0.857166666666667
SAFB	0.3445
NSUN4	0.452
RFX2	0.503
MAPK8IP1	-0.909166666666667
FANCD2	-0.366285714285714
ANKZF1	-0.908166666666667
C19orf50	-0.582125
DUSP8	0.2965
SENP5	0.158375
NFKBIL2	0.3175
LBR	1.18625
IGFL1	-0.087
LZTS2	-1.43875
IL2RG	-0.32075
CCDC51	0.388
KLF3	0.849
ANKRD37	0.64975
KCTD14	-2.08383333333333
FZR1	0.132583333333333
SLC44A4	1.883
ESPL1	-0.57375
GMPR2	-1.3155
TBC1D19	-0.428333333333333
ERGIC1	0.188814814814815
ERBB4	-1.2919
TSPAN32	-0.0722500000000001
MAP4	-0.041125
GPHN	2.255
SLC6A2	-0.19425
HIVEP1	0.381
DFFB	1.1054
EIF4EBP2	0.19825
DMRT1	-0.10875
HSPB6	-0.27425
IER2	0.273333333333333
AIFM1	0.48875
WWC2	-0.324166666666667
MRPL4	-0.27
FLJ21062	-0.4085
EPB41L4A	-0.1055
SH2D6	0.066
TAF4B	-0.2305
GAL3ST3	-0.3475
MALT1	-0.630666666666667
RTDR1	1.626
ARVCF	-0.282
MEX3B	-2.2405
FBXO16	1.35925
KIF7	-1.509
C1QC	4.02116666666667
ZNF783	-0.322166666666667
ZNF85	-1.81775
MMP13	-0.2675
KIAA0329	0.6475
RTP3	1.4615
ZBED3	0.95575
CLGN	0.5165
SLC25A37	-0.964291666666667
hCG_18290	0.2025
OR5AS1	0.2975
SMARCC2	-0.399166666666667
FAM109A	0.370833333333333
CCDC12	-0.09
USF2	-0.2615
DEPDC7	2.1745
C20orf24	-0.224166666666667
JMJD3	1.228
DSP	1.08735714285714
SLIC1	-0.131
FAM20A	-0.320875
IRF2BP2	0.991625
ZNF230	0.6305
MSN	-1.783
SLC9A5	-1.9275
EPDR1	-2.8894
MUSK	-0.392
