Hybridization REF	TCGA-A6-2671-11A-01R-1758-07
ZNF350	1.42575
MGC11102	-0.237625
BST1	2.3215
KISS1R	0.3185
NCR2	0.9645
DEFB125	0.391
UBE2W	0.148875
KRT15	-2.05275
C10orf99	2.835
SCN11A	0.97975
GFI1	0.4845
RDHE2	1.78966666666667
FHL1	1.76883333333333
OSGEP	0.268833333333333
GATA1	-2.74016666666667
SMC6	-1.20075
TTTY14	1.86175
LPIN3	0.37275
RPL4	-0.7704
RBPMS	-0.1537
PRPF3	-0.864
EMR1	-2.193
SPATA19	0.16125
XCR1	0.3345
IRX3	-2.4975
RBM6	-0.856
KLF4	2.9665
UNC5CL	-0.25175
SEBOX	0.3955
BTK	-0.0885
KRCC1	2.194
C6orf27	0.77
SYTL5	-0.523
PRND	0.77575
LOC653319	-1.821
PIGL	-1.25275
HUS1	0.793666666666667
SFRS6	-0.8245
C17orf77	0.8825
UIMC1	-0.440666666666667
FXYD2	-1.6157
LOC283152	0.914
ZNF667	-2.40225
ZCCHC12	0.24175
TFEC	1.7439
ATP7B	0.933833333333333
POLD2	-2.0045
RG9MTD1	-0.47825
ACOT2	0.4275
HIST1H4I	-0.972125
PPARGC1A	2.5831
ETFA	0.3933
POLRMT	-0.38525
ZNF146	-0.95075
MIA2	-0.8445
KLHL6	0.227
HOXB5	1.896875
NENF	0.2285
CUGBP1	-1.6865
PRSS22	-0.586
CASC4	0.8808
CUL4B	-0.3776
CENPJ	-1.5018
PITX1	-0.874
FLJ31033	1.1495
CELSR3	-1.63516666666667
ZNF568	0.09075
ITSN1	-0.6155
EHBP1L1	0.319166666666667
C19orf2	-0.55975
DCTN1	-0.143
LIN28B	-3.68433333333333
TNKS2	0.508
C1QBP	-0.528625
CADPS2	0.76275
SRMS	0.35475
GJA9	0.3585
MGC24975	-0.961666666666667
TRIM45	-2.64
TSP50	-0.019
TCP1	-1.0315
TMED7	0.3373
CMA1	1.265
CENPL	-1.92216666666667
PTCRA	0.4465
FST	-4.4685
VWCE	-3.8895
PAWR	0.1325
ABCC12	0.277666666666667
LDLR	-0.2864
ASTN2	0.3078
LOC441212	-0.4725
GPATCH8	-0.32075
TANC2	-2.09608333333333
KIF4A	-1.78375
C18orf18	1.51875
PGM1	0.528
KIAA0258	1.516
CPD	0.4785
SNCAIP	-0.595
DCT	-4.596
HLA-DOA	2.50313636363636
OR11L1	1.317
UPK1B	-0.194833333333333
DNAJB4	0.220875
UGT1A8	5.59725
HIST1H4L	-1.6405
PECR	-0.229833333333333
HSPA2	2.668
WFIKKN1	-1.822
SERP1	0.151125
SYDE2	0.1235
TACR2	3.0005
NUP85	-1.2135
CD177	3.94083333333333
LGR5	-0.293
PIGG	0.0721666666666667
PTHR1	-1.16516666666667
RAB5A	0.1676
FLJ13224	0.542
USP9Y	0.138333333333333
C7orf53	-0.8515
LRP1B	-0.4585
XAF1	1.1565
ABCG8	-0.7895
ANKDD1A	-0.9435
DAND5	0.9535
SPAG6	0.0225
LINCR	2.0385
ZDHHC22	-0.822875
CCDC60	0.93
THOC7	-0.949166666666667
TCTA	1.1532
OR8K3	0.1445
NY-REN-7	-0.2635
B2M	2.63066666666667
C6orf141	-2.126
LPPR4	1.308
SQLE	-3.097625
SEPHS1	-0.82
BTBD14B	0.313785714285714
PLRG1	-0.09325
SPG7	-0.490625
ZNF614	-0.304666666666667
PARD6G	0.269666666666667
INPP5B	-1.1843
GRPEL2	-0.98725
PPID	-0.7173
TRIM56	0.041
UBE2J1	0.94075
IL20RA	4.97625
LOC387856	0.47025
C1orf107	0.0534166666666667
UTS2R	0.545
C19orf22	0.4315
SAFB2	-0.25925
KIAA0652	0.31325
KLRG1	-0.8035
MS4A8B	4.98083333333333
FRAG1	0.7725
KIAA1546	0.33475
E2F4	-0.687
CLEC4M	0.2375
BTBD14A	-0.67925
KIAA0999	0.7086
GYPA	-2.91466666666667
TAC1	4.651
TRAIP	-1.649
KIAA0232	1.1584
ERCC8	-1.1345
GPX4	-0.524625
KIAA0368	0.155625
GPR157	-0.949166666666667
CTAGE4	0.9135
C9orf30	-1.4795
OR52A1	0.819
HSP90B3P	-0.624
ALG9	-0.4585
BTBD10	1.06975
SDK2	0.19275
BAIAP3	-0.7115
RABGGTB	-1.29825
ANKRD40	0.105833333333333
KRT74	0.8195
CALCOCO2	1.56171428571429
SNCA	-2.68725
TMSL8	-4.33625
C2orf53	0.339
ESRRB	-0.20475
ARHGAP26	0.971125
TDRD9	-2.69525
HRAS	-0.082
KLRC4	-1.5135
JAGN1	0.484666666666667
BSDC1	0.59775
RNF43	0.6736
NDUFAF1	0.1865
PHF12	0.0815
OR1L3	0.4635
FOLR2	2.86483333333333
LYZL6	0.2495
tcag7.1260	2.8855
WSB1	-1.63533333333333
PROS1	-0.2267
OSTN	0.103
PSMB8	1.79875
SOCS4	-0.279
DDIT4L	1.642
MAS1	-0.002
MGC34796	1.84175
CSHL1	0.444333333333333
TBCCD1	-0.052
ZBTB7C	0.962
AP2S1	-0.142875
P15RS	-0.5797
VAT1	-1.0021
SHANK3	0.5395
TUFM	0.138333333333333
THEG	-0.6065
KRT34	-2.33825
SGSM3	0.1665
TOMM22	0.288625
SOCS3	0.627666666666667
CPO	0.1135
POP4	0.655
BHLHB3	2.86875
MALL	4.96025
OR1B1	0.6785
PARK2	0.971333333333333
GPR124	0.373875
LCE1E	0.4385
RUVBL2	-0.90125
CGRRF1	1.1576
ACPL2	-0.549
WNT10B	-0.791875
BAIAP2L2	2.453
ISCA1	0.5005
C1orf125	4.1135
RPAP1	-0.854
RAI16	0.0286666666666667
RPL27	-0.1915
NLRP9	-0.1145
EPN1	1.594
LOC388610	-1.688125
SLC35A1	1.5983
GAL	-2.70125
SLC14A2	0.41575
RDH11	-1.3005
FAM138F	0.185
AUH	1.45625
FLJ40243	1.32
C14orf129	2.78033333333333
MBD2	-0.413166666666667
ABHD14B	1.4625
PIGT	0.541125
ALS2CR4	-0.915375
ALAS1	1.2712
FOXO1	2.13783333333333
CRLF3	-0.5275
C20orf107	-0.7235
FARS2	0.086
CCDC28A	1.034
NPHP3	-1.105
OR13F1	0.4185
TSEN54	-0.679
DEFB106B	-0.0894
OR8B4	0.8275
STH	-1.25475
ZC3H14	-0.269375
CBX2	-0.1085
TMEM49	-0.9945
C6orf21	0.477
FLJ20920	1.831625
CRTAP	0.254357142857143
DDX50	-0.441
STYXL1	-0.069
BLVRB	0.177166666666667
LOC147650	-1.8645
MMP24	0.91725
GRID1	1.87783333333333
BANF1	-0.548833333333333
CTAGEP	0.71475
HMBS	-1.47525
SLC25A24	0.955
C14orf50	4.1435
MRO	-0.143333333333333
SLC25A15	-0.532
FAM84B	-0.2727
TDP1	-1.104
C16orf78	0.198
C11orf57	-0.195625
RFK	1.449125
ZFYVE9	-0.70375
STCH	-0.8803
WIBG	0.611
LOC283871	-0.116833333333333
GBA2	0.4149
NDUFB3	0.76625
HSD17B13	0.4215
GRIN3A	2.29616666666667
FMNL1	-0.900333333333333
SEPT7	-0.7504
GNLY	4.782
GRAMD1C	2.66166666666667
ZNF165	1.0165
USP38	1.062
FAM83A	-3.7275
C14orf24	1.58991666666667
ARMCX3	0.23425
ARHGDIB	-0.608
AK1	0.626875
KIAA1045	0.79925
DNAJB13	-0.00616666666666665
NEU2	0.118
HIST1H4B	-1.21416666666667
FAM20B	-0.669
HES2	2.28021428571429
FAM73B	0.2551
LOC388381	-0.06025
INTS7	-1.30009090909091
AMPH	0.08725
ZNF775	0.191625
UCKL1	-0.624166666666667
C10orf97	0.509
C1orf161	1.40425
ALDH1L1	1.0705
FLJ39378	-0.73175
SLC23A1	1.107
RBM4B	-0.196
THAP4	0.696833333333333
OGFRL1	-1.23575
KIAA0831	-0.431375
PPP1R15A	0.0753333333333333
C1orf96	-1.36457142857143
C12orf11	-1.77525
BMF	1.0065
MAN1A1	0.442625
KIAA1600	-0.113333333333333
NLGN4X	0.2145
ALOX12	-0.91
RB1CC1	-0.6389
NEIL2	-0.1744
EIF4E	0.110136363636364
ABHD5	0.39875
EXOC4	0.130166666666667
CIP29	-0.371333333333333
BATF2	3.23725
SLC29A4	0.000499999999999998
HTR4	4.21125
EMB	-0.71175
TRAF6	1.33075
LMNB1	-1.315
FAM19A5	-1.19675
SHE	2.49
PIK3C2B	2.15925
C15orf15	-0.7668
USP15	0.1641
TCEAL2	3.88975
C5orf39	-1.07566666666667
PTGER2	0.992
SLC31A1	-0.55025
IFT172	2.09275
ADAM29	0.324
GFOD1	1.23275
ST7L	0.556166666666667
C15orf26	-3.37475
PKN3	-1.6055
CNTD1	1.97466666666667
COMMD1	0.577875
NTRK2	2.18216666666667
FOXN3	1.470375
MFGE8	-0.127
PFKFB2	2.07766666666667
TAS2R4	-0.4425
ENTHD1	-0.6385
PRMT5	-1.522125
MGC16384	-1.65425
LOC442229	-0.61625
TSKU	0.55625
KRTCAP3	3.54875
PDLIM1	2.1197
KCNS2	0.70175
RNF126	0.395166666666667
CEP63	-0.39
CLIC4	-0.8175
hCG_1990170	3.599
ACR	2.3503
KLK7	-0.2975
ALOX5AP	3.091125
RIPK3	4.8845
TAS2R9	0.5195
C19orf18	0.94
BIRC6	0.4275
ZNF16	0.5425
RFT1	-1.20625
SLC8A2	0.48425
TACC1	1.26575
ITGAD	0.195
SAMHD1	1.13775
SH3PXD2B	0.3068
EPC2	0.23025
C20orf85	0.13925
ATP13A2	0.018
KRT4	0.441625
CAPNS1	0.46575
MDM2	-0.338583333333333
PCDH20	3.21975
KCNK9	1.1255
OR2C1	0.1215
KLHDC3	-0.810833333333333
IPPK	-0.172
EFHD2	1.509
GALR3	0.57675
NBEA	0.499833333333333
ABCA6	3.4338
CLDN3	3.71583333333333
AKT2	-0.490214285714286
EGFR	1.1649
RBM16	0.296125
ZDHHC3	1.5429
SLC25A4	0.873333333333333
CYB5B	0.03
CPXM1	-1.1725
NDRG1	0.649076923076923
FLJ43826	0.318
OR5L2	0.0226666666666667
FARP2	1.2418
MRPL46	-0.0555833333333333
LDHAL6B	0.238
MAPKAPK3	-0.625666666666667
NCAM2	-2.81925
PRKD2	0.225
ZFP36L1	0.3286
CYSLTR1	-0.21325
OR4C3	0.18575
HIST1H2AJ	0.8265
CCNB2	-1.76944444444444
ZNF10	-0.68925
TMEM175	0.2585
FAM134A	0.743666666666667
TIGD4	-0.546
PCNP	-0.66425
MGC39715	-0.29475
LQK1	-1.6085
CREB1	-0.0821
TMPRSS3	-1.82675
C4orf32	-0.361375
LAT	-1.52558333333333
KCNA3	0.1045
SKIV2L2	-0.997
ROPN1B	-3.61275
tcag7.23	0.3545
CDT1	-2.211875
ZHX2	0.20575
CD28	-2.59175
ZNF624	0.91575
SEPT2	-0.713333333333333
SOHLH2	-2.427125
MCOLN3	-0.844125
UNQ1945	0.7375
MASP2	-0.443
ZNRF3	-0.00349999999999999
GPATCH3	0.2175
AGL	0.816
QRICH2	0.1975
PSD4	0.728833333333333
CCNB1IP1	-0.99075
ENPP7	0.14925
OBFC1	0.31625
KCNG3	-0.431
C14orf79	-1.28316666666667
ENPEP	1.49533333333333
SCT	1.426
SKI	0.342625
SEC61G	-0.7695
CAPN11	-0.02025
ATXN7L3	0.4555
DBNDD1	-1.36116666666667
FAIM	-0.32625
ANKRD36	-1.8445
GABRP	-0.369666666666667
TACSTD2	-3.45233333333333
EIF3J	-0.8855
PPP2R2A	-0.52825
TEKT4	-0.744333333333333
PVALB	-3.478
F10	-1.38083333333333
FAM134C	1.09
COMP	1.502375
EFCBP1	-0.990875
SCLT1	-0.137375
TAL1	-0.4453
ACSL1	-0.47025
ABCC5	-1.35233333333333
ABL1	-0.1995
RBBP7	-0.816166666666667
PTPRG	-0.559
NCOR1	0.6097
SPINK4	4.81166666666667
TXNRD1	-1.2948
TNRC15	0.185875
C9orf138	-0.088875
UBE2H	-0.337166666666667
BRDT	-0.264833333333333
C8orf31	-0.03275
CCNE2	-1.78009090909091
SLC6A8	0.395875
CALCR	-4.36375
PPP1CB	1.65575
ABHD8	-0.5905
ARF5	-0.5307
SLC24A4	1.3265
CCT3	-1.06
ZNF121	-0.754
SLC3A2	-1.6812
OR13A1	0.815
SLC5A10	1.97075
RAD50	0.0766250000000001
IER5	-0.2875
MTHFD1L	-2.51075
MBTPS2	-0.1915
MVK	-0.293125
NCL	-0.4602
PSMD10	-0.54825
MOBP	0.420375
FLJ32894	0.607
HRH1	1.4425
C5orf30	1.9375
NUDT16L1	0.8288
RASGRP3	3.524
PRKRIP1	-0.907
CCDC75	-0.61125
LOC253970	0.86475
KIAA1239	3.283
MED21	-0.46275
SYT11	0.53275
NTSR2	-0.483
EGFL11	0.697
CXorf59	0.719
OR2A25	0.0185
SPTBN2	-2.00675
LRMP	0.107166666666667
RNF111	-0.20725
PTH	0.0265
LOC619208	-0.660833333333333
KIAA0895	-1.16325
RANBP5	-0.79625
P2RY10	1.397
NME5	1.54133333333333
DDX21	-1.5525
LRSAM1	-0.79
HDAC11	0.696333333333333
VMO1	1.3965
NOLA2	-0.9535
ADAR	-0.413666666666667
MTO1	-0.908666666666667
SF4	0.151833333333333
P2RX1	2.17183333333333
HBM	0.68325
EN2	0.581
C14orf172	0.41675
TM9SF2	1.0078
INHBE	-0.766
TCTE3	0.357083333333333
TOX2	-1.539
CTAGE3	0.382875
HBB	4.3032
MED15	-0.640833333333333
CASR	1.451
C6orf66	0.351666666666667
MTPN	-0.713375
UNC50	-0.1775
C21orf33	0.9285
IRF2	1.784375
PGR	-1.89016666666667
GPR84	1.30775
CROCCL1	-2.75775
SRPX	-0.449
BRE	0.2465
FGF10	1.15425
SDC3	-0.305666666666667
ZRSR1	-0.364166666666667
DKFZP434P211	-0.58525
SOX6	0.2705
RPUSD2	-0.17725
C14orf173	0.564666666666667
MAPK11	-0.640166666666667
TBC1D22A	0.92
FAM123A	-0.5875
COL4A6	-2.135
TOMM70A	0.2735
NAB1	0.00837500000000001
MGC16385	-0.674
TSPAN18	-0.0141666666666667
MED31	-0.1115
PLG	0.06275
CAPSL	0.1625
ZNF532	-0.3097
ASB14	-0.00599999999999998
CA8	-0.70325
NUDT16P	3.52133333333333
SLFN11	-1.1815
LRRIQ2	-1.333125
NOL7	-0.406333333333333
BRMS1L	-0.983125
JARID1A	-0.0101666666666667
PANK2	-0.53625
ICAM3	0.9225
MDS1	1.59075
TAF8	-0.54875
RNF139	0.281
ZNF594	-1.333
ADAM8	0.25
SFTPC	1.88525
MAN2B2	0.938875
RGS12	-0.1445
EIF1AY	0.839833333333333
LRRIQ1	-1.66766666666667
GPR150	0.86325
CCDC21	-2.012
PRRG3	0.923
SAA4	-3.986
RAPGEF5	3.36625
ZCCHC2	-0.116583333333333
MGC39372	-0.358
PPP4R2	-0.142166666666667
CDCA2	-2.2175
OR4D5	0.775833333333333
PTGFRN	1.143
SIGLEC5	2.0815
C19orf61	-1.135
NMUR2	0.2775
KIAA1586	-1.5695
DAGLA	1.54483333333333
CHCHD6	-0.87925
GPR32	0.1685
NEUROD6	0.172333333333333
SLC2A4RG	-0.5745
CA5B	-0.34725
FBXL3	1.48725
MPHOSPH9	-1.82875
HMG2L1	-0.3485
HCN4	0.282666666666667
CEACAM19	0.44525
SH2D4B	0.419833333333333
HFE2	-0.911
TGM4	0.350166666666667
LYPD2	0.5725
TBC1D15	-0.37275
MRPS21	-1.0777
NONO	-1.1619
CLEC5A	0.347125
ITCH	0.6061
MGAT3	0.688333333333333
MBP	0.547625
RPP25	0.348
SOSTDC1	3.1365
HRC	-0.87275
TRIM48	-0.1175
TMEM133	2.1875
ECEL1P2	-0.02375
HOXC11	-0.271
DOK5	-1.2675
HELZ	-0.088
LOC348180	-0.70275
MGC33894	0.40925
ADRB3	0.336
DMD	1.345
PTRH2	-0.881
MPEG1	3.72983333333333
NDUFA12	0.602
KRTAP2-4	0.0385833333333333
STAMBPL1	0.4615
ADCY2	0.600833333333333
UNQ6125	0.753
KLHL20	-0.187
SRM	-1.7235
OTC	4.01025
TMIE	0.496666666666667
SNX8	-0.112
LIPK	0.043
CHURC1	-0.330833333333333
KLC2	0.598833333333333
HDAC1	0.567166666666667
FAM128A	-0.278333333333333
FNDC3B	-0.0698
MTCP1	-0.137833333333333
WFDC10B	0.5322
PCDHGB3	0.1
ATRNL1	-0.665
CAV2	-0.24375
MED26	-0.00383333333333333
DUS1L	0.249
CHRM3	-0.35475
NEK9	-0.2705
WARS2	0.1235
TBX22	-0.564
TOMM40	-0.513
RP6-213H19.1	-1.52
TUBGCP5	-1.02525
IGSF6	4.508
TPPP	1.06566666666667
UNQ6190	-0.182
GSTM5	2.929875
BTD	0.932666666666667
PDCD1LG2	-0.602666666666667
SNRPB2	-0.612166666666667
ERICH1	0.207375
APOA4	-1.19025
HOXA11	0.2305
NARG1	-0.677875
MKX	-0.51275
RAB28	-0.341357142857143
PKP3	1.75175
SH3GL2	0.83575
CTSO	2.8995
RPN2	-0.323125
IL28RA	1.16266666666667
SFMBT1	0.1525
WDR57	-0.561125
FER1L3	0.0955
HSF5	0.440833333333333
TTC9B	1.74025
C4BPA	-2.0855
ALB	-5.05671428571429
SORBS3	1.140625
UPF2	0.57
JPH1	0.209
AGBL2	0.00525
DOPEY1	1.6075
TERF1	-0.235166666666667
KIF22	-0.5805
NINJ1	-0.50625
SEC61A2	-1.62816666666667
HIST1H1D	-0.7695
SFXN4	0.662625
UCP3	-0.0833
ZNF703	1.02966666666667
MYL6B	-1.35125
TREM1	0.7595
OR52E6	-0.005
CKMT2	2.73
HLA-C	3.029375
SLC13A3	-2.88316666666667
TIMP4	-0.348
SLIT2	2.56
RSF1	-0.348555555555556
LONRF1	-1.18121428571429
MON1A	0.127166666666667
CACNG6	-1.57166666666667
DPPA4	-5.277
ZSWIM3	0.42175
ZNF804A	0.103333333333333
CCIN	0.747
SLC25A31	0.50325
KCNMB4	-0.277
RABL5	-0.497875
GALNS	-0.1596
STX6	-0.38625
HIST1H1C	-0.3755
CIDEB	0.112
CASP4	-0.128
PDK3	-0.4327
KCNJ11	0.2095
TPR	-1.3705
ZSCAN20	-0.3425
MTX2	-0.10325
HIST1H2BH	-0.2415
LOC283767	1.4275
LYRM7	-0.450555555555556
BRD3	-2.00683333333333
HIST1H2BO	-0.3525
MAGEB10	-0.606
SLC45A1	0.22575
SERPINA3	-2.81995
KIAA0143	0.7855
KCNJ16	1.81933333333333
KRT79	0.73975
FABP2	5.1845
NUT	-0.26725
ZNF57	1.76225
FBXL4	0.117
CLEC9A	1.9215
UGT8	3.4345
BMP2K	0.75675
MAPK4	-1.164
SLC25A23	1.849
HINT1	0.5151
KRTAP13-1	3.8655
SFXN5	0.2867
CHCHD2	-0.49775
FAM3D	4.207
NDP	-3.211125
RHOBTB1	-0.939333333333333
SLC4A4	5.22425
RPL38	-0.02325
HTF9C	-0.4765
AP2A2	0.645625
ZBTB46	-0.849
MAP7D1	-0.069125
AOX1	-0.970666666666667
CYR61	-0.588916666666667
DTNA	-0.954785714285714
JRKL	0.9595
TMOD3	-0.25
EEA1	0.2129
ADCK5	0.62475
IL1R1	1.28666666666667
KLK3	0.928714285714286
HRSP12	0.6215
KTN1	0.56775
LOH11CR2A	2.0628
RELL2	-1.7955
MAB21L1	0.8475
C20orf59	-0.873833333333333
PHKB	0.61525
ADAM2	-2.326
TBC1D8B	1.88166666666667
FAM13A1	-0.229375
LAPTM4B	-2.066
LCN8	0.494
TMEM147	-0.47
SYT4	3.8975
XPO7	-1.743
C9orf62	0.7595
GPR75	-0.0565
TRIM5	-0.066625
APOC1	-2.54733333333333
RNASE4	2.09333333333333
PARD6B	-2.1565
ARID1A	-0.0415
TPD52L3	0.3557
RRAGB	0.3985
RCN2	-1.40616666666667
HIST2H2BE	-1.080125
STARD7	0.36825
SHMT2	-1.354
KIAA1751	-0.204333333333333
MLYCD	1.03975
LOC162632	-1.1937
UQCRH	-0.4195
RP11-217H1.1	-0.25225
SDHA	-0.130666666666667
NCLN	-0.1833
ZNF17	0.298333333333333
RCBTB2	-1.48325
VEGFB	-0.1514
RP4-747L4.3	0.1645
COLQ	-0.2559
MPN2	-0.350833333333333
DRG2	-0.63575
KLRB1	6.812
ALPK2	-3.8965
DNASE2B	2.018
FLJ23834	1.14116666666667
AXUD1	0.982833333333333
SAFB	-0.4644
NSUN4	-0.676
RFX2	0.869833333333333
MAPK8IP1	-0.148833333333333
FANCD2	-1.70871428571429
ANKZF1	-2.02516666666667
C19orf50	-0.489875
DUSP8	2.67425
SENP5	-0.53925
NFKBIL2	1.3545
LBR	-0.062875
IGFL1	0.554
LZTS2	-1.414625
IL2RG	2.06075
CCDC51	-0.07125
KLF3	2.157375
ANKRD37	-0.66025
KCTD14	1.60933333333333
FZR1	-0.0665833333333333
SLC44A4	4.5044
ESPL1	-1.021875
GMPR2	-0.2069
TBC1D19	-1.17216666666667
ERGIC1	1.60403703703704
ERBB4	-1.7968
TSPAN32	0.740166666666667
MAP4	0.1
GPHN	0.08875
SLC6A2	0.9185
HIVEP1	0.65525
DFFB	-0.1072
EIF4EBP2	1.589125
DMRT1	-0.098
HSPB6	1.60025
IER2	-0.00483333333333333
AIFM1	0.374
WWC2	-0.807083333333333
MRPL4	-0.19775
FLJ21062	0.108666666666667
EPB41L4A	0.995666666666667
SH2D6	1.1705
TAF4B	-0.8285
GAL3ST3	0.0265
MALT1	-0.4925
RTDR1	0.62025
ARVCF	-0.9045
MEX3B	-2.1055
FBXO16	-0.82425
KIF7	-2.71925
C1QC	4.2165
ZNF783	-0.689333333333333
ZNF85	-1.0515
MMP13	-2.0305
KIAA0329	0.2975
RTP3	-0.213
ZBED3	-0.1265
CLGN	-2.57775
SLC25A37	-1.47383333333333
hCG_18290	-0.07325
OR5AS1	0.218
SMARCC2	0.405083333333333
FAM109A	0.931833333333333
CCDC12	0.0845
USF2	0.3312
DEPDC7	0.59825
C20orf24	-0.0571666666666667
JMJD3	0.6475
DSP	1.057
SLIC1	0.51225
FAM20A	-0.3655
IRF2BP2	0.392875
ZNF230	-0.306
MSN	-1.01657142857143
SLC9A5	-2.28
EPDR1	-0.3251
MUSK	0.936166666666667
ZNF434	-0.1215
