Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_D01_433680
MLF1	6.78900651144132
SEC14L1	5.98484658826825
CHFR	5.5037147551702
EMILIN1	4.37073888221875
THADA	6.35511931136039
TAF12	4.39762867906403
NDUFS4	6.93421078865107
ID1	7.13094645655346
PIK3CB	4.46187720173872
COL18A1	6.47493848982819
PDZD3	3.56097753351063
TBC1D17	4.56773272993225
COX8A	8.98883279550342
CDCA4	7.52787737458454
C2orf44	4.93714802938324
C9orf16	7.56571513718552
ERBB2IP	7.78449696582066
EMX2	5.81940554549426
FUS	6.82182535464916
NIPSNAP3B	3.25238521674275
TF	3.41463853035899
CXorf56	5.32705026556382
CLCN4	3.48175078501160
PWP2	5.57848729091854
MMP15	4.57012669993094
MTMR14	5.62825428709885
NPR1	5.47094106962606
DNAL4	4.72842273817444
ELAC2	4.52214783502707
ASS1	9.77748087921412
IPP	4.41532605730736
TMEM59	7.52188314682083
POLR2J	8.12030164271129
SEC23IP	5.15598475372766
RGS4	4.1813773448939
UQCRC1	8.42639683133206
SNX6	7.3312415790001
DDX18	7.01135813761592
POLG	4.00116488403095
ADAM23	4.21842340542596
ZNHIT2	4.07882348647283
TFR2	3.66279385267693
NCDN	4.59457997533591
RAG1	3.38891805763793
POMT1	4.78050011959752
CYP1A1	3.40575836641686
SNAPC1	5.69684827558086
GNA11	5.23748526175431
CCDC52	2.74455784349076
CAPN1	5.99686479173839
DDHD2	7.44112190800204
UPF3A	6.23602353768657
LAGE3	5.37709466373953
GNRHR	3.17115938508639
UNC13B	4.64934192727486
TTLL4	5.01539191114613
PPBP	2.89752292039504
HTR3A	3.28252132495427
SDC2	6.24602322391973
ANKRD49	6.81307530571129
BTF3	8.98503349655303
COX7A2	10.500386400453
SARS	6.89752541307606
C13orf18	3.75819728602387
CACNB1	3.98490672133013
QKI	6.26197824650492
SETMAR	5.14753738399795
LAMB4	3.53260336213616
MAN2B1	6.42526662215538
EML3	4.33678888061177
ACADL	3.30588695968933
OFD1	7.75695623074078
CGA	3.32384793193173
EIF3EIP	8.8912629717854
PEX16	4.75632603746932
GNG12	5.93934273735427
HABP4	4.86583179861522
CNTN2	3.63459161563892
ASNSD1	7.222789155326
FUT4	4.20706750985159
DBH	3.79781239892386
CD53	4.56885201031327
HIST1H2BJ	3.41049922784902
TFAP2B	3.38776702939754
ACF	3.62416102955662
TMEM11	5.58704187690456
CDH8	3.42349988966423
C3orf32	3.23267138308344
AGPS	4.95250416307253
C4orf18	3.50277924919392
PCCB	7.52748082416341
IPO13	5.09227033655715
PECI	4.83602405389162
UNG	7.68063122925737
C6orf105	3.68408714598351
GSTP1	8.03677813102144
SUV420H1	7.06740596618953
ARHGAP15	3.56260484896521
LTBR	6.58722997165592
TDRKH	3.37333633699244
PSG4	3.27509862464423
SLC9A3R1	6.61268292859656
NBPF3	9.08572011067005
SLC9A3	3.40246303790304
OSBP	5.56136708187535
PRR5	4.60536229486994
CHMP7	5.89444116753958
ADRA1A	3.06611120406913
ASAH1	6.40191709738573
FKBP4	7.42792980143614
ZNF350	4.77141098345688
DOM3Z	5.49320472052431
GIPR	3.82402721087518
AHI1	4.66849723002458
BST1	3.65974139178314
NCR2	3.71977671268926
NADSYN1	4.40375932299206
UBE2W	6.21795991587544
RGS14	3.84161358097785
KRT15	4.5557031615451
SCN11A	3.79376472636245
GFI1	3.65121443063697
FHL1	4.85662879149133
SMC6	6.81335924766975
GATA1	3.64636358044234
OSGEP	4.755010101475
ARMC6	5.39731375113075
HK3	3.22859266465691
PSMD5	6.93605207382747
RSU1	7.60943341029751
RPL4	10.9571683028451
MAD2L1	8.47468343691542
RBPMS	6.04303679852371
EIF4A3	8.56172273555425
E4F1	4.85483624183349
DLEC1	3.42098048504474
PRPF3	6.41165735120819
EMR1	3.08095574231642
CHMP2B	6.40780260965528
CAMSAP1	4.50511784713569
RPS21	9.15349203856349
XCR1	3.26475526939292
ARID5A	4.11310815706958
RBM6	5.37918122119966
UBE2N	7.45713172295266
KLF4	5.36499277012296
MGC4172	4.34163541097465
LMO4	6.7623248549794
KLKB1	3.19796309338355
HDAC3	6.14142692448468
HP	3.95782764937584
SCHIP1	8.3814506685826
BTK	4.03285456436375
KRCC1	6.77186058315117
PRND	4.10817761830556
C6orf27	3.45357458684490
PIGL	3.65123501817015
CLCA1	3.72597934074226
C1orf112	6.06659213406644
OLFML2A	5.03292600948963
HUS1	4.28747552706471
SFRS6	6.7057146400962
CXCR7	7.87997215402952
UIMC1	6.00769817814775
FXYD2	3.6141320913685
GOT2	7.71302816634956
ZNF667	4.19881654873948
TFEC	3.36989455991987
ATP7B	4.61396488971991
RAB38	5.29715599365344
POLD2	6.18313740177151
PPM1H	4.16918490405874
DCX	3.32536804630160
NFYC	5.01961227540293
ZNF228	5.65571391857507
KIN	7.09084640256079
PLSCR4	5.52561184828408
HIST1H4I	3.90553822418141
PPARGC1A	3.07966039508192
HIG2	6.86650998533824
KCNK10	4.31107198187601
EXOC1	7.22353113576783
OR6A2	3.78949583549802
ETFA	7.79975848321499
PDAP1	5.188227827378
C19orf6	3.34646896097506
POLRMT	4.02293447187718
ZNF146	9.00951001227049
MIA2	3.23961935934154
LY6G6E	3.01476542521684
EIF4E2	7.75005933168356
NENF	5.91209570849234
HOXB5	5.88488996897022
ZNF324	4.76444643442689
CUGBP1	3.98620783168933
ENTPD7	3.98955890622929
TTC13	6.6931934105797
GJB5	3.17973782782896
PRSS22	4.66775410383641
CYP3A5	3.40778251601869
MBOAT5	3.95765967524645
CUL4B	4.58618191550068
CENPJ	4.15865205882105
KIAA0664	6.35691520949508
PITX1	4.57746282797488
PDGFRB	5.74885925241453
RDX	6.25265330677659
CELSR3	4.71665851501427
JUND	7.3118403161593
ITSN1	4.61391274760778
CHRNB1	3.32006700581339
EHBP1L1	3.37458025163058
C19orf2	7.51031482975787
FETUB	3.12103371403223
CAMK2B	3.21110969506743
DCTN1	6.8907038361274
TNKS2	6.75874829777552
MRTO4	7.29707466938897
C1QBP	5.48403872641574
TTC3	7.56408760580199
NDUFB8	8.31178267756831
CADPS2	5.21235626202919
EDG2	4.72995487869356
MYF5	3.20254251075046
SEMA3G	3.68097915679382
IL23A	3.5712739885963
GJA9	3.65884592855934
R3HDM2	6.97922848624119
C5	4.04710227269797
SLC2A10	6.76988161836152
TRIM45	5.16634362648902
TSP50	3.83463114131464
PAQR3	5.16233262415105
ANKRD26	4.11110907829962
TCP1	8.64485735919943
TMED7	5.9506460406019
CMA1	3.03156761019153
PTCRA	4.29972339818164
HCRTR1	3.44021132828096
FST	4.41011798458248
PAWR	3.95160158964263
LDLR	4.87544621127288
ASTN2	4.08140249175569
SCRN1	6.3277303879752
GPATCH8	6.38888955581345
KIF4A	6.47404851700507
TANC2	3.96766391698382
ZMYM5	3.84092406656184
PGM1	6.99778238602424
ZNF586	3.87154836825236
POLR3G	3.77770199404936
CPD	4.98042829978462
SNCAIP	5.60457460646357
DCT	3.59990875715013
HLA-DOA	3.5890336571606
TANK	5.91887588149738
RCAN1	4.06545426536667
UPK1B	8.2735974260268
DNAJB4	4.37014381013502
UGT1A8	2.87482689127295
LIMD2	3.71415567768382
HIST1H4L	3.4931250541944
PECR	3.96507200712749
HSPA2	4.75257399752862
SERP1	9.47524743822598
TACR2	3.16996535947322
NUP85	6.40215189664825
CD177	3.61241094298293
GPR135	3.14631602438135
PIGG	6.42760070512979
LGR5	3.76362907382840
JAK2	3.74656946985514
DPYSL4	3.35292074579433
TM9SF4	5.73012316141054
PTHR1	3.48433233219009
SIRPG	3.23877863354603
ZNF264	4.35256654138063
BICD1	5.45701834204674
RAB5A	7.0551842804996
FLJ13224	3.17978732590414
METTL5	8.86135445512215
HERC6	7.88480577377307
CASP1	4.67773243591755
USP9Y	2.94737074172413
LRP1B	2.91538159013035
XAF1	7.26950853378627
PLA2G4C	3.72087475589903
APOA2	3.14100243894246
SPAG6	3.16809746509814
KALRN	3.40462394910794
SECTM1	6.00472213034904
THOC7	9.06888059538719
IFNAR1	3.98310276934854
TCTA	4.95147406551486
NY-REN-7	3.57544276382066
TALDO1	8.26552162348964
B2M	11.5976206814201
LPPR4	3.39486353175793
SQLE	6.08013504067852
SEPHS1	8.55369889268949
EIF5A	5.59333572394561
FAM49A	4.79464332413801
YTHDC2	3.66933990003356
EHD2	4.54065804603087
NCF1	3.61333658667550
SPG7	5.62134049848445
ZNF614	3.68327714651891
HOXA5	3.92705770120039
NUP133	8.26010147282607
FGF12	5.36219680963911
SLMO2	8.84426441580067
INPP5B	4.49970795990604
PPID	5.51889983296902
SNTA1	5.1840496277578
IL20RA	3.4928386100646
UBE2J1	5.62693952916983
CACNG2	3.07835573922425
GCM1	3.22123854608915
ELF1	7.54381678447013
TLR5	4.79376373430278
TCFL5	7.90503841522776
C1orf107	6.11756400020441
C19orf22	6.16480567507852
SAFB2	5.71532839875844
MAP3K7IP1	3.85661606465699
NCK2	8.46237208743622
OXA1L	6.88687011910844
KIAA0652	5.3514063508938
KLRG1	3.33862976054617
FRAG1	5.87985066186668
ZSCAN12	3.33456722713076
PSMD12	6.91532031195587
E2F4	5.37105221745629
CLEC4M	3.50801548681641
KIAA0999	5.09187728914444
CLDN10	3.71796053493911
MGC13053	4.40371746261425
TAC1	2.56664590735011
GYPA	3.3987208626531
HPCAL4	3.33849892019875
TRAIP	4.12853970319762
MEX3D	4.05186443328636
KIAA0232	6.35000749226317
ERCC8	4.33142775344724
NFAT5	6.59385417849244
GPX4	8.84419180255317
CSPG4LYP1	3.17876574238428
KIAA0368	5.44389192731164
FBXO3	5.29452834414538
DVL1	6.05238380319152
CMKLR1	4.01686472345321
GPR157	3.23737628560559
TYMS	8.89892239077568
OR52A1	3.33426400913798
PEF1	6.25406410883158
ZNF750	5.4686564806417
ALG9	4.29311433235633
MCM5	5.48031749752624
SDK2	3.88733488733032
BAIAP3	3.76940537069659
RABGGTB	5.79640644200216
KCNK7	3.35682845579027
PTP4A3	5.90668053217188
ANKRD40	4.55549523016190
CALCOCO2	6.64326665039613
TMSL8	9.07008162630731
SNCA	4.66680857033482
ZNF551	4.468152681514
HBQ1	3.56356846513445
ARHGAP26	4.18649195788181
GEMIN6	6.39680491631973
HRAS	6.17931034280803
KLRC4	2.71787155339558
BSDC1	5.6309941604063
DSC1	3.4947380508362
RNF43	4.8673933765068
NDUFAF1	5.11366952669602
MAP2K4	4.7237509234151
FOLR2	4.42715565367048
LYZL6	3.70712612532388
EPB41L3	3.09028238026419
TEKT2	3.26252344089486
CDKN2B	3.41195817662824
WSB1	5.99671681583422
ZNF480	3.7088927508039
MAP3K6	3.80862104310846
PROS1	4.3773108964896
PSMB8	7.88552881687495
HN1	8.4468628192742
MAS1	3.41386767208368
APOL1	4.27700795239763
CSHL1	3.57894663434788
ZBTB7C	2.78571326733404
AHCTF1	7.81577817043557
SAE2	10.2243840301137
ITGA2	4.74371454924025
AP2S1	9.90205543071298
P15RS	7.3422458836602
MME	4.88346199065391
VAT1	7.57156263558766
MAST4	4.45150015524613
TUFM	8.25690014786494
KRT33B	3.43743486126999
THEG	3.98240273614539
KCTD2	5.71287634489247
WDR26	9.03663260021109
MFI2	3.51131737870925
KRT34	3.17066089947058
NR4A3	3.39579167532604
SGSM3	4.03196481824111
ARSA	3.74580242645839
TOMM22	4.13835383676884
SOCS3	3.60864861885467
UNKL	3.99780951470543
POP4	8.14925001854569
BHLHB3	7.3045366816191
MALL	4.03106644376985
SOX15	3.31253540030361
CCNA2	6.88421990367286
PARK2	3.51120624670995
GPR124	4.84384458790961
TMEM132A	5.58131104893279
CGRRF1	4.98003059441739
RUVBL2	8.2482683970923
MCAT	4.94641256388564
WNT10B	3.78298501558486
ISCA1	6.12957812864354
RPAP1	4.7684133306897
C12orf48	5.39347975369894
RAI16	5.07599269932336
RPL27	9.48287798069003
EPN1	3.90124578205819
MAGI1	3.28637755109001
GBX2	3.23876974283938
SLC35A1	6.81684011165837
GAL	7.0582286095729
SLC14A2	3.82975989193176
RDH11	7.08221499995234
ZNF518	3.87753886698624
PCYT1B	3.43879020312988
AUH	6.03337830110987
EIF3H	9.73160367995642
KIF1B	5.12803099046983
MBD2	4.5848345399543
AMOTL2	8.57398145776036
C6orf120	5.84426546952802
PIGT	8.76857042307162
PSRC1	5.53170817939945
PLA2G10	3.69852335296384
ALAS1	6.85075922544718
FOXO1	5.60211458170892
C17orf62	6.24514414229724
KIF5C	6.64540809670594
DUSP10	5.01143748023076
CRLF3	6.88047100573232
CLCNKB	3.62992830915311
PSMA5	7.70309258385948
FARS2	5.26789252348873
CCDC28A	5.85833876956238
AMPD3	4.27929417133476
PIAS1	6.94384080737107
ADCYAP1R1	3.36332255563042
TMEM134	5.53511955099692
CDH20	3.08140346703981
FBXO7	6.94300740450462
FLJ14213	3.64054239502358
ZNF3	4.60665269469228
LRRFIP1	7.55442772055038
TMEM49	7.22808926299817
CNOT2	7.3630939198616
CBX2	2.75612667173827
ZC3H14	6.3337155178269
ALDH5A1	5.60547963109776
HNT	3.24938345349243
SERPINA4	3.28691698739968
FLJ20920	6.70358668803783
CRTAP	4.52776035344158
DDX50	7.26205339863658
STYXL1	6.31884921172952
TK2	4.42724224484081
BLVRB	7.18777944725464
STMN1	7.7587845839677
GUCA2A	3.53881897775104
DPP6	3.08562870499171
GALNT10	4.19792950841988
STK39	6.27875712203799
MMP24	4.39942853295308
CKS2	10.0551354487954
RHO	3.71148266038310
BANF1	9.13976476098498
CR1	3.02838633991783
RPS6KA2	6.30671645945023
HMBS	6.25918006069024
C20orf112	3.93404013201207
SLC25A24	7.39597610836652
MRPL22	8.02204264980085
SLC25A15	5.90786510992816
GADD45B	4.78475464346412
TDP1	5.51559325397284
ZNF287	3.67658899676728
DAAM2	5.70418418224632
C11orf57	5.45278530714043
RFK	6.9066705327566
ZFYVE9	4.3075017080342
TCTN3	6.16597009951731
STCH	6.07344322420937
LOC283871	4.20389087004329
NDUFB3	7.91345016753418
DEFB4	3.74043937939217
FPR1	3.4771211155381
FMNL1	3.76095998553851
SEPT7	9.78597641320535
PTCD2	4.11878839354228
GNLY	3.43534228987337
GRAMD1C	4.36180860681321
ZNF165	6.0135383859451
TR2IT1	4.61792577234315
ARMCX3	7.05257004074893
NDE1	6.39621841048525
MAGEF1	7.32450456954499
ITGA10	3.99766663125253
ARHGDIB	6.08767648858227
FSHB	3.72868502308648
ANXA2	10.2194199579622
HLCS	3.77437678102481
MCF2L	4.29758311572148
AK1	5.56418159426836
FH	6.3119357750105
LGALS2	3.66472753627585
SYNPO2L	2.85206768188764
KIAA1045	3.38136207701223
C1orf183	4.83740465045993
MAGEA8	3.06472566337496
DGCR8	4.62651337558946
GSR	5.067282369454
NEU2	3.51287606492730
HIST1H4B	4.51320724213446
CACNA1C	3.09196232941515
FAM20B	7.24217916989979
HES2	3.19887453660603
PDCD6	8.2614295460089
INTS7	6.8983074406416
AMPH	4.02707615054240
UCKL1	6.38869475638051
ASB4	3.09901272859475
C10orf97	5.52268101633913
ALDH1L1	4.31344495866098
CCL23	3.19861634532262
OBSL1	5.36401572893142
SLC12A7	6.83084882041026
THAP4	6.4450003173326
RBM4B	4.53683306350204
OGFRL1	4.82179509558451
KIAA0831	5.15109336241961
C12orf11	8.00866729153859
PPP1R15A	5.13066136433285
KIAA0240	5.41768823896967
CD1B	3.17967147345051
FCGR2A	3.42004900151643
MDC1	5.59269483492223
MAN1A1	3.72902321408656
KRT9	3.52421133601673
HTR1A	3.02458644984595
OCEL1	5.21798091288037
ATP11B	5.61623742035325
NLGN4X	6.16235721275837
FBXO34	7.02235900748986
ALOX12	3.36536876932426
RB1CC1	7.48626190517392
PCDH12	4.54979688635135
RPE	4.89288962226169
EIF4E	6.57384073398689
CSDC2	4.23528065088801
ABHD5	4.34452903193621
TMBIM1	6.26068599287748
PET112L	4.66146487020026
P2RXL1	3.42947557483663
F2RL2	3.75385278931919
TRMT1	5.0192352404977
IMPG2	3.82818453107077
LRRC32	4.37766503505467
BGLAP	5.05957155418043
HTR4	3.45503404976538
MRAS	5.78517715116098
TRAF6	4.56270382447145
AXL	5.4721669990066
ATP2C2	3.523264141099
LMNB1	6.94135706493923
TELO2	4.51066603050156
PNPLA3	3.71004441912605
CSNK1E	6.6262264919823
SRP14	10.2094637775140
KCNQ4	3.44753213653589
PIK3C2B	6.5243517234613
C15orf15	7.74726295414481
TUBB2B	8.37966854957097
USP15	4.75299531897201
C12orf41	7.49138877547265
CEND1	4.11839030637823
RNF31	5.12288706555142
TCEAL2	6.50693245849362
PTGER2	3.84318192720522
UBN1	6.88513516880177
SLC5A7	3.37197919011715
SLC31A1	6.07749558102575
ADAM29	3.52585721927285
ST7L	4.07310158026061
GFOD1	4.90199321573432
CTNNA1	8.4534684618298
HRBL	3.59324851774829
CBX4	3.97006067715656
NTRK2	3.70857874857058
FOXN3	5.88370100178386
MFGE8	5.37614288093158
PFKFB2	4.02001533245509
TAS2R4	3.84226641044119
SH3TC2	3.1685275199464
IL10	3.46728600396799
PXMP4	5.46024177337176
RNF167	5.84283581183704
PRMT5	6.5930616621484
TSKU	5.53257851335582
ATPIF1	8.12517711339576
ETV3	3.11058255260449
PAK7	6.04974786404847
PDLIM1	9.47144501250933
CEP63	5.67994789700355
WDFY3	4.51327411913427
RNF126	4.38267732037313
DPM1	9.39862641080029
CLIC4	6.60501565640448
ACR	3.78650345835808
KLK7	6.81074793031749
ALOX5AP	3.68455141911822
LRP1	4.79789767232918
TNK1	4.5402008936293
TAS2R9	3.25969212473919
ZNF16	5.44160636165226
POLR1B	6.37081961643877
SLC8A2	3.84011039398013
OLFM4	9.47432126103938
TACC1	4.79511696374913
SAMHD1	8.10266776716511
ATP13A2	5.006137541784
KRT4	5.4134590392367
PAX6	5.99507246077149
SCG2	3.39259492694851
SLC17A6	3.41651355894626
TUBB4	4.48934856843510
PADI4	3.20661138567916
FMO3	3.45232055699274
NLK	4.99304686714453
POU4F3	3.09439893426453
MDM2	3.52199741184958
CAPNS1	8.95379840971878
SDF4	7.04282945901049
ITGBL1	2.99172778347315
TAP2	4.17570897755163
OR2C1	3.789884728247
KLHDC3	7.57979837592868
EFHD2	5.36880922743874
GALR3	3.56274434424914
NBEA	3.29611831050987
ABCA6	3.55958364639208
ABBA-1	4.08909757091356
GNAI1	5.53582401468942
CLDN3	5.0235374558041
AKT2	3.32207420394868
EGFR	4.37997889431675
VPS4B	7.87308142629303
RBM16	8.36312761583034
GALNT6	4.86302149533506
ZDHHC3	5.11774882706174
SLC25A4	5.06181811543173
CYB5B	6.31134671115093
NDRG1	7.24189676438367
SESN1	5.93889326151463
GBE1	6.90403552038635
MRPL46	5.47084316369767
CLASP1	6.55084998228969
FARP2	4.69956408723263
ACOT11	3.66989023638125
LDHAL6B	2.83181731268892
MAPKAPK3	5.55709004709632
NCAM2	3.03509205813117
AFAP1	4.3734887486374
PRKD2	8.31889622806365
OR2H2	3.44112038789144
ZFP36L1	7.1575296651456
DZIP1	6.08741007196135
GPR161	4.79481344784576
RNF146	4.26052908161575
NKX3-1	4.29871412635077
CCNB2	8.2537351219938
ZNF10	4.31949599996272
WDR74	5.38557648933104
FAM134A	7.31229732528961
PCNP	9.44430328108547
PURA	5.16764247751442
DNPEP	7.00567114570186
ERBB2	5.33172951825589
CREB1	5.85596912765673
NEO1	5.23395196610798
DDX3Y	3.25522181696102
RPS3A	11.5822370987281
MXRA7	8.83335811723216
LGALS3	9.30155564142806
GLT8D1	7.04704950445346
TMPRSS3	6.79079471951123
UPB1	3.21927489185005
LAT	4.25422879041638
CLDN14	3.59929223787164
DHX38	4.79777391542333
KCNA3	3.61514398935112
BTBD1	7.45790811137614
TARS2	6.02318530860291
SKIV2L2	6.72698352638832
ABCF1	7.99490850894545
CDT1	3.70450473581800
ZHX2	5.58269272360431
FCF1	4.97750729394532
LRRC49	4.63269662169532
GUCY1B2	3.58790430097140
CD28	3.40771795521475
SMARCA4	6.45964823797483
SEPT2	9.33159695725034
SOHLH2	4.36358069667936
MCOLN3	4.06736526086434
LRP8	4.34957509844896
TAGLN3	4.17295848857749
MASP2	3.64670064604378
GPATCH3	4.40864058914024
TTRAP	8.55625379505211
AGL	6.6885612969599
NFE2L3	4.77108288773142
PSD4	3.60317875636753
PALMD	5.40100239558461
CCNB1IP1	8.21772256932364
TMEM43	6.18537514310654
OBFC1	5.69572371561537
STAT5B	4.19832243354316
C14orf79	4.4812344135937
ENPEP	4.26169954707739
SSB	8.5377664188061
SCT	3.32291617514045
TIMM23	7.16834786137663
SKI	3.84049250844135
SLC22A13	2.96166712204392
AKAP3	3.18298727745689
OAS2	6.38769157607287
KIAA0423	6.0842056600479
SEC61G	9.0012406651749
CAPN11	3.12367907481083
TMEM50B	7.03773494902326
DEGS1	7.99825409402034
ARHGEF4	3.75579803488827
DBNDD1	4.55596440818859
TBL1XR1	4.14798323401475
FAIM	6.66482679938284
SP140	3.08706864363129
G6PD	5.21608048166917
NUDC	7.205010905067
GABRP	3.45494271189791
SCARA3	4.7435243214928
TACSTD2	5.74378130789237
EIF3J	6.91813414227414
PPP2R2A	7.6709078595298
CPA3	3.32760458538657
PVALB	3.22306692700586
BCAT2	5.99682308078905
MFN1	5.93006503890876
F10	3.02555696089320
