Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_E03
SARS	9.3178282623683
C13orf18	4.36759964847843
CACNB1	4.06085224578672
QKI	7.15906660881236
SETMAR	5.62067435103019
LAMB4	3.26585336932569
MAN2B1	7.40660778350568
EML3	5.0370222142585
ACADL	3.38277783450567
OFD1	7.34684359780355
CGA	3.50457546710819
EIF3EIP	11.5385594620882
PEX16	5.41277863150543
GNG12	7.81328878124934
HABP4	4.99495735128002
CNTN2	3.38849309878254
ASNSD1	7.28526730759918
FUT4	4.06239765638961
DBH	3.65374766568254
CD53	6.04976863306473
HIST1H2BJ	3.51989403695954
TFAP2B	3.23591518125641
ACF	3.86633311010086
TMEM11	6.3113686096188
CDH8	3.54734973188644
C3orf32	3.53397556292147
AGPS	5.13348341503288
C4orf18	3.33813244966582
PCCB	7.87370346690857
IPO13	5.00049522502834
PECI	8.06034168896467
UNG	7.00545665223604
C6orf105	3.67745792540636
GSTP1	8.42480278560665
SUV420H1	8.10017482585905
ARHGAP15	3.60662344184474
LTBR	6.38180788430898
TDRKH	3.23599097319974
PSG4	3.31694438268409
SLC9A3R1	6.44632661167816
NBPF3	9.30887934292544
SLC9A3	3.45503191694156
OSBP	6.7290730176623
PRR5	4.47570065727101
CHMP7	5.30422137445183
ADRA1A	3.02337569198250
ASAH1	6.27622254078487
FKBP4	7.72159446588297
ZNF350	5.08364163178197
DOM3Z	5.68814250429524
GIPR	3.52953659768359
AHI1	5.09129090735718
BST1	3.33664098572171
NCR2	3.57491222278854
NADSYN1	4.76342108996768
UBE2W	5.87288807530787
RGS14	4.07194969313726
KRT15	3.69184221844761
SCN11A	3.93568869812154
GFI1	3.47027992045709
FHL1	5.70488778677347
SMC6	6.30525408285592
GATA1	3.59885295472091
OSGEP	5.65251885874959
ARMC6	5.23046921970764
HK3	3.19537235760336
PSMD5	7.06578392232782
RSU1	8.0378004566981
RPL4	11.9531894500767
MAD2L1	7.21974076521883
RBPMS	5.7308611753645
EIF4A3	8.9847104106395
E4F1	4.58088948161292
DLEC1	3.49304122873574
PRPF3	6.07500084686702
EMR1	3.17137611073148
CHMP2B	7.1438040420533
CAMSAP1	4.55012921073738
RPS21	10.1607216185461
XCR1	3.16601961234506
ARID5A	4.50689046146552
RBM6	5.94385493324108
UBE2N	7.81162702750924
KLF4	3.7920698891261
MGC4172	5.06690429139869
LMO4	7.70323033320342
KLKB1	3.06871662168826
HDAC3	7.47467056551022
HP	3.65774290549019
SCHIP1	5.40786237036566
BTK	3.85787101692623
KRCC1	7.7923352545621
PRND	3.04266299824029
C6orf27	3.38400849873859
PIGL	3.97248001957984
CLCA1	3.91239581433369
C1orf112	4.57992091627392
OLFML2A	5.36640332940677
HUS1	5.14234330620178
SFRS6	7.95883720717998
CXCR7	7.34337821725637
UIMC1	6.94619639521903
FXYD2	3.3214285708007
GOT2	8.03213184512459
ZNF667	4.78017118044111
TFEC	3.36297798367134
ATP7B	4.76843857162169
RAB38	5.62156028090071
POLD2	6.98933992456373
PPM1H	6.95336336327156
DCX	3.27163898492419
NFYC	5.51113239530491
ZNF228	4.5884165896867
KIN	7.30500324877505
PLSCR4	6.83567110943731
HIST1H4I	4.29232977822849
PPARGC1A	3.68752850356983
HIG2	7.81668789566397
KCNK10	3.90513383582132
EXOC1	7.84226756155499
OR6A2	3.88721959265251
ETFA	8.14681475851175
PDAP1	5.18039528487479
C19orf6	3.21913985794129
POLRMT	4.00774094436402
ZNF146	7.99775689321129
MIA2	3.21110568364263
LY6G6E	3.28970738515222
EIF4E2	8.25948582674282
NENF	5.3019548180693
HOXB5	4.39751535470764
ZNF324	5.4277685868681
CUGBP1	5.27951239235927
ENTPD7	4.53580396649525
TTC13	6.71081977850624
GJB5	3.37204909104937
PRSS22	4.09816512360904
CYP3A5	3.30466757512940
MBOAT5	4.95079312356836
CUL4B	6.47497610662653
CENPJ	3.2147891162506
KIAA0664	6.12716247577265
PITX1	3.28259442485478
PDGFRB	6.02107400819547
RDX	5.14457423020324
CELSR3	4.13958569973069
JUND	6.90756085119289
ITSN1	5.30101858089104
CHRNB1	4.00982708003256
EHBP1L1	3.39939045853703
C19orf2	7.91888916236027
FETUB	3.08389105812721
CAMK2B	3.20633117257642
DCTN1	6.72818407663486
TNKS2	7.31688929480403
MRTO4	7.00930292393896
C1QBP	6.56267657777413
TTC3	8.22325021228931
NDUFB8	8.93531192058146
CADPS2	5.41525461103812
EDG2	5.45470254601255
MYF5	3.080954116338
SEMA3G	3.70352036665588
IL23A	3.52250071702114
GJA9	3.56775883703306
R3HDM2	7.85083312999624
C5	3.70898123573854
SLC2A10	8.19509265695452
TRIM45	6.22611036296111
TSP50	4.74759210671986
PAQR3	4.80802775781836
ANKRD26	4.20383592057931
TCP1	9.00663545827532
TMED7	7.32428412099496
CMA1	3.03668189454902
PTCRA	4.31680300003681
HCRTR1	3.40245184787106
FST	5.0150900200769
PAWR	4.54508784612862
LDLR	5.48965040462707
ASTN2	4.03670670874847
SCRN1	7.01694138416623
GPATCH8	6.99926493090174
KIF4A	5.37332598091321
TANC2	4.41874450518653
ZMYM5	3.31968190481573
PGM1	8.48400097627976
ZNF586	5.36305447318398
POLR3G	3.67087901676747
CPD	6.57714607886064
SNCAIP	5.49481372261538
DCT	3.48624533063398
HLA-DOA	3.73283692402647
TANK	5.86290849644051
RCAN1	4.23021647516131
UPK1B	5.23215856787715
DNAJB4	5.44162219072621
UGT1A8	3.03359288413707
LIMD2	3.42100322170797
HIST1H4L	3.51211652881888
PECR	5.31722862480546
HSPA2	6.4393511605909
SERP1	9.4577500871393
TACR2	3.85218848768563
NUP85	7.70719249184066
CD177	4.64987539119118
GPR135	3.26061622474378
PIGG	7.39843331318466
LGR5	7.32919166216768
JAK2	3.62052401435615
DPYSL4	3.29990055239846
TM9SF4	6.83203779062313
PTHR1	3.35558607018156
SIRPG	2.82759400531679
ZNF264	5.95347340272213
BICD1	5.52562391472703
RAB5A	7.76191578326136
FLJ13224	3.24566918962419
METTL5	8.9288578151334
HERC6	4.58271925039055
CASP1	4.87619251128906
USP9Y	2.88077000981919
LRP1B	2.96320248929078
XAF1	5.70426472314898
PLA2G4C	3.7051209443061
APOA2	3.10900198103943
SPAG6	3.00803343129681
KALRN	3.48266605240324
SECTM1	4.85138143117896
THOC7	9.2581195792843
IFNAR1	4.02418534451372
TCTA	6.43903582328916
NY-REN-7	3.2980562730583
TALDO1	8.77711130903834
B2M	11.3367353623883
LPPR4	5.17022215685799
SQLE	6.72729126325335
SEPHS1	8.41791314805651
EIF5A	6.54222363511133
FAM49A	4.65725727315015
YTHDC2	4.53852891383445
EHD2	5.3452840897014
NCF1	3.5562591751798
SPG7	6.19319400661371
ZNF614	3.90170253683882
HOXA5	4.45305431121432
NUP133	8.73640719603433
FGF12	3.85987758242358
SLMO2	7.91336269183667
INPP5B	4.14187903107683
PPID	7.74584775702879
SNTA1	4.20451413116542
IL20RA	3.78368329695129
UBE2J1	7.40057524933627
CACNG2	3.34679180363310
GCM1	3.27115223680835
ELF1	6.67123956385743
TLR5	6.19971816871044
TCFL5	6.57753843174726
C1orf107	7.03574820169142
C19orf22	6.3851221002365
SAFB2	6.38199741298361
MAP3K7IP1	4.03176025545318
NCK2	7.95550207731578
OXA1L	8.80166307271683
KIAA0652	6.42917761399395
KLRG1	4.0460038957733
FRAG1	6.65756836270665
ZSCAN12	3.14265632315219
PSMD12	7.8845544628697
E2F4	5.15847671346672
CLEC4M	3.60628637010796
KIAA0999	5.0897150667228
CLDN10	7.6835702550113
MGC13053	4.07599351511347
TAC1	3.04833403746878
GYPA	3.32990498333422
HPCAL4	3.43544072717388
TRAIP	4.08774348963742
MEX3D	4.14283671720406
KIAA0232	7.47753310935364
ERCC8	5.84988724742105
NFAT5	5.13875098419472
GPX4	8.73107753260375
CSPG4LYP1	3.20435457210447
KIAA0368	6.23863622990124
FBXO3	6.26467882632228
DVL1	6.3556363399172
CMKLR1	3.68655705660607
GPR157	3.87963381965898
TYMS	6.49190140353662
OR52A1	3.24162783153899
PEF1	6.84110610043279
ZNF750	3.27397511237174
ALG9	5.024352936232
MCM5	6.34934359843771
SDK2	3.69086664115526
BAIAP3	3.79959072017685
RABGGTB	7.05550090158102
KCNK7	3.47135830518693
PTP4A3	5.85316009194921
ANKRD40	4.81567166948909
CALCOCO2	7.44821627003196
TMSL8	7.21224076893563
SNCA	5.02250209083315
ZNF551	4.28040845286182
HBQ1	3.56257527143736
ARHGAP26	3.81311974568024
GEMIN6	6.90329245463201
HRAS	5.61451979427853
KLRC4	2.78896769278828
BSDC1	5.52726305682953
DSC1	3.91978124721538
RNF43	5.67070292297773
NDUFAF1	6.49628097026957
MAP2K4	5.29130154624381
FOLR2	4.42511715010813
LYZL6	3.45547585269627
EPB41L3	3.55726689345987
TEKT2	3.9832123037299
CDKN2B	3.19860090932477
WSB1	6.51350930875194
ZNF480	3.56942778241151
MAP3K6	3.88359706850207
PROS1	6.90868342074813
PSMB8	6.97930952840117
HN1	7.2012145813217
MAS1	3.13786014041897
APOL1	4.956418256465
CSHL1	3.09408042480378
ZBTB7C	2.99037347219295
AHCTF1	5.56584143561424
SAE2	9.5794526755172
ITGA2	4.50151966572045
AP2S1	8.93825087169116
P15RS	7.33658323995495
MME	3.88164956877637
VAT1	8.23689885263164
MAST4	5.15296590933621
TUFM	9.55751535344269
KRT33B	3.42113847817947
THEG	3.64115190567734
KCTD2	5.93653478503466
WDR26	9.51924199037183
MFI2	3.18382495630326
KRT34	2.99785266117607
NR4A3	3.489142244704
SGSM3	4.42306780931762
ARSA	4.21797706838119
TOMM22	6.82185395909778
SOCS3	3.6325696085762
UNKL	4.80399912947016
POP4	8.16008745587778
BHLHB3	9.0960023350871
MALL	4.25944531071805
SOX15	4.1223523397985
CCNA2	5.87665258253966
PARK2	3.19862069135046
GPR124	4.63551531918296
TMEM132A	4.8143026767671
CGRRF1	6.889968997719
RUVBL2	8.76755548228812
MCAT	6.31007727944075
WNT10B	3.65985482319458
ISCA1	6.16528226264141
RPAP1	4.94717442955646
C12orf48	4.37896487185698
RAI16	4.85146493086226
RPL27	9.49802343070206
EPN1	3.76892028588591
MAGI1	3.12297156094048
GBX2	3.11439051290408
SLC35A1	8.30728003572122
GAL	4.33533187727769
SLC14A2	3.82442497147947
RDH11	7.8164544145251
ZNF518	4.83630235950968
PCYT1B	3.44283481453438
AUH	6.78966975086677
EIF3H	11.0330465336007
KIF1B	8.44280621948707
MBD2	4.6493358964483
AMOTL2	8.28311068464655
C6orf120	6.72878288766993
PIGT	8.69360116939857
PSRC1	6.28435449062367
PLA2G10	3.75923823679435
ALAS1	7.45515561551155
FOXO1	6.51922879043367
C17orf62	6.53181702960115
KIF5C	6.21045984738628
DUSP10	4.57827098382742
CRLF3	7.17794017067086
CLCNKB	3.50264767155471
PSMA5	9.40191110976519
FARS2	6.40589804520127
CCDC28A	6.02932059483732
AMPD3	4.57176814852629
PIAS1	7.20039397668282
ADCYAP1R1	3.53611450429655
TMEM134	7.102168113429
CDH20	2.90926081567993
FBXO7	8.46749398441318
FLJ14213	4.01698897635099
ZNF3	5.97377863219033
LRRFIP1	7.64979920979575
TMEM49	8.75184976795652
CNOT2	7.94497463886122
CBX2	2.85859383483505
ZC3H14	7.10185580204295
ALDH5A1	6.36130208662482
HNT	5.25575473366493
SERPINA4	3.26848660339467
FLJ20920	6.11578902795593
CRTAP	5.56807405748734
DDX50	9.10001244532543
STYXL1	6.81111202328412
TK2	4.72565145962844
BLVRB	6.86479333262826
STMN1	7.4995472714947
GUCA2A	3.06552526465602
DPP6	3.35013702323423
GALNT10	5.00428905679457
STK39	5.14856424672402
MMP24	4.83477549760138
CKS2	9.34814095561505
RHO	3.56637032814697
BANF1	9.39385337631921
CR1	2.97746266123705
RPS6KA2	5.73227116235403
HMBS	5.98389664004579
C20orf112	4.14500450991538
SLC25A24	7.57027079797701
MRPL22	8.66227351297756
SLC25A15	5.3638712673307
GADD45B	5.05030769212444
TDP1	6.05618140996677
ZNF287	4.60935844507568
DAAM2	5.65920350534214
C11orf57	5.88374089526128
RFK	6.60534759890883
ZFYVE9	4.09722489953229
TCTN3	7.88277531253217
STCH	6.08605472921319
LOC283871	3.44786970479397
NDUFB3	7.86313439083105
DEFB4	3.82137938270668
FPR1	3.84803193326297
FMNL1	4.20192482647174
SEPT7	9.32929487742138
PTCD2	4.77536734270961
GNLY	3.36175052129509
GRAMD1C	6.92940832032964
ZNF165	6.1038526914607
TR2IT1	4.63111376123003
ARMCX3	7.31896737010164
NDE1	5.28876907653939
MAGEF1	7.18950411726101
ITGA10	4.09650686296568
ARHGDIB	7.7355468310313
FSHB	3.74554928749723
ANXA2	11.5710310127844
HLCS	3.85229575627928
MCF2L	4.22169464184848
AK1	6.32311621201866
FH	6.46095052003222
LGALS2	3.50553609800072
SYNPO2L	2.76255134604180
KIAA1045	3.29493031073951
C1orf183	4.54269514130249
MAGEA8	2.92057174982727
DGCR8	5.08222669672889
GSR	6.44297221468876
NEU2	3.37767946353066
HIST1H4B	3.64421089821951
CACNA1C	3.05179922928421
FAM20B	6.3675162010397
HES2	3.12331786135983
PDCD6	8.1977038391698
INTS7	5.97241016291964
AMPH	4.3640968402512
UCKL1	5.93850224447556
ASB4	3.06237986837386
C10orf97	6.14936771949517
ALDH1L1	3.84719023531606
CCL23	3.21044305119224
OBSL1	5.72951256342267
SLC12A7	6.46511360341804
THAP4	7.38821335893836
RBM4B	6.31379049588264
OGFRL1	4.02994803669759
KIAA0831	6.77892794435223
C12orf11	8.53855448916077
PPP1R15A	5.32414029621428
KIAA0240	6.61978653374632
CD1B	3.40782879578102
FCGR2A	4.80011074186266
MDC1	5.94257723429782
MAN1A1	3.68805486690193
KRT9	3.37746752250914
HTR1A	3.26852572411043
OCEL1	6.79109431126952
ATP11B	5.77618621603316
NLGN4X	4.53317369637959
FBXO34	7.54256408442171
ALOX12	3.62908842729597
RB1CC1	7.84455751392239
PCDH12	4.55712149063178
RPE	5.6739701193459
EIF4E	6.36058055053648
CSDC2	4.10974028538253
ABHD5	5.42962817132702
TMBIM1	7.01096152975636
PET112L	5.69249323025388
P2RXL1	3.13483488824483
F2RL2	3.0382606019724
TRMT1	5.87873245366422
IMPG2	4.3308096765978
LRRC32	6.05751535349591
BGLAP	4.26582519034577
HTR4	3.27143823547387
MRAS	4.2228716819398
TRAF6	5.41660697585882
AXL	5.56051173245759
ATP2C2	3.44324507840471
LMNB1	5.54951090158334
TELO2	4.36753739661321
PNPLA3	3.77469849916813
CSNK1E	6.93747215478409
SRP14	10.3105609183433
KCNQ4	3.08809203912802
PIK3C2B	6.32204668924884
C15orf15	8.93747448958791
TUBB2B	5.51235082204783
USP15	5.87390431015417
C12orf41	7.8758260168507
CEND1	3.59393872737990
RNF31	5.67207491342829
TCEAL2	6.73544054055521
PTGER2	4.56459202411643
UBN1	7.23671846091133
SLC5A7	3.08610220148974
SLC31A1	5.81619247226585
ADAM29	3.60119123081108
ST7L	4.60431669941423
GFOD1	5.83499263162397
CTNNA1	9.52924632964928
HRBL	3.84857012549316
CBX4	3.45251399067008
NTRK2	3.53334042721970
FOXN3	5.39432700746217
MFGE8	6.10282040018187
PFKFB2	3.89894756991568
TAS2R4	3.71660430408546
SH3TC2	3.21250024432583
IL10	3.43240528742874
PXMP4	6.48666037345664
RNF167	6.12858233691542
PRMT5	8.65300641658102
TSKU	5.84461823334212
ATPIF1	7.43247206627518
ETV3	3.34476469137723
PAK7	3.64594334667521
PDLIM1	9.5333149969613
CEP63	5.56782798955922
WDFY3	4.87223458446707
RNF126	3.94845225395973
DPM1	8.67235455082673
CLIC4	6.30247103062808
ACR	3.75232102307336
KLK7	9.09232276705349
ALOX5AP	6.65616907704164
LRP1	5.64020201147274
TNK1	4.78866019224425
TAS2R9	3.10830829079477
ZNF16	6.42385646047394
POLR1B	5.63632369730402
SLC8A2	3.64406684626237
OLFM4	2.85194105359583
TACC1	4.84003910853838
SAMHD1	4.91409118974372
ATP13A2	4.75392683126323
KRT4	3.4443438538826
PAX6	3.47900013639001
SCG2	4.41872906638615
SLC17A6	3.33314511130716
TUBB4	4.8263604366299
PADI4	2.94725836274356
FMO3	3.56533048048459
NLK	5.2545945700813
POU4F3	2.89748312923713
MDM2	3.45261553611122
CAPNS1	9.6153481025094
SDF4	7.62002557649251
ITGBL1	4.93567889775662
TAP2	3.94476683198439
OR2C1	3.38777780812179
KLHDC3	7.73191240047438
EFHD2	5.0895631420069
GALR3	3.62378595430234
NBEA	4.56269241352408
ABCA6	3.06908815936124
ABBA-1	3.74944422522862
GNAI1	5.04245977987114
CLDN3	7.04601305792327
AKT2	3.30486152633494
EGFR	4.12957718538851
VPS4B	6.41730219419123
RBM16	7.86972617869425
GALNT6	6.19821930293039
ZDHHC3	6.07442553097859
SLC25A4	7.46600374950602
CYB5B	5.46865150939038
NDRG1	9.04856835801307
SESN1	6.1345905133022
GBE1	8.08639898932143
MRPL46	6.81854687699091
CLASP1	6.0981882598608
FARP2	5.01116803884812
ACOT11	3.76208778193308
LDHAL6B	2.90512501955371
MAPKAPK3	6.3558926345722
NCAM2	2.95632829559688
AFAP1	4.38897006873266
PRKD2	6.69198402694624
OR2H2	3.22811260921631
ZFP36L1	7.26002406467225
DZIP1	5.82214104240678
GPR161	4.49468288116648
RNF146	5.52692315477686
NKX3-1	3.72207414265751
CCNB2	6.97877503723163
ZNF10	3.67767975287407
WDR74	5.9894469074968
FAM134A	8.73418015886876
PCNP	8.48668271191996
PURA	6.20845034889106
DNPEP	7.25431718004669
ERBB2	5.78520898643964
CREB1	6.58196321812159
NEO1	7.19330140790276
DDX3Y	3.2617354095175
RPS3A	12.9983282203006
MXRA7	9.79534104081933
LGALS3	10.6462823784896
GLT8D1	7.64993227798378
TMPRSS3	7.01404857273822
UPB1	3.16145791923879
LAT	3.51474787942609
CLDN14	3.50984807976828
DHX38	5.38824568486734
KCNA3	3.10888859529919
BTBD1	8.2485832881073
TARS2	6.23632797277775
SKIV2L2	7.87720923089429
ABCF1	8.36928302915123
CDT1	3.06123520970161
ZHX2	7.81282586832329
FCF1	5.00551815961398
LRRC49	7.02471815446721
GUCY1B2	3.42668871362836
CD28	3.27313823680551
SMARCA4	7.290691060047
SEPT2	9.75728480738982
SOHLH2	3.56567865149642
MCOLN3	4.27584941986425
LRP8	4.23315080215285
TAGLN3	4.01479913065055
MASP2	3.65545953486932
GPATCH3	4.43379489907245
TTRAP	8.90430468730775
AGL	8.20309180631276
NFE2L3	4.17115220616053
PSD4	3.72863956516837
PALMD	6.10540581965374
CCNB1IP1	9.43077079114643
TMEM43	7.50238933663267
OBFC1	6.634169822133
STAT5B	5.37714750008567
C14orf79	4.36439826179823
ENPEP	4.33093232869686
SSB	7.92033976976556
SCT	2.95263124073712
TIMM23	6.87410709592232
SKI	3.67672004724820
SLC22A13	3.06154704494632
AKAP3	3.9355302657131
OAS2	4.37328561804879
KIAA0423	7.39022026609377
SEC61G	10.0697396768777
CAPN11	3.14513655485036
TMEM50B	6.84016563297159
DEGS1	7.52724002526616
ARHGEF4	3.57608916912736
DBNDD1	4.54780344850168
TBL1XR1	5.7186853575255
FAIM	6.79169410299753
SP140	3.18338838200501
G6PD	4.9813790529
NUDC	7.35896475838346
GABRP	3.97724987263106
SCARA3	5.9831791571894
TACSTD2	5.1368842845993
EIF3J	7.15613848589435
PPP2R2A	8.45880721778286
CPA3	4.04963770018736
PVALB	3.88210137140215
BCAT2	6.52611043086877
MFN1	5.83499157110203
