Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B12_452008
Composite Element REF	Signal
FEV	3.57231557728947
EED	5.36145885381422
RNF32	3.32473404748312
PDCD5	7.88586186278879
SLC8A1	3.25879373723500
HES1	6.85321740397041
DGUOK	7.50074245710303
CLDN16	4.41981812573854
CLC	3.38775782798386
ISL1	5.98044486119886
C1QTNF3	5.21942586665965
GAGE1	2.92262786254454
KIAA0528	7.30423251722242
VGLL3	3.16536952538269
MANEA	4.56414239437759
C1orf61	3.71422214093965
SUPT4H1	7.51429773352091
CD1A	4.17802439089602
ASAHL	5.75292561754721
TRAF5	6.18908464587682
RAPGEF6	4.74357054544461
WHSC1	4.95230863711352
NEIL1	3.83305201876
KIAA0020	5.87526077133721
C16orf45	4.35572343413631
GFPT2	4.88334284317246
RBM10	6.98429649774342
MRS2L	6.35917192643457
DNAH17	3.58966828887574
STARD5	3.74430499936841
C19orf10	8.29736635168072
SIP1	5.55831058177666
DNAJC15	8.85623506242863
C1orf160	6.02404564168526
SLFN12	3.76412819380683
STAU2	5.0144853672979
FAM98A	7.78063267539424
EXOC3	5.2504213139027
RAD23B	7.30764053121594
HIST3H3	3.98458708362282
NCOR2	4.42391517529893
TNFRSF9	3.21918861343624
KLK8	8.68461027203062
NOL1	7.1850019733183
ALX1	3.61165725922859
CCNE1	9.26027795937554
PKDREJ	3.63853755496187
TIAL1	5.9293360756754
WHSC1L1	3.45798924546359
HIST1H1E	4.38099405349221
SMUG1	4.81913195400561
TM4SF4	3.50039503243195
NPY6R	3.49972340743257
UFM1	7.6107277214553
AP3M2	5.76102036937946
USP14	8.01796070336448
CORO2A	4.61167976967274
ETNK2	4.01340122650513
APOE	5.77333945531683
ANGPT4	4.05360858314261
DSTN	9.91941865989138
SFRS14	4.91727163668951
FRS2	3.36422310827155
NR2E3	3.50447290709034
ST8SIA4	3.27751841101505
GMPR	7.02037944585508
TUBB2C	8.6122283531559
LOC730092	3.97059524657081
ORM1	3.12847677289856
HSPD1	10.5618848015801
C5orf13	7.0126777289718
F2RL1	5.28094856822125
PLEKHA9	4.76165683385261
ZNF232	6.5804038425014
SLC6A7	3.58990471839558
ADH5	7.26864978972857
SHBG	3.41004343237143
DSCR6	4.3910656323703
CROCCL2	3.57775127657734
CDIPT	8.0169339052516
SLC16A5	5.01788324747795
TUBB	10.497875951429
GAS2L1	5.8205555826528
TOR3A	7.53687822828854
PREP	5.11331120381185
RFX3	3.59134691047963
CHMP1B	7.29554461110608
COPS4	8.17446933857639
MYH6	3.05973244535156
BCHE	3.11554965998543
MAP3K13	3.42445106197772
LCMT1	7.02487013240574
EIF1AX	7.5955131430782
SLC24A5	2.9425993364337
BCL2	3.71548341875263
HBZ	3.30052181733355
HCRTR2	3.14373445742606
TJAP1	6.71635698012337
MAPBPIP	7.59447985963893
TMEM156	3.26440852320967
MYO15B	3.78562647253665
ZNF239	5.3580495107776
KIAA1324	3.33157577369291
PLCL2	4.10291824979128
C4orf29	3.3618221240753
SNX19	6.54505590347843
NAALADL1	3.29108158732106
DUSP5	4.57374113300445
GKN1	3.70376842256998
PXDN	8.28917673239277
FCN1	3.71801197652417
SLMO1	3.91508201360006
TNXB	4.09411522743837
C1QL1	3.23490906398899
BIRC7	3.70613226399728
A4GALT	4.71095878832746
TIMM22	4.89874243475114
ABHD9	4.05731553891905
TOMM34	6.6845956125297
ZNF35	4.86020854924801
LIMD1	3.26847318217479
CARD8	4.04075877032215
KIAA0286	4.39340027768386
CD6	3.85117018209131
RSRC1	7.41377020461728
TOX3	2.99911909395145
C16orf35	4.01291825333457
CRHBP	3.10075680670289
PTRF	5.69019112540453
FBXO24	3.16508026518622
CHST11	3.76346364146796
THRB	4.38621168314166
RNF39	3.89189418498759
MYBPC1	3.30412735389825
PSMD11	7.85574667010546
ALAD	4.6167193353329
AQP2	3.62386285211794
EN1	3.10545713551637
GSTM4	5.26757367590204
ZNF187	5.23411106348804
CDC42BPA	6.78311914220794
F7	3.29272828620178
CNOT1	5.94770755865661
SLC13A4	4.09456919601262
ZBTB11	6.94789140594354
B3GALT5	2.82267458736275
LUC7L2	6.94660505347272
SPTBN1	4.36801388155884
EXOC2	4.26565453126071
LSM4	7.71256205413692
IRS1	5.5318465307549
TMEM1	5.20526183844239
MRPL34	8.03666764295774
SAMM50	7.48480114147324
CDC42EP3	4.56154876520367
HSF2	3.99767446910834
SRP72	7.86303530045104
MFN2	5.7434159461992
TSPAN7	5.85362509139652
SGK269	4.31333395958095
NUCB1	7.50705916834243
RHOH	3.35199316545748
MTX1	7.7612203791445
CENTA1	4.89169990938915
ATR	7.10495556859419
IGLV3-25	8.39700685222762
DDX49	6.91016225834546
TACR1	3.64082545353021
SFRS5	6.7374148804704
THAP1	4.58929488215284
RHBDF1	5.71251797449969
RASIP1	7.0345264612375
DPYD	5.22023217684575
MYO5C	6.52569499716924
DOHH	3.50472917225371
POF1B	3.93010123370106
MAPK10	3.50896694182168
ZNF552	6.4722603521904
USP32	5.11519577343483
MED27	6.24504183810897
NCAM1	4.21622216819252
LOC171220	4.71688297681373
PRDX4	10.5237100629044
AGT	3.48556806715057
SLC22A14	3.72991360858526
DAPP1	5.91871104307863
PILRA	4.12395181944337
ATF7	3.78626314566038
ABCF2	5.13597914001539
KIAA0748	3.56226059421021
C17orf85	4.0993566399686
TKTL1	8.99123057740242
FGF1	3.50975386611239
IL6R	3.91764486974638
CHRNB2	3.82443487766993
COL7A1	4.00541022013859
NFIL3	7.03423392254257
LRRC48	3.50168062048156
TM6SF1	3.46754386043337
SPG20	6.6260794071973
COX10	4.91286741362757
DNAJA3	6.01391929705831
ECEL1	3.64583695009054
GCA	6.59885034291942
GLG1	7.49988188706872
CIITA	3.47203111159817
CLDN6	3.53077899013852
EPHA4	6.37270115937793
FANCC	3.9298694268979
MUTYH	5.98929929495841
L2HGDH	4.15486337176198
GPATCH2	5.58917976607081
PSG3	3.22783169536625
ZNF227	3.83499995884512
MRPL15	9.5785910561322
NQO2	7.2010196476918
C21orf59	8.83006069167998
ZBTB20	5.2465478065076
NEU1	7.62237584377694
QRICH1	7.37352791105045
C2orf34	4.75803733121141
UBE2L6	9.89159247190607
HP1BP3	5.00548320866798
MED14	4.95488549659324
TSN	6.73313586213963
TPBG	7.65940147958503
SPRY2	4.91152630450583
LZTFL1	6.91405760294236
OSR2	5.34122928118257
KLHL7	5.28314559478163
XPC	5.69679299680096
GMFB	7.48442797476948
PBEF1	7.6841838015989
CCR3	2.97073258751403
AGTPBP1	5.48602677444619
TMEM8	5.41156658708816
PCSK6	3.37839157436884
STAT5A	4.54224099607314
FAM18B	6.9104863727031
PTPN2	6.6661802184251
SF3A3	6.51469816440577
EFCBP2	3.75665150034935
HCFC1	4.95555218343398
NFYA	4.77288236481928
PBLD	4.42962663905755
PIGF	6.43526979299303
AHNAK	5.92294138779245
ACTR5	4.75649005061894
KIF14	5.88631188318903
PTGER1	4.03459597663591
NOS2A	3.17612033029156
TENC1	4.63395882371362
YIPF2	6.44092529373772
ETV2	3.60096015898095
KIAA1012	8.20680601232428
C17orf53	4.03399037493911
AHR	7.01980499686381
PTPRH	3.48621254931646
ATP10A	4.82421226333294
ATP6V1C1	5.65574252028955
DPH4	6.83575022352374
TAS2R3	3.03928171068532
C5orf5	6.30401675002584
KCNA4	3.64435504582547
COQ10B	7.15902717700182
NMNAT2	3.35669871838021
PSMF1	7.55747141443419
SORBS2	4.01826929660346
NFE2L2	9.20496375694638
SH3PXD2A	3.81923381368598
NRF1	4.1007457403485
SPINK5	4.14307082196511
SH2D2A	6.04742100512163
PRDM12	3.58177592921788
RBBP6	6.42501365053377
OPA3	3.47170187872339
PAQR4	4.13351367405448
IFI27	11.3565341795221
SKAP2	5.74896957328934
TJP3	4.69724036520629
C9orf61	3.4167537248345
MT1G	8.7505734919664
HS1BP3	5.39848876615878
IDS	4.67887271351014
PARG	5.07252763249217
OR2B2	3.02819037644739
DYRK4	5.5045306131511
MICALL1	5.52162583771085
GALR2	3.12666005079425
CHRM4	3.68550571713932
RIC3	3.03806396519723
GPBP1L1	7.01909777302007
ART1	3.5303465607845
TBX21	3.21851150334326
DUS4L	5.24468596618685
KCNJ6	3.3126531075818
TNFAIP6	6.15636025735595
CCT4	9.7702718003149
RTEL1	3.72426465435230
CASP5	3.65058582192191
CHMP6	5.00576107955912
BRD4	6.5696843541364
NDUFA13	9.80369432384992
CYP19A1	3.02041302038578
CD151	6.34806745453327
DOK4	4.06580577628342
FAM26B	4.81686500755068
ARFRP1	5.13988198957609
MRPL41	3.09765265691780
CRYBA1	3.07800319993171
HRH2	3.51347762304134
KIF25	3.81451303710272
MTMR6	7.09155289597475
SCAMP3	7.66638948274503
MTG1	5.93588334295356
UBTD1	4.14293002099317
SOX9	6.73324449512168
CRABP1	3.01513001491402
FLJ33790	3.42038432262776
FAU	10.8776986492569
DTNB	3.86134905918629
CARD9	4.05607041288117
PACSIN3	4.45434925132465
OMD	3.24918160880340
HOXB8	2.7969679003554
NSBP1	3.45109198091951
SLC4A5	3.51900929376122
FBXO46	5.70277087101552
UGCGL2	5.26451404480471
SVIL	5.6738434544274
OAS1	7.75372978562401
PHB2	10.2374636714175
NDRG2	3.98821833529323
ERMAP	3.84317981816634
GRIP1	3.31613442040310
APBA2	4.38397673669882
TCF21	3.37040951427478
JPH2	3.1670219199685
DLST	5.43323801774533
SLA	4.97796166541785
AMELX	2.77457504831353
WNT6	3.29475647077728
ATP2B2	4.30678598002029
CPVL	5.79753576975051
RGS20	2.79651150311132
TRAM2	6.05500963746835
ZNRF4	4.34981546818581
ZNF419	4.92329447570821
LXN	8.02657038197205
TLK1	4.45239886367856
UPK3B	7.85082445236794
MTMR12	4.72552550768194
KLHL21	6.78896022754295
ZNF384	4.88129977021841
PI15	3.36018079170752
RER1	6.55090750637116
ELAVL2	3.10536521328504
KLF2	6.56158617118206
RPN1	9.92906232591797
PMVK	7.25429137025765
EIF3D	9.280102699004
SIX2	3.84342089968811
HPS1	4.69194538231818
RNF7	7.08204587345954
TFE3	5.6992637243253
C11orf17	4.95502309916415
SNRPC	8.75290653326094
KCTD13	3.79634791736895
DLGAP1	6.23071268635593
PGLYRP1	3.66897974317227
IL8	4.58996664761259
IRF7	8.64598412262521
SERPINB13	2.98103920295149
SET	8.77854170092137
NAB2	4.43023482214966
MGC40069	3.80723344805432
BLR1	3.40693833046755
LRP5L	3.45673228188735
FAM120A	6.27450868363127
ASCL2	3.1083729046854
PCDHGA10	3.8297323146769
SHH	3.32148816499106
SH2B1	4.54636826993214
ATP5H	10.4342998922970
THPO	3.24713798759570
HIST1H3E	3.20937810033913
TYRP1	3.28628898868958
EIF2S1	7.14653278516276
RFNG	5.62070287296145
RAB20	6.93890878157375
TNFRSF17	3.95168713298452
RBM7	7.39383609807968
TMPRSS4	6.73272567301922
NKX2-8	3.01662281604898
C1orf115	4.65113306320263
TAF9	7.33724268437291
TERF2	6.36712129322252
TNFRSF1A	7.43373429309821
ACADVL	7.45608163781319
ISCU	8.65703064693904
KIAA0841	5.35695281009954
GTF2H5	7.98168956097861
EDG8	2.85324824870055
RAB15	5.04503054408127
HBP1	5.57055918250932
TNNT2	3.72746359631349
CECR5	6.68257652911764
JRK	4.42162185540165
PHGDH	6.6342974700599
XPO4	4.9471295620987
ARHGAP25	4.46943141350741
CA9	4.07401827835001
TLX1	3.49597198178279
GPS1	5.36206835697925
RPS29	11.5710392322634
MKLN1	5.54751883331124
ATP6V0A2	4.01432360695419
EMR2	3.41002336992067
KIAA0319L	4.59048734203723
DOPEY2	4.19463814042101
SLC29A3	6.3078103247939
LGALS4	3.84626453663016
SDHD	9.40815413819873
USH2A	2.81189215114371
NF1	4.21418584604169
IMPAD1	7.00210576587912
APOBEC3A	5.78586479653861
OLR1	3.50351593507988
HCFC1R1	5.37562214834807
TAOK2	3.77555562828823
NRAP	3.82100492449979
PPFIBP1	5.38842648646429
LYPD3	4.61687556417762
BCL7A	3.72627845555505
AGER	3.58138185372149
MCM10	3.95060848888759
MAP4K3	6.04996716976955
PFTK1	4.78969959693444
CBS	8.0341049314159
CLK3	5.6940532491869
KIAA0753	5.86369174195236
GABRE	3.18237222578713
FIS1	8.31145633875493
ELF4	7.35628068579875
C11orf49	7.9621293339236
CLIP2	4.96205191161877
CLPS	3.96660296492192
PPCDC	4.31394946779106
KDELR1	7.18447147348356
NT5E	5.32416763364204
FOXN2	3.49712541251509
NCSTN	7.93159048008872
PARP4	7.87934355526405
CD83	5.49277786780195
NPY	3.41937503899919
IL18	4.45029341149033
BEGAIN	3.18502103499817
VPS16	5.94814600733572
SLC16A2	4.53518743749613
SLC35B1	8.2722718253499
C4orf20	6.88606939584027
IGFBP2	10.2610066532104
NOTCH2	6.24859559279758
SIGLEC1	4.56854925235965
SLC9A2	7.0596675959919
CD93	5.83917302615597
CEP164	3.89393888688049
P53AIP1	3.22102549465578
ADD1	6.32200362769031
ZNF136	6.7041855545405
ANP32A	4.74518806704423
MGP	6.9615637111127
DNAJC1	5.35302779807491
CCDC144A	3.03449119852304
ACLY	6.21088236340111
TRPC1	3.42199660528098
CYP4F12	3.8916740472577
FKBP5	3.43628403664693
SMS	8.04228726391924
MAPK7	4.7927570374755
RRAGC	8.4456456222374
PARD6A	4.52350440801877
CCDC85B	4.28632283483476
SYNGR4	3.20996256751568
WIF1	3.30600423684138
GCH1	6.47734263088446
STRN3	4.81352316665118
TMOD2	2.92952652284303
FLI1	3.56610329243546
DGKQ	3.90835157056172
MAB21L2	3.02002109928938
SCNN1B	3.18020541059692
ECHDC3	6.11575236342218
TMEM106C	8.3235350310239
CSNK2A2	6.99722230162627
GPRIN2	4.15397917880845
CPA4	3.98793342265152
RPL39	12.1398485858614
HERC3	3.99275478271431
MELK	7.72638043360345
IL15RA	5.43728550157203
HMBOX1	6.00126317536013
CUL3	5.92980361514126
PODXL	9.65427556931777
CCT6B	4.95496037673152
GPX2	3.84233058363344
ITK	3.48643390082528
CLIC5	5.01212868545164
RABAC1	9.3531987959309
YPEL1	4.82238712392976
DNAJC4	4.20237077561986
NR1D2	7.85078897844349
KIAA0776	5.74842085336942
FBXL5	7.03470914188283
C13orf27	5.51268296365505
DEFA5	3.03689380748358
TRHDE	7.11274031051832
ZNF536	5.41903292306531
MEF2B	3.74382629121125
UQCRQ	9.2744361682088
ITGB2	6.54876206735832
PTPN4	6.47653794628072
STX5	5.38893408145788
CD72	3.7223364375413
ERH	9.53858361606355
XRCC1	6.55823104362578
VEGFA	6.82860380777196
MPHOSPH1	5.00132554907661
MORC1	2.76121987179813
PARVB	3.81842049025427
ELL	3.79730876756957
SETBP1	6.27558532203663
CDH11	7.46224463689138
NDC80	7.83248492306878
GIMAP6	4.76900193524883
AREG	4.12005020409522
BAT2D1	7.14431780585444
CDS2	5.55729704751715
LIPT1	6.66414603189546
SENP3	4.86563228234892
IL1F9	3.79633811351802
GRIN2A	3.52014853709153
MAN2C1	4.24783148961856
NSUN5	6.63260255541132
SF3B5	8.2837027705653
CEP72	4.33678915296407
MYC	7.43311140645313
NRXN1	3.17463193241372
DECR2	5.10149453256286
SLC37A1	6.08708564410823
SUPT16H	6.60667697749355
MUS81	6.62674718531182
PHYH	8.0467185352982
ULBP1	3.25856128968806
OIP5	5.43783764894772
IL10RB	6.9832098677896
OTUB2	3.44420810116753
NELL2	5.27373955011874
MAPK8IP2	3.66679849545852
ARHGAP10	4.59250459993468
POU3F2	3.30866885190459
RPLP2	8.23941628953155
FGF22	3.27886528501728
PSCD4	3.83198262599213
TRAPPC6A	6.58784880545449
C21orf2	3.72573268292116
CEMP1	3.13648537123648
IL1RAPL1	3.29797807709437
LIN7B	3.88237680731285
VCP	7.17709754578456
NKX2-1	3.20006793960748
BGN	6.17852185882061
LAMA3	5.7904368972047
APOBEC3F	3.62836844117723
COCH	3.51766878748487
SCGB1D2	5.28797891537779
SP4	3.47475583643003
SLC11A1	3.91827666004744
ICAM2	4.52074203636568
C21orf25	6.66703399083456
SH3GL1	7.48611014894303
RALB	6.63598010340925
GSK3B	6.59677087112623
GNGT1	3.12164354251897
GPD1L	6.63755332517375
VPS37B	5.15366180651887
TNFAIP3	5.9806987500301
C6orf32	3.77822394745365
ATG3	9.48463878402842
KLHDC2	8.78892608599532
NDUFV2	9.74193197826281
PANK3	4.10411752927735
BLK	3.19852777342011
MATN4	3.2761761012233
GPM6A	3.35150111455862
WDR82	8.22542943351662
APOM	4.18226143103723
PKP2	4.52612535941042
C1orf135	5.74861289325621
TRIP10	6.37036893668838
HRASLS	5.51921079032336
TESK1	5.93859601567874
FSD1	3.63978759506134
SFXN3	5.38531567089776
MMP1	4.16181032462035
CA12	3.74151955105675
ZNF611	5.65293171288875
C19orf58	7.24558911738504
NCOA6	8.33718959139645
PDE6G	3.9510183903652
PPP4R1	8.28304015511621
HLA-DQA1	7.03483908627674
GCLC	5.58680589378643
MAN1A2	4.0343461085721
SEC61A1	8.66136700661754
IKBKAP	4.98836415134047
TWSG1	6.97353376980082
UPF1	5.67687593662733
KIAA1219	6.48813568721422
CTDP1	4.73276293012591
ZMYND10	3.67930473030277
WNT16	3.8732649871487
ADAMTS6	3.14799115002287
SNW1	7.51041359474367
IL18RAP	3.73404202453483
RPP30	7.39887309454397
KRT86	4.91162522818275
CDC40	4.92955460467496
SLIT1	3.63454442343828
KIAA0574	3.68714626265982
GTPBP2	7.70375744100526
SETD3	6.83222809723968
C15orf44	5.26565238537673
PRRX2	4.95386535561764
GPR110	3.41440110912293
C11orf10	10.5724107661199
MKKS	7.0324391038955
ELK4	3.44431958617846
ACOX3	3.54083289867545
ADCY1	3.4415850871033
KIAA0372	6.37241342472398
TP53AP1	5.55497322194607
RHBG	3.73261803597266
SMURF2	7.17622094314177
TP53I3	7.34961977434973
EBP	7.03534464999476
SLC22A3	2.95260360451916
TOR1A	6.3609804664498
P2RY4	3.32693125915884
TRPV1	3.67034008039919
ADAMTS12	3.27793649206156
PES1	5.60235317187733
UCP2	8.66973218483635
ATG4A	5.4070459883623
FOXG1	4.27934603724382
MAGEA10	4.37832766946671
WFS1	5.26824157507541
TRIM24	5.75688468493133
PABPN1	8.56632921320973
PROC	3.80205451952023
SLCO1C1	3.57161424800867
SLC25A30	3.39888770378642
SLC22A5	5.27358348316954
DEPDC1	5.72200042879446
KIF23	6.32114501737656
SYN2	3.53785230550194
ASPN	6.30090690078619
CENTG2	7.46610173539021
ZDHHC17	4.30341106438267
VNN3	3.32825787197932
KCNH1	3.3944965816943
PPARD	5.51492481729387
PSMAL	3.18908841728839
FLJ10815	4.11383943665401
YBX1	9.98066014228515
STK24	8.91273678454881
SPEG	4.25973421395214
STK10	4.67452354152939
ZNF695	2.68143317097344
SCTR	3.15832230562365
AAAS	4.26594648478145
SSX3	3.3267272253372
ABCD3	8.36346720586421
MTF2	6.0026952007453
FIG4	6.03990433434227
TMCO6	5.18764490603917
C9orf46	6.66028179832957
ATP6V1F	9.192959621417
IGHMBP2	4.67443776691034
CCDC94	5.10395831236982
EGR4	3.19930150726401
DUS2L	4.29784055942114
FAM3C	9.1677663426557
DCTN4	4.40860327532404
EIF2AK2	6.88198752412899
CST4	3.77654578276699
CCL11	3.73514559253739
LMO7	3.7515299620293
PAM	9.29754617437835
NUTF2	8.79372851574243
ADRBK1	5.03287120719152
ZNF84	4.63488448294778
SLC39A4	7.33377187741708
CITED2	6.60794814773421
C12orf49	4.27238688331662
GRM3	3.08138639947261
CCDC49	4.37160650517376
STARD8	3.95323510654034
FNDC4	4.46869736853401
SIAH2	6.53108799294177
CCDC103	3.01894959895963
ATP5A1	11.2639630138759
HTR7P	3.50133609463743
LALBA	3.07928457068503
RMND5A	5.50182236727544
ATP5J2	10.0976311193677
PSCD2	7.43580109791429
MMP3	4.20906018760657
ZNF409	3.93457660630211
CRHR1	3.38421829514624
WDR70	6.83217834945625
ZFAND1	7.4553595820787
CCL18	3.92537523997649
KRTAP1-3	3.05607918047278
RINT1	6.37552219496564
NRN1	5.44242329490886
SPAG5	6.71699378214116
KIAA0408	2.95684325678693
F13A1	5.55461309005018
DNAH7	3.06242582029934
SLC10A1	3.73351604179504
BRCA2	3.50319247546239
ACADM	8.08970795571001
GIPC2	3.56673624592252
OGN	2.87647141947753
RAGE	5.83339643529873
XPO6	6.19569044742772
FMR1	7.70650792732173
DUSP3	4.93339701797838
ANKMY1	3.44840786003632
CHMP2A	10.0429050862948
FAM8A1	6.87256939812478
GPR21	3.80521072043742
BBS9	4.9902039639909
UNC119B	5.88782422927845
SLC12A3	3.25658893859933
ZDHHC7	6.36599984313564
FVT1	6.34377208808849
ENTPD6	5.51325303212663
PPP1R2P9	3.58188313498302
ERCC4	3.53171912427198
MMP8	2.82775350500646
HMHA1	5.09713936499033
RAD23A	8.61010318974417
ACY1	6.55759843658039
MT1E	8.19910931119922
PPP5C	5.10755185375536
GPR20	3.23641673599788
RFPL3	3.07831273534731
GHITM	9.16093191864238
SCAMP4	3.7802803344725
NARG1L	4.09088322109136
MYO9A	5.76393273922331
BLMH	5.62644230061759
NDUFB7	8.86661044081732
ADCYAP1	3.45574435560676
SP110	6.68944693539281
MIER2	3.9884118287769
KIAA0513	3.62908486884763
SH3BP2	3.9268368034106
PNMA2	3.42517120262737
MAP3K7IP2	6.58330443812719
AGRN	5.29778879454112
CEP290	3.85499133187277
ANXA10	3.65452775818598
RTN2	4.19334608087434
C14orf133	6.49488475283531
PRPS1L1	3.02446656959079
PRPH2	3.60093226458827
KLRA1	2.60291267304708
IRX4	3.18680143485167
GOLGB1	6.54662132190502
GPR97	3.34643514420009
NFKBIL1	4.60194915415671
CHD7	5.95682137179632
APBB3	4.29404561191635
RPS10	10.3860057298782
HIC1	3.07627885019626
TLE3	4.26848803117667
PSMB7	8.68227700243002
IAPP	3.47544252293682
SHQ1	7.0357183376998
API5	6.24120302205524
GP1BB	4.02734331249416
FTHP1	8.2099548356533
TRIM6-TRIM34	4.76448318502617
SLC6A1	3.61414804642699
OCLN	4.97988942711053
NAGLU	4.44537775911666
PTTG3	5.28592198908556
FAM117A	6.4523384057606
SPRY1	7.41033385363131
FLJ10781	7.50682582964482
CDON	3.64794835571139
SH3YL1	8.40260628866792
IGKC	8.9380657916869
TREM2	5.56773365819283
MMP14	4.72532277580033
SERPINI1	4.48392891627458
HDHD3	4.60151135946788
DYNC1LI1	7.34367071660918
FASTKD5	5.41549356817010
TDRD3	5.23586465108203
THSD7A	3.38691985900675
NDST3	3.16661225474988
CXCL2	5.61857862803667
DHRS12	3.72452301248841
MAP3K15	7.07114873440855
FBXO9	6.73311030633537
APPL2	4.00965147136852
TNPO1	7.36369391124713
CARD10	3.9241941734641
MRPL13	7.71476809302798
SNX5	6.58773300174854
EEF1D	7.32907899305669
RAB6A	3.85387394968897
SOD1	10.3269660846298
C12orf5	5.89362047549622
PACS1	4.67396807123567
PAPOLG	2.96187277384795
CHML	3.53856905268567
SIRT5	5.03343829347104
MSRB2	6.28408926167986
BCR	6.20538400720686
PUS3	6.06657521882584
CAPN2	10.8432586174335
FXYD5	7.96324668324602
TWISTNB	3.14435063942877
UBE1L	6.57326198160256
UBE1C	7.78819488471572
CHD2	3.22548371376339
C15orf2	3.51943133619256
FZD5	5.41366989016336
NR4A1	4.67756986490647
LOC339047	5.71989502293604
TRIM17	4.68907736319332
ZSCAN21	3.30765123074655
RPL15	11.7733917770033
ATP5G3	10.0447896460784
PRC1	7.02018951460614
ADAMTS8	3.4862858458399
ABCB9	3.65776514427819
HOXC4	5.32423027423666
TRAK2	5.84503486818566
STAB1	5.57884266442182
CEACAM5	2.88067231020783
MYT1L	2.88390372004801
RASA2	3.88941762318005
LRRTM2	3.20364671714948
STAG1	6.97596583637746
OSBPL7	3.62156743500468
GIMAP4	6.00519842970077
FUT3	3.42338678407207
DBI	9.05227732354582
LPIN2	6.57494616663357
PAPD1	6.1502683798308
APOOL	4.58898220683859
DIABLO	7.46740392957559
ARMC9	4.70418259882833
RPS6KA4	5.21019926140438
TRHR	2.9553686890072
SLITRK3	3.7320138775291
TGFBRAP1	5.27072021005318
FAHD2A	5.73826990555288
CNTN1	3.27327627929825
ZNF211	4.77669777593347
BBS4	4.17227214480474
TMEM181	3.01935368962041
PFDN1	7.11288790570146
MINPP1	6.29906488677935
MPHOSPH6	6.39015937640152
RGS11	3.18213910738848
HOXC10	3.37409637645835
ITPKB	5.50846711326411
HS6ST1	3.85875639288852
AKR1D1	3.35066298837226
TNP2	3.21921535438681
MEOX2	2.90562599196937
EML4	4.37180734700305
SGTA	5.10668162028368
ATP6V0C	8.94791717122301
PRPF8	7.36467611240217
PSMD6	9.52924287372566
HIST1H2BI	4.38275580641702
TMC5	3.76775549725741
FKBP3	8.39302954999562
FLJ20273	7.86901861712478
PLEKHB2	7.5168495098291
RPL28	9.45950691380392
NOX3	2.91749828325604
ZNF544	7.2462556703087
EPYC	7.29396467324239
ELAC1	4.14993282943608
METT11D1	6.6127167826051
BIN2	4.03826830610452
NACA2	3.3379753040513
RPL18A	12.6098746679504
UBOX5	4.31583821835401
TCERG1	7.08009371675737
MPP6	4.61763930546685
KRT16	2.88033404658605
UBE2O	4.29924100373665
KLF5	8.2149361158727
C9orf31	3.71606114046989
APOLD1	5.43928685564179
UBL5	10.4828685048868
ARHGAP29	8.98071678986375
TNFSF8	3.36281589808599
PDE5A	3.04056096883949
CDR1	2.76759649771872
FBLN2	4.5603631575103
C14orf104	5.4549822338003
HBE1	3.17561974937628
ROBO4	3.79192139427796
C1orf108	7.04011761443437
FOXI1	2.91811967129145
BCKDHA	8.10136564613478
RAB4A	7.32309517851781
C11orf80	4.75234287168922
MYOC	3.63622267480637
GIF	3.59662905471053
TMEM39B	5.86845832790534
RPL3	11.6369988062622
THBS1	5.80152483742014
APOO	7.6751905991677
ATPBD1C	6.67025275980728
FARSA	6.90783256950027
ARMCX1	7.06427207407141
EIF4ENIF1	5.75238656792834
CMAS	5.44590384016131
OR7E24	3.75949721428020
TNFRSF21	6.2226503231217
PLAC1	3.67574086188727
KLHL18	5.23603857843457
LBA1	4.90940677647047
MKL2	6.15555495762896
TBX3	3.24765144582539
TAZ	4.67558872608455
CRIP2	7.74686373155224
DAXX	5.62386117804368
ELMO1	3.98151345492217
RGS13	2.64121134289924
DIO2	3.78195076247362
UNC13A	4.18591559166175
TAF11	7.68798281024595
ORC3L	5.78772763387093
PRX	3.51372012751003
TARBP2	6.36266502979254
CABIN1	4.83737288761158
TRIOBP	6.54478784023398
HIST1H2AC	8.61073785772737
RBM5	5.47963436140836
TUBGCP4	4.60703473437389
NCOA1	6.09092827406749
CDK7	6.821631821899
SSR2	9.60282015513544
IL25	3.34326244812066
CRELD1	4.69618022601308
GPR6	3.30344353569499
SNCG	4.27291890708402
CHEK2	5.95073644545937
GAL3ST4	5.37051062067273
KBTBD10	3.01252599560077
DRD4	3.07139558315268
GDF11	4.03722904918163
SEMG2	2.85751303154233
MCM2	7.36768695652609
CD247	3.84741697916879
SOX14	3.00780953872749
RBMX2	5.75652629185363
KIAA0922	5.06505647324304
TGS1	6.16661731116279
C16orf57	5.17246260817859
SYF2	7.56149644181863
MCM4	5.39894209582586
PDZD2	5.07504280671845
CEP192	6.66267956569879
IFT88	5.29940158688892
MCC	3.75001474681596
RPL9	11.7173379672649
RAB32	7.55029328896435
P2RX2	3.80178491797299
DDX43	5.16996169060797
HHLA3	4.70380548473382
ID2	8.02106587271528
UBE1	10.3860435011447
SLC24A1	3.77877508331071
ARHGAP5	5.26652635438795
C20orf23	4.24796603704304
CETP	3.46165667074284
ZNF688	3.87892399430422
APOC2	4.73494152140259
PWP1	7.84210159983737
FAM50B	4.49645470149991
PTPN6	6.143190273962
BAHD1	4.30670464062015
GPR56	6.00030678442847
