Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_A06_586078
ARHGEF9	5.9256785718758
ABR	5.24968305758532
C10orf22	7.23099743596763
STK17A	5.68973260901763
FOXE1	5.12210757938867
GML	3.06148689170273
CNGA3	2.84468709028579
CD38	3.98598478068877
ZDHHC6	8.2641481940576
NEFH	3.19791976263675
PGBD5	6.34811758159622
CTDSP2	7.65657215985764
RMND5B	6.29688540825835
ZNF257	4.00428494145794
DUSP4	5.78188894777116
FLJ22167	5.40200912138415
EXOSC7	7.02289960178114
ROR2	6.9930556806076
FOXM1	5.6225148167357
ZBTB48	4.4508685367564
BUD31	7.75640931897788
MAOA	5.60996988976356
CCDC41	4.57952552806539
TNNT3	3.24103946615244
FBXO11	6.71700706983841
GYPC	5.80983131116587
PLIN	3.24825203535897
RFXAP	3.30013998338547
C6orf15	3.65981008307917
RNF4	8.75286907833955
F8A1	7.7325035593016
PPP1R3D	4.61019445312654
GRB2	7.9908642237746
TPM3	3.01272614390254
SYT13	4.51900593324644
EPB42	3.3834306101942
RP5-1077B9.4	4.82855383801227
EIF1	9.83902459057254
CETN3	7.44422175285623
FPGT	5.71499808777086
PRY	3.26040991527629
NTHL1	5.11775833723718
POLR2B	9.00528016804417
RPS28	11.969970948394
GDF10	3.08082321906359
COQ9	7.69859446121113
P2RX3	2.83363780606806
GCC2	7.57853301302567
RARRES3	6.9597386267775
PLXNA1	6.64288362346629
WBP4	4.73379074329521
KIAA0100	6.65045215660245
PMF1	7.22138503758013
HS2ST1	7.07137365002705
CRELD2	6.96386234682396
C8G	3.06464854023137
CD82	6.63484926226371
PMM1	5.74041899684605
CBLL1	5.81628535879997
LIM2	3.27931840399976
VAX2	4.06034564746446
SETDB1	5.12523624571872
LRAP	5.50791171972464
GCLM	7.38486304362192
CPEB3	3.51238530564124
PPM1A	6.27399459858925
INTS1	4.0286873162997
MMP16	3.27892978201692
CAMTA1	4.9860604083058
SAMSN1	5.98716936056088
DRD3	2.76682317071817
GMPPA	6.7118500031813
C11orf73	6.96484786687358
AIPL1	3.5696138999598
PTP4A2	8.97298416691124
IL24	4.49746314852523
BDKRB1	3.50919316761298
HPCA	3.4501869189452
MLF1	6.96883972940742
SEC14L1	7.52245929048856
CHFR	6.04835665629936
EMILIN1	3.6764676192012
THADA	6.79822951794295
TAF12	5.77101919465511
NDUFS4	8.04370752634217
ID1	7.70459137965906
PIK3CB	4.26527795128687
COL18A1	8.05501957034045
PDZD3	3.30187683313209
TBC1D17	5.8151175422997
COX8A	9.55051207005194
CDCA4	6.85265980033019
C2orf44	4.71035642078635
C9orf16	8.36223748393056
ERBB2IP	8.851716258619
EMX2	9.90150607911293
FUS	6.66757362204688
NIPSNAP3B	3.70866483239
TF	6.16627987165137
CXorf56	5.42662921589168
CLCN4	4.26655780797336
PWP2	6.15540054558507
MMP15	4.48796389433941
MTMR14	6.13536892271373
NPR1	5.83332250078664
DNAL4	5.7923309844718
ELAC2	4.67743684840973
ASS1	10.8509750161187
IPP	6.5528389834699
TMEM59	10.3148068392348
POLR2J	8.34156768537302
SEC23IP	7.00312978260197
RGS4	5.56583620728781
UQCRC1	9.21808840684394
SNX6	7.63073060381854
DDX18	7.45184647826376
POLG	4.50227581488294
ADAM23	3.79847417428643
ZNHIT2	4.66962104109672
TFR2	3.23255208893609
NCDN	3.99558343947558
RAG1	3.34092202884982
POMT1	5.16490861414210
CYP1A1	3.16667599490104
SNAPC1	6.61716621920471
GNA11	6.24153924289785
CCDC52	2.77106232888122
CAPN1	7.18666090910448
DDHD2	6.98088637070247
UPF3A	6.08067897439971
LAGE3	5.8222548481702
GNRHR	3.00775189231158
UNC13B	6.461980212878
TTLL4	5.8958769956093
PPBP	5.98989995940876
HTR3A	3.30449281571155
SDC2	9.21833145857373
ANKRD49	7.14149880331458
BTF3	10.5699455144387
COX7A2	10.8068491061279
SARS	9.04768559108055
C13orf18	5.91430957614893
CACNB1	3.88849541004526
QKI	5.95900221323390
SETMAR	6.58311158316617
LAMB4	3.26002751150586
MAN2B1	6.5579634315429
EML3	4.40455288035150
ACADL	3.05002381832950
OFD1	7.29834482005388
CGA	3.48185891382641
EIF3EIP	10.0150403228196
PEX16	5.36479672031088
GNG12	8.9892615231263
HABP4	5.07031964866619
CNTN2	3.31252916847415
ASNSD1	8.13181567927695
FUT4	5.30195649211834
DBH	3.46254308566042
CD53	6.86952522356458
HIST1H2BJ	5.92243414318974
TFAP2B	3.13904572751168
ACF	4.21579084711287
TMEM11	6.18591377739982
CDH8	3.16607878024492
C3orf32	3.27558489580418
AGPS	6.57199445660763
C4orf18	3.23962270960804
PCCB	7.35468710216869
IPO13	5.74637315952201
PECI	7.0584207005132
UNG	8.09216692190046
C6orf105	4.37124063801233
GSTP1	9.1505239037405
SUV420H1	7.58776183911365
ARHGAP15	4.60493571197181
LTBR	7.17781626374897
TDRKH	3.78400634256653
PSG4	3.53207597679772
SLC9A3R1	8.18765487248542
NBPF3	8.74484594759305
SLC9A3	3.5016326396201
OSBP	7.00147674689438
PRR5	4.48200927083778
CHMP7	6.71110850047769
ADRA1A	2.93376862394095
ASAH1	7.54457149078695
FKBP4	7.25025359440814
ZNF350	5.44821299261318
DOM3Z	5.13784872980064
GIPR	3.60262083078441
AHI1	5.15855483569011
BST1	3.91937946809117
NCR2	3.47185391800538
NADSYN1	5.61283116053853
UBE2W	7.43986067914176
RGS14	4.03012944525912
KRT15	3.95634699728354
SCN11A	3.6603960577753
GFI1	3.67932459867449
FHL1	5.19713178567739
SMC6	6.93150040037299
GATA1	3.40931997232736
OSGEP	5.91687562545967
ARMC6	5.54131017752429
HK3	3.40884592742201
PSMD5	7.87713825706527
RSU1	7.4547095733774
RPL4	11.6777767311918
MAD2L1	8.43864821662029
RBPMS	5.81821850204319
EIF4A3	9.65136007017119
E4F1	5.86646725426751
DLEC1	3.15896925957607
PRPF3	6.70949983140204
EMR1	3.04807023580392
CHMP2B	7.5843005596471
CAMSAP1	4.91975206539913
RPS21	8.97356092039757
XCR1	3.0172573328917
ARID5A	3.9565402929322
RBM6	6.23419689274817
UBE2N	7.4102481828506
KLF4	6.80950683398859
MGC4172	5.33692586732494
LMO4	6.26369873649057
KLKB1	3.07161522337916
HDAC3	7.36220804870272
HP	3.21288566022706
SCHIP1	8.08389430346884
BTK	4.16598588862215
KRCC1	8.51695732345407
PRND	2.88401900044244
C6orf27	3.31822516951446
PIGL	3.86215869718118
CLCA1	8.658780350492
C1orf112	5.45572980932164
OLFML2A	7.54189503656043
HUS1	5.47914857077427
SFRS6	8.25107870197075
CXCR7	8.49760019415915
UIMC1	6.13094520007223
FXYD2	3.27264601493094
GOT2	7.82577294775163
ZNF667	4.97901717945977
TFEC	3.48758173204246
ATP7B	4.88778296140441
RAB38	5.34254824267385
POLD2	8.1938652087107
PPM1H	4.73294237171278
DCX	3.22587920653522
NFYC	6.81946957419999
ZNF228	5.50157275240738
KIN	5.98493557040655
PLSCR4	6.05996030255514
HIST1H4I	4.29878347435468
PPARGC1A	3.78354252872454
HIG2	8.06973705500697
KCNK10	4.06145722616601
EXOC1	7.86114361995077
OR6A2	3.77527128147552
ETFA	8.15868672475542
PDAP1	5.63960645052999
C19orf6	3.46960815967234
POLRMT	4.18311740629638
ZNF146	8.64256681706425
MIA2	3.17094216858218
LY6G6E	3.16757280826892
EIF4E2	8.751053952187
NENF	4.91412377184459
HOXB5	7.55347661009833
ZNF324	5.41061425397827
CUGBP1	6.25623072013829
ENTPD7	5.99730449310938
TTC13	7.63082568077301
GJB5	3.15907400215686
PRSS22	4.37865907099764
CYP3A5	3.97581841196458
MBOAT5	4.97656359901751
CUL4B	6.02207703250282
CENPJ	3.74536227666790
KIAA0664	5.76643518902938
PITX1	3.85506102662625
PDGFRB	6.47820501832284
RDX	6.18497625477966
CELSR3	4.19103782202635
JUND	7.42678902253615
ITSN1	5.28788495725681
CHRNB1	4.64784430219848
EHBP1L1	3.65389414278248
C19orf2	7.54536021394945
FETUB	2.96607712625919
CAMK2B	6.05769415498867
DCTN1	7.07260498976365
TNKS2	6.54887869054776
MRTO4	7.05262708466552
C1QBP	5.72366990090505
TTC3	8.24936855123002
NDUFB8	8.58395639544208
CADPS2	4.61743809460603
EDG2	5.27639720831915
MYF5	2.93409629971685
SEMA3G	3.74023842373562
IL23A	3.69896393453359
GJA9	3.44008266541169
R3HDM2	6.66535662950865
C5	5.56662721190052
SLC2A10	7.70224900482901
TRIM45	5.26734135277474
TSP50	4.05771613183141
PAQR3	5.8241847741015
ANKRD26	3.54221229722758
TCP1	8.03564585622792
TMED7	7.78057480887816
CMA1	3.01143799210443
PTCRA	4.18605679471636
HCRTR1	3.17965811110125
FST	4.15213302048708
PAWR	4.18433753153193
LDLR	6.01647931842259
ASTN2	3.83867237950357
SCRN1	8.2982484576502
GPATCH8	7.15687759156295
KIF4A	7.11866753746398
TANC2	6.27135288356137
ZMYM5	3.79516374432244
PGM1	8.8137288463922
ZNF586	5.53887615489904
POLR3G	3.21044646990245
CPD	6.80166948588161
SNCAIP	5.06221927219237
DCT	3.34586352077602
HLA-DOA	4.07000233140586
TANK	7.44716837728429
RCAN1	5.90008552178746
UPK1B	4.20040999221623
DNAJB4	6.51953811723595
UGT1A8	3.04759457232961
LIMD2	3.62136867185526
HIST1H4L	3.24237370961518
PECR	7.1109961765423
HSPA2	8.14570860995369
SERP1	9.31376766558005
TACR2	3.07475951321111
NUP85	8.12196866847186
CD177	4.16479570294592
GPR135	2.9946047173726
PIGG	7.52258703843044
LGR5	4.17345145359005
JAK2	3.70172208570121
DPYSL4	3.26015173563697
TM9SF4	7.03527248540348
PTHR1	3.20618329351118
SIRPG	3.18254696409857
ZNF264	6.52229920048152
BICD1	5.12237050950952
RAB5A	8.16913442904511
FLJ13224	2.93804478692725
METTL5	9.70391444831624
HERC6	6.96446558511513
CASP1	6.79161084661898
USP9Y	2.83832191001561
LRP1B	2.70573309359134
XAF1	7.34752499804542
PLA2G4C	3.67739867245330
APOA2	2.90877402035796
SPAG6	3.54398028459746
KALRN	3.37998484149852
SECTM1	5.321671886782
THOC7	8.16629366500412
IFNAR1	5.29740567669128
TCTA	6.50297647179558
NY-REN-7	3.21653155016143
TALDO1	9.09973754412787
B2M	12.3665648790761
LPPR4	6.23089617530381
SQLE	7.9732477816744
SEPHS1	6.8885267173772
EIF5A	6.81965258122396
FAM49A	5.95079899589819
YTHDC2	4.54409847444925
EHD2	5.88328941939293
NCF1	3.63856594686674
SPG7	6.38985397057804
ZNF614	3.80044237512303
HOXA5	4.78937812229617
NUP133	8.3520423478441
FGF12	4.35749495558644
SLMO2	7.80238383263123
INPP5B	4.07133060120651
PPID	7.86035851579963
SNTA1	4.4160234398123
IL20RA	7.17902827001023
UBE2J1	6.195666270258
CACNG2	2.81701437388324
GCM1	3.39752397184928
ELF1	6.66266555079788
TLR5	4.59752668689791
TCFL5	7.09840996345994
C1orf107	5.98804527881484
C19orf22	6.82078586957644
SAFB2	5.89323597414188
MAP3K7IP1	3.51367736390984
NCK2	8.32512974594884
OXA1L	8.40931103685564
KIAA0652	6.78322517536952
KLRG1	3.34580397773889
FRAG1	6.78420838411341
ZSCAN12	2.91589040847186
PSMD12	7.84180176509888
E2F4	5.12574421078921
CLEC4M	3.28686074091552
KIAA0999	5.30595763318342
CLDN10	7.09866407741663
MGC13053	4.18209666305444
TAC1	2.99586011890715
GYPA	3.19352370617697
HPCAL4	3.25427046254813
TRAIP	4.25544025161522
MEX3D	5.26102473667454
KIAA0232	7.61310531575464
ERCC8	6.30667822170869
NFAT5	6.88909570496595
GPX4	8.93527972356957
CSPG4LYP1	3.10042189160898
KIAA0368	6.0084323836435
FBXO3	7.41366524222036
DVL1	5.9222979342896
CMKLR1	3.54225422333239
GPR157	3.18216123858164
TYMS	8.66298351431634
OR52A1	3.20742131281592
PEF1	7.04724209089028
ZNF750	6.53044598814855
ALG9	6.80740061958109
MCM5	6.02098298989639
SDK2	3.75542877651836
BAIAP3	3.58290193894831
RABGGTB	7.35675244129037
KCNK7	3.06221416576413
PTP4A3	6.93410791103691
ANKRD40	4.72982007246236
CALCOCO2	7.88010092455279
TMSL8	6.84716786489336
SNCA	4.12535150736025
ZNF551	5.06438458014914
HBQ1	3.23529891360418
ARHGAP26	4.44655568213982
GEMIN6	6.79182533629191
HRAS	6.10159038838494
KLRC4	2.78303738841787
BSDC1	5.9248110541381
DSC1	6.78946618421858
RNF43	3.89273114318133
NDUFAF1	6.87700294767844
MAP2K4	6.32402008780981
FOLR2	4.31408532023998
LYZL6	3.48219273195945
EPB41L3	4.21331206519036
TEKT2	3.72818739885853
CDKN2B	3.20129057286919
WSB1	5.84458471347371
ZNF480	3.80884882497606
MAP3K6	4.35466773444462
PROS1	5.90326109827406
PSMB8	8.05207993394565
HN1	9.11221374347862
MAS1	3.04165330356255
APOL1	5.14260740412439
CSHL1	3.10294675464852
ZBTB7C	2.95040318297103
AHCTF1	5.97906621376618
SAE2	9.43802630588798
ITGA2	6.60730231646632
AP2S1	9.5182195976524
P15RS	7.41267165896083
MME	8.92194777937898
VAT1	7.55360257834402
MAST4	6.18550157842508
TUFM	8.83574858539541
KRT33B	3.22831801028511
THEG	4.14562403658966
KCTD2	6.07555275809743
WDR26	9.12290649203223
MFI2	3.16855368640641
KRT34	2.83784338747318
NR4A3	3.81241715985983
SGSM3	4.52738083425812
ARSA	4.31483172706847
TOMM22	5.94595430498803
SOCS3	3.54461216931761
UNKL	4.29667988062767
POP4	8.1656081290585
BHLHB3	8.86011750067268
MALL	7.17076311604477
SOX15	3.07332602820089
CCNA2	6.93399260378459
PARK2	3.20256866530813
GPR124	5.39056495303086
TMEM132A	6.92655787389868
CGRRF1	7.22722313033653
RUVBL2	8.66384341367102
MCAT	6.01938643959574
WNT10B	3.39048151144542
ISCA1	6.96666210317945
RPAP1	5.14792223273049
C12orf48	5.14273748768873
RAI16	5.85501919116179
RPL27	9.60781318138381
EPN1	3.56919284136108
MAGI1	3.24394317087131
GBX2	3.04962673318875
SLC35A1	7.44513410066779
GAL	4.17487190389215
SLC14A2	3.51564606591937
RDH11	8.59513213833895
ZNF518	4.83425904629446
PCYT1B	3.04949695070799
AUH	6.91884158719696
EIF3H	11.6665618781345
KIF1B	6.70953664145238
MBD2	4.66537864280398
AMOTL2	8.60297766984308
C6orf120	6.56648483984651
PIGT	8.32086030670715
PSRC1	6.62481597774287
PLA2G10	5.62190699057295
ALAS1	7.75857478227416
FOXO1	6.50418773737595
C17orf62	7.30830027981189
KIF5C	7.94018865653663
DUSP10	5.170080771096
CRLF3	6.83961439719284
CLCNKB	3.52667689059072
PSMA5	9.36830902336321
FARS2	5.78727338594396
CCDC28A	6.8747467024779
AMPD3	4.93936049464953
PIAS1	6.85326443240011
ADCYAP1R1	3.35344058192841
TMEM134	7.11291176126396
CDH20	2.83929799246107
FBXO7	8.1463107409163
FLJ14213	4.2253143938312
ZNF3	6.6162149809107
LRRFIP1	8.25592800803912
TMEM49	9.50366647800879
CNOT2	7.38695944765674
CBX2	2.83668577266499
ZC3H14	6.88913340663019
ALDH5A1	5.26297111483001
HNT	5.871304420671
SERPINA4	3.03360447776927
FLJ20920	7.0336048138152
CRTAP	6.55834795501752
DDX50	8.03042635359735
STYXL1	7.54939538714289
TK2	4.70010026383262
BLVRB	6.7627567185652
STMN1	7.25500450218004
GUCA2A	6.3007470435931
DPP6	4.19175746045813
GALNT10	6.83073453023447
STK39	6.95877916303018
MMP24	4.88735069314057
CKS2	9.88140060156135
RHO	3.62446316149048
BANF1	9.22277898654155
CR1	2.93092606630937
RPS6KA2	5.85812227492265
HMBS	6.69684148521145
C20orf112	4.09070347962481
SLC25A24	7.43732462108276
MRPL22	8.44264412799833
SLC25A15	5.67537023833083
GADD45B	4.93044661812183
TDP1	6.39326645479748
ZNF287	3.66984569829998
DAAM2	7.03193437117661
C11orf57	6.95733066555656
RFK	7.23530738742596
ZFYVE9	3.83826409937644
TCTN3	7.57924295933644
STCH	7.61549639764273
LOC283871	3.55712523108109
NDUFB3	8.26618074870149
DEFB4	6.82362739710564
FPR1	4.39060221155129
FMNL1	3.94695266546428
SEPT7	10.3231152497083
PTCD2	4.86073492664187
GNLY	4.71752048806017
GRAMD1C	3.84625994490847
ZNF165	6.38149872492308
TR2IT1	5.18921166159323
ARMCX3	8.20504462398038
NDE1	6.24444528199007
MAGEF1	8.97127541698934
ITGA10	3.48683759878369
ARHGDIB	7.71738828045991
FSHB	3.68337096485089
ANXA2	12.2010684209708
HLCS	4.36857146896472
MCF2L	6.20984004236047
AK1	6.2148864755382
FH	6.94831277541864
LGALS2	4.32514553319196
SYNPO2L	2.67072409858261
KIAA1045	3.19393121418879
C1orf183	4.34283263833519
MAGEA8	2.93177152420647
DGCR8	4.78857785578881
GSR	5.77563288457719
NEU2	3.3232367706792
HIST1H4B	3.74128788187389
CACNA1C	2.95600181904604
FAM20B	6.98721430128293
HES2	3.32309242901791
PDCD6	9.50236918262124
INTS7	6.44032299581484
AMPH	5.7976937793901
UCKL1	6.55026510219274
ASB4	2.97948913091419
C10orf97	5.35235869199536
ALDH1L1	4.10161186690976
CCL23	3.14257032426569
OBSL1	6.20110133452175
SLC12A7	7.65989390162489
THAP4	6.49927767374701
RBM4B	6.06863577579534
OGFRL1	6.46125935515613
KIAA0831	7.05410363754284
C12orf11	6.88289590582777
PPP1R15A	5.49053643859029
KIAA0240	5.89748174437429
CD1B	3.21417042747746
FCGR2A	5.02925941982113
MDC1	5.95105103867682
MAN1A1	3.70470028390296
KRT9	3.35241284617798
HTR1A	3.19666410518915
OCEL1	5.68730412686783
ATP11B	6.35857581891456
NLGN4X	7.33046053277052
FBXO34	7.74643425949144
ALOX12	3.38446508314629
RB1CC1	7.15284494362818
PCDH12	4.91238494069925
RPE	7.04851747261321
EIF4E	7.86963375222348
CSDC2	3.75785091521042
ABHD5	6.34419010242599
TMBIM1	8.36321800271654
PET112L	5.16741967722427
P2RXL1	3.14933484483412
F2RL2	3.02387530770793
TRMT1	5.6374648818077
IMPG2	3.45637083525735
LRRC32	6.70767729616889
BGLAP	5.58349106963136
HTR4	3.29906586526629
MRAS	5.39517624867656
TRAF6	5.72027233961064
AXL	6.04856985461531
ATP2C2	5.20101351351238
LMNB1	6.47500134892812
TELO2	4.45154190955965
PNPLA3	3.28696900287318
CSNK1E	6.54451159103647
SRP14	10.7006070343283
KCNQ4	3.06180971218776
PIK3C2B	7.19443074315716
C15orf15	8.79106489160875
TUBB2B	3.34980926037525
USP15	6.15941390106130
C12orf41	7.35230076362944
CEND1	3.53382304181137
RNF31	5.9525814773907
TCEAL2	3.18609126188601
PTGER2	4.31925328159244
UBN1	6.91354758986023
SLC5A7	3.17011776200666
SLC31A1	6.72285504888814
ADAM29	3.52232614282544
ST7L	4.00677103712396
GFOD1	5.27494725315203
CTNNA1	9.43444472539034
HRBL	3.74987597271011
CBX4	3.58435343893645
NTRK2	3.73963250479293
FOXN3	5.83074980812571
MFGE8	6.58733826097927
PFKFB2	3.9313057945602
TAS2R4	3.49079311044784
SH3TC2	3.01121087298285
IL10	3.51481649056293
PXMP4	6.85646295393966
RNF167	6.03636866241788
PRMT5	7.5836278714872
TSKU	6.3205901375743
ATPIF1	7.73552803192529
ETV3	3.05366956287125
PAK7	2.98395481279641
PDLIM1	9.6042544780914
CEP63	5.99635650817659
WDFY3	5.59077399788872
RNF126	4.6649554515644
DPM1	8.5791826401467
CLIC4	6.83189779780297
ACR	4.29187707556563
KLK7	8.83432666322967
ALOX5AP	6.948819379009
LRP1	5.62457047673397
TNK1	4.50640093042859
TAS2R9	2.99781623220483
ZNF16	7.51965376778746
POLR1B	5.70369176105583
SLC8A2	3.49649895390165
OLFM4	10.1097901722633
TACC1	5.17126217727716
SAMHD1	5.94473153936512
ATP13A2	4.42128001505863
KRT4	3.45144858951652
PAX6	3.42672415519995
SCG2	4.08916288925234
SLC17A6	3.16435762818091
TUBB4	6.87689225609952
PADI4	2.92631762377933
FMO3	3.22478085460987
NLK	5.59127807709049
POU4F3	2.83363095443599
MDM2	3.18530193864675
CAPNS1	9.021213660119
SDF4	7.12091605087277
ITGBL1	4.20500642904579
TAP2	4.11675308186651
OR2C1	3.56806187689411
KLHDC3	7.43233825059232
EFHD2	5.84974573142404
GALR3	3.50173552320584
NBEA	3.61653762652299
ABCA6	3.2159359678092
ABBA-1	3.73264639497372
GNAI1	8.80279904069743
CLDN3	9.02624616467257
AKT2	3.28641054906557
EGFR	4.78148998919099
VPS4B	7.71673658354501
RBM16	7.93365482021613
GALNT6	5.55684081237897
ZDHHC3	6.73190587670525
SLC25A4	6.77064161434645
CYB5B	6.89756400292166
NDRG1	11.1004284687553
SESN1	5.30686550744426
GBE1	7.85210502987075
MRPL46	6.0244841549061
CLASP1	7.68422383203936
FARP2	4.55791109478683
ACOT11	3.78466609380380
LDHAL6B	2.92360413877097
MAPKAPK3	5.80024052047824
NCAM2	3.06416646827898
AFAP1	4.77582947262531
PRKD2	7.26354988905378
OR2H2	3.21676953668798
ZFP36L1	8.60885805109008
DZIP1	4.78465920527092
GPR161	4.22941748776767
RNF146	6.59158614659946
NKX3-1	3.82338560904316
CCNB2	8.2039119234953
ZNF10	5.04419081111726
WDR74	5.76074146625022
FAM134A	9.4382315660685
PCNP	8.90062316210992
PURA	5.7643106616985
DNPEP	8.14428792820853
ERBB2	5.2350779922735
CREB1	7.05888191163357
NEO1	5.50459983313277
DDX3Y	3.15787023636009
RPS3A	12.7892742321681
MXRA7	9.88447630351997
LGALS3	11.1260877977209
GLT8D1	8.15178304206039
TMPRSS3	4.21766474253487
UPB1	2.98879059169723
LAT	3.81556711504093
CLDN14	3.4350317995547
DHX38	5.42868666815839
KCNA3	3.32793674624263
BTBD1	7.64197311344309
TARS2	4.99144823427165
SKIV2L2	8.31199590114628
ABCF1	8.0410777370524
CDT1	3.32109504563307
ZHX2	8.11086718064593
FCF1	5.24705335955696
LRRC49	4.01013314831715
GUCY1B2	3.23081439956596
CD28	3.16185844310836
SMARCA4	7.17917090822092
SEPT2	10.5517223409845
SOHLH2	3.19541321159104
MCOLN3	4.10270732837453
LRP8	6.46070097994101
TAGLN3	3.76437252542858
MASP2	3.44036317373247
GPATCH3	4.35074256116406
TTRAP	8.91757039474486
AGL	7.7330581586746
NFE2L3	6.00981768516858
PSD4	3.90909524127358
PALMD	4.27761460734148
CCNB1IP1	8.51420067911756
TMEM43	7.12018360335574
OBFC1	7.12127944726137
STAT5B	4.2696790229301
C14orf79	4.68420124815736
ENPEP	5.77351764313363
SSB	8.87752136193612
SCT	2.81593360862298
TIMM23	7.30808845407151
SKI	3.61665181411394
SLC22A13	2.94992642594932
AKAP3	3.46033840137596
OAS2	5.52073784076312
KIAA0423	7.49168137863205
SEC61G	9.63491084251982
CAPN11	3.08427298470847
TMEM50B	8.17679054439963
DEGS1	8.85224307563091
ARHGEF4	3.37132227484648
DBNDD1	4.27305839382968
TBL1XR1	5.58495814382076
FAIM	6.0592741470586
SP140	3.30713005751697
G6PD	5.76451973221438
NUDC	7.10856704802683
GABRP	3.13654466769185
SCARA3	8.27700795239763
TACSTD2	6.06514097214966
EIF3J	7.66768524842095
PPP2R2A	8.36652085825076
CPA3	5.97665344306204
PVALB	2.97603840632626
BCAT2	6.37791003482481
MFN1	7.23223924258513
