Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F08_516470
MAP1LC3C	3.60582118571281
TMEM180	3.55566899592462
CRYGC	3.9165595946386
SLK	4.98995563920669
POU3F1	3.54340523893632
C20orf32	3.95298362274871
USP52	4.69533397500916
HIGD1B	3.86955440379831
BAZ1B	6.31333008414706
USP6NL	5.15128772626164
SLCO2B1	4.59287660679113
ABCD4	4.41294992608896
DIMT1L	7.82714021656317
SLC25A46	7.28258933484628
LARP7	8.67284408255644
TEK	3.46990235737374
CD160	3.87698890099425
TERF2IP	7.18253923544454
PHF20	5.50626774537183
COL1A1	7.29079748850514
KIAA0090	5.823654313929
GTPBP1	4.30298789497234
GRK5	3.64265010114805
AP1S2	5.79658814041382
RAB33B	4.8988255438339
CA11	4.4831240836489
ALDOC	4.80164560903131
NUDT1	5.0151819214536
ZNF212	5.4611375530815
ACBD3	6.95553240724476
ZNF83	5.94392797429901
PRDM2	4.40684454481420
GDPD5	4.04873696543305
PDCD4	6.15131265869222
CEP350	4.384653604424
FOXP3	3.09613443676377
SMYD3	5.25304863784165
CST7	5.99863510217769
SELL	5.13218465794299
CIAO1	6.43310465523718
LGI2	3.72426236410553
WDR45	7.10066987740173
ANKRD6	7.37206171538138
LTBP4	3.78123112731074
PSCD3	3.46722616671914
PYY	3.30282840762915
KCNC1	3.16636431555439
SIRT6	3.90189362937063
CCL19	4.04313394736691
ARHGEF9	3.71237911483878
ABR	5.28651207656439
C10orf22	5.65947247363046
STK17A	5.42802823446341
FOXE1	3.47241096909381
GML	3.23593591856144
CNGA3	3.29210477902335
CD38	7.9005993940718
ZDHHC6	7.86238433060395
NEFH	3.37672660954039
PGBD5	5.76189691895168
CTDSP2	6.79958518702349
RMND5B	5.52310294360174
ZNF257	4.6376900700559
DUSP4	4.43184302461593
FLJ22167	5.70062703477525
EXOSC7	5.58062132507646
ROR2	3.15877284673816
FOXM1	5.50149877065346
ZBTB48	4.28891295166807
BUD31	7.79237189737553
MAOA	3.80680201474357
CCDC41	4.43798657064253
TNNT3	4.00912451708668
FBXO11	5.32452146234335
GYPC	5.63169274665305
PLIN	3.90862744585053
RFXAP	3.80624879709751
C6orf15	4.06683434512754
RNF4	8.01274915747243
F8A1	6.13008362460274
PPP1R3D	5.13763066023121
GRB2	7.24043761287769
TPM3	2.99586425834613
SYT13	3.67204210023832
EPB42	3.68830324796571
RP5-1077B9.4	4.82647769234294
EIF1	9.89164521831385
CETN3	6.52829206117074
FPGT	6.02840185396084
PRY	3.60757300936317
NTHL1	5.56754892257107
POLR2B	8.77197993573808
RPS28	11.0311470662373
GDF10	3.36384413740565
COQ9	7.6745767709522
P2RX3	2.81504862800781
GCC2	5.63040200693877
RARRES3	10.2141349938063
PLXNA1	5.78205188081555
WBP4	5.27942468281086
KIAA0100	5.78890309225284
PMF1	7.16818440467246
HS2ST1	4.6759447611495
CRELD2	8.49040178082287
C8G	3.07234526225524
CD82	5.20316754965623
PMM1	5.54930947976669
CBLL1	3.92893893639594
LIM2	3.45654730872550
VAX2	4.08460891214686
SETDB1	5.2705357289962
LRAP	3.27898492112155
GCLM	6.2403789424057
CPEB3	3.2868940097776
PPM1A	5.65625998237903
INTS1	3.81286718314696
MMP16	3.23313514598792
CAMTA1	3.68749945724351
SAMSN1	6.56523900774067
DRD3	3.07778697448482
GMPPA	4.84083073649368
C11orf73	5.72274542231801
AIPL1	3.81717846377195
PTP4A2	9.82527597590445
IL24	3.5338014214707
BDKRB1	3.53436344505369
HPCA	3.38819548738216
MLF1	6.51499967834833
SEC14L1	5.79398901354212
CHFR	6.40227526808514
EMILIN1	3.42167847853265
THADA	5.8413290990231
TAF12	5.47441596036645
NDUFS4	8.58593547969908
ID1	4.33882300716966
PIK3CB	4.14711438218335
COL18A1	6.43239165091021
PDZD3	3.25666811476097
TBC1D17	4.28394207953709
COX8A	10.3097215550549
CDCA4	7.14987733598437
C2orf44	4.73411564268222
C9orf16	8.60456397436482
ERBB2IP	7.9264142715752
EMX2	7.11191792258104
FUS	6.1156264906381
NIPSNAP3B	3.35910086242935
TF	3.40285138232781
CXorf56	5.26436041310955
CLCN4	3.52108519534086
PWP2	4.88760095971519
MMP15	4.53603159795598
MTMR14	6.31132217892823
NPR1	6.28439064159175
DNAL4	5.06523023312881
ELAC2	4.40940284942790
ASS1	12.2144778781102
IPP	5.988451096464
TMEM59	10.4182339079078
POLR2J	8.22909486361156
SEC23IP	6.66287478237118
RGS4	4.30506533496736
UQCRC1	8.78178951856729
SNX6	7.90437249952701
DDX18	6.23793216750651
POLG	4.73826454453318
ADAM23	4.00235715934048
ZNHIT2	4.65767586001059
TFR2	3.63872921709266
NCDN	4.31073036858306
RAG1	3.81837611574148
POMT1	4.68130973358726
CYP1A1	3.44623838145121
SNAPC1	5.02740186886366
GNA11	5.09419224139517
CCDC52	2.97368703259969
CAPN1	6.33708258269109
DDHD2	4.57613058365704
UPF3A	4.74089739602147
LAGE3	6.77055451292363
GNRHR	3.15489720200686
UNC13B	4.83110937202793
TTLL4	4.31401670390136
PPBP	3.09564603469509
HTR3A	3.38808220810509
SDC2	5.54164434420541
ANKRD49	8.28747242701235
BTF3	10.5739804179799
COX7A2	11.0360187949646
SARS	8.10561602726561
C13orf18	4.02160491857069
CACNB1	3.8905938197565
QKI	5.58742342150269
SETMAR	5.9870849410956
LAMB4	3.39765439775347
MAN2B1	6.61427568054315
EML3	5.32372220256873
ACADL	3.33527557859792
OFD1	6.59309974206813
CGA	3.509641405604
EIF3EIP	9.78187594434123
PEX16	5.14100041134223
GNG12	8.5659925841485
HABP4	4.72710727317386
CNTN2	3.42813215711152
ASNSD1	8.46203177811611
FUT4	4.78061885972416
DBH	3.75703774589501
CD53	9.03021416214942
HIST1H2BJ	3.12800502289912
TFAP2B	3.24591561596662
ACF	3.58225444428084
TMEM11	6.2963762957974
CDH8	3.44836626700025
C3orf32	3.37809663558500
AGPS	4.88602807773847
C4orf18	3.38418192559326
PCCB	7.69871875975878
IPO13	4.84589351666824
PECI	8.17636385916729
UNG	7.05529898712001
C6orf105	4.02868090961344
GSTP1	9.07187148259603
SUV420H1	6.31039685712781
ARHGAP15	5.00352974996182
LTBR	6.24550309279948
TDRKH	3.19873218496799
PSG4	3.40116988472283
SLC9A3R1	6.3499479850748
NBPF3	7.82279185132618
SLC9A3	3.61729538042296
OSBP	6.21322617119575
PRR5	4.29399665648463
CHMP7	5.62247661167776
ADRA1A	3.07682391334349
ASAH1	6.68474819245015
FKBP4	7.32951524602005
ZNF350	4.75443737246103
DOM3Z	4.69080644474895
GIPR	3.78932239672091
AHI1	4.04630238534548
BST1	7.4571518925449
NCR2	3.66884668951783
NADSYN1	4.96417664755196
UBE2W	5.77589817669394
RGS14	4.0942523352046
KRT15	4.54357503929299
SCN11A	3.49934799787186
GFI1	3.60492598717001
FHL1	4.26064823811291
SMC6	6.64248958771158
GATA1	3.6893127697655
OSGEP	5.96637474948451
ARMC6	5.10332543147154
HK3	4.27323614871885
PSMD5	6.97442824441118
RSU1	8.39343327320023
RPL4	11.4449279251429
MAD2L1	8.6908419236428
RBPMS	6.5034049284185
EIF4A3	9.82175676003822
E4F1	5.27020691214721
DLEC1	3.40442801433166
PRPF3	6.36008753443863
EMR1	3.51319856597216
CHMP2B	6.75566063088364
CAMSAP1	4.35553660520252
RPS21	9.95276026199064
XCR1	3.55736249601555
ARID5A	4.17718713892809
RBM6	5.03864642793706
UBE2N	8.0018639472295
KLF4	3.96057700478012
MGC4172	4.34814919723081
LMO4	7.1214470405129
KLKB1	3.60689697234158
HDAC3	6.94014384019508
HP	3.00008856834649
SCHIP1	4.76744788700875
BTK	4.6493892957995
KRCC1	8.63759301237185
PRND	3.22051295052868
C6orf27	4.06351654286049
PIGL	4.02485610174295
CLCA1	3.95738044249894
C1orf112	4.91394761894919
OLFML2A	4.24786118092576
HUS1	5.58166940498858
SFRS6	8.04046180708802
CXCR7	4.77243982927985
UIMC1	6.56367028355454
FXYD2	3.60640871456478
GOT2	7.55829609938556
ZNF667	3.58181384856626
TFEC	5.73765439221007
ATP7B	3.48327849182134
RAB38	4.04595158711177
POLD2	7.49608709809347
PPM1H	3.66001798767339
DCX	3.18799761593339
NFYC	6.13936195901529
ZNF228	3.85474675556867
KIN	4.69751644014765
PLSCR4	5.58065168492223
HIST1H4I	4.06687194577462
PPARGC1A	3.0807864681283
HIG2	8.01765595159507
KCNK10	3.99866729301515
EXOC1	7.89008500088113
OR6A2	3.55797476313513
ETFA	9.30752074663827
PDAP1	4.61592480748232
C19orf6	3.40910317439608
POLRMT	3.69501700747484
ZNF146	7.75375987456148
MIA2	3.26789238065164
LY6G6E	3.00612367026052
EIF4E2	7.69685305004022
NENF	5.03580172044437
HOXB5	5.128806497176
ZNF324	4.3346392371541
CUGBP1	4.12380614108103
ENTPD7	3.71987236409006
TTC13	5.63881305436544
GJB5	3.17739626935092
PRSS22	4.07310844662942
CYP3A5	3.20714244883764
MBOAT5	4.40808648338755
CUL4B	4.98745676616134
CENPJ	3.65472495490068
KIAA0664	5.30735953591617
PITX1	3.49068418042544
PDGFRB	5.19731449547878
RDX	5.70359830452662
CELSR3	3.79992849875771
JUND	6.04035026287495
ITSN1	4.12478394008603
CHRNB1	3.72764525607601
EHBP1L1	4.01379767536932
C19orf2	7.10316084335633
FETUB	2.99491480849138
CAMK2B	3.28790693301774
DCTN1	6.08269286602527
TNKS2	5.80750940334489
MRTO4	7.1064316305122
C1QBP	6.58973057107277
TTC3	5.86622603108655
NDUFB8	8.78816261729863
CADPS2	6.98884423451543
EDG2	4.54657316420014
MYF5	3.02979895130564
SEMA3G	3.32341463473035
IL23A	3.96969962102355
GJA9	3.58482846268217
R3HDM2	6.55512481105632
C5	3.89209853542501
SLC2A10	4.98507155301339
TRIM45	4.66225721198089
TSP50	4.18550944245685
PAQR3	4.64845764865378
ANKRD26	3.40637967750877
TCP1	8.7037628262061
TMED7	6.54190661319465
CMA1	2.80496415233045
PTCRA	4.14457547487048
HCRTR1	3.84490216327309
FST	3.88066306296114
PAWR	4.34117619895535
LDLR	4.35665802194407
ASTN2	3.90543015964392
SCRN1	6.54792508995457
GPATCH8	4.94907693453376
KIF4A	6.72217037163691
TANC2	3.19923499803897
ZMYM5	3.60364343527404
PGM1	9.22194033096479
ZNF586	5.98603375241099
POLR3G	3.48922985013018
CPD	6.18042943227348
SNCAIP	4.85009591763385
DCT	3.44865928331125
HLA-DOA	3.93912532729367
TANK	5.77430207182957
RCAN1	4.48479278438238
UPK1B	3.35141079939853
DNAJB4	5.83968945143728
UGT1A8	3.48082273613966
LIMD2	3.84474033484855
HIST1H4L	3.38638839787169
PECR	5.03353340229798
HSPA2	5.2199426363454
SERP1	8.81520912967516
TACR2	3.60738224275596
NUP85	6.81582272262757
CD177	3.8046488184148
GPR135	3.22794961829597
PIGG	6.3980390789616
LGR5	3.54131821355785
JAK2	3.91170924398251
DPYSL4	3.36903536132554
TM9SF4	5.53322289764797
PTHR1	3.28142721181503
SIRPG	4.20695621156953
ZNF264	3.96478416028121
BICD1	5.07157971004994
RAB5A	6.57165278253611
FLJ13224	3.43417884751302
METTL5	8.42753894326119
HERC6	6.71512140014796
CASP1	6.7322623626249
USP9Y	2.86279511041117
LRP1B	2.89630523869672
XAF1	6.7878624160589
PLA2G4C	4.42651712316713
APOA2	3.04716935383127
SPAG6	3.19346159244854
KALRN	3.3352248670105
SECTM1	5.90242636404627
THOC7	8.3873485686243
IFNAR1	3.95723580118329
TCTA	5.7987831493832
NY-REN-7	4.08903160285704
TALDO1	9.3296058474429
B2M	12.1905981508586
LPPR4	3.80887788421377
SQLE	6.01952795166765
SEPHS1	7.97921252153301
EIF5A	6.5176389949833
FAM49A	4.81870074959879
YTHDC2	4.05025504099385
EHD2	4.68269160798776
NCF1	4.37504102270359
SPG7	5.38451738676661
ZNF614	3.89431219026236
HOXA5	3.8254610623647
NUP133	7.2767136860975
FGF12	3.58854251758641
SLMO2	7.93660711938235
INPP5B	4.4009053576001
PPID	7.42845167555563
SNTA1	4.45118318551058
IL20RA	3.90112588413643
UBE2J1	6.39810107261275
CACNG2	2.95396567986213
GCM1	3.41138517102956
ELF1	7.37669667369177
TLR5	5.24824407161631
TCFL5	6.36974975411512
C1orf107	4.59716360822268
C19orf22	6.36037211102691
SAFB2	5.76860959254364
MAP3K7IP1	3.95265781010668
NCK2	6.92990643904972
OXA1L	8.15711606135544
KIAA0652	5.6679840311304
KLRG1	3.78714951155987
FRAG1	5.60547296195332
ZSCAN12	3.19612736867852
PSMD12	6.84366194093068
E2F4	5.2155817291726
CLEC4M	3.62943622326722
KIAA0999	4.28765926372496
CLDN10	9.4296284267051
MGC13053	4.13736736960503
TAC1	2.63957255929551
GYPA	3.43285878754688
HPCAL4	3.11422003227288
TRAIP	3.98565826005207
MEX3D	4.55562862796728
KIAA0232	5.92499322269681
ERCC8	4.81882867174474
NFAT5	4.33547718042432
GPX4	9.3025124479488
CSPG4LYP1	3.25286361502760
KIAA0368	4.71573738510703
FBXO3	6.5490534901126
DVL1	5.13951185195616
CMKLR1	4.03244364417486
GPR157	3.5580893590819
TYMS	8.20659990993476
OR52A1	3.33142501978187
PEF1	7.91194179321649
ZNF750	3.11424672581747
ALG9	5.15959806293842
MCM5	5.75828432327716
SDK2	3.57685220536148
BAIAP3	3.99500153232082
RABGGTB	6.54590043671478
KCNK7	3.5266654298667
PTP4A3	4.3747054728399
ANKRD40	4.11521450984748
CALCOCO2	7.8051810951199
TMSL8	6.2209266304645
SNCA	3.92212631636124
ZNF551	4.10012620988884
HBQ1	3.6746144829174
ARHGAP26	4.66862501434994
GEMIN6	7.34285365724882
HRAS	4.96689854398375
KLRC4	2.87724593366836
BSDC1	5.60689629479088
DSC1	3.65511315154874
RNF43	4.7497758466240
NDUFAF1	5.85530051130955
MAP2K4	4.97342200906097
FOLR2	4.80241982666203
LYZL6	3.80427609799121
EPB41L3	4.09153546382893
TEKT2	3.78421837060381
CDKN2B	3.71189798817178
WSB1	5.39859783920122
ZNF480	3.63481160397738
MAP3K6	3.29120049579765
PROS1	5.89581978217059
PSMB8	8.7113573559834
HN1	8.21211472543324
MAS1	3.51519535786905
APOL1	6.94078216247943
CSHL1	3.11234548280664
ZBTB7C	3.32627092433498
AHCTF1	4.82628313381357
SAE2	8.83569606794276
ITGA2	3.77851382885131
AP2S1	9.40966478745811
P15RS	8.06726070200316
MME	5.09814937789218
VAT1	6.12641885615126
MAST4	5.7596030677216
TUFM	9.4017007462797
KRT33B	3.26139898478751
THEG	3.83486902736372
KCTD2	5.17496651024723
WDR26	8.75003294906137
MFI2	3.20462725963935
KRT34	3.29268223452805
NR4A3	3.65486281271652
SGSM3	4.63578220930711
ARSA	3.81048034085695
TOMM22	6.17014084263155
SOCS3	4.03235182685933
UNKL	4.03392519798634
POP4	8.51110982884375
BHLHB3	8.76126461906132
MALL	4.12816160813083
SOX15	3.16129675580876
CCNA2	7.8129976793098
PARK2	3.28778366721108
GPR124	4.15016485574757
TMEM132A	5.80460204900844
CGRRF1	6.00111264255716
RUVBL2	8.7487743057327
MCAT	5.96137488535305
WNT10B	3.6850116918582
ISCA1	7.16542166580211
RPAP1	3.8642128821728
C12orf48	5.23432511536705
RAI16	4.31968066461069
RPL27	9.05711635789148
EPN1	3.70118153992154
MAGI1	3.04933192231929
GBX2	3.28360259935819
SLC35A1	7.7561067132839
GAL	3.99285520420959
SLC14A2	4.10803719999687
RDH11	7.84838377742504
ZNF518	3.90652172592853
PCYT1B	3.37099663068621
AUH	5.88855830272095
EIF3H	10.2444150847566
KIF1B	4.90726734893305
MBD2	4.8181524669288
AMOTL2	6.67376712670688
C6orf120	6.39473246084603
PIGT	7.77964612428518
PSRC1	5.47874037031762
PLA2G10	4.05079391837314
ALAS1	7.14611865828397
FOXO1	6.41387941937338
C17orf62	7.28604358038729
KIF5C	4.03279891876772
DUSP10	5.47598261037498
CRLF3	6.73150921754187
CLCNKB	3.60699272964002
PSMA5	9.3842601980597
FARS2	6.44995326236684
CCDC28A	6.5832502576707
AMPD3	4.69169720164906
PIAS1	6.78286297151099
ADCYAP1R1	3.67652551154815
TMEM134	6.83608927605097
CDH20	3.32429991749431
FBXO7	7.30898804756784
FLJ14213	5.28523160198419
ZNF3	4.47739834411538
LRRFIP1	5.9849123695381
TMEM49	8.54370742014699
CNOT2	7.14470133630042
CBX2	2.81094939860484
ZC3H14	6.32490788259059
ALDH5A1	5.32674464064053
HNT	3.29618078023586
SERPINA4	3.06533033693882
FLJ20920	5.59561455283941
CRTAP	4.72072375797643
DDX50	7.46709080844249
STYXL1	8.19749658222552
TK2	4.12443767590297
BLVRB	7.27349797351609
STMN1	7.00752111252276
GUCA2A	3.35575407714820
DPP6	3.37148247702949
GALNT10	4.0066825357084
STK39	4.34891505666721
MMP24	4.23809359713318
CKS2	10.2693960997954
RHO	3.51151223120308
BANF1	10.0739375656243
CR1	3.06650098649305
RPS6KA2	5.2833507984174
HMBS	6.518318543441
C20orf112	3.93284740236133
SLC25A24	6.44709558919606
MRPL22	9.323854802073
SLC25A15	6.18490393784338
GADD45B	4.60866170221094
TDP1	7.08510771171682
ZNF287	3.54274756072147
DAAM2	4.76036423199552
C11orf57	4.84658869437791
RFK	7.38109613759803
ZFYVE9	4.12589016642781
TCTN3	6.79079521656301
STCH	6.69640810865855
LOC283871	4.08755170296096
NDUFB3	8.88692610752623
DEFB4	4.48031897689242
FPR1	4.73233607163896
FMNL1	4.38662915823618
SEPT7	9.64140860399461
PTCD2	4.65242432544047
GNLY	7.12901033479603
GRAMD1C	4.0507995634806
ZNF165	5.41836131678977
TR2IT1	4.15961484575339
ARMCX3	7.8665744097035
NDE1	5.34652617715311
MAGEF1	7.4469385209306
ITGA10	4.03380222726337
ARHGDIB	9.30628772158732
FSHB	3.63258857805801
ANXA2	10.6751846754330
HLCS	3.73158327576997
MCF2L	3.84985852547229
AK1	6.21619877681016
FH	6.81528487791388
LGALS2	4.44990415945942
SYNPO2L	2.88413166251756
KIAA1045	3.45567488323294
C1orf183	4.43289739027321
MAGEA8	2.91359597901074
DGCR8	4.06548516363498
GSR	6.10692390129864
NEU2	3.22699362159355
HIST1H4B	3.62685254881788
CACNA1C	3.30469027141292
FAM20B	5.46124286563095
HES2	3.23441721808296
PDCD6	9.91142335085169
INTS7	5.52909020897716
AMPH	4.25368939539484
UCKL1	6.15603028855679
ASB4	3.26213973270395
C10orf97	4.99064284364036
ALDH1L1	3.81244418871918
CCL23	3.28846199170398
OBSL1	4.75210190603866
SLC12A7	7.23956444299462
THAP4	4.83952252010073
RBM4B	5.16300113138106
OGFRL1	4.84737989197131
KIAA0831	4.82225941966716
C12orf11	7.41125507533492
PPP1R15A	4.76052991860585
KIAA0240	4.37515294371908
CD1B	3.36292850402927
FCGR2A	6.094043848908
MDC1	5.3191050944262
MAN1A1	5.61352274576281
KRT9	3.66919336056814
HTR1A	3.32241919374279
OCEL1	5.65663718378502
ATP11B	5.75349374418888
NLGN4X	3.70532431974446
FBXO34	7.50340177400605
ALOX12	3.5125990614149
RB1CC1	6.42793555420044
PCDH12	4.21419488954597
RPE	5.24471165808684
EIF4E	6.54041175041007
CSDC2	3.9057327566721
ABHD5	5.67103629464266
TMBIM1	6.22777221625917
PET112L	5.60910387243786
P2RXL1	3.32781274298775
F2RL2	3.36164598823878
TRMT1	4.54180123877204
IMPG2	3.39764486753116
LRRC32	4.04546089284191
BGLAP	4.23222035544451
HTR4	3.44845613166264
MRAS	6.36525742181938
TRAF6	6.00926926073314
AXL	4.76803577460927
ATP2C2	3.50286688004128
LMNB1	5.50975447006567
TELO2	4.46834636604646
PNPLA3	3.38177528181125
CSNK1E	5.0333166256898
SRP14	10.1506617965690
KCNQ4	3.27658108340158
PIK3C2B	4.2730639445538
C15orf15	8.66825764448751
TUBB2B	3.32177096298079
USP15	6.19742159046746
C12orf41	8.54189480030162
CEND1	4.86192678304203
RNF31	5.06425447364283
TCEAL2	4.10815368433282
PTGER2	4.18067102100173
UBN1	6.06874630230916
SLC5A7	3.23630563512049
SLC31A1	5.88769289295807
ADAM29	3.45781895878414
ST7L	3.80406443658276
GFOD1	4.17852185882061
CTNNA1	8.32501717103347
HRBL	3.73759353812864
CBX4	3.70129334618184
NTRK2	3.597784446846
FOXN3	4.98818174893054
MFGE8	4.82661733931889
PFKFB2	3.71195941083052
TAS2R4	3.54797637863443
SH3TC2	3.37234885587942
IL10	3.56860885814398
PXMP4	6.36737928879556
RNF167	6.04525456813085
PRMT5	7.76656338211922
TSKU	5.91690805364827
ATPIF1	8.30980660946424
ETV3	3.13979972763354
PAK7	3.21209007959797
PDLIM1	8.52168657542347
CEP63	4.56101425485741
WDFY3	4.61319863808908
RNF126	4.76479041580412
DPM1	8.79937253976575
CLIC4	6.39725355185475
ACR	3.6656023352236
KLK7	9.20858058256185
ALOX5AP	8.25262125986274
LRP1	4.93659534844985
TNK1	4.29752854294929
TAS2R9	3.64364032852042
ZNF16	4.53754972468119
POLR1B	4.47065614366674
SLC8A2	4.23373566496742
OLFM4	2.90657714037575
TACC1	5.27983172908667
SAMHD1	7.44550228818677
ATP13A2	4.78055027998319
KRT4	3.54882649343087
PAX6	8.43078788783238
SCG2	3.88601951618198
SLC17A6	3.29085330055559
TUBB4	3.85163782465984
PADI4	3.20837458469540
FMO3	3.23464554898185
NLK	3.50866682370434
POU4F3	3.17396117186242
MDM2	3.62396887286363
CAPNS1	9.52175270114988
SDF4	7.02072142863464
ITGBL1	3.51915342847367
TAP2	4.02531870360177
OR2C1	3.66898179837639
KLHDC3	6.69867828178275
EFHD2	5.70410532591865
GALR3	3.72824605561014
NBEA	3.21437678537325
ABCA6	3.38726375735153
ABBA-1	3.40361488655391
GNAI1	5.51194467351775
CLDN3	6.91757084998271
AKT2	3.32882254561742
EGFR	4.84884764493665
VPS4B	7.01238669372589
RBM16	6.88707992498411
GALNT6	6.45995660177537
ZDHHC3	4.95446471150166
SLC25A4	6.90562351324528
CYB5B	5.67371968936562
NDRG1	7.71328298483677
SESN1	4.40444555599628
GBE1	7.00175212674909
MRPL46	5.89780299693845
CLASP1	4.67708785031449
FARP2	4.58732475387524
ACOT11	3.71157424229734
LDHAL6B	2.96413019001785
MAPKAPK3	4.99813622453094
NCAM2	3.05780304448587
AFAP1	4.27723730505211
PRKD2	5.95129663348917
OR2H2	3.30673175426308
ZFP36L1	6.40283681316809
DZIP1	4.15510294696023
GPR161	5.19081468832633
RNF146	4.55630689369506
NKX3-1	4.12203504395737
CCNB2	8.6273693422666
ZNF10	4.74070000353768
WDR74	5.84212356927668
FAM134A	6.78020522937387
PCNP	8.61144429304766
PURA	5.07303258778867
DNPEP	7.01117230525323
ERBB2	5.03545792434041
CREB1	5.44238570562401
NEO1	6.74798467636947
DDX3Y	3.25699024495418
RPS3A	12.7690416985311
MXRA7	9.96834371250023
LGALS3	10.1957623758660
GLT8D1	6.37988809763083
TMPRSS3	6.44228255154485
UPB1	3.17424530392831
LAT	4.23764484516892
CLDN14	3.78839504608612
DHX38	4.15295771121348
KCNA3	3.37823147600558
BTBD1	7.2032577791394
TARS2	5.35011341168439
SKIV2L2	8.0679760483178
ABCF1	7.94365286649635
CDT1	3.08349101386228
ZHX2	5.66152695576489
FCF1	4.83139558618739
LRRC49	5.71529236469821
GUCY1B2	3.56639344026671
CD28	3.50730154404838
SMARCA4	4.98851628019857
SEPT2	9.10061021071717
SOHLH2	3.20017003994896
MCOLN3	3.75860670174764
LRP8	6.48682962165725
TAGLN3	3.72951183735412
MASP2	3.65955119453785
GPATCH3	4.29864910956951
TTRAP	8.38072183792095
AGL	5.1771351177802
NFE2L3	4.45819443925049
PSD4	3.72112547980595
PALMD	3.82314164191495
CCNB1IP1	7.39455977440042
TMEM43	6.02187987130617
OBFC1	4.9339182477727
STAT5B	4.2456446752259
C14orf79	4.04839141542865
ENPEP	4.01971695213697
SSB	7.19808423264928
SCT	2.92490481357893
TIMM23	7.9546828393811
SKI	3.51352123589239
SLC22A13	3.23373200848279
AKAP3	3.54021106465816
OAS2	5.7578571192946
KIAA0423	5.45716316734937
SEC61G	9.6542746951029
CAPN11	3.27371067118145
TMEM50B	8.51560756993067
DEGS1	7.08181757811496
ARHGEF4	3.47215422911073
DBNDD1	3.77403266428591
TBL1XR1	5.10429624732537
FAIM	6.58710232633997
SP140	3.77086559408776
G6PD	4.65512953346581
NUDC	6.84946313502308
GABRP	4.50077734082249
SCARA3	5.47169456158385
TACSTD2	5.43446076049787
EIF3J	6.24711914959195
PPP2R2A	7.48184807667963
CPA3	3.87341679451781
PVALB	3.05006617870229
BCAT2	6.77332194725187
MFN1	7.20185798949576
F10	3.22231940056877
