Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B03
Composite Element REF	Signal
HYMAI	3.64704323405046
SLC25A3	11.4093997416226
NAGPA	4.93606321997775
MTHFD2L	3.25808190110874
ZNF646	3.75757536594370
RAB1B	8.14102552219039
IFT122	8.10432936453222
GALNT3	8.34190967393826
LDB3	3.68286088796596
GARNL1	4.78258765974287
ALDOAP2	2.89931183431034
LRRC6	7.01300961140027
NTRK1	3.02322643354023
ARTS-1	3.90732163438883
UBAC1	6.13682922547323
SLC6A11	3.1152794502758
NAP1L2	4.5449406211688
EPB41L4B	7.93062464787352
RPL19	11.0782537658260
CNGB1	3.41709831365716
LOC643641	6.60191051389295
FAM134B	3.27351006753519
WISP2	3.50562792248416
NTSR1	3.40152121011082
HS3ST3A1	3.51757376167227
GPSM2	4.95826303368801
PRKCG	3.45314501496514
CHORDC1	6.65224749651072
MON1B	4.01791874860881
TRIB3	6.28496794582193
SLC2A5	3.54230181684237
C2orf49	5.41520224925112
DDX5	9.90426692058423
ZNF446	5.11045829891936
MLF1IP	6.31638829894153
SLC26A1	3.39740724437538
RGN	5.14762246629626
COL4A5	8.1672104739482
CCNB1	7.99349637150763
CCDC28B	3.88967607142387
RP11-35N6.1	3.13313562589416
KCNK3	4.45505525237191
ZFP161	4.57422705602645
FGR	3.90259095759189
COX15	6.1081394833213
EPN2	4.91205905913527
AQP9	3.7609280165995
XK	5.23886782907891
SLC15A2	3.84890980732153
MREG	6.41665993089802
HEPH	5.85588636339068
THRAP3	4.52462098039764
MET	4.20824254602822
PDLIM2	5.44887236016356
ING3	5.92517754190808
PHYHIP	3.47680713061477
CCT8L2	3.34095964124493
ADAM7	3.20283033423579
COPS7A	8.12360803909962
WSCD1	3.98124106657356
SLC12A8	6.24768809372846
RNF185	3.89213727070254
TNS3	8.7364992738438
IGSF3	5.96005471112774
SRPK1	5.82401419316829
MED13L	6.31947257066845
LOC93432	3.2371393398439
C7orf44	6.27171662714913
PTCD3	7.06572148063049
RPL7A	11.6498889828446
TEAD1	6.13406653417137
ARL6IP1	9.81789171086838
CTAGE5	4.43889563715336
SLC25A14	5.88448394264193
LEP	3.11058908359191
PCDH21	3.55702774245345
CACNG5	3.44751069696001
ECH1	7.97708763954268
MAPKAPK2	5.17546564267157
ATXN10	7.3363007426826
LHFPL2	5.0764992162005
CCL22	4.13830742806722
ACTR8	4.91227985513483
PTPN22	2.89922819996219
CYP2F1	3.12187320884826
ITGA3	5.44575156662464
RABGGTA	5.23285242786976
KIAA1033	6.50024998401286
ZNF510	3.62568097725192
SLC26A10	3.66316782937299
STX8	6.40308472899633
RUNX3	6.2953458996136
EFNB1	4.34888696882975
EIF4G3	7.20806270391838
ACSM3	3.57236091710258
C5AR1	4.68575004685197
SIGLEC8	3.19537250780396
ASCC3L1	9.7007552850197
ZNF623	6.42227526159188
A2M	8.18886498185751
NOL8	5.79875378723547
GRPEL1	6.78419360398074
LMNB2	5.46931924360661
ROCK2	4.46213627634839
SNX16	4.10810421953087
Magmas	5.11155200099157
ANXA3	6.59895390290313
C11orf2	7.59699147200174
VKORC1	7.65768567173881
TRPM6	3.01595706380234
KIAA1609	4.13354393244145
FOXK2	6.15548825365363
FEV	3.37944619171589
EED	5.7989129486203
RNF32	3.42526649407970
PDCD5	5.98163599983862
SLC8A1	3.35329613447652
HES1	6.37134740317017
DGUOK	7.41179956270518
CLDN16	6.62376039519482
CLC	3.55300685663247
ISL1	3.80748493508321
C1QTNF3	7.17103214478692
GAGE1	3.04027684301187
KIAA0528	8.71674767604977
VGLL3	3.49261493880204
MANEA	3.9314753321444
C1orf61	3.64262189966863
SUPT4H1	7.39420112234142
CD1A	3.96547641112418
ASAHL	4.1990925321514
TRAF5	6.79950208836426
RAPGEF6	5.1029928736742
WHSC1	6.17618532608182
NEIL1	3.90499350383251
KIAA0020	5.77225848741086
C16orf45	4.5041982867495
GFPT2	4.43511206789728
RBM10	6.9166845940606
MRS2L	5.61272488045618
DNAH17	3.34399499897494
STARD5	3.35198710175947
C19orf10	7.90731365675562
SIP1	5.15359918951641
DNAJC15	9.43609146529718
C1orf160	6.65211026407567
SLFN12	4.89695226006525
STAU2	5.81141653990923
FAM98A	7.89029554599153
EXOC3	6.83359640627436
RAD23B	7.9162374798915
HIST3H3	3.7786766422503
NCOR2	4.45006959181605
TNFRSF9	3.06093418850043
KLK8	7.81991194757837
NOL1	6.3220964904709
ALX1	4.68159198321251
CCNE1	7.3941928779222
PKDREJ	3.58788576456195
TIAL1	5.88054060140761
WHSC1L1	3.61808904197863
HIST1H1E	3.45929765356742
SMUG1	5.8838600098748
TM4SF4	3.80231026395567
NPY6R	3.55681357164076
UFM1	7.41555468738317
AP3M2	7.12938899367573
USP14	8.05472519721351
CORO2A	6.36392579292763
ETNK2	3.6810543530443
APOE	4.61957330911398
ANGPT4	3.85002741377702
DSTN	10.4369974070516
SFRS14	5.274413701907
FRS2	3.21219534109799
NR2E3	3.46892527555232
ST8SIA4	3.36455482650813
GMPR	6.10286171882974
TUBB2C	8.78988035142407
LOC730092	4.04990636561432
ORM1	3.17791204549339
HSPD1	10.8357429001121
C5orf13	8.49960128231415
F2RL1	5.20742563240017
PLEKHA9	4.95629629831008
ZNF232	4.01847340401660
SLC6A7	3.741805177163
ADH5	6.81297633865914
SHBG	3.35559870498580
DSCR6	3.99776920905217
CROCCL2	3.57422197351329
CDIPT	8.55742934391669
SLC16A5	4.87317344437281
TUBB	10.2693413064517
GAS2L1	6.78782655506538
TOR3A	5.17894289300335
PREP	5.73481307094435
RFX3	3.86340278945853
CHMP1B	7.1465797068646
COPS4	6.86003658483754
MYH6	3.29030745879797
BCHE	3.16946860195819
MAP3K13	3.60051230942834
LCMT1	7.28687427410453
EIF1AX	8.02050933086564
SLC24A5	2.90533889067940
BCL2	3.57820428835866
HBZ	3.09306788073265
HCRTR2	3.30866343649291
TJAP1	5.53570455180701
MAPBPIP	6.93240157534536
TMEM156	3.24403974427462
MYO15B	4.59994495471399
ZNF239	5.90867490097748
KIAA1324	3.59667284073707
PLCL2	4.01769536570469
C4orf29	3.88058170331679
SNX19	4.86849986967265
NAALADL1	3.21534621304919
DUSP5	4.39725799180038
GKN1	4.09062078779961
PXDN	8.99654943050174
FCN1	3.61045164959681
SLMO1	3.94401272232402
TNXB	4.1639013059224
C1QL1	3.39160651706460
BIRC7	3.81852054733382
A4GALT	4.46658297730803
TIMM22	4.55198923626444
ABHD9	4.19897792004337
TOMM34	7.21860550793947
ZNF35	4.03336284048926
LIMD1	3.50095490654274
CARD8	4.46659641890593
KIAA0286	4.97126725895027
CD6	3.64005226140861
RSRC1	7.80630347931626
TOX3	4.14132245212129
C16orf35	4.63328095981854
CRHBP	3.16118540719805
PTRF	6.50698183672084
FBXO24	3.12947405245251
CHST11	3.54727229399832
THRB	4.38413303609013
RNF39	3.79199410403307
MYBPC1	3.43678993828614
PSMD11	7.57388510158429
ALAD	4.75494019158975
AQP2	3.5709173244838
EN1	3.18886483097788
GSTM4	3.91369494346442
ZNF187	5.58246337862624
CDC42BPA	6.89298973946381
F7	3.76409599119487
CNOT1	6.57684298121487
SLC13A4	3.50785221354963
ZBTB11	7.73910711416452
B3GALT5	2.92065987975179
LUC7L2	7.32806169785726
SPTBN1	5.04597457650235
EXOC2	4.37942887227549
LSM4	7.16480935707929
IRS1	5.81457845672824
TMEM1	5.50883314737705
MRPL34	6.8804316756848
SAMM50	6.81529543348174
CDC42EP3	5.47238258241907
HSF2	4.14770645685522
SRP72	6.8610690108122
MFN2	6.35512751320759
TSPAN7	6.79822071587044
SGK269	4.17268402076574
NUCB1	7.4356937844945
RHOH	3.06737297526821
MTX1	7.65417218973778
CENTA1	5.1145322205189
ATR	7.66044382642297
IGLV3-25	3.93769969059729
DDX49	6.01783619439369
TACR1	3.48909568301179
SFRS5	6.72143540739712
THAP1	5.78246398227255
RHBDF1	5.58462342574567
RASIP1	5.69438924024176
DPYD	3.47961228356423
MYO5C	7.72362188927584
DOHH	3.43305255516847
POF1B	3.86196718855421
MAPK10	3.86246123657452
ZNF552	4.8743015970886
USP32	4.99150982278267
MED27	5.82002933888221
NCAM1	3.40872130287845
LOC171220	4.53170401556745
PRDX4	10.2169497764749
AGT	3.48542569699809
SLC22A14	3.55253319779694
DAPP1	5.80851931510606
PILRA	3.6661704642985
ATF7	3.69178302098658
ABCF2	4.52495736139117
KIAA0748	3.15678410558552
C17orf85	4.19098991371593
TKTL1	4.47952507894415
FGF1	3.60503273024245
IL6R	3.98021673278269
CHRNB2	3.89922045408817
COL7A1	4.49248243083462
NFIL3	7.41809400256854
LRRC48	4.43417833836524
TM6SF1	3.63575033120857
SPG20	6.58447479015115
COX10	4.47735486080239
DNAJA3	6.72834561090299
ECEL1	4.49816748549401
GCA	5.5844450841338
GLG1	8.59143993878018
CIITA	3.50036694791676
CLDN6	4.9899294015603
EPHA4	7.32851811770325
FANCC	4.32395633894601
MUTYH	6.06270594715335
L2HGDH	3.5634797899819
GPATCH2	5.12812871877354
PSG3	3.31464865318868
ZNF227	3.77134962233066
MRPL15	8.94610427717576
NQO2	5.89396785512629
C21orf59	8.53469340718087
ZBTB20	6.75276507715138
NEU1	7.68402902105037
QRICH1	6.97058225774101
C2orf34	4.10819437185024
UBE2L6	8.56712795726523
HP1BP3	5.79467237348741
MED14	4.83465052466161
TSN	6.63748666148978
TPBG	8.2836441380512
SPRY2	7.0361189334826
LZTFL1	7.12875458947765
OSR2	6.0090124034089
KLHL7	4.16991751062296
XPC	6.29629590793591
GMFB	7.05868905646297
PBEF1	6.14643458646386
CCR3	3.03247828435447
AGTPBP1	5.2164215717318
TMEM8	6.02944175752922
PCSK6	3.55625274241609
STAT5A	5.22468489667392
FAM18B	7.00770707362516
PTPN2	6.02523724775777
SF3A3	6.58794732283104
EFCBP2	3.60306349736246
HCFC1	5.65719805712843
NFYA	3.72526420813168
PBLD	4.81220492654377
PIGF	6.76851933963657
AHNAK	6.90892552610264
ACTR5	4.49150083285805
KIF14	5.17008168823748
PTGER1	3.8811955704267
NOS2A	3.2308230463237
TENC1	5.23756782722388
YIPF2	5.99616726751784
ETV2	3.54036705087360
KIAA1012	7.96797607187345
C17orf53	3.86184066915824
AHR	7.74693464876742
PTPRH	3.96943061410374
ATP10A	4.45051971351530
ATP6V1C1	5.70650392244862
DPH4	5.83049712195747
TAS2R3	3.2563675101927
C5orf5	7.102746247858
KCNA4	3.93533098662966
COQ10B	7.27699503603372
NMNAT2	3.16123769905237
PSMF1	7.56475946549599
SORBS2	3.56964333353755
NFE2L2	9.31514845638313
SH3PXD2A	4.12446213008739
NRF1	4.34062299579006
SPINK5	4.07483724077139
SH2D2A	4.22575434901501
PRDM12	3.41148965291402
RBBP6	6.80906106174472
OPA3	3.5747923738458
PAQR4	4.86972100221545
IFI27	11.6681535303309
SKAP2	5.69491969381801
TJP3	4.49999729988463
C9orf61	3.56833481352090
MT1G	10.1030232986132
HS1BP3	5.67150273442261
IDS	5.03345358524255
PARG	5.52891976788575
OR2B2	3.16073484974116
DYRK4	5.10198352297653
MICALL1	4.65357099888814
GALR2	3.44996572668507
CHRM4	3.45276620732623
RIC3	3.37631725583972
GPBP1L1	7.63535057761622
ART1	3.25178374580042
TBX21	2.97928335812599
DUS4L	4.72371478668807
KCNJ6	3.61847265850786
TNFAIP6	4.93981134909887
CCT4	9.8442579018327
RTEL1	3.86236408653034
CASP5	3.97628231951935
CHMP6	4.30141958080983
BRD4	6.89943105328479
NDUFA13	9.07920561721413
CYP19A1	3.2726679393165
CD151	7.2247927753188
DOK4	4.29141453446663
FAM26B	5.13029341000032
ARFRP1	4.384604467429
MRPL41	3.14664247390741
CRYBA1	3.31924969771035
HRH2	4.02394313923867
KIF25	3.76930860894654
MTMR6	5.5986464942611
SCAMP3	7.25081118637774
MTG1	5.60638137718371
UBTD1	4.16241468699333
SOX9	6.98907966736807
CRABP1	3.97166124832057
FLJ33790	3.59754157640213
FAU	10.6411108826414
DTNB	4.22636323978124
CARD9	4.51008865903467
PACSIN3	4.15690057646127
OMD	3.15029116033096
HOXB8	2.85526628806494
NSBP1	3.70975022637998
SLC4A5	3.74107088973997
FBXO46	6.43542177787966
UGCGL2	4.89910462986879
SVIL	6.83236255256745
OAS1	7.27487419118101
PHB2	10.0402445638486
NDRG2	3.8217000332366
ERMAP	5.7045611973769
GRIP1	2.91647440296672
APBA2	4.30303473405937
TCF21	3.45812596110318
JPH2	3.24359937517935
DLST	5.84589676996548
SLA	3.93972527798560
AMELX	2.83421901480368
WNT6	3.29278121573054
ATP2B2	4.13039192789589
CPVL	6.19136665909173
RGS20	3.14497386878592
TRAM2	6.46499598883058
ZNRF4	4.39586291554603
ZNF419	4.86727958820626
LXN	6.91731971896886
TLK1	4.84123483520655
UPK3B	6.75142637506074
MTMR12	4.63771284118642
KLHL21	6.67333441882048
ZNF384	5.29750937202397
PI15	3.4408006223589
RER1	7.18148502283895
ELAVL2	3.3140117235562
KLF2	5.56792486713782
RPN1	10.0610530548686
PMVK	6.36507823309215
EIF3D	8.01766495577536
SIX2	3.64526196501224
HPS1	4.38374027862255
RNF7	8.28161653082474
TFE3	6.25157934745153
C11orf17	4.75390215103743
SNRPC	7.44529439693797
KCTD13	4.85629643233807
DLGAP1	3.08724139153395
PGLYRP1	3.7708839383225
IL8	3.74957802859845
IRF7	7.21376696589906
SERPINB13	2.99786135921047
SET	9.23243014987708
NAB2	5.51085433257471
MGC40069	3.43343835677609
BLR1	3.27584089675172
LRP5L	3.67500522859716
FAM120A	6.37439452219557
ASCL2	3.02729150415683
PCDHGA10	4.26917834103227
SHH	3.21456369761621
SH2B1	4.92288487482018
ATP5H	9.75509376468345
THPO	3.23823372148635
HIST1H3E	3.67416995780271
TYRP1	3.07369981263183
EIF2S1	6.39015662055725
RFNG	5.55725392000875
RAB20	5.80399656834668
TNFRSF17	3.56443630945052
RBM7	6.97094414596543
TMPRSS4	7.06622028148603
NKX2-8	3.08721743148590
C1orf115	6.16996000904161
TAF9	6.95414837636143
TERF2	6.0948030516756
TNFRSF1A	7.96460412769053
ACADVL	7.35407460650453
ISCU	9.86678369829184
KIAA0841	4.91012592591313
GTF2H5	8.82503494939442
EDG8	3.01196290826801
RAB15	5.33880029761385
HBP1	5.66332095479361
TNNT2	3.43197828853283
CECR5	6.77548771167052
JRK	5.12063545509672
PHGDH	6.70850823599197
XPO4	4.30939572113377
ARHGAP25	4.67386781807552
CA9	4.43803430358463
TLX1	3.60601633962120
GPS1	5.85909197844177
RPS29	11.3193132413760
MKLN1	5.66789635131543
ATP6V0A2	4.18949974368306
EMR2	3.07718994579216
KIAA0319L	6.41369403340416
DOPEY2	4.91346432020178
SLC29A3	6.36226758751966
LGALS4	4.09892007365106
SDHD	8.28963520758254
USH2A	3.05317469099055
NF1	4.65361516761496
IMPAD1	6.80805644068677
APOBEC3A	3.38673992082168
OLR1	3.23994895916262
HCFC1R1	6.46861236018755
TAOK2	3.71757769756182
NRAP	3.76557120622425
PPFIBP1	7.69703457387399
LYPD3	4.48207563966838
BCL7A	4.83975806355299
AGER	3.43726594141887
MCM10	4.11298412072394
MAP4K3	6.33408406693848
PFTK1	5.01544874264687
CBS	7.43588488329351
CLK3	5.15097890006619
KIAA0753	5.98772121895078
GABRE	3.37236187616711
FIS1	7.94934584434672
ELF4	7.40657625564386
C11orf49	7.71090877575449
CLIP2	4.39046812885529
CLPS	3.99474997569935
PPCDC	5.1627327516531
KDELR1	7.32606624832914
NT5E	4.46068823311919
FOXN2	3.71906925933251
NCSTN	7.06414409596618
PARP4	7.67576874632791
CD83	5.24030207028548
NPY	4.86890363854552
IL18	3.25554671931570
BEGAIN	3.23981701175496
VPS16	6.80429116623268
SLC16A2	4.59827415478974
SLC35B1	8.53655469392177
C4orf20	4.98453762817903
IGFBP2	10.0870849964747
NOTCH2	6.2553343524006
SIGLEC1	4.27392746248301
SLC9A2	4.19940351207733
CD93	5.4747027438079
CEP164	4.20061967452706
P53AIP1	3.26769482342919
ADD1	7.4748990158832
ZNF136	6.09432531440087
ANP32A	4.8171761211565
MGP	8.9127359623703
DNAJC1	5.49644372962006
CCDC144A	3.41550904163338
ACLY	6.32299825548307
TRPC1	4.36636517383007
CYP4F12	3.85409422245627
FKBP5	3.48061210802639
SMS	7.5312413984839
MAPK7	4.68716516882391
RRAGC	7.9146896885886
PARD6A	4.78251937349335
CCDC85B	4.1111546186798
SYNGR4	3.15370525029897
WIF1	3.13594674142906
GCH1	6.00840519750942
STRN3	5.23698553771589
TMOD2	2.86828244508434
FLI1	3.37689508644775
DGKQ	3.73218109200133
MAB21L2	2.91193036773431
SCNN1B	3.35954663060572
ECHDC3	6.92131160148961
TMEM106C	9.21693779078403
CSNK2A2	7.1990126791871
GPRIN2	5.30879520574009
CPA4	3.95146285992722
RPL39	12.4467882492591
HERC3	3.79901535622747
MELK	7.00446583371395
IL15RA	3.50682026197424
HMBOX1	7.22096101236206
CUL3	6.09711074515794
PODXL	7.51125982281415
CCT6B	5.19802636293237
GPX2	3.72697718810599
ITK	3.73844814811532
CLIC5	7.1089259131089
RABAC1	9.06568828683857
YPEL1	7.66902463249052
DNAJC4	4.09674394299762
NR1D2	6.64267334492174
KIAA0776	5.75182168180545
FBXL5	7.44872279383785
C13orf27	4.5244006286556
DEFA5	3.00913801799364
TRHDE	6.78235239350018
ZNF536	3.23396366504237
MEF2B	3.49325432647656
UQCRQ	9.54723404426774
ITGB2	4.68088604102649
PTPN4	7.19556535247881
STX5	4.09633055567612
CD72	3.45965624176143
ERH	9.9493798664615
XRCC1	6.01132196276047
VEGFA	7.2235340817127
MPHOSPH1	5.01776484743941
MORC1	2.79117879006869
PARVB	3.63210006214607
ELL	3.57296754699998
SETBP1	5.35401849627287
CDH11	7.37881343446384
NDC80	5.19107458078337
GIMAP6	3.48271294514181
AREG	3.51152465743538
BAT2D1	7.67081365931089
CDS2	6.0178823981579
LIPT1	6.26264429644297
SENP3	4.58440436639808
IL1F9	3.64677907830798
GRIN2A	3.43399528809561
MAN2C1	5.38237613177249
NSUN5	6.11493836130133
SF3B5	8.54119861384605
CEP72	5.2440544112486
MYC	6.42340268607424
NRXN1	3.10559412873828
DECR2	5.38596743117327
SLC37A1	5.18698878122482
SUPT16H	7.45362720688632
MUS81	6.33092385140674
PHYH	6.77660290757235
ULBP1	3.31376821904620
OIP5	5.48951272419712
IL10RB	7.35035274744347
OTUB2	3.70556099240401
NELL2	4.93979207320202
MAPK8IP2	3.66449047051486
ARHGAP10	4.52202555750627
POU3F2	3.29907117704091
RPLP2	7.9963176274979
FGF22	3.27272573837231
PSCD4	3.77278794983766
TRAPPC6A	6.20116536418775
C21orf2	3.86059930123973
CEMP1	3.24782975157189
IL1RAPL1	3.32560507217647
LIN7B	3.76271333529499
VCP	7.94744494272892
NKX2-1	3.10648818151046
BGN	5.64654728436733
LAMA3	4.70015732145054
APOBEC3F	3.12756303038342
COCH	4.17679891249868
SCGB1D2	8.5004773375808
SP4	3.90975669257809
SLC11A1	4.02231413227561
ICAM2	4.19471417861479
C21orf25	6.64339889110992
SH3GL1	6.53338653327408
RALB	7.05820911826323
GSK3B	8.11988814616986
GNGT1	3.34969049711636
GPD1L	6.51492156761029
VPS37B	6.97064491898985
TNFAIP3	4.53741120821378
C6orf32	3.50142466361548
ATG3	8.50143851341672
KLHDC2	8.20555821778142
NDUFV2	9.01118527504728
PANK3	5.13689429512374
BLK	3.08165344312541
MATN4	3.39253924696471
GPM6A	3.38335084234088
WDR82	8.10905173399421
APOM	3.96000573363942
PKP2	5.39216043502572
C1orf135	6.01870430604264
TRIP10	5.74611540398788
HRASLS	5.27585666447031
TESK1	5.93430672914128
FSD1	3.65569677910805
SFXN3	5.39739340357879
MMP1	5.28919136982524
CA12	4.19144392417369
ZNF611	6.79657031814862
C19orf58	6.23740823528924
NCOA6	8.80331238855477
PDE6G	3.963477069726
PPP4R1	8.670871887007
HLA-DQA1	3.11175797262564
GCLC	4.94491469420554
MAN1A2	3.95828516236247
SEC61A1	8.83166792505418
IKBKAP	5.28474447784933
TWSG1	4.70892378953805
UPF1	6.08574636442197
KIAA1219	7.1192615830848
CTDP1	4.69504037877295
ZMYND10	4.40118837766582
WNT16	4.34977619658634
ADAMTS6	3.29332640320609
SNW1	6.89049585545456
IL18RAP	3.93675914447544
RPP30	7.0582928629577
KRT86	5.50232680971516
CDC40	5.03656536270137
SLIT1	3.52014086196656
KIAA0574	3.79146926000232
GTPBP2	5.85357483870037
SETD3	6.69464960340777
C15orf44	5.45180687036432
PRRX2	4.69086568229414
GPR110	3.62375403325052
C11orf10	11.1210681887854
MKKS	7.55261164363065
ELK4	3.39134967129022
ACOX3	4.12447932665272
ADCY1	3.45881622729021
KIAA0372	7.01466021834372
TP53AP1	5.5315437583869
RHBG	3.84689595048641
SMURF2	7.82297657621253
TP53I3	7.23033566937668
EBP	6.80505924107149
SLC22A3	2.98506477590898
TOR1A	6.79254963657023
P2RY4	3.52082894253184
TRPV1	3.56318614555172
ADAMTS12	3.32723451418007
PES1	8.00495387245339
UCP2	10.0949515271254
ATG4A	5.02482499713647
FOXG1	3.97072793656498
MAGEA10	4.14018071551437
WFS1	6.97576017254724
TRIM24	6.09670518291568
PABPN1	9.29771310254874
PROC	3.8137974324028
SLCO1C1	3.46805321850431
SLC25A30	3.28976084769065
SLC22A5	4.76580335825597
DEPDC1	5.19719839193042
KIF23	5.42647092716996
SYN2	3.72766498903536
ASPN	4.12929528171273
CENTG2	7.44278850545664
ZDHHC17	5.35016899940284
VNN3	3.24364222702046
KCNH1	3.71074286028682
PPARD	4.80817185399952
PSMAL	3.00376665816449
FLJ10815	5.66435125081726
YBX1	10.1722237618820
STK24	8.62492538567944
SPEG	5.53456114643043
STK10	4.10042638332192
ZNF695	2.62725711327197
SCTR	3.07388462608078
AAAS	5.45319840439596
SSX3	3.35920303259576
ABCD3	7.24265035283496
MTF2	6.1440993112865
FIG4	6.94426416580394
TMCO6	4.7820163751824
C9orf46	6.31361753004525
ATP6V1F	8.8767212387071
IGHMBP2	4.70172197995976
CCDC94	4.79237656455052
EGR4	3.15405553561262
DUS2L	4.11106067016551
FAM3C	9.32258024326646
DCTN4	4.56122850236540
EIF2AK2	6.90526726712667
CST4	3.67651884005782
CCL11	3.62802750980633
LMO7	4.20507028563414
PAM	9.8264497613256
NUTF2	8.56785293470732
ADRBK1	5.14368946692084
ZNF84	6.21695687905949
SLC39A4	8.19869382254502
CITED2	4.9324967351171
C12orf49	6.2226150971148
GRM3	3.14764513336138
CCDC49	4.74396534036454
STARD8	4.0498133269737
FNDC4	4.35663183056119
SIAH2	6.817537619807
CCDC103	3.09072059882455
ATP5A1	10.9786421253208
HTR7P	3.09034861423947
LALBA	3.09221258014332
RMND5A	5.49299503711592
ATP5J2	9.53856905268567
PSCD2	6.34046517043223
MMP3	4.47545637703036
ZNF409	4.48382118846243
CRHR1	3.4950590183532
WDR70	6.99268685164649
ZFAND1	7.52328855251264
CCL18	3.28236747786041
KRTAP1-3	3.17822032831483
RINT1	5.01886540623008
NRN1	5.27706004249387
SPAG5	6.48984477624517
KIAA0408	2.8755924463832
F13A1	4.46959064749103
DNAH7	5.4280635153161
SLC10A1	3.67718917063117
BRCA2	3.47707021038484
ACADM	7.14022753215492
GIPC2	3.28971624881533
OGN	3.28719720036262
RAGE	5.75942315288808
XPO6	6.83267130807
FMR1	8.60986272252194
DUSP3	4.74969054476251
ANKMY1	3.81957706196931
CHMP2A	9.06609132612135
FAM8A1	7.05039189672103
GPR21	4.08316326817337
BBS9	4.80981473094457
UNC119B	8.0664374261286
SLC12A3	3.38842267619925
ZDHHC7	6.63418622197814
FVT1	6.10326283256258
ENTPD6	7.42492052018924
PPP1R2P9	3.24008293314489
ERCC4	3.79972420107052
MMP8	2.95529072563493
HMHA1	4.96535204540252
RAD23A	8.46558060316013
ACY1	7.03774600679341
MT1E	9.45994872468841
PPP5C	5.09589403808847
GPR20	3.93728850164556
RFPL3	3.59116197751568
GHITM	8.94387630059173
SCAMP4	4.86566408977085
NARG1L	4.31481983626815
MYO9A	5.48414779047732
BLMH	6.01940917748331
NDUFB7	7.74084830771308
ADCYAP1	3.27388180245635
SP110	6.69406058421495
MIER2	3.95471842180135
KIAA0513	3.85608181625675
SH3BP2	4.85260218042889
PNMA2	3.3527408262069
MAP3K7IP2	6.66898569243932
AGRN	5.69113967756598
CEP290	4.60535505995394
ANXA10	3.47879948509287
RTN2	4.29811418290095
C14orf133	5.30943888309185
PRPS1L1	3.00426007771613
PRPH2	3.63628375387612
KLRA1	2.83608532619609
IRX4	3.20918560562897
GOLGB1	7.66083375094338
GPR97	3.40820675641407
NFKBIL1	4.39187524495537
CHD7	7.83412197000138
APBB3	4.54079057658507
RPS10	9.73878096668185
HIC1	3.21417606120272
TLE3	4.63585216155458
PSMB7	8.94260935834325
IAPP	3.41560523127421
SHQ1	6.90261312890382
API5	4.91891117557605
GP1BB	3.79524491294664
FTHP1	8.04615548022686
TRIM6-TRIM34	4.64648597907908
SLC6A1	3.57501474461846
OCLN	5.35468844713987
NAGLU	5.2310652810323
PTTG3	4.36257701600162
FAM117A	6.8206043695477
SPRY1	7.41643534178902
FLJ10781	8.10526641033876
CDON	3.68809980708288
SH3YL1	8.4109691080781
IGKC	3.97082095269725
TREM2	4.00155062188348
MMP14	5.10106791294181
SERPINI1	4.74173678427092
HDHD3	4.57357473087266
DYNC1LI1	5.90390215893442
FASTKD5	6.08515586366537
TDRD3	4.73428695576604
THSD7A	3.38848074880194
NDST3	3.61706126719968
CXCL2	3.66698384025703
DHRS12	3.98235581725049
MAP3K15	7.23328570150694
FBXO9	6.54636862322316
APPL2	5.49853139418096
TNPO1	8.04899249946963
CARD10	4.11360689814703
MRPL13	8.01546711882082
SNX5	7.36506047323558
EEF1D	7.09436123878616
RAB6A	4.17782873093917
SOD1	10.3325830833437
C12orf5	5.04892949300375
PACS1	4.56561869211786
PAPOLG	3.30006874494568
CHML	3.21110390078358
SIRT5	5.85220420693922
MSRB2	7.98827746105549
BCR	6.78244398491945
PUS3	5.43674699246315
CAPN2	10.1791692373544
FXYD5	7.15860075170946
TWISTNB	3.02310711721720
UBE1L	6.26350977354672
UBE1C	7.63338617985531
CHD2	3.43470686431215
C15orf2	3.44609472756324
FZD5	5.11048235399374
NR4A1	4.54140318005627
LOC339047	6.95277430079736
TRIM17	4.12675582428745
ZSCAN21	3.63326488231935
RPL15	11.2432213522798
ATP5G3	9.75792861689675
PRC1	7.04917418872352
ADAMTS8	3.18402207559379
ABCB9	4.11175542601527
HOXC4	6.89525325592011
TRAK2	7.04526306835842
STAB1	5.26471847988137
CEACAM5	3.04453053163240
MYT1L	2.99245166099179
RASA2	5.30929551379554
LRRTM2	3.1019711840573
STAG1	6.95651494706433
OSBPL7	3.50602834459037
GIMAP4	4.53631410044896
FUT3	3.6473308397084
DBI	8.42891715117764
LPIN2	5.61924059335547
PAPD1	6.99157876073608
APOOL	4.25738496507157
DIABLO	9.02037469787858
ARMC9	5.20939922261523
RPS6KA4	5.28993318054517
TRHR	3.38577118371263
SLITRK3	3.88978225943734
TGFBRAP1	4.80192441075693
FAHD2A	5.47269468119211
CNTN1	3.21696368567028
ZNF211	5.31049088604072
BBS4	5.41641833189527
TMEM181	3.23992580370256
PFDN1	6.70060618774247
MINPP1	6.50844801118022
MPHOSPH6	5.97222967691811
RGS11	3.22897908865096
HOXC10	4.35476228413389
ITPKB	6.03127951967471
HS6ST1	3.51857692325792
AKR1D1	3.16513088223831
TNP2	3.03078700744941
MEOX2	2.64709397277611
EML4	4.92682712365941
SGTA	5.65279585819374
ATP6V0C	10.1300834674487
PRPF8	7.21844809112316
