Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C05_452020
ZNF212	5.21218895733297
ACBD3	6.53200984679283
ZNF83	5.52597797808202
PRDM2	4.46954705241431
GDPD5	4.10911121203784
PDCD4	4.89666019411496
CEP350	5.52615927648286
FOXP3	3.4758498024882
SMYD3	5.25099921845459
CST7	4.19958638370864
SELL	4.0734389745902
CIAO1	5.67772361970553
LGI2	4.43463179055614
WDR45	6.24621391102232
ANKRD6	5.32668636025674
LTBP4	4.15983962427224
PSCD3	3.99681704811391
PYY	3.50393938041351
KCNC1	3.19472845411343
SIRT6	3.87266811762175
CCL19	4.22197867002996
ARHGEF9	3.9402822285698
ABR	4.65265605232553
C10orf22	5.88240563547077
STK17A	4.33471778944415
FOXE1	3.25248656842815
GML	3.59050767249601
CNGA3	3.09431226541164
CD38	3.72209728824205
ZDHHC6	6.50791208255964
NEFH	3.40556115745095
PGBD5	4.83543865659607
CTDSP2	7.23499513805194
RMND5B	5.99442413820585
ZNF257	4.27029660986589
DUSP4	3.84980060272669
FLJ22167	4.14455338186737
EXOSC7	6.3538124709267
ROR2	3.78054607498789
FOXM1	5.65142697182599
ZBTB48	4.57726169804134
BUD31	6.3398573407924
MAOA	3.58014871010107
CCDC41	4.38617444265240
TNNT3	3.9421141748625
FBXO11	5.25562811354356
GYPC	5.50636642457125
PLIN	4.02518265962883
RFXAP	3.4786542237822
C6orf15	4.00051086999344
RNF4	7.92370450430576
F8A1	7.24688176966693
PPP1R3D	4.29677046759934
GRB2	7.068695139753
TPM3	3.14227084610779
SYT13	3.81896467408583
EPB42	3.85080709695474
RP5-1077B9.4	4.58083371559773
EIF1	9.81513611438263
CETN3	5.93846581114875
FPGT	3.57512349292108
PRY	3.70398771958593
NTHL1	4.80559854929282
POLR2B	7.89435799054406
RPS28	11.3852676098580
GDF10	3.38557201328917
COQ9	6.8857194573715
P2RX3	2.93533359470156
GCC2	5.47478009254887
RARRES3	5.00378449761264
PLXNA1	6.06613995268267
WBP4	4.00672173719863
KIAA0100	5.29475366673526
PMF1	6.30960277574361
HS2ST1	5.20765216902096
CRELD2	6.36068824141421
C8G	3.42072393413197
CD82	5.30673286660678
PMM1	4.90269334756752
CBLL1	3.85096319280814
LIM2	3.46302688834626
VAX2	4.47187351080937
SETDB1	5.16626761078265
LRAP	3.17987417118379
GCLM	4.93875536787757
CPEB3	3.24445007283920
PPM1A	5.23588071578023
INTS1	4.11695878810972
MMP16	3.2977413650881
CAMTA1	3.85144586743335
SAMSN1	4.55185608808781
DRD3	2.99599231637250
GMPPA	4.5225323249049
C11orf73	6.43333074009386
AIPL1	4.45004718275981
PTP4A2	8.50743523863166
IL24	3.55574446342383
BDKRB1	3.52177414344302
HPCA	3.91399818524544
MLF1	4.517025228681
SEC14L1	5.32160968546946
CHFR	4.01277881886547
EMILIN1	3.97920702544505
THADA	5.43739587175182
TAF12	4.97496128573005
NDUFS4	6.88978170252759
ID1	4.25497149859756
PIK3CB	3.85563224457567
COL18A1	6.5803677264089
PDZD3	3.31121559058608
TBC1D17	3.59651531856246
COX8A	9.75738461718878
CDCA4	6.64444966924767
C2orf44	4.72203754685399
C9orf16	7.45270287455406
ERBB2IP	6.67584669070852
EMX2	3.44332210847125
FUS	6.39188310940802
NIPSNAP3B	3.44032958659098
TF	3.52973162595136
CXorf56	4.70270504046582
CLCN4	3.76191050939317
PWP2	4.85156548628096
MMP15	4.57198693671502
MTMR14	6.51201474471233
NPR1	5.88694294082833
DNAL4	4.92818789352588
ELAC2	4.79983662765215
ASS1	10.6175902103632
IPP	5.18063005088769
TMEM59	8.97829115458807
POLR2J	7.12296966577106
SEC23IP	4.46248117915488
RGS4	4.00136060089075
UQCRC1	8.71995412221453
SNX6	7.0826870195383
DDX18	5.5554588361629
POLG	4.756858630384
ADAM23	4.77746703332838
ZNHIT2	4.3853468767978
TFR2	3.41138103297737
NCDN	4.58736973890892
RAG1	3.49886454155012
POMT1	5.08022337879214
CYP1A1	3.55390884036379
SNAPC1	5.04860693659718
GNA11	4.79089889782168
CCDC52	2.75130857926305
CAPN1	6.16401275212514
DDHD2	6.15194712920501
UPF3A	5.48567062883003
LAGE3	5.8008955563878
GNRHR	3.21499286675955
UNC13B	4.93296523337064
TTLL4	4.45149311223076
PPBP	3.14623490552128
HTR3A	3.23504043812775
SDC2	5.92550835167758
ANKRD49	7.13917613260412
BTF3	9.8231582640927
COX7A2	10.4192115794390
SARS	7.95401876898468
C13orf18	3.7834742876574
CACNB1	3.94935510699149
QKI	5.37297250194861
SETMAR	5.94675486880782
LAMB4	3.3816880302073
MAN2B1	6.10963731850641
EML3	5.30669713213663
ACADL	3.20878521172344
OFD1	7.67285950922337
CGA	4.1047649370296
EIF3EIP	10.1974335894107
PEX16	4.64514166190034
GNG12	6.88910694127929
HABP4	4.68513620345746
CNTN2	3.81061517135824
ASNSD1	6.86631754404181
FUT4	4.34051977289664
DBH	3.59546215096516
CD53	5.99803728938125
HIST1H2BJ	3.51823472815181
TFAP2B	3.34784530717983
ACF	3.47485397219398
TMEM11	5.69065471735309
CDH8	3.52241786276640
C3orf32	3.49201855708223
AGPS	4.64844755452637
C4orf18	3.56710114224505
PCCB	5.88078467353016
IPO13	4.67471597708128
PECI	7.50363809319492
UNG	7.32659530101488
C6orf105	3.78335568239793
GSTP1	8.77371371485108
SUV420H1	6.21927193719517
ARHGAP15	4.00393132161435
LTBR	5.5921267927835
TDRKH	3.1524433018642
PSG4	3.62402344261023
SLC9A3R1	5.8913812815573
NBPF3	8.41674328927217
SLC9A3	3.58535525562967
OSBP	5.59920334747579
PRR5	3.99819408424187
CHMP7	5.49647737645384
ADRA1A	3.13469798071587
ASAH1	5.82559906104208
FKBP4	6.74085880472445
ZNF350	4.34564915434042
DOM3Z	5.16758260810239
GIPR	3.8731541961783
AHI1	4.311019303283
BST1	3.79631593082154
NCR2	3.73985640727481
NADSYN1	4.51294982713028
UBE2W	5.18752907880367
RGS14	3.96330190173469
KRT15	3.97170623625475
SCN11A	3.88224264151054
GFI1	3.90019297373099
FHL1	4.46608467860543
SMC6	6.03278513312218
GATA1	4.1442308166115
OSGEP	5.21326147884536
ARMC6	5.10463042426708
HK3	3.51058201087798
PSMD5	6.48403712789581
RSU1	6.83217525827524
RPL4	11.8247682492981
MAD2L1	6.47352281621018
RBPMS	4.85545868820349
EIF4A3	8.62574094381337
E4F1	5.41549717865971
DLEC1	3.84384947478817
PRPF3	5.8864910705975
EMR1	2.94833496811416
CHMP2B	6.19094456507595
CAMSAP1	3.95734430567246
RPS21	9.36097778821228
XCR1	3.54356666184276
ARID5A	4.31769772959004
RBM6	5.92375527373269
UBE2N	6.70221496811555
KLF4	4.08079199708990
MGC4172	3.54463162386161
LMO4	6.86966208316616
KLKB1	3.73826835910693
HDAC3	6.14906018808746
HP	5.04830692766786
SCHIP1	5.40476178912868
BTK	3.87439738373258
KRCC1	6.61621183936089
PRND	3.74010838474421
C6orf27	4.01155367089578
PIGL	3.44957588247723
CLCA1	4.00469967406921
C1orf112	3.41876997884596
OLFML2A	4.71795603894106
HUS1	4.73262114099995
SFRS6	6.78458243084513
CXCR7	5.3018832506564
UIMC1	6.48956049736514
FXYD2	3.88568892679863
GOT2	6.8981165184633
ZNF667	3.73234186881741
TFEC	3.67817812198723
ATP7B	3.78175650735665
RAB38	5.00626100959126
POLD2	7.22246784604167
PPM1H	4.16011531502987
DCX	3.34063453999659
NFYC	5.14644453094006
ZNF228	3.38092656572525
KIN	4.63470427246814
PLSCR4	6.18512012141946
HIST1H4I	4.21146013168669
PPARGC1A	3.22537191482056
HIG2	6.83919090661399
KCNK10	4.41561709335942
EXOC1	7.20382905174915
OR6A2	3.57367919667559
ETFA	7.7516714371446
PDAP1	4.913701881677
C19orf6	3.78517964611415
POLRMT	3.77516546603943
ZNF146	6.76777590126625
MIA2	3.35053269530796
LY6G6E	3.23257389927781
EIF4E2	6.40748133721036
NENF	5.27617908362538
HOXB5	5.9761652638179
ZNF324	4.23564600735949
CUGBP1	3.34750445258537
ENTPD7	3.41651510520646
TTC13	5.82209736584542
GJB5	3.69338656266485
PRSS22	3.83914870453209
CYP3A5	3.64156901725204
MBOAT5	4.3637020644917
CUL4B	4.84177547261737
CENPJ	3.68452584410433
KIAA0664	6.03926480691498
PITX1	3.54451654347236
PDGFRB	5.91125957905745
RDX	5.13543609369834
CELSR3	4.03566901042727
JUND	6.15333029203789
ITSN1	4.0907664643585
CHRNB1	3.65094052278649
EHBP1L1	4.30237661700476
C19orf2	6.24634962428386
FETUB	3.29662289332752
CAMK2B	3.49610075535131
DCTN1	5.94761090015308
TNKS2	6.26992480570691
MRTO4	6.08100289489338
C1QBP	5.44556012866284
TTC3	6.5522280510158
NDUFB8	7.72398063602378
CADPS2	5.28967601016112
EDG2	4.58484784106435
MYF5	3.24411438455119
SEMA3G	3.53263784059614
IL23A	4.22300621967256
GJA9	3.78075510848599
R3HDM2	6.6083031076403
C5	6.00181550992874
SLC2A10	4.2844585634217
TRIM45	4.86550079793856
TSP50	4.216066860079
PAQR3	3.96566214704457
ANKRD26	3.39663705027788
TCP1	7.62010726273272
TMED7	5.66666394036614
CMA1	3.10183849394487
PTCRA	4.82715776209581
HCRTR1	3.44540794514193
FST	4.38709004304161
PAWR	4.006850632406
LDLR	4.75823023064857
ASTN2	4.58889004900852
SCRN1	5.94650189581221
GPATCH8	5.28717154932631
KIF4A	6.16665209267437
TANC2	3.79860726415285
ZMYM5	3.49325383775629
PGM1	8.24328964199405
ZNF586	4.34068044428036
POLR3G	4.06907684740221
CPD	4.52327311593144
SNCAIP	4.50133159922195
DCT	3.62950792908232
HLA-DOA	3.83964928204563
TANK	5.8242928824398
RCAN1	4.04435392697425
UPK1B	3.4705228445209
DNAJB4	4.15138141421855
UGT1A8	2.96866978109030
LIMD2	4.0582733725161
HIST1H4L	3.46147082910000
PECR	3.41232665722574
HSPA2	5.25118043448195
SERP1	8.50602483259888
TACR2	3.75380332391972
NUP85	7.16059883957725
CD177	3.30692918183678
GPR135	3.45032676746753
PIGG	6.94050242156407
LGR5	3.38816486868675
JAK2	3.54747082323054
DPYSL4	3.44166765086095
TM9SF4	5.70956671982481
PTHR1	3.23944120135486
SIRPG	3.20130119341627
ZNF264	4.25640235358653
BICD1	5.31442835298948
RAB5A	6.51566086254174
FLJ13224	3.14356943348326
METTL5	8.28528706526721
HERC6	4.22233060453359
CASP1	5.18774758733741
USP9Y	2.76440259571079
LRP1B	2.85248074252262
XAF1	5.38728637417844
PLA2G4C	3.76136506704635
APOA2	3.39444228347293
SPAG6	3.25595810927916
KALRN	3.43914314211107
SECTM1	5.7447041094431
THOC7	8.63760019795952
IFNAR1	3.93995694104231
TCTA	6.23269011795513
NY-REN-7	3.42663356634698
TALDO1	8.36516021937012
B2M	11.1719758693426
LPPR4	4.4362553114629
SQLE	5.21894009095061
SEPHS1	6.69275106296214
EIF5A	6.08072060680918
FAM49A	4.29365742966501
YTHDC2	3.83074400641392
EHD2	4.59429897316499
NCF1	3.63677483740785
SPG7	5.49129041225395
ZNF614	3.48530124980097
HOXA5	3.5863974979836
NUP133	6.33898128420513
FGF12	3.91991642132465
SLMO2	6.32928734870692
INPP5B	4.50856419146502
PPID	4.70242752586687
SNTA1	4.79784405553264
IL20RA	3.01114807190453
UBE2J1	4.96010695784281
CACNG2	3.28072178687050
GCM1	3.39603936699807
ELF1	5.09162455925025
TLR5	5.1553812429175
TCFL5	5.71089774333586
C1orf107	5.42907772650608
C19orf22	6.03722603235372
SAFB2	6.16732396206688
MAP3K7IP1	4.08701521225667
NCK2	6.21928685814041
OXA1L	8.20377021738593
KIAA0652	5.02473590577523
KLRG1	3.46847812628347
FRAG1	5.39144709189005
ZSCAN12	3.02577423075728
PSMD12	6.50400195875542
E2F4	4.92221879836305
CLEC4M	3.53822102710466
KIAA0999	4.43294682063905
CLDN10	8.10468144782579
MGC13053	4.30303752205231
TAC1	2.99617821742617
GYPA	3.35860626726965
HPCAL4	3.51755333811409
TRAIP	4.32640315264128
MEX3D	4.26623094316427
KIAA0232	5.43886379206916
ERCC8	4.50295729687355
NFAT5	4.31595689989086
GPX4	8.64749894002355
CSPG4LYP1	3.17989664078947
KIAA0368	5.71264800555599
FBXO3	3.91400913800027
DVL1	5.17845818398811
CMKLR1	3.73023907117514
GPR157	4.13191173895549
TYMS	8.7038785503706
OR52A1	3.43597743568878
PEF1	6.45245391463075
ZNF750	3.07865119332527
ALG9	5.910050054987
MCM5	5.55689026528021
SDK2	3.86546228480133
BAIAP3	4.30594413870886
RABGGTB	6.2591084951786
KCNK7	3.75848044288696
PTP4A3	5.43570840705343
ANKRD40	3.90565142159647
CALCOCO2	6.42827428765332
TMSL8	7.06350617458891
SNCA	5.08640708857017
ZNF551	3.99510153870267
HBQ1	3.65183751142527
ARHGAP26	4.25268289901531
GEMIN6	5.93990225613622
HRAS	5.11659065313102
KLRC4	2.7485945707241
BSDC1	5.44745028608842
DSC1	3.80275112679679
RNF43	6.21732483389252
NDUFAF1	4.80607716408269
MAP2K4	4.2325586759868
FOLR2	4.62079816567789
LYZL6	3.73585656784344
EPB41L3	3.26536666818613
TEKT2	4.333552431065
CDKN2B	4.32205343039883
WSB1	5.45052575446222
ZNF480	3.12663579136738
MAP3K6	4.44591974840951
PROS1	3.78482292382003
PSMB8	7.02944883486843
HN1	7.79177079793944
MAS1	3.75010350615677
APOL1	4.65409208186134
CSHL1	3.53916366359961
ZBTB7C	3.01999192565572
AHCTF1	4.79026496378765
SAE2	7.47390909183221
ITGA2	4.11786849220082
AP2S1	7.72362053534556
P15RS	6.63657638854254
MME	3.53126995939027
VAT1	6.82087320345941
MAST4	4.73916986204714
TUFM	8.22964558454756
KRT33B	3.55697092949564
THEG	4.51803513690033
KCTD2	5.54522892752908
WDR26	7.16623205367413
MFI2	3.56603475420387
KRT34	3.08884305986952
NR4A3	3.37443405803558
SGSM3	4.26523716830122
ARSA	3.90263934765041
TOMM22	4.74434565451906
SOCS3	3.7970402572436
UNKL	4.25833541887441
POP4	7.06726808867069
BHLHB3	6.91833007783305
MALL	3.86999194239411
SOX15	3.58689543680659
CCNA2	4.95275919574657
PARK2	3.75545210625779
GPR124	4.58118609759014
TMEM132A	5.55523085543588
CGRRF1	5.98657389398704
RUVBL2	7.43971347238085
MCAT	4.90120397546579
WNT10B	3.88442115158567
ISCA1	6.41124084944802
RPAP1	4.52549081986285
C12orf48	4.74632548744676
RAI16	4.63170628868912
RPL27	8.9635851058434
EPN1	4.00110525298545
MAGI1	3.08615437058593
GBX2	3.37852175696511
SLC35A1	6.42723559400461
GAL	4.01910642876618
SLC14A2	4.37132014756088
RDH11	7.75531334478923
ZNF518	3.68558506200299
PCYT1B	3.53750434393300
AUH	6.25837078990484
EIF3H	11.0351323415253
KIF1B	5.36702314945993
MBD2	4.71822546041104
AMOTL2	7.34232036020092
C6orf120	4.63449678655281
PIGT	7.00509732135959
PSRC1	6.6210890379614
PLA2G10	3.85523653219526
ALAS1	6.21845888174435
FOXO1	5.60807542884366
C17orf62	6.35992713391466
KIF5C	5.69875277309612
DUSP10	4.69773000933158
CRLF3	5.86536297657669
CLCNKB	3.49505474739116
PSMA5	8.55847688526714
FARS2	5.93704967269557
CCDC28A	4.89047080669584
AMPD3	4.35101927846481
PIAS1	6.66682211172439
ADCYAP1R1	3.67267254416606
TMEM134	6.70866777893349
CDH20	3.20469799773926
FBXO7	6.69693018189401
FLJ14213	3.3284293654893
ZNF3	4.50646993966747
LRRFIP1	6.06874351465252
TMEM49	8.14707260324834
CNOT2	7.18229886879235
CBX2	3.39576030237034
ZC3H14	6.02444577129697
ALDH5A1	5.91392936353318
HNT	4.31538716709492
SERPINA4	3.11405032604567
FLJ20920	6.79498265939508
CRTAP	5.17625853797335
DDX50	7.64533508768737
STYXL1	6.62738437227262
TK2	4.52083745306116
BLVRB	6.27989292486043
STMN1	7.34698761098458
GUCA2A	4.58429161241727
DPP6	3.46985517056216
GALNT10	4.39605165244369
STK39	5.10688908688613
MMP24	4.45991409000213
CKS2	9.54287564971158
RHO	4.07179310418097
BANF1	8.90850486148412
CR1	3.1072442183459
RPS6KA2	4.35385418973426
HMBS	6.04063002687626
C20orf112	3.78093258298322
SLC25A24	7.24970576767155
MRPL22	7.3058445261053
SLC25A15	4.76845987462465
GADD45B	5.33519024033262
TDP1	5.74904560586468
ZNF287	3.4795644265187
DAAM2	4.45012510938296
C11orf57	5.20348930249073
RFK	6.45096378154642
ZFYVE9	3.99561742353598
TCTN3	5.81384918773293
STCH	3.594991185485
LOC283871	4.04417763428694
NDUFB3	7.78942071110611
DEFB4	3.77281975770713
FPR1	3.90746751643058
FMNL1	3.85763157895767
SEPT7	9.12115215824621
PTCD2	4.27939775958584
GNLY	3.61856787461271
GRAMD1C	4.65238526299374
ZNF165	4.71474923078449
TR2IT1	4.02617641465749
ARMCX3	6.46600499460347
NDE1	6.00328782671454
MAGEF1	7.44028471801973
ITGA10	3.89445800590273
ARHGDIB	7.5234114409537
FSHB	4.01696110111897
ANXA2	9.74236279248886
HLCS	3.99836162323318
MCF2L	4.70769109117079
AK1	5.17783025132085
FH	5.77893836838417
LGALS2	4.49649444338839
SYNPO2L	2.95133043174793
KIAA1045	3.52414711676305
C1orf183	4.93573688977309
MAGEA8	2.91197597771881
DGCR8	4.56486364143621
GSR	4.04071947970936
NEU2	3.44008608811933
HIST1H4B	3.4569429168845
CACNA1C	3.24664493050251
FAM20B	5.89890302190742
HES2	3.16959124005874
PDCD6	8.58707152950092
INTS7	5.79336794727842
AMPH	3.83516404028689
UCKL1	5.56436129526741
ASB4	3.34693054832632
C10orf97	4.68993080917351
ALDH1L1	4.59540933580514
CCL23	3.47107011165026
OBSL1	4.81012177750403
SLC12A7	7.06136080895864
THAP4	4.90468533170516
RBM4B	5.46564773206666
OGFRL1	4.41958991320287
KIAA0831	5.49926063970624
C12orf11	6.0389330512577
PPP1R15A	4.65591073492948
KIAA0240	5.03744808755053
CD1B	3.24923587090379
FCGR2A	4.74847705532115
MDC1	5.52645613625903
MAN1A1	3.51033064709905
KRT9	4.04664776996769
HTR1A	3.62779813694329
OCEL1	4.61214903244532
ATP11B	5.09278310565667
NLGN4X	4.41774681912641
FBXO34	7.61378867776423
ALOX12	3.72306208699642
RB1CC1	6.07684445927277
PCDH12	4.61864863534776
RPE	5.15564327388833
EIF4E	5.1739594949513
CSDC2	3.88130630579681
ABHD5	5.23938554978828
TMBIM1	5.43528696363604
PET112L	4.44802213315547
P2RXL1	3.09820223783312
F2RL2	3.85523158866865
TRMT1	5.43730671260723
IMPG2	3.85768738493709
LRRC32	4.87721803215481
BGLAP	4.05559688379187
HTR4	3.56495792812880
MRAS	3.67232390236342
TRAF6	4.15907508034976
AXL	4.5483419341148
ATP2C2	4.18567926483847
LMNB1	6.04603538000874
TELO2	4.73206792667955
PNPLA3	3.94443513664063
CSNK1E	5.65672576871493
SRP14	9.70321977006905
KCNQ4	3.48618492403235
PIK3C2B	4.74761914859771
C15orf15	8.04866496881722
TUBB2B	3.33764422181866
USP15	4.85888688131638
C12orf41	7.21320109927285
CEND1	4.134180779098
RNF31	4.63736040109597
TCEAL2	3.52217130729298
PTGER2	4.07884074722322
UBN1	6.57215907458916
SLC5A7	3.38157344671248
SLC31A1	5.30329078873446
ADAM29	3.31282466604967
ST7L	4.65686703515106
GFOD1	4.26395656866193
CTNNA1	8.82711588511229
HRBL	3.94325383567229
CBX4	3.71915064509385
NTRK2	3.64715700931321
FOXN3	5.23797897958298
MFGE8	5.41681156997778
PFKFB2	3.65189705733470
TAS2R4	3.4721093476091
SH3TC2	3.36082351333976
IL10	3.10674295300911
PXMP4	5.45099271861237
RNF167	5.90837273722316
PRMT5	6.76655398033173
TSKU	6.10138680738317
ATPIF1	8.3187533819056
ETV3	3.20639914415851
PAK7	3.21405018667445
PDLIM1	9.18478259458877
CEP63	4.63912571669246
WDFY3	3.93301477717487
RNF126	4.54991354339711
DPM1	8.16514514672313
CLIC4	6.24045508253242
ACR	3.71406509822239
KLK7	6.28163067922984
ALOX5AP	5.75887280541234
LRP1	5.37853022371899
TNK1	4.46463698077677
TAS2R9	3.10616130528823
ZNF16	5.53538395802287
POLR1B	5.06738659847641
SLC8A2	3.8267250716031
OLFM4	2.94261857485933
TACC1	4.68740174196332
SAMHD1	4.85643094300769
ATP13A2	4.46101386660602
KRT4	3.70983802785079
PAX6	3.91334095905587
SCG2	3.63036101039338
SLC17A6	3.21381308574173
TUBB4	3.68346231405372
PADI4	3.17535888519409
FMO3	3.10086939000542
NLK	3.6338498770506
POU4F3	3.29337931079612
MDM2	3.56868075289513
CAPNS1	8.0287016469423
SDF4	6.06747407938661
ITGBL1	4.39627460203502
TAP2	4.03864475356813
OR2C1	3.80248707885553
KLHDC3	6.66972202224307
EFHD2	5.11766973167382
GALR3	3.83381140205762
NBEA	3.87632799039188
ABCA6	3.4066561767844
ABBA-1	4.07869223287942
GNAI1	4.68040888934057
CLDN3	7.64455132749728
AKT2	3.34657960392313
EGFR	4.47148085993689
VPS4B	5.2542485451756
RBM16	5.92216497982309
GALNT6	5.80345774478651
ZDHHC3	5.00296039363158
SLC25A4	6.10104995399389
CYB5B	4.6671947208949
NDRG1	7.01342951138238
SESN1	4.10388021765475
GBE1	6.61959133089264
MRPL46	6.14087516251085
CLASP1	4.78784279223677
FARP2	4.25866192092899
ACOT11	3.65075595338611
LDHAL6B	3.0865091352086
MAPKAPK3	5.84964323578365
NCAM2	3.24607992515125
AFAP1	4.48222301927003
PRKD2	5.10018493392436
OR2H2	3.60127614437751
ZFP36L1	7.28737843589853
DZIP1	3.73687309893157
GPR161	4.21092619811134
RNF146	3.86916531686365
NKX3-1	4.34159374449785
CCNB2	8.16248276180148
ZNF10	3.97852857760785
WDR74	5.34505501421984
FAM134A	6.35652356780055
PCNP	8.76806132511544
PURA	5.24446400976442
DNPEP	6.13074776186431
ERBB2	4.69026232575853
CREB1	5.21639063416197
NEO1	5.26718902222656
DDX3Y	3.32150234061387
RPS3A	11.9943746735249
MXRA7	7.25137087464272
LGALS3	9.92504249755873
GLT8D1	6.96321307479258
TMPRSS3	7.16449819485806
UPB1	3.32968494796033
LAT	3.81528810323447
CLDN14	3.73036160607702
DHX38	4.69854391219134
KCNA3	3.310705964538
BTBD1	7.34435023012697
TARS2	5.15990674312183
SKIV2L2	6.22639058310735
ABCF1	6.9681971773579
CDT1	4.03259060698272
ZHX2	5.13429893237225
FCF1	5.06985831154427
LRRC49	4.28095295627285
GUCY1B2	4.03103227464244
CD28	3.41592263737579
SMARCA4	5.99275011579671
SEPT2	7.72137146615925
SOHLH2	3.71014092819487
MCOLN3	4.46668030160411
LRP8	5.63755653114394
TAGLN3	3.60307187602879
MASP2	3.98061534554808
GPATCH3	4.27605140289458
TTRAP	7.91743964448931
AGL	6.08246727188948
NFE2L3	4.02723311207424
PSD4	3.60712720822794
PALMD	4.66907211629736
CCNB1IP1	8.4002077945677
TMEM43	6.62016645439205
OBFC1	5.16115126267034
STAT5B	4.25386306222134
C14orf79	4.32378445027861
ENPEP	3.68227603784291
SSB	8.11428136313313
SCT	3.76594192358199
TIMM23	5.94759449253169
SKI	4.31804928565983
SLC22A13	2.94004237085358
AKAP3	4.68749240914969
OAS2	4.58629612553633
KIAA0423	5.4370952233701
SEC61G	8.75262911924785
CAPN11	3.92750997480431
TMEM50B	4.83835394053715
DEGS1	5.94999942734366
ARHGEF4	3.63053032192923
DBNDD1	4.28276719171546
TBL1XR1	4.45465385547295
FAIM	5.0787098209024
SP140	3.26593690174777
G6PD	4.90761732587713
NUDC	7.00236574440919
GABRP	3.79696552469152
SCARA3	4.76815251552496
TACSTD2	5.35773910960875
EIF3J	6.14340625917685
PPP2R2A	5.6505446280289
CPA3	3.30195426005253
PVALB	3.19481049792468
BCAT2	5.274038263829
MFN1	5.27543485415805
F10	3.81183670063622
