Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A10_451968
FKBP4	7.48991752108024
ZNF350	4.83153533781901
DOM3Z	4.75582074755895
GIPR	3.47266865488364
AHI1	4.34063630557298
BST1	4.51903353724309
NCR2	3.52558186094425
NADSYN1	6.28922261461693
UBE2W	7.13320682129814
RGS14	4.70883824727523
KRT15	4.50487364985657
SCN11A	3.79538543586024
GFI1	3.54348571664882
FHL1	3.93114218993893
SMC6	5.23970223973718
GATA1	3.44036507486804
OSGEP	5.3881799809996
ARMC6	4.81660274924534
HK3	3.52463317468215
PSMD5	7.11116114707804
RSU1	7.31990939550592
RPL4	11.4772256384504
MAD2L1	8.3415815293417
RBPMS	4.98467217083176
EIF4A3	8.76297858129614
E4F1	4.80179823646615
DLEC1	3.73194698631319
PRPF3	6.6604722257121
EMR1	3.13282665358967
CHMP2B	7.70287589780807
CAMSAP1	4.68487679216471
RPS21	9.59826370336318
XCR1	3.20101860039472
ARID5A	4.6158335692054
RBM6	6.38166981362413
UBE2N	7.94967418660398
KLF4	6.76460355440128
MGC4172	4.16790428130411
LMO4	7.65810489724948
KLKB1	3.32469724557955
HDAC3	6.61672359736361
HP	5.35290539425004
SCHIP1	5.83942410132731
BTK	3.96191224080694
KRCC1	7.60460118636763
PRND	3.0008108422787
C6orf27	3.74640073684203
PIGL	3.41258496403887
CLCA1	3.549167856577
C1orf112	4.1168648996156
OLFML2A	5.7316516338372
HUS1	4.43214094540182
SFRS6	7.54921181414201
CXCR7	5.79904056161832
UIMC1	6.74520499646402
FXYD2	3.56701883675452
GOT2	7.13770835618026
ZNF667	4.08421539392805
TFEC	3.8146977494547
ATP7B	4.20997327310288
RAB38	5.28595288158223
POLD2	6.8122464550394
PPM1H	5.29688806816519
DCX	3.16577157126934
NFYC	5.22566419193189
ZNF228	3.80058950185806
KIN	5.14916518726943
PLSCR4	6.3537457183252
HIST1H4I	4.01164596841115
PPARGC1A	3.07722972278883
HIG2	7.2340538898867
KCNK10	4.07427509123142
EXOC1	8.16118940605384
OR6A2	3.83487336622615
ETFA	8.58593341729718
PDAP1	4.92407272345577
C19orf6	3.71303676943686
POLRMT	4.03363068911604
ZNF146	8.21940415207763
MIA2	3.23743872542342
LY6G6E	3.37831232128397
EIF4E2	8.10595037809193
NENF	4.77869879708691
HOXB5	4.2714133001284
ZNF324	4.07393299067869
CUGBP1	4.85961383477435
ENTPD7	4.13866209641143
TTC13	4.87516391683977
GJB5	3.20581904685539
PRSS22	4.56169581987916
CYP3A5	3.97860398615569
MBOAT5	3.90810240370145
CUL4B	5.08017733952939
CENPJ	3.65922953321003
KIAA0664	6.18640535893272
PITX1	3.91268900606448
PDGFRB	4.84456651664756
RDX	5.58278883782344
CELSR3	4.87592873089525
JUND	6.94086888727649
ITSN1	4.68655898006353
CHRNB1	3.51922195041821
EHBP1L1	3.94120624015459
C19orf2	7.46674526378473
FETUB	3.15703986636677
CAMK2B	3.09992835968510
DCTN1	6.15521522931443
TNKS2	6.9955818006301
MRTO4	6.87671786685703
C1QBP	6.15750576509724
TTC3	8.09980061715908
NDUFB8	8.81327439393207
CADPS2	3.90099354283381
EDG2	5.46003149446965
MYF5	2.91351572517485
SEMA3G	3.40134282355221
IL23A	4.22694983152704
GJA9	3.73175633968708
R3HDM2	7.65012845992618
C5	3.9259607490967
SLC2A10	5.3021276533793
TRIM45	4.82596156008293
TSP50	4.93906433178761
PAQR3	5.5542280381896
ANKRD26	3.23249412159299
TCP1	7.9517996120918
TMED7	7.24022621328806
CMA1	2.86192602601929
PTCRA	4.22298927420844
HCRTR1	3.25796756627021
FST	3.69540173584194
PAWR	4.01476610614248
LDLR	4.67120802768411
ASTN2	4.08528361256224
SCRN1	6.71612186268565
GPATCH8	6.88877139282261
KIF4A	5.83811364618847
TANC2	3.9699794649644
ZMYM5	4.50361795662082
PGM1	8.77238777511798
ZNF586	5.66855187246332
POLR3G	3.51357364185616
CPD	5.81587841093287
SNCAIP	4.36215867644938
DCT	3.40101203390056
HLA-DOA	3.46687654815132
TANK	7.36253407723392
RCAN1	4.00657708012474
UPK1B	5.9517014489943
DNAJB4	4.25392854245783
UGT1A8	3.20296750092602
LIMD2	3.61850256824363
HIST1H4L	3.49461086448516
PECR	5.28486461559744
HSPA2	6.55575300445801
SERP1	9.70375733541288
TACR2	3.59458020312253
NUP85	6.88630983626764
CD177	3.36603213686585
GPR135	3.25018736875561
PIGG	6.65524900662216
LGR5	3.66453810378807
JAK2	3.38722588652189
DPYSL4	3.32807553503496
TM9SF4	5.61783286737042
PTHR1	3.2677938196923
SIRPG	2.95799825990128
ZNF264	4.75769102370611
BICD1	5.32087132170435
RAB5A	8.11189468717105
FLJ13224	3.12709239877646
METTL5	9.59168155604683
HERC6	7.02266700006537
CASP1	5.37759249337423
USP9Y	2.89259775162002
LRP1B	2.74705075280931
XAF1	6.75331316784083
PLA2G4C	3.7162686323834
APOA2	3.18249528740910
SPAG6	3.52061436471018
KALRN	3.47994514213067
SECTM1	6.82849408507783
THOC7	9.18632328916267
IFNAR1	4.57697026922962
TCTA	6.6713932388374
NY-REN-7	3.27363114442052
TALDO1	9.31269451056473
B2M	11.3385265309480
LPPR4	3.95733642276406
SQLE	6.21703737257484
SEPHS1	5.43356659481286
EIF5A	6.14544399074844
FAM49A	4.35801395155792
YTHDC2	4.20336249204419
EHD2	4.23605069853489
NCF1	3.75790390333256
SPG7	5.51346569554033
ZNF614	3.5483935607735
HOXA5	6.76962964331274
NUP133	7.21547552949168
FGF12	4.0289664853111
SLMO2	8.15583208579693
INPP5B	4.44831282449067
PPID	6.08035693314594
SNTA1	3.96760666660304
IL20RA	3.74836649202163
UBE2J1	7.337694440165
CACNG2	3.19182491757134
GCM1	3.39159720900661
ELF1	6.69512429985915
TLR5	5.47886489110292
TCFL5	6.5619831275199
C1orf107	5.46098800354797
C19orf22	7.00437513322829
SAFB2	6.15202080754934
MAP3K7IP1	3.88358215369484
NCK2	7.85026067612535
OXA1L	8.11110318660695
KIAA0652	6.47693577260695
KLRG1	3.50810618620315
FRAG1	6.56406224647873
ZSCAN12	3.05372788889561
PSMD12	7.68312837412195
E2F4	4.99265487281007
CLEC4M	3.48209361659978
KIAA0999	5.42738446307717
CLDN10	8.64410481398771
MGC13053	4.22878156011031
TAC1	2.82135145013592
GYPA	3.33775486317532
HPCAL4	3.30401326739846
TRAIP	3.91577454750663
MEX3D	4.49191558964963
KIAA0232	7.03811270815689
ERCC8	4.79244359146217
NFAT5	4.88961434140762
GPX4	9.82443410071627
CSPG4LYP1	3.14203084475446
KIAA0368	7.43596866380712
FBXO3	7.08065035142127
DVL1	7.15222046313946
CMKLR1	3.58312271894558
GPR157	3.75419216801142
TYMS	8.53547022397789
OR52A1	3.15383541920256
PEF1	6.69233689074922
ZNF750	6.5085268358695
ALG9	5.6402866459381
MCM5	5.72246923481033
SDK2	3.54217533038358
BAIAP3	3.87432833543025
RABGGTB	6.7006388867611
KCNK7	3.53097527886281
PTP4A3	7.32383213048265
ANKRD40	4.30271491551361
CALCOCO2	7.07447110083558
TMSL8	6.81445309095495
SNCA	4.12419532041472
ZNF551	4.04844929001554
HBQ1	3.88008662766713
ARHGAP26	4.46539476807732
GEMIN6	5.69861014482371
HRAS	5.83042381244465
KLRC4	2.74578827318310
BSDC1	6.06833399857384
DSC1	3.74381756168143
RNF43	4.76913797361446
NDUFAF1	5.88890792486114
MAP2K4	5.62858926918901
FOLR2	4.68547406352321
LYZL6	3.62213316757576
EPB41L3	3.56154142372958
TEKT2	4.60593972762691
CDKN2B	3.68076770667362
WSB1	6.33385784543263
ZNF480	3.56106846085157
MAP3K6	3.82260165720522
PROS1	3.84696632424978
PSMB8	7.37109011629887
HN1	7.63172771148658
MAS1	3.44566898370655
APOL1	7.52388004402719
CSHL1	3.4683027333535
ZBTB7C	3.24386213135811
AHCTF1	5.33328367299144
SAE2	9.33179716067344
ITGA2	3.74085335040454
AP2S1	8.2792072988456
P15RS	7.56339332064102
MME	3.87119065837048
VAT1	7.23809913820893
MAST4	5.07923801307852
TUFM	8.55040720488919
KRT33B	3.34035446506387
THEG	3.89167154444618
KCTD2	5.26373411952188
WDR26	8.45998373363459
MFI2	3.62004135460616
KRT34	2.92711884465262
NR4A3	3.66445477165496
SGSM3	4.64001551122831
ARSA	4.28634412929416
TOMM22	5.72904438081633
SOCS3	3.87486421740235
UNKL	3.57747861750466
POP4	7.88471673014334
BHLHB3	9.48554374606608
MALL	5.22646290811682
SOX15	3.11111576613781
CCNA2	5.63360923425943
PARK2	3.35434247923341
GPR124	4.06791649068902
TMEM132A	4.99321414094341
CGRRF1	6.27967121950487
RUVBL2	7.63655182942701
MCAT	6.40788531470959
WNT10B	3.85906988662511
ISCA1	7.83583839062777
RPAP1	4.13802488093269
C12orf48	5.29994120538411
RAI16	5.60166505039601
RPL27	9.64327512914028
EPN1	3.70777533259487
MAGI1	3.00247477033765
GBX2	3.26183409835051
SLC35A1	8.10411704925278
GAL	4.39504586010791
SLC14A2	3.82975011899999
RDH11	6.80115999444874
ZNF518	4.11814629894733
PCYT1B	3.25914858954713
AUH	6.69658385196335
EIF3H	11.3699239718230
KIF1B	7.44995099611559
MBD2	4.65558793328160
AMOTL2	9.043051655042
C6orf120	5.86648744084717
PIGT	6.51555162861618
PSRC1	4.98063434511227
PLA2G10	4.16833898498996
ALAS1	7.17518357867604
FOXO1	7.12997817038408
C17orf62	6.63152146222549
KIF5C	5.17168441902107
DUSP10	5.90447421187985
CRLF3	7.14724235176408
CLCNKB	3.28743790325179
PSMA5	8.99542247871097
FARS2	5.82181581970692
CCDC28A	6.54749223968942
AMPD3	4.87336234473223
PIAS1	7.26649418523902
ADCYAP1R1	3.33536213861418
TMEM134	7.63509457086456
CDH20	3.08665668512318
FBXO7	7.8161916908606
FLJ14213	4.96842440156306
ZNF3	5.36927077991413
LRRFIP1	7.90847096112876
TMEM49	9.6697707804161
CNOT2	8.09590176236355
CBX2	2.91075964463074
ZC3H14	6.80745761661401
ALDH5A1	6.13615379812062
HNT	3.47490384190934
SERPINA4	3.26767968054463
FLJ20920	6.65770126134752
CRTAP	5.32662876321147
DDX50	8.01611983161316
STYXL1	7.32272463617848
TK2	4.4498589581263
BLVRB	7.50101311806239
STMN1	6.6666381546241
GUCA2A	3.46679404572146
DPP6	3.19217720927491
GALNT10	4.57255405799534
STK39	6.21329218689684
MMP24	4.27437545151234
CKS2	10.1126245140719
RHO	3.82725663348385
BANF1	9.79203820488602
CR1	3.03693068788383
RPS6KA2	6.42420025436597
HMBS	6.57193429636924
C20orf112	3.69434364528548
SLC25A24	7.78113595612563
MRPL22	8.85482093161217
SLC25A15	5.37733962797970
GADD45B	5.77839120539935
TDP1	4.91586488521883
ZNF287	3.47010847113973
DAAM2	5.13389663884024
C11orf57	6.38447522782541
RFK	8.19615333955531
ZFYVE9	4.24565482916922
TCTN3	7.04266366612529
STCH	5.78941921852889
LOC283871	3.50821344598545
NDUFB3	8.32642550954922
DEFB4	4.97186057016247
FPR1	4.14681242837933
FMNL1	3.98018456351253
SEPT7	9.24612299339544
PTCD2	5.00500340421362
GNLY	3.78622086243888
GRAMD1C	5.11074374784825
ZNF165	5.43192793257151
TR2IT1	4.38685264788071
ARMCX3	7.72258075839482
NDE1	5.68269321516956
MAGEF1	8.02690532998742
ITGA10	3.68515214102213
ARHGDIB	7.67690595066091
FSHB	3.70256924886456
ANXA2	11.2677375369358
HLCS	4.10853259228237
MCF2L	4.27016526997533
AK1	6.45023878154485
FH	6.21156603325365
LGALS2	3.61251477149930
SYNPO2L	2.74788359964002
KIAA1045	3.4144958242352
C1orf183	4.7046404509028
MAGEA8	2.95186460590232
DGCR8	5.11942244484644
GSR	4.49326471174325
NEU2	3.28489030768335
HIST1H4B	3.71415567768382
CACNA1C	3.12024167486223
FAM20B	6.1929639845188
HES2	3.24777485718712
PDCD6	9.37664766233314
INTS7	5.01021819371148
AMPH	4.1933393123312
UCKL1	6.87651600980813
ASB4	3.08620086753819
C10orf97	5.37675190882195
ALDH1L1	4.00127846833905
CCL23	3.22967169236108
OBSL1	4.75868731052259
SLC12A7	7.93942165699364
THAP4	6.3591055554433
RBM4B	6.05173186531173
OGFRL1	5.10478524880632
KIAA0831	5.93297325057434
C12orf11	6.78150669804509
PPP1R15A	4.78390066646433
KIAA0240	5.51956055224822
CD1B	3.21859723105113
FCGR2A	5.41756823878236
MDC1	4.92300216171276
MAN1A1	3.49501691831826
KRT9	3.43416153638787
HTR1A	3.47995217092042
OCEL1	5.55252276148264
ATP11B	7.37122242199713
NLGN4X	4.34035324250317
FBXO34	7.68702779975474
ALOX12	4.67599933753063
RB1CC1	8.25094430001264
PCDH12	4.74575001762097
RPE	5.25384878309666
EIF4E	6.01133032401049
CSDC2	3.67282229075983
ABHD5	5.65532424560754
TMBIM1	7.9994823253461
PET112L	4.58610745072873
P2RXL1	3.09704867997528
F2RL2	3.18205785571339
TRMT1	5.33507408493392
IMPG2	3.66202017467862
LRRC32	5.83273504042128
BGLAP	4.23058897935851
HTR4	3.40132133755136
MRAS	4.85346090707126
TRAF6	5.60966741200679
AXL	4.65703969958291
ATP2C2	3.53078637079207
LMNB1	5.00963233761572
TELO2	4.44829732075069
PNPLA3	3.45313785435003
CSNK1E	6.48873122459284
SRP14	10.0614135507935
KCNQ4	3.26289887713924
PIK3C2B	6.38874138979245
C15orf15	7.9456222575193
TUBB2B	4.18567714785257
USP15	6.12010210942532
C12orf41	7.87089304761176
CEND1	3.64154476347105
RNF31	5.41785547580054
TCEAL2	3.66571780028718
PTGER2	6.96582831154891
UBN1	6.45678892204213
SLC5A7	3.16794714523472
SLC31A1	6.76948800150617
ADAM29	3.57882170833562
ST7L	4.21498130931871
GFOD1	5.69033682655847
CTNNA1	9.174448155837
HRBL	3.96904611851391
CBX4	3.88949653649792
NTRK2	3.69695925115134
FOXN3	4.69154535492964
MFGE8	7.5194133386092
PFKFB2	3.60696585500209
TAS2R4	3.58461310432416
SH3TC2	2.96048279553332
IL10	3.28810089685233
PXMP4	5.99502405377606
RNF167	6.39609634967166
PRMT5	6.96592807150301
TSKU	7.0726054803885
ATPIF1	8.34178455895458
ETV3	3.2168611391966
PAK7	2.94475941613857
PDLIM1	10.7480465273293
CEP63	5.27588507433908
WDFY3	5.68696990000796
RNF126	4.930322895711
DPM1	9.35248747323811
CLIC4	6.6314782771347
ACR	3.59895912612644
KLK7	8.1832128367509
ALOX5AP	6.96216649868522
LRP1	4.82381998223506
TNK1	4.75160218246779
TAS2R9	3.14566337003927
ZNF16	6.76341896235972
POLR1B	5.51511087956051
SLC8A2	3.85611944050715
OLFM4	2.93545419039442
TACC1	5.54131242289112
SAMHD1	6.7256226507807
ATP13A2	4.98826246310763
KRT4	4.32834677171893
PAX6	3.84085848649651
SCG2	3.32698034363515
SLC17A6	3.19991986630371
TUBB4	3.86664184940494
PADI4	2.96229122757305
FMO3	3.1790837167836
NLK	3.67380043972559
POU4F3	3.16931490732560
MDM2	3.47766440379856
CAPNS1	9.73245925666915
SDF4	7.23372454922542
ITGBL1	2.91152932168683
TAP2	4.42851838207727
OR2C1	3.54020822623871
KLHDC3	6.66102910875658
EFHD2	5.70701087208644
GALR3	3.58399701109099
NBEA	3.77718928488642
ABCA6	3.3342345432637
ABBA-1	3.59507487078702
GNAI1	4.34193260598530
CLDN3	8.60012195793439
AKT2	3.4279672579121
EGFR	4.31692339707305
VPS4B	7.7954635202515
RBM16	8.06689329068407
GALNT6	6.519520840839
ZDHHC3	6.1600612893334
SLC25A4	6.40039648516047
CYB5B	4.83166347990698
NDRG1	9.55745528754749
SESN1	5.1974674858862
GBE1	7.1535580618089
MRPL46	6.2151556982959
CLASP1	5.21029336319817
FARP2	4.4426913274775
ACOT11	4.06134811766683
LDHAL6B	2.91464525910615
MAPKAPK3	5.7742591349156
NCAM2	3.06969575991387
AFAP1	4.44079289339235
PRKD2	6.00328971421604
OR2H2	3.33746892023143
ZFP36L1	8.6338044339967
DZIP1	4.53754913225242
GPR161	3.94605803741358
RNF146	4.62230635227709
NKX3-1	4.06571342874122
CCNB2	7.20162500777472
ZNF10	3.57008441762841
WDR74	6.25593016843612
FAM134A	8.23296613638198
PCNP	9.11370529051077
PURA	5.13087075160635
DNPEP	7.54099082713558
ERBB2	5.69212539571865
CREB1	6.08311586144473
NEO1	6.54745952650877
DDX3Y	3.30185116274936
RPS3A	12.5431607101920
MXRA7	10.0006298349471
LGALS3	11.0194407384348
GLT8D1	7.2479899327438
TMPRSS3	7.93269136055707
UPB1	3.31216629109761
LAT	3.88735180883828
CLDN14	3.60294675709795
DHX38	4.02466828057579
KCNA3	3.13447395067246
BTBD1	8.1607797733583
TARS2	5.58848899099395
SKIV2L2	7.10561235089373
ABCF1	7.8115144381019
CDT1	2.8972005896876
ZHX2	7.37344626617371
FCF1	4.76689735856325
LRRC49	4.61595465786755
GUCY1B2	3.89553099991509
CD28	3.17302576260203
SMARCA4	6.0810991464046
SEPT2	9.19169813172936
SOHLH2	3.20751559597391
MCOLN3	3.90837108788407
LRP8	4.39882078702534
TAGLN3	3.65164769243499
MASP2	3.77316366067643
GPATCH3	4.44400697659805
TTRAP	8.61598114115092
AGL	6.68364456680995
NFE2L3	4.00526457471348
PSD4	4.19924533413327
PALMD	5.67230631157806
CCNB1IP1	7.21672898703218
TMEM43	7.18931287395034
OBFC1	5.84008743315096
STAT5B	4.1069323652261
C14orf79	4.30514050301461
ENPEP	3.93191134900837
SSB	8.58062845509764
SCT	3.15353363201404
TIMM23	6.81856481988932
SKI	3.78148908870832
SLC22A13	3.1497438639421
AKAP3	4.47131079381456
OAS2	5.03113376973143
KIAA0423	6.44041615110586
SEC61G	8.6238757982266
CAPN11	3.07053928896882
TMEM50B	6.76431380051137
DEGS1	6.21607885300755
ARHGEF4	3.75739407892149
DBNDD1	4.01503317444312
TBL1XR1	6.4759197940156
FAIM	8.15140882260274
SP140	3.51056028086859
G6PD	5.00003078456606
NUDC	7.14113578639362
GABRP	6.7937615517691
SCARA3	4.66432325333975
TACSTD2	6.22852969400926
EIF3J	6.5064673972804
PPP2R2A	7.45179354174728
CPA3	3.13843852489497
PVALB	2.99688116554178
BCAT2	5.80945197865451
MFN1	6.94907426210788
F10	3.72280961531283
