Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F07_516320
Composite Element REF	Signal
CROCCL2	3.36488606784131
CDIPT	7.5936836982827
SLC16A5	5.33515493117141
TUBB	10.1083425923563
GAS2L1	4.71766732470611
TOR3A	6.20685116314596
PREP	6.47786607744684
RFX3	3.57295448274553
CHMP1B	6.51423487769201
COPS4	8.08101460150127
MYH6	3.4447905847761
BCHE	3.04430756258421
MAP3K13	3.55562979806889
LCMT1	6.75800153469905
EIF1AX	7.64395645905498
SLC24A5	2.91952131735594
BCL2	3.5446443576029
HBZ	3.27072320375526
HCRTR2	3.29684802904882
TJAP1	5.69057319990852
MAPBPIP	7.24214412669946
TMEM156	3.04356002301096
MYO15B	4.23544179311572
ZNF239	6.16134750577739
KIAA1324	3.55726993226939
PLCL2	3.86045040168882
C4orf29	3.81999845761448
SNX19	6.92190302821275
NAALADL1	3.90254302591486
DUSP5	5.15700716606872
GKN1	3.65225679807739
PXDN	7.21719065295313
FCN1	3.52061436471018
SLMO1	4.02973072064861
TNXB	4.05941229550551
C1QL1	3.43661408101713
BIRC7	4.02327009577089
A4GALT	4.47215026174143
TIMM22	5.10922984188499
ABHD9	5.21049150693718
TOMM34	6.97649568788967
ZNF35	3.85694882496649
LIMD1	3.31591434698175
CARD8	4.22169478933349
KIAA0286	4.86975046083779
CD6	3.72026534542887
RSRC1	5.65395174574673
TOX3	3.70307958995265
C16orf35	4.17415629003012
CRHBP	3.23710271482830
PTRF	5.80425452945015
FBXO24	3.16959383950665
CHST11	3.70078554702872
THRB	4.02181380611563
RNF39	3.92230292551558
MYBPC1	3.06939600732246
PSMD11	7.98784193693912
ALAD	5.33533187727769
AQP2	3.21389345827843
EN1	3.14398569348412
GSTM4	3.95285853076900
ZNF187	4.80138441784473
CDC42BPA	6.11136446801065
F7	4.00468356018737
CNOT1	6.56327891245818
SLC13A4	3.67886787917416
ZBTB11	6.47264225629112
B3GALT5	2.99772149534901
LUC7L2	7.2147634786939
SPTBN1	4.53822256670176
EXOC2	4.50169628983496
LSM4	7.8488046739805
IRS1	4.31159796916628
TMEM1	4.02188071827616
MRPL34	8.17791903883198
SAMM50	7.1050703831704
CDC42EP3	4.92013410955774
HSF2	4.91791988408552
SRP72	6.77927580573361
MFN2	5.83741389042996
TSPAN7	7.4986883007173
SGK269	3.9978784106505
NUCB1	6.79648447115356
RHOH	3.27655297120003
MTX1	7.35734500655108
CENTA1	4.82002398098095
ATR	6.06473964047567
IGLV3-25	3.79004825275173
DDX49	6.66570424852833
TACR1	3.76325168202725
SFRS5	6.87062396968935
THAP1	4.80884214912256
RHBDF1	5.57835264989995
RASIP1	6.29842928920379
DPYD	3.2016350276602
MYO5C	7.03585859242915
DOHH	3.27709069954599
POF1B	3.72381819571783
MAPK10	3.87387549931289
ZNF552	5.32467115410905
USP32	4.86190407218711
MED27	6.45953080231302
NCAM1	4.54282819318151
LOC171220	4.71855607853668
PRDX4	10.1455674442906
AGT	3.26991667543155
SLC22A14	3.59640384843738
DAPP1	5.23072719631577
PILRA	4.5434697866662
ATF7	3.56372241180431
ABCF2	4.9303918422583
KIAA0748	3.26705954290517
C17orf85	5.19843290103618
TKTL1	4.8466945631153
FGF1	3.4402565793902
IL6R	3.73837640014257
CHRNB2	3.84274126284054
COL7A1	4.7530871605098
NFIL3	7.54274661624428
LRRC48	3.56765951149805
TM6SF1	4.50062746855694
SPG20	5.45004126570372
COX10	4.61812075246912
DNAJA3	6.63550159143755
ECEL1	3.86121652109265
GCA	5.98238219299515
GLG1	8.96499703326915
CIITA	3.32506220205375
CLDN6	4.06491639800575
EPHA4	5.5579542026546
FANCC	4.6478360697964
MUTYH	6.87868896066959
L2HGDH	4.54604991955985
GPATCH2	4.25125326130558
PSG3	3.17032944794039
ZNF227	4.89807655910202
MRPL15	10.5540141541686
NQO2	6.17707077323922
C21orf59	8.82661423619961
ZBTB20	4.82307865087176
NEU1	6.90936667077353
QRICH1	5.9186751982363
C2orf34	5.50577267348835
UBE2L6	9.05938770373908
HP1BP3	5.56756528516071
MED14	4.5289195294925
TSN	6.93053477852984
TPBG	7.63243182274938
SPRY2	7.11423941691984
LZTFL1	5.87475129821345
OSR2	6.28141008981262
KLHL7	4.06896421479805
XPC	5.76811656517691
GMFB	7.65294615079994
PBEF1	6.55461625154701
CCR3	2.75430014466944
AGTPBP1	5.63857666273229
TMEM8	4.57036646927587
PCSK6	4.04800668998464
STAT5A	3.86357681063331
FAM18B	5.36343284940477
PTPN2	5.07661974265389
SF3A3	6.74229607097219
EFCBP2	3.50821646897539
HCFC1	5.19927139873792
NFYA	3.91851579617185
PBLD	4.78226289626746
PIGF	5.90379093837215
AHNAK	6.37232719942637
ACTR5	4.58622659251905
KIF14	5.69839543407437
PTGER1	4.35691346372893
NOS2A	3.18959671335115
TENC1	4.84016630543324
YIPF2	5.82168563225273
ETV2	3.80036722608221
KIAA1012	7.59176007009373
C17orf53	3.75818488075416
AHR	5.45269018253316
PTPRH	3.62081494191299
ATP10A	3.94957249487477
ATP6V1C1	5.8276288913242
DPH4	5.65629872180857
TAS2R3	2.93308881947085
C5orf5	6.58651352346635
KCNA4	3.63058197798907
COQ10B	6.35771964859913
NMNAT2	4.94911568415285
PSMF1	7.7513134833563
SORBS2	3.66957033162399
NFE2L2	9.09665596736918
SH3PXD2A	4.07444545775982
NRF1	3.97445975454637
SPINK5	4.06295259819609
SH2D2A	5.16653747905989
PRDM12	3.45206876528085
RBBP6	6.02907705906504
OPA3	3.43739625276198
PAQR4	5.52864022474193
IFI27	10.9509329852929
SKAP2	5.48983522362064
TJP3	4.21620854794006
C9orf61	3.75191860224731
MT1G	7.58960314682046
HS1BP3	5.61645113855067
IDS	4.43060670369289
PARG	5.34457995930579
OR2B2	3.01530580885891
DYRK4	5.31707953927256
MICALL1	4.37915821248127
GALR2	3.17360928271268
CHRM4	3.19273332384118
RIC3	3.06639028782249
GPBP1L1	7.42724198903999
ART1	3.32357639775078
TBX21	3.38192271315013
DUS4L	4.72498059463383
KCNJ6	3.59169456593716
TNFAIP6	3.57115163762112
CCT4	10.7064932778634
RTEL1	3.60072542104517
CASP5	3.75939399461656
CHMP6	4.45226964908259
BRD4	6.81283467964086
NDUFA13	10.0979997850104
CYP19A1	3.11104681622293
CD151	5.45258587753812
DOK4	4.61943259717586
FAM26B	5.1720218181584
ARFRP1	4.37524867968809
MRPL41	2.99783750407992
CRYBA1	3.16882787012304
HRH2	3.54263634428251
KIF25	3.52302227825599
MTMR6	5.83353309799876
SCAMP3	6.97956100054667
MTG1	6.60448954747961
UBTD1	4.0279193228575
SOX9	5.35188388023499
CRABP1	7.1839475912857
FLJ33790	3.40274224013450
FAU	11.6134040383952
DTNB	3.8617166939914
CARD9	4.84885824424238
PACSIN3	4.27997196555989
OMD	3.02553533348628
HOXB8	2.91865854918684
NSBP1	3.61946248701716
SLC4A5	3.72575223406806
FBXO46	5.04858315767808
UGCGL2	5.20089695914746
SVIL	7.43048343443408
OAS1	4.67003865069292
PHB2	10.7703007395643
NDRG2	4.29114610271072
ERMAP	4.94834771316249
GRIP1	3.19836545241918
APBA2	5.13956103218417
TCF21	6.11048346911991
JPH2	3.03704551400173
DLST	6.58913552338531
SLA	3.76153459520658
AMELX	2.86361310572321
WNT6	3.24087778368677
ATP2B2	3.91035808995591
CPVL	7.87922846164983
RGS20	3.05681249186672
TRAM2	6.54804578013767
ZNRF4	4.51016183934743
ZNF419	5.06729139746247
LXN	7.19454541648888
TLK1	5.39618168877839
UPK3B	4.24222686218248
MTMR12	4.5715441194709
KLHL21	6.71393624333296
ZNF384	5.32717666484221
PI15	3.30950036236519
RER1	7.24790390636868
ELAVL2	3.10405224446973
KLF2	5.23837660223344
RPN1	9.91713393766024
PMVK	6.2174372581468
EIF3D	9.34851542871789
SIX2	4.14241186724084
HPS1	4.49558632399410
RNF7	6.4865475712077
TFE3	5.08054479928009
C11orf17	5.20586631614541
SNRPC	7.73173945884231
KCTD13	3.64429056631032
DLGAP1	3.20244685575862
PGLYRP1	3.61285702646388
IL8	3.86079118092378
IRF7	6.07694930418092
SERPINB13	2.95490244255719
SET	9.76125863254644
NAB2	4.60997935525717
MGC40069	3.90917949611156
BLR1	3.38546537406746
LRP5L	3.68249594701441
FAM120A	6.40982907330235
ASCL2	3.15901500837392
PCDHGA10	3.72579913494135
SHH	3.21956648651725
SH2B1	4.20242204420924
ATP5H	10.7656576986023
THPO	3.35664741113343
HIST1H3E	3.23033684221056
TYRP1	3.24711755559573
EIF2S1	7.54728323911923
RFNG	5.61473477787427
RAB20	6.63895222010956
TNFRSF17	3.74232629650997
RBM7	8.57317921767988
TMPRSS4	9.60648654418895
NKX2-8	3.18712262832989
C1orf115	6.57386626863018
TAF9	7.18112844158992
TERF2	7.98822683151958
TNFRSF1A	6.25014731377424
ACADVL	7.78449706566593
ISCU	8.22971158653434
KIAA0841	5.31695597986449
GTF2H5	8.4804620983982
EDG8	3.23857559112432
RAB15	5.79277947350763
HBP1	5.30129634765822
TNNT2	4.27228848653949
CECR5	5.96658773994836
JRK	4.41940693138821
PHGDH	7.64198766144056
XPO4	4.56774943853119
ARHGAP25	4.66122041629932
CA9	4.01106649468293
TLX1	3.44807684710080
GPS1	6.39473717018683
RPS29	11.8126823341721
MKLN1	5.57175588337282
ATP6V0A2	4.36475758728826
EMR2	3.08586952379399
KIAA0319L	4.57513457509039
DOPEY2	4.4816474516124
SLC29A3	6.15133108673354
LGALS4	4.02295089099948
SDHD	9.94135106449185
USH2A	2.92173454078285
NF1	3.98141311188785
IMPAD1	7.60379904944153
APOBEC3A	3.73971191484752
OLR1	3.40721627896444
HCFC1R1	5.0276218980676
TAOK2	3.61956368248158
NRAP	3.77179752876903
PPFIBP1	6.0013911846211
LYPD3	4.94441082837932
BCL7A	4.77022360055516
AGER	3.34030542598335
MCM10	5.62737824895574
MAP4K3	6.70732774367132
PFTK1	4.68694148341500
CBS	4.50629317255953
CLK3	5.91934700447135
KIAA0753	6.12824957167479
GABRE	3.96445835797446
FIS1	7.5050136290353
ELF4	6.77399434580071
C11orf49	7.13806082750089
CLIP2	3.89928758361477
CLPS	3.75652924404894
PPCDC	5.61494276703748
KDELR1	7.41000990850698
NT5E	4.68849993713456
FOXN2	3.36379121253668
NCSTN	6.56042566814387
PARP4	6.72534295664869
CD83	4.97316403291916
NPY	8.01711474813936
IL18	5.00142795296674
BEGAIN	3.25690648075154
VPS16	5.62113354150385
SLC16A2	4.62703251772807
SLC35B1	8.57408577859458
C4orf20	5.6706917948567
IGFBP2	8.31623139125522
NOTCH2	6.65012396667183
SIGLEC1	4.00104579133316
SLC9A2	3.73883558735597
CD93	4.8947170328769
CEP164	4.52838268717526
P53AIP1	3.42707813929269
ADD1	6.83641832841956
ZNF136	6.00580750036597
ANP32A	5.5868178026415
MGP	6.75270597990718
DNAJC1	5.3653283167283
CCDC144A	3.15613385564668
ACLY	7.41910624045255
TRPC1	4.17619963389533
CYP4F12	4.20227645459286
FKBP5	3.5036385784101
SMS	7.65740655653137
MAPK7	4.21903820482273
RRAGC	7.13723742641566
PARD6A	5.38773929352956
CCDC85B	4.38473949134508
SYNGR4	3.17693309974804
WIF1	3.37059722065081
GCH1	7.4728577687024
STRN3	5.11763834592938
TMOD2	2.98968397419731
FLI1	3.49712431584082
DGKQ	3.61224286668626
MAB21L2	3.16512904164934
SCNN1B	3.07067669046965
ECHDC3	6.28118408863984
TMEM106C	10.3555546171032
CSNK2A2	7.92199951834804
GPRIN2	4.51037025006287
CPA4	3.71161173459191
RPL39	12.4219894167506
HERC3	3.64292250346463
MELK	8.33980380038576
IL15RA	3.57276544246056
HMBOX1	5.8382276418921
CUL3	5.45054966629553
PODXL	7.94444183921418
CCT6B	5.67414656929497
GPX2	3.64977454589206
ITK	3.76365926090817
CLIC5	7.7704805129074
RABAC1	8.16557500905603
YPEL1	5.44973895997357
DNAJC4	3.87385813745319
NR1D2	5.41102356392407
KIAA0776	7.06385437608115
FBXL5	5.97008833215693
C13orf27	7.24256894993377
DEFA5	3.18941453167395
TRHDE	3.06792945247595
ZNF536	3.67506447221749
MEF2B	3.79048025022777
UQCRQ	9.04415211426064
ITGB2	5.5047148691536
PTPN4	6.94548982792208
STX5	5.30134072955308
CD72	3.56121369956191
ERH	10.5102837982870
XRCC1	6.4278447856894
VEGFA	5.30575339402608
MPHOSPH1	5.34039358645908
MORC1	3.14858302020853
PARVB	3.92169704602191
ELL	3.71427403046995
SETBP1	4.67782844312879
CDH11	7.51782783059224
NDC80	5.86760160376875
GIMAP6	4.25115789210099
AREG	3.19291854743259
BAT2D1	6.84639816846183
CDS2	5.98110237004737
LIPT1	5.8877010727808
SENP3	5.46196710277785
IL1F9	3.75344600077616
GRIN2A	3.35160449825664
MAN2C1	4.81898816853205
NSUN5	7.2112172565215
SF3B5	9.68783131940613
CEP72	4.25521417979493
MYC	7.15535390989844
NRXN1	3.18109294548129
DECR2	5.73220345482055
SLC37A1	4.21825798557456
SUPT16H	8.60022429219662
MUS81	6.79241995862504
PHYH	7.74737052860667
ULBP1	3.40530262876598
OIP5	6.70637829025851
IL10RB	7.70038923373505
OTUB2	3.24498698266282
NELL2	5.1398150252758
MAPK8IP2	3.71574879945207
ARHGAP10	4.74013597911244
POU3F2	3.17065509322956
RPLP2	8.29579597416333
FGF22	3.3975780236547
PSCD4	3.55390649736636
TRAPPC6A	7.23693066695443
C21orf2	3.67708731250189
CEMP1	3.24655577961920
IL1RAPL1	3.05840980007814
LIN7B	4.04641946567454
VCP	7.9993629216098
NKX2-1	3.29472786929297
BGN	5.55960476710492
LAMA3	5.92559817249773
APOBEC3F	3.15667703664483
COCH	6.75023786186606
SCGB1D2	7.96064036720155
SP4	3.15312491276648
SLC11A1	3.74509920998328
ICAM2	4.95049653982524
C21orf25	5.47425416311323
SH3GL1	6.54762143773555
RALB	7.38984517624262
GSK3B	6.32103281944471
GNGT1	3.15827329848211
GPD1L	5.57963635355984
VPS37B	5.97302604711752
TNFAIP3	5.03250956069533
C6orf32	3.70463116442988
ATG3	8.60771183547303
KLHDC2	8.64695295424331
NDUFV2	8.58366688977316
PANK3	4.21215674115761
BLK	3.48827251829402
MATN4	3.97161240018359
GPM6A	3.92226907558988
WDR82	7.41425321723535
APOM	4.08153951271309
PKP2	5.4897530439431
C1orf135	4.55039193832844
TRIP10	5.1955263050154
HRASLS	5.12573695990813
TESK1	5.48951370417544
FSD1	3.93878075852226
SFXN3	5.03933342495086
MMP1	5.19990055127404
CA12	3.54457231615984
ZNF611	6.34372655311799
C19orf58	6.39092792024534
NCOA6	8.33487651747669
PDE6G	4.54400316841844
PPP4R1	7.6187943516717
HLA-DQA1	4.58712442180831
GCLC	6.25552266031952
MAN1A2	4.05882544472364
SEC61A1	8.35337986998965
IKBKAP	5.50374968839011
TWSG1	5.63322141673496
UPF1	5.99336938754429
KIAA1219	6.03458103278701
CTDP1	4.44884955450586
ZMYND10	4.85430561462539
WNT16	4.20786556644743
ADAMTS6	3.4044428273069
SNW1	8.28253178822326
IL18RAP	3.44480423095411
RPP30	8.11477509278994
KRT86	4.31874290228694
CDC40	5.56149900559218
SLIT1	3.89530466663091
KIAA0574	3.33126946568938
GTPBP2	5.32211189823558
SETD3	6.72248466101616
C15orf44	5.66389910105827
PRRX2	5.86419379749288
GPR110	3.58628329597308
C11orf10	11.0030623383128
MKKS	7.78044865583242
ELK4	3.23396658976115
ACOX3	3.6281202057157
ADCY1	3.36801321525621
KIAA0372	5.44365383465014
TP53AP1	4.69152501520018
RHBG	3.9636269070356
SMURF2	7.68638436241868
TP53I3	8.65888666824952
EBP	6.66309028306719
SLC22A3	2.94685024640431
TOR1A	7.18034550410784
P2RY4	3.25411660132517
TRPV1	4.1822150493131
ADAMTS12	3.33684852453693
PES1	5.41751827868007
UCP2	10.253229885234
ATG4A	4.93430222926089
FOXG1	3.86514668377326
MAGEA10	4.06963479833031
WFS1	5.92560116039262
TRIM24	5.88061710606805
PABPN1	9.31581624945501
PROC	3.98177778011488
SLCO1C1	3.61744504497556
SLC25A30	3.39570396005798
SLC22A5	4.33253091123743
DEPDC1	6.81121317658559
KIF23	5.80359126252137
SYN2	3.56264234401473
ASPN	3.30737204428924
CENTG2	5.95753755631443
ZDHHC17	4.78643087019422
VNN3	3.13096954420118
KCNH1	3.40721173987175
PPARD	4.56539707643249
PSMAL	2.76683115569669
FLJ10815	4.64536081719081
YBX1	10.2346736127701
STK24	9.27832098561436
SPEG	4.19631110633805
STK10	3.94474905176007
ZNF695	2.84668098327801
SCTR	3.20513697396029
AAAS	5.23378773230291
SSX3	3.65948641070154
ABCD3	7.07542039047456
MTF2	5.59108879687701
FIG4	6.789418024466
TMCO6	5.10249669649274
C9orf46	5.86660487586111
ATP6V1F	9.21705379625149
IGHMBP2	4.44842311051577
CCDC94	4.265154740221
EGR4	3.36803693544024
DUS2L	4.48539781094835
FAM3C	8.93450911924846
DCTN4	4.98610173699301
EIF2AK2	6.08605845576239
CST4	3.99154130802829
CCL11	3.55644933810974
LMO7	4.02748387753578
PAM	9.74909462070353
NUTF2	9.5156334345363
ADRBK1	4.99187782854065
ZNF84	5.31264036796338
SLC39A4	7.58082336702789
CITED2	6.35581159823746
C12orf49	4.4968977738069
GRM3	3.02847891581066
CCDC49	5.09962744057479
STARD8	4.11028225454455
FNDC4	4.30921070685688
SIAH2	6.05500301551563
CCDC103	2.9561306278779
ATP5A1	10.9197508835686
HTR7P	3.29733024449932
LALBA	3.15603862359023
RMND5A	5.22727234800763
ATP5J2	10.0147278035755
PSCD2	7.09882387964085
MMP3	4.48746679373364
ZNF409	3.92352072217343
CRHR1	3.37553173988479
WDR70	7.2618077054867
ZFAND1	6.28588728713603
CCL18	3.5521297617155
KRTAP1-3	3.20534537375881
RINT1	5.56613744416929
NRN1	3.36523726086066
SPAG5	6.13232368709935
KIAA0408	3.01861823144598
F13A1	6.16798817094695
DNAH7	4.12285216040427
SLC10A1	3.79463063345367
BRCA2	3.31387710938165
ACADM	6.98603939620832
GIPC2	3.39924075896782
OGN	2.98522654886476
RAGE	6.81933722558325
XPO6	5.85683971767158
FMR1	7.17953313677507
DUSP3	4.82166062479728
ANKMY1	3.39819725538387
CHMP2A	9.14497215784072
FAM8A1	6.54322833739338
GPR21	3.99366540696511
BBS9	4.76897589676967
UNC119B	7.62519970548846
SLC12A3	3.16268819609342
ZDHHC7	6.6847943056461
FVT1	5.02500079696552
ENTPD6	6.10179506252524
PPP1R2P9	3.67240106186353
ERCC4	3.92165246865802
MMP8	2.82327782148286
HMHA1	3.73861307245529
RAD23A	8.77329186105777
ACY1	5.80766288554445
MT1E	8.14758862028955
PPP5C	5.18050121505846
GPR20	4.34939341119769
RFPL3	3.20724822090102
GHITM	9.50708300839766
SCAMP4	4.14589499587527
NARG1L	4.3948418182382
MYO9A	5.32560191574725
BLMH	5.61974915175826
NDUFB7	8.29017216159396
ADCYAP1	3.44401911313064
SP110	4.85177991755534
MIER2	3.81435558757692
KIAA0513	4.16272706705482
SH3BP2	3.79593669259794
PNMA2	3.29918691295877
MAP3K7IP2	7.28394052571076
AGRN	4.8340509668856
CEP290	4.17761799053625
ANXA10	3.51406724875872
RTN2	4.47959723590143
C14orf133	6.28566875852818
PRPS1L1	2.97458517556842
PRPH2	3.49903881379879
KLRA1	2.98955526835604
IRX4	3.27151332388264
GOLGB1	6.3112297288946
GPR97	3.43643858357255
NFKBIL1	4.23211317721985
CHD7	7.19662298646831
APBB3	4.41007708488816
RPS10	9.9476074224663
HIC1	3.23743843365485
TLE3	4.27345528793239
PSMB7	10.1122689545406
IAPP	3.37321670646987
SHQ1	6.41520934270794
API5	5.56532211218996
GP1BB	3.85964501694143
FTHP1	8.2843768026563
TRIM6-TRIM34	4.08684940048363
SLC6A1	3.82135028221177
OCLN	5.62837745295663
NAGLU	4.74371228966259
PTTG3	4.65159163960626
FAM117A	6.73963168080058
SPRY1	7.10433064440901
FLJ10781	8.73598616454813
CDON	3.68435954195124
SH3YL1	7.86348115357406
IGKC	3.89555891928972
TREM2	4.06267531864673
MMP14	4.53819118228231
SERPINI1	4.87138790332995
HDHD3	4.66478611860756
DYNC1LI1	5.7586015174226
FASTKD5	5.44916124261904
TDRD3	4.03804503707483
THSD7A	3.62739951345369
NDST3	3.16209194103077
CXCL2	3.14922148353601
DHRS12	3.7862643423373
MAP3K15	7.22924774862654
FBXO9	6.76747395308055
APPL2	4.80710665602537
TNPO1	7.54898801622646
CARD10	3.91940920303473
MRPL13	7.04644094879996
SNX5	7.84904615413987
EEF1D	6.9350927328635
RAB6A	4.29524204865664
SOD1	10.8652444963206
C12orf5	5.83023191344394
PACS1	4.37538073716394
PAPOLG	3.21250098646539
CHML	3.36963248802898
SIRT5	4.90235266347685
MSRB2	7.09261198782034
BCR	5.06464410018075
PUS3	6.50847545523405
CAPN2	9.78432492215282
FXYD5	6.32998256243207
TWISTNB	3.20880931884808
UBE1L	4.24554965986455
UBE1C	6.14442564033583
CHD2	2.92262840691826
C15orf2	3.53823535713727
FZD5	4.09978151900050
NR4A1	4.37813620243195
LOC339047	6.04802498880594
TRIM17	3.77513742817024
ZSCAN21	3.20499986418957
RPL15	11.2159562539273
ATP5G3	10.6324763105941
PRC1	8.24819947384502
ADAMTS8	3.58927053363829
ABCB9	3.86905712960422
HOXC4	5.87912710434901
TRAK2	5.97854053501322
STAB1	4.98652233664632
CEACAM5	4.69003933327869
MYT1L	3.09778541113478
RASA2	4.05470681759648
LRRTM2	3.24596623041063
STAG1	6.84768506830948
OSBPL7	3.43213635658794
GIMAP4	4.52016016962499
FUT3	3.4483939958242
DBI	9.14087079498305
LPIN2	4.76811181885615
PAPD1	7.23036088509501
APOOL	3.18168413003673
DIABLO	8.96563599222354
ARMC9	4.17107216635497
RPS6KA4	4.78498891945253
TRHR	3.28781057527432
SLITRK3	3.25392118689662
TGFBRAP1	4.7274801117826
FAHD2A	5.66359762533153
CNTN1	3.20443308512929
ZNF211	5.48532397787907
BBS4	5.38629195089194
TMEM181	3.33787801485414
PFDN1	6.56698958176783
MINPP1	6.73189148288806
MPHOSPH6	6.80162123845015
RGS11	3.14104377017229
HOXC10	8.21664374024365
ITPKB	5.0948001528705
HS6ST1	3.57184902650292
AKR1D1	3.48300128352011
TNP2	3.36231923043607
MEOX2	2.93626958797692
EML4	4.86091940218317
SGTA	5.00961576621403
ATP6V0C	9.07463082896903
PRPF8	8.31906401287054
PSMD6	8.9853723201257
HIST1H2BI	5.12126410992544
TMC5	3.65065703199474
FKBP3	9.12898658667903
FLJ20273	7.65572035946864
PLEKHB2	7.7167355370779
RPL28	9.29406931753131
NOX3	2.83272712231262
ZNF544	7.40537703679702
EPYC	3.27221870762333
ELAC1	3.33381226937668
METT11D1	7.44579891708299
BIN2	3.61901866556018
NACA2	3.58075862928971
RPL18A	12.6164171476948
UBOX5	4.29197189784361
TCERG1	6.80379530892795
MPP6	4.55265619990283
KRT16	3.39608145074954
UBE2O	4.93381372878762
KLF5	8.24594476662256
C9orf31	3.28979011055691
APOLD1	4.59512803974276
UBL5	9.94613435900526
ARHGAP29	8.05931524636602
TNFSF8	3.18415271662691
PDE5A	3.13732092915932
CDR1	3.01739514576101
FBLN2	4.60680629064436
C14orf104	5.64527691972547
HBE1	3.2177138436907
ROBO4	2.95412236704776
C1orf108	7.4659743648942
FOXI1	2.85728549572226
BCKDHA	7.80217357010178
RAB4A	6.99118896279114
C11orf80	4.97124006515355
MYOC	3.67151979511657
GIF	3.69377395885536
TMEM39B	5.20820309582927
RPL3	11.5578411147737
THBS1	4.79889683556466
APOO	8.06536288150895
ATPBD1C	5.97531892821399
FARSA	6.78338915664749
ARMCX1	6.61318413417065
EIF4ENIF1	5.29348203298989
CMAS	5.32736446110672
OR7E24	3.6018405961811
TNFRSF21	6.99681196341099
PLAC1	7.67308150550477
KLHL18	4.20583023058122
LBA1	3.92673783167679
MKL2	6.3230293265551
TBX3	5.54192185168379
TAZ	4.37338307119451
CRIP2	7.41651458978658
DAXX	5.10322905043726
ELMO1	4.78108931895214
RGS13	2.6089857029995
DIO2	3.50530954030666
UNC13A	3.92600084872703
TAF11	4.99296184038248
ORC3L	7.39816789225992
PRX	3.21426219515746
TARBP2	6.57362164897212
CABIN1	4.48352378843288
TRIOBP	6.16613273434917
HIST1H2AC	8.3495628157081
RBM5	5.46464433379893
TUBGCP4	5.06859116922537
NCOA1	5.94717041562601
CDK7	6.68248662406039
SSR2	9.43874351027025
IL25	3.51973138282388
CRELD1	4.16656291548775
GPR6	3.32164918086145
SNCG	5.07203951549437
CHEK2	5.59410462023113
GAL3ST4	4.60823677084799
KBTBD10	3.17724889259255
DRD4	3.06825231105722
GDF11	4.92974430073907
SEMG2	2.97641072892753
MCM2	9.1360049644544
CD247	3.48096975088233
SOX14	3.09398020141606
RBMX2	5.45792338696966
KIAA0922	4.84336070497446
TGS1	6.6227952913132
C16orf57	5.39192767382995
SYF2	6.92053595118638
MCM4	8.33868565649492
PDZD2	5.13066167851506
CEP192	5.19141259691992
IFT88	5.50107460826493
MCC	3.53492489367274
RPL9	11.9465836372641
RAB32	6.96524810548487
P2RX2	3.6822501009257
DDX43	3.11254434185642
HHLA3	4.82166879848799
ID2	7.32130263040681
UBE1	9.11151713889494
SLC24A1	3.90197526860726
ARHGAP5	5.75392163009373
C20orf23	4.45677325850495
CETP	3.28842425278977
ZNF688	4.0434548926542
APOC2	4.62135223745582
PWP1	7.23914062824633
FAM50B	3.67613022631526
PTPN6	6.44256136700706
BAHD1	4.75300715665399
GPR56	6.85437734012355
GRIK3	2.97610817495569
DGCR14	4.19310810991266
CACNB2	3.18596004036641
PDE10A	2.96107905574733
METAP2	6.76534053452872
RHOQ	5.47346274161567
MAP3K4	6.21534636118462
PDHX	6.8592629178443
RPL23AP13	4.22893124989635
MTA1	5.66415178406616
GNG11	6.07934496310387
ZBED4	3.45737286265268
CLCN3	5.27938004666379
CDK2	6.04679429198146
HCG9	3.46704340516116
SLAMF7	4.26859982212069
CDC37	7.27871189815244
ZER1	4.42319427899687
GRK4	3.20561354910138
PRPH	4.74012413831013
PPP2CA	8.43775892879805
LRP12	4.36909142319595
POLR2A	4.40373540292490
SEC14L2	3.23092621719739
OGFOD1	6.20417125890367
DKFZP586H2123	3.75413965519559
MC3R	3.52723620652582
NOL5A	6.96658826798482
PHEX	3.89144163805615
HIST1H2AB	3.73626204800256
C20orf117	4.66560396155627
POLH	4.30904232740743
DDX17	6.6495629670849
CAMTA2	4.8323506723212
PLEKHA2	4.15084258663483
SNAPC2	4.05010837171953
FILIP1L	6.75170013906721
PDE4DIP	4.35106714571232
LRRC1	6.43043136723541
SCN7A	2.97005216106557
GAS1	6.39229200188107
DGKA	3.99436189703159
PEG3	4.96353421963517
NADK	4.89097262667387
SGSH	4.91063458820724
CXCL10	5.86194409982868
GALT	5.92190566067272
MCF2	3.08022093858541
ZMYM4	6.11098980664529
ZNF263	5.86838466133129
STK32B	3.21067535641830
KIAA0888	4.32651013348026
TACSTD1	10.9223105484456
ATP6AP2	7.66007991785758
TYR	3.52370503852704
GDPD2	3.97985759934253
ABHD10	6.85619839123673
TACR3	2.89863146144168
SLC35C1	4.24331870046652
KIF1A	6.26872288208327
VCAN	6.00583918898882
HERC5	7.07316304944676
UBE2A	8.67142336714962
SYDE1	3.91852644172155
ELA3A	3.51915006829461
TM9SF3	8.59050036270112
HAO2	3.32242373253234
RNH1	7.89302298684063
MAFG	5.03234156851795
BICD2	5.52733083670658
C14orf43	4.10402264131629
CDH7	3.10274080239673
JUP	9.23061668243963
SHANK2	3.92483578548081
OSBP2	3.90706577796582
ACOXL	2.97433887442268
DAK	5.81712829192603
CBX3	9.01255787798167
