Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F07_586110
WDR45	6.96567975945152
ANKRD6	7.70235671199434
LTBP4	5.64866500151362
PSCD3	3.05138221899546
PYY	3.09998275916095
KCNC1	3.08925326296828
SIRT6	3.88207141737579
CCL19	3.76189083363787
ARHGEF9	4.53358056657516
ABR	4.00891224571279
C10orf22	6.52589854835119
STK17A	4.55439668668947
FOXE1	4.42035605018822
GML	3.16733636710945
CNGA3	2.85684797934819
CD38	6.43168301180858
ZDHHC6	7.86796585850126
NEFH	9.09726927259758
PGBD5	3.3846320001605
CTDSP2	7.03609209637062
RMND5B	5.13930730667307
ZNF257	3.92242960612497
DUSP4	4.51065601117698
FLJ22167	6.99250145096685
EXOSC7	7.00113377996027
ROR2	3.40833414675623
FOXM1	5.57794139294272
ZBTB48	4.42281239911571
BUD31	8.73648306774967
MAOA	7.66817257880468
CCDC41	4.76469465995051
TNNT3	3.27907577556317
FBXO11	6.38077493785799
GYPC	4.8022097666326
PLIN	3.31073314174388
RFXAP	3.25595206027656
C6orf15	3.74321869254491
RNF4	8.58500710086588
F8A1	8.49326202379905
PPP1R3D	5.11669962833471
GRB2	7.64214602674037
TPM3	3.02156510283312
SYT13	3.24973961516208
EPB42	3.4822167402457
RP5-1077B9.4	5.22963707740514
EIF1	10.1818060374077
CETN3	7.65745442426452
FPGT	6.04558237396261
PRY	3.40996188647913
NTHL1	6.42583811065552
POLR2B	9.38189196103473
RPS28	12.4835169000300
GDF10	3.08035546915792
COQ9	7.35767871251512
P2RX3	2.90180370121166
GCC2	7.67625324664123
RARRES3	9.03856086519715
PLXNA1	5.31595330781068
WBP4	4.4229051524991
KIAA0100	6.35582342471923
PMF1	7.3661865229342
HS2ST1	6.34647180154806
CRELD2	6.77054060040377
C8G	3.01001069463642
CD82	5.82021266453322
PMM1	5.63225330286226
CBLL1	6.29402302809838
LIM2	3.09489629346637
VAX2	3.5332851693113
SETDB1	5.35030849895331
LRAP	7.99891997474773
GCLM	8.03129130020477
CPEB3	5.306496752427
PPM1A	6.8393431699227
INTS1	4.03244852075531
MMP16	3.13298961727993
CAMTA1	3.54308139467056
SAMSN1	6.81507961540878
DRD3	2.81032294094946
GMPPA	4.88344437087172
C11orf73	6.7723863655014
AIPL1	3.55665619662066
PTP4A2	9.58668187554005
IL24	3.38935365831178
BDKRB1	3.21165202614213
HPCA	3.70248787345374
MLF1	5.91825381810782
SEC14L1	6.55524665608348
CHFR	6.0912126082408
EMILIN1	3.42562826251147
THADA	7.09892200067755
TAF12	6.42943994538204
NDUFS4	8.795207054645
ID1	4.52254405795824
PIK3CB	4.57652332810339
COL18A1	7.14990756312918
PDZD3	3.22066896149658
TBC1D17	5.05193809533133
COX8A	10.6485839289965
CDCA4	5.84407885199283
C2orf44	5.11300892884621
C9orf16	8.53377374221
ERBB2IP	7.89939952068602
EMX2	8.60638792916522
FUS	6.6716303607994
NIPSNAP3B	4.11068401850953
TF	3.14791338500180
CXorf56	6.08860629518419
CLCN4	3.95084054639756
PWP2	6.78405018888495
MMP15	4.40293632280279
MTMR14	6.23854220955603
NPR1	6.89973445017733
DNAL4	6.39426445884793
ELAC2	4.47510268489924
ASS1	11.8558683085571
IPP	6.34916309714695
TMEM59	10.2430747364205
POLR2J	9.05651831900912
SEC23IP	7.28213851509141
RGS4	3.67614712474182
UQCRC1	9.37886369492438
SNX6	8.2454259129206
DDX18	7.80042953785058
POLG	4.91253935690124
ADAM23	3.87811211020492
ZNHIT2	4.74852353032684
TFR2	4.04591810190924
NCDN	4.2283031824525
RAG1	3.46645540035235
POMT1	6.09324636057418
CYP1A1	3.56745318029491
SNAPC1	6.51553286072151
GNA11	5.82326907371709
CCDC52	2.99084648346001
CAPN1	7.13493481940521
DDHD2	6.12149099099237
UPF3A	5.71809049459405
LAGE3	6.78498632435809
GNRHR	3.08482638790941
UNC13B	6.21201257609512
TTLL4	4.22687929439689
PPBP	4.21812877045923
HTR3A	4.20846478680312
SDC2	5.30332716516203
ANKRD49	7.54475435829989
BTF3	9.8899599954836
COX7A2	11.2510935865788
SARS	8.99813260822195
C13orf18	3.61731600926884
CACNB1	3.79673288865650
QKI	6.23900933551332
SETMAR	5.9919397446079
LAMB4	3.34151298682490
MAN2B1	7.29934135283179
EML3	5.33695909077061
ACADL	3.38146690758002
OFD1	7.55801202825927
CGA	3.339737619523
EIF3EIP	11.0412761362285
PEX16	5.54720850465224
GNG12	8.01325604479287
HABP4	5.09748356242998
CNTN2	3.35700383792390
ASNSD1	8.40762486848796
FUT4	4.91527462519465
DBH	3.46104660082631
CD53	7.71851636237409
HIST1H2BJ	4.41553263834537
TFAP2B	3.20805064416691
ACF	3.69973298741934
TMEM11	6.3636292182963
CDH8	3.38265397159989
C3orf32	3.24956168998161
AGPS	6.19331118493398
C4orf18	3.17775453436622
PCCB	8.34010884540118
IPO13	5.23521826370581
PECI	8.5127328687077
UNG	7.87349001685152
C6orf105	3.60389682313909
GSTP1	8.67360173612445
SUV420H1	7.59650621928325
ARHGAP15	4.51865099481
LTBR	7.0702900003965
TDRKH	3.20780883231957
PSG4	3.38076054030699
SLC9A3R1	6.02175349781321
NBPF3	9.15302375891572
SLC9A3	3.38540823326583
OSBP	7.23624519031376
PRR5	4.19228709463985
CHMP7	5.93217545559788
ADRA1A	2.92499050528414
ASAH1	6.83198629725901
FKBP4	7.20274784863973
ZNF350	4.90087482134259
DOM3Z	6.25316177582725
GIPR	3.38224656043449
AHI1	4.13424424459275
BST1	5.1644584508654
NCR2	3.30860900353362
NADSYN1	5.71141743623223
UBE2W	6.88309109078225
RGS14	3.82467697547370
KRT15	3.60958355448618
SCN11A	3.62290675113379
GFI1	3.81311837530518
FHL1	5.51331135201235
SMC6	7.55654698276473
GATA1	3.55857287476371
OSGEP	4.66084528170482
ARMC6	5.38259645549573
HK3	3.56722105143182
PSMD5	7.6248183198957
RSU1	8.05346092861273
RPL4	11.0598073567593
MAD2L1	7.9367553709968
RBPMS	4.99954382989861
EIF4A3	9.92592671332152
E4F1	4.89249575433486
DLEC1	3.19865860614154
PRPF3	6.65996476259656
EMR1	3.00078884070062
CHMP2B	8.05813445419995
CAMSAP1	4.48465181262785
RPS21	10.4048755849140
XCR1	3.33343887357879
ARID5A	4.26801093056618
RBM6	6.44372565856146
UBE2N	8.43374931750564
KLF4	3.99016812058422
MGC4172	6.47411896740749
LMO4	7.49611904611911
KLKB1	3.31550229253791
HDAC3	7.49615599276276
HP	10.1972006420880
SCHIP1	5.10993281053548
BTK	4.00111711065192
KRCC1	8.77704376670575
PRND	3.19426224850312
C6orf27	3.29178463540508
PIGL	3.64111926378655
CLCA1	3.75506105406752
C1orf112	4.69017343135827
OLFML2A	6.07304370528202
HUS1	4.68738764478646
SFRS6	7.59649984975365
CXCR7	8.41315348958346
UIMC1	6.4393588972851
FXYD2	3.3558439864397
GOT2	8.44953243401126
ZNF667	4.54301789189868
TFEC	4.32723602207018
ATP7B	6.44903942266216
RAB38	5.50688440991977
POLD2	6.37893630497136
PPM1H	6.73479064519456
DCX	3.17434025619365
NFYC	5.94639346523358
ZNF228	4.38072329093031
KIN	6.86268502570693
PLSCR4	8.43992964940744
HIST1H4I	4.30319182906012
PPARGC1A	3.06729796325133
HIG2	8.77540894046444
KCNK10	3.72857926375629
EXOC1	8.67757158533054
OR6A2	3.83431489560282
ETFA	8.78705313531413
PDAP1	6.5242566584993
C19orf6	3.50291833944329
POLRMT	4.24859139473857
ZNF146	9.41864170539493
MIA2	3.14896309194001
LY6G6E	2.97886090420745
EIF4E2	7.93808984804449
NENF	5.28004137048862
HOXB5	3.59368609152667
ZNF324	5.44125909138895
CUGBP1	5.17239149258471
ENTPD7	4.53351723830519
TTC13	6.87418272274282
GJB5	3.12557963834150
PRSS22	3.88066726626244
CYP3A5	3.27998471365426
MBOAT5	4.7047785801302
CUL4B	5.56705110942466
CENPJ	3.94712180158176
KIAA0664	6.2847141241912
PITX1	4.21147557924383
PDGFRB	4.85830272100038
RDX	7.39601309670479
CELSR3	4.64667735721155
JUND	6.14659462205282
ITSN1	5.14734422234446
CHRNB1	5.94160395723046
EHBP1L1	3.94664904493736
C19orf2	7.90502518993145
FETUB	2.92480009249163
CAMK2B	2.99569608407692
DCTN1	6.74462948999957
TNKS2	7.27771874185695
MRTO4	7.30676637555869
C1QBP	6.6336266381477
TTC3	7.51175446311797
NDUFB8	9.2245705335586
CADPS2	5.64304475385607
EDG2	6.15044999395666
MYF5	2.99598214113359
SEMA3G	3.77552036428964
IL23A	3.5311795145803
GJA9	3.48104947516083
R3HDM2	7.17884991443022
C5	3.81768242808778
SLC2A10	6.9212614725135
TRIM45	4.66430187505504
TSP50	4.71264212869897
PAQR3	6.73320197404298
ANKRD26	3.78263294884014
TCP1	8.18791171123577
TMED7	7.9469722919801
CMA1	2.81758104430109
PTCRA	4.16573078911178
HCRTR1	3.18497943180043
FST	6.9392587908178
PAWR	4.51099566368918
LDLR	6.31215617908497
ASTN2	3.9617586049548
SCRN1	7.18729120362783
GPATCH8	6.97791198232915
KIF4A	7.14063290072832
TANC2	3.50693887291767
ZMYM5	3.84112030886141
PGM1	9.75252091536397
ZNF586	6.80382703156171
POLR3G	3.70739747135934
CPD	7.33249963438436
SNCAIP	5.43444230738247
DCT	3.35514203439649
HLA-DOA	3.87509715564647
TANK	7.49134925971186
RCAN1	4.71610751991006
UPK1B	3.72769593808061
DNAJB4	5.81982056084745
UGT1A8	3.07259828454067
LIMD2	3.37645689957241
HIST1H4L	3.47985388806782
PECR	4.62687203910934
HSPA2	6.6905076629366
SERP1	9.59962833710152
TACR2	3.65279038873523
NUP85	7.30221761998297
CD177	3.38996028591411
GPR135	3.08096809969250
PIGG	6.07284292323412
LGR5	3.13070110783993
JAK2	5.84402452910855
DPYSL4	3.22706077357663
TM9SF4	6.5945331644243
PTHR1	3.41092732702128
SIRPG	3.55887738311074
ZNF264	6.73790386711069
BICD1	5.18423475859785
RAB5A	7.50717412944522
FLJ13224	2.83161748149262
METTL5	4.38933855828833
HERC6	7.95217201984307
CASP1	6.79376413112673
USP9Y	2.87615540690886
LRP1B	3.42299956752266
XAF1	8.29768190118158
PLA2G4C	3.83971395613891
APOA2	2.97120857234197
SPAG6	3.03300417480959
KALRN	3.41744655458067
SECTM1	6.16200909125494
THOC7	9.12012410532807
IFNAR1	4.92869872110583
TCTA	8.31284335762847
NY-REN-7	3.84607875155709
TALDO1	9.13839711895995
B2M	12.0960020132656
LPPR4	3.72266851201449
SQLE	7.19734764477719
SEPHS1	7.03551799808786
EIF5A	7.2697757433781
FAM49A	5.39173171116343
YTHDC2	5.37751425546632
EHD2	4.36898915192278
NCF1	3.90908992939065
SPG7	5.92497374779288
ZNF614	3.47952729921203
HOXA5	3.29097813178495
NUP133	8.33233272198365
FGF12	3.61457483492716
SLMO2	8.50815987755321
INPP5B	4.79501269311456
PPID	6.75956101171795
SNTA1	4.84457398695133
IL20RA	3.60997067855706
UBE2J1	6.03534515345597
CACNG2	2.89275504119997
GCM1	3.16741554246070
ELF1	6.83778632745192
TLR5	6.89093413834609
TCFL5	6.05757484628618
C1orf107	7.15438441103848
C19orf22	6.7253852939029
SAFB2	6.47477959753011
MAP3K7IP1	4.66818047951832
NCK2	8.07378495068069
OXA1L	8.56121544793243
KIAA0652	6.40875161794746
KLRG1	3.40512328054918
FRAG1	6.31545267777718
ZSCAN12	3.11022266542848
PSMD12	8.18960651552097
E2F4	5.16426815557545
CLEC4M	3.52618495260951
KIAA0999	5.50499460236011
CLDN10	8.75760130582627
MGC13053	4.28012238589613
TAC1	2.76939336411678
GYPA	3.30107009042609
HPCAL4	3.37360291406032
TRAIP	4.54789709215357
MEX3D	4.57087853874719
KIAA0232	7.69084938155755
ERCC8	5.36665585119209
NFAT5	5.86833086916769
GPX4	9.13501563640948
CSPG4LYP1	3.06924881239278
KIAA0368	6.61777671803887
FBXO3	5.93980991462239
DVL1	5.38747649929753
CMKLR1	3.57136183876209
GPR157	3.88461063437599
TYMS	8.94053217237476
OR52A1	2.97509786173136
PEF1	7.67620836642539
ZNF750	3.20388758507981
ALG9	7.20331932316542
MCM5	6.94913937880944
SDK2	3.38941300643785
BAIAP3	3.71423744592446
RABGGTB	7.34609503863987
KCNK7	3.37750260546567
PTP4A3	5.83986020691839
ANKRD40	4.44464729211339
CALCOCO2	8.25009467665654
TMSL8	6.69422885439966
SNCA	6.05110104653876
ZNF551	5.002545675693
HBQ1	3.19691019274428
ARHGAP26	4.77976022656427
GEMIN6	7.08746235565218
HRAS	5.48700007711417
KLRC4	3.04137390506204
BSDC1	6.40179564796151
DSC1	3.74131946596417
RNF43	6.67042880048855
NDUFAF1	6.34571560592866
MAP2K4	5.53967698868212
FOLR2	4.81145564118537
LYZL6	3.6183735150618
EPB41L3	3.99049241038901
TEKT2	3.40429378105214
CDKN2B	3.30429045824224
WSB1	5.91203794648947
ZNF480	3.54834710862403
MAP3K6	5.2927473803671
PROS1	6.46769372687716
PSMB8	9.24313562231781
HN1	8.00897428961031
MAS1	3.19709023021856
APOL1	8.3026359955859
CSHL1	3.15829240838310
ZBTB7C	3.13725290762635
AHCTF1	7.48620579651808
SAE2	9.89316291378032
ITGA2	5.09288712118981
AP2S1	9.1645601871627
P15RS	7.66735846518311
MME	3.6118631041606
VAT1	7.22296613964477
MAST4	5.06260615511078
TUFM	10.0069050627802
KRT33B	3.25342092073361
THEG	3.70920131979098
KCTD2	5.9589836344066
WDR26	9.16711765516621
MFI2	3.57336658563374
KRT34	2.87570464365876
NR4A3	3.65883067811201
SGSM3	5.64094755086906
ARSA	3.32308005620352
TOMM22	7.34762042246526
SOCS3	3.68081265985118
UNKL	3.81071528098245
POP4	8.45870973632087
BHLHB3	9.7536178900692
MALL	4.32953933396266
SOX15	4.11772124719844
CCNA2	6.44501888856542
PARK2	3.21338816388719
GPR124	4.32481780950989
TMEM132A	4.78506187962013
CGRRF1	7.16619910126098
RUVBL2	8.65928376550151
MCAT	6.00313544571941
WNT10B	3.33432798620977
ISCA1	7.46702797698562
RPAP1	4.55375454585816
C12orf48	5.06852655285088
RAI16	5.01802201965893
RPL27	9.55527088340702
EPN1	3.32774984665524
MAGI1	2.97265784517215
GBX2	3.10064277106866
SLC35A1	7.26731906150404
GAL	4.08724835282466
SLC14A2	3.432822859329
RDH11	7.89674148342945
ZNF518	4.53753396599308
PCYT1B	3.12440296602628
AUH	7.8773784116793
EIF3H	11.2168522603712
KIF1B	7.15352914801942
MBD2	4.5584612367389
AMOTL2	7.42429355937804
C6orf120	6.27435625483543
PIGT	6.98031332346231
PSRC1	6.44843483184909
PLA2G10	3.81411781600648
ALAS1	8.30998211372548
FOXO1	7.6450014422316
C17orf62	7.29266805368615
KIF5C	7.75160677912014
DUSP10	5.08376610692302
CRLF3	7.5071185862246
CLCNKB	3.57046572443851
PSMA5	9.43152591424245
FARS2	6.74912787616998
CCDC28A	6.86761668470293
AMPD3	4.86251524803428
PIAS1	7.94248577975587
ADCYAP1R1	3.52816803741223
TMEM134	7.76166170289539
CDH20	2.85531619669201
FBXO7	8.4477821993516
FLJ14213	3.94695177334359
ZNF3	6.77095751450248
LRRFIP1	8.52936275368737
TMEM49	8.83926934729507
CNOT2	7.81727362930862
CBX2	2.73183949826607
ZC3H14	6.43006314235843
ALDH5A1	7.90768177399274
HNT	3.33161923381715
SERPINA4	3.13783372391862
FLJ20920	6.92830158706078
CRTAP	5.45064807819518
DDX50	7.98409532205208
STYXL1	6.2714722893352
TK2	4.61477094229054
BLVRB	8.68468945216114
STMN1	7.68742513015745
GUCA2A	3.10659520699323
DPP6	3.01070958276987
GALNT10	4.39441480648580
STK39	6.26060603199734
MMP24	4.43835480969582
CKS2	9.61812557060986
RHO	3.69236339196668
BANF1	9.71480414018512
CR1	2.95298086870968
RPS6KA2	5.56423149407208
HMBS	7.41238364634675
C20orf112	3.65110853160876
SLC25A24	8.00914673370192
MRPL22	7.69466235468237
SLC25A15	5.73117388817217
GADD45B	5.22101929739804
TDP1	5.70044056482466
ZNF287	3.65431807737632
DAAM2	4.68858082484382
C11orf57	7.12768833831091
RFK	7.43297204476073
ZFYVE9	4.25354874456247
TCTN3	7.27199026486791
STCH	6.61642107407221
LOC283871	3.51902585618402
NDUFB3	8.69649258697711
DEFB4	3.51452481049774
FPR1	4.54010119009640
FMNL1	5.05233736443698
SEPT7	9.0927511738025
PTCD2	4.56134598694681
GNLY	4.62268795563171
GRAMD1C	6.80675718310398
ZNF165	5.6151927186588
TR2IT1	3.57030346128867
ARMCX3	8.16969842517253
NDE1	5.78633205268905
MAGEF1	8.88353395916989
ITGA10	3.50264937097341
ARHGDIB	8.64465561877668
FSHB	3.59544405288455
ANXA2	10.9043303240093
HLCS	4.28484965186403
MCF2L	5.000239036081
AK1	6.61176519361275
FH	7.29814621415844
LGALS2	3.5510128047169
SYNPO2L	2.74375963734547
KIAA1045	3.25372502476225
C1orf183	4.37482007255691
MAGEA8	2.96238576011951
DGCR8	4.93107427143543
GSR	5.05906417570053
NEU2	3.37360357778636
HIST1H4B	3.75201337168353
CACNA1C	3.04969402936641
FAM20B	7.11473395510488
HES2	3.05419838762349
PDCD6	9.80631577269519
INTS7	6.92644630509014
AMPH	3.52171364900397
UCKL1	6.27323614871885
ASB4	2.8954440026373
C10orf97	5.11250314051258
ALDH1L1	3.67496074042472
CCL23	3.36395051586485
OBSL1	4.67439401558036
SLC12A7	6.95039446104978
THAP4	7.21551018966112
RBM4B	6.55990310789846
OGFRL1	5.17270400878945
KIAA0831	6.94830350607928
C12orf11	7.76007585943016
PPP1R15A	5.97452924946734
KIAA0240	6.45760356743049
CD1B	3.23758431057687
FCGR2A	5.5966771624027
MDC1	6.43903125635369
MAN1A1	4.02526682250676
KRT9	3.41165075742601
HTR1A	3.17591847457998
OCEL1	6.16585849781033
ATP11B	7.55142324228936
NLGN4X	3.72625194631921
FBXO34	8.16573707515859
ALOX12	3.49522630809061
RB1CC1	7.82470824226378
PCDH12	4.73994033600332
RPE	6.48765127937908
EIF4E	7.14135348276232
CSDC2	3.55293323868389
ABHD5	5.6170072184239
TMBIM1	6.40500495825944
PET112L	4.60067517989698
P2RXL1	2.99299770085761
F2RL2	3.08599089031036
TRMT1	6.50505955863761
IMPG2	3.73453215551291
LRRC32	5.49261689454806
BGLAP	4.06553561842712
HTR4	3.23496065058898
MRAS	5.15318291062857
TRAF6	5.28568300833585
AXL	4.57582231107202
ATP2C2	3.12659845625762
LMNB1	6.93507708174854
TELO2	4.15784665027054
PNPLA3	3.75368062200974
CSNK1E	7.12632510861846
SRP14	10.1908692319585
KCNQ4	3.02311202545914
PIK3C2B	6.07389835133415
C15orf15	8.1437735310863
TUBB2B	2.98723980755648
USP15	6.79157060762552
C12orf41	7.88687588545781
CEND1	3.50743221400431
RNF31	5.2854115323542
TCEAL2	4.25997149943937
PTGER2	5.13431977272836
UBN1	6.13987808731287
SLC5A7	3.06357463671803
SLC31A1	6.92313313441309
ADAM29	3.60006715733517
ST7L	4.13742318998062
GFOD1	7.22190095863363
CTNNA1	9.47790608772802
HRBL	4.67623043001533
CBX4	3.47710072898118
NTRK2	3.35461500987845
FOXN3	4.8190867240524
MFGE8	4.67749792783887
PFKFB2	4.21805395641824
TAS2R4	3.53304640705186
SH3TC2	2.96274600385279
IL10	3.53794766336037
PXMP4	6.46301802986361
RNF167	6.07431331519446
PRMT5	8.13241233865156
TSKU	4.99027305094348
ATPIF1	9.3498380050127
ETV3	3.08664729161572
PAK7	3.10026611676921
PDLIM1	9.46772630988592
CEP63	5.37831602603269
WDFY3	5.51131737870925
RNF126	4.8490521691439
DPM1	9.25275911427919
CLIC4	8.3191824293487
ACR	3.43620637565088
KLK7	8.63337065788774
ALOX5AP	7.73811906772093
LRP1	4.4853996536555
TNK1	5.7700368364874
TAS2R9	2.90278000079126
ZNF16	5.77970873639849
POLR1B	6.12134063686532
SLC8A2	3.96486178854826
OLFM4	2.77571847449059
TACC1	5.25049692588425
SAMHD1	8.18993854353566
ATP13A2	4.66503756167226
KRT4	3.3847568788724
PAX6	7.37135072698974
SCG2	3.40121715846472
SLC17A6	3.38959208642678
TUBB4	4.01273176947575
PADI4	3.02212310065149
FMO3	3.20196205646456
NLK	4.51781077393820
POU4F3	2.84923709441084
MDM2	3.48386091095495
CAPNS1	9.96282321244703
SDF4	6.66120084079718
ITGBL1	4.21441502949971
TAP2	5.60108340945477
OR2C1	3.27826709745111
KLHDC3	7.50716795808186
EFHD2	6.58398289900362
GALR3	3.46850323394473
NBEA	4.50370966067162
ABCA6	3.17716569183999
ABBA-1	3.55463346401933
GNAI1	4.72706768782531
CLDN3	6.49487511148137
AKT2	3.46083081615105
EGFR	3.87675589337618
VPS4B	7.75984146348736
RBM16	7.82994063085462
GALNT6	6.72316741808277
ZDHHC3	6.45523263948582
SLC25A4	7.9476432689894
CYB5B	6.30045520617883
NDRG1	9.11541853045405
SESN1	5.72518098177737
GBE1	7.79552743136051
MRPL46	6.38692512001951
CLASP1	6.67111719533284
FARP2	4.90047658630311
ACOT11	3.58920445907276
LDHAL6B	2.90967540095651
MAPKAPK3	5.36622134758553
NCAM2	2.86879816283044
AFAP1	4.27648936177249
PRKD2	6.54979195200855
OR2H2	3.30715202008198
ZFP36L1	6.84281078476452
DZIP1	4.83799232947464
GPR161	5.0413861048105
RNF146	4.46764733834698
NKX3-1	3.70464636044536
CCNB2	4.07273712536063
ZNF10	3.59102063621953
WDR74	6.12895119968674
FAM134A	7.25430333798261
PCNP	9.05639577062686
PURA	6.05344186996843
DNPEP	6.7197883039718
ERBB2	5.34195431646317
CREB1	6.21905386696183
NEO1	7.4200064542476
DDX3Y	3.25055417438522
RPS3A	12.7229485166753
MXRA7	9.96507676444415
LGALS3	10.8357553306178
GLT8D1	7.45538592252176
TMPRSS3	7.90337677318781
UPB1	3.00306868816402
LAT	3.81959645374223
CLDN14	3.46005187361172
DHX38	5.33130104261325
KCNA3	3.35046781414514
BTBD1	7.98437951583475
TARS2	6.27842549455155
SKIV2L2	7.59168463734725
ABCF1	8.29148606099377
CDT1	3.31323845478440
ZHX2	7.44108479151032
FCF1	4.82055412194188
LRRC49	4.40060560577529
GUCY1B2	3.96472327071511
CD28	3.25176106840126
SMARCA4	6.92096493125909
SEPT2	9.94087202288948
SOHLH2	3.12849486564069
MCOLN3	4.55732918777577
LRP8	5.84582988452667
TAGLN3	3.89572124773142
MASP2	3.59398783638599
GPATCH3	4.47722477363471
TTRAP	8.94981353359342
AGL	8.05015438395771
NFE2L3	4.68984829127657
PSD4	4.0155627392074
PALMD	5.88475603669092
CCNB1IP1	8.32990388871393
TMEM43	7.01309448740396
OBFC1	6.67085827554825
STAT5B	4.6192873931432
C14orf79	4.01979888988856
ENPEP	4.48298860916424
SSB	4.67936379763244
SCT	2.79587923857271
TIMM23	7.75570483789935
SKI	3.55485533430804
SLC22A13	3.00252902269021
AKAP3	3.51229969800094
OAS2	6.22091202159904
KIAA0423	6.48530862110877
SEC61G	9.24412077381178
CAPN11	3.0959186590711
TMEM50B	7.75930153766369
DEGS1	8.38305045372607
ARHGEF4	3.43137020245314
DBNDD1	4.2752404588215
TBL1XR1	5.89990580296706
FAIM	7.3135535966228
SP140	3.69531814952864
G6PD	5.19287807412095
NUDC	7.46399325916483
GABRP	3.51608388550869
SCARA3	3.92065043102785
TACSTD2	5.26603716287461
EIF3J	7.34064282460552
PPP2R2A	7.99284224141465
CPA3	3.46919004487374
PVALB	2.83963332929751
BCAT2	7.4933157817317
