Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B03_433730
AGL	7.02964766020982
NFE2L3	4.11969124661835
PSD4	3.86430546763067
PALMD	4.29034346090611
CCNB1IP1	7.66052107988614
TMEM43	7.41380041378123
OBFC1	6.42610335395488
STAT5B	4.76439986207467
C14orf79	5.42628881607418
ENPEP	3.865783101826
SSB	8.60401563642212
SCT	3.10674119611836
TIMM23	6.39871251356719
SKI	3.80751598710348
SLC22A13	3.04748058279691
AKAP3	3.98179615479416
OAS2	6.49409919843211
KIAA0423	6.385024251578
SEC61G	9.01692744615776
CAPN11	3.13528233172533
TMEM50B	6.94975521428669
DEGS1	7.75176366940602
ARHGEF4	3.75922238574056
DBNDD1	4.53346864118108
TBL1XR1	4.57689498157048
FAIM	6.58745192168421
SP140	5.11597122575749
G6PD	6.58869691009263
NUDC	8.44699428527666
GABRP	4.40537275162188
SCARA3	5.53564879116692
TACSTD2	5.59716906530991
EIF3J	7.14042539370968
PPP2R2A	7.50047162378566
CPA3	3.33530366005421
PVALB	3.49701318185935
BCAT2	6.00098873333957
MFN1	6.75893276852207
F10	3.16556918231028
