Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G01_516428
NAT10	6.04769124836364
CHD1	5.60611057357418
SYN3	3.42960186714194
DMC1	3.85836855637869
SLC22A2	3.8629507656824
SERPINF1	8.62022161569936
C20orf27	5.42845602051877
OR7A17	3.14262064670011
RPS6KA5	3.83278814856343
LHB	3.36455389144511
TAOK3	5.03112855208172
STK25	4.81544808963347
SLC12A4	3.42061832004995
BRCA1	3.66853758988703
GBL	4.55923691911065
C14orf108	7.7448056144295
CDC25B	6.49933376298835
BMP3	3.29810593019101
MAP1LC3C	3.36454347213047
TMEM180	3.79437401973029
CRYGC	3.85246397852635
SLK	5.53847267020255
POU3F1	3.42746477437631
C20orf32	4.02225096592962
USP52	4.53417129847718
HIGD1B	4.26814817920277
BAZ1B	5.50430959612803
USP6NL	5.06615178051734
SLCO2B1	4.583415088501
ABCD4	4.45884338060401
DIMT1L	6.40169202386401
SLC25A46	8.0818463404427
LARP7	6.28208986112528
TEK	3.77709816211595
CD160	4.02205433662399
TERF2IP	6.50711701307392
PHF20	5.08383020661986
COL1A1	7.60854552687959
KIAA0090	4.55794345501407
GTPBP1	3.97729730729234
GRK5	3.71450033086425
AP1S2	6.25716293930019
RAB33B	4.57958410667197
CA11	4.40022656048317
ALDOC	5.40855287422765
NUDT1	4.75951854813227
ZNF212	4.90085566288625
ACBD3	6.6337467968449
ZNF83	7.16580223378647
PRDM2	4.33338523093669
GDPD5	4.47490644053212
PDCD4	5.9914015221308
CEP350	5.73224486653341
FOXP3	3.40721303675683
SMYD3	6.5768258010846
CST7	6.43954545320062
SELL	4.60478372618064
CIAO1	6.24768650036073
LGI2	3.83856140029876
WDR45	6.3757592084385
ANKRD6	6.35883373772939
LTBP4	3.74076268217967
PSCD3	3.59890848277285
PYY	3.17405614282939
KCNC1	3.09688353499589
SIRT6	3.76088102604770
CCL19	3.92874181645058
ARHGEF9	4.12685946672708
ABR	4.48484526119461
C10orf22	6.00924653335306
STK17A	5.40611376782882
FOXE1	3.3207862286664
GML	3.12108210496608
CNGA3	2.9492882186728
CD38	4.15820841539727
ZDHHC6	7.24662666589221
NEFH	4.68178262059636
PGBD5	3.86218641840872
CTDSP2	6.058878774641
RMND5B	5.61132034846767
ZNF257	3.73944132595571
DUSP4	4.23271617073167
FLJ22167	4.73048495980586
EXOSC7	6.02228144869388
ROR2	4.29208834512207
FOXM1	4.4440355478558
ZBTB48	4.30508496255751
BUD31	7.83207227952219
MAOA	4.10229452503480
CCDC41	5.06221778968281
TNNT3	3.67148588948886
FBXO11	5.36205925781541
GYPC	5.87631253180118
PLIN	3.54054205702804
RFXAP	3.66543925896012
C6orf15	3.7921882767433
RNF4	6.70862200159623
F8A1	7.43152208860135
PPP1R3D	4.20072068831744
GRB2	7.40227071342007
TPM3	3.05457550415079
SYT13	3.60278142494562
EPB42	3.69187511670593
RP5-1077B9.4	4.91095695009554
EIF1	9.7016929007671
CETN3	6.49686169927995
FPGT	5.76744889733038
PRY	3.49222288042747
NTHL1	4.42314887432276
POLR2B	7.75600335258493
RPS28	11.3670931575819
GDF10	3.03419915653828
COQ9	6.6034411683573
P2RX3	3.03910061246436
GCC2	6.80755381856678
RARRES3	7.81915934473185
PLXNA1	5.22071618949412
WBP4	4.80126165053206
KIAA0100	4.68557704216784
PMF1	7.10407352636147
HS2ST1	5.57301136341438
CRELD2	6.6406521612473
C8G	3.06603596212886
CD82	5.14839915366265
PMM1	4.46682976002211
CBLL1	3.96917174748941
LIM2	3.50674170711444
VAX2	3.69424607361481
SETDB1	5.14974680945142
LRAP	3.39465894081036
GCLM	7.17772260433872
CPEB3	3.72228431596357
PPM1A	5.64594653405515
INTS1	3.76231238375828
MMP16	3.3402256829776
CAMTA1	3.88236663801937
SAMSN1	6.52927326173598
DRD3	2.98752737260059
GMPPA	5.08623942484982
C11orf73	6.39070414279732
AIPL1	3.62814891464533
PTP4A2	8.76198231348132
IL24	3.27427747468627
BDKRB1	3.48877375357156
HPCA	4.02089518654261
MLF1	5.67416995780271
SEC14L1	5.33210663552674
CHFR	5.797280958831
EMILIN1	3.72340191101308
THADA	6.12178074607181
TAF12	4.98255262265075
NDUFS4	7.78297991812745
ID1	4.75866769240819
PIK3CB	3.87738103302957
COL18A1	6.9074824614007
PDZD3	3.01956544834358
TBC1D17	4.03095585405911
COX8A	9.54918337116464
CDCA4	5.7731204885962
C2orf44	4.77495994285135
C9orf16	7.29502395132848
ERBB2IP	7.3829243720912
EMX2	7.17903692896182
FUS	4.79049466780228
NIPSNAP3B	3.46533310838784
TF	3.41796154977766
CXorf56	4.92097792040669
CLCN4	3.70343429216354
PWP2	4.93992090302562
MMP15	3.71423168036705
MTMR14	5.62519446490767
NPR1	4.79697641311884
DNAL4	4.58800315779969
ELAC2	4.16139287166238
ASS1	9.96717039861426
IPP	4.82038574075291
TMEM59	10.1995462467939
POLR2J	8.38503491911611
SEC23IP	5.61709423371602
RGS4	4.50726851171326
UQCRC1	8.59201292931945
SNX6	7.86719294469968
DDX18	6.94229488775253
POLG	4.00206987348496
ADAM23	4.16852675483809
ZNHIT2	3.99329379654497
TFR2	3.48409110770432
NCDN	3.98869716697102
RAG1	3.44879071172397
POMT1	4.0046703603841
CYP1A1	3.36064404090714
SNAPC1	6.4016433335897
GNA11	4.41143935255527
CCDC52	2.76404505289124
CAPN1	6.3474073983646
DDHD2	6.36306436838411
UPF3A	5.01169373560123
LAGE3	6.49567000170876
GNRHR	3.17427167171703
UNC13B	3.86374712499321
TTLL4	4.29345537082821
PPBP	4.02383859953966
HTR3A	6.19133578202455
SDC2	6.64331708167356
ANKRD49	7.41274865932177
BTF3	10.3178846941305
COX7A2	10.9451109567787
SARS	8.17027580339657
C13orf18	5.61786021276055
CACNB1	3.73756228495019
QKI	5.83853360607624
SETMAR	5.73074987552558
LAMB4	3.62778856503651
MAN2B1	6.76296905477167
EML3	4.42693806562174
ACADL	3.39353893233585
OFD1	7.82972399301576
CGA	3.68184812627796
EIF3EIP	9.84711136369161
PEX16	5.18129286516181
GNG12	7.9995445180466
HABP4	4.8258144756287
CNTN2	3.64102761993631
ASNSD1	7.74950570675838
FUT4	4.08155088990613
DBH	3.58492237087784
CD53	8.38778911255095
HIST1H2BJ	3.07141538815127
TFAP2B	3.25044834961703
ACF	3.89184506242674
TMEM11	5.60141784480758
CDH8	3.55864281929162
C3orf32	3.40239524579807
AGPS	4.57853911687492
C4orf18	3.63858605285832
PCCB	6.64643477947647
IPO13	4.47488936378247
PECI	7.31151606912675
UNG	6.6454548249368
C6orf105	3.94827534118274
GSTP1	7.95587929371063
SUV420H1	6.16554940186627
ARHGAP15	4.8412699688765
LTBR	6.07830491632287
TDRKH	3.09975503794213
PSG4	3.25791837792946
SLC9A3R1	6.60496092830368
NBPF3	8.41372463147644
SLC9A3	3.5562437364987
OSBP	5.49008957128638
PRR5	4.34761136687778
CHMP7	5.45258788830811
ADRA1A	3.04590560723158
ASAH1	7.78206758302815
FKBP4	5.79476903519971
ZNF350	4.18838555761871
DOM3Z	4.76724459590259
GIPR	3.54062967037804
AHI1	4.47891301815999
BST1	4.65737875108244
NCR2	3.84396177261295
NADSYN1	4.74353623714206
UBE2W	5.14993685960363
RGS14	3.92132068263951
KRT15	3.4511175187862
SCN11A	3.84274394788739
GFI1	3.6456244631808
FHL1	4.17125622072307
SMC6	6.19319761687094
GATA1	3.6674022138177
OSGEP	4.99749565204385
ARMC6	4.75542898027318
HK3	3.69686037084720
PSMD5	6.4264535233082
RSU1	7.25960262721182
RPL4	11.6167641981828
MAD2L1	6.81175156134481
RBPMS	5.15653786600123
EIF4A3	8.72808876708556
E4F1	4.65236283169894
DLEC1	3.34713539548153
PRPF3	5.82940841181353
EMR1	4.5377556381838
CHMP2B	7.6543921629782
CAMSAP1	3.76962530548662
RPS21	9.22223713721498
XCR1	3.54000242594861
ARID5A	4.28388910724116
RBM6	5.6646985696885
UBE2N	7.8415471684828
KLF4	3.97439725877378
MGC4172	3.54047335781879
LMO4	6.66545096983805
KLKB1	3.25240225356377
HDAC3	6.18443848102717
HP	6.56307369987388
SCHIP1	5.49642093222513
BTK	4.33477001889464
KRCC1	9.07220213045257
PRND	3.32285443994649
C6orf27	3.51590348144286
PIGL	3.5903301710696
CLCA1	3.85972917699463
C1orf112	4.79818066081731
OLFML2A	4.37691442294732
HUS1	5.19612361562298
SFRS6	7.07396991661124
CXCR7	7.33190524530734
UIMC1	5.44248151207016
FXYD2	4.68083883718992
GOT2	7.22332019047929
ZNF667	3.83679160025054
TFEC	5.30555455306537
ATP7B	4.31297626853859
RAB38	5.23240013928458
POLD2	6.18568637183983
PPM1H	5.49830020287551
DCX	3.29451726639611
NFYC	4.80482583919528
ZNF228	3.58376879137838
KIN	5.79017864130982
PLSCR4	5.55499757092322
HIST1H4I	3.94315249539142
PPARGC1A	3.32445457669015
HIG2	9.35369578643674
KCNK10	3.82994546830909
EXOC1	7.03540758128478
OR6A2	3.47691661914664
ETFA	8.99174101574052
PDAP1	4.63609298385932
C19orf6	3.47668267927039
POLRMT	3.89582366425272
ZNF146	7.12940770389235
MIA2	3.32423920304731
LY6G6E	3.09254585767721
EIF4E2	7.96415989832882
NENF	5.57318326351273
HOXB5	4.45216342802897
ZNF324	3.84691220560076
CUGBP1	3.69224620820189
ENTPD7	3.85358625992138
TTC13	6.65171020190781
GJB5	3.33007956464101
PRSS22	4.70337968764545
CYP3A5	4.17961407521064
MBOAT5	4.29084936426008
CUL4B	5.08152894809635
CENPJ	3.3854774865734
KIAA0664	5.01597713438915
PITX1	4.06831283899835
PDGFRB	5.35377640337236
RDX	5.60509367428109
CELSR3	3.79772850555101
JUND	6.12829913732002
ITSN1	4.14786836940145
CHRNB1	3.66320301707811
EHBP1L1	3.69004732834667
C19orf2	6.63480274306127
FETUB	3.13428890382292
CAMK2B	3.23744208075768
DCTN1	5.25623518401847
TNKS2	6.83831825483581
MRTO4	5.91674809180525
C1QBP	5.98592226118087
TTC3	6.90629408233374
NDUFB8	9.06674633279462
CADPS2	4.97262576982503
EDG2	4.64154807082883
MYF5	3.36231816013532
SEMA3G	3.37528143000856
IL23A	4.01272358681655
GJA9	3.59827540441176
R3HDM2	6.15682020484923
C5	4.15282297689997
SLC2A10	5.80293942123679
TRIM45	4.63365091455836
TSP50	3.89714721489246
PAQR3	4.77282116690031
ANKRD26	3.39040173887663
TCP1	8.52349854540787
TMED7	7.29556591000869
CMA1	2.86737857605085
PTCRA	4.19523431663819
HCRTR1	3.56164758014006
FST	4.29313763220034
PAWR	4.08182066562394
LDLR	3.94316877471609
ASTN2	3.66089368814118
SCRN1	4.85496004895823
GPATCH8	5.02326891115416
KIF4A	5.10160834060673
TANC2	3.68133997725991
ZMYM5	3.69426669388599
PGM1	8.9720649494903
ZNF586	4.39557191956868
POLR3G	3.73171874587948
CPD	5.67951736137264
SNCAIP	5.82556334957018
DCT	3.35091828010379
HLA-DOA	3.61032390202216
TANK	6.44733752917702
RCAN1	4.65578269273251
UPK1B	7.1276880234805
DNAJB4	4.96232079724259
UGT1A8	3.18854191239645
LIMD2	3.61602299721337
HIST1H4L	3.69342559411384
PECR	4.4638236797305
HSPA2	4.51767863809601
SERP1	8.94158586934932
TACR2	3.44620227997444
NUP85	6.46535303908076
CD177	3.9633252763368
GPR135	3.33054191148458
PIGG	6.21309427909737
LGR5	4.73088915442035
JAK2	3.93084812396887
DPYSL4	3.46094389784322
TM9SF4	4.95133407835484
PTHR1	3.61269451328026
SIRPG	3.38217636010400
ZNF264	5.63762098068854
BICD1	5.40050163557628
RAB5A	7.12787391887518
FLJ13224	3.36054304436338
METTL5	9.25591302919762
HERC6	6.41686013749397
CASP1	6.42426446629232
USP9Y	2.81279737802815
LRP1B	2.80612437749224
XAF1	5.80833037264026
PLA2G4C	3.7967306116078
APOA2	3.6061698903519
SPAG6	3.08639979924835
KALRN	3.24621710101045
SECTM1	5.99081342531619
THOC7	9.30826513972613
IFNAR1	4.10239192971764
TCTA	6.34004621113016
NY-REN-7	3.27177816810925
TALDO1	8.79094233636427
B2M	12.2417171420023
LPPR4	5.53092861956027
SQLE	5.03703914432513
SEPHS1	6.28144489962065
EIF5A	5.9959910229139
FAM49A	4.83524115790208
YTHDC2	4.50245441031366
EHD2	4.32300265496757
NCF1	4.30571095651328
SPG7	5.22852954722133
ZNF614	3.50366841883036
HOXA5	4.53281093379078
NUP133	7.46989192673774
FGF12	4.00909700218896
SLMO2	7.95311838655834
INPP5B	4.79223604617686
PPID	6.54271485783895
SNTA1	3.95138370686916
IL20RA	4.73661147282717
UBE2J1	5.67571200792185
CACNG2	3.12390178855486
GCM1	3.24056964910862
ELF1	6.32105016595287
TLR5	4.73891442298445
TCFL5	6.00953376059996
C1orf107	5.51426823256293
C19orf22	6.01423471618061
SAFB2	5.16089422995076
MAP3K7IP1	3.72524173748917
NCK2	7.82597863487924
OXA1L	7.73299328187017
KIAA0652	4.98895991942631
KLRG1	3.49887792913132
FRAG1	5.03218112529403
ZSCAN12	2.99507470419358
PSMD12	7.35935774896772
E2F4	5.17951871012306
CLEC4M	3.53948827005471
KIAA0999	4.37303916764359
CLDN10	8.20718907888615
MGC13053	4.17036062504933
TAC1	2.86282754785835
GYPA	3.50385387654668
HPCAL4	3.40894813224036
TRAIP	4.05071687705194
MEX3D	3.93271893037126
KIAA0232	5.86281676698015
ERCC8	4.8270462813255
NFAT5	4.62759076851557
GPX4	8.98480583192121
CSPG4LYP1	3.26456759012488
KIAA0368	4.48306711454824
FBXO3	5.86893349053976
DVL1	4.85220601702409
CMKLR1	3.78337836503396
GPR157	3.75520473068659
TYMS	6.33665392372515
OR52A1	3.2654460794928
PEF1	6.05074062082874
ZNF750	3.54428812415633
ALG9	5.12930392988374
MCM5	4.75606720287626
SDK2	3.33215472455541
BAIAP3	3.98692936381743
RABGGTB	6.94052177758293
KCNK7	3.38140313875924
PTP4A3	6.17454675198578
ANKRD40	4.38712305168516
CALCOCO2	6.83707765216775
TMSL8	4.36875621801913
SNCA	4.66909591169473
ZNF551	3.43121256062360
HBQ1	3.56368541024957
ARHGAP26	4.17694101062485
GEMIN6	7.0910839301535
HRAS	5.13763581924686
KLRC4	2.86330428473736
BSDC1	4.9180332974389
DSC1	3.71299238954596
RNF43	4.50519927743514
NDUFAF1	6.10870151326831
MAP2K4	4.98292526945381
FOLR2	6.23006618551575
LYZL6	3.58199929429549
EPB41L3	4.15017306975603
TEKT2	3.85295729193205
CDKN2B	3.46383989039101
WSB1	6.32410869954689
ZNF480	3.57718850053351
MAP3K6	3.68996204533713
PROS1	6.2824888034986
PSMB8	8.40348954924955
HN1	8.60570376424338
MAS1	2.99466496294564
APOL1	5.92792667173589
CSHL1	3.31619630568802
ZBTB7C	2.77509491810341
AHCTF1	5.91901878080102
SAE2	8.85034061585175
ITGA2	4.16398619616667
AP2S1	8.74575535089692
P15RS	5.50819857278274
MME	3.70214604659675
VAT1	6.91984460881531
MAST4	6.15022886178344
TUFM	8.56781615496601
KRT33B	3.35923574697272
THEG	3.66361477976395
KCTD2	4.57453797936806
WDR26	8.593207363712
MFI2	3.37483877373008
KRT34	3.15545227546067
NR4A3	3.62568198043051
SGSM3	4.0429913933847
ARSA	3.89331393815286
TOMM22	5.58352756669721
SOCS3	3.78778501496692
UNKL	3.72931734154864
POP4	8.04272394147308
BHLHB3	8.00005916081887
MALL	5.72056429035178
SOX15	3.60661033999098
CCNA2	4.61787007490523
PARK2	3.42721589711753
GPR124	4.22128708318557
TMEM132A	4.39994348199553
CGRRF1	6.41781054648567
RUVBL2	7.04109211229873
MCAT	4.87070401174273
WNT10B	3.38849506951435
ISCA1	6.68755840358903
RPAP1	3.61591190204935
C12orf48	5.39486575541319
RAI16	5.25082853086971
RPL27	9.20485677274277
EPN1	3.64106511631877
MAGI1	2.96184893422215
GBX2	3.24589618186875
SLC35A1	7.5611356035173
GAL	4.36008096868537
SLC14A2	3.78180072220044
RDH11	7.88162697959779
ZNF518	4.23720193582558
PCYT1B	3.45626704674512
AUH	5.84545626418311
EIF3H	10.2487664000106
KIF1B	4.56618832178363
MBD2	4.64135215192515
AMOTL2	7.21872817768156
C6orf120	6.25675246858137
PIGT	7.07803627451609
PSRC1	5.01511384692189
PLA2G10	4.1226611937685
ALAS1	6.26504024896284
FOXO1	4.99897427488772
C17orf62	7.09251585617372
KIF5C	4.12281425340554
DUSP10	6.13740489614587
CRLF3	6.72354679630059
CLCNKB	3.75170953601388
PSMA5	9.21908356545682
FARS2	4.48796830897343
CCDC28A	5.62038663947144
AMPD3	4.44560155011156
PIAS1	6.40191045893537
ADCYAP1R1	3.29023798344025
TMEM134	6.29682660906528
CDH20	2.98007636837328
FBXO7	6.53850179875722
FLJ14213	5.12383044813576
ZNF3	4.87960559038781
LRRFIP1	6.46038427553662
TMEM49	10.1136965483268
CNOT2	6.94157924303908
CBX2	2.89057090635384
ZC3H14	6.01217251430077
ALDH5A1	4.99325016793702
HNT	4.822646388139
SERPINA4	3.32623306420642
FLJ20920	6.17017446937117
CRTAP	5.94265624563814
DDX50	7.20296406444708
STYXL1	6.69149402584642
TK2	4.24379546641054
BLVRB	7.8380722784315
STMN1	5.77264863115958
GUCA2A	3.269474005498
DPP6	3.40103039862162
GALNT10	3.96318105341175
STK39	5.50242248087054
MMP24	4.29191402187576
CKS2	9.57032303575582
RHO	3.81077048047785
BANF1	8.90981536983233
CR1	3.265198530725
RPS6KA2	4.96855474266186
HMBS	5.98185092910821
C20orf112	4.01725257462904
SLC25A24	7.51868244705784
MRPL22	8.20015132708407
SLC25A15	4.66724074877964
GADD45B	5.30875535687897
TDP1	5.42816487905253
ZNF287	3.62512890028802
DAAM2	4.90482036604547
C11orf57	4.99655149923406
RFK	7.10790841801063
ZFYVE9	3.98195028388402
TCTN3	6.49153802028512
STCH	5.71157739294783
LOC283871	3.84514688231248
NDUFB3	8.47519931244953
DEFB4	5.2863177579636
FPR1	4.33173170472707
FMNL1	3.74947900711473
SEPT7	9.62209439370086
PTCD2	4.44420127527473
GNLY	4.82974828052028
GRAMD1C	4.95361868812296
ZNF165	4.44493323150009
TR2IT1	3.89128318527063
ARMCX3	7.24258697525782
NDE1	4.93352930158386
MAGEF1	6.33856529391615
ITGA10	3.60649772691043
ARHGDIB	9.22730716665935
FSHB	3.4496158035374
ANXA2	11.4506027743182
HLCS	3.70260433398919
MCF2L	4.60033898416735
AK1	5.4156521633018
FH	6.63168952762577
LGALS2	3.66238522418508
SYNPO2L	2.84099338807503
KIAA1045	3.40671001726457
C1orf183	4.4420377367603
MAGEA8	2.99163601911652
DGCR8	4.20608832688511
GSR	4.70019913404203
NEU2	3.63834244216807
HIST1H4B	3.50250879800417
CACNA1C	3.18578329574676
FAM20B	4.95089997843653
HES2	3.43232168207283
PDCD6	8.55542922879193
INTS7	5.86850910101406
AMPH	3.52053835574899
UCKL1	5.19492408934595
ASB4	3.19743763903152
C10orf97	4.97590830242628
ALDH1L1	4.47396159454466
CCL23	3.2877246367697
OBSL1	4.91432682297721
SLC12A7	6.51545357570299
THAP4	5.59822712277399
RBM4B	5.17483594880341
OGFRL1	5.17594557299093
KIAA0831	5.71995286925142
C12orf11	7.13515533264725
PPP1R15A	4.93963615310905
KIAA0240	4.52962142690179
CD1B	3.2559834572047
FCGR2A	6.7642807920085
MDC1	3.94932339999932
MAN1A1	3.59646220070973
KRT9	3.37334722407249
HTR1A	3.35288936921813
OCEL1	5.3506697319994
ATP11B	5.0382636166377
NLGN4X	5.23441780284332
FBXO34	6.71744204355646
ALOX12	3.59313120854875
RB1CC1	6.42602552699946
PCDH12	4.5946233680361
RPE	5.44064920309688
EIF4E	6.64876274324065
CSDC2	4.0505772291703
ABHD5	5.69590633710919
TMBIM1	6.57335502754997
PET112L	4.03076512159668
P2RXL1	3.14086751932852
F2RL2	3.46781895602337
TRMT1	4.84824192280704
IMPG2	3.67304957811365
LRRC32	5.52938348738204
BGLAP	4.74792548538512
HTR4	3.26353298336894
MRAS	4.4389617356621
TRAF6	4.40837289296094
AXL	4.73833124657173
ATP2C2	4.13566795831077
LMNB1	4.38858414378118
TELO2	4.10174169297562
PNPLA3	3.35041372179776
CSNK1E	5.62398427312388
SRP14	10.5107976031267
KCNQ4	3.17868779529806
PIK3C2B	6.21317780721442
C15orf15	8.67621676139206
TUBB2B	3.72156901770365
USP15	6.16533072555363
C12orf41	7.32485735448172
CEND1	3.81177203834214
RNF31	4.44559473080849
TCEAL2	4.30948412543021
PTGER2	4.59010295108161
UBN1	4.59674266817011
SLC5A7	3.25356143976467
SLC31A1	5.85008838046067
ADAM29	3.44475330983574
ST7L	4.5448340534581
GFOD1	4.59804579659516
CTNNA1	8.27649149159781
HRBL	3.75805411052083
CBX4	3.34546291117634
NTRK2	3.44726121776583
FOXN3	4.46314853102154
MFGE8	6.45939146794702
PFKFB2	4.14430862476869
TAS2R4	3.32991018276926
SH3TC2	3.48580585170871
IL10	4.49174767093463
PXMP4	5.577216857804
RNF167	5.77117832130247
PRMT5	6.37524708856047
TSKU	5.86048033438484
ATPIF1	8.50002490516458
ETV3	3.18865946916273
PAK7	3.13415272802668
PDLIM1	8.50055392456525
CEP63	4.90427923393118
WDFY3	4.11923054863379
RNF126	4.33944296232682
DPM1	9.09295339694352
CLIC4	6.12967685259263
ACR	3.71655616139846
KLK7	8.86082233765456
ALOX5AP	7.7503306970097
LRP1	4.99074886455795
TNK1	4.02421612467419
TAS2R9	2.95231779187473
ZNF16	4.64082390932426
POLR1B	4.82282267285908
SLC8A2	3.47223679750798
OLFM4	3.07217955522609
TACC1	5.40415615623401
SAMHD1	6.27005573962052
ATP13A2	4.36105237526823
KRT4	4.33600061386461
PAX6	4.6045273269559
SCG2	4.75609530832887
SLC17A6	3.24042989704617
TUBB4	3.84641079445158
PADI4	3.03779660338779
FMO3	3.5203194179711
NLK	4.10644089608184
POU4F3	3.27400839524105
MDM2	3.55799765968906
CAPNS1	8.83962189318277
SDF4	6.16892945175258
ITGBL1	5.32189892633491
TAP2	3.79690939849444
OR2C1	3.66688580871582
KLHDC3	5.71244922856785
EFHD2	5.40054046241691
GALR3	3.42028035442943
NBEA	4.52970708505373
ABCA6	3.00251786335398
ABBA-1	3.74440673775572
GNAI1	4.59981661379830
CLDN3	6.95776451748198
AKT2	3.38097926192302
EGFR	4.09071575378863
VPS4B	7.06464640243093
RBM16	7.13504648976934
GALNT6	6.19827851399452
ZDHHC3	5.63617221623304
SLC25A4	5.86985370244322
CYB5B	5.71646960517927
NDRG1	8.4201930873273
SESN1	5.891544266121
GBE1	7.84190385982727
MRPL46	6.16085269433385
CLASP1	5.24163044983971
FARP2	4.10002945442008
ACOT11	3.92424710071677
LDHAL6B	3.12850367593732
MAPKAPK3	5.93894053886224
NCAM2	3.0115427517603
AFAP1	4.25687942185988
PRKD2	5.33895164257668
OR2H2	3.50347262530026
ZFP36L1	7.14954526073097
DZIP1	5.17789243355869
GPR161	3.89259960436505
RNF146	4.79571835512854
NKX3-1	3.97538628245913
CCNB2	7.29592402077787
ZNF10	4.35273341885676
WDR74	5.2244462987436
FAM134A	6.77525490219586
PCNP	8.50140413164792
PURA	5.2057057135429
DNPEP	6.59028470708825
ERBB2	4.53772779774257
CREB1	5.52866752579802
NEO1	5.13574169002363
DDX3Y	3.3111977095857
RPS3A	12.5116401077003
MXRA7	9.57178457904017
LGALS3	11.0669471441290
GLT8D1	6.73282574756873
TMPRSS3	6.77355325793507
UPB1	3.43662145118853
LAT	4.39013444238074
CLDN14	3.73814670016463
DHX38	3.60820574494074
KCNA3	3.10853131612788
BTBD1	8.50640613650384
TARS2	4.74693516116236
SKIV2L2	7.13535843185801
ABCF1	5.92662229575324
CDT1	2.93175376341316
ZHX2	6.27729506324672
FCF1	4.87532724370096
LRRC49	4.63042689316231
GUCY1B2	4.14813425154241
CD28	3.46264754686524
SMARCA4	4.43099685930653
SEPT2	8.9654021629072
SOHLH2	3.46274950468966
MCOLN3	4.61250206050054
LRP8	5.08755299780882
TAGLN3	3.62261211218246
MASP2	3.93941286842923
GPATCH3	3.89860092614081
TTRAP	8.37236333762064
AGL	7.11654020767322
NFE2L3	4.64116789552326
PSD4	3.75183649093506
PALMD	6.21505791268046
CCNB1IP1	7.92929941012944
TMEM43	6.47645525285435
OBFC1	6.7513986893155
STAT5B	4.19294277069307
C14orf79	4.08200330439875
ENPEP	3.6712604075936
SSB	7.94415744399182
SCT	3.29539845291716
TIMM23	7.10992994197175
SKI	3.52142947088304
SLC22A13	3.00323068572746
AKAP3	3.60504019291611
OAS2	5.72163096863514
KIAA0423	5.55873739664935
SEC61G	9.87123212153713
CAPN11	3.33144989594581
TMEM50B	7.86595740231906
DEGS1	8.23907695057723
ARHGEF4	3.52515121701198
DBNDD1	4.26657911023944
TBL1XR1	4.56308929845212
FAIM	5.55978888928289
SP140	3.20398314459782
G6PD	5.36571050176473
NUDC	5.62756293902928
GABRP	3.84058413170691
SCARA3	5.24333090485042
TACSTD2	5.66303760567815
EIF3J	6.73782590439281
PPP2R2A	7.33526058342166
CPA3	4.72936246691153
PVALB	3.9614116279426
BCAT2	5.46524291856037
MFN1	6.03401137204164
F10	3.08759621268938
