Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642
Composite Element REF	Signal
C10orf95	3.77988193239366
RBL2	6.98566251571651
JMJD1B	7.37123252726025
PPP1R10	6.72333045252292
C1orf163	5.89476504026808
CSE1L	7.76996331419367
ASRGL1	6.30341176119962
RDH16	3.97685041616247
TOM1	4.06078761163062
PTX3	8.25220833955317
CENPN	4.44035823076826
TTC15	6.97771873464453
TMED2	7.89298705370912
ANG	4.83012860240433
RCAN3	4.31939373519017
CINP	6.33338331996608
U2AF1	9.33499009820986
NMT2	5.54276857517893
OSGEPL1	5.3477073261832
DFNB31	4.0543752819587
MARCH7	7.35444310365014
SLC6A20	3.17057945716568
PFKM	7.35594611874734
SGMS1	6.44525296666947
DKC1	7.40105280065988
MGC5590	3.09855549816837
CREBZF	3.81938507909858
DAZ1	3.63053609861272
RIOK3	7.3281092369125
PRPSAP1	7.64865282447096
GCHFR	4.72323805123955
LOC196993	3.14723815876595
UBD	6.6815148847883
ATG9A	5.71777116809805
S100A1	9.28075944466914
RPL6	11.4235606706392
TMEM40	3.50256816079926
DNAJB6	7.17406239270588
ELP3	5.59165804664921
ZNF787	4.37979584128795
KERA	3.14873087225471
PELI1	6.35105581952113
PPT1	10.7733725590659
SLC35C2	5.1309627907098
MT1X	8.03955749868315
UBE2B	6.80977980393777
KEAP1	6.70371129640144
MST1	6.10705644389684
MUC4	4.28037885747477
RFC4	8.49934982284676
BCL2L13	5.37858710843321
GNB2	7.89940698899538
NUP50	5.08884677922329
SULT4A1	4.02907823892221
S100A8	5.81782390462082
C7	8.78017278276185
CCDC130	6.19693584945709
RQCD1	3.64715020062133
AYTL2	6.7987729666185
MTUS1	6.71871033410316
ARFIP2	7.32382443580131
UROS	7.10878158032952
LEMD3	6.873537421637
PLEKHF2	7.27387796182747
KHDRBS2	3.20929241807583
HOXA7	3.64771104127592
POLQ	4.09864046694403
GTF3C2	7.41942339170026
SOAT1	5.10880725826665
SPAG4	3.7273333356104
MRPS30	7.01537336385447
MR1	4.68055150416406
UBE1L2	3.95335110654208
F8	6.48970882909484
KPNA5	3.0253161687382
ACHE	3.19444802740129
TNFRSF12A	6.41755948301318
EGR3	4.51769437490841
TCEB3B	3.29423805098018
ZNF184	6.36951308245856
OASL	4.40921766434044
SERPIND1	3.11736424644623
IFRD1	6.99287257417221
SPINLW1	3.09799849950486
KCTD9	5.81850299396213
PRR14	5.94083340958054
ZNF267	5.92646919866359
PPP1R3A	3.11475428584488
ZBTB6	3.32114487971573
ACTN2	3.58056934385714
TXNIP	10.4973614217925
NUDT3	6.05965967525967
DFNA5	7.39363044496173
RPL36AL	9.7225816964071
KLK15	3.56263104902473
RAP2B	6.45536221614465
CHAD	3.39988195851270
HEBP2	9.70492524222067
GABPA	4.13738456939075
CAMK2G	5.75094511912219
TLR3	4.30283426324548
FGF14	3.12731757791774
HMGB2	9.00842776716628
POLB	7.83771694789348
KIF3B	6.91345025884216
C3orf27	3.53803342082132
MTMR9	6.20268986681118
SEC31A	9.66890780918365
TRIM58	3.19504202864597
TAS2R14	3.15470950365306
NSDHL	6.06215255775372
GLRA3	3.03039452686967
VPS8	7.26292138014111
H1F0	7.20100543430943
PRKCB1	4.1927617634521
POLR2D	5.04752351713805
UGT2A1	3.29079116206595
TOR1B	6.1957598231436
LSS	4.97996589808281
TOPORS	5.80762780814571
HNRNPC	8.80309329179567
TMEM100	7.11965895505948
DHRS9	4.25238377293511
ISG15	8.90748310320577
DNAH2	3.71823424163787
ZCCHC14	4.7855585295172
FXR1	8.26065398034613
ZMYM3	6.51023900070617
CREBL2	7.35877526407849
TGDS	6.29517154907784
CASP3	5.78597970471859
FAM120C	3.19171288884924
KCNQ1DN	3.55256849308703
SCLY	4.17847854808269
CACNA2D3	5.12447585580283
CA7	3.30204047108535
ENTPD5	4.0028031718877
SUCLG1	9.6705443121362
PDIA5	8.46657040681149
KCTD20	4.49862354384257
WDR47	6.32528761060638
KLRF1	3.46727841559775
MAGEH1	6.58656826867709
PRPF40A	8.10104033303697
SMR3A	3.07105443620654
TAS2R16	2.7704842432443
SPINK2	3.43669070354627
NPY5R	3.13764707521696
IRF4	3.73317331557738
PRKCE	3.70929315182209
ITGAM	4.75960926427551
RGS2	7.07480784848887
DDX19A	5.44414552927469
PDPN	6.17493299501783
TMEM34	6.43504566556214
MST1R	4.1143814571237
MGAM	3.77489632020395
COL3A1	11.6413891988449
PTMA	12.1632235399391
PRDM11	3.41311512987759
NAPA	5.94574387129647
DIRAS3	5.59516743132426
LIPF	3.34597136861148
PSG9	3.21612415872684
ASGR2	3.47186111033142
ARHGEF11	4.64661990249409
PIK3R4	6.27527285986332
IVNS1ABP	7.92870540684117
SIGIRR	5.76200452334424
BTBD3	7.136770566422
UBE2NL	5.36806465291398
PPP1R2	5.51592813799608
FOSL2	5.06207612062939
IL1RAPL2	3.3419666641517
C4orf30	6.03548393423087
TUBA4A	7.49681136405761
SEPT4	3.77805516573414
SFRS2	9.12798078607808
EEF2	10.9313831710993
ZDHHC11	3.32325010437069
HNF1A	3.48470540072414
EPHA3	3.09947639564612
PRDX3	9.66601059560365
P4HA2	7.31029283570394
RFWD3	4.84753702809484
RBM12	6.78424313680172
H2AFJ	3.34808853243232
EDIL3	3.61007254198014
LOC200383	3.5084860941982
SERGEF	3.93342700572677
B3GALT4	5.6458089207588
SMC2	5.70802086828144
LOC90925	2.92389506174385
NPFF	3.37678436013045
DEDD	5.44106844981701
SCYL2	5.1175468795374
PTPN1	6.14644049100487
ZNF174	3.80638146673655
MYH14	4.19394083660309
CCR8	3.34617892255929
SKAP1	5.23063720289749
GADD45G	4.45095824569375
PILRB	4.98051589879271
IFITM3	11.3607258777482
DNMT3L	3.56094104438943
GPATCH1	6.37201826063742
VPS37C	7.06070994788345
DSC3	3.10579503925742
TBX4	3.12016730493792
B3GNT3	4.97006770069894
LHCGR	2.98333618327063
SAP130	6.98384063894888
UBE2S	6.48368331956191
CNR2	3.89758117414791
PCDH1	3.64941133479123
ATP6V1B2	8.48119178498483
PLCG2	7.59192495850596
CAPZA1	10.2735649873346
GLRX3	8.8407563177611
HRH3	3.39545411879383
KIAA0247	8.2174998273251
MGC15523	6.6728234774503
CRYGD	3.15834665446488
HTR2B	3.99704049879907
CCR1	6.04792517423359
NUS1	5.4979084687988
DNAJA2	6.79770535486994
PGRMC1	8.82513639316729
UVRAG	7.02859627124538
ITGA2B	3.30878104355316
CLDN5	5.2264357131626
PTPRN2	3.79428794277199
PSAP	10.4553709963297
MYOM2	3.60493548581437
CHM	3.21665173234406
CCNL1	7.95303052944491
FAM105A	4.68115775489693
LYN	7.22816811002958
DUSP6	6.91972724675447
TGFB3	4.86239274978457
PCDH11Y	2.73823433687676
NAP1L3	4.86438198786105
ELK1	5.27131583441503
HGD	3.42168001926706
C10orf57	5.60962604741427
B3GALNT1	5.28188858033704
AARSD1	4.63548764214309
MYO3A	3.12414103730304
SERPINE2	9.9177169739088
GDAP2	5.06235928011884
MAPK6	8.01418209434884
COX6B1	11.0911205811666
DNASE2	6.88582240021179
MSH5	4.03082909469458
LGMN	7.95774609980308
TCN1	3.54110500715508
SLC24A6	5.39370912285044
TATDN2	6.71573780398367
SDCBP	10.5808514229784
NUDT11	4.67023244188191
LILRB1	4.86881389050215
PYGL	6.78474965208328
P2RY5	6.47149189927672
SNPH	4.08483157708717
NUCB2	7.09725239170098
B3GNT4	3.97210711939895
SNX27	6.05620440233407
C2orf37	3.05625766382051
MIZF	5.78338965625727
FOXO4	4.51185132037406
NUBPL	4.2661332697107
NOD1	5.41313075802903
ID4	6.03716435360018
CDH22	4.14648974636592
PXMP3	7.89678896166018
SOX5	3.76486885798848
NUBP1	5.34131358423522
DSCAM	3.52278815565867
INA	3.92016228392198
DGKI	3.29059727839914
MCOLN1	4.49323184517260
FAM136A	7.81419391499757
RIN3	4.26849417062317
NFIX	4.21095532145359
SLC16A6	3.68597947594575
AKAP1	5.40175151750328
PSG2	3.33238654036629
HIBCH	6.42004797319845
PLA2G5	3.5910723564101
TIMM10	7.24574751686244
MED17	6.61138462986514
PSORS1C1	3.99053568968651
KIAA0495	4.95614055622995
LPA	3.26660312852460
PIGA	4.66681431189952
COL4A4	3.29532585878297
LY75	5.25550105010067
TPP1	7.99274458461556
UTS2	3.12374868641454
GJA3	3.3142972355845
GALNACT-2	7.12787549282367
RREB1	3.21524814405541
TMPRSS5	4.06930438106289
MGC3196	7.68666465942415
FLJ31568	3.47044340528108
DNMBP	5.10532508539633
LPHN1	4.89624868906118
NQO1	6.20033889386484
ZSCAN2	3.05578982181263
SP1	3.68418936739506
TOX4	5.90062168813445
SEC24C	7.98496172524532
HSPA9	8.05083642216866
APOBEC1	3.06493168856967
SURF1	7.73162128739804
LSM5	7.14086034405929
ZBTB1	4.72338441130193
GTF2F1	6.1613819532238
DUSP21	3.15130785807138
RPS15A	12.2614527893213
TAF1	4.40633919076455
GINS4	4.22520876108000
MYO15A	3.25156085627853
AP1G2	5.37532438881591
RBM42	6.99435930718806
HCN2	3.26381147211456
UTP3	7.07963874999325
HNRPA3	7.4241266826977
CKLF	7.42036723071918
U1SNRNPBP	6.25997925508597
FLJ20674	4.14672170563142
RUSC1	8.21326652272476
MBNL1	7.42741912025303
NUP160	4.44465323133363
GRIK5	3.95792982333342
USP21	6.47860448354035
FLJ22639	3.42863019164692
HAND1	3.24638224576084
ORMDL2	8.4080720966106
SERPINB1	7.44825282535218
FGA	3.16296856592449
PRSS7	3.12520281654326
IGFBP1	2.89778905901575
SLC1A1	3.84900357101317
DHX57	4.94387379732015
PSAT1	7.87810396940592
FLJ13195	4.78062476643988
GDPD3	4.19355062630849
PTPN21	3.63917032988237
TBR1	3.21806593283977
TBC1D1	4.99539038792276
IFNG	3.14730741932142
FOS	8.40934341149019
IQGAP1	8.68139724545629
ZNF226	4.55099038397402
EMD	5.32538259562417
RETN	3.91021176781933
APH1A	8.698429031103
C14orf1	5.8407244365618
PUS7	6.6331135232855
PAFAH2	3.82453345027099
NPEPL1	4.91497703310202
RP11-114G1.1	3.57284210214901
TUBB6	9.4839412134585
FOXL2	6.05789358670173
LATS1	3.63350968441768
BAZ2A	5.18879376491382
KCNQ2	3.0403753485321
SPOCK2	7.94684426876074
MARCH6	7.73267061353331
MGC10334	5.8263951585042
HTATIP2	5.99276714133058
CENTA2	6.65792854525126
FGF2	3.81979464415373
FXYD7	3.15469111871521
CCDC33	3.52786139060485
PRODH	3.86916230392535
DDX6	3.24422720892284
SLC43A1	3.75279212430537
NTN1	3.46239268318640
ING4	6.03238058346026
DPH2	5.82997526667092
ZNF313	7.44474105311952
VPS28	9.1428086781584
FCGR2C	3.62511786105388
DIAPH1	5.92314501569724
CEP76	4.49112755989456
CORO1A	6.27398791356619
TRAF4	4.13518900180262
ZNF460	3.19501588751816
RRM2	7.90322091332338
EDG4	4.53951181686145
OS9	7.98006285430883
SLC4A1AP	6.45556790930008
COG5	7.35739253013467
COPS8	7.36774626966654
NGLY1	7.77433515349827
AKAP9	5.30352937907788
NCBP2	6.92916014481106
C17orf42	6.00447457769382
GPSM3	4.80631950986162
SLC20A1	7.69836183626331
SIL1	5.39741129213042
LDB2	5.7688067361361
ASB6	5.14559123198347
KLK5	4.38692472544422
SMAD5OS	3.17122124456314
UNC93A	3.38175482237773
SPTB	3.96268502820281
EFEMP2	7.38052223336355
EFNB2	8.14995375518348
C21orf62	3.23376696409662
PCM1	6.46957748216511
FMO5	3.83359428317599
TSG101	9.10688876748397
CEBPG	6.7598004301248
GTF3C4	5.31529511541357
ABHD3	5.26604531504224
TNFRSF1B	5.2775845289434
CLEC1A	3.69591982045423
IQSEC1	5.15038367335937
PIGN	4.92241663004095
PATZ1	4.47818217781529
RBM22	7.72473262123256
AEBP1	9.94520313826665
BAG2	6.12999687296132
PAQR5	3.33381704537822
C9orf127	4.65982086002215
THNSL1	5.26470860238194
ANKRD2	3.76592816878694
JAM2	5.96173202605829
SNRPN	3.1723989705696
ALX4	3.34916836265023
FAM130A1	6.12765024333365
CACNA1S	3.37638919922304
TRIM38	7.83642179578496
CORIN	3.65287516301201
TMCC1	6.11753911176036
PCLKC	3.50473608132754
PLEKHG6	3.76938831930554
LRRC40	7.50387983144759
SMG5	5.79540555191339
NCAPD2	6.7861599285414
WNT2B	3.4770657622764
DCP2	7.29983712586496
ASNS	7.11417220510361
MRPL49	7.84342204988111
TMEM24	4.83046636723285
RPL18	11.1058437842110
SMU1	5.46064536798045
ISG20	5.81734507253997
CASZ1	3.86790111929635
POLR1D	9.18772508867817
GIN1	5.39397680499602
TMEM177	5.64337676007814
CDKN2AIP	5.89511584348154
KRR1	6.6106487687207
CXCL1	5.58183786363808
C1D	7.88882572854907
EPM2A	3.90854141800170
LDHC	3.7752656542593
PC	3.86230817735616
PDZRN4	3.20782491466114
FAH	4.39197590671184
UBE4B	4.92646621256592
NIT1	7.09425088524939
CDC2L6	5.78971312694839
BTN3A3	4.85431293954134
PAX8	6.29130660560721
PRO2012	3.17504602963083
BEX1	4.295268817972
COMMD3	8.98095355266477
MRPL40	7.11571061868445
SLC2A4	3.38367067822782
SHFM1	8.83904449182549
PKMYT1	3.46685340314940
FEZF2	3.36536783478864
DUT	7.92455012623041
LRRC59	8.66621500760624
LY6H	3.00750554339459
MAP2	3.74788318999348
LYL1	4.75749327077101
EDEM1	5.92640911356988
NOS3	3.49248218634372
ZNF34	4.21296089113534
ADH1A	3.14669389734545
CYP11B1	3.30396367387226
CDC73	6.55366409372263
GPR172A	5.89276078407568
GSTM3	7.11207928695372
C19orf54	5.43657125703488
KCNA5	3.2245564031236
FLRT2	5.47038320231863
WRN	5.09468757810035
ANAPC5	7.5407863206637
SDF2	7.18251362451078
KRT8P12	4.40880913709666
DZIP3	3.9163204985202
C15orf24	8.48481539757532
NFATC2IP	5.86152578925744
RIT1	6.52683733116816
RHBDF2	5.67661116213498
SCML1	4.0453660671358
MED9	3.79509168971503
RAB13	10.1366812436591
FBXW11	5.96402096043409
ETAA1	5.32464410087557
C14orf131	4.31912632403341
SLC12A5	3.59730082496265
PHF14	3.170091165332
NRIP3	5.11751121082855
TMEM121	3.22370081238685
NOS1AP	3.96442045896115
FAM3A	5.46084693551957
RPL13	11.7043739686948
PRDX2	8.75320123996718
SAP30BP	6.58616679373492
WDR76	3.34551407630125
PRMT3	6.09617047702111
TRIM10	3.52122265178123
FAM82B	6.42603410353097
GCNT4	2.9705409208895
MAP9	4.20436681205868
GPRASP1	5.29673056522928
CXorf36	3.74057484394733
CDKN1C	6.54654502240106
DSCR3	5.4584306451366
ZFAND3	6.50181022156616
C7orf43	5.08496827276697
HSPH1	8.62021400736857
SPSB3	6.77658051973714
AQP1	6.38854210351457
COL17A1	3.6208679535337
GFAP	3.26011382327902
CDC16	7.93115166039258
KIAA1614	3.37711757296933
PRSS16	3.89095519112489
KIF13B	6.3425612634423
PCDH9	3.14853306047836
MKRN3	3.49254990873735
ADAMTS13	3.970674054666
ITFG1	8.09181822596878
TUBG2	4.20821381448062
TTYH1	3.62230177153008
SFRS7	8.96076363757922
C3orf18	5.0832847002217
FLJ13236	4.17796054207863
C18orf25	3.77555532689018
EXTL1	3.32782014237601
RANBP10	4.17960587527566
RARG	4.2946256564137
MYO7A	3.52440050908502
SFRS18	7.86133921391798
CD96	3.44461772201467
ACVR1B	4.23564454670216
DENND1C	4.1285011587152
RBMS3	4.0354126156694
SLC41A3	6.96918580319781
PSMD1	8.78995724231278
DGCR6L	2.75653016024626
ILVBL	7.15903996165221
CSNK1G3	6.12075662095985
RNF186	3.54198115031898
IFNGR1	8.39854552170157
MAGEL2	3.94294952509186
TSPAN6	8.03322032609685
SLC29A2	4.08379304537041
MSL2L1	7.09633216441667
MATN2	8.352731668023
ST6GALNAC2	8.04302411193755
RBMX	8.67722810499616
MPP3	3.66805817595126
FGL1	4.09305659400219
PSORS1C2	3.53601416211063
RAD51L3	4.07441720084912
ARHGEF6	6.83088449797625
TGFBR2	5.8329833766025
ORAI2	4.81345035956383
CDC123	8.8335517240451
IL33	3.87986701717685
DEAF1	5.32769791057958
AMN	3.30548580810769
MSLN	8.57909296249104
DEFA6	3.21289396994811
WWTR1	4.9404606618611
COBL	6.20903623345834
PPP1R16B	5.71805714323291
CIB1	7.848442998795
TSSK1B	2.97480509553176
GAS7	5.41195223053662
MDN1	5.87194470686234
HAAO	3.51768836851172
HLA-DRB1	11.0449773665978
CTNNAL1	7.11705711072586
TLE6	3.34806826522739
CIT	5.32415334680974
TNFAIP2	7.07059431664738
FOXN1	3.37515493275813
HERC4	4.26215063165414
DRAP1	6.27347634631152
PEMT	6.71870239180736
SLC38A1	9.09978087704119
ARHGAP6	3.78057961449036
PHF20L1	4.28167114290255
MCM3AP	5.22085107594828
MYO1F	6.03408695908052
RAB11A	7.91534201494034
PTBP2	7.03632556252499
SNX1	5.73956668692139
CTB-1048E9.5	4.94369238797102
C19orf60	5.5027457490149
C7orf25	5.60548302217633
ELF5	3.06074457554835
HOXB9	2.87030817881152
RBM8A	7.6345455312541
PARP3	4.29626061428906
ITGA9	3.76995635509933
ZFR	6.44573780313323
VANGL1	7.27724496843457
FLJ20699	4.55060072390191
ACSL6	2.86654073583338
CHAF1B	4.01480372678504
NDUFA3	9.35462630816198
FABP4	3.59551598856713
KCNB1	3.12809378284554
CANX	8.66224254092642
SLC25A28	5.21112559208569
SHARPIN	5.89516762897902
ADIPOR2	7.31605029083665
TTC23	3.75803143298356
UGP2	9.92495871117558
ECHDC2	6.84461756295239
CIRBP	7.61802718770877
SEC14L4	3.47742848518824
SMA4	3.87156688590256
FRZB	5.97914613087897
PABPC1	11.5546332298374
APOBEC3G	6.47826415503789
CUEDC1	5.43368247042455
CLDN8	3.31783585112004
VPS52	8.7367551408454
LOC23117	6.43439241915788
FAT	6.79486271652532
M6PRBP1	7.83951079477885
PPM1F	5.37177916969002
TSR1	5.41397481415076
E2F6	6.25032560051074
TMEM126B	8.88450592818183
ZFHX3	4.63851170348079
PCSK5	5.40079776154649
HEMK1	4.88237830004714
GIMAP5	5.50656315743319
DPY19L4	6.63043500331205
FAM77C	3.47827625369133
CTPS2	4.33468778733819
NDUFA9	8.5726375516216
SCRIB	7.17154577243015
AURKC	3.75174742960166
LOC51035	5.83627404010393
RSRC2	7.81843180309853
ORM2	3.89405781031612
FAM115A	5.79068983775438
EGLN3	3.81276937670876
FZD6	6.14938136536088
PITX3	3.74466572248101
GPX3	11.7353976709459
UNC119	5.0757903691306
NOV	5.7418449772484
GRM4	3.21079899948067
CABC1	7.18844487180239
KLK1	3.74939123239011
GPM6B	4.19452407561549
RRAGD	7.82585163624357
EIF2S2	7.41497524021587
RNF130	8.50847376266434
CKAP5	6.88941205266509
UCHL5	5.86960372646435
C10orf18	8.30730769450277
TMEM93	6.86817739503593
KCNMB2	3.73298800468122
AIM2	4.06692859118744
PNO1	7.32123628361406
ANK3	5.57787687140904
OR2F2	3.34717000704581
GNAT2	3.24933324816889
KRT5	5.64866774407662
ST13	8.36026707611015
SIX1	3.3388875982633
TIMP2	7.44377901837768
CDH12	3.33046983342732
ZMAT4	3.41011138376091
QRSL1	4.74299901064051
CCL15	3.76598814277816
GTF2IRD1	8.39832109593983
CCDC22	5.21965037923208
SNX24	5.37319585973681
RARS	9.30475849735458
MORC2	5.83282937844575
FAM48A	6.62431946704297
FOXD1	3.08447948147943
COX4I1	8.16439921647379
DSN1	5.0693188056185
AMT	5.44575548098812
GPRC5B	5.92367376980239
CTAGE1	2.99330165819343
DTWD1	5.33387217293719
STRN4	4.79800737281233
KITLG	3.06132504230477
HSD11B1	6.57953646138468
HDGF	9.98111143103155
KRT6B	7.36206273691425
SUMO4	7.04643828424364
ARID4B	5.86931021293746
SATL1	5.16474706863451
SETX	5.89236345283542
DDR2	6.33868552049767
KCTD12	9.59797944096931
WWP2	4.81064635218195
CTSH	8.32874750592552
FASTKD1	7.84384343805343
PAF1	6.48795739499252
IFT57	7.93830445249802
TMEM2	5.38817630149453
ZNF592	5.22052284008801
TNFSF9	3.55410376442241
PPFIA4	3.39655565760951
CFP	3.91664642118757
DCTD	7.35442870994583
CNIH3	3.87783894727428
MAP4K4	7.26754467327489
ROD1	4.02522203765078
MFNG	3.93284506005717
JMJD2B	5.5433897800934
DOCK3	3.71555306758343
STX16	6.20156234452435
ALDH3B1	5.62680075904975
THSD4	2.9735311422966
DLAT	6.19407629534313
KIF21B	4.32317147504979
FEZ2	6.36503937477598
CDC5L	6.74910710438388
KCNJ5	3.68179763034418
LMNA	7.26488352432243
TBCD	5.12558310653692
ZNF250	5.949939958194
CASQ2	5.09712666299996
PEG10	7.10090034085517
TPSD1	3.2347306156594
PRAME	3.95356833719875
NP	6.97711297601434
ZNF12	7.7956090749222
XTP3TPA	8.39761470983752
SIGLEC7	3.80345242352849
FAM70A	3.92417006554442
PANK4	5.09787588915171
SNED1	5.3496393449279
HIP1	6.11816309558662
WNK1	7.23473602350885
AHNAK2	7.8030416420093
FLJ10490	3.56444165915024
TOE1	5.8326632930447
RECQL4	3.69259283596974
PPA1	11.0394644595961
DPAGT1	7.34862375381931
HAS1	3.85631096693427
ST7	4.5317505308365
MAGED2	8.77349812504465
ANKRD55	3.57289077835861
TRPS1	6.49497835604882
POPDC3	3.17977472379461
ACOX2	4.2785139738123
TFPI2	7.32756415629966
CYP4F11	3.18407309209798
PDHB	8.21273592865919
ERN1	3.65753358245217
LHX2	2.96242009393675
B3GALT1	3.32439112172567
ADAMTS5	4.24055887703534
NOTCH3	5.30722457757177
C1orf116	5.64721158750472
UGCGL1	5.29341706064906
NF2	3.68935457788107
POM121	3.98913789143000
CLPP	7.32026426997713
MTMR3	4.05064116002087
ATP1B3	9.42086923722163
TMEM16A	3.28341989968392
HIST1H3F	2.91091688746957
TRIM25	4.04712357920239
CRKL	5.05772488942734
HOXB2	6.25779496821905
ANP32B	9.54467961061518
NUP62	6.04398780785741
GATM	7.07163371614917
AP4E1	3.33943942824984
RASA3	3.10873468900414
EDG5	3.26515001763626
CDKN3	6.61163970083833
CDH4	3.05338999603527
PGD	7.31406788978575
TMEM168	7.3281782822029
RND1	4.07792352454369
GAD1	2.99046202754652
MPG	6.13627038159302
ZNF133	5.85922888327198
LOC440350	3.49483984066292
FJX1	7.27019008429096
CLCF1	5.43993231179645
AMELY	3.19616069538343
PHTF2	4.9700806941622
IGSF2	3.52763127324121
TFF3	3.74832226432922
NDFIP1	8.07032390748362
IQCC	3.80307781676744
CUTA	11.0159955038340
HEYL	3.59253664967223
FTSJ2	6.40145519663416
APPL1	5.44973707115056
TNR	3.26925754281295
WAC	8.58007036688809
ADCY9	4.66702153459034
PYCRL	4.07973330246509
PCGF1	6.5622692132276
PTPN13	4.34310653823526
AGPAT7	4.7202456153901
SSTR5	3.47345382311211
CDKAL1	3.49833210193076
PDYN	3.36869694638674
SFRP1	8.31337797270679
VAV3	4.46332916706474
MTMR11	5.70339130580111
SUOX	6.33331520586067
IDH3B	8.2503948560019
STXBP3	7.6500072467469
EIF3G	8.87295249721307
GOLT1B	6.26222935978303
ARHGAP22	4.11000292920836
NPFFR1	4.23250627150682
NPC1	6.58545577728042
ALDH9A1	8.48359857468986
ICAM5	3.74252058841961
ADD2	3.41980372691598
RASSF1	5.13300012537506
PITPNB	8.71982391264468
PAPOLB	3.31603219335935
URM1	5.97303139157521
TMEM106B	8.00929232951219
LRIG2	5.18476368106739
SLC27A5	4.80806695104716
CDKL1	3.55543905897457
PRODH2	3.77614735215642
SFRS11	9.12190070945377
IL7	3.14049435800012
SCN9A	3.20509087430538
BTG3	9.06841797770481
PAK2	6.30535081353764
ATP2B1	5.88066194207873
GATA4	4.82155290290373
PRKAG1	7.22779718309658
FAM64A	5.67564676137969
ATF7IP2	4.32136622135686
EEF1G	12.0352488213446
INCENP	3.60647039121600
SMAD5	5.32850606525383
GARS	8.92870983386508
CDK10	4.25490750696776
HLX	4.30992759176282
ELAVL3	3.93698319953864
MDM4	2.90785631033555
GNL2	7.47153704805702
CDX1	4.66363269398514
PFDN2	8.45680320703976
ZNF200	4.63435807670973
NDN	7.89005335614368
PRR3	5.85783562095042
HBA2	6.38892777702536
FBLN5	7.92718333190606
PUM1	8.84718994851796
CCDC88A	4.55508395965159
TNNT1	3.39982369126992
KLHL24	7.48871811021682
HNRPH2	8.46309762948846
RAB7A	8.12150790682727
SGPP1	3.75882544295721
PMS2	7.05331839699979
ARNT2	5.52460699270907
CBR1	6.094946857306
ITPR3	6.79932362250966
BIRC3	4.79444373036925
NRSN2	4.78622485147498
SPOCK1	4.57615930779971
H2AFY	8.2996624789294
RXRB	5.18924741103118
ZNF638	7.80755735600354
APBA1	3.50106099801117
RAB2A	6.87624151384397
ACTN4	7.90515697826745
FXC1	5.35893244016696
C6orf162	4.38892081584912
HPSE2	3.99255331369704
PLCE1	3.39150360069033
INSL3	3.23987745273867
PTPLA	6.72289808441861
EIF2B5	6.68002089280007
DLG1	6.0455047205437
PINK1	5.95341105694532
TFIP11	5.65809868496815
VPS33A	4.63351722295344
SKIP	5.29978892542306
GRAP2	3.12623230043858
GAPDHS	3.26884022183006
POLR2G	9.15538216945144
CNTNAP1	4.56095654946424
PSTPIP1	4.16133874000127
CYP26A1	4.36533712828147
APOL2	4.34520299680756
TACC2	6.6154367895462
CNBP	10.6188114872130
WASF1	5.8399669548616
HSPB1	11.5474142210588
INPP5E	5.14443419828278
COX7A2L	9.96326467800163
HSD17B1	3.93237048485504
ARRB2	5.79695028075522
CUBN	3.74669072811394
SLC7A6	4.05466525561707
IGF1	6.36917957308513
ITPK1	5.10049199282035
NAALAD2	3.31955732778444
G3BP1	7.05615180055111
HSD17B10	8.78640504467817
NUP155	6.84010635904917
CYP39A1	4.72879243507875
GLULD1	3.21141928398384
RBM15	6.85849262987623
AMZ2	7.95719833202332
GDF15	3.80042973534794
CYCS	10.9616110461566
TECTA	3.50647345057559
CCDC46	3.96702312838679
GNAL	3.34365933220138
LPO	3.32219154825215
GZMM	3.42773662307708
PAIP1	8.02736120028279
DDX11	4.66524569040133
TAF9B	3.54662037996044
CACNA2D1	4.12748809230163
IMP4	8.09220564276488
SH3BP4	8.6503859767296
PADI1	4.14614725472974
DEC1	3.32896316606216
PON3	3.98068977360371
PROP1	3.44883481253529
UBB	12.6018648467924
RPA4	2.93532568053778
TCF25	7.3462402088556
NDUFS1	8.00147571605382
UPK1A	3.73131592319405
AES	7.0062678590909
PPP1R13B	5.5664395472588
TCL6	3.35694260431809
ARL2	7.99366203854183
CD2BP2	7.30476420590955
TOP3A	3.90208276396033
CHRM5	3.25432366846851
FGFR1	5.22226750738642
UGT2B17	2.91293171898334
CEACAM6	3.56284412517157
CERK	7.16415212451637
FXYD6	7.42866315784304
AP3S2	5.3773890130289
ZNF208	3.51701741673794
CARKL	4.74223870239362
HIST1H4E	3.56347850985449
GOT1	7.53295654899943
BBC3	4.31621357231394
CASP6	6.37649187463355
HOXA1	4.61346204435194
RCL1	5.82778276731217
RAB40B	5.89578428836385
PI4KB	6.17290295844785
LRRN2	6.64827780900017
B3GAT1	4.56667946565499
OAZ2	6.6389995996687
BET1L	4.01629448469013
NOC4L	4.87395808259575
FRY	4.73841815047456
C10orf12	3.19414680101944
AK3L1	5.69358702632985
FADS1	6.04668123823897
CSF3R	3.56039756201875
DKK2	4.20642254591389
POLR3K	6.36912218305911
LBX1	3.20148771337918
ATG2B	4.14388358546899
RHOT1	7.14417012333563
DARS	8.7463999167063
EPS8	8.075948319646
OXT	3.29727482241635
C10orf56	6.79846309939057
ARL4A	6.51048144647587
CCDC64	3.85469663703164
DAD1	9.70850213175591
HERC2	6.27707991287971
HSD11B2	3.53874688159529
USE1	6.20188595075506
