Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C02_491128
RNF4	7.97271805025065
F8A1	7.9596715107255
PPP1R3D	5.49350733916833
GRB2	6.79854447811567
TPM3	3.55388236427145
SYT13	3.57527205617459
EPB42	3.41996313444004
RP5-1077B9.4	5.14456940710755
EIF1	10.2718882799894
CETN3	5.83300809201718
FPGT	5.40068911525827
PRY	3.59033314102858
NTHL1	5.61051101344712
POLR2B	8.24330867535964
RPS28	11.6823944628827
GDF10	3.20794269745746
COQ9	6.90834405678038
P2RX3	2.8860705125293
GCC2	6.97271813788358
RARRES3	7.50701100296796
PLXNA1	6.07738588580179
WBP4	4.76323415243841
KIAA0100	8.0757265639672
PMF1	6.25564064640606
HS2ST1	5.96739004437203
CRELD2	6.13674897929079
C8G	3.30849554864736
CD82	5.62398471950578
PMM1	4.6232847345986
CBLL1	4.39938093977600
LIM2	3.28427639579197
VAX2	3.63859577433616
SETDB1	4.7305645640078
LRAP	4.18190428361331
GCLM	6.93227991308614
CPEB3	3.83581863781052
PPM1A	5.61537560730022
INTS1	4.18714105777127
MMP16	3.32346163995835
CAMTA1	3.12391946528151
SAMSN1	4.19389678346196
DRD3	2.82271688516493
GMPPA	6.07351056265785
C11orf73	4.994597984903
AIPL1	3.6795315356631
PTP4A2	9.5033840606388
IL24	3.46676393053698
BDKRB1	3.62905306482576
HPCA	3.42632452343459
MLF1	5.4430343314577
SEC14L1	5.50728085355334
CHFR	5.78265384333069
EMILIN1	3.58665920069127
THADA	6.82748488419207
TAF12	4.95232019165689
NDUFS4	7.24477232979734
ID1	7.20971408636051
PIK3CB	4.40962270966599
COL18A1	6.89754618525041
PDZD3	3.14236761457935
TBC1D17	4.18297682422359
COX8A	9.86168054044785
CDCA4	6.46715513008949
C2orf44	4.87647319937008
C9orf16	8.15254557950394
ERBB2IP	7.56857928748875
EMX2	5.57777144162198
FUS	5.01988218001753
NIPSNAP3B	3.58566207115985
TF	3.34718825890352
CXorf56	5.62968078658923
CLCN4	3.50848573150754
PWP2	4.52160822688995
MMP15	4.81054260959984
MTMR14	6.67840166565352
NPR1	4.78311124687286
DNAL4	7.55949542614903
ELAC2	4.82788295230124
ASS1	10.4284089919868
IPP	5.84926668789091
TMEM59	9.08474968319851
POLR2J	9.21496219488643
SEC23IP	6.2271490802888
RGS4	4.00709332811277
UQCRC1	8.67512295944164
SNX6	6.67388280259281
DDX18	7.37058923930348
POLG	4.22830127390852
ADAM23	4.07358051286336
ZNHIT2	5.15846222880263
TFR2	3.45972239635977
NCDN	4.43819450207404
RAG1	3.31677814618647
POMT1	4.45252065166682
CYP1A1	3.55467994837758
SNAPC1	5.4960141759037
GNA11	5.15276357224138
CCDC52	3.06717238736007
CAPN1	6.41152249590367
DDHD2	4.90717527906448
UPF3A	5.47551278160915
LAGE3	5.91938828861237
GNRHR	3.25941901779532
UNC13B	5.84901493300175
TTLL4	4.57528867768494
PPBP	2.99944275459751
HTR3A	3.73870047471187
SDC2	4.93824539682329
ANKRD49	8.10466721259436
BTF3	9.4171052689953
COX7A2	10.5002808672955
SARS	7.05013411882065
C13orf18	4.21888068744182
CACNB1	4.55432677022464
QKI	5.25989178621061
SETMAR	5.35404527337027
LAMB4	3.72924036583326
MAN2B1	7.58330397897932
EML3	5.30358915984522
ACADL	3.40002833317257
OFD1	7.1375320100496
CGA	3.52343118349557
EIF3EIP	11.681857238944
PEX16	4.99242590092048
GNG12	7.80000317676513
HABP4	4.00582308782959
CNTN2	3.62301876069499
ASNSD1	6.77053999550856
FUT4	4.84735561272256
DBH	3.74002425984956
CD53	5.37400653586758
HIST1H2BJ	3.38720116474959
TFAP2B	3.40152824095401
ACF	3.86643480422040
TMEM11	6.66675635354662
CDH8	3.30102193116062
C3orf32	4.13175179291019
AGPS	4.56363293157439
C4orf18	3.30843694299602
PCCB	7.12168543208417
IPO13	4.94490290152107
PECI	7.18495431801674
UNG	7.24616287025298
C6orf105	3.54257317613919
GSTP1	8.43989060047077
SUV420H1	7.93665321378898
ARHGAP15	3.71490745640685
LTBR	6.79610923903629
TDRKH	3.46175819910892
PSG4	3.59341562983304
SLC9A3R1	7.06040947677398
NBPF3	9.39887374674545
SLC9A3	3.5631548339194
OSBP	6.74171693429819
PRR5	4.36598569772037
CHMP7	5.30636560754264
ADRA1A	3.07007589231806
ASAH1	6.89923281058175
FKBP4	6.31854998097088
ZNF350	4.27811506525679
DOM3Z	5.04364846007648
GIPR	3.83383841901022
AHI1	4.95581323919475
BST1	6.02221489382654
NCR2	3.73960067774641
NADSYN1	5.18964979507457
UBE2W	6.0332756193191
RGS14	3.93158164368874
KRT15	5.27527229143026
SCN11A	4.0952461782618
GFI1	3.72587691839432
FHL1	4.68688561006058
SMC6	6.27624909729349
GATA1	3.60975171546092
OSGEP	5.00055883536745
ARMC6	5.22644321020116
HK3	3.51497849619323
PSMD5	7.17587097501366
RSU1	7.40215189664825
RPL4	12.0379634590509
MAD2L1	6.91069890167946
RBPMS	5.04374790358417
EIF4A3	8.49487584373836
E4F1	5.09790369031565
DLEC1	3.53434100156349
PRPF3	5.57073183818777
EMR1	3.24013724731286
CHMP2B	6.6219767248132
CAMSAP1	4.00071217633051
RPS21	10.0126018642811
XCR1	3.47174764100849
ARID5A	4.07647263052584
RBM6	6.01231183685664
UBE2N	7.79660873475719
KLF4	4.3469609730103
MGC4172	6.37199606764858
LMO4	7.1787719718917
KLKB1	3.14304481220086
HDAC3	5.53617024693993
HP	4.47729148646802
SCHIP1	4.35592394590027
BTK	3.81437319148269
KRCC1	7.08947796019323
PRND	3.14210082329848
C6orf27	3.87986140966283
PIGL	3.59678610959084
CLCA1	3.79997561747434
C1orf112	4.49642239517038
OLFML2A	4.95128871746675
HUS1	4.72568993986339
SFRS6	7.13235632405658
CXCR7	6.95546952957746
UIMC1	5.51285569528843
FXYD2	3.78631928868318
GOT2	7.74422111883382
ZNF667	3.22337764371889
TFEC	3.75854062562226
ATP7B	5.59162711865429
RAB38	4.32631879677075
POLD2	6.21579780731627
PPM1H	6.3430810487559
DCX	3.39293158130616
NFYC	5.1951180455561
ZNF228	3.19201372048974
KIN	6.22700126267701
PLSCR4	5.94140220183296
HIST1H4I	4.10863260737922
PPARGC1A	3.12016572255745
HIG2	8.75103535406647
KCNK10	4.13468936481899
EXOC1	8.26315656567138
OR6A2	3.6226318832449
ETFA	8.9589676210349
PDAP1	4.81042297278608
C19orf6	3.40785407401588
POLRMT	4.26280585145153
ZNF146	7.93752055629067
MIA2	3.31426805065885
LY6G6E	3.19651883380765
EIF4E2	8.12956004948152
NENF	5.45058880533585
HOXB5	4.74969893197966
ZNF324	4.16350380576216
CUGBP1	4.01125933716352
ENTPD7	4.36472646709618
TTC13	5.84723889456756
GJB5	3.31233056674383
PRSS22	5.25098693424777
CYP3A5	3.65384867088652
MBOAT5	4.41853156382299
CUL4B	5.05488381516884
CENPJ	3.46127871761556
KIAA0664	6.91608345902549
PITX1	4.48565023990316
PDGFRB	5.6177410772096
RDX	6.56705598508903
CELSR3	3.93909178008447
JUND	7.1108592175583
ITSN1	5.05065045881768
CHRNB1	3.88943693413202
EHBP1L1	3.64157419868876
C19orf2	6.54211899250881
FETUB	3.18925057866017
CAMK2B	3.05068516272652
DCTN1	6.44512551060916
TNKS2	6.38747189767144
MRTO4	7.38015439194577
C1QBP	6.12576958858602
TTC3	7.48051226769263
NDUFB8	7.92988856500715
CADPS2	7.46843487047586
EDG2	4.08103037275338
MYF5	3.01412912998457
SEMA3G	4.61647076986826
IL23A	3.65592612542593
GJA9	3.53125091884885
R3HDM2	7.44769632790049
C5	3.97384675889841
SLC2A10	6.19361439042602
TRIM45	4.59155282028169
TSP50	3.59503080851878
PAQR3	7.20386011054687
ANKRD26	3.37809306260561
TCP1	7.4100189690877
TMED7	7.17818369657634
CMA1	3.11152032268301
PTCRA	4.23271865889358
HCRTR1	3.58373746428626
FST	4.06561154381152
PAWR	4.27565451210144
LDLR	5.77384508509493
ASTN2	3.85112384805596
SCRN1	5.63261919494108
GPATCH8	5.65758766047989
KIF4A	5.56380711619319
TANC2	3.12291375715297
ZMYM5	3.80858029385285
PGM1	8.17288419366264
ZNF586	4.53149402388292
POLR3G	3.55918054325227
CPD	8.32640850187165
SNCAIP	4.07338683401289
DCT	3.57335502754997
HLA-DOA	3.49189394354191
TANK	6.18836306890642
RCAN1	4.27204225159183
UPK1B	9.42594731179969
DNAJB4	4.74796941802624
UGT1A8	2.98060401541363
LIMD2	3.7135431071412
HIST1H4L	3.73293440390361
PECR	3.95415707561767
HSPA2	5.5158201271452
SERP1	9.66897844514711
TACR2	3.60340403962010
NUP85	5.7071002099504
CD177	3.45123149015839
GPR135	3.15768909146753
PIGG	7.16727250297357
LGR5	4.90033193058656
JAK2	3.6628042814561
DPYSL4	3.33848300637414
TM9SF4	5.71650152796854
PTHR1	3.08852785022675
SIRPG	3.02692930009945
ZNF264	4.41427799599103
BICD1	5.42052554801804
RAB5A	7.10277908035062
FLJ13224	3.01498909200552
METTL5	8.923112546002
HERC6	6.39571284947851
CASP1	4.53169259470941
USP9Y	2.77732806544879
LRP1B	2.78312683761954
XAF1	4.89162732739341
PLA2G4C	3.81861494180360
APOA2	3.26559415917303
SPAG6	3.02225689318422
KALRN	3.14723582931727
SECTM1	5.71594440006504
THOC7	8.9572899215853
IFNAR1	4.14971130791218
TCTA	6.27463436839651
NY-REN-7	3.18785146921382
TALDO1	9.54340724503357
B2M	11.4993644225629
LPPR4	3.27126082892754
SQLE	6.37382020165331
SEPHS1	7.26488152042684
EIF5A	6.44616617759425
FAM49A	4.66882375545302
YTHDC2	4.44721000486948
EHD2	4.50023356940065
NCF1	3.49265185306084
SPG7	5.96868674167168
ZNF614	3.72811119342834
HOXA5	3.73026592192983
NUP133	7.53231739694456
FGF12	4.80061181641483
SLMO2	8.25612991916672
INPP5B	4.37446244887648
PPID	5.78911480000869
SNTA1	4.19774987556388
IL20RA	5.38769262771426
UBE2J1	5.69015957442353
CACNG2	3.27731251797093
GCM1	3.81088753955931
ELF1	7.02185937448102
TLR5	4.38941458201855
TCFL5	5.68111924822658
C1orf107	5.46224076701213
C19orf22	7.30435870309349
SAFB2	5.9955774016146
MAP3K7IP1	5.3487613770983
NCK2	7.72158580938055
OXA1L	7.7285174028901
KIAA0652	4.8917685020443
KLRG1	3.46293667900082
FRAG1	6.20056789286434
ZSCAN12	3.08342235414026
PSMD12	7.10228138771573
E2F4	5.35854791853601
CLEC4M	3.57722826971898
KIAA0999	4.57747412269261
CLDN10	8.08640093314528
MGC13053	4.34897514659847
TAC1	2.82449722683679
GYPA	3.466766668307
HPCAL4	3.24031677530712
TRAIP	3.96104981399397
MEX3D	3.98846791276252
KIAA0232	6.67609546014004
ERCC8	4.60743597602088
NFAT5	4.89590860529218
GPX4	9.4015739405996
CSPG4LYP1	3.23717669348376
KIAA0368	5.23629015915513
FBXO3	5.31197027164827
DVL1	6.17134083203104
CMKLR1	3.62048486160945
GPR157	3.89437649529598
TYMS	7.86431463137834
OR52A1	3.15884725568888
PEF1	6.41016664853097
ZNF750	3.85650512749568
ALG9	5.15803054988805
MCM5	5.97174604896792
SDK2	3.42539443600999
BAIAP3	3.89111970754643
RABGGTB	6.47267968513836
KCNK7	3.33328681265866
PTP4A3	4.32790564366520
ANKRD40	3.98537987759042
CALCOCO2	6.59989105518949
TMSL8	5.9343639663951
SNCA	3.94761651793709
ZNF551	3.64746117131257
HBQ1	3.25279563266632
ARHGAP26	4.40095264001058
GEMIN6	7.07848539467022
HRAS	4.47619490448099
KLRC4	2.7534064174326
BSDC1	5.68592570343456
DSC1	3.6907372956887
RNF43	4.70413456765676
NDUFAF1	5.90477801990178
MAP2K4	5.35148264759021
FOLR2	4.65387720029646
LYZL6	3.67070432749176
EPB41L3	3.1271964894471
TEKT2	3.76293642088124
CDKN2B	3.60131774906706
WSB1	7.33035452840191
ZNF480	3.28188928762721
MAP3K6	4.38263471187542
PROS1	5.17973114697708
PSMB8	6.25215808803686
HN1	7.05294443318348
MAS1	3.45070948784609
APOL1	5.60856075427615
CSHL1	3.73407645596183
ZBTB7C	3.1165219643847
AHCTF1	6.04134298742929
SAE2	9.8627726969385
ITGA2	4.27583564080723
AP2S1	8.65983740628295
P15RS	6.73853009725336
MME	3.57122444754048
VAT1	6.62379488314148
MAST4	4.96496179156657
TUFM	9.35706050355067
KRT33B	3.74988077940562
THEG	3.91261847737939
KCTD2	4.77543576736579
WDR26	9.08089948239792
MFI2	3.3065914530379
KRT34	3.2040451055901
NR4A3	3.65700239796225
SGSM3	4.97697868764399
ARSA	3.64351559640809
TOMM22	6.83922724363619
SOCS3	3.54819821646519
UNKL	4.05279571584542
POP4	7.88618990021202
BHLHB3	7.47307647035162
MALL	6.76054291282941
SOX15	3.43419004871861
CCNA2	5.2175882774677
PARK2	3.23499148475804
GPR124	4.42090161045233
TMEM132A	6.10014754977386
CGRRF1	5.52567564397731
RUVBL2	7.32482206613877
MCAT	5.37627207409096
WNT10B	3.76339130317072
ISCA1	5.87958698867873
RPAP1	4.77805305959865
C12orf48	5.54643504039851
RAI16	4.57262529385721
RPL27	9.5679597878794
EPN1	3.45023802627765
MAGI1	3.30783964064727
GBX2	3.20446159355427
SLC35A1	7.4039641873227
GAL	5.04487117246611
SLC14A2	4.14017166412194
RDH11	7.23887977969543
ZNF518	5.11263342182087
PCYT1B	3.38362651714537
AUH	6.8529761449665
EIF3H	10.4527717362458
KIF1B	4.75162373553326
MBD2	4.60279592057701
AMOTL2	7.36809463515859
C6orf120	5.55305620668905
PIGT	7.8624904654439
PSRC1	4.63867122403365
PLA2G10	4.69452899202771
ALAS1	7.35112202254619
FOXO1	5.97722820766288
C17orf62	6.84984411657166
KIF5C	4.07275069801006
DUSP10	4.6140035455866
CRLF3	7.35054132792465
CLCNKB	3.26400240066875
PSMA5	7.89940265553663
FARS2	5.63936555157486
CCDC28A	5.98274017645236
AMPD3	4.17517779060844
PIAS1	6.97703731474833
ADCYAP1R1	3.41735319201818
TMEM134	7.06722524547257
CDH20	3.09559018379270
FBXO7	8.2468516233894
FLJ14213	3.60565245292032
ZNF3	5.28716492508349
LRRFIP1	7.41051449618707
TMEM49	8.83108385068306
CNOT2	8.67673736912217
CBX2	2.94346937252714
ZC3H14	6.05458113448072
ALDH5A1	4.94445917639331
HNT	3.43114750921715
SERPINA4	3.60721448275329
FLJ20920	5.68959783015274
CRTAP	5.16219307586655
DDX50	6.64701281192417
STYXL1	6.98299749018334
TK2	4.73217270585476
BLVRB	5.09493816174002
STMN1	6.8391113080338
GUCA2A	3.32478952320535
DPP6	3.12226038175133
GALNT10	4.51614185055971
STK39	4.70344517057307
MMP24	4.91499335984966
CKS2	10.2986776334214
RHO	3.67218716343465
BANF1	9.85531420038008
CR1	3.06266214489552
RPS6KA2	5.34319520557557
HMBS	7.05801039098407
C20orf112	3.65060937641195
SLC25A24	7.28711996399333
MRPL22	7.450301089727
SLC25A15	5.52468111395843
GADD45B	4.76190442413669
TDP1	5.49541187816762
ZNF287	3.62962476301626
DAAM2	4.62722315337348
C11orf57	5.7258772303516
RFK	6.30511224585626
ZFYVE9	4.02312353437477
TCTN3	6.15550786370718
STCH	6.41669665040443
LOC283871	4.08056008774183
NDUFB3	7.64041441581618
DEFB4	5.07151522739264
FPR1	3.79552366613335
FMNL1	3.73205974695732
SEPT7	9.80422340715134
PTCD2	4.23152472648434
GNLY	3.6461636989438
GRAMD1C	5.6638208341569
ZNF165	3.77273097576145
TR2IT1	3.57103992686507
ARMCX3	7.85979598975714
NDE1	6.42783021105835
MAGEF1	6.85719891447064
ITGA10	4.58981273374791
ARHGDIB	8.37336740478409
FSHB	3.85673687008172
ANXA2	11.4263223477426
HLCS	3.82727776394091
MCF2L	5.54509291445460
AK1	7.18559231464707
FH	6.04471411752238
LGALS2	3.67189389189498
SYNPO2L	2.66733994741589
KIAA1045	3.46694237249808
C1orf183	5.22154744429285
MAGEA8	3.09767467631942
DGCR8	5.27133906149112
GSR	5.48042265202758
NEU2	3.43518520869465
HIST1H4B	3.68784637311893
CACNA1C	3.25293505800596
FAM20B	5.82192935926318
HES2	3.69423544449393
PDCD6	9.10845665912569
INTS7	5.39827176978463
AMPH	5.02405020845649
UCKL1	6.02705032620287
ASB4	3.27787280175416
C10orf97	5.55642185608694
ALDH1L1	5.12667139272401
CCL23	3.31731682649201
OBSL1	4.30106269215069
SLC12A7	7.57153451414172
THAP4	4.83293925467288
RBM4B	5.00177119352687
OGFRL1	4.0355158166827
KIAA0831	6.18134367492931
C12orf11	6.72327086635268
PPP1R15A	4.20715123864257
KIAA0240	5.8747704313225
CD1B	3.64207626880269
FCGR2A	4.01990049980809
MDC1	4.83351128688234
MAN1A1	3.62012952982336
KRT9	3.75756732957173
HTR1A	3.68468506526763
OCEL1	7.95860625548872
ATP11B	5.68421869450485
NLGN4X	4.29460855012158
FBXO34	7.43175581664886
ALOX12	3.57682176545385
RB1CC1	7.35426888982252
PCDH12	4.55379965264074
RPE	4.70661015321355
EIF4E	6.60535404254097
CSDC2	3.76427269164699
ABHD5	5.00517975089678
TMBIM1	5.96722449949192
PET112L	4.41152353031640
P2RXL1	3.60750009208797
F2RL2	3.22457303580871
TRMT1	6.0681658615996
IMPG2	3.56673125306427
LRRC32	5.00112570310296
BGLAP	4.24847008003248
HTR4	3.59502443247187
MRAS	4.51083840027416
TRAF6	4.60367240907433
AXL	3.93913196488433
ATP2C2	5.09260376204078
LMNB1	5.55727449047167
TELO2	4.60973199250066
PNPLA3	3.75423223961226
CSNK1E	7.77905062241681
SRP14	9.85273684549487
KCNQ4	3.42538508728422
PIK3C2B	6.26749938229197
C15orf15	8.30943666257246
TUBB2B	3.22731348387741
USP15	5.63557753523025
C12orf41	8.17469166237944
CEND1	3.50297501548133
RNF31	4.10093080995505
TCEAL2	3.64076125728869
PTGER2	4.11713972825936
UBN1	6.65212394413065
SLC5A7	3.43282795558457
SLC31A1	6.3371422144755
ADAM29	3.54585213713424
ST7L	4.22802553617778
GFOD1	4.60570319915064
CTNNA1	8.35762488986334
HRBL	4.00722475698219
CBX4	3.48681109000866
NTRK2	3.76080794914661
FOXN3	4.56946730252895
MFGE8	5.18101891659863
PFKFB2	3.77282136821351
TAS2R4	3.60866655204562
SH3TC2	3.33934849075329
IL10	3.52933320169948
PXMP4	6.50088514684702
RNF167	6.20615153927537
PRMT5	5.90556824577247
TSKU	7.81128619466777
ATPIF1	8.53591559224655
ETV3	3.36959920987784
PAK7	3.24868592048726
PDLIM1	8.58349749685459
CEP63	4.38865324480769
WDFY3	4.66175613818056
RNF126	4.60576965253919
DPM1	9.0293394692498
CLIC4	6.37861978305718
ACR	3.87784999083515
KLK7	5.09906330893868
ALOX5AP	4.34070095134341
LRP1	4.27026138742036
TNK1	5.37298100133205
TAS2R9	3.41454459880203
ZNF16	5.81645334028782
POLR1B	5.71829225911485
SLC8A2	4.12548757046949
OLFM4	8.30606767104318
TACC1	4.79625839286284
SAMHD1	5.36410111617447
ATP13A2	4.76643670557573
KRT4	4.39159327600631
PAX6	5.50642260210652
SCG2	3.44187252026715
SLC17A6	3.6021213796957
TUBB4	3.87929606039299
PADI4	3.25455492560390
FMO3	5.46458600710118
NLK	8.33968244383428
POU4F3	3.24149821971391
MDM2	3.78988811032836
CAPNS1	9.77835721389763
SDF4	7.7452337247218
ITGBL1	3.23152619131874
TAP2	3.99155255259235
OR2C1	3.34177356677265
KLHDC3	6.87854462935922
EFHD2	5.70096752894092
GALR3	3.64669042976272
NBEA	2.99266438010575
ABCA6	3.50248998106643
ABBA-1	3.97727721545309
GNAI1	5.22675716883607
CLDN3	8.18468091258109
AKT2	3.3970632742855
EGFR	4.30531866348388
VPS4B	7.06844307208243
RBM16	7.63619799901403
GALNT6	7.18538436902488
ZDHHC3	5.33839500111472
SLC25A4	5.3052468451916
CYB5B	4.98612309547237
NDRG1	8.93267559326965
SESN1	5.37983774067349
GBE1	7.6398303113898
MRPL46	6.33173689758283
CLASP1	5.43612438855746
FARP2	4.47674002461976
ACOT11	4.0823777715699
LDHAL6B	2.97130866271448
MAPKAPK3	5.6220777440803
NCAM2	3.3054891480194
AFAP1	4.15533568759803
PRKD2	5.42274324713921
OR2H2	3.60898096699967
ZFP36L1	7.44895400398256
DZIP1	4.08999269205075
GPR161	3.67224220591945
RNF146	3.37898828041102
NKX3-1	3.99640762907084
CCNB2	7.89610323913005
ZNF10	3.87785354721811
WDR74	5.36208468180583
FAM134A	7.23574021663343
PCNP	8.82589345291884
PURA	4.68039300660667
DNPEP	6.92328177946441
ERBB2	7.67132520485012
CREB1	5.66715226563813
NEO1	7.46117478188372
DDX3Y	3.41629526191659
RPS3A	12.4643039368248
MXRA7	8.91015017814204
LGALS3	11.1902058293710
GLT8D1	7.18017990998954
TMPRSS3	7.07907977110069
UPB1	3.33539035469392
LAT	3.79600702113487
CLDN14	3.73599019166958
DHX38	4.19243745844634
KCNA3	3.33489724355956
BTBD1	9.07354504787929
TARS2	5.29223806930584
SKIV2L2	6.03049387782148
ABCF1	7.94924377318821
CDT1	2.95459942577896
ZHX2	5.81139615586635
FCF1	4.71556249348266
LRRC49	4.29652697595826
GUCY1B2	3.52226950344840
CD28	3.29626943778172
SMARCA4	7.129093843282
SEPT2	9.23603945458982
SOHLH2	3.58178914364939
MCOLN3	3.71844340720562
LRP8	4.84969324387728
TAGLN3	3.77643212880015
MASP2	3.49517737998487
GPATCH3	4.47101353310671
TTRAP	9.02660381273708
AGL	6.13189651423689
NFE2L3	3.50082936096973
PSD4	3.82365693756363
PALMD	5.48980448333548
CCNB1IP1	7.77950295773945
TMEM43	6.66356244724981
OBFC1	5.27709864756427
STAT5B	4.3497602717156
C14orf79	4.22453873988522
ENPEP	4.00343315710486
SSB	7.78649857273092
SCT	2.9729739157132
TIMM23	6.66408731502983
SKI	3.44817820109324
SLC22A13	3.32139939214697
AKAP3	3.49540565628354
OAS2	5.78772753424898
KIAA0423	5.29920298665752
SEC61G	9.46932831192927
CAPN11	2.99845296080876
TMEM50B	6.23705777130758
DEGS1	6.11455890828788
ARHGEF4	3.39163824267022
DBNDD1	4.10879545604174
TBL1XR1	4.36474890575712
FAIM	5.74473182132101
SP140	3.16065776863201
G6PD	5.29998087935839
NUDC	6.3551822358144
GABRP	5.24967090681914
SCARA3	4.44944553315363
TACSTD2	6.08582836380517
EIF3J	6.76862665314098
PPP2R2A	6.59652316664468
CPA3	3.68594526702544
PVALB	2.96969101498401
BCAT2	6.17476967330443
MFN1	6.40448583604858
F10	3.21274141958581
