Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B04_451992
CAMTA1	4.00542598323221
SAMSN1	3.62534175142739
DRD3	2.63086810795273
GMPPA	5.61016076521687
C11orf73	6.07085779808078
AIPL1	3.68674372688607
PTP4A2	8.52926551583335
IL24	3.41962912975655
BDKRB1	3.30847777277716
HPCA	3.77157379441962
MLF1	6.97476886749006
SEC14L1	6.00429934508477
CHFR	6.06628615105261
EMILIN1	3.72829100686937
THADA	7.47446052260484
TAF12	4.7790733728393
NDUFS4	7.73469401412887
ID1	8.39295384750158
PIK3CB	3.50886928639505
COL18A1	7.67820552944394
PDZD3	3.25357269223687
TBC1D17	4.75445623261568
COX8A	9.58914409765516
CDCA4	7.18319496295573
C2orf44	5.73291732987863
C9orf16	7.477467395888
ERBB2IP	8.52026809587562
EMX2	8.72700690505775
FUS	7.26652521060829
NIPSNAP3B	3.64893901264551
TF	3.11436382201982
CXorf56	5.73000962716606
CLCN4	3.40987075672695
PWP2	6.34119466256026
MMP15	4.13343982838368
MTMR14	6.12753925843028
NPR1	4.94198688354892
DNAL4	6.22553063731733
ELAC2	5.26837280462484
ASS1	10.2744031795947
IPP	5.02397730753007
TMEM59	8.78450615155678
POLR2J	9.18771240471561
SEC23IP	5.10296452986428
RGS4	3.7561369563442
UQCRC1	8.94834120696307
SNX6	7.74497237910867
DDX18	7.25064611419353
POLG	4.61955338415255
ADAM23	4.36580886832613
ZNHIT2	4.62855367199628
TFR2	3.34587245201964
NCDN	4.35558486046045
RAG1	3.46069798069895
POMT1	5.01489394423831
CYP1A1	3.43974250918437
SNAPC1	5.64829975524729
GNA11	4.76484193508721
CCDC52	2.8269303321855
CAPN1	6.14074818684303
DDHD2	6.89804112077476
UPF3A	6.16180847979015
LAGE3	7.41698637962223
GNRHR	3.01552394735907
UNC13B	6.16319727662543
TTLL4	6.1105495786312
PPBP	3.54384486156732
HTR3A	3.29130070301485
SDC2	4.57963405197466
ANKRD49	7.24732519500238
BTF3	10.7426080626365
COX7A2	10.4962752398305
SARS	7.9103489395381
C13orf18	3.44162674946730
CACNB1	3.89124108897756
QKI	6.40581198078367
SETMAR	6.18124220528374
LAMB4	3.20594176486311
MAN2B1	7.45297666829381
EML3	5.38941615759753
ACADL	3.37706764892021
OFD1	8.3356910193194
CGA	3.29350855433555
EIF3EIP	10.7367371831255
PEX16	5.58856630654562
GNG12	6.94935902578483
HABP4	5.61692221646036
CNTN2	3.53778383348735
ASNSD1	7.75934898609283
FUT4	3.77675961269192
DBH	3.60254290559623
CD53	3.64578199010358
HIST1H2BJ	3.48062159866146
TFAP2B	3.18458194731689
ACF	3.63678788938651
TMEM11	6.51503024750117
CDH8	3.20434322766395
C3orf32	9.19099277620684
AGPS	5.09909542252239
C4orf18	3.14003760322983
PCCB	7.56667540154197
IPO13	4.64248870632564
PECI	8.802624334601
UNG	8.20907164379774
C6orf105	3.43519016941446
GSTP1	9.4391195478774
SUV420H1	7.65184812916637
ARHGAP15	3.42504580280549
LTBR	6.25764666123336
TDRKH	3.67127790313967
PSG4	3.38213083362766
SLC9A3R1	7.19305530572456
NBPF3	9.7438277290111
SLC9A3	3.54668160507922
OSBP	6.38006902453078
PRR5	4.94711618187102
CHMP7	5.95749531262417
ADRA1A	3.10368512242652
ASAH1	6.75923396922007
FKBP4	6.98836172408337
ZNF350	5.16569690531459
DOM3Z	6.0333095672992
GIPR	3.81670088200404
AHI1	4.66415894711459
BST1	3.28789087384076
NCR2	3.53242465539747
NADSYN1	4.56055884408085
UBE2W	6.66110034903796
RGS14	4.50466359501079
KRT15	4.19110681925017
SCN11A	3.72651213158902
GFI1	3.55915988322463
FHL1	7.95257187997644
SMC6	6.88986987722749
GATA1	3.72805564606208
OSGEP	5.23405432856745
ARMC6	5.85302879885381
HK3	3.28261930908224
PSMD5	6.81176615980806
RSU1	7.65733731451712
RPL4	12.2435011742956
MAD2L1	8.78876840725837
RBPMS	4.13071461724123
EIF4A3	9.1663843913268
E4F1	5.20506282589813
DLEC1	3.67037574199222
PRPF3	5.67077736033715
EMR1	3.20045803774976
CHMP2B	7.45310355827967
CAMSAP1	4.33934210180484
RPS21	9.90547009947714
XCR1	3.33157591036202
ARID5A	4.77112652392792
RBM6	6.14970836233038
UBE2N	8.01735606330061
KLF4	4.30905037897440
MGC4172	5.05170598078136
LMO4	6.25560419996362
KLKB1	3.29079397382012
HDAC3	6.90327204089281
HP	3.97616937273002
SCHIP1	7.25391440820897
BTK	3.59953583532905
KRCC1	5.54322066605524
PRND	2.94751744555320
C6orf27	3.78591596771785
PIGL	3.50894965922635
CLCA1	3.65192398353826
C1orf112	4.78734951906504
OLFML2A	4.49408601065193
HUS1	4.86694411031442
SFRS6	8.66135482757388
CXCR7	8.15028496159103
UIMC1	5.89316272857825
FXYD2	3.5866014812862
GOT2	7.63022334680269
ZNF667	4.35991855727745
TFEC	3.1016254911814
ATP7B	4.68456522301683
RAB38	3.33366543372846
POLD2	7.99502181027521
PPM1H	6.48654818495436
DCX	3.10592560810239
NFYC	5.31424204653104
ZNF228	3.73041416227456
KIN	5.78219129448368
PLSCR4	4.8724946260557
HIST1H4I	3.80748640908663
PPARGC1A	3.33883565365356
HIG2	7.93113686841865
KCNK10	4.07327110461944
EXOC1	8.65603483659738
OR6A2	3.53798308038826
ETFA	8.60408578824246
PDAP1	5.53075589559154
C19orf6	3.45263187320038
POLRMT	3.9858322978015
ZNF146	7.87839055401654
MIA2	3.16397038516155
LY6G6E	3.13142493927635
EIF4E2	8.3099360545944
NENF	5.33971288585453
HOXB5	3.56460690858158
ZNF324	4.51205514566149
CUGBP1	4.94997912976574
ENTPD7	4.75914963123391
TTC13	5.69886127134287
GJB5	3.41078179531737
PRSS22	4.18451112396958
CYP3A5	3.19410696348077
MBOAT5	3.96629121695413
CUL4B	5.93269694664041
CENPJ	3.92067596061083
KIAA0664	6.2720787123956
PITX1	3.39859875245743
PDGFRB	5.1083483357939
RDX	6.24057488954762
CELSR3	4.83327172894042
JUND	6.71213243017626
ITSN1	5.16581250558398
CHRNB1	4.28040137268093
EHBP1L1	3.7369323323381
C19orf2	8.18966638271261
FETUB	3.05275360135017
CAMK2B	3.19968207878758
DCTN1	7.39682163653673
TNKS2	6.69727939860054
MRTO4	7.31096662276642
C1QBP	6.18794341655277
TTC3	8.0837407908152
NDUFB8	8.56221621710291
CADPS2	5.54426382962843
EDG2	3.97601646085931
MYF5	3.02954403855683
SEMA3G	4.8379353715586
IL23A	3.48438937428589
GJA9	3.42572262753426
R3HDM2	6.44559372053862
C5	3.58568946018447
SLC2A10	6.62537553266512
TRIM45	5.43714895600594
TSP50	4.59938248496931
PAQR3	6.12667139272401
ANKRD26	3.15513198367497
TCP1	9.1069826686761
TMED7	7.04866413742654
CMA1	3.02274927832121
PTCRA	4.31707774463064
HCRTR1	3.43912525619513
FST	3.79835570804487
PAWR	3.99354431152618
LDLR	4.28480532442214
ASTN2	4.04748291260014
SCRN1	6.3728206998391
GPATCH8	6.5067328709381
KIF4A	6.83409032774012
TANC2	3.32837033128636
ZMYM5	3.73955123628163
PGM1	7.61838415790505
ZNF586	5.64232486936059
POLR3G	4.34276062928368
CPD	5.86706801427038
SNCAIP	4.28140131647645
DCT	3.60958806307902
HLA-DOA	3.39347045771900
TANK	6.00115680734777
RCAN1	4.20667815183608
UPK1B	3.73121564025333
DNAJB4	4.479114023819
UGT1A8	2.96180134208728
LIMD2	3.97661324116568
HIST1H4L	3.51350545349354
PECR	5.04139278956042
HSPA2	7.4639916382793
SERP1	9.35634369396269
TACR2	3.29681596895524
NUP85	7.10286267971444
CD177	3.51358014729126
GPR135	3.31018270351616
PIGG	7.94891782748671
LGR5	3.19096746556401
JAK2	3.51618514243955
DPYSL4	3.32657870676885
TM9SF4	7.098658134681
PTHR1	3.29628862519059
SIRPG	2.83862650785173
ZNF264	4.7158519433373
BICD1	5.38538229533486
RAB5A	7.2098141679994
FLJ13224	2.97465011364166
METTL5	9.31949379486889
HERC6	5.00711660284747
CASP1	3.65851888005726
USP9Y	2.70786809777221
LRP1B	2.73137279544189
XAF1	4.31636440477039
PLA2G4C	3.24944667788412
APOA2	3.20355845355007
SPAG6	4.38406187320563
KALRN	3.44282861477136
SECTM1	4.35408590902094
THOC7	8.9226900105499
IFNAR1	3.79849978465749
TCTA	6.92406048725368
NY-REN-7	3.17825209533500
TALDO1	9.37555719269377
B2M	10.9059737973566
LPPR4	3.17891083734207
SQLE	6.9616073371234
SEPHS1	7.38969973378701
EIF5A	6.65987343728644
FAM49A	4.05560730906134
YTHDC2	4.54481483742480
EHD2	4.40496482258934
NCF1	3.32535514394941
SPG7	6.2282168550145
ZNF614	3.68759374888391
HOXA5	2.98353137635400
NUP133	8.21619152244365
FGF12	3.61233523232243
SLMO2	9.27923110781324
INPP5B	4.54402546210115
PPID	7.09075499811171
SNTA1	5.83766257739173
IL20RA	3.34285175877887
UBE2J1	5.93548773237097
CACNG2	3.19209847803823
GCM1	3.26870218247587
ELF1	6.38568891241614
TLR5	3.90902435350064
TCFL5	6.09160164030157
C1orf107	6.45241796835659
C19orf22	6.09851630483487
SAFB2	7.1087613247399
MAP3K7IP1	4.58170456919606
NCK2	8.34189691867741
OXA1L	7.77187166271001
KIAA0652	5.86278395100417
KLRG1	3.43340830132719
FRAG1	6.78718090470684
ZSCAN12	3.21442407156747
PSMD12	7.24466201569854
E2F4	5.19745533724097
CLEC4M	3.53519752525224
KIAA0999	5.03109859230845
CLDN10	7.07081326016151
MGC13053	4.14845796247386
TAC1	4.29443663464565
GYPA	3.33529098257124
HPCAL4	3.31946071805701
TRAIP	4.49934288792984
MEX3D	4.28827413226047
KIAA0232	8.13387218731174
ERCC8	5.63468488770134
NFAT5	4.85754767610986
GPX4	8.6659379714297
CSPG4LYP1	3.50069675450774
KIAA0368	5.73149844511926
FBXO3	6.66567150695365
DVL1	5.98882213634241
CMKLR1	3.35675915651348
GPR157	3.43390515467293
TYMS	8.63243870125893
OR52A1	2.89121558952426
PEF1	6.8497600458781
ZNF750	2.99588461041507
ALG9	6.03047114558021
MCM5	6.96325294615211
SDK2	3.6591354386144
BAIAP3	4.06387560114825
RABGGTB	6.69429347854045
KCNK7	3.22582332346864
PTP4A3	6.76210481842119
ANKRD40	3.98935127292710
CALCOCO2	6.95806908346136
TMSL8	8.8321368111579
SNCA	4.46516642718866
ZNF551	4.4067587963021
HBQ1	3.40730394549606
ARHGAP26	4.37215420185507
GEMIN6	7.57321932872138
HRAS	5.68515652649561
KLRC4	2.7350705803767
BSDC1	5.86652441740071
DSC1	3.70879058130465
RNF43	6.55461039691779
NDUFAF1	6.73251059791235
MAP2K4	5.48448968422527
FOLR2	4.15642645809518
LYZL6	3.70214900648424
EPB41L3	2.94361763603382
TEKT2	4.50263686806046
CDKN2B	3.47170671545627
WSB1	6.00923986886544
ZNF480	3.81004615005621
MAP3K6	4.10933937449351
PROS1	4.83108636416888
PSMB8	6.69639367468219
HN1	8.11324363073907
MAS1	3.17480928661239
APOL1	6.24567484673388
CSHL1	3.32813293735488
ZBTB7C	3.19240509919078
AHCTF1	6.86122797665146
SAE2	8.82208540076603
ITGA2	3.5674440119133
AP2S1	8.85148914105388
P15RS	7.49357953310782
MME	3.37828757861112
VAT1	7.76515364317663
MAST4	5.0891575539544
TUFM	9.14839868814799
KRT33B	3.05408442173255
THEG	3.63150159058334
KCTD2	5.5139724671719
WDR26	8.85598376056918
MFI2	3.21081712894277
KRT34	3.06021517618842
NR4A3	3.37572434816089
SGSM3	5.22998890854982
ARSA	4.67022811888215
TOMM22	6.05322077129309
SOCS3	3.74363299678729
UNKL	4.10991735209685
POP4	8.80432918083533
BHLHB3	6.09122487807384
MALL	3.79677298392527
SOX15	3.41302574909756
CCNA2	7.33861888030435
PARK2	3.20700150668563
GPR124	4.17563558549621
TMEM132A	5.79858333656801
CGRRF1	6.28541915243926
RUVBL2	7.98498883540829
MCAT	6.28694644896861
WNT10B	3.58786070570390
ISCA1	6.72763528563602
RPAP1	5.80462193849917
C12orf48	5.66562673002108
RAI16	5.37032090731614
RPL27	9.32180178529946
EPN1	3.87905285841282
MAGI1	3.28148833995096
GBX2	3.31336897642232
SLC35A1	8.1587807037651
GAL	4.83630823523511
SLC14A2	3.49935846103
RDH11	7.58767326537281
ZNF518	4.16663646408128
PCYT1B	3.28620056188815
AUH	7.28192931968525
EIF3H	10.9249336196038
KIF1B	6.93346374662285
MBD2	4.28935786016783
AMOTL2	8.03013449809586
C6orf120	6.91345738084663
PIGT	8.9763664119278
PSRC1	7.33056707640978
PLA2G10	4.16895331627859
ALAS1	6.7938645240794
FOXO1	6.83469208707994
C17orf62	7.14251750719116
KIF5C	6.77267873077055
DUSP10	4.5664830978502
CRLF3	7.28340449702977
CLCNKB	3.59360870796073
PSMA5	8.59835367403393
FARS2	6.72934369078257
CCDC28A	6.4855519759739
AMPD3	4.71174184735019
PIAS1	8.00808627787355
ADCYAP1R1	3.59920550452341
TMEM134	6.61116543091486
CDH20	2.96986760414683
FBXO7	8.28796722377105
FLJ14213	3.66667715808885
ZNF3	6.37653585721898
LRRFIP1	7.29717558917636
TMEM49	8.20877360444568
CNOT2	7.67871736207696
CBX2	2.97811149017251
ZC3H14	6.59574349569808
ALDH5A1	5.7642908161429
HNT	3.28552357177243
SERPINA4	3.08172023694381
FLJ20920	4.77989445298707
CRTAP	5.0066214203434
DDX50	7.89884131649331
STYXL1	6.88615333122323
TK2	4.16454775822601
BLVRB	5.8630940179959
STMN1	8.20778545304034
GUCA2A	3.2511969075376
DPP6	3.03377937908915
GALNT10	3.87659441425313
STK39	5.67377984827407
MMP24	5.36502268273806
CKS2	10.3504976247715
RHO	3.63004566468789
BANF1	9.49705656412516
CR1	2.91616393470079
RPS6KA2	5.56774027203212
HMBS	6.91061162495003
C20orf112	3.69588988088739
SLC25A24	7.8789370869741
MRPL22	7.97401382209144
SLC25A15	6.02797532565728
GADD45B	5.08128398982901
TDP1	6.5946954585345
ZNF287	3.82492359572069
DAAM2	5.04807705600039
C11orf57	6.72292600993561
RFK	6.65768185607466
ZFYVE9	4.0754654392656
TCTN3	7.14847782348336
STCH	6.02426567597054
LOC283871	3.68365152665269
NDUFB3	7.9476619052627
DEFB4	3.70912158002145
FPR1	3.34656310270154
FMNL1	3.79220913261569
SEPT7	10.0656315927050
PTCD2	5.04401216308426
GNLY	3.34521991974106
GRAMD1C	4.29473880522157
ZNF165	6.6569286644361
TR2IT1	4.55095739784976
ARMCX3	6.94248327407039
NDE1	5.97640067686747
MAGEF1	7.86168082437973
ITGA10	3.93334757735655
ARHGDIB	5.1853755968416
FSHB	3.78361995794428
ANXA2	10.7134797590937
HLCS	4.05523592443578
MCF2L	3.63931884652644
AK1	6.11881737848832
FH	6.69113126246712
LGALS2	3.63902102487919
SYNPO2L	2.76551647561979
KIAA1045	3.44640019585228
C1orf183	4.87746725407466
MAGEA8	3.07713549517431
DGCR8	4.89525029697453
GSR	4.95972483242885
NEU2	3.44530968036466
HIST1H4B	3.57754235012747
CACNA1C	3.10120195659855
FAM20B	6.26796194063795
HES2	3.01249496501336
PDCD6	8.48875132490041
INTS7	5.81303820609849
AMPH	3.87644650075132
UCKL1	8.09199589231696
ASB4	3.04157443578292
C10orf97	5.45224953682058
ALDH1L1	4.03797552015815
CCL23	3.18530148488851
OBSL1	5.42721461808959
SLC12A7	7.06980784384528
THAP4	6.6154407185926
RBM4B	5.37386479664734
OGFRL1	4.27420210336896
KIAA0831	5.41983998081962
C12orf11	6.65713458532349
PPP1R15A	4.80859767379661
KIAA0240	5.35362849005244
CD1B	3.14836237754133
FCGR2A	3.02520615136783
MDC1	5.99866651837776
MAN1A1	3.5515723886993
KRT9	3.42881443491253
HTR1A	3.70828794091438
OCEL1	6.23737395135439
ATP11B	6.26405567854661
NLGN4X	3.57540017536595
FBXO34	7.11704156985498
ALOX12	3.79106598491769
RB1CC1	8.0267393851209
PCDH12	4.39502153355403
RPE	5.07535248818946
EIF4E	7.40155349962652
CSDC2	3.89327875301635
ABHD5	4.8309449254452
TMBIM1	6.84736259065873
PET112L	5.48874838340948
P2RXL1	3.3303251193582
F2RL2	3.09326683516948
TRMT1	5.59622991508985
IMPG2	3.54801002113599
LRRC32	4.44286960862844
BGLAP	4.29300302128219
HTR4	3.38009796544332
MRAS	5.1203666709917
TRAF6	4.71109253192185
AXL	4.57605490606908
ATP2C2	4.05824545778095
LMNB1	6.33460350535693
TELO2	4.67834331120071
PNPLA3	4.01503198304359
CSNK1E	7.31904457454556
SRP14	10.5080127052784
KCNQ4	3.09715528251659
PIK3C2B	6.63171561264006
C15orf15	8.91535678737327
TUBB2B	10.0840499090331
USP15	5.74421403445272
C12orf41	7.52561602973613
CEND1	3.80578037274965
RNF31	4.40644351968161
TCEAL2	6.20346122292864
PTGER2	3.75810546416431
UBN1	6.4232627680899
SLC5A7	3.15502865355617
SLC31A1	6.24755873551113
ADAM29	3.37793676918089
ST7L	4.4684714142604
GFOD1	5.16405726679722
CTNNA1	8.61213395539147
HRBL	3.75211007502487
CBX4	3.80181392253376
NTRK2	4.55151653394257
FOXN3	5.15759704573094
MFGE8	5.67106308202243
PFKFB2	3.65895768763237
TAS2R4	3.48351320980067
SH3TC2	3.06915422598790
IL10	3.33738915640263
PXMP4	7.66523820739783
RNF167	6.25375892233143
PRMT5	7.49734777646358
TSKU	5.99241379871476
ATPIF1	8.54086942707923
ETV3	3.27499913343354
PAK7	6.54429048282657
PDLIM1	9.53424718636946
CEP63	4.95559838594062
WDFY3	5.24445036319319
RNF126	4.26327364252796
DPM1	9.82288975846186
CLIC4	6.8683445293642
ACR	3.68824945526512
KLK7	5.8039226878275
ALOX5AP	3.69681750646378
LRP1	5.07325443097562
TNK1	4.73426700302566
TAS2R9	2.94909377070303
ZNF16	6.11907267427935
POLR1B	5.68465189564101
SLC8A2	3.80878343955105
OLFM4	3.06542533872850
TACC1	4.43428920105309
SAMHD1	8.20097745597924
ATP13A2	5.99147496331635
KRT4	3.55198970548739
PAX6	3.40788012957904
SCG2	3.20383801108635
SLC17A6	3.55233524674724
TUBB4	6.34335883267392
PADI4	3.0654483486015
FMO3	3.02389391517844
NLK	4.38001735232553
POU4F3	3.25414832663155
MDM2	3.49959909272565
CAPNS1	8.63057353540466
SDF4	6.76777216391988
ITGBL1	2.89003525986749
TAP2	3.79604228316719
OR2C1	3.48406872907664
KLHDC3	7.36040238752949
EFHD2	5.78647713559985
GALR3	3.62483694545188
NBEA	5.16884531085115
ABCA6	3.32772230295350
ABBA-1	3.87707842285311
GNAI1	6.52176468012389
CLDN3	9.2047985771667
AKT2	3.3744847366218
EGFR	3.9762203397522
VPS4B	7.52212412286048
RBM16	7.92289594174026
GALNT6	5.1364823985268
ZDHHC3	5.37386028412135
SLC25A4	7.17766771344933
CYB5B	5.45788031438938
NDRG1	6.72008202314088
SESN1	5.05720049663454
GBE1	6.72846072936575
MRPL46	6.38420445901131
CLASP1	6.48361554866233
FARP2	4.78606937062999
ACOT11	3.68680195623248
LDHAL6B	3.01475078523771
MAPKAPK3	5.84358412207677
NCAM2	2.93232109916260
AFAP1	4.74478354873562
PRKD2	5.72581702134729
OR2H2	3.37841657986436
ZFP36L1	7.21189289775727
DZIP1	6.06008040396102
GPR161	4.72092045913443
RNF146	4.91533709076241
NKX3-1	4.03171617644895
CCNB2	9.33903159199707
ZNF10	3.63285612102279
WDR74	5.69277149181325
FAM134A	8.21497404882775
PCNP	9.20975498237128
PURA	5.01286132206185
DNPEP	7.68807173297718
ERBB2	5.17617162697847
CREB1	6.27510260414994
NEO1	6.83370535562834
DDX3Y	3.13567422017378
RPS3A	12.5749324275544
MXRA7	10.0991394169716
LGALS3	9.71501768016121
GLT8D1	7.61519058538255
TMPRSS3	7.64727439928632
UPB1	3.30833278015698
LAT	3.61586791048864
CLDN14	3.68633573501606
DHX38	4.8821116358787
KCNA3	3.22871859770719
BTBD1	7.99512966694489
TARS2	6.16517321513631
SKIV2L2	8.62389276191726
ABCF1	8.72649602079971
CDT1	3.39045723900896
ZHX2	6.79076340490357
FCF1	4.99758816421718
LRRC49	6.18171278829264
GUCY1B2	3.41832566917566
CD28	3.23867398208317
SMARCA4	7.22806063032804
SEPT2	9.66623440681644
SOHLH2	4.45875128249903
MCOLN3	3.71197337493339
LRP8	4.39437463680574
TAGLN3	3.86031711787339
MASP2	3.51129240190471
GPATCH3	4.6805365887516
TTRAP	8.53891486360727
AGL	7.12029499732048
NFE2L3	5.95434241057257
PSD4	4.3926965865047
PALMD	5.11764864940561
CCNB1IP1	8.74990880109897
TMEM43	7.29438544867438
OBFC1	5.98835522248175
STAT5B	4.7578902750955
C14orf79	4.07954956229238
ENPEP	3.70734522857432
SSB	9.02987610702511
SCT	3.2505498374571
TIMM23	7.1305575233625
SKI	3.69003272398903
SLC22A13	3.19698131023121
AKAP3	3.87865846802483
OAS2	4.05661241454781
KIAA0423	6.45896374996981
SEC61G	9.1405444408596
CAPN11	3.18478456158076
TMEM50B	7.49438490407154
DEGS1	7.44490063499774
ARHGEF4	3.6096480260239
DBNDD1	4.34879716510336
TBL1XR1	4.15644790710039
FAIM	6.33702090612931
SP140	3.15201322318762
G6PD	6.69421312308519
NUDC	7.37415648823476
GABRP	3.83850138718971
SCARA3	4.48405139154952
TACSTD2	5.81363863272297
EIF3J	7.8350515375726
PPP2R2A	7.61942991041822
CPA3	3.09739193451392
PVALB	3.09088273664311
BCAT2	5.71813210430218
MFN1	6.1305840734292
F10	3.56657100797201
