Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A05_451962
GMPPA	5.66944684822522
C11orf73	4.11792982664305
AIPL1	3.917331557163
PTP4A2	9.12862780100493
IL24	3.39482062762072
BDKRB1	3.49136075976629
HPCA	3.80017602769396
MLF1	5.47682220740706
SEC14L1	5.55548902803404
CHFR	5.93048280334234
EMILIN1	5.59797114630148
THADA	6.66903977555993
TAF12	4.40089519754104
NDUFS4	5.54761108349166
ID1	5.78844214470077
PIK3CB	3.95474308939805
COL18A1	8.44535312988339
PDZD3	3.78580334882566
TBC1D17	4.99503777357071
COX8A	9.11253861509912
CDCA4	5.98048399768019
C2orf44	4.77623060191922
C9orf16	7.47112706018035
ERBB2IP	7.2761272457591
EMX2	8.47476784078471
FUS	5.74513224985294
NIPSNAP3B	3.4061645137724
TF	3.28836031968981
CXorf56	4.43150232262736
CLCN4	3.73923837673304
PWP2	4.62072915737924
MMP15	5.01140420805256
MTMR14	6.22745289636938
NPR1	6.91672932518744
DNAL4	5.5471229377608
ELAC2	4.75094644765041
ASS1	9.9814268746267
IPP	5.66885945454691
TMEM59	8.7721515444306
POLR2J	8.7737199516875
SEC23IP	4.66287630315419
RGS4	4.27097935611178
UQCRC1	8.17292111276386
SNX6	7.18603185085631
DDX18	5.56724414992702
POLG	4.21643415380727
ADAM23	4.2065948426939
ZNHIT2	5.56741035532937
TFR2	3.44335259049807
NCDN	4.76757588912595
RAG1	3.36752100006475
POMT1	4.32192616868039
CYP1A1	3.70387401027267
SNAPC1	5.80301167640016
GNA11	5.59063604473197
CCDC52	2.86165981326952
CAPN1	6.59008661362503
DDHD2	6.08772261283078
UPF3A	5.16088115405219
LAGE3	6.02106163546785
GNRHR	3.15751254966734
UNC13B	4.54504034444064
TTLL4	4.18311271034916
PPBP	3.3641636501043
HTR3A	6.20464785463393
SDC2	4.8905352831752
ANKRD49	6.65359308342058
BTF3	7.8444491894947
COX7A2	9.99657080725927
SARS	6.42087887218765
C13orf18	3.74981399558451
CACNB1	3.99304928653191
QKI	5.76367273346139
SETMAR	4.86531322549484
LAMB4	3.5614093873494
MAN2B1	7.39288508314288
EML3	5.80810162487067
ACADL	3.07432327939448
OFD1	7.87242595633232
CGA	3.72827377398865
EIF3EIP	9.65927505362425
PEX16	5.00535076431165
GNG12	6.75464247614667
HABP4	4.80535667283776
CNTN2	3.64988339274459
ASNSD1	5.64993074349473
FUT4	3.84264680354814
DBH	3.76271779531751
CD53	6.15279126377982
HIST1H2BJ	3.33127671067240
TFAP2B	3.29380825375258
ACF	3.69933596117281
TMEM11	5.86467641119013
CDH8	3.37109078118196
C3orf32	3.47172829452849
AGPS	4.10977598735129
C4orf18	3.26228069566591
PCCB	6.78488990330998
IPO13	5.5418418773535
PECI	5.40281495915265
UNG	6.94196271304341
C6orf105	3.60659328481342
GSTP1	8.09482688607455
SUV420H1	7.18101391041001
ARHGAP15	4.18594189820338
LTBR	6.85534195837437
TDRKH	3.17012066621156
PSG4	3.49276857902125
SLC9A3R1	5.91807143363411
NBPF3	8.57448150533125
SLC9A3	3.92547050211696
OSBP	5.6236904122644
PRR5	5.55019733424239
CHMP7	6.1492735905193
ADRA1A	3.11328767284215
ASAH1	6.3970193906534
FKBP4	5.3941706308416
ZNF350	4.29957947929458
DOM3Z	4.99045285197541
GIPR	4.06557275991526
AHI1	4.15571614617119
BST1	4.58805532950597
NCR2	3.73385351600217
NADSYN1	5.6164308338783
UBE2W	5.17544203791815
RGS14	3.91876744686476
KRT15	4.09018754730358
SCN11A	3.87322921574001
GFI1	3.96495395017066
FHL1	4.17333326105696
SMC6	5.4185594860218
GATA1	3.77355687973003
OSGEP	5.12608748254098
ARMC6	5.04079137235874
HK3	4.08749731830156
PSMD5	5.44317715192869
RSU1	6.75625670041888
RPL4	11.2945547060421
MAD2L1	4.36795537901547
RBPMS	5.33453531244822
EIF4A3	7.19628303682112
E4F1	5.26019740147263
DLEC1	3.71918585163214
PRPF3	5.02739596270938
EMR1	3.50352078763525
CHMP2B	5.27396828502159
CAMSAP1	4.25631394763217
RPS21	9.0525511361627
XCR1	3.1911690344415
ARID5A	4.96890466300781
RBM6	6.10726896570643
UBE2N	6.43805867724382
KLF4	3.89647339608522
MGC4172	4.22052977749963
LMO4	7.12570448812408
KLKB1	3.47923197358541
HDAC3	5.38346515292085
HP	7.73094687246202
SCHIP1	5.39058266406725
BTK	4.25851140274202
KRCC1	6.46645091939565
PRND	3.5827318820221
C6orf27	4.30813096061603
PIGL	3.78926189223056
CLCA1	3.89300539083135
C1orf112	3.65834911679664
OLFML2A	5.72487903787386
HUS1	4.44809525270814
SFRS6	6.59005770844094
CXCR7	6.41121731176346
UIMC1	5.51363158738385
FXYD2	3.94467006560213
GOT2	6.645280438459
ZNF667	3.22639043610161
TFEC	3.72124023692874
ATP7B	3.85673069709379
RAB38	3.12667281045896
POLD2	5.81177497760021
PPM1H	5.35047226554476
DCX	3.26261060700543
NFYC	5.19681776477995
ZNF228	3.58500285875206
KIN	4.63093030261025
PLSCR4	5.85859829262219
HIST1H4I	3.89349281352328
PPARGC1A	3.19554703033912
HIG2	6.44994709311898
KCNK10	4.26746452012533
EXOC1	7.1451171143642
OR6A2	4.10561522805513
ETFA	6.17887224806567
PDAP1	4.92233659315251
C19orf6	3.48476439449159
POLRMT	4.28200867323777
ZNF146	7.49757741503144
MIA2	3.42600990990067
LY6G6E	3.13094629949336
EIF4E2	7.22736916234721
NENF	5.16681449744431
HOXB5	5.8053760598744
ZNF324	4.53751524492183
CUGBP1	3.95051451633327
ENTPD7	4.14092070879855
TTC13	5.16111573304708
GJB5	3.30474916869176
PRSS22	5.2143905711636
CYP3A5	3.71692870204533
MBOAT5	4.2555279907904
CUL4B	4.70624642792961
CENPJ	3.7914362708087
KIAA0664	7.59096640224014
PITX1	3.55482454379518
PDGFRB	6.92159626834842
RDX	4.89399367617137
CELSR3	4.2653753964895
JUND	6.62649766809928
ITSN1	4.88787479010957
CHRNB1	3.35625354710629
EHBP1L1	3.67327359425145
C19orf2	5.59911354331518
FETUB	3.15601655108176
CAMK2B	3.30893445984056
DCTN1	6.31353809718462
TNKS2	7.28155753047976
MRTO4	6.38354926495653
C1QBP	5.08221012626746
TTC3	7.36461613860341
NDUFB8	8.62706748432985
CADPS2	4.8186969468614
EDG2	4.83863775952398
MYF5	3.15543776039921
SEMA3G	4.13731107796349
IL23A	3.71835769584762
GJA9	3.69396565118733
R3HDM2	7.17722835903194
C5	4.30351920634637
SLC2A10	5.64573043573272
TRIM45	4.64427725192177
TSP50	3.94230849176913
PAQR3	4.57909929421574
ANKRD26	3.41026733627635
TCP1	6.6065056338329
TMED7	5.90162548514622
CMA1	3.25563373173676
PTCRA	4.65714865405722
HCRTR1	3.53370163108413
FST	3.99201990294345
PAWR	3.73957606022887
LDLR	4.20548946081241
ASTN2	3.69576183445244
SCRN1	6.14171317118161
GPATCH8	6.76416019317462
KIF4A	4.7648967924978
TANC2	3.85731046281533
ZMYM5	3.55721932356875
PGM1	6.95639423790529
ZNF586	4.02293497968789
POLR3G	3.86729231559534
CPD	5.03497808360231
SNCAIP	4.66427398514141
DCT	3.65861301487299
HLA-DOA	3.64432456695988
TANK	5.24700466720268
RCAN1	4.27880220274495
UPK1B	7.15695657169422
DNAJB4	4.28592142483289
UGT1A8	2.99401835686082
LIMD2	3.88480698457953
HIST1H4L	3.42330881042781
PECR	3.87502223315656
HSPA2	5.30202554494843
SERP1	8.2783397041895
TACR2	3.32808882408069
NUP85	5.79666615973881
CD177	3.60771465700342
GPR135	3.38505836108324
PIGG	7.02530383233857
LGR5	3.69466097329973
JAK2	3.50176698201113
DPYSL4	3.62928635216374
TM9SF4	5.67625335426597
PTHR1	3.51141752290647
SIRPG	3.50624825089109
ZNF264	5.46703593993553
BICD1	5.38535411857684
RAB5A	6.14610808988882
FLJ13224	3.06978572270643
METTL5	6.96773356415354
HERC6	5.04035745414126
CASP1	4.46173060108431
USP9Y	2.76220328132468
LRP1B	2.66814205783325
XAF1	6.69373174697222
PLA2G4C	3.9600265978991
APOA2	3.21150454296767
SPAG6	3.3378879481778
KALRN	3.44454404686756
SECTM1	6.52787200684992
THOC7	7.68653889049243
IFNAR1	3.71527109999039
TCTA	5.74816970933819
NY-REN-7	3.32185971296480
TALDO1	8.9246674590281
B2M	10.2631857999503
LPPR4	5.51044860760183
SQLE	5.47999853541235
SEPHS1	5.79531894188569
EIF5A	6.41591516069967
FAM49A	4.13347839793169
YTHDC2	3.80249486886303
EHD2	5.38580343278088
NCF1	4.05555038286302
SPG7	5.97813707058311
ZNF614	3.46462962771712
HOXA5	5.06151144771333
NUP133	6.35383292675083
FGF12	3.80143050223385
SLMO2	5.64007223633914
INPP5B	4.50506549665887
PPID	4.73205073885512
SNTA1	4.78790325666029
IL20RA	3.65163170884251
UBE2J1	5.19313278129251
CACNG2	3.12085389428194
GCM1	3.44292236752652
ELF1	5.86300532616139
TLR5	6.15825449655827
TCFL5	5.14193607997924
C1orf107	5.0243500614625
C19orf22	6.28248597551129
SAFB2	6.59782160684972
MAP3K7IP1	3.98565730469710
NCK2	7.47551587390168
OXA1L	7.02073109181907
KIAA0652	5.1095587335775
KLRG1	3.41216536968939
FRAG1	6.52680701117637
ZSCAN12	3.09346801888637
PSMD12	6.08567246375181
E2F4	5.283959030261
CLEC4M	3.77466361632475
KIAA0999	5.18547193668926
CLDN10	4.40156730057004
MGC13053	4.32094746057265
TAC1	2.78069694655479
GYPA	3.40046332887728
HPCAL4	3.45083192182835
TRAIP	3.84946027155438
MEX3D	3.89614131257462
KIAA0232	7.40210400278362
ERCC8	4.30313816498975
NFAT5	5.74751497312437
GPX4	8.81875028177537
CSPG4LYP1	3.28164836454109
KIAA0368	5.43212603170334
FBXO3	4.38269460086027
DVL1	7.54509975077306
CMKLR1	4.08165181793314
GPR157	3.6438791939907
TYMS	4.50347153344027
OR52A1	3.08073199046198
PEF1	6.81149532936686
ZNF750	4.24885136182987
ALG9	5.5422302488357
MCM5	5.12107846779544
SDK2	3.73033631207662
BAIAP3	3.95466784303588
RABGGTB	5.27336962838432
KCNK7	3.6441883394664
PTP4A3	6.44099750698684
ANKRD40	3.69655307720619
CALCOCO2	6.01290649226773
TMSL8	4.49794524786188
SNCA	4.13080352479626
ZNF551	3.96551516312428
HBQ1	3.5954883301769
ARHGAP26	4.26576096310116
GEMIN6	6.15032633767561
HRAS	5.90170005136458
KLRC4	2.70094975497498
BSDC1	6.65481769904938
DSC1	3.76190858239806
RNF43	4.61024222326186
NDUFAF1	5.42390107370311
MAP2K4	4.26259756109704
FOLR2	4.50102891619069
LYZL6	3.78088774095269
EPB41L3	3.74948841853976
TEKT2	4.85957563807071
CDKN2B	3.82733039488068
WSB1	6.35702733697288
ZNF480	3.45597293873942
MAP3K6	4.68783462910114
PROS1	4.91816827137546
PSMB8	5.79709420085231
HN1	7.69729562684766
MAS1	3.71037208216391
APOL1	6.1636545892834
CSHL1	3.70103079401896
ZBTB7C	2.84206264883001
AHCTF1	6.625215204116
SAE2	8.07387253467797
ITGA2	3.72058610339081
AP2S1	8.0171919054045
P15RS	4.91855482947006
MME	3.81303037492371
VAT1	7.98548090058723
MAST4	6.3109767431202
TUFM	8.18178481049674
KRT33B	3.59862003157098
THEG	4.03676304210343
KCTD2	5.33130459668262
WDR26	7.44209242494857
MFI2	3.60040500449031
KRT34	3.27260971083262
NR4A3	3.61557598352168
SGSM3	4.28406115415804
ARSA	4.62679162603759
TOMM22	4.51357255761413
SOCS3	3.84786042231115
UNKL	4.19473837174512
POP4	6.68640659154256
BHLHB3	7.13961801670086
MALL	5.56789644265437
SOX15	4.18381405491142
CCNA2	4.08068840684774
PARK2	3.44850112490959
GPR124	5.62092655483066
TMEM132A	6.27163186157503
CGRRF1	4.21359389212029
RUVBL2	7.91172350515592
MCAT	5.26945188983788
WNT10B	4.06802395514949
ISCA1	4.65166531797208
RPAP1	4.70963307933063
C12orf48	4.64488133737386
RAI16	6.36091873181153
RPL27	9.2911309228786
EPN1	4.00440479582935
MAGI1	3.0629749889933
GBX2	3.64397065688596
SLC35A1	6.50418992001129
GAL	3.96250888145946
SLC14A2	3.84316898532716
RDH11	6.25742410022649
ZNF518	4.11768209556749
PCYT1B	3.41296219754462
AUH	5.40440527481933
EIF3H	9.57398076457344
KIF1B	6.13981752283464
MBD2	4.58058992956400
AMOTL2	8.36253608374686
C6orf120	4.60024800275818
PIGT	6.8575344827973
PSRC1	4.7532317480607
PLA2G10	3.87998420923232
ALAS1	5.99368380359961
FOXO1	6.4340885982631
C17orf62	7.64214745933249
KIF5C	4.15556669226858
DUSP10	5.33473538129792
CRLF3	6.48652302112744
CLCNKB	3.47863941297137
PSMA5	6.68714209686154
FARS2	5.08391328857111
CCDC28A	4.88096987177694
AMPD3	4.7642154815489
PIAS1	6.49903114723612
ADCYAP1R1	3.47191517563455
TMEM134	6.50784991549772
CDH20	3.14486949741568
FBXO7	7.1445071721684
FLJ14213	3.28325583176792
ZNF3	5.27755061905394
LRRFIP1	7.4743148237353
TMEM49	8.5708697394499
CNOT2	7.69326265474677
CBX2	2.87176567717478
ZC3H14	5.78879568372715
ALDH5A1	4.72669796433245
HNT	6.88955409407799
SERPINA4	3.38933002342256
FLJ20920	6.0887161109593
CRTAP	5.25931944517075
DDX50	7.0889683806389
STYXL1	7.54291460539794
TK2	5.01897760553262
BLVRB	5.63858859370544
STMN1	5.71495607324528
GUCA2A	3.62435918526251
DPP6	3.18423566678544
GALNT10	5.04393225638381
STK39	4.82494388661199
MMP24	5.31990291988903
CKS2	7.25792197362522
RHO	3.91048289586034
BANF1	8.72947999370266
CR1	3.0629418965894
RPS6KA2	5.56514683175216
HMBS	6.72590603411619
C20orf112	3.5788010973825
SLC25A24	4.82651599962967
MRPL22	6.13207009789295
SLC25A15	4.71567790338881
GADD45B	6.04068921684831
TDP1	4.90785796026326
ZNF287	3.38483604216217
DAAM2	5.14537199721954
C11orf57	4.7738002234011
RFK	5.73807854605345
ZFYVE9	4.33556209284277
TCTN3	5.66552069096767
STCH	4.93603679267502
LOC283871	3.77707497908305
NDUFB3	6.4685519564763
DEFB4	4.9294344178215
FPR1	4.07741294364534
FMNL1	4.02129873269883
SEPT7	9.4854276625143
PTCD2	4.16854680054189
GNLY	3.81389027759912
GRAMD1C	3.86149332252807
ZNF165	4.15898142858984
TR2IT1	3.76329667028626
ARMCX3	6.577759457858
NDE1	5.59048220226914
MAGEF1	6.6672104246912
ITGA10	4.22949098140759
ARHGDIB	8.10624966183493
FSHB	3.9237472051396
ANXA2	10.6986649301594
HLCS	4.16256742824335
MCF2L	4.11081876439438
AK1	6.10451541470669
FH	5.71758543688144
LGALS2	3.97800925130635
SYNPO2L	2.83585419268685
KIAA1045	3.43103972150886
C1orf183	5.25829745875507
MAGEA8	3.03242329688549
DGCR8	4.96894964912001
GSR	4.70854791289679
NEU2	3.53267624149713
HIST1H4B	3.37518039221576
CACNA1C	3.36706328786540
FAM20B	6.05540557499626
HES2	3.23753719394376
PDCD6	7.33793883837966
INTS7	5.14334957981292
AMPH	4.34967119716332
UCKL1	5.27804797879304
ASB4	3.13919862043443
C10orf97	4.41420753028882
ALDH1L1	3.89133668473401
CCL23	3.18233327429362
OBSL1	4.84996587202335
SLC12A7	7.42748191028497
THAP4	5.06774485908741
RBM4B	4.97559199959248
OGFRL1	4.39529577207686
KIAA0831	5.51562369025095
C12orf11	5.75274915481606
PPP1R15A	5.26193636613748
KIAA0240	5.43574032186294
CD1B	3.1630452164648
FCGR2A	5.25376570174969
MDC1	4.76758477914325
MAN1A1	3.49257093381576
KRT9	3.54275192892041
HTR1A	3.53182678408165
OCEL1	6.01696127109153
ATP11B	5.51454070213987
NLGN4X	5.524533824128
FBXO34	6.20332963003933
ALOX12	3.64417414377752
RB1CC1	6.73319431804652
PCDH12	5.12181536103595
RPE	3.88720583105933
EIF4E	4.80241578354169
CSDC2	3.90385978583043
ABHD5	4.29898716484033
TMBIM1	6.46980425674499
PET112L	4.72803031159983
P2RXL1	3.33669287322454
F2RL2	3.63097139403802
TRMT1	5.03964434090609
IMPG2	3.49899938532818
LRRC32	7.34352067916832
BGLAP	3.77569727840057
HTR4	3.47581962841478
MRAS	5.35262230404061
TRAF6	4.0531408757315
AXL	5.24023087256602
ATP2C2	3.54350613036942
LMNB1	4.45732100536066
TELO2	4.97346659177339
PNPLA3	4.07191909663125
CSNK1E	7.02505403980256
SRP14	9.90397375837952
KCNQ4	3.42217348319057
PIK3C2B	6.35332171336425
C15orf15	5.28043578203413
TUBB2B	3.23973719664865
USP15	4.65136674952654
C12orf41	5.93907052115505
CEND1	4.20288024170862
RNF31	4.51593162596227
TCEAL2	4.715588466753
PTGER2	4.14036688069721
UBN1	6.53719019418224
SLC5A7	3.39358043448923
SLC31A1	5.06690412720954
ADAM29	3.60386909863173
ST7L	4.27870509318175
GFOD1	5.71938140465573
CTNNA1	7.62486371229716
HRBL	3.93016098471292
CBX4	3.58177983610588
NTRK2	3.76602131450514
FOXN3	5.11589504829109
MFGE8	6.74481269590623
PFKFB2	3.88169931972815
TAS2R4	3.77621242596356
SH3TC2	3.41477219164671
IL10	3.21089722277414
PXMP4	6.51080581092956
RNF167	5.93664252145548
PRMT5	4.29974212055432
TSKU	6.38790228340706
ATPIF1	8.04154753286344
ETV3	3.40067960506183
PAK7	3.10730887990958
PDLIM1	8.27905309792325
CEP63	4.38329625485488
WDFY3	4.41556629200456
RNF126	4.88978782852304
DPM1	7.1769020643509
CLIC4	5.55816458327645
ACR	3.69387815418656
KLK7	8.0240314338601
ALOX5AP	4.22514652535099
LRP1	6.0488721364404
TNK1	4.68704628018102
TAS2R9	3.07426512669858
ZNF16	5.74713139504292
POLR1B	6.4050304159051
SLC8A2	4.06824607768329
OLFM4	2.93787009447148
TACC1	4.91079266796331
SAMHD1	6.14442953031801
ATP13A2	5.76846542748843
KRT4	3.70905540739418
PAX6	3.68806063127894
SCG2	4.13970747004595
SLC17A6	3.45764188940672
TUBB4	3.87652584572493
PADI4	3.17194793296849
FMO3	3.29660371036383
NLK	4.39029873651910
POU4F3	3.27940427788641
MDM2	3.35758851481447
CAPNS1	8.84462168105585
SDF4	7.44779594335311
ITGBL1	6.2896221223733
TAP2	3.97317559684412
OR2C1	3.85214009036279
KLHDC3	6.40986053015973
EFHD2	5.95306233273879
GALR3	3.71264076442517
NBEA	3.70320265762723
ABCA6	3.86368408645011
ABBA-1	4.25784660596741
GNAI1	4.40950151876734
CLDN3	8.20016644709773
AKT2	3.61991333429286
EGFR	4.20170770713445
VPS4B	6.21787622055149
RBM16	7.13550263529637
GALNT6	6.5838874380071
ZDHHC3	5.48248449789991
SLC25A4	5.11816468016514
CYB5B	4.82773838914586
NDRG1	7.61642253243824
SESN1	4.02618384581233
GBE1	6.37187725626164
MRPL46	5.0611138856014
CLASP1	5.31773250268923
FARP2	3.96728114929342
ACOT11	3.85620342645560
LDHAL6B	2.94869757869937
MAPKAPK3	5.74216703987137
NCAM2	3.23168892515972
AFAP1	4.98026851595479
PRKD2	6.44951757307621
OR2H2	3.48333852814662
ZFP36L1	7.63749661148893
DZIP1	4.50058127607441
GPR161	4.24590720422505
RNF146	3.41002362879278
NKX3-1	4.2884541060423
CCNB2	5.9548883357215
ZNF10	3.97117418386282
WDR74	5.05714148431685
FAM134A	7.13585501974646
PCNP	7.49631449897826
PURA	5.32604073038382
DNPEP	6.07023168489491
ERBB2	5.31030171249148
CREB1	4.67213136332124
NEO1	6.04290174742551
DDX3Y	3.38272625923106
RPS3A	11.0150770853391
MXRA7	9.10955698011242
LGALS3	9.93557720380219
GLT8D1	6.86846322631653
TMPRSS3	5.16030385039965
UPB1	3.43878411284258
LAT	4.12560864481004
CLDN14	3.82126054387939
DHX38	4.33569401747248
KCNA3	3.35817241816020
BTBD1	7.67743114896489
TARS2	5.83637546724234
SKIV2L2	5.23122850640949
ABCF1	6.57577500293695
CDT1	3.26816703023289
ZHX2	6.3629549825353
FCF1	4.44305052439179
LRRC49	3.92247942231446
GUCY1B2	3.89669104764409
CD28	3.37535262955720
SMARCA4	6.20034158818203
SEPT2	7.8556500172425
SOHLH2	3.55799777650728
MCOLN3	3.82194015819006
LRP8	5.26705782786929
TAGLN3	4.23465124948302
MASP2	3.65204525468154
GPATCH3	4.07163060676194
TTRAP	6.65510277623839
AGL	5.22138002200461
NFE2L3	4.15728293591591
PSD4	3.5286562000951
PALMD	4.68206852944773
CCNB1IP1	6.77748810310176
TMEM43	6.45324538546078
OBFC1	5.7192402790406
STAT5B	4.27616473963508
C14orf79	4.87027882565681
ENPEP	4.02020986557886
SSB	7.01630978921022
SCT	3.97330358227799
TIMM23	6.50315582992721
SKI	4.19572648717702
SLC22A13	3.16900517436838
AKAP3	4.07428227872059
OAS2	4.70735207501475
KIAA0423	4.59773592148578
SEC61G	8.3266460425665
CAPN11	3.21093006144566
TMEM50B	4.98564054245703
DEGS1	6.93392490936347
ARHGEF4	3.93867623233022
DBNDD1	4.74783792333383
TBL1XR1	3.59537882961629
FAIM	4.05344568171743
SP140	3.61328352243969
G6PD	5.90602510279886
NUDC	6.28000596022789
GABRP	3.53386081723339
SCARA3	5.59520192653685
TACSTD2	5.63125333851135
EIF3J	5.66716526227799
PPP2R2A	7.32176105566709
CPA3	3.56306147698948
PVALB	3.85029492292278
BCAT2	5.04239548543705
MFN1	5.00165335337092
F10	3.5045369170347
