Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C10_433694
Composite Element REF	Signal
MTG1	4.83310077105146
UBTD1	3.95289406936623
SOX9	8.97769227350252
CRABP1	6.7361222543724
FLJ33790	3.80467855312265
FAU	11.5152205078629
DTNB	4.49331712565435
CARD9	5.13137029945662
PACSIN3	4.65113908652127
OMD	3.11097658901928
HOXB8	2.93687548855665
NSBP1	3.11470012284779
SLC4A5	3.32153289342436
FBXO46	5.2547917671488
UGCGL2	4.53741713305693
SVIL	6.31940972315288
OAS1	7.96182120912483
PHB2	10.9449929523055
NDRG2	4.35930787687143
ERMAP	4.26908943006953
GRIP1	3.17709130904281
APBA2	4.43496590239498
TCF21	3.45691848430035
JPH2	3.12795229942375
DLST	6.06183541607402
SLA	4.44442449050938
AMELX	2.7996249066895
WNT6	3.22816766955534
ATP2B2	4.49110541251136
CPVL	4.92614684541368
RGS20	2.9800196956424
TRAM2	5.66209995224068
ZNRF4	4.41382158563878
ZNF419	4.63873672840406
LXN	6.5008174499801
TLK1	5.03013129796798
UPK3B	4.09541167174135
MTMR12	4.59412717836255
KLHL21	6.30375413633769
ZNF384	5.45433067428974
PI15	3.56251995750397
RER1	6.74372636061132
ELAVL2	3.03868828652878
KLF2	5.68965669082598
RPN1	8.34877488211017
PMVK	6.95436841591957
EIF3D	8.86948022837009
SIX2	3.6900413587001
HPS1	4.62507069246557
RNF7	7.30524823705295
TFE3	5.61032761970398
C11orf17	4.40298679042561
SNRPC	7.75448630640629
KCTD13	4.38326038948855
DLGAP1	3.31008157978401
PGLYRP1	3.82990357541538
IL8	7.33406264700145
IRF7	6.83389814397777
SERPINB13	2.89049557713741
SET	9.4421901496043
NAB2	5.60326513797398
MGC40069	3.49087033562733
BLR1	3.44276459117056
LRP5L	3.7513815259299
FAM120A	6.8805264957098
ASCL2	3.07722450619601
PCDHGA10	4.71236935322604
SHH	3.08809818734186
SH2B1	4.93329867540269
ATP5H	10.8112279765223
THPO	3.33481774650406
HIST1H3E	3.62297599037344
TYRP1	3.16243927420205
EIF2S1	6.48519276436522
RFNG	5.27364153009612
RAB20	5.57089648451613
TNFRSF17	3.80905929486998
RBM7	7.28692925137946
TMPRSS4	4.80163110513179
NKX2-8	3.04291577062465
C1orf115	7.26537139006172
TAF9	7.06381719032712
TERF2	6.17704734685448
TNFRSF1A	8.28439727858512
ACADVL	8.28496244070972
ISCU	9.30405895880134
KIAA0841	5.09193844764418
GTF2H5	8.01527364680495
EDG8	2.86218443158078
RAB15	4.44888823571244
HBP1	5.45349785107711
TNNT2	3.88591844875139
CECR5	5.41906649517349
JRK	4.50417985560973
PHGDH	6.82898317286600
XPO4	5.32722203975599
ARHGAP25	4.63779950084305
CA9	4.73320590548483
TLX1	3.24703104243191
GPS1	6.93345366097985
RPS29	12.1898412952864
MKLN1	5.50470202048514
ATP6V0A2	3.98137495879873
EMR2	3.15376075130337
KIAA0319L	5.4939680479231
DOPEY2	4.42766272008076
SLC29A3	5.24031109714821
LGALS4	4.38030331031274
SDHD	8.98702290308787
USH2A	3.10885191446006
NF1	3.93454781221201
IMPAD1	6.26387607267577
APOBEC3A	3.85253398596892
OLR1	4.10761905545939
HCFC1R1	6.09181257772422
TAOK2	3.94039631729172
NRAP	3.97147242400999
PPFIBP1	5.59626028952703
LYPD3	4.49908030988334
BCL7A	5.19546052266789
AGER	3.67092903212689
MCM10	4.37079993207015
MAP4K3	7.31604214009253
PFTK1	5.11548965303494
CBS	4.61418433790995
CLK3	6.87062820234157
KIAA0753	6.7206519579814
GABRE	6.41057647362892
FIS1	8.52768984988358
ELF4	7.2217905039244
C11orf49	7.38917402344201
CLIP2	3.66093817711889
CLPS	3.81806448044023
PPCDC	4.95766879611513
KDELR1	6.13831946009618
NT5E	3.64609809133804
FOXN2	3.51234599910193
NCSTN	6.95650360331489
PARP4	7.66617729219404
CD83	6.47600783507245
NPY	3.30820180207393
IL18	4.02046117642939
BEGAIN	3.27528621797573
VPS16	7.30094389577849
SLC16A2	4.76829964005798
SLC35B1	8.356908897869
C4orf20	4.77016370153858
IGFBP2	8.25866680855337
NOTCH2	6.79826887936298
SIGLEC1	4.40945011314251
SLC9A2	3.12475239325979
CD93	4.94838407603812
CEP164	3.91755072833264
P53AIP1	3.36100095480230
ADD1	6.49167734228647
ZNF136	4.74494415874877
ANP32A	7.28123432990702
MGP	6.67776178706443
DNAJC1	5.09421012480114
CCDC144A	2.97579410210327
ACLY	6.94415100825327
TRPC1	3.61348272808251
CYP4F12	3.51262823487359
FKBP5	4.35819469064816
SMS	7.85030169587
MAPK7	4.19377318692247
RRAGC	7.90619571010142
PARD6A	4.53414790187435
CCDC85B	4.4918042982936
SYNGR4	3.27675457183659
WIF1	2.98216577576751
GCH1	5.42128630811831
STRN3	4.82094563691673
TMOD2	2.84027658490284
FLI1	3.42995157145277
DGKQ	3.5776645060552
MAB21L2	3.00680065050531
SCNN1B	3.13197138063547
ECHDC3	6.08405785923175
TMEM106C	7.84557628495474
CSNK2A2	5.48635606950166
GPRIN2	4.05641313641528
CPA4	4.18786611474884
RPL39	12.6961217370515
HERC3	3.88703844982373
MELK	6.55090468891855
IL15RA	5.20919706082427
HMBOX1	5.20963080362715
CUL3	6.30850499198931
PODXL	7.21377378757642
CCT6B	4.37983985543671
GPX2	3.97899589002496
ITK	3.81774985070393
CLIC5	6.01326166830019
RABAC1	7.62420476896759
YPEL1	4.26727805038192
DNAJC4	4.16732595300682
NR1D2	7.27753529549515
KIAA0776	7.9692098732804
FBXL5	7.47145605212346
C13orf27	5.37555043183518
DEFA5	3.01819015900617
TRHDE	3.18298667147442
ZNF536	3.14754483666254
MEF2B	3.84725342510637
UQCRQ	9.94542972605686
ITGB2	6.50947614160387
PTPN4	7.75203369319817
STX5	4.89516134083919
CD72	3.23845780467807
ERH	9.14507045612859
XRCC1	5.90246868726566
VEGFA	5.86479182158772
MPHOSPH1	5.80892795112196
MORC1	2.86949171263260
PARVB	4.23915068235821
ELL	3.46483923753736
SETBP1	4.52671007842381
CDH11	4.80678913562131
NDC80	5.19687598308410
GIMAP6	4.07134795183623
AREG	4.96134988925849
BAT2D1	8.22394939972829
CDS2	6.45281810294204
LIPT1	6.42043842425162
SENP3	5.24044707563359
IL1F9	3.47602860802157
GRIN2A	3.64509217416165
MAN2C1	5.42817075869765
NSUN5	6.70721735216252
SF3B5	9.19260270509454
CEP72	5.38041310629101
MYC	9.62040039992318
NRXN1	3.19993873189701
DECR2	5.43111064545145
SLC37A1	5.04248866968383
SUPT16H	7.84790514133774
MUS81	6.10806672088955
PHYH	7.02819223164807
ULBP1	3.41472510196882
OIP5	5.36943254134788
IL10RB	6.57599572250626
OTUB2	4.49255516503568
NELL2	3.10309967839584
MAPK8IP2	3.71520395173727
ARHGAP10	4.59094219610077
POU3F2	3.44537548566659
RPLP2	8.98615330936655
FGF22	3.47573738849433
PSCD4	3.87003315773298
TRAPPC6A	4.84493835673258
C21orf2	3.64899856862834
CEMP1	3.15007899331248
IL1RAPL1	3.28487492071982
LIN7B	3.65804070238574
VCP	8.24640355806076
NKX2-1	3.3726033944826
BGN	4.44867364903219
LAMA3	4.12028550385194
APOBEC3F	3.23280120489133
COCH	5.52283926848592
SCGB1D2	9.33148748274246
SP4	3.55253812277298
SLC11A1	3.96186447417107
ICAM2	4.82707148642722
C21orf25	5.51923023043279
SH3GL1	5.778425697432
RALB	6.34119710625497
GSK3B	7.11359163798712
GNGT1	3.24527183096375
GPD1L	8.89391195421964
VPS37B	6.42466159392731
TNFAIP3	6.7369472950961
C6orf32	4.16355739560083
ATG3	8.34749891066775
KLHDC2	9.07373151529471
NDUFV2	8.31904030083615
PANK3	4.49307825428376
BLK	3.24633425568798
MATN4	3.20327241849036
GPM6A	3.24036656743569
WDR82	8.18421614062624
APOM	4.14179267407474
PKP2	4.49346311706927
C1orf135	4.94619746632447
TRIP10	5.53792847383828
HRASLS	4.14017103988589
TESK1	6.41861404212264
FSD1	3.93884230430836
SFXN3	4.50658978997429
MMP1	2.82729879716190
CA12	7.53993027062045
ZNF611	6.89014958739937
C19orf58	6.10663753577667
NCOA6	8.22151912400236
PDE6G	4.03198197597227
PPP4R1	6.93253953694514
HLA-DQA1	5.9687076565182
GCLC	6.86388519529671
MAN1A2	4.26173885226486
SEC61A1	8.41481695766878
IKBKAP	5.46927352845459
TWSG1	3.8510795147155
UPF1	5.77119625848115
KIAA1219	5.94930095530274
CTDP1	4.42294684467756
ZMYND10	3.87081912907179
WNT16	4.44832442067508
ADAMTS6	3.13802847562981
SNW1	7.00387712197042
IL18RAP	3.93775481818367
RPP30	8.06691069476112
KRT86	4.33431284477101
CDC40	5.61130672629761
SLIT1	3.69243214385954
KIAA0574	3.73450424701954
GTPBP2	5.2495002066676
SETD3	7.71003506223903
C15orf44	6.0578792126783
PRRX2	5.19386866693143
GPR110	3.42522205113447
C11orf10	10.0684455322920
MKKS	7.2750699150277
ELK4	3.5268860328133
ACOX3	3.77771633925866
ADCY1	3.42145081693998
KIAA0372	7.75657841248265
TP53AP1	5.04519939876984
RHBG	3.87905659885365
SMURF2	9.00767149138644
TP53I3	6.41460214550902
EBP	6.20208973757595
SLC22A3	2.96035304890191
TOR1A	6.97546815299561
P2RY4	3.64060891766167
TRPV1	4.39010019020749
ADAMTS12	3.26035879995033
PES1	5.57160221299037
UCP2	9.6477271781382
ATG4A	4.51769341388662
FOXG1	3.91613404165576
MAGEA10	4.1603235490003
WFS1	6.20041822443058
TRIM24	7.21150781063334
PABPN1	9.64281213880882
PROC	3.53351628776590
SLCO1C1	3.53015352115041
SLC25A30	3.40503106532896
SLC22A5	5.46958220182406
DEPDC1	6.47880985152617
KIF23	6.43060070636401
SYN2	3.78224489615341
ASPN	4.23209663123799
CENTG2	5.16827026766597
ZDHHC17	4.85931297280385
VNN3	3.26063201618056
KCNH1	3.78527385238833
PPARD	5.00914382847168
PSMAL	2.73951971646343
FLJ10815	4.58699550772332
YBX1	11.0832590509881
STK24	8.06696684610657
SPEG	4.58376259486468
STK10	4.73047552724607
ZNF695	2.76965092873558
SCTR	3.20100483584816
AAAS	5.34160039492827
SSX3	3.20901629616212
ABCD3	7.31429792716326
MTF2	6.30256418306638
FIG4	6.9249118792609
TMCO6	6.15849181434465
C9orf46	5.96081205919032
ATP6V1F	8.49803183327853
IGHMBP2	4.91818501709257
CCDC94	4.94777327204077
EGR4	3.43090207318865
DUS2L	4.28697407745311
FAM3C	7.8353852603968
DCTN4	5.99403571282488
EIF2AK2	6.31247335777913
CST4	3.85414664527477
CCL11	3.64682027001627
LMO7	3.73959202561239
PAM	8.25642596598662
NUTF2	7.63375123055371
ADRBK1	4.74421218634758
ZNF84	5.89620627537984
SLC39A4	6.4980345123506
CITED2	4.88199788273602
C12orf49	5.29933702035486
GRM3	3.13687787157058
CCDC49	3.83906718084178
STARD8	3.65734669237031
FNDC4	4.35687532492573
SIAH2	5.53795429671604
CCDC103	2.88074357740321
ATP5A1	9.7888999069436
HTR7P	3.27744604671918
LALBA	3.08880570408899
RMND5A	5.19147223860625
ATP5J2	9.78088443780158
PSCD2	6.08529496026745
MMP3	4.06479834282
ZNF409	3.83371075945653
CRHR1	3.37692515061955
WDR70	6.29661659238218
ZFAND1	6.31469027549938
CCL18	3.45844491388786
KRTAP1-3	3.28788073111056
RINT1	6.37413286845357
NRN1	3.44609965091211
SPAG5	5.7405900777673
KIAA0408	2.87937852096118
F13A1	4.12486911307137
DNAH7	3.43003748436722
SLC10A1	3.88297750810125
BRCA2	3.92304687879832
ACADM	8.263216753247
GIPC2	4.39282823546494
OGN	2.99063141888055
RAGE	6.56460830399231
XPO6	7.2021236743311
FMR1	8.85396596404516
DUSP3	5.12800848526888
ANKMY1	3.23692774823845
CHMP2A	9.22608213210068
FAM8A1	7.76219101185462
GPR21	4.4150442495821
BBS9	4.20544889117208
UNC119B	5.49912423845528
SLC12A3	3.65928278541794
ZDHHC7	5.87843246563575
FVT1	5.73005141295445
ENTPD6	6.41971553099188
PPP1R2P9	3.40396275753288
ERCC4	4.07149018639600
MMP8	3.05622044715029
HMHA1	4.92279071185299
RAD23A	8.2714439349209
ACY1	6.77870160401025
MT1E	8.67911172436696
PPP5C	4.38635708291529
GPR20	3.90326036263285
RFPL3	3.2277578234154
GHITM	9.23888429758565
SCAMP4	4.359266717687
NARG1L	4.18918194514148
MYO9A	5.76387875668474
BLMH	4.65338906195501
NDUFB7	7.82730199573547
ADCYAP1	3.18661149518579
SP110	7.23553470103379
MIER2	4.18555103037362
KIAA0513	3.5757833108193
SH3BP2	4.02775028917675
PNMA2	3.36397951466210
MAP3K7IP2	7.08700144930937
AGRN	4.99690856970219
CEP290	5.64059104620949
ANXA10	3.51633917884384
RTN2	4.59818679216741
C14orf133	5.05248894827605
PRPS1L1	3.05024756670285
PRPH2	3.71742624954722
KLRA1	2.81574534162423
IRX4	3.05909042379157
GOLGB1	7.19553081054588
GPR97	3.76825874558838
NFKBIL1	4.73606371047511
CHD7	6.3695737848531
APBB3	4.08933910467226
RPS10	10.5822851143836
HIC1	3.07047705275547
TLE3	4.88384043772621
PSMB7	9.55697128019977
IAPP	3.85078306603795
SHQ1	6.44151315654285
API5	6.62614348006443
GP1BB	4.24277084976931
FTHP1	8.56145087581054
TRIM6-TRIM34	4.19131183301496
SLC6A1	3.59386876409893
OCLN	4.65830749014915
NAGLU	4.33968828766477
PTTG3	4.94079882694631
FAM117A	7.89268788490823
SPRY1	6.59723989188211
FLJ10781	7.3025358754017
CDON	3.78557728650017
SH3YL1	7.44646052450212
IGKC	4.24151174876519
TREM2	5.11394178622243
MMP14	4.40620786055616
SERPINI1	3.40412353501814
HDHD3	4.90624223586446
DYNC1LI1	6.97647200127462
FASTKD5	6.94970561876183
TDRD3	4.67365424483685
THSD7A	3.09835823566742
NDST3	3.50065797909617
CXCL2	10.6964263631865
DHRS12	3.80376624565432
MAP3K15	7.32818595369787
FBXO9	5.98203996724487
APPL2	5.61923230806741
TNPO1	7.69197870405619
CARD10	4.3132024658297
MRPL13	7.27171221091446
SNX5	6.39129997507226
EEF1D	7.60289908449665
RAB6A	4.0460711945735
SOD1	10.7972265273642
C12orf5	5.96271467804481
PACS1	4.63588658301349
PAPOLG	3.432647409753
CHML	3.60564804503432
SIRT5	5.06413356769893
MSRB2	6.40270087061367
BCR	4.67650883276449
PUS3	6.11761123950969
CAPN2	9.364973940882
FXYD5	5.9220341007296
TWISTNB	3.04474112818865
UBE1L	6.48966240816996
UBE1C	6.339512011017
CHD2	3.43455047745407
C15orf2	3.53761583820345
FZD5	5.62216154894466
NR4A1	6.16321401762331
LOC339047	7.02320714050574
TRIM17	3.73838938926422
ZSCAN21	3.219694243727
RPL15	11.7878970808387
ATP5G3	9.65716174112822
PRC1	7.55746007888772
ADAMTS8	3.41077015214683
ABCB9	3.91566086527383
HOXC4	6.27887223098655
TRAK2	6.52828264050942
STAB1	5.28277044326653
CEACAM5	3.28790890518505
MYT1L	2.99221297372486
RASA2	4.47020059198776
LRRTM2	3.23740852706392
STAG1	6.5640751588504
OSBPL7	3.9016628607942
GIMAP4	4.58362959290443
FUT3	3.48282678599993
DBI	8.47414459613809
LPIN2	4.87767328371606
PAPD1	7.43600019148097
APOOL	5.08759880230403
DIABLO	9.19799937626038
ARMC9	4.55791004335933
RPS6KA4	5.07785362165324
TRHR	3.06324447448883
SLITRK3	3.6799487557991
TGFBRAP1	5.55526620183032
FAHD2A	5.13245124947101
CNTN1	3.43762839624515
ZNF211	4.72035209176325
BBS4	5.33691293176006
TMEM181	3.31091601993261
PFDN1	6.63365956085254
MINPP1	6.38604205348374
MPHOSPH6	6.42642549753071
RGS11	3.80557001431077
HOXC10	3.46591746163492
ITPKB	6.04163392120274
HS6ST1	3.42929269317779
AKR1D1	3.32083483420402
TNP2	3.30915282429989
MEOX2	2.84445541525681
EML4	4.95876252799574
SGTA	5.12503865543578
ATP6V0C	9.26945246056886
PRPF8	8.83108791092721
PSMD6	8.73072935562343
HIST1H2BI	4.40369380186343
TMC5	5.10243630434168
FKBP3	9.4038535693969
FLJ20273	8.74253857708777
PLEKHB2	7.42441300149297
RPL28	9.37431385510785
NOX3	2.97197911545266
ZNF544	6.61832142001218
EPYC	3.5751134496316
ELAC1	3.33186316021784
METT11D1	6.82707061395029
BIN2	4.15516905097223
NACA2	3.58895979679135
RPL18A	12.6293269345263
UBOX5	4.42722817572806
TCERG1	7.79824870429692
MPP6	3.43871331136607
KRT16	3.90829530788257
UBE2O	6.1243261280106
KLF5	7.29053217600934
C9orf31	3.75572694089924
APOLD1	5.91218600268629
UBL5	9.71505738798655
ARHGAP29	8.6047052391534
TNFSF8	3.52935584238959
PDE5A	3.20404301538313
CDR1	2.90963942245905
FBLN2	3.29922451115624
C14orf104	5.76942504512814
HBE1	3.28529891973816
ROBO4	3.18206498057689
C1orf108	8.33691470189684
FOXI1	2.91915202551481
BCKDHA	6.64102828164562
RAB4A	7.5060224105308
C11orf80	4.03483673596528
MYOC	3.60129371598676
GIF	3.85565904605353
TMEM39B	4.71431271054202
RPL3	11.6543402597476
THBS1	5.97040373724527
APOO	7.30622429706046
ATPBD1C	7.81745711026446
FARSA	6.33792958574921
ARMCX1	4.31113214402149
EIF4ENIF1	4.91248599837838
CMAS	6.82870529141423
OR7E24	3.59484828303347
TNFRSF21	6.72109032056978
PLAC1	3.63065073877754
KLHL18	4.93248222726197
LBA1	5.16340813757713
MKL2	7.18259985122777
TBX3	3.3757528461693
TAZ	5.42403477692854
CRIP2	8.14733925321474
DAXX	6.21493596769513
ELMO1	4.16488038717151
RGS13	2.63089087595097
DIO2	3.60945820996454
UNC13A	4.16344760339168
TAF11	6.66240065443071
ORC3L	7.95901981866375
PRX	3.17212058026091
TARBP2	6.6310195916807
CABIN1	5.06669986143054
TRIOBP	5.89829627575787
HIST1H2AC	8.34718055259176
RBM5	5.85696097914129
TUBGCP4	5.34824390487858
NCOA1	6.01394910473143
CDK7	6.50207934651355
SSR2	8.83461927973507
IL25	2.99870077416693
CRELD1	6.08111865606332
GPR6	3.24083426748932
SNCG	5.48373399191126
CHEK2	4.25881716678995
GAL3ST4	4.84588758416616
KBTBD10	2.73000195420988
DRD4	2.7647846463396
GDF11	4.18822918589389
SEMG2	2.97334974535323
MCM2	7.3676612311924
CD247	4.1178512166547
SOX14	3.03449422107519
RBMX2	5.81148288405462
KIAA0922	4.4701032565762
TGS1	5.65377554120182
C16orf57	4.78869374275342
SYF2	7.53836586047015
MCM4	5.80380043188498
PDZD2	6.11997455822755
CEP192	4.52377609595164
IFT88	5.83962602557083
MCC	3.80435695252841
RPL9	12.4649741842253
RAB32	5.63503521333101
P2RX2	3.92416988428034
DDX43	3.59662598395231
HHLA3	5.05835992127921
ID2	5.67404115463286
UBE1	9.59805068224836
SLC24A1	4.34239523984119
ARHGAP5	6.57527586528763
C20orf23	4.07086336522401
CETP	3.41588654271929
ZNF688	4.79095843910726
APOC2	4.32905749867887
PWP1	8.76725308377827
FAM50B	4.83363433200516
PTPN6	6.58149540999034
BAHD1	4.85657085499439
GPR56	5.32673504168044
GRIK3	3.2217938958504
DGCR14	4.11756193939414
CACNB2	3.34458835673131
PDE10A	3.11865930050822
METAP2	6.71593780368845
RHOQ	6.70873754711566
MAP3K4	5.26698222134495
PDHX	7.88957618815203
RPL23AP13	4.62709665963564
MTA1	7.03709848180208
GNG11	6.55760077358962
ZBED4	3.84101134199591
CLCN3	5.41389103747791
CDK2	5.02997044028934
HCG9	3.63824609135071
SLAMF7	4.28572603907899
CDC37	8.00672481849332
ZER1	4.38838023704971
GRK4	3.39852555966176
PRPH	3.79258160744244
PPP2CA	8.9947850150313
LRP12	3.34060072200111
POLR2A	4.02872390130508
SEC14L2	3.09883769086135
OGFOD1	6.60203968843417
DKFZP586H2123	3.63056298210466
MC3R	3.35813592273781
NOL5A	7.10007085307657
PHEX	3.87821204178753
HIST1H2AB	3.82408044624516
C20orf117	4.70694270610381
POLH	4.70072491656132
DDX17	6.19078681302197
CAMTA2	5.00356148865414
PLEKHA2	3.65331087888107
SNAPC2	4.45658315226115
FILIP1L	4.95000192000898
PDE4DIP	4.65700621542387
LRRC1	6.38830573558519
SCN7A	2.76649564744212
GAS1	7.72923787598414
DGKA	3.94726407109329
PEG3	3.31914134999516
NADK	5.21311089608859
SGSH	6.20925939334488
CXCL10	7.95563935506385
GALT	5.17815846421547
MCF2	3.03994548730909
ZMYM4	6.80162676380018
ZNF263	6.58052518134976
STK32B	4.04909722708458
KIAA0888	4.03347727876618
TACSTD1	10.2972595669744
ATP6AP2	6.79917310507413
TYR	3.47595639600636
GDPD2	4.32725507618214
ABHD10	7.03519024693372
TACR3	2.95299961383921
SLC35C1	4.68289688418517
KIF1A	5.37218901562959
VCAN	4.33949869085765
HERC5	7.14396919481266
UBE2A	7.1824837697715
SYDE1	4.01493990190399
ELA3A	3.42753919900937
TM9SF3	7.68578960619539
HAO2	3.61498072294742
RNH1	7.30986044229027
MAFG	5.20244416537028
BICD2	5.58701245268334
C14orf43	3.84741640566269
CDH7	3.07294560679529
JUP	7.41065099830051
SHANK2	4.10042076867857
OSBP2	3.86829431572986
ACOXL	3.02674647572937
DAK	5.07336378695026
CBX3	8.3045124510922
C3orf58	3.85049542685497
RBMXL2	3.1856585484858
TCL1B	3.6555795265923
FGF13	4.934164076103
KBTBD2	5.81903203680578
KIF3A	4.79483515799441
DCXR	8.30612261727503
MYL9	7.52239331687845
PDIA6	7.03077337091862
CDC23	7.12880681176241
CASKIN2	4.73593649579257
PBXIP1	5.05974053069075
EHD1	5.19177236754705
NBL1	5.77766748470983
MARCKSL1	8.39233524334719
RAB11FIP5	4.32066284861645
CDKN1A	5.26615343417177
NCK1	6.79995675041615
SAPS3	5.98498553355671
ZNF550	3.35105110024856
TRAF3IP3	3.18746821669885
LSR	7.08513365236017
MIS12	6.95373492366906
KIAA0774	2.71835184220326
CXorf1	3.55199275543282
CUL7	5.98217587479951
DIO1	3.28062268270316
LIPC	3.31534307700745
EIF2B1	8.83022049929186
OMP	3.37825172082945
HS3ST2	3.39369786471345
C20orf11	7.12939449670581
CTRL	2.95049689579787
GSTZ1	6.16201047468544
PAK4	6.37806911018189
CCRL1	3.04020826983362
RNF10	7.02016424508216
MAGOH	7.8780269570461
CENPB	5.13428012878507
C19orf7	7.66636542593654
JMJD1A	8.32181967295028
GATA2	3.76797376477976
HIST1H4H	3.71602062267327
CELSR2	6.19644604254216
GABRA5	3.03931568499098
STAM2	5.36766363046572
GPC3	5.00948609269457
GRP	3.2113099549872
SV2A	3.81100988261881
EBNA1BP2	8.8090856996059
TAF1C	4.34793408914909
MAGEA12	2.880328440887
GSG1	2.98466539185098
PDGFRA	4.51504769810508
CACNG1	4.031889456378
CIAPIN1	5.45796019798133
CSTB	8.42189198295808
FRMPD1	3.43159439150229
PTPRJ	3.23371518853416
ZNF668	4.13567202852482
PLEKHJ1	5.40631777904625
ADAT1	5.01947772834862
TMEM50A	8.0334582903704
CENPI	4.02491205453703
HOOK1	7.4778550867741
RPP21	7.88543004253105
GTF2E2	6.48288044192744
IL17B	2.83566648387536
CCNF	4.20436054282681
CRYL1	4.81536746339704
FOXH1	3.12977509822358
NFYB	6.45403717560472
KCNQ3	3.77501512041111
PPM1G	7.67392344326989
NOVA1	3.1697475044282
FZD3	5.80187400155472
NMT1	5.88211863434356
AKAP8	5.92544514778892
SOCS5	5.51389478257502
HADHA	7.4540624103014
PLEKHF1	5.32830855509076
DLG5	6.81972488111598
CFDP1	4.9865049768577
SAGE1	3.00243064587564
PGM5	3.39190657143704
C1orf144	5.70179726590995
SUHW4	4.23832440866219
TFEB	3.8929662157873
RND2	3.80562737889117
ATG12	6.29211334705148
BMI1	6.70458473116861
RNMT	4.27014131092077
MASP1	3.41650067338016
MYH4	2.63870999679423
SLURP1	3.41255627992218
KIAA0984	3.48413512618979
ASTN1	3.82114393410632
MYCL1	7.15125396613477
SH3BGR	5.11410181206676
RPAP2	4.36319206386407
FOSB	7.52512337129003
KRT35	2.92607045469386
MIA3	6.0406955704298
KIR3DL3	3.44871435113135
SEMA3F	6.99716767702332
TMEM135	8.25974254545963
SLC27A2	4.05648392051412
NDUFB2	9.64158279762777
FAM46C	3.5733579170796
G6PC	2.87081132320335
KRT33A	4.11165101111967
OVOL1	3.52388327359427
PAMCI	5.7309378574084
S100A7	4.15344843373301
MAPKBP1	5.17422853803168
CPE	6.48321230133766
HARS2	6.26389698487626
GNB1	8.70202468598084
TRIM46	3.26651520249755
UPF3B	6.90490312574442
CXCR6	3.65339299833342
C16orf3	3.24630003822611
HLA-DOB	4.27371579261151
HPSE	5.3323282142615
GSCL	2.67623591895358
POLD1	5.5578266276691
DMWD	4.26332064255900
CALD1	7.16541829206728
LCAT	3.36185678657454
SCRT1	2.94342528399775
ST6GAL1	4.64410822553149
POMC	3.23832018060865
UNC84B	5.14289575319079
NSMAF	6.87797455260395
ADSS	7.31725112433955
SKIL	3.3490548125362
HMGCS1	4.57947603937334
PYGO1	2.7373018154638
POLR3F	5.17292004486924
ZNF277P	8.03750321897844
CNNM3	6.34308931932781
WRNIP1	3.17377487036112
ALAS2	3.62877702984542
MRPL23	8.02663707389107
ST3GAL5	4.26090905599885
ZBTB7B	3.64021227380411
DHRS1	5.99061177154414
NFKBIA	9.96282930072042
CNOT3	4.27080545685369
GAK	5.58516405030872
SFT2D2	4.92645879253888
HOXA6	3.42345641815582
PSMA6	10.6365859023218
CRTC1	4.29336555781611
LY6D	3.23143756616036
CPT1A	3.76107273382389
ALMS1	6.02582744505883
LMO1	3.31043527381053
EIF3I	8.98966041651688
DCN	6.10425544972112
PRB4	4.68179291301169
MCM3APAS	4.28335433128227
SUCLG2	6.01729607816058
FOXF2	2.9209876394826
MLH1	7.74632630762482
S100A12	3.89021259358714
ABHD14A	6.8703114715961
DEXI	6.51369290350554
ACTN1	7.44438000189333
AMPD2	6.30142823325172
IFNAR2	6.70020347401375
CYB5A	6.60227727140251
TLOC1	8.5540291481674
NRBF2	5.70850949893414
MKS1	5.4578647879114
P2RY11	3.48419586457626
CX3CR1	4.41349971404338
PDE1B	3.33295451605729
KCTD3	5.82772550178066
ITGAE	6.37526432568293
SLC30A3	4.39736598274059
KISS1	3.37023788324537
PLP1	3.02026158967581
C14orf2	10.4291947295702
IFRD2	7.2587744758435
ANKRD7	3.04939009157934
XAB1	7.94413652773657
NARS2	9.057500479915
TMLHE	3.6981237675293
SERPINB3	2.92380513482372
FAM127B	5.64989062698755
ZNF391	2.81601283559854
ABCA5	4.10973901029587
DNAJB14	6.36083864693463
TSFM	7.09917666669728
WRB	6.16675152946297
ABCC8	3.53451115963236
MAP1S	4.93950945001977
BPI	3.17343391595500
TTC4	7.00168959969168
BNC2	5.17017599784072
HIST1H4A	3.16137580195441
NDUFS3	8.72465893900809
WDR3	7.57624524609656
MAGED1	8.74580129830386
TTC33	4.82727437145719
CPN2	3.53755837411353
STMN2	2.79756396935810
PCOLCE2	3.80985966388383
ROR1	4.49446926188286
HSD17B14	4.27023928382715
SAMD4B	3.57091466161582
HEXA	7.93895677607582
USP39	6.88621148757692
HNRNPU	5.78342312971858
NRD1	8.55159656046562
ATXN2L	3.94269167853711
MAP2K3	5.90575322741919
FLT4	4.05515382295265
OMG	3.26746137677382
SCAP	6.75880643655629
ELA2	3.02052950777483
NARS	9.5478962686806
PRCC	6.78716764990589
ZNF675	3.05127599735327
VENTXP1	2.94235896870966
CALCOCO1	5.69902686377575
ZBTB32	3.49550788697716
RFC5	6.2678346733128
BRAF	5.51785978124656
PAX5	3.59925556982794
MGC14376	5.83588338749925
TNFSF5IP1	8.82809637932586
PEBP1	9.7110545008337
AAK1	3.74278207019114
