Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360
Composite Element REF	Signal
ENPP1	5.3423221237154
SCNN1A	7.4441408520747
LSM1	7.40594776031565
KCNE2	3.19732904526463
IDUA	3.48268266811488
P2RX4	5.16898850043664
PPP2R3C	7.16568801260249
CCND2	4.48684606676196
COX11	6.57404384321908
CUL4A	5.687953773065
CFB	6.73270704410506
PDZK1	3.09089404039320
PCP4	4.3570807790992
UBIAD1	4.35776434142351
CDC42BPB	5.17666334331784
ZNF323	6.18204360588082
RIMS2	4.20722215104214
CXCL6	4.29293886963732
SLC34A2	8.29825838789056
RNMTL1	4.76759720487109
NPTN	9.30339712797298
SART3	5.9384106209825
UPP1	4.03062319220178
CAPN10	3.32558091845530
SLC6A9	3.12297013956365
CCR5	5.24695336455153
NDUFS5	10.6433681718251
CISD1	8.55796039419378
PDLIM3	4.74158990857682
ZNHIT3	7.36764443616747
SNRPD3	8.30820777482216
VPS24	8.64301622969129
SCN8A	3.06908750359792
KIAA0701	4.14446905194235
UNC93B1	4.06743879222812
GMNN	8.05369557789503
FDXR	4.39534716147952
SPCS2	10.3002566112764
CDCP1	4.92740743209127
PAX3	3.61663162443142
PNLIPRP1	3.3276358314979
LASS4	4.88984388945499
HSD17B8	7.29809753755621
EYA4	4.82371893168967
PRKAB1	4.92250392144878
KIF20A	6.38754539045913
YAP1	7.38517767215896
SC5DL	5.39099244984914
NNT	4.92068141170881
DKFZp566H0824	2.98604234833967
ITPKC	3.92263466720119
ST8SIA2	3.30867246216775
LMX1B	3.39958303696611
RAD21	9.68044419560239
SNRPB	9.21752926200468
MIF	10.6096918695322
DLGAP2	3.17515494274643
PFN1	9.7805762105167
IRF8	5.2518276551651
PRO0132	3.07662006882819
MICALL2	4.96648415305949
ZNF654	4.37711148153333
SS18L1	4.89840828976701
ACD	5.769165926497
BCL3	4.99409555044337
SLC16A8	3.69714044339061
ITGB3	3.48805696668022
MRLC2	9.85722056027068
CEP152	3.69379979574627
F2RL3	3.36286618401137
CLIP1	4.24445646061331
ZNF75	3.84180205297011
SF3B4	7.57833306889345
ATP5C1	11.3213919597541
MAP7D3	4.39889657361145
SEMA5A	5.19773562993114
PSCDBP	4.56804157567686
UBP1	7.28131980680297
XYLB	3.30331141609334
C13orf15	7.85254808229477
ZNF282	4.78826170784327
ZNF222	3.84169179408557
COL10A1	6.39310852258544
MFSD5	5.7336570190157
C20orf67	4.8676335563112
NLGN4Y	2.78692974040170
INHBC	3.16542028563882
GNG13	3.20354202487287
NUMA1	3.69130530654624
F12	3.87554567150834
C1orf41	6.74099258347404
SUPT6H	4.46651464724896
GSK3A	5.02276079013096
GIPC1	6.28628306553253
ELL2	3.68791800955736
C9orf167	4.59783194784259
PVRL3	7.65941269513438
ADAM20	3.41013248039837
GPR87	3.11188497911494
ZNF770	3.79907347623041
SMR3B	3.07346692377904
FZD1	5.51670610642497
TRPC4AP	5.47740822650374
MKL1	3.73465504982535
C2orf28	9.99072947845796
LAMA4	4.76045875285267
EIF4G2	8.99128940682154
ZZZ3	6.9863081890493
C16orf5	3.61518620654246
GALNAC4S-6ST	6.64433446991102
IGFBP4	7.72668206347377
NDUFA10	8.92732324034134
CTNNA2	3.97804190566852
NUDT15	6.34108795052118
CEPT1	6.88166011649482
CLIC2	4.62663769267006
RNF13	8.11955796012685
TDRD1	3.25479666790224
KCNK5	4.26234063301655
CCDC92	6.53300540109521
ETNK1	6.91577673536872
CD69	4.33277959954905
LTA	3.15909972453936
TTPA	3.23651688004813
MYOZ1	4.01530785086987
IFNB1	3.14555049726368
CLNS1A	8.86670230665321
SC65	5.86097489175053
CXorf45	4.18981219492359
ZXDB	3.14921915728752
PEX5L	3.46640859856265
EPS15L1	4.31307248285902
GPA33	3.86682189324836
MGEA5	6.43551435998809
HIST1H3A	3.03709244759386
BCAT1	7.80716199376188
ING1	4.89833567541655
SLC2A9	4.58743704214161
ORC6L	6.45372879957936
PRAMEF12	3.03231012036114
KLK11	8.4870818002337
C19orf28	5.03515348985689
MAGEB1	3.03293592747449
MED22	4.00213324270661
ETV6	3.91529997651029
CEBPB	9.49175867858665
KRT85	3.52162224368323
CRYGA	3.58852822114819
HMGA1	6.5123877170505
CAPN7	5.06585129060195
MGC5566	3.86121936132233
GEM	5.09242036336429
NANOS1	5.02531937956464
RANBP2	5.18908871900089
APITD1	5.92641427157521
LIG3	4.16016872306026
IRAK4	4.23535545350764
PARD3	5.92309730857464
SERPINI2	3.89456004958040
TTC9	3.51148134612327
MLPH	4.53389277114207
RETSAT	5.20434263058566
NRG1	3.36973564541961
CAST	5.96188592962091
TBC1D9	5.2348463684424
TTK	7.17413540754975
ZNF557	3.93641239245013
DDX41	7.33362053397146
TGFBI	10.4329795609541
PGM3	5.52288104319895
PSMB10	7.20209556817658
UBE2D2	7.54072969207063
GABARAPL2	9.98026084449102
DGCR2	4.88973622083879
UNC45A	5.04105182781648
CISH	4.35788230772399
OGDHL	4.18440806070847
SPINT2	9.64074338772354
CASK	5.33691374874653
GIT2	4.53393719659002
CLDN18	3.35386724343593
RNF128	3.80606418012418
NCAPG	5.28283844141618
ABHD6	3.90544154490445
ATP6V0E1	7.4512806736979
C14orf161	2.94487127520954
UTP11L	7.69863504750692
GCNT1	4.22798060267222
DUSP9	3.16631343524642
TM4SF5	3.90664466238813
SUCLA2	7.02322203339718
NANS	6.74960922714137
OLFML1	4.96217232490308
ATP10B	4.28936475580315
SCNM1	7.54063522732066
NPAS3	4.83097683012785
AMD1	7.66626301746605
GGA2	4.54641619895731
PRKCA	4.12780938550840
TRIB2	5.89323393702098
SDCCAG3	4.9246184431666
TTC1	7.24108050238298
GHSR	3.16993065774952
ATP8B1	4.22646820004833
HIPK1	5.342750458224
C1orf78	5.53519372751704
CLN3	5.35906787681482
STX4	6.02191967835778
WAPAL	5.88857901861502
TUBB1	3.42136785855179
SCN5A	3.15874942946284
ZNF192	3.05885268780698
SEC22A	4.94427721499808
DPY19L1	4.54646565721566
C11orf9	4.74049321675287
GRIA2	4.35173226865356
VDAC2	9.93436477633994
C8orf44	3.59409482214499
ZPBP	3.28408318824162
NUSAP1	7.67730113098525
LANCL1	6.38867689078672
FGF23	4.01476133965621
PCNT	5.24572503447919
BCKDHB	4.72659195529743
IFNA8	3.43404366246923
BET1	7.79784761685766
SPRR1B	3.15371684539276
FLRT1	3.42204653890512
HDAC6	3.96901668636807
SNX17	8.00500940275426
N4BP3	3.20086419056347
PLSCR3	7.21120730296675
TTC30A	5.77391478895018
CRISP1	3.22109867930508
KRT32	3.66746057936112
GHRH	3.13175681601938
IL11RA	5.6961298046355
GDF3	3.23376286892206
RPS6KB1	4.9917167997342
POLR3B	5.92220091957669
TOP1	7.71007837675679
DNAJC10	6.51737540064869
CRCT1	2.86359798288006
ADIPOQ	3.00207227778807
MPST	5.66951118634112
DPM2	5.72163899911668
FAM38B	5.47796029741905
RIT2	3.10339875359372
SLC18A1	3.08067490867033
RPS17	11.7362583313605
ABCA3	5.07791749575653
CD44	6.03805039727629
FARP1	6.43886810578706
KCNMA1	4.47229667523635
PAX7	3.07636367307219
TUBD1	4.60017777752273
NARG2	6.22252592283437
GNL3	7.25347271527508
BTG2	5.03441798365861
ITGA5	6.02246534770744
NDUFS6	9.06553266021439
MEFV	3.35405119386743
TUT1	4.00100763834646
ERAL1	5.79072035863512
ECHS1	9.99862924922098
NMBR	3.37105421215703
VPS4A	6.07268365114987
ABCB7	5.72873535723797
CYP11A1	3.15535375547313
PFKP	8.50265337673813
C9orf91	4.14579924097829
ABCC6	3.39536363708370
LRRC41	6.25960909190625
ATP5F1	10.7210545344733
GFOD2	4.19325312343855
MOSC1	5.00118258383809
NCF4	4.54455297872802
HYMAI	3.28920094037386
SLC25A3	11.1354688168913
NAGPA	4.8523511022301
MTHFD2L	4.23661614134284
ZNF646	3.46075434041371
RAB1B	7.66909418113361
IFT122	5.6156755438769
GALNT3	8.346940284295
LDB3	3.66906097559007
GARNL1	4.5345395371483
ALDOAP2	2.86835536322119
LRRC6	4.89673492502962
NTRK1	3.14479249730259
ARTS-1	3.74182903677753
UBAC1	6.50982319829806
SLC6A11	3.34862226811857
NAP1L2	3.49636229128149
EPB41L4B	5.44956807444356
RPL19	11.299104025739
CNGB1	3.37782334328223
LOC643641	5.11772520985491
FAM134B	3.55054823678373
WISP2	3.81467887839328
NTSR1	3.94172062756912
HS3ST3A1	3.94069677646531
GPSM2	5.59209792844703
PRKCG	3.2644841215543
CHORDC1	6.12896975830649
MON1B	4.1268897074947
TRIB3	4.6151844100914
SLC2A5	4.81435284917227
C2orf49	5.81026321275179
DDX5	9.8688590948315
ZNF446	4.18235767593595
MLF1IP	9.14139511579001
SLC26A1	3.50522387526753
RGN	3.70475462742286
COL4A5	5.58774879371035
CCNB1	8.22006371593375
CCDC28B	3.75314175243110
RP11-35N6.1	3.30604207512197
KCNK3	3.18704951248862
ZFP161	4.38713107359203
FGR	4.54168309685978
COX15	5.66990212738399
EPN2	4.17462751351699
AQP9	5.78953245100217
XK	3.85164173216335
SLC15A2	3.46816411932050
MREG	7.51845026049596
HEPH	6.23176801508734
THRAP3	4.3697339150984
MET	4.85404246375759
PDLIM2	5.67265689971307
ING3	6.79941651446912
PHYHIP	3.92062644552761
CCT8L2	3.51117113156231
ADAM7	3.23276578679703
COPS7A	7.8840337243565
WSCD1	3.75927644118262
SLC12A8	6.83492639571251
RNF185	3.63803115722426
TNS3	8.81221207658221
IGSF3	5.59652407656449
SRPK1	6.3101373443648
MED13L	4.67649968625288
LOC93432	3.2108218841738
C7orf44	7.11208978933464
PTCD3	6.94706087561338
RPL7A	12.0766083265068
TEAD1	5.41979112782835
ARL6IP1	9.98623691520669
CTAGE5	4.27098676774556
SLC25A14	4.87249584723871
LEP	3.03007386288697
PCDH21	4.21865738521163
CACNG5	3.44664313581297
ECH1	6.20547529139856
MAPKAPK2	5.08094013284796
ATXN10	6.93642650137591
LHFPL2	6.63286499390292
CCL22	4.45605493395531
ACTR8	4.12285895196966
PTPN22	3.24741227004629
CYP2F1	2.90659108539811
ITGA3	5.3645287780973
RABGGTA	5.35731533707944
KIAA1033	5.55469622340342
ZNF510	3.57374032415162
SLC26A10	3.51187013622242
STX8	7.16608291884141
RUNX3	3.97084859312788
EFNB1	3.92963144316373
EIF4G3	4.85880760341696
ACSM3	3.8452206919963
C5AR1	4.847651906328
SIGLEC8	3.47276544559036
ASCC3L1	8.39556564407629
ZNF623	5.45724972985734
A2M	8.73282533362418
NOL8	5.63737499568178
GRPEL1	6.16183015639609
LMNB2	4.04467660186915
ROCK2	4.02435598009934
SNX16	4.37737153647553
Magmas	5.66215918477024
ANXA3	7.03174898346958
C11orf2	7.75503476275449
VKORC1	8.07863262742915
TRPM6	3.07897035909065
KIAA1609	4.03491429422185
FOXK2	5.9404496392486
FEV	3.51329050653881
EED	5.47277635117843
RNF32	2.97858068324054
PDCD5	6.74314142751288
SLC8A1	3.24926408638946
HES1	6.27977733066407
DGUOK	7.41319533537212
CLDN16	6.19732244537996
CLC	4.12944056410566
ISL1	3.59984600498938
C1QTNF3	7.03398113611718
GAGE1	3.2892525920918
KIAA0528	7.86846887830877
VGLL3	3.51113299868138
MANEA	4.48149434692701
C1orf61	3.73627918572821
SUPT4H1	7.67091228851713
CD1A	4.95140478513021
ASAHL	4.56649773055384
TRAF5	5.24179379331666
RAPGEF6	4.61649331750914
WHSC1	5.02747257209052
NEIL1	3.31298125245953
KIAA0020	5.76381666920383
C16orf45	4.26518937203671
GFPT2	5.4330798155858
RBM10	5.91984406339017
MRS2L	6.14176165287885
DNAH17	3.2952213055995
STARD5	3.65164320390978
C19orf10	6.79936493052374
SIP1	5.72080035461301
DNAJC15	5.8144709870478
C1orf160	5.75736772835036
SLFN12	4.58841830539952
STAU2	4.73310389144703
FAM98A	7.44143463669617
EXOC3	5.98185937583643
RAD23B	7.63491604792458
HIST3H3	3.87131786471381
NCOR2	4.24314012690025
TNFRSF9	3.4496140404855
KLK8	7.9457569963996
NOL1	6.42237112950877
ALX1	3.50012729546654
CCNE1	7.51979699846142
PKDREJ	3.48900120717106
TIAL1	6.11380033847367
WHSC1L1	3.31196029680164
HIST1H1E	3.97083235992327
SMUG1	4.83991420641509
TM4SF4	3.63704436999006
NPY6R	3.45343115923064
UFM1	6.82328005701449
AP3M2	5.2130482846415
USP14	7.28779761438504
CORO2A	4.18779348955400
ETNK2	3.62741109189671
APOE	6.44417207525764
ANGPT4	3.88648586089352
DSTN	10.1164835734066
SFRS14	4.55557878075709
FRS2	3.20678351089216
NR2E3	3.43270487597988
ST8SIA4	3.93314052071879
GMPR	5.26991196840908
TUBB2C	8.72497809742218
LOC730092	3.52669420088669
ORM1	3.35331565524762
HSPD1	10.6647823216767
C5orf13	8.58001215317012
F2RL1	4.89976975475667
PLEKHA9	4.9158966980613
ZNF232	5.45913064887644
SLC6A7	3.81804740926935
ADH5	7.95285693151154
SHBG	3.504491940647
DSCR6	3.38845289526612
CROCCL2	3.41141051634023
CDIPT	7.82951709721788
SLC16A5	4.54485822049858
TUBB	10.8087727380507
GAS2L1	4.99363759564504
TOR3A	6.02876571160381
PREP	5.58538574526262
RFX3	3.74259470029086
CHMP1B	7.50307064366255
COPS4	8.75260380434941
MYH6	3.20525423052148
BCHE	3.75997572786788
MAP3K13	3.48477766775682
LCMT1	7.2951037092525
EIF1AX	7.2451882542052
SLC24A5	2.78836547175152
BCL2	3.57434464190001
HBZ	3.30829277962827
HCRTR2	2.99819701160605
TJAP1	5.26032390839287
MAPBPIP	6.95355732547497
TMEM156	3.20599126662115
MYO15B	3.75579487749318
ZNF239	6.14457189644928
KIAA1324	3.4668939688756
PLCL2	4.1332370861215
C4orf29	3.88104028383359
SNX19	5.08339719432239
NAALADL1	3.35474157249870
DUSP5	4.1585999813185
GKN1	3.72846218256085
PXDN	8.14581152158821
FCN1	4.37105434513699
SLMO1	3.58023544637583
TNXB	4.17590659983501
C1QL1	3.36792006312005
BIRC7	3.75968148771969
A4GALT	4.34337184612863
TIMM22	4.31835358567162
ABHD9	3.23959255692939
TOMM34	5.94632724271549
ZNF35	4.27907648423367
LIMD1	3.68529097222572
CARD8	4.35798174622526
KIAA0286	4.26904247487824
CD6	3.64612798328052
RSRC1	6.0280075431504
TOX3	3.10218750046534
C16orf35	4.45249614407441
CRHBP	3.20097820406999
PTRF	6.05141989260535
FBXO24	3.25318717293114
CHST11	4.52611532744745
THRB	4.11266412131989
RNF39	3.88220961129759
MYBPC1	3.37320050712377
PSMD11	7.50713044530528
ALAD	4.78639936100833
AQP2	3.58178466224705
EN1	3.28284056188907
GSTM4	4.132627119559
ZNF187	6.14080762033432
CDC42BPA	5.72974976082975
F7	3.24163641372916
CNOT1	6.12341590944258
SLC13A4	3.45989758509376
ZBTB11	6.0701600977558
B3GALT5	3.10061630581424
LUC7L2	7.41063624893148
SPTBN1	4.32820074860867
EXOC2	5.28447960300723
LSM4	7.65936990135638
IRS1	4.79108665823982
TMEM1	3.95991988641308
MRPL34	7.37320356111277
SAMM50	6.70338296186242
CDC42EP3	4.72359980963886
HSF2	4.03204269924452
SRP72	7.75889170930576
MFN2	5.41639694038055
TSPAN7	8.184260944444
SGK269	4.17110516040057
NUCB1	6.67294117071936
RHOH	3.46586366918173
MTX1	7.50705856325976
CENTA1	4.47812007449895
ATR	5.53634101950415
IGLV3-25	5.43257528703626
DDX49	5.49279241195686
TACR1	3.73213377693106
SFRS5	6.95936816735713
THAP1	4.89339393484871
RHBDF1	5.16431880112797
RASIP1	4.86900477498004
DPYD	6.14994336985049
MYO5C	5.76748981476197
DOHH	3.35745924845643
POF1B	3.72459108142757
MAPK10	3.68550368534022
ZNF552	4.98596081519763
USP32	5.00088526700481
MED27	6.07067800055208
NCAM1	3.42726501093264
LOC171220	4.70903710155275
PRDX4	10.1494125332746
AGT	3.39558682375371
SLC22A14	3.63184347788764
DAPP1	5.09531170178312
PILRA	4.93784477757143
ATF7	3.60004480535439
ABCF2	4.89850728667185
KIAA0748	3.22713600359583
C17orf85	4.11002954153976
TKTL1	3.74822407810119
FGF1	3.88393074699785
IL6R	4.85641270500778
CHRNB2	3.82727582537976
COL7A1	4.25992467742792
NFIL3	7.17450972207396
LRRC48	3.2397998256635
TM6SF1	3.95390646276677
SPG20	6.18525565457162
COX10	4.71602208845319
DNAJA3	6.66858303395715
ECEL1	3.83391203763835
GCA	6.91902087279264
GLG1	8.13404788427774
CIITA	3.59782876600653
CLDN6	5.74662184893328
EPHA4	6.25072605080594
FANCC	3.90246896328258
MUTYH	6.05343209195755
L2HGDH	4.07164288061991
GPATCH2	4.76676373683111
PSG3	3.27488414147253
ZNF227	3.62706904333058
MRPL15	9.87377198199901
NQO2	7.14038451286812
C21orf59	7.52497959276617
ZBTB20	5.14853275016407
NEU1	8.13664072590657
QRICH1	6.32763185724937
C2orf34	4.5173029458187
UBE2L6	9.23307486085032
HP1BP3	5.71180947194598
MED14	4.36168989036805
TSN	6.53264842175137
TPBG	7.4422069849193
SPRY2	5.8774143612106
LZTFL1	4.8734873884218
OSR2	4.13659676520465
KLHL7	4.51697487095170
XPC	5.68917517838177
GMFB	7.8930405826353
PBEF1	7.42292439519272
CCR3	3.13872989532164
AGTPBP1	4.71633866201998
TMEM8	5.5985440480162
PCSK6	3.42996663530542
STAT5A	4.14422412491401
FAM18B	5.27822370183549
PTPN2	5.87142447247769
SF3A3	5.77981762491368
EFCBP2	3.57240105090131
HCFC1	4.76396464165015
NFYA	4.23350689744240
PBLD	4.40439656873972
PIGF	6.70466883759144
AHNAK	5.99300660103023
ACTR5	4.28335263550821
KIF14	4.34006659134326
PTGER1	4.30729184983852
NOS2A	3.3901728930853
TENC1	4.89685694333244
YIPF2	5.26442670726424
ETV2	3.25600102766446
KIAA1012	7.84680071095988
C17orf53	4.12803067571419
AHR	7.07202004627784
PTPRH	3.4900971630648
ATP10A	3.98525243780436
ATP6V1C1	5.7555201576656
DPH4	6.0966056242398
TAS2R3	3.12356446879952
C5orf5	5.59894777126904
KCNA4	3.6868202258733
COQ10B	6.96494778275068
NMNAT2	3.63266622830728
PSMF1	7.30840180623889
SORBS2	3.65553945767276
NFE2L2	9.38227968008114
SH3PXD2A	4.11476667474907
NRF1	3.8547653950358
SPINK5	4.41023032334614
SH2D2A	3.9634498168888
PRDM12	3.24210326612545
RBBP6	5.88411926918812
OPA3	3.45446146157075
PAQR4	4.82882293765616
IFI27	10.426286384358
SKAP2	5.24867245854598
TJP3	3.77987892743508
C9orf61	3.41894776731767
MT1G	8.293697276817
HS1BP3	5.26411511256713
IDS	4.35782191662504
PARG	4.64763551397011
OR2B2	2.79585566194853
DYRK4	5.72769292628993
MICALL1	4.24997478989899
GALR2	2.98533931004557
CHRM4	3.49201831251271
RIC3	2.91739493538103
GPBP1L1	7.58244615044061
ART1	3.23740167034351
TBX21	3.32737652309697
DUS4L	4.7504445857111
KCNJ6	3.32743189730345
TNFAIP6	7.09861091315487
CCT4	10.2287755428432
RTEL1	3.78338705828451
CASP5	4.09195958625885
CHMP6	4.80450899799631
BRD4	5.85679907333223
NDUFA13	9.53296403738424
CYP19A1	3.01160553566077
CD151	6.51066663407311
DOK4	3.87950126815632
FAM26B	5.75412874452606
ARFRP1	4.21420363648797
MRPL41	3.01427865138541
CRYBA1	3.07239089786725
HRH2	3.37901790425132
KIF25	3.54779486027455
MTMR6	5.76053966428449
SCAMP3	6.97514772931025
MTG1	5.25670669357072
UBTD1	4.28540800452341
SOX9	5.62106387831614
CRABP1	4.16958741733272
FLJ33790	3.75472616067616
FAU	11.2715137513197
DTNB	3.81887858950544
CARD9	3.90571366261928
PACSIN3	4.16099437202091
OMD	4.36367412941305
HOXB8	2.85392723689794
NSBP1	3.22449148965955
SLC4A5	3.83495946584173
FBXO46	5.18044430511001
UGCGL2	4.82082958585987
SVIL	5.64784649749777
OAS1	6.57017882709145
PHB2	11.0414004769845
NDRG2	4.01333153429054
ERMAP	4.93498344135882
GRIP1	3.37821176018511
APBA2	4.22570331462078
TCF21	3.69972070443613
JPH2	3.25487493356157
DLST	6.47127816760572
SLA	5.45605104743714
AMELX	3.08414336165974
WNT6	3.42441684603197
ATP2B2	3.93463941141729
CPVL	6.07013339500712
RGS20	2.86926596421799
TRAM2	5.83630274480388
ZNRF4	4.42867120761371
ZNF419	4.49071049573487
LXN	8.14625697278924
TLK1	4.87497225140958
UPK3B	6.22043383161342
MTMR12	5.06898716829832
KLHL21	5.40469150665434
ZNF384	5.15085978142523
PI15	3.67766513030051
RER1	6.46863112708084
ELAVL2	2.8957409366705
KLF2	5.67662601058888
RPN1	9.218237879635
PMVK	6.54229980920741
EIF3D	9.56424766170355
SIX2	3.52921010162461
HPS1	4.32436859591554
RNF7	6.97900775630607
TFE3	5.24356175166613
C11orf17	5.0398892780855
SNRPC	8.60689222948
KCTD13	3.57007688777331
DLGAP1	3.32423618099451
PGLYRP1	4.07528425623192
IL8	7.11178932739737
IRF7	5.9008629394453
SERPINB13	3.00952863509431
SET	8.93924444049363
NAB2	4.34952677673301
MGC40069	3.90049971144555
BLR1	3.47880429808902
LRP5L	3.49831018662512
FAM120A	6.18094731127841
ASCL2	3.06496687269268
PCDHGA10	3.72500379768533
SHH	3.25298484950483
SH2B1	4.52972995813658
ATP5H	10.6858867892739
THPO	3.37866978570480
HIST1H3E	3.83320029784259
TYRP1	5.19704687324734
EIF2S1	6.65211289065629
RFNG	5.09086174372938
RAB20	6.08905084385179
TNFRSF17	4.25478441598742
RBM7	7.04471845260165
TMPRSS4	7.11167313624836
NKX2-8	2.87529011706016
C1orf115	5.09133836908276
TAF9	7.09015798140917
TERF2	6.67116018210487
TNFRSF1A	7.76778226483373
ACADVL	6.14242106040516
ISCU	8.78672090186448
KIAA0841	4.28113993148997
GTF2H5	8.73079827232067
EDG8	2.90901345442559
RAB15	5.00700809830573
HBP1	5.70401041814361
TNNT2	3.62331320497002
CECR5	5.82665283077095
JRK	4.41464794898269
PHGDH	7.53716163172163
XPO4	4.728573140064
ARHGAP25	4.50897056751471
CA9	4.53559587588568
TLX1	3.54884694928278
GPS1	5.95373883058356
RPS29	11.9671885204350
MKLN1	6.52038009080371
ATP6V0A2	4.04357270488539
EMR2	3.63709170165915
KIAA0319L	4.55157532218768
DOPEY2	4.02188037948822
SLC29A3	5.99300271261205
LGALS4	3.99106973590752
SDHD	8.62530930731582
USH2A	2.96780918732328
NF1	4.2132312151986
IMPAD1	6.5633936697874
APOBEC3A	3.96614121595029
OLR1	4.05386690079258
HCFC1R1	6.41319391470167
TAOK2	3.6536610841647
NRAP	4.02884545127405
PPFIBP1	5.78782336737838
LYPD3	4.03266761355203
BCL7A	4.30832180790012
AGER	3.45311888482946
MCM10	5.51256928459045
MAP4K3	6.4971812199493
PFTK1	5.48483407777172
CBS	5.4861922908265
CLK3	5.65476548340698
KIAA0753	5.15027302894168
GABRE	3.77726514923418
FIS1	8.60729170445081
ELF4	6.5393797604566
C11orf49	6.59098204467077
CLIP2	3.78005060069990
CLPS	3.76429466377195
PPCDC	5.00974235322908
KDELR1	7.07106736983159
NT5E	5.14510840494143
FOXN2	3.281457068705
NCSTN	6.66039964863979
PARP4	7.12591900904534
CD83	6.3740321483048
NPY	4.24105212639062
IL18	5.00895258309562
BEGAIN	3.12387211641967
VPS16	6.15642136583848
SLC16A2	4.48295698431506
SLC35B1	8.00733221856652
C4orf20	6.80711756647533
IGFBP2	9.0467505034387
NOTCH2	7.00437050374999
SIGLEC1	4.86452443693598
SLC9A2	3.36346560168976
CD93	5.63785144992733
CEP164	3.63277160410401
P53AIP1	3.11943621859276
ADD1	6.32723848952332
ZNF136	5.35846716536111
ANP32A	4.81893844954254
MGP	7.75994383866992
DNAJC1	5.09442213099245
CCDC144A	3.21179310872446
ACLY	6.6131671565305
TRPC1	3.87014879905236
CYP4F12	3.8189336725298
FKBP5	3.612268180634
SMS	7.45243091414594
MAPK7	4.44492388219102
RRAGC	7.05538124584854
PARD6A	4.48020025293189
CCDC85B	4.61387588739154
SYNGR4	3.27178728506526
WIF1	3.21292676320157
GCH1	6.25120947895352
STRN3	4.56699608292725
TMOD2	2.98566998481150
FLI1	3.745049443534
DGKQ	4.09723663601927
MAB21L2	3.13434766386173
SCNN1B	2.97351003450573
ECHDC3	6.30917295159147
TMEM106C	8.69928967492874
CSNK2A2	6.19880770800726
GPRIN2	3.88942430776960
CPA4	5.00780389392796
RPL39	12.3619514015900
HERC3	3.96209163851996
MELK	6.75879728900134
IL15RA	4.66100833421051
HMBOX1	5.47077677250079
CUL3	6.05017248945416
PODXL	7.04371503459253
CCT6B	5.13396090049705
GPX2	3.78597282245506
ITK	3.9602163073641
CLIC5	6.50046372169125
RABAC1	7.96739382652513
YPEL1	5.39694872997645
DNAJC4	4.27040198686552
NR1D2	5.6873137391507
KIAA0776	6.06032387558121
FBXL5	6.70614923630776
C13orf27	5.43953581528065
DEFA5	3.01453133798061
TRHDE	3.29671558405451
ZNF536	3.02788895898491
MEF2B	3.76825107143528
UQCRQ	9.6730527061663
ITGB2	7.44280153794303
PTPN4	5.86881210113497
STX5	4.80342601403158
CD72	4.12282451998271
ERH	10.4789478167242
XRCC1	4.43098933277648
VEGFA	5.95386713132863
MPHOSPH1	4.86647215944368
MORC1	2.80428466622625
PARVB	4.00445863274957
ELL	3.69989403306785
SETBP1	4.30785520142695
CDH11	8.4528003857625
NDC80	5.62000722442693
GIMAP6	5.13094739891366
AREG	4.72512865074861
BAT2D1	6.43500775634519
CDS2	6.01731137205922
LIPT1	6.72082821641355
SENP3	4.51572305481531
IL1F9	3.65530229675883
GRIN2A	3.84361977359982
MAN2C1	4.20038170297613
NSUN5	6.46562568822473
SF3B5	9.42944198867203
CEP72	4.41567060046637
MYC	7.82353245541944
NRXN1	3.19007935341353
DECR2	5.72792896930177
SLC37A1	4.24620289100907
SUPT16H	7.20095516269672
MUS81	6.12857242586833
PHYH	5.77495330934141
ULBP1	3.68092702128668
OIP5	5.09236858168108
IL10RB	6.8219753757503
OTUB2	3.86329530364607
NELL2	3.78550784453492
MAPK8IP2	3.65277682438866
ARHGAP10	4.85309696992913
POU3F2	3.11986361433112
RPLP2	8.47362425608412
FGF22	3.29619590702728
PSCD4	4.10267545525834
TRAPPC6A	6.33875814120328
C21orf2	3.62192911814889
CEMP1	3.10485961625717
IL1RAPL1	3.23711832799646
LIN7B	3.92344718462924
VCP	6.96734448184164
NKX2-1	3.27111831790954
BGN	6.35534410577261
LAMA3	5.11365061125332
APOBEC3F	3.76185939244096
COCH	3.38236227795896
SCGB1D2	5.19763215742983
SP4	3.52338571541802
SLC11A1	3.90704890268555
ICAM2	5.69346887843686
C21orf25	5.17990453543272
SH3GL1	6.34651440947206
RALB	6.34234206484447
GSK3B	6.45799788447263
GNGT1	3.77758983567763
GPD1L	5.25368175011228
VPS37B	5.35418897312111
TNFAIP3	6.7849995992151
C6orf32	3.26769653770799
ATG3	8.70350357461211
KLHDC2	8.8910123195846
NDUFV2	9.17501830497943
PANK3	4.76903856998771
BLK	3.17463558942146
MATN4	3.46863734123012
GPM6A	3.29471861575018
WDR82	7.50371900057193
APOM	4.57034643210776
PKP2	4.46815541664989
C1orf135	4.83811287656661
TRIP10	5.7534889495158
HRASLS	3.63687947113595
TESK1	4.98542800120721
FSD1	3.59451767434779
SFXN3	5.33963841048989
MMP1	7.44207862650402
CA12	5.19114809548778
ZNF611	5.49529939212064
C19orf58	6.02384181365622
NCOA6	7.25742050328964
PDE6G	4.56424393967495
PPP4R1	7.66605666128175
HLA-DQA1	8.67572794227261
GCLC	5.84249383350592
MAN1A2	4.12786935441483
SEC61A1	8.11423973469876
IKBKAP	4.60851247723632
