Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H01_516304
SDC2	4.91554589762675
ANKRD49	6.43546870554253
BTF3	10.3561113965059
COX7A2	10.6720923990997
SARS	7.52004216101756
C13orf18	3.46896777113367
CACNB1	3.93452936569603
QKI	6.6291583712645
SETMAR	4.75145630775952
LAMB4	3.49185016115611
MAN2B1	6.21935171075289
EML3	4.31075088984688
ACADL	3.43949307793872
OFD1	6.68888619375599
CGA	4.04171913480596
EIF3EIP	11.2675728186899
PEX16	5.05887365637531
GNG12	5.84934811455943
HABP4	4.49732328764787
CNTN2	3.67339383892847
ASNSD1	6.76076257870807
FUT4	3.71556668275144
DBH	3.54928515212473
CD53	3.85923258065994
HIST1H2BJ	3.46393266174401
TFAP2B	3.33715855152054
ACF	3.94782471720104
TMEM11	5.80698860164617
CDH8	3.91526751215556
C3orf32	3.42521769642066
AGPS	4.03400347716694
C4orf18	3.87966690889617
PCCB	7.21306935325168
IPO13	5.00498780789123
PECI	8.55602652481299
UNG	8.23094834521647
C6orf105	3.76675312337933
GSTP1	8.480677308663
SUV420H1	6.78064048419272
ARHGAP15	3.4490967435716
LTBR	5.87527333475493
TDRKH	3.73064250553305
PSG4	3.48114188573559
SLC9A3R1	5.84276830486978
NBPF3	9.09043051399923
SLC9A3	3.56019450523789
OSBP	5.6294004246118
PRR5	3.60473520948762
CHMP7	5.61915661863858
ADRA1A	3.11880961754893
ASAH1	5.59439989876787
FKBP4	5.64893923200908
ZNF350	4.21578714486334
DOM3Z	5.73563379953152
GIPR	3.58680245852151
AHI1	5.05540309244896
BST1	4.17594800877821
NCR2	3.73081744404964
NADSYN1	4.22009176951033
UBE2W	4.08356502635677
RGS14	4.13791375348589
KRT15	3.52773005284223
SCN11A	4.0080616505835
GFI1	3.72084094709462
FHL1	6.11786199408389
SMC6	5.96671428715822
GATA1	3.75503323417504
OSGEP	6.68496012978499
ARMC6	5.02873553413083
HK3	3.42586883631486
PSMD5	5.40620279917252
RSU1	6.39602368329843
RPL4	12.0389805930781
MAD2L1	6.17153538866896
RBPMS	3.83970031043485
EIF4A3	8.93341160669059
E4F1	5.75523050944539
DLEC1	3.7844987630345
PRPF3	6.09804541971408
EMR1	3.38372709698735
CHMP2B	6.76008215550305
CAMSAP1	4.10567069221176
RPS21	9.84185358099552
XCR1	3.48622789646795
ARID5A	4.33475324567409
RBM6	5.99263430226499
UBE2N	7.70790989806497
KLF4	3.66901284241929
MGC4172	4.25242853030005
LMO4	6.77632750301143
KLKB1	3.21152206945149
HDAC3	6.55052674821798
HP	3.13213553947392
SCHIP1	4.72658312085956
BTK	3.93262693883933
KRCC1	7.60771657564093
PRND	3.61077355936294
C6orf27	3.70830151955798
PIGL	3.96908688324058
CLCA1	4.18135277499723
C1orf112	5.1509999655384
OLFML2A	5.02845277932071
HUS1	4.83888094730107
SFRS6	8.43159247877379
CXCR7	7.45457265908828
UIMC1	6.36395305495333
FXYD2	3.67443615050549
GOT2	8.28346243276473
ZNF667	3.90150773631903
TFEC	3.20506222911758
ATP7B	6.29885827138832
RAB38	4.38584884351188
POLD2	7.61761834497629
PPM1H	6.00521265284805
DCX	3.44939553130229
NFYC	5.62376273906197
ZNF228	3.66307279655956
KIN	6.04270290382615
PLSCR4	4.77381822859827
HIST1H4I	4.1463756951139
PPARGC1A	3.14844523887096
HIG2	7.81359567650965
KCNK10	4.18275395538829
EXOC1	7.21358603137864
OR6A2	3.63184447679027
ETFA	7.45483028812213
PDAP1	5.08740715826340
C19orf6	3.55522324765495
POLRMT	4.40356574106634
ZNF146	8.15952076708693
MIA2	3.10364878922793
LY6G6E	3.21010247732756
EIF4E2	8.02373083790835
NENF	4.78136941956743
HOXB5	4.44391974226576
ZNF324	4.57666598147862
CUGBP1	4.33016930981835
ENTPD7	4.21666446041257
TTC13	5.27944296197727
GJB5	3.38425044717591
PRSS22	4.77869298272833
CYP3A5	3.35881979010129
MBOAT5	4.29639800255291
CUL4B	5.03487803373776
CENPJ	3.87502363974727
KIAA0664	5.99985862333413
PITX1	3.49592185941705
PDGFRB	5.2156126840935
RDX	6.02448094222027
CELSR3	5.09318058195525
JUND	6.53990093430763
ITSN1	4.84244252017241
CHRNB1	3.68573112213383
EHBP1L1	4.04380729945655
C19orf2	7.24064228571925
FETUB	3.16759501092119
CAMK2B	3.42390709894728
DCTN1	6.84066547369226
TNKS2	7.3015633162601
MRTO4	6.13025554088526
C1QBP	6.41323679250286
TTC3	7.80403656075605
NDUFB8	9.04378210656212
CADPS2	4.36444849260065
EDG2	4.401349464615
MYF5	3.40104785140229
SEMA3G	5.593452560588
IL23A	3.97860939726566
GJA9	3.527062204446
R3HDM2	8.01168605883806
C5	4.35168981455546
SLC2A10	6.36176470829647
TRIM45	4.92112215566865
TSP50	3.77836994827085
PAQR3	3.99383658160823
ANKRD26	3.93822645900537
TCP1	9.32167257483461
TMED7	6.27060216770537
CMA1	2.78923402746714
PTCRA	4.51481757387051
HCRTR1	3.64252594441258
FST	5.08746947774207
PAWR	3.92281438924684
LDLR	3.77425410709033
ASTN2	3.83401806887696
SCRN1	7.82893195762526
GPATCH8	6.1943913643668
KIF4A	5.7874618180497
TANC2	3.72494230358030
ZMYM5	3.75990402696216
PGM1	7.3336092064564
ZNF586	4.22274995353063
POLR3G	3.55108147341077
CPD	5.38151351116735
SNCAIP	4.91089301400592
DCT	3.53523431529447
HLA-DOA	3.57145165105621
TANK	5.33529261838175
RCAN1	3.86313013613587
UPK1B	5.58008210138471
DNAJB4	5.66863583384082
UGT1A8	3.10862128225385
LIMD2	3.36886729582375
HIST1H4L	3.56958817405753
PECR	4.33813530670038
HSPA2	5.4772038943549
SERP1	8.93752001750732
TACR2	3.559665093626
NUP85	6.24412948639425
CD177	3.73602240823653
GPR135	3.49034203771558
PIGG	5.38084507433144
LGR5	5.63536939984922
JAK2	3.44637141895491
DPYSL4	3.41055745369507
TM9SF4	7.37419802095712
PTHR1	3.9235840104248
SIRPG	3.02025938508
ZNF264	4.33146028366753
BICD1	6.0952767670082
RAB5A	7.2250142471187
FLJ13224	3.5626458372927
METTL5	8.88373996318327
HERC6	3.93757658865982
CASP1	3.97239114238991
USP9Y	2.80440993392107
LRP1B	2.96397617303253
XAF1	3.34139856107085
PLA2G4C	4.27633941416708
APOA2	3.22752810594447
SPAG6	3.19253769227829
KALRN	3.82143923639441
SECTM1	4.46039565010281
THOC7	8.29084584970145
IFNAR1	3.66572191999664
TCTA	5.42839608443141
NY-REN-7	3.30763441716282
TALDO1	8.992213233095
B2M	10.5761015128581
LPPR4	3.26471117912745
SQLE	5.25926125019526
SEPHS1	7.4129178906391
EIF5A	5.83511853896032
FAM49A	3.88211546171036
YTHDC2	3.77134186384149
EHD2	4.48440117581723
NCF1	3.52169436212478
SPG7	6.17940086175273
ZNF614	3.52987767139677
HOXA5	3.90953816517956
NUP133	7.9554944503912
FGF12	3.88013316210838
SLMO2	7.57380029358189
INPP5B	4.44158521373845
PPID	6.70559463389502
SNTA1	3.79847130668762
IL20RA	3.21415930821829
UBE2J1	4.90618341310074
CACNG2	3.23360358686450
GCM1	3.35005458351373
ELF1	6.28537131457183
TLR5	4.10201092461457
TCFL5	7.12921351462474
C1orf107	6.5673338707243
C19orf22	5.67766932355367
SAFB2	5.82053484041921
MAP3K7IP1	3.79549760652864
NCK2	8.18390368613195
OXA1L	9.52220352115867
KIAA0652	5.51270767530993
KLRG1	4.42530094602606
FRAG1	6.23283676846651
ZSCAN12	3.30127443533875
PSMD12	6.26398822154719
E2F4	5.42376210151365
CLEC4M	3.67248836043393
KIAA0999	5.05129939998053
CLDN10	3.48819809654759
MGC13053	4.38935260788048
TAC1	2.75495017892363
GYPA	3.33495710208767
HPCAL4	3.64352957839071
TRAIP	4.26790680712569
MEX3D	4.21727231692963
KIAA0232	6.9655292545026
ERCC8	4.9261615076247
NFAT5	4.6327706058431
GPX4	8.14986617503235
CSPG4LYP1	3.44046963346644
KIAA0368	4.97592255497145
FBXO3	5.06108437724648
DVL1	6.4547736965005
CMKLR1	3.5940053830501
GPR157	3.6055771779414
TYMS	8.56994250221135
OR52A1	3.63336444905395
PEF1	6.42002059396255
ZNF750	3.35649482173242
ALG9	5.25455665556747
MCM5	6.17397611153003
SDK2	3.60756104486179
BAIAP3	4.02022445026606
RABGGTB	6.14159281728972
KCNK7	3.47408739515694
PTP4A3	5.38197603286099
ANKRD40	4.25132406163755
CALCOCO2	6.03399373449605
TMSL8	8.98355729573082
SNCA	5.16459992835282
ZNF551	3.75506706635474
HBQ1	3.78709200551574
ARHGAP26	3.88113562412560
GEMIN6	6.116780838854
HRAS	4.8440038341384
KLRC4	2.84766232328614
BSDC1	5.79355995078422
DSC1	3.51344665952637
RNF43	5.55307859535047
NDUFAF1	5.61791501405187
MAP2K4	4.84225317256656
FOLR2	3.84992913654709
LYZL6	3.64400653605319
EPB41L3	3.19107503272947
TEKT2	4.67133168441571
CDKN2B	3.44445899351986
WSB1	7.04719165803326
ZNF480	3.17566405962073
MAP3K6	3.43332067847891
PROS1	4.00007893787714
PSMB8	4.87197393217173
HN1	6.1251239710804
MAS1	3.51515287865416
APOL1	4.1969864113508
CSHL1	3.37201719750802
ZBTB7C	3.19907470419927
AHCTF1	5.95962862202161
SAE2	9.44261654152876
ITGA2	4.34943026343353
AP2S1	8.63096495275642
P15RS	7.21276471869066
MME	3.59601192845627
VAT1	7.72165725004484
MAST4	4.43673822525932
TUFM	10.1561840158717
KRT33B	3.83825380672353
THEG	3.74449224994239
KCTD2	5.36737275614367
WDR26	8.73254547993239
MFI2	3.44316045442811
KRT34	3.26119321774031
NR4A3	3.44271423068975
SGSM3	4.01962109772222
ARSA	3.54937670184249
TOMM22	6.36545113958594
SOCS3	3.67545455763412
UNKL	5.63682516430251
POP4	7.2790043397903
BHLHB3	7.68289731270618
MALL	3.60617000333391
SOX15	3.64501420003562
CCNA2	4.5864226968086
PARK2	3.43990441985816
GPR124	4.33815326507376
TMEM132A	5.31405184251472
CGRRF1	6.07072270640229
RUVBL2	7.90832930399828
MCAT	4.20458203916325
WNT10B	3.82743429415646
ISCA1	5.42567102842904
RPAP1	4.97613615140321
C12orf48	4.69486465982689
RAI16	4.90334026946705
RPL27	8.8340659202779
EPN1	3.85235253109916
MAGI1	3.21996389983795
GBX2	3.63320422972679
SLC35A1	6.42557601979017
GAL	3.43143613652355
SLC14A2	3.91295811623281
RDH11	6.57931075785794
ZNF518	4.48381442446154
PCYT1B	3.56252147138722
AUH	5.58275404452656
EIF3H	10.6178129183572
KIF1B	8.45277123361764
MBD2	4.60298616223950
AMOTL2	7.75583317317365
C6orf120	6.73495268148165
PIGT	8.27429084201823
PSRC1	5.89720151310959
PLA2G10	3.98239481488058
ALAS1	7.03272763547276
FOXO1	6.011667293245
C17orf62	6.6885225605391
KIF5C	5.8984972304463
DUSP10	4.2220180402404
CRLF3	6.1608408487721
CLCNKB	3.91714359159202
PSMA5	7.95282005925071
FARS2	5.8042443852303
CCDC28A	5.63687703787962
AMPD3	3.74969146531312
PIAS1	6.88846828266821
ADCYAP1R1	3.57719241986425
TMEM134	5.88972972333762
CDH20	3.41127460336939
FBXO7	6.95796045640292
FLJ14213	3.65561883017333
ZNF3	5.24317093205477
LRRFIP1	6.28670735590058
TMEM49	6.74616831222119
CNOT2	7.41731352719745
CBX2	2.81703018823663
ZC3H14	6.47951410090272
ALDH5A1	6.32152050722783
HNT	3.15074948335493
SERPINA4	3.18969488284536
FLJ20920	5.61184723635059
CRTAP	4.41966268799378
DDX50	8.29263758546526
STYXL1	7.57373362221072
TK2	4.93236057180422
BLVRB	6.57430872031681
STMN1	7.11517465498311
GUCA2A	3.32517820537245
DPP6	3.47410992914753
GALNT10	4.1668353329595
STK39	4.43574718790497
MMP24	4.73424539586087
CKS2	8.77606028122154
RHO	3.69512536212009
BANF1	9.16530496066374
CR1	3.10094877038615
RPS6KA2	4.7816978855876
HMBS	5.92841969955091
C20orf112	3.70030106700326
SLC25A24	6.43696539299778
MRPL22	7.7789493937206
SLC25A15	4.82038622771354
GADD45B	4.24318430012472
TDP1	5.98458934340927
ZNF287	3.99053222739049
DAAM2	6.14755384191423
C11orf57	5.13803972853682
RFK	5.35997765463349
ZFYVE9	3.92147514424414
TCTN3	7.5714964393764
STCH	6.23514126222258
LOC283871	4.13545049825749
NDUFB3	7.82483165207713
DEFB4	3.62473121155772
FPR1	3.53828805727257
FMNL1	4.4956319448076
SEPT7	9.7981936170179
PTCD2	4.68744979948557
GNLY	3.46201379916246
GRAMD1C	5.50570350975761
ZNF165	5.88326135479993
TR2IT1	5.14186515818854
ARMCX3	7.06535532071469
NDE1	5.94424271481735
MAGEF1	7.6248938244045
ITGA10	3.7966483384374
ARHGDIB	4.8607044309796
FSHB	3.65695996892306
ANXA2	9.84154707250878
HLCS	3.76104320294648
MCF2L	3.85962985244588
AK1	4.98656182938725
FH	6.47193811557526
LGALS2	3.72980970223051
SYNPO2L	2.80493973930304
KIAA1045	3.60136604074435
C1orf183	4.77860235590348
MAGEA8	3.22666971999523
DGCR8	4.60705110685557
GSR	4.46313193831712
NEU2	3.50475062663799
HIST1H4B	4.01850906041863
CACNA1C	3.17228633885595
FAM20B	5.96615142778096
HES2	3.27849653361817
PDCD6	7.70837341055692
INTS7	5.47499169751202
AMPH	3.90889887177129
UCKL1	6.36851272259926
ASB4	3.25778950227679
C10orf97	4.76094435636795
ALDH1L1	4.12097535810019
CCL23	3.47139217004033
OBSL1	6.33004330928954
SLC12A7	6.25083272242399
THAP4	6.12553943819537
RBM4B	5.77041790229997
OGFRL1	3.81517726535669
KIAA0831	6.07359309700298
C12orf11	8.01005954072586
PPP1R15A	4.2574638098133
KIAA0240	6.53044467837153
CD1B	3.42468401639643
FCGR2A	3.55388775324998
MDC1	6.15487511202817
MAN1A1	3.35982930362035
KRT9	3.22790820685836
HTR1A	3.25257217762366
OCEL1	5.94913296525659
ATP11B	4.58540821089564
NLGN4X	4.60234014446776
FBXO34	7.06104810916785
ALOX12	3.67115694194056
RB1CC1	7.10607725769223
PCDH12	4.42322634358377
RPE	4.78807567094368
EIF4E	5.48160483520637
CSDC2	3.92104949487058
ABHD5	4.62039827433352
TMBIM1	5.75848989743558
PET112L	4.82706634849991
P2RXL1	3.16210085593648
F2RL2	3.46733178214175
TRMT1	4.28648331116512
IMPG2	3.76886578312135
LRRC32	4.46376107993165
BGLAP	5.81774380133593
HTR4	3.3833795856459
MRAS	4.22446293269814
TRAF6	4.7243697935846
AXL	5.35839445680845
ATP2C2	3.82080475828905
LMNB1	6.12282388819546
TELO2	5.14619714173742
PNPLA3	3.53331998798195
CSNK1E	7.44691391832798
SRP14	10.6533946384879
KCNQ4	3.23039606908176
PIK3C2B	5.5268601304273
C15orf15	8.24551266745897
TUBB2B	8.53060339087425
USP15	5.16346372724652
C12orf41	7.54158455910548
CEND1	4.01505053472454
RNF31	4.59453008920175
TCEAL2	7.30847318990012
PTGER2	3.85887057090833
UBN1	6.95201867665813
SLC5A7	3.34045280988602
SLC31A1	4.79508564370399
ADAM29	3.68714113552177
ST7L	4.97887224803954
GFOD1	4.18788498764173
CTNNA1	9.7506232726633
HRBL	3.68509416594898
CBX4	3.60766511012752
NTRK2	3.57133197725054
FOXN3	4.9511183790459
MFGE8	5.36557461941817
PFKFB2	4.0001826340147
TAS2R4	3.85183442566968
SH3TC2	3.26772725152470
IL10	3.46761587289173
PXMP4	4.51914298789168
RNF167	6.25686272569481
PRMT5	9.20164444928009
TSKU	4.76839465211572
ATPIF1	7.08992175561943
ETV3	3.4347760813986
PAK7	3.40587221343417
PDLIM1	8.2281046803544
CEP63	5.54717331338144
WDFY3	3.73615229978874
RNF126	4.32054937372028
DPM1	9.22341697577127
CLIC4	5.65682940181511
ACR	3.87276138302442
KLK7	6.11620846105443
ALOX5AP	3.9320366479233
LRP1	4.98711982003468
TNK1	4.75219605079938
TAS2R9	3.35477788490952
ZNF16	4.76697376603423
POLR1B	5.09055004376544
SLC8A2	3.80847473319965
OLFM4	2.99566046311329
TACC1	4.14446578444753
SAMHD1	5.67551992054864
ATP13A2	4.49734777646358
KRT4	3.51802432792166
PAX6	3.79222859782457
SCG2	3.22776604791514
SLC17A6	3.5548432757444
TUBB4	4.27970097108451
PADI4	3.07445411439050
FMO3	3.23652812027292
NLK	4.45493167066503
POU4F3	3.24211300878732
MDM2	3.64251129167058
CAPNS1	9.27449801982715
SDF4	6.97930193907024
ITGBL1	3.15185765758514
TAP2	3.70043474386508
OR2C1	3.82544436964664
KLHDC3	7.37261574829294
EFHD2	4.55575160045586
GALR3	3.58813587159351
NBEA	5.25084587515317
ABCA6	3.24331143590327
ABBA-1	4.06721933596609
GNAI1	6.18589941441233
CLDN3	8.45631643496349
AKT2	3.47034658279309
EGFR	4.05151681049926
VPS4B	7.2094697271289
RBM16	8.40644572555986
GALNT6	7.10004052627016
ZDHHC3	5.17796464673045
SLC25A4	5.51198531763721
CYB5B	5.38301075766338
NDRG1	7.54444767950522
SESN1	4.62242276540462
GBE1	7.46508332854552
MRPL46	6.10161346977193
CLASP1	6.2874173295159
FARP2	4.35981764395105
ACOT11	3.65783796300852
LDHAL6B	3.07283769075505
MAPKAPK3	5.99801662321922
NCAM2	2.89945327321092
AFAP1	4.16237488556103
PRKD2	5.94387138344702
OR2H2	3.64708870130326
ZFP36L1	6.82784409995436
DZIP1	4.29693356581228
GPR161	4.23401089852526
RNF146	6.28840819937027
NKX3-1	4.3075219973407
CCNB2	7.35554843393875
ZNF10	4.45385034979178
WDR74	5.35758583027268
FAM134A	8.02392706971293
PCNP	8.91919276956422
PURA	5.25240701806246
DNPEP	6.71200088277074
ERBB2	5.46446573199986
CREB1	6.2510675745421
NEO1	6.66173483053472
DDX3Y	3.18028418641202
RPS3A	12.3647435632505
MXRA7	8.8465447953058
LGALS3	9.5282517546187
GLT8D1	7.52054722766383
TMPRSS3	3.75811614142499
UPB1	3.57459398926602
LAT	4.35637472682303
CLDN14	3.65252684565512
DHX38	4.92561338353453
KCNA3	3.00194845096712
BTBD1	7.05010272390687
TARS2	6.30967909534943
SKIV2L2	7.6483211525168
ABCF1	8.8751280987185
CDT1	3.09840675060759
ZHX2	6.9423922610443
FCF1	4.57586396402378
LRRC49	5.81540929187365
GUCY1B2	3.43828677949994
CD28	3.37361472833825
SMARCA4	6.24244945378406
SEPT2	9.24821887694091
SOHLH2	5.25367511455117
MCOLN3	3.74393935952461
LRP8	6.23762719558633
TAGLN3	3.63582161320546
MASP2	3.93514202377131
GPATCH3	4.16760511684286
TTRAP	8.6973330677933
AGL	5.92752371895266
NFE2L3	4.68644335434197
PSD4	3.86336601640983
PALMD	4.57616576776909
CCNB1IP1	9.06374462598511
TMEM43	6.87175815838159
OBFC1	6.49472633356068
STAT5B	4.34101653322107
C14orf79	4.7106375639437
ENPEP	4.06304314707524
SSB	8.13883455558628
SCT	3.23121707830388
TIMM23	6.68833804138238
SKI	3.70531851845648
SLC22A13	3.47727937955332
AKAP3	3.958371726476
OAS2	4.08080630724505
KIAA0423	5.86628037350025
SEC61G	9.16509744450602
CAPN11	3.28538965966426
TMEM50B	7.36991252653833
DEGS1	5.68569786962665
ARHGEF4	3.91138055800623
DBNDD1	4.68344432310893
TBL1XR1	5.27777194119488
FAIM	5.38983638185359
SP140	3.38035246189202
G6PD	4.79486241913391
NUDC	7.125542433539
GABRP	4.94896246118948
SCARA3	5.16450510007333
TACSTD2	5.57195778229928
EIF3J	6.54212773270065
PPP2R2A	7.85614661296667
CPA3	3.53727244142882
PVALB	3.42025953418644
BCAT2	5.78521417582286
MFN1	5.92555136133661
F10	3.10472991053814
