Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A02_433754
MAD2L1	9.59313440076206
RBPMS	6.2548342878375
EIF4A3	8.26647159491904
E4F1	4.83382471761891
DLEC1	3.37498280442980
PRPF3	7.09807594916773
EMR1	3.06190395753191
CHMP2B	7.49931770295116
CAMSAP1	4.36340664704142
RPS21	9.16240608137128
XCR1	3.27545829919389
ARID5A	4.16206135326311
RBM6	7.00779157792505
UBE2N	7.37959531539414
KLF4	3.47301179263655
MGC4172	5.92538610669819
LMO4	6.08441232866341
KLKB1	3.33292406763543
HDAC3	6.08261344921899
HP	5.47221101088837
SCHIP1	4.91125674420609
BTK	3.99675603049604
KRCC1	7.81836626538979
PRND	3.12111673669675
C6orf27	3.56625731732564
PIGL	4.01852722786553
CLCA1	3.60995546603482
C1orf112	5.23747417486498
OLFML2A	5.35555864958745
HUS1	4.78565350917716
SFRS6	6.74343248551448
CXCR7	4.26527365839531
UIMC1	5.94989375217741
FXYD2	3.45349194815668
GOT2	8.45149172877727
ZNF667	6.64227021617403
TFEC	3.15614928974781
ATP7B	3.48466176836510
RAB38	3.28609252434099
POLD2	7.52349316135646
PPM1H	4.36372104399731
DCX	3.37570154934884
NFYC	6.36440347198935
ZNF228	4.21446053572466
KIN	6.85223335855616
PLSCR4	7.78987955563665
HIST1H4I	4.12646375827399
PPARGC1A	2.85805955940762
HIG2	7.5219909442594
KCNK10	3.95673081579627
EXOC1	7.87957997792213
OR6A2	3.76143547792897
ETFA	8.59352174621713
PDAP1	5.61676128213995
C19orf6	3.65768141999811
POLRMT	4.12431303200632
ZNF146	8.07942065353606
MIA2	3.22749916834937
LY6G6E	3.43744387823981
EIF4E2	7.94617006362679
NENF	4.79536522043066
HOXB5	6.40568735352248
ZNF324	5.8093560994752
CUGBP1	5.43293713853582
ENTPD7	4.37800373524466
TTC13	5.46455123429402
GJB5	3.46801256102473
PRSS22	5.01641708634187
CYP3A5	3.14574763018368
MBOAT5	5.31204397254437
CUL4B	6.63867995075725
CENPJ	4.36288798295038
KIAA0664	6.29591617579789
PITX1	3.61860215087215
PDGFRB	5.27451437096125
RDX	5.21235062119311
CELSR3	4.11178964571643
JUND	6.565751854336
ITSN1	5.01616762097297
CHRNB1	4.04262526223575
EHBP1L1	3.42512432307082
C19orf2	7.73001097511361
FETUB	3.05256738748862
CAMK2B	3.0981241522529
DCTN1	7.33926298524771
TNKS2	6.82661229674667
MRTO4	7.80902179735136
C1QBP	6.23781009896648
TTC3	8.7193406666283
NDUFB8	9.04544656106119
CADPS2	6.75614153857076
EDG2	3.80665060405242
MYF5	3.01535328486627
SEMA3G	3.44054148934608
IL23A	3.51707306088679
GJA9	3.86203266768392
R3HDM2	6.73351997238113
C5	3.95901796081446
SLC2A10	6.14563445306213
TRIM45	4.9897908450194
TSP50	3.84683599621644
PAQR3	5.05076187366815
ANKRD26	3.12419737177134
TCP1	8.31097743629252
TMED7	6.83823091252198
CMA1	2.97639464559782
PTCRA	4.36214141583214
HCRTR1	3.4803041831623
FST	4.11475889198835
PAWR	4.76199387482249
LDLR	5.57581711879152
ASTN2	3.83339933082915
SCRN1	7.90700405383457
GPATCH8	6.14910764804376
KIF4A	6.57361159522212
TANC2	3.51061822683298
ZMYM5	3.95109062487561
PGM1	9.23906004710834
ZNF586	7.09446401302877
POLR3G	3.45372867400566
CPD	6.11972496203353
SNCAIP	3.79528098642493
DCT	3.41348008697825
HLA-DOA	3.75627920223515
TANK	7.00335097087868
RCAN1	7.04079755830304
UPK1B	4.78145316899708
DNAJB4	6.26315369953372
UGT1A8	3.01570870971030
LIMD2	3.12099797328082
HIST1H4L	3.27825873042418
PECR	6.70503855221622
HSPA2	8.5670109426102
SERP1	9.0092446536289
TACR2	3.83792276739156
NUP85	6.28385167231245
CD177	3.59789035601504
GPR135	3.14010471326618
PIGG	6.95063545147336
LGR5	3.11086112870334
JAK2	4.46421268531848
DPYSL4	3.78049150905653
TM9SF4	7.10800576357135
PTHR1	3.97657163976308
SIRPG	3.12060903768921
ZNF264	6.25510538181233
BICD1	5.20802607769467
RAB5A	8.12125762708494
FLJ13224	2.95379459175559
METTL5	8.48891750939686
HERC6	7.6252295875854
CASP1	5.28315280284195
USP9Y	2.79844391588765
LRP1B	3.7206454874575
XAF1	7.57821811150704
PLA2G4C	3.64047939978077
APOA2	3.02175044845006
SPAG6	3.06707733637864
KALRN	3.26497527113237
SECTM1	4.57634352093479
THOC7	9.46246620137541
IFNAR1	5.18902958214506
TCTA	7.09132706881353
NY-REN-7	3.59472654858553
TALDO1	9.3886169868871
B2M	11.5551114671717
LPPR4	3.67684420067967
SQLE	5.95696534590553
SEPHS1	6.65045160876829
EIF5A	6.30625016792786
FAM49A	5.04222680330228
YTHDC2	3.88355586597173
EHD2	6.27280090215358
NCF1	3.42447271884237
SPG7	6.85135292960996
ZNF614	3.84068218328435
HOXA5	3.18033229977471
NUP133	7.81143192575086
FGF12	3.64863077388888
SLMO2	7.99043718412004
INPP5B	4.46931762869386
PPID	7.79172082747509
SNTA1	4.31696219260136
IL20RA	6.16960591923252
UBE2J1	5.91852307518868
CACNG2	3.09223274675165
GCM1	3.47345518566483
ELF1	6.7889014995991
TLR5	5.9631110096769
TCFL5	6.27958734508222
C1orf107	5.93787108200113
C19orf22	6.44709117385594
SAFB2	5.95149007334622
MAP3K7IP1	3.86807337381874
NCK2	7.28313612531431
OXA1L	7.83261674707792
KIAA0652	6.56641829409287
KLRG1	3.55427266168993
FRAG1	7.31396828315002
ZSCAN12	3.08931841260066
PSMD12	6.47845710412055
E2F4	5.60416215932985
CLEC4M	3.35442373265017
KIAA0999	4.22754250108016
CLDN10	3.42087270581681
MGC13053	4.28945903975534
TAC1	2.69361201586860
GYPA	3.36086409244426
HPCAL4	3.41731056517033
TRAIP	4.81256806451236
MEX3D	3.93212498162507
KIAA0232	8.17810222182304
ERCC8	4.23180550805663
NFAT5	6.73131716632726
GPX4	9.6483740408162
CSPG4LYP1	3.32831060977394
KIAA0368	6.97535995344675
FBXO3	5.81546646201213
DVL1	6.31556075008033
CMKLR1	3.60008122642467
GPR157	3.52639536020769
TYMS	8.54436265627162
OR52A1	3.58385255645192
PEF1	7.558646439033
ZNF750	5.05868443290615
ALG9	5.93980435601257
MCM5	6.80930329941735
SDK2	3.71056788758736
BAIAP3	3.88098565408844
RABGGTB	7.2750002705147
KCNK7	3.34519839373531
PTP4A3	4.74366781634564
ANKRD40	4.07513243671023
CALCOCO2	6.57860084491806
TMSL8	8.4216494610606
SNCA	6.9997598062343
ZNF551	6.32739571241907
HBQ1	3.39517507170107
ARHGAP26	3.89632168572364
GEMIN6	5.77681682940951
HRAS	6.4426078099216
KLRC4	2.74944422522862
BSDC1	6.2226022740452
DSC1	3.67873917245078
RNF43	4.84196536265668
NDUFAF1	5.86672569660935
MAP2K4	5.32240640253176
FOLR2	4.8009464933555
LYZL6	3.47137691234763
EPB41L3	3.06361676564428
TEKT2	3.692625291475
CDKN2B	3.32890593368902
WSB1	6.16448729989564
ZNF480	3.71474000915347
MAP3K6	5.40704209725303
PROS1	6.01183037515125
PSMB8	7.7253672981211
HN1	6.98723451547557
MAS1	3.30415186947758
APOL1	5.13961348924623
CSHL1	3.30350248389213
ZBTB7C	3.56131137194824
AHCTF1	7.34165156150034
SAE2	9.15841214772635
ITGA2	4.23624241621596
AP2S1	9.37392465264215
P15RS	3.50654984097827
MME	6.22066674764626
VAT1	6.56762644014709
MAST4	5.55735595129931
TUFM	8.78846375179595
KRT33B	3.33559371224163
THEG	4.15942267854047
KCTD2	5.18340170984901
WDR26	8.93442741069737
MFI2	3.44269537669065
KRT34	3.1128044081262
NR4A3	3.47214902193629
SGSM3	3.89051821342371
ARSA	4.1901910568275
TOMM22	5.14501321996537
SOCS3	3.60902133526163
UNKL	4.26746637755710
POP4	8.72549617625297
BHLHB3	9.48169142155578
MALL	4.44783679630937
SOX15	5.39279168934622
CCNA2	6.7580509580594
PARK2	3.46807510095480
GPR124	4.22546988646891
TMEM132A	4.1364005683766
CGRRF1	5.74734051101607
RUVBL2	8.45465837322105
MCAT	6.75127915435347
WNT10B	4.08070857256426
ISCA1	7.6443222562615
RPAP1	3.99541471487605
C12orf48	4.36164772828762
RAI16	5.5598755749225
RPL27	9.32901396131452
EPN1	3.89894987567576
MAGI1	3.10816309840947
GBX2	3.48614968568000
SLC35A1	7.1960670183617
GAL	3.54645199748521
SLC14A2	3.46129845456482
RDH11	8.31992510220061
ZNF518	4.26745494716986
PCYT1B	3.28146046471022
AUH	7.85747639282056
EIF3H	10.2486576936917
KIF1B	7.12564994649253
MBD2	4.82606778919804
AMOTL2	8.55232926557597
C6orf120	5.5980607943617
PIGT	7.567376581899
PSRC1	6.46852635249394
PLA2G10	3.84233595525101
ALAS1	8.1945087460609
FOXO1	4.45471496936647
C17orf62	5.7136619296685
KIF5C	3.9575650981801
DUSP10	5.19474062574281
CRLF3	7.83473885542288
CLCNKB	3.41441788473219
PSMA5	8.92906422274627
FARS2	6.52207046965103
CCDC28A	9.40450103822761
AMPD3	4.68492921305238
PIAS1	6.55429432877103
ADCYAP1R1	3.50013033544757
TMEM134	7.64870888189593
CDH20	2.90197333582641
FBXO7	7.75536540737445
FLJ14213	7.3518546372857
ZNF3	5.81649865287438
LRRFIP1	6.85593891117303
TMEM49	8.08475276443888
CNOT2	7.31125911395535
CBX2	2.85194295929584
ZC3H14	7.24940573425784
ALDH5A1	6.32774628381796
HNT	3.49765732311656
SERPINA4	3.39644068100775
FLJ20920	6.70152793134376
CRTAP	6.34864158210888
DDX50	7.98753674027146
STYXL1	7.57396770949096
TK2	4.75215081715292
BLVRB	7.3140543326202
STMN1	8.069346343006
GUCA2A	3.63198231872081
DPP6	3.08991206016425
GALNT10	4.05089038026139
STK39	4.1553849490497
MMP24	5.02407642482642
CKS2	9.94256935977084
RHO	3.7718360063715
BANF1	9.34922479683757
CR1	2.88755354999004
RPS6KA2	4.8000696527445
HMBS	5.93655859736322
C20orf112	3.82881402979906
SLC25A24	6.92352153822872
MRPL22	7.68644121699556
SLC25A15	5.00447217739090
GADD45B	4.2553291653006
TDP1	5.94726808476316
ZNF287	3.52038045051645
DAAM2	7.19345978765132
C11orf57	4.3157822591785
RFK	7.434307910678
ZFYVE9	4.10791831244947
TCTN3	7.04105667538633
STCH	6.09906346950838
LOC283871	3.54265429061498
NDUFB3	7.31923150247936
DEFB4	4.9503177414707
FPR1	3.72935105603356
FMNL1	3.90679960245122
SEPT7	9.29439302150788
PTCD2	5.14124619811288
GNLY	4.26388495323629
GRAMD1C	6.39342738119908
ZNF165	6.17144956707541
TR2IT1	3.84694490651127
ARMCX3	8.82755136571764
NDE1	5.90047050552681
MAGEF1	7.47852079757642
ITGA10	3.51711632483263
ARHGDIB	7.24012224923492
FSHB	3.85894851782126
ANXA2	10.8437553755113
HLCS	4.77112098129715
MCF2L	3.99114328050519
AK1	6.39859288151454
FH	7.43013500783515
LGALS2	3.55809975520572
SYNPO2L	2.68082360289482
KIAA1045	3.54827278207373
C1orf183	5.07869728131536
MAGEA8	2.97831690640027
DGCR8	4.90778967001174
GSR	6.55802604623863
NEU2	3.40268291743364
HIST1H4B	3.69943943786234
CACNA1C	3.04503087747624
FAM20B	6.87000408128062
HES2	3.06165564403997
PDCD6	8.79304957197788
INTS7	6.51678604386116
AMPH	3.7837019784302
UCKL1	6.46847290582378
ASB4	3.14210409615398
C10orf97	6.17171480344326
ALDH1L1	4.8788197162989
CCL23	3.19240856091326
OBSL1	5.50449169818289
SLC12A7	6.91222191773293
THAP4	6.48022108889247
RBM4B	5.82893350669512
OGFRL1	5.73026664761897
KIAA0831	6.41934558935259
C12orf11	6.65252607978938
PPP1R15A	5.14182307108197
KIAA0240	5.00779722277277
CD1B	3.31944224984046
FCGR2A	4.66826283917587
MDC1	6.17133273766208
MAN1A1	5.26100349575686
KRT9	3.32810115401364
HTR1A	3.36319741211924
OCEL1	5.43005727042061
ATP11B	7.00258447472703
NLGN4X	7.41238778152416
FBXO34	7.57386303349676
ALOX12	3.7435515424437
RB1CC1	8.61071206640628
PCDH12	4.54071621437446
RPE	4.98975706984536
EIF4E	7.39892005229682
CSDC2	3.87839279931272
ABHD5	5.7185091506378
TMBIM1	5.90992603541265
PET112L	5.76953854622523
P2RXL1	3.20846582870871
F2RL2	3.17818400057799
TRMT1	5.18106124095357
IMPG2	4.94636365655176
LRRC32	8.88951510371013
BGLAP	5.49514846159604
HTR4	3.49220307296768
MRAS	6.77335454830575
TRAF6	5.97088167320109
AXL	4.28518291108504
ATP2C2	3.50683200247186
LMNB1	5.4590366924219
TELO2	4.6542552436852
PNPLA3	3.58635397170371
CSNK1E	6.42953750924948
SRP14	10.0968748510951
KCNQ4	3.39481997358436
PIK3C2B	5.79971619849301
C15orf15	7.9538839116896
TUBB2B	2.98944300947251
USP15	6.19420888525457
C12orf41	7.49382516089365
CEND1	4.22035795604062
RNF31	5.08312284267039
TCEAL2	8.68925421503636
PTGER2	6.10737194209989
UBN1	6.3447772858844
SLC5A7	3.26591616212856
SLC31A1	6.69013249972081
ADAM29	3.83339846217063
ST7L	4.13509378653233
GFOD1	4.82985307012485
CTNNA1	9.4174081800794
HRBL	3.93431680882241
CBX4	3.69239851331202
NTRK2	4.54982566968132
FOXN3	6.34026399277409
MFGE8	6.5544215138316
PFKFB2	3.85815595610879
TAS2R4	3.48966314307751
SH3TC2	3.2376579728176
IL10	3.44750262550771
PXMP4	5.94931957017501
RNF167	6.37372131795495
PRMT5	7.20407675692552
TSKU	5.36860703532955
ATPIF1	9.6737306863427
ETV3	3.15232430407777
PAK7	3.05848659684394
PDLIM1	8.52152939486627
CEP63	6.20797366782239
WDFY3	6.00366802261863
RNF126	5.0211902727538
DPM1	8.52226363581712
CLIC4	7.30233631152302
ACR	3.78755418164782
KLK7	9.08941411094406
ALOX5AP	3.93524716608387
LRP1	5.03979793342608
TNK1	5.39418973717868
TAS2R9	2.85667029538744
ZNF16	5.58732956150303
POLR1B	6.38949454047954
SLC8A2	3.77120028927713
OLFM4	2.70526060977606
TACC1	4.18759930111893
SAMHD1	6.11046769796968
ATP13A2	4.51305576330442
KRT4	3.48213203230509
PAX6	7.82773674189507
SCG2	3.38497802466802
SLC17A6	3.14785719289681
TUBB4	3.69184126023467
PADI4	3.01545895166129
FMO3	3.11307412764653
NLK	4.03194917424955
POU4F3	2.95375667794479
MDM2	3.49410432698073
CAPNS1	10.0277408416002
SDF4	7.21106452875131
ITGBL1	3.47164222435121
TAP2	4.23584332856996
OR2C1	3.60442880415176
KLHDC3	7.20642880619174
EFHD2	5.03360414172327
GALR3	3.70800202289761
NBEA	2.95331700031204
ABCA6	3.15221767743758
ABBA-1	4.15957281136273
GNAI1	7.45832287395708
CLDN3	9.2110575456749
AKT2	3.33395144922396
EGFR	4.1944175168131
VPS4B	8.00097824954715
RBM16	7.86587332171077
GALNT6	4.94452119531808
ZDHHC3	5.57973577853408
SLC25A4	8.28135023195934
CYB5B	6.74213064176093
NDRG1	9.03397609673483
SESN1	4.60067200432544
GBE1	7.79195606099805
MRPL46	5.6126316399473
CLASP1	6.06084548571721
FARP2	4.21875610945407
ACOT11	3.77474021673496
LDHAL6B	2.83636073040859
MAPKAPK3	6.15271159115851
NCAM2	3.06269985443771
AFAP1	4.08955376740463
PRKD2	6.72138064549975
OR2H2	3.31922185340011
ZFP36L1	7.99966390675476
DZIP1	3.69593011867227
GPR161	5.824865148592
RNF146	5.79348682377958
NKX3-1	4.06925127122875
CCNB2	7.97129629434159
ZNF10	4.70942231688197
WDR74	5.88839665279297
FAM134A	7.49142241806923
PCNP	8.78309215797281
PURA	4.96461602481047
DNPEP	7.59782467506413
ERBB2	5.49720498010123
CREB1	5.1861857400367
NEO1	6.34844626928695
DDX3Y	3.24083339424115
RPS3A	12.7640487999053
MXRA7	7.7418081596364
LGALS3	10.7789096018824
GLT8D1	7.25316769223798
TMPRSS3	6.3476210982531
UPB1	3.25877548204197
LAT	4.2553380986279
CLDN14	3.52610887829157
DHX38	5.88955149475291
KCNA3	3.49915928300501
BTBD1	6.65063884637188
TARS2	6.38005158041267
SKIV2L2	7.62511808406955
ABCF1	8.5472733532072
CDT1	3.64852073535002
ZHX2	5.75106079868748
FCF1	5.68651783888638
LRRC49	3.77867894797314
GUCY1B2	3.21724346877033
CD28	3.15393775277835
SMARCA4	6.24051637023155
SEPT2	9.28146527570393
SOHLH2	3.22225851434403
MCOLN3	4.22707355707921
LRP8	5.31814088588805
TAGLN3	3.68622522181263
MASP2	3.68698122375746
GPATCH3	5.00665583015310
TTRAP	8.41186174350948
AGL	7.93921251051023
NFE2L3	3.54923073663864
PSD4	4.67630372176264
PALMD	6.94804367296083
CCNB1IP1	7.8159893903377
TMEM43	6.82238060768738
OBFC1	6.56813913491434
STAT5B	3.8921555259632
C14orf79	3.93587012771511
ENPEP	6.17262146103922
SSB	8.03220383060768
SCT	3.04939707173294
TIMM23	7.13019661393691
SKI	3.78801352050948
SLC22A13	3.07659658408981
AKAP3	3.90856404776267
OAS2	6.79683753001707
KIAA0423	5.66842180923922
SEC61G	9.07808743272455
CAPN11	3.04537689991317
TMEM50B	7.08753940184837
DEGS1	7.49313214125477
ARHGEF4	3.40872285751287
DBNDD1	4.6282202393969
TBL1XR1	5.86095036676125
FAIM	6.80609624635509
SP140	3.24151538558530
G6PD	4.94513605716663
NUDC	7.39923580348999
GABRP	3.07496835571569
SCARA3	5.61700374218853
TACSTD2	5.54047749641797
EIF3J	6.5974456443828
PPP2R2A	8.77011791845849
CPA3	3.63343961849502
PVALB	3.02589569163934
BCAT2	7.33071108245677
MFN1	6.49409468040988
F10	3.70495246275243
