Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_D03_433684
HPCA	3.32435403636332
MLF1	4.83166492941301
SEC14L1	5.48489318916794
CHFR	6.28322318553833
EMILIN1	3.70354307256776
THADA	6.08421782738782
TAF12	4.92855253066098
NDUFS4	7.13952200039446
ID1	5.19081288021481
PIK3CB	4.12319248904745
COL18A1	6.89628629666373
PDZD3	3.42830138289408
TBC1D17	4.07347591316914
COX8A	9.02209346138636
CDCA4	6.39764395367092
C2orf44	4.48311190254
C9orf16	8.1972952955368
ERBB2IP	7.6566776586089
EMX2	7.97534429576636
FUS	6.62066763990559
NIPSNAP3B	3.60825752962792
TF	3.59717543188560
CXorf56	5.60088781387244
CLCN4	3.71856308100986
PWP2	5.9646139097741
MMP15	4.44510037176138
MTMR14	6.39778455079012
NPR1	6.15921739474072
DNAL4	4.37363132126187
ELAC2	4.78923303228706
ASS1	11.2548696006772
IPP	5.60453694133535
TMEM59	8.85099465785598
POLR2J	8.79877919492001
SEC23IP	5.62241583897464
RGS4	3.91895547388066
UQCRC1	8.73030241327411
SNX6	6.51662580390929
DDX18	6.84681266405672
POLG	5.02016814577582
ADAM23	4.15697384802159
ZNHIT2	4.4974971370564
TFR2	3.26923856332290
NCDN	4.56010107318998
RAG1	3.34583009578273
POMT1	3.91686606082665
CYP1A1	3.48420324153407
SNAPC1	6.02823068436143
GNA11	4.96449687292843
CCDC52	2.77832813498620
CAPN1	7.01253980570252
DDHD2	6.05996838661745
UPF3A	5.39422363067462
LAGE3	6.86332801345691
GNRHR	3.09703790673120
UNC13B	6.16137826246532
TTLL4	4.71254998484634
PPBP	3.01669744957484
HTR3A	4.06806316537924
SDC2	4.05836817947762
ANKRD49	6.549760818266
BTF3	9.4381519788527
COX7A2	10.5663706765736
SARS	7.94793972660897
C13orf18	3.3637543243586
CACNB1	4.10026836286993
QKI	5.89443774433183
SETMAR	6.227824499259
LAMB4	3.59604060081328
MAN2B1	6.93108978563832
EML3	5.50078256723045
ACADL	3.34845477931768
OFD1	8.0147094179821
CGA	3.49009348962861
EIF3EIP	10.0483609804472
PEX16	5.29268560421256
GNG12	7.65099035795276
HABP4	5.28648951551543
CNTN2	3.85391753116005
ASNSD1	7.77684071922707
FUT4	4.28798835311172
DBH	3.35182701091354
CD53	5.63309300820178
HIST1H2BJ	3.28488691974217
TFAP2B	3.12182073497417
ACF	3.76421588658412
TMEM11	5.92932442588618
CDH8	3.41741358862796
C3orf32	3.40981289152419
AGPS	5.19006307203184
C4orf18	3.11576236293289
PCCB	7.54947224111674
IPO13	5.548725855821
PECI	7.07662854933421
UNG	7.67143978087576
C6orf105	3.72374582058922
GSTP1	9.03395644297547
SUV420H1	7.19275514264037
ARHGAP15	3.74572283811998
LTBR	6.3589628809965
TDRKH	3.41322452338267
PSG4	3.55118394215306
SLC9A3R1	6.11835608444754
NBPF3	8.41961382899849
SLC9A3	4.08010966077271
OSBP	6.21814385108066
PRR5	4.41108681290845
CHMP7	5.60771251264083
ADRA1A	3.20138091981554
ASAH1	6.77008766452461
FKBP4	6.48537004720918
ZNF350	4.36152498277183
DOM3Z	5.33027724288841
GIPR	3.6888868338745
AHI1	4.70854222979966
BST1	3.77167362794573
NCR2	3.79031816688962
NADSYN1	5.78954727603711
UBE2W	5.85553472861442
RGS14	4.42302021998544
KRT15	5.45829558566802
SCN11A	3.70113129303747
GFI1	3.89834886990950
FHL1	4.54410024368485
SMC6	6.46538891363417
GATA1	3.60406293270144
OSGEP	5.541592711765
ARMC6	5.16205028617233
HK3	3.70561329983847
PSMD5	7.40865173127324
RSU1	7.15582652831776
RPL4	12.2884921257998
MAD2L1	7.62194889857341
RBPMS	6.26530585477071
EIF4A3	8.93003588383969
E4F1	5.0633017563047
DLEC1	3.74882588841066
PRPF3	5.74217248922695
EMR1	3.16971769012615
CHMP2B	6.99340670644015
CAMSAP1	3.88329268268226
RPS21	8.91617724055212
XCR1	3.02572878587924
ARID5A	4.52967932712757
RBM6	6.28675049708434
UBE2N	6.42085086637479
KLF4	4.57257915284798
MGC4172	4.12797260212448
LMO4	6.60689663356627
KLKB1	3.25340303026493
HDAC3	5.26353971701291
HP	8.62800124673725
SCHIP1	4.57841150650184
BTK	4.13425740745691
KRCC1	8.17491654180211
PRND	3.04585696025572
C6orf27	3.55976030404712
PIGL	3.61672830801449
CLCA1	3.62415946741027
C1orf112	4.65809170974319
OLFML2A	4.95839677422297
HUS1	4.85379039899552
SFRS6	7.10757755358902
CXCR7	4.9340062863136
UIMC1	6.47044675671239
FXYD2	3.75334765252786
GOT2	7.22691059567403
ZNF667	3.64784671702751
TFEC	3.42603487157609
ATP7B	3.44769658010019
RAB38	4.37275482098791
POLD2	6.92943315359402
PPM1H	4.46242301457405
DCX	3.24837988360961
NFYC	5.39843109502136
ZNF228	2.84339607446561
KIN	5.79574649121247
PLSCR4	6.04801717024705
HIST1H4I	4.22264295373534
PPARGC1A	2.97494798615891
HIG2	7.23824917661703
KCNK10	4.13251071196213
EXOC1	7.83638028316845
OR6A2	3.91565439231901
ETFA	8.46281689023922
PDAP1	4.94662878939917
C19orf6	3.65187439953016
POLRMT	4.10112916410054
ZNF146	8.05945124536507
MIA2	3.34890816979613
LY6G6E	3.39874760549365
EIF4E2	7.17635838021962
NENF	5.38976668114289
HOXB5	4.00376202673322
ZNF324	4.32615295109372
CUGBP1	4.03526560440511
ENTPD7	3.90538994324637
TTC13	5.66583824272647
GJB5	3.30228512612220
PRSS22	4.48079340533725
CYP3A5	5.34145597868685
MBOAT5	4.18057618100417
CUL4B	5.40220043962229
CENPJ	3.53640742559814
KIAA0664	6.66353519450425
PITX1	4.22726103543781
PDGFRB	5.56959686529204
RDX	5.79285174295585
CELSR3	3.84692023747201
JUND	5.96159903591935
ITSN1	4.73730872753875
CHRNB1	3.33608236189946
EHBP1L1	3.59867908926804
C19orf2	6.4892433274159
FETUB	3.27431444785516
CAMK2B	3.31755642075433
DCTN1	6.47179030156041
TNKS2	7.15102443827428
MRTO4	6.58079542551854
C1QBP	5.28954839273951
TTC3	7.89546212365057
NDUFB8	7.96120281866002
CADPS2	4.23663555488583
EDG2	4.4125102807787
MYF5	3.05536966039589
SEMA3G	3.51427304908707
IL23A	3.85664921117753
GJA9	3.72440893256941
R3HDM2	6.26190065212401
C5	4.50804765551812
SLC2A10	6.14412576894234
TRIM45	4.44209242494857
TSP50	3.74496796650699
PAQR3	4.528118663449
ANKRD26	3.32249758901025
TCP1	8.3242889286435
TMED7	6.28043379962453
CMA1	3.16113711244904
PTCRA	4.53489664243958
HCRTR1	3.47178992952616
FST	4.13275606687485
PAWR	3.78394831156316
LDLR	5.28108629005711
ASTN2	3.91324160503145
SCRN1	7.17557010810464
GPATCH8	6.04455321017323
KIF4A	6.41802629741338
TANC2	3.55813141035734
ZMYM5	3.62415288406065
PGM1	7.60881835490785
ZNF586	4.15826790451263
POLR3G	3.91581739253549
CPD	5.28427258273535
SNCAIP	6.83344228051466
DCT	3.48479511945676
HLA-DOA	4.20682076472836
TANK	7.92684340731574
RCAN1	4.45248470705547
UPK1B	3.87867296614182
DNAJB4	4.86516792740953
UGT1A8	3.07440838065961
LIMD2	3.38109917491873
HIST1H4L	3.52895612239535
PECR	4.11555839094748
HSPA2	4.72186810973943
SERP1	8.42541812771497
TACR2	3.37664435069481
NUP85	5.33539812424217
CD177	3.61130537533159
GPR135	3.22167296138813
PIGG	5.14098528223514
LGR5	3.39253649566274
JAK2	3.81170982264167
DPYSL4	3.29816481713874
TM9SF4	5.2494216488796
PTHR1	3.50401432857147
SIRPG	3.34305854171357
ZNF264	4.38414476445082
BICD1	6.06753414763404
RAB5A	7.27077523615626
FLJ13224	3.04390890077122
METTL5	9.11839410876486
HERC6	6.06299902578588
CASP1	4.84659663241174
USP9Y	2.81163956956248
LRP1B	2.72046534477066
XAF1	7.01901834139554
PLA2G4C	3.78544468536231
APOA2	3.13402531601685
SPAG6	3.06264106664336
KALRN	3.34390760033084
SECTM1	6.60595825951478
THOC7	8.19329930207198
IFNAR1	4.40214773202749
TCTA	5.68936065702147
NY-REN-7	3.87334262964795
TALDO1	8.42780707033289
B2M	11.7786058647914
LPPR4	4.51492662267048
SQLE	6.76607046389345
SEPHS1	6.82203092435342
EIF5A	6.51378360803817
FAM49A	3.85172778986219
YTHDC2	4.19238568328905
EHD2	4.28707457865054
NCF1	3.49139770612932
SPG7	7.05771646230769
ZNF614	3.60710620736005
HOXA5	6.58322041163484
NUP133	7.34739955804503
FGF12	3.60673694861433
SLMO2	7.51127840505224
INPP5B	4.46609862285328
PPID	5.74381971839371
SNTA1	4.74586242249663
IL20RA	3.9915038543482
UBE2J1	6.0568482052299
CACNG2	3.04788607831061
GCM1	3.30357759406252
ELF1	6.16709100312528
TLR5	4.75787990127651
TCFL5	5.83441597831762
C1orf107	5.18645855820486
C19orf22	6.57920785019115
SAFB2	5.70283923439403
MAP3K7IP1	3.88220317311717
NCK2	8.04270407259236
OXA1L	8.05785889053872
KIAA0652	5.63908717596969
KLRG1	3.65878764919508
FRAG1	5.73958100436652
ZSCAN12	3.17035542891129
PSMD12	6.43881697471286
E2F4	5.29770582695394
CLEC4M	3.58595805134935
KIAA0999	4.6588738146747
CLDN10	5.44263780087303
MGC13053	4.24264846317682
TAC1	2.76650707157330
GYPA	3.45039234432892
HPCAL4	3.2555261179245
TRAIP	4.0524597605036
MEX3D	3.89698384619795
KIAA0232	5.8901057876623
ERCC8	4.22088103260683
NFAT5	5.60683260360428
GPX4	8.1256144775621
CSPG4LYP1	3.31434260244840
KIAA0368	6.5909812454266
FBXO3	5.605971028299
DVL1	5.9332447282305
CMKLR1	3.70943062596469
GPR157	3.63932028192870
TYMS	6.40792070272802
OR52A1	3.39337134051864
PEF1	7.04330970004207
ZNF750	4.28139579773765
ALG9	5.8321293727782
MCM5	5.29766776939864
SDK2	3.4757591547039
BAIAP3	3.80331366972451
RABGGTB	7.51039958936248
KCNK7	3.28762713967786
PTP4A3	6.78937115671698
ANKRD40	3.68567659189678
CALCOCO2	6.13017917109853
TMSL8	3.93937609936494
SNCA	4.26596693790909
ZNF551	3.91238503207467
HBQ1	3.54322668510861
ARHGAP26	5.14648834797192
GEMIN6	6.49743354495855
HRAS	5.01053169125762
KLRC4	2.68352281766850
BSDC1	5.84718306534655
DSC1	3.65732106669695
RNF43	4.99563303523447
NDUFAF1	5.44267728168128
MAP2K4	5.08597063626105
FOLR2	4.11583505570514
LYZL6	3.58829065079422
EPB41L3	3.04639648337225
TEKT2	3.8738543835101
CDKN2B	3.85264418127851
WSB1	6.1884838095589
ZNF480	3.2783517576889
MAP3K6	4.76153530533651
PROS1	5.97064254949634
PSMB8	8.5030480720999
HN1	7.17113372408065
MAS1	3.63600600029319
APOL1	5.21100896035663
CSHL1	3.64349632967459
ZBTB7C	2.73519063928841
AHCTF1	6.35861109602464
SAE2	8.98336836933172
ITGA2	4.47141437403655
AP2S1	7.7072669661853
P15RS	6.34251040039847
MME	3.55508431081472
VAT1	7.44436268635086
MAST4	6.3759349550325
TUFM	9.19069218364691
KRT33B	3.41741809573626
THEG	4.07058842092507
KCTD2	4.58593387560897
WDR26	8.25788126982575
MFI2	3.64952766438777
KRT34	3.13488172204861
NR4A3	3.83086264678038
SGSM3	4.73019977901565
ARSA	3.91774037057094
TOMM22	4.51450542727302
SOCS3	3.98888635009614
UNKL	3.81280746228629
POP4	7.0105395448966
BHLHB3	8.23811911506849
MALL	4.90377880470119
SOX15	3.30011218684413
CCNA2	5.88857167983455
PARK2	3.39873286437944
GPR124	4.19407058257879
TMEM132A	5.18117819534910
CGRRF1	4.98384003022937
RUVBL2	7.41865444318847
MCAT	5.2180430149092
WNT10B	4.18851399314319
ISCA1	6.85664360766451
RPAP1	4.66815428794543
C12orf48	4.69976644742938
RAI16	5.14824676717255
RPL27	9.56160737912527
EPN1	3.99179368415083
MAGI1	3.21461320084720
GBX2	3.32177440300436
SLC35A1	7.86074676484639
GAL	4.40768891487495
SLC14A2	3.71492631658178
RDH11	8.2816533163894
ZNF518	3.91989769587560
PCYT1B	3.39115441693266
AUH	7.50752452277462
EIF3H	11.0484622615872
KIF1B	5.82164583419161
MBD2	4.60352651555111
AMOTL2	7.29758759339577
C6orf120	6.40019541414261
PIGT	6.71559569310394
PSRC1	5.36331079046347
PLA2G10	4.31059572521316
ALAS1	5.71839992500673
FOXO1	5.47481523844648
C17orf62	7.32801826743756
KIF5C	6.06236982134211
DUSP10	5.11249057307312
CRLF3	6.41481940879414
CLCNKB	3.27369402640819
PSMA5	8.68479633844448
FARS2	4.79120204571684
CCDC28A	5.74425263877437
AMPD3	4.58937043995033
PIAS1	7.02167675354726
ADCYAP1R1	3.38464108979859
TMEM134	6.5513612792159
CDH20	2.93455078162913
FBXO7	6.96716063384948
FLJ14213	3.47560492908243
ZNF3	5.03242127895686
LRRFIP1	7.71892225184786
TMEM49	8.4763012252568
CNOT2	6.59164024316116
CBX2	3.08504820860412
ZC3H14	6.96543836269318
ALDH5A1	7.29675716693194
HNT	4.12196108250764
SERPINA4	3.29313089493472
FLJ20920	4.77066066708173
CRTAP	5.77402049500851
DDX50	7.49158976303788
STYXL1	7.395753374084
TK2	4.52949430035313
BLVRB	6.55641250038526
STMN1	5.93876119969061
GUCA2A	3.87860543173619
DPP6	3.16774659231369
GALNT10	4.13608259149991
STK39	5.07294184622055
MMP24	4.429176336704
CKS2	9.78561978812306
RHO	3.77892814481509
BANF1	9.26231152499698
CR1	2.99679429608356
RPS6KA2	6.85238625199832
HMBS	6.76758437505274
C20orf112	3.78257516250106
SLC25A24	6.04967010219621
MRPL22	7.90598728930442
SLC25A15	4.80554246275807
GADD45B	6.08774947750296
TDP1	5.74071914705708
ZNF287	3.24609138113969
DAAM2	4.90582895747878
C11orf57	5.57879096451546
RFK	6.90119716106057
ZFYVE9	4.13156074480683
TCTN3	5.95688711437205
STCH	5.72626140653378
LOC283871	3.62084849379795
NDUFB3	7.72752737198606
DEFB4	3.94868073790591
FPR1	3.74348405408775
FMNL1	4.00200203613863
SEPT7	9.52179247096052
PTCD2	4.37247506800258
GNLY	5.00414261217622
GRAMD1C	6.27789932790313
ZNF165	6.23611129750922
TR2IT1	4.02949517373162
ARMCX3	7.25692806992877
NDE1	6.21503954009794
MAGEF1	6.04560336966276
ITGA10	3.93350742024538
ARHGDIB	8.48702155135523
FSHB	3.74867543377789
ANXA2	10.1991356778801
HLCS	4.28187202964822
MCF2L	3.79450580272620
AK1	5.82148127847572
FH	6.42856106240983
LGALS2	3.79206035413018
SYNPO2L	2.85761155281630
KIAA1045	3.33608481426894
C1orf183	4.92966512078838
MAGEA8	3.17993064817567
DGCR8	4.34477593164159
GSR	5.76764448227194
NEU2	3.39265558293228
HIST1H4B	3.44921981835692
CACNA1C	3.13791766106593
FAM20B	6.6605422966625
HES2	3.21541227994227
PDCD6	8.87425384211571
INTS7	5.68879476057807
AMPH	4.16444786251277
UCKL1	5.87816516463179
ASB4	3.07193136803513
C10orf97	4.50933357411385
ALDH1L1	4.88875225872917
CCL23	3.34946063544776
OBSL1	4.89002245313488
SLC12A7	7.50513868985237
THAP4	5.85500026972376
RBM4B	5.1484415148684
OGFRL1	5.06450036671685
KIAA0831	6.06006357716851
C12orf11	7.31877709865619
PPP1R15A	4.52454494312208
KIAA0240	5.4271488745264
CD1B	3.26504010584308
FCGR2A	3.70229604182253
MDC1	5.38993009840527
MAN1A1	3.7112134473118
KRT9	3.76407786425120
HTR1A	3.41286944858763
OCEL1	5.30180009965187
ATP11B	4.68887925912061
NLGN4X	3.48721640014527
FBXO34	8.46001961692278
ALOX12	3.30682880302410
RB1CC1	7.22522877010574
PCDH12	4.60692768763912
RPE	5.61097671525924
EIF4E	5.7857355138954
CSDC2	4.05076917925938
ABHD5	5.33111785949095
TMBIM1	6.80802707020835
PET112L	5.37746394797133
P2RXL1	3.54115890265830
F2RL2	3.46354944256975
TRMT1	5.77543164791148
IMPG2	3.7562420384131
LRRC32	5.40136587181555
BGLAP	4.6971193337564
HTR4	3.52773088790664
MRAS	5.08636270412896
TRAF6	4.34349858561650
AXL	4.40483206817929
ATP2C2	4.06129603275453
LMNB1	5.43842423272655
TELO2	4.74429483540174
PNPLA3	3.21969719751711
CSNK1E	6.17678537136868
SRP14	10.0998798958875
KCNQ4	3.39906417696552
PIK3C2B	6.09133175036438
C15orf15	8.22941161985059
TUBB2B	3.05232558865807
USP15	4.91586351788896
C12orf41	6.17069436129894
CEND1	3.94442226761213
RNF31	4.29268728905186
TCEAL2	3.68266792863515
PTGER2	4.00120990641501
UBN1	5.76365024536996
SLC5A7	3.64237434193161
SLC31A1	6.57649726379617
ADAM29	3.5270561175736
ST7L	4.33579649604942
GFOD1	6.60031346003684
CTNNA1	8.9139695251435
HRBL	4.13683470019632
CBX4	3.58195850747179
NTRK2	3.66186223687489
FOXN3	5.54430970584525
MFGE8	5.18518970476211
PFKFB2	3.82045342670458
TAS2R4	3.43635025491436
SH3TC2	3.32289802609255
IL10	3.43154912291437
PXMP4	5.74321828157164
RNF167	5.86419408093057
PRMT5	5.87015783166993
TSKU	6.31119826403865
ATPIF1	8.08677345103275
ETV3	3.43250112175476
PAK7	3.05575689510850
PDLIM1	8.2349488136002
CEP63	4.8877481058615
WDFY3	4.63500254349726
RNF126	4.50955068187748
DPM1	8.28713913252914
CLIC4	6.10186814194905
ACR	4.05053687655168
KLK7	7.25682012081179
ALOX5AP	4.34633220105801
LRP1	4.4559810883196
TNK1	4.83756951728258
TAS2R9	3.05203763266030
ZNF16	6.33067826183044
POLR1B	6.11582410440829
SLC8A2	3.90185736423687
OLFM4	3.01459262994569
TACC1	7.00636939910867
SAMHD1	6.90961369682549
ATP13A2	4.95873518595325
KRT4	3.67778952496211
PAX6	4.06652627846905
SCG2	3.85572918373490
SLC17A6	3.39999809492298
TUBB4	4.12817734440022
PADI4	2.96106174046042
FMO3	3.0938503195948
NLK	4.01051956925267
POU4F3	3.27102838621268
MDM2	3.37634282728748
CAPNS1	9.19341917911689
SDF4	5.79253613313188
ITGBL1	3.82607370675436
TAP2	4.34656783667786
OR2C1	3.88293171813669
KLHDC3	6.55620350158375
EFHD2	4.87461182518845
GALR3	3.9120777952072
NBEA	2.774448067888
ABCA6	3.17510086803144
ABBA-1	4.00679825406931
GNAI1	4.00107036682185
CLDN3	7.67491420411287
AKT2	3.30573001876362
EGFR	4.75051185147481
VPS4B	6.73614858286393
RBM16	8.20631089973018
GALNT6	5.2870273594648
ZDHHC3	5.28892885870258
SLC25A4	5.20811332399775
CYB5B	5.16480582849541
NDRG1	8.71414519424087
SESN1	6.10286556236473
GBE1	6.85082054265022
MRPL46	5.97270402891386
CLASP1	5.77481048046394
FARP2	4.82364158437477
ACOT11	3.65327074690244
LDHAL6B	2.79686762414026
MAPKAPK3	5.7476373810929
NCAM2	3.13507264413125
AFAP1	4.55079903047347
PRKD2	5.8898673712841
OR2H2	3.34764042565106
ZFP36L1	7.69204896462358
DZIP1	4.00284196399748
GPR161	3.96542911465906
RNF146	5.01989982130147
NKX3-1	4.12437235753303
CCNB2	8.16491582420365
ZNF10	4.34924545281838
WDR74	5.71998210477395
FAM134A	7.67756276813552
PCNP	8.56388867437344
PURA	5.02485001611184
DNPEP	7.85867805622983
ERBB2	5.13156200075208
CREB1	5.49935919101495
NEO1	4.80630190575619
DDX3Y	3.33143991819531
RPS3A	12.2649589546536
MXRA7	8.79714596502441
LGALS3	10.8995769978276
GLT8D1	5.61641782078885
TMPRSS3	8.06209275922757
UPB1	3.40640809541020
LAT	4.09745189519425
CLDN14	3.88270834299241
DHX38	4.6152784962063
KCNA3	3.29109789213641
BTBD1	7.51503975509775
TARS2	5.38886985376231
SKIV2L2	8.3696170470623
ABCF1	8.30093007511879
CDT1	3.28484753434205
ZHX2	5.78864326735899
FCF1	5.0291773434795
LRRC49	4.29624997000388
GUCY1B2	3.44843747858859
CD28	3.40308355845506
SMARCA4	6.99106021809737
SEPT2	8.73893194142799
SOHLH2	3.12309000408969
MCOLN3	4.54929972525421
LRP8	5.57152884349568
TAGLN3	3.733875025626
MASP2	3.69932017953104
GPATCH3	4.01835929760771
TTRAP	8.91919540697419
AGL	6.87281275625502
NFE2L3	4.66884225418467
PSD4	3.77833184508683
PALMD	5.78225329623459
CCNB1IP1	8.53935396308091
TMEM43	6.8003716699583
OBFC1	6.16313430415978
STAT5B	4.2112425115015
C14orf79	4.30422012088475
ENPEP	4.38928459082577
SSB	9.29423945350304
SCT	3.31654698486892
TIMM23	6.7892492536367
SKI	4.13642622880851
SLC22A13	3.20600796562627
AKAP3	3.65164736400679
OAS2	5.7794955435496
KIAA0423	4.57612827647217
SEC61G	8.6074856436455
CAPN11	3.07572525846126
TMEM50B	6.39567376176443
DEGS1	7.27788769617593
ARHGEF4	3.70258150761954
DBNDD1	4.65146299450898
TBL1XR1	3.81195945304837
FAIM	5.56066157473607
SP140	3.27288104406873
G6PD	5.88102739700322
NUDC	6.40893893539853
GABRP	4.00168135416318
SCARA3	6.48765471372859
TACSTD2	5.60215910794014
EIF3J	6.906976538512
PPP2R2A	7.52524251852748
CPA3	3.52406005145955
PVALB	2.91823133983011
BCAT2	4.83216385948801
MFN1	4.9400026596188
F10	3.00483697761269
