Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_E02
Composite Element REF	Signal
CLDN5	3.69096785068999
PTPRN2	3.45232420218159
PSAP	9.80796371045114
MYOM2	3.70074639675658
CHM	3.14201884363868
CCNL1	6.96217806282192
FAM105A	4.30017602031517
LYN	6.65533472852193
DUSP6	5.8840654082189
TGFB3	3.98680171371066
PCDH11Y	2.90273041959432
NAP1L3	3.05760541801579
ELK1	4.93609998368559
HGD	3.25211982062203
C10orf57	5.94227000639032
B3GALNT1	5.51210941381265
AARSD1	5.09953867751142
MYO3A	2.98377480879303
SERPINE2	6.18098265926413
GDAP2	4.26601871306198
MAPK6	7.48696731294192
COX6B1	10.8941795925620
DNASE2	6.74448742526006
MSH5	5.68193078141254
LGMN	6.75486793422693
TCN1	3.51369603549681
SLC24A6	4.70498348087184
TATDN2	6.76656034929124
SDCBP	9.58901856525631
NUDT11	3.7153503958528
LILRB1	3.94888058713309
PYGL	6.42695533571345
P2RY5	6.02521510854888
SNPH	4.36417741254973
NUCB2	6.81712838953832
B3GNT4	3.99464096859193
SNX27	5.52209861388248
C2orf37	3.24506853947617
MIZF	6.22804858975344
FOXO4	4.59637302201523
NUBPL	5.58720467245032
NOD1	5.24489076291393
ID4	8.03199223687086
CDH22	4.9725006165692
PXMP3	8.47080730042122
SOX5	4.15215654540318
NUBP1	5.42129760987086
DSCAM	3.66094622632281
INA	3.59492810519171
DGKI	3.28939585611617
MCOLN1	3.98898149558551
FAM136A	7.7608295681154
RIN3	3.64385255749657
NFIX	5.58572143248849
SLC16A6	4.00940100413141
AKAP1	5.4641215527124
PSG2	3.07865835904583
HIBCH	6.99943372199187
PLA2G5	2.86248516834645
TIMM10	7.44941530554133
MED17	7.0111752064015
PSORS1C1	3.57832696417237
KIAA0495	4.76396210973729
LPA	3.29295052102333
PIGA	4.83297922514365
COL4A4	3.14005945335184
LY75	6.74561185839078
TPP1	6.58193254117485
UTS2	3.45409228962026
GJA3	3.39951576130312
GALNACT-2	5.98487517785444
RREB1	3.29306534531246
TMPRSS5	3.75058504287662
MGC3196	9.04562886403074
FLJ31568	3.48894165112725
DNMBP	4.8560378250429
LPHN1	5.46075271588512
NQO1	8.2253252803325
ZSCAN2	3.26573321146941
SP1	3.38392994901799
TOX4	6.02050627887162
SEC24C	7.94924956275776
HSPA9	8.44017989250124
APOBEC1	3.24124376263391
SURF1	8.39038874917562
LSM5	7.48114619808452
ZBTB1	4.75471403130703
GTF2F1	5.26521956686704
DUSP21	3.17293758875207
RPS15A	12.0283239447993
TAF1	4.22453859269065
GINS4	4.474373624965
MYO15A	3.54266739601936
AP1G2	7.14155384043155
RBM42	6.51548497742264
HCN2	3.49881817087669
UTP3	7.162398858756
HNRPA3	7.0100897698199
CKLF	7.36389959951572
U1SNRNPBP	6.60127104290249
FLJ20674	4.62913046080289
RUSC1	7.8390780445241
MBNL1	6.35361570338454
NUP160	3.96881565314846
GRIK5	4.01910846540478
USP21	6.27173229755013
FLJ22639	4.14432418589657
HAND1	3.10935643340899
ORMDL2	7.8733548342557
SERPINB1	7.68913859179758
FGA	3.19462311263570
PRSS7	3.08071328869923
IGFBP1	2.96314356191115
SLC1A1	5.09131140972272
DHX57	5.18041152396073
PSAT1	7.85689393999575
FLJ13195	5.0477220302505
GDPD3	5.79325819116097
PTPN21	3.56716696004126
TBR1	3.15272381306962
TBC1D1	4.71050178126669
IFNG	3.10668002304245
FOS	7.74555636532459
IQGAP1	9.85168195024294
ZNF226	7.46756736748593
EMD	5.66522779619796
RETN	3.93589655807096
APH1A	8.34854190293507
C14orf1	5.76088528875267
PUS7	7.94670151170508
PAFAH2	5.84206370416673
NPEPL1	5.1147714396839
RP11-114G1.1	3.28615472449138
TUBB6	9.3377698324489
FOXL2	3.18146970576242
LATS1	3.46357289007663
BAZ2A	5.03620950505003
KCNQ2	3.01239692443138
SPOCK2	7.98792336384284
MARCH6	8.85199041041435
MGC10334	6.55269852708684
HTATIP2	5.93477113131703
CENTA2	6.11921249767663
FGF2	3.7596877855139
FXYD7	3.48150186089087
CCDC33	3.11162458785954
PRODH	3.74366874074724
DDX6	3.2010444833712
SLC43A1	3.75869869500551
NTN1	3.49603868695064
ING4	6.75451209800531
DPH2	6.47942047578457
ZNF313	7.11884762991476
VPS28	9.94888423993757
FCGR2C	3.53677876905255
DIAPH1	6.06810663991115
CEP76	4.2984485877526
CORO1A	5.96076222378514
TRAF4	4.41565770736907
ZNF460	3.09276326928496
RRM2	6.9441788962463
EDG4	5.5644905033172
OS9	7.0165338968084
SLC4A1AP	6.59122488021495
COG5	8.34847260969548
COPS8	7.5842466460118
NGLY1	8.46908021685296
AKAP9	5.62357745019717
NCBP2	6.7391750136404
C17orf42	6.13899934106186
GPSM3	4.23131099120499
SLC20A1	7.14370301092296
SIL1	6.67876861056056
LDB2	3.98980201663371
ASB6	5.51413444717868
KLK5	8.24184847943122
SMAD5OS	3.35802508906816
UNC93A	5.63161404492743
SPTB	4.24907192077879
EFEMP2	6.28983498851112
EFNB2	8.95228463892006
C21orf62	3.11586648070415
PCM1	6.06935207989557
FMO5	3.63713250738907
TSG101	8.27473942904594
CEBPG	6.6216573054137
GTF3C4	5.0019889835238
ABHD3	6.12098880073281
TNFRSF1B	4.45581984345506
CLEC1A	3.44760616368094
IQSEC1	5.5969953379019
PIGN	5.48995915788745
PATZ1	4.15780240604288
RBM22	7.95924787360878
AEBP1	5.30704943257639
BAG2	5.40422620487831
PAQR5	3.56327099782313
C9orf127	5.80704836726863
THNSL1	5.08461588615138
ANKRD2	3.84424104201433
JAM2	6.18843838207413
SNRPN	3.51103223131301
ALX4	3.36497233838205
FAM130A1	4.81434610093863
CACNA1S	3.45925887517524
TRIM38	6.89307642182703
CORIN	2.87673350842837
TMCC1	5.6873973633095
PCLKC	3.55484678795781
PLEKHG6	4.61763986590359
LRRC40	7.05809943344079
SMG5	6.40515665840841
NCAPD2	7.2785497042833
WNT2B	3.48691049540361
DCP2	7.43042587965158
ASNS	8.39015990132365
MRPL49	8.2844591282468
TMEM24	5.2109520525363
RPL18	11.4909566124364
SMU1	6.18136005501024
ISG20	5.81280971410129
CASZ1	4.41407536555157
POLR1D	8.09315333454102
GIN1	4.24765245981151
TMEM177	6.0437240444414
CDKN2AIP	5.31843289176701
KRR1	5.76018837220392
CXCL1	5.05548220085529
C1D	8.3950939888554
EPM2A	3.91871167990788
LDHC	3.98937266998007
PC	4.13607727042449
PDZRN4	5.91709677852749
FAH	4.7866262915466
UBE4B	5.78238719092518
NIT1	6.69804489727328
CDC2L6	4.77923762625717
BTN3A3	6.64585398726138
PAX8	6.29319559945669
PRO2012	2.94201678279914
BEX1	6.97663500276605
COMMD3	8.29602628179315
MRPL40	7.88686193457298
SLC2A4	3.33240757543208
SHFM1	8.9810349336273
PKMYT1	3.27165608081869
FEZF2	3.43952528958397
DUT	8.62638414576332
LRRC59	7.34784287472021
LY6H	3.08576159786146
MAP2	4.14104798121226
LYL1	4.27325792183131
EDEM1	5.61641748424187
NOS3	3.55821667723670
ZNF34	5.23497088000721
ADH1A	3.44756025973177
CYP11B1	3.04565335819523
CDC73	7.05394857853236
GPR172A	7.04102926132865
GSTM3	8.63792439654764
C19orf54	5.92993144428313
KCNA5	3.29159411693899
FLRT2	3.78918436714379
WRN	5.86824899948637
ANAPC5	7.2462434906417
SDF2	6.80967953125926
KRT8P12	4.05857940812446
DZIP3	3.95975595795168
C15orf24	8.65653375508767
NFATC2IP	6.44031678524824
RIT1	5.44449299018462
RHBDF2	5.53146844207078
SCML1	4.79091052794871
MED9	4.41639681151504
RAB13	9.93580036363374
FBXW11	5.14112019083696
ETAA1	6.2379559383146
C14orf131	4.28715224027832
SLC12A5	3.56326319953730
PHF14	3.75131767225608
NRIP3	4.43393176244142
TMEM121	3.2295726855107
NOS1AP	4.33214598121488
FAM3A	6.08464589020488
RPL13	12.1946376895897
PRDX2	10.8609471472336
SAP30BP	6.22511400868956
WDR76	3.84112443695971
PRMT3	6.17297130291926
TRIM10	3.60290508612220
FAM82B	6.81363569725936
GCNT4	3.14624795943888
MAP9	4.66267196073069
GPRASP1	4.23383497154604
CXorf36	3.3484853069514
CDKN1C	4.2310270361506
DSCR3	5.45879758255301
ZFAND3	6.40505418462794
C7orf43	5.76691888647445
HSPH1	7.25412049492305
SPSB3	6.55777825837907
AQP1	5.57697960785372
COL17A1	3.73819711769995
GFAP	3.34455855919395
CDC16	8.01659833405147
KIAA1614	3.20800612643364
PRSS16	6.55208425079763
KIF13B	5.74372482000319
PCDH9	3.08421977415269
MKRN3	3.24230872056544
ADAMTS13	4.05993572012818
ITFG1	8.30257241031303
TUBG2	4.37634123736612
TTYH1	3.91401479689102
SFRS7	8.53618483455273
C3orf18	5.09004649799705
FLJ13236	3.5967607499675
C18orf25	4.42549585938757
EXTL1	3.55990287457037
RANBP10	4.79816542971515
RARG	4.27829163099607
MYO7A	3.71438409299275
SFRS18	7.24251734393007
CD96	3.06015595713975
ACVR1B	4.06225929937478
DENND1C	4.15264614802488
RBMS3	3.68746037192563
SLC41A3	6.92155114309034
PSMD1	8.38645194672327
DGCR6L	2.98715365700555
ILVBL	7.14171644491664
CSNK1G3	7.53793617336854
RNF186	3.44683607040586
IFNGR1	9.28321414056481
MAGEL2	3.64167198103696
TSPAN6	7.35726499155725
SLC29A2	5.04530190209437
MSL2L1	6.57028562396899
MATN2	8.4257811384306
ST6GALNAC2	7.81704922380247
RBMX	8.72825456842724
MPP3	3.94644335323627
FGL1	4.16172653620228
PSORS1C2	3.70474903488327
RAD51L3	3.59166911665601
ARHGEF6	5.23848754374772
TGFBR2	5.53371695648497
ORAI2	4.17112944720198
CDC123	8.54473195798058
IL33	3.12796504766456
DEAF1	6.22416864530965
AMN	3.66146856713882
MSLN	9.44420696352097
DEFA6	3.16975805395673
WWTR1	4.3622119288353
COBL	6.78778461649496
PPP1R16B	6.9690160713616
CIB1	8.55408104025736
TSSK1B	3.05030619732389
GAS7	4.72116324633953
MDN1	5.37672475512534
HAAO	3.89335662212704
HLA-DRB1	10.4659954073254
CTNNAL1	7.31514983872446
TLE6	3.26449743676151
CIT	4.6746714799882
TNFAIP2	5.82681825208593
FOXN1	3.19189282322054
HERC4	5.33918223294729
DRAP1	6.97660485106341
PEMT	8.5161879082655
SLC38A1	7.43414257028437
ARHGAP6	3.91899640539658
PHF20L1	5.44187214043732
MCM3AP	4.66944803769541
MYO1F	4.65805389035828
RAB11A	9.48635643779857
PTBP2	5.49003018260883
SNX1	6.61683137769184
CTB-1048E9.5	4.42300380066024
C19orf60	6.87022228151848
C7orf25	5.40882753237661
ELF5	3.30745404093808
HOXB9	2.99733619674867
RBM8A	6.88272056190074
PARP3	5.14471782660128
ITGA9	3.34003996114046
ZFR	6.91012427857713
VANGL1	5.9839228137261
FLJ20699	4.922223154582
ACSL6	2.87553170436791
CHAF1B	4.35660416119919
NDUFA3	9.95290686304693
FABP4	3.24231947958125
KCNB1	4.21924682238443
CANX	7.80646535013838
SLC25A28	5.45048724299225
SHARPIN	7.11538931837825
ADIPOR2	7.92167062660998
TTC23	3.67642532834186
UGP2	9.37619416206262
ECHDC2	8.82694167544738
CIRBP	7.53111822309781
SEC14L4	3.64887429893788
SMA4	5.16363969588955
FRZB	6.53976548270845
PABPC1	11.9578002896096
APOBEC3G	5.5472654679669
CUEDC1	5.67421436258976
CLDN8	3.20365687234413
VPS52	8.68067264593843
LOC23117	7.9657349729537
FAT	7.90275829197967
M6PRBP1	6.3552477119799
PPM1F	5.23357915913514
TSR1	5.83186436755648
E2F6	5.5659717890944
TMEM126B	8.66462295005101
ZFHX3	5.19967429163186
PCSK5	3.52599601339665
HEMK1	6.0232777111409
GIMAP5	5.05663705366616
DPY19L4	7.79032045408179
FAM77C	3.58201974471955
CTPS2	5.0044600043646
NDUFA9	9.4502555231996
SCRIB	7.73268769047836
AURKC	3.89255773174649
LOC51035	6.1697605002132
RSRC2	7.47374030247949
ORM2	3.39139805461766
FAM115A	5.94007849547435
EGLN3	4.96218230003964
FZD6	8.38489518128603
PITX3	3.47965989234875
GPX3	9.22431336742012
UNC119	5.6441383788258
NOV	5.90843916736892
GRM4	3.46398478066651
CABC1	7.04516389592038
KLK1	5.02624160484725
GPM6B	5.37271749715864
RRAGD	7.11289363107243
EIF2S2	7.295763050057
RNF130	7.73365288194938
CKAP5	6.40755096527745
UCHL5	6.41363761247231
C10orf18	8.66869328397806
TMEM93	6.54678556408887
KCNMB2	3.63934832719398
AIM2	3.72203483601680
PNO1	7.10378643439825
ANK3	5.6144258833445
OR2F2	3.30037420733976
GNAT2	3.10024991265324
KRT5	7.84298030832155
ST13	8.01426349559384
SIX1	3.44353142227943
TIMP2	6.85218534381436
CDH12	3.30401229226129
ZMAT4	3.26515187805028
QRSL1	4.68840079548473
CCL15	3.47789373899419
GTF2IRD1	7.06211088025482
CCDC22	5.11665695925732
SNX24	6.91552219181796
RARS	9.28647372257124
MORC2	5.57914338527354
FAM48A	5.55151629925416
FOXD1	3.73190825840216
COX4I1	9.30038607814368
DSN1	5.00569290164425
AMT	7.99171394567811
GPRC5B	5.21573753380297
CTAGE1	3.04224601067897
DTWD1	5.66834389553579
STRN4	6.06033591613301
KITLG	3.04072065008350
HSD11B1	4.03730094838002
HDGF	8.9827506195669
KRT6B	3.43297879659727
SUMO4	6.81987745902313
ARID4B	5.33851823417742
SATL1	5.77925235704102
SETX	5.48340471283944
DDR2	3.66016883581072
KCTD12	9.07262526878497
WWP2	4.75826958018659
CTSH	8.53457491921058
FASTKD1	7.77254413332128
PAF1	5.96261548987342
IFT57	8.4610232371648
TMEM2	7.20023426065538
ZNF592	5.763374079232
TNFSF9	3.93724278679039
PPFIA4	4.41475619422989
CFP	3.75023980451286
DCTD	7.58138277324135
CNIH3	4.22386295863249
MAP4K4	5.95390628520061
ROD1	4.47976472480708
MFNG	3.49682903643016
JMJD2B	5.54451760470641
DOCK3	3.22873841134713
STX16	6.09030273541927
ALDH3B1	6.05012465058527
THSD4	3.1256048613907
DLAT	6.30584480436237
KIF21B	4.16909328295477
FEZ2	6.06013236781663
CDC5L	5.82627052442928
KCNJ5	3.97333765725237
LMNA	7.08354360207779
TBCD	5.91922105326116
ZNF250	5.36543965876184
CASQ2	3.45671574053766
PEG10	5.47476821205182
TPSD1	3.25454151831595
PRAME	6.24782337871618
NP	5.41985399360918
ZNF12	8.03887244990555
XTP3TPA	9.07728221370423
SIGLEC7	3.94539703959315
FAM70A	3.31660512390756
PANK4	5.76234229422977
SNED1	4.34949411141601
HIP1	5.05157920624603
WNK1	7.7943309818931
AHNAK2	7.33338304697007
FLJ10490	3.97619288946998
TOE1	5.93353668533512
RECQL4	4.76003950414925
PPA1	11.3793598568678
DPAGT1	7.45052902663124
HAS1	3.67979727782751
ST7	5.95764851760053
MAGED2	8.14281413023774
ANKRD55	3.63404227373117
TRPS1	7.99834035908464
POPDC3	2.98757880730279
ACOX2	4.33167881852619
TFPI2	9.668336212151
CYP4F11	3.03744188722776
PDHB	8.63232309356487
ERN1	3.52152927505749
LHX2	2.92922761159547
B3GALT1	3.13390275165762
ADAMTS5	6.45964298546574
NOTCH3	4.66173341726136
C1orf116	6.22241168326476
UGCGL1	5.29752392515845
NF2	3.80592892360765
POM121	3.8141637888847
CLPP	7.14563445306213
MTMR3	4.19793820460156
ATP1B3	10.0153949739787
TMEM16A	6.93689327624564
HIST1H3F	2.76781903156295
TRIM25	4.47772800875812
CRKL	4.55176739402520
HOXB2	7.31557346393671
ANP32B	9.98320804083167
NUP62	6.09228017750325
GATM	4.42928464687407
AP4E1	3.45702260182198
RASA3	3.11866611184039
EDG5	3.33573408310192
CDKN3	7.65256229385287
CDH4	3.10052182891581
PGD	7.63026968056734
TMEM168	8.32313573303266
RND1	3.78606927089347
GAD1	3.03611004374456
MPG	6.3141979214332
ZNF133	5.67174534443997
LOC440350	4.32836060616271
FJX1	6.23137457306836
CLCF1	4.96321607400397
AMELY	2.82450470467116
PHTF2	4.43928964605410
IGSF2	3.54703112719906
TFF3	4.04406520934714
NDFIP1	8.58345376821695
IQCC	4.03332368404587
CUTA	11.2170725870756
HEYL	3.6313565970217
FTSJ2	6.53338261194019
APPL1	6.34520313219182
TNR	3.46477580947943
WAC	7.41919280162383
ADCY9	4.78703549387711
PYCRL	5.90528921369567
PCGF1	6.61933307185473
PTPN13	8.53306173941453
AGPAT7	5.1453265912459
SSTR5	3.61754851183978
CDKAL1	2.92592662279978
PDYN	3.27009881114273
SFRP1	3.23969306340756
VAV3	5.59780865209471
MTMR11	4.47726158961678
SUOX	5.76604700184288
IDH3B	8.84729309655592
STXBP3	8.12947043637738
EIF3G	9.20302606922143
GOLT1B	6.44878012732866
ARHGAP22	3.80153825698732
NPFFR1	4.08311131551219
NPC1	6.69276351182771
ALDH9A1	8.42445106197772
ICAM5	3.9160912971708
ADD2	5.20194800188136
RASSF1	5.47029903809006
PITPNB	7.21746565867752
PAPOLB	3.09230582817841
URM1	6.48486492414551
TMEM106B	9.05974531587015
LRIG2	4.67227512248043
SLC27A5	6.0028160454911
CDKL1	3.80412097459134
PRODH2	3.62742211359748
SFRS11	8.94859350123127
IL7	2.86019282222515
SCN9A	3.22225880919877
BTG3	9.6820034625596
PAK2	6.43851395736203
ATP2B1	6.77641114400553
GATA4	3.23060964678688
PRKAG1	6.8827334336159
FAM64A	6.65198604323981
ATF7IP2	5.29067390703771
EEF1G	12.2812859845970
INCENP	3.5365814899229
SMAD5	4.93297712403882
GARS	8.49942841624226
CDK10	5.26717630347016
HLX	5.04514872776996
ELAVL3	3.94680278144755
MDM4	3.13025004113859
GNL2	8.70644943399155
CDX1	4.62702594747583
PFDN2	7.96407632561503
ZNF200	4.14033816944451
NDN	3.70774953418129
PRR3	5.55856551813046
HBA2	7.56649250460529
FBLN5	4.25927691277756
PUM1	8.74895227864485
CCDC88A	3.24445297637639
TNNT1	7.59901987309554
KLHL24	6.23423534610958
HNRPH2	8.19362070652954
RAB7A	8.49184649218077
SGPP1	3.73550499752188
PMS2	7.19966620492567
ARNT2	5.60302058424102
CBR1	6.84657826966474
ITPR3	6.20230022227908
BIRC3	5.94503708228454
NRSN2	5.38091586776585
SPOCK1	3.55935304877016
H2AFY	8.45770976439584
RXRB	5.50916912072294
ZNF638	7.85197954824786
APBA1	3.38055869529132
RAB2A	7.20481558842406
ACTN4	7.02322254110668
FXC1	5.12589174254202
C6orf162	3.93993981861429
HPSE2	3.81053211725979
PLCE1	5.57458844611534
INSL3	3.2197255535945
PTPLA	6.3231537416212
EIF2B5	6.18926943345074
DLG1	6.27973893887601
PINK1	7.72766332732288
TFIP11	5.05015886882663
VPS33A	4.54709339423041
SKIP	4.74971775189922
GRAP2	2.94339121060072
GAPDHS	3.46399949332299
POLR2G	9.81161262361046
CNTNAP1	4.38346330714721
PSTPIP1	3.63064951688583
CYP26A1	3.55445535769095
APOL2	4.94097280681976
TACC2	7.14542735325425
CNBP	10.6323294178337
WASF1	5.41161248703633
HSPB1	10.8567815047470
INPP5E	5.38430104564031
COX7A2L	9.91429844316615
HSD17B1	6.00759382325934
ARRB2	5.19259623404273
CUBN	3.76943321750545
SLC7A6	4.06960398880819
IGF1	3.63283870783688
ITPK1	5.15234782587499
NAALAD2	3.33998017726212
G3BP1	8.20576178482079
HSD17B10	9.02340615099189
NUP155	7.40406088981816
CYP39A1	5.02534033425641
GLULD1	2.80671765931888
RBM15	7.0045194969118
AMZ2	8.08221499995234
GDF15	3.43824895535417
CYCS	11.3869532661119
TECTA	3.37577577671619
CCDC46	4.82112787275634
GNAL	3.09745125219750
LPO	3.28629533490228
GZMM	3.5001556278413
PAIP1	7.971886349331
DDX11	5.19150808267598
TAF9B	4.21834298920775
CACNA2D1	4.21848977499433
IMP4	7.74070514967001
SH3BP4	8.90030530129747
PADI1	4.83219023112162
DEC1	3.28181487880138
PON3	3.64665868193297
PROP1	3.32197941359763
UBB	12.3693663744597
RPA4	3.27596447695537
TCF25	8.21037868874457
NDUFS1	7.98097699154971
UPK1A	3.40309175222400
AES	6.46352848915606
PPP1R13B	5.21670131197769
TCL6	3.45320167050877
ARL2	8.07083290941303
CD2BP2	7.1314630917166
TOP3A	3.600498017688
CHRM5	3.23749926612431
FGFR1	4.99426080335479
UGT2B17	2.86262581860362
CEACAM6	3.67987929905797
CERK	7.30816610397013
FXYD6	4.34701438368141
AP3S2	6.08938307433903
ZNF208	3.22902325738098
CARKL	4.40481219293546
HIST1H4E	3.33352499792383
GOT1	7.6938986734006
BBC3	5.28643000905633
CASP6	7.59317624090497
HOXA1	3.22395322834529
RCL1	6.29393339070114
RAB40B	7.74209681331519
PI4KB	5.93983672116583
LRRN2	5.6486369173685
B3GAT1	3.19352355578376
OAZ2	7.62553361388617
BET1L	4.52624943947062
NOC4L	5.22418307400476
FRY	3.92211506201332
C10orf12	3.21417161352671
AK3L1	8.61545766949868
FADS1	6.2043430783944
CSF3R	3.63452913549294
DKK2	2.85881632799243
POLR3K	6.02049881841459
LBX1	3.15112480312710
ATG2B	4.22336482742525
RHOT1	6.92483904672514
DARS	9.25027831980034
EPS8	7.19592423927745
OXT	3.2803478453891
C10orf56	4.24057052251644
ARL4A	8.83530940355329
CCDC64	4.33137895674145
DAD1	9.9053698346272
HERC2	6.96465973486803
HSD11B2	4.7683771849061
USE1	7.2014524155409
FAM96B	9.1099146428689
HNMT	4.66679524548341
PCGF3	5.28988605482992
BSN	3.9798749521031
CAND1	6.0264486401646
ACTR10	9.79241598668164
NASP	6.61620297566562
C20orf4	6.02073634720799
ACSBG2	3.12100335026460
COL9A2	5.25471926288083
RWDD2A	4.89178944996188
PALLD	7.23961411543051
GPC5	3.09656042651528
CENTD2	5.49374198679878
TBL3	5.62667545353308
TLR1	5.13337366196058
LMO6	3.61139937703227
CCDC106	4.87157778958541
KPNA2	8.48071662482501
PARP16	5.47037004422322
PDIA3	10.1257074831251
MACROD1	8.40574187927397
SFRS1	6.99404227522455
DCP1A	5.71604061997093
TMCO3	4.80720799225416
NTN2L	3.05774934431939
CLN5	6.82526442541161
BIRC5	6.06628976475727
PRR16	2.69295842364629
FAM63B	5.10655846779707
GLE1L	4.13618306224023
CES2	6.0153435855939
GNAS	9.87418253508812
KATNB1	5.33826549984306
CPLX3	3.25422129218877
WNT8B	3.73260292474443
TSPAN13	9.28477130148078
MRPL52	4.60288798708551
GHR	5.77982183203271
DUX4	3.80657892422879
BCLAF1	7.33445456787657
GOLGA3	5.7202828830146
CLEC4E	3.61518205224599
SCUBE3	3.95261320172238
UCRC	9.88864144318765
CDKL3	6.30917739343868
MGAT4B	7.17223963532253
BBS7	4.24159335680304
ZNF345	4.33694792559963
RTF1	5.59186733528607
SERPINB9	4.96855069989172
DHRS7	5.56803589128484
RIPK4	7.68031423424774
PLEC1	5.92137090036639
PIP3-E	3.80037739760063
KNTC1	4.4279571588215
EXOSC2	6.03096427062127
MS4A2	3.09585847370507
FGF17	3.30617909147429
WDR59	5.01093148960761
LAIR1	4.57144030909041
EVI2A	5.49601661483250
IL17RC	4.23067296642643
GTF3C3	7.07130883078158
HS3ST1	3.90750840843509
ITGB1BP2	3.20059842331809
RBPJ	8.9405845036374
LRRC8D	7.9750766893608
ALDH18A1	7.5410377531442
INE1	3.84736545829394
TPI1	10.4306633580802
FLJ20035	5.89950269057488
GATA6	9.33898400359008
CABP1	3.29036497736213
RASGRF1	3.47957145716353
C4orf15	6.22000849308924
ALDH2	7.03752265691267
DAPK3	3.37845058135075
C3	10.2473693851573
EMP2	7.9994572066489
GJB1	4.73288804486831
PIN1	5.90002054910547
SLC6A15	2.95252202571409
POLE3	8.25610529385895
RIN2	8.52384332214492
CTSL2	7.16508824132443
APOC4	3.98918381053572
CYorf15B	2.92056884235659
TRIM2	5.39146138318785
CP110	4.1588375503912
KIAA1622	3.18850267437309
DNM1	4.83981437301954
HYOU1	8.62789630097298
OTUD4	5.45722029167116
USP7	5.71923453344183
ZSCAN16	6.78687322240652
ASCC1	7.68182003746286
OTUD3	3.52246407974389
YME1L1	9.41836723652488
HNRNPR	8.89320060190667
SERPING1	9.0390431985783
TPCN1	6.30410757397946
STARD13	4.12180888067206
PCBP4	5.58391061541621
ADI1	8.8363131477085
ASIP	2.97597912656884
CDH10	3.48732681913709
WBSCR22	8.05439879998395
SCP2	9.50181714463298
KL	3.16545248910496
SLC35D2	7.21504931908228
MAFK	3.66158512457885
SON	8.22654698873262
SBNO2	4.42554592814842
RACGAP1	6.76918287960596
SC4MOL	8.21885334918434
SLC6A6	3.29167251917722
OBP2A	5.77031374691241
PSMD3	6.13942254262075
ERLIN2	6.96578745464283
PPP1R9A	7.3740813812982
RAB35	4.59482425581294
PDZRN3	4.63684883392727
AVEN	6.52935727231599
FLJ21075	3.86042984628156
BCAM	8.05519520533258
C14orf132	3.84658821618171
PCK2	6.9526907767713
FKRP	3.26754124435432
HLA-DRA	10.0135412823393
GUCY2C	3.1375864170062
RP11-125A7.3	5.25048492654178
BARX2	3.34310003032589
DAO	3.36425798034867
EDNRA	3.74739521837519
NIPBL	6.26940394762999
ZNF331	6.58094697009371
PPP2R5A	6.98079321699486
HMGN4	9.69563664374179
DDX39	7.90947782857524
EFHC1	4.51778206545246
EIF3M	8.96026076967392
SLC17A3	2.98301245595459
ZNF24	5.8788806941283
ASCIZ	6.2682742764824
FNDC8	3.34159265871038
ESRRA	6.00905359252553
PTMS	4.68959868322313
PHF7	3.79455022347635
PIP4K2B	4.81023604492089
IRF3	7.31171187316653
GPR19	3.93012650633435
HHLA2	3.3348954709457
GMFG	5.38569602084133
BDH2	7.21657891379325
APOBEC2	3.54655538429888
PRSS21	8.02285440481998
PENK	3.65329075835558
PHF16	5.70215175494576
ZMAT5	4.19273528002285
SMAD9	2.89311550127463
SLAMF1	3.20262351361212
RGL1	9.09058428560329
DLGAP4	4.87573876039848
MBD5	6.00801649945985
PHLDA1	4.20502597423631
BACE2	8.56472039757895
APPBP2	5.75681242311552
LIF	4.5129633256873
OXTR	5.38260397493322
ACTC1	3.83505867168133
USP19	3.83200552295142
SUV39H2	2.88317044414721
ERO1L	5.91683818639157
ZNF395	6.59352812890867
CNTFR	3.701378490833
HIST1H2BL	2.85278979380352
WNT3	3.35475421470099
ZNF549	3.55727215293384
ZNF467	3.83464213488668
SLC25A21	3.27932648146431
IL5	2.98503645074343
CLSTN2	4.03221947183811
LSM12	6.16812318016576
KRT37	3.00094886014916
NACAD	4.64843427844692
NAG18	2.91884613555955
PTGES	5.65091281149873
GDAP1L1	2.97372976812287
MFAP5	7.85348146682754
OPRK1	3.31716070997325
C12orf4	6.08069930287474
NTAN1	6.72659330644198
CST3	9.78713316692087
WDR6	5.43893255627152
NUP88	6.843840084301
CD300A	4.50608598847028
FCGBP	8.32728112096406
CNIH	9.40878853928653
VASH1	3.77886730305752
DHX16	7.08299068071159
SLC35A5	6.94777024055294
CLEC3B	3.46038590048014
ARL2BP	5.78524281689061
C10orf79	3.69420706435750
ZNF79	3.88263791902280
CRP	3.28881708343666
OCRL	5.50182868300386
GLA	6.83855457200997
NEBL	4.51469816440577
HSPA8	11.0559251608745
DIDO1	6.51017186210455
PLA2R1	3.23439075742846
NGDN	7.18199297235843
CBFA2T2	4.53709241577863
SAC3D1	6.45954643593992
PNOC	9.2338621736282
PIGP	8.85259646593308
AGGF1	5.18100890420402
PRRG1	7.54470000744963
DPF2	7.13120479726118
MYH13	2.78328403490131
TMED9	7.04620911398802
TRPV5	3.83054683103807
UGT2B4	3.09817315707184
PJA2	6.77091548582905
COLEC11	4.62114282222036
SCYE1	8.12235249779698
MED12	5.6626934718225
CARS	7.36144493154216
MYH1	3.27719033046646
CYP7A1	2.76239238020696
