Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F07_297988
HIST1H2BJ	4.9177382767217
TFAP2B	3.41377769241773
ACF	3.47078893410748
TMEM11	5.38838746361848
CDH8	3.08740311145092
C3orf32	4.34720624013753
AGPS	4.28045220760882
C4orf18	3.32555196090429
PCCB	7.72269102277163
IPO13	5.05195120147224
PECI	8.42244004267
UNG	8.2422092685666
C6orf105	3.75964105928926
GSTP1	8.61446126916298
SUV420H1	7.18729256302598
ARHGAP15	3.42578357099854
LTBR	6.07447044751447
TDRKH	3.86761300873975
PSG4	3.80390032591116
SLC9A3R1	7.49190959725684
NBPF3	11.1786744238347
SLC9A3	3.97082472586661
OSBP	6.31566674152167
PRR5	4.32287753939296
CHMP7	6.00909187513138
ADRA1A	3.195840156655
ASAH1	6.80796095988703
FKBP4	6.42111445920026
ZNF350	5.03014544584809
DOM3Z	5.68047091618054
GIPR	3.7794805146695
AHI1	5.98973767041353
BST1	4.38439749404768
NCR2	3.45264192670175
NADSYN1	4.15350193451174
UBE2W	5.03910764257911
RGS14	4.22246814085363
KRT15	3.58538391131795
SCN11A	3.7421995300643
GFI1	3.54574634362279
FHL1	4.70689655790708
SMC6	5.69192920023807
GATA1	3.66470768283486
OSGEP	5.72411786300395
ARMC6	5.08554053516231
HK3	3.47412169125555
PSMD5	7.28489666005163
RSU1	6.93057366846106
RPL4	11.6222938389826
MAD2L1	8.60657476108091
RBPMS	3.97174990741036
EIF4A3	10.0767849404991
E4F1	5.10916829589696
DLEC1	3.61531868864265
PRPF3	7.27258920929113
EMR1	4.39695055857733
CHMP2B	7.03458993195163
CAMSAP1	4.62793324987524
RPS21	10.2783469363012
XCR1	3.12820393830535
ARID5A	3.78152480742292
RBM6	6.31807135853585
UBE2N	8.04246412172964
KLF4	7.23060583579398
MGC4172	4.4041327626082
LMO4	6.39792696157255
KLKB1	3.362848396903
HDAC3	6.40094677863887
HP	4.14631245027476
SCHIP1	5.0048119519731
BTK	3.98581501654868
KRCC1	8.49071808424656
PRND	3.01247160638364
C6orf27	3.69627320902697
PIGL	3.74594548981543
CLCA1	3.75908713665435
C1orf112	5.19241428026262
OLFML2A	6.78037856604016
HUS1	4.59407214957423
SFRS6	8.53572697409514
CXCR7	6.42442363802583
UIMC1	5.97009412647079
FXYD2	3.72857718793131
GOT2	8.22275923826265
ZNF667	4.22752120210394
TFEC	3.35963281890644
ATP7B	6.62299743152864
RAB38	4.39763664276814
POLD2	6.81779492745386
PPM1H	5.20779721718362
DCX	3.12248015490839
NFYC	6.0426903812716
ZNF228	4.20391864261744
KIN	5.60165745690721
PLSCR4	5.06656832129217
HIST1H4I	4.54010710390267
PPARGC1A	3.24524223141549
HIG2	6.89672596491406
KCNK10	4.06185568227685
EXOC1	8.21889428249051
OR6A2	3.68516551132648
ETFA	7.83100583377256
PDAP1	4.46275037822618
C19orf6	3.42261660960252
POLRMT	3.84443415177385
ZNF146	7.69998010729482
MIA2	3.12573790567729
LY6G6E	3.20608698508265
EIF4E2	8.9231113669211
NENF	5.17253295728045
HOXB5	4.19569239960387
ZNF324	4.65394857600394
CUGBP1	4.77204106863997
ENTPD7	4.08186210260507
TTC13	4.94700877874766
GJB5	3.28660795708659
PRSS22	4.4800806560949
CYP3A5	3.13115281874514
MBOAT5	4.34519852912
CUL4B	6.17826258285793
CENPJ	3.42171109039317
KIAA0664	5.71004252672683
PITX1	3.3272188868625
PDGFRB	4.63189264527427
RDX	8.09265440629195
CELSR3	4.65451082313932
JUND	6.00273004764099
ITSN1	4.81169571351118
CHRNB1	4.0997086547959
EHBP1L1	3.50501738586507
C19orf2	8.5281155626123
FETUB	3.22115872925852
CAMK2B	3.16814139472801
DCTN1	5.86999984679692
TNKS2	6.3765724200344
MRTO4	7.84739757541892
C1QBP	6.16091899691617
TTC3	7.58978702270448
NDUFB8	8.54992552576185
CADPS2	5.89576349080573
EDG2	4.75287509976853
MYF5	3.17550295262317
SEMA3G	3.16009376656157
IL23A	4.04167268566196
GJA9	3.64916022385623
R3HDM2	7.13933916143279
C5	4.25394383036704
SLC2A10	6.83926223397778
TRIM45	4.49779970932864
TSP50	5.20065798577492
PAQR3	4.73867563569404
ANKRD26	3.4061376484952
TCP1	8.47717745506996
TMED7	6.02322558735992
CMA1	2.98775382767900
PTCRA	4.06953269829559
HCRTR1	3.42341012404736
FST	4.25012533367291
PAWR	3.96634165392875
LDLR	5.2857177151993
ASTN2	3.9718443483407
SCRN1	7.30999168607118
GPATCH8	5.54359497978869
KIF4A	7.54637827981096
TANC2	4.42181046214695
ZMYM5	3.43337455187769
PGM1	9.5528423833297
ZNF586	5.95071215415958
POLR3G	3.53961002301686
CPD	5.36601665731678
SNCAIP	4.03982369788996
DCT	3.35850633523969
HLA-DOA	3.27340377897991
TANK	5.99906238994157
RCAN1	3.94778682449667
UPK1B	3.648931115535
DNAJB4	4.65397633834209
UGT1A8	3.02028193963185
LIMD2	3.78951563584528
HIST1H4L	3.39953597040751
PECR	4.86142015138918
HSPA2	5.7375982827764
SERP1	8.53269145890886
TACR2	3.70897944715507
NUP85	8.53176480632163
CD177	4.41878966272927
GPR135	3.19953741053213
PIGG	6.74828039010238
LGR5	3.71003453656942
JAK2	3.64800542829083
DPYSL4	3.25654574977054
TM9SF4	5.89090056455662
PTHR1	3.41132180580478
SIRPG	2.86479984897245
ZNF264	4.91319950535246
BICD1	5.43674826306798
RAB5A	6.90107965355098
FLJ13224	3.56551910291463
METTL5	8.67618587197902
HERC6	5.26557856502419
CASP1	3.95779205501522
USP9Y	2.88840891652588
LRP1B	2.7960594186189
XAF1	5.01106478799724
PLA2G4C	3.65765045822641
APOA2	3.19218880031785
SPAG6	3.12796614935910
KALRN	3.64706014715728
SECTM1	4.05692574647945
THOC7	7.13521750252004
IFNAR1	4.06881746771946
TCTA	6.77874170231887
NY-REN-7	3.45976553902878
TALDO1	9.52528111677602
B2M	11.9915265169683
LPPR4	3.32525150916907
SQLE	6.33748933688488
SEPHS1	7.20950944017973
EIF5A	6.04279823864431
FAM49A	3.85764961173811
YTHDC2	3.80791940608406
EHD2	3.75843327087990
NCF1	3.45399988770762
SPG7	5.80549404946946
ZNF614	3.86243711521690
HOXA5	4.82466474045833
NUP133	7.05764078126248
FGF12	4.07073204041598
SLMO2	6.83062845079392
INPP5B	4.20033365490035
PPID	5.20627050225333
SNTA1	5.44045531255477
IL20RA	3.6979509681982
UBE2J1	5.46585221312246
CACNG2	3.27603904609512
GCM1	3.46305932739587
ELF1	5.76819088850353
TLR5	4.33551793355704
TCFL5	6.34264860805907
C1orf107	5.08712466349298
C19orf22	6.76729966515932
SAFB2	5.22825429356838
MAP3K7IP1	3.9621652628178
NCK2	8.2916857263034
OXA1L	8.28523978753922
KIAA0652	5.64652014776001
KLRG1	3.56409993632104
FRAG1	6.05118653274672
ZSCAN12	3.10778904104550
PSMD12	7.89601599909937
E2F4	5.1786602924945
CLEC4M	3.66666285694088
KIAA0999	5.08697246573214
CLDN10	5.70094266648701
MGC13053	3.93132933261794
TAC1	3.08111946896004
GYPA	3.50614641519099
HPCAL4	2.93134150732470
TRAIP	4.51098057776572
MEX3D	4.22582582354682
KIAA0232	6.67374664259177
ERCC8	5.0347826777449
NFAT5	4.63902908686053
GPX4	10.6380636480360
CSPG4LYP1	3.58209602913713
KIAA0368	5.76893754466544
FBXO3	4.9726741454851
DVL1	6.8936004798782
CMKLR1	3.61093493775245
GPR157	3.6287974951699
TYMS	9.43937525835422
OR52A1	3.07196049174916
PEF1	5.52560981728871
ZNF750	3.90741241124590
ALG9	5.44441513790285
MCM5	5.62070991946937
SDK2	3.66095938776221
BAIAP3	3.96457442852593
RABGGTB	5.93310197013819
KCNK7	3.35311895457250
PTP4A3	4.32641357676417
ANKRD40	4.20753972432272
CALCOCO2	6.57948996543274
TMSL8	9.64769523356234
SNCA	4.6974025377954
ZNF551	4.06151111810522
HBQ1	4.00136592731738
ARHGAP26	4.07077641709358
GEMIN6	6.71435568718361
HRAS	6.00163737721527
KLRC4	2.92037639111099
BSDC1	6.51707894966681
DSC1	5.0235939673411
RNF43	6.75539332274227
NDUFAF1	6.15381965114821
MAP2K4	4.9861573899302
FOLR2	4.38344722244841
LYZL6	3.42170954969194
EPB41L3	3.16890099737871
TEKT2	5.26722217621054
CDKN2B	3.50160895227736
WSB1	6.60682774760058
ZNF480	3.55730312500277
MAP3K6	3.77503079889554
PROS1	5.99677266408559
PSMB8	7.65283753478657
HN1	9.93641562763002
MAS1	3.34573712421869
APOL1	4.32317711121013
CSHL1	3.87202730677152
ZBTB7C	2.93107499302997
AHCTF1	5.60754027605773
SAE2	9.16337389204608
ITGA2	3.59307032712865
AP2S1	9.3233393132186
P15RS	7.01928377526841
MME	3.42764596991347
VAT1	7.21868236249219
MAST4	5.10895653212927
TUFM	9.32104025368803
KRT33B	3.04304130557351
THEG	3.73002248446062
KCTD2	5.47797215165866
WDR26	8.79891561763668
MFI2	3.37857414420731
KRT34	3.60759693806828
NR4A3	3.58173904307726
SGSM3	4.35648823960819
ARSA	3.78618506034614
TOMM22	5.5438614952201
SOCS3	3.56635685558474
UNKL	4.52008281751187
POP4	9.17464915074426
BHLHB3	10.3079463397662
MALL	6.22437284208449
SOX15	3.33372329640009
CCNA2	7.7627391829612
PARK2	4.2244655823369
GPR124	4.06857542540079
TMEM132A	4.9051412745052
CGRRF1	6.9646006907265
RUVBL2	7.78939115778974
MCAT	6.16816634371316
WNT10B	3.75337550494256
ISCA1	6.89567807902316
RPAP1	4.72409016877702
C12orf48	5.98822293019737
RAI16	4.83878806190918
RPL27	9.14531228495814
EPN1	3.67659738951938
MAGI1	3.1311316185106
GBX2	3.07047492357436
SLC35A1	7.09340853719896
GAL	4.08547051410605
SLC14A2	3.93753375641973
RDH11	6.86543056732809
ZNF518	4.0085824965935
PCYT1B	3.67224306931425
AUH	7.20584842259004
EIF3H	10.4596488632723
KIF1B	6.76680244999814
MBD2	4.42847020545437
AMOTL2	6.97640871852112
C6orf120	6.17732098589096
PIGT	8.67754093996967
PSRC1	7.59831425575643
PLA2G10	3.7619994526294
ALAS1	6.65201822129336
FOXO1	6.01745036917185
C17orf62	7.39182910596962
KIF5C	5.15866900671525
DUSP10	3.88847580777941
CRLF3	6.54754236708099
CLCNKB	5.8899354014614
PSMA5	9.97870792828313
FARS2	5.37970450434049
CCDC28A	7.49606831915284
AMPD3	4.31231034495043
PIAS1	6.5827319968546
ADCYAP1R1	3.34712917612807
TMEM134	7.16208241124306
CDH20	3.08539643720599
FBXO7	7.47184325345593
FLJ14213	3.13425035593748
ZNF3	5.1700362890342
LRRFIP1	6.39492513882102
TMEM49	10.0019668281572
CNOT2	7.14442921911982
CBX2	2.90752326129775
ZC3H14	5.99805907463987
ALDH5A1	6.12076547863946
HNT	3.9224143614828
SERPINA4	3.25402459399124
FLJ20920	5.83396249751627
CRTAP	4.30346527573598
DDX50	8.12650676847056
STYXL1	7.56670164389866
TK2	4.59080620028619
BLVRB	7.92085247486847
STMN1	8.31299703476226
GUCA2A	3.59544655703503
DPP6	3.14188916287725
GALNT10	3.84414830949125
STK39	4.94359501297357
MMP24	4.69372355963777
CKS2	10.5985031583484
RHO	3.53678801584988
BANF1	10.1971137834595
CR1	2.97707619430096
RPS6KA2	4.26017069144234
HMBS	6.52011279944328
C20orf112	3.62981272240136
SLC25A24	6.38448392320787
MRPL22	8.19010452889202
SLC25A15	5.59017561053547
GADD45B	4.01874352175955
TDP1	5.44478603602141
ZNF287	3.68623890282305
DAAM2	4.28537964045038
C11orf57	5.71444897353662
RFK	6.35887531159008
ZFYVE9	4.38349125718085
TCTN3	7.55821083720025
STCH	5.624942002469
LOC283871	3.64153925119123
NDUFB3	8.21975346606385
DEFB4	4.04299456511363
FPR1	3.75530050715069
FMNL1	3.98184918750861
SEPT7	9.868540845074
PTCD2	4.2430106508748
GNLY	3.43888485304022
GRAMD1C	5.16835979850017
ZNF165	5.15474318301552
TR2IT1	4.45530476732929
ARMCX3	6.79919534271608
NDE1	5.43783180856801
MAGEF1	6.54188842129917
ITGA10	4.46907238942372
ARHGDIB	5.64026457745565
FSHB	3.72248684985632
ANXA2	11.6435031556325
HLCS	3.67217496746264
MCF2L	3.40986998002818
AK1	5.62061629876947
FH	6.26809962238478
LGALS2	3.56513055795211
SYNPO2L	2.79942155418098
KIAA1045	3.56126754840183
C1orf183	4.63518714602347
MAGEA8	3.08448045468567
DGCR8	4.68408693189966
GSR	6.56255198161863
NEU2	3.42609759388000
HIST1H4B	3.73986928009618
CACNA1C	3.14358095463557
FAM20B	5.34806177966168
HES2	3.76326667826947
PDCD6	9.54314902558994
INTS7	5.48294504790773
AMPH	3.58599872525904
UCKL1	7.30836514088426
ASB4	3.07608357550556
C10orf97	5.14524526122091
ALDH1L1	4.10021397416243
CCL23	3.29200842031776
OBSL1	5.1698172216219
SLC12A7	6.16696493536278
THAP4	6.02351376767509
RBM4B	6.08578104457175
OGFRL1	3.95445645784647
KIAA0831	5.95521586264121
C12orf11	7.32217297739788
PPP1R15A	4.02445524047605
KIAA0240	4.68707458788941
CD1B	3.29319658193249
FCGR2A	3.81902648023155
MDC1	5.92922345710552
MAN1A1	3.36361999530464
KRT9	3.57264379610303
HTR1A	3.23456763987502
OCEL1	5.5725707108495
ATP11B	4.55777837521506
NLGN4X	4.72318898343984
FBXO34	7.59680077930396
ALOX12	3.54481212593938
RB1CC1	6.27222938828844
PCDH12	4.35659408727057
RPE	5.64900262668135
EIF4E	6.67574678333866
CSDC2	3.74514138185736
ABHD5	4.91766571841622
TMBIM1	5.49241042647585
PET112L	5.60325483585219
P2RXL1	3.24239769812198
F2RL2	3.1043899974481
TRMT1	5.43044872317709
IMPG2	3.6356981957169
LRRC32	3.93997872478004
BGLAP	4.4376000787725
HTR4	3.53563218119795
MRAS	4.23867529391729
TRAF6	5.00551507574104
AXL	3.86085898620004
ATP2C2	3.39601688697563
LMNB1	5.9473486233786
TELO2	4.06727842994168
PNPLA3	3.77098694392385
CSNK1E	5.3108060739598
SRP14	10.2123967863348
KCNQ4	3.3883839160347
PIK3C2B	5.46540211723828
C15orf15	9.24279323289238
TUBB2B	3.38077150359282
USP15	5.43201245309568
C12orf41	8.2932775637085
CEND1	3.41666431151981
RNF31	4.58007278282166
TCEAL2	4.18026840123684
PTGER2	4.11872345247821
UBN1	7.04583696787225
SLC5A7	3.21923574218187
SLC31A1	6.24646183906917
ADAM29	3.20324657545414
ST7L	3.85838098318076
GFOD1	5.07353785671631
CTNNA1	9.0597139644061
HRBL	3.65650189580949
CBX4	4.01380040089762
NTRK2	3.52680354940449
FOXN3	4.57124111574916
MFGE8	4.70147198550605
PFKFB2	3.78991039207793
TAS2R4	3.59280214467312
SH3TC2	3.17611956919939
IL10	3.17239225564617
PXMP4	7.02035519709696
RNF167	5.73737299793368
PRMT5	8.33452781103148
TSKU	7.33972498094319
ATPIF1	9.84202513590518
ETV3	3.32407971243035
PAK7	3.22835896954563
PDLIM1	7.0287980800352
CEP63	4.62258094707624
WDFY3	4.91453294768112
RNF126	4.6159870886011
DPM1	8.89988368218026
CLIC4	6.00391399853183
ACR	3.98704841274546
KLK7	8.23393909717058
ALOX5AP	4.58878084693676
LRP1	4.51955599329001
TNK1	4.30715730216800
TAS2R9	3.48365515382147
ZNF16	5.04314780139404
POLR1B	5.16242805634005
SLC8A2	3.73704315625676
OLFM4	4.06647470864574
TACC1	4.16722165468561
SAMHD1	4.60384352371578
ATP13A2	5.3442120499132
KRT4	3.82278183661698
PAX6	5.66841423448049
SCG2	3.59551382599606
SLC17A6	3.88513470321302
TUBB4	3.8975886518761
PADI4	3.44238089614989
FMO3	3.2246410364736
NLK	3.49668387280455
POU4F3	3.31426805065885
MDM2	3.59595685772784
CAPNS1	9.67338014340373
SDF4	8.2382955410157
ITGBL1	3.20516308152574
TAP2	3.70586141794099
OR2C1	3.18950381563537
KLHDC3	6.69674323347732
EFHD2	7.96993934006431
GALR3	3.79711468899719
NBEA	4.07150017011342
ABCA6	3.04156106793533
ABBA-1	4.13206899932789
GNAI1	6.64995628156437
CLDN3	8.41865804577634
AKT2	3.50051295711264
EGFR	3.76640040912894
VPS4B	6.21523377386946
RBM16	7.00960431987698
GALNT6	6.10462354634529
ZDHHC3	5.16402979066188
SLC25A4	5.90385583339502
CYB5B	5.69526663585630
NDRG1	7.40169059182058
SESN1	4.9567261194886
GBE1	6.71258776663669
MRPL46	5.5534287978753
CLASP1	5.52363481504113
FARP2	5.24946418346159
ACOT11	3.86944417472245
LDHAL6B	3.05655900078597
MAPKAPK3	5.28256020834117
NCAM2	3.076152585371
AFAP1	4.17738288591182
PRKD2	5.3285415375159
OR2H2	3.31102429396903
ZFP36L1	6.43473091253666
DZIP1	4.37843576368088
GPR161	3.9531924701987
RNF146	5.51073483603165
NKX3-1	3.80568474119073
CCNB2	9.02336553883646
ZNF10	4.90097374124688
WDR74	5.43174395901816
FAM134A	8.2867497921734
PCNP	7.60530418842644
PURA	4.95774592270887
DNPEP	6.94628841812769
ERBB2	6.57451465089282
CREB1	6.89968504075145
NEO1	7.31995858168963
DDX3Y	3.29397926217767
RPS3A	13.1427074215119
MXRA7	9.77187679956751
LGALS3	9.99623839732853
GLT8D1	6.90386484125529
TMPRSS3	7.90672915219416
UPB1	3.43370870031512
LAT	3.74691835451344
CLDN14	3.61626131797579
DHX38	4.94441574368578
KCNA3	3.20626766991547
BTBD1	7.3455893317591
TARS2	6.00352511776995
SKIV2L2	7.51362375704314
ABCF1	7.53254462796559
CDT1	3.11381813940261
ZHX2	9.54070959370567
FCF1	4.89330921598703
LRRC49	4.47447525259762
GUCY1B2	3.41048719421448
CD28	3.32783096733861
SMARCA4	6.84979201431273
SEPT2	9.4562535085626
SOHLH2	3.33210048766604
MCOLN3	7.10328044378342
LRP8	4.99469249554329
TAGLN3	3.59627519210693
MASP2	3.42896224692911
GPATCH3	3.99995347794286
TTRAP	8.11982024735054
AGL	6.3034935651706
NFE2L3	4.27062725964075
PSD4	4.4847949965582
PALMD	4.06753349116398
CCNB1IP1	9.29386212569776
TMEM43	6.58771595081308
OBFC1	6.14269184293545
STAT5B	4.08920282252259
C14orf79	4.81783580753086
ENPEP	3.91776658894773
SSB	7.00858198370568
SCT	3.05981527668077
TIMM23	6.35780997230825
SKI	3.44503606990125
SLC22A13	3.74045276171534
AKAP3	4.5391333648484
OAS2	4.23398443041728
KIAA0423	5.53333923889986
SEC61G	9.62446572733269
CAPN11	3.11159100096890
TMEM50B	7.63494207466667
DEGS1	5.13973962818284
ARHGEF4	3.84384046758738
DBNDD1	4.11323679375775
TBL1XR1	3.9310122129555
FAIM	4.48182861887091
SP140	3.42200494906594
G6PD	4.18327902845366
NUDC	5.33342549722876
GABRP	3.49138155750426
SCARA3	4.36397376840297
TACSTD2	5.95851890894971
EIF3J	6.27690291487616
PPP2R2A	7.95958555517415
CPA3	3.44001902692385
PVALB	7.29677466778462
BCAT2	5.92643336508358
MFN1	5.35815417056441
F10	3.15889578119792
