Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A04_443068
Composite Element REF	Signal
SFRS14	5.30881867023403
FRS2	3.3100477315743
NR2E3	3.78226189626702
ST8SIA4	3.37810841312110
GMPR	5.25160029419713
TUBB2C	8.18531146753671
LOC730092	4.01557839176313
ORM1	3.12929685411132
HSPD1	8.84800938479776
C5orf13	6.68918573818542
F2RL1	4.68548539901961
PLEKHA9	4.89134261869438
ZNF232	5.41293545855453
SLC6A7	3.8669603297024
ADH5	7.32120723872589
SHBG	3.75882249545690
DSCR6	4.01132059765383
CROCCL2	3.9637471889415
CDIPT	8.19955418440668
SLC16A5	5.3827711074005
TUBB	9.03287540989544
GAS2L1	5.29384220453577
TOR3A	5.35990957855574
PREP	4.62581383661152
RFX3	3.76130155226476
CHMP1B	5.46075758946540
COPS4	7.6422856426864
MYH6	3.25612516694707
BCHE	5.34588801390293
MAP3K13	3.42232621226858
LCMT1	6.45628685237585
EIF1AX	7.48917741003865
SLC24A5	3.11424164137086
BCL2	3.79584545850013
HBZ	3.56248013015871
HCRTR2	3.32938604019097
TJAP1	5.82419108792891
MAPBPIP	6.5213542237952
TMEM156	3.03814118266338
MYO15B	3.92880776700141
ZNF239	4.44511313072882
KIAA1324	3.61901250663301
PLCL2	4.07096717213635
C4orf29	3.84606765344222
SNX19	5.21392474600718
NAALADL1	3.39510405906955
DUSP5	3.93865101929959
GKN1	3.81808847728748
PXDN	8.36650805194028
FCN1	3.77542099756047
SLMO1	3.92643725614671
TNXB	4.57063584371781
C1QL1	3.31663191402992
BIRC7	4.29626845739631
A4GALT	4.26394568334635
TIMM22	5.53189851317476
ABHD9	4.55376708217041
TOMM34	5.23350528833517
ZNF35	3.81667149169891
LIMD1	3.13351586898473
CARD8	4.60141467087033
KIAA0286	3.91580608886421
CD6	3.92024416822494
RSRC1	7.37284925526138
TOX3	3.36974935481431
C16orf35	3.92356605787912
CRHBP	3.51714372466063
PTRF	6.66952394549208
FBXO24	3.33146192382728
CHST11	3.30451398291917
THRB	3.61089698786345
RNF39	4.37711902961326
MYBPC1	3.79825849517304
PSMD11	6.54243466882841
ALAD	4.58513986125922
AQP2	3.6387272287978
EN1	3.08581280696817
GSTM4	4.34970736749319
ZNF187	5.19109235722332
CDC42BPA	6.6354972738132
F7	3.55761140693382
CNOT1	5.93464642958411
SLC13A4	3.93038516433369
ZBTB11	6.51836429156606
B3GALT5	3.24073937142979
LUC7L2	6.60229426439305
SPTBN1	4.58199400930731
EXOC2	4.34996917045497
LSM4	6.61915896999717
IRS1	4.58635019172796
TMEM1	4.33394953900321
MRPL34	6.90738618740721
SAMM50	6.00673834187552
CDC42EP3	4.80399568180288
HSF2	3.96559627473672
SRP72	6.68331174006142
MFN2	6.10893580057194
TSPAN7	4.80437113361231
SGK269	4.19524513207643
NUCB1	5.94580556717125
RHOH	3.33285920898916
MTX1	7.26422122842842
CENTA1	5.37551039629776
ATR	6.17253249948828
IGLV3-25	4.68247269309727
DDX49	5.66680651203247
TACR1	3.60384205257850
SFRS5	6.56747859613678
THAP1	4.0976803016601
RHBDF1	5.14445193641117
RASIP1	5.52986933314776
DPYD	6.71505571168884
MYO5C	6.47951027707092
DOHH	3.65335122843711
POF1B	4.05955125586577
MAPK10	4.07492476091084
ZNF552	5.78224119610215
USP32	5.38157569094664
MED27	6.17986976831464
NCAM1	3.86075131069111
LOC171220	4.5459397820072
PRDX4	9.29917405387083
AGT	4.39324786002869
SLC22A14	4.06888698998387
DAPP1	6.50220381196725
PILRA	3.91017882270237
ATF7	3.93871615953782
ABCF2	4.59164800368296
KIAA0748	3.3072915718604
C17orf85	4.64179290449319
TKTL1	3.39671830771928
FGF1	3.95170224926395
IL6R	4.89474728049451
CHRNB2	4.34592833869772
COL7A1	4.43575837694049
NFIL3	6.31402777127349
LRRC48	3.69648006412158
TM6SF1	3.71653575260062
SPG20	5.66479544816673
COX10	4.40945231442847
DNAJA3	5.95180761422379
ECEL1	3.84843822296818
GCA	6.1465146064774
GLG1	7.37690422496273
CIITA	3.75497545268416
CLDN6	4.05692128259733
EPHA4	5.99891575801109
FANCC	4.19473386373917
MUTYH	5.51358135199824
L2HGDH	3.81761129429985
GPATCH2	4.39961732548661
PSG3	3.27639507835464
ZNF227	3.43866966141261
MRPL15	7.73354417628052
NQO2	7.26213930248054
C21orf59	7.06577357033857
ZBTB20	6.31097521813993
NEU1	5.72429598872698
QRICH1	5.56687383300776
C2orf34	4.20279208063273
UBE2L6	8.33506767702823
HP1BP3	5.7955859892865
MED14	4.48501926900178
TSN	6.27748095230328
TPBG	6.43345822359349
SPRY2	3.97996746757000
LZTFL1	5.07113007171195
OSR2	5.32455662070408
KLHL7	3.79950781945995
XPC	6.10707305078564
GMFB	6.06286171433372
PBEF1	5.68872380785307
CCR3	3.24212944029185
AGTPBP1	5.14920907683402
TMEM8	4.86759528858073
PCSK6	3.62727526200471
STAT5A	4.93619301235562
FAM18B	5.69119208441872
PTPN2	5.64575868643703
SF3A3	5.91453851327851
EFCBP2	3.79694434151565
HCFC1	5.68498002740089
NFYA	3.62122556331906
PBLD	4.63772953241789
PIGF	4.39811516763963
AHNAK	6.65260211733245
ACTR5	3.95784190458244
KIF14	4.64190973977303
PTGER1	4.10932964922712
NOS2A	3.25547165968355
TENC1	5.49110161927904
YIPF2	4.98226519591866
ETV2	3.4003134799773
KIAA1012	7.07658060120201
C17orf53	4.02248041758187
AHR	6.93519050351416
PTPRH	3.9317692703108
ATP10A	5.27278182686778
ATP6V1C1	5.12378625318618
DPH4	6.13574748195185
TAS2R3	3.42920111592723
C5orf5	6.37447319479667
KCNA4	3.86810851950733
COQ10B	6.08898115466079
NMNAT2	3.67260295202231
PSMF1	6.83768451830098
SORBS2	3.95986754450573
NFE2L2	8.01572912398805
SH3PXD2A	4.05880133829362
NRF1	4.186925630085
SPINK5	4.55745855968400
SH2D2A	4.18803596189756
PRDM12	3.46835854815813
RBBP6	6.7622183898676
OPA3	3.35247777463266
PAQR4	5.20697289940934
IFI27	9.31290192300725
SKAP2	5.42642332199096
TJP3	4.77530022109791
C9orf61	4.07001183391729
MT1G	7.74262121928661
HS1BP3	5.20770354811816
IDS	4.69930143198727
PARG	4.90128906073443
OR2B2	3.14711034412349
DYRK4	5.30636338228798
MICALL1	4.62723573533073
GALR2	3.50844873658043
CHRM4	3.56221679948849
RIC3	3.18161559052333
GPBP1L1	6.41234035549662
ART1	3.68825895451879
TBX21	3.29444687162198
DUS4L	4.05369938897376
KCNJ6	3.58222342890714
TNFAIP6	5.22413124781594
CCT4	8.81283095931334
RTEL1	3.91698292718693
CASP5	3.94088098174616
CHMP6	4.44682799517834
BRD4	6.22448412967202
NDUFA13	9.00985868048967
CYP19A1	3.51041709606773
CD151	6.91842316747536
DOK4	4.04183307924953
FAM26B	5.34083933244649
ARFRP1	4.81446521729348
MRPL41	4.220871440641
CRYBA1	3.27007071496446
HRH2	3.5918158718114
KIF25	3.57092369219165
MTMR6	5.637559737107
SCAMP3	6.32113469277803
MTG1	4.68788085727325
UBTD1	4.21000524070296
SOX9	6.72067032576213
CRABP1	4.80450899799631
FLJ33790	3.49606892886254
FAU	10.4452524614149
DTNB	4.55734052435072
CARD9	4.48785364673656
PACSIN3	4.83861621778406
OMD	3.61614541642068
HOXB8	3.45243028571224
NSBP1	3.23480690830975
SLC4A5	3.42283536351019
FBXO46	6.47759140902042
UGCGL2	5.11205812283262
SVIL	6.14382521254917
OAS1	4.72876732110702
PHB2	10.1724784789915
NDRG2	4.10014369899088
ERMAP	4.48799173083354
GRIP1	3.39801167039292
APBA2	4.28631987332875
TCF21	4.01596505805258
JPH2	3.24579654174771
DLST	5.58116299132644
SLA	5.07154026795464
AMELX	2.85085830435882
WNT6	3.44240557617607
ATP2B2	3.55618829623653
CPVL	5.29280774996248
RGS20	2.98351798159422
TRAM2	5.61179422984762
ZNRF4	4.33240142885367
ZNF419	4.53041062375155
LXN	7.64173591630575
TLK1	4.4579292717863
UPK3B	5.85438276219793
MTMR12	4.02578926610809
KLHL21	6.34694231261354
ZNF384	4.9940112762583
PI15	3.4684245535256
RER1	6.74246518191234
ELAVL2	3.07676439372218
KLF2	7.31818116607502
RPN1	8.76596326348238
PMVK	5.35313901630753
EIF3D	8.10439271707063
SIX2	3.82638545974074
HPS1	4.34921777643689
RNF7	6.2321405582066
TFE3	5.73469432418542
C11orf17	4.48100055676724
SNRPC	7.03727363045865
KCTD13	4.30659576378416
DLGAP1	3.26758039071289
PGLYRP1	3.76833477808371
IL8	3.82670053921607
IRF7	6.4906976441321
SERPINB13	3.11445358404347
SET	8.91671994178698
NAB2	4.43381768931582
MGC40069	3.59243684832403
BLR1	3.71218680939842
LRP5L	3.84512840536747
FAM120A	6.08021524475364
ASCL2	3.45610332649832
PCDHGA10	5.61546137397482
SHH	3.56498989817308
SH2B1	4.91286339444766
ATP5H	9.76902232163706
THPO	3.35415143496060
HIST1H3E	3.49534526601446
TYRP1	4.09919737841317
EIF2S1	6.4813484943682
RFNG	5.52385899185722
RAB20	6.09642241188865
TNFRSF17	3.64644466795332
RBM7	6.47765612877244
TMPRSS4	5.89363602745196
NKX2-8	3.11551029062754
C1orf115	5.65553290678988
TAF9	6.00329726419734
TERF2	5.7290408530496
TNFRSF1A	7.72635070374456
ACADVL	6.57937038108927
ISCU	8.20103311287225
KIAA0841	4.46214089556987
GTF2H5	8.03041843907987
EDG8	2.91974297437005
RAB15	5.25128331574846
HBP1	5.26383424736539
TNNT2	4.03530017689439
CECR5	6.71630600288152
JRK	4.61607775612636
PHGDH	4.53695456660276
XPO4	4.30276971073322
ARHGAP25	4.46927613723866
CA9	6.27579117759174
TLX1	3.54306593235715
GPS1	4.58079255084696
RPS29	10.7984304675067
MKLN1	4.49412557363083
ATP6V0A2	3.67433549879658
EMR2	3.23885646132742
KIAA0319L	4.61361278148521
DOPEY2	3.69207781304745
SLC29A3	6.10521972439205
LGALS4	3.72252239198663
SDHD	8.39817885456277
USH2A	2.96612669037696
NF1	4.02976070884101
IMPAD1	4.54383459815398
APOBEC3A	3.94998518345922
OLR1	3.72829557458637
HCFC1R1	6.1661224648314
TAOK2	3.86089762241819
NRAP	3.85515039832712
PPFIBP1	5.43046237807269
LYPD3	4.70467147573116
BCL7A	4.20759110742453
AGER	3.81674091434684
MCM10	3.89987824410157
MAP4K3	4.87509106072071
PFTK1	5.4911754019762
CBS	3.89714425982881
CLK3	5.78680324467807
KIAA0753	5.51858304601014
GABRE	5.2752570857628
FIS1	7.00034117323525
ELF4	7.06778735868044
C11orf49	7.05499225477763
CLIP2	3.84328008996694
CLPS	3.86044983334048
PPCDC	4.36409376692352
KDELR1	5.41327463239534
NT5E	5.32264047749519
FOXN2	3.44472462642934
NCSTN	6.58402397282532
PARP4	7.19029732532679
CD83	5.04993028886642
NPY	3.51234937516575
IL18	3.74521402540668
BEGAIN	3.60089393726668
VPS16	5.78023336920885
SLC16A2	4.4845446304634
SLC35B1	6.62449841353196
C4orf20	5.32847634457898
IGFBP2	8.32505767155737
NOTCH2	6.18560290016792
SIGLEC1	4.73976011492788
SLC9A2	3.59356323320737
CD93	5.94349503804853
CEP164	4.24363118734582
P53AIP1	3.33830141312525
ADD1	6.26688331231025
ZNF136	4.9006269391652
ANP32A	3.92580359849342
MGP	9.21288877637806
DNAJC1	5.31751639913540
CCDC144A	3.33985244885803
ACLY	5.59282381092319
TRPC1	4.53219348091059
CYP4F12	4.10914310274037
FKBP5	3.227632100226
SMS	7.01585653657706
MAPK7	4.40639771450653
RRAGC	7.3031461101858
PARD6A	4.67385639092896
CCDC85B	4.35301244766971
SYNGR4	3.61577801539879
WIF1	3.93221574337673
GCH1	5.66367677287932
STRN3	4.29009592826677
TMOD2	2.89955395008175
FLI1	3.85433215537786
DGKQ	3.82605003638345
MAB21L2	3.30927136306375
SCNN1B	3.05386077063368
ECHDC3	7.14054412882223
TMEM106C	6.81042758192904
CSNK2A2	5.48690890006246
GPRIN2	4.89572559226221
CPA4	3.62605500304395
RPL39	12.1874368029950
HERC3	3.9388740630602
MELK	6.78755288640631
IL15RA	5.84151300132615
HMBOX1	5.27381693713011
CUL3	5.02069108242417
PODXL	6.07319934119406
CCT6B	4.46669996479507
GPX2	3.97898175506273
ITK	3.61214306915181
CLIC5	6.64023081202413
RABAC1	7.46531853389435
YPEL1	4.25675549140831
DNAJC4	3.78965552402387
NR1D2	5.07695876104528
KIAA0776	5.74931572957833
FBXL5	6.47411129108073
C13orf27	4.6425602070104
DEFA5	3.11418761801902
TRHDE	3.34889669160460
ZNF536	3.44251580847206
MEF2B	4.0480803829138
UQCRQ	9.43165865770569
ITGB2	6.49567122146463
PTPN4	6.18109886156005
STX5	4.44047254832485
CD72	3.75360942359839
ERH	8.9976910059831
XRCC1	5.85091313336312
VEGFA	6.51178799600483
MPHOSPH1	4.60893552316335
MORC1	2.88816529466175
PARVB	3.89973767648024
ELL	3.96111350901641
SETBP1	4.40835837945431
CDH11	7.98657050896563
NDC80	5.2677429653176
GIMAP6	5.45985682216254
AREG	3.5063910025121
BAT2D1	7.52779256204234
CDS2	4.97821782487597
LIPT1	4.51220045912536
SENP3	3.93023354907943
IL1F9	3.63335690971986
GRIN2A	3.91959623723638
MAN2C1	4.98981370776535
NSUN5	5.92630033870636
SF3B5	7.79831911800735
CEP72	3.99436699037696
MYC	5.84184235437584
NRXN1	3.11785010720889
DECR2	4.71931611879994
SLC37A1	4.7615771009394
SUPT16H	5.82207012812215
MUS81	6.01037051148538
PHYH	6.32612263315616
ULBP1	3.41839014309712
OIP5	4.95017817613712
IL10RB	5.28953192969218
OTUB2	3.35758260881593
NELL2	4.05965059936718
MAPK8IP2	3.88679645661771
ARHGAP10	5.09932838516907
POU3F2	3.63024012490851
RPLP2	8.22781921230018
FGF22	3.52019842440864
PSCD4	4.04557570859707
TRAPPC6A	5.26301024206899
C21orf2	3.74576201746413
CEMP1	3.39777241063228
IL1RAPL1	2.97325785572638
LIN7B	4.28522990841528
VCP	6.36361558428779
NKX2-1	3.25890829407884
BGN	6.61614283573798
LAMA3	5.56439374374158
APOBEC3F	3.47410188133415
COCH	3.20074298522345
SCGB1D2	5.37829220962495
SP4	3.54687962699752
SLC11A1	3.98343012976236
ICAM2	4.42967056347038
C21orf25	5.72786531522265
SH3GL1	6.57030311381052
RALB	5.71872465102593
GSK3B	6.92294909805847
GNGT1	3.22701419364913
GPD1L	5.3804816749917
VPS37B	6.04266416703883
TNFAIP3	5.8570006694052
C6orf32	4.58631078775463
ATG3	8.15679629304478
KLHDC2	7.48657973118075
NDUFV2	7.92746159797747
PANK3	4.56983996687665
BLK	3.44498970509222
MATN4	3.59110078459936
GPM6A	3.77619063459886
WDR82	7.49252448265181
APOM	3.98622805998886
PKP2	3.69066047135161
C1orf135	5.3561206676242
TRIP10	5.90625444059925
HRASLS	3.71453942409428
TESK1	5.9925235792931
FSD1	3.81147876825844
SFXN3	5.55142570667476
MMP1	4.1747119273417
CA12	6.02304821701135
ZNF611	5.98690272397316
C19orf58	5.14199110041746
NCOA6	7.34461273607684
PDE6G	3.94188411134074
PPP4R1	7.41753231403819
HLA-DQA1	7.66326524508527
GCLC	5.1052214831366
MAN1A2	4.04535040112926
SEC61A1	7.90388662533797
IKBKAP	5.45155687542000
TWSG1	4.25371737966849
UPF1	5.31426722074712
KIAA1219	5.17955940809711
CTDP1	4.90022144807616
ZMYND10	3.67731339124547
WNT16	4.31917085005199
ADAMTS6	3.57488174192059
SNW1	6.43785567779683
IL18RAP	4.26925097850629
RPP30	5.9189139044637
KRT86	4.18598695082138
CDC40	4.75824863457127
SLIT1	3.75258696152978
KIAA0574	3.58160688872558
GTPBP2	5.11328242601955
SETD3	6.47319850756794
C15orf44	5.15902332618131
PRRX2	5.20779260088566
GPR110	3.58324382934592
C11orf10	9.66983110421213
MKKS	6.22582567648352
ELK4	3.25030015298149
ACOX3	3.58621548067195
ADCY1	3.50099282328988
KIAA0372	6.08085427775243
TP53AP1	4.10588469673678
RHBG	4.1333513967472
SMURF2	7.50619073458363
TP53I3	6.0577802428132
EBP	6.30116389168458
SLC22A3	3.23036073849327
TOR1A	5.73696782993894
P2RY4	3.81215644247152
TRPV1	4.84461354060743
ADAMTS12	3.55498094810833
PES1	5.00493467629669
UCP2	8.50574529909822
ATG4A	4.21656011653797
FOXG1	4.02572726539389
MAGEA10	4.45784412741949
WFS1	5.42617976877188
TRIM24	5.6333839624416
PABPN1	8.75336091564954
PROC	3.83134291003325
SLCO1C1	3.76162386594318
SLC25A30	3.42247943847329
SLC22A5	4.36900193622841
DEPDC1	4.91615062872675
KIF23	5.07313378651722
SYN2	3.42640962881256
ASPN	7.21013726682154
CENTG2	4.8574168766441
ZDHHC17	4.64640456426616
VNN3	3.39579546617865
KCNH1	3.67281214991056
PPARD	5.45857658026629
PSMAL	3.02796638559711
FLJ10815	4.67581385553666
YBX1	8.77761953140827
STK24	8.53940330903442
SPEG	5.50692350245762
STK10	4.9297792396547
ZNF695	2.50534903902146
SCTR	3.11068927479057
AAAS	4.63088343474229
SSX3	3.7324438332372
ABCD3	7.23136607611519
MTF2	5.50170807210487
FIG4	6.54434449531985
TMCO6	4.77538050541393
C9orf46	6.12020781328698
ATP6V1F	8.75533912160734
IGHMBP2	4.70481582738286
CCDC94	4.27631584144032
EGR4	3.53112881540420
DUS2L	4.96074375597264
FAM3C	7.68199574438147
DCTN4	4.48227386604867
EIF2AK2	6.04794047958295
CST4	3.76434589701233
CCL11	5.73609891969985
LMO7	3.9936015783251
PAM	8.4423121695445
NUTF2	8.57569203687623
ADRBK1	4.83477761896216
ZNF84	4.8318576041176
SLC39A4	6.46300904655806
CITED2	4.93234263802101
C12orf49	4.0641950911733
GRM3	3.164361004397
CCDC49	4.40986415477413
STARD8	4.22590038271068
FNDC4	4.64739298750215
SIAH2	4.80916392938801
CCDC103	2.93273361603761
ATP5A1	10.4358594557716
HTR7P	3.253716081441
LALBA	3.19714423708000
RMND5A	4.62920373851208
ATP5J2	9.4314569236231
PSCD2	6.13905619158879
MMP3	4.2436343830498
ZNF409	4.15550122411259
CRHR1	3.53677817630711
WDR70	4.7396956418072
ZFAND1	6.05182096427904
CCL18	5.0143111761984
KRTAP1-3	3.32254077335547
RINT1	5.02487300613911
NRN1	3.8131924715749
SPAG5	5.7449388224732
KIAA0408	2.67179273878515
F13A1	8.03363371347156
DNAH7	3.19744303850827
SLC10A1	3.82585629338107
BRCA2	3.59255934638668
ACADM	7.79083537778127
GIPC2	3.63158429477897
OGN	3.87651947580551
RAGE	5.31014760925173
XPO6	6.37470679927758
FMR1	7.77743392306278
DUSP3	4.59186231454009
ANKMY1	3.17893727191993
CHMP2A	9.0245277790898
FAM8A1	7.12180160998524
GPR21	4.19885281015905
BBS9	4.63964696441378
UNC119B	6.112176033268
SLC12A3	3.71655480082092
ZDHHC7	6.0332472166824
FVT1	5.82355296024298
ENTPD6	5.90215500590886
PPP1R2P9	3.55511029664958
ERCC4	3.23456062346376
MMP8	2.93905132505935
HMHA1	5.27756069278633
RAD23A	8.06368571619334
ACY1	4.88546895726461
MT1E	7.72100361861358
PPP5C	4.18252392955655
GPR20	3.52383638435534
RFPL3	2.89218666130628
GHITM	9.35566335581619
SCAMP4	4.08571492468724
NARG1L	4.28896067224545
MYO9A	5.90231640988018
BLMH	4.58180097908096
NDUFB7	7.47358870958964
ADCYAP1	3.47364097625774
SP110	5.20948236997905
MIER2	4.33096432318179
KIAA0513	4.43631822649658
SH3BP2	4.6390084348456
PNMA2	3.920620085669
MAP3K7IP2	5.84074479451735
AGRN	5.4035124332214
CEP290	4.48342242718637
ANXA10	3.79442429502477
RTN2	5.21925760703319
C14orf133	5.46300430534647
PRPS1L1	3.15684010533914
PRPH2	3.40117248937703
KLRA1	2.91426632129168
IRX4	3.19967159606817
GOLGB1	6.98451963605923
GPR97	3.50090374166011
NFKBIL1	4.6633193258853
CHD7	4.68289688418517
APBB3	4.1457418782639
RPS10	9.9045065525166
HIC1	3.52364677839783
TLE3	3.94409496248313
PSMB7	8.41579101643163
IAPP	3.44040753290967
SHQ1	6.32941765836469
API5	4.68341776463751
GP1BB	4.47812933460636
FTHP1	8.53851162655152
TRIM6-TRIM34	3.75056214540702
SLC6A1	4.06148013460634
OCLN	3.94534202463782
NAGLU	4.76198160357139
PTTG3	4.87256169565349
FAM117A	5.77200551720167
SPRY1	5.12912136385209
FLJ10781	6.32810512696959
CDON	3.63238611311097
SH3YL1	7.456452557189
IGKC	6.34271018012348
TREM2	4.62125631049096
MMP14	5.26373368977367
SERPINI1	4.49080400299773
HDHD3	4.79641406686417
DYNC1LI1	5.64267962398119
FASTKD5	4.8420786706771
TDRD3	6.05888405799297
THSD7A	3.79485954434713
NDST3	3.35858574488066
CXCL2	5.14300089045662
DHRS12	3.67132444889890
MAP3K15	7.58731170451903
FBXO9	6.64306237467992
APPL2	4.03487081510669
TNPO1	7.28704948924576
CARD10	4.23095435342796
MRPL13	6.63736017996474
SNX5	5.81868232085494
EEF1D	7.20983632480841
RAB6A	3.87118106808062
SOD1	9.498423290378
C12orf5	4.44634428231969
PACS1	4.58729739587876
PAPOLG	3.26037789661829
CHML	3.40319397533411
SIRT5	5.54086658995478
MSRB2	6.96018651773387
BCR	5.17538340508534
PUS3	5.12171356854322
CAPN2	9.55259968355491
FXYD5	5.56020978505954
TWISTNB	2.89769388986547
UBE1L	5.47999261662401
UBE1C	6.66509710755889
CHD2	3.3455272056836
C15orf2	3.24187364016532
FZD5	4.06439658685861
NR4A1	5.02582727612765
LOC339047	6.73604285299242
TRIM17	4.62821990559192
ZSCAN21	3.09724563928703
RPL15	10.6248167584609
ATP5G3	9.8708594743932
PRC1	6.15297766505353
ADAMTS8	3.44553247160661
ABCB9	3.94072329774108
HOXC4	6.42597278661026
TRAK2	5.22524407093818
STAB1	6.00425527639249
CEACAM5	3.23001457024044
MYT1L	2.91981033753505
RASA2	4.20806612827388
LRRTM2	3.41528104914943
STAG1	6.29502493255995
OSBPL7	3.75079723606428
GIMAP4	6.04339047566641
FUT3	4.11026106404463
DBI	9.100237558898
LPIN2	4.76842362904328
PAPD1	5.33165913944491
APOOL	4.04692448428469
DIABLO	6.705334972958
ARMC9	4.14823155867613
RPS6KA4	4.9930170565027
TRHR	3.03003394331662
SLITRK3	3.41244489744975
TGFBRAP1	4.75088543628464
FAHD2A	5.50357671215793
CNTN1	3.23466016560635
ZNF211	4.55905260973736
BBS4	4.91554380059014
TMEM181	3.12991184500444
PFDN1	6.53213258928568
MINPP1	5.54479184858245
MPHOSPH6	5.40674283951123
RGS11	3.46244173733454
HOXC10	4.25906380085947
ITPKB	5.34801516380025
HS6ST1	3.42737704556606
AKR1D1	3.29408460674497
TNP2	3.39726634930804
MEOX2	3.48112365051761
EML4	4.2395194304246
SGTA	5.26131404127896
ATP6V0C	8.72914751230183
PRPF8	7.66071767673039
PSMD6	6.87632546081565
HIST1H2BI	3.95915313522189
TMC5	4.01866084495523
FKBP3	8.33990571569479
FLJ20273	7.83509385967446
PLEKHB2	6.76907197440707
RPL28	8.1876023213569
NOX3	2.78236349277
ZNF544	6.78289995565394
EPYC	5.06497098293145
ELAC1	3.42671481508687
METT11D1	6.39405323909412
BIN2	4.2878586140766
NACA2	3.73288897620288
RPL18A	11.3980907622744
UBOX5	4.51309300181815
TCERG1	7.58734329749417
MPP6	3.57802538183054
KRT16	3.51447581016584
UBE2O	4.69611717247749
KLF5	6.90951701561004
C9orf31	3.49293491247479
APOLD1	5.2702057712818
UBL5	9.03851531896861
ARHGAP29	8.88251385254171
TNFSF8	3.24764710016249
PDE5A	3.22299619977000
CDR1	3.20548230154702
FBLN2	5.04542989602086
C14orf104	3.51504565218313
HBE1	3.76255996294946
ROBO4	3.91425172020321
C1orf108	5.52137111878558
FOXI1	3.13027235426651
BCKDHA	6.27093502804562
RAB4A	5.52963917845258
C11orf80	4.27359159280699
MYOC	3.63498881087173
GIF	3.99070991900378
TMEM39B	4.57517567072511
RPL3	10.5499220015473
THBS1	6.14141554204217
APOO	6.92261189415758
ATPBD1C	5.43266907134901
FARSA	5.42975406724176
ARMCX1	6.21404855571921
EIF4ENIF1	4.94180102880366
CMAS	3.89409871401029
OR7E24	3.80976106466143
TNFRSF21	5.02044913756918
PLAC1	3.74743496699032
KLHL18	4.44130696950023
LBA1	4.64074438048296
MKL2	6.5076445274436
TBX3	3.30949966848281
TAZ	5.00547344281113
CRIP2	7.17577490540559
DAXX	5.35846555561733
ELMO1	4.26381705853012
RGS13	2.63963989940423
DIO2	3.68646675807800
UNC13A	4.41618287890189
TAF11	6.66896524849168
ORC3L	5.6098148271219
PRX	3.77123525595968
TARBP2	5.08015863057524
CABIN1	5.15074220214628
TRIOBP	6.91928925925262
HIST1H2AC	7.21293329208613
RBM5	5.34956929452949
TUBGCP4	4.38621457812176
NCOA1	5.31521549841188
CDK7	4.80855594194103
SSR2	7.90393497195817
IL25	3.24297548254019
CRELD1	4.24571560627872
GPR6	3.23051275649582
SNCG	4.69765440478966
CHEK2	4.48517458027761
GAL3ST4	5.19095857660194
KBTBD10	3.0803079700741
DRD4	3.06970788637332
GDF11	3.92406012469796
SEMG2	3.08001415674142
MCM2	6.46226323713389
CD247	3.98412740423905
SOX14	3.25563718907555
RBMX2	5.53161062360642
KIAA0922	4.62572478206726
TGS1	4.56492432975513
C16orf57	4.97811864924098
SYF2	7.63313692121409
MCM4	4.32780643977523
PDZD2	4.93306098649876
CEP192	5.03116591676982
IFT88	5.19257140299316
MCC	3.36324848695734
RPL9	11.4911120200535
RAB32	6.47211182728652
P2RX2	3.83296010896970
DDX43	3.26311242652003
HHLA3	4.20826755540695
ID2	7.19562662482949
UBE1	8.48759301684699
SLC24A1	4.24409478096143
ARHGAP5	5.59382056266594
C20orf23	4.04127881033598
CETP	3.28351400774202
ZNF688	4.20335263352133
APOC2	4.18666166465584
PWP1	6.92660637151752
FAM50B	5.39013037415751
PTPN6	6.77730006957728
BAHD1	4.59318308113991
GPR56	5.45598271823012
GRIK3	3.32216898807207
DGCR14	4.93018508298568
CACNB2	3.52162296248947
PDE10A	3.11627002477601
METAP2	4.98778279332478
RHOQ	6.17577201256065
MAP3K4	5.53670040599328
PDHX	7.13068147185667
RPL23AP13	4.31061014693708
MTA1	5.63004599807069
GNG11	7.86092877685035
ZBED4	3.39326933565571
CLCN3	4.41649886939172
CDK2	4.85174961320242
HCG9	3.59276189019729
SLAMF7	4.77970643232088
CDC37	5.53846746015516
ZER1	4.27290737747406
GRK4	3.19459876729130
PRPH	3.78985727341081
PPP2CA	7.17209859979055
LRP12	3.93137776028749
POLR2A	4.30386225258932
SEC14L2	3.70636933116934
OGFOD1	5.21318685703975
DKFZP586H2123	5.64849275811212
MC3R	3.54678886051477
NOL5A	6.08537341910143
PHEX	3.87836295529885
HIST1H2AB	3.73026820266589
C20orf117	4.91839541410488
POLH	4.85454902925195
DDX17	7.28179337591642
CAMTA2	5.29261371590261
PLEKHA2	3.9802295479832
SNAPC2	4.20778843131353
FILIP1L	7.76216241648635
PDE4DIP	4.3005889839582
LRRC1	4.45680395887782
SCN7A	2.881950475169
GAS1	7.0734764034979
DGKA	4.00201285597983
PEG3	3.46095014519215
NADK	5.16326301080369
SGSH	4.99805649142482
CXCL10	8.24359211202928
GALT	5.03726726178914
MCF2	3.06212735371844
ZMYM4	6.16670066280948
ZNF263	5.74236659624198
STK32B	3.51703712678991
KIAA0888	3.56397046061453
TACSTD1	9.51652157227171
ATP6AP2	6.91390745672904
TYR	3.4659243100672
GDPD2	4.06944632552984
ABHD10	6.36186414722973
TACR3	2.87596687193123
SLC35C1	4.39891509571728
KIF1A	3.7558524224802
VCAN	7.31102360081923
