Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G07_491194
LRP1B	3.00147159268420
XAF1	6.35070641677892
PLA2G4C	3.56106776143236
APOA2	3.45299664478425
SPAG6	3.27275235932604
KALRN	3.24450102906825
SECTM1	4.86897982111827
THOC7	8.11213625349652
IFNAR1	4.11209360836329
TCTA	4.96811700306242
NY-REN-7	3.80501799734582
TALDO1	8.17536893687693
B2M	9.90491378036626
LPPR4	3.33504927118341
SQLE	5.23055893044158
SEPHS1	5.7650628702064
EIF5A	5.34736454644285
FAM49A	4.1969211456658
YTHDC2	4.52535651780569
EHD2	5.50447060364925
NCF1	3.90866711404633
SPG7	6.45749711215516
ZNF614	3.68158973143934
HOXA5	3.79468893036343
NUP133	5.77602743995395
FGF12	3.60625733578196
SLMO2	5.71421574634312
INPP5B	4.54519085930394
PPID	4.57965338517603
SNTA1	4.5905944734791
IL20RA	3.88621790789467
UBE2J1	5.24698945050493
CACNG2	3.38789518584426
GCM1	3.33185195553903
ELF1	5.28634723177194
TLR5	4.65848760937862
TCFL5	5.7803386133349
C1orf107	5.50583274997505
C19orf22	6.26465305808231
SAFB2	6.22791466829568
MAP3K7IP1	3.74413353701258
NCK2	7.40153696435997
OXA1L	7.04517506357754
KIAA0652	5.01582081455643
KLRG1	3.76073436102665
FRAG1	6.43206395337035
ZSCAN12	3.3876662049918
PSMD12	5.58782077082509
E2F4	5.23081498578846
CLEC4M	3.56143898878913
KIAA0999	5.14040526550116
CLDN10	4.66415395469065
MGC13053	4.25025157008826
TAC1	2.76461792921464
GYPA	3.54598266008602
HPCAL4	3.29749062065349
TRAIP	4.0488046356508
MEX3D	3.80287002132906
KIAA0232	5.87072432723298
ERCC8	4.66701221941568
NFAT5	6.94719958326628
GPX4	8.0444711655287
CSPG4LYP1	3.41775956482347
KIAA0368	6.12586873110358
FBXO3	4.10177166350629
DVL1	8.20912877461385
CMKLR1	3.81914072689268
GPR157	3.99594342283117
TYMS	4.44013083610555
OR52A1	3.47582766665175
PEF1	5.16404851747012
ZNF750	3.19823609213718
ALG9	4.77642148583241
MCM5	4.38567008808397
SDK2	3.79892283384144
BAIAP3	4.46962952176172
RABGGTB	6.12282673123593
KCNK7	3.44019510344793
PTP4A3	7.51320700113065
ANKRD40	3.91538560230099
CALCOCO2	5.11429153172844
TMSL8	4.14786448868048
SNCA	4.21691189543299
ZNF551	5.14320382265132
HBQ1	3.82420322982703
ARHGAP26	4.7894697662847
GEMIN6	5.41147103293424
HRAS	5.28794369940771
KLRC4	2.80706389806128
BSDC1	5.21397175046641
DSC1	3.74009798523715
RNF43	5.34587245201964
NDUFAF1	4.92808187391384
MAP2K4	4.23624971646188
FOLR2	4.50967643720725
LYZL6	3.95656475215872
EPB41L3	3.26800164688829
TEKT2	4.54430192232254
CDKN2B	3.80255127120678
WSB1	6.14644328788429
ZNF480	3.62485891660723
MAP3K6	4.60469766164954
PROS1	4.18434721814669
PSMB8	5.44526155596923
HN1	4.86258618821052
MAS1	3.94633009873586
APOL1	4.79575104841387
CSHL1	3.64804921898926
ZBTB7C	3.06506074762564
AHCTF1	5.94283277516117
SAE2	8.88949235884224
ITGA2	4.38724824095127
AP2S1	6.0552615801911
P15RS	5.70335550045762
MME	4.16330539854521
VAT1	7.13532883783896
MAST4	7.92819638921899
TUFM	8.24113914433195
KRT33B	3.57650383758178
THEG	3.95741586988152
KCTD2	5.31413761033915
WDR26	7.0686972715624
MFI2	4.11478652854035
KRT34	3.16834755529524
NR4A3	3.68308734922904
SGSM3	4.12599875666951
ARSA	3.70168359530166
TOMM22	4.2666012699811
SOCS3	3.80786429387491
UNKL	4.34158275086196
POP4	7.12815484148222
BHLHB3	7.2637905586745
MALL	4.13601185089340
SOX15	3.6768291393077
CCNA2	3.76826005826838
PARK2	3.43290796443717
GPR124	4.65642180807841
TMEM132A	5.40181387253567
CGRRF1	4.64313935313027
RUVBL2	7.30651761212622
MCAT	4.84720792108848
WNT10B	4.51568432029058
ISCA1	4.85328042552486
RPAP1	4.52408588457034
C12orf48	4.36763897107751
RAI16	4.93121993601396
RPL27	9.37150879900608
EPN1	4.32370530040903
MAGI1	4.01304284657484
GBX2	3.37741588943646
SLC35A1	7.15998771262407
GAL	3.91946130590756
SLC14A2	4.48659765207606
RDH11	5.87252271300343
ZNF518	4.98043178641394
PCYT1B	3.38294178150818
AUH	5.72453414936945
EIF3H	10.5699108734447
KIF1B	6.64600368587945
MBD2	4.58505823455373
AMOTL2	8.66987218348974
C6orf120	4.71097927617083
PIGT	6.47084006137334
PSRC1	4.69623107020728
PLA2G10	3.96362082212725
ALAS1	5.17985443407928
FOXO1	6.01963263451988
C17orf62	5.60099292853377
KIF5C	5.8341400096385
DUSP10	3.90466631565016
CRLF3	6.77038140339753
CLCNKB	3.67775114331094
PSMA5	5.3285381135904
FARS2	4.39026855609139
CCDC28A	5.40277424215758
AMPD3	4.32325175389097
PIAS1	6.36699207810018
ADCYAP1R1	3.53604013788498
TMEM134	6.6455198021493
CDH20	3.09099883808787
FBXO7	6.05317684585764
FLJ14213	3.58455450018657
ZNF3	5.00924448274476
LRRFIP1	7.57903954465295
TMEM49	6.61112377146734
CNOT2	7.1523603603603
CBX2	2.89717574941441
ZC3H14	6.11648452526141
ALDH5A1	5.14458761031978
HNT	4.00596336742415
SERPINA4	3.37162524804948
FLJ20920	5.52552522976582
CRTAP	4.71222712008577
DDX50	6.02343762462602
STYXL1	6.03992206706541
TK2	4.99260059359482
BLVRB	5.43261708297219
STMN1	6.23338884272064
GUCA2A	3.41760416263198
DPP6	5.30229307601747
GALNT10	4.17479755509224
STK39	4.85923495077544
MMP24	4.66223862862003
CKS2	6.34275018699476
RHO	3.79676080696146
BANF1	9.34301176390598
CR1	3.19062361867725
RPS6KA2	6.23165904561421
HMBS	5.70810256385846
C20orf112	3.80031686119649
SLC25A24	4.9915050653369
MRPL22	6.0752295703957
SLC25A15	4.20284303540313
GADD45B	5.58064547500575
TDP1	4.42548804799197
ZNF287	4.11062364954518
DAAM2	4.37655321142444
C11orf57	5.67031565710266
RFK	5.99851984620431
ZFYVE9	4.66188278172439
TCTN3	5.76323384845522
STCH	4.35611354633576
LOC283871	3.56166808805234
NDUFB3	6.05854274673064
DEFB4	3.8854384213901
FPR1	3.81169688927732
FMNL1	4.11767385298348
SEPT7	9.29039661862629
PTCD2	5.61436892720438
GNLY	3.59754612278501
GRAMD1C	4.10474366533482
ZNF165	3.56438211354802
TR2IT1	3.66975315847277
ARMCX3	4.94397946736338
NDE1	5.87443406429909
MAGEF1	6.6818986204444
ITGA10	4.28223100967661
ARHGDIB	7.76905007492037
FSHB	4.08810304117637
ANXA2	9.78143165676412
HLCS	3.84151223351558
MCF2L	5.21803798770154
AK1	4.52624991714032
FH	5.20660050607958
LGALS2	3.75926099697727
SYNPO2L	2.85435479549049
KIAA1045	3.58328044745573
C1orf183	5.42265535904632
MAGEA8	3.15511947324719
DGCR8	5.72132702898066
GSR	4.50802008238914
NEU2	3.69414668827752
HIST1H4B	3.72615255833782
CACNA1C	3.31386756278131
FAM20B	5.806953507849
HES2	3.50821139034868
PDCD6	5.8749301453671
INTS7	4.36316465374514
AMPH	3.97953867250053
UCKL1	6.64322656838555
ASB4	3.42940699693127
C10orf97	5.00071406720478
ALDH1L1	4.36651205392451
CCL23	3.38751646708963
OBSL1	5.80448250936214
SLC12A7	7.36976852112833
THAP4	5.31724353251145
RBM4B	5.77105587898548
OGFRL1	4.34584998848337
KIAA0831	7.04416796008173
C12orf11	6.31241145108312
PPP1R15A	5.18745794690938
KIAA0240	5.869096582643
CD1B	3.56737333218015
FCGR2A	3.97590926425892
MDC1	4.47534182936679
MAN1A1	3.69171029847854
KRT9	3.29685166901440
HTR1A	3.83339537360278
OCEL1	6.30128546132454
ATP11B	4.94119826857228
NLGN4X	3.87214053331949
FBXO34	6.57012021286363
ALOX12	3.65440090439121
RB1CC1	8.57700070600412
PCDH12	4.27190209679876
RPE	4.21825266344136
EIF4E	4.82163756306312
CSDC2	3.99565994561097
ABHD5	3.9950792773124
TMBIM1	5.24719551443847
PET112L	4.31633664283755
P2RXL1	3.48271626819143
F2RL2	3.58477560080138
TRMT1	6.75584009887966
IMPG2	3.898312331018
LRRC32	5.31690047822805
BGLAP	4.81529562895449
HTR4	3.72499380897348
MRAS	4.4669451099295
TRAF6	4.72164932395583
AXL	4.91675665513227
ATP2C2	3.44348070915336
LMNB1	5.36693833506991
TELO2	5.14826647590389
PNPLA3	3.95547236755661
CSNK1E	6.58287794158268
SRP14	8.5595327687093
KCNQ4	3.4485033934395
PIK3C2B	5.58725584278293
C15orf15	6.29009508433286
TUBB2B	3.14959797619236
USP15	5.02608233968337
C12orf41	6.54113278250138
CEND1	3.93808553947262
RNF31	4.40408844364371
TCEAL2	4.4062961074684
PTGER2	4.13956399855701
UBN1	6.85081224638484
SLC5A7	3.22994696903286
SLC31A1	4.71134842776086
ADAM29	3.62918850506107
ST7L	4.52127166315967
GFOD1	5.70888612210635
CTNNA1	7.64711417991025
HRBL	3.86589219545004
CBX4	3.70496259119128
NTRK2	3.82184802420779
FOXN3	5.32392652439423
MFGE8	6.15294719279912
PFKFB2	3.67419582483514
TAS2R4	3.99467074569783
SH3TC2	3.6068493171665
IL10	3.60043506428931
PXMP4	5.3201952581382
RNF167	5.7372762301818
PRMT5	4.69213550816469
TSKU	5.31071109496811
ATPIF1	7.55168549969197
ETV3	3.12231252363162
PAK7	3.36846556392197
PDLIM1	8.50562562088646
CEP63	4.49337344710531
WDFY3	4.45578009370169
RNF126	4.62848614615801
DPM1	6.21770304749554
CLIC4	5.02513499895428
ACR	4.22268009505938
KLK7	5.43544746746685
ALOX5AP	4.3403202329728
LRP1	5.02794664979644
TNK1	5.00403954329226
TAS2R9	3.60760066278385
ZNF16	6.47743280865115
POLR1B	6.43035504966133
SLC8A2	4.2391264940865
OLFM4	3.03601996915837
TACC1	4.70818383373405
SAMHD1	4.8987207573441
ATP13A2	5.46620668620465
KRT4	3.99915678066444
PAX6	3.91644788774073
SCG2	3.56271954348583
SLC17A6	3.7058964230951
TUBB4	4.33484215515692
PADI4	3.16011593069566
FMO3	3.32915250962242
NLK	4.16718933752295
POU4F3	3.47062238564357
MDM2	3.63047766417102
CAPNS1	8.87929867826124
SDF4	6.69384158035602
ITGBL1	3.92593250670167
TAP2	3.8721518085058
OR2C1	3.7790188514027
KLHDC3	5.98319159810621
EFHD2	5.56968632402282
GALR3	3.77517430941202
NBEA	2.93490652755879
ABCA6	3.04126326701675
ABBA-1	4.35282095783633
GNAI1	4.49368348114862
CLDN3	6.72394606692657
AKT2	3.84364938669511
EGFR	5.07571008186792
VPS4B	5.39029217561026
RBM16	7.00827746711621
GALNT6	5.63575896492981
ZDHHC3	4.48397945703057
SLC25A4	4.06329369089923
CYB5B	4.55909171470719
NDRG1	7.25787738636437
SESN1	4.7097596902685
GBE1	6.59974012580711
MRPL46	4.41780578312384
CLASP1	6.2727984821686
FARP2	5.44535792945927
ACOT11	4.14562248188582
LDHAL6B	2.95304820789872
MAPKAPK3	5.63316486516237
NCAM2	2.97858443616991
AFAP1	4.52095180093819
PRKD2	6.20669901562647
OR2H2	3.66338904151584
ZFP36L1	8.61106375722959
DZIP1	4.34589694499492
GPR161	4.0627861380665
RNF146	3.30653082311306
NKX3-1	4.23498666239593
CCNB2	4.59429680876886
ZNF10	4.78916048181032
WDR74	5.56375499100397
FAM134A	7.81588016947592
PCNP	7.79023314043377
PURA	5.87657015335682
DNPEP	7.6554602991794
ERBB2	5.16103897992181
CREB1	5.25541993685825
NEO1	6.32145100493034
DDX3Y	3.62878359212782
RPS3A	11.8674590811563
MXRA7	8.51931686773532
LGALS3	10.4852756956423
GLT8D1	6.12691081265486
TMPRSS3	6.78908225457486
UPB1	3.51300044606789
LAT	4.48527151847718
CLDN14	3.52974318147218
DHX38	4.55464798322407
KCNA3	3.57256967005174
BTBD1	7.262882250492
TARS2	5.17486291520397
SKIV2L2	5.8462883559519
ABCF1	6.26025354836482
CDT1	2.70977314991414
ZHX2	6.89110681770373
FCF1	4.41035921741812
LRRC49	4.20056385202058
GUCY1B2	4.09273246592324
CD28	3.47598681452186
SMARCA4	6.44812538192843
SEPT2	8.44869078689811
SOHLH2	3.82776513248377
MCOLN3	4.00120200182331
LRP8	4.30410854905223
TAGLN3	4.21339113061669
MASP2	3.69235775118607
GPATCH3	4.14792300884445
TTRAP	5.53657769582909
AGL	5.80366722908971
NFE2L3	3.90061266000183
PSD4	3.59496078431612
PALMD	5.61403849229555
CCNB1IP1	8.3293512730875
TMEM43	6.51843609278465
OBFC1	4.74289922825136
STAT5B	4.52834965704083
C14orf79	4.90268313649455
ENPEP	3.97933133660119
SSB	6.90778004495128
SCT	3.27049609242931
TIMM23	4.52145822669539
SKI	3.79168694989353
SLC22A13	3.28285582920185
AKAP3	4.3996930702422
OAS2	4.56650911144295
KIAA0423	5.37227405337855
SEC61G	6.93939385624958
CAPN11	3.05296200634887
TMEM50B	5.07426381986949
DEGS1	6.50290935845346
ARHGEF4	3.94287008248803
DBNDD1	4.52296255427074
TBL1XR1	3.82015012992055
FAIM	4.66483732195664
SP140	3.32453368546436
G6PD	4.71441333676547
NUDC	5.82671828402788
GABRP	5.2392452458659
SCARA3	4.9660280886801
TACSTD2	5.83545378837258
EIF3J	5.50375514662931
PPP2R2A	5.70885182074036
CPA3	3.65404650690967
PVALB	3.12518925543049
BCAT2	4.77384528626531
MFN1	4.65799645095234
F10	3.24163103168367
