Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_A11_297970
Composite Element REF	Signal
ETNK1	6.09097267974605
CD69	3.94391402794445
LTA	3.19464204761955
TTPA	3.04242955349407
MYOZ1	3.84224137348897
IFNB1	3.43676452671098
CLNS1A	7.78050752862653
SC65	4.94275332612802
CXorf45	4.92752760707613
ZXDB	3.16699541934313
PEX5L	3.26420060733359
EPS15L1	6.00823933389652
GPA33	3.50234575019376
MGEA5	6.0944609524596
HIST1H3A	2.90229460207482
BCAT1	4.85353657695116
ING1	4.65702868370757
SLC2A9	5.9573131280752
ORC6L	6.25326884467775
PRAMEF12	3.52054351105750
KLK11	9.39439426382499
C19orf28	6.36422925436932
MAGEB1	2.93097604101121
MED22	4.99271139708332
ETV6	3.92478831542328
CEBPB	10.0039244610125
KRT85	3.64416390958958
CRYGA	3.23720295718272
HMGA1	5.32827198124054
CAPN7	5.88991006453971
MGC5566	3.88451021345991
GEM	4.42544425217103
NANOS1	4.84909007263998
RANBP2	6.14270539630645
APITD1	8.08973914693759
LIG3	3.93333650026359
IRAK4	3.8149398247011
PARD3	5.75019113531015
SERPINI2	4.02215646526712
TTC9	3.48864444688004
MLPH	5.4225393642285
RETSAT	5.14056597127415
NRG1	3.35628323842178
CAST	7.11721631571996
TBC1D9	5.47321845378624
TTK	7.38743758222548
ZNF557	3.51414721211616
DDX41	6.84680501408615
TGFBI	8.71855200245455
PGM3	5.42686156302559
PSMB10	7.95363476097566
UBE2D2	8.07716581822704
GABARAPL2	9.94984336011392
DGCR2	5.25528867646239
UNC45A	4.79877039620052
CISH	5.7324117436893
OGDHL	5.67542106741524
SPINT2	10.0922317787609
CASK	5.41480315388503
GIT2	4.4687788923013
CLDN18	3.29350630916116
RNF128	3.28217132730492
NCAPG	6.49200473883947
ABHD6	4.00111676695281
ATP6V0E1	7.93668493091716
C14orf161	3.08792991098197
UTP11L	7.96314629661825
GCNT1	4.17081185353554
DUSP9	3.34203016488061
TM4SF5	4.23192281374903
SUCLA2	6.31801272671604
NANS	7.25205266968608
OLFML1	4.16367132497551
ATP10B	4.44298410690448
SCNM1	6.84884926825879
NPAS3	5.25970634614645
AMD1	7.70132729887493
GGA2	4.71816900839086
PRKCA	3.79336814574485
TRIB2	4.88436096649488
SDCCAG3	5.94867699548066
TTC1	7.69209133222102
GHSR	3.00148499359236
ATP8B1	3.71560270996079
HIPK1	5.43965793311126
C1orf78	4.38630076691363
CLN3	5.24459335542833
STX4	6.63348740116256
WAPAL	5.17721953711615
TUBB1	3.2239619163231
SCN5A	4.02122111688036
ZNF192	3.24445254084619
SEC22A	5.03435601679915
DPY19L1	4.44892187617921
C11orf9	3.66636791832722
GRIA2	3.97533187446886
VDAC2	10.7402058893471
C8orf44	3.83092761927673
ZPBP	3.2694259213397
NUSAP1	8.25667531237838
LANCL1	5.77029045460139
FGF23	3.84564404346863
PCNT	6.07257031851853
BCKDHB	5.62593932842754
IFNA8	3.16645565040062
BET1	8.1698666025958
SPRR1B	3.16588731885822
FLRT1	3.51774434715936
HDAC6	4.24470686810628
SNX17	7.46740840757325
N4BP3	3.19908204514741
PLSCR3	6.6129183156096
TTC30A	4.75834380249182
CRISP1	3.21615835916076
KRT32	3.56423323878923
GHRH	3.14826476885907
IL11RA	5.8426617640107
GDF3	3.24377542275208
RPS6KB1	4.58705069260498
POLR3B	5.57554663282808
TOP1	8.00143396639205
DNAJC10	6.26351349860507
CRCT1	3.03545842776209
ADIPOQ	3.8043172644485
MPST	5.34994137301346
DPM2	6.26495451768444
FAM38B	4.26560860864674
RIT2	3.08725240007126
SLC18A1	3.24680292422573
RPS17	11.4956419470391
ABCA3	4.72369708248567
CD44	4.89928066794248
FARP1	4.98700841270734
KCNMA1	4.29860800067325
PAX7	3.33782358446926
TUBD1	4.34626496615754
NARG2	5.87883421279555
GNL3	8.00282239642646
BTG2	4.77266866408092
ITGA5	5.83296397084344
NDUFS6	9.2821406365933
MEFV	3.47769676240025
TUT1	3.61241195543140
ERAL1	5.24730809812027
ECHS1	9.4874065609312
NMBR	3.17108240069984
VPS4A	6.157376389576
ABCB7	6.89588512916113
CYP11A1	3.20643998519175
PFKP	9.14700410802713
C9orf91	4.26801464402060
ABCC6	3.72254834448467
LRRC41	6.51796872045140
ATP5F1	11.3456978767819
GFOD2	3.97933473865067
MOSC1	5.08147693654752
NCF4	3.63321066101833
HYMAI	3.44878806563243
SLC25A3	11.0293913726109
NAGPA	4.06522234287803
MTHFD2L	4.52801478179152
ZNF646	4.09008931510907
RAB1B	7.01394808276426
IFT122	6.07162013298723
GALNT3	7.89911136194499
LDB3	3.58371715295095
GARNL1	4.89883310735292
ALDOAP2	3.30545616605246
LRRC6	5.81922738065577
NTRK1	3.54913988288372
ARTS-1	4.39739457874592
UBAC1	7.79656071383663
SLC6A11	3.28802258198689
NAP1L2	3.55185843441755
EPB41L4B	6.27117774671524
RPL19	10.8510254547988
CNGB1	3.36448001955139
LOC643641	5.83654102955806
FAM134B	4.07520524677565
WISP2	3.15232445882769
NTSR1	3.93469078720765
HS3ST3A1	4.89475838037861
GPSM2	6.14631369344327
PRKCG	3.42711497832818
CHORDC1	6.58267963228329
MON1B	4.58476034961675
TRIB3	5.61771787657402
SLC2A5	4.11037561649920
C2orf49	6.37691336341981
DDX5	9.4406015565943
ZNF446	4.44261578226067
MLF1IP	9.07746428695334
SLC26A1	3.16781579387638
RGN	4.54900682411014
COL4A5	7.32444770940443
CCNB1	9.68305178623694
CCDC28B	3.75063758301804
RP11-35N6.1	2.93143664686495
KCNK3	3.01811390429620
ZFP161	4.59402976572254
FGR	3.77652399643697
COX15	5.20974739810776
EPN2	4.46160983790768
AQP9	5.51058345953364
XK	5.05555402355921
SLC15A2	3.8497969765137
MREG	5.55587245663712
HEPH	4.20290504537922
THRAP3	4.11750344285946
MET	4.31851440009779
PDLIM2	4.60587215201917
ING3	6.76330700522869
PHYHIP	3.67709398136394
CCT8L2	3.58315107461434
ADAM7	3.2494518861773
COPS7A	7.11001711188919
WSCD1	3.76578333092562
SLC12A8	5.49162119921783
RNF185	3.52933892148632
TNS3	10.3776237343991
IGSF3	5.635623475963
SRPK1	6.52250239321419
MED13L	5.13950654351384
LOC93432	3.54026475704068
C7orf44	7.54972568919882
PTCD3	6.73198302097585
RPL7A	12.6522156518695
TEAD1	6.09439474592668
ARL6IP1	9.98792978067717
CTAGE5	4.85753021155515
SLC25A14	5.40729383039889
LEP	3.58013594079267
PCDH21	3.91047539317111
CACNG5	3.32554345193995
ECH1	6.7336572258687
MAPKAPK2	4.83418949689657
ATXN10	7.76364669991816
LHFPL2	5.85815662023695
CCL22	4.25235792853395
ACTR8	4.26062081863413
PTPN22	3.26605189395095
CYP2F1	3.09318316156544
ITGA3	4.71604815814732
RABGGTA	4.38459788057324
KIAA1033	5.14673102672464
ZNF510	3.37151278714246
SLC26A10	3.19078364876419
STX8	6.59879424482423
RUNX3	5.63380011129018
EFNB1	3.79243981817801
EIF4G3	6.57454040458394
ACSM3	3.94614837317456
C5AR1	4.48429581914749
SIGLEC8	3.4631878287708
ASCC3L1	7.8952020283177
ZNF623	5.98788807074386
A2M	10.7123152957878
NOL8	6.47506915449285
GRPEL1	7.51881701171906
LMNB2	4.49157948802898
ROCK2	3.98203265347083
SNX16	4.24744631626321
Magmas	5.13811162003773
ANXA3	7.11727292122998
C11orf2	6.88208644112407
VKORC1	7.0923248642337
TRPM6	3.18476004964291
KIAA1609	3.97921130018194
FOXK2	5.63956251320658
FEV	3.67158695614125
EED	5.0462858967407
RNF32	3.14602991244378
PDCD5	6.69214540764846
SLC8A1	3.31130526946973
HES1	5.82636257040046
DGUOK	7.20627035318306
CLDN16	5.92531664882494
CLC	3.4393659997875
ISL1	3.65581707858183
C1QTNF3	4.79913594273855
GAGE1	3.27754593687269
KIAA0528	7.29962978267358
VGLL3	3.27519214012672
MANEA	4.29056521970608
C1orf61	4.02432807774164
SUPT4H1	6.49036725744377
CD1A	3.98581492970769
ASAHL	4.80859197869686
TRAF5	5.38076555965301
RAPGEF6	5.13726119547896
WHSC1	5.70709610137283
NEIL1	3.49910416046510
KIAA0020	6.31070125007263
C16orf45	4.52215837364268
GFPT2	4.09329682106025
RBM10	6.30128504261776
MRS2L	5.7723380349571
DNAH17	3.66493245555782
STARD5	3.83299911341941
C19orf10	6.74155215869661
SIP1	5.31629230550857
DNAJC15	6.03342014478464
C1orf160	5.97671164643129
SLFN12	4.71258734684446
STAU2	4.96714277559518
FAM98A	8.04272427540151
EXOC3	4.7540576702014
RAD23B	8.07195574691449
HIST3H3	3.83232391726205
NCOR2	4.27311774277336
TNFRSF9	3.44407625459965
KLK8	9.75989468323892
NOL1	7.19796009475787
ALX1	3.68479130993800
CCNE1	7.72719371299412
PKDREJ	3.59795194339433
TIAL1	5.48406122846991
WHSC1L1	3.83171353533860
HIST1H1E	4.91119455896858
SMUG1	4.49891395327836
TM4SF4	3.33223914971129
NPY6R	3.40264011511043
UFM1	8.167405435211
AP3M2	5.93338873296503
USP14	7.08203921197186
CORO2A	4.30516848123203
ETNK2	3.64922141561388
APOE	5.74334310931861
ANGPT4	3.64544844799682
DSTN	10.6749459825439
SFRS14	5.39243626608511
FRS2	3.33445088516166
NR2E3	3.46188469370596
ST8SIA4	3.65007607428636
GMPR	5.19872154549197
TUBB2C	9.45261088629048
LOC730092	4.07879580370611
ORM1	3.32643853948913
HSPD1	11.1995071571582
C5orf13	7.47833489368618
F2RL1	5.11330707002064
PLEKHA9	4.85471736938904
ZNF232	5.11618164510691
SLC6A7	3.31636523347659
ADH5	7.53836065003701
SHBG	3.53146284970724
DSCR6	3.46496459009460
CROCCL2	3.80153490210723
CDIPT	8.04771537476305
SLC16A5	4.67657382512997
TUBB	10.6941905887413
GAS2L1	5.36422230660469
TOR3A	5.3553899477015
PREP	4.63620010145224
RFX3	3.60829092356018
CHMP1B	6.75597728211606
COPS4	9.22218126032648
MYH6	3.35741749952583
BCHE	3.36542590835227
MAP3K13	3.38140974021723
LCMT1	7.72110033634451
EIF1AX	7.50112564557304
SLC24A5	3.24214558079109
BCL2	3.83520616629506
HBZ	3.56436385395497
HCRTR2	3.6737908447926
TJAP1	5.63945564498541
MAPBPIP	7.63452082675905
TMEM156	3.35693776997536
MYO15B	3.53709549738097
ZNF239	6.11442260486113
KIAA1324	3.51570910088276
PLCL2	4.58931122857761
C4orf29	3.79485934608577
SNX19	5.53825525314488
NAALADL1	3.37668832863211
DUSP5	3.64877996528301
GKN1	3.71188003336221
PXDN	5.80566506312885
FCN1	4.19041036832932
SLMO1	3.82502048458163
TNXB	4.35257543122446
C1QL1	3.56926180927739
BIRC7	3.58551239642654
A4GALT	4.72652231767264
TIMM22	5.01598036606771
ABHD9	3.10456852179047
TOMM34	6.04622027355729
ZNF35	4.51671884862883
LIMD1	3.31810198409198
CARD8	4.74607654185959
KIAA0286	3.90283887050068
CD6	4.01386547135702
RSRC1	6.93776550227676
TOX3	3.20442368170326
C16orf35	4.04278805431455
CRHBP	3.40673868812207
PTRF	5.33608399681291
FBXO24	3.22040740847187
CHST11	3.39474711207802
THRB	4.19285565532957
RNF39	4.06313681802589
MYBPC1	3.98832722191594
PSMD11	7.36848741163644
ALAD	4.545210306046
AQP2	3.60987309025801
EN1	3.30180609896194
GSTM4	4.92655515943153
ZNF187	4.71912985507281
CDC42BPA	6.57061245205885
F7	3.16587842731976
CNOT1	6.09837928042792
SLC13A4	3.60003969952339
ZBTB11	6.37209998636545
B3GALT5	3.05218029085677
LUC7L2	7.15548068749871
SPTBN1	4.38342111739162
EXOC2	4.4645302954252
LSM4	7.3649736737988
IRS1	3.5428002143465
TMEM1	4.76894349940112
MRPL34	8.09785515845534
SAMM50	8.25757933547532
CDC42EP3	4.79596640929941
HSF2	4.30085524581371
SRP72	7.59500200222577
MFN2	6.86380392348037
TSPAN7	4.67878279220927
SGK269	4.47222737552733
NUCB1	6.61169417617268
RHOH	3.75509498749583
MTX1	7.42367966057715
CENTA1	4.54091919406326
ATR	6.52524120401786
IGLV3-25	4.82797867381855
DDX49	5.88250424394051
TACR1	3.61078696132614
SFRS5	6.45112984724971
THAP1	5.56368797013611
RHBDF1	4.27135687341269
RASIP1	4.14037624293869
DPYD	5.81540596909508
MYO5C	6.78955155437457
DOHH	3.52551626893263
POF1B	3.40488104065078
MAPK10	4.03720390875628
ZNF552	5.43941977474259
USP32	5.15435443207989
MED27	7.77665701843896
NCAM1	4.06263266819146
LOC171220	4.93237922630698
PRDX4	10.9620519999020
AGT	3.8696356346954
SLC22A14	3.60302749118844
DAPP1	4.99266792371811
PILRA	3.93213877201082
ATF7	3.96950245958114
ABCF2	4.80585750305131
KIAA0748	3.25428733293045
C17orf85	4.37261681098136
TKTL1	3.28880582096489
FGF1	3.79279575430364
IL6R	4.53934567942207
CHRNB2	3.63028034712259
COL7A1	4.11692706970729
NFIL3	7.28129617379689
LRRC48	3.32302836418681
TM6SF1	3.82555675061447
SPG20	6.38741720293449
COX10	4.55820289471273
DNAJA3	6.75357127286055
ECEL1	3.57473094451684
GCA	6.33651037348392
GLG1	7.08078028867556
CIITA	3.98682445031436
CLDN6	3.40590544416492
EPHA4	6.9755217686819
FANCC	4.07117541837117
MUTYH	6.20434024227004
L2HGDH	3.76438578882897
GPATCH2	5.11875782408847
PSG3	2.93792880642346
ZNF227	3.72628292569192
MRPL15	9.82220611705772
NQO2	6.37698501221491
C21orf59	7.62196744945957
ZBTB20	6.13094629949336
NEU1	5.68887787218953
QRICH1	6.87439485076901
C2orf34	4.46559592227658
UBE2L6	9.51018888855642
HP1BP3	5.46941029691671
MED14	4.56985572419294
TSN	6.34828848692576
TPBG	7.75884973419602
SPRY2	4.1149772698447
LZTFL1	5.27714292857885
OSR2	5.07730829543642
KLHL7	3.98081622277288
XPC	6.0404154846763
GMFB	7.9945984164725
PBEF1	8.13221227653932
CCR3	3.17423859759304
AGTPBP1	6.26519323586542
TMEM8	4.88451757292953
PCSK6	3.46853443146948
STAT5A	3.81508000641275
FAM18B	5.26664001296972
PTPN2	6.10368688304285
SF3A3	7.22953792149378
EFCBP2	3.41049793391463
HCFC1	5.46149343611639
NFYA	3.72361907726538
PBLD	5.26643956753005
PIGF	6.06511302558821
AHNAK	5.88105373083821
ACTR5	4.08129455623968
KIF14	4.56797185332121
PTGER1	4.28385379129662
NOS2A	3.01367314730291
TENC1	4.62149354481567
YIPF2	4.9669590778623
ETV2	3.24978778137566
KIAA1012	7.39074480833747
C17orf53	3.71892152042989
AHR	5.91032029835526
PTPRH	3.47239597009072
ATP10A	4.25331891323281
ATP6V1C1	5.87531880591195
DPH4	6.2313136282965
TAS2R3	3.50646642875081
C5orf5	6.36726556310007
KCNA4	3.81237583214653
COQ10B	7.78358638914122
NMNAT2	3.94902384141169
PSMF1	7.7540038267751
SORBS2	3.35090938004275
NFE2L2	8.83089435991201
SH3PXD2A	3.50827172811517
NRF1	3.91547277307184
SPINK5	4.07285796650573
SH2D2A	4.56140251133749
PRDM12	3.27513813496448
RBBP6	6.41461556414205
OPA3	3.60490721585556
PAQR4	4.53178348320138
IFI27	11.0876261548250
SKAP2	4.38500476007007
TJP3	4.92357303945121
C9orf61	3.71523045524328
MT1G	10.3577968200248
HS1BP3	5.03186523208593
IDS	4.80035616570895
PARG	4.66570218864984
OR2B2	3.02972111755635
DYRK4	6.69067176617086
MICALL1	5.19826802107171
GALR2	3.01274250914550
CHRM4	3.38477229036916
RIC3	3.07053060881597
GPBP1L1	7.57220580740244
ART1	3.38022720133763
TBX21	3.60810408811194
DUS4L	5.529756047304
KCNJ6	3.47910156203568
TNFAIP6	5.20162096989075
CCT4	10.6950192383878
RTEL1	3.64808367990757
CASP5	3.91841370409099
CHMP6	3.90266804973194
BRD4	4.97634945397804
NDUFA13	10.1521016017443
CYP19A1	3.3429042369923
CD151	6.76931012247539
DOK4	3.65549174472847
FAM26B	5.3229818947824
ARFRP1	4.25690777611129
MRPL41	4.09232228308839
CRYBA1	3.54584436192871
HRH2	3.5288304868584
KIF25	3.65059973555089
MTMR6	5.96917534927774
SCAMP3	6.12447932665272
MTG1	4.88832975786919
UBTD1	3.45378216741099
SOX9	7.1516012860238
CRABP1	3.70793769406275
FLJ33790	3.68429554154868
FAU	10.8351997076963
DTNB	4.03961388815908
CARD9	4.63121203303777
PACSIN3	3.90138758394257
OMD	3.45669393574148
HOXB8	3.49655076283997
NSBP1	4.27288161344474
SLC4A5	3.38350061768429
FBXO46	6.01001923428184
UGCGL2	4.78708542755524
SVIL	5.25157631375971
OAS1	6.55989622470373
PHB2	11.2641267126566
NDRG2	4.11502888159937
ERMAP	5.26614585465563
GRIP1	3.16326331796572
APBA2	4.12294518627554
TCF21	3.46705186570351
JPH2	3.46377330082289
DLST	5.97908610621244
SLA	4.77623893667314
AMELX	3.17864600906369
WNT6	3.35348742664490
ATP2B2	4.59171556410915
CPVL	5.36078534383342
RGS20	2.98380246304209
TRAM2	5.96305666609913
ZNRF4	4.21392845303909
ZNF419	4.49862001377902
LXN	8.39333114177392
TLK1	4.50127619511342
UPK3B	6.0869358711102
MTMR12	4.11921582286992
KLHL21	6.99107215861281
ZNF384	4.95086314509607
PI15	3.37324193459746
RER1	7.2905157241845
ELAVL2	3.29809180256102
KLF2	5.03767748076206
RPN1	8.27030202862734
PMVK	6.36242866449672
EIF3D	9.28714843481502
SIX2	3.76113788228163
HPS1	4.03956686919387
RNF7	6.5773435365267
TFE3	5.28134287337569
C11orf17	5.28215209264958
SNRPC	7.94625387675407
KCTD13	4.04641696761594
DLGAP1	3.28764207463083
PGLYRP1	3.86633527990181
IL8	3.71079350908368
IRF7	6.5698362592478
SERPINB13	3.18174917890831
SET	9.95839279139476
NAB2	4.2503292151802
MGC40069	4.06539608278861
BLR1	3.67668346620984
LRP5L	3.51136443528216
FAM120A	6.34605701867659
ASCL2	3.66211071209195
PCDHGA10	4.12107119342665
SHH	3.43770420306629
SH2B1	4.43565296769797
ATP5H	10.7419853486291
THPO	3.42934058691424
HIST1H3E	3.10677202125470
TYRP1	3.3795189046548
EIF2S1	7.00661234697326
RFNG	4.66813924381047
RAB20	6.15428767257306
TNFRSF17	3.72945499542517
RBM7	7.58534837817979
TMPRSS4	4.771570973594
NKX2-8	3.63632756987673
C1orf115	5.01794796419519
TAF9	8.35698194989397
TERF2	6.27668145936853
TNFRSF1A	7.80223748052871
ACADVL	6.90538461770328
ISCU	8.70933974934567
KIAA0841	4.52476216477221
GTF2H5	8.93398864302829
EDG8	3.00826276115089
RAB15	4.24784597325938
HBP1	5.7441453449539
TNNT2	3.82439729205732
CECR5	6.5241153050498
JRK	4.38053676540173
PHGDH	6.61312960262999
XPO4	4.92345779385281
ARHGAP25	4.31978704276682
CA9	4.63209562335995
TLX1	3.4891208020061
GPS1	4.38444400306546
RPS29	11.6763129771370
MKLN1	6.35719987540959
ATP6V0A2	3.76712525512552
EMR2	3.70280299269729
KIAA0319L	4.95993854160008
DOPEY2	3.80588219568211
SLC29A3	6.16074454228375
LGALS4	4.06254489320983
SDHD	9.30961304443473
USH2A	2.99491291000098
NF1	4.20469053607801
IMPAD1	6.279066846285
APOBEC3A	4.48260574191606
OLR1	3.8242850149904
HCFC1R1	6.38756616233946
TAOK2	3.87286337635103
NRAP	4.08006524486315
PPFIBP1	4.76241894331917
LYPD3	3.81992880185489
BCL7A	3.76244043677719
AGER	3.47719586378221
MCM10	4.43984749327435
MAP4K3	4.95717981853308
PFTK1	5.23988662789555
CBS	7.73549332523985
CLK3	5.75044908382355
KIAA0753	5.23904241483061
GABRE	3.98219215498675
FIS1	7.9251169501317
ELF4	7.80350405861087
C11orf49	7.02145107125796
CLIP2	3.9865172155304
CLPS	3.96522714042446
PPCDC	3.96035446309703
KDELR1	6.66570988607548
NT5E	4.74534227133152
FOXN2	3.57823850040914
NCSTN	6.32173752552436
PARP4	7.77810551148645
CD83	5.53336561937016
NPY	4.43610977021417
IL18	3.47733917189897
BEGAIN	3.33023045920313
VPS16	6.56806280494293
SLC16A2	4.91054163507875
SLC35B1	6.98210753083264
C4orf20	7.29158751297168
IGFBP2	10.3497096618492
NOTCH2	6.55330304885245
SIGLEC1	4.47333279852324
SLC9A2	3.77495521899134
CD93	5.70488905288897
CEP164	3.95041599875965
P53AIP1	3.53430585126875
ADD1	6.58724519675587
ZNF136	4.21233562833736
ANP32A	4.40123499966715
MGP	7.0725029361684
DNAJC1	5.73138895545301
CCDC144A	2.98071208384193
ACLY	6.61381733614857
TRPC1	3.96300232047426
CYP4F12	3.89206813955076
FKBP5	4.38324192902596
SMS	7.2535718266652
MAPK7	4.08617996839662
RRAGC	7.77215849294414
PARD6A	4.19095691933177
CCDC85B	4.03774751466459
SYNGR4	3.23638870609731
WIF1	3.4647945017313
GCH1	6.8492494091908
STRN3	4.68656047608423
TMOD2	2.91101951142329
FLI1	3.62116071258974
DGKQ	4.06616327970808
MAB21L2	3.15166429944057
SCNN1B	3.00177119352687
ECHDC3	6.04080993011206
TMEM106C	8.49674115994308
CSNK2A2	5.178477180354
GPRIN2	4.16453379472497
CPA4	4.11470870011481
RPL39	12.6746406652163
HERC3	3.66196887124541
MELK	7.55809987201567
IL15RA	5.45869834845469
HMBOX1	7.15705498229179
CUL3	5.50868543937066
PODXL	6.538503693277
CCT6B	4.65905702176313
GPX2	3.60292909237477
ITK	3.70472571481467
CLIC5	7.70223632043339
RABAC1	9.50745483806321
YPEL1	5.14238693633089
DNAJC4	3.85389298106098
NR1D2	6.93844436351382
KIAA0776	6.40665916076722
FBXL5	7.74894736651867
C13orf27	5.24788783016406
DEFA5	3.09947832192967
TRHDE	3.6907177969725
ZNF536	3.30198104461437
MEF2B	3.99507289219909
UQCRQ	10.4234102522879
ITGB2	6.57356271219775
PTPN4	6.51837581842388
STX5	4.12849754020071
CD72	3.75020729039562
ERH	9.39903770084348
XRCC1	4.76909801115224
VEGFA	6.79555953447722
MPHOSPH1	4.47657391458785
MORC1	3.03712027178829
PARVB	3.95480777328703
ELL	3.54352795975104
SETBP1	4.01213363118609
CDH11	6.56545611529551
NDC80	5.9006930820913
GIMAP6	5.09107989364139
AREG	4.64573384343456
BAT2D1	6.617911988268
CDS2	5.99175312359125
LIPT1	6.35319475684518
SENP3	4.20182913051546
IL1F9	3.44288226081823
GRIN2A	3.63680956868332
MAN2C1	4.0503603413336
NSUN5	5.88754787931076
SF3B5	8.90837750196993
CEP72	4.54174311416022
MYC	8.62159157984365
NRXN1	3.07926796639634
DECR2	5.06455430955815
SLC37A1	5.24647619149353
SUPT16H	6.62776730627222
MUS81	5.2776861119591
PHYH	8.17114655464057
ULBP1	3.33529520841127
OIP5	5.17368491257853
IL10RB	6.00330910386119
OTUB2	3.53460994422295
NELL2	4.57780520303718
MAPK8IP2	3.74056269794858
ARHGAP10	4.81296312296032
POU3F2	3.70643826202271
RPLP2	8.02708357706426
FGF22	3.54936013165664
PSCD4	3.57642552685544
TRAPPC6A	5.81402439851776
C21orf2	3.71984657225164
CEMP1	3.26451819678564
IL1RAPL1	3.10404488374237
LIN7B	3.58383821346251
VCP	7.97481725884901
NKX2-1	3.19902032009349
BGN	5.2941813879164
LAMA3	6.1140552522568
APOBEC3F	3.38503610439326
COCH	4.35556389180015
SCGB1D2	5.42110225689187
SP4	3.47276519773513
SLC11A1	3.85110964246724
ICAM2	4.03775053040223
C21orf25	6.82063202446006
SH3GL1	5.7143078886926
RALB	6.3809362070281
GSK3B	6.37708009698803
GNGT1	3.03184740005547
GPD1L	7.38552382913552
VPS37B	5.329770612487
TNFAIP3	5.90751363445976
C6orf32	3.76222275002171
ATG3	9.27433691570263
KLHDC2	8.7704613569714
NDUFV2	8.92793670569542
PANK3	5.07632615587677
BLK	3.29132122144626
MATN4	3.07933975415389
GPM6A	4.95841261691969
WDR82	7.76719447599962
APOM	3.97039724198284
PKP2	4.07599139405822
C1orf135	5.11743210241195
TRIP10	4.73997133175927
HRASLS	5.48082778886474
TESK1	5.58264345827865
FSD1	3.96050409478492
SFXN3	4.68324351608799
MMP1	3.08623812882247
CA12	4.42201419135604
ZNF611	5.77438110458793
C19orf58	6.22928868149993
NCOA6	8.01481700442467
PDE6G	3.77753435519176
PPP4R1	7.35120440129447
HLA-DQA1	3.36729729520405
GCLC	5.75945972689023
MAN1A2	4.45254151421232
SEC61A1	8.13500655255344
IKBKAP	5.34552260364566
TWSG1	4.49264720827227
UPF1	4.64352044057489
KIAA1219	5.02309137688039
CTDP1	4.32032997279206
ZMYND10	3.72590021101883
WNT16	4.65286367775656
ADAMTS6	3.74033694903821
SNW1	7.07997754789824
IL18RAP	4.12056790782846
RPP30	6.96785877990102
KRT86	4.24993371663175
CDC40	5.5281602855733
SLIT1	3.63584031861195
KIAA0574	3.41555636361203
GTPBP2	5.74167178230678
SETD3	6.51751369155813
C15orf44	5.34098611869669
PRRX2	4.90336068224086
GPR110	3.55811213700825
C11orf10	10.2628564501428
MKKS	8.00317405729127
ELK4	3.40230728046822
ACOX3	4.46453652726316
ADCY1	3.41014438756675
KIAA0372	7.25988273740358
TP53AP1	5.51253540818454
RHBG	3.77524837052942
SMURF2	7.14844508370438
TP53I3	5.69017417749713
EBP	7.54619597136725
SLC22A3	2.8694838995787
TOR1A	7.76914917501510
P2RY4	3.80831033778852
TRPV1	3.63864415980831
ADAMTS12	3.70494539390401
PES1	5.12763166773198
UCP2	8.17535446852342
ATG4A	5.26778139196287
FOXG1	4.42582684441648
MAGEA10	4.62702294074024
WFS1	6.32224093180526
TRIM24	6.25617052840527
PABPN1	9.66763447085993
PROC	4.23283398780704
SLCO1C1	3.83090393172636
SLC25A30	3.88188029417826
SLC22A5	5.57338623416363
DEPDC1	6.57820555548611
KIF23	5.21280137320862
SYN2	3.67906102514801
ASPN	4.8249956319472
CENTG2	4.85111011916711
ZDHHC17	4.47230931990464
VNN3	4.02132211830587
KCNH1	3.92078606879613
PPARD	5.00384436107172
PSMAL	3.06653711775161
FLJ10815	4.09259053617925
YBX1	10.3116748761380
STK24	8.17670792583477
SPEG	4.02189833513903
STK10	4.77957930164035
ZNF695	2.54599337940661
SCTR	3.16637105859308
AAAS	3.88619790246255
SSX3	3.33316818309233
ABCD3	8.35196069068866
MTF2	5.67635365703199
FIG4	7.2035051343433
TMCO6	4.82560206930505
C9orf46	8.03200754397737
ATP6V1F	9.4893945094298
IGHMBP2	4.33225294688035
CCDC94	3.69176300402936
EGR4	3.24412353280192
DUS2L	4.72105046544398
FAM3C	8.61990382184065
DCTN4	5.27423552321254
EIF2AK2	6.26140357618604
CST4	3.79899390658727
CCL11	5.9938593803307
LMO7	3.90784026927344
PAM	9.09368013415129
NUTF2	8.23610764704065
ADRBK1	4.58918696824004
ZNF84	4.46188993805987
SLC39A4	7.56824283512237
CITED2	7.02658439597291
C12orf49	4.49013989668508
GRM3	3.19046613294802
CCDC49	4.16510450023881
STARD8	4.15897819379873
FNDC4	4.55592627123348
SIAH2	5.95347944177105
CCDC103	3.69456501709951
ATP5A1	11.3082919462721
HTR7P	3.06938732028817
LALBA	3.13292264597982
RMND5A	4.66172656830166
ATP5J2	10.3334714949736
PSCD2	6.00911306685138
MMP3	4.34947602369092
ZNF409	3.78276810784748
CRHR1	3.26687688012953
WDR70	6.47055759781289
ZFAND1	7.8606186229557
CCL18	3.60302533984771
KRTAP1-3	3.24002162702959
RINT1	5.84350179436033
NRN1	3.79784702330410
SPAG5	5.60822120156703
KIAA0408	2.97653021196418
F13A1	4.78759662507235
DNAH7	3.56955178618723
SLC10A1	3.75409050554694
BRCA2	4.05394476811184
ACADM	9.26446121338335
GIPC2	3.79014671659671
OGN	2.97971999066515
RAGE	4.09826104023341
XPO6	6.50353146319962
FMR1	7.65538048118364
