Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E07_491254
Composite Element REF	Signal
NPHP4	4.44894039700025
SFRP5	3.53494697198246
TAF6	7.0512542541466
IKZF2	3.41900295190257
MYD88	8.33753275534063
PML	4.36328017384068
TAF1A	3.63900158758823
CBFB	6.06319937168858
EBAG9	8.90805676273958
HIST1H3H	5.84237288458036
UROD	7.6981202693432
DPP3	6.97951355303556
COMMD4	6.37699891776098
PDE2A	4.19669922024924
DAB2	7.1609260731139
TUBB2A	7.32976294941382
RPL36	10.2895827253278
ASPM	4.49746327034935
LRP6	6.24957051443048
SERPINH1	7.19870581091178
RBCK1	7.77366049945681
AFF2	3.47652867595312
EXOD1	6.00667568817724
TLE1	5.76918580601532
CD244	3.21715070693323
PLXNA2	4.76658633031098
MGLL	7.9998611173248
ACTL6B	3.42348270639268
PNRC2	9.06172781918869
IL2RA	3.53350096023323
STXBP5L	3.24311033827149
FAP	3.02074872272563
TBCC	6.6433406450286
NSF	6.84475776339724
GPR37	3.72273343791979
KCNJ1	3.59740313218284
PRG4	3.22831903795103
NFASC	3.20837607322479
SFRS15	3.93968430274524
CLCA4	3.26528997131531
LONRF3	3.83529995731384
SCGB1D1	8.35530700097467
OR2J3	3.06666044991339
LSM6	7.17630952534962
SMURF1	4.41519941185863
MLLT1	3.25563185900813
A2BP1	7.05917857426267
HNRPDL	8.54700393602667
BTNL8	3.63779684807365
TPM4	7.65365135435119
TNFSF4	3.81424389556994
COPS5	8.87495462141217
CSTF2	5.83658292276891
ACADSB	4.32259234532251
HERPUD1	9.44840748192321
BCL2L11	3.61200050534423
HTR1F	3.27378393435351
SCPEP1	9.76150761001031
PRSS12	3.33370719334246
SLC28A2	3.52804078272447
INHBA	4.59575294119144
CDCA3	4.73806761635028
UGDH	7.58238527587031
RP11-298P3.3	6.32941013029094
MYO1A	3.11772108869196
SLC36A1	4.40817435626219
PLCB1	4.36241140710937
PPEF1	3.09257489079625
SEPP1	11.2790556491755
LOC440348	4.55617823722645
LOXL2	3.84596518319342
BPTF	6.87526742808709
SERPINA7	3.71796189419158
LRRK1	5.23337552987205
LOC201229	4.88141525886434
DENR	8.37533804520585
CHRNA1	3.37505587528113
RARRES2	10.2583989710807
RPL21	12.0798561625984
SENP2	4.98512333599093
XPNPEP1	6.95029958449997
ADPRH	3.37473704172593
C17orf68	3.81656007650074
KCNS1	5.09725319555768
ADAMTS1	6.55076909250715
CDK5RAP1	6.55036915562196
ZNF571	4.64820242109829
PRKG1	3.25264883179985
P2RY6	4.93705605036446
RASGRP1	4.83944572712163
TRIM21	4.93562503951715
CADM3	3.37289720053643
CFI	7.63533430172264
ADRA2B	3.31514375641271
PCF11	6.4077708486174
FOXRED2	4.33610565924121
LOC400451	4.81307540359818
CYP20A1	4.28069502941622
FABP1	3.31119660067915
GLTSCR1	5.41495369829841
C17orf88	2.91522592753288
CDH16	3.41305920295701
CYTL1	7.12236197767371
SORBS1	3.8052182989093
PEA15	10.1332010191610
FGF7	2.99077863556146
GUCY1A2	3.54009042690676
NPC1L1	3.55636232940001
PH-4	8.95550686629432
TAT	3.90557678390904
TBCA	10.0717775588953
FNBP4	6.58196149471491
C12orf43	5.01507163909904
STXBP6	8.78453051344323
SNAP23	5.11500744309469
CBL	3.50248051180494
WDR25	7.42926191263056
ZBTB33	3.14549514595387
MGA	6.02106790658963
FAM128B	9.24004783898915
GPR4	3.33504354487269
GSTK1	9.23065039446628
CLCN5	3.55100400080182
SGCA	2.94703661155381
FUSIP1	6.58863835724996
C22orf29	4.6289607624706
YIPF1	6.67707816965705
MAG	3.82962712921956
FLT3	3.17791341375795
GALK2	3.92151872830148
DLK2	3.79867073954191
ZNF451	4.68069946957932
RAB3B	3.2742060853484
UCP1	4.14709745331831
REEP5	8.62727971564657
FGF9	6.82340320029716
FADD	7.06435398725967
VNN1	3.61697469847527
SRPK2	6.61610681790191
ABI1	7.14091415770872
CACNA1A	4.94453996132609
ALDH3A1	4.27037118734776
GRIN2D	3.03524882134461
SLC1A4	5.11941405387905
CDX4	2.76281317568058
SPG21	8.68598952466195
ZNF286A	3.7753834192788
IL1F6	3.0155168013785
DOK3	3.6546447684635
ZNF302	5.81830540628003
ENY2	8.4083230021702
GRIN1	3.41265266662922
OR1A1	3.66959238884182
CALU	6.97722340288796
ANKFY1	3.87349029846870
LIMCH1	5.97181427172369
DENND3	3.78741229597242
JARID1D	3.16050667155559
RWDD1	6.9843429189194
HIST1H2AK	3.53298412508165
SLC18A2	3.14651180973624
UPK3A	4.09077114772886
LOC93349	4.71380171451717
FIP1L1	6.72250998882068
SSH1	5.81015806942404
LENEP	4.14162384211613
RHOB	7.62515655375624
RIBC2	4.13096106306740
ENSA	6.9958488216278
GNAQ	4.38178966923913
CKAP2	5.96131084855532
HOOK2	5.73285544777964
INTS9	5.88479226855518
DKFZP564J102	5.16538946164792
CCNG1	9.81616209482502
HNRPAB	9.18722549785693
AMH	3.06032568991736
HADH	7.04653120773837
TRPM1	3.20386533672115
CACNG3	3.41527911466990
PPP2R1A	7.50019855093704
CCKAR	3.40373670293874
COL2A1	3.92976732260027
PTH2R	8.18627658439147
IFI30	9.08820189405301
DDN	4.06715597140307
GLUL	6.90314762118313
HK2	6.22786767536411
ELOVL6	6.14125555464986
MDK	10.3793784992861
EPHX1	9.66467209784163
RASSF2	4.65732226620671
BFAR	6.92747715107817
ZNF14	5.54142232341664
PPIL2	4.0285497348876
PRTN3	3.52762160965618
CTA-126B4.3	5.38675662655439
AVPR1A	3.25136957430197
KLHL22	3.9561045656287
HSPBP1	6.02537683525073
PRKD1	4.93615202655039
TNFAIP8	4.75648760735687
KIAA0195	5.48296338317317
GNB2L1	11.5354171834856
SCGB2A2	3.45390710320196
CALCRL	3.45016942119121
ICAM1	4.12866193745911
UBXD7	6.66176200859912
TMEM35	4.64083615262608
ZNF674	2.6944858457726
BCL2L1	4.95189065595104
HECTD3	6.25826194213294
BRSK2	2.95327898512627
PCDHGB5	4.01132110956897
CD19	3.55564957264266
RAPGEF3	4.81055496496786
LGALS9	6.28566494914982
SCARB2	6.4867160962314
KIAA0974	4.98591991664662
MAPK3	6.26919860568557
USP34	6.42439531648162
MAP2K1IP1	8.42365645318076
CHIC2	7.33512152981813
SLC16A3	3.94270402616106
STK4	3.95248105683996
APLP2	8.14155602316344
DLX5	4.0528875676058
FBXO41	5.57432003975465
MICAL3	3.76692110999627
ITIH2	4.89415377484424
ADK	5.94930567584332
TNNI3K	3.00805429651954
HDAC2	7.49967414505807
PRR7	4.42555783683063
THBS2	4.84388962322261
CA2	7.0851419208422
RANBP17	4.41533921128894
CRYZ	7.46086030571185
GBAS	9.0810378518436
TGOLN2	7.97709419212111
CTBS	6.2951338451059
ETS1	3.81305582608632
FGD1	5.60125460469357
EDC4	5.72793540724147
PCDH8	2.8824728989325
KCNK15	7.22970117308816
HSP90B1	8.76266812610665
GSTA3	4.11932760824172
TNIP2	7.70240786743884
BCAS1	3.40177260656323
HOXB6	3.08414693091087
NOL6	5.16991292438784
PDHA2	3.11248993674416
SORD	7.9714397960328
SPC25	3.38570128631889
VAMP3	7.3503137602778
WDHD1	3.61716319184997
TCIRG1	5.87388507170835
STAP2	6.36228123427314
CHCHD8	7.70959763889667
TRIM44	7.31802059041612
KIAA1305	6.574504603364
PARL	8.72465519235376
CRNN	3.19106569248126
SIDT2	6.81059565848737
RYR2	4.35584748055914
TRRAP	6.03457330893925
TRAF1	3.78995515348121
GRN	9.28580109291015
SCAMP1	5.81306003527379
TRIM32	5.82935334012612
PTS	8.08600887566778
BANP	7.70705638451974
ATP6V1G1	9.43875784818412
PRKACG	3.59198759975185
ADCY6	4.77470191703825
PRKY	3.20271273105793
CYP51A1	5.75130898793812
DDC	3.24319853988907
ANPEP	4.82309021887752
NPR2	6.61569911409383
PROM1	6.43243013869645
COPG	7.82143135336777
OR5I1	2.883133425553
TRIP4	5.97246862537429
ZFYVE26	6.19296187819544
GDF5	3.95498690324159
SNX3	9.54135331159148
C1orf175	3.42359849716839
CSH2	3.50319320350995
PPY2	2.90137091833998
STOML2	7.53317785597204
ALPI	3.16585742467509
FTSJ1	5.94713625216601
ZNF273	4.51077370367015
DST	4.29830649963662
GLRX5	10.480901605928
C20orf12	4.91454161540545
CAB39	7.09343706937132
RAB5C	5.7871198120174
FLAD1	5.72693053333499
TTLL3	4.03116305554413
MSH2	6.22713233034614
NPPC	3.03854010165366
PIP4K2C	8.35528696936463
CYLD	5.27737708442425
ZEB2	3.03820583445615
MRP63	7.5610222984562
WTAP	5.26487536558726
NEUROD4	3.81168709119684
MGAT4A	3.35292222707505
MTMR2	6.295904128067
CHRM2	2.9775773409304
TSC22D4	4.94101598498042
PPYR1	3.72919399168805
CCNH	6.451806493141
USP48	5.35671094051807
NR1H4	3.5981848608143
RASL10A	3.38150994664018
RRM1	5.84160206457932
GABRA4	2.95544292325136
C1orf35	4.72060520257522
SSTR1	3.12018439453638
APOBEC3C	6.3583158415936
CTDSPL	5.52237475751518
RUSC2	4.10606367539681
PDE11A	3.51775599909402
ZCCHC8	6.11729305766856
RAD17	5.51712353536414
TEX12	3.08688502571411
LILRB5	3.32117901919867
CD5	3.69056968336611
ARHGEF1	4.03422518913236
ABCA4	4.4576284893543
TSPAN9	4.85161742922584
WDR67	4.44471666573527
THUMPD1	8.41442253025104
ARID4A	5.30954588031981
OPRM1	3.10554105939541
SYCP2	3.08208519185783
CYP26B1	3.92885862817536
FLJ13231	4.33357481393802
VN1R1	3.96887856690532
LECT2	3.34554277129138
PCCA	5.26741751201768
AQP5	7.67328545740061
RAB30	3.40338669691693
OSBPL11	5.78483530178415
YLPM1	7.69809843198971
GNB5	5.85320474220818
CCL21	3.43434965644940
PRKAR1B	4.04880014657004
C1orf121	6.43745937205632
FMO2	5.89986451055734
IL16	3.39643349466589
MSTN	2.75009941598459
VCL	6.79381839577401
TCF3	4.59499129934585
CCDC88C	5.26981982178531
HFE	3.67945862248772
SERPINE1	4.07438632994992
FAM125B	4.667749232099
BAI2	4.92959334045286
SMC5	5.89934198574736
AKAP5	3.06339985436174
POU2F3	4.15909002093995
BACH1	4.5706592349975
PPP2R2D	6.02766357159858
C11orf63	3.31721026602995
SSSCA1	6.38922615662529
LRRC51	7.65750523428912
LRRC3	3.04244207831279
PORCN	4.39444450777756
DTL	4.93619777598114
ACTG2	4.6813631421974
FAM124B	3.1517126027024
RSAD2	5.44577139087232
CTBP2	9.70613911619635
ZMYND11	6.6862199845165
CRTC3	7.61626131797579
MYH8	3.26918419212336
LRRFIP2	5.4423562157015
TTN	3.13127483181667
RGS6	3.64415829726215
PLLP	8.79555586841669
SRGAP3	6.08744034169751
PDK1	3.98876606612562
NBR2	3.32344212335371
ZFYVE21	7.01973646154755
C13orf1	4.5102022922176
ZNF137	4.72973347873887
CEP27	6.3503083640473
WDR41	6.19165581710988
BEST2	3.15553071603171
RNF121	4.43666173232216
ZNF93	5.04449000952851
MEG3	3.55515793613121
BCCIP	6.5076644869294
OXSR1	7.33345265927916
RAD51	4.21520473676824
RPL13A	12.3304032229887
MEST	10.0375605266186
DYRK1A	5.28024616638675
HTRA2	5.35701176050318
SARDH	3.29229537051049
ILKAP	5.37504433802433
ANGPTL2	4.34873166562719
RBBP5	5.13541354714311
ORC2L	3.91255744718535
HBS1L	4.4639063521948
TMEM30A	7.5351663123195
PDS5A	6.13762002947413
WISP3	3.3937957813827
CRK	5.75962937749663
NCAPH2	4.39155079891988
RNASET2	11.1249315700650
NEDD9	6.39565990432723
WDR79	4.56162579016383
PSG6	3.00703051868278
SMPDL3B	5.71043798421863
MORC4	5.7369205684056
PSMD13	6.16874754825899
DDX23	6.34360037579522
ETV5	6.641619618146
MYRIP	4.61634770514029
LY6E	8.54667289243243
ATP12A	4.04047434900139
BTBD7	3.54173496235059
AUP1	7.96064460893791
PIP	3.84826437210994
GSTO1	9.92680984468977
CORO7	3.71959792363443
COX6A2	4.15464353308222
MAD2L1BP	5.3465686482151
PITPNM3	2.97608185911458
ENPP1	5.54779709557146
SCNN1A	8.95642277651825
LSM1	9.6481745474267
KCNE2	3.35068173557773
IDUA	3.92789394788744
P2RX4	5.80329947824233
PPP2R3C	6.37946853480898
CCND2	4.26065311901261
COX11	6.62158107241709
CUL4A	6.17503993634653
CFB	5.99905464567013
PDZK1	3.09018108486475
PCP4	6.20681197290975
UBIAD1	4.81991136303345
CDC42BPB	7.05293912803488
ZNF323	5.06332562305674
RIMS2	7.9065313593876
CXCL6	3.21904234200807
SLC34A2	8.47124504442602
RNMTL1	5.3658774673586
NPTN	9.40229322633873
SART3	6.23643980186177
UPP1	3.55976753791541
CAPN10	3.51099650849623
SLC6A9	3.46942048260493
CCR5	4.67975562128098
NDUFS5	10.6743335589730
CISD1	9.09653179519563
PDLIM3	3.69365008420631
ZNHIT3	7.06536041603691
SNRPD3	8.27665973786313
VPS24	9.44943482761337
SCN8A	3.17342598582394
KIAA0701	3.70759863054571
UNC93B1	4.92287208425761
GMNN	5.85050181734034
FDXR	4.0695289288141
SPCS2	9.77898948514284
CDCP1	4.62213283235941
PAX3	3.48464935441055
PNLIPRP1	3.49957731830371
LASS4	4.27117076360121
HSD17B8	6.65737068194988
EYA4	3.89934761025762
PRKAB1	5.28108360085626
KIF20A	4.52750945961392
YAP1	7.46310910744196
SC5DL	5.45401244266275
NNT	4.91712264429957
DKFZp566H0824	3.1458450984184
ITPKC	5.20624918504762
ST8SIA2	2.96402378164118
LMX1B	3.33174468683144
RAD21	8.76054220221083
SNRPB	10.0001649219353
MIF	10.9385641610732
DLGAP2	3.12878368947796
PFN1	9.67645470609318
IRF8	4.05173186531173
PRO0132	3.21415204358935
MICALL2	4.99027279122429
ZNF654	4.97933543650598
SS18L1	6.61293878223064
ACD	6.39653018063006
BCL3	4.42532233399519
SLC16A8	3.63877759808965
ITGB3	3.19130219304982
MRLC2	10.4615066754201
CEP152	3.40856466487327
F2RL3	3.24088447836988
CLIP1	4.66014304255017
ZNF75	4.9028725355361
SF3B4	7.68617658904564
ATP5C1	10.9712259417214
MAP7D3	5.19470456135712
SEMA5A	4.68029931638203
PSCDBP	3.39167979953618
UBP1	9.1062733078771
XYLB	3.22201523865044
C13orf15	6.95628778921685
ZNF282	5.60698855168295
ZNF222	3.92875274818868
COL10A1	3.89269788907812
MFSD5	6.80859158593053
C20orf67	5.4547026715015
NLGN4Y	2.91223672214842
INHBC	3.68158072431151
GNG13	3.40054215618147
NUMA1	3.60271336147890
F12	4.26890959339561
C1orf41	6.74269810106174
SUPT6H	4.44068493694119
GSK3A	5.37934094977196
GIPC1	7.2243345665916
ELL2	3.59529641414943
C9orf167	3.91658811222416
PVRL3	7.80500756318538
ADAM20	3.32292332470269
GPR87	3.15029456962656
ZNF770	4.22537618099184
SMR3B	3.24188891091712
FZD1	5.10790107693152
TRPC4AP	6.07914896340132
MKL1	3.89004992250872
C2orf28	11.2696738871498
LAMA4	3.86093824614930
EIF4G2	8.97493372398258
ZZZ3	7.46595755563105
C16orf5	3.87011887810273
GALNAC4S-6ST	8.13535702263277
IGFBP4	7.09433610792005
NDUFA10	7.6611389587129
CTNNA2	3.15200548400192
NUDT15	6.52001349690078
CEPT1	6.2883097626554
CLIC2	4.07799358697926
RNF13	8.51037556257288
TDRD1	3.59510993747034
KCNK5	4.6712012235563
CCDC92	7.27272815847932
ETNK1	5.62457415788449
CD69	3.13102498445860
LTA	3.12298435326899
TTPA	3.03962007915421
MYOZ1	5.05426050186936
IFNB1	3.42109866040234
CLNS1A	9.15254820984685
SC65	6.11555346986628
CXorf45	4.43378687783969
ZXDB	3.59070822054544
PEX5L	3.01084238957844
EPS15L1	5.6262042073727
GPA33	3.75464879597609
MGEA5	6.8457767758538
HIST1H3A	2.90391833575649
BCAT1	7.93628208056237
ING1	4.98223698984688
SLC2A9	5.00825472410649
ORC6L	6.02897171078599
PRAMEF12	3.19041187550952
KLK11	7.13113962752471
C19orf28	6.09797214638936
MAGEB1	3.00534836546605
MED22	4.74460926921063
ETV6	4.07191304270023
CEBPB	10.1562759974760
KRT85	3.33207289027969
CRYGA	3.41199100895379
HMGA1	5.87617948738551
CAPN7	6.02531194395568
MGC5566	3.7723424653244
GEM	4.08713518721273
NANOS1	6.63760395656035
RANBP2	6.61830607121944
APITD1	6.93290478762536
LIG3	4.24571459093038
IRAK4	3.67672639503982
PARD3	6.66695296916426
SERPINI2	3.78550345441329
TTC9	5.21522695909207
MLPH	5.79532885176327
RETSAT	6.19986865844973
NRG1	3.28680956739702
CAST	5.66555495392722
TBC1D9	4.84879388329489
TTK	4.87686828116992
ZNF557	3.23567828750897
DDX41	6.80341970721454
TGFBI	7.54431678173856
PGM3	3.99631624811976
PSMB10	7.20661436637706
UBE2D2	7.56526678724308
GABARAPL2	10.2987640404720
DGCR2	5.6643471271919
UNC45A	4.9732590821279
CISH	5.69123809862229
OGDHL	5.20680362808319
SPINT2	10.8132147878034
CASK	7.1537983176239
GIT2	4.1340591682758
CLDN18	3.44262451381957
RNF128	3.09118629232593
NCAPG	3.93805017279222
ABHD6	4.60106288733743
ATP6V0E1	7.55634654096681
C14orf161	2.84818317085034
UTP11L	6.85709599753992
GCNT1	5.16131751737534
DUSP9	3.99132859626502
TM4SF5	4.02597559009288
SUCLA2	5.96815076120357
NANS	6.6500822116145
OLFML1	3.7669835693454
ATP10B	3.98669019502664
SCNM1	7.26226764677386
NPAS3	5.74126133835775
AMD1	7.65438975908034
GGA2	4.59948362312109
PRKCA	3.96395571848113
TRIB2	7.72828197520454
SDCCAG3	6.41962077221974
TTC1	7.06800672856099
GHSR	2.9374405447604
ATP8B1	4.59497604191166
HIPK1	7.46697347936742
C1orf78	6.08329817400351
CLN3	5.8931094819974
STX4	6.86363730194255
WAPAL	6.22501660145353
TUBB1	3.28262567145786
SCN5A	3.67960358615313
ZNF192	2.84710667905947
SEC22A	4.89531724163382
DPY19L1	5.07697213098913
C11orf9	4.14194745831562
GRIA2	4.61602333385238
VDAC2	10.2832685508782
C8orf44	3.67428075166383
ZPBP	3.4008513000532
NUSAP1	5.8223541533862
LANCL1	5.77160059198788
FGF23	4.04267335042299
PCNT	6.0435456723344
BCKDHB	4.55656487382343
IFNA8	3.16550094629937
BET1	8.3263135843763
SPRR1B	3.08877756532988
FLRT1	4.36558756750187
HDAC6	4.50820050751697
SNX17	8.16438954845362
N4BP3	3.46989416188037
PLSCR3	7.79989906112644
TTC30A	5.88241002028575
CRISP1	3.17547995762423
KRT32	3.76759558852231
GHRH	3.20484334320281
IL11RA	7.40308485905641
GDF3	3.53774414666253
RPS6KB1	4.25441017797116
POLR3B	6.4721208780729
TOP1	8.93339773841208
DNAJC10	5.60796721804824
CRCT1	2.93260089903494
ADIPOQ	3.32950607607257
MPST	5.75987315182017
DPM2	5.9988954486579
FAM38B	4.18991140514877
RIT2	3.05780667950183
SLC18A1	3.33050320587873
RPS17	11.9583808428441
ABCA3	6.32148018254022
CD44	3.9654372177017
FARP1	6.16372245208008
KCNMA1	5.70417183153991
PAX7	3.2210235764598
TUBD1	4.1208254247202
NARG2	5.36099881224311
GNL3	7.72530301077831
BTG2	6.27925194033761
ITGA5	4.60511481752971
NDUFS6	8.34323425001558
MEFV	3.50296105906189
TUT1	4.25450518826428
ERAL1	5.82052948439496
ECHS1	10.4258340138515
NMBR	3.27807138140214
VPS4A	7.84765219303427
ABCB7	6.35589276895703
CYP11A1	3.16497058881400
PFKP	8.28828089224493
C9orf91	4.03020254124017
ABCC6	4.22915942355958
LRRC41	8.00057654261146
ATP5F1	10.6532854001248
GFOD2	5.0029363652166
MOSC1	5.98017907112642
NCF4	3.68049270006078
HYMAI	3.68770405053536
SLC25A3	10.88704709833
NAGPA	5.44594512548996
MTHFD2L	4.93627578934581
ZNF646	3.46235224034422
RAB1B	8.42050383181927
IFT122	8.23639907138442
GALNT3	7.3323567629306
LDB3	3.71613327398919
GARNL1	5.57560352679215
ALDOAP2	2.99073943117576
LRRC6	4.47374042632338
NTRK1	2.95722942352266
ARTS-1	3.86500146333959
UBAC1	6.26977503012419
SLC6A11	3.17665923496197
NAP1L2	4.25338210967741
EPB41L4B	8.11068019574765
RPL19	11.3853028986681
CNGB1	3.73313969029805
LOC643641	6.64644840358249
FAM134B	4.02559227369671
WISP2	4.54154048668463
NTSR1	3.40891820990625
HS3ST3A1	3.71050997903536
GPSM2	5.23819449970394
PRKCG	3.19253122093486
CHORDC1	5.72075026462962
MON1B	5.13162809332792
TRIB3	6.59475126071227
SLC2A5	3.43675194781566
C2orf49	5.96996445118278
DDX5	9.5723137266546
ZNF446	4.9970427391629
MLF1IP	5.7813484064028
SLC26A1	3.14648259900458
RGN	5.48806223937356
COL4A5	8.23370860676175
CCNB1	6.16527152696591
CCDC28B	3.80555535301429
RP11-35N6.1	3.23055277400086
KCNK3	4.36483825624871
ZFP161	5.14340330069371
FGR	3.94947551596195
COX15	6.8898052781857
EPN2	4.55649225579606
AQP9	4.66168275593301
XK	4.57010202575155
SLC15A2	3.79085615381431
MREG	6.77420242003069
HEPH	3.27369075433616
THRAP3	3.78239169053092
MET	4.22779233662664
PDLIM2	4.49035648402159
ING3	5.50832178599013
PHYHIP	3.49171476978513
CCT8L2	3.42158962673149
ADAM7	3.14171130047254
COPS7A	8.09645458431043
WSCD1	3.80581431452564
SLC12A8	5.6772645646781
RNF185	3.60567257079310
TNS3	8.96174853858649
IGSF3	6.87911719264402
SRPK1	6.13694059289577
MED13L	4.66207951917093
LOC93432	3.00785059115056
C7orf44	7.3531899099274
PTCD3	7.08486417118322
RPL7A	12.5464311543714
TEAD1	5.79624967779119
ARL6IP1	10.4856889294889
CTAGE5	5.06847521849053
SLC25A14	5.26771625176782
LEP	3.38571774081239
PCDH21	4.07275315088489
CACNG5	3.38633589888288
ECH1	6.98480600572471
MAPKAPK2	5.76608158800823
ATXN10	7.18731869343028
LHFPL2	5.85300451927112
CCL22	4.22975807945456
ACTR8	5.44422630339042
PTPN22	3.04529006874908
CYP2F1	3.18194734002692
ITGA3	4.59013950975480
RABGGTA	6.20603256648704
KIAA1033	5.57442075573982
ZNF510	3.55305702722204
SLC26A10	3.63601640318407
STX8	7.14597395779456
RUNX3	7.66785922109636
EFNB1	4.60452438607409
EIF4G3	6.79368059727824
ACSM3	5.9660344275633
C5AR1	4.3065651711127
SIGLEC8	3.39344073636714
ASCC3L1	9.55460536191765
ZNF623	7.2051929181649
A2M	8.35340935127236
NOL8	6.24398790040916
GRPEL1	7.32358464346818
LMNB2	4.30570260800317
ROCK2	4.29072620901904
SNX16	3.55744500364154
Magmas	6.13937054705226
ANXA3	6.87670231877972
C11orf2	9.02206670084106
VKORC1	8.62013378179153
TRPM6	3.2887576729067
KIAA1609	4.69614275513644
FOXK2	5.82280137981992
FEV	3.29864799097559
EED	5.5107991722691
RNF32	4.0193340053397
PDCD5	6.3301441379539
SLC8A1	3.31971456316480
HES1	7.12052108163651
DGUOK	7.98740480663593
CLDN16	5.42519195210868
CLC	3.36848181652157
ISL1	3.66395532902662
C1QTNF3	8.0492225577606
GAGE1	2.82213987512167
KIAA0528	7.62716592078493
VGLL3	3.05791225619653
MANEA	3.65751014074182
C1orf61	3.43720370280353
SUPT4H1	7.31871187665386
CD1A	3.95377328200798
ASAHL	5.4105133316585
TRAF5	6.77446787475499
RAPGEF6	4.89926646765812
WHSC1	5.84073317515338
NEIL1	3.58279676093216
KIAA0020	5.27821334909382
C16orf45	4.19789337372424
GFPT2	3.83839751244729
RBM10	6.60212466537783
MRS2L	5.19800642282898
DNAH17	3.96890940770301
STARD5	3.71669252662272
C19orf10	7.09933994401758
SIP1	5.50926893082159
DNAJC15	4.3875660308728
C1orf160	6.85299804464672
SLFN12	4.53210452118696
STAU2	6.13940552325659
FAM98A	8.10140524306626
EXOC3	6.16665730216778
RAD23B	7.5318148883649
HIST3H3	3.69227675565906
NCOR2	4.41328896738549
TNFRSF9	3.15646750411413
KLK8	9.24842172502704
NOL1	6.89371915351536
ALX1	3.81823137707527
CCNE1	6.6645858439873
PKDREJ	3.68872540832894
TIAL1	5.36322655976144
WHSC1L1	4.58741186102759
HIST1H1E	3.30206544063271
SMUG1	6.53402485562685
TM4SF4	3.92956264085425
NPY6R	3.59881127888942
UFM1	7.31899646011827
AP3M2	6.90382651150115
USP14	8.56480469459047
CORO2A	4.8617066619471
ETNK2	4.44083926657055
APOE	4.62793046761133
ANGPT4	3.95731401381169
DSTN	10.4819936324685
SFRS14	5.38500950127191
FRS2	4.73855215572305
NR2E3	3.34098245261697
ST8SIA4	3.21840285832595
GMPR	6.7268657960422
TUBB2C	8.53471762596893
LOC730092	4.34685441619447
ORM1	2.98732595296323
HSPD1	9.95604827310964
C5orf13	7.13194171705546
F2RL1	5.36371877181613
PLEKHA9	4.76567155713296
ZNF232	5.88965221517434
SLC6A7	3.42533475680175
ADH5	7.46217872269202
SHBG	3.67093659369341
DSCR6	3.30246391844329
CROCCL2	3.39337395929051
CDIPT	9.25202797468486
SLC16A5	4.016136328475
TUBB	9.46977693639502
GAS2L1	5.17048150639037
TOR3A	5.30130988567652
PREP	5.55809239615953
RFX3	3.6367420963316
CHMP1B	7.6508686694945
COPS4	8.62965210812724
MYH6	6.7886441633873
BCHE	3.06728187701554
MAP3K13	3.30899193468307
LCMT1	8.43974339676304
EIF1AX	8.20900528589537
SLC24A5	2.97420231409063
BCL2	4.05811463123314
HBZ	3.32043244668141
HCRTR2	3.46417865151665
TJAP1	5.45930741054714
MAPBPIP	6.94257338652297
TMEM156	3.33511103209024
MYO15B	3.88864385836981
ZNF239	5.41087403178095
KIAA1324	5.27958862023663
PLCL2	4.44433020334925
C4orf29	3.91914447682574
SNX19	6.46582668570666
NAALADL1	3.23018641848466
DUSP5	4.46709951753741
GKN1	3.97445222718775
PXDN	4.07277866053587
FCN1	3.56794064538487
SLMO1	4.11024927370691
TNXB	4.03722335072361
C1QL1	3.56179648892184
BIRC7	4.24232791226729
A4GALT	4.67198694217483
TIMM22	5.58066237971572
ABHD9	3.24963937221042
TOMM34	8.02692389841882
ZNF35	4.89307818135098
LIMD1	3.96321951426818
CARD8	4.37841089082145
KIAA0286	5.65920154506529
CD6	4.09576078783322
RSRC1	6.64780621322407
TOX3	3.06459739659828
C16orf35	5.82508038155454
CRHBP	2.96501923509977
PTRF	5.34891910775249
FBXO24	3.15805613674493
CHST11	3.36017677212197
THRB	4.05013328827617
RNF39	4.07731938002981
MYBPC1	3.42548202934684
PSMD11	6.77637630254803
ALAD	4.91117590287464
AQP2	3.427226896711
EN1	3.45026068412165
GSTM4	5.26280671150077
ZNF187	5.11623146842277
CDC42BPA	6.47289221796082
F7	4.63966661378966
CNOT1	6.67793809640514
SLC13A4	3.85696667637548
ZBTB11	7.12819748657459
B3GALT5	2.87865771973097
LUC7L2	6.9063526253106
SPTBN1	4.69534013521638
EXOC2	3.89152359276198
LSM4	7.84715954759646
IRS1	6.29895025943195
TMEM1	5.04571700775308
MRPL34	7.99632159320269
SAMM50	7.97372644040217
CDC42EP3	6.53508655605527
HSF2	3.7636061798501
SRP72	7.35205501372148
MFN2	6.0559795907315
TSPAN7	8.43930448588344
SGK269	3.99997824403063
NUCB1	7.56215261918345
RHOH	3.3273769342994
MTX1	8.32384257319883
CENTA1	5.78649937038546
ATR	6.35534531569561
IGLV3-25	4.29864169886864
DDX49	7.09120308290373
TACR1	3.37875034188086
SFRS5	6.58808427483628
THAP1	5.564412933356
RHBDF1	7.66617447433631
RASIP1	5.08462950969085
DPYD	3.64665340886937
MYO5C	7.00249623116405
DOHH	3.47942738377428
POF1B	3.47352529345934
MAPK10	3.64758797804241
ZNF552	5.70849392257015
USP32	4.7587122139623
MED27	5.98022065581534
