Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_H01_297918
CAMSAP1	4.21155192339557
RPS21	10.0702791892736
XCR1	3.52874763770516
ARID5A	4.13741881199
RBM6	7.28748074077412
UBE2N	8.24265456821725
KLF4	3.69491725026835
MGC4172	4.37877163758947
LMO4	6.64427296048109
KLKB1	3.53034489368046
HDAC3	6.32889744448337
HP	3.31715118507652
SCHIP1	5.12138206091211
BTK	3.63612817419373
KRCC1	8.68345578165328
PRND	3.1772526950717
C6orf27	3.96510847948767
PIGL	3.78191075325982
CLCA1	3.73336429229741
C1orf112	4.74059162172657
OLFML2A	4.2485620079835
HUS1	4.96565686328056
SFRS6	7.44097356299427
CXCR7	5.38817630149453
UIMC1	7.15256538432087
FXYD2	3.56697216780363
GOT2	8.75375579474233
ZNF667	3.74874800195079
TFEC	3.18253226446619
ATP7B	3.53937124027344
RAB38	6.19639155925365
POLD2	7.58607640351157
PPM1H	5.75026567213934
DCX	3.22042763181360
NFYC	5.56658018190326
ZNF228	4.03476219552979
KIN	4.95318660760318
PLSCR4	6.26396888615684
HIST1H4I	4.15322868862791
PPARGC1A	3.35148089523786
HIG2	8.70757904245446
KCNK10	3.86756484333123
EXOC1	7.86816599452573
OR6A2	3.83061491229130
ETFA	9.70607449339436
PDAP1	4.87478496856415
C19orf6	3.38433583105521
POLRMT	4.02969331877106
ZNF146	8.16705087096237
MIA2	3.36688725733202
LY6G6E	3.02924509471800
EIF4E2	6.86803219668154
NENF	5.71408868717147
HOXB5	3.73929277404608
ZNF324	4.5081246881778
CUGBP1	4.9864340599516
ENTPD7	4.27399900784283
TTC13	7.75128671497781
GJB5	3.02921088242558
PRSS22	3.90844255751501
CYP3A5	3.3246748618731
MBOAT5	3.89806465413605
CUL4B	5.13570505945258
CENPJ	3.79056973629311
KIAA0664	6.75370234804588
PITX1	3.48303339959321
PDGFRB	4.80486167390656
RDX	6.18460494902361
CELSR3	4.96010793026797
JUND	6.0343021085045
ITSN1	5.10005817686995
CHRNB1	3.09613910274068
EHBP1L1	3.90140397313196
C19orf2	7.27263391366634
FETUB	3.16336237430812
CAMK2B	3.40644676361904
DCTN1	5.83046327238149
TNKS2	6.59153490136108
MRTO4	7.16234876047187
C1QBP	6.30874286049373
TTC3	7.18553152200922
NDUFB8	8.4369148296721
CADPS2	6.33597963112195
EDG2	4.63928307142417
MYF5	3.36421415629969
SEMA3G	3.42467440680948
IL23A	4.17994309710768
GJA9	3.77711281440349
R3HDM2	6.79691127930183
C5	4.97963155838981
SLC2A10	5.23045324123021
TRIM45	4.86145119988068
TSP50	3.91594282087934
PAQR3	5.7556385268678
ANKRD26	4.50331271967028
TCP1	8.40920432491637
TMED7	6.8075475297689
CMA1	2.91622153174842
PTCRA	4.10404216346406
HCRTR1	3.5669405899457
FST	7.06723772101788
PAWR	4.25194507726221
LDLR	4.96297805837361
ASTN2	4.35525268643365
SCRN1	6.80239754005295
GPATCH8	5.86717295655797
KIF4A	7.14855307560903
TANC2	3.7143894386729
ZMYM5	3.73917758943014
PGM1	9.20148247858482
ZNF586	5.32909268357625
POLR3G	3.75103606938324
CPD	4.60784974542135
SNCAIP	3.63867774146512
DCT	3.57675235083804
HLA-DOA	3.19275469122028
TANK	6.57293656255806
RCAN1	4.00929967726806
UPK1B	3.49116341101521
DNAJB4	5.56558615497794
UGT1A8	3.31141309852042
LIMD2	3.6598413251064
HIST1H4L	3.67356798721621
PECR	4.11339896458404
HSPA2	5.5142948436578
SERP1	9.07213603966238
TACR2	3.58919474196965
NUP85	7.56260461607365
CD177	3.24702785424301
GPR135	3.25728395693503
PIGG	8.40599864189635
LGR5	3.34836319254051
JAK2	5.25849616315805
DPYSL4	3.23978730007803
TM9SF4	5.4549008049521
PTHR1	3.38323138008414
SIRPG	3.12720294565586
ZNF264	4.40863877529649
BICD1	6.22315312113679
RAB5A	7.36501293449859
FLJ13224	3.38899121412141
METTL5	9.83026876699644
HERC6	7.80015953367057
CASP1	6.60461916993987
USP9Y	3.01053613027621
LRP1B	2.72370562218689
XAF1	6.37945795824
PLA2G4C	3.64934784842549
APOA2	3.4083460687762
SPAG6	4.59044233989044
KALRN	3.42806466576416
SECTM1	5.03291726815831
THOC7	9.68769369343023
IFNAR1	3.99292788012283
TCTA	5.19721294288724
NY-REN-7	4.50979674616737
TALDO1	9.99340644728448
B2M	11.8902934119290
LPPR4	3.40223011119888
SQLE	6.14691852326002
SEPHS1	7.66174450598434
EIF5A	5.837334001233
FAM49A	4.70583716688439
YTHDC2	4.76784014170655
EHD2	4.02438895491727
NCF1	3.39156286044194
SPG7	7.54980358293244
ZNF614	3.61467468902911
HOXA5	3.28841608528287
NUP133	8.11928390847598
FGF12	3.72203108254151
SLMO2	7.044720953603
INPP5B	4.76265099490059
PPID	6.73277369311094
SNTA1	4.30770625565059
IL20RA	3.49914468121274
UBE2J1	5.69335997387966
CACNG2	3.14080574845067
GCM1	3.24830966258674
ELF1	5.40685479278257
TLR5	4.56979002895053
TCFL5	6.60628919442755
C1orf107	6.92090189135724
C19orf22	5.96160000733931
SAFB2	6.14193140392458
MAP3K7IP1	4.01213346064381
NCK2	7.64925913827164
OXA1L	8.4130010779938
KIAA0652	4.86108586448288
KLRG1	3.13988542355898
FRAG1	6.80295746072294
ZSCAN12	3.43028242935831
PSMD12	7.45272838392169
E2F4	5.4822797754854
CLEC4M	3.52585674147312
KIAA0999	5.49062591784654
CLDN10	7.93225107312043
MGC13053	4.15305005341233
TAC1	2.55148191698903
GYPA	3.50852453889193
HPCAL4	3.37514737439515
TRAIP	4.07555128922621
MEX3D	3.9919577309003
KIAA0232	7.4579764746598
ERCC8	4.4237070986747
NFAT5	5.65033075146574
GPX4	8.56509661486415
CSPG4LYP1	3.11955511063748
KIAA0368	6.919536319828
FBXO3	5.92379779175306
DVL1	5.68795281226594
CMKLR1	3.38730793872970
GPR157	3.92497800511992
TYMS	9.5369530256519
OR52A1	3.07006229448102
PEF1	6.97357843664044
ZNF750	3.13189824075945
ALG9	6.09376539054295
MCM5	5.73391245987967
SDK2	3.28361686958827
BAIAP3	3.80648177222646
RABGGTB	6.73659031361292
KCNK7	3.27380370765946
PTP4A3	5.73628486384543
ANKRD40	4.44982974648359
CALCOCO2	7.08675790438352
TMSL8	9.53000226292047
SNCA	6.17107781816634
ZNF551	3.94810215063532
HBQ1	3.50790676097047
ARHGAP26	4.05552489773239
GEMIN6	7.67238088208508
HRAS	6.26307430525706
KLRC4	2.82891830637519
BSDC1	6.13579225120706
DSC1	3.51681477217358
RNF43	6.30061020851994
NDUFAF1	6.56731611271702
MAP2K4	4.66737275943736
FOLR2	3.87609656265221
LYZL6	3.48881444294825
EPB41L3	4.38409152483409
TEKT2	5.79092205858038
CDKN2B	3.31481762401542
WSB1	6.13249188505331
ZNF480	3.28000156929499
MAP3K6	4.79431620593404
PROS1	4.76137196624722
PSMB8	9.60658176398336
HN1	8.1046476989028
MAS1	3.05748097876549
APOL1	4.51017017152390
CSHL1	3.16673115237434
ZBTB7C	2.96132966241973
AHCTF1	7.24738054114638
SAE2	9.59687947010259
ITGA2	4.42515877841238
AP2S1	8.6264248098447
P15RS	8.02887545787332
MME	3.40258326021291
VAT1	6.53069125270321
MAST4	4.9674844193221
TUFM	9.77685075684751
KRT33B	3.47069337586448
THEG	3.82023438542329
KCTD2	4.72775658797542
WDR26	9.52099231195305
MFI2	3.68128034728384
KRT34	3.08132089064948
NR4A3	3.63200240569657
SGSM3	4.24018558957084
ARSA	3.46407305435488
TOMM22	5.33774315981688
SOCS3	3.51688460723367
UNKL	3.8364125494587
POP4	7.78865899755298
BHLHB3	6.01844233129051
MALL	3.42904247044733
SOX15	3.39800410031552
CCNA2	6.37941313916849
PARK2	3.29135958731928
GPR124	3.63134693766794
TMEM132A	4.3249960279354
CGRRF1	5.82839713866657
RUVBL2	7.87138226276193
MCAT	5.44524387206103
WNT10B	3.7689112022348
ISCA1	7.38999257272448
RPAP1	5.42958271330735
C12orf48	5.71229808095505
RAI16	4.98393298742051
RPL27	9.30952117868118
EPN1	3.21290524735014
MAGI1	3.55321549855949
GBX2	3.22588361826407
SLC35A1	7.2411750849935
GAL	4.76602637110384
SLC14A2	3.74954590873794
RDH11	6.01255651404397
ZNF518	5.19236400941569
PCYT1B	3.275831663323
AUH	7.38115226096955
EIF3H	10.9335999859446
KIF1B	6.94958068746869
MBD2	4.85323730080084
AMOTL2	8.13782418884998
C6orf120	5.80752453611831
PIGT	7.27575481049257
PSRC1	6.4455858909232
PLA2G10	3.97026882288455
ALAS1	6.36429752773797
FOXO1	5.62997609712343
C17orf62	6.51087557536842
KIF5C	5.04664710392456
DUSP10	5.62295376717315
CRLF3	6.55104391145326
CLCNKB	3.27530099701981
PSMA5	9.6723841195017
FARS2	5.75825524365748
CCDC28A	5.47265886391272
AMPD3	4.68994658725195
PIAS1	7.93318843729424
ADCYAP1R1	3.29088507169045
TMEM134	7.19042830367156
CDH20	2.88472175995089
FBXO7	7.14641081267261
FLJ14213	3.33909916483798
ZNF3	5.87781723426404
LRRFIP1	6.27234060491583
TMEM49	8.44462631509728
CNOT2	7.64230007734503
CBX2	3.05483182748884
ZC3H14	6.08812682472946
ALDH5A1	6.93646514295028
HNT	3.48714781342767
SERPINA4	3.08767066225651
FLJ20920	5.07215452575769
CRTAP	5.46608754216732
DDX50	8.62081080379312
STYXL1	7.33698468864133
TK2	5.30447499045372
BLVRB	7.20043753253086
STMN1	7.77066611067416
GUCA2A	3.37667918874947
DPP6	3.98042306982483
GALNT10	3.63553613196718
STK39	6.38004100811722
MMP24	4.09415953513332
CKS2	10.5435740953574
RHO	3.61250757236332
BANF1	10.0445370350740
CR1	3.10343637376012
RPS6KA2	4.29931493849612
HMBS	6.48812403880785
C20orf112	3.49075002899519
SLC25A24	7.71636650544522
MRPL22	9.30824749991377
SLC25A15	6.07407595087175
GADD45B	5.24780005961784
TDP1	5.07995558214641
ZNF287	3.6437444655188
DAAM2	4.29958031769861
C11orf57	5.68162029091829
RFK	7.37838575292144
ZFYVE9	4.29893739823447
TCTN3	6.75350435362158
STCH	6.03174831051254
LOC283871	3.28804497821878
NDUFB3	8.30528303315008
DEFB4	3.85334306355645
FPR1	3.39928379266479
FMNL1	3.36092475808563
SEPT7	9.81241422190982
PTCD2	6.18018218684781
GNLY	3.63924619122343
GRAMD1C	6.02139972869089
ZNF165	7.10953832948826
TR2IT1	5.22531527652356
ARMCX3	7.22730922343106
NDE1	6.62509656289882
MAGEF1	6.9909201259733
ITGA10	3.46402368160161
ARHGDIB	5.80678815247748
FSHB	4.04985968090357
ANXA2	11.0976086171063
HLCS	4.08854386304907
MCF2L	3.94871370647073
AK1	4.65060762353292
FH	7.69703924163162
LGALS2	3.67551098312555
SYNPO2L	2.77536091203178
KIAA1045	3.49974517964973
C1orf183	4.35082078098677
MAGEA8	3.14156023270848
DGCR8	5.23456647047551
GSR	4.49955603014333
NEU2	3.31607833457057
HIST1H4B	3.38804173028999
CACNA1C	3.18874955432214
FAM20B	6.51437045983652
HES2	3.10248243968769
PDCD6	9.34083987562388
INTS7	7.16244250124209
AMPH	3.89862564963663
UCKL1	6.71245027814868
ASB4	3.19586478135900
C10orf97	4.83623117463976
ALDH1L1	3.85284340674753
CCL23	3.1132832209939
OBSL1	5.12429583345868
SLC12A7	7.23227862660234
THAP4	5.16845804645744
RBM4B	6.66182799480888
OGFRL1	4.55599447250084
KIAA0831	6.30778211987982
C12orf11	8.23572575700499
PPP1R15A	4.33829950865546
KIAA0240	5.76432433067241
CD1B	3.17377654748686
FCGR2A	3.31492712645388
MDC1	7.1119968565213
MAN1A1	3.69323244725461
KRT9	3.37701136642185
HTR1A	3.33832127387468
OCEL1	4.96531830979244
ATP11B	5.09728502792288
NLGN4X	4.96107737723372
FBXO34	7.93283262776374
ALOX12	3.28042997639834
RB1CC1	6.91613732262998
PCDH12	4.52853363838079
RPE	5.24500338146714
EIF4E	6.04636300849437
CSDC2	3.77717182347970
ABHD5	5.28486489793054
TMBIM1	4.38998837285507
PET112L	5.63815559085794
P2RXL1	3.31824144630874
F2RL2	3.30707723478901
TRMT1	6.07020760449173
IMPG2	3.60349086050727
LRRC32	3.88234322038291
BGLAP	4.92209010246073
HTR4	3.55449165991013
MRAS	3.72792076607891
TRAF6	4.48406024478089
AXL	4.13342101359583
ATP2C2	4.32336584113392
LMNB1	6.75867795891584
TELO2	4.33767252939416
PNPLA3	4.07456109299169
CSNK1E	5.74161048030281
SRP14	10.1981681845888
KCNQ4	3.16789616763104
PIK3C2B	4.86448551988486
C15orf15	8.87660574835444
TUBB2B	3.46389899541037
USP15	5.82639700126188
C12orf41	8.31456111796591
CEND1	3.63024379162089
RNF31	4.6538093190505
TCEAL2	9.35324551386714
PTGER2	3.78687621283211
UBN1	6.64163361851562
SLC5A7	3.55464599269658
SLC31A1	5.98320081997531
ADAM29	3.35945440476189
ST7L	4.67495309219877
GFOD1	4.56302562259786
CTNNA1	8.98255836711985
HRBL	3.71509667565631
CBX4	3.97694898000504
NTRK2	3.33674652920439
FOXN3	4.83950858425667
MFGE8	4.34518972908887
PFKFB2	3.75035380262583
TAS2R4	3.26274177634134
SH3TC2	3.24707408229253
IL10	3.61360075456656
PXMP4	5.33074390233647
RNF167	5.24312951931272
PRMT5	8.27728598103027
TSKU	4.64231230812595
ATPIF1	8.38936219303773
ETV3	3.00685371342541
PAK7	3.33868239255745
PDLIM1	8.90584915148998
CEP63	5.11445040672205
WDFY3	5.7876327906671
RNF126	4.94948842904925
DPM1	8.80963508331239
CLIC4	5.69754136171653
ACR	3.98018247117743
KLK7	8.17473600113744
ALOX5AP	4.49261457209937
LRP1	4.13951294486833
TNK1	4.15973539913556
TAS2R9	3.16669269558082
ZNF16	5.38588517106757
POLR1B	5.33511430411752
SLC8A2	3.8528606424573
OLFM4	3.00005451747024
TACC1	5.04299623444184
SAMHD1	5.96556703633150
ATP13A2	4.26031414434913
KRT4	3.68130576539876
PAX6	3.65819252026282
SCG2	3.44156811789291
SLC17A6	3.35064963589751
TUBB4	3.89342985784761
PADI4	3.10325899008583
FMO3	3.29049842847405
NLK	3.7480346488739
POU4F3	3.23312768364390
MDM2	3.60905888349692
CAPNS1	8.59982864269791
SDF4	5.67211679233665
ITGBL1	3.18377726210581
TAP2	4.47646823195683
OR2C1	3.44403478933414
KLHDC3	6.23332022903215
EFHD2	4.89415229424427
GALR3	3.69533323153409
NBEA	3.95401202198048
ABCA6	3.18079620025285
ABBA-1	4.29985472910316
GNAI1	5.18051972927772
CLDN3	7.93980722497515
AKT2	3.49949070394165
EGFR	4.31192413740445
VPS4B	6.9492278294843
RBM16	7.73101059795868
GALNT6	5.3477947652318
ZDHHC3	4.66382582773373
SLC25A4	7.22840814848339
CYB5B	6.12584020271483
NDRG1	7.5240248889821
SESN1	4.19538512459878
GBE1	8.232903502686
MRPL46	7.07237683113
CLASP1	6.34251243495466
FARP2	4.23283047538741
ACOT11	3.54755648715858
LDHAL6B	2.83689260587364
MAPKAPK3	5.51847955600009
NCAM2	3.02987391707251
AFAP1	4.58051414051168
PRKD2	5.23402186583102
OR2H2	3.24855346689316
ZFP36L1	6.18857586751687
DZIP1	4.84633159323392
GPR161	4.44859602203118
RNF146	4.05212936681728
NKX3-1	3.92300080113062
CCNB2	10.0383870450243
ZNF10	5.55437923716881
WDR74	5.75328184523617
FAM134A	6.59203540608586
PCNP	8.4426019888208
PURA	5.45553944010586
DNPEP	7.056152627638
ERBB2	4.94419587905488
CREB1	5.62027431347737
NEO1	6.71769284180124
DDX3Y	3.28191941786617
RPS3A	13.0434946094672
MXRA7	9.69208600972686
LGALS3	11.4159397820213
GLT8D1	7.53348266203527
TMPRSS3	8.50578866182992
UPB1	3.54215914970973
LAT	4.02541367328088
CLDN14	3.25221772541825
DHX38	5.99399642414989
KCNA3	3.15606115880993
BTBD1	8.5549628032678
TARS2	6.21745486062494
SKIV2L2	7.06411826867365
ABCF1	8.6221098139834
CDT1	5.49408796440475
ZHX2	4.49263804088254
FCF1	4.28154677715932
LRRC49	6.33087134579046
GUCY1B2	3.55078987304384
CD28	3.36799042752111
SMARCA4	6.79526582378158
SEPT2	7.73752680197313
SOHLH2	3.56256979836375
MCOLN3	5.050660587796
LRP8	5.65029294723889
TAGLN3	3.66669557602512
MASP2	3.51973690089005
GPATCH3	4.44369063220633
TTRAP	9.0902692946557
AGL	7.22836161203864
NFE2L3	5.09392670312429
PSD4	3.56619238726901
PALMD	6.39779603815722
CCNB1IP1	8.65785267892225
TMEM43	6.73275744511227
OBFC1	5.905310241685
STAT5B	4.09633345140783
C14orf79	4.10859671759185
ENPEP	3.73144054196959
SSB	8.47116539681367
SCT	2.9766606093694
TIMM23	7.08705293825076
SKI	3.47269046744069
SLC22A13	2.92139796091217
AKAP3	5.00976404786438
OAS2	5.77140977439585
KIAA0423	6.04385735025946
SEC61G	10.1292342713244
CAPN11	2.80731747849172
TMEM50B	7.41616354607878
DEGS1	7.51602351279283
ARHGEF4	3.68040234309980
DBNDD1	5.12976126564342
TBL1XR1	5.33921975478037
FAIM	5.94242537362582
SP140	3.01326933668394
G6PD	4.41087739513102
NUDC	7.45948690218292
GABRP	4.94323880949585
SCARA3	5.30353411703794
TACSTD2	6.09084720999478
EIF3J	7.53710758668043
PPP2R2A	7.43732182686717
CPA3	3.54770626913976
PVALB	3.05989958814974
BCAT2	5.87064607340292
MFN1	5.45549780132993
F10	2.85672879770757
