Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C03_443104
Composite Element REF	Signal
IL11RA	7.64537038317123
GDF3	3.13654920478727
RPS6KB1	5.72628531668968
POLR3B	5.94960597735645
TOP1	7.977524063608
DNAJC10	5.61873823974913
CRCT1	2.93714120301690
ADIPOQ	3.38886722680183
MPST	4.8601679997077
DPM2	6.41418378282991
FAM38B	4.83707524537038
RIT2	3.08082777221163
SLC18A1	3.25404334204313
RPS17	11.3486792639051
ABCA3	5.15912837288063
CD44	5.14594442529917
FARP1	7.03797803287614
KCNMA1	5.69767465828829
PAX7	3.33219803063277
TUBD1	4.57504857060577
NARG2	6.89229322063928
GNL3	8.01258993014637
BTG2	4.74175385708598
ITGA5	5.11329260165812
NDUFS6	8.32653495738712
MEFV	3.70438853414253
TUT1	3.78016356939331
ERAL1	5.27553204200456
ECHS1	9.17428477922457
NMBR	3.11842928036615
VPS4A	6.29808830560154
ABCB7	6.18041987108332
CYP11A1	3.00515096107388
PFKP	6.62257323947302
C9orf91	4.27737836153375
ABCC6	3.51226653874724
LRRC41	5.76248697104433
ATP5F1	10.4225180632816
GFOD2	4.04063688233635
MOSC1	4.32933238352254
NCF4	3.58871486429684
HYMAI	3.78024027890646
SLC25A3	10.4168378507466
NAGPA	4.60972162375056
MTHFD2L	4.24942352968694
ZNF646	3.86580933789729
RAB1B	7.94108504943455
IFT122	5.82779652620441
GALNT3	6.99968798973469
LDB3	3.62060544866589
GARNL1	4.5010033960513
ALDOAP2	3.06870711064188
LRRC6	4.75873355942563
NTRK1	3.41236684706661
ARTS-1	3.79371909091144
UBAC1	6.41336102761075
SLC6A11	3.02248329607931
NAP1L2	3.52866025351478
EPB41L4B	6.43019027671677
RPL19	10.8627395962365
CNGB1	3.30041861761123
LOC643641	5.9652814023076
FAM134B	3.41683450126343
WISP2	3.57542660574737
NTSR1	3.64815413565633
HS3ST3A1	3.39223277207253
GPSM2	5.98894059592548
PRKCG	3.32366792257223
CHORDC1	7.04883223487748
MON1B	3.88946580723670
TRIB3	5.55481131420950
SLC2A5	3.46794081705041
C2orf49	5.13980737647495
DDX5	10.2767738785884
ZNF446	4.39793335732733
MLF1IP	8.59505039191525
SLC26A1	3.16747388747257
RGN	3.3987933933038
COL4A5	7.0830522170856
CCNB1	8.69085992911402
CCDC28B	4.23490175695600
RP11-35N6.1	3.51870921694236
KCNK3	2.91057100379113
ZFP161	4.54456052507372
FGR	3.80768273288245
COX15	5.48545296829634
EPN2	4.8100533108016
AQP9	4.39632072974127
XK	4.15369040844292
SLC15A2	3.32476837677075
MREG	5.55203252143891
HEPH	4.77722380566628
THRAP3	3.87763762144495
MET	4.21807347349862
PDLIM2	5.32745506063557
ING3	6.93045717599815
PHYHIP	3.78175290608797
CCT8L2	3.05795388995196
ADAM7	3.10290976228115
COPS7A	6.1201280613901
WSCD1	3.59998829981809
SLC12A8	6.56179975122701
RNF185	3.59559645667053
TNS3	9.96018934644922
IGSF3	6.07417821998625
SRPK1	6.32774875039856
MED13L	6.44462858972823
LOC93432	3.20259885455089
C7orf44	4.95716918867055
PTCD3	7.09551340539203
RPL7A	12.3961573813693
TEAD1	6.92027597552439
ARL6IP1	10.4085850067496
CTAGE5	4.14320351118863
SLC25A14	5.64318714598122
LEP	3.1655771557459
PCDH21	4.0866971736795
CACNG5	3.48901775008026
ECH1	5.93683973284155
MAPKAPK2	4.31989189749556
ATXN10	7.02494231209261
LHFPL2	5.26338712779279
CCL22	4.24739908597627
ACTR8	4.75599989012792
PTPN22	3.04728669670052
CYP2F1	2.87617049239067
ITGA3	5.72642024570668
RABGGTA	4.81098792437208
KIAA1033	5.96972860016695
ZNF510	3.85768871362458
SLC26A10	3.70085368713078
STX8	6.2549916755499
RUNX3	4.63387891552082
EFNB1	4.17678278484624
EIF4G3	5.90598627970725
ACSM3	3.39241988804127
C5AR1	3.82105398824331
SIGLEC8	3.49266969868833
ASCC3L1	9.17967071422944
ZNF623	6.62239438917408
A2M	8.46214938491132
NOL8	6.6670895552054
GRPEL1	6.23020357285974
LMNB2	5.31022084848753
ROCK2	4.01647404750341
SNX16	6.65983065717317
Magmas	4.68223070152165
ANXA3	7.85655869753248
C11orf2	8.21424840814035
VKORC1	7.17313254032674
TRPM6	3.28606896938898
KIAA1609	3.95634265425944
FOXK2	5.23307295860837
FEV	3.22694571695583
EED	5.86730117756291
RNF32	3.70631736735498
PDCD5	5.99209339912142
SLC8A1	3.29821614893042
HES1	5.23769006212259
DGUOK	7.85904921672209
CLDN16	4.0866561992536
CLC	3.36161453314784
ISL1	3.82737497944166
C1QTNF3	5.71161362493391
GAGE1	2.96695564650396
KIAA0528	7.79142653289048
VGLL3	3.41542109857498
MANEA	3.50948109496679
C1orf61	3.77561882002116
SUPT4H1	7.23920022333557
CD1A	4.94222650772624
ASAHL	4.52358636243198
TRAF5	6.08235519257231
RAPGEF6	5.73515396142091
WHSC1	7.50480214009979
NEIL1	3.81529738820805
KIAA0020	6.23683960023382
C16orf45	4.84662044625116
GFPT2	4.07884139856824
RBM10	5.98765166276449
MRS2L	6.08999301521558
DNAH17	3.59333207621031
STARD5	3.7542369298541
C19orf10	7.48443018750475
SIP1	4.93532118383446
DNAJC15	6.21568066410079
C1orf160	5.77465869043741
SLFN12	4.12069066117104
STAU2	5.60018265596137
FAM98A	7.17111860220281
EXOC3	5.60033898416735
RAD23B	8.34814419822359
HIST3H3	3.91522911937753
NCOR2	4.38476715322186
TNFRSF9	3.3701776079698
KLK8	5.74769771057197
NOL1	6.53419730745325
ALX1	3.79195109447036
CCNE1	10.8711108313676
PKDREJ	3.69364636248575
TIAL1	5.84165590295277
WHSC1L1	3.72218872009613
HIST1H1E	4.38176472213985
SMUG1	5.04678413582186
TM4SF4	3.51968939684658
NPY6R	3.40138579459394
UFM1	7.84486271328305
AP3M2	7.40190694444928
USP14	7.33417547328655
CORO2A	4.1486165325984
ETNK2	3.4553797764614
APOE	5.73098490086131
ANGPT4	3.73601807143289
DSTN	10.3413023169627
SFRS14	5.7030283526754
FRS2	3.2293475113018
NR2E3	3.60829453366872
ST8SIA4	3.64863505238638
GMPR	5.38895010509985
TUBB2C	9.1411145763953
LOC730092	4.09697165755145
ORM1	3.11589139801984
HSPD1	9.63809182824962
C5orf13	7.33280363305048
F2RL1	6.67452677414145
PLEKHA9	4.9177760565778
ZNF232	5.94130252264177
SLC6A7	3.63799722896295
ADH5	7.76576552862079
SHBG	3.51616542074428
DSCR6	4.89457929182228
CROCCL2	3.57963497260917
CDIPT	8.31101583751866
SLC16A5	5.39890126937909
TUBB	10.1288985107788
GAS2L1	4.99242909934361
TOR3A	5.58339029620891
PREP	4.1774298794858
RFX3	3.7367882691559
CHMP1B	6.9523014376974
COPS4	8.22235743472725
MYH6	3.23149455056476
BCHE	3.22810776380588
MAP3K13	3.47417418623177
LCMT1	6.74425489750588
EIF1AX	7.24860196224308
SLC24A5	3.07584225974034
BCL2	3.80476972261185
HBZ	3.46388303479992
HCRTR2	3.31713793294167
TJAP1	5.9658696955975
MAPBPIP	5.9481942303393
TMEM156	2.96267152673356
MYO15B	4.88796038630095
ZNF239	5.50318519496659
KIAA1324	3.74812363251131
PLCL2	4.87601213381793
C4orf29	3.93812979148360
SNX19	5.26452378046528
NAALADL1	3.31279198981909
DUSP5	3.67995240567447
GKN1	3.86431982729189
PXDN	8.00532129250353
FCN1	3.92281865295080
SLMO1	4.13575076925212
TNXB	4.2092848313802
C1QL1	3.28391411040720
BIRC7	3.79388674450016
A4GALT	4.09110798753144
TIMM22	5.03153496731034
ABHD9	3.90397890531441
TOMM34	6.36689685955132
ZNF35	4.2524711206967
LIMD1	3.35339898577588
CARD8	4.19300099512749
KIAA0286	5.06400672894113
CD6	3.79066488372065
RSRC1	7.90365617535973
TOX3	3.64556542737699
C16orf35	4.11160214362593
CRHBP	3.23996658036433
PTRF	6.18868210415402
FBXO24	3.30225988142749
CHST11	3.37278231514842
THRB	4.17223871955186
RNF39	4.11520148965431
MYBPC1	3.26644571570005
PSMD11	7.13860054348935
ALAD	4.79254268628687
AQP2	3.33937010422018
EN1	3.15255223271495
GSTM4	4.12442931405449
ZNF187	5.94832801622217
CDC42BPA	6.02591207709514
F7	4.54614108588992
CNOT1	6.21983660953162
SLC13A4	3.60661937576493
ZBTB11	7.33922750373301
B3GALT5	2.77034651684314
LUC7L2	7.39541633160209
SPTBN1	4.49252252678052
EXOC2	3.74991820972066
LSM4	6.85747810138267
IRS1	4.26471590314891
TMEM1	5.14204845660077
MRPL34	7.26516661816881
SAMM50	6.23825384228432
CDC42EP3	5.06200725785578
HSF2	4.40386994814412
SRP72	7.50339036953427
MFN2	5.87753802450206
TSPAN7	4.60986407483957
SGK269	4.002789268267
NUCB1	5.92493986989171
RHOH	3.52660263303358
MTX1	6.52579522343534
CENTA1	4.95203654531168
ATR	6.7405328471782
IGLV3-25	4.03448851180469
DDX49	5.94108298919388
TACR1	3.66055535298518
SFRS5	6.95211850714537
THAP1	5.59902475545116
RHBDF1	5.36849553783606
RASIP1	3.93754749520131
DPYD	6.55624935058367
MYO5C	6.43165024205624
DOHH	3.88486417074278
POF1B	3.49040471894465
MAPK10	3.79964634695027
ZNF552	5.5901897764178
USP32	4.99341137123426
MED27	6.39114707306979
NCAM1	3.78535438190047
LOC171220	4.7477779069753
PRDX4	9.69902506280865
AGT	3.50694008318316
SLC22A14	3.90415986354942
DAPP1	5.86533238977696
PILRA	4.15125814747775
ATF7	3.85045250495104
ABCF2	4.69669654564292
KIAA0748	3.53355121967372
C17orf85	4.61485831717014
TKTL1	3.16195651991319
FGF1	3.46204875803327
IL6R	4.64453416491877
CHRNB2	4.25849041232981
COL7A1	4.28575623037523
NFIL3	6.9436849666002
LRRC48	3.41287409909515
TM6SF1	4.10565247079318
SPG20	6.4243322638073
COX10	4.60371903756241
DNAJA3	6.24069570550184
ECEL1	3.64221423858671
GCA	5.84635244615011
GLG1	7.72303812336095
CIITA	3.51629408792217
CLDN6	3.40852346197737
EPHA4	8.0964209641128
FANCC	4.38007946447028
MUTYH	6.13641152105581
L2HGDH	3.84863354138607
GPATCH2	4.18023045539758
PSG3	3.25023595381084
ZNF227	3.64771422475284
MRPL15	9.10116780550948
NQO2	6.9880303651608
C21orf59	8.0741408092821
ZBTB20	7.09909012383032
NEU1	7.49244905744452
QRICH1	7.295656987295
C2orf34	4.27656660142677
UBE2L6	8.08685393465273
HP1BP3	6.06832809360725
MED14	4.4707190655207
TSN	6.44306342800602
TPBG	7.0378076606854
SPRY2	4.70578233690587
LZTFL1	7.07686092841751
OSR2	5.78085540978471
KLHL7	3.6683551499974
XPC	6.43664978787618
GMFB	7.28439417191117
PBEF1	6.81753166713403
CCR3	3.06479949382248
AGTPBP1	5.98635246213592
TMEM8	5.25258675811020
PCSK6	3.42416346900082
STAT5A	4.13169135725663
FAM18B	5.72778390036595
PTPN2	6.50937513761672
SF3A3	6.9763512022295
EFCBP2	3.40954269374013
HCFC1	5.29029423904837
NFYA	3.93028733821948
PBLD	4.38199068223844
PIGF	5.68282274813472
AHNAK	7.26445963843323
ACTR5	4.85387927849844
KIF14	5.35107199976703
PTGER1	4.26223337494587
NOS2A	3.09723920838722
TENC1	5.34535868030859
YIPF2	4.88511766256142
ETV2	3.25328009943231
KIAA1012	8.18570512205837
C17orf53	4.03876061531285
AHR	6.54244848473267
PTPRH	3.39592617914089
ATP10A	4.25919802336372
ATP6V1C1	5.17753237795793
DPH4	7.31535883349437
TAS2R3	2.99634107672443
C5orf5	6.86052674778032
KCNA4	3.91500840948131
COQ10B	5.52553323472975
NMNAT2	4.50697360713366
PSMF1	7.81366475808598
SORBS2	3.58817305214819
NFE2L2	8.7732642898808
SH3PXD2A	4.09891027789325
NRF1	4.10020884001923
SPINK5	4.22415318583333
SH2D2A	4.16915783131646
PRDM12	3.35658737127908
RBBP6	6.93760702840965
OPA3	3.29315489629989
PAQR4	4.57298546680258
IFI27	9.09301821845812
SKAP2	4.85395283308962
TJP3	4.95077310408248
C9orf61	3.84672889466908
MT1G	6.02982253646127
HS1BP3	5.41842295805846
IDS	4.75392122215807
PARG	5.26633533061391
OR2B2	2.7887776653877
DYRK4	5.34157718615013
MICALL1	4.23208857781532
GALR2	2.99514856260333
CHRM4	3.42743165290132
RIC3	4.58093363297025
GPBP1L1	6.89675561621788
ART1	3.54519156646279
TBX21	3.43900347385146
DUS4L	5.2024081435764
KCNJ6	3.37098346508486
TNFAIP6	4.7105277407077
CCT4	9.89063111123697
RTEL1	3.94356899154464
CASP5	3.89783834881397
CHMP6	5.11313184997893
BRD4	6.3212934081099
NDUFA13	8.71409822748133
CYP19A1	3.50952434555952
CD151	7.81596828927717
DOK4	3.81635831595349
FAM26B	5.95509637538407
ARFRP1	4.6785873525157
MRPL41	3.84939326476420
CRYBA1	2.96725300060178
HRH2	3.52174802932306
KIF25	3.72031430398921
MTMR6	5.92563257818543
SCAMP3	6.08267678812908
MTG1	4.78543680274385
UBTD1	3.76864391543354
SOX9	8.30583214361111
CRABP1	3.28308510218937
FLJ33790	3.64532849030488
FAU	11.0013985727284
DTNB	4.31814171357444
CARD9	4.74638853727477
PACSIN3	5.03704467588799
OMD	3.43938400954758
HOXB8	3.12170661351451
NSBP1	4.38002144916638
SLC4A5	3.56885166248536
FBXO46	5.3463064979449
UGCGL2	5.44513473228773
SVIL	6.33603562983999
OAS1	4.26606247734984
PHB2	10.3435660850991
NDRG2	4.48693577518941
ERMAP	4.92653118141662
GRIP1	3.12172305261924
APBA2	3.84204336481401
TCF21	3.40828464340206
JPH2	3.46133467990832
DLST	5.59800159772488
SLA	4.76493130503954
AMELX	2.97824942694701
WNT6	3.37683190991309
ATP2B2	3.59201076149097
CPVL	4.61986655480605
RGS20	3.18266349505928
TRAM2	6.03724564162238
ZNRF4	4.14564875615552
ZNF419	4.46873340857242
LXN	7.5089356396263
TLK1	4.47350621853107
UPK3B	3.92709686586975
MTMR12	4.08227819390889
KLHL21	6.98786509074357
ZNF384	5.10768529635585
PI15	3.26007533547234
RER1	6.462945787531
ELAVL2	3.24112866753333
KLF2	5.51361183075024
RPN1	8.60818227762952
PMVK	5.20843710160753
EIF3D	9.10353065999442
SIX2	3.6037755103395
HPS1	4.56847155240642
RNF7	6.71480319710236
TFE3	5.5080102865454
C11orf17	5.02949938628174
SNRPC	7.9641859917709
KCTD13	4.36975308161753
DLGAP1	3.26936313842399
PGLYRP1	3.69351992461824
IL8	4.52974056064052
IRF7	7.55243762648096
SERPINB13	2.94011659117885
SET	10.0528532482280
NAB2	4.54957329668606
MGC40069	3.81990337422921
BLR1	3.70863315666743
LRP5L	3.85001586893490
FAM120A	6.36927184506931
ASCL2	3.11077416904096
PCDHGA10	5.18046388238558
SHH	3.28218066167759
SH2B1	4.8098209117594
ATP5H	10.3907857350786
THPO	3.28986959563532
HIST1H3E	3.45544813423036
TYRP1	4.40685310641303
EIF2S1	6.72746681632545
RFNG	6.14058297695417
RAB20	6.31826255069232
TNFRSF17	3.62985906935534
RBM7	7.17767957370756
TMPRSS4	5.54234999924318
NKX2-8	3.12338385903107
C1orf115	5.31622199835236
TAF9	7.30982908630081
TERF2	5.88555869920357
TNFRSF1A	6.97298407929448
ACADVL	6.7733280851609
ISCU	8.77979688964778
KIAA0841	5.7258109899096
GTF2H5	7.74447777584698
EDG8	2.96086083260086
RAB15	4.7341256718301
HBP1	5.71925093445411
TNNT2	3.62234288600701
CECR5	5.88704579640765
JRK	4.93886275917782
PHGDH	6.97470227202577
XPO4	4.16336206716718
ARHGAP25	4.14013967167638
CA9	3.755014381562
TLX1	3.3179074593755
GPS1	5.66537647402132
RPS29	11.2170243518695
MKLN1	4.17881421028124
ATP6V0A2	4.06163372712714
EMR2	3.05702328712190
KIAA0319L	4.57771935761622
DOPEY2	3.53651627754749
SLC29A3	5.54598266008602
LGALS4	3.87861356970605
SDHD	9.15058402043675
USH2A	2.99992879742551
NF1	4.05648342437598
IMPAD1	5.6284951572022
APOBEC3A	3.51979268015654
OLR1	4.15372983178717
HCFC1R1	6.21217069663986
TAOK2	3.73765954921763
NRAP	3.85841342516718
PPFIBP1	5.27014131092077
LYPD3	4.24340078748916
BCL7A	4.47941023709611
AGER	3.61912246752228
MCM10	4.43509998340861
MAP4K3	5.70204434963082
PFTK1	4.81362434674386
CBS	7.14427687954734
CLK3	5.50498151380093
KIAA0753	5.88240283664574
GABRE	7.11469249856764
FIS1	7.83716285020772
ELF4	7.57426182455674
C11orf49	8.24894008152385
CLIP2	4.22019379133948
CLPS	3.88535574785205
PPCDC	4.55802102314502
KDELR1	5.78018890601521
NT5E	4.01407292772895
FOXN2	3.33451198973373
NCSTN	5.99765129993894
PARP4	8.1495765801491
CD83	6.90929607105037
NPY	3.18897180068186
IL18	4.02464816146714
BEGAIN	3.27811903645071
VPS16	6.3809470369079
SLC16A2	4.16651357453819
SLC35B1	7.65429840799335
C4orf20	5.92201549351445
IGFBP2	8.21092753542054
NOTCH2	6.92729656201632
SIGLEC1	4.16890543385028
SLC9A2	3.53478161384988
CD93	5.66951183511423
CEP164	3.97994479703358
P53AIP1	3.34544057662432
ADD1	7.73275247753475
ZNF136	6.47980603903625
ANP32A	5.18808019436195
MGP	9.36398405819964
DNAJC1	5.25298210740902
CCDC144A	3.25674152877379
ACLY	5.46848322242828
TRPC1	4.00704746209535
CYP4F12	3.5632257206203
FKBP5	3.19726199503150
SMS	6.6102339987994
MAPK7	4.56737077882449
RRAGC	7.64801311096564
PARD6A	4.41318758624357
CCDC85B	4.34592928591089
SYNGR4	3.35429848747742
WIF1	3.24802526869106
GCH1	5.85753704553652
STRN3	4.15689332623087
TMOD2	2.92049279174538
FLI1	3.68505469450158
DGKQ	4.03800952523711
MAB21L2	3.10406232540495
SCNN1B	3.0696189020101
ECHDC3	6.13672629681216
TMEM106C	8.40642950578812
CSNK2A2	5.86558782629046
GPRIN2	4.56193513038646
CPA4	3.66172591601808
RPL39	12.4499776872932
HERC3	3.89972265106524
MELK	7.90497743090759
IL15RA	4.0610591545429
HMBOX1	7.72371551567998
CUL3	5.59381600452747
PODXL	7.47592474028483
CCT6B	4.00485891754234
GPX2	3.86137689063906
ITK	3.73131602678852
CLIC5	7.12864667840661
RABAC1	7.22531660056108
YPEL1	5.10105700932152
DNAJC4	3.77609342302726
NR1D2	8.37727461720082
KIAA0776	6.17085860331184
FBXL5	7.06603415495977
C13orf27	6.28141843858298
DEFA5	3.11615689148218
TRHDE	3.18114300384338
ZNF536	3.3633529039704
MEF2B	3.90532612725537
UQCRQ	8.6472770346859
ITGB2	7.06066278696494
PTPN4	6.35725223707938
STX5	4.83864487592095
CD72	3.65356072181223
ERH	9.23628534113203
XRCC1	5.49884616384997
VEGFA	6.20293941120603
MPHOSPH1	5.51407628098649
MORC1	2.74878812270228
PARVB	3.51064212886527
ELL	3.59093397505538
SETBP1	5.61955976464767
CDH11	6.91380585957629
NDC80	7.68608968729436
GIMAP6	4.83796615990057
AREG	6.00922927397561
BAT2D1	6.78478828492053
CDS2	4.93625188247268
LIPT1	6.60903971485026
SENP3	4.47040964227957
IL1F9	3.52560324640175
GRIN2A	3.43698101899374
MAN2C1	4.12788666780861
NSUN5	6.11159657230817
SF3B5	8.26096818921528
CEP72	4.56031708917179
MYC	8.7747246356162
NRXN1	3.16474200566244
DECR2	4.9284164463907
SLC37A1	4.69564386453601
SUPT16H	6.74857051564988
MUS81	6.35708010772798
PHYH	6.37067703169567
ULBP1	3.37334178054273
OIP5	5.83836192400988
IL10RB	7.6470482860382
OTUB2	3.97925081908844
NELL2	4.19928158477727
MAPK8IP2	3.64776296400514
ARHGAP10	5.47333317015983
POU3F2	3.50045363126162
RPLP2	8.63024734721187
FGF22	3.45855768212357
PSCD4	3.81992880185489
TRAPPC6A	5.55723580373317
C21orf2	3.87712149624509
CEMP1	3.16120094115267
IL1RAPL1	3.37986457150207
LIN7B	3.95371015003314
VCP	7.14805928798301
NKX2-1	3.35239034953799
BGN	5.79570052211518
LAMA3	5.51022088808184
APOBEC3F	3.05904717196529
COCH	4.82888771161509
SCGB1D2	6.18345698879668
SP4	3.22049272838290
SLC11A1	3.70836172719767
ICAM2	4.01749760475054
C21orf25	6.21784649719213
SH3GL1	7.09075273715088
RALB	6.69133278527108
GSK3B	6.43623586444284
GNGT1	3.05545886598146
GPD1L	6.17516606208447
VPS37B	6.11897274687841
TNFAIP3	6.99853353279495
C6orf32	3.35023821121397
ATG3	8.85524860573714
KLHDC2	8.29268209412435
NDUFV2	8.73408958725057
PANK3	3.92198735531863
BLK	3.10275009170062
MATN4	3.29455610825714
GPM6A	5.40241177123052
WDR82	8.4762198782045
APOM	3.92939676142807
PKP2	4.22106976000829
C1orf135	5.55508782244138
TRIP10	5.55226546487286
HRASLS	5.04299990695712
TESK1	6.05989942316146
FSD1	3.9695550678755
SFXN3	5.07938435517919
MMP1	4.19089876300928
CA12	3.97283363345401
ZNF611	6.45448857146213
C19orf58	5.31935872644617
NCOA6	8.43214655393229
PDE6G	3.86363626226959
PPP4R1	7.8213027858288
HLA-DQA1	7.10792565344089
GCLC	5.30027462839718
MAN1A2	3.47197878657349
SEC61A1	7.99582010371793
IKBKAP	5.30206125582252
TWSG1	4.93681349944175
UPF1	5.31693030026827
KIAA1219	5.83047439447263
CTDP1	4.67529776071279
ZMYND10	3.92910053297859
WNT16	4.35551993727321
ADAMTS6	3.37023681880319
SNW1	7.25043822935548
IL18RAP	3.23874554817992
RPP30	7.30534065364137
KRT86	4.50427928396736
CDC40	5.09347366065351
SLIT1	3.69101344592891
KIAA0574	3.63574357915980
GTPBP2	5.69418112846371
SETD3	6.47304586650685
C15orf44	5.18880432697072
PRRX2	5.43666999172166
GPR110	3.61758808062911
C11orf10	10.3557894233228
MKKS	7.71482174428336
ELK4	3.25585628102203
ACOX3	3.81735483226959
ADCY1	3.61479890732009
KIAA0372	6.129270280345
TP53AP1	4.09949020062139
RHBG	3.75407459783311
SMURF2	8.03749081878012
TP53I3	5.73887680913698
EBP	5.76375265451726
SLC22A3	2.68108245677084
TOR1A	6.81318219424829
P2RY4	3.72650340060295
TRPV1	4.06497821692324
ADAMTS12	3.44609169780174
PES1	5.08483368518531
UCP2	8.07478041515157
ATG4A	4.10736380004801
FOXG1	4.91588220461834
MAGEA10	4.15328513585019
WFS1	5.03463207630645
TRIM24	5.89034101005102
PABPN1	9.1160381951242
PROC	3.60020466545614
SLCO1C1	3.49449526409209
SLC25A30	3.30828444604520
SLC22A5	4.27693825943641
DEPDC1	6.8505655298853
KIF23	7.2984913792661
SYN2	3.67053253447768
ASPN	7.57670357411835
CENTG2	5.77996887315184
ZDHHC17	4.88923582760609
VNN3	3.43108334779995
KCNH1	3.54447208885594
PPARD	5.18263424955202
PSMAL	2.96009254819326
FLJ10815	4.3911037959758
YBX1	9.63474691803828
STK24	8.56086153454558
SPEG	4.19823564242883
STK10	4.46418251620122
ZNF695	2.50606576493435
SCTR	3.36520468229216
AAAS	4.34648478695345
SSX3	3.31941055011165
ABCD3	7.28940556603131
MTF2	6.47566281200217
FIG4	6.85230480610663
TMCO6	5.33216223832134
C9orf46	6.06915816038138
ATP6V1F	8.31339554990072
IGHMBP2	4.66861397838566
CCDC94	5.1742855412853
EGR4	3.23106791857298
DUS2L	4.45318245058479
FAM3C	8.85548074033527
DCTN4	4.44139220887155
EIF2AK2	5.85163954015049
CST4	3.78876482345042
CCL11	4.04744713306424
LMO7	4.05820003324077
PAM	8.2892243035053
NUTF2	8.65266939901057
ADRBK1	4.53440417494046
ZNF84	5.81685143690186
SLC39A4	7.58342920614362
CITED2	5.51243642665463
C12orf49	4.78627441432867
GRM3	2.85696411262288
CCDC49	4.36243869776656
STARD8	3.69182624814882
FNDC4	4.59797796384017
SIAH2	5.97308676249619
CCDC103	3.05656429264010
ATP5A1	11.1383132097040
HTR7P	3.36377784736373
LALBA	3.40927684845286
RMND5A	5.10880709877777
ATP5J2	8.96447219527306
PSCD2	6.94801024334734
MMP3	4.18209984642281
ZNF409	4.05701303739837
CRHR1	3.48740202190123
WDR70	6.35602956622619
ZFAND1	7.08042866673886
CCL18	4.623756377128
KRTAP1-3	3.15003807511956
RINT1	5.31650942110874
NRN1	7.27271363777642
SPAG5	6.61109652328608
KIAA0408	2.85005632318294
F13A1	5.9022820877423
DNAH7	3.33287450223793
SLC10A1	3.97672099720412
BRCA2	4.20478261027775
ACADM	7.98022815313697
GIPC2	2.76174477840559
OGN	3.05360725746771
RAGE	5.05422406183603
XPO6	6.7916136285326
FMR1	8.78013162258365
DUSP3	4.344323543411
ANKMY1	3.52444881479283
CHMP2A	9.06758157680555
FAM8A1	7.8215774256679
GPR21	3.87299362806186
BBS9	4.72797029622143
UNC119B	7.39541240899953
SLC12A3	3.54692259487134
ZDHHC7	6.12101647634674
FVT1	6.76377493843297
ENTPD6	6.21862738234436
PPP1R2P9	3.33808279078040
ERCC4	2.93689660018341
MMP8	2.93107553422563
HMHA1	5.73163081604155
RAD23A	7.79362275568691
ACY1	6.25607577173714
MT1E	7.34938450172464
PPP5C	4.79750054420322
GPR20	3.51926119006628
RFPL3	3.08717129108321
GHITM	8.60134767649416
SCAMP4	4.79490811756131
NARG1L	4.8497097538024
MYO9A	5.25355884302785
BLMH	5.07043381338456
NDUFB7	7.35686485000752
ADCYAP1	3.4762083804548
SP110	4.55604617697338
MIER2	3.93074654001505
KIAA0513	3.85793772601594
SH3BP2	4.7204652403941
PNMA2	4.46481244606525
MAP3K7IP2	5.93247745135228
AGRN	5.43643299170273
CEP290	4.82783489537972
ANXA10	3.25475429024854
RTN2	4.0604010653211
C14orf133	5.86819426008828
PRPS1L1	2.96195497338856
PRPH2	3.70583442543495
KLRA1	2.73999017602958
IRX4	3.32899588881514
GOLGB1	7.23781797466784
GPR97	3.38975289811769
NFKBIL1	4.47580874580723
CHD7	6.5492951417858
APBB3	4.14223936768574
RPS10	10.4951396761479
HIC1	3.16142070561789
TLE3	4.01792877030104
PSMB7	8.99207307996434
IAPP	3.78071816942445
SHQ1	7.04553538247885
API5	6.18693393960343
GP1BB	4.08492741135865
FTHP1	8.6327145912075
TRIM6-TRIM34	4.30598851696979
SLC6A1	3.57952230559758
OCLN	4.76421365888901
NAGLU	4.03920120679669
PTTG3	5.14082587107255
FAM117A	7.14815784175327
SPRY1	6.67946012588937
FLJ10781	6.75987315182017
CDON	3.85551296245622
SH3YL1	8.19817627969614
IGKC	6.24196191742064
TREM2	4.26281602866798
MMP14	4.71455105753193
SERPINI1	4.61784586770249
HDHD3	3.67504174449805
DYNC1LI1	7.34962287866605
FASTKD5	6.11241993884502
TDRD3	5.60814312698664
THSD7A	3.85118791447654
NDST3	3.6596228344519
CXCL2	4.37195792680436
DHRS12	4.27640104224735
MAP3K15	5.78911310806234
FBXO9	7.66223547703216
APPL2	4.99446911247335
TNPO1	7.72371582810497
CARD10	4.19515605250919
MRPL13	7.28963788089025
SNX5	7.30242347594166
EEF1D	7.55897299574703
RAB6A	3.98338420113074
SOD1	9.99772606008562
C12orf5	4.58057302400507
PACS1	4.42397132392253
PAPOLG	3.07748547572241
CHML	3.40463005540083
SIRT5	5.60442846479637
MSRB2	6.20917563804737
BCR	4.99648331570256
PUS3	5.88785350644625
CAPN2	9.63788471846468
FXYD5	5.97853660740925
TWISTNB	2.88968229069258
UBE1L	5.61875279993872
UBE1C	7.71788577408122
CHD2	3.22824445686597
C15orf2	3.13328695112958
FZD5	3.92980000398406
NR4A1	4.52290977009338
LOC339047	6.67699243922246
TRIM17	3.67077077024693
ZSCAN21	3.20548990826532
RPL15	11.897884129590
ATP5G3	9.47658133062214
PRC1	6.64243824608245
ADAMTS8	3.27330829757694
ABCB9	3.73800203639235
