Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B06_433720
Composite Element REF	Signal
MSH2	7.06386869069557
NPPC	2.69934411671868
PIP4K2C	6.69423746403292
CYLD	4.67033035435719
ZEB2	3.30427026271827
MRP63	7.56946417340955
WTAP	6.16372982160341
NEUROD4	3.64600720284084
MGAT4A	4.03377904308389
MTMR2	6.10718833564763
CHRM2	3.3915953736078
TSC22D4	4.38674860256518
PPYR1	3.2822783861048
CCNH	5.89731435082722
USP48	5.31840144569774
NR1H4	3.24634483973854
RASL10A	3.42324904488041
RRM1	8.24122513851213
GABRA4	3.2654888596283
C1orf35	5.55471940621673
SSTR1	3.10466785238305
APOBEC3C	6.09048236528969
CTDSPL	4.98411575387966
RUSC2	3.91790932508531
PDE11A	3.75052687850408
ZCCHC8	8.13159214310996
RAD17	6.39743897324759
TEX12	2.90113039660425
LILRB5	3.18674507509384
CD5	4.42990229368339
ARHGEF1	3.73752020039274
ABCA4	3.52587215043487
TSPAN9	4.85541258675287
WDR67	4.77715526505397
THUMPD1	7.79028037797234
ARID4A	4.78013222347061
OPRM1	3.01838256110504
SYCP2	2.98635975404341
CYP26B1	3.58654192709859
FLJ13231	4.84635416793706
VN1R1	4.08325694058779
LECT2	3.34849813917097
PCCA	5.7264186865066
AQP5	4.6749122650673
RAB30	3.19897687126309
OSBPL11	6.86308276634873
YLPM1	7.11747459003666
GNB5	5.79324796932536
CCL21	3.42223573186763
PRKAR1B	4.11040015089094
C1orf121	6.97483502235831
FMO2	3.25319828402351
IL16	3.75017743401995
MSTN	2.67127833512578
VCL	5.86540271956688
TCF3	4.59514124628878
CCDC88C	3.47094479215382
HFE	4.17654921797004
SERPINE1	3.96458491583785
FAM125B	5.24830835948391
BAI2	4.26809162463447
SMC5	6.1995246802293
AKAP5	3.37208284427936
POU2F3	4.11828938103657
BACH1	4.32317078771166
PPP2R2D	6.36413505586589
C11orf63	4.37785193221394
SSSCA1	6.06871629372219
LRRC51	7.59292700622752
LRRC3	2.97557931804960
PORCN	4.02396090008519
DTL	7.11479176989566
ACTG2	4.60285322219399
FAM124B	3.34037592762732
RSAD2	7.58350346496481
CTBP2	9.16970943374896
ZMYND11	7.63888407475185
CRTC3	8.73298210662366
MYH8	3.16427552231177
LRRFIP2	6.66795242371257
TTN	3.22649715832979
RGS6	3.44910908931555
PLLP	4.43225413152405
SRGAP3	4.01792690185522
PDK1	4.51694915057410
NBR2	3.30742054795471
ZFYVE21	6.30238135875211
C13orf1	4.24398601250215
ZNF137	5.77494667580096
CEP27	6.78788223883665
WDR41	6.65154007345967
BEST2	3.33786372707689
RNF121	4.81874530913365
ZNF93	7.28517924155938
MEG3	3.47915745414334
BCCIP	6.44025303033489
OXSR1	7.45028447447488
RAD51	4.55910653929926
RPL13A	11.4648637855657
MEST	9.62664749499497
DYRK1A	5.19339902482723
HTRA2	4.80639208764796
SARDH	3.14583468346672
ILKAP	5.56513369648498
ANGPTL2	4.88909598355329
RBBP5	5.31034692778037
ORC2L	5.62599672113542
HBS1L	5.74595441157635
TMEM30A	8.20228497512917
PDS5A	6.36473608370789
WISP3	8.3195483699506
CRK	6.48203143516529
NCAPH2	4.7436688434585
RNASET2	8.1633034020491
NEDD9	5.79001085462142
WDR79	4.82875099545599
PSG6	3.29958143556988
SMPDL3B	4.12753626722963
MORC4	5.65398792404174
PSMD13	6.69290597452929
DDX23	7.15334498295863
ETV5	4.01348982788289
MYRIP	3.74886273205149
LY6E	9.47618501377791
ATP12A	3.82217051604284
BTBD7	3.68492183145077
AUP1	6.78728434776658
PIP	3.74327766599487
GSTO1	9.02900727722515
CORO7	3.57733938708142
COX6A2	3.99618364923962
MAD2L1BP	7.10179185720261
PITPNM3	2.88149563798676
ENPP1	5.72346774135857
SCNN1A	7.03303964197734
LSM1	8.44211242612931
KCNE2	3.61284847951376
IDUA	3.70239222505743
P2RX4	6.99464045072378
PPP2R3C	6.84373735987845
CCND2	8.03783178540419
COX11	6.53037371049333
CUL4A	6.7988934745365
CFB	7.51367290678561
PDZK1	3.18153719067155
PCP4	3.9826970107769
UBIAD1	4.48388353875893
CDC42BPB	6.09445241504813
ZNF323	8.0377624257503
RIMS2	4.81716538412034
CXCL6	2.98495781508362
SLC34A2	4.29059896567904
RNMTL1	5.63411984577961
NPTN	9.29302927069519
SART3	7.6731384553131
UPP1	4.09483542127031
CAPN10	3.11191728599945
SLC6A9	3.95193439763694
CCR5	5.38362928549175
NDUFS5	11.2578851532767
CISD1	8.20746138018726
PDLIM3	4.63909391238804
ZNHIT3	7.52514380747321
SNRPD3	8.36951028689203
VPS24	8.08578363744665
SCN8A	3.34887400502802
KIAA0701	5.92151418835694
UNC93B1	4.84279371624382
GMNN	8.41164674942603
FDXR	4.13743804377836
SPCS2	10.0211821379292
CDCP1	7.12275533763474
PAX3	3.35555864958745
PNLIPRP1	3.32923231945546
LASS4	3.38210985137666
HSD17B8	6.85790470397868
EYA4	3.00644918776763
PRKAB1	6.36617464766932
KIF20A	6.9988219539482
YAP1	6.54515832962215
SC5DL	5.43380597593961
NNT	6.70012609353475
DKFZp566H0824	3.46607484284953
ITPKC	4.17709328654921
ST8SIA2	3.03835237895910
LMX1B	3.30922028432225
RAD21	9.78646168072636
SNRPB	9.31879281768303
MIF	10.6854579156340
DLGAP2	3.15445348389659
PFN1	9.66664530533824
IRF8	4.94363239001242
PRO0132	2.97329771324228
MICALL2	4.83490200239087
ZNF654	6.45466326743218
SS18L1	6.04578981807075
ACD	5.85396406101553
BCL3	4.10476285785522
SLC16A8	3.36785036166511
ITGB3	3.29168769331185
MRLC2	10.4719743227395
CEP152	3.78886616214189
F2RL3	3.13326640946394
CLIP1	5.45270262322799
ZNF75	4.42247892517984
SF3B4	7.70429280057184
ATP5C1	10.9816536795892
MAP7D3	5.05919590658684
SEMA5A	5.47111502549313
PSCDBP	4.63883006423206
UBP1	8.7872690011916
XYLB	3.40383290071241
C13orf15	6.23664708611476
ZNF282	5.22754161974945
ZNF222	3.69064139782402
COL10A1	3.75034265881292
MFSD5	6.87350522410091
C20orf67	5.24096539425659
NLGN4Y	2.82872456087956
INHBC	3.23240057846849
GNG13	2.89986506358850
NUMA1	5.25111497390204
F12	4.56675412718007
C1orf41	7.7415828112633
SUPT6H	4.40131625899532
GSK3A	4.9633519141009
GIPC1	6.02878594195853
ELL2	3.41920360532819
C9orf167	4.56229623467807
PVRL3	8.1741023303017
ADAM20	3.66009482859446
GPR87	2.97981957949932
ZNF770	4.55661924724790
SMR3B	2.93308620733773
FZD1	5.27562851293854
TRPC4AP	6.34122195024953
MKL1	3.73874499835399
C2orf28	9.83249660905358
LAMA4	5.23571348811569
EIF4G2	9.4646175387071
ZZZ3	6.87218375438847
C16orf5	3.90283555914329
GALNAC4S-6ST	7.31429820379467
IGFBP4	4.81406460301614
NDUFA10	7.80590541227219
CTNNA2	3.18091090043051
NUDT15	6.76793296207
CEPT1	6.50184787293211
CLIC2	4.3481071780094
RNF13	7.45477871580278
TDRD1	3.20488527279677
KCNK5	4.29028692594336
CCDC92	7.61529376497323
ETNK1	6.48131917425291
CD69	3.8097246646385
LTA	3.04883256739506
TTPA	3.1647766789941
MYOZ1	4.06174956989533
IFNB1	3.3072017821252
CLNS1A	9.22330089157008
SC65	5.76488312894669
CXorf45	5.11255754512693
ZXDB	3.26627312804305
PEX5L	2.97540692546833
EPS15L1	5.50975724824753
GPA33	3.63507341948622
MGEA5	7.1440446824737
HIST1H3A	2.72919565163843
BCAT1	3.84934582360228
ING1	4.5855212214779
SLC2A9	3.92668834326365
ORC6L	7.57431310949713
PRAMEF12	3.26350089067646
KLK11	8.1829797026577
C19orf28	7.39018654087053
MAGEB1	2.75124553974667
MED22	4.35098718629406
ETV6	4.0649241255153
CEBPB	9.16610821000647
KRT85	3.57455299254371
CRYGA	3.31171187316653
HMGA1	6.13200371167351
CAPN7	6.20435800527284
MGC5566	4.44911236469927
GEM	4.04634002529268
NANOS1	7.43214145526912
RANBP2	7.66333811251609
APITD1	6.84034199931575
LIG3	4.7852796402851
IRAK4	5.1700260472656
PARD3	5.51121336617176
SERPINI2	4.17879385092412
TTC9	4.04837378650123
MLPH	3.91289993203503
RETSAT	5.49360274189797
NRG1	3.26999640720609
CAST	5.99582760665045
TBC1D9	6.16461404465107
TTK	7.90477857105263
ZNF557	3.4688263628606
DDX41	7.07476310575368
TGFBI	7.03964233305245
PGM3	6.06415429515181
PSMB10	7.36350944848278
UBE2D2	7.07431756223895
GABARAPL2	8.74772311170317
DGCR2	5.32831636287128
UNC45A	6.32934963052646
CISH	5.55926959975899
OGDHL	4.0790208329239
SPINT2	11.3460544478956
CASK	6.06594576519932
GIT2	5.01885301454663
CLDN18	3.35768461812024
RNF128	4.93263297568188
NCAPG	6.46374811070936
ABHD6	3.75528277879540
ATP6V0E1	7.49505230683574
C14orf161	2.97167361356509
UTP11L	8.43288426801017
GCNT1	5.08128041348787
DUSP9	3.70731636783751
TM4SF5	3.90229432602454
SUCLA2	7.13523175266762
NANS	5.94084792328888
OLFML1	3.98713847384755
ATP10B	4.36502228212678
SCNM1	7.84202983706686
NPAS3	4.25320867353895
AMD1	8.54472323355158
GGA2	5.31746326527073
PRKCA	3.70773331779948
TRIB2	3.65104446275567
SDCCAG3	6.91122793814254
TTC1	6.83811528163356
GHSR	2.90188019112788
ATP8B1	5.46137964803486
HIPK1	6.89005307774115
C1orf78	6.85795034630755
CLN3	5.98224290968545
STX4	7.06321188209565
WAPAL	6.00392188827838
TUBB1	3.32806402689646
SCN5A	4.69608755547169
ZNF192	3.20313498199982
SEC22A	5.79410109446619
DPY19L1	6.0257389224073
C11orf9	3.43588424761092
GRIA2	3.01047073873644
VDAC2	9.68649603892997
C8orf44	3.46271194211898
ZPBP	3.25203880587779
NUSAP1	7.70017743398758
LANCL1	7.1840679451141
FGF23	4.1004411417088
PCNT	5.7041823877058
BCKDHB	6.34964325901168
IFNA8	3.2844479729102
BET1	8.62527808892517
SPRR1B	3.21961906773306
FLRT1	3.57059137608093
HDAC6	4.54660330710827
SNX17	7.37261999904193
N4BP3	3.00726171919455
PLSCR3	6.40143019665917
TTC30A	5.47704920530782
CRISP1	3.07790169043816
KRT32	3.58783507427551
GHRH	3.20519038207456
IL11RA	4.10601318009482
GDF3	3.27780584588272
RPS6KB1	5.0760920591658
POLR3B	7.0088288326319
TOP1	8.2569580063866
DNAJC10	8.14822255765375
CRCT1	2.85097234634738
ADIPOQ	3.18948767857170
MPST	6.4655538254521
DPM2	6.34302627196798
FAM38B	4.18227810384168
RIT2	3.13283559432712
SLC18A1	3.20602078794544
RPS17	12.1024034640472
ABCA3	5.12064114980382
CD44	5.78914346326897
FARP1	5.84860918772075
KCNMA1	4.1579761377742
PAX7	3.25272490451673
TUBD1	4.26514400705151
NARG2	6.44859413171121
GNL3	8.05520298508745
BTG2	4.831043247613
ITGA5	5.61957431654854
NDUFS6	9.19405464685345
MEFV	3.57585900265495
TUT1	4.29128622750755
ERAL1	5.89123691637059
ECHS1	9.8536625894271
NMBR	3.33928854227321
VPS4A	6.51278084343519
ABCB7	6.61300658989507
CYP11A1	3.66300219670270
PFKP	8.25741920839018
C9orf91	5.1689224147016
ABCC6	3.9147013659257
LRRC41	7.73846309516054
ATP5F1	11.0928308408479
GFOD2	4.13352323765471
MOSC1	6.91854536694929
NCF4	3.43471271735608
HYMAI	3.43377325437392
SLC25A3	11.3626909781224
NAGPA	4.9356343007599
MTHFD2L	4.8953165019308
ZNF646	3.91500102149994
RAB1B	7.49689058334817
IFT122	6.85806838338922
GALNT3	7.70956377511674
LDB3	3.58363200288508
GARNL1	5.20726982128436
ALDOAP2	3.13637115219805
LRRC6	6.17699319089859
NTRK1	3.16309329378352
ARTS-1	3.96657154673658
UBAC1	6.42144812022529
SLC6A11	3.02296358606903
NAP1L2	4.10017354229013
EPB41L4B	7.49900766052864
RPL19	10.7429711626968
CNGB1	3.33458563912647
LOC643641	5.3811564866409
FAM134B	4.61529993979631
WISP2	4.85851131586225
NTSR1	3.40236896086199
HS3ST3A1	3.4645973485882
GPSM2	5.67954291794704
PRKCG	3.41582711347813
CHORDC1	6.95796523722792
MON1B	4.8600739165947
TRIB3	6.99926286605666
SLC2A5	3.73660940852725
C2orf49	6.05717553653704
DDX5	9.73397843280214
ZNF446	5.08022565631471
MLF1IP	8.24534350578545
SLC26A1	3.04947916910023
RGN	6.90765427159285
COL4A5	7.7624939662619
CCNB1	8.29832677881635
CCDC28B	3.65389928014215
RP11-35N6.1	3.01677394918199
KCNK3	2.98936270782890
ZFP161	5.43216809558528
FGR	4.09824143969962
COX15	6.32058917357753
EPN2	4.15481053938182
AQP9	3.93528449021161
XK	6.08619390119131
SLC15A2	3.43442729019023
MREG	5.68243507882492
HEPH	4.95225246293798
THRAP3	4.21780257648046
MET	4.1751689561447
PDLIM2	4.18572220873885
ING3	6.20302950555267
PHYHIP	3.43921366880999
CCT8L2	3.08984047337032
ADAM7	3.18851761513087
COPS7A	8.33381254229148
WSCD1	3.6953698737778
SLC12A8	6.45085004067178
RNF185	3.56894638452139
TNS3	10.4269476601427
IGSF3	5.91484568271144
SRPK1	7.21972082762031
MED13L	6.44745268239247
LOC93432	3.23937709988626
C7orf44	7.07392629162504
PTCD3	6.59784172058092
RPL7A	12.4050232722233
TEAD1	6.95109863094107
ARL6IP1	10.1741626918979
CTAGE5	4.47583607583633
SLC25A14	5.67176985150533
LEP	3.21512547435882
PCDH21	3.82113235048401
CACNG5	3.55806938429668
ECH1	8.19205316423122
MAPKAPK2	5.45809215899133
ATXN10	8.01597067101032
LHFPL2	5.65779577655723
CCL22	4.20770697332625
ACTR8	5.30711448891395
PTPN22	2.98370758414695
CYP2F1	3.1757936326299
ITGA3	4.04886149613153
RABGGTA	4.63755785775021
KIAA1033	6.67666420699634
ZNF510	4.02346520579466
SLC26A10	3.67949416677876
STX8	7.54670809591183
RUNX3	3.76841040271300
EFNB1	4.07209939395908
EIF4G3	6.63024868055623
ACSM3	4.67568702939622
C5AR1	4.25698679085639
SIGLEC8	3.29587540923296
ASCC3L1	9.85178201405935
ZNF623	8.32341092372607
A2M	9.54807342217962
NOL8	6.57667762838278
GRPEL1	7.14519938471013
LMNB2	5.38791148389947
ROCK2	4.34189813993067
SNX16	4.18611696055557
Magmas	5.09811435108936
ANXA3	8.17448808275546
C11orf2	7.42469849471991
VKORC1	7.32588459463098
TRPM6	3.28904020303353
KIAA1609	3.82562438847957
FOXK2	5.86840557473083
FEV	3.38494272791043
EED	5.83064682427283
RNF32	3.29327545852057
PDCD5	7.70001938423324
SLC8A1	3.22810071590711
HES1	5.96187948419009
DGUOK	7.70665462448483
CLDN16	3.72588253361499
CLC	3.26256315373980
ISL1	3.42192818442395
C1QTNF3	4.35065853756107
GAGE1	2.86611064101433
KIAA0528	9.17144834537886
VGLL3	3.34845802122094
MANEA	5.74432614840289
C1orf61	3.70275914219689
SUPT4H1	7.18016548980372
CD1A	3.85165831510925
ASAHL	5.09126766022803
TRAF5	7.92223477110155
RAPGEF6	4.90199330777029
WHSC1	6.92157393288402
NEIL1	3.57848464198631
KIAA0020	8.16703371488799
C16orf45	5.19465091391545
GFPT2	3.80488077226271
RBM10	6.876910049735
MRS2L	7.13102042995686
DNAH17	3.38243418440147
STARD5	3.86375156688562
C19orf10	7.28417555823722
SIP1	5.24644980611851
DNAJC15	7.44518804001406
C1orf160	6.07665643680059
SLFN12	3.43957436657422
STAU2	5.8140694939979
FAM98A	6.53762875249835
EXOC3	5.72640974706027
RAD23B	9.23263698639658
HIST3H3	3.67511057284254
NCOR2	4.19531723292607
TNFRSF9	3.3182402048648
KLK8	9.00683984878625
NOL1	7.65294024439919
ALX1	3.45969413408589
CCNE1	6.80641382093593
PKDREJ	3.32138136164613
TIAL1	5.6414703459164
WHSC1L1	4.34864158210888
HIST1H1E	3.42095235274511
SMUG1	5.9374676647661
TM4SF4	3.31078555348092
NPY6R	3.47858350079004
UFM1	7.52505369487545
AP3M2	7.3911461550843
USP14	8.49532574538687
CORO2A	4.68366683818854
ETNK2	3.27653224165001
APOE	5.56062379495962
ANGPT4	3.94518161191529
DSTN	9.56695603067582
SFRS14	6.13176827492178
FRS2	3.63624535845839
NR2E3	3.47538970298469
ST8SIA4	3.37060905956802
GMPR	5.40429027236718
TUBB2C	9.69611717247749
LOC730092	4.06150633877912
ORM1	3.93567080566201
HSPD1	11.9709519548708
C5orf13	6.83521898700992
F2RL1	6.6845702523114
PLEKHA9	5.13700518831804
ZNF232	6.19724894462385
SLC6A7	3.55125095958161
ADH5	7.71653554327812
SHBG	3.41882478428533
DSCR6	4.05855265530733
CROCCL2	3.76425557948377
CDIPT	8.62352878001897
SLC16A5	4.59190864166936
TUBB	10.5369236287355
GAS2L1	5.30189329541976
TOR3A	6.97084411804647
PREP	5.71058081422445
RFX3	4.23915330515849
CHMP1B	8.31499708199409
COPS4	7.91859968461354
MYH6	3.32025862242571
BCHE	2.81639952974274
MAP3K13	3.23111480738019
LCMT1	8.23214143673234
EIF1AX	9.20705648470211
SLC24A5	3.05277515616668
BCL2	4.78613788798723
HBZ	3.12129541689149
HCRTR2	3.18635397140951
TJAP1	5.71419331261637
MAPBPIP	7.19861814368055
TMEM156	3.21174722127214
MYO15B	3.54876970928739
ZNF239	7.49089933989632
KIAA1324	4.18997985321129
PLCL2	5.33864458474359
C4orf29	4.090149418496
SNX19	6.85441615031215
NAALADL1	3.82990347866364
DUSP5	3.83573740752894
GKN1	3.62761436749933
PXDN	6.07299727282973
FCN1	3.42037635499633
SLMO1	4.11791239334591
TNXB	4.19100347283313
C1QL1	3.28226834526039
BIRC7	3.61817554386483
A4GALT	3.8485059427151
TIMM22	4.26999198570251
ABHD9	3.20223130985907
TOMM34	7.93493612411456
ZNF35	4.25562379184159
LIMD1	4.10500658065507
CARD8	4.50377782842435
KIAA0286	6.05044952504209
CD6	3.82510698006119
RSRC1	6.8757067994107
TOX3	2.92225736859428
C16orf35	4.75068041101735
CRHBP	3.03132697779471
PTRF	5.12281914978223
FBXO24	3.01884537578462
CHST11	3.19786548491710
THRB	3.9111475524661
RNF39	3.91363888878644
MYBPC1	3.45310431204822
PSMD11	7.86478492744518
ALAD	5.31004787029809
AQP2	3.30294203022607
EN1	2.94781196753161
GSTM4	4.63830653235189
ZNF187	5.8482292173021
CDC42BPA	6.27244882285302
F7	3.17474544770704
CNOT1	6.72900879148005
SLC13A4	3.42489284894215
ZBTB11	7.73075143005173
B3GALT5	2.82255050665515
LUC7L2	7.6560580840076
SPTBN1	4.47049305531856
EXOC2	5.39783937603692
LSM4	8.32947268054729
IRS1	5.95283845107451
TMEM1	4.57685439608764
MRPL34	8.16067592383487
SAMM50	7.9723900029032
CDC42EP3	4.97154548344408
HSF2	5.6810523149665
SRP72	8.37186609227273
MFN2	5.92256543966322
TSPAN7	4.83893382968692
SGK269	3.96044815043577
NUCB1	6.71750155717707
RHOH	3.4285638736449
MTX1	7.85756656416748
CENTA1	4.95871554183585
ATR	6.88185957520116
IGLV3-25	4.67764050813219
DDX49	6.50322147573938
TACR1	3.30693515985596
SFRS5	7.49260809367011
THAP1	5.03795709342585
RHBDF1	5.00051482418852
RASIP1	5.28317046950417
DPYD	5.78658421836905
MYO5C	7.23056508685603
DOHH	3.29191809574557
POF1B	4.10988181299640
MAPK10	4.17980296451351
ZNF552	5.56660027144768
USP32	4.7935647133371
MED27	7.27413440803696
NCAM1	3.36616610809259
LOC171220	4.65935574537434
PRDX4	11.3879955999667
AGT	3.46036077614881
SLC22A14	4.09691457147348
DAPP1	5.76792397319912
PILRA	3.86530652265627
ATF7	3.72565052360993
ABCF2	5.29790127585941
KIAA0748	3.31538647603811
C17orf85	4.72829827368508
TKTL1	3.2382916044737
FGF1	3.55638712273899
IL6R	3.92640757521384
CHRNB2	4.03384405864464
COL7A1	4.21674970597681
NFIL3	6.86170202446908
LRRC48	3.23980288422018
TM6SF1	4.35171744355491
SPG20	6.48320701088913
COX10	4.8331883279613
DNAJA3	6.95768969419875
ECEL1	3.82727233596313
GCA	7.53165785571047
GLG1	8.26153083819834
CIITA	3.91793681473489
CLDN6	4.24617780566499
EPHA4	3.8017717966706
FANCC	4.39648824062243
MUTYH	7.16446704425388
L2HGDH	4.44338433665462
GPATCH2	4.30760537505664
PSG3	3.21167103596800
ZNF227	4.60016983584316
MRPL15	9.62113890867248
NQO2	6.89221242158814
C21orf59	7.8296034203067
ZBTB20	8.39556015299805
NEU1	6.46280828003883
QRICH1	7.30543668267974
C2orf34	4.2069579995616
UBE2L6	10.3361741866680
HP1BP3	6.36141641723866
MED14	4.8954393798934
TSN	7.621607564399
TPBG	6.88228154901169
SPRY2	4.87299118653736
LZTFL1	7.61617548664409
OSR2	4.20332395379904
KLHL7	5.21616650200172
XPC	5.58035403886372
GMFB	7.85608485663666
PBEF1	8.51642623039647
CCR3	2.96835030491321
AGTPBP1	5.59267122798671
TMEM8	4.56785571925523
PCSK6	3.92509675230739
STAT5A	4.71892141594157
FAM18B	6.96909487791179
PTPN2	6.58145449398427
SF3A3	7.84124145883272
EFCBP2	3.69078343094587
HCFC1	5.55766796098606
NFYA	4.05540226493224
PBLD	4.63444671073557
PIGF	6.7238004927844
AHNAK	6.12957168305524
ACTR5	4.4849771207317
KIF14	5.78356141184643
PTGER1	4.09386981872831
NOS2A	3.09461558362076
TENC1	5.90459824163051
YIPF2	5.71885213852507
ETV2	3.10579024458286
KIAA1012	8.28090964137271
C17orf53	3.56376767342203
AHR	7.47517258896013
PTPRH	3.69697792306609
ATP10A	4.59044496695789
ATP6V1C1	5.57349221603086
DPH4	6.79882516488519
TAS2R3	3.23327926408034
C5orf5	5.99903175680265
KCNA4	3.61218334903265
COQ10B	6.87213113726359
NMNAT2	3.07136923062555
PSMF1	7.88866847441898
SORBS2	3.50270423684432
NFE2L2	10.3757093699122
SH3PXD2A	3.41328289763227
NRF1	4.31743773271757
SPINK5	3.7511398887404
SH2D2A	4.87958390395002
PRDM12	3.50744854691667
RBBP6	7.38696654982453
OPA3	3.45578736660909
PAQR4	6.81788761331511
IFI27	12.4874375976995
SKAP2	3.78044785482546
TJP3	3.77754027454961
C9orf61	4.10184666723928
MT1G	10.4680038574398
HS1BP3	5.49201476625004
IDS	5.26194239010081
PARG	5.37119915303003
OR2B2	3.01990168719389
DYRK4	6.34865900499719
MICALL1	4.76024848373575
GALR2	3.003273756171
CHRM4	3.43922724099855
RIC3	2.98258856872509
GPBP1L1	8.27127821430829
ART1	3.45033796986801
TBX21	3.09216595386553
DUS4L	5.33604652958106
KCNJ6	3.46525824126289
TNFAIP6	4.75495191141328
CCT4	9.53920449489447
RTEL1	3.71906737873434
CASP5	3.83833364500394
CHMP6	4.08121685067314
BRD4	5.61375293827554
NDUFA13	9.6993498361649
CYP19A1	2.98111064691017
CD151	7.44272751691696
DOK4	3.48546660375215
FAM26B	5.11266428038295
ARFRP1	4.34182377729159
MRPL41	3.24479105332676
CRYBA1	3.10590978704779
HRH2	3.50263043448051
KIF25	3.69215498772938
MTMR6	4.67327984937862
SCAMP3	6.8724639082661
MTG1	5.62317832858968
UBTD1	3.55390110845785
SOX9	3.85514982788702
CRABP1	6.04620711525008
FLJ33790	3.50089328970316
FAU	11.4484824724173
DTNB	4.05050881171936
CARD9	3.71640335005408
PACSIN3	4.62512566658172
OMD	2.95127937828333
HOXB8	2.90521152685026
NSBP1	4.5908293809997
SLC4A5	3.54502879292527
FBXO46	5.0641758448069
UGCGL2	5.77968659706577
SVIL	4.80630003715138
OAS1	8.84326724482911
PHB2	11.0934253019336
NDRG2	4.13768224955751
ERMAP	5.40803113887439
GRIP1	3.08866565172952
APBA2	4.41977608591636
TCF21	3.06558196296805
JPH2	2.99396041578721
DLST	6.51983226413415
SLA	5.01692931589843
AMELX	2.69399658749614
WNT6	3.31416790452953
ATP2B2	3.9214049529841
CPVL	5.53924946715724
RGS20	4.10688190032023
TRAM2	7.32606515079239
ZNRF4	4.37381396355318
ZNF419	5.71572942642769
LXN	6.92465386884519
TLK1	5.34599491273804
UPK3B	4.10006972987289
MTMR12	4.26399939298794
KLHL21	5.50079399233541
ZNF384	5.7334496339586
PI15	3.47706638007006
RER1	6.46652746716059
ELAVL2	3.18332143801707
KLF2	5.16599217355755
RPN1	8.63192893705586
PMVK	7.30536890632644
EIF3D	8.7628178381084
SIX2	3.66290704435278
HPS1	4.41464614267606
RNF7	7.29169401582084
TFE3	5.6696092558985
C11orf17	5.04326463729464
SNRPC	8.98624820118985
KCTD13	5.30632930764736
DLGAP1	3.1785449573492
PGLYRP1	3.81784322240878
IL8	4.49581587719721
IRF7	4.89984432477519
SERPINB13	2.92041946316635
SET	10.2485298700587
NAB2	5.9937321692191
MGC40069	3.66221363307877
BLR1	3.37420558429544
LRP5L	3.46536512192928
FAM120A	6.52302371447369
ASCL2	2.95429590154767
PCDHGA10	3.83678591907598
SHH	3.31092198145458
SH2B1	5.15100383783438
ATP5H	9.66645124838912
THPO	3.21260636640734
HIST1H3E	3.3827864082217
TYRP1	3.10501521574705
EIF2S1	7.07133878549181
RFNG	5.28488988419114
RAB20	5.2542045652329
TNFRSF17	3.73902087001055
RBM7	7.09505039492548
TMPRSS4	3.84020915020063
NKX2-8	3.07241903093029
C1orf115	6.50757206614086
TAF9	8.11592774161312
TERF2	6.84837900140218
TNFRSF1A	7.96428789272026
ACADVL	7.04491218399917
ISCU	9.70456520764657
KIAA0841	6.07298844395492
GTF2H5	9.06613551721967
EDG8	2.93646181801830
RAB15	5.89795464391098
HBP1	5.64511933764172
TNNT2	3.38840717225839
CECR5	5.91403871002297
JRK	5.30907536630993
PHGDH	8.6876842972293
XPO4	4.12351663467217
ARHGAP25	4.81814017645571
CA9	5.51957015000787
TLX1	3.18601507019871
GPS1	7.09553416976512
RPS29	11.3752309119967
MKLN1	5.60638408835208
ATP6V0A2	4.29248425174785
EMR2	3.10161811806214
KIAA0319L	6.0674090846953
DOPEY2	5.15739458611921
SLC29A3	3.90919955170121
LGALS4	4.21744642921263
SDHD	9.05869087285624
USH2A	2.87257428259746
NF1	4.17753161761032
IMPAD1	6.30969796648393
APOBEC3A	4.06048666193414
OLR1	3.43427316403861
HCFC1R1	5.95459880459575
TAOK2	3.76969148113654
NRAP	3.65433064378616
PPFIBP1	4.9113647389621
LYPD3	3.89104551982538
BCL7A	4.76228145872048
AGER	3.54848951794615
MCM10	4.3420499743651
MAP4K3	6.21782889949177
PFTK1	5.11726768888104
CBS	6.78603715537667
CLK3	6.73180232086368
KIAA0753	6.5655038792218
GABRE	5.14528755962635
FIS1	7.78080195666705
ELF4	7.87986654988485
C11orf49	8.68187932351937
CLIP2	3.48201050219824
CLPS	3.81374802340828
PPCDC	4.67299316413795
KDELR1	6.36315261986988
NT5E	6.4868272898735
FOXN2	3.63463836319831
NCSTN	7.68006060954963
PARP4	7.76450748242897
CD83	6.79779795536534
NPY	3.24697843641405
IL18	4.5086021505292
BEGAIN	3.48255786097887
VPS16	7.03483002076858
SLC16A2	5.30006273840662
SLC35B1	7.58641582444543
C4orf20	5.9824439956566
IGFBP2	7.91512433198796
NOTCH2	7.2681745991378
SIGLEC1	5.01624993060735
SLC9A2	3.04805626261776
CD93	5.9418636992642
CEP164	3.88688444193377
P53AIP1	3.10391846538971
ADD1	6.67491700495187
ZNF136	5.48138150958308
ANP32A	8.23422818187279
MGP	9.15245057449257
DNAJC1	5.17840909622036
CCDC144A	3.04512772545227
ACLY	6.5323616331042
TRPC1	4.47806389523987
CYP4F12	3.62433586767627
FKBP5	4.3063027427774
SMS	8.90609090692968
MAPK7	4.1679093331907
RRAGC	8.2775841033012
PARD6A	4.21794823431082
CCDC85B	4.18748815196383
