Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F02_491266
Composite Element REF	Signal
GOLGA5	8.0813093490846
SDCCAG1	6.59912387505185
SSTR3	3.32372618760193
MAGEA5	3.97980126683199
OVOL2	5.93648419376416
C10orf95	3.76061041999805
RBL2	6.49842548175174
JMJD1B	5.93444270890595
PPP1R10	5.69891933150613
C1orf163	6.33952465146264
CSE1L	8.1137782459439
ASRGL1	7.95839013616984
RDH16	4.13531443206504
TOM1	4.16221935746722
PTX3	4.93572187500952
CENPN	5.02790768344854
TTC15	6.58510925178587
TMED2	7.57177092552769
ANG	5.50798138237188
RCAN3	3.9177015883483
CINP	5.93926049490931
U2AF1	8.7865807288324
NMT2	5.39992210548960
OSGEPL1	5.14596525354296
DFNB31	4.16847120689061
MARCH7	7.25609521320235
SLC6A20	2.95781543051521
PFKM	7.65381369152973
SGMS1	5.07055468382845
DKC1	7.86379589055223
MGC5590	3.16628768790078
CREBZF	4.14415876251567
DAZ1	3.43501577079288
RIOK3	7.18134519161128
PRPSAP1	8.10817937344794
GCHFR	5.72850328661605
LOC196993	3.3134188012928
UBD	8.99308454000208
ATG9A	5.48421738059778
S100A1	6.78080966444853
RPL6	11.3141728843356
TMEM40	3.26542261426437
DNAJB6	6.15528843208566
ELP3	4.63917728676537
ZNF787	4.21448558577015
KERA	3.20703920186581
PELI1	5.94158389936838
PPT1	11.5449529985453
SLC35C2	4.64157463966123
MT1X	8.9178517953818
UBE2B	6.50631315074977
KEAP1	6.78389876861858
MST1	6.37349724498002
MUC4	3.74180733688573
RFC4	9.33265969916895
BCL2L13	5.95765489340877
GNB2	6.49292586912092
NUP50	5.01355371973046
SULT4A1	4.71663821231813
S100A8	5.37900586963956
C7	8.89483746458096
CCDC130	5.66632543873218
RQCD1	3.65642268099317
AYTL2	7.20217659613588
MTUS1	5.6776842686389
ARFIP2	7.09497874059957
UROS	7.1267863822549
LEMD3	7.75828147634727
PLEKHF2	7.31139050775429
KHDRBS2	3.49013206024204
HOXA7	3.24594723207391
POLQ	5.20613648185823
GTF3C2	7.42321005486268
SOAT1	5.76063062077731
SPAG4	7.13155933186712
MRPS30	7.44338673972169
MR1	4.00498352315776
UBE1L2	4.36770694999195
F8	5.52569583341242
KPNA5	3.15540517818686
ACHE	3.17599657142893
TNFRSF12A	6.27023186835227
EGR3	3.61904352496263
TCEB3B	3.599384982293
ZNF184	6.14586546176344
OASL	5.88805025219003
SERPIND1	3.26392090462433
IFRD1	5.71883364308654
SPINLW1	3.07786649446792
KCTD9	4.50521733204272
PRR14	5.99026828941756
ZNF267	5.73807091589204
PPP1R3A	3.1569411462271
ZBTB6	3.64244518722496
ACTN2	3.58894001620533
TXNIP	9.17321475378967
NUDT3	5.95574594027568
DFNA5	6.34877960883445
RPL36AL	9.48479929800147
KLK15	3.32972791770377
RAP2B	6.2426464281576
CHAD	3.56386005391089
HEBP2	10.0388645815875
GABPA	4.54459695921866
CAMK2G	5.34845261804479
TLR3	4.94125182959366
FGF14	3.11387344803041
HMGB2	9.76173057780265
POLB	9.44870943669736
KIF3B	6.71423639764301
C3orf27	3.48009717831002
MTMR9	5.11976120918315
SEC31A	9.34959008055174
TRIM58	4.95827755013676
TAS2R14	3.40494170185827
NSDHL	6.47226493911013
GLRA3	3.01427899196317
VPS8	6.33860759196673
H1F0	7.36590776200193
PRKCB1	4.36870347304535
POLR2D	6.3258688154733
UGT2A1	3.31038090766298
TOR1B	6.88464128092578
LSS	4.70891716098311
TOPORS	6.12954338500979
HNRNPC	8.80855024667654
TMEM100	4.44792026387669
DHRS9	5.23113678598399
ISG15	10.8956166052927
DNAH2	3.68670665119688
ZCCHC14	3.92425861032462
FXR1	7.80606644248899
ZMYM3	6.5850883865292
CREBL2	6.22741543701285
TGDS	6.19124781641505
CASP3	5.71078058435221
FAM120C	3.59146824558802
KCNQ1DN	3.68685291833735
SCLY	3.83047158977947
CACNA2D3	4.62710066841018
CA7	3.53298780977686
ENTPD5	4.2014989307317
SUCLG1	9.19283895385587
PDIA5	8.27122748261095
KCTD20	4.10997838806051
WDR47	5.51080906989714
KLRF1	3.52341323574140
MAGEH1	7.83747269760234
PRPF40A	7.87959624282529
SMR3A	3.20497852820055
TAS2R16	2.99850426571353
SPINK2	4.84396550933568
NPY5R	3.11763279787323
IRF4	4.04092645397266
PRKCE	3.64024295001533
ITGAM	4.61723775262754
RGS2	6.58549531922581
DDX19A	5.60103998385627
PDPN	5.51323869278538
TMEM34	6.85688520378702
MST1R	3.85330355812376
MGAM	3.56689310576266
COL3A1	10.6154447598863
PTMA	11.8976201317636
PRDM11	3.18242996906224
NAPA	6.87178719950366
DIRAS3	5.28362407529438
LIPF	3.23639206387453
PSG9	3.25150769283596
ASGR2	3.27840323208825
ARHGEF11	4.38464965244875
PIK3R4	6.50001614936206
IVNS1ABP	7.19901148060988
SIGIRR	6.3735836658722
BTBD3	7.616930851453
UBE2NL	5.76857880219757
PPP1R2	5.70476961110134
FOSL2	5.10293842744509
IL1RAPL2	3.58591691797587
C4orf30	7.51634470989986
TUBA4A	6.48823046496178
SEPT4	3.75406776562012
SFRS2	8.98522194440738
EEF2	10.3960647219519
ZDHHC11	3.6260358360222
HNF1A	3.56715535218241
EPHA3	2.97203838444516
PRDX3	9.99776929517656
P4HA2	6.45203834113982
RFWD3	5.23329228520898
RBM12	6.81034677269285
H2AFJ	3.67766437766404
EDIL3	3.56034519686467
LOC200383	3.61988233465893
SERGEF	3.88362950767541
B3GALT4	5.00818751898279
SMC2	6.02697740792535
LOC90925	3.25595839732627
NPFF	3.57696784809499
DEDD	5.15263547262218
SCYL2	4.73951199091272
PTPN1	6.19800312443945
ZNF174	3.94500947887277
MYH14	3.89524770789216
CCR8	3.8003179475165
SKAP1	5.07453316499225
GADD45G	4.26205956552702
PILRB	4.5991129756352
IFITM3	11.0472965164511
DNMT3L	3.7216506797373
GPATCH1	5.28722468310973
VPS37C	6.97982263158794
DSC3	3.28023398708415
TBX4	3.13219281803785
B3GNT3	3.91118358482489
LHCGR	2.93050491107281
SAP130	6.96620178161316
UBE2S	7.118571383916
CNR2	3.95305913467390
PCDH1	3.88505750652066
ATP6V1B2	7.559666027092
PLCG2	6.00930036077833
CAPZA1	9.47569484450013
GLRX3	8.64471381179368
HRH3	3.33216961543528
KIAA0247	6.85881860395996
MGC15523	6.20408481894717
CRYGD	3.87059857351526
HTR2B	3.73739909729268
CCR1	6.43485241992232
NUS1	5.72759249504859
DNAJA2	7.0953049402798
PGRMC1	8.69378480402641
UVRAG	5.87773028535815
ITGA2B	3.45461294410998
CLDN5	4.01119483166302
PTPRN2	3.78775911406034
PSAP	10.1434965678484
MYOM2	3.68564216194051
CHM	3.25675865817259
CCNL1	7.2887488033523
FAM105A	4.43742051020181
LYN	6.92482591111277
DUSP6	6.71398384444544
TGFB3	4.27472236965023
PCDH11Y	3.01188086539326
NAP1L3	4.59165462291857
ELK1	5.14122452190242
HGD	3.33705467199086
C10orf57	5.0008354217699
B3GALNT1	6.12487652603778
AARSD1	4.3785733504754
MYO3A	3.24510249593582
SERPINE2	7.29182551772635
GDAP2	4.02122687889683
MAPK6	8.86531898424676
COX6B1	10.9401198180629
DNASE2	6.08631896630004
MSH5	3.75744586300453
LGMN	8.51782602884253
TCN1	3.25467428822346
SLC24A6	5.15646272061565
TATDN2	6.9057844378647
SDCBP	10.1296480850056
NUDT11	5.20781493767406
LILRB1	4.83205121917204
PYGL	5.56434885067689
P2RY5	5.99615364468123
SNPH	4.41947084264253
NUCB2	8.0837690279838
B3GNT4	3.93462978387649
SNX27	5.67962806746781
C2orf37	3.64931078600855
MIZF	6.40546247793507
FOXO4	4.25208371835678
NUBPL	3.81597688604279
NOD1	4.62160644660368
ID4	9.40018720390739
CDH22	3.82328132057431
PXMP3	7.47600387828633
SOX5	3.63381862125013
NUBP1	5.23700071436657
DSCAM	3.73611574961224
INA	5.62806412150738
DGKI	3.0384396286733
MCOLN1	4.37710525764824
FAM136A	7.61548012072333
RIN3	3.73591419076384
NFIX	3.48171593083049
SLC16A6	3.97577801189783
AKAP1	5.43618057246345
PSG2	3.34688267885795
HIBCH	5.65540330237467
PLA2G5	3.57603287114712
TIMM10	6.71681862420441
MED17	6.85990402086916
PSORS1C1	3.32653125440049
KIAA0495	4.9352119995764
LPA	3.23759189577338
PIGA	5.78805863960063
COL4A4	3.22373748465837
LY75	5.33432430317172
TPP1	6.91534283563502
UTS2	3.14778345684214
GJA3	3.21672957900615
GALNACT-2	6.2443252152117
RREB1	3.37703056893277
TMPRSS5	3.75692366409819
MGC3196	8.61648501642861
FLJ31568	3.71564753325596
DNMBP	5.03338384672689
LPHN1	5.78340794185626
NQO1	6.22133325829958
ZSCAN2	3.13379663573984
SP1	3.58985706993757
TOX4	5.37682979073609
SEC24C	6.97012459013204
HSPA9	7.59857062567878
APOBEC1	3.22149935847022
SURF1	8.97893455026562
LSM5	7.17011822056572
ZBTB1	4.60664365912701
GTF2F1	6.02970207965817
DUSP21	3.38331155010755
RPS15A	12.0880409108612
TAF1	3.92579988678031
GINS4	6.84871739125394
MYO15A	3.45279774701501
AP1G2	4.9830921547727
RBM42	6.89816948828935
HCN2	3.57139968560373
UTP3	6.9876988433864
HNRPA3	6.73279263163004
CKLF	6.71965400646478
U1SNRNPBP	5.95496090904087
FLJ20674	3.819863332117
RUSC1	8.06262904531477
MBNL1	6.86273325972984
NUP160	5.01159598176521
GRIK5	4.24982784634020
USP21	5.35068011712355
FLJ22639	3.23780134813676
HAND1	3.00753086452845
ORMDL2	8.80447305605152
SERPINB1	7.36310234392757
FGA	3.1389438940219
PRSS7	3.11192492495998
IGFBP1	4.0403801983755
SLC1A1	4.21873734054484
DHX57	4.53245711674977
PSAT1	7.47092667576169
FLJ13195	4.40203749535103
GDPD3	3.82990086636422
PTPN21	3.52170454467077
TBR1	3.10719967202716
TBC1D1	4.83301147104488
IFNG	4.2141564913257
FOS	5.08307981830042
IQGAP1	7.84192803909949
ZNF226	5.03610216034612
EMD	5.74151183620765
RETN	3.82146580479661
APH1A	8.55755987538152
C14orf1	5.73472357255371
PUS7	7.28259230402009
PAFAH2	4.0807217451785
NPEPL1	4.24955315480759
RP11-114G1.1	3.30647297200198
TUBB6	10.0566026580021
FOXL2	4.88027266299482
LATS1	3.3958136359891
BAZ2A	5.03393930871039
KCNQ2	3.13795876816664
SPOCK2	6.08990414216086
MARCH6	6.54197099176166
MGC10334	5.90170585079781
HTATIP2	5.39861179891164
CENTA2	6.07691979184355
FGF2	4.04990121541787
FXYD7	3.79961552029994
CCDC33	3.18875664621477
PRODH	3.96617343579096
DDX6	3.69956133383695
SLC43A1	3.87732420483291
NTN1	3.52413049343649
ING4	5.32501758290893
DPH2	6.63153001027786
ZNF313	7.71543775243101
VPS28	7.54986702268489
FCGR2C	3.53937964212106
DIAPH1	5.07383691346983
CEP76	6.93005131894965
CORO1A	5.81618680706817
TRAF4	4.46208758635753
ZNF460	2.94908806958835
RRM2	7.54550574642217
EDG4	5.35195152755112
OS9	7.98088419224666
SLC4A1AP	6.55668753268885
COG5	6.9190055011313
COPS8	7.82388012338251
NGLY1	8.2141717617828
AKAP9	4.96052831014956
NCBP2	7.33199897586737
C17orf42	6.82907039917584
GPSM3	4.90892625886081
SLC20A1	7.81278465022307
SIL1	4.97331899933267
LDB2	4.93016315086627
ASB6	5.58502727939864
KLK5	8.52997320046796
SMAD5OS	3.23831945163265
UNC93A	3.13976241943806
SPTB	3.75847566475817
EFEMP2	7.5737796107652
EFNB2	9.8232573127484
C21orf62	3.10435640168814
PCM1	5.41776548702823
FMO5	3.53992660361397
TSG101	8.61467446439322
CEBPG	6.66705099614216
GTF3C4	5.95263035212098
ABHD3	6.34290450819258
TNFRSF1B	5.28321230329764
CLEC1A	3.9536334289781
IQSEC1	4.81981052549121
PIGN	4.91401662233491
PATZ1	4.54439768031872
RBM22	7.24536744496296
AEBP1	8.26246136050312
BAG2	6.8296508377428
PAQR5	3.25498201947220
C9orf127	4.05914968659300
THNSL1	4.62719342388810
ANKRD2	3.47211033948058
JAM2	4.39653958756717
SNRPN	3.20361386161819
ALX4	3.52539989252375
FAM130A1	7.1093789126064
CACNA1S	3.43256585729795
TRIM38	7.02520615136783
CORIN	3.19619011832086
TMCC1	5.50356749264616
PCLKC	3.5396214996855
PLEKHG6	5.10435144224778
LRRC40	6.77764290633387
SMG5	5.43433489283904
NCAPD2	6.79688059213797
WNT2B	3.27712717491211
DCP2	6.84996243705742
ASNS	7.37692382621989
MRPL49	8.31432946280226
TMEM24	4.70483629713491
RPL18	11.3275112541561
SMU1	4.20599335400736
ISG20	8.0753810532421
CASZ1	4.13078216235026
POLR1D	9.27909221662921
GIN1	4.44723132277381
TMEM177	6.26871702912095
CDKN2AIP	5.85240730334649
KRR1	6.90100689723899
CXCL1	5.1517327285842
C1D	7.3851451457248
EPM2A	3.75688997720376
LDHC	3.68771632948119
PC	3.65785780220513
PDZRN4	3.03668977478023
FAH	5.14761563505611
UBE4B	4.71033634454364
NIT1	6.32279380213978
CDC2L6	4.94670909602896
BTN3A3	6.81581510195542
PAX8	6.12409590502147
PRO2012	3.04850383635146
BEX1	7.30873189135525
COMMD3	8.72092025044715
MRPL40	8.01449932891938
SLC2A4	3.57058500690614
SHFM1	8.75333571561409
PKMYT1	3.68995319693623
FEZF2	3.69206557116682
DUT	8.37037665316974
LRRC59	9.03237116615699
LY6H	3.05752510387130
MAP2	3.31545088111038
LYL1	4.10711041558651
EDEM1	6.10546289045255
NOS3	2.99016483056508
ZNF34	3.77228315768871
ADH1A	3.32726028517614
CYP11B1	3.13243477526023
CDC73	6.71483295630538
GPR172A	5.67487391451942
GSTM3	9.22089165747914
C19orf54	6.16488729055772
KCNA5	3.17880950030626
FLRT2	5.39402405326403
WRN	4.39752593028339
ANAPC5	8.50576916087442
SDF2	7.70393387506727
KRT8P12	3.92504575833581
DZIP3	3.87575516239001
C15orf24	9.10972849078798
NFATC2IP	5.57729973622463
RIT1	5.45256049132602
RHBDF2	5.34445290842027
SCML1	4.93953339264516
MED9	3.93124618113283
RAB13	9.00394555725913
FBXW11	5.72812313323715
ETAA1	4.29613890060631
C14orf131	3.89770764408808
SLC12A5	3.66646284269770
PHF14	3.37469738154361
NRIP3	6.22205180634403
TMEM121	3.44821563975969
NOS1AP	3.84003219116518
FAM3A	5.25487968990125
RPL13	11.4553721252068
PRDX2	9.80642503164426
SAP30BP	6.60345384624385
WDR76	3.75023612370618
PRMT3	5.83560133896934
TRIM10	3.56954784604429
FAM82B	6.76742111322765
GCNT4	3.07877593692261
MAP9	5.44320940791662
GPRASP1	4.42262969727940
CXorf36	3.73169295782516
CDKN1C	4.82634967073937
DSCR3	5.00775890579683
ZFAND3	6.3079600933753
C7orf43	4.8577653958005
HSPH1	7.49408344634734
SPSB3	6.31039061605387
AQP1	4.48880843766062
COL17A1	3.5507080406114
GFAP	3.36733929250381
CDC16	7.98353546434034
KIAA1614	3.20608907233038
PRSS16	4.95011871435533
KIF13B	4.80739698348706
PCDH9	3.20455830903943
MKRN3	3.22006342063005
ADAMTS13	4.00473841521882
ITFG1	8.48943334374298
TUBG2	4.2579596559777
TTYH1	3.59605596077014
SFRS7	9.14998553073804
C3orf18	5.19298775566923
FLJ13236	4.11781507998106
C18orf25	4.24769750904732
EXTL1	3.67913309913933
RANBP10	4.33637321109585
RARG	4.24701539125515
MYO7A	3.77991198163529
SFRS18	6.8285856019359
CD96	3.97403115772998
ACVR1B	4.42450936818041
DENND1C	4.60211775410674
RBMS3	3.53584287634557
SLC41A3	6.35350061827334
PSMD1	8.64190555150199
DGCR6L	3.25984682887968
ILVBL	5.1280664000403
CSNK1G3	6.18790038773941
RNF186	3.23664796190053
IFNGR1	7.31733711625792
MAGEL2	5.32562977442759
TSPAN6	8.8592715448646
SLC29A2	4.49551069272938
MSL2L1	6.7561920439259
MATN2	7.81719661891273
ST6GALNAC2	5.27866426268356
RBMX	8.95968406758927
MPP3	3.94597831944021
FGL1	3.88909635500299
PSORS1C2	3.60028283048412
RAD51L3	3.93692310157542
ARHGEF6	6.05447249835459
TGFBR2	5.1300319199952
ORAI2	4.35403948740639
CDC123	7.75159360201089
IL33	3.3545643010162
DEAF1	4.57218949735987
AMN	3.72001154852286
MSLN	6.8095842559465
DEFA6	3.31074797806371
WWTR1	5.53568758656376
COBL	4.27934490358268
PPP1R16B	5.0639106465058
CIB1	8.44591747581336
TSSK1B	2.9029875058273
GAS7	4.72043778909695
MDN1	5.90270714619996
HAAO	3.68279221411613
HLA-DRB1	11.0155270099113
CTNNAL1	7.47609772538348
TLE6	3.40317979978831
CIT	5.18601174427944
TNFAIP2	6.1490124163587
FOXN1	3.21403669417108
HERC4	3.81479894497716
DRAP1	6.52184661363925
PEMT	6.46689011144764
SLC38A1	9.14278437721137
ARHGAP6	3.62495192784261
PHF20L1	3.96949033920136
MCM3AP	4.84152653392037
MYO1F	4.95414118612025
RAB11A	8.27794585387418
PTBP2	4.83186881208477
SNX1	5.28970597821656
CTB-1048E9.5	4.77931468563187
C19orf60	6.40110619946451
C7orf25	4.89791154198029
ELF5	3.06361972778812
HOXB9	3.29237134727481
RBM8A	7.03069895696133
PARP3	4.37297661884372
ITGA9	3.57098621001256
ZFR	5.87861356970605
VANGL1	6.56233630003515
FLJ20699	5.05266074615111
ACSL6	2.90696608255183
CHAF1B	4.52363660955096
NDUFA3	9.3715652965766
FABP4	3.25425647584226
KCNB1	3.49827487793245
CANX	8.56921590830844
SLC25A28	5.49456533344025
SHARPIN	5.40308108730926
ADIPOR2	8.3327582967926
TTC23	4.1382374215447
UGP2	9.23188254133432
ECHDC2	6.83403225080845
CIRBP	7.76754325825198
SEC14L4	3.71081694143164
SMA4	4.09492028735644
FRZB	5.6150511296391
PABPC1	11.4071305525447
APOBEC3G	8.58302031245647
CUEDC1	6.13761596475219
CLDN8	3.31393729301627
VPS52	8.39504245964654
LOC23117	6.82571424392359
FAT	6.69717375143147
M6PRBP1	7.4765311480463
PPM1F	4.79421157988103
TSR1	5.39766549450834
E2F6	6.7160230307395
TMEM126B	8.84135971903943
ZFHX3	4.42078868638808
PCSK5	5.0789649859657
HEMK1	4.78480236019326
GIMAP5	6.49313263001627
DPY19L4	6.39260671772819
FAM77C	3.61234378231371
CTPS2	6.10982125107726
NDUFA9	9.64485339946257
SCRIB	6.6724808069963
AURKC	3.82290288354101
LOC51035	5.8757464459263
RSRC2	7.84294569568423
ORM2	3.42656152623553
FAM115A	5.15276156110336
EGLN3	4.26945003496066
FZD6	6.47169803412928
PITX3	3.42193768394893
GPX3	8.62991986274258
UNC119	5.89771170571263
NOV	5.24741574714358
GRM4	3.2766307753472
CABC1	7.25958941041306
KLK1	3.89829166214433
GPM6B	4.45302478729516
RRAGD	7.64727703468591
EIF2S2	7.90155855638182
RNF130	7.67000427787004
CKAP5	6.2853539570773
UCHL5	5.42250189488303
C10orf18	8.23709600257324
TMEM93	7.53533423706178
KCNMB2	3.52199262104482
AIM2	5.96282321244703
PNO1	7.1113122473578
ANK3	5.22441950736936
OR2F2	3.12735269009877
GNAT2	3.06347605680603
KRT5	4.79617747932076
ST13	8.43628441795084
SIX1	3.79652457332682
TIMP2	7.96109531072552
CDH12	3.40462836642879
ZMAT4	3.34970318365813
QRSL1	4.86042492051835
CCL15	3.38491204010224
GTF2IRD1	8.02434059159305
CCDC22	4.50300062212588
SNX24	5.49629486953791
RARS	8.75772367474702
MORC2	5.77839692070595
FAM48A	5.94348242891215
FOXD1	3.15139287315438
COX4I1	8.16696171842275
DSN1	5.09360099752866
AMT	4.7483867625942
GPRC5B	6.51874486933563
CTAGE1	2.96398966229782
DTWD1	5.55180200412958
STRN4	5.53000619345311
KITLG	3.05183274417757
HSD11B1	6.54479232015213
HDGF	9.87940254770032
KRT6B	3.4251412306275
SUMO4	7.56901374120643
ARID4B	5.78975590483415
SATL1	4.47103772815017
SETX	6.05187538328779
DDR2	4.65361287174911
KCTD12	8.8801311064017
WWP2	4.45181366036717
CTSH	8.35726995906023
FASTKD1	8.28031839037083
PAF1	5.88731210806388
IFT57	9.5065278080284
TMEM2	4.50173807394534
ZNF592	4.99176834474515
TNFSF9	3.76753638850026
PPFIA4	3.52477973713562
CFP	3.58663171554829
DCTD	6.65546051755362
CNIH3	3.67930183057159
MAP4K4	5.89315346844449
ROD1	4.37572766191172
MFNG	3.6141031021487
JMJD2B	5.53243892421372
DOCK3	3.57898658536103
STX16	5.6082835904994
ALDH3B1	4.81649533260386
THSD4	4.92974005745397
DLAT	6.66670120969984
KIF21B	4.46094689657408
FEZ2	5.86885184339905
CDC5L	6.56543903146348
KCNJ5	3.76177378777431
LMNA	5.52624872296578
TBCD	4.50710454881945
ZNF250	4.14824552566864
CASQ2	3.3933820774531
PEG10	5.72303739402667
TPSD1	3.26857084011512
PRAME	7.64380610755752
NP	7.0498724736614
ZNF12	6.84503419798949
XTP3TPA	8.78807587013949
SIGLEC7	4.05622028174072
FAM70A	3.44676503208859
PANK4	4.9576486947067
SNED1	4.44788874345953
HIP1	4.38946933237903
WNK1	6.7868057368207
AHNAK2	3.99608251069171
FLJ10490	3.96604367171804
TOE1	6.36672881148587
RECQL4	4.19559403667282
PPA1	11.3355412400152
DPAGT1	5.90622590154658
HAS1	3.68471074445481
ST7	4.93518042993545
MAGED2	9.25385440822325
ANKRD55	3.72139472732904
TRPS1	6.4860357383567
POPDC3	4.02226366715967
ACOX2	4.56679952600064
TFPI2	6.72348336520836
CYP4F11	3.11079519273646
PDHB	8.38574314618178
ERN1	3.28114983866042
LHX2	3.24856316609355
B3GALT1	3.23529219295151
ADAMTS5	6.65640511348185
NOTCH3	5.07757576898805
C1orf116	3.9445308464384
UGCGL1	6.57239237654371
NF2	3.77916697652981
POM121	4.01736048137095
CLPP	7.08047892692723
MTMR3	4.13583435808488
ATP1B3	10.0966511422252
TMEM16A	3.1535936234291
HIST1H3F	3.1910073898877
TRIM25	4.39119008659198
CRKL	5.32595731373593
HOXB2	7.57802849243619
ANP32B	9.6717277465988
NUP62	6.53202435759306
GATM	6.10696893520984
AP4E1	3.23331306024955
RASA3	3.16155602327476
EDG5	3.42713697897018
CDKN3	6.93588675911796
CDH4	3.23739977379807
PGD	7.12078034676512
TMEM168	6.92658058474032
RND1	3.79705352062980
GAD1	2.93754489112857
MPG	6.05743272055039
ZNF133	5.7013316354542
LOC440350	3.31815674979455
FJX1	6.56934224836239
CLCF1	4.31644036752748
AMELY	3.22559815160277
PHTF2	4.80437103513304
IGSF2	3.37866065836668
TFF3	3.59627962872311
NDFIP1	8.43048305159389
IQCC	3.65588355556667
CUTA	10.5880522404443
HEYL	3.79505541326872
FTSJ2	5.75687654293584
APPL1	5.67720616421252
TNR	3.37468690258425
WAC	7.34288674446659
ADCY9	4.19750948041502
PYCRL	4.31963091772943
PCGF1	5.19557391274301
PTPN13	4.31987357258003
AGPAT7	4.53897132674127
SSTR5	3.33078560985629
CDKAL1	3.32434922893173
PDYN	3.15111814333
SFRP1	5.10808044390966
VAV3	4.31985524743174
MTMR11	4.39324772907877
SUOX	7.21348443114648
IDH3B	8.02470716545279
STXBP3	6.74154372398346
EIF3G	8.20665624453143
GOLT1B	6.82800599397729
ARHGAP22	3.86088966798728
NPFFR1	4.26057502263581
NPC1	6.66096439125312
ALDH9A1	8.8366292446502
ICAM5	3.51260846449494
ADD2	3.43726441723996
RASSF1	4.59692938877435
PITPNB	8.90041006490233
PAPOLB	2.97327695243184
URM1	5.70672986422501
TMEM106B	7.7261275023372
LRIG2	4.16298515596592
SLC27A5	4.56017187680778
CDKL1	3.70220069782597
PRODH2	3.42148741471243
SFRS11	8.70464868204474
IL7	3.34880135156671
SCN9A	3.34341956112498
BTG3	9.03590439036248
PAK2	6.53619716867937
ATP2B1	6.02444729313352
GATA4	3.89969868382174
PRKAG1	7.51451879089061
FAM64A	7.1087418663466
ATF7IP2	4.32057498897925
EEF1G	11.4816835390875
INCENP	3.28835722153811
SMAD5	5.09681245412232
GARS	8.43576041130127
CDK10	3.99337275665092
HLX	4.91925188276866
ELAVL3	3.6645976702925
MDM4	2.99282115501938
GNL2	9.24532943226538
CDX1	4.78277830424117
PFDN2	7.80866159483949
ZNF200	5.44285189537633
NDN	8.1907388963753
PRR3	4.66888952764352
HBA2	4.63560509984545
FBLN5	6.62798856016821
PUM1	8.06223047332651
CCDC88A	3.37013888676230
TNNT1	7.65394278300774
KLHL24	7.48301949502097
HNRPH2	7.27950134039962
RAB7A	8.25455694389453
SGPP1	4.2543630309354
PMS2	5.37156622710629
ARNT2	6.34145543574137
CBR1	6.23789060410953
ITPR3	5.65787589705865
BIRC3	6.1402827738368
NRSN2	4.9445860710519
SPOCK1	4.20660840497511
H2AFY	8.08063506391605
RXRB	5.00308808077994
ZNF638	6.95299348394213
APBA1	3.67230782245148
RAB2A	6.05906302011322
ACTN4	6.90226230383341
FXC1	5.37522958604078
C6orf162	4.04341467409497
HPSE2	3.75777371789884
PLCE1	3.31339568830297
INSL3	3.00220210420627
PTPLA	4.56027673443114
EIF2B5	6.02214274691451
DLG1	6.06034234871539
PINK1	6.0691825861675
TFIP11	5.50725350776547
VPS33A	4.65318752689867
SKIP	5.57750178285239
GRAP2	2.9597768258239
GAPDHS	3.41351533802935
POLR2G	8.7441325102305
CNTNAP1	4.43956054402493
PSTPIP1	3.76973667251903
CYP26A1	4.41634152715055
APOL2	4.66236685980443
TACC2	5.2303981214545
CNBP	10.8712101208216
WASF1	6.22225394408789
HSPB1	10.5174304302440
INPP5E	5.40526574797038
COX7A2L	9.97166133601771
HSD17B1	4.20579414411441
ARRB2	5.06773074697655
CUBN	3.80329760574467
SLC7A6	4.18578692459653
IGF1	8.09483091211658
ITPK1	5.10345030097717
NAALAD2	3.33636367598629
G3BP1	7.06623522970634
HSD17B10	9.66961163457012
NUP155	6.2281206848642
CYP39A1	4.13642200425659
GLULD1	3.34052697157483
RBM15	7.13968061901359
AMZ2	7.98336193217695
GDF15	4.0245487452824
CYCS	10.7007236467861
TECTA	3.46429047385077
CCDC46	3.89835034620890
GNAL	3.34189868270957
LPO	3.94074220281232
GZMM	3.73977350355331
PAIP1	8.5430475190044
DDX11	4.85367191619705
TAF9B	3.92804228403018
CACNA2D1	4.17226817655039
IMP4	8.38497183462745
SH3BP4	8.11601454989715
PADI1	4.37860033711506
DEC1	3.43524982391414
PON3	5.508596468822
PROP1	3.49284765396545
UBB	12.7237688352325
RPA4	3.0099864417678
TCF25	7.4081664505147
NDUFS1	7.66668095003613
UPK1A	3.82967425557511
AES	6.19539173335204
PPP1R13B	5.30239432874614
TCL6	3.36088083266637
ARL2	8.50722313639353
CD2BP2	6.48586946717135
TOP3A	4.03088767809586
CHRM5	3.29149364906168
FGFR1	4.78676047883968
UGT2B17	4.18027750808975
CEACAM6	4.77304581495545
CERK	7.02871344854107
FXYD6	7.19108090801592
AP3S2	5.72649082373253
ZNF208	3.48923573114307
CARKL	4.90414525171566
HIST1H4E	3.59805511340787
GOT1	6.932529895381
BBC3	4.68749155483295
CASP6	7.51713615370756
HOXA1	3.33087544786054
RCL1	6.33121505880534
RAB40B	5.81511109088863
PI4KB	5.89797457927208
LRRN2	5.85523101826064
B3GAT1	3.18333749274077
OAZ2	7.08004555825342
BET1L	4.20264622946525
NOC4L	5.68370859609673
FRY	3.94328943277526
C10orf12	3.17879643384354
AK3L1	7.26643556405644
FADS1	6.2425890103609
CSF3R	3.69014784922095
DKK2	4.21624777984077
POLR3K	6.7024620860022
LBX1	3.29275580418322
ATG2B	4.09228743717457
RHOT1	7.66116941068538
DARS	8.74031749159628
EPS8	7.66020703510889
OXT	3.68550667956947
C10orf56	5.768136257192
ARL4A	6.91518434171152
