Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D04_298068
Composite Element REF	Signal
KRT32	3.78445093641429
GHRH	3.12157635860119
IL11RA	4.66569557533586
GDF3	3.24234797604626
RPS6KB1	5.20673597360025
POLR3B	7.78379767975285
TOP1	8.4804987085959
DNAJC10	6.58098192197025
CRCT1	2.83363587603415
ADIPOQ	3.12960501115251
MPST	6.0470599916715
DPM2	5.19177944459595
FAM38B	4.63970800907092
RIT2	3.10739413294916
SLC18A1	3.32042914118569
RPS17	12.3867355799303
ABCA3	5.23111612610586
CD44	4.75040839584157
FARP1	8.44055365506667
KCNMA1	4.25289074934314
PAX7	3.16930190752607
TUBD1	4.00139616730227
NARG2	6.32433096054561
GNL3	8.7134071781102
BTG2	4.50860722778052
ITGA5	4.69079344625714
NDUFS6	8.84261486819556
MEFV	3.56715036077439
TUT1	3.94729091787269
ERAL1	6.0418629839982
ECHS1	9.41191086574271
NMBR	3.37927444242411
VPS4A	7.46470178578347
ABCB7	6.06678968282363
CYP11A1	4.71182175744068
PFKP	5.66300447767516
C9orf91	4.06793782014996
ABCC6	3.62863354197194
LRRC41	5.15977819855186
ATP5F1	10.8786725919987
GFOD2	4.31154101379361
MOSC1	6.35154303504753
NCF4	3.34472352146839
HYMAI	6.11927314166379
SLC25A3	12.1939247490931
NAGPA	5.04575033100896
MTHFD2L	4.07780180333872
ZNF646	3.79288400493357
RAB1B	7.01895740690737
IFT122	7.31402251428231
GALNT3	5.55148379454002
LDB3	3.61107118877157
GARNL1	5.53837722862257
ALDOAP2	3.49293906751026
LRRC6	4.21640262439935
NTRK1	3.20296466209618
ARTS-1	3.74559647235709
UBAC1	6.10619086459065
SLC6A11	3.26749881078783
NAP1L2	3.32388626690196
EPB41L4B	7.18649059772908
RPL19	11.5415319792526
CNGB1	3.46377542076287
LOC643641	5.65656877766043
FAM134B	3.3673611572807
WISP2	3.30520174815755
NTSR1	3.7960220769395
HS3ST3A1	3.60040931499052
GPSM2	6.82478524112778
PRKCG	3.53833791338131
CHORDC1	6.36263974978521
MON1B	5.01813887009045
TRIB3	4.51935790464171
SLC2A5	3.62510871738185
C2orf49	5.83752832640361
DDX5	9.68765600148184
ZNF446	5.44411076593932
MLF1IP	8.1846152391421
SLC26A1	3.10467888869341
RGN	4.48157367270225
COL4A5	7.03851632368034
CCNB1	9.02105146602323
CCDC28B	3.75645971315505
RP11-35N6.1	4.22594376348843
KCNK3	4.54738939071509
ZFP161	4.93686075515325
FGR	3.46507410891082
COX15	6.23262249563192
EPN2	4.22178254024069
AQP9	4.14491802870886
XK	4.02421088194601
SLC15A2	3.16604199219874
MREG	5.51153551522065
HEPH	4.39769787043476
THRAP3	4.03919568349621
MET	4.53333151479698
PDLIM2	5.14867145399849
ING3	6.37130911221653
PHYHIP	3.69077533340933
CCT8L2	3.32193827622437
ADAM7	3.27174255444771
COPS7A	7.96113303217034
WSCD1	4.33832603497262
SLC12A8	5.6415373770113
RNF185	3.48651577877397
TNS3	9.88731210806388
IGSF3	6.64670394160288
SRPK1	7.52460113457698
MED13L	6.62368840313493
LOC93432	3.26786781246282
C7orf44	7.37212722724603
PTCD3	8.2082787201682
RPL7A	12.4122536406630
TEAD1	6.1206822775766
ARL6IP1	10.5194445342777
CTAGE5	4.68721547724019
SLC25A14	5.33611546853572
LEP	3.1622139782312
PCDH21	3.91804549384964
CACNG5	3.39784015923964
ECH1	6.79870672746273
MAPKAPK2	4.7914705517325
ATXN10	8.0712070128544
LHFPL2	5.46179616113994
CCL22	4.42480137632059
ACTR8	4.81653458943109
PTPN22	3.18449069351173
CYP2F1	2.72262786670223
ITGA3	3.92478550703124
RABGGTA	4.96106050364626
KIAA1033	6.39083177627466
ZNF510	3.72181513700761
SLC26A10	3.4564074352224
STX8	6.96326697143475
RUNX3	3.18572508170065
EFNB1	4.37465135314237
EIF4G3	6.25804853640662
ACSM3	6.15734631851425
C5AR1	3.48973185527909
SIGLEC8	3.42934812205069
ASCC3L1	10.0183827309102
ZNF623	5.44232064979994
A2M	7.12011017990341
NOL8	6.40123135330795
GRPEL1	6.5246222954725
LMNB2	5.41650041566766
ROCK2	4.36081802235016
SNX16	4.36491104142312
Magmas	5.99256126581748
ANXA3	7.17543929669595
C11orf2	9.0115954699476
VKORC1	7.64399894207077
TRPM6	3.06562715567883
KIAA1609	5.0420163405106
FOXK2	6.63827780385537
FEV	3.47458256657723
EED	5.30373351530781
RNF32	3.07359244328415
PDCD5	7.49034264985012
SLC8A1	3.28368143708293
HES1	8.42080384621866
DGUOK	7.92572791386998
CLDN16	3.88032218116398
CLC	3.35859701211076
ISL1	3.61044962194588
C1QTNF3	4.3306789456011
GAGE1	3.00534922219708
KIAA0528	8.55875899678109
VGLL3	3.55432524771786
MANEA	4.82261439593848
C1orf61	3.63043278135775
SUPT4H1	7.05924740712148
CD1A	3.90810451158247
ASAHL	4.09114576810723
TRAF5	7.43284986927841
RAPGEF6	5.77410919763641
WHSC1	6.6030007690444
NEIL1	3.53141906194123
KIAA0020	6.43289433266919
C16orf45	5.03926765211791
GFPT2	4.53896031837913
RBM10	6.7507047375725
MRS2L	6.82165089415272
DNAH17	3.45903894444578
STARD5	3.83632721077514
C19orf10	6.38381040289716
SIP1	6.33736288509768
DNAJC15	7.94566833266754
C1orf160	5.87650214573533
SLFN12	4.14114015311928
STAU2	5.67129529047834
FAM98A	8.4190432134497
EXOC3	5.31302513790897
RAD23B	8.2633485839249
HIST3H3	3.66969964266290
NCOR2	4.74598291982187
TNFRSF9	3.24963416459404
KLK8	5.40765857746711
NOL1	7.95424388777055
ALX1	4.22233664874164
CCNE1	5.82648933010724
PKDREJ	3.74173791560829
TIAL1	5.97422052288177
WHSC1L1	4.00882165341184
HIST1H1E	6.3735836658722
SMUG1	4.7896332383376
TM4SF4	5.1989025557477
NPY6R	3.30434602929378
UFM1	7.43225323932583
AP3M2	7.69100439091436
USP14	8.15995061499414
CORO2A	4.55982809097096
ETNK2	3.61022081702889
APOE	5.3096230355235
ANGPT4	3.85410915982365
DSTN	9.95953541207074
SFRS14	5.59908118519962
FRS2	3.84053774455441
NR2E3	3.51170476546363
ST8SIA4	3.4559923722777
GMPR	7.246657251736
TUBB2C	8.99016084790028
LOC730092	4.73257901556001
ORM1	3.09501593688487
HSPD1	11.3129830522045
C5orf13	9.39818733723995
F2RL1	4.85091914058824
PLEKHA9	5.1262250520102
ZNF232	6.80019617582596
SLC6A7	3.64018292113524
ADH5	8.06423276066874
SHBG	3.48585018633317
DSCR6	3.64974494865106
CROCCL2	3.5881784289491
CDIPT	8.16214712033825
SLC16A5	5.27467787211044
TUBB	11.1821700303313
GAS2L1	4.23832178435456
TOR3A	6.13875723269051
PREP	6.97764048511058
RFX3	3.47695838571986
CHMP1B	7.70328768967292
COPS4	8.07971312311173
MYH6	3.62011565489266
BCHE	3.60855285860911
MAP3K13	3.76891423012486
LCMT1	8.50145868043342
EIF1AX	7.56520646203649
SLC24A5	3.00393132161435
BCL2	4.13008095298149
HBZ	3.42875068071661
HCRTR2	3.88950247803182
TJAP1	5.86384805653474
MAPBPIP	6.35251805035906
TMEM156	3.28325003746940
MYO15B	4.08923321633565
ZNF239	6.14480245310409
KIAA1324	4.21562008947852
PLCL2	4.52759190267465
C4orf29	3.56234398686598
SNX19	5.55322733632605
NAALADL1	3.04789057023648
DUSP5	3.55160195798919
GKN1	3.81336110715367
PXDN	9.74919622653718
FCN1	3.65968162442895
SLMO1	3.89039259610585
TNXB	3.99977932938322
C1QL1	3.48515774750573
BIRC7	3.73288690656969
A4GALT	4.07498794845734
TIMM22	5.75882544295721
ABHD9	3.3623752863281
TOMM34	7.7602518344738
ZNF35	4.68454564070285
LIMD1	4.39149062090650
CARD8	4.95360856479785
KIAA0286	5.0345081583171
CD6	3.70597444357511
RSRC1	7.65369573925952
TOX3	8.61317795028512
C16orf35	5.30406522732605
CRHBP	3.15394980973073
PTRF	4.84497263435702
FBXO24	3.11551902182785
CHST11	4.16754815526847
THRB	3.98128654079822
RNF39	3.86741609538260
MYBPC1	3.0092766086065
PSMD11	7.64119921305283
ALAD	4.64659342641439
AQP2	3.38581001413481
EN1	3.26446364739378
GSTM4	5.25985099431428
ZNF187	7.05884575325276
CDC42BPA	6.04031497497886
F7	3.48398978631024
CNOT1	7.31799286033545
SLC13A4	4.75333357308065
ZBTB11	6.83867103318655
B3GALT5	2.81521773096566
LUC7L2	7.49083631299903
SPTBN1	5.05149424116031
EXOC2	4.13568016891847
LSM4	7.6475275952754
IRS1	6.07205358552093
TMEM1	4.63835128137035
MRPL34	7.16919331638932
SAMM50	7.6798816608568
CDC42EP3	5.06538704291193
HSF2	4.70758451872181
SRP72	7.9668387114916
MFN2	6.2847570426651
TSPAN7	5.88093382395639
SGK269	4.59277067101442
NUCB1	5.97769655273
RHOH	2.99947019616678
MTX1	7.9373453513012
CENTA1	4.54436395347371
ATR	6.18967723997243
IGLV3-25	4.18943670236249
DDX49	6.83281846760793
TACR1	3.70961025873558
SFRS5	7.58674543192885
THAP1	5.58418481491577
RHBDF1	5.94711368421478
RASIP1	3.79303597396202
DPYD	3.48276574380272
MYO5C	7.81665528283593
DOHH	3.46840429231217
POF1B	3.69240968810623
MAPK10	3.7485628384141
ZNF552	5.92028279128304
USP32	4.60049064490946
MED27	6.10305916719082
NCAM1	3.47843809428846
LOC171220	4.53919289655721
PRDX4	9.70248047546152
AGT	3.54046212441831
SLC22A14	3.49544054728682
DAPP1	4.74869181055333
PILRA	3.65659627142091
ATF7	3.88361440677166
ABCF2	4.91286503865898
KIAA0748	3.530556600481
C17orf85	4.87909222606645
TKTL1	3.28521480733797
FGF1	3.53065351325069
IL6R	4.11600645647538
CHRNB2	3.89729357531459
COL7A1	3.98556654309029
NFIL3	7.55998967001859
LRRC48	3.44935283313556
TM6SF1	3.94256425920202
SPG20	6.67452203297462
COX10	5.03683580276483
DNAJA3	7.40681029791081
ECEL1	3.52966884330835
GCA	5.98147251720066
GLG1	8.98339585739918
CIITA	3.38467705258777
CLDN6	6.03146109744517
EPHA4	4.75917422185473
FANCC	4.1541467256907
MUTYH	6.34011033989504
L2HGDH	3.84608123905388
GPATCH2	5.12273480342267
PSG3	3.20926058343841
ZNF227	5.1576655024163
MRPL15	9.47900396157417
NQO2	6.03341258276458
C21orf59	8.0584340782073
ZBTB20	5.29192160769308
NEU1	6.09108376869323
QRICH1	7.74518940088451
C2orf34	4.38458207199671
UBE2L6	6.59200015049408
HP1BP3	6.42326802648136
MED14	4.37479672890841
TSN	7.24738662619497
TPBG	7.03443041029648
SPRY2	6.89552748684292
LZTFL1	6.96462712870057
OSR2	4.77406253389525
KLHL7	5.49732414049918
XPC	6.11327940511304
GMFB	8.4770231338751
PBEF1	6.75158124197731
CCR3	3.00712413282831
AGTPBP1	5.38756550500606
TMEM8	5.97448119855038
PCSK6	3.79548640967178
STAT5A	3.73810184872902
FAM18B	4.8345836944112
PTPN2	6.15206321732695
SF3A3	8.0618565061002
EFCBP2	4.27520748859338
HCFC1	5.60703066945309
NFYA	4.10045606035949
PBLD	5.5521084139895
PIGF	7.25784861965832
AHNAK	5.92373324364722
ACTR5	4.18522615904323
KIF14	5.21591523717487
PTGER1	3.94615319330323
NOS2A	3.42664648968092
TENC1	5.00167173432037
YIPF2	5.02352324297337
ETV2	3.72571843537594
KIAA1012	7.7365390141321
C17orf53	4.06357430758095
AHR	5.65505373823552
PTPRH	3.37016203977418
ATP10A	3.87526011503626
ATP6V1C1	4.65029141313340
DPH4	6.39614849468745
TAS2R3	3.09408155268010
C5orf5	6.57083477329079
KCNA4	3.61911037447417
COQ10B	5.43208269187553
NMNAT2	2.99737246554683
PSMF1	7.02464207495883
SORBS2	3.61810618589926
NFE2L2	8.1870248879311
SH3PXD2A	3.8216786263167
NRF1	4.37724350102563
SPINK5	5.89806511557067
SH2D2A	4.38218506935316
PRDM12	3.38826237317321
RBBP6	6.90010054342372
OPA3	3.48409983773419
PAQR4	6.20044815935952
IFI27	7.25104936583737
SKAP2	4.63929753615569
TJP3	3.88981799403033
C9orf61	3.52922964580356
MT1G	5.98262294730453
HS1BP3	6.11766228158416
IDS	4.17469623344842
PARG	5.39397903001843
OR2B2	2.83697242323710
DYRK4	7.23336660580587
MICALL1	4.87154460829435
GALR2	3.21602495807681
CHRM4	3.33674693774481
RIC3	3.40373969296613
GPBP1L1	7.10506798463064
ART1	3.41839413240678
TBX21	3.26412843118049
DUS4L	5.51748449657946
KCNJ6	3.55331512029667
TNFAIP6	3.31211891639921
CCT4	11.3428504027274
RTEL1	3.80166711794717
CASP5	3.96644296266313
CHMP6	4.72747813824592
BRD4	6.73930420958393
NDUFA13	9.9172236438771
CYP19A1	3.44038319890134
CD151	7.40932515228563
DOK4	3.87993860452402
FAM26B	6.07443631107474
ARFRP1	4.54240408443298
MRPL41	3.37986443933173
CRYBA1	3.21050235723373
HRH2	3.80672640970293
KIF25	3.54484030156103
MTMR6	5.96727367235077
SCAMP3	6.61626569355394
MTG1	5.97338171701584
UBTD1	3.61397286819583
SOX9	4.07591813415892
CRABP1	10.2460655687841
FLJ33790	3.44024352389371
FAU	11.7430717621414
DTNB	4.65740241300826
CARD9	3.87697476052736
PACSIN3	4.80628813703241
OMD	3.10284714533321
HOXB8	3.19900653646831
NSBP1	3.78463933815855
SLC4A5	3.50160457918694
FBXO46	5.73244642107287
UGCGL2	6.20275068789623
SVIL	6.28508072542022
OAS1	4.06198946502585
PHB2	11.8981087666183
NDRG2	4.57371340064863
ERMAP	5.64496613772035
GRIP1	3.65232256391425
APBA2	5.55509308986534
TCF21	5.44570560362665
JPH2	3.12703475986434
DLST	6.84830029026799
SLA	3.88610056975098
AMELX	2.97056874221287
WNT6	3.40085651050737
ATP2B2	3.74363135336554
CPVL	5.79642733600847
RGS20	2.92259628851773
TRAM2	5.80757563262196
ZNRF4	4.33729877021555
ZNF419	5.2707267676782
LXN	6.24738488761228
TLK1	4.98353050656818
UPK3B	3.82614083536596
MTMR12	3.85231376061677
KLHL21	5.96415672476989
ZNF384	5.66751309550354
PI15	3.47224076463932
RER1	6.40150858054717
ELAVL2	3.04123151132788
KLF2	4.62151892054173
RPN1	8.04820297432294
PMVK	6.55767952858728
EIF3D	9.57510144376853
SIX2	3.44979247559793
HPS1	4.51405881862845
RNF7	6.71058680457797
TFE3	4.86955007386544
C11orf17	4.61133757301095
SNRPC	8.96569851642848
KCTD13	4.21201198218247
DLGAP1	3.30801594001677
PGLYRP1	3.64236475606484
IL8	3.93526371473195
IRF7	4.7590514678028
SERPINB13	2.98268952627437
SET	10.0568733363259
NAB2	5.35665009742199
MGC40069	3.8732977533563
BLR1	3.57865001816688
LRP5L	3.61299691934508
FAM120A	5.87460019401103
ASCL2	3.26537697044023
PCDHGA10	4.41681376006013
SHH	3.40599370957677
SH2B1	5.47137157831943
ATP5H	10.7555048769403
THPO	3.33362967780428
HIST1H3E	4.08219534265592
TYRP1	4.13167581625078
EIF2S1	7.51044124289879
RFNG	5.58022417325564
RAB20	6.89238939526216
TNFRSF17	3.51894076171541
RBM7	6.82149529223057
TMPRSS4	4.05568326232222
NKX2-8	3.00303745349122
C1orf115	7.48173440488295
TAF9	7.30256223083148
TERF2	7.70494866456952
TNFRSF1A	7.67329624199702
ACADVL	5.22540192486113
ISCU	9.76266001668535
KIAA0841	5.13939459328383
GTF2H5	8.68733424514013
EDG8	3.11937257328558
RAB15	5.92406719451805
HBP1	5.67041107851943
TNNT2	3.92553379544129
CECR5	7.04783799719095
JRK	5.0408997061425
PHGDH	9.04246595866584
XPO4	4.21340492582872
ARHGAP25	4.50497509066826
CA9	3.79216126297472
TLX1	3.5147941020243
GPS1	6.10740259411835
RPS29	12.4448878741509
MKLN1	5.46855419369589
ATP6V0A2	4.47553739607409
EMR2	3.21335434273971
KIAA0319L	4.24542373673634
DOPEY2	4.08013260032237
SLC29A3	5.47906615024208
LGALS4	3.85340665075205
SDHD	7.9981469011998
USH2A	2.87564793685315
NF1	4.34676205157164
IMPAD1	5.56381619136846
APOBEC3A	3.34982842353052
OLR1	3.52834441030728
HCFC1R1	6.32369884180791
TAOK2	3.96973202493635
NRAP	3.78979012622952
PPFIBP1	6.43506907209803
LYPD3	4.21858185956108
BCL7A	6.26152839923484
AGER	3.56079950916163
MCM10	4.49352346401638
MAP4K3	6.95543112762313
PFTK1	5.03473063220275
CBS	6.41246440938578
CLK3	6.3551284544002
KIAA0753	6.31973027198078
GABRE	3.42682919532134
FIS1	8.22774945200144
ELF4	5.21056701141857
C11orf49	8.29743562455684
CLIP2	4.79440981750617
CLPS	3.76091604075106
PPCDC	4.6591075575556
KDELR1	7.61457000491348
NT5E	3.30485888108829
FOXN2	3.33205157708538
NCSTN	6.5749804560335
PARP4	7.09311431663758
CD83	5.72335034875547
NPY	4.46655895636288
IL18	3.34260276635748
BEGAIN	3.16098052790914
VPS16	5.67978042210176
SLC16A2	5.12198352420292
SLC35B1	7.49901471875035
C4orf20	6.3026656956413
IGFBP2	7.9632181910906
NOTCH2	6.92851268261209
SIGLEC1	3.79141987529632
SLC9A2	3.40092137908632
CD93	4.9003229006405
CEP164	3.68089473065534
P53AIP1	3.29599560424965
ADD1	6.56204754834682
ZNF136	6.64291809785173
ANP32A	6.77324144766722
MGP	5.99859103227289
DNAJC1	4.95593603611474
CCDC144A	3.21438923706061
ACLY	6.8841032415666
TRPC1	3.68241364575250
CYP4F12	3.95704038394535
FKBP5	3.90935046336051
SMS	8.9851117805547
MAPK7	4.630803356023
RRAGC	7.79845766079452
PARD6A	4.61969509166111
CCDC85B	4.17021604316572
SYNGR4	3.31314045198608
WIF1	3.54034576489327
GCH1	5.40785964813115
STRN3	5.46935141726085
TMOD2	2.91752960485054
FLI1	3.37548998039731
DGKQ	3.68064743126124
MAB21L2	2.99288415403111
SCNN1B	3.01617391340419
ECHDC3	5.46898690616216
TMEM106C	7.61943707509415
CSNK2A2	6.89767708922772
GPRIN2	4.32970999099188
CPA4	3.54131100476511
RPL39	12.5750359869693
HERC3	3.56117663360811
MELK	6.68618289536508
IL15RA	3.62554386961528
HMBOX1	8.04153533447999
CUL3	6.51336569342039
PODXL	7.82231486007292
CCT6B	5.76575733544077
GPX2	4.74194884310059
ITK	3.36022540835505
CLIC5	7.26584535911328
RABAC1	8.94448384129941
YPEL1	5.30432472034659
DNAJC4	4.00500443253664
NR1D2	6.89360547880869
KIAA0776	7.79563691590563
FBXL5	6.53670882340944
C13orf27	6.26652935680526
DEFA5	3.66064271850374
TRHDE	3.20036733362586
ZNF536	3.28490131843726
MEF2B	3.83322385119000
UQCRQ	9.31925769251201
ITGB2	4.41220310845322
PTPN4	7.20112332633959
STX5	4.15194743878575
CD72	3.50463959372204
ERH	10.4621512575534
XRCC1	5.89969232321718
VEGFA	5.22561756689076
MPHOSPH1	5.4915007105294
MORC1	2.78056309513136
PARVB	3.75152138114285
ELL	3.67287784840301
SETBP1	5.93783283717715
CDH11	5.93938192866935
NDC80	6.43569709047731
GIMAP6	4.09265843840114
AREG	3.59754203104106
BAT2D1	7.7198962759494
CDS2	4.77383985465539
LIPT1	6.32297515796937
SENP3	4.8112038652893
IL1F9	3.56558127434366
GRIN2A	4.14382536821343
MAN2C1	4.94788632415589
NSUN5	6.94760608489224
SF3B5	8.95596467244946
CEP72	4.55961970311299
MYC	5.86723310871315
NRXN1	3.118396802116
DECR2	5.76464880420986
SLC37A1	4.43720255962018
SUPT16H	8.72978076888952
MUS81	5.59972332968147
PHYH	5.89737482894976
ULBP1	3.41553005948852
OIP5	6.50383095337206
IL10RB	4.86736434107419
OTUB2	4.18769262355144
NELL2	5.28543114693606
MAPK8IP2	3.61444228449844
ARHGAP10	4.85520772640772
POU3F2	3.43781022435087
RPLP2	8.77018417235765
FGF22	3.31598812298037
PSCD4	3.77172087268554
TRAPPC6A	7.35492231856244
C21orf2	3.8893283066647
CEMP1	3.46215525251519
IL1RAPL1	3.50597481606807
LIN7B	3.39939502230428
VCP	7.54752295174866
NKX2-1	3.31901424472103
BGN	4.80571573359394
LAMA3	4.78671432221171
APOBEC3F	2.96365010000167
COCH	7.75237268328553
SCGB1D2	10.4509588747690
SP4	3.97873629070335
SLC11A1	3.70291182071063
ICAM2	4.2456700599502
C21orf25	6.59950848090793
SH3GL1	6.18739149356347
RALB	4.62691758967803
GSK3B	7.75905949591182
GNGT1	3.90756653543324
GPD1L	6.85132109107109
VPS37B	7.4083770396503
TNFAIP3	4.07069159258717
C6orf32	3.84733400958292
ATG3	8.25625707123104
KLHDC2	9.8122044368138
NDUFV2	9.2172729086807
PANK3	5.48622445872021
BLK	3.12856943680902
MATN4	3.16238656485962
GPM6A	4.04870753537991
WDR82	8.7404308352286
APOM	4.19022934453641
PKP2	6.72316908498177
C1orf135	5.70548031290462
TRIP10	5.68800896455938
HRASLS	3.57894364085565
TESK1	5.10829297448531
FSD1	4.03722519434485
SFXN3	5.65288916396165
MMP1	2.87464709334674
CA12	3.58020427253255
ZNF611	7.28986045155719
C19orf58	6.42199544998387
NCOA6	8.44765067902786
PDE6G	3.62859449745271
PPP4R1	8.75972201659193
HLA-DQA1	4.10807549725466
GCLC	6.06627038205362
MAN1A2	4.15111489085978
SEC61A1	8.4863053663966
IKBKAP	5.74648541334819
TWSG1	4.61233511982221
UPF1	6.11079774104237
KIAA1219	5.65933952027023
CTDP1	4.45687224920107
ZMYND10	3.57234229556606
WNT16	4.73139662103601
ADAMTS6	3.39257108307735
SNW1	8.35512509299524
IL18RAP	3.81028037628018
RPP30	8.27293072128012
KRT86	4.22903367572152
CDC40	6.30423460648233
SLIT1	3.77495933980625
KIAA0574	4.31013581849699
GTPBP2	5.60872463600803
SETD3	6.67025103063328
C15orf44	6.45109500019825
PRRX2	4.66270933333121
GPR110	3.50057920953405
C11orf10	11.1515247992108
MKKS	6.3253168479905
ELK4	3.38933054864652
ACOX3	3.73196262215379
ADCY1	3.56065761023809
KIAA0372	6.43689069077609
TP53AP1	5.12298024710183
RHBG	3.88467807455566
SMURF2	7.73190608380949
TP53I3	6.88284414427907
EBP	6.3792895159287
SLC22A3	2.93847002884697
TOR1A	6.6055838466041
P2RY4	3.39625735276882
TRPV1	4.16225839475059
ADAMTS12	3.13479134240779
PES1	5.6357854192155
UCP2	6.55906148140556
ATG4A	3.83183402845419
FOXG1	4.39468549741207
MAGEA10	4.16899048908082
WFS1	5.74030699064558
TRIM24	6.6097667047304
PABPN1	10.6120438273283
PROC	3.84740245027718
SLCO1C1	3.68806746310335
SLC25A30	3.87020402886091
SLC22A5	5.15091368808836
DEPDC1	6.10400903966376
KIF23	6.51046876979322
SYN2	3.93890833301947
ASPN	3.56580890349753
CENTG2	7.2552061102925
ZDHHC17	4.83855841893721
VNN3	3.33681339211234
KCNH1	3.77011660746784
PPARD	4.95783623793333
PSMAL	2.63680879442833
FLJ10815	4.90838648164221
YBX1	10.8987514745949
STK24	10.0549096427464
SPEG	3.83603060514276
STK10	4.46102248752234
ZNF695	2.85643445759576
SCTR	2.87566968253631
AAAS	4.51364616375106
SSX3	3.21372677666681
ABCD3	6.63321520725885
MTF2	6.43543742060356
FIG4	7.44975860358629
TMCO6	5.80009898812384
C9orf46	6.16773388458636
ATP6V1F	8.63579460615521
IGHMBP2	4.51557328357588
CCDC94	4.57380687966798
EGR4	3.34324875584040
DUS2L	4.55229396443267
FAM3C	8.47206000114224
DCTN4	6.42884535276664
EIF2AK2	5.95769199651148
CST4	4.31450953469202
CCL11	3.65825572759017
LMO7	4.38347016286596
PAM	9.7380072952725
NUTF2	9.0202493795644
ADRBK1	4.86859651323747
ZNF84	8.50953449355548
SLC39A4	5.3046551825294
CITED2	5.22786047943633
C12orf49	6.95713942463879
GRM3	3.01821189680438
CCDC49	4.33419252606869
STARD8	3.72935935486285
FNDC4	4.5466794857916
SIAH2	6.08103980290423
CCDC103	2.71554070908891
ATP5A1	11.2812888149375
HTR7P	3.31608897170636
LALBA	3.14960247242198
RMND5A	5.60170981716686
ATP5J2	9.9427004471505
PSCD2	6.9177725062238
MMP3	4.52022348733759
ZNF409	4.11313709734918
CRHR1	3.29521668041772
WDR70	6.96688613774444
ZFAND1	6.7059564148931
CCL18	3.26825956808102
KRTAP1-3	3.37553439124001
RINT1	4.9226276810866
NRN1	3.70654196829425
SPAG5	6.65160433926608
KIAA0408	2.76000721014257
F13A1	5.31716926852248
DNAH7	3.43908821515346
SLC10A1	4.00816409050655
BRCA2	4.20051311601904
ACADM	7.21484824390734
GIPC2	3.82475892798074
OGN	3.38634037255538
RAGE	4.87667749770664
XPO6	6.78011209362119
FMR1	6.8102475202043
DUSP3	4.34647234260896
ANKMY1	3.21861984458013
CHMP2A	9.19170144456533
FAM8A1	8.03762822043039
GPR21	3.79258160744244
BBS9	4.64575000242728
UNC119B	8.59224737785636
SLC12A3	3.24384034576639
ZDHHC7	8.02494805926609
FVT1	5.50930421312704
ENTPD6	6.36464752831907
PPP1R2P9	3.6289094931898
ERCC4	4.07665301205306
MMP8	2.96887549157596
HMHA1	4.04210069634801
RAD23A	7.96164310240313
ACY1	5.77711100796512
MT1E	7.58597477934962
PPP5C	5.2696383641688
GPR20	3.81210021849697
RFPL3	3.01473682604948
GHITM	9.04395444386556
SCAMP4	4.08303727973737
NARG1L	4.92244766355816
MYO9A	5.70802634287194
BLMH	6.54463421778099
NDUFB7	8.13015387075096
ADCYAP1	3.13178977973950
SP110	4.82938247321387
MIER2	3.81789707669434
KIAA0513	3.85127418990761
SH3BP2	4.16871832529044
PNMA2	4.37775848666081
MAP3K7IP2	6.7066200592552
AGRN	5.17168838888142
CEP290	4.01151118816958
ANXA10	3.50749851238195
RTN2	4.39318997900302
C14orf133	7.17709252597015
PRPS1L1	3.00048250262395
PRPH2	4.35286122398335
KLRA1	2.97742047288721
IRX4	3.18438354237284
GOLGB1	7.31783336753295
GPR97	3.18318163320162
NFKBIL1	5.1999298980388
CHD7	6.66365147653575
APBB3	4.73078490377511
RPS10	10.7893673753885
HIC1	3.18977133280163
TLE3	4.58978302316765
PSMB7	10.0273974814371
IAPP	3.55321678782590
SHQ1	7.68932130213238
API5	6.94103425916544
GP1BB	3.8876186217635
FTHP1	7.00428356967646
TRIM6-TRIM34	4.58866466057874
SLC6A1	3.73535345709887
OCLN	5.36950349763647
NAGLU	4.33851850620344
PTTG3	4.47597692239207
FAM117A	6.65177927665147
SPRY1	6.8814347705844
FLJ10781	8.97959396867049
CDON	3.70832772913653
SH3YL1	8.96444813415265
IGKC	3.8484836881983
TREM2	3.96479535099281
MMP14	5.52201238301192
SERPINI1	4.03141263406664
HDHD3	3.81508430744933
DYNC1LI1	6.72126423044606
FASTKD5	5.62570717113089
TDRD3	5.54841931461188
THSD7A	3.96217832764839
NDST3	3.23984978127726
CXCL2	3.35003097061461
DHRS12	4.3435091580332
MAP3K15	5.09800621252077
FBXO9	6.54774309453508
APPL2	7.6181079787158
TNPO1	8.26065828700605
CARD10	4.42764545845492
MRPL13	7.04750071882918
SNX5	7.72299884297575
EEF1D	7.40323038894177
RAB6A	4.00062863159351
SOD1	10.638284544054
C12orf5	6.3292372475337
PACS1	4.40891872804719
PAPOLG	3.50420386454802
CHML	3.38962910752269
SIRT5	6.53487895546159
MSRB2	6.31886368906311
BCR	5.68639162966994
PUS3	5.40463382310058
CAPN2	10.2727419672475
FXYD5	4.16917404443218
TWISTNB	3.16986064027691
UBE1L	4.45583000015642
UBE1C	7.33397519032795
CHD2	3.15127642135301
C15orf2	3.05592946239691
FZD5	8.64610006950043
NR4A1	4.48663570255401
LOC339047	7.31565071202511
TRIM17	3.65612247628659
ZSCAN21	3.31189490443234
RPL15	12.2055941610098
ATP5G3	10.6298610699098
PRC1	8.00799204201119
