Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_D12_586150
Composite Element REF	Signal
CD19	3.18828518582444
RAPGEF3	4.97505332940136
LGALS9	7.29615500830001
SCARB2	5.7436207737932
KIAA0974	5.12710515461794
MAPK3	5.98926169639384
USP34	5.57088421194989
MAP2K1IP1	8.4070642764353
CHIC2	8.06215420506096
SLC16A3	4.59190111075945
STK4	3.70468656579766
APLP2	7.834395434408
DLX5	3.31020933574789
FBXO41	3.84889911290844
MICAL3	3.67582031497377
ITIH2	4.08947100965253
ADK	6.80953656686689
TNNI3K	5.3756816663698
HDAC2	8.35821065685866
PRR7	4.14865749112888
THBS2	8.65065133531826
CA2	6.65863589393507
RANBP17	4.81503455149226
CRYZ	6.14031445102217
GBAS	8.46535129515612
TGOLN2	6.92871832648517
CTBS	5.84468393002515
ETS1	3.77994733877477
FGD1	4.86058954556913
EDC4	5.09156258040919
PCDH8	3.02372982284687
KCNK15	5.570775722555
HSP90B1	8.6883032479657
GSTA3	3.80941586523878
TNIP2	6.50838526268167
BCAS1	3.53903465278449
HOXB6	7.30246838099471
NOL6	4.3757634499357
PDHA2	3.05295736440145
SORD	6.74862179853694
SPC25	5.17177999800863
VAMP3	7.39801441127322
WDHD1	3.62434178078405
TCIRG1	6.32460633536118
STAP2	7.91700633575629
CHCHD8	8.26185188457336
TRIM44	7.25464315110086
KIAA1305	4.28178432197424
PARL	8.333168456129
CRNN	3.22323724753617
SIDT2	6.20333650124769
RYR2	3.4287271714444
TRRAP	4.79317373479299
TRAF1	3.88268744935214
GRN	8.46941427182798
SCAMP1	5.7519615964807
TRIM32	5.99711951260558
PTS	8.7167921498586
BANP	6.93582553662944
ATP6V1G1	9.60896337600703
PRKACG	3.73204017756022
ADCY6	4.34494980602153
PRKY	3.02910082457333
CYP51A1	7.4750085255803
DDC	3.29696646321712
ANPEP	5.30842916576384
NPR2	3.37817193075938
PROM1	4.11448583345993
COPG	7.86723556000171
OR5I1	2.69575610076414
TRIP4	7.17285246078758
ZFYVE26	4.92522210105248
GDF5	4.15101855246432
SNX3	10.8622876484015
C1orf175	3.09037995315823
CSH2	3.21449788829594
PPY2	3.19609734396084
STOML2	8.07237781253472
ALPI	3.33134533116014
FTSJ1	7.26408646997134
ZNF273	4.22582199989609
DST	4.4389388996675
GLRX5	9.26153944627183
C20orf12	4.12812179460278
CAB39	7.97944473392751
RAB5C	5.66063151251259
FLAD1	5.9284501523893
TTLL3	3.57556752113640
MSH2	6.1461341999009
NPPC	2.82461754728423
PIP4K2C	5.80740464875566
CYLD	4.8150000438974
ZEB2	4.48880696697413
MRP63	7.91075662583964
WTAP	6.61888417100492
NEUROD4	3.83875152150318
MGAT4A	5.78291314976738
MTMR2	6.03049438297833
CHRM2	2.93334424523184
TSC22D4	4.84193629066314
PPYR1	3.34298884900618
CCNH	8.20825326438647
USP48	5.15006969382509
NR1H4	3.4000949332888
RASL10A	3.34526960432687
RRM1	6.71321039395276
GABRA4	3.03298568447115
C1orf35	5.02674799514094
SSTR1	3.21438834765794
APOBEC3C	6.16389378376111
CTDSPL	4.94172420901122
RUSC2	4.00650534537949
PDE11A	3.46347523119317
ZCCHC8	6.5382460157469
RAD17	5.60809867223086
TEX12	3.04444565069424
LILRB5	3.40962892430945
CD5	4.02646383734527
ARHGEF1	3.92422562191169
ABCA4	3.61188898744780
TSPAN9	4.79529704081479
WDR67	4.25592844011878
THUMPD1	7.38653233266829
ARID4A	4.56452946116963
OPRM1	3.17482756931076
SYCP2	2.97453590119859
CYP26B1	4.02350073903835
FLJ13231	4.19376972847285
VN1R1	4.18427184245955
LECT2	3.02334963209734
PCCA	6.23428359412467
AQP5	7.84606105193685
RAB30	3.24458580695401
OSBPL11	6.525890545414
YLPM1	5.97318821192927
GNB5	5.47531634560447
CCL21	3.93621116797615
PRKAR1B	4.02052272565197
C1orf121	6.17806361091141
FMO2	5.37707413782003
IL16	3.66074476517501
MSTN	2.69112401905157
VCL	6.46745666955479
TCF3	4.7253431646972
CCDC88C	4.09635050393219
HFE	4.18750068687576
SERPINE1	4.71346696328949
FAM125B	4.58130978452998
BAI2	4.46887582005416
SMC5	5.62320255814011
AKAP5	2.99986894326752
POU2F3	3.11074820753967
BACH1	4.52494086692382
PPP2R2D	5.99041216713633
C11orf63	5.34053430604019
SSSCA1	6.99084155074841
LRRC51	6.83160743122367
LRRC3	2.97920571684960
PORCN	4.68234859442792
DTL	6.11659731560679
ACTG2	6.0414369081331
FAM124B	3.32668087492293
RSAD2	4.46813365974371
CTBP2	9.14233754069316
ZMYND11	6.17172442249883
CRTC3	7.06669017286571
MYH8	3.18676985552667
LRRFIP2	5.70034657991456
TTN	3.05960620917959
RGS6	3.56152266201493
PLLP	7.70860221691817
SRGAP3	4.06444559951277
PDK1	3.73099515903168
NBR2	3.60758497376534
ZFYVE21	6.14179735057908
C13orf1	4.76926703673345
ZNF137	3.51554441022405
CEP27	6.18871092552894
WDR41	8.1561560807
BEST2	3.22031632611275
RNF121	4.26610009069327
ZNF93	5.32874942304652
MEG3	3.46220706117329
BCCIP	6.87961830297564
OXSR1	6.58542437218059
RAD51	4.87773365484284
RPL13A	12.4548777179709
MEST	10.0949028958518
DYRK1A	4.99288441328062
HTRA2	6.13382108854885
SARDH	3.22561462519725
ILKAP	6.47271004888712
ANGPTL2	4.76140260641719
RBBP5	4.75881893812091
ORC2L	4.9666193337894
HBS1L	5.62659926245843
TMEM30A	8.00285655368036
PDS5A	5.5159058869788
WISP3	4.66872963542550
CRK	5.76654831901078
NCAPH2	4.85369256811595
RNASET2	9.35205595692066
NEDD9	8.11942481963967
WDR79	4.99731844968860
PSG6	2.95259667316603
SMPDL3B	5.54276279033072
MORC4	5.97620512851384
PSMD13	7.34768921604235
DDX23	6.42233057571896
ETV5	6.32030063416898
MYRIP	5.04502804361656
LY6E	6.96803418677659
ATP12A	3.81385006824234
BTBD7	3.30205302566039
AUP1	8.26528109939924
PIP	3.74920502590007
GSTO1	11.3386660727593
CORO7	3.84366807425795
COX6A2	4.23854250110145
MAD2L1BP	7.35022579920367
PITPNM3	2.85633880075226
ENPP1	5.18445255588296
SCNN1A	6.90107440416774
LSM1	8.86061663396748
KCNE2	3.33733416307179
IDUA	3.73293771520627
P2RX4	6.50619485161657
PPP2R3C	7.46566977557178
CCND2	4.26053324508097
COX11	8.03695616833694
CUL4A	6.76889929247226
CFB	5.75258002018931
PDZK1	3.14523126515192
PCP4	3.12676669291705
UBIAD1	4.42167038965
CDC42BPB	5.06358878954142
ZNF323	7.12299809305105
RIMS2	4.52135650043665
CXCL6	4.80784454727698
SLC34A2	6.24580074794725
RNMTL1	5.55638186003756
NPTN	9.60472062023289
SART3	6.0870325371919
UPP1	6.39704799352937
CAPN10	3.27392447542264
SLC6A9	3.10484298386979
CCR5	5.38684501902273
NDUFS5	10.9542233835308
CISD1	9.58393872613055
PDLIM3	4.99102275192549
ZNHIT3	8.05421776755523
SNRPD3	8.33204406274309
VPS24	8.77743171568473
SCN8A	3.19918256743458
KIAA0701	5.04830925613702
UNC93B1	4.91103487694845
GMNN	8.06178334875177
FDXR	5.41321858250803
SPCS2	9.6318907585206
CDCP1	6.33948061330184
PAX3	3.44446177394631
PNLIPRP1	3.19388280044308
LASS4	4.84680673533307
HSD17B8	6.81934414543618
EYA4	6.34959466963317
PRKAB1	7.0714546699887
KIF20A	6.20858891711651
YAP1	6.30094989865005
SC5DL	5.89489869405009
NNT	5.4019884262582
DKFZp566H0824	2.99120617979253
ITPKC	4.88773016654718
ST8SIA2	3.11331247574523
LMX1B	3.81102752739632
RAD21	8.3563260949444
SNRPB	9.06390324262795
MIF	11.2817737118134
DLGAP2	3.19386460728015
PFN1	9.83757904491187
IRF8	6.02547889794451
PRO0132	3.08060839171057
MICALL2	5.38641142314129
ZNF654	5.10955092267118
SS18L1	5.21615732279589
ACD	6.54459200705882
BCL3	4.79721593773117
SLC16A8	3.75918336702001
ITGB3	5.18986873654155
MRLC2	10.8235640385572
CEP152	3.56941190452283
F2RL3	3.20037391959583
CLIP1	4.87686472235735
ZNF75	4.04779091274233
SF3B4	7.11913427425233
ATP5C1	10.6022301431281
MAP7D3	4.21322676460877
SEMA5A	4.15438935596149
PSCDBP	5.01283438971892
UBP1	7.6552063075717
XYLB	3.22199769172645
C13orf15	8.8847660960144
ZNF282	4.74404235591553
ZNF222	5.00406458233388
COL10A1	6.97848458746799
MFSD5	6.56474155949867
C20orf67	4.79172023139548
NLGN4Y	2.79542764952041
INHBC	3.23342219745014
GNG13	3.08635525259256
NUMA1	3.01449200759814
F12	6.57290245577983
C1orf41	7.7299575746897
SUPT6H	5.38636208282788
GSK3A	4.92340937163374
GIPC1	7.2843302011832
ELL2	3.64765615263814
C9orf167	5.05509803762593
PVRL3	4.86102318298176
ADAM20	3.40385369938769
GPR87	4.79036898147848
ZNF770	3.864482686078
SMR3B	4.61755243513931
FZD1	5.39238608317084
TRPC4AP	5.72608477097541
MKL1	4.00653547783104
C2orf28	10.3854112615218
LAMA4	4.87073608375175
EIF4G2	9.22030407310375
ZZZ3	6.51773497749416
C16orf5	3.99674163754618
GALNAC4S-6ST	7.60011571780555
IGFBP4	7.86652413442048
NDUFA10	8.10628944448068
CTNNA2	3.42753664152554
NUDT15	7.36844531452533
CEPT1	7.55957851202842
CLIC2	5.5130768531956
RNF13	8.47582370937145
TDRD1	3.36586558954951
KCNK5	4.80748139746887
CCDC92	6.70443233514651
ETNK1	6.77223462229168
CD69	5.00075343120636
LTA	3.18552653145502
TTPA	3.0121822349157
MYOZ1	3.99960705212522
IFNB1	3.33274696250553
CLNS1A	8.95374584524441
SC65	5.95623611312489
CXorf45	5.05125010464245
ZXDB	3.25536057578739
PEX5L	3.04756312210274
EPS15L1	4.14815039225467
GPA33	3.82380540807397
MGEA5	6.50947710811504
HIST1H3A	2.83701141563898
BCAT1	6.29480624161623
ING1	5.17657204376185
SLC2A9	4.77625671062608
ORC6L	6.21921239961
PRAMEF12	3.15090795672849
KLK11	8.29428180905104
C19orf28	6.11031571259494
MAGEB1	3.12477005956747
MED22	3.96453670882427
ETV6	3.80977676250109
CEBPB	9.03609696063421
KRT85	3.70056766755939
CRYGA	3.21377779158941
HMGA1	6.35556335413818
CAPN7	5.94966759733959
MGC5566	3.9830543070838
GEM	5.49450625080022
NANOS1	6.40959564976051
RANBP2	6.91107886900536
APITD1	6.8118047617441
LIG3	4.21393482911169
IRAK4	4.98650436926132
PARD3	6.45924961824364
SERPINI2	3.78023697427260
TTC9	4.41272605058158
MLPH	6.04958269818829
RETSAT	5.9809872731709
NRG1	3.28603920779189
CAST	7.24072991059089
TBC1D9	5.92997332933487
TTK	5.94815643647679
ZNF557	4.59211994753855
DDX41	7.15028573643498
TGFBI	10.2768696987170
PGM3	5.9677697054885
PSMB10	8.25773613633134
UBE2D2	8.24553660382972
GABARAPL2	10.0030432885914
DGCR2	5.46565532901889
UNC45A	5.41818680238126
CISH	5.82558372850754
OGDHL	4.72159926344026
SPINT2	9.91640050536739
CASK	5.89828114305028
GIT2	4.42453896888917
CLDN18	3.39825728479968
RNF128	3.40156287386669
NCAPG	4.84765333985881
ABHD6	4.29280831152825
ATP6V0E1	8.5913307012541
C14orf161	2.93807808920340
UTP11L	7.82227906721257
GCNT1	5.29534519888995
DUSP9	3.26985320065394
TM4SF5	3.93177909727012
SUCLA2	8.15352389090453
NANS	7.70872481441102
OLFML1	5.55650196179879
ATP10B	3.47860793949349
SCNM1	7.84772797706202
NPAS3	4.77756886771587
AMD1	7.53752697524173
GGA2	4.74295050760171
PRKCA	4.75990615976007
TRIB2	8.13851008404894
SDCCAG3	5.94167182953466
TTC1	8.0026366629324
GHSR	3.08698865774651
ATP8B1	4.2073015509162
HIPK1	5.91189938137117
C1orf78	6.14973952318056
CLN3	5.20477738742525
STX4	6.84955524023474
WAPAL	6.3202653719358
TUBB1	3.17928588956841
SCN5A	4.26164202186165
ZNF192	2.90428722836136
SEC22A	5.74764629239716
DPY19L1	6.05369425230006
C11orf9	4.90547579196104
GRIA2	3.30546813427952
VDAC2	10.5044931529669
C8orf44	3.46148893972147
ZPBP	3.33867028872486
NUSAP1	7.29418335152514
LANCL1	6.3361698271672
FGF23	4.32387994651105
PCNT	4.86552552887186
BCKDHB	5.28782804411477
IFNA8	3.19736129426692
BET1	8.43793045702619
SPRR1B	3.81908555429342
FLRT1	3.42829703746520
HDAC6	4.23728889450025
SNX17	8.27152942392446
N4BP3	2.99049059263010
PLSCR3	6.94948228421522
TTC30A	4.72711548102356
CRISP1	3.06326208724332
KRT32	3.65019848713062
GHRH	3.11309702603822
IL11RA	4.74755400139528
GDF3	3.08031691693888
RPS6KB1	5.78561290414235
POLR3B	6.47174416858246
TOP1	7.97685338715686
DNAJC10	6.0042972874326
CRCT1	2.97690913585826
ADIPOQ	6.56510335704792
MPST	6.8612298701235
DPM2	6.22286563997288
FAM38B	4.24060181928114
RIT2	3.10116059038723
SLC18A1	3.20303533235651
RPS17	12.3435914304748
ABCA3	5.16891568357724
CD44	6.68899927695225
FARP1	6.39308232983411
KCNMA1	4.55619823821247
PAX7	3.17115419182445
TUBD1	5.27090295705213
NARG2	6.68964762729178
GNL3	7.39794810661294
BTG2	5.31892435440496
ITGA5	6.67748911019367
NDUFS6	9.2379202090378
MEFV	3.47806179619219
TUT1	3.86919751724881
ERAL1	7.06346239662075
ECHS1	10.1499027578305
NMBR	3.27917526949548
VPS4A	7.28328183516249
ABCB7	6.25922144635398
CYP11A1	3.30402775507312
PFKP	8.03960769713739
C9orf91	4.02382675799581
ABCC6	3.80208736544243
LRRC41	7.01360960148008
ATP5F1	10.7951585906048
GFOD2	4.65890986975142
MOSC1	4.69412670408885
NCF4	4.54820409717368
HYMAI	3.37643424481896
SLC25A3	11.2959940633513
NAGPA	4.91471906420956
MTHFD2L	4.92748384247688
ZNF646	3.58771835397726
RAB1B	8.14107293527095
IFT122	5.0248388590548
GALNT3	8.0891465599449
LDB3	3.55073797984465
GARNL1	4.38187308709424
ALDOAP2	3.09029223477989
LRRC6	6.6976418920149
NTRK1	2.97764083444829
ARTS-1	4.07415845287917
UBAC1	7.15409943121716
SLC6A11	3.04671021014536
NAP1L2	5.55732614909106
EPB41L4B	6.67324598509025
RPL19	11.2692698151322
CNGB1	3.28097801037632
LOC643641	5.07304501321678
FAM134B	3.8777361819512
WISP2	4.45927926523398
NTSR1	3.64390726083876
HS3ST3A1	4.20618329351118
GPSM2	5.30620788411911
PRKCG	3.44746668177341
CHORDC1	6.97456434575597
MON1B	4.48916871068026
TRIB3	5.7933911676653
SLC2A5	3.67967520356601
C2orf49	6.95411135955195
DDX5	10.0400801463326
ZNF446	4.70567425248037
MLF1IP	8.28873937059174
SLC26A1	3.12855055839661
RGN	3.41055292510243
COL4A5	5.86033540131451
CCNB1	7.88985521275627
CCDC28B	4.11606818750567
RP11-35N6.1	3.15904566079721
KCNK3	3.03230053442301
ZFP161	4.79040845850492
FGR	5.58485621152764
COX15	6.15940666345059
EPN2	6.2500242498168
AQP9	6.00903171629466
XK	3.69194996011054
SLC15A2	4.06549157329925
MREG	6.29071074357684
HEPH	5.64943425059973
THRAP3	4.09375797714368
MET	5.83191886039286
PDLIM2	5.4759738310876
ING3	6.20238213558104
PHYHIP	3.78189815012767
CCT8L2	3.51225399832176
ADAM7	3.24130487134483
COPS7A	7.89717030111886
WSCD1	3.9257569750622
SLC12A8	6.46768514573335
RNF185	3.90608613462504
TNS3	8.49264855281787
IGSF3	5.826457713962
SRPK1	6.35419825660156
MED13L	5.04899050458414
LOC93432	3.30786117561027
C7orf44	7.52946641918112
PTCD3	6.35881737607505
RPL7A	12.5705506128764
TEAD1	5.21610505943041
ARL6IP1	9.78825802319108
CTAGE5	4.94672551372291
SLC25A14	6.51124498098452
LEP	3.23562614229311
PCDH21	4.4592783895932
CACNG5	3.3641473487855
ECH1	7.05009375380601
MAPKAPK2	5.11914235014631
ATXN10	7.91106771106384
LHFPL2	6.2813158444098
CCL22	5.79956404227765
ACTR8	4.45095434542117
PTPN22	3.22158830123239
CYP2F1	2.91419513958961
ITGA3	6.59167539342625
RABGGTA	5.97644665354363
KIAA1033	6.34673527419172
ZNF510	3.78996072369201
SLC26A10	3.17454370429231
STX8	8.25668337366725
RUNX3	7.69412989307369
EFNB1	4.12439144847359
EIF4G3	5.83893536805459
ACSM3	3.57275422644811
C5AR1	6.16028676780163
SIGLEC8	3.40728112158654
ASCC3L1	7.97661717400933
ZNF623	5.42004681633984
A2M	8.14339255667758
NOL8	6.01747942433318
GRPEL1	6.98598851440698
LMNB2	4.90589541306833
ROCK2	3.79086838071783
SNX16	4.02134194493665
Magmas	7.04030811798894
ANXA3	9.0932287876583
C11orf2	7.95088903529589
VKORC1	8.35072138713785
TRPM6	3.24584774051516
KIAA1609	4.23232093760129
FOXK2	5.21325598989773
FEV	3.44084344768549
EED	5.67848623780736
RNF32	2.87636640193042
PDCD5	7.33750485334826
SLC8A1	3.24478031272719
HES1	7.25372040886143
DGUOK	8.34793652145492
CLDN16	3.94175966480832
CLC	3.45089256872983
ISL1	5.94192958984113
C1QTNF3	5.80208184185617
GAGE1	2.99938081559461
KIAA0528	6.54591492627363
VGLL3	3.42673349525256
MANEA	4.99683230211515
C1orf61	3.7236164735471
SUPT4H1	9.40865652495515
CD1A	5.42582863677857
ASAHL	5.0737133762275
TRAF5	5.63920080740706
RAPGEF6	4.91335949586003
WHSC1	4.65414148042277
NEIL1	3.43234232896793
KIAA0020	5.37989259134213
C16orf45	6.11946724861989
GFPT2	5.39831705073662
RBM10	6.0953363327058
MRS2L	6.01520710821623
DNAH17	3.27975452238180
STARD5	3.59665475783784
C19orf10	7.44713128987846
SIP1	6.05615891348295
DNAJC15	8.48951174421815
C1orf160	6.48320627268547
SLFN12	4.93836512116012
STAU2	5.29655162102978
FAM98A	7.87584972794998
EXOC3	6.25416837089731
RAD23B	8.14835182556973
HIST3H3	3.76022675451836
NCOR2	4.30408472922873
TNFRSF9	3.57555471121523
KLK8	6.1795560672619
NOL1	5.78782874659612
ALX1	3.75897829816788
CCNE1	5.95782534727958
PKDREJ	3.56000938492355
TIAL1	6.12640593668513
WHSC1L1	3.49777547177859
HIST1H1E	4.10291184412788
SMUG1	6.04928821073192
TM4SF4	4.54998308671493
NPY6R	3.4106577260328
UFM1	8.22645144219862
AP3M2	6.06608541196832
USP14	7.92440070563464
CORO2A	4.49821058954193
ETNK2	4.39043900161235
APOE	6.18022119646132
ANGPT4	3.7116191909265
DSTN	10.4410475473813
SFRS14	4.4653952663267
FRS2	3.10214199659629
NR2E3	3.58291192816467
ST8SIA4	3.39472565843774
GMPR	4.29457545868573
TUBB2C	8.7486093106565
LOC730092	3.44391417931784
ORM1	3.18621279743935
HSPD1	10.162810643757
C5orf13	7.23000239932408
F2RL1	7.04948830920636
PLEKHA9	4.43028204646478
ZNF232	6.1399617495235
SLC6A7	3.69626089655202
ADH5	8.18224445489291
SHBG	3.55257107277537
DSCR6	3.94093562956725
CROCCL2	3.56380455651804
CDIPT	7.99845838406446
SLC16A5	4.19637474856745
TUBB	9.82559750838777
GAS2L1	5.11250839017006
TOR3A	6.91350376432331
PREP	5.65204459800605
RFX3	3.5503393261737
CHMP1B	7.42191624574304
COPS4	9.04870021934133
MYH6	3.19978450592328
BCHE	4.26982795260651
MAP3K13	3.41080081229383
LCMT1	8.19422045998598
EIF1AX	8.20293164161246
SLC24A5	2.97799536861296
BCL2	3.5707995747118
HBZ	3.29410396349866
HCRTR2	3.00831987417680
TJAP1	5.37891289557396
MAPBPIP	8.20110088570565
TMEM156	3.24342504948478
MYO15B	3.56368482845654
ZNF239	5.92113777726226
KIAA1324	3.31989079525158
PLCL2	6.05864727878657
C4orf29	3.46608505211382
SNX19	5.99007443868323
NAALADL1	3.38010192990667
DUSP5	7.31301420128148
GKN1	3.76966616123876
PXDN	7.78367780235263
FCN1	6.25656676849539
SLMO1	3.66496640708013
TNXB	3.98368201534803
C1QL1	3.23755557398988
BIRC7	3.79831971136671
A4GALT	5.14270975828383
TIMM22	5.91002323837359
ABHD9	3.44150834415905
TOMM34	6.27102995400819
ZNF35	4.9703849535685
LIMD1	3.53326377858498
CARD8	4.75234042139364
KIAA0286	4.05119964571693
CD6	3.71132636956243
RSRC1	6.49950578883934
TOX3	5.14836517069737
C16orf35	4.35579547106062
CRHBP	3.02998543197224
PTRF	6.22007198441302
FBXO24	3.02656143320149
CHST11	4.43007807739694
THRB	4.19745278751232
RNF39	4.94958558519283
MYBPC1	3.39008903510963
PSMD11	6.79400924826455
ALAD	5.06776422199162
AQP2	3.39915090568665
EN1	3.2297560261711
GSTM4	4.35977475700038
ZNF187	5.58718257821104
CDC42BPA	5.47650840462924
F7	3.29882849284702
CNOT1	6.02279600215528
SLC13A4	3.5471569532676
ZBTB11	7.21205117989284
B3GALT5	2.90967906283979
LUC7L2	6.8821419623146
SPTBN1	4.46290473630356
EXOC2	4.27903849900395
LSM4	7.2940010050286
IRS1	5.55780396206844
TMEM1	4.38001034802227
MRPL34	8.37020408682264
SAMM50	7.96931976479622
CDC42EP3	5.95237111942597
HSF2	4.36866138223842
SRP72	7.85260770442
MFN2	5.47622828510327
TSPAN7	4.71634347708684
SGK269	3.96073827743735
NUCB1	6.89959875456188
RHOH	3.79992721457827
MTX1	7.82030256546507
CENTA1	6.11892666075284
ATR	5.86240097972264
IGLV3-25	4.42314400028977
DDX49	6.15823769791087
TACR1	3.70087876272470
SFRS5	6.23648388875275
THAP1	6.54268675874129
RHBDF1	6.4470113169436
RASIP1	4.71319130152401
DPYD	7.50151225529528
MYO5C	7.10536473367543
DOHH	3.32144453622936
POF1B	4.28429856781044
MAPK10	3.91398796259924
ZNF552	5.78120741015794
USP32	5.45207769125008
MED27	7.05250221525014
NCAM1	3.59854268504594
LOC171220	4.66321300849225
PRDX4	10.1097619616832
AGT	3.49200094797098
SLC22A14	3.72535710387922
DAPP1	5.26849816838824
PILRA	5.23954885627658
ATF7	3.65181145931704
ABCF2	5.0962505990104
KIAA0748	3.13975086775096
C17orf85	4.02224690151239
TKTL1	3.20658903024864
FGF1	3.60740188497983
IL6R	3.94587975943963
CHRNB2	4.26095182735425
COL7A1	4.18358101796042
NFIL3	7.63366199954153
LRRC48	3.35659999731722
TM6SF1	4.53774853003712
SPG20	6.61940942372667
COX10	4.50520412433185
DNAJA3	7.14560382530913
ECEL1	3.86990997871210
GCA	7.11049207149283
GLG1	7.79384587453354
CIITA	3.43656274291660
CLDN6	4.10081678807436
EPHA4	4.13252655775331
FANCC	4.09754046525912
MUTYH	5.61793888390218
L2HGDH	3.87757247234281
GPATCH2	4.51187351339999
PSG3	3.07948071473063
ZNF227	3.85377146143449
MRPL15	9.23256687316346
NQO2	7.69645374454548
C21orf59	8.27115879246995
ZBTB20	5.5110061633988
NEU1	7.42330868217821
QRICH1	6.46130457546258
C2orf34	4.96339575067508
UBE2L6	8.745936978199
HP1BP3	5.82441477385941
MED14	4.7944704039617
TSN	7.20651555295995
TPBG	8.08691222984319
SPRY2	9.02220913575478
LZTFL1	6.88383223598499
OSR2	4.36571917751133
KLHL7	4.16181985620551
XPC	6.41507946243537
GMFB	7.97975304236265
PBEF1	7.17365731423609
CCR3	2.74349627824023
AGTPBP1	5.95292134464583
TMEM8	5.97703530521489
PCSK6	3.48153154682435
STAT5A	4.33381254229148
FAM18B	7.21656174465638
PTPN2	6.10101339401626
SF3A3	6.65318544907105
EFCBP2	3.92867414624486
HCFC1	4.86184786128372
NFYA	3.56327320926965
PBLD	4.84093289995923
PIGF	7.44157647588715
AHNAK	5.77414620573724
ACTR5	3.97377915760142
KIF14	4.0182256525856
PTGER1	4.38046291470765
NOS2A	3.10151408895005
TENC1	4.74067283165464
YIPF2	5.53633924072745
ETV2	3.64981039062652
KIAA1012	7.53471643878292
C17orf53	3.85213704165818
AHR	8.22506089166169
PTPRH	3.80340068805246
ATP10A	4.50676857844149
ATP6V1C1	5.01382901863398
DPH4	6.68868390208056
TAS2R3	3.1580239218933
C5orf5	6.10406728583928
KCNA4	3.51954783511832
COQ10B	7.3820597038802
NMNAT2	3.59308001816333
PSMF1	7.58045686480806
SORBS2	4.58097720811525
NFE2L2	9.07259746682842
SH3PXD2A	3.94257052305594
NRF1	3.92620259722458
SPINK5	3.71340833188271
SH2D2A	3.94208535179341
PRDM12	3.25388325468169
RBBP6	5.8313465829284
OPA3	3.32823992699144
PAQR4	5.37666633983103
IFI27	11.1489222972001
SKAP2	6.2873278444432
TJP3	5.25064307853867
C9orf61	3.55019157910515
MT1G	7.88550638144885
HS1BP3	6.7924423006029
IDS	4.93396748880482
PARG	4.9448266934404
OR2B2	2.94710315833023
DYRK4	6.20214565057047
MICALL1	4.89348337034707
GALR2	2.94697478988114
CHRM4	3.63254697799093
RIC3	3.09134870068003
GPBP1L1	6.83182185398535
ART1	3.35675902220932
TBX21	3.23644826898509
DUS4L	5.17790854881138
KCNJ6	3.54726664487117
TNFAIP6	6.7430930320142
CCT4	10.7015890568300
RTEL1	4.03593928305017
CASP5	3.93486271634493
CHMP6	4.85820149561717
BRD4	5.27272459949703
NDUFA13	10.2335972971294
CYP19A1	3.14809327815411
CD151	7.0739797197974
DOK4	4.24365413815362
FAM26B	5.62743469381969
ARFRP1	4.45289789038063
MRPL41	3.2651885134067
CRYBA1	3.29462397383658
HRH2	3.86012375393238
KIF25	3.70969039213662
MTMR6	7.48877767548917
SCAMP3	6.96915127861913
MTG1	6.30137087496718
UBTD1	4.7167722676194
SOX9	6.77972726906284
CRABP1	3.64091755139647
FLJ33790	3.65843966695235
FAU	11.8473388846560
DTNB	4.00610774353205
CARD9	4.34181074986536
PACSIN3	4.23695999972217
OMD	5.65711026463075
HOXB8	3.27730187487154
NSBP1	3.53334553698390
SLC4A5	3.35190800185302
FBXO46	4.88517055310706
UGCGL2	5.92928586350973
SVIL	6.49277994554734
OAS1	5.74212992201503
PHB2	10.6341502085599
NDRG2	4.11035522395998
ERMAP	5.00612349900631
GRIP1	3.23548430361319
APBA2	4.23222606553636
TCF21	3.53663093079565
JPH2	3.1395705557806
DLST	6.59503342724417
SLA	5.56126848083157
AMELX	2.88610940999113
WNT6	3.42591902015121
ATP2B2	3.70979512672187
CPVL	7.08346975079883
RGS20	3.06716089620978
TRAM2	5.49656831650533
ZNRF4	4.48052742907715
ZNF419	5.18297030985148
LXN	7.93043380418525
TLK1	4.71058690967167
UPK3B	4.81952434231432
MTMR12	4.04494002449751
KLHL21	5.48927469224795
ZNF384	4.87953174299315
PI15	3.30585384768810
RER1	6.69327712008244
ELAVL2	2.93476627300974
KLF2	5.76000792102471
RPN1	9.38681713388831
PMVK	6.8099279435753
EIF3D	9.23804605966154
SIX2	3.92508226042064
HPS1	5.02320477116792
RNF7	8.02342070340269
TFE3	5.43356099180014
C11orf17	6.62883964837452
SNRPC	8.91125802446223
KCTD13	4.54257034236326
DLGAP1	3.29819852568739
PGLYRP1	3.94250743585621
IL8	8.41589118351143
IRF7	5.88563866164314
SERPINB13	2.92872754182488
SET	9.43726111484678
NAB2	4.40942784111922
MGC40069	3.95450207423178
BLR1	3.41120903468422
LRP5L	4.53192551474524
FAM120A	5.83730579832743
ASCL2	3.20226045976599
PCDHGA10	3.75880186278606
SHH	3.11536677387189
SH2B1	4.40524938506193
ATP5H	10.4048806509560
THPO	3.21012061554448
HIST1H3E	3.67003529991916
TYRP1	3.02207991180521
EIF2S1	7.48075359829445
RFNG	4.96496945671014
RAB20	8.07774020556255
TNFRSF17	3.90171330717770
RBM7	8.59985020368208
TMPRSS4	8.95306819583933
NKX2-8	3.28376634529753
C1orf115	5.80720877854043
TAF9	7.88253456212474
