Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_E01
MAP3K3	5.27612980219068
MAX	5.19545286288452
GRM2	3.66354713800193
OSBPL8	6.43891517522362
PROSC	6.31236062189935
NR4A2	7.11438415797643
RICS	4.81906342617405
PIR	5.74243968803651
PPCS	8.84821183064031
IPO9	6.39878204432392
LONP1	7.67463452373206
EVC	4.44817757080435
CXCL13	4.0017184586703
SCYL3	6.31801603775287
KIAA1199	7.01608445626317
SORL1	7.91961478476129
NAT10	7.04043404726536
CHD1	6.02458205384892
SYN3	3.29850494363126
DMC1	4.00318709918874
SLC22A2	3.88973102284020
SERPINF1	5.57807918284233
C20orf27	5.85212684750533
OR7A17	3.05936344165267
RPS6KA5	4.49253096145654
LHB	3.55132677589647
TAOK3	4.68606221541812
STK25	5.52859444364554
SLC12A4	3.65523950591973
BRCA1	3.85898625702753
GBL	5.20269808602657
C14orf108	8.6676250513717
CDC25B	7.3995411856143
BMP3	3.33226237259325
MAP1LC3C	3.38739261592284
TMEM180	2.99753570692531
CRYGC	3.77831911037727
SLK	5.80808826621582
POU3F1	3.00199087272536
C20orf32	3.65448438221737
USP52	6.52107572750149
HIGD1B	4.24023567743065
BAZ1B	6.65638983721117
USP6NL	5.43666033457295
SLCO2B1	3.83608898703756
ABCD4	4.82900882821046
DIMT1L	5.26071197562059
SLC25A46	5.76659593407143
LARP7	6.43653605654867
TEK	3.64094865377896
CD160	3.71462819218691
TERF2IP	7.65171031137912
PHF20	6.1999673292704
COL1A1	7.46873614260756
KIAA0090	6.48153893741821
GTPBP1	4.44843281528240
GRK5	3.66167710262724
AP1S2	4.95237805186285
RAB33B	4.37668369246699
CA11	5.04240032849421
ALDOC	4.18124205360479
NUDT1	5.56345895867649
ZNF212	5.46326168069231
ACBD3	8.00701597114958
ZNF83	7.36747140936943
PRDM2	4.96237843428924
GDPD5	4.82948274074002
PDCD4	5.1811753133184
CEP350	6.86765683692156
FOXP3	3.25584086933004
SMYD3	6.53275482343666
CST7	3.80376979239026
SELL	4.12570117785262
CIAO1	6.54463327453812
LGI2	3.97095713153752
WDR45	6.27554497147315
ANKRD6	6.10449445926526
LTBP4	4.5573442642322
PSCD3	3.37047137626755
PYY	3.20129939839972
KCNC1	3.07762743244840
SIRT6	4.78370077962598
CCL19	4.04054207344959
ARHGEF9	5.43996261197286
ABR	4.49716501408275
C10orf22	7.00062330244409
STK17A	4.82421770283609
FOXE1	3.2996490651705
GML	3.07195623776018
CNGA3	3.01701787084007
CD38	4.24253813192260
ZDHHC6	6.89474894548257
NEFH	3.71620016963206
PGBD5	3.80021207684911
CTDSP2	7.10828723082733
RMND5B	5.83181306124952
ZNF257	4.30907980845761
DUSP4	4.45837068980613
FLJ22167	6.90904972329763
EXOSC7	6.70342373052242
ROR2	3.56293609913922
FOXM1	5.87127048095663
ZBTB48	5.17525607987137
BUD31	7.82439651508342
MAOA	4.46658384852650
CCDC41	5.16251994803759
TNNT3	3.56101670291396
FBXO11	5.60962739995376
GYPC	5.26556225536708
PLIN	3.39870938264752
RFXAP	3.47198771420013
C6orf15	4.40945231442847
RNF4	9.1358185485834
F8A1	8.76821017558892
PPP1R3D	4.30870231592075
GRB2	7.02181024867338
TPM3	3.1605297525811
SYT13	3.78319859285834
EPB42	3.59155236375144
RP5-1077B9.4	4.98352833210134
EIF1	10.0379121982201
CETN3	7.16042034524695
FPGT	4.93671970215162
PRY	3.44903778488842
NTHL1	4.99797399832507
POLR2B	8.44922976969755
RPS28	11.9602058766437
GDF10	3.13530096566803
COQ9	8.66675895359738
P2RX3	2.96143838938399
GCC2	7.5789239527328
RARRES3	8.33231510080788
PLXNA1	5.85518091654414
WBP4	4.38618075912817
KIAA0100	6.2408299012432
PMF1	6.9800590180352
HS2ST1	6.20687366352294
CRELD2	7.37085299944996
C8G	3.19452663052542
CD82	6.43367648586813
PMM1	4.39139556337484
CBLL1	4.4883538015812
LIM2	3.48919983208675
VAX2	4.21475325318291
SETDB1	5.12843067471264
LRAP	3.68879881491411
GCLM	6.68847677979174
CPEB3	3.76025406829483
PPM1A	6.28238303299962
INTS1	4.21693394350413
MMP16	3.31253692363561
CAMTA1	4.34796003353317
SAMSN1	4.32188764400080
DRD3	2.70457122303017
GMPPA	5.27400711514489
C11orf73	5.9357557703917
AIPL1	3.77132775739065
PTP4A2	9.67944380315908
IL24	3.25092782407239
BDKRB1	3.17765935038811
HPCA	3.74704060816848
MLF1	6.7612379332188
SEC14L1	6.8055628312781
CHFR	5.09922756239692
EMILIN1	3.51123412101245
THADA	6.43926060013438
TAF12	5.83537282670211
NDUFS4	7.22899156168516
ID1	5.77109014372625
PIK3CB	4.09571234477459
COL18A1	8.893703417323
PDZD3	3.40391726348049
TBC1D17	5.17094339070744
COX8A	10.4155598450042
CDCA4	6.03300988995716
C2orf44	4.34394459296133
C9orf16	8.04641530224114
ERBB2IP	7.6418893493916
EMX2	8.56985387039995
FUS	6.46003674556447
NIPSNAP3B	3.56496176457152
TF	3.45514595586302
CXorf56	5.36936371174477
CLCN4	3.87003889767535
PWP2	5.89659192602721
MMP15	4.31418630206070
MTMR14	5.19540825510273
NPR1	6.18172992232187
DNAL4	5.96368316917539
ELAC2	4.66710006128835
ASS1	11.1479672466502
IPP	5.98113173091453
TMEM59	10.1992132770198
POLR2J	8.45775960414418
SEC23IP	5.13614472142815
RGS4	3.96035737987009
UQCRC1	9.42048519931718
SNX6	8.1436847965458
DDX18	6.72950053138245
POLG	4.82783683318979
ADAM23	4.16499405872493
ZNHIT2	4.62773614102535
TFR2	3.06732242055186
NCDN	4.71583812143742
RAG1	3.50017447525024
POMT1	5.79203919813295
CYP1A1	3.25969571601688
SNAPC1	6.36362413897485
GNA11	6.05361570862433
CCDC52	2.97314756292662
CAPN1	7.16609840015266
DDHD2	7.05713569866558
UPF3A	8.21624481897982
LAGE3	6.85349384061369
GNRHR	3.19443134435174
UNC13B	6.13987199976118
TTLL4	4.47223592969654
PPBP	3.04799138533768
HTR3A	8.09483590439309
SDC2	6.43376867074903
ANKRD49	7.20544396904252
BTF3	9.70608545733627
COX7A2	11.0259926502887
SARS	8.57638585087392
C13orf18	3.39393531424367
CACNB1	3.80405990556631
QKI	5.74643877012487
SETMAR	4.4092448608424
LAMB4	3.40117509402653
MAN2B1	5.76621941878751
EML3	4.73129199267099
ACADL	3.36497100296408
OFD1	7.79562780076737
CGA	3.47216885869075
EIF3EIP	9.5798641923188
PEX16	5.52334443394861
GNG12	7.8782968097824
HABP4	5.48863574430731
CNTN2	3.51731412068155
ASNSD1	7.71251870917135
FUT4	3.89244211254219
DBH	3.52361663054895
CD53	5.74083215039926
HIST1H2BJ	3.73773287987042
TFAP2B	3.10518023201789
ACF	3.72261827841036
TMEM11	6.31819813307742
CDH8	3.22448236326942
C3orf32	3.88585730231029
AGPS	4.92568436625247
C4orf18	3.28781381547845
PCCB	7.68921325731054
IPO13	5.26192073240103
PECI	6.762177931065
UNG	6.76849228285525
C6orf105	3.8035882080102
GSTP1	8.29705787206778
SUV420H1	8.22546253147105
ARHGAP15	3.7042226059901
LTBR	6.00532951725473
TDRKH	3.11573633231595
PSG4	3.47417121486902
SLC9A3R1	7.04400899359171
NBPF3	10.1860283737991
SLC9A3	3.51370796109364
OSBP	6.76378526994984
PRR5	4.45233677172766
CHMP7	5.22569198974099
ADRA1A	3.02801260342426
ASAH1	6.86416677617766
FKBP4	7.17548239419777
ZNF350	5.20104852286899
DOM3Z	5.95726122296704
GIPR	3.87757921204153
AHI1	4.91201299478245
BST1	3.47116192298596
NCR2	3.47745195525972
NADSYN1	5.62279261081068
UBE2W	6.13331799828284
RGS14	4.06004081119568
KRT15	4.52217274435808
SCN11A	3.86808307901403
GFI1	3.69649661973795
FHL1	4.06542747537503
SMC6	6.27635702245865
GATA1	3.80520875199665
OSGEP	5.18895037720142
ARMC6	5.10541748977662
HK3	3.26308548377689
PSMD5	7.39769134308872
RSU1	6.99133517099011
RPL4	10.9489909690195
MAD2L1	7.55856551813046
RBPMS	4.9637618266708
EIF4A3	8.8855065676364
E4F1	4.70784946097929
DLEC1	4.02006316255988
PRPF3	6.39192741169031
EMR1	2.98467330065879
CHMP2B	7.55271341751835
CAMSAP1	4.71694042086452
RPS21	9.2590149373185
XCR1	3.35240853547174
ARID5A	4.33750716719254
RBM6	7.32731771994195
UBE2N	7.2705147702278
KLF4	4.83487336622615
MGC4172	6.04769257948585
LMO4	7.97644097209455
KLKB1	3.21408562242854
HDAC3	6.63801457999758
HP	4.99049189102956
SCHIP1	5.49911559886951
BTK	3.89773930599479
KRCC1	8.54347014066772
PRND	3.03523573042189
C6orf27	3.71034832725615
PIGL	4.11219099017835
CLCA1	3.62655994005184
C1orf112	4.60056346362434
OLFML2A	5.39229370535729
HUS1	4.55024243493107
SFRS6	8.29347515700587
CXCR7	6.15454279468081
UIMC1	6.88219449552418
FXYD2	3.28653506027022
GOT2	7.97681939512029
ZNF667	4.81142006788742
TFEC	3.34611492768769
ATP7B	7.89004342642024
RAB38	4.52935298253255
POLD2	7.42883717620851
PPM1H	6.927077057544
DCX	3.29440325879368
NFYC	5.9598880571011
ZNF228	5.0536836474965
KIN	5.91831042177396
PLSCR4	5.18825288424301
HIST1H4I	4.28235220537875
PPARGC1A	5.04165146559133
HIG2	7.26811161892711
KCNK10	4.29756002749287
EXOC1	8.28572251201719
OR6A2	3.75087276358354
ETFA	7.61076477481532
PDAP1	5.55770792139704
C19orf6	3.72709231190996
POLRMT	4.53645201083188
ZNF146	8.45186634467366
MIA2	3.26663000565535
LY6G6E	3.28922205165369
EIF4E2	7.9428491475601
NENF	4.80967698020002
HOXB5	5.27645102437905
ZNF324	5.18135383666808
CUGBP1	5.02087348913758
ENTPD7	4.47105993760211
TTC13	5.96339636808211
GJB5	3.03535354445032
PRSS22	4.42033201817897
CYP3A5	3.46359459115302
MBOAT5	4.54125226948848
CUL4B	5.60258775839888
CENPJ	4.13353295797030
KIAA0664	6.30084002818535
PITX1	3.4060186305978
PDGFRB	5.08155804123869
RDX	5.75040982709659
CELSR3	4.05734512446039
JUND	6.49711103383075
ITSN1	5.02857873598246
CHRNB1	3.56710137441187
EHBP1L1	3.34042917514018
C19orf2	7.27511965905013
FETUB	3.16493147144731
CAMK2B	3.37050902431098
DCTN1	7.38498921935479
TNKS2	6.5108094320042
MRTO4	7.80020358315669
C1QBP	6.08275473989353
TTC3	8.70870082190187
NDUFB8	7.93571450243368
CADPS2	6.41314328625958
EDG2	5.29539957403345
MYF5	3.28028850990612
SEMA3G	3.606019955426
IL23A	3.33998819388054
GJA9	3.67715647355714
R3HDM2	7.40577030974128
C5	4.01852315294407
SLC2A10	8.05395354863097
TRIM45	5.50855065168455
TSP50	7.02160339373289
PAQR3	5.56987368268916
ANKRD26	3.59454500966469
TCP1	7.63581397601711
TMED7	7.22753868197653
CMA1	2.83820965329523
PTCRA	4.30891419038862
HCRTR1	3.29031617814098
FST	3.87879408987751
PAWR	3.69050553160297
LDLR	5.22743673755056
ASTN2	4.06898306948577
SCRN1	8.10404360361204
GPATCH8	6.34178469466
KIF4A	6.67447569802409
TANC2	4.26664758989014
ZMYM5	3.93148723509861
PGM1	8.77585096810958
ZNF586	5.98699539727141
POLR3G	3.78866945106805
CPD	6.28944806373154
SNCAIP	4.30723277828457
DCT	3.60125392448779
HLA-DOA	3.41328108961574
TANK	6.10336097235421
RCAN1	4.46393228767795
UPK1B	4.78593132869232
DNAJB4	4.97140936013081
UGT1A8	3.13550279186122
LIMD2	3.13673662129493
HIST1H4L	3.31392387297502
PECR	5.28047089855253
HSPA2	7.08354051825386
SERP1	9.3351965113674
TACR2	3.47362413223026
NUP85	7.14378224857129
CD177	3.57668016531973
GPR135	3.35632407977593
PIGG	8.76804375287915
LGR5	4.53584667237234
JAK2	3.71197211501988
DPYSL4	3.22552107621541
TM9SF4	6.80924029012794
PTHR1	3.44226432478130
SIRPG	3.02446826049581
ZNF264	6.88268549055785
BICD1	5.80498689151261
RAB5A	6.9098932668368
FLJ13224	3.00509509346889
METTL5	8.7058620505718
HERC6	8.05198421514758
CASP1	4.82063465359667
USP9Y	2.93090161957017
LRP1B	3.8471094515987
XAF1	8.47337380184966
PLA2G4C	4.09641678164108
APOA2	3.02098061690303
SPAG6	3.07535314111127
KALRN	3.82450324795322
SECTM1	5.43651674039344
THOC7	9.26025311757857
IFNAR1	4.61986565949007
TCTA	7.15336879739655
NY-REN-7	4.74219192166701
TALDO1	9.54622647548302
B2M	11.8702677239875
LPPR4	4.06469310442702
SQLE	7.81987297739892
SEPHS1	6.95486571126303
EIF5A	6.24426815458214
FAM49A	4.0746238065291
YTHDC2	4.3615184235572
EHD2	4.43740908004538
NCF1	3.3873003122789
SPG7	6.36687925543378
ZNF614	3.60843577207490
HOXA5	4.76445453381294
NUP133	7.57363782727333
FGF12	4.68340459231104
SLMO2	7.92823263092235
INPP5B	4.46402081394028
PPID	6.56546204229201
SNTA1	4.09921166771823
IL20RA	4.1843514560202
UBE2J1	5.68053165268186
CACNG2	3.04773733775513
GCM1	3.16390913506903
ELF1	6.50393913785652
TLR5	6.55199299004374
TCFL5	7.19152344414754
C1orf107	5.70292323132779
C19orf22	7.40618644688863
SAFB2	7.02501634745757
MAP3K7IP1	3.81301197149566
NCK2	7.71010318739961
OXA1L	8.02532698412506
KIAA0652	5.93821164963806
KLRG1	3.24877132127459
FRAG1	6.71932144623648
ZSCAN12	3.05989364855983
PSMD12	7.84201630919287
E2F4	5.32699076358842
CLEC4M	3.46957909678702
KIAA0999	4.6389533245459
CLDN10	8.44934842469829
MGC13053	4.36661663517688
TAC1	2.81559975247653
GYPA	3.37172281341292
HPCAL4	3.26867448736422
TRAIP	4.84102564736651
MEX3D	5.14997669565409
KIAA0232	8.3170988660441
ERCC8	4.67852502972889
NFAT5	5.69247599010491
GPX4	10.0324142161844
CSPG4LYP1	3.20210394027987
KIAA0368	6.6172848416596
FBXO3	6.43322629966175
DVL1	6.82847122916816
CMKLR1	3.64408830640382
GPR157	3.48547028898835
TYMS	8.5634033294706
OR52A1	2.92534771058186
PEF1	7.52117591566416
ZNF750	4.43773988295523
ALG9	4.92760527692864
MCM5	6.16679703214828
SDK2	3.56870742261757
BAIAP3	4.02297357277858
RABGGTB	7.1643286230899
KCNK7	3.19502024440569
PTP4A3	6.83396732150395
ANKRD40	4.32746492892445
CALCOCO2	7.20686472301781
TMSL8	7.19560034411543
SNCA	4.25136856292503
ZNF551	4.8981515858131
HBQ1	3.23324473557471
ARHGAP26	5.57620579586301
GEMIN6	6.59985281367409
HRAS	6.64427890247248
KLRC4	2.66833870113929
BSDC1	6.2539853665099
DSC1	3.92878174851404
RNF43	4.89551260241595
NDUFAF1	5.36437514969794
MAP2K4	5.27183913665697
FOLR2	4.73807689629224
LYZL6	3.4589940284165
EPB41L3	3.34573874822756
TEKT2	5.09747777557586
CDKN2B	3.31749749198446
WSB1	6.35348056156606
ZNF480	3.78147117899195
MAP3K6	4.48464406922916
PROS1	6.51432301957618
PSMB8	7.71545723411198
HN1	7.91577874090606
MAS1	3.0473700792366
APOL1	6.38315120560546
CSHL1	3.13070267870705
ZBTB7C	3.1240793351232
AHCTF1	5.99007409234329
SAE2	9.0913046294451
ITGA2	4.49068968832062
AP2S1	9.0312786782046
P15RS	7.36091565170616
MME	3.88708959615052
VAT1	6.79631890173817
MAST4	4.73006800250998
TUFM	9.54312317749767
KRT33B	3.51473921252405
THEG	3.81450335591961
KCTD2	5.42865804685422
WDR26	8.85311125117089
MFI2	3.54334021627398
KRT34	3.0255600022213
NR4A3	3.53417569272066
SGSM3	4.54770109233152
ARSA	4.17580474704645
TOMM22	5.8365967905983
SOCS3	3.59828892298078
UNKL	4.08965591495871
POP4	8.23376711035264
BHLHB3	9.30356588883864
MALL	4.63297778563561
SOX15	3.43422937953577
CCNA2	5.12628193543705
PARK2	3.25039283188022
GPR124	4.6187915517273
TMEM132A	4.83500815371943
CGRRF1	6.04099047957686
RUVBL2	8.65261984061548
MCAT	6.05015753997803
WNT10B	3.66080546755335
ISCA1	8.180882226241
RPAP1	4.22185273712373
C12orf48	4.81260840753384
RAI16	5.15839673781466
RPL27	9.06511729980326
EPN1	3.85856452691278
MAGI1	3.21945171692639
GBX2	3.21503257623536
SLC35A1	8.5485410217375
GAL	5.36980592132733
SLC14A2	3.43850938877426
RDH11	7.89087700679038
ZNF518	4.16188995754224
PCYT1B	3.36741168497908
AUH	8.04368299911866
EIF3H	10.9052679099180
KIF1B	7.66747563057469
MBD2	4.76530036555522
AMOTL2	7.8604506858629
C6orf120	5.63429436764003
PIGT	8.62489995827524
PSRC1	6.36571891056605
PLA2G10	4.14212996703611
ALAS1	7.13365806199286
FOXO1	5.82737614249872
C17orf62	6.48642371178991
KIF5C	6.09438056992374
DUSP10	4.68138770091476
CRLF3	6.58078036217582
CLCNKB	3.58608728729844
PSMA5	8.9207567256044
FARS2	4.80806695104716
CCDC28A	6.00390405052904
AMPD3	4.95487227682869
PIAS1	6.53916638572189
ADCYAP1R1	3.39514499311259
TMEM134	7.49715550980565
CDH20	2.85713948178825
FBXO7	8.43906246345792
FLJ14213	5.07015682137152
ZNF3	6.21404381111166
LRRFIP1	8.0760148886501
TMEM49	8.77410839310194
CNOT2	7.51236082960913
CBX2	2.90091166381281
ZC3H14	7.13905447361119
ALDH5A1	7.1298087359901
HNT	3.56457097629033
SERPINA4	3.13149041012801
FLJ20920	7.09580102169523
CRTAP	5.06870251907981
DDX50	7.85920034670256
STYXL1	7.58857511293584
TK2	4.29761250020533
BLVRB	6.92993424267579
STMN1	7.71825776251785
GUCA2A	3.33077220888303
DPP6	3.00581332427318
GALNT10	4.67133244036313
STK39	5.92668608141261
MMP24	4.27319900559213
CKS2	10.4557871158198
RHO	3.59589359206502
BANF1	10.1838941479391
CR1	3.14367981479575
RPS6KA2	5.68891318517327
HMBS	6.24428659426904
C20orf112	3.84212011558786
SLC25A24	7.64075872026515
MRPL22	7.61251072198973
SLC25A15	5.00588646369454
GADD45B	5.93984093485813
TDP1	6.25454079749049
ZNF287	3.66979975345014
DAAM2	5.07613561871247
C11orf57	5.21669953602023
RFK	7.64960177712773
ZFYVE9	4.23453036479933
TCTN3	6.95074116130532
STCH	5.9725098193843
LOC283871	3.77413906566126
NDUFB3	8.86296873209918
DEFB4	4.23426736542696
FPR1	3.70643362457628
FMNL1	3.67848312151355
SEPT7	9.44464388020985
PTCD2	4.93882391262111
GNLY	3.42200687454793
GRAMD1C	5.58421750886813
ZNF165	4.32835334652064
TR2IT1	4.04180918841829
ARMCX3	7.98647980479317
NDE1	6.08061359608207
MAGEF1	7.55785688685928
ITGA10	3.76718992874485
ARHGDIB	7.27455489253834
FSHB	3.61496410332277
ANXA2	11.1046029123832
HLCS	4.03903014204043
MCF2L	5.40920976430807
AK1	6.89953975248703
FH	6.62012852277643
LGALS2	3.38752120004432
SYNPO2L	2.62222993010722
KIAA1045	3.36883333409332
C1orf183	4.95780152922185
MAGEA8	3.00314368294145
DGCR8	5.45329450039278
GSR	5.73455985674282
NEU2	3.40240799772325
HIST1H4B	3.62391742587483
CACNA1C	3.13416667527557
FAM20B	7.3377638447581
HES2	3.48410241984557
PDCD6	9.49786231096577
INTS7	5.28891309243906
AMPH	3.84430953380083
UCKL1	6.48026226676978
ASB4	3.10482859030286
C10orf97	5.13196557352761
ALDH1L1	3.83520886540239
CCL23	3.227949030908
OBSL1	5.3249739234561
SLC12A7	7.53404742280945
THAP4	5.11413931307371
RBM4B	6.38507442782947
OGFRL1	4.33554342071713
KIAA0831	5.9850904070979
C12orf11	7.63372363049475
PPP1R15A	4.93874253780588
KIAA0240	5.89192625277591
CD1B	3.33203654836165
FCGR2A	4.00267133957754
MDC1	5.23283208524747
MAN1A1	3.64559038321638
KRT9	3.56933541005553
HTR1A	3.27906585413957
OCEL1	5.54238672543362
ATP11B	6.80645276302217
NLGN4X	4.83995446451119
FBXO34	7.69837773437869
ALOX12	3.3468843015778
RB1CC1	7.18674386628135
PCDH12	4.46229694166032
RPE	6.12532580686173
EIF4E	6.33803802829288
CSDC2	3.76724621264467
ABHD5	4.93165882510939
TMBIM1	6.76083098906914
PET112L	4.71101541811851
P2RXL1	3.14416872269143
F2RL2	3.27248527338321
TRMT1	5.25636563841632
IMPG2	4.12015543704211
LRRC32	5.97289628461828
BGLAP	4.88661879549068
HTR4	3.39071870381601
MRAS	4.24960856020676
TRAF6	5.10721132764843
AXL	4.20802309991203
ATP2C2	3.71472785327707
LMNB1	6.67745254865076
TELO2	4.24230842978011
PNPLA3	3.78016847652084
CSNK1E	6.08072239567486
SRP14	9.7949406309624
KCNQ4	3.30969324872345
PIK3C2B	7.15633093671058
C15orf15	7.25263122046626
TUBB2B	2.93970707687369
USP15	5.82905016623967
C12orf41	7.85427403144501
CEND1	3.97484998553879
RNF31	5.08219907918743
TCEAL2	3.90160670489848
PTGER2	5.7837931845301
UBN1	6.24140685892829
SLC5A7	3.27524500638004
SLC31A1	6.93984210034532
ADAM29	3.51754528874997
ST7L	4.58551239642654
GFOD1	5.47687040265341
CTNNA1	9.2454807516802
HRBL	3.9755512433409
CBX4	3.72158424494686
NTRK2	3.45333758449349
FOXN3	5.12248773814373
MFGE8	6.37409796885558
PFKFB2	4.35973642570928
TAS2R4	3.59862730034108
SH3TC2	3.21368539986691
IL10	3.38241386624705
PXMP4	6.09054083709493
RNF167	5.9289595321597
PRMT5	7.69251100229055
TSKU	4.95546394228968
ATPIF1	8.64107779869816
ETV3	3.34444992841446
PAK7	3.01329472726368
PDLIM1	8.413028719935
CEP63	5.13917550793716
WDFY3	4.56163266511166
RNF126	5.5349227570442
DPM1	8.9979282720385
CLIC4	6.2474732629121
ACR	3.62908064317882
KLK7	10.5297321024695
ALOX5AP	5.04125390751794
LRP1	4.81735727219167
TNK1	4.32840169778776
TAS2R9	3.04879532494921
ZNF16	6.55030996587825
POLR1B	6.15851831754419
SLC8A2	3.68157632795488
OLFM4	2.96211273747380
TACC1	4.92123704308774
SAMHD1	6.70286068313263
ATP13A2	5.12196424333091
KRT4	4.42824514692078
PAX6	3.52155179893424
SCG2	3.68853493923293
SLC17A6	3.45688678397191
TUBB4	4.12182610889237
PADI4	3.02104214396935
FMO3	3.06741056187989
NLK	4.41364819963456
POU4F3	3.06249845100300
MDM2	3.48420225794188
CAPNS1	10.0592201714909
SDF4	8.5660426536915
ITGBL1	3.08429861592217
TAP2	4.26509821129785
OR2C1	3.62773725408148
KLHDC3	6.79430698327886
EFHD2	5.72264297855462
GALR3	3.52218256426461
NBEA	5.88030312154158
ABCA6	3.27586888078244
ABBA-1	3.7761620141037
GNAI1	5.09442309751468
CLDN3	8.59916928840159
AKT2	3.38005937743092
EGFR	4.24370759178416
VPS4B	6.67387978414142
RBM16	7.76717477112544
GALNT6	7.54103278875201
ZDHHC3	6.05900309338839
SLC25A4	8.11338481511038
CYB5B	5.36876487546948
NDRG1	8.36516529328634
SESN1	5.31572491604327
GBE1	7.42400144842486
MRPL46	6.66908909759832
CLASP1	6.14280883393238
FARP2	4.78856730204606
ACOT11	3.72259514118278
LDHAL6B	2.82893428122943
MAPKAPK3	5.23554814004862
NCAM2	3.02211751157951
AFAP1	4.11008706711758
PRKD2	6.66311971639954
OR2H2	3.28569358978513
ZFP36L1	8.23364878438688
DZIP1	5.55886792657159
GPR161	4.06702233856395
RNF146	4.61082513934553
NKX3-1	3.69790241104151
CCNB2	7.72062659753619
ZNF10	3.7550588121913
WDR74	5.53677663516783
FAM134A	8.3616427758354
PCNP	8.50948363204853
PURA	6.21839783237205
DNPEP	7.50115954792968
ERBB2	5.508965854112
CREB1	6.34487844422806
NEO1	6.45544524947254
DDX3Y	3.26178317690322
RPS3A	12.4537579323816
MXRA7	10.0437864444428
LGALS3	11.3011911096582
GLT8D1	7.71574555317965
TMPRSS3	9.34599924265052
UPB1	3.3753967794676
LAT	4.00166297333629
CLDN14	3.71016069178291
DHX38	4.63170096069009
KCNA3	3.20348273072731
BTBD1	8.80838144061175
TARS2	5.59636153303259
SKIV2L2	7.09700413932554
ABCF1	7.96524097035145
CDT1	3.01326183870916
ZHX2	8.14832839370975
FCF1	4.98159001405389
LRRC49	4.49094119313007
GUCY1B2	3.71506849340967
CD28	3.38079976999367
SMARCA4	6.9751779989648
SEPT2	8.48713014476473
SOHLH2	3.50156206233917
MCOLN3	4.23525128395565
LRP8	5.47672914895279
TAGLN3	3.6138826301844
MASP2	3.56170921952044
GPATCH3	4.34451643526162
TTRAP	7.97367993908092
AGL	7.94144017304668
NFE2L3	4.95923124397797
PSD4	4.0431536434138
PALMD	6.29622419930399
CCNB1IP1	8.34938031695316
TMEM43	6.18989029716158
OBFC1	5.03616187182341
STAT5B	4.24123881562501
C14orf79	5.18483025556297
ENPEP	4.30675427905586
SSB	7.98279822180645
SCT	2.84877134673546
TIMM23	6.92852451967577
SKI	3.79085366865865
SLC22A13	3.12180271639647
AKAP3	3.92777796208234
OAS2	6.65672751417615
KIAA0423	7.15328219755612
SEC61G	10.0334411501879
CAPN11	3.14961053459171
TMEM50B	7.8311826467137
DEGS1	6.78705443100439
ARHGEF4	3.63634803901692
DBNDD1	4.37004560563427
TBL1XR1	5.9226276810866
FAIM	5.7115455710617
SP140	3.32651520801529
G6PD	5.47538636301639
NUDC	7.83184794200706
GABRP	4.81712633967886
SCARA3	4.72227733152908
TACSTD2	5.47186681456452
EIF3J	6.4449366427194
PPP2R2A	7.32267183130394
CPA3	3.61171027076418
PVALB	3.06622652361884
BCAT2	6.08195845929674
MFN1	6.3465813622389
