Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D11_297932
PMF1	6.39849189755726
HS2ST1	5.08965559171837
CRELD2	6.34425269252642
C8G	3.35082024155424
CD82	5.09254585767721
PMM1	4.52038081022911
CBLL1	4.60470320341001
LIM2	3.40379663230509
VAX2	4.2907495474634
SETDB1	6.3858243613823
LRAP	4.82120175348574
GCLM	5.71193820193455
CPEB3	3.31283989624326
PPM1A	5.67917165885737
INTS1	4.27767036422262
MMP16	3.16547794466951
CAMTA1	3.9566882826407
SAMSN1	4.51520486437759
DRD3	2.78031077595892
GMPPA	5.07038254684523
C11orf73	3.92736013700839
AIPL1	3.75609367904222
PTP4A2	9.87521361066617
IL24	3.36869747917631
BDKRB1	3.59027008520182
HPCA	3.76487088224647
MLF1	7.00796536068523
SEC14L1	5.37358326763112
CHFR	5.26552176656164
EMILIN1	3.51056354039087
THADA	7.22798735747158
TAF12	4.99009296774884
NDUFS4	6.66243173174845
ID1	4.15452518018874
PIK3CB	4.6499993554816
COL18A1	7.33775799312718
PDZD3	3.06279684082863
TBC1D17	4.35688217386959
COX8A	8.97522987582645
CDCA4	5.66363443110991
C2orf44	4.91473585001014
C9orf16	7.58545818421242
ERBB2IP	7.81171824886212
EMX2	8.73346318471551
FUS	6.43529624841712
NIPSNAP3B	3.70002457167347
TF	4.44462416683143
CXorf56	5.1628670245694
CLCN4	3.83303251738212
PWP2	5.57374402176086
MMP15	4.34822580147219
MTMR14	6.0655721025521
NPR1	6.9217860150539
DNAL4	5.6683542842727
ELAC2	4.84223744044166
ASS1	11.2728847450088
IPP	5.85302518074583
TMEM59	9.27880092689526
POLR2J	8.98627164102662
SEC23IP	4.68681082398177
RGS4	3.94672827972905
UQCRC1	9.09321653485635
SNX6	7.46294703527037
DDX18	7.05952864683762
POLG	4.92335396519084
ADAM23	3.92069485766243
ZNHIT2	4.2109615620933
TFR2	3.95757652214374
NCDN	4.66344746105423
RAG1	3.50137728171097
POMT1	4.83670628398642
CYP1A1	3.58023475618733
SNAPC1	5.52762829066014
GNA11	5.38437891637222
CCDC52	2.77756104227406
CAPN1	6.74018972483694
DDHD2	5.12497115630482
UPF3A	6.11393129731488
LAGE3	6.04649573764827
GNRHR	3.04502204248358
UNC13B	5.05220981602387
TTLL4	4.49962427279266
PPBP	3.13639775195994
HTR3A	4.11468948061228
SDC2	4.07938256465364
ANKRD49	6.23339176860496
BTF3	10.0924845636182
COX7A2	10.6560825315842
SARS	7.1771354220029
C13orf18	3.47900753996306
CACNB1	3.86504792036106
QKI	6.18672301410648
SETMAR	4.59043502976452
LAMB4	3.38471815182059
MAN2B1	8.47275639884679
EML3	5.50213180545781
ACADL	3.27761772864876
OFD1	9.15147710902398
CGA	3.43932769659247
EIF3EIP	10.8377923895849
PEX16	5.78206078209081
GNG12	7.39369066469606
HABP4	4.79505699914337
CNTN2	3.54722839499081
ASNSD1	7.0811788091836
FUT4	3.62867747969717
DBH	3.48347372375578
CD53	5.7015281428551
HIST1H2BJ	3.45091710357768
TFAP2B	3.29796772525374
ACF	3.4544500401214
TMEM11	5.84016755428976
CDH8	3.25159451581493
C3orf32	3.43091827529475
AGPS	5.46044777196792
C4orf18	3.15137212312269
PCCB	7.20644028329724
IPO13	4.89676660829094
PECI	6.33985448716603
UNG	7.93673093299144
C6orf105	3.92717935241146
GSTP1	8.00932206206109
SUV420H1	7.18030634607807
ARHGAP15	3.96600035573861
LTBR	6.11144438742292
TDRKH	4.01825044662543
PSG4	3.56044467737037
SLC9A3R1	5.33353837335136
NBPF3	9.59901589907295
SLC9A3	3.80863626241474
OSBP	5.7689488485495
PRR5	4.89776016739614
CHMP7	5.26891744387708
ADRA1A	3.11801714844297
ASAH1	6.36393701853002
FKBP4	5.870798344678
ZNF350	4.49533623775703
DOM3Z	5.4371478127792
GIPR	3.86171357081527
AHI1	5.11194163504513
BST1	4.00504025199786
NCR2	3.61941535706071
NADSYN1	4.63846176682964
UBE2W	5.67027232094379
RGS14	4.08574182677060
KRT15	4.21064370090171
SCN11A	3.73864729189401
GFI1	3.69902972413062
FHL1	5.31058241272466
SMC6	6.68866394878037
GATA1	3.92435340250001
OSGEP	5.80484159082636
ARMC6	4.51144865065037
HK3	3.62299184792516
PSMD5	6.37559841998891
RSU1	6.13551578668428
RPL4	12.1301926853881
MAD2L1	6.45466627924617
RBPMS	4.65197509816006
EIF4A3	9.31291659859253
E4F1	5.02381305551662
DLEC1	3.78483889536675
PRPF3	7.06924668139822
EMR1	3.17030621749961
CHMP2B	6.67318623533087
CAMSAP1	4.26413287069095
RPS21	10.3528967757676
XCR1	3.31847688752938
ARID5A	5.26335402884602
RBM6	6.32163101586771
UBE2N	7.4933821211464
KLF4	3.76779226466879
MGC4172	5.17728630855153
LMO4	8.27529957596446
KLKB1	3.31180526219444
HDAC3	5.63057620148928
HP	3.62194386967763
SCHIP1	5.64385002590335
BTK	3.82718897516785
KRCC1	7.25103245754862
PRND	2.94418881780612
C6orf27	3.90240363780525
PIGL	3.67703417562874
CLCA1	3.88612867222152
C1orf112	4.39839221136964
OLFML2A	4.5145980069108
HUS1	4.57949157670367
SFRS6	7.65024374547164
CXCR7	6.4485210374393
UIMC1	5.63214189703431
FXYD2	3.67691208248343
GOT2	7.68146287587464
ZNF667	3.61980253831335
TFEC	3.55543180337005
ATP7B	4.13145932361925
RAB38	3.85012387161584
POLD2	6.66117473971448
PPM1H	5.09998981970949
DCX	3.21272316588412
NFYC	5.32907474896924
ZNF228	3.91263875929747
KIN	4.5063681196151
PLSCR4	6.29394531461973
HIST1H4I	4.3582290379074
PPARGC1A	3.43865418058861
HIG2	8.51431483175918
KCNK10	4.27085677356898
EXOC1	8.25924803026869
OR6A2	3.79005451883299
ETFA	6.83704193488249
PDAP1	4.9893306552236
C19orf6	3.60122376837576
POLRMT	4.48651381473964
ZNF146	8.55512188477639
MIA2	3.16423914868554
LY6G6E	3.39879965477172
EIF4E2	8.33595047277804
NENF	5.12923820248391
HOXB5	4.72901563964213
ZNF324	5.43497111830303
CUGBP1	4.44096342785125
ENTPD7	4.37442012774578
TTC13	5.75753559055122
GJB5	3.19167524283662
PRSS22	4.67514191611783
CYP3A5	3.47516034052873
MBOAT5	4.03082539106627
CUL4B	4.49636204744723
CENPJ	3.56227387213448
KIAA0664	6.6315185758587
PITX1	3.55099144045663
PDGFRB	5.19821600502752
RDX	5.18731793822292
CELSR3	5.26451805361408
JUND	6.80101114912541
ITSN1	5.39458973436423
CHRNB1	3.90376189092896
EHBP1L1	4.01327291524908
C19orf2	8.1355323823122
FETUB	3.12516812507047
CAMK2B	3.24132116656393
DCTN1	7.82943764057221
TNKS2	6.71931267162464
MRTO4	7.12023787734196
C1QBP	6.06378724358067
TTC3	8.37556183248036
NDUFB8	8.30798801696626
CADPS2	4.37747440677921
EDG2	4.42905805475346
MYF5	3.18413894159502
SEMA3G	4.68430720738549
IL23A	4.47702696430469
GJA9	3.61362750589397
R3HDM2	7.81260625332334
C5	3.74252511130586
SLC2A10	5.7790036171036
TRIM45	5.02987981309118
TSP50	4.15382722601936
PAQR3	4.5581425070173
ANKRD26	3.40426142285616
TCP1	8.93334370488657
TMED7	6.9919937028124
CMA1	2.95543742454945
PTCRA	4.34989900112559
HCRTR1	3.35141416946874
FST	5.85064249622814
PAWR	4.14228752004319
LDLR	4.72747969630142
ASTN2	3.73493769802231
SCRN1	6.20645891476759
GPATCH8	6.37645822440078
KIF4A	5.50676095284549
TANC2	3.91558227616809
ZMYM5	3.59618907354644
PGM1	7.37647849412318
ZNF586	4.37404833831552
POLR3G	3.95215717515743
CPD	5.93709826802499
SNCAIP	3.97202347975018
DCT	3.46826233153522
HLA-DOA	3.42140792573735
TANK	5.85793412019805
RCAN1	4.51977420726197
UPK1B	3.4967716308985
DNAJB4	4.60918832157361
UGT1A8	3.29039268108455
LIMD2	3.77197419495362
HIST1H4L	3.32251092953513
PECR	4.2120369263032
HSPA2	4.82157830147319
SERP1	9.29617993985391
TACR2	3.56563240397846
NUP85	6.40050906226756
CD177	3.25312122611528
GPR135	3.41607229165628
PIGG	7.07392645501696
LGR5	3.68916611182202
JAK2	3.40505119732364
DPYSL4	3.19652333623954
TM9SF4	6.12744574111792
PTHR1	3.44556290696795
SIRPG	3.04383365976252
ZNF264	6.49475147676407
BICD1	5.53294252303125
RAB5A	6.93299252771326
FLJ13224	3.21956249853786
METTL5	9.35756421952928
HERC6	6.58281559249422
CASP1	4.96322357200516
USP9Y	2.92070185314279
LRP1B	2.96730982520829
XAF1	6.65329895969061
PLA2G4C	3.89870120127616
APOA2	3.2324548898473
SPAG6	3.22105485749126
KALRN	3.24864553428657
SECTM1	4.95833464085063
THOC7	9.19428975611096
IFNAR1	4.92160979657132
TCTA	6.04280925767423
NY-REN-7	3.46515820474770
TALDO1	9.3992214585898
B2M	10.8752309562214
LPPR4	4.00704112973212
SQLE	7.38027001313018
SEPHS1	5.72312845377
EIF5A	6.01620894643838
FAM49A	4.91829140246186
YTHDC2	4.15528580673403
EHD2	4.25824741888983
NCF1	3.50295098608398
SPG7	5.5535848848637
ZNF614	3.46455335309119
HOXA5	8.53951950794621
NUP133	7.39131820158845
FGF12	3.70476707865957
SLMO2	7.20083635912679
INPP5B	4.58514777146695
PPID	6.01067305021838
SNTA1	4.46922843301311
IL20RA	3.76993335959236
UBE2J1	6.52467166968836
CACNG2	3.08108857856262
GCM1	3.60578140588117
ELF1	6.11746888281654
TLR5	4.70147357190184
TCFL5	6.06440513952221
C1orf107	5.78087853214892
C19orf22	7.17421802114253
SAFB2	6.48207145322755
MAP3K7IP1	3.80563229856031
NCK2	8.59559588760494
OXA1L	7.78274671517945
KIAA0652	6.50557692306388
KLRG1	3.55940451631312
FRAG1	5.67411337205231
ZSCAN12	3.07311874612138
PSMD12	6.50979904112029
E2F4	4.93954818845098
CLEC4M	3.47024491218677
KIAA0999	5.01729573829432
CLDN10	5.03179222030083
MGC13053	4.35239654625228
TAC1	2.70170907944481
GYPA	3.44457993711762
HPCAL4	3.32443287595572
TRAIP	3.97474690270295
MEX3D	3.93043371394586
KIAA0232	7.17746607414002
ERCC8	4.6893091434943
NFAT5	5.56618623095812
GPX4	9.6141817537169
CSPG4LYP1	3.24402740066611
KIAA0368	5.70347368640288
FBXO3	4.46035502624031
DVL1	7.29545142470981
CMKLR1	3.54766508946944
GPR157	4.02188292039578
TYMS	7.10865190774015
OR52A1	3.06188995293142
PEF1	7.16946615520672
ZNF750	3.11470425264939
ALG9	5.2878111387886
MCM5	6.05151232984976
SDK2	3.71178752580192
BAIAP3	4.05681960154191
RABGGTB	6.48991323487011
KCNK7	3.41775673245607
PTP4A3	5.91407832098017
ANKRD40	4.27104848237143
CALCOCO2	6.47381795051116
TMSL8	4.05461342565444
SNCA	4.53060612919632
ZNF551	5.17581022809706
HBQ1	3.45705204404225
ARHGAP26	4.3606870359638
GEMIN6	6.99810617445005
HRAS	5.56195109077552
KLRC4	3.00299540574840
BSDC1	6.52570981054814
DSC1	3.69272435605906
RNF43	5.74727924450726
NDUFAF1	5.76413153554615
MAP2K4	5.1357337065169
FOLR2	4.66274235947471
LYZL6	3.63521482882868
EPB41L3	3.49871094059301
TEKT2	3.87328798929205
CDKN2B	3.71362019083135
WSB1	6.24483561144665
ZNF480	3.26544708104894
MAP3K6	4.36828197676286
PROS1	5.03397744057185
PSMB8	7.77668181439175
HN1	7.19032189409268
MAS1	3.40634347307007
APOL1	5.21791185819995
CSHL1	3.21834121527005
ZBTB7C	3.45559060900392
AHCTF1	5.8595973430214
SAE2	8.58033678547048
ITGA2	3.98780612152088
AP2S1	8.37525557455418
P15RS	6.0676651074374
MME	3.58007945537910
VAT1	7.10511243691961
MAST4	6.17395080547153
TUFM	9.56747975666681
KRT33B	3.59500405170436
THEG	3.74612104352374
KCTD2	5.00484469090724
WDR26	9.54187483629254
MFI2	3.67376507830846
KRT34	3.02152698035253
NR4A3	3.52462982724176
SGSM3	4.59433645087775
ARSA	3.81940778703424
TOMM22	4.87886732037716
SOCS3	3.93381805013603
UNKL	4.1784853867067
POP4	9.07809052822673
BHLHB3	8.50952869470939
MALL	3.94278902505245
SOX15	4.37409146655582
CCNA2	5.5082410154191
PARK2	3.14193062458066
GPR124	4.09126410855031
TMEM132A	4.3528201498085
CGRRF1	5.2458516564934
RUVBL2	8.21965362849966
MCAT	6.05782568057256
WNT10B	3.91632195654344
ISCA1	6.59296634393066
RPAP1	4.65299755734091
C12orf48	5.11893093684707
RAI16	5.29509768200629
RPL27	9.54144170285605
EPN1	3.89210604162462
MAGI1	3.11328942177878
GBX2	3.22723047636419
SLC35A1	7.03529463863873
GAL	3.97056417849945
SLC14A2	3.62187290450152
RDH11	6.54818845443619
ZNF518	4.49303426342744
PCYT1B	3.29730225381443
AUH	5.06240210335927
EIF3H	11.4070832127772
KIF1B	7.03193369830605
MBD2	4.56142477085057
AMOTL2	8.62646792365998
C6orf120	6.22375648317946
PIGT	7.62701536819323
PSRC1	5.20290907967086
PLA2G10	3.81549792905332
ALAS1	7.26473036142152
FOXO1	7.55679112395061
C17orf62	7.22798324585834
KIF5C	6.14305836225632
DUSP10	5.13826211173282
CRLF3	8.07274938980845
CLCNKB	3.41560587595526
PSMA5	8.35305863304443
FARS2	4.85324862949556
CCDC28A	6.76157933270938
AMPD3	4.81668311119343
PIAS1	6.6865967006833
ADCYAP1R1	3.43392565160977
TMEM134	6.7882979563523
CDH20	3.1132754302264
FBXO7	7.78012461221729
FLJ14213	3.39154607916641
ZNF3	5.38270871530307
LRRFIP1	7.41221603246049
TMEM49	8.88192201121594
CNOT2	7.34599477742807
CBX2	2.89407752196962
ZC3H14	6.79285075026817
ALDH5A1	6.43753175899432
HNT	4.24492748101119
SERPINA4	3.31768807024707
FLJ20920	4.88193489005771
CRTAP	4.70980480061724
DDX50	7.74190071609086
STYXL1	6.69190801421408
TK2	4.45059610446062
BLVRB	5.31190820481537
STMN1	6.79894013281546
GUCA2A	3.66358731085941
DPP6	3.32658117534646
GALNT10	3.96972104808263
STK39	4.91501406445384
MMP24	4.88088610123333
CKS2	9.19351573531539
RHO	3.51574663184293
BANF1	9.39566905547993
CR1	3.01855558220866
RPS6KA2	6.04343937276212
HMBS	5.30359152872903
C20orf112	3.55645144309415
SLC25A24	5.93859987407616
MRPL22	7.06091407422104
SLC25A15	5.28492926843514
GADD45B	6.00816477455505
TDP1	5.91556905600228
ZNF287	4.41946659912587
DAAM2	4.46999300139226
C11orf57	5.25136336154669
RFK	6.93689956477009
ZFYVE9	4.46926085715062
TCTN3	6.03313914710129
STCH	5.46562880178216
LOC283871	3.54625203248887
NDUFB3	7.78935244899497
DEFB4	3.64031323801099
FPR1	4.02998357907605
FMNL1	3.91415653573621
SEPT7	9.26081776792525
PTCD2	4.99891007830552
GNLY	3.43881228020579
GRAMD1C	5.86115062619454
ZNF165	4.2687056086383
TR2IT1	4.5737211426516
ARMCX3	5.72552592372629
NDE1	6.03224654926623
MAGEF1	7.42182175979416
ITGA10	3.99875404977057
ARHGDIB	7.0362009513118
FSHB	3.96502619512712
ANXA2	10.8981530623144
HLCS	3.94544079999136
MCF2L	3.84264977647292
AK1	5.17193007172449
FH	5.93375151794167
LGALS2	3.84865321502726
SYNPO2L	2.860769778038
KIAA1045	3.30534914342262
C1orf183	4.86612498271934
MAGEA8	3.2105332726997
DGCR8	5.07908302728336
GSR	4.21625177699341
NEU2	3.35745079137514
HIST1H4B	3.38437338255031
CACNA1C	3.26495623522249
FAM20B	5.98127878763139
HES2	3.27298423980005
PDCD6	8.6695608166416
INTS7	5.65386539509181
AMPH	3.81321508143573
UCKL1	7.22764502554514
ASB4	3.09545690546860
C10orf97	3.52182133932307
ALDH1L1	3.7768189373505
CCL23	3.28809582623436
OBSL1	5.84273781063011
SLC12A7	6.51053589457941
THAP4	5.74489336070984
RBM4B	4.85157597032873
OGFRL1	4.76327762137487
KIAA0831	5.39502061803055
C12orf11	5.7670067129807
PPP1R15A	4.54577061319866
KIAA0240	6.23580667063794
CD1B	3.38872759696844
FCGR2A	4.63584762361609
MDC1	5.49638972237304
MAN1A1	3.55570725668503
KRT9	3.40914902326994
HTR1A	3.39786600469079
OCEL1	6.68031562943592
ATP11B	5.65209089289594
NLGN4X	3.5837353987398
FBXO34	8.05999494821753
ALOX12	5.17869068230228
RB1CC1	7.20555105885722
PCDH12	4.43567293119756
RPE	5.18484583960341
EIF4E	5.62500913681104
CSDC2	4.14985857933507
ABHD5	4.402045825217
TMBIM1	6.16057468258505
PET112L	4.64464670810749
P2RXL1	3.42573299834755
F2RL2	3.24887770331990
TRMT1	7.65056621114613
IMPG2	3.96003331683375
LRRC32	4.80169780212989
BGLAP	4.48378244875531
HTR4	3.52438496482517
MRAS	4.81730603296126
TRAF6	4.82985703707947
AXL	4.35142522324376
ATP2C2	3.69133970812309
LMNB1	5.55990835777067
TELO2	4.45411752335295
PNPLA3	4.25765658720116
CSNK1E	6.68130051021341
SRP14	10.114362551013
KCNQ4	3.10278548660352
PIK3C2B	6.38788283074423
C15orf15	7.24177139468199
TUBB2B	4.19096445236266
USP15	5.00742375994006
C12orf41	7.47217332192291
CEND1	3.34367722194473
RNF31	4.52812999337256
TCEAL2	4.36251200540743
PTGER2	4.18446617658040
UBN1	6.77652690799321
SLC5A7	3.37390129450062
SLC31A1	6.06065503659657
ADAM29	3.38315898588988
ST7L	4.49064440055811
GFOD1	5.04451335573557
CTNNA1	8.69810405036952
HRBL	4.25633237798493
CBX4	3.55661082827111
NTRK2	3.63044577974187
FOXN3	5.36093105216725
MFGE8	5.11058303048262
PFKFB2	3.72982339092081
TAS2R4	3.71602575289648
SH3TC2	3.33945071008068
IL10	3.56216985845691
PXMP4	5.70233261334652
RNF167	5.89748996120772
PRMT5	6.59140090186795
TSKU	5.03696471759867
ATPIF1	8.06428194337666
ETV3	3.36778905358654
PAK7	3.08324330408076
PDLIM1	7.76335513266189
CEP63	4.55834888933613
WDFY3	4.58140369215967
RNF126	5.23313543862807
DPM1	8.32833252621244
CLIC4	5.74641016836954
ACR	3.70988629009597
KLK7	5.66074476517501
ALOX5AP	4.7681418113015
LRP1	5.0202183450661
TNK1	5.08070971094308
TAS2R9	3.12102027181811
ZNF16	5.46473356409801
POLR1B	5.65870616307151
SLC8A2	3.91533234894556
OLFM4	3.08742933459421
TACC1	4.61625963505758
SAMHD1	5.2144184388106
ATP13A2	5.63427486656241
KRT4	4.8704986775595
PAX6	3.55514447550347
SCG2	3.82463988169485
SLC17A6	3.57875043233558
TUBB4	4.11433061659951
PADI4	2.96699717419001
FMO3	3.27886826186534
NLK	4.04053020099836
POU4F3	2.99387984705877
MDM2	3.53082696371170
CAPNS1	10.0527627207349
SDF4	5.83315270732382
ITGBL1	4.15348647206277
TAP2	4.2950568923061
OR2C1	3.29380236138653
KLHDC3	6.63296048482146
EFHD2	5.79719228397098
GALR3	3.7038768610335
NBEA	3.53562221512477
ABCA6	3.34312931568685
ABBA-1	3.73074054833351
GNAI1	4.53987526454455
CLDN3	7.40563542231938
AKT2	3.44487410241723
EGFR	4.57778250346962
VPS4B	6.30517530171023
RBM16	8.40122874876002
GALNT6	7.06582878008958
ZDHHC3	5.16501384678453
SLC25A4	6.00692389041907
CYB5B	4.80021908904588
NDRG1	8.20570317835384
SESN1	5.19587364014362
GBE1	7.0381937752742
MRPL46	5.62509935063333
CLASP1	5.99684255753944
FARP2	5.20713306305462
ACOT11	3.97945083968450
LDHAL6B	2.88806660773732
MAPKAPK3	5.6917088077885
NCAM2	3.33380954022584
AFAP1	4.23055116159538
PRKD2	6.19951419636616
OR2H2	3.40872156198431
ZFP36L1	7.27746406718716
DZIP1	3.97002898299630
GPR161	4.20047495059420
RNF146	5.00112054763848
NKX3-1	3.99342692043902
CCNB2	7.61051270308452
ZNF10	4.36618345405489
WDR74	4.90950154235197
FAM134A	8.63608003625613
PCNP	8.16065315286604
PURA	5.13390604316394
DNPEP	7.48801233194591
ERBB2	6.19918301684786
CREB1	5.43385333813649
NEO1	6.23318884446246
DDX3Y	3.32033658423038
RPS3A	12.5885062615431
MXRA7	9.4628596909075
LGALS3	10.6051306464970
GLT8D1	7.78662808610983
TMPRSS3	9.29136000891661
UPB1	3.38358525497214
LAT	4.38283850893888
CLDN14	3.86431926046587
DHX38	4.26165493295758
KCNA3	3.47266753945992
BTBD1	7.78355351893137
TARS2	6.76530734714476
SKIV2L2	7.2145168606602
ABCF1	8.56480841517265
CDT1	3.03365387567968
ZHX2	5.71011790537592
FCF1	4.95794452020516
LRRC49	4.94208687352264
GUCY1B2	3.46665615782587
CD28	3.33341253024043
SMARCA4	5.92664382938336
SEPT2	8.8396903163162
SOHLH2	3.83498029095685
MCOLN3	4.01207189356163
LRP8	6.15401921253566
TAGLN3	4.04698341657956
MASP2	3.56010293955728
GPATCH3	4.42886387760973
TTRAP	7.99456017891323
AGL	6.16017949677487
NFE2L3	4.73153014067134
PSD4	4.12645651100841
PALMD	4.81129903370689
CCNB1IP1	9.30162582973488
TMEM43	6.87716962455747
OBFC1	5.41316847154852
STAT5B	4.52063702275818
C14orf79	4.64747610324672
ENPEP	3.71295126086322
SSB	8.54141003388115
SCT	2.95910218091161
TIMM23	5.57395384555721
SKI	3.89353614024529
SLC22A13	3.42719517672529
AKAP3	3.9132482714623
OAS2	4.52390659803074
KIAA0423	4.81754932991164
SEC61G	9.72957012912312
CAPN11	3.10728317528934
TMEM50B	7.5189168767523
DEGS1	7.93623570466461
ARHGEF4	3.78140724249252
DBNDD1	4.34125507491013
TBL1XR1	4.8498076642732
FAIM	5.25622942417049
SP140	3.40677955283912
G6PD	4.70043802477246
NUDC	6.5604768642012
GABRP	4.01304318744446
SCARA3	5.28457858378562
TACSTD2	5.87821222891883
EIF3J	6.639851834642
PPP2R2A	6.61015006153574
CPA3	3.41630454085682
PVALB	3.23444470156386
BCAT2	6.3381464626859
MFN1	6.04852861434116
