Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G05_297928
Composite Element REF	Signal
ST8SIA4	3.47542174154706
GMPR	7.14703579329559
TUBB2C	8.68007832072058
LOC730092	4.71745208469098
ORM1	4.36521776721546
HSPD1	10.4353392374466
C5orf13	5.55120659462694
F2RL1	4.79972617700875
PLEKHA9	4.80304844332735
ZNF232	6.0159133497783
SLC6A7	3.35533993825230
ADH5	7.1452642334532
SHBG	3.39994621920817
DSCR6	3.27946846740383
CROCCL2	3.80925196962767
CDIPT	8.25436634713813
SLC16A5	5.23419411470898
TUBB	10.5308551757133
GAS2L1	4.56669339966989
TOR3A	5.74908653695125
PREP	5.17809948565073
RFX3	3.55013179479109
CHMP1B	5.77589435988707
COPS4	6.74094668847014
MYH6	3.67613216372453
BCHE	3.21488380824799
MAP3K13	3.92673547943233
LCMT1	7.14342478848593
EIF1AX	8.21785019416072
SLC24A5	3.10452405273898
BCL2	4.08677150771076
HBZ	3.38280052176634
HCRTR2	3.73327656615242
TJAP1	5.765970848679
MAPBPIP	7.15843202626932
TMEM156	3.43200952109404
MYO15B	4.17922224844900
ZNF239	6.10836636365775
KIAA1324	3.48372132399077
PLCL2	3.52503218175195
C4orf29	3.94535024129039
SNX19	5.16330985225734
NAALADL1	3.44172108684797
DUSP5	4.52505261922689
GKN1	3.90607879258708
PXDN	6.80403380269444
FCN1	4.04964418064735
SLMO1	3.70764623060529
TNXB	4.28831328339764
C1QL1	3.61121260597191
BIRC7	4.10404792404735
A4GALT	5.05698807405739
TIMM22	5.48987955706165
ABHD9	3.37563858564181
TOMM34	6.96313085868761
ZNF35	3.97287367793849
LIMD1	3.6777849020162
CARD8	3.96513649386285
KIAA0286	4.46448617324247
CD6	3.71860258686356
RSRC1	6.54957776176885
TOX3	3.13946501208506
C16orf35	4.57200995903177
CRHBP	3.24957890484000
PTRF	4.46285732005822
FBXO24	3.51701260936735
CHST11	3.17762103174222
THRB	4.11640171154588
RNF39	4.51046538932570
MYBPC1	3.36548771741626
PSMD11	6.91529167810709
ALAD	4.54412395123259
AQP2	3.56283935167902
EN1	3.36109830397858
GSTM4	4.6606767711272
ZNF187	5.15896479244399
CDC42BPA	7.12624553660515
F7	3.12356431093372
CNOT1	6.04009469879128
SLC13A4	3.66902733662172
ZBTB11	6.84640553363595
B3GALT5	2.96200097130258
LUC7L2	6.43915747605385
SPTBN1	4.48362108361017
EXOC2	4.12707775304161
LSM4	7.16941767808776
IRS1	3.92978456618508
TMEM1	4.09706154344492
MRPL34	8.04174737114464
SAMM50	8.2231195281392
CDC42EP3	4.87427213742965
HSF2	4.07180586755341
SRP72	6.3979627252251
MFN2	6.50742580177336
TSPAN7	4.03685474675891
SGK269	4.00336984495645
NUCB1	5.69240383465339
RHOH	3.06529384669927
MTX1	7.89153063842434
CENTA1	5.47222824334391
ATR	6.51839587013418
IGLV3-25	4.56685978463261
DDX49	5.71988541646415
TACR1	3.68575207830413
SFRS5	6.8130700198089
THAP1	4.84168344515844
RHBDF1	4.9253384736278
RASIP1	3.75072845045834
DPYD	4.03898176486371
MYO5C	7.4128906341116
DOHH	3.9374253681109
POF1B	4.52232422694204
MAPK10	3.65715792407810
ZNF552	5.01534545738838
USP32	4.74068219777819
MED27	5.41187570473537
NCAM1	3.52680868237361
LOC171220	4.14189664477650
PRDX4	9.32511588048849
AGT	7.23315650856324
SLC22A14	3.61441083006651
DAPP1	5.5552484117003
PILRA	3.76925926703649
ATF7	3.50383180238502
ABCF2	4.28673456601312
KIAA0748	3.75395681411001
C17orf85	4.95087657958765
TKTL1	3.40340165061931
FGF1	3.92729059323879
IL6R	4.80600594760028
CHRNB2	3.68156270988713
COL7A1	4.20390251667173
NFIL3	8.73011994732194
LRRC48	3.88324363932726
TM6SF1	3.33030254922039
SPG20	6.34490498526941
COX10	4.93264459878522
DNAJA3	7.02869760065763
ECEL1	3.67469399805913
GCA	5.7913250757715
GLG1	7.94558261028363
CIITA	3.899974190921
CLDN6	3.30956794490905
EPHA4	4.61494849417662
FANCC	4.12124355447726
MUTYH	6.38163615194133
L2HGDH	4.21567562865454
GPATCH2	4.58058877953226
PSG3	3.27029703766359
ZNF227	3.92484692803515
MRPL15	10.0164648658563
NQO2	7.04742849407076
C21orf59	7.79263065454621
ZBTB20	4.91644387852325
NEU1	8.6645513410016
QRICH1	6.1308427931733
C2orf34	4.98587736702966
UBE2L6	7.98675450374021
HP1BP3	6.4901067139551
MED14	4.99290161006065
TSN	6.20564024458579
TPBG	6.18381178377775
SPRY2	4.02429442508928
LZTFL1	5.97430508569786
OSR2	4.93258377918428
KLHL7	4.2625248745906
XPC	6.63951846414468
GMFB	6.64175741114763
PBEF1	7.63148138561628
CCR3	3.19187987471810
AGTPBP1	4.97967908923129
TMEM8	5.88637403378309
PCSK6	3.36229033203707
STAT5A	4.13826226799849
FAM18B	5.88349144970327
PTPN2	5.59584124787264
SF3A3	6.7894341442316
EFCBP2	3.70284103060604
HCFC1	5.19343030897707
NFYA	3.87461191898789
PBLD	3.71881984972380
PIGF	5.37739973717274
AHNAK	5.97655957862793
ACTR5	5.12691049765474
KIF14	5.48100967518301
PTGER1	3.54820633183661
NOS2A	3.32435568462189
TENC1	4.96156150328357
YIPF2	5.10782303575942
ETV2	3.37029616025641
KIAA1012	7.26645386555942
C17orf53	4.25056371558119
AHR	6.6282725345561
PTPRH	3.38962411891976
ATP10A	4.23314129141871
ATP6V1C1	5.11998911799149
DPH4	4.81368853469054
TAS2R3	3.23662957028765
C5orf5	5.2460393209153
KCNA4	3.8309757666498
COQ10B	5.73633885646161
NMNAT2	3.15211367405152
PSMF1	7.63306295584976
SORBS2	4.15276109699419
NFE2L2	8.95281437284227
SH3PXD2A	3.93467774098936
NRF1	4.05144246310741
SPINK5	5.43876736441996
SH2D2A	4.51872422226575
PRDM12	3.46944731285408
RBBP6	6.14778594064426
OPA3	4.14756207080196
PAQR4	5.13426242184976
IFI27	10.8458514145128
SKAP2	3.64570856029371
TJP3	5.94530683540072
C9orf61	4.38466361604616
MT1G	7.05439200960757
HS1BP3	6.12244713577322
IDS	4.73969883463338
PARG	4.6053061102723
OR2B2	2.88424235911381
DYRK4	3.7199131915232
MICALL1	5.55078670315081
GALR2	3.25615900817005
CHRM4	3.28924231819169
RIC3	2.99659804492689
GPBP1L1	7.16409548691972
ART1	3.25871482139503
TBX21	3.44760439817144
DUS4L	4.21113985468196
KCNJ6	3.51568095202189
TNFAIP6	3.80750920681432
CCT4	10.5475187156414
RTEL1	4.0570670956033
CASP5	4.18545409086074
CHMP6	4.26960926035179
BRD4	6.12989078370102
NDUFA13	9.55811237062614
CYP19A1	3.25882147893651
CD151	6.47424450669725
DOK4	4.05395918138869
FAM26B	4.26563679185725
ARFRP1	4.38742364545115
MRPL41	3.24255121512097
CRYBA1	3.28496088798197
HRH2	3.8813831433055
KIF25	3.75738695719297
MTMR6	4.92282092087331
SCAMP3	6.5219875906827
MTG1	4.92025998108432
UBTD1	4.21919629597002
SOX9	6.70785746324755
CRABP1	3.8955037271566
FLJ33790	3.50052243929713
FAU	11.3947537835719
DTNB	4.8728476927635
CARD9	5.16287424484126
PACSIN3	4.81493747844777
OMD	3.22193310541148
HOXB8	3.65759245762640
NSBP1	3.38079884540053
SLC4A5	3.67952627401092
FBXO46	7.00195617972045
UGCGL2	4.63187866104136
SVIL	6.6333581293207
OAS1	5.68775754326573
PHB2	11.3399633286308
NDRG2	4.50847557613181
ERMAP	4.93027253738093
GRIP1	3.46271156773627
APBA2	4.41922238300278
TCF21	3.62188329804471
JPH2	3.18393578244467
DLST	6.04821212251787
SLA	4.48761779404291
AMELX	3.1776292429663
WNT6	3.33974917081631
ATP2B2	5.0535830636868
CPVL	3.98307710282224
RGS20	2.71318290916769
TRAM2	5.29901246686648
ZNRF4	4.88437410308339
ZNF419	4.47235630255416
LXN	5.83905872057234
TLK1	4.9345319752175
UPK3B	4.08929836687328
MTMR12	4.5307636334964
KLHL21	7.88639245515136
ZNF384	5.01070838779451
PI15	3.13964283938928
RER1	7.11649198143548
ELAVL2	3.19425097474182
KLF2	4.57453532317456
RPN1	7.92276204444996
PMVK	6.47165698314694
EIF3D	9.33459627706133
SIX2	3.43087056148484
HPS1	4.56641655201620
RNF7	7.0714430492232
TFE3	6.0283170305795
C11orf17	4.18882635615485
SNRPC	8.19413612767357
KCTD13	4.41875222452477
DLGAP1	3.24957615626295
PGLYRP1	3.89907013901307
IL8	4.4728953158754
IRF7	6.32150839617728
SERPINB13	3.09820770045216
SET	8.96454464061912
NAB2	4.8864195285536
MGC40069	3.66675602853995
BLR1	3.52393075935704
LRP5L	4.51003721322647
FAM120A	6.38693985075316
ASCL2	2.93243491802517
PCDHGA10	4.51983034493605
SHH	3.56333908554296
SH2B1	4.90432021640357
ATP5H	11.1803754031282
THPO	3.6684891146344
HIST1H3E	3.06824164869070
TYRP1	4.04051816122973
EIF2S1	6.09582435682108
RFNG	5.94655847281274
RAB20	6.04425168984674
TNFRSF17	3.43822763123756
RBM7	6.62808103602204
TMPRSS4	7.3610116675505
NKX2-8	3.08530663209969
C1orf115	5.97614970229994
TAF9	7.0399538515897
TERF2	5.11903783508394
TNFRSF1A	7.42277686131545
ACADVL	7.68267767900389
ISCU	8.50805140445549
KIAA0841	4.46269097653798
GTF2H5	7.95878641867662
EDG8	2.81719095765678
RAB15	5.12285437161511
HBP1	5.23658110872454
TNNT2	4.07635160242881
CECR5	6.29884289287567
JRK	4.64945212248483
PHGDH	5.32813732120907
XPO4	4.27066703516682
ARHGAP25	4.03187027884699
CA9	4.450475412465
TLX1	3.55398158854054
GPS1	5.47743231454176
RPS29	11.9286359278904
MKLN1	4.81111712032558
ATP6V0A2	3.73676370680546
EMR2	3.22069951228407
KIAA0319L	4.84184149078609
DOPEY2	4.20058540305654
SLC29A3	4.82559809063333
LGALS4	3.64165346132643
SDHD	9.08749569967909
USH2A	3.1581446082828
NF1	3.94261633784627
IMPAD1	5.55229912478659
APOBEC3A	3.75691684536432
OLR1	3.73709381873232
HCFC1R1	5.57187089401834
TAOK2	3.88897377140946
NRAP	3.82602200007286
PPFIBP1	4.71996132673134
LYPD3	4.54658800024144
BCL7A	4.36452303402547
AGER	3.82252473620433
MCM10	4.03766809797142
MAP4K3	6.07701435963219
PFTK1	4.83776111640329
CBS	4.94290148431035
CLK3	5.78748961742457
KIAA0753	6.03095501240019
GABRE	4.70111680045311
FIS1	8.26653307407516
ELF4	6.32805388869839
C11orf49	7.24402899808022
CLIP2	4.83337626294218
CLPS	4.00272094976419
PPCDC	4.44396462435638
KDELR1	5.83653997017374
NT5E	4.02724981987681
FOXN2	3.56232255681129
NCSTN	6.47268972383622
PARP4	7.22237674626111
CD83	5.96666131116523
NPY	7.34795976328158
IL18	3.50031868017836
BEGAIN	3.14042461355179
VPS16	6.93058395471767
SLC16A2	3.86860527300668
SLC35B1	5.93673039391313
C4orf20	4.7741511333747
IGFBP2	4.72035856360318
NOTCH2	6.32305118589062
SIGLEC1	4.32318315974795
SLC9A2	3.96066519885597
CD93	4.386527859591
CEP164	4.02484460664042
P53AIP1	3.48363264543272
ADD1	5.73689260288276
ZNF136	4.72804349803529
ANP32A	3.97157407472434
MGP	5.25388282198907
DNAJC1	4.55750915999326
CCDC144A	3.23025122283145
ACLY	5.47765859893446
TRPC1	3.69870011036117
CYP4F12	3.73910587772563
FKBP5	4.0364102517553
SMS	6.49396011012606
MAPK7	4.37598597850248
RRAGC	7.37275375840115
PARD6A	5.03920070467934
CCDC85B	4.59671992344906
SYNGR4	3.48728940031434
WIF1	3.37899687667732
GCH1	5.14739018598302
STRN3	4.07883325673426
TMOD2	3.09419723588221
FLI1	3.63189985930967
DGKQ	3.92932713514788
MAB21L2	2.85785270222679
SCNN1B	3.36856747268915
ECHDC3	6.86976514286585
TMEM106C	7.21817859504966
CSNK2A2	5.73321387179468
GPRIN2	3.97818892845376
CPA4	3.47229915459181
RPL39	12.9344578269762
HERC3	3.57498357321126
MELK	6.6660484237626
IL15RA	5.32114584334125
HMBOX1	7.74883898847964
CUL3	5.72342316037696
PODXL	7.7998425549968
CCT6B	3.87141319160554
GPX2	3.85975135348865
ITK	3.28650107809710
CLIC5	4.39119218477977
RABAC1	9.26304076917784
YPEL1	4.61324788286365
DNAJC4	3.98794174712981
NR1D2	5.7801462440953
KIAA0776	5.9515181755539
FBXL5	6.29840663405621
C13orf27	5.02169623647383
DEFA5	3.29766916859124
TRHDE	3.49185566460164
ZNF536	2.97207959074172
MEF2B	3.72666844887381
UQCRQ	10.1228734826534
ITGB2	5.44749568906732
PTPN4	6.14343195101221
STX5	3.94918454010346
CD72	3.37898113885852
ERH	9.40596164908845
XRCC1	5.54591881369149
VEGFA	6.03724480362489
MPHOSPH1	4.8961705138561
MORC1	3.07263360926746
PARVB	4.52983157218824
ELL	3.73216504439429
SETBP1	4.18014226541197
CDH11	4.35842195770666
NDC80	5.02747122218069
GIMAP6	3.91408653509782
AREG	3.79967825974372
BAT2D1	7.35277072457907
CDS2	5.56789551449853
LIPT1	5.88217378105896
SENP3	4.41539517885019
IL1F9	3.76196476846203
GRIN2A	3.91861506059937
MAN2C1	4.91269768487427
NSUN5	6.16070377162577
SF3B5	8.47346286548339
CEP72	5.07400504438666
MYC	7.1473199976754
NRXN1	3.41044294063066
DECR2	5.84257612285475
SLC37A1	5.06172468837816
SUPT16H	7.98043570886186
MUS81	5.05084306327359
PHYH	8.3764610065364
ULBP1	3.61984126191586
OIP5	4.63970271054121
IL10RB	5.25074903356911
OTUB2	3.62057468761933
NELL2	4.3165496087715
MAPK8IP2	3.95709566331032
ARHGAP10	4.40407102760762
POU3F2	3.66156337950233
RPLP2	8.46935725564629
FGF22	3.53602044852814
PSCD4	3.72191930791328
TRAPPC6A	6.26383911749816
C21orf2	3.62589463854384
CEMP1	3.50904404626318
IL1RAPL1	3.13968904904268
LIN7B	4.1670066017473
VCP	7.65225034170218
NKX2-1	3.64008349280799
BGN	4.42356451745015
LAMA3	5.97342218424132
APOBEC3F	3.24279628510953
COCH	3.41842373016621
SCGB1D2	10.9696159295020
SP4	3.71981033759446
SLC11A1	3.77099097530469
ICAM2	3.73159684406823
C21orf25	7.03525654157669
SH3GL1	6.09185308321733
RALB	5.70188639854985
GSK3B	6.05448243492553
GNGT1	3.59934650032533
GPD1L	7.45648188571052
VPS37B	5.40607327362151
TNFAIP3	6.32901930087329
C6orf32	3.48540161920719
ATG3	7.32879310532765
KLHDC2	7.48936045197933
NDUFV2	9.10551180648327
PANK3	4.08441038215836
BLK	3.53873184631076
MATN4	3.38225315803431
GPM6A	4.74029185678805
WDR82	8.0965668604415
APOM	3.96008388465371
PKP2	4.16577862370599
C1orf135	5.89747325051976
TRIP10	5.16783738041029
HRASLS	5.00876267989493
TESK1	5.61226694307355
FSD1	4.41856205946914
SFXN3	4.56264339199901
MMP1	2.97520748064789
CA12	7.2066596722269
ZNF611	6.04783932817777
C19orf58	5.58489015153862
NCOA6	8.8399781960845
PDE6G	4.07388103134999
PPP4R1	6.545361392409
HLA-DQA1	3.39589141064906
GCLC	5.38216421985078
MAN1A2	4.4246353271631
SEC61A1	7.69996729706478
IKBKAP	4.63271326014019
TWSG1	3.83680556236416
UPF1	5.06300906843677
KIAA1219	5.48379622299257
CTDP1	4.83900334303811
ZMYND10	3.97235134747504
WNT16	3.94648726039094
ADAMTS6	3.73508731896549
SNW1	6.89276541541042
IL18RAP	3.67885992934199
RPP30	6.55495226744923
KRT86	4.15234287394955
CDC40	4.52812021386485
SLIT1	3.73903086511689
KIAA0574	3.66990980243371
GTPBP2	5.89238355825682
SETD3	6.5068438639085
C15orf44	5.36693966866809
PRRX2	4.77594478110024
GPR110	3.4838573445839
C11orf10	10.4822563838233
MKKS	6.80642994859411
ELK4	3.36747087612688
ACOX3	4.27304288015412
ADCY1	3.43662119704531
KIAA0372	6.6997693063183
TP53AP1	4.53680603507954
RHBG	3.87120908659167
SMURF2	5.84776591536373
TP53I3	5.6316346920579
EBP	5.84696288213468
SLC22A3	2.90261349688952
TOR1A	5.77598817005626
P2RY4	3.19742429023839
TRPV1	4.30409141553468
ADAMTS12	3.33654101870988
PES1	5.21938095995221
UCP2	8.680152168593
ATG4A	3.66293572106411
FOXG1	5.13369599866303
MAGEA10	4.33544746671226
WFS1	5.04331120210941
TRIM24	5.87903378201375
PABPN1	9.8982247630899
PROC	3.51074413056221
SLCO1C1	3.75335326386345
SLC25A30	3.36311076794435
SLC22A5	6.21131366874394
DEPDC1	5.12844703737729
KIF23	5.30292502225959
SYN2	3.57982622169094
ASPN	3.37299786714781
CENTG2	6.8547757607577
ZDHHC17	4.50400838622210
VNN3	4.36633382146458
KCNH1	4.05250586364663
PPARD	5.06565492795151
PSMAL	2.90908141202029
FLJ10815	4.35210149923337
YBX1	10.2108991544814
STK24	8.26295506232242
SPEG	4.30369450174227
STK10	4.07548159772831
ZNF695	2.70928705090622
SCTR	2.81518313000803
AAAS	4.621235626102
SSX3	3.56683400957207
ABCD3	7.13678198557092
MTF2	5.45756499395585
FIG4	6.23233806661478
TMCO6	6.76663728005739
C9orf46	6.99807354055871
ATP6V1F	8.54268085549995
IGHMBP2	4.5637179902848
CCDC94	4.44605824376218
EGR4	3.51723433266671
DUS2L	4.29739714003631
FAM3C	8.20075555513937
DCTN4	4.96653097490236
EIF2AK2	6.4873385966641
CST4	3.87114073175178
CCL11	3.91351554256718
LMO7	3.84247071875355
PAM	10.6342638970904
NUTF2	6.55830334059928
ADRBK1	4.70462673222855
ZNF84	5.40672454736311
SLC39A4	9.00548166669497
CITED2	3.83881008186484
C12orf49	4.06732947862191
GRM3	3.13237546654374
CCDC49	3.92679374158935
STARD8	4.10070692724621
FNDC4	4.39973622081195
SIAH2	6.10609147901745
CCDC103	3.01825740925861
ATP5A1	11.2329803310239
HTR7P	3.36203985499498
LALBA	3.14373834927234
RMND5A	5.31621895945893
ATP5J2	10.5420803696758
PSCD2	6.14841886031236
MMP3	4.32434414677235
ZNF409	4.40008985041374
CRHR1	3.52302347510417
WDR70	6.9325206141883
ZFAND1	5.82573918121345
CCL18	3.46551247471264
KRTAP1-3	3.56362839341746
RINT1	5.01534988162023
NRN1	3.38595269050727
SPAG5	7.5054044080987
KIAA0408	2.93049805320083
F13A1	4.49606149038654
DNAH7	3.13731217254413
SLC10A1	4.25680270426421
BRCA2	3.60214052718630
ACADM	7.59479362337332
GIPC2	2.89359501806399
OGN	2.87460310181418
RAGE	4.24193574021475
XPO6	6.41656381155443
FMR1	7.59831595973882
DUSP3	4.191640758227
ANKMY1	3.73882672451921
CHMP2A	8.759621860467
FAM8A1	7.47106303945366
GPR21	3.68751558229835
BBS9	4.35521383146033
UNC119B	5.49823250636054
SLC12A3	3.6756777700053
ZDHHC7	6.47914116792493
FVT1	6.19635358483575
ENTPD6	7.93355028214406
PPP1R2P9	3.64639313725807
ERCC4	3.36531710194642
MMP8	2.96858154769901
HMHA1	4.57314176428851
RAD23A	8.2822713150949
ACY1	6.89791957177376
MT1E	7.62966944866077
PPP5C	4.18583304043399
GPR20	3.91147565149466
RFPL3	3.14691883392171
GHITM	8.39661052957569
SCAMP4	4.29833866647884
NARG1L	4.41777951998158
MYO9A	5.13365210490444
BLMH	4.77794694650683
NDUFB7	8.27961879856215
ADCYAP1	3.07449984667166
SP110	5.50272038060815
MIER2	3.84140617575423
KIAA0513	3.74701089113330
SH3BP2	3.93017037135392
PNMA2	3.59378045055312
MAP3K7IP2	5.5090283356611
AGRN	5.2418685498788
CEP290	3.98471562508021
ANXA10	3.40837729881799
RTN2	4.26598238483427
C14orf133	5.90870632310797
PRPS1L1	3.06303145835758
PRPH2	3.29561229008373
KLRA1	2.99899742282052
IRX4	3.50180961427801
GOLGB1	5.95523715109157
GPR97	3.43898266833961
NFKBIL1	4.49445900736163
CHD7	7.01918670409415
APBB3	5.68616269366824
RPS10	10.8083153465275
HIC1	3.62794960947851
TLE3	4.52515312914484
PSMB7	9.22586891244876
IAPP	3.55290158650027
SHQ1	7.48529424702367
API5	4.89151608353132
GP1BB	4.05547872547247
FTHP1	7.63669099222085
TRIM6-TRIM34	3.91035269121643
SLC6A1	4.16632538921498
OCLN	4.12324586045682
NAGLU	4.33113836622048
PTTG3	4.53075256232742
FAM117A	5.48241593205253
SPRY1	6.53498127578261
FLJ10781	8.46621303529727
CDON	3.42876984560072
SH3YL1	7.5278278713858
IGKC	4.00152107234178
TREM2	4.19172222490836
MMP14	4.1808579513494
SERPINI1	4.03709579993488
HDHD3	4.77213371982982
DYNC1LI1	6.7434741925111
FASTKD5	5.3157481299244
TDRD3	5.01809437293146
THSD7A	4.81603159153289
NDST3	3.11198730829039
CXCL2	8.42557499540418
DHRS12	3.81835602485386
MAP3K15	6.47785064108494
FBXO9	6.08495886825965
APPL2	4.17565385772628
TNPO1	8.17190976764865
CARD10	4.19330712371367
MRPL13	6.30812332064316
SNX5	7.8455814530891
EEF1D	7.9943183870433
RAB6A	3.99180267823558
SOD1	10.515574606924
C12orf5	3.58124334435075
PACS1	4.69202607708725
PAPOLG	3.54856489159258
CHML	3.52912346052098
SIRT5	5.42977181436245
MSRB2	6.49137323844505
BCR	5.56483713309353
PUS3	5.33112373811656
CAPN2	10.383107292366
FXYD5	7.56401164282718
TWISTNB	3.31609698404257
UBE1L	5.99170495104016
UBE1C	7.2923953612794
CHD2	3.13182855038927
C15orf2	3.41057957890043
FZD5	3.60386683538311
NR4A1	5.99264303181785
LOC339047	7.67519824613465
TRIM17	4.25437211442909
ZSCAN21	3.11202184075981
RPL15	11.8731089384360
ATP5G3	10.6418831771112
PRC1	6.93703862399117
ADAMTS8	3.58581883478207
ABCB9	3.98220147030538
HOXC4	7.02350970681392
TRAK2	5.41117450323195
STAB1	5.34068492598128
CEACAM5	3.06447257220944
MYT1L	2.78739804685055
RASA2	4.24238345045089
LRRTM2	3.51258158116735
STAG1	6.50319308216872
OSBPL7	3.61483046559799
GIMAP4	4.54841813864754
FUT3	4.27372447054873
DBI	9.82929623369584
LPIN2	5.25549024486986
PAPD1	6.53862493736795
APOOL	3.95689818930896
DIABLO	7.65632731193167
ARMC9	4.09486779013876
RPS6KA4	4.59709834895512
TRHR	3.28747594979861
SLITRK3	3.74220230609116
TGFBRAP1	4.5219722599471
FAHD2A	4.87622820929960
CNTN1	3.34849800409556
ZNF211	4.35978186023968
BBS4	3.82855800222502
TMEM181	3.27630036275363
PFDN1	6.9951849727176
MINPP1	5.22715260656773
MPHOSPH6	6.9997389067116
RGS11	3.51847655443891
HOXC10	3.1384782109777
ITPKB	6.32049111797029
HS6ST1	3.51837713920380
AKR1D1	3.40847824109252
TNP2	3.44748774364916
MEOX2	3.30383926463156
EML4	4.97040935474596
SGTA	5.33866756874851
ATP6V0C	8.91192899667037
PRPF8	8.48890733788696
PSMD6	8.9183492786322
HIST1H2BI	4.70560148864808
TMC5	5.43364261535761
FKBP3	8.35020906980345
FLJ20273	8.25262458007156
PLEKHB2	7.1590297955539
RPL28	9.01821223645488
NOX3	2.86222842498755
ZNF544	6.72893522356747
EPYC	3.79637039665440
ELAC1	3.07570322787020
METT11D1	6.71350493083635
BIN2	3.67737899262201
NACA2	3.49848294325293
RPL18A	12.6352995349132
UBOX5	5.05161554720601
TCERG1	8.04445732420391
MPP6	4.50471911161334
KRT16	3.51784969164269
UBE2O	5.08076061182077
KLF5	6.68691135694206
C9orf31	3.16755994588646
APOLD1	4.67683946712257
UBL5	8.98962655167733
ARHGAP29	7.08611759318946
TNFSF8	3.22350594769367
PDE5A	3.2728485892647
CDR1	3.19870386280896
FBLN2	4.34740847978464
C14orf104	4.3406678139574
HBE1	3.05236887661201
ROBO4	3.34101612588792
C1orf108	6.51227389413838
FOXI1	3.12882474307482
BCKDHA	7.10776478141713
RAB4A	7.83973778776322
C11orf80	4.42052284957326
MYOC	3.66127718375352
GIF	4.07989472713168
TMEM39B	4.91267055200066
RPL3	12.1200209273993
THBS1	4.44529351276783
APOO	7.22615903049116
ATPBD1C	5.42010851417108
FARSA	5.74231550174774
ARMCX1	4.96993565238074
EIF4ENIF1	5.52641721122426
CMAS	4.93152222200153
OR7E24	3.52868576595372
TNFRSF21	6.10094379921778
PLAC1	3.3554847189183
KLHL18	4.21083273198593
LBA1	4.10553386611136
MKL2	6.72377747864617
TBX3	3.11757493830197
TAZ	4.7272775505163
CRIP2	5.15607844586317
DAXX	5.2966093112555
ELMO1	4.04920011871825
RGS13	2.53483705188995
DIO2	3.64217005002023
UNC13A	4.62480750134847
TAF11	6.60245262943996
ORC3L	6.3785606507056
PRX	3.39638854655191
TARBP2	5.67321481630069
CABIN1	5.36258236653733
TRIOBP	5.78527654675696
HIST1H2AC	9.2998020584567
RBM5	5.79686574327595
TUBGCP4	5.11326032555731
NCOA1	5.51185518005527
CDK7	6.60129677682584
SSR2	9.7832012911055
IL25	3.73162946960661
CRELD1	5.53415633419625
GPR6	3.28327377981319
SNCG	6.07125906857667
CHEK2	4.35191662624427
GAL3ST4	4.93483545736182
KBTBD10	3.03503129521721
DRD4	3.28117021891143
GDF11	4.28879976734998
SEMG2	2.94707791373485
MCM2	6.92947974867478
CD247	3.76266376729837
SOX14	3.01959174633576
RBMX2	5.1063381727327
KIAA0922	4.44046278986267
TGS1	6.11146237664035
C16orf57	4.82276880766794
SYF2	8.712942657266
MCM4	5.41072176729824
PDZD2	5.70915839972394
CEP192	5.09672464350193
IFT88	5.34145462132277
MCC	3.34315710911387
RPL9	12.2436840608104
RAB32	5.77386178214044
P2RX2	3.92853174836918
DDX43	3.98302420223607
HHLA3	4.94099753140183
ID2	6.28696533788768
UBE1	10.9101635395732
SLC24A1	4.06710639407901
ARHGAP5	5.16696631404916
C20orf23	4.9557629648048
CETP	3.18752092373263
ZNF688	4.79753527501563
APOC2	5.27124387085431
PWP1	7.38664376044133
FAM50B	3.82873802030318
PTPN6	6.60208954218131
BAHD1	4.23924160331859
GPR56	6.08981154677325
GRIK3	3.09144087462478
DGCR14	4.41411912064803
CACNB2	3.49481579743083
PDE10A	3.02707868231551
METAP2	4.97147031900147
RHOQ	6.9725177951099
MAP3K4	6.11747982163527
PDHX	6.6900801609613
RPL23AP13	4.92214909707097
MTA1	5.85791779901493
GNG11	5.19374732353318
ZBED4	3.66873266467144
CLCN3	5.15600744414419
CDK2	4.23307193432321
HCG9	4.18275728882639
SLAMF7	4.54149074112836
CDC37	4.62308185297983
ZER1	4.28483355861904
GRK4	3.69162287755187
PRPH	4.14292176564247
PPP2CA	8.5275484745005
LRP12	3.67021115098288
POLR2A	4.36524180043886
SEC14L2	3.2746916622296
OGFOD1	5.4324690077696
DKFZP586H2123	3.62385794149461
MC3R	3.40546104962937
NOL5A	6.62295845752533
PHEX	3.8711366886543
HIST1H2AB	3.74056393313956
C20orf117	4.72708888326514
POLH	4.5866826771696
DDX17	6.2224287829244
CAMTA2	5.04641247109956
PLEKHA2	4.03788924751927
SNAPC2	4.05609985854386
FILIP1L	4.30605417759784
PDE4DIP	4.00268472934617
LRRC1	4.87372214463254
SCN7A	3.19422917855351
GAS1	5.24241703402198
DGKA	4.15049787305361
PEG3	3.09916558821556
NADK	5.68961286544438
SGSH	7.10797751807689
CXCL10	6.64936254154617
GALT	5.82421760570229
MCF2	3.20890470173067
ZMYM4	6.72448804004142
ZNF263	5.95917781556898
STK32B	3.30086306398238
KIAA0888	4.19410831647183
TACSTD1	10.8109116560795
ATP6AP2	6.30585329117739
TYR	3.72986538950095
GDPD2	3.93390303402439
ABHD10	6.53670419976439
TACR3	3.12143470884287
SLC35C1	4.12157193225675
KIF1A	4.94648556481424
VCAN	3.93167514448375
HERC5	7.0659768172378
UBE2A	6.60705663958323
SYDE1	4.14265507682813
