Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B03_464078
Composite Element REF	Signal
ELAVL2	3.8869624709327
KLF2	5.58985307059493
RPN1	9.52400611138972
PMVK	6.53348076091048
EIF3D	7.83078133035205
SIX2	3.48105120021244
HPS1	4.36598156082742
RNF7	5.85425595642227
TFE3	5.35806480768173
C11orf17	4.73607238379499
SNRPC	7.02154341550103
KCTD13	4.88958268634471
DLGAP1	3.62683372651506
PGLYRP1	3.99935122157665
IL8	3.75447397113072
IRF7	4.75094235986735
SERPINB13	3.07484524190017
SET	8.63807016821283
NAB2	4.60580186098842
MGC40069	3.93911160352965
BLR1	3.42455075774693
LRP5L	3.47454890030569
FAM120A	6.37870245845635
ASCL2	3.0652711631122
PCDHGA10	5.4638709395322
SHH	3.22977215903389
SH2B1	5.13469108800248
ATP5H	10.6904754794637
THPO	3.2463180169937
HIST1H3E	3.56828493945502
TYRP1	3.26732606328642
EIF2S1	6.2117945937309
RFNG	5.68028665217353
RAB20	4.83054509028209
TNFRSF17	3.72064392200380
RBM7	5.30604583107362
TMPRSS4	4.46861521873673
NKX2-8	3.12224947911996
C1orf115	5.10082977836372
TAF9	6.1176751210764
TERF2	6.22904878951843
TNFRSF1A	8.25245105283594
ACADVL	6.830306586855
ISCU	7.5859288341713
KIAA0841	6.4644258458145
GTF2H5	8.17857428586905
EDG8	3.16475427950345
RAB15	4.72164911537395
HBP1	4.9720376830512
TNNT2	3.79590152704379
CECR5	5.28898333544765
JRK	4.50020086120909
PHGDH	8.08320596536615
XPO4	4.02407354950588
ARHGAP25	3.86569938858134
CA9	6.9173066968431
TLX1	3.64075662445972
GPS1	6.23526867042063
RPS29	10.5303370344498
MKLN1	4.6002881623419
ATP6V0A2	3.89230026254403
EMR2	3.41386289568578
KIAA0319L	5.00299523412245
DOPEY2	3.96194888142432
SLC29A3	5.99904070587678
LGALS4	3.73035911816221
SDHD	7.6238763562459
USH2A	3.14318420037030
NF1	4.08134283562379
IMPAD1	4.21201094283475
APOBEC3A	3.41724887635367
OLR1	3.81845277063565
HCFC1R1	9.27974673064994
TAOK2	4.23912270552528
NRAP	3.82029691638404
PPFIBP1	6.10769838455869
LYPD3	4.44692199307458
BCL7A	4.46477481255253
AGER	3.49338199897717
MCM10	3.35793867046898
MAP4K3	5.31250659517763
PFTK1	5.93575442178429
CBS	5.31662556177786
CLK3	6.05414223404361
KIAA0753	5.14268623460676
GABRE	4.00374315778551
FIS1	7.22146041662951
ELF4	7.38051959115906
C11orf49	8.25037837378563
CLIP2	5.62028326407645
CLPS	4.01929226020051
PPCDC	4.89700434910693
KDELR1	5.48216281338205
NT5E	3.55649868749191
FOXN2	3.88264304936184
NCSTN	6.69349908097902
PARP4	6.10996468308199
CD83	5.03090670035533
NPY	3.76003625447060
IL18	3.77990777477914
BEGAIN	3.96268599889181
VPS16	6.44476303931983
SLC16A2	5.08083346362648
SLC35B1	6.74146616345589
C4orf20	5.68871281787077
IGFBP2	8.13973104234265
NOTCH2	7.03777030008171
SIGLEC1	3.87877884474665
SLC9A2	3.63742364323488
CD93	4.1426608410679
CEP164	3.91432052653999
P53AIP1	3.37275814156652
ADD1	5.91598730156798
ZNF136	5.56534442753445
ANP32A	4.02212699605249
MGP	8.74834089745751
DNAJC1	6.18692729199251
CCDC144A	3.38856851020011
ACLY	5.4905230957907
TRPC1	4.28810300960455
CYP4F12	4.24017161125308
FKBP5	4.9640532276609
SMS	6.25908406437187
MAPK7	4.87540243159724
RRAGC	6.70240776174765
PARD6A	5.22360345697531
CCDC85B	4.32572446247213
SYNGR4	3.49232937142950
WIF1	4.57061789470643
GCH1	4.83790448634292
STRN3	4.84393916044323
TMOD2	2.94153330575421
FLI1	3.49404754560449
DGKQ	4.02044795063386
MAB21L2	3.09754384078016
SCNN1B	3.43809295200539
ECHDC3	5.43402151229946
TMEM106C	8.22970967985263
CSNK2A2	6.45407157503222
GPRIN2	4.27370057052998
CPA4	4.15172313012175
RPL39	12.4305830970415
HERC3	3.45629324527456
MELK	8.12791893312442
IL15RA	4.03920438686920
HMBOX1	5.07611131036359
CUL3	5.76709443308373
PODXL	6.25729820210058
CCT6B	4.367492205675
GPX2	3.83392535227085
ITK	3.56646300667405
CLIC5	5.87041307382676
RABAC1	8.07916589465893
YPEL1	4.38380078078304
DNAJC4	4.39946764945736
NR1D2	6.10176397059525
KIAA0776	7.65687456170044
FBXL5	6.85591097461564
C13orf27	4.82267235089272
DEFA5	3.10138456302305
TRHDE	3.18803294256727
ZNF536	3.16663309318606
MEF2B	3.85488654570249
UQCRQ	9.64128301718262
ITGB2	5.27896025761802
PTPN4	5.02291280512054
STX5	4.35954046452682
CD72	3.78966378157914
ERH	9.42265907996463
XRCC1	7.17294842008625
VEGFA	5.66820266622253
MPHOSPH1	5.47052855404777
MORC1	2.86853754824569
PARVB	3.72057618841395
ELL	3.71439384098285
SETBP1	7.25480690177486
CDH11	5.42285537687431
NDC80	6.40773403086578
GIMAP6	3.59892403932848
AREG	3.55388505876323
BAT2D1	7.75845207886932
CDS2	5.29988755996561
LIPT1	5.70166403247973
SENP3	3.912775517761
IL1F9	4.03596159379758
GRIN2A	3.81385642746096
MAN2C1	4.66263730329702
NSUN5	6.57858011564588
SF3B5	7.61420242713173
CEP72	3.4899226645156
MYC	5.37005518685545
NRXN1	3.27200308368618
DECR2	5.9536548295901
SLC37A1	4.53587122767926
SUPT16H	6.99925520889702
MUS81	5.65580834574535
PHYH	7.7271292991967
ULBP1	3.54831065145917
OIP5	4.65101916298907
IL10RB	6.26132939461448
OTUB2	3.4194596551626
NELL2	5.27287221871184
MAPK8IP2	3.97536843826401
ARHGAP10	4.90200987414990
POU3F2	3.34153470361829
RPLP2	7.97561814945654
FGF22	3.75354220009691
PSCD4	3.97323928437587
TRAPPC6A	5.30171903676063
C21orf2	4.06106805672393
CEMP1	3.29188929745355
IL1RAPL1	4.81675350965911
LIN7B	3.57408358366025
VCP	7.5541021245462
NKX2-1	3.31493473048127
BGN	6.1420464304701
LAMA3	5.87806616555344
APOBEC3F	3.39906495950360
COCH	7.04551455243084
SCGB1D2	7.8764268277687
SP4	4.250004147891
SLC11A1	3.86420248955663
ICAM2	5.92959722300262
C21orf25	5.22427023203304
SH3GL1	6.5622176148279
RALB	5.26496024280334
GSK3B	6.94136010993283
GNGT1	3.75319593414593
GPD1L	6.66446117364317
VPS37B	6.27144550226488
TNFAIP3	4.80548509480105
C6orf32	3.9776804837285
ATG3	7.29183127768538
KLHDC2	5.28186000552444
NDUFV2	7.62372434380614
PANK3	4.8595421795813
BLK	3.41268729191692
MATN4	3.45242940590461
GPM6A	5.1069906531894
WDR82	8.3603319199977
APOM	4.86434155545488
PKP2	4.65201296778262
C1orf135	4.77327545928971
TRIP10	6.21813291025336
HRASLS	3.99114328050519
TESK1	6.62568142310916
FSD1	4.10490887258732
SFXN3	6.63580833111278
MMP1	4.655113806829
CA12	4.3504838660974
ZNF611	6.47373918788402
C19orf58	4.53698194783989
NCOA6	7.05299035506072
PDE6G	4.21331251022365
PPP4R1	6.6933077520792
HLA-DQA1	3.59685820581577
GCLC	4.8379903090465
MAN1A2	4.46147819827686
SEC61A1	7.69365104121862
IKBKAP	4.60941898120415
TWSG1	4.05694013000567
UPF1	5.34460447423367
KIAA1219	5.61874462385035
CTDP1	4.6684892228399
ZMYND10	5.44706077071846
WNT16	4.03702037037786
ADAMTS6	3.62286799804443
SNW1	6.30035102407635
IL18RAP	3.43569149573274
RPP30	5.9742665690878
KRT86	4.43857119038843
CDC40	5.15118845684584
SLIT1	3.68097357859912
KIAA0574	3.32585152680676
GTPBP2	4.78384682660787
SETD3	6.79766122903873
C15orf44	5.14663222007218
PRRX2	4.12562882287898
GPR110	3.4713574368469
C11orf10	9.87638663784185
MKKS	5.37614619372121
ELK4	3.42025195143071
ACOX3	3.75715283622925
ADCY1	3.60274088170322
KIAA0372	5.71536987871343
TP53AP1	6.61465413470014
RHBG	4.07528833718136
SMURF2	8.68101015829061
TP53I3	4.53471857571704
EBP	6.41025659485944
SLC22A3	2.96620688732318
TOR1A	5.78653815580559
P2RY4	3.51730150389461
TRPV1	4.02785673884349
ADAMTS12	3.46686522456774
PES1	4.96018086028652
UCP2	8.06871153820576
ATG4A	4.35404957918879
FOXG1	4.00151574648792
MAGEA10	3.95747299470354
WFS1	6.1566352251461
TRIM24	6.39491415176685
PABPN1	9.45872475314984
PROC	3.51910758535578
SLCO1C1	3.99087028139303
SLC25A30	3.44387814606752
SLC22A5	4.8686621631166
DEPDC1	6.52032193606431
KIF23	5.45103486503967
SYN2	3.93766072292183
ASPN	5.26311500611797
CENTG2	6.38396105311009
ZDHHC17	4.56270906416194
VNN3	3.81935126017994
KCNH1	3.7408167133062
PPARD	5.4489218761792
PSMAL	2.93932623542941
FLJ10815	4.79143716510402
YBX1	9.35439561733335
STK24	7.80087403596569
SPEG	4.37345635587211
STK10	4.38269710717328
ZNF695	2.60166550373736
SCTR	3.47336240527164
AAAS	4.43031446442412
SSX3	3.4971494172874
ABCD3	6.67894264842507
MTF2	5.53079398949162
FIG4	6.73070344623915
TMCO6	5.13881534240518
C9orf46	5.90044277317659
ATP6V1F	8.55730779997428
IGHMBP2	4.73973127746648
CCDC94	4.51002960488785
EGR4	3.36832181369713
DUS2L	4.50548618567143
FAM3C	7.42603320747783
DCTN4	4.5392347921519
EIF2AK2	6.02478780596583
CST4	3.79405725499998
CCL11	3.98952261370209
LMO7	4.22933665510988
PAM	6.21222948633823
NUTF2	9.34712755368362
ADRBK1	4.47759005036856
ZNF84	4.19305365086122
SLC39A4	7.39173682357114
CITED2	4.73230242683988
C12orf49	4.33884068501955
GRM3	3.44822080798413
CCDC49	4.14295151583562
STARD8	4.05735999964302
FNDC4	4.27572668218558
SIAH2	5.30608533752826
CCDC103	3.27876732911388
ATP5A1	10.3216978949428
HTR7P	3.38241518561641
LALBA	3.19882179321604
RMND5A	4.78970994342712
ATP5J2	9.56968354300592
PSCD2	5.18706567684696
MMP3	4.8071269041823
ZNF409	4.27881524469934
CRHR1	3.44234292605441
WDR70	5.5961034049375
ZFAND1	5.26915336659614
CCL18	3.49605563713257
KRTAP1-3	3.50742689064477
RINT1	5.14746052614861
NRN1	3.60472469166766
SPAG5	5.94175151721489
KIAA0408	2.84319554001833
F13A1	4.51295657642458
DNAH7	3.95358725230228
SLC10A1	4.01603292235017
BRCA2	3.81195984489888
ACADM	7.50008826154106
GIPC2	4.49755682823763
OGN	3.33759454612486
RAGE	5.22461056903955
XPO6	6.80248145819109
FMR1	8.09065486645017
DUSP3	4.35157565400651
ANKMY1	3.62701870902770
CHMP2A	8.75588847604587
FAM8A1	7.11263389902015
GPR21	3.90969883684887
BBS9	5.16364890831626
UNC119B	6.1154926693169
SLC12A3	3.52849465012732
ZDHHC7	5.33663826191673
FVT1	5.38907172136771
ENTPD6	4.87624619851349
PPP1R2P9	3.75165417485923
ERCC4	4.28589843134902
MMP8	3.03416338194914
HMHA1	4.63607339641455
RAD23A	9.27554383482122
ACY1	6.22643027411024
MT1E	8.1576770657249
PPP5C	4.1158390235458
GPR20	3.34196245780814
RFPL3	3.21170207491089
GHITM	7.45774219799557
SCAMP4	4.24215372367713
NARG1L	4.03275520773096
MYO9A	5.80998758755796
BLMH	3.93191315194762
NDUFB7	8.0463496849438
ADCYAP1	3.34821296683004
SP110	5.89011859365519
MIER2	4.0023755313252
KIAA0513	3.68362657813779
SH3BP2	4.10935643340899
PNMA2	4.3824204630818
MAP3K7IP2	5.98581354025115
AGRN	5.09273214337147
CEP290	4.74222677602277
ANXA10	3.73460667888104
RTN2	4.42542120120494
C14orf133	5.00335577521281
PRPS1L1	3.12220160137210
PRPH2	3.66733215039017
KLRA1	3.05589438807101
IRX4	3.31196486861491
GOLGB1	6.5674756948076
GPR97	3.74565206645078
NFKBIL1	4.44611101242229
CHD7	4.32074987671241
APBB3	4.36664104527079
RPS10	10.0950606999740
HIC1	3.40504223537360
TLE3	4.33396754955551
PSMB7	8.21951124463636
IAPP	3.39188140544692
SHQ1	7.05321264933222
API5	4.95962817986339
GP1BB	3.90508699878250
FTHP1	7.58144748297913
TRIM6-TRIM34	3.92968263645397
SLC6A1	3.61887666760885
OCLN	3.78920556504603
NAGLU	4.24708828371564
PTTG3	5.56334397376845
FAM117A	5.7949603567236
SPRY1	6.22388931856152
FLJ10781	6.12097061361172
CDON	3.68712543354814
SH3YL1	6.07960327087485
IGKC	4.02502141823396
TREM2	4.63179697265492
MMP14	4.62078541560875
SERPINI1	3.86013720782348
HDHD3	3.61002183652917
DYNC1LI1	5.8687729228552
FASTKD5	5.16978893764026
TDRD3	4.98141633481948
THSD7A	4.30952672964805
NDST3	3.83011002884859
CXCL2	5.22979973114537
DHRS12	3.85791106172852
MAP3K15	6.12920659565848
FBXO9	6.4538932917369
APPL2	3.5016260800872
TNPO1	7.6818925097794
CARD10	3.96240058819224
MRPL13	4.98558104796008
SNX5	5.53988401833996
EEF1D	7.7892200948836
RAB6A	3.58828939249368
SOD1	9.42741106349306
C12orf5	4.5513297098843
PACS1	4.58092167544439
PAPOLG	3.34939543607025
CHML	3.66494026556342
SIRT5	4.86352973907858
MSRB2	7.32155683976947
BCR	4.79384369212412
PUS3	5.74680767169119
CAPN2	9.27091493030643
FXYD5	8.03435836789389
TWISTNB	3.05998092507346
UBE1L	5.74796480977005
UBE1C	6.94300060580679
CHD2	3.31274754341918
C15orf2	3.28229846758398
FZD5	4.3767060783837
NR4A1	4.42866481891051
LOC339047	6.59668444096818
TRIM17	4.32597542433912
ZSCAN21	3.36548237764483
RPL15	11.3045120333209
ATP5G3	8.21238372367927
PRC1	8.34331653813539
ADAMTS8	3.43340104207828
ABCB9	3.77811634261388
HOXC4	6.5224683900601
TRAK2	6.4802078969287
STAB1	4.87309429039790
CEACAM5	3.52767851650290
MYT1L	3.21870157549067
RASA2	3.66510339823762
LRRTM2	3.30312938340637
STAG1	6.53132077260504
OSBPL7	3.79387513834094
GIMAP4	4.24158622901224
FUT3	3.56329997914282
DBI	8.29268855268004
LPIN2	4.67037325651583
PAPD1	6.37675773686582
APOOL	5.110959071497
DIABLO	6.65695964170197
ARMC9	4.20924659977749
RPS6KA4	4.88120332031184
TRHR	3.29504553826684
SLITRK3	3.47047170601185
TGFBRAP1	4.38370297428307
FAHD2A	6.11483719417739
CNTN1	3.27084608273715
ZNF211	4.59117704701469
BBS4	4.86459216143689
TMEM181	2.89406067916506
PFDN1	7.09098931133928
MINPP1	5.31568180355873
MPHOSPH6	5.54856453883898
RGS11	3.28516399881444
HOXC10	3.85560886415645
ITPKB	5.21033022921020
HS6ST1	3.64247085814441
AKR1D1	3.38978112036138
TNP2	3.23860022593484
MEOX2	3.06076139439999
EML4	4.20680318103755
SGTA	5.33614489601906
ATP6V0C	9.5860726228085
PRPF8	7.2584905561008
PSMD6	7.78260165652517
HIST1H2BI	4.26741308260334
TMC5	5.50599298207881
FKBP3	9.21563475202871
FLJ20273	7.41775093896
PLEKHB2	5.63014434263552
RPL28	8.1304505326392
NOX3	2.86840444428455
ZNF544	6.60766059552121
EPYC	3.95605057804331
ELAC1	3.24879520364108
METT11D1	6.34091849839416
BIN2	3.57751641947238
NACA2	3.36474276187275
RPL18A	11.7293432758377
UBOX5	4.29222121557722
TCERG1	7.26560732107575
MPP6	3.79827471425596
KRT16	3.37013635853735
UBE2O	5.38501845683288
KLF5	7.35566685037314
C9orf31	3.77071490047449
APOLD1	5.76445504002306
UBL5	9.54547051359142
ARHGAP29	7.76434063202012
TNFSF8	3.57667566801935
PDE5A	3.54438506232566
CDR1	3.14893237965759
FBLN2	3.64493776150561
C14orf104	3.99812460064838
HBE1	3.24122630252678
ROBO4	3.21821629500565
C1orf108	6.74867195368916
FOXI1	3.12974664697707
BCKDHA	7.08506312514625
RAB4A	5.33221551662998
C11orf80	4.75155110756734
MYOC	3.97327809121822
GIF	3.60383741282805
TMEM39B	6.18586070922892
RPL3	10.6645450479152
THBS1	4.59442268009427
APOO	6.35058718783472
ATPBD1C	4.54779744851276
FARSA	5.4619084180122
ARMCX1	6.58089959975165
EIF4ENIF1	4.99698405771628
CMAS	5.22860499425216
OR7E24	3.88699799644469
TNFRSF21	5.01793573448684
PLAC1	3.62413291066358
KLHL18	4.76868187156098
LBA1	4.58391589338802
MKL2	7.31935459149905
TBX3	3.36035804429405
TAZ	5.25319987131543
CRIP2	7.64710857904816
DAXX	6.65444734225974
ELMO1	4.6620386521632
RGS13	2.71653386869703
DIO2	3.52340210802169
UNC13A	4.13830477163172
TAF11	6.34890789972208
ORC3L	6.58279526817587
PRX	3.63651089663872
TARBP2	4.96059680031249
CABIN1	5.139227198213
TRIOBP	6.20806955262125
HIST1H2AC	5.89524964970437
RBM5	4.85066528968535
TUBGCP4	4.88294981047559
NCOA1	5.25596257400290
CDK7	4.4286701854231
SSR2	7.99267017088242
IL25	3.35864757942884
CRELD1	4.21307662333449
GPR6	3.16490861414210
SNCG	4.10248484252987
CHEK2	3.8636367348483
GAL3ST4	5.07174450415233
KBTBD10	2.96623338390741
DRD4	3.085438906266
GDF11	3.9770575846683
SEMG2	2.77368524636825
MCM2	8.05712660688099
CD247	3.75930214728938
SOX14	3.31556240841578
RBMX2	6.18105274584214
KIAA0922	4.61428646600738
TGS1	5.72125765834839
C16orf57	5.06481116822435
SYF2	6.87313992418048
MCM4	5.53740137292043
PDZD2	5.02270492313662
CEP192	4.29716789096696
IFT88	4.62071797257914
MCC	3.56692491685514
RPL9	11.4418313714543
RAB32	4.71522479840935
P2RX2	3.76332402732541
DDX43	3.19011206637498
HHLA3	6.20067175363111
ID2	5.0652432190726
UBE1	9.4922138326092
SLC24A1	4.11457415821994
ARHGAP5	7.20673597360025
C20orf23	4.13355569071075
CETP	3.350743235491
ZNF688	5.08154000030891
APOC2	4.56712958240195
PWP1	6.458256529971
FAM50B	4.82325974270847
PTPN6	5.99959845062456
BAHD1	4.4438241577239
GPR56	6.19315639923038
GRIK3	2.9811054194234
DGCR14	4.66101105340895
CACNB2	3.54897614362364
PDE10A	3.05997317104115
METAP2	5.19358521568425
RHOQ	6.78887173655884
MAP3K4	6.01743490682989
PDHX	6.41648224682066
RPL23AP13	4.89798611581355
MTA1	5.96326794173228
GNG11	7.47632001602099
ZBED4	4.94549857954503
CLCN3	6.0588802605857
CDK2	5.28969922490629
HCG9	3.81831535457927
SLAMF7	4.29947257879015
CDC37	5.7918603033312
ZER1	4.23037994319435
GRK4	3.27381010903138
PRPH	4.52081695578568
PPP2CA	7.90790828215175
LRP12	3.93718826836003
POLR2A	4.28519123805095
SEC14L2	3.29161997047763
OGFOD1	5.63648390248879
DKFZP586H2123	5.97509304985624
MC3R	3.7128783385051
NOL5A	6.32907502278171
PHEX	4.09676967525695
HIST1H2AB	3.69106660304468
C20orf117	4.29248354963291
POLH	5.13980800086837
DDX17	6.6089395827206
CAMTA2	4.98895255399688
PLEKHA2	3.92124394512356
SNAPC2	4.08740084523098
FILIP1L	3.9276478624652
PDE4DIP	4.13589148998756
LRRC1	5.74172567654781
SCN7A	3.09576770813739
GAS1	6.07354831657789
DGKA	4.19989456206502
PEG3	3.24745080740631
NADK	4.43270232763695
SGSH	5.68557864613844
CXCL10	3.93593620269687
GALT	4.74155041004062
MCF2	3.12890197100494
ZMYM4	6.78051894246164
ZNF263	6.79877701996063
STK32B	3.54303654170152
KIAA0888	4.71554259428983
TACSTD1	10.0559231755522
ATP6AP2	6.59830743980672
TYR	3.80973604587643
GDPD2	4.61201704661894
ABHD10	6.37317129472844
TACR3	2.94035670541937
SLC35C1	4.50288411429072
KIF1A	3.93114309188958
VCAN	4.97752738258063
HERC5	6.09914583940673
UBE2A	7.31466745943126
SYDE1	4.06136377573803
ELA3A	3.43864440981910
TM9SF3	7.95805881426067
HAO2	3.83162443933011
RNH1	6.18073823981653
MAFG	5.72761025537365
BICD2	6.37301459996703
C14orf43	3.44896597298128
CDH7	3.37371574310168
JUP	7.22753559730852
SHANK2	4.37754298290683
OSBP2	3.83057961488351
ACOXL	2.92212214137145
DAK	4.55944512886047
CBX3	9.34950315519351
C3orf58	4.58953548739644
RBMXL2	3.48092009041097
TCL1B	3.41139978343139
FGF13	6.36355529903913
KBTBD2	6.59361759759464
KIF3A	4.18712549850427
DCXR	7.40566645143801
MYL9	6.3429388146168
PDIA6	4.2758504142241
CDC23	5.98742762048104
CASKIN2	4.91116849524101
PBXIP1	5.19239456346258
EHD1	5.02813994780594
NBL1	6.0871165682717
MARCKSL1	6.97320468145776
RAB11FIP5	4.52303711910326
CDKN1A	5.94704999251948
NCK1	5.73142034264969
SAPS3	4.81263455155941
ZNF550	3.55162917997425
TRAF3IP3	3.40204543475560
LSR	8.70045114832738
MIS12	6.07471509558212
KIAA0774	2.69682949588743
CXorf1	3.30050589796619
CUL7	5.49802854531966
DIO1	2.95984685478220
LIPC	3.70471168038356
EIF2B1	6.3129784836167
OMP	3.45702397998186
HS3ST2	3.81606314393481
C20orf11	6.8608479065054
CTRL	3.22435444053196
GSTZ1	5.27441924741907
PAK4	7.39241792266351
CCRL1	3.11887091199425
RNF10	5.38510221497645
MAGOH	7.59070844894419
CENPB	5.65717471902305
C19orf7	7.27040041838745
JMJD1A	6.65808157380933
GATA2	3.88518954853400
HIST1H4H	3.47106961535689
CELSR2	4.85292177519283
GABRA5	3.10040905806641
STAM2	4.34740050429275
GPC3	4.21817992565311
GRP	3.02098146440111
SV2A	6.36576429055265
EBNA1BP2	8.08563194642687
TAF1C	4.42066637413104
MAGEA12	3.63193692778422
GSG1	3.16445660941835
PDGFRA	5.01082361300823
CACNG1	4.32525535271107
CIAPIN1	5.20504492237433
CSTB	9.98165742453324
FRMPD1	3.63761423738906
PTPRJ	3.22484443058595
ZNF668	4.54984787357207
PLEKHJ1	4.88634649432924
ADAT1	5.01790176253079
TMEM50A	6.3328586627987
CENPI	3.86074165075395
HOOK1	7.31362015928119
RPP21	7.98258430398344
GTF2E2	5.87327090202059
IL17B	3.36473421381619
CCNF	4.50507725144521
CRYL1	4.01937099799015
FOXH1	3.20717254252385
NFYB	5.01561582109912
KCNQ3	4.15940912732215
PPM1G	5.31869836305841
NOVA1	3.77935196125151
FZD3	3.73904013886497
NMT1	5.42381158945535
AKAP8	5.5589978609988
SOCS5	5.35612657961055
HADHA	6.13578145036006
PLEKHF1	6.5739759122557
DLG5	5.88824316150029
CFDP1	5.28359200256136
SAGE1	2.92075372765957
PGM5	3.40402423721576
C1orf144	4.49847685633788
SUHW4	4.00111126775599
TFEB	6.00007601432908
RND2	3.95471531613878
ATG12	5.37555533677496
BMI1	7.38287108741857
RNMT	3.86245991227515
MASP1	3.3847070867577
MYH4	3.2929371850918
SLURP1	3.61860024665688
KIAA0984	3.52717761146124
ASTN1	3.59832925073243
MYCL1	4.38313656800749
SH3BGR	4.7719434763328
RPAP2	4.069556134416
FOSB	4.5817185886738
KRT35	3.16272706705482
MIA3	5.14304699267815
KIR3DL3	3.45656786247024
SEMA3F	6.32616474885197
TMEM135	5.02092162981380
SLC27A2	3.88838290242301
NDUFB2	8.41466201229267
FAM46C	3.67558797236406
G6PC	2.89362010520952
KRT33A	3.77064443698977
OVOL1	3.41713128681469
PAMCI	4.3651049392318
S100A7	3.61961830717168
MAPKBP1	5.35845670199439
CPE	6.42142025387827
HARS2	5.40407726621188
GNB1	6.62461900023678
TRIM46	3.33648204309598
UPF3B	4.95237040840492
CXCR6	3.58985489886723
C16orf3	3.19143112225314
HLA-DOB	5.14323543576494
HPSE	4.57215768646264
GSCL	2.7834500078462
POLD1	5.44389837537148
DMWD	4.45210899456488
CALD1	5.5082949435775
LCAT	4.03052991189966
SCRT1	2.7112857185704
ST6GAL1	4.5338726960925
POMC	3.24783597956276
UNC84B	5.53329515154171
NSMAF	6.63111420541145
ADSS	5.20108652351675
SKIL	3.41955493885244
HMGCS1	4.68839620641669
PYGO1	2.97429633201314
POLR3F	3.32407517884761
ZNF277P	5.85102564548995
CNNM3	6.15563215745381
WRNIP1	3.58088718202604
ALAS2	3.76911829526762
MRPL23	6.24508087418001
ST3GAL5	4.95879066586736
ZBTB7B	3.43103933881626
DHRS1	5.56724043562108
NFKBIA	9.6790657514217
CNOT3	3.67196427386609
GAK	5.82546688536044
SFT2D2	4.0491806712659
HOXA6	3.6213105357245
PSMA6	10.2974872621733
CRTC1	4.23187185064995
LY6D	3.68496184141865
CPT1A	3.3441800769195
ALMS1	6.71629124322061
LMO1	3.43319012584682
EIF3I	8.43409801805377
DCN	6.99657192780638
PRB4	4.40905965547303
MCM3APAS	4.38238022192057
SUCLG2	6.39734052006702
FOXF2	3.38776834388042
MLH1	6.92817045008428
S100A12	3.94778397135864
ABHD14A	7.5303849036456
DEXI	7.01938033084845
ACTN1	8.35973991041419
AMPD2	5.60803864485403
IFNAR2	6.92270080679176
CYB5A	5.58606804012482
TLOC1	9.04865765256278
NRBF2	5.02825328328497
MKS1	5.92398516434626
P2RY11	3.49474220068179
CX3CR1	5.42415449681825
PDE1B	3.67747814182809
KCTD3	5.42371735577342
ITGAE	5.81630606455183
SLC30A3	4.20308254354028
KISS1	3.43780895468098
PLP1	3.32387115287763
C14orf2	8.51197976984269
IFRD2	6.63590783315045
ANKRD7	3.59139964627722
XAB1	8.03189887682617
NARS2	5.28163520669016
TMLHE	3.53082851121976
SERPINB3	2.94781009519304
FAM127B	5.77829053207656
ZNF391	2.76771872890899
ABCA5	4.38281964737753
DNAJB14	5.51047094294673
TSFM	5.5706263481396
WRB	6.8981830534198
ABCC8	3.47644252085942
MAP1S	5.69664168550679
BPI	3.26948627597609
TTC4	7.05360543466273
BNC2	5.05481278694625
HIST1H4A	3.6983519793438
NDUFS3	8.03611306290702
WDR3	7.21481579068148
MAGED1	9.40002259838083
TTC33	5.31603979156449
CPN2	3.84183170339949
STMN2	3.15675772478311
PCOLCE2	4.74615426506937
ROR1	6.20176199003218
HSD17B14	4.71344619608698
SAMD4B	3.72682516489316
HEXA	7.06014061587556
USP39	6.37005186004975
HNRNPU	5.90419000573266
NRD1	8.00419868815988
ATXN2L	3.95921187198548
MAP2K3	5.46332118362895
FLT4	4.29150390694188
OMG	3.35388083530906
SCAP	7.10831180075946
ELA2	3.03480500638581
NARS	9.11804028545702
PRCC	5.77633573679385
ZNF675	2.70217395386608
VENTXP1	3.06199753772588
CALCOCO1	5.31624202726257
ZBTB32	3.74780115592921
RFC5	4.70355162679537
BRAF	4.65005590859578
PAX5	3.52454841031775
MGC14376	4.40949504460810
TNFSF5IP1	8.84667199373794
PEBP1	8.51397535768083
AAK1	4.40778796077367
FBXO2	5.23561927709628
RMND1	3.74863162498982
IGKV1-5	3.47483491482517
COL1A2	10.1241755956831
SERPINA5	3.35912365692556
GMEB1	4.32708673330353
AKT3	3.53418471869233
AANAT	2.98432518516332
CRB1	3.38988560349061
C19orf21	5.37433123606225
UBR4	6.9136170688685
LTBP3	6.888510924446
AMHR2	3.51687451080751
CTTN	5.71409675974546
UTP15	3.35995473961952
C20orf39	4.4367861265784
MYBBP1A	4.55599540834487
HSBP1	8.01217814203319
PROCR	4.76530552586379
PHF11	5.92057129553537
PASK	5.36973830744819
RFXDC2	4.04251689096538
KIAA0467	4.01281632090326
NDEL1	5.56296776476865
USP8	5.85885833798127
BAIAP2	4.83751976086285
SI	3.01272853051203
ARSJ	5.09783989147298
GULP1	6.48280709525077
KCNE4	3.89300474255323
KCNS3	5.55995828893367
BAAT	3.60283612254258
DKFZp434K191	3.32253568482147
MBD1	5.61468996418774
ITGAL	3.87263233141052
WDR73	5.98364644439445
ARFGAP1	5.07323612243888
ZBTB40	4.61262207936149
CH25H	3.34683426687622
LOC81691	5.44874572750759
