Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B11_452010
F8A1	8.6193765100721
PPP1R3D	4.75569230932047
GRB2	6.74282770130365
TPM3	3.10148138795692
SYT13	4.5697864370609
EPB42	3.56529328769245
RP5-1077B9.4	4.55658463558465
EIF1	9.7739711128377
CETN3	7.00340947971606
FPGT	4.34187982102321
PRY	3.48315410533678
NTHL1	4.50073917531598
POLR2B	8.44478249809118
RPS28	11.6432733673274
GDF10	4.17470141397576
COQ9	7.6548854236364
P2RX3	2.80518217778341
GCC2	6.98213060272486
RARRES3	8.40597631652577
PLXNA1	5.84392344669285
WBP4	5.0873589195199
KIAA0100	6.05628297060788
PMF1	6.84980289296178
HS2ST1	5.28123107489202
CRELD2	7.0968042522577
C8G	3.04236358765441
CD82	6.47446361715362
PMM1	5.26452650071164
CBLL1	4.86968937823256
LIM2	3.20495749030801
VAX2	3.86035396871706
SETDB1	5.87349114331993
LRAP	3.01748163318116
GCLM	6.89280200243214
CPEB3	4.71393886458046
PPM1A	5.77749131370687
INTS1	4.41904591466344
MMP16	3.23926549826118
CAMTA1	3.83320637927649
SAMSN1	4.28509752162738
DRD3	2.85547028462516
GMPPA	6.43221219761114
C11orf73	6.93020656350373
AIPL1	3.53239849553447
PTP4A2	9.33315603290826
IL24	3.5306792285684
BDKRB1	3.09006798749891
HPCA	4.01067765951653
MLF1	6.14026732510493
SEC14L1	5.56596249511855
CHFR	5.4224582649668
EMILIN1	2.84346048497004
THADA	7.2050596927975
TAF12	5.56653082778839
NDUFS4	8.67874637087617
ID1	3.75305685344867
PIK3CB	4.02842411294855
COL18A1	7.36764137038785
PDZD3	3.26664201442426
TBC1D17	6.00700159461971
COX8A	9.998882712138
CDCA4	7.25216126490869
C2orf44	4.03418907927897
C9orf16	8.29591883749231
ERBB2IP	7.57477389913468
EMX2	9.5931956214864
FUS	6.52490202051291
NIPSNAP3B	3.79357155947932
TF	3.48031416894677
CXorf56	5.83835307485673
CLCN4	3.99108574299209
PWP2	6.26782381721882
MMP15	4.30848791060497
MTMR14	5.87630634831852
NPR1	8.60044742832673
DNAL4	4.73566024022154
ELAC2	4.45581821336052
ASS1	11.2272453152260
IPP	5.8024070069732
TMEM59	9.14759188071925
POLR2J	8.93148930908817
SEC23IP	6.30952478681207
RGS4	4.16010007721776
UQCRC1	8.22181409976617
SNX6	7.21157004339866
DDX18	6.95968450973037
POLG	4.59906710635433
ADAM23	3.86274375750937
ZNHIT2	5.15429169059371
TFR2	3.65825006083934
NCDN	4.64198060788435
RAG1	3.3812693867144
POMT1	4.21823255742762
CYP1A1	3.27107712960313
SNAPC1	5.86144523635032
GNA11	6.32747137068772
CCDC52	2.84061409528582
CAPN1	7.69503432351842
DDHD2	7.01646435576306
UPF3A	6.82518221040858
LAGE3	6.93577941577034
GNRHR	3.02064022142212
UNC13B	6.09830650602014
TTLL4	4.55982190744212
PPBP	3.00708665367104
HTR3A	6.51104442031499
SDC2	7.05795488121721
ANKRD49	7.56396161908226
BTF3	9.45267686207431
COX7A2	10.7795214930474
SARS	8.51622302176878
C13orf18	4.01428972012136
CACNB1	3.93384037689662
QKI	5.96382901723352
SETMAR	5.12079252586027
LAMB4	3.25573975302428
MAN2B1	7.4173864169053
EML3	4.77568441995723
ACADL	3.37223007354357
OFD1	8.41090869978245
CGA	3.45352472789883
EIF3EIP	9.64953764132452
PEX16	5.63213124423359
GNG12	7.34830024014509
HABP4	5.74400590240052
CNTN2	3.67594938999568
ASNSD1	7.37601500143737
FUT4	4.1320145408398
DBH	3.56540939576479
CD53	5.20814458845362
HIST1H2BJ	3.47762117552650
TFAP2B	3.08839763835572
ACF	3.65558826081395
TMEM11	6.04760422358451
CDH8	3.34419159269803
C3orf32	3.35293744377985
AGPS	4.29661113154062
C4orf18	3.05067603019987
PCCB	7.73944554946876
IPO13	5.44598868212476
PECI	7.18715193405244
UNG	6.81758738709531
C6orf105	3.42361157594097
GSTP1	9.21199416468932
SUV420H1	7.79185315105121
ARHGAP15	3.69998127185554
LTBR	6.3958481449271
TDRKH	3.37795000382729
PSG4	3.36193587819401
SLC9A3R1	7.14376372385273
NBPF3	8.60226118452037
SLC9A3	3.58968383110695
OSBP	6.54045290113989
PRR5	3.91430838985158
CHMP7	6.02727766578446
ADRA1A	3.04244224530964
ASAH1	6.53405181743026
FKBP4	5.96054298057423
ZNF350	5.48614993124641
DOM3Z	6.10202999328364
GIPR	3.49735520831051
AHI1	4.53270762723295
BST1	6.60138848562157
NCR2	3.67343330719379
NADSYN1	5.27260002958544
UBE2W	5.94246734496804
RGS14	4.03714055294128
KRT15	4.26742294160379
SCN11A	3.64464912829469
GFI1	3.58747012030076
FHL1	4.17522165748921
SMC6	5.77709083591638
GATA1	3.45338066730760
OSGEP	5.64268799601795
ARMC6	4.80748257667462
HK3	3.24114933003545
PSMD5	6.61933631857084
RSU1	8.3105311030261
RPL4	10.8312098096029
MAD2L1	6.56337272085464
RBPMS	6.56670617239865
EIF4A3	9.44109201219957
E4F1	4.4441067206968
DLEC1	3.37666938649214
PRPF3	7.13634251778858
EMR1	3.65885518768085
CHMP2B	7.59126917302913
CAMSAP1	4.21829716178425
RPS21	9.35341783207772
XCR1	3.18384463916322
ARID5A	4.32027900860475
RBM6	5.7849344214891
UBE2N	6.5177557588489
KLF4	4.81578862469188
MGC4172	4.79186745557575
LMO4	7.01461595425949
KLKB1	3.25720222437768
HDAC3	6.26004919764506
HP	7.71363518758771
SCHIP1	5.41964918764737
BTK	3.67916843663628
KRCC1	8.58625488724843
PRND	2.86090406168729
C6orf27	3.49818721123508
PIGL	3.52570324011659
CLCA1	3.74417994679931
C1orf112	4.74616451847834
OLFML2A	5.53955843603859
HUS1	5.18390353473255
SFRS6	7.21650179908508
CXCR7	4.91614151497508
UIMC1	6.02164320841373
FXYD2	3.49057830235314
GOT2	8.32461059261406
ZNF667	4.37191951915136
TFEC	3.11781777441339
ATP7B	3.77938943630685
RAB38	4.20903772130522
POLD2	7.78579885984794
PPM1H	4.10028617111617
DCX	3.14561843964801
NFYC	5.43416051807992
ZNF228	4.05109689659392
KIN	6.39385874300301
PLSCR4	7.94903453145914
HIST1H4I	3.95954876604809
PPARGC1A	2.94907693453376
HIG2	5.82037600150572
KCNK10	3.71026970202832
EXOC1	7.99350777360238
OR6A2	3.62539192129747
ETFA	7.92276041147948
PDAP1	4.96205438354676
C19orf6	3.63040678423819
POLRMT	4.0724388218843
ZNF146	7.80160781965482
MIA2	3.24216332059096
LY6G6E	3.07041727070673
EIF4E2	7.64989632666858
NENF	5.45225179946405
HOXB5	4.44540061972104
ZNF324	4.70793716762837
CUGBP1	4.33266625434472
ENTPD7	3.88450741871478
TTC13	5.543841794348
GJB5	3.46694075492253
PRSS22	3.91619227783912
CYP3A5	4.21867674633661
MBOAT5	4.78774327443064
CUL4B	5.44508255954881
CENPJ	3.47948437342735
KIAA0664	5.89679367245
PITX1	4.01657521178346
PDGFRB	4.96105979689483
RDX	5.57148949554187
CELSR3	3.88730922576372
JUND	6.72472606491596
ITSN1	5.57198982898605
CHRNB1	3.98875679309769
EHBP1L1	3.51646242017299
C19orf2	6.48393629459751
FETUB	3.03905558544089
CAMK2B	3.35971082627286
DCTN1	7.04703485551335
TNKS2	6.73886722517799
MRTO4	6.31942612441328
C1QBP	5.59339032488107
TTC3	8.68874194647568
NDUFB8	9.52667832317482
CADPS2	3.09192715207426
EDG2	4.81403848489287
MYF5	3.11514210338062
SEMA3G	3.18284425853499
IL23A	3.51785437611041
GJA9	3.68682663621876
R3HDM2	6.64578100080464
C5	4.12172937530195
SLC2A10	7.6676018813344
TRIM45	5.96567896689782
TSP50	3.72063202450023
PAQR3	6.1046555364008
ANKRD26	3.51628314564602
TCP1	7.78586409828385
TMED7	6.93627228422754
CMA1	2.88036599865475
PTCRA	4.13690149014528
HCRTR1	3.30256069693077
FST	5.91295345792977
PAWR	3.62114405219035
LDLR	4.47692650483532
ASTN2	3.73348087291663
SCRN1	7.20678678926835
GPATCH8	6.18246997879501
KIF4A	6.78838080666736
TANC2	3.17463330379271
ZMYM5	4.21250380659224
PGM1	8.41453646982207
ZNF586	4.04785762912196
POLR3G	3.57612608464313
CPD	6.2599203685775
SNCAIP	3.61296520848218
DCT	3.35550945250933
HLA-DOA	3.76946741991561
TANK	7.50949764632443
RCAN1	4.84122686761593
UPK1B	5.48847663731616
DNAJB4	4.27657810183042
UGT1A8	3.23949757915610
LIMD2	3.27242162674037
HIST1H4L	3.31564698099605
PECR	5.5529386312089
HSPA2	6.03793297080238
SERP1	9.06758896183037
TACR2	3.52940005029185
NUP85	6.20163727090861
CD177	3.50872677979658
GPR135	3.19651763315677
PIGG	8.10835806767759
LGR5	3.30632847315626
JAK2	3.9414805611418
DPYSL4	3.22920989568855
TM9SF4	5.82712722691535
PTHR1	3.30159317794535
SIRPG	3.61316254667319
ZNF264	5.4711322710447
BICD1	4.61710881050687
RAB5A	6.80469046652569
FLJ13224	3.19480328546899
METTL5	9.09447383902274
HERC6	7.61547776336116
CASP1	6.56992848368604
USP9Y	2.81637110993351
LRP1B	2.99832925339260
XAF1	7.48973540715777
PLA2G4C	4.61408849495678
APOA2	3.0283232702427
SPAG6	3.04560753543995
KALRN	3.25112826856481
SECTM1	6.96813010201827
THOC7	8.63290048487779
IFNAR1	5.62603171285052
TCTA	8.0796551872707
NY-REN-7	5.73120403681852
TALDO1	8.59958929413196
B2M	11.596905964738
LPPR4	3.69057309334676
SQLE	7.28544215356303
SEPHS1	7.2544852928483
EIF5A	6.46454786913917
FAM49A	4.22816443940681
YTHDC2	3.73349835402512
EHD2	5.99412965591202
NCF1	3.71250002740445
SPG7	6.17525333829582
ZNF614	3.66470182439024
HOXA5	6.66418423456177
NUP133	6.8229973805862
FGF12	3.44510454054533
SLMO2	7.79947451949961
INPP5B	4.54704701790670
PPID	5.96496126293448
SNTA1	5.27100102078044
IL20RA	3.22029920139656
UBE2J1	6.48620051703552
CACNG2	2.92544596275640
GCM1	3.16041234325977
ELF1	7.43736107239943
TLR5	4.42570726322937
TCFL5	6.3656113276006
C1orf107	5.49372977287153
C19orf22	7.2193941071264
SAFB2	6.65644188498441
MAP3K7IP1	3.69695521968348
NCK2	7.59766045960341
OXA1L	7.87793945927942
KIAA0652	6.04781620210718
KLRG1	3.54209714179757
FRAG1	6.12598142060446
ZSCAN12	3.06376437174575
PSMD12	6.72906762235797
E2F4	5.395990616273
CLEC4M	3.39684149154273
KIAA0999	4.92708139911812
CLDN10	11.3578070197653
MGC13053	4.0791558010485
TAC1	2.58638970916683
GYPA	3.34280171963473
HPCAL4	3.36111731776890
TRAIP	4.20179324289530
MEX3D	4.78009807266461
KIAA0232	7.29948697239143
ERCC8	4.58933900564387
NFAT5	5.89866254958857
GPX4	9.56571304567413
CSPG4LYP1	3.26332594429566
KIAA0368	6.08133747132757
FBXO3	7.56272163934148
DVL1	5.30378924714282
CMKLR1	3.42354143643038
GPR157	3.13990290552701
TYMS	8.12098658666076
OR52A1	3.17827793402214
PEF1	7.40227630914943
ZNF750	3.24183902586281
ALG9	6.62789552191967
MCM5	7.06261998808323
SDK2	3.16016887697103
BAIAP3	3.79924327602301
RABGGTB	5.98629551454298
KCNK7	3.42668973722386
PTP4A3	7.02522119264014
ANKRD40	3.76633276790995
CALCOCO2	6.56076826228145
TMSL8	8.3791202605175
SNCA	4.04695028826939
ZNF551	4.31568746905490
HBQ1	3.47491547380345
ARHGAP26	5.25545062499782
GEMIN6	6.67662106112123
HRAS	5.60474685816649
KLRC4	2.75603838403564
BSDC1	6.02686768597948
DSC1	3.75253408400621
RNF43	5.28316354419836
NDUFAF1	5.5046149859256
MAP2K4	5.08838922675
FOLR2	4.32438452884204
LYZL6	3.49595783550072
EPB41L3	3.14827702849976
TEKT2	4.26618132072799
CDKN2B	3.32540236050656
WSB1	5.94043306036388
ZNF480	3.61070452038672
MAP3K6	4.48707026601993
PROS1	8.48424602714554
PSMB8	9.1293987418861
HN1	8.15595202950527
MAS1	3.27857834473619
APOL1	5.93318150209892
CSHL1	3.47903530302362
ZBTB7C	3.30153875665387
AHCTF1	6.9773185344533
SAE2	9.27643639910496
ITGA2	4.21705039316267
AP2S1	9.08848433974125
P15RS	7.3040394565503
MME	3.30791702608089
VAT1	6.78831986435025
MAST4	5.38936245564388
TUFM	9.27028591488225
KRT33B	3.29800871251187
THEG	3.67778629965257
KCTD2	4.91983515475035
WDR26	7.76473535190375
MFI2	3.37945319875866
KRT34	3.24582816046455
NR4A3	3.47991653336994
SGSM3	4.70134030857362
ARSA	4.24029202419442
TOMM22	5.10097651239834
SOCS3	3.72564241142415
UNKL	3.64919400027277
POP4	8.22930687351533
BHLHB3	9.8079391516574
MALL	5.653972403555
SOX15	3.32150715754138
CCNA2	6.73757889150885
PARK2	3.34629418734433
GPR124	3.9251675793095
TMEM132A	4.53201519915417
CGRRF1	6.91057942088197
RUVBL2	8.66242608137683
MCAT	5.01678006897533
WNT10B	3.56127069534979
ISCA1	6.90575726645606
RPAP1	3.99864620551560
C12orf48	4.67518962983097
RAI16	5.64485317947686
RPL27	8.99282988344169
EPN1	4.00001444647034
MAGI1	2.98041295851549
GBX2	3.10866339212991
SLC35A1	7.23819814489595
GAL	4.00328645398463
SLC14A2	3.7391479160537
RDH11	8.83349903004831
ZNF518	4.19424315821561
PCYT1B	3.16831863031089
AUH	7.59935024640268
EIF3H	10.7144129175041
KIF1B	6.50673226571855
MBD2	4.93616236299265
AMOTL2	8.79894675579632
C6orf120	4.97290180480024
PIGT	9.19098825648176
PSRC1	6.49702098101455
PLA2G10	3.77254614683862
ALAS1	7.04008131722551
FOXO1	7.2192067855174
C17orf62	7.42627627349412
KIF5C	8.19239441295162
DUSP10	3.74980867729128
CRLF3	6.02729133539699
CLCNKB	3.44274548476294
PSMA5	9.18207119585462
FARS2	5.45269420377959
CCDC28A	5.95636534420029
AMPD3	4.52487285513542
PIAS1	6.25630761214403
ADCYAP1R1	3.51478820391060
TMEM134	6.96500725320187
CDH20	2.87619035626278
FBXO7	8.26654665632609
FLJ14213	6.14662880211091
ZNF3	5.07025658393676
LRRFIP1	6.58995556453474
TMEM49	8.87789247967935
CNOT2	6.91039880861137
CBX2	3.01134568128224
ZC3H14	7.3048527552353
ALDH5A1	5.46798632577373
HNT	3.58151402868759
SERPINA4	3.45656723583601
FLJ20920	5.38605113424222
CRTAP	4.28668127318661
DDX50	8.57866337641804
STYXL1	8.33546872979784
TK2	5.32629342046253
BLVRB	6.63446842524144
STMN1	7.05225194639582
GUCA2A	3.35690245192449
DPP6	3.07510076481745
GALNT10	4.17843250050371
STK39	6.50250831240886
MMP24	4.9096777811817
CKS2	9.92944453160145
RHO	3.67486572719175
BANF1	9.19916279311181
CR1	2.94642282707553
RPS6KA2	5.98223986271275
HMBS	6.6408143131502
C20orf112	3.80500667726262
SLC25A24	7.54586933668245
MRPL22	8.51575276661858
SLC25A15	4.9033513034347
GADD45B	5.75193810810343
TDP1	6.45709802281845
ZNF287	3.65150065860165
DAAM2	5.08984419015359
C11orf57	5.85926547751505
RFK	6.86491572165622
ZFYVE9	3.95829773129842
TCTN3	7.02998155773203
STCH	6.75114121708928
LOC283871	3.46644033930379
NDUFB3	8.25311256766613
DEFB4	5.47174330047465
FPR1	3.35417834413536
FMNL1	4.1856695871633
SEPT7	9.7528755080001
PTCD2	4.26897981800268
GNLY	3.46663263592139
GRAMD1C	5.58168710211516
ZNF165	5.4111244505586
TR2IT1	3.30172587356589
ARMCX3	8.2867475364561
NDE1	6.13744945764535
MAGEF1	6.93329453261957
ITGA10	3.60944682471579
ARHGDIB	8.58456264297823
FSHB	3.68281149883463
ANXA2	10.9178616265696
HLCS	4.28597545102464
MCF2L	5.54295698326824
AK1	5.7160230307395
FH	6.01818846072689
LGALS2	6.30451356514834
SYNPO2L	2.59320519767758
KIAA1045	3.29373333473483
C1orf183	4.78461827273051
MAGEA8	2.89388289229654
DGCR8	4.89160572821458
GSR	5.1019495506325
NEU2	3.28245203923114
HIST1H4B	3.58629200176058
CACNA1C	3.06726053785456
FAM20B	7.5358007635035
HES2	3.07062657892337
PDCD6	9.4643766097837
INTS7	5.94625396600933
AMPH	4.74961290954782
UCKL1	6.47206347280817
ASB4	2.99511068475571
C10orf97	5.3936909265155
ALDH1L1	4.26793194598328
CCL23	3.18288001459466
OBSL1	5.59264214644815
SLC12A7	7.93877896414508
THAP4	5.11512844736772
RBM4B	6.01734450828345
OGFRL1	5.66971326505739
KIAA0831	5.97845997335212
C12orf11	7.68480222284471
PPP1R15A	4.88816557342881
KIAA0240	6.01987132373558
CD1B	3.28759684660974
FCGR2A	3.94610882965908
MDC1	5.87920284248797
MAN1A1	4.46975135414374
KRT9	3.40893362451951
HTR1A	3.27447342168502
OCEL1	5.99563752033207
ATP11B	5.9194374824889
NLGN4X	6.24586398450362
FBXO34	7.69387570887217
ALOX12	3.39262060452289
RB1CC1	6.92993063184553
PCDH12	4.54458304596446
RPE	5.42093089989226
EIF4E	6.22021608458476
CSDC2	3.75266300785202
ABHD5	6.08139436436243
TMBIM1	6.86751092632848
PET112L	4.24739198681174
P2RXL1	3.05217050429164
F2RL2	3.19268426795667
TRMT1	5.05707618776294
IMPG2	4.12714609853227
LRRC32	5.71070996914073
BGLAP	5.89048268171715
HTR4	3.33948346766782
MRAS	5.24232718531354
TRAF6	5.58351930329146
AXL	4.46077720858356
ATP2C2	5.10441895316586
LMNB1	5.04205960481365
TELO2	4.30968062170037
PNPLA3	3.46984747151487
CSNK1E	5.93734705765434
SRP14	9.70282909103712
KCNQ4	3.16827072681263
PIK3C2B	5.39280269257615
C15orf15	6.77357277527818
TUBB2B	3.53878997398362
USP15	5.37621059284046
C12orf41	7.36468332511871
CEND1	3.95477299163859
RNF31	5.70225238731567
TCEAL2	6.81414354143588
PTGER2	4.51089657645927
UBN1	6.0611221280508
SLC5A7	3.25987641756818
SLC31A1	6.62500255733753
ADAM29	3.52664322445483
ST7L	4.22223197717086
GFOD1	4.74034734682287
CTNNA1	9.0207975456501
HRBL	3.92832761420905
CBX4	3.53747661713368
NTRK2	3.42249150081683
FOXN3	5.25551199931868
MFGE8	8.36681177099318
PFKFB2	3.64569470934174
TAS2R4	3.45393686018192
SH3TC2	3.23314480308169
IL10	3.23318782025957
PXMP4	6.56901327748785
RNF167	6.42800394641847
PRMT5	7.32955356755789
TSKU	5.1204832715414
ATPIF1	8.48396064279544
ETV3	3.11897908162594
PAK7	3.07953149622888
PDLIM1	9.3879611655446
CEP63	6.38198302762734
WDFY3	4.7758104880294
RNF126	4.29262508909642
DPM1	9.32919946517034
CLIC4	6.06917111101748
ACR	3.68448924643395
KLK7	9.24269643065569
ALOX5AP	5.42606060085103
LRP1	4.99076124036948
TNK1	4.94090490162095
TAS2R9	2.90759046400593
ZNF16	5.81006292380117
POLR1B	5.0147237179083
SLC8A2	3.94875478246632
OLFM4	2.85651529075839
TACC1	6.54079554181079
SAMHD1	6.3945175154025
ATP13A2	4.74444944315478
KRT4	3.47773615987061
PAX6	7.9241452321533
SCG2	3.31618069648033
SLC17A6	3.26525434022517
TUBB4	3.79296698935245
PADI4	3.08351893130181
FMO3	3.32486518096223
NLK	3.82985423118587
POU4F3	3.08952192562831
MDM2	3.30379050108434
CAPNS1	9.85311639238331
SDF4	6.1873188444717
ITGBL1	3.47130843681279
TAP2	4.72507059541819
OR2C1	3.44514875417917
KLHDC3	7.14950913402303
EFHD2	5.19558427510013
GALR3	3.58715178308508
NBEA	4.10896530308307
ABCA6	3.20705395188560
ABBA-1	3.87111459245629
GNAI1	5.39118274291069
CLDN3	8.7497612208837
AKT2	3.21836501541913
EGFR	4.67687701240993
VPS4B	7.63498260899799
RBM16	7.52948691308652
GALNT6	6.03591479115575
ZDHHC3	5.81674901832006
SLC25A4	6.19237319074902
CYB5B	5.81906362113694
NDRG1	8.06779096862679
SESN1	4.66353595454796
GBE1	7.186198739746
MRPL46	6.7283952302667
CLASP1	5.84658276473378
FARP2	4.08678721615526
ACOT11	3.57298072674742
LDHAL6B	2.91626791757238
MAPKAPK3	6.03200014275933
NCAM2	2.97663386662636
AFAP1	4.4124199579685
PRKD2	6.71277907423521
OR2H2	3.25961871706428
ZFP36L1	7.35900699894422
DZIP1	6.57322164056298
GPR161	5.33903961388821
RNF146	5.45376797803901
NKX3-1	3.90934029929674
CCNB2	7.80367589946834
ZNF10	3.62410947783405
WDR74	5.45887804100398
FAM134A	8.14219666813436
PCNP	8.70293337402283
PURA	5.89447160597564
DNPEP	7.77137380436687
ERBB2	5.14692815374140
CREB1	5.77846570314625
NEO1	5.51495731372712
DDX3Y	3.24605106725818
RPS3A	12.3739105847158
MXRA7	9.49249575552563
LGALS3	11.8818593885424
GLT8D1	6.79443113708917
TMPRSS3	8.29811837917604
UPB1	3.15974633004247
LAT	4.14853973221944
CLDN14	3.6483316864406
DHX38	5.64415389542143
KCNA3	3.18611620471889
BTBD1	7.5640195534001
TARS2	6.19558742884623
SKIV2L2	6.8445195869314
ABCF1	7.85728625518393
CDT1	3.79515224754247
ZHX2	7.20407377098015
FCF1	5.67878289964547
LRRC49	5.13196651522236
GUCY1B2	3.93001467157705
CD28	3.30438808916775
SMARCA4	6.25850910243777
SEPT2	8.40273807721753
SOHLH2	3.15371792759676
MCOLN3	3.86936886393565
LRP8	4.54390938963144
TAGLN3	4.08791567131234
MASP2	3.55401005421986
GPATCH3	3.85665918347738
TTRAP	9.08234658322117
AGL	7.54749376942431
NFE2L3	4.27859578394136
PSD4	4.28073311262758
PALMD	7.44377863904946
CCNB1IP1	7.61586072806564
TMEM43	6.55130130863138
OBFC1	6.38547050872914
STAT5B	4.15595033153008
C14orf79	5.1231634339591
ENPEP	3.79222025562435
SSB	8.2188456648241
SCT	2.98101951167752
TIMM23	7.14193311847971
SKI	3.79082374704841
SLC22A13	3.14503810553274
AKAP3	4.35845455565337
OAS2	5.30183972254036
KIAA0423	6.75546219192354
SEC61G	9.84440474635085
CAPN11	3.10115016848026
TMEM50B	8.19602318023023
DEGS1	7.16815241519183
ARHGEF4	3.65976838970323
DBNDD1	5.10710482689579
TBL1XR1	3.92578603566903
FAIM	8.44320548663895
SP140	3.23474844686999
G6PD	6.4841190190227
NUDC	6.48966302059294
GABRP	4.80940212620195
SCARA3	7.49793112091545
TACSTD2	5.62083473761949
EIF3J	6.07625258671778
PPP2R2A	8.2249530330643
CPA3	3.3484704484493
PVALB	3.07344322420937
BCAT2	7.09115513237044
MFN1	5.6500236867443
F10	3.05682737254215
