Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D05_443142
Composite Element REF	Signal
SNX3	9.02779516432037
C1orf175	3.58451378553887
CSH2	3.34776814215681
PPY2	3.20568901103887
STOML2	6.13179700026335
ALPI	3.55359414174471
FTSJ1	4.69723665273607
ZNF273	3.81572413928654
DST	4.33769375971129
GLRX5	8.13001400368066
C20orf12	3.81806799219891
CAB39	6.0915372393349
RAB5C	4.81846993453223
FLAD1	5.046366505906
TTLL3	4.07614459148944
MSH2	4.45679518740938
NPPC	3.04784814593440
PIP4K2C	5.22597567326178
CYLD	4.27877158204085
ZEB2	3.15497088431524
MRP63	7.81253349787082
WTAP	4.37631447342687
NEUROD4	4.00735086952313
MGAT4A	4.45603073707508
MTMR2	4.67484407364069
CHRM2	3.34371123895079
TSC22D4	5.04234688696337
PPYR1	3.68251094934269
CCNH	5.20292745796781
USP48	5.15754153792565
NR1H4	3.71415085530952
RASL10A	3.58501260413008
RRM1	6.57809738487175
GABRA4	3.28415394927278
C1orf35	5.05398336886303
SSTR1	3.05764177274289
APOBEC3C	6.01710676025725
CTDSPL	4.90625829470457
RUSC2	4.87971887803046
PDE11A	4.0539056693024
ZCCHC8	6.2142217232168
RAD17	4.46775777293264
TEX12	3.49596161598623
LILRB5	2.92547611622934
CD5	3.80988075637485
ARHGEF1	4.07383985470381
ABCA4	3.73605514035783
TSPAN9	4.46856401256307
WDR67	4.59837355316016
THUMPD1	6.97283924150126
ARID4A	4.0974231208088
OPRM1	3.28537103233782
SYCP2	3.16506323905138
CYP26B1	3.46717217422325
FLJ13231	3.74487622238208
VN1R1	3.76828772524577
LECT2	3.53346436360521
PCCA	4.61063243701659
AQP5	6.42991774104092
RAB30	3.27945599814051
OSBPL11	5.73808421709322
YLPM1	6.35743347433972
GNB5	4.77967978489504
CCL21	3.71820110268067
PRKAR1B	3.88408441820235
C1orf121	5.44734850255213
FMO2	4.72625080277259
IL16	3.59875847263266
MSTN	2.81684694586767
VCL	6.30642860864093
TCF3	5.20398747448859
CCDC88C	3.38031586262258
HFE	3.86418302681951
SERPINE1	3.79666417960508
FAM125B	4.60579474128786
BAI2	4.40617372831747
SMC5	6.8877239388574
AKAP5	2.97473683904336
POU2F3	4.24552021108534
BACH1	3.85391191702695
PPP2R2D	5.94740445371139
C11orf63	3.92349379208978
SSSCA1	5.20302293169445
LRRC51	8.33394189809491
LRRC3	3.47179712217122
PORCN	4.19996882649947
DTL	5.85903319260266
ACTG2	3.73983828214759
FAM124B	3.55203240413667
RSAD2	3.57511818268478
CTBP2	8.82647643157951
ZMYND11	5.85310163515032
CRTC3	7.75700619875368
MYH8	3.3977694082119
LRRFIP2	6.03810952567713
TTN	3.60295649525030
RGS6	3.85998267001121
PLLP	4.92239285537441
SRGAP3	4.44407676026626
PDK1	3.65405000431908
NBR2	4.21001148545376
ZFYVE21	4.64143396260368
C13orf1	4.21635303449979
ZNF137	4.20412960713593
CEP27	7.70725369381134
WDR41	5.32155436257979
BEST2	3.3844619211538
RNF121	4.81630743190234
ZNF93	5.48931058944157
MEG3	3.89650536225071
BCCIP	5.05666913349837
OXSR1	6.03729994282153
RAD51	4.28036044855455
RPL13A	10.7551086421637
MEST	6.74698629726196
DYRK1A	4.94907087702798
HTRA2	4.57157814265259
SARDH	3.52498317843973
ILKAP	5.77141491289821
ANGPTL2	4.24733128028440
RBBP5	4.75740486318632
ORC2L	4.587194598435
HBS1L	4.1591431588987
TMEM30A	5.85412894921871
PDS5A	5.34445629478304
WISP3	4.31155043722218
CRK	4.46014651407549
NCAPH2	4.98849417700157
RNASET2	7.78156372680825
NEDD9	4.67449886568537
WDR79	4.81622490021065
PSG6	3.40521185356298
SMPDL3B	3.99065599931232
MORC4	5.85787690035546
PSMD13	6.15188056780177
DDX23	5.9003930194514
ETV5	4.95016144163197
MYRIP	3.80828529383257
LY6E	6.66491683541978
ATP12A	4.10927464443738
BTBD7	3.61497196397991
AUP1	7.16285181579342
PIP	4.56429279053628
GSTO1	9.40511483855581
CORO7	4.070113244753
COX6A2	4.21392548741433
MAD2L1BP	5.08707447238881
PITPNM3	2.92664817226141
ENPP1	4.1169213603208
SCNN1A	7.28511897532188
LSM1	6.88932449991281
KCNE2	3.35265961263624
IDUA	3.95075023704095
P2RX4	3.87263749745384
PPP2R3C	3.81753439951156
CCND2	3.9068173062067
COX11	5.52555402353307
CUL4A	5.00661919480506
CFB	7.53497415395348
PDZK1	3.60045173870019
PCP4	3.74660370610192
UBIAD1	3.86450573421234
CDC42BPB	5.41911794516421
ZNF323	5.36704888617395
RIMS2	5.53408162923423
CXCL6	4.98952339326477
SLC34A2	8.23524339423016
RNMTL1	4.75305644526841
NPTN	7.05997399594019
SART3	5.4421338194904
UPP1	4.7207667527745
CAPN10	3.78428417984683
SLC6A9	3.39734731015725
CCR5	4.23809403458730
NDUFS5	11.0847790358000
CISD1	7.73618471922685
PDLIM3	4.25147648729418
ZNHIT3	4.92471891936056
SNRPD3	8.4717837289413
VPS24	7.38613062134029
SCN8A	3.56687534232918
KIAA0701	3.86919695233597
UNC93B1	4.73313555174797
GMNN	6.97400821860817
FDXR	3.82096160294236
SPCS2	8.72150560389404
CDCP1	6.66006119759015
PAX3	3.66607053489189
PNLIPRP1	3.47613259191953
LASS4	3.94534157807927
HSD17B8	5.20775730805511
EYA4	3.27037418177417
PRKAB1	4.59134143132518
KIF20A	7.075806034417
YAP1	4.98317289319068
SC5DL	4.8313885305939
NNT	3.82751046928175
DKFZp566H0824	3.16835933938186
ITPKC	4.1532718361556
ST8SIA2	3.46700147497637
LMX1B	3.53170770353354
RAD21	8.11311356353953
SNRPB	8.54133676717022
MIF	10.9003011548242
DLGAP2	3.41226023169029
PFN1	8.41922109686848
IRF8	3.92420142388746
PRO0132	3.03127968796867
MICALL2	5.18933218041919
ZNF654	4.28141192937634
SS18L1	5.01418277554986
ACD	5.49101559588112
BCL3	5.32007444503522
SLC16A8	3.74963203745234
ITGB3	3.65013777516503
MRLC2	9.03720541719415
CEP152	4.17291455282729
F2RL3	3.1840234380758
CLIP1	4.09684847744616
ZNF75	4.08110971416915
SF3B4	7.33311794346579
ATP5C1	10.4068978593981
MAP7D3	5.48655739112283
SEMA5A	4.8294824504001
PSCDBP	3.17135610430163
UBP1	7.65711822615827
XYLB	3.42501185715887
C13orf15	4.95743827725186
ZNF282	4.46044077249838
ZNF222	3.73758177958649
COL10A1	4.10223348355106
MFSD5	4.81808633124422
C20orf67	4.57377880193394
NLGN4Y	3.05587800873051
INHBC	3.09356328119535
GNG13	3.35204571643936
NUMA1	3.73951539016013
F12	4.01803628678861
C1orf41	6.76499516624592
SUPT6H	4.49383676335984
GSK3A	4.95032717588488
GIPC1	6.8861374192364
ELL2	3.50227435786125
C9orf167	4.97699983212023
PVRL3	5.46542715392934
ADAM20	3.54594791009256
GPR87	3.15502293852047
ZNF770	3.63736769840733
SMR3B	3.04134198468416
FZD1	4.11992122392424
TRPC4AP	4.89241635636133
MKL1	4.29633946358759
C2orf28	8.99518833758699
LAMA4	4.93842130022006
EIF4G2	8.59582452008898
ZZZ3	6.93686785236026
C16orf5	3.80345675936984
GALNAC4S-6ST	5.68895831198807
IGFBP4	6.27726284950199
NDUFA10	6.61675365553848
CTNNA2	4.25939646009719
NUDT15	6.493583564135
CEPT1	6.49483605723672
CLIC2	4.70348414206593
RNF13	6.03516507095474
TDRD1	3.39066688690927
KCNK5	4.38144327515736
CCDC92	6.42060559958409
ETNK1	4.26921801381907
CD69	3.65314640722737
LTA	3.52297739573241
TTPA	3.21938214172558
MYOZ1	4.22943787859394
IFNB1	3.71025792889809
CLNS1A	7.91861442372747
SC65	4.93816264301144
CXorf45	5.81869392416555
ZXDB	3.27468014677835
PEX5L	3.54383471612466
EPS15L1	5.89613632242308
GPA33	3.55923878659621
MGEA5	6.61752598068445
HIST1H3A	3.12761749973942
BCAT1	5.38668256738535
ING1	4.69850660863425
SLC2A9	4.04198877763324
ORC6L	6.77073072656357
PRAMEF12	3.32289403877114
KLK11	6.59482118121082
C19orf28	6.94939340383377
MAGEB1	3.02091654460698
MED22	4.56757549717934
ETV6	3.97940984339181
CEBPB	9.54864167224116
KRT85	4.04539139904174
CRYGA	3.53287643273594
HMGA1	5.98065744057584
CAPN7	4.22704255321625
MGC5566	3.85717622400704
GEM	4.14015168843425
NANOS1	6.19741679086221
RANBP2	5.54754942713706
APITD1	5.40097699701122
LIG3	3.84894580489735
IRAK4	3.74078151611637
PARD3	6.06051090513863
SERPINI2	3.90610421423422
TTC9	4.54261131349862
MLPH	8.47492252714038
RETSAT	5.82190639911397
NRG1	3.46547946800075
CAST	5.86696014110591
TBC1D9	5.09252537284723
TTK	7.08226471059776
ZNF557	2.92183794138182
DDX41	6.92999481300596
TGFBI	5.98250475118536
PGM3	4.10385157119749
PSMB10	6.66230231095488
UBE2D2	6.79232274216875
GABARAPL2	6.90488411255995
DGCR2	5.55542946284468
UNC45A	5.08883869365938
CISH	5.80817008603543
OGDHL	5.65116920273725
SPINT2	8.50800387688325
CASK	4.73703882252045
GIT2	4.17039241278045
CLDN18	3.54340075470887
RNF128	3.11539503383093
NCAPG	5.21031239093492
ABHD6	4.03551497767984
ATP6V0E1	7.19281773819155
C14orf161	4.26873444518294
UTP11L	6.68060139992671
GCNT1	4.54735302702352
DUSP9	4.03771015250329
TM4SF5	4.00612760910173
SUCLA2	4.76480397901581
NANS	7.46951115690357
OLFML1	4.56466307279754
ATP10B	4.74440581382687
SCNM1	6.45185213644634
NPAS3	4.07426316645451
AMD1	5.91461049915256
GGA2	4.64715503259953
PRKCA	4.29163444263668
TRIB2	6.89395230674718
SDCCAG3	5.34886833332813
TTC1	6.74524480546836
GHSR	3.13696984106029
ATP8B1	6.20722021440526
HIPK1	5.26237275152901
C1orf78	4.55283851452309
CLN3	4.75773801655944
STX4	6.22322428266653
WAPAL	4.99589038828062
TUBB1	3.46191203905620
SCN5A	4.12863000338119
ZNF192	3.5697220132638
SEC22A	4.7653832318083
DPY19L1	4.95445237537591
C11orf9	3.82861765567427
GRIA2	4.15560575557852
VDAC2	9.31337880313022
C8orf44	4.33815095226549
ZPBP	3.68484223612977
NUSAP1	8.0870817583026
LANCL1	4.48935763424058
FGF23	3.80082586064612
PCNT	5.03501602015950
BCKDHB	4.32903586707087
IFNA8	3.20986294226996
BET1	6.03136534704827
SPRR1B	3.38139046387521
FLRT1	3.57455380094104
HDAC6	4.04169641167057
SNX17	6.09733824106594
N4BP3	2.94294675183141
PLSCR3	6.19947465653967
TTC30A	4.657008833106
CRISP1	3.20756072459416
KRT32	4.16717233626053
GHRH	3.33742754159426
IL11RA	3.82281518630122
GDF3	3.38752935120766
RPS6KB1	4.80638353191989
POLR3B	4.4005616994749
TOP1	8.6759381946213
DNAJC10	5.39124686772294
CRCT1	3.37185399785393
ADIPOQ	3.16493162485082
MPST	6.92994588754178
DPM2	5.28932971437574
FAM38B	4.12624758504864
RIT2	3.28056604869366
SLC18A1	3.22132027630824
RPS17	11.2707768042269
ABCA3	5.12555741016386
CD44	5.34862348369202
FARP1	5.78868637564615
KCNMA1	4.45662601294235
PAX7	3.62141160164811
TUBD1	4.36222718166913
NARG2	5.99380549186057
GNL3	7.4491931131542
BTG2	5.78481713409068
ITGA5	5.34917659839887
NDUFS6	8.78980932566855
MEFV	3.58385634297734
TUT1	3.82463269587872
ERAL1	5.06060408101035
ECHS1	9.41709728323385
NMBR	3.19813010699305
VPS4A	5.75848074787336
ABCB7	7.04849485630383
CYP11A1	3.42866149677366
PFKP	8.23077028563935
C9orf91	4.68319339029644
ABCC6	3.70378742892678
LRRC41	6.07579559091164
ATP5F1	9.79630503740822
GFOD2	3.93587579140355
MOSC1	4.97837469353964
NCF4	3.31674735443361
HYMAI	3.62066730434854
SLC25A3	8.74974945881715
NAGPA	3.97263856499435
MTHFD2L	4.41620491800423
ZNF646	4.53660555847308
RAB1B	8.55516601244758
IFT122	6.0284940916198
GALNT3	6.9727638815446
LDB3	3.88615053965928
GARNL1	4.20417275177625
ALDOAP2	3.42014000475538
LRRC6	5.07719646668645
NTRK1	3.61069787535174
ARTS-1	3.49829277589501
UBAC1	6.02080856448439
SLC6A11	3.72601146970644
NAP1L2	3.77461013436218
EPB41L4B	5.62904572533653
RPL19	10.7505621454070
CNGB1	3.83823754995395
LOC643641	5.37005026318029
FAM134B	3.82115425221258
WISP2	4.50803157125693
NTSR1	3.81221354576381
HS3ST3A1	4.97495752336381
GPSM2	5.16090146010262
PRKCG	3.78188744738138
CHORDC1	5.59384449265666
MON1B	4.53650501329319
TRIB3	5.30470210675655
SLC2A5	3.60117456494498
C2orf49	4.98393872639597
DDX5	9.0229991316695
ZNF446	4.81296703873556
MLF1IP	6.48246861848733
SLC26A1	3.25939430488465
RGN	3.43432623823859
COL4A5	7.34415704508667
CCNB1	5.88106745785948
CCDC28B	3.76900990817754
RP11-35N6.1	3.27154110702815
KCNK3	3.32791591992134
ZFP161	4.32044181221151
FGR	3.68614740859852
COX15	5.5209594717502
EPN2	4.42114194612739
AQP9	3.98041182534709
XK	4.25155710023006
SLC15A2	4.32986927091874
MREG	6.11357621870326
HEPH	3.95967991145632
THRAP3	4.18411093700382
MET	4.47743429097831
PDLIM2	5.03742563220101
ING3	5.59217197058561
PHYHIP	3.45244147179105
CCT8L2	3.43786062934271
ADAM7	3.43801665781397
COPS7A	5.39988078536995
WSCD1	3.90729522550332
SLC12A8	6.25178331247766
RNF185	3.28288339477405
TNS3	9.0268513113735
IGSF3	5.44856275203779
SRPK1	6.14905243304424
MED13L	5.66798890207499
LOC93432	3.45526613234160
C7orf44	5.17483671057305
PTCD3	5.73103992110338
RPL7A	12.1070859848647
TEAD1	5.36653900032935
ARL6IP1	8.3735518062379
CTAGE5	4.22315930923524
SLC25A14	5.27190152703604
LEP	3.76184641006945
PCDH21	4.11571760267908
CACNG5	3.44002777421309
ECH1	5.24640935727156
MAPKAPK2	5.07687739737425
ATXN10	6.12612483087627
LHFPL2	4.68769988634739
CCL22	4.11313264503626
ACTR8	3.67283674674087
PTPN22	3.06831398720033
CYP2F1	3.38266333753737
ITGA3	5.12361340636439
RABGGTA	4.41163317385952
KIAA1033	4.64095074930544
ZNF510	3.64358748657669
SLC26A10	3.49512369137594
STX8	5.76280760101884
RUNX3	4.20804275316385
EFNB1	4.53355561580628
EIF4G3	5.94557707387124
ACSM3	3.80970072450014
C5AR1	3.36675642072613
SIGLEC8	3.59650235207220
ASCC3L1	8.94247888911032
ZNF623	5.80051307682273
A2M	9.0523995588579
NOL8	6.90946436923126
GRPEL1	5.90135185854743
LMNB2	4.54318171863237
ROCK2	3.93504694837666
SNX16	3.95685707871521
Magmas	4.90718252381891
ANXA3	4.94243360690649
C11orf2	7.87722056016653
VKORC1	6.71998732534064
TRPM6	3.42988046283823
KIAA1609	4.10048702007778
FOXK2	6.35681180277954
FEV	3.85054178107696
EED	6.25636981391414
RNF32	3.21342450590317
PDCD5	5.75670860403069
SLC8A1	3.61505573346576
HES1	7.10427432875591
DGUOK	6.42629380747877
CLDN16	4.55489068990392
CLC	3.4506680869546
ISL1	3.46941414761217
C1QTNF3	4.82868882985809
GAGE1	3.21357802227706
KIAA0528	6.30628883427343
VGLL3	3.34464659559555
MANEA	3.4490033912105
C1orf61	3.69919095422512
SUPT4H1	5.97141602626224
CD1A	3.90293618422141
ASAHL	4.57208272564736
TRAF5	5.33050006014782
RAPGEF6	5.02728745391524
WHSC1	5.8506491721734
NEIL1	4.60361921454134
KIAA0020	6.37141666998685
C16orf45	4.54091387463385
GFPT2	4.24542286626172
RBM10	6.50351581376578
MRS2L	5.62999876807201
DNAH17	4.237393938258
STARD5	3.50109502340484
C19orf10	6.08679871398045
SIP1	3.97298828489337
DNAJC15	4.42661642035891
C1orf160	5.55134508388300
SLFN12	3.8376701797621
STAU2	5.51807669066424
FAM98A	6.38225342193767
EXOC3	5.58793016000893
RAD23B	7.75466367804566
HIST3H3	4.03498530169667
NCOR2	4.40799601280098
TNFRSF9	3.39595506510774
KLK8	6.40393416143885
NOL1	5.62792323370005
ALX1	3.74286387629513
CCNE1	7.3792690212129
PKDREJ	4.06538129023364
TIAL1	5.42185680761402
WHSC1L1	4.22710602960518
HIST1H1E	3.92975928756103
SMUG1	4.99092601028926
TM4SF4	3.46674265042014
NPY6R	3.42942640851271
UFM1	6.5067689415641
AP3M2	5.62281874549782
USP14	7.07810274724943
CORO2A	5.62305259636958
ETNK2	3.19546983450663
APOE	4.96565466170651
ANGPT4	4.08996942399299
DSTN	9.40791927685395
SFRS14	6.44184859079263
FRS2	3.30449936086813
NR2E3	4.50407932899907
ST8SIA4	3.47075493099057
GMPR	6.77144463524884
TUBB2C	9.07349765091735
LOC730092	4.13114810760883
ORM1	3.44960069159408
HSPD1	10.0820562718179
C5orf13	6.41180770712105
F2RL1	4.67071318670259
PLEKHA9	4.69321542867062
ZNF232	5.05250304443197
SLC6A7	3.58314062785385
ADH5	7.07276606929015
SHBG	3.81976278352010
DSCR6	4.08768911220738
CROCCL2	3.7491849714599
CDIPT	8.36566365183153
SLC16A5	4.23517355366753
TUBB	9.98452789334014
GAS2L1	5.53330216282892
TOR3A	5.07547392656151
PREP	4.44944238447356
RFX3	3.60714990237054
CHMP1B	5.90817691084386
COPS4	5.9860799440723
MYH6	3.47448131784505
BCHE	2.80379126966054
MAP3K13	3.73230718892065
LCMT1	7.24304233070672
EIF1AX	7.11491406278074
SLC24A5	3.51433205020281
BCL2	4.13141693184597
HBZ	3.72779220821489
HCRTR2	3.46129258347521
TJAP1	5.84587303986429
MAPBPIP	6.10966441576526
TMEM156	3.38451672804263
MYO15B	3.87083605731606
ZNF239	4.63958922902499
KIAA1324	4.52346432642807
PLCL2	4.76817362078948
C4orf29	4.3762266259191
SNX19	4.41776136723618
NAALADL1	3.53769118970643
DUSP5	3.70786188553466
GKN1	4.01095692136507
PXDN	8.38895824819396
FCN1	3.98447565437728
SLMO1	3.8216086623948
TNXB	4.53043265218146
C1QL1	3.38311599599714
BIRC7	3.70492228802354
A4GALT	4.50406089633948
TIMM22	4.42852681601554
ABHD9	3.64096630022266
TOMM34	5.04543756196332
ZNF35	3.62450365664176
LIMD1	2.99987298522132
CARD8	4.47217790911936
KIAA0286	4.00354570517551
CD6	3.98458656213313
RSRC1	7.73721401891368
TOX3	3.40691900307923
C16orf35	4.12064304803453
CRHBP	3.53230217558673
PTRF	5.03718832147255
FBXO24	3.44251163220104
CHST11	3.14097607991715
THRB	3.82043570205724
RNF39	4.52922583232602
MYBPC1	3.74789803960637
PSMD11	5.52890451063832
ALAD	4.76271262574468
AQP2	3.98890576097868
EN1	3.12453627895136
GSTM4	4.12556797253211
ZNF187	4.64212035004026
CDC42BPA	6.8563772732343
F7	3.29148479631191
CNOT1	5.42911195982562
SLC13A4	3.47108723366688
ZBTB11	5.47002093846899
B3GALT5	3.13437962831778
LUC7L2	6.20015776433698
SPTBN1	4.77423560454248
EXOC2	3.83150247903995
LSM4	7.04937197626125
IRS1	5.06078530321435
TMEM1	4.23873782329355
MRPL34	6.77674656294732
SAMM50	6.96916630086559
CDC42EP3	4.92406103108709
HSF2	4.09674699872743
SRP72	6.62137280837529
MFN2	5.59789160596954
TSPAN7	3.91796557817832
SGK269	4.30904038391901
NUCB1	5.21142864192335
RHOH	2.99578146730967
MTX1	7.53868531880765
CENTA1	5.19091774693704
ATR	6.49599137171992
IGLV3-25	4.31037064443586
DDX49	6.03607263915226
TACR1	3.46999945800917
SFRS5	6.53830274191115
THAP1	4.10163110113821
RHBDF1	5.31534584131585
RASIP1	3.8560419106765
DPYD	6.51006148718146
MYO5C	7.56960034177119
DOHH	3.93593862988348
POF1B	4.22905363176939
MAPK10	3.74906034118962
ZNF552	4.94435470332911
USP32	6.16760006389088
MED27	6.24671088411466
NCAM1	3.68038667492752
LOC171220	4.68125503597334
PRDX4	8.92351346832831
AGT	3.36481207939830
SLC22A14	4.06010069483213
DAPP1	6.25257261070955
PILRA	3.69906341232803
ATF7	3.98132417355539
ABCF2	4.65314739148851
KIAA0748	3.52710075404152
C17orf85	4.21992033887422
TKTL1	3.46887631710277
FGF1	3.61574861029596
IL6R	4.64171331881898
CHRNB2	3.92122578180051
COL7A1	4.70583410911353
NFIL3	6.51737684249892
LRRC48	3.82647391004934
TM6SF1	3.90289461054271
SPG20	5.08845085680134
COX10	4.09815371601499
DNAJA3	5.84593035504641
ECEL1	3.98497362945013
GCA	6.28989168186193
GLG1	8.04163525792557
CIITA	3.79961413703737
CLDN6	3.41735087397424
EPHA4	6.49588015042763
FANCC	4.70111754095365
MUTYH	5.94776257264355
L2HGDH	3.42484301373722
GPATCH2	5.2827637987848
PSG3	3.2467481357016
ZNF227	3.37686952478687
MRPL15	7.51270309464489
NQO2	7.06374742331763
C21orf59	6.61156068543755
ZBTB20	7.42076915823596
NEU1	5.50264852126431
QRICH1	6.02881055517424
C2orf34	4.49462612255676
UBE2L6	7.04830310231752
HP1BP3	4.98670850724644
MED14	4.53805533316701
TSN	5.69821439939436
TPBG	8.00483920590202
SPRY2	4.96239432158486
LZTFL1	5.39247557263175
OSR2	4.59979732195742
KLHL7	4.25484581865571
XPC	6.05471327532644
GMFB	5.63650857339158
PBEF1	5.9129884405046
CCR3	3.30131825964487
AGTPBP1	4.53598806725453
TMEM8	5.12315759128914
PCSK6	3.64190191430937
STAT5A	4.21108250630311
FAM18B	5.66180875367228
PTPN2	6.1323633848396
SF3A3	6.31008060873987
EFCBP2	3.84475220926722
HCFC1	5.56675412718007
NFYA	3.68287577936795
PBLD	4.61749145464928
PIGF	3.75776792030552
AHNAK	6.54236346168519
ACTR5	4.20802295102274
KIF14	4.79596977715363
PTGER1	4.24504967443102
NOS2A	3.25329294128859
TENC1	5.61039814118699
YIPF2	5.18326978906196
ETV2	3.23778122102696
KIAA1012	6.06437405363672
C17orf53	3.75903297249554
AHR	7.24779513503955
PTPRH	3.76485701602238
ATP10A	4.14430380078496
ATP6V1C1	4.34714053318809
DPH4	6.20485468371143
TAS2R3	3.67388991748898
C5orf5	5.05431019134065
KCNA4	4.04019120965857
COQ10B	7.06470001093192
NMNAT2	3.00704301232950
PSMF1	7.06218336208778
SORBS2	3.77120250621012
NFE2L2	8.23945518675134
SH3PXD2A	3.83643585779257
NRF1	4.24048710968335
SPINK5	4.86652611528092
SH2D2A	4.18501044520711
PRDM12	3.41621638851493
RBBP6	6.77522103769672
OPA3	3.24214267260637
PAQR4	5.918120854459
IFI27	8.1953505783504
SKAP2	4.27258878217258
TJP3	5.8419100006332
C9orf61	4.75950645898817
MT1G	9.34224344174131
HS1BP3	5.38363165835584
IDS	5.37430377140474
PARG	4.76317193587759
OR2B2	3.13081813275737
DYRK4	4.32663301450056
MICALL1	4.25626124704309
GALR2	3.07707729269069
CHRM4	3.52045251116056
RIC3	3.50501835536794
GPBP1L1	6.44331236926468
ART1	3.92604556347898
TBX21	3.29598523817425
DUS4L	4.47376891013527
KCNJ6	3.6494971849668
TNFAIP6	3.91622526818632
CCT4	8.01148678989382
RTEL1	3.81687457526952
CASP5	3.94259235684843
CHMP6	4.57622436759857
BRD4	6.93483536739733
NDUFA13	9.36807704565063
CYP19A1	3.38044124759714
CD151	7.15813967621443
DOK4	3.93722904510676
FAM26B	4.88361226280338
ARFRP1	4.1891179848135
MRPL41	4.04898817721424
CRYBA1	3.13034934762138
HRH2	3.77408345231069
KIF25	3.75365104143455
MTMR6	4.06648489136837
SCAMP3	6.00259494685386
MTG1	4.3224420250849
UBTD1	4.66417414134201
SOX9	6.30508649377672
CRABP1	3.81426169645151
FLJ33790	3.59663417262637
FAU	11.3746168640407
DTNB	4.75773679598521
CARD9	4.27545119467781
PACSIN3	4.71949243605425
OMD	3.52542331193957
HOXB8	3.40978428169627
NSBP1	3.89812574679589
SLC4A5	3.46169113873831
FBXO46	5.62027766995853
UGCGL2	4.31935045654009
SVIL	5.77706293580204
OAS1	4.53851577078206
PHB2	9.2347279848064
NDRG2	4.02691039412878
ERMAP	4.89691984199944
GRIP1	3.31827068890155
APBA2	4.6036218177237
TCF21	4.58882830225572
JPH2	3.41660839317229
DLST	5.24749122706507
SLA	4.15499266389966
AMELX	3.09802485213898
WNT6	3.69333593719612
ATP2B2	3.99905017118324
CPVL	4.37309109038353
RGS20	3.05005803896249
TRAM2	5.02039894630894
ZNRF4	4.26306226675421
ZNF419	4.22066999462557
LXN	5.79245838661274
TLK1	4.39272566820431
UPK3B	4.07729802581064
MTMR12	4.41855614053339
KLHL21	5.33518301497614
ZNF384	4.71473403602011
PI15	3.31333271390691
RER1	5.98983068138785
ELAVL2	3.12299761926764
KLF2	6.38590004404203
RPN1	9.26878255239286
PMVK	6.20625216649394
EIF3D	8.857218471655
SIX2	4.02960890826774
HPS1	4.71198901876781
RNF7	6.5289908073194
TFE3	5.67076191138971
C11orf17	4.29449833586821
SNRPC	7.0291461633579
KCTD13	5.33741597169722
DLGAP1	3.39769356238969
PGLYRP1	4.05296996393825
IL8	5.58356911254781
IRF7	6.8306328024285
SERPINB13	3.25880394279344
SET	9.26365948466321
NAB2	4.55633402704886
MGC40069	3.93540203242061
BLR1	3.59251794457384
LRP5L	4.12859397837584
FAM120A	6.41948627350698
ASCL2	3.34981506332942
PCDHGA10	5.37687336568711
SHH	3.59188650524638
SH2B1	5.14158923146275
ATP5H	10.3236460725794
THPO	3.49163416491354
HIST1H3E	3.46256243089864
TYRP1	3.07102742256502
EIF2S1	5.83272731543774
RFNG	4.94194471918193
RAB20	5.98091216336926
TNFRSF17	3.67078373433019
RBM7	4.62410155521988
TMPRSS4	7.00901479616984
NKX2-8	3.29140132485758
C1orf115	7.7844079010856
TAF9	5.33992052678718
TERF2	5.01576637930032
TNFRSF1A	6.96762328791538
ACADVL	6.90397357456008
ISCU	6.73230905233928
KIAA0841	5.00057619878354
GTF2H5	7.56543589359479
EDG8	2.86929693846412
RAB15	5.13643765068323
HBP1	5.26354286892056
TNNT2	3.93531992475502
CECR5	5.70822436168919
JRK	4.68641108007409
PHGDH	6.98980937772764
XPO4	4.28110822808732
ARHGAP25	4.04113155991326
CA9	5.27880305331079
TLX1	3.14750260438747
GPS1	4.8300075797833
RPS29	10.6938098964626
MKLN1	4.91322206216622
ATP6V0A2	3.73966711204669
EMR2	3.31860459176671
KIAA0319L	5.4853039526182
DOPEY2	3.40454248609
SLC29A3	4.82248525303583
LGALS4	3.96466440542087
SDHD	6.40545040221501
USH2A	2.91912683274785
NF1	4.11942086164878
IMPAD1	4.89408205653725
APOBEC3A	4.16456310257679
OLR1	3.44483923028359
HCFC1R1	5.81176635575958
TAOK2	4.15730020833552
NRAP	3.83531605443987
PPFIBP1	5.17878807732279
LYPD3	4.22525510509164
BCL7A	4.11543599391251
AGER	3.51466674555548
MCM10	3.89033971109777
MAP4K3	4.81043317172096
PFTK1	5.36768695652609
CBS	4.86286253787291
CLK3	5.71421637532108
KIAA0753	5.70713360487762
GABRE	7.72810890927974
FIS1	6.07560465725407
ELF4	7.5181839322759
C11orf49	7.53705602866865
CLIP2	4.27435696582802
CLPS	3.77488787717730
PPCDC	4.36771521387691
KDELR1	4.7213185795031
NT5E	3.48946053939042
FOXN2	3.86800242026202
NCSTN	6.60355186971285
PARP4	6.29783230514583
CD83	5.45222577884986
NPY	3.53899855136216
IL18	3.35576536651482
BEGAIN	3.71889968220824
VPS16	6.1833380985759
SLC16A2	5.97913234636541
SLC35B1	5.68199070610403
C4orf20	4.31428063759493
IGFBP2	8.77550449018558
NOTCH2	5.7800124417224
SIGLEC1	3.95762372252287
SLC9A2	3.74937690966717
CD93	4.34880634829738
CEP164	4.2864907845838
P53AIP1	3.70331399049582
ADD1	6.13477097879554
