Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G01_491276
Composite Element REF	Signal
THRAP3	3.56879021157175
MET	4.6892022710561
PDLIM2	5.52387645561085
ING3	6.52167040290955
PHYHIP	3.61943494808469
CCT8L2	3.31617793377112
ADAM7	3.22604522529893
COPS7A	7.98200043759622
WSCD1	4.06397579899254
SLC12A8	4.84242362489638
RNF185	3.64503146688380
TNS3	10.0149252636953
IGSF3	6.05121375447582
SRPK1	6.68880137554152
MED13L	5.68335832757725
LOC93432	3.04554488088091
C7orf44	7.47877060677877
PTCD3	7.37748645417279
RPL7A	12.0333241882128
TEAD1	5.65869014854619
ARL6IP1	10.4080415080315
CTAGE5	5.28024800743517
SLC25A14	5.18228765272473
LEP	3.36503029433131
PCDH21	4.00313287157788
CACNG5	3.44309568653668
ECH1	6.92802727936114
MAPKAPK2	4.83054480015589
ATXN10	7.13230846672743
LHFPL2	5.36267573019131
CCL22	4.84441786871465
ACTR8	4.19032822462714
PTPN22	3.63773550142068
CYP2F1	3.02391861199591
ITGA3	5.60536794712281
RABGGTA	5.46283024218746
KIAA1033	5.25527714918321
ZNF510	3.69626949406715
SLC26A10	3.25029624905945
STX8	6.06592424196566
RUNX3	4.22549812931228
EFNB1	5.07661990574105
EIF4G3	5.60813139286945
ACSM3	3.60235679687472
C5AR1	4.13184565937301
SIGLEC8	3.44969702752080
ASCC3L1	8.4207829050548
ZNF623	7.02554918858116
A2M	10.6453775301267
NOL8	7.57012727913196
GRPEL1	6.04953068530544
LMNB2	5.01703197793920
ROCK2	4.38158136752335
SNX16	4.16654544714577
Magmas	6.00306302478453
ANXA3	7.17196533601918
C11orf2	8.43856827168593
VKORC1	7.25733388634224
TRPM6	3.49788411128730
KIAA1609	4.36202700884615
FOXK2	6.36322803049842
FEV	3.43394716671467
EED	6.27601319589648
RNF32	3.27703761701542
PDCD5	6.6626776101394
SLC8A1	3.24056033272562
HES1	8.31132800017137
DGUOK	6.99747549497319
CLDN16	3.89051858450741
CLC	3.39217681601523
ISL1	3.84003276761422
C1QTNF3	4.41394021975072
GAGE1	2.85835641405649
KIAA0528	8.26323939458977
VGLL3	3.07853051072955
MANEA	3.52434694046822
C1orf61	3.84018474997338
SUPT4H1	6.59300294413468
CD1A	4.08919279889064
ASAHL	4.103731537957
TRAF5	6.0818452029604
RAPGEF6	5.87939020716833
WHSC1	5.3971345823408
NEIL1	3.95313180006543
KIAA0020	7.60600594413193
C16orf45	5.88092625940302
GFPT2	4.15993629905614
RBM10	7.04743365310198
MRS2L	6.66239913314622
DNAH17	4.4057546016528
STARD5	3.66455036449
C19orf10	6.62994542409651
SIP1	5.09153933765732
DNAJC15	6.65014895337225
C1orf160	6.19347557955047
SLFN12	4.51110126073663
STAU2	5.57645528312552
FAM98A	7.53732624328668
EXOC3	5.90843275355722
RAD23B	8.47973586580784
HIST3H3	3.65724516841518
NCOR2	4.2738293129767
TNFRSF9	3.16226546438185
KLK8	8.93302477580903
NOL1	7.73948881401235
ALX1	3.52219214459681
CCNE1	6.70217575090659
PKDREJ	3.7567170523335
TIAL1	5.80095991830334
WHSC1L1	4.14415627246099
HIST1H1E	3.48132952259693
SMUG1	5.34051162340629
TM4SF4	3.75555581206185
NPY6R	3.40200209288410
UFM1	7.56763537528859
AP3M2	6.88775702896068
USP14	8.78966308516064
CORO2A	7.61619815109973
ETNK2	3.72693417017537
APOE	4.99120946743777
ANGPT4	4.02443342745235
DSTN	10.6738532646184
SFRS14	5.94576833567826
FRS2	3.17547675961521
NR2E3	4.27459740342569
ST8SIA4	3.46521601000601
GMPR	5.64220057443640
TUBB2C	8.30148265871243
LOC730092	4.430795670585
ORM1	2.98633614201896
HSPD1	11.0757574062016
C5orf13	7.1478914982819
F2RL1	5.52093310316304
PLEKHA9	5.16998400939398
ZNF232	5.60521815493905
SLC6A7	3.50967269249027
ADH5	6.09105971091143
SHBG	3.58514834466873
DSCR6	5.43056969850001
CROCCL2	3.50757255003476
CDIPT	9.07905876854587
SLC16A5	5.35102696429891
TUBB	9.4306536606402
GAS2L1	6.5241951917806
TOR3A	6.0301092337352
PREP	5.20510415235056
RFX3	3.816575505236
CHMP1B	6.11594726202983
COPS4	7.43435296551376
MYH6	3.11619180031727
BCHE	2.98936565316771
MAP3K13	3.93433336814568
LCMT1	7.45140557474185
EIF1AX	8.91067703725026
SLC24A5	3.13580555648714
BCL2	3.85256094030972
HBZ	3.29350630916116
HCRTR2	3.47501458858621
TJAP1	6.03088010278995
MAPBPIP	7.53827799110333
TMEM156	3.18641231122176
MYO15B	3.91774592380858
ZNF239	5.94561850715177
KIAA1324	4.03282581720902
PLCL2	4.97667974847919
C4orf29	4.90622012025493
SNX19	6.59803511627243
NAALADL1	3.17883806378938
DUSP5	7.59930972014024
GKN1	4.0669379497807
PXDN	9.18476988472973
FCN1	3.586866582118
SLMO1	3.75705972672119
TNXB	4.05699386030071
C1QL1	3.38388421424094
BIRC7	3.89572309646952
A4GALT	4.68408115162357
TIMM22	4.85173522317672
ABHD9	3.35584076109116
TOMM34	6.35994120484965
ZNF35	4.33319275618557
LIMD1	3.97566598761327
CARD8	4.89098375563751
KIAA0286	4.92164774755308
CD6	3.99952912065678
RSRC1	5.53461089404195
TOX3	7.38514066834446
C16orf35	4.5692126627301
CRHBP	3.34399879290469
PTRF	5.81623681632049
FBXO24	3.12055224653477
CHST11	3.92568681074815
THRB	4.17871317034791
RNF39	4.48110344365551
MYBPC1	3.36215586659553
PSMD11	7.0658016684223
ALAD	5.11619402176001
AQP2	3.10344854007210
EN1	3.39100071257775
GSTM4	4.79565435340097
ZNF187	4.43872726892136
CDC42BPA	5.70009613527179
F7	3.57101850982526
CNOT1	6.86135161515843
SLC13A4	3.45903506595803
ZBTB11	7.142099732345
B3GALT5	2.93472938532815
LUC7L2	7.58049861419017
SPTBN1	4.70647715274815
EXOC2	4.1539178122129
LSM4	7.44480044036206
IRS1	6.87776744285149
TMEM1	4.90276473106803
MRPL34	6.91559558738506
SAMM50	7.07746754678422
CDC42EP3	6.55244606984604
HSF2	4.05567565062887
SRP72	7.79153662715699
MFN2	5.69232230955049
TSPAN7	7.00009888663518
SGK269	4.53751548189894
NUCB1	7.03267686078937
RHOH	3.31497440902849
MTX1	7.93479317343161
CENTA1	5.45711719064932
ATR	5.65312147238778
IGLV3-25	5.79018421065781
DDX49	5.46376556925066
TACR1	3.58057405904499
SFRS5	6.72692887077633
THAP1	5.18173431951779
RHBDF1	7.06937453550105
RASIP1	4.39024559229952
DPYD	6.18897557238843
MYO5C	9.49594820131542
DOHH	3.37558237992728
POF1B	3.20210035224155
MAPK10	4.23963946082388
ZNF552	5.70892115916275
USP32	4.91525629536881
MED27	5.97250990702987
NCAM1	3.76921678522623
LOC171220	4.35759213893796
PRDX4	10.3389646958459
AGT	3.42354605266388
SLC22A14	3.6398444395095
DAPP1	6.43253489164265
PILRA	3.82169468153641
ATF7	3.86521466230825
ABCF2	5.44739744026637
KIAA0748	3.28035223526821
C17orf85	5.06006110262365
TKTL1	3.48795567817901
FGF1	3.55398100282108
IL6R	4.55946275061588
CHRNB2	4.01871177578519
COL7A1	4.28428035006227
NFIL3	7.23618401291865
LRRC48	3.37329955929739
TM6SF1	3.62899890741285
SPG20	4.76774377997338
COX10	4.8316132294643
DNAJA3	8.03838135113842
ECEL1	3.94796629337019
GCA	5.57961943682311
GLG1	8.28829582043175
CIITA	3.86325304449767
CLDN6	3.05366724303743
EPHA4	6.67565408292084
FANCC	4.2854853325964
MUTYH	5.81920018616566
L2HGDH	4.95644413579397
GPATCH2	4.32350809391292
PSG3	3.33979591863528
ZNF227	3.33908108227521
MRPL15	9.05807382810246
NQO2	7.6865346160795
C21orf59	8.06009343634192
ZBTB20	5.11028241387044
NEU1	5.51306697111355
QRICH1	7.31974666959745
C2orf34	5.05046878932769
UBE2L6	8.72429078372849
HP1BP3	4.73206067882675
MED14	5.11395831404321
TSN	5.62659436114044
TPBG	8.36210073883209
SPRY2	7.88025472391792
LZTFL1	5.73727323832484
OSR2	5.78171599256573
KLHL7	3.37860139540437
XPC	6.71007091245448
GMFB	7.78532524410774
PBEF1	8.14852856091463
CCR3	3.11378221944543
AGTPBP1	5.70180128386989
TMEM8	7.06569075175036
PCSK6	3.91684283216815
STAT5A	4.32440032424203
FAM18B	6.84556623575161
PTPN2	5.53658907808058
SF3A3	6.22787986430276
EFCBP2	4.19425157601131
HCFC1	5.57956500271193
NFYA	3.76219445948485
PBLD	3.96584821126087
PIGF	6.1859937539468
AHNAK	7.40162146148775
ACTR5	4.32050557883694
KIF14	4.74113170021555
PTGER1	3.82454694885166
NOS2A	3.14146574885275
TENC1	6.3960794903536
YIPF2	4.75655734050196
ETV2	3.11744652932035
KIAA1012	9.08954180661675
C17orf53	3.89398266295059
AHR	7.12729490412703
PTPRH	5.12374837072324
ATP10A	4.24604744185391
ATP6V1C1	5.18383933995811
DPH4	6.76666639339035
TAS2R3	3.11976627421450
C5orf5	6.63928748815147
KCNA4	3.63421614013425
COQ10B	7.16522658962857
NMNAT2	4.15483510204483
PSMF1	8.39746090885003
SORBS2	4.97701433600325
NFE2L2	8.39930504822939
SH3PXD2A	3.83120652301714
NRF1	4.25430737526502
SPINK5	3.92293503813068
SH2D2A	5.40921041185333
PRDM12	3.22187529968222
RBBP6	7.67693348987
OPA3	4.1066233198332
PAQR4	6.98453197850375
IFI27	11.2937546603944
SKAP2	4.49537271645015
TJP3	5.93915977067546
C9orf61	4.96486795633587
MT1G	7.35038134635531
HS1BP3	6.06730764773535
IDS	5.17837459700649
PARG	5.9890693566122
OR2B2	3.11891003137701
DYRK4	6.36565297357117
MICALL1	5.2634365598708
GALR2	2.94880049038816
CHRM4	3.59888747547897
RIC3	2.90926603536054
GPBP1L1	6.43921303459245
ART1	3.62081259325182
TBX21	2.94108298919388
DUS4L	5.22244263939648
KCNJ6	3.60805083106491
TNFAIP6	3.72550220900693
CCT4	10.3874929335566
RTEL1	3.72584530637383
CASP5	4.00429334359107
CHMP6	3.90419809255273
BRD4	6.55392090674026
NDUFA13	8.97482837200606
CYP19A1	3.30203656519528
CD151	6.34542528064073
DOK4	3.92109191105606
FAM26B	6.85449852338026
ARFRP1	3.99412749736196
MRPL41	3.30977455855455
CRYBA1	3.26539528537699
HRH2	3.46425207875326
KIF25	3.63644761447501
MTMR6	5.19211654294654
SCAMP3	7.36552589620619
MTG1	5.40407050772272
UBTD1	3.85424064004155
SOX9	7.27205093960135
CRABP1	7.3540222639347
FLJ33790	3.20467322487528
FAU	11.3543863351228
DTNB	4.62561889028603
CARD9	4.70396702663612
PACSIN3	4.54705702307728
OMD	3.20750904252554
HOXB8	3.39474449579751
NSBP1	3.39482926087282
SLC4A5	3.45457253358801
FBXO46	6.97358500517669
UGCGL2	4.32112891097059
SVIL	7.0352832264085
OAS1	5.56878766072253
PHB2	11.3402369586616
NDRG2	4.45181768405748
ERMAP	3.48297679607212
GRIP1	3.16218062652017
APBA2	5.48715640228289
TCF21	4.01924559245642
JPH2	2.99394815374154
DLST	5.87085543050743
SLA	5.50496285027967
AMELX	2.78707386621865
WNT6	3.3535972634639
ATP2B2	4.05874007973103
CPVL	5.32782877494768
RGS20	2.98036274958498
TRAM2	6.32774052844685
ZNRF4	4.56579252097532
ZNF419	5.07097748692629
LXN	4.90257154591456
TLK1	4.71417077370783
UPK3B	3.99307754121992
MTMR12	4.12377536207997
KLHL21	6.40022017488655
ZNF384	5.43095922626357
PI15	3.53946058135814
RER1	5.75833485534785
ELAVL2	3.26640711047746
KLF2	5.60767436502629
RPN1	7.75367939799796
PMVK	7.08820076157069
EIF3D	8.54802707734932
SIX2	3.43145284274375
HPS1	4.77836774232448
RNF7	5.92280069087862
TFE3	6.19516686853416
C11orf17	4.80913301097231
SNRPC	6.8550170042746
KCTD13	5.72304708372341
DLGAP1	3.24752643036134
PGLYRP1	3.77135909367646
IL8	5.51201414170452
IRF7	5.82355645866718
SERPINB13	3.06842503041713
SET	10.0479529566498
NAB2	4.87581795686259
MGC40069	3.39341716834009
BLR1	3.4835449454646
LRP5L	4.97155293828035
FAM120A	6.7898516033252
ASCL2	2.92827935516646
PCDHGA10	5.29031195911062
SHH	3.21615983968072
SH2B1	5.38371760613544
ATP5H	9.96160080213697
THPO	3.37745865234350
HIST1H3E	3.69346334832544
TYRP1	3.54214438616285
EIF2S1	6.56417368458389
RFNG	5.14793496094677
RAB20	6.87354896751718
TNFRSF17	3.74568817069262
RBM7	6.82076318332154
TMPRSS4	8.80715147680659
NKX2-8	3.11161615141552
C1orf115	6.71057387799455
TAF9	6.89857380360954
TERF2	6.79613310864654
TNFRSF1A	8.42107065885575
ACADVL	6.94226758983227
ISCU	8.07073711678403
KIAA0841	5.66504439493162
GTF2H5	7.87914720806982
EDG8	2.92606248955182
RAB15	5.05548484876039
HBP1	5.2525255479498
TNNT2	3.48787179708810
CECR5	6.5996576186353
JRK	4.94937817428103
PHGDH	8.30557779201669
XPO4	4.22940663210231
ARHGAP25	4.66652070448972
CA9	6.19157464787145
TLX1	3.45559236476724
GPS1	4.83389891585132
RPS29	11.8789183831236
MKLN1	5.92862454350397
ATP6V0A2	4.35440476496068
EMR2	3.41380118836686
KIAA0319L	5.779433523361
DOPEY2	4.70309765462065
SLC29A3	5.45049542361925
LGALS4	4.0693368361102
SDHD	8.29851976639993
USH2A	3.06566232284524
NF1	3.84140684763789
IMPAD1	5.33937268693985
APOBEC3A	3.39624781331334
OLR1	3.57687169117731
HCFC1R1	5.87175298918854
TAOK2	3.74914874997887
NRAP	3.73491155409647
PPFIBP1	6.17346289106327
LYPD3	5.29522901420285
BCL7A	4.81193172935439
AGER	3.47600387828633
MCM10	5.1219487552307
MAP4K3	6.70916786749555
PFTK1	5.87902218643222
CBS	6.81266363255934
CLK3	5.93265405938159
KIAA0753	6.06941747882431
GABRE	6.18403252125636
FIS1	7.61225929267628
ELF4	6.66106456619131
C11orf49	7.4977189565124
CLIP2	4.74298287739546
CLPS	3.78536665552057
PPCDC	4.77964602410362
KDELR1	7.20953993073156
NT5E	5.72899198221714
FOXN2	3.36777959058579
NCSTN	7.70130297148129
PARP4	7.31967625498413
CD83	6.38044137971466
NPY	3.30029739389473
IL18	3.90090678223958
BEGAIN	3.61378406989245
VPS16	7.2736209009412
SLC16A2	5.47408813804137
SLC35B1	7.27543911692018
C4orf20	6.15658307478893
IGFBP2	8.8301961230037
NOTCH2	7.03997693675255
SIGLEC1	4.41978945651254
SLC9A2	4.00222030644747
CD93	5.08814316558292
CEP164	4.07500688785468
P53AIP1	3.28725385652996
ADD1	6.14818189716318
ZNF136	5.475355560722
ANP32A	5.07753339379094
MGP	9.28943159953928
DNAJC1	5.40127875525874
CCDC144A	3.13992350900309
ACLY	5.65286367775656
TRPC1	3.63854584059496
CYP4F12	4.06870989836887
FKBP5	4.55399435716575
SMS	7.73152071494265
MAPK7	4.7402716780644
RRAGC	6.58313534704504
PARD6A	4.89081467887647
CCDC85B	4.68074281552887
SYNGR4	3.32910035021046
WIF1	3.19660948006343
GCH1	7.4717688474289
STRN3	5.22463676812787
TMOD2	3.0354087559761
FLI1	3.62373226849205
DGKQ	4.10461746815455
MAB21L2	3.03158998864725
SCNN1B	3.56290594629461
ECHDC3	5.12104114673216
TMEM106C	8.83420358067922
CSNK2A2	7.51265608171567
GPRIN2	4.3973782568945
CPA4	4.27224861328638
RPL39	12.7878825376704
HERC3	3.72494396842985
MELK	7.4489940682408
IL15RA	5.69357181971784
HMBOX1	8.03574031631549
CUL3	6.17541919424066
PODXL	7.51358713457776
CCT6B	5.22722224881069
GPX2	3.83559006359083
ITK	3.80450033262305
CLIC5	7.62409932348972
RABAC1	8.45830635083453
YPEL1	5.66392265628471
DNAJC4	4.14525661348824
NR1D2	6.49885821283212
KIAA0776	7.17125622072307
FBXL5	6.29583856423305
C13orf27	5.05722925806571
DEFA5	3.15682159326441
TRHDE	3.17191098895452
ZNF536	2.99866996120741
MEF2B	3.77197852572296
UQCRQ	10.3415934730511
ITGB2	6.84622254096444
PTPN4	5.50176686054988
STX5	4.95474379925071
CD72	3.78344591121225
ERH	9.03611541114012
XRCC1	5.6825120209316
VEGFA	7.86204581992525
MPHOSPH1	4.87965569229062
MORC1	2.72645922516108
PARVB	4.1656162556096
ELL	3.75956913857750
SETBP1	5.29546950193995
CDH11	4.81535495371051
NDC80	6.06593738596332
GIMAP6	3.79933390021221
AREG	3.89299992676375
BAT2D1	8.29224635565022
CDS2	7.02869372295751
LIPT1	5.43377834727338
SENP3	4.61381756091796
IL1F9	3.62320948079406
GRIN2A	3.83698657615665
MAN2C1	5.56801396556295
NSUN5	6.77279801569498
SF3B5	8.11041417035604
CEP72	5.7029324231482
MYC	7.47567975592174
NRXN1	3.17755153858547
DECR2	6.06067894717358
SLC37A1	5.2681794546408
SUPT16H	8.2891222629501
MUS81	6.81373090108468
PHYH	7.10959507764666
ULBP1	3.6215477611334
OIP5	5.9975392385927
IL10RB	6.7905657592525
OTUB2	3.42110726627307
NELL2	3.46316874142629
MAPK8IP2	3.80719305273372
ARHGAP10	5.20370212182792
POU3F2	3.30418850277714
RPLP2	8.22155776926047
FGF22	3.40898375325751
PSCD4	3.83863362430421
TRAPPC6A	6.30735731219405
C21orf2	3.6662082882659
CEMP1	3.40816450647179
IL1RAPL1	3.22747375566789
LIN7B	3.89560597423156
VCP	7.67916854404376
NKX2-1	3.57598799269989
BGN	5.44633809761977
LAMA3	7.96125431715792
APOBEC3F	3.1561455855786
COCH	3.79005949189399
SCGB1D2	3.91089822778457
SP4	3.37106950477113
SLC11A1	3.85053195715840
ICAM2	3.58620620164127
C21orf25	7.39971653596892
SH3GL1	6.4778422436347
RALB	5.62370570388035
GSK3B	6.22921106943799
GNGT1	2.85168766836227
GPD1L	7.13191252373044
VPS37B	5.84858034480889
TNFAIP3	6.49376604793297
C6orf32	3.73178347290096
ATG3	7.46739895400633
KLHDC2	8.4820975567192
NDUFV2	9.48905451142156
PANK3	4.60236121482798
BLK	3.10888189712861
MATN4	3.18619647236327
GPM6A	3.25133027456207
WDR82	8.35680562500087
APOM	3.8040663080854
PKP2	4.55633847125645
C1orf135	5.71415945170463
TRIP10	5.9578913097364
HRASLS	3.91813914792619
TESK1	6.24681944734051
FSD1	3.78377790066798
SFXN3	5.83300336136511
MMP1	3.88615714635188
CA12	7.33857100626551
ZNF611	6.72093934520848
C19orf58	5.8392961661084
NCOA6	8.43611396505827
PDE6G	4.22566551564923
PPP4R1	8.1918178407455
HLA-DQA1	3.42983884288486
GCLC	6.9255490977023
MAN1A2	4.23245225484108
SEC61A1	7.79273827433116
IKBKAP	5.63958613796387
TWSG1	3.84329763202266
UPF1	5.72042588989333
KIAA1219	6.2701346080188
CTDP1	4.27101612884367
ZMYND10	3.5332851693113
WNT16	4.22712380837086
ADAMTS6	3.39352112662962
SNW1	7.73453535978686
IL18RAP	3.92271350814934
RPP30	7.47518904375985
KRT86	5.9452870968996
CDC40	4.83114330311685
SLIT1	3.74238427842213
KIAA0574	3.60083871238262
GTPBP2	6.04592393272178
SETD3	7.61481058733259
C15orf44	6.20685906066924
PRRX2	4.07195411076098
GPR110	3.28538965966426
C11orf10	11.1137482059182
MKKS	8.1158385474055
ELK4	3.36124438237112
ACOX3	3.99945462593605
ADCY1	3.64563105920996
KIAA0372	6.37838019606338
TP53AP1	4.10555416706525
RHBG	4.06654089505821
SMURF2	7.88523154243827
TP53I3	5.70192805533315
EBP	6.79984245620792
SLC22A3	2.81570625873193
TOR1A	7.03159200773897
P2RY4	3.40081769217164
TRPV1	4.45232420218159
ADAMTS12	3.51567686197077
PES1	5.4066195900585
UCP2	9.8126254452672
ATG4A	4.90786694316986
FOXG1	4.05338303517387
MAGEA10	3.82581428157597
WFS1	5.48514742658498
TRIM24	6.29911758434524
PABPN1	10.2472357963533
PROC	3.41031832456216
SLCO1C1	3.59998115136966
SLC25A30	3.19242948158098
SLC22A5	6.0376907170951
DEPDC1	6.24130108849979
KIF23	6.42710116380011
SYN2	3.80723295663386
ASPN	3.28898952905588
CENTG2	7.78665071735452
ZDHHC17	4.52395049479362
VNN3	3.46719444326247
KCNH1	3.70594513367337
PPARD	5.16352745309969
PSMAL	2.87476414743722
FLJ10815	5.66115222715135
YBX1	8.57720475415917
STK24	8.63514694964468
SPEG	4.9077380606033
STK10	4.38942193470573
ZNF695	2.65451388238827
SCTR	3.01233536859175
AAAS	5.4550846093127
SSX3	3.33439891696008
ABCD3	8.11519085111657
MTF2	6.23771252421141
FIG4	5.55550611307653
TMCO6	5.90277163005939
C9orf46	7.20908086819725
ATP6V1F	8.78775572698433
IGHMBP2	4.99800956221268
CCDC94	4.16476133691474
EGR4	3.29362501796562
DUS2L	4.47915979835661
FAM3C	9.55141983908356
DCTN4	4.42744073260912
EIF2AK2	6.8773968546497
CST4	4.65206977035267
CCL11	3.72180199780064
LMO7	3.88098341282396
PAM	8.58487467224076
NUTF2	6.75805166990614
ADRBK1	5.14173733428903
ZNF84	5.57523096328539
SLC39A4	8.38516687399088
CITED2	5.16165504315414
C12orf49	4.82480776713067
GRM3	3.27005031993393
CCDC49	4.16362249920231
STARD8	3.93049480472377
FNDC4	4.34422939090155
SIAH2	5.44289200292876
CCDC103	2.79943657439423
ATP5A1	10.3529229003840
HTR7P	3.26177213173238
LALBA	3.26442699362547
RMND5A	4.98637129948821
ATP5J2	10.0488488606628
PSCD2	7.14791167753913
MMP3	4.37893088248938
ZNF409	4.43042907010984
CRHR1	3.45926012610738
WDR70	6.86907078292588
ZFAND1	7.1810647300027
CCL18	3.56494467488454
KRTAP1-3	3.29746641143414
RINT1	5.64428066305782
NRN1	3.48784260924897
SPAG5	5.65386856501736
KIAA0408	2.97511255972324
F13A1	4.87247283246198
DNAH7	3.4614903136214
SLC10A1	4.32767571042011
BRCA2	3.63962587967346
ACADM	7.71792174342509
GIPC2	3.0659066616816
OGN	2.88820357816723
RAGE	5.12590750358944
XPO6	7.20162171764789
FMR1	8.8500015570189
DUSP3	4.93886320774626
ANKMY1	3.36995151998491
CHMP2A	8.2685894000872
FAM8A1	7.76996139792466
GPR21	4.00582480072741
BBS9	4.19531212590113
UNC119B	6.91121513526301
SLC12A3	3.53490388335459
ZDHHC7	7.00728396451404
FVT1	6.75209087783392
ENTPD6	7.14371359695103
PPP1R2P9	3.30405923740302
ERCC4	4.18858099844334
MMP8	3.02575007250591
HMHA1	4.51805879627102
RAD23A	7.78311344557811
ACY1	6.88825737778441
MT1E	9.08779042089053
PPP5C	4.73049138634973
GPR20	5.34825390218475
RFPL3	3.29850690136415
GHITM	9.22304762470843
SCAMP4	5.79622412648223
NARG1L	4.62259747918775
MYO9A	5.76711969710108
BLMH	4.30714687697965
NDUFB7	6.91882321166608
ADCYAP1	7.24848513634999
SP110	5.73722763753008
MIER2	4.39280308554709
KIAA0513	4.08061180708148
SH3BP2	4.18762769110621
PNMA2	3.53432342652317
MAP3K7IP2	6.22402729535923
AGRN	5.59346202109225
CEP290	3.5110685566487
ANXA10	3.80120046034977
RTN2	5.69982224768192
C14orf133	5.6147828471485
PRPS1L1	2.97500442099539
PRPH2	3.72314491475778
KLRA1	2.90538553590177
IRX4	3.46755356180307
GOLGB1	6.07836991067561
GPR97	3.41726909615202
NFKBIL1	3.89108298510133
CHD7	6.29487745999939
APBB3	4.95376981914426
RPS10	9.99883589585536
HIC1	3.12303220504768
TLE3	5.4940074920207
PSMB7	9.26516890788245
IAPP	3.31384625564838
SHQ1	6.43140986528215
API5	5.88489937542936
GP1BB	3.61648625037603
FTHP1	8.8747099360664
TRIM6-TRIM34	4.14432823176233
SLC6A1	3.7047781580595
OCLN	5.25597423982876
NAGLU	3.98208672228132
PTTG3	5.07569555788178
FAM117A	6.11211779531
SPRY1	8.34968280415903
FLJ10781	7.7030495873142
CDON	3.4141020834231
SH3YL1	8.59763329690558
IGKC	3.98954963829602
TREM2	4.47029345179494
MMP14	4.3712908970659
SERPINI1	3.50319441692174
HDHD3	5.4849386578247
DYNC1LI1	6.47283273671083
FASTKD5	6.8543657349134
TDRD3	4.96464396062498
THSD7A	4.65221061794439
NDST3	3.06848883129440
CXCL2	5.9596975086181
DHRS12	3.85123777372509
MAP3K15	7.78545695821419
FBXO9	7.38536807535754
APPL2	3.71874962692334
TNPO1	8.03895832896991
CARD10	4.53405466798796
MRPL13	7.63026190282109
SNX5	7.35168954500164
EEF1D	7.83913034287643
RAB6A	3.77537708915106
SOD1	10.5129732084793
C12orf5	5.87518773258527
PACS1	4.89258904368648
PAPOLG	3.61658787915
CHML	3.54941642250597
SIRT5	5.6993068338469
MSRB2	6.8620726917578
BCR	6.6740225068612
PUS3	5.79991397758514
CAPN2	10.1692872252587
FXYD5	5.65146036674489
TWISTNB	2.91390134102016
UBE1L	6.14606814687263
UBE1C	6.99484482158024
CHD2	3.18883616356012
C15orf2	3.53623286589395
FZD5	5.59043343066954
NR4A1	5.44729968931237
LOC339047	7.75695480596554
TRIM17	4.34853460906658
ZSCAN21	3.22859383890862
RPL15	11.5403107605983
ATP5G3	9.27883154697654
PRC1	7.85818574669979
ADAMTS8	3.5662058613672
ABCB9	4.02137058292231
HOXC4	6.62946901939235
TRAK2	6.18702775829993
STAB1	5.6227402283243
CEACAM5	9.32022762937192
MYT1L	2.87580680401409
RASA2	4.01412044432446
LRRTM2	3.5120640698977
STAG1	5.88390763432727
OSBPL7	3.69694057899494
GIMAP4	4.96904734850097
FUT3	4.07711250791931
DBI	8.75444950415636
LPIN2	6.50264621490852
PAPD1	6.96333400863816
APOOL	4.20388698781291
DIABLO	7.39454551376241
ARMC9	3.94909742296778
RPS6KA4	5.05417155344206
TRHR	3.50892536655701
SLITRK3	3.6398459847642
TGFBRAP1	4.86140680411888
FAHD2A	4.54205910895947
CNTN1	3.21410608284416
ZNF211	4.90472409795883
BBS4	4.87823636865325
TMEM181	3.38403815146406
PFDN1	7.23893574224097
MINPP1	5.8443986161546
MPHOSPH6	7.2835897419013
RGS11	3.58894504713154
HOXC10	7.80277281641396
ITPKB	5.95361629049975
HS6ST1	3.6659726580584
AKR1D1	3.42322403495732
TNP2	3.32813937613614
MEOX2	2.76122250999728
EML4	6.96574272204807
SGTA	4.96768730895874
ATP6V0C	10.0084775217536
PRPF8	7.67375020038
PSMD6	8.51523374452565
HIST1H2BI	4.09897178130317
TMC5	5.92838183592658
FKBP3	8.89494484566347
FLJ20273	8.65645901560179
PLEKHB2	7.89618030909029
RPL28	9.67041615739869
NOX3	3.01833076959529
ZNF544	7.62453801527271
EPYC	3.46092390614484
ELAC1	3.16028430542848
METT11D1	7.36463644181666
BIN2	3.73961314084827
NACA2	3.27717528692233
RPL18A	12.2391546165568
UBOX5	5.20756012884599
TCERG1	8.966740862422
MPP6	3.98939943750641
KRT16	5.11377220620062
UBE2O	4.75669893422579
KLF5	8.25969140648258
C9orf31	3.96265846636856
APOLD1	5.94363596671179
UBL5	8.11403713642981
ARHGAP29	8.59950121657616
TNFSF8	3.22274066873887
PDE5A	3.28740436509328
CDR1	2.92161733237201
FBLN2	3.77317352264869
C14orf104	5.52791554456592
HBE1	3.61961047178992
ROBO4	3.19963670303912
C1orf108	7.03167983549367
FOXI1	3.00861942403704
BCKDHA	6.98035812957824
RAB4A	5.71301652062525
C11orf80	4.82865522833402
MYOC	3.68946026595414
GIF	3.78273351954379
TMEM39B	4.75563068342594
RPL3	11.9023435541563
THBS1	4.44615708874081
APOO	7.78819289292075
ATPBD1C	6.03936505509283
FARSA	5.53319889144162
ARMCX1	4.27224192016801
EIF4ENIF1	5.71734884594222
CMAS	5.4422852095953
OR7E24	3.73650938965741
TNFRSF21	8.88394547181262
PLAC1	4.48784003382305
KLHL18	4.74466623568243
