Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H08_516370
TNNT3	3.76321743326795
FBXO11	5.40802738003655
GYPC	5.59243205768567
PLIN	3.86696504460655
RFXAP	3.46745890847351
C6orf15	3.61347845646680
RNF4	7.83835730706718
F8A1	8.2419300684242
PPP1R3D	5.07659527937091
GRB2	7.60357201689866
TPM3	2.994059717247
SYT13	3.93295640538693
EPB42	3.64941550132894
RP5-1077B9.4	5.23963509096024
EIF1	10.3823261254762
CETN3	6.47761450590633
FPGT	4.59323061987677
PRY	3.45982418597944
NTHL1	5.23539256118047
POLR2B	8.5722510349956
RPS28	11.7586321148362
GDF10	3.08267321523893
COQ9	7.4932182829122
P2RX3	3.03587033562758
GCC2	6.58075138492159
RARRES3	6.206868150218
PLXNA1	6.37523528764248
WBP4	4.80495096147178
KIAA0100	6.45751790286148
PMF1	6.23833548901955
HS2ST1	5.48857837955668
CRELD2	6.70278069779015
C8G	3.0993584058752
CD82	5.13275277274381
PMM1	4.77049109897344
CBLL1	4.41867477195933
LIM2	3.40115334505892
VAX2	4.29863456778092
SETDB1	5.57074133307168
LRAP	5.50037047370841
GCLM	5.63998284361545
CPEB3	3.19416589258202
PPM1A	5.62487040393089
INTS1	4.29779411101978
MMP16	3.29197850005163
CAMTA1	5.49947014443195
SAMSN1	6.50298836497359
DRD3	2.90575010633751
GMPPA	5.12689537756806
C11orf73	4.82468251032751
AIPL1	3.96252070761571
PTP4A2	9.63760959444323
IL24	3.39695369331630
BDKRB1	3.02927121685809
HPCA	3.84088037885565
MLF1	6.57512626347139
SEC14L1	6.37166299891819
CHFR	5.89931423169536
EMILIN1	3.84136845378388
THADA	5.91036568475861
TAF12	5.33311876260416
NDUFS4	7.13431397506553
ID1	5.88643246034307
PIK3CB	4.18571540433282
COL18A1	7.95117619851918
PDZD3	3.22791275923767
TBC1D17	4.73070707358096
COX8A	9.5689266754302
CDCA4	6.74670056772845
C2orf44	4.86362444775155
C9orf16	7.70783545690302
ERBB2IP	8.00007377867069
EMX2	9.84234756171352
FUS	5.82853514732794
NIPSNAP3B	3.65424475292409
TF	3.26502879933728
CXorf56	4.99083004102243
CLCN4	3.85499446963528
PWP2	5.61776181176142
MMP15	4.04167251857601
MTMR14	5.81242235022355
NPR1	6.78851403433606
DNAL4	5.55096021519944
ELAC2	4.59499198251077
ASS1	10.8351279863877
IPP	5.29680434874541
TMEM59	9.3074281916501
POLR2J	9.25309409613427
SEC23IP	6.162407310749
RGS4	5.50154493376929
UQCRC1	8.79411815380791
SNX6	7.19527171968412
DDX18	6.36802227694558
POLG	4.42920328728218
ADAM23	3.85743519687705
ZNHIT2	4.0837769797304
TFR2	3.24426060440611
NCDN	4.07136906694375
RAG1	3.33815244878891
POMT1	4.5986136713671
CYP1A1	3.47571376683851
SNAPC1	5.13817881972304
GNA11	5.36736089063907
CCDC52	2.81577572784140
CAPN1	6.2409972645561
DDHD2	6.63836840717066
UPF3A	5.1586121534475
LAGE3	6.05277598519165
GNRHR	3.08287442013417
UNC13B	5.21734214188116
TTLL4	4.49289714998617
PPBP	2.89953256144419
HTR3A	3.92642875008813
SDC2	5.88067632667025
ANKRD49	6.95637305515363
BTF3	9.88113515724432
COX7A2	10.4884044327469
SARS	7.94904539959284
C13orf18	4.14958479750759
CACNB1	3.7597397920539
QKI	6.29333356057977
SETMAR	5.49327986188058
LAMB4	3.27452361282463
MAN2B1	7.20829881652071
EML3	4.7588363181649
ACADL	3.22578670418001
OFD1	6.75360289520143
CGA	3.32465797087083
EIF3EIP	9.94244533030114
PEX16	4.91873642505528
GNG12	7.07667502814537
HABP4	5.20743888897455
CNTN2	3.64850570450926
ASNSD1	7.36966776203114
FUT4	3.9467420204551
DBH	3.41862485016193
CD53	8.73089858427617
HIST1H2BJ	3.13601920682602
TFAP2B	3.1458426112726
ACF	3.65547241889927
TMEM11	6.03700159618628
CDH8	3.46191840707706
C3orf32	3.61485887868824
AGPS	4.58982656038625
C4orf18	3.34568732039253
PCCB	7.91550778579003
IPO13	5.07867659890121
PECI	6.69280160256115
UNG	6.98242763126592
C6orf105	3.9889123467545
GSTP1	8.38171416664226
SUV420H1	7.05053754080145
ARHGAP15	4.57134308858286
LTBR	6.27675996639619
TDRKH	3.32644923766761
PSG4	3.57536924312559
SLC9A3R1	5.7998096579265
NBPF3	9.69829357836386
SLC9A3	3.61200579407174
OSBP	6.27691767736807
PRR5	4.74322064466632
CHMP7	5.97911463568948
ADRA1A	3.10786181748305
ASAH1	7.07926829197246
FKBP4	6.27621458793851
ZNF350	4.95861218459605
DOM3Z	5.36048129100406
GIPR	3.79532330224021
AHI1	4.6463433627921
BST1	4.07840932938289
NCR2	3.46701926745882
NADSYN1	4.36133502119675
UBE2W	5.41146004186116
RGS14	4.09237148537606
KRT15	3.50960081619991
SCN11A	3.76995665766935
GFI1	3.85769165571394
FHL1	5.19282375685142
SMC6	6.53012434264769
GATA1	3.46551421844246
OSGEP	4.90074162796396
ARMC6	5.46427800802204
HK3	3.84934334172793
PSMD5	6.35336304250342
RSU1	6.88118782049993
RPL4	11.2343084485330
MAD2L1	8.02436984652487
RBPMS	4.24962591916300
EIF4A3	8.9827856904734
E4F1	4.8647465840787
DLEC1	3.4900814896719
PRPF3	5.42236689451441
EMR1	3.20943120293766
CHMP2B	6.55218969787311
CAMSAP1	4.44506171519101
RPS21	9.56466900305297
XCR1	3.18609821568883
ARID5A	4.10164761031311
RBM6	5.64802123260596
UBE2N	7.71457904028154
KLF4	4.04392208005623
MGC4172	4.63832178032148
LMO4	6.8578658926296
KLKB1	3.28136211882286
HDAC3	5.81406558121382
HP	3.53813220141295
SCHIP1	4.98526651146252
BTK	4.98272947218149
KRCC1	8.97194229029602
PRND	3.42283446546811
C6orf27	3.54601752703481
PIGL	4.05732000158146
CLCA1	3.73303601604218
C1orf112	4.65771848603398
OLFML2A	5.083893978935
HUS1	5.09121680582701
SFRS6	7.2246947576763
CXCR7	8.38420946638975
UIMC1	5.76956992139757
FXYD2	3.57037272359505
GOT2	7.07648975632333
ZNF667	3.7368942539988
TFEC	5.05721024913809
ATP7B	4.87114909998731
RAB38	4.46895957032948
POLD2	7.17755762127116
PPM1H	5.98102108001892
DCX	3.29728797835603
NFYC	5.6537432930032
ZNF228	3.5903269726454
KIN	5.83641399420108
PLSCR4	5.88150684029635
HIST1H4I	4.20610278845457
PPARGC1A	3.21110003791474
HIG2	7.18196780653351
KCNK10	4.05560565426169
EXOC1	7.60222799059804
OR6A2	3.8437139775514
ETFA	7.68230251016601
PDAP1	5.23933951179134
C19orf6	3.47493019915191
POLRMT	4.52719813790539
ZNF146	7.10295828454316
MIA2	3.0502420855315
LY6G6E	3.3076362235903
EIF4E2	8.00430791860389
NENF	5.21897525903944
HOXB5	4.40339983017687
ZNF324	4.65172410469733
CUGBP1	4.00504505070980
ENTPD7	4.17289944960413
TTC13	5.12958080119609
GJB5	3.3475727110443
PRSS22	4.21626998610418
CYP3A5	3.31511500331913
MBOAT5	3.94124108172209
CUL4B	5.23365331868800
CENPJ	3.67717981332054
KIAA0664	5.66212755816255
PITX1	3.86064249060054
PDGFRB	6.53300385592044
RDX	5.7280448478211
CELSR3	4.16340429843249
JUND	6.75945149782059
ITSN1	5.12934025163585
CHRNB1	3.33013168866296
EHBP1L1	3.73811143777382
C19orf2	7.61946875596898
FETUB	3.12958488861984
CAMK2B	4.18027401713626
DCTN1	6.25357384633162
TNKS2	7.00945140860503
MRTO4	7.64396801543961
C1QBP	6.0493856043199
TTC3	8.20830417550077
NDUFB8	8.46884351152677
CADPS2	4.67085579090303
EDG2	5.02008860345894
MYF5	2.84143842581702
SEMA3G	3.87510353184893
IL23A	4.48115568520679
GJA9	3.45073289329552
R3HDM2	7.44703427783561
C5	3.7666941920315
SLC2A10	6.75298878779554
TRIM45	4.47406857529069
TSP50	4.6790171989637
PAQR3	4.70814541007587
ANKRD26	3.35029959512968
TCP1	8.61502766112365
TMED7	6.23748467823594
CMA1	3.02452017031553
PTCRA	4.28271898307686
HCRTR1	3.63212059135422
FST	4.22243467931176
PAWR	3.80686503230248
LDLR	3.95954514014593
ASTN2	3.67709150743484
SCRN1	7.55526093503837
GPATCH8	5.73002922412571
KIF4A	6.00565178777651
TANC2	4.08933700314727
ZMYM5	3.82395473767034
PGM1	8.14553759251331
ZNF586	4.06106360564028
POLR3G	3.61384588158115
CPD	5.25167122195308
SNCAIP	3.86020324376548
DCT	3.23312680571854
HLA-DOA	3.41975024431681
TANK	5.67894017766403
RCAN1	4.87072912390421
UPK1B	3.57488382018204
DNAJB4	4.42737653401216
UGT1A8	2.89899792687736
LIMD2	3.74942939152212
HIST1H4L	3.46057338167515
PECR	4.77525399781304
HSPA2	5.85699392783448
SERP1	9.05261879353866
TACR2	3.41322607317203
NUP85	5.97393178142092
CD177	3.61133532144834
GPR135	3.31244912169330
PIGG	5.72562535488474
LGR5	3.3143526991478
JAK2	4.03953875747913
DPYSL4	3.19908683921584
TM9SF4	5.59717315811179
PTHR1	3.36352201408632
SIRPG	3.11899935263113
ZNF264	5.26394052711556
BICD1	5.88347373705583
RAB5A	6.81278572719554
FLJ13224	3.43708518797519
METTL5	8.3169631590247
HERC6	6.32901491969832
CASP1	5.80996737951108
USP9Y	2.91906953348088
LRP1B	2.98992178129636
XAF1	6.77658232683986
PLA2G4C	4.07760852742202
APOA2	3.12421283575038
SPAG6	3.01655225916561
KALRN	3.56938594321891
SECTM1	5.39392431964873
THOC7	8.35461891048634
IFNAR1	4.15432862495163
TCTA	6.54104496330244
NY-REN-7	3.22446234388886
TALDO1	9.47025459541036
B2M	11.9232523056106
LPPR4	5.37054800163885
SQLE	5.97625102400358
SEPHS1	6.89409871401029
EIF5A	6.16829383700558
FAM49A	4.36520094372085
YTHDC2	3.98697596066849
EHD2	5.15507560866808
NCF1	4.2377059606502
SPG7	5.31694396849735
ZNF614	3.68963024647278
HOXA5	4.63249949698184
NUP133	7.7288499257483
FGF12	3.71575120797206
SLMO2	8.08757484819111
INPP5B	4.37943746591694
PPID	6.08957461773019
SNTA1	4.66384406499792
IL20RA	4.38844461793249
UBE2J1	5.49839991551766
CACNG2	3.00298236211792
GCM1	3.13525164000092
ELF1	6.55962448727038
TLR5	3.99911874977602
TCFL5	7.92606167493255
C1orf107	5.51706729226265
C19orf22	6.86835913150021
SAFB2	5.74925935566132
MAP3K7IP1	3.99838538361139
NCK2	8.215116288527
OXA1L	7.946275744128
KIAA0652	5.38810284084008
KLRG1	3.80252642289351
FRAG1	5.92865246219636
ZSCAN12	3.01818693227383
PSMD12	6.98756666436813
E2F4	4.8961705138561
CLEC4M	3.44969891639624
KIAA0999	4.63319103440092
CLDN10	3.47679946857798
MGC13053	4.16115372356422
TAC1	2.88825152403733
GYPA	3.35355042231376
HPCAL4	3.29339853668108
TRAIP	4.10939947837381
MEX3D	4.43399350585087
KIAA0232	6.94286829318983
ERCC8	4.19658261694901
NFAT5	5.00099388927511
GPX4	9.9419560884638
CSPG4LYP1	3.22631766641937
KIAA0368	5.44386461756221
FBXO3	5.72085012981123
DVL1	6.36037023547045
CMKLR1	3.883377432383
GPR157	3.40166494498379
TYMS	7.2773936867595
OR52A1	3.09634422991365
PEF1	7.65779730270359
ZNF750	3.01757813954502
ALG9	5.62443382131814
MCM5	5.6795079117683
SDK2	3.37876806628139
BAIAP3	4.1027095706778
RABGGTB	6.17615107807955
KCNK7	3.41441285206990
PTP4A3	5.62384890143977
ANKRD40	4.33652753489065
CALCOCO2	6.95545542828574
TMSL8	4.26010707362598
SNCA	4.55603108694551
ZNF551	3.56193676138322
HBQ1	3.49529365778135
ARHGAP26	4.0431107457464
GEMIN6	6.79048671329623
HRAS	6.96989587748021
KLRC4	2.70530153637031
BSDC1	6.2117580621288
DSC1	3.83845108581784
RNF43	5.08302282932940
NDUFAF1	6.3022205490339
MAP2K4	5.1122905928819
FOLR2	4.97586414487407
LYZL6	3.61918808173844
EPB41L3	4.34835859954018
TEKT2	3.97273925726364
CDKN2B	3.57428850681405
WSB1	6.39304854048248
ZNF480	3.20501955866862
MAP3K6	4.1754117318943
PROS1	5.40726789392826
PSMB8	7.87936991985224
HN1	8.21553403655911
MAS1	3.35304570667455
APOL1	5.0925597291292
CSHL1	3.41493925084422
ZBTB7C	2.94695453891596
AHCTF1	6.45627557072079
SAE2	9.4382040220265
ITGA2	4.28653111217502
AP2S1	9.27278581276924
P15RS	6.40568943073173
MME	4.22487033110635
VAT1	8.00233260576199
MAST4	4.51559349457835
TUFM	9.16631052336728
KRT33B	3.39215611041346
THEG	3.73290066957463
KCTD2	5.07646251805471
WDR26	9.06307936503566
MFI2	3.49793319125245
KRT34	3.21974504807441
NR4A3	3.38491111814082
SGSM3	4.34407927606374
ARSA	4.09023488378544
TOMM22	5.13650164280195
SOCS3	3.57080629029645
UNKL	3.93981108013464
POP4	8.70176417018263
BHLHB3	8.9829360592865
MALL	4.30730352487115
SOX15	4.26164847742406
CCNA2	5.32475752880414
PARK2	3.38330825373059
GPR124	4.97878297839610
TMEM132A	5.27210093024605
CGRRF1	5.80351006944502
RUVBL2	8.02711176374252
MCAT	6.01090810564978
WNT10B	3.50557740762743
ISCA1	6.31209384319538
RPAP1	4.2939143122264
C12orf48	5.11365363138266
RAI16	5.2895098379574
RPL27	9.12838630578424
EPN1	3.79345794900259
MAGI1	2.98252781672607
GBX2	3.30311502609935
SLC35A1	6.24975972077409
GAL	3.87088928594547
SLC14A2	3.50094226740557
RDH11	6.57160927200366
ZNF518	4.26262996060826
PCYT1B	3.30494993047293
AUH	5.6694307362142
EIF3H	10.3199369509975
KIF1B	6.9597015762732
MBD2	4.49903650166513
AMOTL2	7.62742356088526
C6orf120	6.34685590371688
PIGT	7.45019711538024
PSRC1	5.22880739004491
PLA2G10	3.46565009833476
ALAS1	6.9965493443045
FOXO1	5.50152063757666
C17orf62	6.60313913004692
KIF5C	4.73405877506142
DUSP10	4.34399621845345
CRLF3	7.15620114711822
CLCNKB	3.52726806883087
PSMA5	8.69048176701979
FARS2	4.96891933636653
CCDC28A	6.12386675011728
AMPD3	4.74371958192322
PIAS1	6.96806566104186
ADCYAP1R1	3.11705235333419
TMEM134	5.95524238445418
CDH20	3.19466684305594
FBXO7	7.68637656076996
FLJ14213	3.78192035557232
ZNF3	5.78663257250814
LRRFIP1	6.67275151909062
TMEM49	8.15271097232482
CNOT2	7.40031334966713
CBX2	2.93269280212903
ZC3H14	6.23760312762574
ALDH5A1	5.62537653605612
HNT	5.02325452644488
SERPINA4	3.15716402820119
FLJ20920	5.36740035306346
CRTAP	5.34837683636703
DDX50	7.5329356288613
STYXL1	7.43434507465546
TK2	4.42912281723864
BLVRB	6.41416364880854
STMN1	7.36372438543372
GUCA2A	3.55757845499692
DPP6	3.23938540410073
GALNT10	4.46417229346467
STK39	5.63234750287062
MMP24	4.57716486904899
CKS2	9.64751288345474
RHO	3.78439621841984
BANF1	8.99238164093198
CR1	2.96108682989019
RPS6KA2	5.953640355352
HMBS	5.29135874412424
C20orf112	3.95063029035732
SLC25A24	7.15184744074962
MRPL22	7.48660980378938
SLC25A15	5.28407767975228
GADD45B	5.48932700629049
TDP1	5.29439512506569
ZNF287	3.64197697088095
DAAM2	5.51072083376868
C11orf57	5.60929384785787
RFK	6.57303471621035
ZFYVE9	4.22822346188872
TCTN3	6.75213590913929
STCH	6.53556123074888
LOC283871	3.84923136657038
NDUFB3	7.7857679353997
DEFB4	3.63459848385868
FPR1	3.93320807182224
FMNL1	4.99879441398258
SEPT7	9.88129192748524
PTCD2	4.22871727678819
GNLY	3.66441245271328
GRAMD1C	4.56472714152113
ZNF165	4.27008012795823
TR2IT1	4.6771266798543
ARMCX3	7.06198386353397
NDE1	5.45652926129355
MAGEF1	7.2035733885488
ITGA10	3.37832105389072
ARHGDIB	9.04884221037167
FSHB	3.63084211867657
ANXA2	11.1982794133844
HLCS	3.83616306891224
MCF2L	3.86975526074802
AK1	5.8194180201073
FH	6.34333727888133
LGALS2	3.49999559733906
SYNPO2L	2.76990239576490
KIAA1045	3.39772750421442
C1orf183	4.45032362071018
MAGEA8	3.20129206872562
DGCR8	4.55528937548647
GSR	5.1141432855809
NEU2	3.26500804665935
HIST1H4B	3.21254477202384
CACNA1C	3.12465617117903
FAM20B	5.86415969008467
HES2	3.3974870222276
PDCD6	8.69976994162618
INTS7	5.39204785983469
AMPH	4.13855070557010
UCKL1	6.5900962104751
ASB4	3.06976999191244
C10orf97	4.50209489010331
ALDH1L1	3.70455032737937
CCL23	3.26436857475739
OBSL1	5.18002355712617
SLC12A7	6.72426111487849
THAP4	5.58801059467137
RBM4B	5.33684934155988
OGFRL1	5.10548942680576
KIAA0831	5.79583040085221
C12orf11	6.67465639591636
PPP1R15A	4.72211386525682
KIAA0240	4.93108698948617
CD1B	3.14254773312828
FCGR2A	6.93252557017241
MDC1	4.4915800996387
MAN1A1	3.90617882464079
KRT9	3.28117941823598
HTR1A	3.16241514800735
OCEL1	5.92583084760703
ATP11B	5.71292891238835
NLGN4X	4.94157109442665
FBXO34	6.45251009460113
ALOX12	3.61815358273728
RB1CC1	6.90200177505475
PCDH12	5.03370041570087
RPE	4.59059390243707
EIF4E	6.3859965172242
CSDC2	3.70151291395951
ABHD5	4.94847783098943
TMBIM1	6.00971331265545
PET112L	4.79886885970929
P2RXL1	3.56174557270297
F2RL2	3.44715992547636
TRMT1	5.29646200056979
IMPG2	3.7090743442271
LRRC32	5.43551855656379
BGLAP	4.77040136700001
HTR4	3.33309609960419
MRAS	5.4207159683759
TRAF6	4.43675893610438
AXL	5.45724121163544
ATP2C2	3.4457553547185
LMNB1	5.74152335703378
TELO2	4.32622716561868
PNPLA3	3.65177358440461
CSNK1E	6.41946698490063
SRP14	10.2357190383404
KCNQ4	3.16438233576145
PIK3C2B	6.28377920118062
C15orf15	7.5124314834282
TUBB2B	3.51629240450048
USP15	5.74291762325802
C12orf41	7.96426744258798
CEND1	3.72803643759665
RNF31	4.35877593466132
TCEAL2	4.15464090655677
PTGER2	4.26583777797843
UBN1	6.91037950170677
SLC5A7	3.25591979850102
SLC31A1	5.59357371874131
ADAM29	3.44421568545498
ST7L	4.06088851878945
GFOD1	4.94390839572458
CTNNA1	8.39646811943833
HRBL	3.61274692437607
CBX4	3.51999514676971
NTRK2	3.41745131912872
FOXN3	5.19031857808735
MFGE8	4.98931852702509
PFKFB2	3.76314042125383
TAS2R4	3.44427825430517
SH3TC2	3.34766718623620
IL10	3.67648623539517
PXMP4	5.6241591326644
RNF167	6.0188703289241
PRMT5	6.56859099985998
TSKU	5.76469759547809
ATPIF1	8.48081275387469
ETV3	3.34006591200746
PAK7	3.02216290099253
PDLIM1	7.56678907627082
CEP63	5.42239256095628
WDFY3	5.0296210394224
RNF126	4.61411265292499
DPM1	8.60684965595292
CLIC4	6.52713727376081
ACR	3.65983185459818
KLK7	8.65905811091526
ALOX5AP	7.24579407603883
LRP1	5.42375043442001
TNK1	4.3349738729383
TAS2R9	3.28765954551168
ZNF16	5.31421839343325
POLR1B	5.33274819152891
SLC8A2	3.60397886192773
OLFM4	2.8605500486363
TACC1	5.15740568898199
SAMHD1	7.31726396133983
ATP13A2	5.58821183330578
KRT4	3.58739194474432
PAX6	3.53880323292108
SCG2	4.29846159315076
SLC17A6	3.26251139779446
TUBB4	4.4998468600676
PADI4	3.01595621334758
FMO3	3.45718684415194
NLK	3.69641543172368
POU4F3	3.21372573855372
MDM2	3.60172455023067
CAPNS1	9.18259030441089
SDF4	6.75988686290229
ITGBL1	4.6100534994753
TAP2	3.84484700958878
OR2C1	3.57786258410778
KLHDC3	6.63538955043827
EFHD2	6.74391091356251
GALR3	3.67103294618522
NBEA	3.80586104464982
ABCA6	3.40887701710639
ABBA-1	3.58810017735951
GNAI1	5.64232211471323
CLDN3	9.2616093132348
AKT2	3.33193967764926
EGFR	4.21970088974625
VPS4B	6.94275305771171
RBM16	8.02852258798566
GALNT6	6.37854001334122
ZDHHC3	5.20247958841495
SLC25A4	5.88167225094278
CYB5B	5.27045132175991
NDRG1	6.72027860302822
SESN1	5.26245935324033
GBE1	7.23222313728695
MRPL46	5.65307706980818
CLASP1	5.59206198982965
FARP2	4.82504689003664
ACOT11	4.15031533516219
LDHAL6B	2.9245851005568
MAPKAPK3	5.63636662695749
NCAM2	3.07647540328780
AFAP1	4.58651776114052
PRKD2	6.13529000455441
OR2H2	3.39112359868598
ZFP36L1	7.07070305564976
DZIP1	4.93603490499201
GPR161	4.33716100206134
RNF146	4.54470908571673
NKX3-1	3.85675187508073
CCNB2	7.36289012270578
ZNF10	3.69708326632999
WDR74	5.12131755272011
FAM134A	7.79413511376746
PCNP	8.23480895441723
PURA	5.26189175934061
DNPEP	6.98284617055493
ERBB2	5.1238271335615
CREB1	5.6237111731051
NEO1	6.23397448647223
DDX3Y	3.26851116104822
RPS3A	12.2479315686078
MXRA7	10.3383044058584
LGALS3	9.6093595724011
GLT8D1	7.02455094333333
TMPRSS3	6.13662695899807
UPB1	3.46261048085188
LAT	4.04786927505647
CLDN14	3.66723078522089
DHX38	4.11420938649531
KCNA3	3.30948037841926
BTBD1	8.12762190757424
TARS2	5.79968161894407
SKIV2L2	7.21172613334502
ABCF1	7.52240181818447
CDT1	3.22504823745524
ZHX2	7.55713025729459
FCF1	4.62823158872016
LRRC49	4.96319340333979
GUCY1B2	3.494133022095
CD28	3.43166707330606
SMARCA4	6.1963124572636
SEPT2	8.73159953699775
SOHLH2	3.37630904108155
MCOLN3	4.3595199554226
LRP8	5.21234601944207
TAGLN3	3.87132397560094
MASP2	3.54520288095724
GPATCH3	4.42519336101326
TTRAP	7.70346565978186
AGL	5.43928165531353
NFE2L3	5.06467929131802
PSD4	3.57260667573283
PALMD	4.31430110842126
CCNB1IP1	7.95448680976536
TMEM43	6.78779139050338
OBFC1	6.11666441454027
STAT5B	4.54656115395973
C14orf79	4.3905169353495
ENPEP	4.50049107491057
SSB	7.5404240484523
SCT	3.23585632657715
TIMM23	6.28831046680454
SKI	3.47154697067649
SLC22A13	2.99558826974617
AKAP3	3.98459429754411
OAS2	5.80115357901873
KIAA0423	5.31072676346603
SEC61G	9.7216054168056
CAPN11	3.13121296290014
TMEM50B	7.2045418917442
DEGS1	7.15802530915053
ARHGEF4	3.65135985117541
DBNDD1	4.01269682237795
TBL1XR1	4.92549504106013
FAIM	5.61191126921006
SP140	3.78712868207901
G6PD	4.59718793757747
NUDC	7.10190195595604
GABRP	3.54691082297839
SCARA3	4.67512403653219
TACSTD2	5.187601566298
EIF3J	6.04200481428049
PPP2R2A	7.84078637378876
CPA3	4.00953581079713
PVALB	4.25652156346166
BCAT2	6.24902821689422
MFN1	5.78498901926376
F10	3.4211375790805
