Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E06_543758
MDC1	5.2268299163537
MAN1A1	3.54885752978204
KRT9	3.20960552041751
HTR1A	3.4440461671171
OCEL1	6.27657994756567
ATP11B	4.74735475152088
NLGN4X	6.75195761369583
FBXO34	7.76228622426131
ALOX12	3.56482213473653
RB1CC1	7.03654976851704
PCDH12	3.76861736574023
RPE	5.00931573967383
EIF4E	6.60226786852839
CSDC2	3.63625210815917
ABHD5	4.89750925673369
TMBIM1	7.71536684108043
PET112L	4.40551285726809
P2RXL1	3.24475462204981
F2RL2	3.28689076750699
TRMT1	4.84659720624382
IMPG2	3.29203805903062
LRRC32	4.22050173243902
BGLAP	4.28580631267424
HTR4	3.32374693707966
MRAS	4.4738827159278
TRAF6	4.81355996023319
AXL	4.37555812065228
ATP2C2	4.65523895990045
LMNB1	5.820234580228
TELO2	4.37512934024634
PNPLA3	3.75144639836828
CSNK1E	7.15234318344539
SRP14	10.4411124072845
KCNQ4	3.15447527129326
PIK3C2B	6.01380193400503
C15orf15	7.76799517564105
TUBB2B	3.17484097647564
USP15	5.43489745775672
C12orf41	7.18855262720964
CEND1	3.55828500390692
RNF31	4.91113639505578
TCEAL2	4.57731114748405
PTGER2	4.40590920853538
UBN1	6.51525757021259
SLC5A7	3.06044081312753
SLC31A1	6.43042396537325
ADAM29	3.44981174073675
ST7L	3.91924724474326
GFOD1	5.21244294999923
CTNNA1	9.31585175876663
HRBL	3.64559412105823
CBX4	3.72637118206966
NTRK2	3.43192869748534
FOXN3	4.71611066067603
MFGE8	5.6247629994608
PFKFB2	4.09274794832338
TAS2R4	3.68808400879403
SH3TC2	3.07763069191067
IL10	3.43987082203468
PXMP4	4.78842013898551
RNF167	5.8244469203981
PRMT5	7.8860593456001
TSKU	6.45557392914584
ATPIF1	8.43416319113675
ETV3	3.34271628293826
PAK7	3.21016194603939
PDLIM1	9.31027105960316
CEP63	5.2163368989112
WDFY3	5.31045510584927
RNF126	3.91916066553213
DPM1	9.19514057944359
CLIC4	6.19794750046194
ACR	3.78844104940161
KLK7	5.05682604982166
ALOX5AP	6.72578821580547
LRP1	4.80178975210695
TNK1	4.38646562975363
TAS2R9	3.53322301648958
ZNF16	4.75832153620119
POLR1B	5.3942110679273
SLC8A2	3.84623392487615
OLFM4	4.50506270942745
TACC1	4.91368627065178
SAMHD1	5.75598441080669
ATP13A2	4.98374254483247
KRT4	3.50799662062759
PAX6	3.64790686691915
SCG2	3.381819235613
SLC17A6	3.46889458352064
TUBB4	3.75605498294347
PADI4	3.06157918058283
FMO3	3.12398764491264
NLK	4.93409341937493
POU4F3	3.20090219606679
MDM2	3.55433906733587
CAPNS1	10.0819966427145
SDF4	6.79691593181486
ITGBL1	3.0064471331794
TAP2	4.01594073498336
OR2C1	3.79699482427263
KLHDC3	6.87554332803784
EFHD2	5.6922109767077
GALR3	3.68050214321701
NBEA	3.71702318231500
ABCA6	3.23367233334393
ABBA-1	3.54815834462946
GNAI1	4.40204048890215
CLDN3	9.09620185061926
AKT2	3.41153839991737
EGFR	4.66042978978627
VPS4B	7.01845914120903
RBM16	7.90047068979313
GALNT6	5.98971766447624
ZDHHC3	5.75720798678703
SLC25A4	5.94254090373551
CYB5B	6.00226340706513
NDRG1	7.62132898301973
SESN1	5.00167826207784
GBE1	7.04784199014771
MRPL46	5.86396343871976
CLASP1	6.05041464938793
FARP2	4.78706579316144
ACOT11	3.95727078923656
LDHAL6B	3.01136018522212
MAPKAPK3	5.53987763044044
NCAM2	3.01743524666336
AFAP1	3.86442081324066
PRKD2	5.55166977732532
OR2H2	3.43358174830643
ZFP36L1	7.91619501187447
DZIP1	4.04122499296844
GPR161	4.27719387844929
RNF146	5.81289537836633
NKX3-1	3.93758538841751
CCNB2	6.81440116169117
ZNF10	4.03773595427859
WDR74	5.02919672537761
FAM134A	7.4525105973203
PCNP	8.71060687733566
PURA	5.54162484933634
DNPEP	6.98699131907733
ERBB2	5.74896629857967
CREB1	5.90825984477341
NEO1	6.17556873761586
DDX3Y	3.25981709594549
RPS3A	12.5939884060862
MXRA7	9.63241762185175
LGALS3	10.3502052921701
GLT8D1	7.60946655157491
TMPRSS3	7.18832397695477
UPB1	3.43224457222867
LAT	4.14514604171249
CLDN14	3.62195884456011
DHX38	4.61435499676082
KCNA3	3.31214814483263
BTBD1	7.82935856670344
TARS2	6.10494037656605
SKIV2L2	6.69572923706919
ABCF1	8.1303597178409
CDT1	3.09721846854003
ZHX2	6.69758568923051
FCF1	4.59990467210157
LRRC49	5.08691433490323
GUCY1B2	3.75704466582085
CD28	3.30410242001242
SMARCA4	6.74856468095442
SEPT2	9.68692887737876
SOHLH2	4.07372318115702
MCOLN3	3.98948077655341
LRP8	4.47859288135143
TAGLN3	4.00260301548989
MASP2	3.545191448603
GPATCH3	4.41079395586183
TTRAP	8.34751796936833
AGL	6.36648897566283
NFE2L3	3.78662489577366
PSD4	4.03591261035047
PALMD	4.24617374556829
CCNB1IP1	7.43710030455609
TMEM43	6.58385840835065
OBFC1	6.29791806336376
STAT5B	4.39209582658967
C14orf79	4.86762874933676
ENPEP	3.55652897454694
SSB	7.76229474135891
SCT	2.97245714342997
TIMM23	7.03035293215129
SKI	3.60840892430488
SLC22A13	2.97872128050734
AKAP3	3.73362350843733
OAS2	4.4458303569288
KIAA0423	5.10482651122021
SEC61G	9.6239330498832
CAPN11	3.10545681579702
TMEM50B	8.46517589539597
DEGS1	8.4863544735473
ARHGEF4	3.44196506915467
DBNDD1	4.33831855324024
TBL1XR1	5.99244604222351
FAIM	6.44814807297602
SP140	3.65631454465663
G6PD	4.80456443545955
NUDC	7.32505808342127
GABRP	6.12325312386877
SCARA3	4.74856294077752
TACSTD2	6.25679320424054
EIF3J	5.94181222015699
PPP2R2A	7.3646690332194
CPA3	4.68658825904385
PVALB	2.99381905052734
BCAT2	6.44994570818217
MFN1	6.45429176215757
F10	3.22157325657336
