Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B02_451988
LAGE3	6.30125475583823
GNRHR	3.01888187172698
UNC13B	5.75095329466108
TTLL4	5.71028830758288
PPBP	2.7833175108133
HTR3A	6.82989670602573
SDC2	5.82850260752774
ANKRD49	7.12426348701091
BTF3	10.1864951315665
COX7A2	10.5141128910373
SARS	8.48714499136408
C13orf18	3.85663173574299
CACNB1	3.80001858603158
QKI	5.98578740085066
SETMAR	5.55901653884033
LAMB4	3.27933073274327
MAN2B1	6.25778806386749
EML3	5.83685977260032
ACADL	3.26238622962035
OFD1	7.997334301442
CGA	3.42631338897617
EIF3EIP	9.99145342441616
PEX16	5.29467094504381
GNG12	7.4821241522438
HABP4	5.45948452578449
CNTN2	3.39014087277470
ASNSD1	7.32917961534385
FUT4	4.00146248686789
DBH	3.14257219386121
CD53	7.74999930540526
HIST1H2BJ	3.90264284344729
TFAP2B	3.10140909048345
ACF	3.6122019134036
TMEM11	5.82983110654458
CDH8	3.07707028214906
C3orf32	3.43284693897816
AGPS	4.66443035703241
C4orf18	3.41565796523215
PCCB	8.61986677863496
IPO13	4.88137446077874
PECI	7.8421519659602
UNG	7.45472576128406
C6orf105	3.85674798139345
GSTP1	9.20165207626064
SUV420H1	7.59273167009347
ARHGAP15	3.9445109185912
LTBR	6.38181355997216
TDRKH	3.50617051251598
PSG4	3.46716271910822
SLC9A3R1	6.54054454007073
NBPF3	9.06478041994857
SLC9A3	3.58571123351507
OSBP	6.4683068356287
PRR5	4.52822933510237
CHMP7	5.2830571164404
ADRA1A	3.09883142764984
ASAH1	7.35233511677828
FKBP4	6.87097015960944
ZNF350	5.22192543743778
DOM3Z	4.50768009142597
GIPR	3.75638498661369
AHI1	4.45611862121318
BST1	4.96313932751573
NCR2	3.5192863892775
NADSYN1	4.79281372252985
UBE2W	6.70800075951112
RGS14	3.86175133240055
KRT15	3.63227782430465
SCN11A	3.7208731906941
GFI1	3.55114638286336
FHL1	4.65035704947408
SMC6	6.58914889922402
GATA1	3.39405467873862
OSGEP	5.01624108764865
ARMC6	4.63208275080297
HK3	3.9103334752001
PSMD5	7.24170012398531
RSU1	8.19040418887405
RPL4	11.6837499245286
MAD2L1	7.72831457198148
RBPMS	5.50119964646289
EIF4A3	8.89213254468372
E4F1	4.60177282829315
DLEC1	3.38086264093679
PRPF3	5.80220947075183
EMR1	2.98084994648897
CHMP2B	7.94178652468057
CAMSAP1	4.25837035855604
RPS21	9.09243246162055
XCR1	3.37917646080527
ARID5A	4.11455414265106
RBM6	5.66182419008471
UBE2N	7.9395135749948
KLF4	4.79689158019747
MGC4172	3.78663237311295
LMO4	7.10739892229631
KLKB1	3.39175465131269
HDAC3	6.65851310538366
HP	5.49946284512727
SCHIP1	4.91622116721737
BTK	4.12630478271954
KRCC1	8.8304387067633
PRND	2.87813896515866
C6orf27	3.56699213579824
PIGL	3.94807478409187
CLCA1	3.78397048547512
C1orf112	4.98755243965755
OLFML2A	5.81249031288585
HUS1	5.6065006637724
SFRS6	7.85875620321652
CXCR7	8.36765496640438
UIMC1	5.50464589712947
FXYD2	3.48866185186802
GOT2	7.51319916848512
ZNF667	5.00049797580373
TFEC	4.08191442524964
ATP7B	5.36631287503649
RAB38	4.27715712092412
POLD2	7.38091269798487
PPM1H	5.53871823154785
DCX	3.17777353999946
NFYC	5.53325130051483
ZNF228	4.59530711476606
KIN	7.31766502555337
PLSCR4	5.82120642565763
HIST1H4I	4.01570377621651
PPARGC1A	3.02960284265215
HIG2	7.32391415873115
KCNK10	3.99653503549059
EXOC1	7.60708689984081
OR6A2	3.69382892814646
ETFA	8.05843143570965
PDAP1	5.05293962539339
C19orf6	3.51202825202123
POLRMT	3.92907704885312
ZNF146	8.6535959259596
MIA2	3.28843636314593
LY6G6E	3.00857976118971
EIF4E2	7.87985841897977
NENF	5.06420989589581
HOXB5	4.03620682152977
ZNF324	4.88404732986501
CUGBP1	3.94231806820388
ENTPD7	4.1577316432904
TTC13	6.1659604420185
GJB5	3.33585086670042
PRSS22	4.5072007507101
CYP3A5	3.31478319539506
MBOAT5	4.74850367114636
CUL4B	5.12250622211288
CENPJ	3.7689433984736
KIAA0664	5.99609716889161
PITX1	3.40904139267678
PDGFRB	5.29762677245297
RDX	6.09058783895501
CELSR3	3.94890455292546
JUND	6.22464618790851
ITSN1	4.96555453056761
CHRNB1	3.81120523748410
EHBP1L1	4.04737091137335
C19orf2	7.31966330162817
FETUB	3.11789068067216
CAMK2B	3.09662026092180
DCTN1	6.29282557956906
TNKS2	7.051622350663
MRTO4	7.11233195939587
C1QBP	5.94254278292496
TTC3	7.8219333480654
NDUFB8	8.42007355239066
CADPS2	4.28821469936698
EDG2	4.23714196630332
MYF5	2.94593403969323
SEMA3G	3.72416523347553
IL23A	3.65195660078654
GJA9	3.74124981543903
R3HDM2	7.24862338653522
C5	4.10073996656468
SLC2A10	6.87497722152949
TRIM45	4.85078869235991
TSP50	4.07449331357739
PAQR3	5.18471692577843
ANKRD26	3.31698179706229
TCP1	7.92999282713382
TMED7	6.98477107080075
CMA1	2.97551162296263
PTCRA	4.35676802056012
HCRTR1	3.51433638488351
FST	3.77863273256424
PAWR	4.32058614386922
LDLR	4.97611613081315
ASTN2	3.77481761721778
SCRN1	6.89322125124882
GPATCH8	6.34185390276418
KIF4A	7.16262858167518
TANC2	3.41410724623978
ZMYM5	4.32305805982704
PGM1	8.81216574762184
ZNF586	6.24815748117681
POLR3G	3.73485792139819
CPD	5.69132820551995
SNCAIP	5.00488874159916
DCT	3.52220938903446
HLA-DOA	3.50054565822933
TANK	7.14033582882807
RCAN1	4.13121154961978
UPK1B	6.14238101517647
DNAJB4	4.90690453760138
UGT1A8	3.27297043335062
LIMD2	3.31616260063880
HIST1H4L	3.43062954435545
PECR	4.87084997594588
HSPA2	6.47587775004242
SERP1	9.18334779190342
TACR2	3.45233425782720
NUP85	6.82142210778782
CD177	3.72331555621108
GPR135	3.1549514214297
PIGG	7.43431860178331
LGR5	4.19905897347031
JAK2	3.68942880563173
DPYSL4	3.35056709058298
TM9SF4	7.07179408598286
PTHR1	3.24287723917885
SIRPG	2.85747753186219
ZNF264	4.87768021014417
BICD1	5.76673624277614
RAB5A	7.77880234889312
FLJ13224	3.06824689786561
METTL5	9.3014416304787
HERC6	6.7802631107154
CASP1	6.61399545490951
USP9Y	2.77112843864996
LRP1B	2.87969784758111
XAF1	7.80365589840273
PLA2G4C	3.89230063316965
APOA2	3.10596476047135
SPAG6	3.00552826781797
KALRN	3.14000607604199
SECTM1	6.05077133772244
THOC7	8.62212042929952
IFNAR1	4.98863337815369
TCTA	5.94676860928064
NY-REN-7	3.62504459854141
TALDO1	9.95184549037964
B2M	11.8832446649658
LPPR4	3.34328359633779
SQLE	7.274186033126
SEPHS1	7.30634919620885
EIF5A	6.41282423453869
FAM49A	4.71303131382647
YTHDC2	4.42064838615978
EHD2	4.69831382289141
NCF1	3.69868856032927
SPG7	5.74537622894343
ZNF614	3.50005567166036
HOXA5	6.18302151505307
NUP133	7.88915615715782
FGF12	3.52887876366740
SLMO2	7.77992149709799
INPP5B	4.44441652815901
PPID	5.94499188030543
SNTA1	4.26600212233132
IL20RA	4.66374430000177
UBE2J1	6.55485732454671
CACNG2	3.04658632619482
GCM1	3.20394820638309
ELF1	7.47898940114161
TLR5	5.1411345387553
TCFL5	7.52457136533411
C1orf107	6.12214155442586
C19orf22	6.67203065862159
SAFB2	6.1811998862375
MAP3K7IP1	3.81564909809535
NCK2	7.4769771679267
OXA1L	7.89292611351746
KIAA0652	6.04528256869125
KLRG1	3.33898767475164
FRAG1	7.05335055070992
ZSCAN12	2.7338810234447
PSMD12	7.221718976671
E2F4	5.19726919520589
CLEC4M	3.43820008712043
KIAA0999	5.04569934611538
CLDN10	10.1993346109381
MGC13053	4.27900263889546
TAC1	2.66697939919313
GYPA	3.42296121216454
HPCAL4	3.04526206833424
TRAIP	4.20025566692225
MEX3D	3.98271772350009
KIAA0232	6.75552871480107
ERCC8	4.14780348237501
NFAT5	4.7407225434614
GPX4	8.70320244636125
CSPG4LYP1	3.21056552514801
KIAA0368	6.62024768511675
FBXO3	6.85266046699326
DVL1	6.43955141346101
CMKLR1	3.54078100074434
GPR157	3.35774850448496
TYMS	8.06299573309824
OR52A1	3.15464585060071
PEF1	7.05996591190931
ZNF750	4.69231347561387
ALG9	6.21382643204494
MCM5	5.13767771602399
SDK2	3.34139557474934
BAIAP3	3.68911331131253
RABGGTB	7.05910577622724
KCNK7	3.31480075547678
PTP4A3	6.66457911705484
ANKRD40	4.09412570028908
CALCOCO2	7.22349092301898
TMSL8	4.58295636211656
SNCA	4.52290988978758
ZNF551	4.61149145898716
HBQ1	3.09277213924098
ARHGAP26	3.91866810194363
GEMIN6	6.08000000143221
HRAS	6.21317513676331
KLRC4	2.73528517090162
BSDC1	5.80839931397471
DSC1	3.66221385043317
RNF43	5.36161252535279
NDUFAF1	5.56666646045301
MAP2K4	5.29982036067652
FOLR2	5.54427715628905
LYZL6	3.53728903252406
EPB41L3	4.42220094994825
TEKT2	3.44914625188672
CDKN2B	3.70047072760272
WSB1	6.44492135534033
ZNF480	3.47416131028233
MAP3K6	4.86740572581562
PROS1	6.03281287239674
PSMB8	7.1360300058932
HN1	8.07360028789063
MAS1	3.41014555239316
APOL1	5.67091131630157
CSHL1	3.44487726108335
ZBTB7C	3.17449646422015
AHCTF1	6.53451199078093
SAE2	9.76112722736127
ITGA2	3.82850987093963
AP2S1	8.95268979933386
P15RS	4.03132882896634
MME	4.42800548041235
VAT1	6.50674146502814
MAST4	5.37653916910637
TUFM	8.19988183491332
KRT33B	3.32532124041016
THEG	3.62959964062822
KCTD2	5.13457453349872
WDR26	8.27536110637937
MFI2	3.21615332538155
KRT34	2.90083153023782
NR4A3	3.64303230901955
SGSM3	4.49234416462081
ARSA	4.11437859739177
TOMM22	5.34771759750534
SOCS3	3.4615418963723
UNKL	3.87525570843645
POP4	8.47720599465116
BHLHB3	9.23012322411243
MALL	3.66267478543781
SOX15	3.28346540014218
CCNA2	6.17031752710303
PARK2	3.146978324403
GPR124	4.63947209525808
TMEM132A	4.31524659932611
CGRRF1	6.53971579421754
RUVBL2	8.16202154208162
MCAT	5.44725516313393
WNT10B	3.76028016312985
ISCA1	7.16682016595986
RPAP1	3.6237736770583
C12orf48	5.32013685033
RAI16	4.68993102239194
RPL27	9.06675519995198
EPN1	3.78412749099332
MAGI1	3.00334753920165
GBX2	3.01496407164443
SLC35A1	7.12188364017413
GAL	4.17004240348826
SLC14A2	3.45764664827389
RDH11	7.0097655852671
ZNF518	4.88253129712013
PCYT1B	3.27277599034934
AUH	7.50541288895131
EIF3H	10.8066011463383
KIF1B	7.38362664897151
MBD2	4.61445037267009
AMOTL2	7.99679584736975
C6orf120	6.30864302437385
PIGT	8.09569238769263
PSRC1	5.94071783224778
PLA2G10	3.76362745302773
ALAS1	6.68952115839189
FOXO1	8.0356426683018
C17orf62	6.91027545957892
KIF5C	6.44857863099398
DUSP10	6.19347482755919
CRLF3	7.2241838101588
CLCNKB	3.52668011390295
PSMA5	9.4175916730796
FARS2	5.15872755245433
CCDC28A	6.11038581266072
AMPD3	4.64926133141908
PIAS1	7.52300588133591
ADCYAP1R1	3.5704542589051
TMEM134	6.5119376782719
CDH20	2.91321685677896
FBXO7	7.6116720036092
FLJ14213	4.47533242764281
ZNF3	5.80227781759698
LRRFIP1	7.77781815605073
TMEM49	8.54223532721062
CNOT2	7.6754354973798
CBX2	2.86546219040512
ZC3H14	6.9232028788733
ALDH5A1	5.04688186507997
HNT	3.63127898728284
SERPINA4	3.1415209431438
FLJ20920	5.70457586646703
CRTAP	5.41739929456277
DDX50	8.2409672861205
STYXL1	8.44640246768815
TK2	4.4819228267067
BLVRB	7.38610574919264
STMN1	7.65185009946025
GUCA2A	3.45945988605425
DPP6	3.00168478980578
GALNT10	4.17146086771945
STK39	5.00610894232418
MMP24	4.19342639849544
CKS2	10.4550375626448
RHO	3.53486506687723
BANF1	9.0549389465534
CR1	3.00871088377429
RPS6KA2	5.11913791632776
HMBS	6.04120192776777
C20orf112	3.72703256920530
SLC25A24	7.76303006397808
MRPL22	7.23400402563782
SLC25A15	5.39920307082733
GADD45B	5.51688929483608
TDP1	6.34095488883036
ZNF287	3.38581185690853
DAAM2	4.21210314491248
C11orf57	5.31730468010104
RFK	7.53304593162715
ZFYVE9	3.98058510260637
TCTN3	7.12659436036398
STCH	6.86700662939394
LOC283871	3.23329813736335
NDUFB3	8.10287260881895
DEFB4	5.16579916756408
FPR1	4.27254606967941
FMNL1	3.94329247369308
SEPT7	10.3647638646705
PTCD2	4.16743499106017
GNLY	3.9615474614112
GRAMD1C	4.55201903161869
ZNF165	4.63233629683153
TR2IT1	3.95358858434248
ARMCX3	7.53290270280219
NDE1	6.03839575327696
MAGEF1	6.88650018753419
ITGA10	3.6451417718712
ARHGDIB	8.12787832592664
FSHB	3.69353608886582
ANXA2	10.9761765414423
HLCS	3.99532818842167
MCF2L	4.01807925717203
AK1	5.06073517669291
FH	7.03685843494122
LGALS2	3.70341380250926
SYNPO2L	2.71019506716605
KIAA1045	3.39064812741836
C1orf183	4.53195537051899
MAGEA8	3.19219512266566
DGCR8	4.9570174388433
GSR	4.86176278371355
NEU2	3.35097235353695
HIST1H4B	3.53004168686904
CACNA1C	3.14281864765929
FAM20B	6.60001144693189
HES2	3.49869511706134
PDCD6	9.23005724095543
INTS7	5.32704971716972
AMPH	3.99861134591188
UCKL1	6.08603204566263
ASB4	2.98372949989964
C10orf97	5.75516672400835
ALDH1L1	3.73389260536886
CCL23	3.17424103626402
OBSL1	5.66625759882596
SLC12A7	7.46704651566044
THAP4	5.50810824198983
RBM4B	5.54685596469045
OGFRL1	4.26515702995349
KIAA0831	6.38420643561014
C12orf11	6.98148967634449
PPP1R15A	4.79339136612854
KIAA0240	4.93121272077734
CD1B	3.32736912143309
FCGR2A	6.49606417312001
MDC1	4.50061592057497
MAN1A1	3.73794614671691
KRT9	3.3225517755298
HTR1A	3.38970761010777
OCEL1	6.02243656211652
ATP11B	6.74473787680865
NLGN4X	5.96667195932003
FBXO34	8.10275361521404
ALOX12	3.49446523332964
RB1CC1	7.28205987588708
PCDH12	4.6777775912808
RPE	5.62092275252864
EIF4E	6.3552361496698
CSDC2	4.04332405306606
ABHD5	5.30992967279158
TMBIM1	7.49768814014361
PET112L	4.15827869243142
P2RXL1	3.36731982724069
F2RL2	3.01509938067008
TRMT1	5.16211930039409
IMPG2	3.51831530139284
LRRC32	5.06658228055234
BGLAP	4.39742265189842
HTR4	3.34419904403516
MRAS	4.92729050280257
TRAF6	5.03720323833894
AXL	5.06036593460541
ATP2C2	4.32122320660408
LMNB1	5.48920228256269
TELO2	4.02760772541839
PNPLA3	3.36882520979617
CSNK1E	6.2164126902007
SRP14	9.83873815517611
KCNQ4	3.34008031385789
PIK3C2B	6.02291720620682
C15orf15	7.38559478829896
TUBB2B	3.14644188944526
USP15	5.93225738191220
C12orf41	7.41435607209943
CEND1	3.62475920725653
RNF31	4.99223536584241
TCEAL2	5.39111861524808
PTGER2	6.15185641918469
UBN1	6.13320352819616
SLC5A7	3.3201867175214
SLC31A1	6.21469367702555
ADAM29	3.51552576254387
ST7L	4.00161057810529
GFOD1	6.51249236832937
CTNNA1	9.36850832651653
HRBL	3.88046913734577
CBX4	3.71684959752591
NTRK2	3.6306877282822
FOXN3	4.8749584662704
MFGE8	6.66756604283349
PFKFB2	3.76143426047893
TAS2R4	3.56474446633153
SH3TC2	3.00669520355536
IL10	3.74651924155572
PXMP4	7.38897519093602
RNF167	6.01888798258523
PRMT5	7.64932679533505
TSKU	5.51980767421524
ATPIF1	8.53058779424511
ETV3	3.1939006926688
PAK7	3.15505676502386
PDLIM1	8.54161835098812
CEP63	5.47576459620498
WDFY3	4.34160446660524
RNF126	4.52880807633385
DPM1	9.37815671324661
CLIC4	6.74907006232854
ACR	3.90814144482421
KLK7	9.71860802144662
ALOX5AP	8.17411620149805
LRP1	4.85422142298605
TNK1	4.66885804823568
TAS2R9	3.17983287477964
ZNF16	5.64458840237061
POLR1B	5.73525996307707
SLC8A2	3.83705387283363
OLFM4	2.92120934379603
TACC1	5.07859891505961
SAMHD1	7.25669201071249
ATP13A2	5.03625244069532
KRT4	4.16186797437561
PAX6	6.12226306789423
SCG2	3.56181664518934
SLC17A6	3.37686343230345
TUBB4	3.84560624073541
PADI4	2.92754496787169
FMO3	3.1311402556808
NLK	3.55613320475173
POU4F3	3.0786739932217
MDM2	3.62227238736804
CAPNS1	9.81651574238118
SDF4	7.20569780970349
ITGBL1	2.96192018704395
TAP2	3.84037494554010
OR2C1	3.62021848286213
KLHDC3	5.83198571758591
EFHD2	6.4170440866304
GALR3	3.53741855501566
NBEA	4.03871222909723
ABCA6	3.39384185751585
ABBA-1	3.95436548701313
GNAI1	4.83163226685718
CLDN3	9.01227602695805
AKT2	3.44829202675254
EGFR	4.31980357752714
VPS4B	7.4837540389756
RBM16	7.38232441018988
GALNT6	6.43030157390548
ZDHHC3	6.04660281136636
SLC25A4	6.08638360062357
CYB5B	5.18945057772211
NDRG1	9.0981241522529
SESN1	4.64637116198813
GBE1	6.82921453853353
MRPL46	5.63832399015878
CLASP1	5.62081225772848
FARP2	4.49990414336715
ACOT11	3.83531807861666
LDHAL6B	2.90173355887925
MAPKAPK3	5.39374774021096
NCAM2	2.86293175886109
AFAP1	4.49488048135734
PRKD2	6.56258831357162
OR2H2	3.34024076248699
ZFP36L1	8.04500937334307
DZIP1	4.89457734910759
GPR161	3.82866471818093
RNF146	4.68525396613842
NKX3-1	3.91848358608152
CCNB2	8.23154347625236
ZNF10	4.06439905397831
WDR74	5.40615854375403
FAM134A	8.3273081247941
PCNP	8.97436390908147
PURA	5.62223104741957
DNPEP	8.34189990396134
ERBB2	5.54001117897248
CREB1	6.12388395378081
NEO1	5.36765656592731
DDX3Y	3.22419809147293
RPS3A	12.4070334070711
MXRA7	8.63914448973752
LGALS3	11.2359335819786
GLT8D1	6.96965975179616
TMPRSS3	7.58689074223387
UPB1	3.31630915661656
LAT	3.57931133338353
CLDN14	3.52636658322738
DHX38	4.85944255778448
KCNA3	3.2831648161958
BTBD1	7.59512451038672
TARS2	4.8611431465547
SKIV2L2	6.77967397448871
ABCF1	6.99155082266512
CDT1	3.05163728496826
ZHX2	6.4802017324183
FCF1	5.16341873356332
LRRC49	4.31660346677025
GUCY1B2	3.20597277821145
CD28	3.21741610530491
SMARCA4	6.50447023994769
SEPT2	9.19218428433817
SOHLH2	3.1043647207111
MCOLN3	3.7528332554205
LRP8	6.43906601544326
TAGLN3	3.76502512235127
MASP2	3.67691100672698
GPATCH3	4.59343147369864
TTRAP	7.5728559767704
AGL	7.63908717596969
NFE2L3	5.65653899216196
PSD4	3.98719365301691
PALMD	7.0418302391015
CCNB1IP1	7.90983303661928
TMEM43	7.3966575610285
OBFC1	5.3539167656837
STAT5B	4.22575920233602
C14orf79	4.05384917296449
ENPEP	3.61626771304707
SSB	8.60615237803315
SCT	3.05346888345065
TIMM23	7.02398238195977
SKI	3.80217721938447
SLC22A13	3.09912914101597
AKAP3	3.67904824264845
OAS2	7.13813850028747
KIAA0423	6.47384457526956
SEC61G	9.5346074509451
CAPN11	2.80764804898968
TMEM50B	7.2989832506751
DEGS1	8.53741097121955
ARHGEF4	3.33190114616428
DBNDD1	4.36659942781331
TBL1XR1	5.31033430647727
FAIM	6.91929116897397
SP140	3.40286204894074
G6PD	5.29039563424186
NUDC	7.25340317454379
GABRP	3.64438079281308
SCARA3	5.0781708460403
TACSTD2	6.11688615193812
EIF3J	6.72908484575889
PPP2R2A	7.46910705343083
CPA3	3.56759673330481
PVALB	3.07683744759964
BCAT2	6.48691847208288
MFN1	5.99318001382475
F10	3.17301645731166
