Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_B01_443100
Composite Element REF	Signal
VANGL1	7.0524229432666
FLJ20699	4.62075096749003
ACSL6	2.95649961525679
CHAF1B	4.46188394451099
NDUFA3	9.04879000452132
FABP4	3.37481702198794
KCNB1	3.19434266544486
CANX	8.42223727200704
SLC25A28	5.10783723988618
SHARPIN	6.53587443051456
ADIPOR2	7.52251089387749
TTC23	3.48606127905653
UGP2	9.18225809645322
ECHDC2	6.5784127734473
CIRBP	7.22239753166902
SEC14L4	3.52931878296954
SMA4	3.74390885968072
FRZB	3.78148338563841
PABPC1	11.8668292491979
APOBEC3G	8.39313929846062
CUEDC1	4.74696416241928
CLDN8	3.20000296290056
VPS52	8.27089126877946
LOC23117	6.13855133050765
FAT	4.58156287289327
M6PRBP1	6.72031179868743
PPM1F	4.77132644749893
TSR1	4.94602670422271
E2F6	6.2805845965766
TMEM126B	7.64425073281484
ZFHX3	4.08045127590758
PCSK5	3.6493658310303
HEMK1	5.08730647019675
GIMAP5	6.99999991400867
DPY19L4	6.71266752494497
FAM77C	3.59909980539688
CTPS2	5.29259321584534
NDUFA9	9.08991561517205
SCRIB	7.86079904119592
AURKC	3.42548087683746
LOC51035	5.25821060684643
RSRC2	8.4747028675692
ORM2	3.34103771438607
FAM115A	5.33796945327801
EGLN3	8.00784409126141
FZD6	6.56824144322263
PITX3	3.47440197249111
GPX3	8.6073618100439
UNC119	4.99764785467751
NOV	5.76608270041499
GRM4	3.48824910099204
CABC1	7.0626927736818
KLK1	3.69599445432902
GPM6B	5.62757095397637
RRAGD	7.22042792704277
EIF2S2	7.3037318433195
RNF130	8.21443785690598
CKAP5	6.76306077029363
UCHL5	6.36970702830215
C10orf18	8.02237407847512
TMEM93	6.62078485639261
KCNMB2	5.68674362004107
AIM2	8.79938983334834
PNO1	7.27009153756531
ANK3	5.51652818465236
OR2F2	3.38697338891603
GNAT2	3.42262674614694
KRT5	3.91385716109933
ST13	8.02090434003749
SIX1	3.66202723962714
TIMP2	7.10279717794174
CDH12	4.09958683174974
ZMAT4	3.48590594040885
QRSL1	5.40300812157043
CCL15	3.78076201568522
GTF2IRD1	7.46866803873483
CCDC22	5.75833007673686
SNX24	6.23667700849411
RARS	8.96590517927257
MORC2	5.94015683707746
FAM48A	5.87801469832038
FOXD1	3.34959358985062
COX4I1	8.49688704904176
DSN1	4.65232146966528
AMT	4.64857240952767
GPRC5B	5.88816743187451
CTAGE1	2.80406325457984
DTWD1	6.3898239121056
STRN4	5.15232322082787
KITLG	3.01317543877905
HSD11B1	6.57741499732277
HDGF	9.6429067533366
KRT6B	3.30701620822962
SUMO4	7.13514938173808
ARID4B	5.72889973530642
SATL1	4.72387713450711
SETX	5.83587249973401
DDR2	3.54457821166676
KCTD12	8.62637356177333
WWP2	4.99012431076668
CTSH	9.48145714607045
FASTKD1	7.45206411369753
PAF1	6.05838040152453
IFT57	8.0281021673343
TMEM2	5.39090575392274
ZNF592	4.7686980228017
TNFSF9	3.85062351730073
PPFIA4	3.52858168667497
CFP	3.99793998361719
DCTD	7.88901064044912
CNIH3	3.45367856922849
MAP4K4	5.70037875561808
ROD1	4.58145208036339
MFNG	3.67226443817083
JMJD2B	5.39569010291084
DOCK3	3.58392874402124
STX16	5.25039528974189
ALDH3B1	4.56695904914511
THSD4	4.50871058222698
DLAT	6.36326319403616
KIF21B	4.17563710819089
FEZ2	6.11906333112314
CDC5L	7.13942379174049
KCNJ5	3.64657134433314
LMNA	6.26511237951444
TBCD	5.17771150468744
ZNF250	6.49584575789769
CASQ2	3.39363751436511
PEG10	5.88258101767555
TPSD1	3.35319543002692
PRAME	6.08506928628169
NP	7.35333207941593
ZNF12	6.93882920586245
XTP3TPA	8.63245279100672
SIGLEC7	4.20904441659718
FAM70A	3.29643147232943
PANK4	5.3284846993006
SNED1	3.14584540931133
HIP1	4.60996560773414
WNK1	7.2320272239014
AHNAK2	7.04423717925947
FLJ10490	3.88796159446275
TOE1	6.20996747425301
RECQL4	4.49802014272404
PPA1	11.9644975779981
DPAGT1	6.49293698999402
HAS1	3.47867606945064
ST7	4.84733056834496
MAGED2	9.88171602744907
ANKRD55	3.8012951066472
TRPS1	8.04653170731088
POPDC3	3.01615520609576
ACOX2	6.35442601951788
TFPI2	7.18591952255478
CYP4F11	3.09645297570638
PDHB	8.50629305147875
ERN1	3.48943934642998
LHX2	3.06144750232956
B3GALT1	2.99113687794803
ADAMTS5	4.03738692103906
NOTCH3	5.47706143771339
C1orf116	3.26990369542328
UGCGL1	5.71404360573299
NF2	3.75036412846737
POM121	3.764233505506
CLPP	6.94073915651427
MTMR3	3.88648446543391
ATP1B3	10.0800471852561
TMEM16A	3.75253153195315
HIST1H3F	2.89924489033511
TRIM25	4.42505809989926
CRKL	4.96175162914564
HOXB2	8.3656026512054
ANP32B	10.1864946781834
NUP62	6.15685923423349
GATM	4.44681234929638
AP4E1	3.27157672566281
RASA3	3.13661835461355
EDG5	3.33348091272866
CDKN3	6.61088201033283
CDH4	3.21891940343906
PGD	6.6842480210185
TMEM168	7.00671882708094
RND1	4.09967430783736
GAD1	3.36554204846701
MPG	6.46292195550167
ZNF133	5.32277977670592
LOC440350	3.34925962832036
FJX1	6.11004292719754
CLCF1	5.83465708215287
AMELY	3.08855631734356
PHTF2	4.94577690704236
IGSF2	3.4238679985103
TFF3	4.98888245055698
NDFIP1	7.76443853748171
IQCC	3.79817037489582
CUTA	10.4946375965203
HEYL	3.64339074340636
FTSJ2	6.54901493493431
APPL1	6.44765975847672
TNR	3.43085321061726
WAC	7.32357845918455
ADCY9	4.70279284908557
PYCRL	5.10345622400574
PCGF1	6.48025265048446
PTPN13	5.10899289137194
AGPAT7	5.28295478008985
SSTR5	3.72487206598979
CDKAL1	3.54816269647631
PDYN	3.46838838146658
SFRP1	3.08341553668456
VAV3	8.27797096025355
MTMR11	4.76129323223001
SUOX	5.50214200558658
IDH3B	7.79324965642944
STXBP3	8.50642054391646
EIF3G	8.06621798174608
GOLT1B	6.63027834714948
ARHGAP22	3.73559723621647
NPFFR1	4.46743104612646
NPC1	6.78369838201456
ALDH9A1	8.3161030623369
ICAM5	3.20224326886649
ADD2	3.40688112583577
RASSF1	4.92229357829644
PITPNB	8.3829740938844
PAPOLB	3.22397178226837
URM1	6.06850752818915
TMEM106B	8.61463110901117
LRIG2	4.25099300410421
SLC27A5	4.44612300503041
CDKL1	3.9428611359748
PRODH2	3.44518841897189
SFRS11	8.63188731796343
IL7	5.64994214251729
SCN9A	3.39277780419822
BTG3	9.87155842609186
PAK2	6.65019892547487
ATP2B1	5.8416150205212
GATA4	3.52085267599542
PRKAG1	6.90450030495008
FAM64A	5.90460164081429
ATF7IP2	4.40487194774461
EEF1G	11.1962159379553
INCENP	3.62640988124661
SMAD5	5.00504025199786
GARS	9.13254836504274
CDK10	4.02867939223621
HLX	5.15063902192059
ELAVL3	4.05709652093076
MDM4	3.09958233742217
GNL2	9.30522443603916
CDX1	4.80396810016801
PFDN2	8.58963400395014
ZNF200	5.89845682031941
NDN	6.30725140345913
PRR3	4.96665620706317
HBA2	5.9754878327204
FBLN5	3.87059923194023
PUM1	8.28998016405421
CCDC88A	3.94419266127492
TNNT1	7.99040238529117
KLHL24	7.68444216034622
HNRPH2	8.7143419557617
RAB7A	8.30863011043508
SGPP1	3.53808802339923
PMS2	4.90005888794973
ARNT2	5.06150600916984
CBR1	6.91581237882126
ITPR3	5.44902921804167
BIRC3	6.22197513108201
NRSN2	4.08112125733122
SPOCK1	3.48239352742476
H2AFY	8.15179109205375
RXRB	4.90041854148403
ZNF638	8.15429153605466
APBA1	3.51296224098650
RAB2A	8.13237483892524
ACTN4	6.70036150360312
FXC1	5.84044707881539
C6orf162	3.93943250810645
HPSE2	3.79688554172468
PLCE1	4.23762938356284
INSL3	3.12400958165512
PTPLA	3.80017286717714
EIF2B5	6.75322613625246
DLG1	5.4051756198055
PINK1	5.64676556717151
TFIP11	5.28407400741436
VPS33A	4.96097666284289
SKIP	4.9697984989781
GRAP2	3.08327739510667
GAPDHS	3.50547189007453
POLR2G	8.587007529506
CNTNAP1	4.38271399169482
PSTPIP1	4.18105972397306
CYP26A1	3.56970637036101
APOL2	5.07336427731713
TACC2	5.93394984504503
CNBP	10.5479653211374
WASF1	6.08284502875598
HSPB1	11.1313756379210
INPP5E	5.28410451578407
COX7A2L	9.59020188585211
HSD17B1	4.37251585208609
ARRB2	5.34389513373619
CUBN	3.85774195502331
SLC7A6	4.6310099300703
IGF1	3.46560725582715
ITPK1	5.65605972113504
NAALAD2	3.34205051708687
G3BP1	7.22843853582488
HSD17B10	8.88729155992724
NUP155	6.55107971271586
CYP39A1	3.71785764626596
GLULD1	4.27809960586205
RBM15	7.46576355010905
AMZ2	7.54994913777756
GDF15	4.6784078985863
CYCS	10.6433153199119
TECTA	3.21039266143681
CCDC46	3.93517161549637
GNAL	3.20219139595425
LPO	3.36164732673807
GZMM	4.03628799580936
PAIP1	7.96064893903092
DDX11	4.76470680692239
TAF9B	3.3322241229414
CACNA2D1	4.33886380188103
IMP4	7.50216434847378
SH3BP4	7.4854030933692
PADI1	4.25467558558898
DEC1	3.31622558976362
PON3	3.59274535474721
PROP1	3.19830219773975
UBB	12.4825153945506
RPA4	2.88280170775014
TCF25	7.03559098935893
NDUFS1	7.83352479823226
UPK1A	3.43331227251894
AES	5.97137567815364
PPP1R13B	5.9530025455199
TCL6	3.35630365924338
ARL2	8.0836064132675
CD2BP2	7.1868565836898
TOP3A	3.55692650628278
CHRM5	3.32906735601291
FGFR1	4.52024447270875
UGT2B17	2.75907209690424
CEACAM6	3.44544810799550
CERK	6.35949716718708
FXYD6	5.20397000553941
AP3S2	5.67985449993691
ZNF208	3.05441618982650
CARKL	4.5079921459184
HIST1H4E	3.51313686731328
GOT1	7.0350138379952
BBC3	5.10145654111855
CASP6	7.10332639204745
HOXA1	3.25858414797176
RCL1	5.92716352476747
RAB40B	5.27811690902676
PI4KB	5.71681412464631
LRRN2	3.56040106073637
B3GAT1	3.28980811817959
OAZ2	6.56578345822354
BET1L	4.68296041103561
NOC4L	5.24499902782045
FRY	3.49655600458185
C10orf12	3.12640782734594
AK3L1	7.65391163159161
FADS1	6.84924912280177
CSF3R	4.09431033221801
DKK2	3.48917581720231
POLR3K	6.48353153784679
LBX1	3.17096340286134
ATG2B	4.61959323380023
RHOT1	6.97797380215136
DARS	9.1433003728451
EPS8	4.91232097648467
OXT	3.44528934452990
C10orf56	5.62685087820922
ARL4A	6.63817050891236
CCDC64	4.20190180021219
DAD1	9.61743002316714
HERC2	5.88232185495669
HSD11B2	5.88867525537006
USE1	7.92810275307245
FAM96B	8.40796231170527
HNMT	5.02266209030915
PCGF3	4.75817430568593
BSN	3.59085461672248
CAND1	6.71037386902169
ACTR10	9.1188131020575
NASP	7.61856933081023
C20orf4	6.1101081008282
ACSBG2	3.30052572732673
COL9A2	5.37883552282927
RWDD2A	5.3338139068647
PALLD	7.80236105238334
GPC5	3.00836621272501
CENTD2	5.17298899872793
TBL3	5.72485905865332
TLR1	5.5557324122896
LMO6	4.70640010804295
CCDC106	4.69147176847715
KPNA2	9.4321530547017
PARP16	4.74569955564968
PDIA3	10.0597461408995
MACROD1	4.54781768366967
SFRS1	7.03542436249852
DCP1A	6.22227193017359
TMCO3	3.96222361226028
NTN2L	3.06141503412972
CLN5	5.9211959026366
BIRC5	5.63578840774448
PRR16	6.66435537443083
FAM63B	3.75280937298029
GLE1L	3.71399170791418
CES2	5.46612613744702
GNAS	9.37834976527064
KATNB1	4.49709884839286
CPLX3	3.69029451398675
WNT8B	3.6983288736126
TSPAN13	7.94468051990074
MRPL52	5.12775083078509
GHR	3.72505290784605
DUX4	3.82821853101869
BCLAF1	6.96232009110829
GOLGA3	5.87388216245762
CLEC4E	3.84371004851663
SCUBE3	3.81370056961262
UCRC	8.91368992236872
CDKL3	5.6393582643619
MGAT4B	6.46104797514756
BBS7	3.65141525604832
ZNF345	4.0560614798085
RTF1	5.96254029998959
SERPINB9	5.22142486653139
DHRS7	5.63386528302934
RIPK4	6.78884585515515
PLEC1	4.58381503489020
PIP3-E	4.31317879568162
KNTC1	4.63890627480859
EXOSC2	5.51898805037539
MS4A2	3.01201987500405
FGF17	3.57135720911087
WDR59	4.31947946167685
LAIR1	5.62783675782905
EVI2A	7.16149359420556
IL17RC	4.13820335464205
GTF3C3	7.42923802851694
HS3ST1	4.05229274865416
ITGB1BP2	3.10230029260051
RBPJ	9.32056094195807
LRRC8D	7.50569091215372
ALDH18A1	6.65451552126897
INE1	3.65484959554126
TPI1	9.6313769147616
FLJ20035	8.45523815896126
GATA6	7.92024462261987
CABP1	3.36258651318886
RASGRF1	3.52633852213365
C4orf15	6.36493334366819
ALDH2	9.29544175540071
DAPK3	3.72051440091751
C3	9.98272442461157
EMP2	7.67660072508679
GJB1	5.63604761140664
PIN1	5.72054132890176
SLC6A15	4.49837751425444
POLE3	7.90350080537822
RIN2	8.26156885680209
CTSL2	8.02770321938713
APOC4	3.90154999443142
CYorf15B	3.03670737939658
TRIM2	4.93665563976959
CP110	5.77358997849055
KIAA1622	3.02717640536209
DNM1	4.11234452821710
HYOU1	8.32916305079682
OTUD4	5.73532225866241
USP7	6.45496090465413
ZSCAN16	5.69482736726126
ASCC1	6.82583300754323
OTUD3	3.39309804554197
YME1L1	9.33733062382524
HNRNPR	8.48591588749541
SERPING1	9.98275070659255
TPCN1	5.56004893057753
STARD13	4.28754344472206
PCBP4	6.01605809426043
ADI1	9.11973255976478
ASIP	2.85977343487263
CDH10	3.71062936689996
WBSCR22	7.88863661281118
SCP2	8.19752132865027
KL	3.05362001703806
SLC35D2	6.59222182424546
MAFK	3.39562643676019
SON	8.24861513532524
SBNO2	4.55612162474531
RACGAP1	7.88140863042092
SC4MOL	9.42141396140284
SLC6A6	3.48355109570631
OBP2A	3.11415075386482
PSMD3	6.44938281015174
ERLIN2	4.88113926579439
PPP1R9A	5.26265175102072
RAB35	4.59344480976719
PDZRN3	4.07351644645064
AVEN	6.63258336424869
FLJ21075	3.79458918966006
BCAM	5.35883843161237
C14orf132	7.74122965010983
PCK2	7.805381374042
FKRP	3.36724116357067
HLA-DRA	11.5325247719461
GUCY2C	2.94831527099983
RP11-125A7.3	5.04109227945191
BARX2	3.54703077407024
DAO	3.21078057258082
EDNRA	3.87985140954205
NIPBL	5.80217662760953
ZNF331	6.23490935626954
PPP2R5A	6.24196657109641
HMGN4	8.14424295496028
DDX39	9.3609697534699
EFHC1	5.67625163226919
EIF3M	9.74103343497354
SLC17A3	3.03920304789215
ZNF24	5.47167335407147
ASCIZ	7.01329217118527
FNDC8	3.36276801783661
ESRRA	4.95752471507193
PTMS	4.16054006198653
PHF7	3.77069433637965
PIP4K2B	4.67288000593823
IRF3	6.20147290634031
GPR19	4.67016197537047
HHLA2	3.50750056903472
GMFG	7.3328297144087
BDH2	6.7814751811825
APOBEC2	3.45415091656944
PRSS21	7.8366396452008
PENK	3.47123301072297
PHF16	7.16699097699412
ZMAT5	4.6720187851498
SMAD9	2.89411055920744
SLAMF1	4.27808258615332
RGL1	7.95665186262969
DLGAP4	4.91005444810482
MBD5	6.33074964573865
PHLDA1	4.22554711168275
BACE2	7.92683526551055
APPBP2	5.57217422821674
LIF	4.28397273195061
OXTR	4.33935691868455
ACTC1	3.65491742785924
USP19	3.45836280405534
SUV39H2	3.19999412943563
ERO1L	5.93671053772154
ZNF395	6.17415385121588
CNTFR	3.4289037371552
HIST1H2BL	2.72047515613347
WNT3	3.23577921309068
ZNF549	3.52590320675687
ZNF467	4.37570380273584
SLC25A21	3.41672847322069
IL5	3.01541096866533
CLSTN2	4.55157743429562
LSM12	6.3852946032418
KRT37	3.13015858513508
NACAD	3.87324151519580
NAG18	2.61743843091500
PTGES	3.70240289994420
GDAP1L1	3.16720266269669
MFAP5	5.49127242720891
OPRK1	3.24725825520595
C12orf4	5.94675147828141
NTAN1	6.92772823810997
CST3	9.35984498371668
WDR6	5.29602011832079
NUP88	7.95450171924602
CD300A	5.4854291366497
FCGBP	3.45409668358555
CNIH	9.50502550543147
VASH1	4.12069445749967
DHX16	6.44569992128618
SLC35A5	6.89116236375863
CLEC3B	3.5279154252863
ARL2BP	5.37547340883711
C10orf79	3.42911464225291
ZNF79	3.86991788356400
CRP	3.23946203371893
OCRL	5.04686072149164
GLA	7.5049197051115
NEBL	3.6612344452458
HSPA8	10.4490932161968
DIDO1	5.17070658460435
PLA2R1	2.97019482090588
NGDN	7.37789494690022
CBFA2T2	4.19002266929096
SAC3D1	6.47667093802333
PNOC	6.56038240081106
PIGP	9.14712307950466
AGGF1	5.41052329481697
PRRG1	5.12417812046376
DPF2	6.96133346049405
MYH13	3.00817041794275
TMED9	8.51912594677945
TRPV5	3.72168280095638
UGT2B4	2.7002982091679
PJA2	7.39246902161502
COLEC11	3.29132178359096
SCYE1	7.53926343194306
MED12	5.54433694784408
CARS	8.27160935156048
MYH1	3.35340800510819
CYP7A1	2.78232109509925
PHF1	6.36344153885897
LOC644096	5.44097229610528
FRYL	6.17370031252907
RHOBTB2	3.40751673513926
MMP27	2.86228689156809
ZNF432	6.24852147354598
SRD5A2	3.62309011618977
UTP14C	7.1266406747913
RABEP2	4.52824102191499
VWA1	4.18404205853439
FUBP1	5.6344422791636
IGLL1	4.05963096224076
KIAA0586	4.52256632655215
IL27RA	3.96004976041024
STON1	6.58110804061577
IL5RA	3.40277151030528
PERP	8.26920374315808
SMPD2	4.27776243639044
TNFSF12	4.58261026926703
FN1	8.93842803079136
MTR	6.98224412847273
CSRP3	3.37563792285133
MMP20	2.92391953685048
PHLPPL	4.21129613972818
CBX6	6.02156188364037
DHFR	6.17888516191481
PRG3	3.09272472466086
ALPP	6.68322455846135
ASH1L	4.14680978755804
CHRNA2	4.04315214118241
PPP1R12A	6.43438249221352
RBM38	6.95471496120549
ZNF7	6.83355075897089
RDH8	3.13891421726586
GPR132	3.58719768933355
DGKD	4.5768827599259
TPMT	6.12519067462268
ATP1A1	8.58776916279713
SERTAD2	6.9551053350539
C5orf4	5.07526270862751
ZNF672	6.6985356461454
PLXNB3	3.34593835206267
FAIM3	3.96230217283481
UBQLN2	9.2792646947959
NR1I3	3.06956580375335
ACVR2A	5.66531130058155
YWHAZ	10.1735116899303
LILRP2	3.52213430237367
GNAO1	3.26568314274217
OPA1	5.52789240413524
RPS6KA6	3.62964154808483
RPL10	12.3215919328330
MMP23B	3.18843823114987
PFKL	5.86798404526611
TMEM140	7.22037286575809
AURKB	5.70044289320192
IFI16	9.559378491005
CSTA	7.75113600586743
PRPF39	5.43021044358744
DISC1	4.19140747605413
USP4	7.6733295658905
OSBPL10	7.17207188696258
CAPN6	3.78200517322385
CLTCL1	3.67856811870148
NUAK1	6.26820687364514
ALG6	6.46029365078921
NPPA	3.96968460432936
LAMB3	4.03445391985911
PPL	5.93165395631001
LRTM1	2.99549873460226
RRAD	3.50189341762608
TIPIN	6.33196044596611
CARD14	3.51100024977865
RBM9	5.440239848053
LCN1	3.2815149412013
RALGPS1	3.60486933324224
NCOA3	5.82845253741357
CCDC6	7.85128010030079
RASSF4	5.08930968304394
MTHFD1	8.28138504321165
FCMD	5.17396223898667
IGHD	4.13179260516618
PLA2G6	4.33329732366878
TPT1	11.7170426425987
S100A3	3.53937609205057
SEC63	6.72457755116024
C10orf59	2.81993377041906
TOR1AIP1	5.71453198283721
PAFAH1B3	7.36132899663613
CEBPD	8.49503180600725
ZNF107	5.12350605727477
ALDH6A1	7.14108946709714
G6PC2	3.3102223742654
SNTG2	2.79360479753414
GRWD1	5.02234986321981
FLJ22222	4.85218791607318
BCKDK	6.62794771756109
CTSB	10.0842210719945
PFKFB1	3.28294884322795
ZFP36	8.0044251992298
SVEP1	3.28154946549695
PXN	4.25211158938506
TNF	3.92042264354139
SIRT2	5.86958687788065
C5orf21	6.6195817043805
VIL2	7.42781896036526
DIXDC1	3.63918159339041
GANAB	7.08620410768807
PDSS1	5.74747768528616
GRM6	3.15642568654229
NGFR	3.15444714849255
ATP8B4	3.03592401760315
MEIS1	8.80315972410749
BMP8A	3.57957570556408
NGFRAP1	10.2664930414338
EDAR	3.73914358863531
NEDD4L	3.78274001740977
CRYBB3	3.58087901846301
C6orf60	3.92368356139666
IL1A	3.02381373218531
GNRH1	2.93273866138542
PDGFD	4.1967701980814
CACNA1H	3.60934987737372
TXNDC3	3.31719135486655
ERCC1	6.64516134655114
CAV3	3.41481824773528
HARS	6.49327277554583
AQP8	3.54536422070798
CREBBP	5.2942440818188
ITGB1	5.02125365502438
SPACA1	3.21214649715387
ZNF254	3.91126963816248
PARK7	10.3413749418137
PAX1	3.15120889978012
PSMC4	8.09136807222549
KCNH4	3.75557710240972
TUBA1A	10.0739885426080
PRMT8	3.69000394124555
SELP	3.47723564556610
PSMD8	8.38492889872145
SOX10	4.10214536136814
HTR1E	3.23780849465167
RABGEF1	6.11481305277915
EPS8L3	3.70983603003242
MAP1LC3B	7.73973313132062
AGXT2L1	3.01612204254374
CYB5R4	6.20951553834165
MEMO1	7.9009800962044
LRBA	6.91200805922884
TRAPPC2	4.7421007205926
FLJ14107	3.18359404116122
FNTB	4.12265724464657
MYST3	5.70327110617667
KRT8	6.19111103731403
AURKAIP1	8.30985017535991
LMAN2L	6.03482330554063
C1GALT1C1	6.88970094833785
DSE	7.85680182730727
FHIT	5.2648193982829
OSBPL3	5.10190916737159
PPOX	5.9274628639338
SLC39A9	4.0378287698364
EPB49	4.53243416795732
LOC137886	7.59598245905108
C7orf49	7.42942538685704
RHCE	3.63765823408645
CST8	3.64529704236703
ATG7	5.41193671887789
SPP1	12.1149256562436
GLI1	3.27428814012069
HYPK	7.93902764354265
SFTPD	4.61345237685444
MCFD2	7.04480965298048
ZNF157	3.21566215134429
EPS15	6.79579315231108
SFRS2B	6.66381942292554
BTNL3	3.68398438208098
GPR23	3.2013385890865
TRPA1	3.18795217313657
ASPSCR1	4.36222035805288
GNS	7.6306855067171
FDFT1	8.2949067594552
ENO2	6.33003386906739
CBX1	7.38094835761938
PTGS2	4.39020661862758
BMP7	4.17478734706852
CCDC90B	7.97550138970799
LRP5	4.74196149159955
UBE2D3	9.70176660216288
ARFGEF2	5.02482618047616
ARR3	3.82475659764201
MAP1A	3.43533872870819
NEFL	3.10747985985833
CD2	7.59606176337794
FLJ23861	4.3595155318521
NAV2	5.15803486577525
ENTPD2	3.28661627583148
COX7B	9.84475335839933
ATP6V1A	7.12253908191776
TRGV3	3.5927226609589
ANKRD17	7.08646038049294
ADH1C	3.33230745123822
ATXN7	3.71620896319481
IL21R	4.11972876090416
CHN2	3.37974402711576
HAS2	2.96396585762691
C6orf48	8.52646938963549
TGIF2	6.38130015210315
KIAA0241	4.76866208604468
IGF2AS	3.50705432767396
CYP2C9	3.41346756167211
DNMT3A	4.65121289751105
CNOT7	7.85798716276807
FCAR	3.10622633495412
SFRS10	8.03776142051342
MARCH3	3.35195678288712
RUNX1T1	3.19784659219304
CTSK	7.20316067764314
LRRC61	5.20335188666079
HNF4G	3.23816315067247
LRCH4	4.91326324798915
PSIP1	6.8372827928187
AP2B1	6.86949180676553
C7orf28A	4.36756205773764
SMCHD1	5.5339232989365
EIF2C3	6.94023920769907
S100B	3.72813154295621
BMP2	3.82641116132135
POP7	8.09036072988157
UGT2A3	2.67266693376105
ESR1	4.87946022893868
ZFPL1	4.27000838798639
ARHGAP12	5.67307352372323
PGGT1B	4.14429866555875
LRRC19	2.84404733155599
ZNF767	4.02790987638784
DEPDC6	8.40834088530136
SLCO1B1	3.07061888189767
SST	10.7645760191476
NACA	11.5629307438538
KCNN3	3.89179621625965
GLOD4	6.60681148551567
SCCPDH	6.67456761218331
PRF1	6.96377575882942
LST1	6.14671269518405
CDK4	8.75936981413953
TCF15	3.90309851244637
PARC	4.69521724473187
PRMT1	8.10341892452833
ITIH3	3.51779071409407
PPM2C	6.80301808357285
TEX10	7.59586878570625
EDA2R	3.21649543434729
LOC283345	5.22984064836085
NARFL	4.85260818062513
DENND2A	3.61199341616844
C1orf103	6.27739170016534
DMXL1	6.2255609382371
KCNAB1	3.32388132051143
FLJ20254	6.15265620449141
RBM3	9.33221223802165
GPR1	4.43941508219661
DMTF1	7.2687218827987
HTR5A	3.45107650701679
MXRA5	7.24927551712146
GRM1	3.49666863648049
SCFD1	7.1926201617407
RAPSN	3.39965330800062
ACOT9	6.85903205478859
PDE4D	3.26145924573053
TRPC4	2.98483755071282
EPHB3	3.36620213408875
GEMIN4	5.39825271743192
RAMP3	3.72605264364363
CNTN5	3.3459359163857
DLEU2	3.71976230177569
TSPYL5	9.243083600637
GRTP1	3.87067880508862
ITGB8	5.71208203833371
GAP43	3.08644207680221
FRS3	4.09064065365111
PDE3A	3.39521835761256
TNFRSF10C	3.16799903950359
JMJD5	3.73349576807567
OTOF	3.03082522271930
TEX14	3.18295940199977
XYLT2	4.82963477405125
HIPK3	3.41193348726132
XPOT	9.01281768459535
RRH	3.04573133684743
CDR2L	6.44456641519161
GAL3ST1	3.46946122463868
DHCR7	5.91301556740037
PDZD7	3.82188859501793
FGFR4	3.66332301807483
CRAT	5.57159226088018
C1orf217	3.68616846561049
SLC19A1	3.91133236881675
PPP1R14D	3.16907110334867
LIMS1	7.40386071887292
TMPRSS11D	3.28810920699323
TRIM14	5.67689035204755
PIK3CD	4.43492315668191
MFAP3L	3.76428798104125
DERL2	7.64652443252142
SLC7A11	5.21978580840848
FHL5	3.04192930684342
OR10H2	2.98699843421696
ACAN	3.50656376272367
BRWD2	7.25222480087618
PPM1E	3.07316272248994
DCUN1D2	4.19173848757672
TINAGL1	4.19855445047061
C3orf36	2.88213757668484
DOCK4	6.90251892147549
ENOPH1	8.50952507041874
FAM127A	8.00094559462353
SLC5A3	7.26286548031749
ARPC1A	8.42598481978144
CHST2	7.603135167355
SPATA2	5.41669832530699
PGLYRP4	3.67413040190208
RUFY1	7.38285829352844
NTS	8.72849072716788
FRMD4A	3.05942929493795
RPS4Y1	4.92468612267067
BCL11B	3.87552073678703
TNFRSF8	3.9907264493563
FOXE3	3.2616632533804
PTGIR	4.32062305079166
ART4	3.04551238608858
EVX1	3.83427197188799
PRM1	3.20263591770783
GLCE	3.93002035829934
GPR18	3.90299155261463
ACAA2	7.30321873003778
PIGK	7.13592451589112
HIST1H2AG	4.24395173929925
C16orf67	3.92380767316044
UQCC	6.57799070388377
PLS3	8.17587660805678
DAG1	5.92814803540409
WWOX	4.7826717383715
GTSE1	4.34190044673957
GP2	3.35029824606071
CHIT1	6.70072544563401
PLOD2	7.1499374796284
RPS24	11.7548789412239
KLF9	5.37931120034326
TTC27	6.9841226223865
PYROXD1	7.39135216261229
MIA	3.56264746748619
TSPAN2	3.75530875993144
MRPL9	7.17713922478113
PCSK2	3.01271506316388
PI3	6.6777563039285
RPL24	11.9844869541469
HIST1H2BE	4.61637003033256
CD86	6.35053687673812
CALM2	10.9804185371777
LFNG	3.27013831601098
GYG2	3.5697391623253
INTS12	6.93313601719943
RAB4B	5.31199659382909
CTSF	6.88576795125206
HUNK	3.19670792384991
GNA13	3.44433614387501
B4GALT4	5.64380225500726
TSPAN31	6.50842117111602
CHD1L	5.62851963135918
CNKSR2	3.59131825883771
C1orf156	6.07766035267891
IBSP	3.42091586985921
FUT8	7.62492538567944
TRMT11	6.25480488383389
AGA	6.54615392409638
GFRA2	3.41213861592663
WWP1	7.44828055635656
B9D2	3.85987256001177
CPZ	3.39088437424751
STAT1	8.02861279466347
PTTG1	8.89528682103422
TMEM62	4.67186647222224
COL8A1	2.9964684028193
RBPJL	3.22942922353022
CASP8AP2	5.77605234716116
SSBP2	4.87848045668653
MMP12	9.54431100309496
