Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D07_298082
LGI2	3.80673820788955
WDR45	8.63039167458592
ANKRD6	5.95414473686111
LTBP4	4.15381254000849
PSCD3	3.39775687630284
PYY	3.67369650918838
KCNC1	3.19376446559882
SIRT6	3.8050524492264
CCL19	5.94081817898886
ARHGEF9	4.91894255747236
ABR	5.03041119810031
C10orf22	6.1607596194428
STK17A	5.11351295022558
FOXE1	3.35728445870083
GML	3.35965212009083
CNGA3	2.84947392070417
CD38	5.64920145729714
ZDHHC6	7.11701730673208
NEFH	3.55221362472396
PGBD5	3.93966574246129
CTDSP2	7.04099265271984
RMND5B	5.47152588502854
ZNF257	3.21978905737107
DUSP4	5.56736265448097
FLJ22167	4.32358423118343
EXOSC7	6.67145047129433
ROR2	4.24336955138502
FOXM1	4.76789751125411
ZBTB48	5.25397988611508
BUD31	8.41021104000976
MAOA	5.59615221277647
CCDC41	4.16529223141141
TNNT3	3.70276136116989
FBXO11	5.26256946181673
GYPC	8.02002449153408
PLIN	5.58835402196532
RFXAP	3.45754720973382
C6orf15	3.68639985871908
RNF4	7.71294874274252
F8A1	8.46663114245418
PPP1R3D	4.78206958329774
GRB2	7.97732823070686
TPM3	3.06055592715191
SYT13	3.43580694652059
EPB42	3.50745011970588
RP5-1077B9.4	5.01694733327519
EIF1	10.2315926932341
CETN3	7.05512915848965
FPGT	4.80424921113019
PRY	3.51650041244997
NTHL1	4.63252013144414
POLR2B	8.56412669085845
RPS28	11.7982772855572
GDF10	2.89717574941441
COQ9	7.33265887976988
P2RX3	2.79351738476968
GCC2	6.91490524794686
RARRES3	8.76789175420179
PLXNA1	6.32992003427901
WBP4	4.47356307098202
KIAA0100	6.84921112801865
PMF1	5.97839957097604
HS2ST1	5.54581726618804
CRELD2	7.4537407290307
C8G	2.94019851594495
CD82	5.35184614728618
PMM1	5.20753466038174
CBLL1	4.4326598970657
LIM2	3.21199802516485
VAX2	3.55971398309523
SETDB1	4.88259612939975
LRAP	4.20184662540662
GCLM	7.2764569880405
CPEB3	3.18362054149751
PPM1A	6.12033581852336
INTS1	4.21902328130559
MMP16	3.33670744496975
CAMTA1	4.5295119343205
SAMSN1	7.06123933058563
DRD3	2.89829941300666
GMPPA	5.66569926144903
C11orf73	5.10402856199558
AIPL1	3.76969692838714
PTP4A2	9.898711901799
IL24	3.42967822456820
BDKRB1	3.81218004805164
HPCA	3.53007801311872
MLF1	5.65889222357268
SEC14L1	7.50275521653565
CHFR	6.5391886359201
EMILIN1	4.42379646119736
THADA	6.04065477326167
TAF12	5.31804224985962
NDUFS4	8.07065458264909
ID1	7.74248831104702
PIK3CB	4.17813201536349
COL18A1	7.95594490191379
PDZD3	3.41332861386878
TBC1D17	3.78323416934136
COX8A	9.36099613403965
CDCA4	5.68386876394036
C2orf44	4.40801325190329
C9orf16	7.26346908382149
ERBB2IP	8.22570699151068
EMX2	7.06045878999154
FUS	6.09242100860718
NIPSNAP3B	3.36385228980128
TF	7.94734318292713
CXorf56	5.42658072022245
CLCN4	3.64687683804572
PWP2	6.0205259471643
MMP15	5.22307164203164
MTMR14	6.51395813497956
NPR1	5.12235170780444
DNAL4	5.42376953763399
ELAC2	4.9318481545641
ASS1	9.3109626023322
IPP	5.32216788756646
TMEM59	9.78054527403502
POLR2J	8.67556848316899
SEC23IP	4.87460994919844
RGS4	4.59240662141073
UQCRC1	8.27096153952863
SNX6	8.55384171198037
DDX18	8.08349263698402
POLG	4.92279642712157
ADAM23	3.89625238518350
ZNHIT2	3.81301167782203
TFR2	3.84824201833673
NCDN	4.58355074988846
RAG1	3.35853115122202
POMT1	4.77295553721274
CYP1A1	3.35565058717076
SNAPC1	5.98852217432724
GNA11	5.25122797463067
CCDC52	2.87133412901772
CAPN1	6.85215895407934
DDHD2	6.45925249540442
UPF3A	5.62128224941366
LAGE3	6.05445196255777
GNRHR	2.97097608324377
UNC13B	6.35844838490516
TTLL4	4.42262328176635
PPBP	2.82899692031486
HTR3A	4.53517177166445
SDC2	6.22748080663016
ANKRD49	6.61281305411485
BTF3	10.4984588389188
COX7A2	10.3388673373684
SARS	8.92205724595497
C13orf18	4.96675150998967
CACNB1	3.73615715242616
QKI	6.24325477105449
SETMAR	5.23635016409478
LAMB4	3.31233361383881
MAN2B1	8.0037596252445
EML3	5.23520073052261
ACADL	3.47308687798896
OFD1	8.21955924906503
CGA	3.41923280064834
EIF3EIP	10.2970762091336
PEX16	4.92226453800596
GNG12	8.62276870944301
HABP4	5.29083825822557
CNTN2	3.35754797770161
ASNSD1	6.74657972031364
FUT4	4.04434191907376
DBH	3.35475730798894
CD53	9.20878104501909
HIST1H2BJ	4.01253332690582
TFAP2B	3.17933752946365
ACF	3.59480079757178
TMEM11	6.37881449259684
CDH8	3.12857053804212
C3orf32	3.50168705829851
AGPS	5.46813689221909
C4orf18	3.48233862230541
PCCB	7.14226523614228
IPO13	6.22724795975958
PECI	7.13511743433238
UNG	6.77812476676788
C6orf105	3.48689957341737
GSTP1	6.30753367051101
SUV420H1	6.58680085539508
ARHGAP15	5.91338771152345
LTBR	6.61706171572877
TDRKH	3.01482585611653
PSG4	3.48076493663523
SLC9A3R1	6.25467572974063
NBPF3	9.93338900312926
SLC9A3	3.54543174469974
OSBP	6.28826737224433
PRR5	4.88305733397353
CHMP7	6.19516716897814
ADRA1A	3.08293433771908
ASAH1	6.8657281744051
FKBP4	6.11030902104694
ZNF350	4.47101886845886
DOM3Z	5.04046615496367
GIPR	3.54697803919553
AHI1	4.77774954335677
BST1	4.68484394790331
NCR2	3.5374154741033
NADSYN1	5.16843585708316
UBE2W	5.82728852290793
RGS14	4.07934219585153
KRT15	4.15724792778828
SCN11A	3.80405616254200
GFI1	4.12524507593763
FHL1	5.18373441168853
SMC6	6.74648059532683
GATA1	3.60624829774022
OSGEP	5.95448210614723
ARMC6	5.19459591194621
HK3	3.87389201634765
PSMD5	7.006736630062
RSU1	8.34880135156671
RPL4	11.6033785696594
MAD2L1	5.586100462299
RBPMS	5.646235347393
EIF4A3	9.09932003705422
E4F1	5.09724981935653
DLEC1	3.54584070992377
PRPF3	5.95091670437728
EMR1	3.47874197471719
CHMP2B	6.86432322824335
CAMSAP1	4.41318061199229
RPS21	10.5915253140765
XCR1	3.33954870877902
ARID5A	4.82458084041482
RBM6	6.12998429982686
UBE2N	7.57863654463308
KLF4	4.05525876635634
MGC4172	3.70039727749039
LMO4	7.27822965817374
KLKB1	3.50808671654877
HDAC3	6.20336727190982
HP	5.10698538341558
SCHIP1	6.49290093850051
BTK	5.10479836334487
KRCC1	7.75228447184535
PRND	3.03093262409275
C6orf27	3.51769029056138
PIGL	4.40439241059362
CLCA1	3.6165285404817
C1orf112	3.97325768052607
OLFML2A	5.73486381179199
HUS1	5.08359067015118
SFRS6	6.85911966384597
CXCR7	6.40162133129568
UIMC1	6.75919820238706
FXYD2	3.99047198210955
GOT2	7.80990626316134
ZNF667	3.40462706721818
TFEC	5.46393340987583
ATP7B	3.59523368872601
RAB38	4.62888102182621
POLD2	6.27053373293614
PPM1H	5.20329258469995
DCX	3.24050530661146
NFYC	5.18764445301725
ZNF228	3.37391722054723
KIN	5.65247596940477
PLSCR4	6.57418327651912
HIST1H4I	4.31965158838701
PPARGC1A	3.45505010857292
HIG2	8.15920060730156
KCNK10	4.24279788388736
EXOC1	7.95033563120365
OR6A2	3.48295969152772
ETFA	7.88197520568868
PDAP1	5.601986546975
C19orf6	3.45855455326811
POLRMT	4.40162237283195
ZNF146	7.92715221920116
MIA2	3.30409824110671
LY6G6E	3.16460667964313
EIF4E2	8.0247920322835
NENF	5.14987439074153
HOXB5	4.27555790082587
ZNF324	4.16329311237149
CUGBP1	4.46056325831289
ENTPD7	3.83200697211384
TTC13	6.40621707482438
GJB5	3.06294436619799
PRSS22	4.30948939898468
CYP3A5	3.19849135395365
MBOAT5	4.04626757584771
CUL4B	5.05685597607607
CENPJ	3.26810376405948
KIAA0664	6.46825611577045
PITX1	3.26486176759278
PDGFRB	7.25379022278379
RDX	5.38277664737174
CELSR3	3.85888830372695
JUND	6.33590782423238
ITSN1	5.302609223181
CHRNB1	5.13057197671384
EHBP1L1	4.07749150631518
C19orf2	7.53967639712625
FETUB	3.06579361698056
CAMK2B	3.11498711592195
DCTN1	6.29660006977258
TNKS2	6.42739571715914
MRTO4	7.58025891258838
C1QBP	6.01397278010151
TTC3	8.118223942152
NDUFB8	8.19430553892784
CADPS2	6.23326712067469
EDG2	5.031264709729
MYF5	3.19648281384665
SEMA3G	5.31669474458184
IL23A	3.83283497866674
GJA9	3.77756495500027
R3HDM2	7.24539094849625
C5	4.07534644864876
SLC2A10	6.5598305410411
TRIM45	4.23855532904181
TSP50	4.23002908722327
PAQR3	3.97660170476248
ANKRD26	3.42822162940919
TCP1	8.23621160877127
TMED7	6.78052254681186
CMA1	2.81710994069833
PTCRA	4.32610068312049
HCRTR1	3.38560347693627
FST	8.31731434201127
PAWR	4.23796104242477
LDLR	4.4410201837351
ASTN2	3.65965179425851
SCRN1	7.24724260649394
GPATCH8	7.18433874236233
KIF4A	5.13278885091192
TANC2	5.2270285939135
ZMYM5	3.55859564505742
PGM1	9.31296325488608
ZNF586	4.51410747184492
POLR3G	3.51001740730888
CPD	5.67970440784735
SNCAIP	5.45622279647386
DCT	3.35653700034632
HLA-DOA	3.42816027757442
TANK	6.00388346823651
RCAN1	5.06833416260035
UPK1B	6.1630888394028
DNAJB4	5.22685137249676
UGT1A8	2.77631987165892
LIMD2	3.73542866115252
HIST1H4L	3.3138581544757
PECR	4.26826642250032
HSPA2	9.24740734414411
SERP1	8.9288522141652
TACR2	3.58820302469777
NUP85	7.30166852711387
CD177	3.46261984104614
GPR135	3.27224861328638
PIGG	6.90966441525092
LGR5	3.16303815065353
JAK2	4.84603761156503
DPYSL4	3.19723199391811
TM9SF4	6.06112097411072
PTHR1	3.56860781448412
SIRPG	4.47655487992534
ZNF264	5.63558749840495
BICD1	5.20348855570094
RAB5A	7.48766084647523
FLJ13224	3.2413662684428
METTL5	8.80826840119324
HERC6	7.46488409656275
CASP1	6.47519572460241
USP9Y	2.67837050058565
LRP1B	2.77450507473466
XAF1	8.27332523140148
PLA2G4C	5.41893876263963
APOA2	2.99513725975063
SPAG6	3.07918233732468
KALRN	3.47139328645054
SECTM1	7.67456976719299
THOC7	8.37347162304472
IFNAR1	4.55501243764471
TCTA	5.82345111350899
NY-REN-7	3.66368730384438
TALDO1	9.16973343827016
B2M	12.1806438594635
LPPR4	4.29378973480681
SQLE	5.97840192776356
SEPHS1	6.88225719695756
EIF5A	6.47187859497452
FAM49A	5.58343264945013
YTHDC2	4.09206043416439
EHD2	5.88414228528664
NCF1	4.56583609110257
SPG7	6.54357692716238
ZNF614	3.41907768570261
HOXA5	5.66204397798247
NUP133	6.63718127369874
FGF12	4.14801132788632
SLMO2	6.12720845703073
INPP5B	4.90869111598159
PPID	6.55314446992025
SNTA1	4.53328255490621
IL20RA	4.02451442143724
UBE2J1	6.02059410589703
CACNG2	3.14708021362774
GCM1	3.27025211821282
ELF1	7.14303017176802
TLR5	5.29114413496372
TCFL5	6.20433098750966
C1orf107	5.0006265686993
C19orf22	7.19314978022947
SAFB2	6.58708274924332
MAP3K7IP1	3.80889555508565
NCK2	8.06740662271762
OXA1L	8.70132560654778
KIAA0652	6.17929758464777
KLRG1	3.78903607263806
FRAG1	5.45490218514036
ZSCAN12	3.00412443417243
PSMD12	7.20095067407468
E2F4	5.27464247212892
CLEC4M	3.49282663291945
KIAA0999	4.61340145280405
CLDN10	6.55692229769695
MGC13053	4.11720252076329
TAC1	7.22528923687205
GYPA	3.38550078969554
HPCAL4	3.16748169725573
TRAIP	3.39452758964131
MEX3D	3.92940046389881
KIAA0232	6.4889466754975
ERCC8	5.03784083206973
NFAT5	6.36930646218459
GPX4	9.28152187442533
CSPG4LYP1	3.11841312054771
KIAA0368	5.80818688160683
FBXO3	4.5784071297726
DVL1	6.03216447450357
CMKLR1	4.17848857805348
GPR157	3.69390335131527
TYMS	8.30005589371535
OR52A1	3.00334050423821
PEF1	8.12132814617507
ZNF750	2.83465553921643
ALG9	5.80979746376599
MCM5	6.19221153053429
SDK2	3.35318237024515
BAIAP3	3.91777642071618
RABGGTB	5.93597791378025
KCNK7	3.37188549629328
PTP4A3	7.2294397856349
ANKRD40	4.28940162578377
CALCOCO2	8.84852609565086
TMSL8	4.31867340394218
SNCA	4.47671802602677
ZNF551	3.69667458061639
HBQ1	3.51931338794395
ARHGAP26	4.73324346056043
GEMIN6	6.8218402407085
HRAS	5.73471602797836
KLRC4	3.03309729527561
BSDC1	6.11675292325362
DSC1	3.53856905268567
RNF43	5.06812435745784
NDUFAF1	6.20582202919075
MAP2K4	5.28384842319736
FOLR2	5.19528283526186
LYZL6	3.55531547466361
EPB41L3	4.56553118878539
TEKT2	3.42294697295933
CDKN2B	3.49566500069892
WSB1	7.18506641893657
ZNF480	3.40488428810338
MAP3K6	4.99227176309882
PROS1	6.81626377371398
PSMB8	8.50352733855911
HN1	7.91317640023428
MAS1	3.26254179209265
APOL1	7.59204168126268
CSHL1	3.15773241414518
ZBTB7C	2.8985349639949
AHCTF1	6.21591064677984
SAE2	9.93910622162577
ITGA2	6.02851196514585
AP2S1	8.61061306399682
P15RS	5.09090695885629
MME	4.02047033267835
VAT1	7.9116904117042
MAST4	6.97737103320955
TUFM	9.19906226944677
KRT33B	3.24154826202301
THEG	3.57640591967536
KCTD2	5.20724017653768
WDR26	8.46122899929345
MFI2	3.37941340359187
KRT34	2.94109355909311
NR4A3	3.70981615684643
SGSM3	6.22171912415352
ARSA	4.34391518864007
TOMM22	5.0560972117673
SOCS3	3.72179615811468
UNKL	4.24988960495443
POP4	9.33848164621005
BHLHB3	7.50724140769391
MALL	9.2218456586013
SOX15	3.31575531509762
CCNA2	5.18382011125039
PARK2	3.06583995323451
GPR124	6.20044292079179
TMEM132A	5.16975667793565
CGRRF1	6.72495635068808
RUVBL2	7.91191665703625
MCAT	5.25151838346819
WNT10B	3.78093168215257
ISCA1	6.30104901222077
RPAP1	4.72010248623688
C12orf48	4.34713972197248
RAI16	5.33288173916522
RPL27	9.36770881603463
EPN1	3.69052322157666
MAGI1	3.00974320735475
GBX2	3.20704545946838
SLC35A1	6.45100077056228
GAL	5.22734727317874
SLC14A2	3.42907018995723
RDH11	7.65183860604137
ZNF518	4.10827430751329
PCYT1B	3.29547622829334
AUH	6.01716556363032
EIF3H	10.9701547897838
KIF1B	7.1986085524123
MBD2	4.55443263906327
AMOTL2	7.94962583495057
C6orf120	6.0955193610955
PIGT	7.33723683062775
PSRC1	5.0819119879015
PLA2G10	4.55259382073647
ALAS1	6.85848636954252
FOXO1	7.04448767488702
C17orf62	7.77938643032228
KIF5C	6.12088347039831
DUSP10	5.13981159112533
CRLF3	8.0242083451352
CLCNKB	3.44141399286572
PSMA5	9.33248037624672
FARS2	5.33109407131952
CCDC28A	6.31181690075944
AMPD3	5.12251949250879
PIAS1	7.33888188716735
ADCYAP1R1	3.51096597444155
TMEM134	6.28653336823074
CDH20	2.89378515108789
FBXO7	8.08503766964986
FLJ14213	3.58428553285765
ZNF3	5.65613753711679
LRRFIP1	7.63977688818646
TMEM49	9.4875621060852
CNOT2	7.20751172348529
CBX2	2.96452886511759
ZC3H14	6.59541741756053
ALDH5A1	5.26587439592168
HNT	5.73287272950251
SERPINA4	3.12925156834604
FLJ20920	6.5367081120804
CRTAP	6.13559985879549
DDX50	7.8308242613562
STYXL1	8.97219189384311
TK2	4.74320235626741
BLVRB	7.10858315899537
STMN1	7.38177118994776
GUCA2A	3.26518951514166
DPP6	4.04716735642322
GALNT10	5.9949169658638
STK39	6.06945370101537
MMP24	4.40512250129032
CKS2	9.1201517975345
RHO	3.60779140051363
BANF1	9.41935291967017
CR1	3.06448063102706
RPS6KA2	6.12667359808889
HMBS	5.50995750483017
C20orf112	3.72195455122151
SLC25A24	6.79545153041023
MRPL22	8.43613710003993
SLC25A15	4.81855116770431
GADD45B	5.82664487921005
TDP1	5.58792375250301
ZNF287	3.36137170353409
DAAM2	5.5171878276768
C11orf57	5.26341807677031
RFK	6.35905728371357
ZFYVE9	4.1049119110721
TCTN3	6.86384871804777
STCH	6.84030617064345
LOC283871	3.5086833844063
NDUFB3	8.30801927407623
DEFB4	3.73810277670389
FPR1	4.73352824726421
FMNL1	4.88407202446705
SEPT7	10.0387232793794
PTCD2	5.99940757012905
GNLY	5.08826175256786
GRAMD1C	4.76507076373489
ZNF165	4.99304055943691
TR2IT1	4.61738417205325
ARMCX3	7.33330619653979
NDE1	6.15739088514596
MAGEF1	6.99029062516673
ITGA10	3.9788412704411
ARHGDIB	9.6414896397251
FSHB	3.74691179576806
ANXA2	11.6085360519739
HLCS	4.40860146143338
MCF2L	5.16786478412635
AK1	5.55101832180964
FH	5.95052261458796
LGALS2	4.48871296248524
SYNPO2L	2.7346135005227
KIAA1045	3.22843383830667
C1orf183	4.52800428586932
MAGEA8	3.05443970718490
DGCR8	4.80242830731664
GSR	5.11655258125067
NEU2	3.31966275041895
HIST1H4B	3.50067013450974
CACNA1C	3.08324590152061
FAM20B	5.76842171072809
HES2	3.2108339207823
PDCD6	11.9436207656783
INTS7	5.45006115698742
AMPH	4.3925007282596
UCKL1	6.59731264750106
ASB4	3.07556663069634
C10orf97	4.66816435335821
ALDH1L1	4.17420460818716
CCL23	3.36582021274922
OBSL1	4.56800364063671
SLC12A7	10.3884995364965
THAP4	5.33025439841291
RBM4B	5.5969083526426
OGFRL1	5.48407229492518
KIAA0831	6.95059905631286
C12orf11	6.99451460325238
PPP1R15A	4.39280478841995
KIAA0240	5.59551553328928
CD1B	3.14575804576382
FCGR2A	6.40793236891747
MDC1	4.88770748647301
MAN1A1	4.06508376331427
KRT9	3.1707466152046
HTR1A	3.27357821899451
OCEL1	5.73334691301315
ATP11B	5.89398247785373
NLGN4X	4.6970017930597
FBXO34	7.82621843680473
ALOX12	3.3162018310308
RB1CC1	6.86283757211142
PCDH12	5.23869045280283
RPE	4.95193173049894
EIF4E	6.04981914206452
CSDC2	3.76417578754599
ABHD5	6.17533619250107
TMBIM1	6.25245365156745
PET112L	5.30922694686935
P2RXL1	3.1319490937699
F2RL2	3.09431822607568
TRMT1	5.80238373401622
IMPG2	3.29395513424340
LRRC32	6.50564015723134
BGLAP	3.70244802953328
HTR4	3.32160665790350
MRAS	5.7305563757574
TRAF6	5.02717589904212
AXL	5.73538558458494
ATP2C2	3.59524142994212
LMNB1	5.71403154883045
TELO2	4.26350963027505
PNPLA3	3.75955014197174
CSNK1E	6.26830140809152
SRP14	10.209663224977
KCNQ4	3.29516496146605
PIK3C2B	6.01046715321382
C15orf15	7.94653107697125
TUBB2B	4.68941590136888
USP15	5.89295565779203
C12orf41	7.0714162065338
CEND1	3.63071871875866
RNF31	5.74254309991762
TCEAL2	6.69445279444329
PTGER2	5.15275490885763
UBN1	6.67594788293111
SLC5A7	3.13861132325169
SLC31A1	6.16170070686463
ADAM29	3.44061676309588
ST7L	3.98069003505381
GFOD1	6.41319417300549
CTNNA1	9.1000398844261
HRBL	3.79119320066407
CBX4	3.70596453309943
NTRK2	3.90863990526277
FOXN3	6.4175966946652
MFGE8	6.76045154471327
PFKFB2	3.73919397134524
TAS2R4	3.40733234519747
SH3TC2	3.49184282319609
IL10	3.50342227756368
PXMP4	5.86675285866317
RNF167	6.10532412615027
PRMT5	7.54276042916152
TSKU	5.06532787141117
ATPIF1	8.38298662297842
ETV3	3.10810709172704
PAK7	3.00120372021650
PDLIM1	9.40116337306675
CEP63	5.53335635061123
WDFY3	5.0408956939252
RNF126	5.03858062377557
DPM1	8.11112070237945
CLIC4	7.17600433521212
ACR	3.67341411237995
KLK7	7.14410569229496
ALOX5AP	7.8508420936454
LRP1	5.71373460270175
TNK1	4.33495492049927
TAS2R9	3.22744716735433
ZNF16	5.40167197512654
POLR1B	5.6418046986725
SLC8A2	3.61144114109221
OLFM4	2.87593482228315
TACC1	5.82284659069268
SAMHD1	7.7720033015023
ATP13A2	5.75632389937218
KRT4	3.67237796840391
PAX6	4.84954760479305
SCG2	3.73794243441086
SLC17A6	3.42804306275298
TUBB4	4.13662257859055
PADI4	2.97439743383575
FMO3	3.28158710169767
NLK	4.00752590298994
POU4F3	3.22465531326236
MDM2	3.53918295505105
CAPNS1	10.6409551609302
SDF4	7.18321510882765
ITGBL1	4.27573833134895
TAP2	4.34668198843192
OR2C1	3.16432309824455
KLHDC3	6.37294023039608
EFHD2	6.53983942074717
GALR3	3.33196591126296
NBEA	3.60628331983658
ABCA6	3.86568362691974
ABBA-1	3.77463014006524
GNAI1	6.47136934546457
CLDN3	7.68310020310688
AKT2	3.22650921185937
EGFR	4.80248106375767
VPS4B	6.99125376340108
RBM16	7.26871802840888
GALNT6	5.66846671592062
ZDHHC3	5.24652171237973
SLC25A4	6.5433353778099
CYB5B	5.37212058317624
NDRG1	9.54549219543525
SESN1	5.67008231812958
GBE1	8.01032201743685
MRPL46	5.9170383966824
CLASP1	6.18570330753174
FARP2	5.0815533278644
ACOT11	3.66655938607887
LDHAL6B	2.91592732523539
MAPKAPK3	5.53333603043138
NCAM2	2.99065816306267
AFAP1	4.70583685056357
PRKD2	6.23096724901693
OR2H2	3.22589700042574
ZFP36L1	7.28407344243847
DZIP1	4.47471128331255
GPR161	4.53593516441606
RNF146	4.5152397611504
NKX3-1	3.84259645469799
CCNB2	7.1564539251093
ZNF10	3.71155050717584
WDR74	5.65768501762567
FAM134A	7.6075362125611
PCNP	8.28192040805113
PURA	6.0251174215705
DNPEP	7.48098601647153
ERBB2	5.12072387870781
CREB1	5.22283660870575
NEO1	4.14745229668166
DDX3Y	3.19702826985675
RPS3A	12.4560563130399
MXRA7	9.14940679594802
LGALS3	11.6604367537161
GLT8D1	7.17205036369567
TMPRSS3	7.9158691695107
UPB1	3.39154070387282
LAT	4.84288039922384
CLDN14	3.71215699556133
DHX38	5.39401973423454
KCNA3	3.65504063202820
BTBD1	8.16865130912735
TARS2	5.51516382950627
SKIV2L2	7.5789102514829
ABCF1	7.78841625558915
CDT1	3.00575457024908
ZHX2	6.65553432615036
FCF1	4.84860871019379
LRRC49	3.99264294538689
GUCY1B2	3.36145175882698
CD28	3.31049019263459
SMARCA4	6.60387090922806
SEPT2	8.87990337203076
SOHLH2	3.36860077464726
MCOLN3	4.68148560989848
LRP8	5.12264934637027
TAGLN3	3.89290110691888
MASP2	3.51999190848705
GPATCH3	4.22127041257364
TTRAP	7.68351253758723
AGL	6.56066857088241
NFE2L3	4.89073259113141
PSD4	3.85899080842288
PALMD	5.94598510412007
CCNB1IP1	8.54122095090881
TMEM43	7.54202792600879
OBFC1	5.91876771978095
STAT5B	4.85914905530327
C14orf79	4.62615495716446
ENPEP	4.60969840649639
SSB	7.7071901743312
SCT	3.2388716183095
TIMM23	5.99569711905545
SKI	3.76458401657320
SLC22A13	2.98980738590593
AKAP3	4.09645120623986
OAS2	6.45693026211052
KIAA0423	5.94128720743869
SEC61G	10.0095060826531
CAPN11	3.06153484969689
TMEM50B	7.18176176378261
DEGS1	8.31427192357396
ARHGEF4	3.34289813497254
DBNDD1	4.50690292756974
TBL1XR1	3.98546335453823
FAIM	5.45624297877726
SP140	4.30548177237073
G6PD	5.04564452701379
NUDC	7.60236631244954
GABRP	4.49060070263962
SCARA3	4.69833268926345
TACSTD2	6.30266890265296
EIF3J	6.69507490386148
PPP2R2A	7.55796167922688
CPA3	5.9774997824707
PVALB	3.22612389005263
BCAT2	5.35266702036533
MFN1	5.79961769399559
F10	3.08012625537704
