Hybridization REF	TCGA-C8-A135-01A-11R-A115-07
SLC25A15	-1.24075
FAM84B	2.1855
TDP1	-0.6555
C16orf78	-0.0196666666666667
C11orf57	0.038375
RFK	-0.746625
ZFYVE9	-1.312625
STCH	-0.4488
WIBG	0.584
LOC283871	-0.927333333333333
GBA2	-0.7133
NDUFB3	0.234
HSD17B13	-0.76075
GRIN3A	1.2265
FMNL1	-0.573
SEPT7	-0.1939
GNLY	2.1415
GRAMD1C	0.5675
ZNF165	-0.41875
USP38	1.2465
FAM83A	-2.7345
C14orf24	0.44775
ARMCX3	0.75825
ARHGDIB	1.39766666666667
AK1	-0.089
KIAA1045	-0.129
DNAJB13	-0.136
NEU2	0.6765
HIST1H4B	0.1385
FAM20B	0.44
HES2	1.34364285714286
FAM73B	-0.474
LOC388381	-0.57925
INTS7	0.219363636363636
AMPH	1.12575
ZNF775	-0.448875
UCKL1	-0.804166666666667
C10orf97	1.19025
C1orf161	0.42025
ALDH1L1	-0.4475
FLJ39378	-0.621125
SLC23A1	-2.5935
RBM4B	1.14425
THAP4	0.495333333333333
OGFRL1	0.8455
KIAA0831	-0.0415
PPP1R15A	-0.221833333333333
C1orf96	0.0471428571428571
C12orf11	-0.78425
BMF	1.226375
MAN1A1	0.1355
KIAA1600	0.746
NLGN4X	0.282
ALOX12	-0.869666666666667
RB1CC1	0.1425
NEIL2	-0.1449
EIF4E	0.4115
ABHD5	-0.26325
EXOC4	-0.5445
CIP29	-0.126166666666667
BATF2	0.064
SLC29A4	0.409
HTR4	0.213
EMB	0.11575
TRAF6	0.49525
LMNB1	-3.556
FAM19A5	-1.210125
SHE	2.0445
PIK3C2B	1.148
C15orf15	-1.116
USP15	-0.2707
TCEAL2	1.345
C5orf39	-0.0318333333333333
PTGER2	-1.365
SLC31A1	0.3193125
IFT172	0.0015
ADAM29	0.38275
GFOD1	0.21375
ST7L	0.631833333333333
C15orf26	-3.54025
PKN3	-1.60075
CNTD1	2.38616666666667
COMMD1	0.611125
NTRK2	3.09491666666667
FOXN3	-0.039375
MFGE8	-0.0045
PFKFB2	0.662166666666667
TAS2R4	-0.363333333333333
ENTHD1	1.5355
PRMT5	-0.840375
MGC16384	-1.8965
LOC442229	-0.50675
TSKU	2.240125
KRTCAP3	-1.037375
PDLIM1	1.2953
KCNS2	-0.00850000000000001
RNF126	-0.429166666666667
CEP63	-0.31125
CLIC4	-0.12925
hCG_1990170	-0.00149999999999999
ACR	0.3766
KLK7	0.922
ALOX5AP	2.18125
RIPK3	2.6475
TAS2R9	0.493
C19orf18	0.812
BIRC6	0.26
ZNF16	2.237
RFT1	0.07875
SLC8A2	-0.37425
TACC1	0.393875
ITGAD	1.9605
SAMHD1	0.78225
SH3PXD2B	1.5767
EPC2	0.65375
C20orf85	0.47875
ATP13A2	0.549166666666667
KRT4	3.936875
CAPNS1	0.7725
MDM2	-0.769666666666667
PCDH20	3.63875
KCNK9	0.829
OR2C1	0.3215
KLHDC3	-0.428333333333333
IPPK	0.3445
EFHD2	-0.758125
GALR3	0.856
NBEA	-1.08
ABCA6	3.3036
CLDN3	-0.784
AKT2	-0.553571428571429
EGFR	-1.5732
RBM16	0.837
ZDHHC3	0.7325
SLC25A4	0.545
CYB5B	-0.904
CPXM1	0.24475
NDRG1	-1.19692307692308
FLJ43826	0.86425
OR5L2	-0.025
FARP2	-0.1928
MRPL46	-1.22233333333333
LDHAL6B	0.0755
MAPKAPK3	-0.791333333333333
NCAM2	-2.82525
PRKD2	0.777666666666667
ZFP36L1	2.4166
CYSLTR1	0.6205
OR4C3	0.269
HIST1H2AJ	1.0545
CCNB2	-2.29344444444444
ZNF10	-0.105
TMEM175	0.2765
FAM134A	0.557166666666667
TIGD4	0.556
PCNP	-0.703
MGC39715	0.86175
LQK1	-0.85575
CREB1	0.9173
TMPRSS3	-2.404
C4orf32	1.8095
LAT	-1.41866666666667
KCNA3	1.1485
SKIV2L2	-1.06475
ROPN1B	-2.09275
tcag7.23	-0.2345
CDT1	-2.3215
ZHX2	1.059125
CD28	-2.75725
ZNF624	0.4785
SEPT2	0.751083333333333
SOHLH2	-2.41925
MCOLN3	-0.192375
UNQ1945	0.1625
MASP2	-1.1935
ZNRF3	0.049
GPATCH3	-0.224
AGL	-0.595375
QRICH2	0.7835
PSD4	1.01316666666667
CCNB1IP1	-1.207
ENPP7	0.22025
OBFC1	0.32275
KCNG3	-1.112
C14orf79	0.469083333333333
ENPEP	1.95
SCT	1.8695
SKI	0.88875
SEC61G	-0.67475
CAPN11	-0.139
ATXN7L3	-0.49325
DBNDD1	0.419
FAIM	0.341
ANKRD36	-0.7225
GABRP	3.457
TACSTD2	1.78483333333333
EIF3J	-0.9125
PPP2R2A	-0.562
TEKT4	0.214666666666667
PVALB	-4.02433333333333
F10	-2.499
FAM134C	0.4963
COMP	4.6165
EFCBP1	-2.9305625
SCLT1	0.447875
TAL1	-0.6034
ACSL1	3.03
ABCC5	-0.6345
ABL1	-0.0915
RBBP7	-0.367666666666667
PTPRG	-0.253625
NCOR1	-0.3976
SPINK4	-1.3095
TXNRD1	-0.9047
TNRC15	0.751125
C9orf138	1.161
UBE2H	0.139833333333333
BRDT	1.053
C8orf31	0.1735
CCNE2	0.816363636363636
SLC6A8	-0.89325
CALCR	-3.5495
PPP1CB	0.10875
ABHD8	-1.09075
ARF5	-0.3597
SLC24A4	1.2295
CCT3	0.105
ZNF121	0.833375
SLC3A2	-0.026
OR13A1	0.5685
SLC5A10	-0.25775
RAD50	-0.643125
IER5	0.229125
MTHFD1L	-0.9355
MBTPS2	0.8925
MVK	-0.5565
NCL	0.3794
PSMD10	0.01975
MOBP	0.00025
FLJ32894	0.377
HRH1	0.584833333333333
C5orf30	-0.119
NUDT16L1	0.7049
RASGRP3	3.9565
PRKRIP1	-0.089
CCDC75	0.3355
LOC253970	0.49025
KIAA1239	0.22075
MED21	-0.21825
SYT11	0.715083333333333
NTSR2	-0.2155
EGFL11	0.1
CXorf59	1.5365
OR2A25	0.62925
SPTBN2	1.069
LRMP	-0.816833333333333
RNF111	-0.237
PTH	-0.015
LOC619208	0.0686666666666667
KIAA0895	2.0105
RANBP5	-0.63425
P2RY10	1.72466666666667
NME5	1.7725
DDX21	-0.41925
LRSAM1	0.4835
HDAC11	-0.103
VMO1	1.071
NOLA2	-0.162833333333333
ADAR	0.877666666666667
MTO1	-0.845666666666667
SF4	-0.314
P2RX1	-0.343166666666667
HBM	0.18525
EN2	0.6255
C14orf172	0.06475
TM9SF2	1.3936
INHBE	-0.8205
TCTE3	0.105333333333333
TOX2	-3.02425
CTAGE3	0.317
HBB	3.4609
MED15	-0.206666666666667
CASR	0.8015
C6orf66	-0.9265
MTPN	-0.65075
UNC50	-0.43275
C21orf33	0.54025
IRF2	0.67325
PGR	-2.0195
GPR84	1.58325
CROCCL1	-2.6945
SRPX	-0.902
BRE	0.502166666666667
FGF10	0.972
SDC3	0.505833333333333
ZRSR1	0.443166666666667
DKFZP434P211	-0.515125
SOX6	-0.113
RPUSD2	-0.838
C14orf173	-0.154916666666667
MAPK11	0.148333333333333
TBC1D22A	0.064
FAM123A	-0.145
COL4A6	-2.84183333333333
TOMM70A	0.0865
NAB1	-0.196875
MGC16385	-0.40675
TSPAN18	0.149166666666667
MED31	-0.41675
PLG	-0.124
CAPSL	2.217
ZNF532	0.946
ASB14	-0.0905
CA8	2.126
NUDT16P	-0.0943333333333333
SLFN11	-0.5175
LRRIQ2	-0.394125
NOL7	-0.441333333333333
BRMS1L	0.344375
JARID1A	0.2405
PANK2	-0.34875
ICAM3	-1.12225
MDS1	-1.03525
TAF8	-0.88425
RNF139	1.3955
ZNF594	-0.274333333333333
ADAM8	0.539875
SFTPC	-0.01175
MAN2B2	0.5845
RGS12	-0.07775
EIF1AY	-4.76766666666667
LRRIQ1	-0.502833333333333
GPR150	0.826
CCDC21	-1.214
PRRG3	0.433
SAA4	-2.71825
RAPGEF5	2.1045
ZCCHC2	-0.4545
MGC39372	0.083
PPP4R2	0.387166666666667
CDCA2	-1.5035
OR4D5	0.246333333333333
PTGFRN	0.9397
SIGLEC5	2.05433333333333
C19orf61	-0.432833333333333
NMUR2	0.6645
KIAA1586	-1.173
DAGLA	-1.65383333333333
CHCHD6	-0.904
GPR32	0.5105
NEUROD6	-0.0888
SLC2A4RG	0.7704375
CA5B	1.54225
FBXL3	0.884
MPHOSPH9	-1.6415
HMG2L1	0.64825
HCN4	0.450666666666667
CEACAM19	0.843
SH2D4B	0.618833333333333
HFE2	-0.557
TGM4	-0.441666666666667
LYPD2	0.118
TBC1D15	-0.46875
MRPS21	-1.4104
NONO	-0.3367
CLEC5A	0.8905
ITCH	0.2173
MGAT3	-1.336
MBP	-0.7325
RPP25	-1.3935
SOSTDC1	1.141
HRC	-0.8475
TRIM48	0.2775
TMEM133	-0.00599999999999999
ECEL1P2	-1.23425
HOXC11	1.464
DOK5	-0.29225
HELZ	0.308666666666667
LOC348180	-0.34375
MGC33894	0.341
ADRB3	0.2305
DMD	0.416
PTRH2	0.581
MPEG1	3.283
NDUFA12	-0.668666666666667
KRTAP2-4	0.3295
STAMBPL1	-1.50416666666667
ADCY2	1.4965
UNQ6125	0.98
KLHL20	0.2166
SRM	-0.6505
OTC	0.14425
TMIE	0.0641666666666667
SNX8	-0.052
LIPK	0.5395
CHURC1	0.0333333333333333
KLC2	0.3245
HDAC1	-0.691166666666667
FAM128A	-0.390333333333333
FNDC3B	0.7359
MTCP1	-0.394
WFDC10B	-0.3394
PCDHGB3	0.7425
ATRNL1	-2.9584
CAV2	0.282875
MED26	-0.193166666666667
DUS1L	2.109
CHRM3	-1.24475
NEK9	0.70425
WARS2	0.21725
TBX22	1.728
TOMM40	-0.1625
RP6-213H19.1	0.176666666666667
TUBGCP5	-1.05975
IGSF6	5.2985
TPPP	0.0488333333333334
UNQ6190	-0.165
GSTM5	-0.327375
BTD	0.227666666666667
PDCD1LG2	0.615166666666667
SNRPB2	-0.565833333333333
ERICH1	-0.709875
APOA4	-1.52525
HOXA11	-1.8995
NARG1	-0.278875
MKX	-1.26075
RAB28	-0.622214285714286
PKP3	-0.0225
SH3GL2	-2.58375
CTSO	3.542
RPN2	0.3848125
IL28RA	-0.199833333333333
SFMBT1	-0.47425
WDR57	-1.21125
FER1L3	0.333583333333333
HSF5	0.793333333333333
TTC9B	-0.3965
C4BPA	-1.79566666666667
ALB	-5.15157142857143
SORBS3	0.282375
UPF2	1.0195
JPH1	0.3615
AGBL2	-2.26225
DOPEY1	0.981
TERF1	0.34875
KIF22	-0.3065
NINJ1	1.3225
SEC61A2	0.958583333333333
HIST1H1D	-1.25116666666667
SFXN4	0.17475
UCP3	0.1771
ZNF703	0.398
MYL6B	-0.94575
TREM1	1.55975
OR52E6	0.4815
CKMT2	2.57525
HLA-C	0.539375
SLC13A3	0.28
TIMP4	-0.574
SLIT2	2.282
RSF1	0.156333333333333
LONRF1	-0.997714285714286
MON1A	-0.166666666666667
CACNG6	-1.59883333333333
DPPA4	-6.0965
ZSWIM3	0.58675
ZNF804A	0.742833333333333
CCIN	1.74625
SLC25A31	0.0403333333333334
KCNMB4	0.53125
RABL5	1.0325
GALNS	-0.342
STX6	1.07
HIST1H1C	-0.1685
CIDEB	-0.993625
CASP4	0.0925
PDK3	-0.0474
KCNJ11	0.209
TPR	-0.682875
ZSCAN20	-1.043
MTX2	-0.3935
HIST1H2BH	0.27475
LOC283767	1.4265
LYRM7	-1.28488888888889
BRD3	0.477666666666667
HIST1H2BO	0.54425
MAGEB10	1.681
SLC45A1	0.08225
SERPINA3	-1.27575
KIAA0143	1.1925
KCNJ16	0.7475
KRT79	1.03625
FABP2	0.148
NUT	-0.24575
ZNF57	-0.151
FBXL4	-0.048
CLEC9A	1.314
UGT8	-0.505166666666667
BMP2K	0.90775
MAPK4	-3.18675
SLC25A23	-0.8077
HINT1	0.0287
KRTAP13-1	0.2445
SFXN5	-0.6773
CHCHD2	-0.251
FAM3D	2.712
NDP	-2.831125
RHOBTB1	0.485166666666667
SLC4A4	-0.975142857142857
RPL38	1.2225
HTF9C	-0.6435
AP2A2	0.18675
ZBTB46	0.187
MAP7D1	0.193875
AOX1	-1.38533333333333
CYR61	1.032
DTNA	0.0999285714285714
JRKL	0.6235
TMOD3	-0.453
EEA1	0.2348
ADCK5	1.70425
IL1R1	2.703
KLK3	0.233214285714286
HRSP12	0.428
KTN1	0.4475
LOH11CR2A	0.3963
RELL2	-1.90775
MAB21L1	1.5425
C20orf59	-0.466
PHKB	0.15825
ADAM2	-2.1575
TBC1D8B	0.985833333333333
FAM13A1	0.7391875
LAPTM4B	2.187
LCN8	-0.105
TMEM147	0.982
SYT4	-0.178666666666667
XPO7	-1.019
C9orf62	1.522
GPR75	-0.4395
TRIM5	0.907125
APOC1	0.6325
RNASE4	-0.528333333333333
PARD6B	-2.559625
ARID1A	0.0506666666666667
TPD52L3	-0.00559999999999999
RRAGB	-0.176666666666667
RCN2	-0.754666666666667
HIST2H2BE	1.467375
STARD7	0.155
SHMT2	0.13225
KIAA1751	-0.107
MLYCD	0.176875
LOC162632	-1.0267
UQCRH	-0.43275
RP11-217H1.1	1.245875
SDHA	-0.597166666666667
NCLN	0.135
ZNF17	0.491833333333333
RCBTB2	-1.48425
VEGFB	0.7797
RP4-747L4.3	0.38125
COLQ	-0.1552
MPN2	-1.3085
DRG2	1.09175
KLRB1	4.852
ALPK2	-2.87475
DNASE2B	1.53925
FLJ23834	-1.36266666666667
AXUD1	0.765666666666667
SAFB	-0.3788
NSUN4	0.43675
RFX2	0.2485
MAPK8IP1	-0.698166666666667
FANCD2	-0.796571428571428
ANKZF1	-1.552
C19orf50	-0.6545
DUSP8	0.088625
SENP5	-0.488875
NFKBIL2	0.19975
LBR	-1.420875
IGFL1	0.4895
LZTS2	0.09525
IL2RG	-0.102625
CCDC51	-0.647
KLF3	0.244875
ANKRD37	-0.9795
KCTD14	-0.69
FZR1	-0.471083333333333
SLC44A4	3.3756
ESPL1	-0.785
GMPR2	-1.068
TBC1D19	-1.16583333333333
ERGIC1	0.760111111111111
ERBB4	-1.2734
TSPAN32	0.498916666666667
MAP4	-0.14325
GPHN	0.368
SLC6A2	-0.234625
HIVEP1	1.03275
DFFB	-0.741
EIF4EBP2	1.259375
DMRT1	0.41325
HSPB6	0.03875
IER2	-0.0141666666666667
AIFM1	0.27075
WWC2	0.8705
MRPL4	-0.66375
FLJ21062	-0.5135
EPB41L4A	1.44133333333333
SH2D6	0.13725
TAF4B	-1.0445
GAL3ST3	0.219
MALT1	-1.0405
RTDR1	-0.2965
ARVCF	-0.474375
MEX3B	-0.539166666666667
FBXO16	0.6285
KIF7	-0.9995
C1QC	4.10116666666667
ZNF783	-0.572333333333333
ZNF85	0.32925
MMP13	4.3145
KIAA0329	0.144125
RTP3	-1.14
ZBED3	-0.215
CLGN	-0.538
SLC25A37	-1.320125
hCG_18290	-0.74675
OR5AS1	-0.013
SMARCC2	0.221333333333333
FAM109A	-0.304333333333333
CCDC12	-0.6385
USF2	0.3798
DEPDC7	-1.6125
C20orf24	-0.540333333333333
JMJD3	0.2535
DSP	1.00271428571429
SLIC1	0.515875
FAM20A	1.54225
IRF2BP2	0.727625
ZNF230	0.5465
MSN	-0.811571428571429
SLC9A5	-1.549
EPDR1	-1.7381
MUSK	-0.292166666666667
ZNF434	-0.794166666666667
SMARCD1	-0.344333333333333
ZFP106	-0.87125
ZNF347	0.9712
GTF2E1	-0.19225
