Hybridization REF	TCGA-A8-A07B-01A-11R-A00Z-07
PGBD5	-1.942
CCNY	0.461357142857143
RMND5B	0.659416666666667
ZNF257	-1.356
FLJ22167	-0.321625
EXOSC7	-0.0341666666666667
ROR2	1.980125
MAOA	-1.932125
TNNT3	0.310666666666667
GYPC	-1.43275
C7orf33	0.9805
PLIN	0.479666666666667
LOC90826	-0.61925
RNF4	0.0153
F8A1	-0.0818333333333333
PLEKHG4	-1.38125
GRB2	0.6832
HIST1H2AD	-0.06725
DUS3L	-0.718666666666667
EIF1	-0.878333333333333
RP5-1077B9.4	-0.866333333333333
FPGT	0.6125
GDF10	-1.87716666666667
COQ9	-0.62875
GCC2	-0.328214285714286
RARRES3	1.306125
PLXNA1	-0.4956
KIAA0100	0.9325
PMF1	-0.309
FNDC1	5.7865
HS2ST1	-0.399083333333333
CRELD2	0.1115
C8G	-0.919
CD82	0.89275
LIM2	-1.802
UNQ6490	0.588
MMP16	0.02875
DRD3	-0.20575
C5orf26	-1.64975
C11orf73	-0.904125
PTP4A2	0.0905
OR4M2	0.534
HPCA	-0.442166666666667
SEC14L1	-0.564666666666667
CHFR	-0.083125
EMILIN1	0.509625
NDUFS4	-0.01525
COL18A1	-0.51225
PDZD3	0.3074
C9orf16	0.6055
ERBB2IP	0.307833333333333
EMX2	2.7135
FUS	-0.653
TF	-3.2399
CLCN4	-1.0125
CXorf56	-0.18
C11orf72	0.225
ELAC2	-0.877666666666667
NPR1	-0.78175
ASS1	-3.37716666666667
USP42	-0.415125
POLR2J	0.041
SEC23IP	1.05333333333333
UQCRC1	-0.03325
LOC729603	-0.19975
C1orf71	-0.0825
POLG	-2.285
ADAM23	-3.1195
TFR2	-0.91675
RICTOR	-1.2259
MGC39606	0.6885
C19orf55	-0.17475
SNAPC1	-1.3285
GNA11	1.305125
CCDC52	-0.325
FSIP1	0.268
UPF3A	-0.915
IGSF11	-2.06133333333333
LAGE3	1.0355
CHST6	-1.5745
UNC13B	1.360625
TTLL4	0.530125
ZNF687	0.04425
SDC2	1.3614
COX7A2	-0.058
LAMB4	-0.50525
FAM24A	0.6075
LRRTM3	-0.877666666666666
GPHB5	0.15
OR4C13	-0.081
EIF3EIP	-0.197357142857143
HABP4	-0.8885
TMEM125	3.272
CNTN2	-0.166875
ASNSD1	-0.3885
FUT4	-0.274625
ACF	-3.72475
LOC158381	0.588
CDH8	0.42275
AGPS	-2.79066666666667
C4orf18	1.821875
PECI	0.597833333333333
UNG	-0.49575
GSTP1	-2.624
DCUN1D5	-1.21083333333333
DKFZP564J0863	-1.29675
SLC9A3R1	1.09625
BCDO2	-0.820875
CHMP7	0.236625
REM2	1.13
DNHD1	0.1115
FKBP4	0.323625
ZNF350	3.44925
MGC11102	-0.317625
BST1	0.828
KISS1R	0.794
NCR2	0.025
DEFB125	-0.486
UBE2W	3.491
KRT15	-2.10475
C10orf99	0.434
SCN11A	0.01725
GFI1	-3.44225
RDHE2	1.627
FHL1	-1.264
OSGEP	-0.488333333333333
GATA1	-3.1545
SMC6	-1.45975
TTTY14	-0.92075
LPIN3	0.24225
RPL4	-0.4556
RBPMS	0.1122
PRPF3	-0.295
EMR1	-1.867
SPATA19	-0.18725
XCR1	0.214
IRX3	1.6362
RBM6	-0.0375
KLF4	0.9123
UNC5CL	2.242
SEBOX	0.374
BTK	-0.92375
KRCC1	0.30525
C6orf27	0.336
SYTL5	-1.2245
PRND	0.3835
LOC653319	-1.708
PIGL	-1.7935
HUS1	0.406
SFRS6	0.479416666666667
C17orf77	-0.257
UIMC1	-0.575333333333333
FXYD2	-1.6134
LOC283152	0.366
ZNF667	-0.3145
ZCCHC12	-0.3275
TFEC	2.4372
ATP7B	0.8665
POLD2	0.139
RG9MTD1	0.2925
ACOT2	0.0413333333333333
HIST1H4I	-1.23975
PPARGC1A	-2.4099
ETFA	-1.3822
POLRMT	-0.13
ZNF146	1.159
MIA2	-1.2335
KLHL6	-1.29716666666667
HOXB5	-0.884
NENF	0.390166666666667
CUGBP1	-0.01125
PRSS22	0.559
CASC4	0.7157
CUL4B	-0.6644
CENPJ	-1.6477
PITX1	2.4155
FLJ31033	-0.221833333333333
CELSR3	0.336833333333333
ZNF568	0.374
ITSN1	-0.118083333333333
EHBP1L1	-0.9945
C19orf2	0.02975
DCTN1	-0.24875
LIN28B	-4.1986
TNKS2	0.01175
C1QBP	0.591
CADPS2	2.41275
SRMS	0.3415
GJA9	0.529666666666667
MGC24975	-0.352833333333333
TRIM45	-0.8185
TSP50	-0.31675
TCP1	-0.155
TMED7	0.3933
CMA1	-0.0605
CENPL	-0.2225
PTCRA	-0.4975
FST	-2.2475
VWCE	-1.51825
PAWR	0.3105
ABCC12	1.2965
LDLR	-1.1564
ASTN2	0.0899
LOC441212	-1.466125
GPATCH8	-0.33075
TANC2	0.122833333333333
KIF4A	-1.036
C18orf18	-1.238
PGM1	-1.35675
KIAA0258	-1.115
CPD	-0.7705
SNCAIP	-1.73125
DCT	-3.7755
HLA-DOA	2.65686363636364
OR11L1	0.725
UPK1B	-0.219
DNAJB4	-0.18875
UGT1A8	-0.022
HIST1H4L	-0.4525
PECR	-1.37266666666667
HSPA2	0.951
WFIKKN1	0.6055
SERP1	0.406
SYDE2	1.17175
TACR2	0.592
NUP85	-0.2145
CD177	-0.636833333333333
LGR5	-1.6235
PIGG	-0.39825
PTHR1	-0.8195
RAB5A	0.5148
FLJ13224	-0.2695
USP9Y	-1.33616666666667
C7orf53	-0.3365
LRP1B	-1.01875
XAF1	1.6219
ABCG8	-0.6815
ANKDD1A	-0.558
DAND5	-1.804
SPAG6	0.716833333333333
LINCR	0.13125
ZDHHC22	-1.39225
CCDC60	0.118
THOC7	-1.151
TCTA	0.8408
OR8K3	-0.28625
NY-REN-7	-1.21025
B2M	0.8765
C6orf141	-2.707125
LPPR4	0.84125
SQLE	1.417
SEPHS1	0.8525
BTBD14B	0.679928571428572
PLRG1	-0.65575
SPG7	-0.6190625
ZNF614	2.01083333333333
PARD6G	1.07266666666667
INPP5B	-0.9959
GRPEL2	-0.189375
PPID	-0.1973
TRIM56	-1.0285
UBE2J1	0.01525
IL20RA	1.839
LOC387856	0.02775
C1orf107	0.588416666666667
UTS2R	0.61225
C19orf22	0.456
SAFB2	0.306125
KIAA0652	0.584125
KLRG1	-1.564
MS4A8B	0.765166666666667
FRAG1	0.3765
KIAA1546	0.258
E2F4	-1.4188
CLEC4M	0.190833333333333
BTBD14A	-1.3415
KIAA0999	0.0095
GYPA	-2.88933333333333
TAC1	0.0609
TRAIP	-0.856333333333333
KIAA0232	1.028
ERCC8	-0.972375
GPX4	0.644125
KIAA0368	-0.816875
GPR157	0.0548333333333333
CTAGE4	0.103
C9orf30	-1.41333333333333
OR52A1	0.301
HSP90B3P	-0.1125
ALG9	-1.0385
BTBD10	0.57425
SDK2	0.217
BAIAP3	-1.3635
RABGGTB	-0.612875
ANKRD40	-0.439
KRT74	0.463
CALCOCO2	0.733428571428571
SNCA	-3.14775
TMSL8	-3.563125
C2orf53	0.9
ESRRB	0.2875
ARHGAP26	-0.220625
TDRD9	-2.84275
HRAS	1.39166666666667
KLRC4	-2.732
JAGN1	-1.06216666666667
BSDC1	0.35925
RNF43	0.901
NDUFAF1	-0.3435
PHF12	0.39275
OR1L3	0.3785
FOLR2	1.634
LYZL6	-0.109
tcag7.1260	-2.0345
WSB1	-1.92383333333333
PROS1	-1.5579
OSTN	0.391
PSMB8	-1.28375
SOCS4	0.25375
DDIT4L	1.497
MAS1	-0.234
MGC34796	0.655
CSHL1	0.263333333333333
TBCCD1	-0.0831666666666667
ZBTB7C	0.358
AP2S1	0.98825
P15RS	0.453
VAT1	-0.8163
SHANK3	0.490166666666667
TUFM	-1.044
THEG	0.8135
KRT34	-1.7605
SGSM3	0.818875
TOMM22	-0.681125
SOCS3	0.05
CPO	0.7815
POP4	0.70075
BHLHB3	1.8035
MALL	0.30675
OR1B1	0.619
PARK2	0.488
GPR124	0.317125
LCE1E	-0.081
RUVBL2	0.66125
CGRRF1	0.1659
ACPL2	1.19125
WNT10B	-2.122125
BAIAP2L2	-2.142125
ISCA1	0.5115
C1orf125	0.510875
RPAP1	-1.55975
RAI16	0.674833333333333
RPL27	-1.32425
NLRP9	0.2465
EPN1	1.2945
LOC388610	-0.441375
SLC35A1	1.1577
GAL	-3.62475
SLC14A2	0.39475
RDH11	-0.621
FAM138F	-0.7455
AUH	0.08825
FLJ40243	0.0685
C14orf129	0.0135
MBD2	-0.0765
ABHD14B	-0.249625
PIGT	-0.091875
ALS2CR4	-0.583125
ALAS1	0.2915
FOXO1	0.916833333333334
CRLF3	-1.185625
C20orf107	0.0855
FARS2	0.011
CCDC28A	0.135
NPHP3	-1.28625
OR13F1	0.318
TSEN54	-0.2535
DEFB106B	0.295666666666667
OR8B4	0.8075
STH	3.73175
ZC3H14	-0.596
CBX2	-0.3385
TMEM49	-0.851
C6orf21	0.4565
FLJ20920	1.371375
CRTAP	-0.485857142857143
DDX50	-0.50025
STYXL1	0.06
BLVRB	-0.0725
LOC147650	0.0101666666666667
MMP24	0.38575
GRID1	0.820833333333333
BANF1	-0.591833333333333
CTAGEP	0.0365
HMBS	-3.14775
SLC25A24	-0.629
C14orf50	-0.81925
MRO	1.12033333333333
SLC25A15	-1.06875
FAM84B	3.4412
TDP1	-1.165
C16orf78	-0.466833333333333
C11orf57	-0.661375
RFK	-0.381125
ZFYVE9	-0.40275
STCH	-0.7476
WIBG	0.1205
LOC283871	-0.935833333333333
GBA2	0.0524
NDUFB3	0.05225
HSD17B13	-0.7465
GRIN3A	0.6534
FMNL1	-0.984166666666667
SEPT7	-0.7703
GNLY	2.0895
GRAMD1C	0.239
ZNF165	0.85975
USP38	0.235
FAM83A	-3.10416666666667
C14orf24	0.9245
ARMCX3	0.21125
ARHGDIB	-0.342333333333333
AK1	0.125
KIAA1045	0.6555
DNAJB13	0.3685
NEU2	0.9615
HIST1H4B	-1.12766666666667
FAM20B	-0.1272
HES2	-0.233928571428571
FAM73B	0.034
LOC388381	-0.29625
INTS7	-0.0271818181818182
AMPH	0.6815
ZNF775	-0.327375
UCKL1	-0.678833333333333
C10orf97	1.059
C1orf161	-0.47625
ALDH1L1	-1.79
FLJ39378	-0.703125
SLC23A1	-0.8675
RBM4B	0.26175
THAP4	0.141166666666667
OGFRL1	1.1285
KIAA0831	-0.12975
PPP1R15A	0.626833333333333
C1orf96	-0.0407142857142857
C12orf11	-1.783
BMF	1.431375
MAN1A1	-1.35175
KIAA1600	1.23866666666667
NLGN4X	2.21075
ALOX12	-0.876
RB1CC1	1.0627
NEIL2	0.7
EIF4E	0.356772727272727
ABHD5	0.37375
EXOC4	-0.728
CIP29	1.04416666666667
BATF2	-0.28025
SLC29A4	-0.675125
HTR4	0.6445
EMB	-1.431
TRAF6	0.44125
LMNB1	-1.3085
FAM19A5	-0.381
SHE	0.8805
PIK3C2B	1.071
C15orf15	-0.314
USP15	0.1441
TCEAL2	-0.204
C5orf39	-1.3005
PTGER2	-0.34475
SLC31A1	-0.68025
IFT172	-0.7815
ADAM29	0.14025
GFOD1	1.6755
ST7L	0.124
C15orf26	-2.79725
PKN3	-1.76275
CNTD1	1.7015
COMMD1	-0.091375
NTRK2	0.72975
FOXN3	0.378375
MFGE8	-0.5814
PFKFB2	0.690166666666667
TAS2R4	0.18925
ENTHD1	-0.325333333333333
PRMT5	-0.400375
MGC16384	-0.481
LOC442229	-0.15925
TSKU	1.472625
KRTCAP3	-2.6925
PDLIM1	-0.5378
KCNS2	0.18
RNF126	-0.526833333333333
CEP63	-0.27375
CLIC4	0.009625
hCG_1990170	-1.45733333333333
ACR	0.1726
KLK7	-1.173
ALOX5AP	3.263375
RIPK3	2.254
TAS2R9	0.481
C19orf18	0.143
BIRC6	-0.574571428571429
ZNF16	2.475
RFT1	-0.98875
SLC8A2	-0.40075
TACC1	-0.14225
ITGAD	0.96225
SAMHD1	0.19075
SH3PXD2B	1.7867
EPC2	0.453
C20orf85	0.1765
ATP13A2	0.4785
KRT4	0.5185
CAPNS1	0.74425
MDM2	-0.209
PCDH20	4.64525
KCNK9	0.6595
OR2C1	0.127
KLHDC3	-0.394
IPPK	0.128
EFHD2	-0.888125
GALR3	0.67575
NBEA	-0.316
ABCA6	1.8686
CLDN3	2.026
AKT2	-0.302571428571429
EGFR	-3.1508
RBM16	0.37675
ZDHHC3	0.7841
SLC25A4	-0.636333333333333
CYB5B	-1.14916666666667
CPXM1	-0.33325
NDRG1	-0.276615384615385
FLJ43826	0.27625
OR5L2	0.1375
FARP2	0.0733
MRPL46	-0.956916666666667
LDHAL6B	0.1775
MAPKAPK3	1.4365
NCAM2	1.4435
PRKD2	1.15966666666667
ZFP36L1	0.9279
CYSLTR1	1.76375
OR4C3	0.43275
HIST1H2AJ	-0.0295
CCNB2	-1.73611111111111
ZNF10	0.354625
TMEM175	0.235
FAM134A	1.0265
TIGD4	-0.1845
PCNP	-0.56
MGC39715	0.33825
LQK1	-1.36175
CREB1	0.6879
TMPRSS3	3.33325
C4orf32	-0.28125
LAT	-2.12708333333333
KCNA3	0.1085
SKIV2L2	-0.595
ROPN1B	-3.143
tcag7.23	0.754
CDT1	-2.76875
ZHX2	2.309625
CD28	-2.99825
ZNF624	-0.212
SEPT2	0.322833333333333
SOHLH2	-1.8
MCOLN3	-1.54525
UNQ1945	0.4015
MASP2	-1.0625
ZNRF3	-0.3963
GPATCH3	-0.254
AGL	2.533375
QRICH2	0.2175
PSD4	0.494166666666667
CCNB1IP1	-1.48375
ENPP7	0.18125
OBFC1	0.1745
KCNG3	-2.716
C14orf79	0.974583333333333
ENPEP	2.132
SCT	1.671
SKI	0.769375
SEC61G	-0.52175
CAPN11	-0.143
ATXN7L3	-0.41125
DBNDD1	0.9615
FAIM	-0.251
ANKRD36	-0.1295
GABRP	-0.4996
TACSTD2	1.51766666666667
EIF3J	-0.7345
PPP2R2A	-0.4695
TEKT4	-0.834
PVALB	-3.59416666666667
F10	-2.73233333333333
FAM134C	0.4124
COMP	4.799875
EFCBP1	-2.88725
SCLT1	0.108
TAL1	-0.6894
ACSL1	1.989
ABCC5	0.09325
ABL1	-0.491055555555556
RBBP7	0.163916666666667
PTPRG	0.047625
NCOR1	-0.4399
SPINK4	-2.2585
TXNRD1	-0.8046
TNRC15	0.85575
C9orf138	0.3705
UBE2H	0.617333333333333
BRDT	3.152
C8orf31	-0.21475
CCNE2	-0.202454545454546
SLC6A8	-1.82925
CALCR	-3.7245
PPP1CB	0.327166666666667
ABHD8	0.14325
ARF5	0.4946
SLC24A4	0.5415
CCT3	0.26425
ZNF121	1.135125
SLC3A2	-1.0515
OR13A1	0.3285
SLC5A10	-0.3425
RAD50	-0.069625
IER5	-0.5085
MTHFD1L	-2.53125
MBTPS2	0.0855
MVK	-0.291
NCL	-0.0749
PSMD10	-0.803
MOBP	0.561875
FLJ32894	0.258
HRH1	1.14366666666667
C5orf30	2.1505
NUDT16L1	0.4389
RASGRP3	2.92766666666667
PRKRIP1	-0.4937
CCDC75	-0.44325
LOC253970	0.754
KIAA1239	-0.2765
MED21	-0.28025
SYT11	-0.00525
NTSR2	-0.2355
EGFL11	0.2675
CXorf59	-0.022
OR2A25	0.10825
SPTBN2	-0.41325
LRMP	-1.40366666666667
RNF111	-0.467
PTH	1.3035
LOC619208	0.309333333333333
KIAA0895	-0.689
RANBP5	-1.65875
P2RY10	-0.057
NME5	3.225
DDX21	-0.55775
LRSAM1	0.17
HDAC11	0.3815
VMO1	2.10825
NOLA2	0.536666666666667
ADAR	0.245
MTO1	-0.990666666666666
SF4	0.487333333333333
P2RX1	-0.152333333333333
HBM	0.00825000000000001
EN2	0.753
C14orf172	0.40025
TM9SF2	0.0491
INHBE	-0.9785
TCTE3	-0.100833333333333
TOX2	-3.29625
CTAGE3	0.307375
HBB	1.4918
MED15	-0.294166666666667
CASR	0.23175
C6orf66	-0.527166666666667
MTPN	-0.326875
UNC50	-0.4765
C21orf33	-0.37025
IRF2	0.082625
PGR	0.244333333333333
GPR84	1.458
CROCCL1	-1.4345
SRPX	-1.0865
BRE	-0.0243333333333333
FGF10	1.96925
SDC3	0.950166666666667
ZRSR1	0.7415
DKFZP434P211	0.091625
SOX6	0.5945
RPUSD2	-0.789
C14orf173	0.511833333333333
MAPK11	-0.726333333333333
TBC1D22A	-0.1385
FAM123A	-0.8375
COL4A6	-1.85483333333333
TOMM70A	0.313
NAB1	-0.174125
MGC16385	-0.925875
TSPAN18	0.114666666666667
MED31	-0.8335
PLG	-0.22675
CAPSL	2.9315
ZNF532	1.3571
ASB14	0.012
CA8	1.29775
NUDT16P	1.9665
SLFN11	-1.2645
LRRIQ2	0.065625
NOL7	-0.360333333333333
BRMS1L	-0.428125
JARID1A	0.646
PANK2	-0.73625
ICAM3	-0.0735
MDS1	-0.46425
TAF8	-0.33975
RNF139	2.09375
ZNF594	0.9035
ADAM8	1.838125
SFTPC	-0.275125
MAN2B2	1.115625
RGS12	0.5616875
EIF1AY	-4.707
LRRIQ1	-1.32083333333333
GPR150	0.807
CCDC21	-0.873
PRRG3	0.20175
SAA4	-3.89775
RAPGEF5	1.47375
ZCCHC2	0.563416666666667
MGC39372	-0.4965
PPP4R2	0.721833333333333
CDCA2	-1.4165
OR4D5	0.372333333333333
PTGFRN	0.6752
SIGLEC5	0.603
C19orf61	0.189666666666667
NMUR2	0.6215
KIAA1586	-1.083
DAGLA	-0.439333333333333
CHCHD6	-0.25375
GPR32	1.041
NEUROD6	0.391833333333333
SLC2A4RG	-0.13175
CA5B	0.294
FBXL3	0.8865
MPHOSPH9	-1.583
HMG2L1	-0.158
HCN4	0.249166666666667
CEACAM19	0.71775
SH2D4B	0.635333333333333
HFE2	-0.3525
TGM4	0.564
LYPD2	0.56775
TBC1D15	0.078
MRPS21	-1.2598
NONO	-0.2775
CLEC5A	1.68575
ITCH	-0.0995
MGAT3	-1.6215
MBP	-1.168375
RPP25	-1.302
SOSTDC1	-2.4545
HRC	-1.46225
TRIM48	0.9925
TMEM133	-0.517
ECEL1P2	-0.7695
HOXC11	1.673
DOK5	-0.708
HELZ	0.129333333333333
LOC348180	-0.66375
MGC33894	-0.0535
ADRB3	0.376
DMD	-0.338583333333333
PTRH2	-0.22025
MPEG1	2.95616666666667
NDUFA12	0.262
KRTAP2-4	0.228333333333333
STAMBPL1	-1.269
ADCY2	3.2665
UNQ6125	0.036
KLHL20	0.164333333333333
SRM	-0.21075
OTC	-0.29425
TMIE	-0.145666666666667
SNX8	-0.6435
LIPK	-0.541
CHURC1	-0.467333333333333
KLC2	0.3695
HDAC1	-0.78
FAM128A	0.0385
FNDC3B	-0.2019
MTCP1	-0.701
WFDC10B	0.0688
PCDHGB3	0.9565
ATRNL1	-0.8484
CAV2	-0.722
MED26	0.458
DUS1L	2.132
CHRM3	-1.079375
NEK9	-0.17525
WARS2	-0.56375
TBX22	0.6325
TOMM40	-0.006
RP6-213H19.1	-2.2155
TUBGCP5	-1.017
IGSF6	4.86875
TPPP	0.353333333333333
UNQ6190	-0.029
GSTM5	0.210125
BTD	0.660333333333333
PDCD1LG2	0.227
SNRPB2	-0.440166666666667
ERICH1	-0.752
APOA4	-1.589625
HOXA11	-1.1035
NARG1	-0.61875
MKX	-0.192
RAB28	-0.313928571428571
PKP3	1.16425
SH3GL2	-1.95625
CTSO	3.37475
RPN2	0.1103125
IL28RA	-0.297166666666667
SFMBT1	-0.1305
WDR57	-0.295125
FER1L3	0.124416666666667
HSF5	0.443333333333333
TTC9B	0.68275
C4BPA	-3.45933333333333
ALB	-3.59692307692308
SORBS3	-0.22475
UPF2	1.2025
JPH1	2.3405
AGBL2	-2.116
DOPEY1	0.84
TERF1	1.20625
KIF22	-1.48933333333333
NINJ1	0.9675
SEC61A2	-0.138
HIST1H1D	-2.49933333333333
SFXN4	-0.111875
UCP3	2.1471
ZNF703	0.596666666666667
MYL6B	-0.76975
TREM1	2.19
OR52E6	0.864
CKMT2	0.1025
HLA-C	1.25525
SLC13A3	-2.04483333333333
TIMP4	-2.7595
SLIT2	1.4405
RSF1	1.625
LONRF1	-1.29785714285714
MON1A	-0.1695
CACNG6	-1.82166666666667
DPPA4	-4.64066666666667
ZSWIM3	-0.344
ZNF804A	0.264333333333333
CCIN	0.922333333333333
SLC25A31	0.223666666666667
KCNMB4	0.29825
RABL5	0.215125
GALNS	-0.4274
STX6	0.772375
HIST1H1C	-1.95416666666667
CIDEB	-1.19675
CASP4	-0.743833333333333
PDK3	-0.1123
KCNJ11	2.7825
TPR	-0.25625
ZSCAN20	-0.3365
MTX2	-0.726
HIST1H2BH	-1.00725
LOC283767	1.95275
LYRM7	-1.24766666666667
BRD3	0.272
HIST1H2BO	-0.79225
MAGEB10	1.196
SLC45A1	0.45475
SERPINA3	0.7081
KIAA0143	1.6545
KCNJ16	0.3165
KRT79	0.512
FABP2	-0.813
NUT	-0.634
ZNF57	0.66925
FBXL4	1.199375
CLEC9A	-0.6985
UGT8	-0.103333333333333
BMP2K	0.18225
MAPK4	-3.70075
SLC25A23	-0.2406
HINT1	0.3812
KRTAP13-1	0.278
SFXN5	0.0592
CHCHD2	0.395833333333333
FAM3D	3.42
NDP	3.200375
RHOBTB1	-0.105833333333333
SLC4A4	-2.03225
RPL38	-0.0705
HTF9C	-0.4045
AP2A2	1.034875
ZBTB46	-1.8995
MAP7D1	0.056
AOX1	-0.5305
CYR61	0.3985
DTNA	0.307571428571429
JRKL	-0.83725
TMOD3	0.47875
EEA1	-0.0916
ADCK5	0.9975
IL1R1	3.00766666666667
KLK3	0.556428571428572
HRSP12	0.4895
KTN1	0.4665
LOH11CR2A	-0.3572
RELL2	-1.7875
MAB21L1	0.95425
C20orf59	-0.811
PHKB	-0.6005
ADAM2	-1.4818
TBC1D8B	0.259
FAM13A1	-0.7685625
LAPTM4B	1.79125
LCN8	0.107
TMEM147	0.7425
SYT4	0.449666666666667
XPO7	-0.5925
C9orf62	0.8275
GPR75	0.2245
TRIM5	-0.24975
APOC1	-0.469666666666667
RNASE4	1.08216666666667
PARD6B	-2.861625
ARID1A	0.099
TPD52L3	0.2046
RRAGB	1.1855
RCN2	-0.656
HIST2H2BE	-0.270375
STARD7	0.14275
SHMT2	-0.583
KIAA1751	-0.277166666666667
MLYCD	-0.33575
LOC162632	-0.9536
UQCRH	-0.88925
RP11-217H1.1	0.7705625
SDHA	-0.363
NCLN	0.0417
ZNF17	1.19866666666667
RCBTB2	-1.95725
VEGFB	-0.9404
RP4-747L4.3	0.44525
COLQ	0.9016
MPN2	-1.05966666666667
DRG2	-0.497
KLRB1	1.9285
ALPK2	-1.02425
DNASE2B	1.72
FLJ23834	0.032
AXUD1	0.2635
SAFB	0.0999
NSUN4	-0.4715
RFX2	-0.307333333333333
MAPK8IP1	0.219166666666667
FANCD2	-0.344
ANKZF1	-1.53566666666667
C19orf50	-0.402
DUSP8	2.074625
SENP5	-0.35
NFKBIL2	0.2755
LBR	-2.086625
IGFL1	0.9805
LZTS2	0.51875
IL2RG	-0.950125
CCDC51	-0.05625
KLF3	0.6035
ANKRD37	-0.697
KCTD14	-0.3665
FZR1	0.3725
SLC44A4	4.2308
ESPL1	-0.776875
GMPR2	-1.4589
TBC1D19	-1.02666666666667
ERGIC1	1.6562962962963
ERBB4	1.3304
TSPAN32	-0.0189166666666667
MAP4	0.096875
GPHN	-1.632
SLC6A2	-0.427125
HIVEP1	0.98
DFFB	-0.3579
EIF4EBP2	0.74075
DMRT1	-0.47525
HSPB6	-0.5015
IER2	-0.216666666666667
AIFM1	-1.18475
WWC2	-0.9115
MRPL4	-0.25
FLJ21062	-0.156666666666667
EPB41L4A	1.36858333333333
SH2D6	0.219
TAF4B	-0.47675
GAL3ST3	0.0865
MALT1	-0.692
RTDR1	-0.44375
ARVCF	0.390625
MEX3B	0.34
FBXO16	1.02975
KIF7	-1.229
C1QC	3.97333333333333
ZNF783	-0.695833333333333
ZNF85	0.36825
MMP13	5.6785
KIAA0329	0.3965
RTP3	-1.6875
ZBED3	0.4425
CLGN	-1.2315
SLC25A37	-1.62220833333333
hCG_18290	-0.3685
OR5AS1	-0.727
SMARCC2	0.223416666666667
FAM109A	0.503333333333333
CCDC12	-0.116
USF2	0.8783
DEPDC7	-1.79025
C20orf24	-0.5135
JMJD3	1.2295
DSP	2.304
SLIC1	0.180125
FAM20A	1.255125
IRF2BP2	0.18675
ZNF230	1.126
MSN	-0.436714285714286
SLC9A5	-1.643
EPDR1	-1.7196
MUSK	0.347
ZNF434	-0.834666666666667
SMARCD1	-0.4055
ZFP106	-0.45525
ZNF347	1.2511
GTF2E1	0.35575
RY1	-0.109333333333333
ATAD2B	-0.066125
ARHGAP17	-0.966
KCNIP3	-0.38925
