Hybridization REF	TCGA-E2-A108-01A-13R-A10J-07
SELL	2.4875
OR8J3	0.647
LTBP4	0.0403333333333333
SIRT6	-0.59325
CCL19	4.98125
PPIL1	-1.16766666666667
GBP7	0.815333333333333
STK17A	-0.0493999999999999
ABR	1.074
OR9G1	0.146
FOXE1	-0.5095
CNGA3	0.886
GML	0.2435
CD38	0.935
ZDHHC6	-0.261333333333333
NEFH	-2.04075
CTDSP2	0.83275
PGBD5	-1.22233333333333
CCNY	0.316857142857143
RMND5B	0.0561666666666667
ZNF257	-0.28675
FLJ22167	-0.877
EXOSC7	-0.287166666666667
ROR2	1.171
MAOA	2.47075
TNNT3	2.38216666666667
GYPC	0.26825
C7orf33	0.329
PLIN	4.35083333333333
LOC90826	0.13825
RNF4	-0.1257
F8A1	0.223166666666667
PLEKHG4	-2.31775
GRB2	0.2881
HIST1H2AD	1.5355
DUS3L	-0.963666666666667
EIF1	0.0853333333333333
RP5-1077B9.4	-1.3295
FPGT	1.00575
GDF10	2.82316666666667
COQ9	-0.4265
GCC2	0.664714285714286
RARRES3	3.521625
PLXNA1	-0.3376
KIAA0100	-0.0509
PMF1	-0.288
FNDC1	5.0835
HS2ST1	-0.279166666666667
CRELD2	0.47325
C8G	-1.719
CD82	1.3795
LIM2	-0.5025
UNQ6490	0.034
MMP16	0.5965
DRD3	-0.1665
C5orf26	-0.9115
C11orf73	0.072375
PTP4A2	0.83275
OR4M2	-0.0045
HPCA	-1.3775
SEC14L1	-0.332
CHFR	-0.073375
EMILIN1	1.55325
NDUFS4	-0.581
COL18A1	0.219125
PDZD3	0.0312
C9orf16	-0.120333333333333
ERBB2IP	0.156
EMX2	4.092
FUS	-1.005
TF	-3.3956
CLCN4	0.3265
CXorf56	1.0975
C11orf72	0.20275
ELAC2	-0.528416666666667
NPR1	1.33125
ASS1	-0.187
USP42	0.58525
POLR2J	-0.9265
SEC23IP	0.3735
UQCRC1	-0.42025
LOC729603	-0.294
C1orf71	-0.20875
POLG	-2.374
ADAM23	-2.36575
TFR2	-1.869
RICTOR	-0.4708
MGC39606	0.77725
C19orf55	-0.4655
SNAPC1	-0.934166666666667
GNA11	0.485
CCDC52	0.311833333333333
FSIP1	3.716
UPF3A	-0.55875
IGSF11	-2.13716666666667
LAGE3	-0.1695
CHST6	-1.981
UNC13B	0.004875
TTLL4	-1.62875
ZNF687	-0.2335
SDC2	0.4515
COX7A2	-0.877
LAMB4	0.25825
FAM24A	-0.066
LRRTM3	-0.673333333333333
GPHB5	0.05325
OR4C13	0.3995
EIF3EIP	-0.0485
HABP4	0.196
TMEM125	2.399
CNTN2	0.315
ASNSD1	-0.13775
FUT4	0.021875
ACF	-3.667
LOC158381	0.8945
CDH8	0.23275
AGPS	-0.570666666666667
C4orf18	3.111
PECI	-0.162666666666667
UNG	-0.085875
GSTP1	-0.70925
DCUN1D5	-0.827666666666667
DKFZP564J0863	-0.45175
SLC9A3R1	0.406125
BCDO2	0.928625
CHMP7	-0.2235
REM2	-0.303
DNHD1	-0.445625
FKBP4	-1.1105
ZNF350	2.19275
MGC11102	0.460375
BST1	2.75675
KISS1R	-0.7505
NCR2	0.5425
DEFB125	0.299
UBE2W	1.56475
KRT15	1.920625
C10orf99	0.1085
SCN11A	0.10275
GFI1	0.34275
RDHE2	3.507
FHL1	1.97033333333333
OSGEP	-0.0675
GATA1	-3.43333333333333
SMC6	-0.865
TTTY14	-0.9075
LPIN3	-0.20475
RPL4	-0.3725
RBPMS	0.1391
PRPF3	-0.5085
EMR1	-1.42
SPATA19	0.1155
XCR1	0.3975
IRX3	1.1686
RBM6	-0.02475
KLF4	0.1337
UNC5CL	-0.79825
SEBOX	-0.047
BTK	1.22625
KRCC1	1.5505
C6orf27	0.062
SYTL5	-0.6225
PRND	1.4565
LOC653319	-1.5845
PIGL	-1.5255
HUS1	-0.0596666666666667
SFRS6	-0.088
C17orf77	0.16
UIMC1	-0.0653333333333333
FXYD2	-1.5045
LOC283152	0.62475
ZNF667	-0.128
ZCCHC12	-0.23675
TFEC	4.4914
ATP7B	-0.796166666666667
POLD2	-1.89083333333333
RG9MTD1	-0.3445
ACOT2	0.0463333333333333
HIST1H4I	0.3045
PPARGC1A	-1.0255
ETFA	-0.2918
POLRMT	-0.56625
ZNF146	0.240875
MIA2	-0.116
KLHL6	1.58133333333333
HOXB5	-0.68725
NENF	0.2475
CUGBP1	-0.309
PRSS22	1.521
CASC4	0.9595
CUL4B	0.2108
CENPJ	-0.9513
PITX1	-0.278166666666667
FLJ31033	0.918
CELSR3	-2.02766666666667
ZNF568	0.57175
ITSN1	1.03508333333333
EHBP1L1	-0.0311666666666667
C19orf2	-0.6775
DCTN1	-0.15975
LIN28B	-3.1295
TNKS2	-0.695
C1QBP	-0.5465
CADPS2	1.79175
SRMS	0.2225
GJA9	0.136833333333333
MGC24975	-0.982166666666667
TRIM45	-1.42166666666667
TSP50	0.74
TCP1	-1.366
TMED7	-0.2155
CMA1	2.964
CENPL	-0.8355
PTCRA	0.9095
FST	-2.501
VWCE	-3.2345
PAWR	-0.57475
ABCC12	1.07366666666667
LDLR	-0.7276
ASTN2	0.7072
LOC441212	-0.92325
GPATCH8	-0.42075
TANC2	-1.10675
KIF4A	-1.99875
C18orf18	-0.813
PGM1	-0.4295
KIAA0258	-0.13125
CPD	0.153875
SNCAIP	0.424
DCT	-4.52233333333333
HLA-DOA	3.20909090909091
OR11L1	0.3325
UPK1B	-0.4075
DNAJB4	1.065875
UGT1A8	0.02075
HIST1H4L	-0.1115
PECR	-0.525833333333333
HSPA2	0.7125
WFIKKN1	-3.2455
SERP1	0.88025
SYDE2	1.2555
TACR2	0.8885
NUP85	-1.148
CD177	0.0946666666666667
LGR5	-1.60016666666667
PIGG	-0.732833333333333
PTHR1	-0.368333333333333
RAB5A	0.5411
FLJ13224	-0.3885
USP9Y	-1.113
C7orf53	-0.939
LRP1B	0.57775
XAF1	2.8203
ABCG8	-0.5445
ANKDD1A	0.755833333333333
DAND5	-1.84
SPAG6	0.184
LINCR	1.7505
ZDHHC22	-1.480125
CCDC60	0.0915
THOC7	-0.686666666666667
TCTA	1.2154
OR8K3	0.11575
NY-REN-7	-0.6345
B2M	2.53116666666667
C6orf141	-2.250125
LPPR4	3.218
SQLE	-1.54775
SEPHS1	-0.428
BTBD14B	-0.00914285714285715
PLRG1	-0.1445
SPG7	-0.9103125
ZNF614	0.0273333333333333
PARD6G	0.375166666666667
INPP5B	-0.5129
GRPEL2	-0.328875
PPID	-0.4333
TRIM56	-0.1845
UBE2J1	0.332625
IL20RA	3.41575
LOC387856	0.07075
C1orf107	0.153416666666667
UTS2R	-0.4365
C19orf22	-0.31725
SAFB2	0.533625
KIAA0652	-0.441625
KLRG1	1.996
MS4A8B	0.272166666666667
FRAG1	0.15075
KIAA1546	0.1985
E2F4	-0.9071
CLEC4M	0.315166666666667
BTBD14A	-0.0755
KIAA0999	1.0325
GYPA	-2.77366666666667
TAC1	1.9136
TRAIP	-1.43783333333333
KIAA0232	0.4944
ERCC8	-1.168
GPX4	0.654
KIAA0368	-0.083125
GPR157	-1.17516666666667
CTAGE4	0.069
C9orf30	-0.829
OR52A1	0.3605
HSP90B3P	0.264
ALG9	-0.4829
BTBD10	0.56825
SDK2	0.22425
BAIAP3	0.05525
RABGGTB	-0.84575
ANKRD40	-0.230666666666667
KRT74	0.4695
CALCOCO2	0.6655
SNCA	-1.49275
TMSL8	-3.894
C2orf53	-0.2575
ESRRB	-0.161
ARHGAP26	-0.357125
TDRD9	0.819
HRAS	-0.885333333333333
KLRC4	-0.6395
JAGN1	-0.335
BSDC1	0.33225
RNF43	-0.9731
NDUFAF1	0.683
PHF12	0.59625
OR1L3	-0.21825
FOLR2	3.08866666666667
LYZL6	0.299
tcag7.1260	-0.5825
WSB1	-0.500333333333333
PROS1	1.1031
OSTN	0.6885
PSMB8	1.56625
SOCS4	-0.2785
DDIT4L	2.826
MAS1	0.155
MGC34796	0.95175
CSHL1	0.0983333333333333
TBCCD1	0.445833333333333
ZBTB7C	-0.5095
AP2S1	-0.410125
P15RS	-0.4851
VAT1	-0.5593
SHANK3	0.898
TUFM	-0.494666666666667
THEG	-0.01825
KRT34	-1.83675
SGSM3	-0.3085
TOMM22	-0.082625
SOCS3	2.41883333333333
CPO	0.1675
POP4	0.517
BHLHB3	2.13725
MALL	1.9365
OR1B1	0.3685
PARK2	0.801333333333333
GPR124	1.419
LCE1E	-0.32
RUVBL2	-1.0745
CGRRF1	0.4754
ACPL2	0.11425
WNT10B	-1.918375
BAIAP2L2	-1.375625
ISCA1	0.3955
C1orf125	0.942
RPAP1	-0.47575
RAI16	-0.5525
RPL27	-0.52875
NLRP9	0.0225
EPN1	-0.249
LOC388610	-0.835625
SLC35A1	0.7617
GAL	-3.00625
SLC14A2	0.433
RDH11	-0.813166666666667
FAM138F	-0.2575
AUH	0.1245
FLJ40243	0.469
C14orf129	0.0823333333333333
MBD2	-0.2655
ABHD14B	0.167125
PIGT	-0.063125
ALS2CR4	-0.148625
ALAS1	0.452
FOXO1	2.13066666666667
CRLF3	0.899875
C20orf107	-0.1135
FARS2	0.72525
CCDC28A	1.1185
NPHP3	-0.222
OR13F1	0.152
TSEN54	-0.946
DEFB106B	0.1529
OR8B4	0.1365
STH	0.697
ZC3H14	-0.628125
CBX2	0.335
TMEM49	-0.3815
C6orf21	0.4875
FLJ20920	-0.20475
CRTAP	0.248428571428571
DDX50	-0.095
STYXL1	-0.36775
BLVRB	0.3955
LOC147650	0.288833333333333
MMP24	0.25675
GRID1	2.134
BANF1	-0.431333333333333
CTAGEP	-0.189
HMBS	-1.84425
SLC25A24	0.806833333333333
C14orf50	0.42675
MRO	1.00666666666667
SLC25A15	-0.4915
FAM84B	1.1419
TDP1	-0.7215
C16orf78	0.151666666666667
C11orf57	-0.085125
RFK	-0.37725
ZFYVE9	-1.0075
STCH	-0.4774
WIBG	0.33575
LOC283871	-0.476166666666667
GBA2	-1.0228
NDUFB3	-0.07675
HSD17B13	1.6225
GRIN3A	2.48483333333333
FMNL1	0.347
SEPT7	0.6965
GNLY	3.91
GRAMD1C	0.822
ZNF165	-0.8325
USP38	0.7735
FAM83A	-2.71133333333333
C14orf24	0.5935
ARMCX3	1.26775
ARHGDIB	1.336
AK1	0.33175
KIAA1045	0.59275
DNAJB13	-0.209833333333333
NEU2	0.2635
HIST1H4B	-0.365
FAM20B	-0.5325
HES2	0.213642857142857
FAM73B	-0.4599
LOC388381	-0.13525
INTS7	-0.672818181818182
AMPH	1.61525
ZNF775	-0.705125
UCKL1	-0.996166666666667
C10orf97	0.5335
C1orf161	-0.16
ALDH1L1	1.55675
FLJ39378	-0.1065
SLC23A1	-1.1805
RBM4B	0.19175
THAP4	-0.4495
OGFRL1	1.076
KIAA0831	0.2455
PPP1R15A	0.636333333333333
C1orf96	0.0331428571428572
C12orf11	-1.52575
BMF	0.8315
MAN1A1	0.49725
KIAA1600	1.189
NLGN4X	0.2225
ALOX12	-0.900666666666667
RB1CC1	0.203
NEIL2	0.6716
EIF4E	0.411409090909091
ABHD5	0.49425
EXOC4	-0.747
CIP29	0.298
BATF2	3.12325
SLC29A4	-0.164375
HTR4	0.52
EMB	0.79375
TRAF6	0.72525
LMNB1	-1.37
FAM19A5	-0.980625
SHE	2.5445
PIK3C2B	1.63325
C15orf15	-0.3344
USP15	0.4129
TCEAL2	2.18525
C5orf39	0.558
PTGER2	0.1235
SLC31A1	0.50825
IFT172	0.39075
ADAM29	0.79
GFOD1	0.62725
ST7L	0.0543333333333333
C15orf26	-2.536
PKN3	-0.87275
CNTD1	0.8705
COMMD1	0.590375
NTRK2	3.1615
FOXN3	1.5735
MFGE8	-0.5035
PFKFB2	0.77
TAS2R4	0.414
ENTHD1	2.34733333333333
PRMT5	-1.623125
MGC16384	-1.18425
LOC442229	-0.6615
TSKU	0.173875
KRTCAP3	1.389625
PDLIM1	0.803
KCNS2	0.358
RNF126	-0.739166666666667
CEP63	0.452625
CLIC4	0.3505
hCG_1990170	0.709
ACR	0.6575
KLK7	1.88625
ALOX5AP	3.855625
RIPK3	3.3205
TAS2R9	0.2105
C19orf18	0.1095
BIRC6	0.390071428571429
ZNF16	1.3575
RFT1	-0.385
SLC8A2	-0.569
TACC1	1.071375
ITGAD	1.75025
SAMHD1	2.4195
SH3PXD2B	0.9457
EPC2	0.77825
C20orf85	0.72525
ATP13A2	-0.387666666666667
KRT4	1.19425
CAPNS1	-0.27825
MDM2	-0.5945
PCDH20	0.629
KCNK9	0.4725
OR2C1	0.2135
KLHDC3	-1.57116666666667
IPPK	-0.112
EFHD2	0.824
GALR3	-0.57025
NBEA	0.112666666666667
ABCA6	4.4223
CLDN3	0.135333333333333
AKT2	-1.04921428571429
EGFR	-0.6592
RBM16	0.359125
ZDHHC3	0.3161
SLC25A4	-1.05383333333333
CYB5B	-0.131
CPXM1	0.872
NDRG1	-0.838384615384616
FLJ43826	0.39325
OR5L2	-0.242833333333333
FARP2	-0.374
MRPL46	-0.617
LDHAL6B	0.3635
MAPKAPK3	-0.0553333333333333
NCAM2	-1.63325
PRKD2	0.242
ZFP36L1	1.4552
CYSLTR1	0.66525
OR4C3	0.32475
HIST1H2AJ	1.1875
CCNB2	-2.26122222222222
ZNF10	-0.2155
TMEM175	0.197
FAM134A	0.0578333333333333
TIGD4	-0.294
PCNP	-0.0485
MGC39715	0.40325
LQK1	0.06125
CREB1	1.2616
TMPRSS3	-0.6885
C4orf32	1.43175
LAT	0.630833333333333
KCNA3	0.4855
SKIV2L2	-1.02225
ROPN1B	-0.734
tcag7.23	-0.16
CDT1	-3.31275
ZHX2	0.945875
CD28	0.08825
ZNF624	1.26225
SEPT2	0.229333333333333
SOHLH2	-1.729875
MCOLN3	-0.5185
UNQ1945	0.444
MASP2	-1.1235
ZNRF3	0.025
GPATCH3	-0.28925
AGL	1.092125
QRICH2	-0.2785
PSD4	0.5365
CCNB1IP1	-1.819
ENPP7	-0.07625
OBFC1	0.05
KCNG3	-1.857
C14orf79	-0.655083333333333
ENPEP	2.32883333333333
SCT	1.974
SKI	0.465125
SEC61G	-1.59775
CAPN11	0.82275
ATXN7L3	-0.5
DBNDD1	-0.786333333333333
FAIM	0.728
ANKRD36	0.3105
GABRP	3.35066666666667
TACSTD2	1.8774
EIF3J	-0.34725
PPP2R2A	-0.5685
TEKT4	0.0705
PVALB	-3.82883333333333
F10	-1.08883333333333
FAM134C	0.2911
COMP	4.686625
EFCBP1	-1.50125
SCLT1	1.375125
TAL1	-0.5422
ACSL1	2.611
ABCC5	-0.432416666666667
ABL1	-0.441166666666667
RBBP7	0.487416666666667
PTPRG	0.3555
NCOR1	0.1746
SPINK4	0.685666666666667
TXNRD1	-1.1899
TNRC15	0.83125
C9orf138	0.632125
UBE2H	0.554666666666667
BRDT	1.329
C8orf31	-0.0755
CCNE2	-0.0234545454545455
SLC6A8	-1.981875
CALCR	-2.977
PPP1CB	0.86475
ABHD8	-0.227
ARF5	-0.0826
SLC24A4	1.49075
CCT3	-0.62675
ZNF121	0.0665
SLC3A2	-1.6577
OR13A1	0.1065
SLC5A10	-0.08375
RAD50	-0.79925
IER5	-0.38725
MTHFD1L	-1.7025
MBTPS2	0.54575
MVK	-0.6585
NCL	-0.1389
PSMD10	0.32425
MOBP	-0.021375
FLJ32894	0.2175
HRH1	1.27
C5orf30	0.70425
NUDT16L1	0.8204
RASGRP3	3.84983333333333
PRKRIP1	-0.6505
CCDC75	1.22375
LOC253970	0.287666666666667
KIAA1239	1.20925
MED21	-0.73575
SYT11	1.27558333333333
NTSR2	0.009
EGFL11	0.5455
CXorf59	0.1815
OR2A25	-0.0285
SPTBN2	-1.121
LRMP	0.349833333333333
RNF111	0.011
PTH	0.5325
LOC619208	0.374
KIAA0895	-0.044
RANBP5	-1.008875
P2RY10	2.93533333333333
NME5	1.83366666666667
DDX21	-0.81175
LRSAM1	-0.3565
HDAC11	-0.0275
VMO1	2.594
NOLA2	-0.2215
ADAR	-0.08075
MTO1	-0.915333333333333
SF4	0.191333333333333
P2RX1	0.608666666666667
HBM	-0.073
EN2	-1.0565
C14orf172	-0.3485
TM9SF2	0.5305
INHBE	-1.222
TCTE3	0.3175
TOX2	-0.91075
CTAGE3	0.512125
HBB	3.7404
MED15	-0.959333333333333
CASR	0.016
C6orf66	-1.26883333333333
MTPN	-0.082125
UNC50	0.4555
C21orf33	0.42875
IRF2	1.910125
PGR	0.889666666666667
GPR84	2.86575
CROCCL1	-3.0015
SRPX	0.664
BRE	0.278666666666667
FGF10	2.53825
SDC3	1.71316666666667
ZRSR1	0.719
DKFZP434P211	-0.067875
SOX6	0.2015
RPUSD2	0.00625
C14orf173	-0.332083333333333
MAPK11	-0.00116666666666669
TBC1D22A	0.593
FAM123A	0.028
COL4A6	-2.0925
TOMM70A	0.57975
NAB1	0.331625
MGC16385	-0.557
TSPAN18	0.464333333333333
MED31	-0.3555
PLG	-0.15525
CAPSL	0.199
ZNF532	1.6938
ASB14	0.14225
CA8	-0.697
NUDT16P	1.511
SLFN11	0.4
LRRIQ2	0.044375
NOL7	-0.668
BRMS1L	-0.31275
JARID1A	0.482
PANK2	0.03
ICAM3	0.361
MDS1	0.539
TAF8	-0.203
RNF139	1.14825
ZNF594	-0.246333333333333
ADAM8	2.2955
SFTPC	-0.27575
MAN2B2	1.136875
RGS12	0.034875
EIF1AY	-4.35083333333333
LRRIQ1	-0.2195
GPR150	-0.68175
CCDC21	-1.7375
PRRG3	0.53875
SAA4	-0.85475
RAPGEF5	0.57325
ZCCHC2	0.127916666666667
MGC39372	1.368
PPP4R2	0.545333333333333
CDCA2	-1.51383333333333
OR4D5	0.0255
PTGFRN	0.5253
SIGLEC5	1.756
C19orf61	-0.374333333333333
NMUR2	-0.001
KIAA1586	-0.401166666666667
DAGLA	-0.269
CHCHD6	-0.558
GPR32	0.2665
NEUROD6	0.176666666666667
SLC2A4RG	0.319625
CA5B	1.016
FBXL3	1.565
MPHOSPH9	-0.8395
HMG2L1	0.0055
HCN4	-0.871
CEACAM19	0.62675
SH2D4B	0.113166666666667
HFE2	-0.6445
TGM4	0.00816666666666666
LYPD2	-0.3835
TBC1D15	0.212
MRPS21	-0.5095
NONO	-0.7257
CLEC5A	1.652125
ITCH	0.1043
MGAT3	0.8075
MBP	0.166125
RPP25	-1.06875
SOSTDC1	1.31375
HRC	-0.976
TRIM48	-0.2215
TMEM133	0.59775
ECEL1P2	-0.60025
HOXC11	0.3705
DOK5	0.7865
HELZ	0.694166666666667
LOC348180	-1.28675
MGC33894	-0.01075
ADRB3	-0.0815
DMD	0.64425
PTRH2	-0.676
MPEG1	3.76483333333333
NDUFA12	0.0535
KRTAP2-4	0.0298333333333333
STAMBPL1	-0.335333333333333
ADCY2	1.15883333333333
UNQ6125	0.323
KLHL20	0.846833333333333
SRM	-1.0575
OTC	0.05975
TMIE	0.628
SNX8	0.33475
LIPK	-0.1105
CHURC1	0.1255
KLC2	-0.0196666666666667
HDAC1	-0.2955
FAM128A	-0.0953333333333333
FNDC3B	0.2681
MTCP1	-0.215333333333333
WFDC10B	0.3474
PCDHGB3	0.019
ATRNL1	-1.6418
CAV2	1.605
MED26	-0.0986666666666667
DUS1L	-0.73625
CHRM3	-1.850625
NEK9	0.1905
WARS2	0.11575
TBX22	0.4285
TOMM40	-1.2285
RP6-213H19.1	-0.841833333333333
TUBGCP5	-0.55725
IGSF6	5.832
TPPP	0.500166666666667
UNQ6190	0.1135
GSTM5	0.7695
BTD	0.448166666666667
PDCD1LG2	2.0675
SNRPB2	-0.444166666666667
ERICH1	0.452375
APOA4	-1.483375
HOXA11	-1.2155
NARG1	-0.62
MKX	1.04625
RAB28	0.270071428571429
PKP3	0.42375
SH3GL2	-1.6815
CTSO	3.689
RPN2	-0.21975
IL28RA	0.425666666666667
SFMBT1	0.274
WDR57	0.013
FER1L3	1.17825
HSF5	0.235166666666667
TTC9B	-0.1645
C4BPA	-2.55283333333333
ALB	-3.89185714285714
SORBS3	-0.00900000000000001
UPF2	1.136
JPH1	-0.112
AGBL2	-0.4495
DOPEY1	1.9015
TERF1	0.546916666666667
KIF22	-1.098
NINJ1	0.74775
SEC61A2	-0.381916666666667
HIST1H1D	-0.194333333333333
SFXN4	-0.477
UCP3	0.1849
ZNF703	0.259666666666667
MYL6B	-0.5
TREM1	1.5655
OR52E6	0.471
CKMT2	2.9135
HLA-C	2.702875
SLC13A3	-1.33616666666667
TIMP4	1.88475
SLIT2	3.43325
RSF1	0.678444444444444
LONRF1	-0.638142857142857
MON1A	-0.4525
CACNG6	-2.2205
DPPA4	-5.26116666666667
ZSWIM3	-0.0405
ZNF804A	1.22633333333333
CCIN	1.0215
SLC25A31	0.19225
KCNMB4	-0.2255
RABL5	-0.222375
GALNS	-0.5054
STX6	0.804375
HIST1H1C	0.453333333333333
CIDEB	-0.14925
CASP4	1.511
PDK3	-0.2549
KCNJ11	0.143
TPR	0.152125
ZSCAN20	-0.3955
MTX2	-0.11325
HIST1H2BH	1.0405
LOC283767	2.76475
LYRM7	-1.11611111111111
BRD3	0.0261666666666667
HIST1H2BO	0.6615
MAGEB10	0.0695
SLC45A1	0.55175
SERPINA3	0.5799
KIAA0143	1.7075
KCNJ16	1.47533333333333
KRT79	0.01625
FABP2	-0.51175
NUT	-0.04075
ZNF57	-0.12975
FBXL4	0.471375
CLEC9A	2.318
UGT8	-0.638
BMP2K	0.91225
MAPK4	-3.03625
SLC25A23	-0.8606
HINT1	-0.9451
KRTAP13-1	0.879
SFXN5	-0.0318
CHCHD2	0.2845
FAM3D	1.8445
NDP	0.121875
RHOBTB1	0.875833333333333
SLC4A4	-0.266
RPL38	-0.072
HTF9C	-0.804
AP2A2	0.119125
ZBTB46	-0.076
MAP7D1	0.695375
AOX1	0.248333333333333
CYR61	2.05091666666667
DTNA	-0.729928571428571
JRKL	0.5475
TMOD3	0.479
EEA1	0.6813
ADCK5	-0.2745
IL1R1	2.74166666666667
KLK3	0.134785714285714
HRSP12	0.63525
KTN1	0.149
LOH11CR2A	1.4861
RELL2	-1.243
MAB21L1	2.44725
C20orf59	-1.43783333333333
PHKB	0.45125
ADAM2	-1.59216666666667
TBC1D8B	1.43766666666667
FAM13A1	-0.14925
LAPTM4B	-0.652416666666667
LCN8	0.00149999999999999
TMEM147	0.2875
SYT4	0.267166666666667
XPO7	-1.009
C9orf62	-1.527
GPR75	0.585
TRIM5	0.254625
APOC1	2.41533333333333
RNASE4	1.25083333333333
PARD6B	-2.2345
ARID1A	-0.163666666666667
TPD52L3	0.0366
RRAGB	0.6855
RCN2	-0.5335
HIST2H2BE	0.7304375
STARD7	-0.20525
SHMT2	-1.3705
KIAA1751	-0.170333333333333
MLYCD	0.21775
LOC162632	-0.3739
UQCRH	-1.1275
RP11-217H1.1	0.5975625
SDHA	-1.035
NCLN	-0.386
ZNF17	0.353333333333333
RCBTB2	-0.5105
VEGFB	0.1629
RP4-747L4.3	0.411
COLQ	-0.00909999999999999
MPN2	-0.1225
DRG2	-0.57875
KLRB1	5.86225
ALPK2	-1.994
DNASE2B	1.674
FLJ23834	-0.182
AXUD1	1.60516666666667
SAFB	-0.1409
NSUN4	-0.4515
RFX2	0.284166666666667
MAPK8IP1	-0.828666666666667
FANCD2	-0.975357142857143
ANKZF1	-1.74533333333333
C19orf50	-0.32875
DUSP8	0.232
SENP5	0.092
NFKBIL2	-0.67375
LBR	-0.610375
IGFL1	0.322
LZTS2	0.000624999999999999
IL2RG	1.25425
CCDC51	0.07875
KLF3	0.503625
ANKRD37	-1.6755
KCTD14	-0.495166666666667
FZR1	-0.266166666666667
SLC44A4	0.4699
ESPL1	-1.240625
GMPR2	-0.5598
TBC1D19	-0.8185
ERGIC1	0.0882962962962963
ERBB4	2.0279
TSPAN32	1.48933333333333
MAP4	0.00637500000000001
GPHN	-0.48525
SLC6A2	0.459625
HIVEP1	0.9435
DFFB	-0.1329
EIF4EBP2	0.923375
DMRT1	-0.44725
HSPB6	0.73925
IER2	0.826833333333333
AIFM1	0.0305
WWC2	0.0928333333333333
MRPL4	-1.1805
FLJ21062	0.800833333333333
EPB41L4A	0.58375
SH2D6	0.09875
TAF4B	-0.47275
GAL3ST3	-0.1765
MALT1	-0.473166666666667
RTDR1	0.323
ARVCF	-0.420125
MEX3B	-0.659
FBXO16	-0.029
KIF7	-1.04825
C1QC	4.0205
ZNF783	-0.786333333333333
ZNF85	0.02
MMP13	1.26
KIAA0329	0.313875
RTP3	-0.29
ZBED3	-0.126
CLGN	-2.2535
SLC25A37	-1.20166666666667
hCG_18290	0.03625
OR5AS1	-0.0105
SMARCC2	0.293
FAM109A	-0.438333333333333
CCDC12	0.25025
USF2	0.093
DEPDC7	-1.328
C20orf24	-0.5435
JMJD3	0.42
DSP	0.276642857142857
SLIC1	1.2035
FAM20A	2.527
IRF2BP2	0.09175
ZNF230	0.421
MSN	0.428357142857143
SLC9A5	-1.4265
EPDR1	-0.3097
MUSK	-0.23
ZNF434	0.259333333333333
SMARCD1	-0.631833333333333
ZFP106	0.35275
ZNF347	0.5461
