Hybridization REF	TCGA-D8-A146-01A-31R-A115-07
ZNF687	0.70225
SDC2	0.3618
COX7A2	-0.10425
LAMB4	-0.451
FAM24A	0.818
LRRTM3	-1.38466666666667
GPHB5	-0.4195
OR4C13	0.3675
EIF3EIP	-0.566285714285714
HABP4	0.239
TMEM125	2.8465
CNTN2	0.203625
ASNSD1	0.07925
FUT4	-0.04
ACF	-3.65125
LOC158381	0.3815
CDH8	1.0265
AGPS	-1.83033333333333
C4orf18	4.405125
PECI	-0.308416666666667
UNG	-1.30525
GSTP1	0.738875
DCUN1D5	-0.934833333333333
DKFZP564J0863	-0.788
SLC9A3R1	2.271875
BCDO2	-0.92825
CHMP7	0.19025
REM2	0.6045
DNHD1	-0.645571428571429
FKBP4	0.12
ZNF350	1.83025
MGC11102	-0.603375
BST1	2.077
KISS1R	0.337
NCR2	-0.1325
DEFB125	0.0915
UBE2W	0.70325
KRT15	1.040125
C10orf99	-0.0625
SCN11A	0.566
GFI1	-1.89375
RDHE2	3.90733333333333
FHL1	1.004
OSGEP	-0.346833333333333
GATA1	-3.38933333333333
SMC6	-0.83875
TTTY14	-1.212
LPIN3	0.0515
RPL4	-0.9526
RBPMS	0.6708
PRPF3	0.329833333333333
EMR1	-1.993
SPATA19	-0.3385
XCR1	-0.227
IRX3	2.4622
RBM6	-0.1145
KLF4	0.664
UNC5CL	-1.094
SEBOX	0.5725
BTK	-0.3655
KRCC1	1.47175
C6orf27	0.1105
SYTL5	-0.0755
PRND	4.152
LOC653319	-1.4895
PIGL	-1.603875
HUS1	-0.0456666666666667
SFRS6	-0.0996666666666667
C17orf77	0.9295
UIMC1	-0.286333333333333
FXYD2	-2.0162
LOC283152	0.42275
ZNF667	-0.30975
ZCCHC12	-0.1785
TFEC	3.1959
ATP7B	0.849
POLD2	-0.898166666666667
RG9MTD1	-0.341
ACOT2	0.726166666666667
HIST1H4I	-1.2365
PPARGC1A	-1.8894
ETFA	-1.6121
POLRMT	-0.5055
ZNF146	-0.22975
MIA2	-1.311
KLHL6	-0.318
HOXB5	-0.74825
NENF	0.8445
CUGBP1	-0.369
PRSS22	1.28433333333333
CASC4	1.6436
CUL4B	-0.1325
CENPJ	-1.7554
PITX1	1.23283333333333
FLJ31033	0.708166666666667
CELSR3	-1.36616666666667
ZNF568	0.913
ITSN1	-0.502416666666667
EHBP1L1	-0.529666666666667
C19orf2	-0.682
DCTN1	0.418
LIN28B	-3.8655
TNKS2	-0.9165
C1QBP	-1.879375
CADPS2	2.142
SRMS	-0.01925
GJA9	-0.00100000000000001
MGC24975	-0.380833333333333
TRIM45	0.084
TSP50	-0.06725
TCP1	-0.9455
TMED7	0.0534
CMA1	2.124
CENPL	-1.0855
PTCRA	-0.0945
FST	-0.6645
VWCE	-3.86825
PAWR	0.98125
ABCC12	2.61966666666667
LDLR	-0.8969
ASTN2	0.2666
LOC441212	-0.9815
GPATCH8	0.317
TANC2	-0.00199999999999998
KIF4A	-2.4735
C18orf18	-1.27675
PGM1	-0.51275
KIAA0258	0.41
CPD	0.12375
SNCAIP	-0.87925
DCT	-4.65866666666667
HLA-DOA	2.93431818181818
OR11L1	0.3015
UPK1B	-0.302
DNAJB4	-0.229625
UGT1A8	-0.539
HIST1H4L	-2.2415
PECR	-1.63116666666667
HSPA2	2.15775
WFIKKN1	-0.737
SERP1	1.07575
SYDE2	1.0915
TACR2	0.0675
NUP85	-0.52
CD177	1.7505
LGR5	-1.94533333333333
PIGG	0.475666666666667
PTHR1	-1.06583333333333
RAB5A	0.3934
FLJ13224	-1.048
USP9Y	-2.48533333333333
C7orf53	-0.6495
LRP1B	1.38875
XAF1	1.2875
ABCG8	-0.773
ANKDD1A	-0.596666666666667
DAND5	-2.075
SPAG6	5.212
LINCR	1.47925
ZDHHC22	-1.38875
CCDC60	0.542
THOC7	-0.943666666666667
TCTA	1.2231
OR8K3	-0.44625
NY-REN-7	-0.469333333333333
B2M	1.11283333333333
C6orf141	-2.904375
LPPR4	2.41775
SQLE	-1.2705
SEPHS1	-0.90825
BTBD14B	0.4035
PLRG1	-0.33825
SPG7	-0.409875
ZNF614	-0.231833333333333
PARD6G	0.946
INPP5B	-0.5025
GRPEL2	-0.314625
PPID	-0.8094
TRIM56	0.08675
UBE2J1	-0.17775
IL20RA	6.35275
LOC387856	0.63575
C1orf107	0.57625
UTS2R	0.72975
C19orf22	0.20025
SAFB2	-0.50975
KIAA0652	0.42275
KLRG1	-0.517666666666667
MS4A8B	2.817
FRAG1	0.502
KIAA1546	1.001
E2F4	-0.9876
CLEC4M	-0.349666666666667
BTBD14A	-1.73275
KIAA0999	1.3362
GYPA	-4.2052
TAC1	2.7924
TRAIP	-1.7395
KIAA0232	1.1476
ERCC8	-1.108
GPX4	0.882625
KIAA0368	-0.079375
GPR157	-0.569166666666667
CTAGE4	1.442
C9orf30	-1.334
OR52A1	-0.193
HSP90B3P	-0.274
ALG9	-0.3779
BTBD10	0.44775
SDK2	-0.49675
BAIAP3	0.9415
RABGGTB	-1.053625
ANKRD40	-0.378166666666667
KRT74	0.389
CALCOCO2	0.0600714285714286
SNCA	-2.51275
TMSL8	-4.118875
C2orf53	-0.0445
ESRRB	-0.46825
ARHGAP26	-1.51575
TDRD9	-2.65125
HRAS	0.152833333333333
KLRC4	-1.609
JAGN1	-0.6435
BSDC1	0.13
RNF43	0.4772
NDUFAF1	0.08425
PHF12	0.498
OR1L3	0.12625
FOLR2	2.23375
LYZL6	0.230333333333333
tcag7.1260	-1.2205
WSB1	-1.7205
PROS1	0.1328
OSTN	0.6455
PSMB8	0.335
SOCS4	0.1985
DDIT4L	1.638
MAS1	-0.4715
MGC34796	-0.26625
CSHL1	0.389333333333333
TBCCD1	0.115333333333333
ZBTB7C	0.3495
AP2S1	-0.13725
P15RS	0.01
VAT1	-0.3638
SHANK3	1.40566666666667
TUFM	-0.173833333333333
THEG	-0.6245
KRT34	-1.405
SGSM3	0.328625
TOMM22	-0.901
SOCS3	0.864166666666667
CPO	1.1645
POP4	0.0975
BHLHB3	2.23225
MALL	1.3895
OR1B1	0.2005
PARK2	0.5465
GPR124	0.851
LCE1E	-0.337
RUVBL2	-0.67375
CGRRF1	0.8853
ACPL2	0.8135
WNT10B	-2.183625
BAIAP2L2	-2.3635
ISCA1	0.4175
C1orf125	1.78375
RPAP1	-1.09725
RAI16	-0.264166666666667
RPL27	-1.1845
NLRP9	0.3975
EPN1	1.0135
LOC388610	-0.682625
SLC35A1	0.6567
GAL	-4.04675
SLC14A2	0.01125
RDH11	-0.467166666666667
FAM138F	-0.5145
AUH	-0.15925
FLJ40243	0.19875
C14orf129	0.812833333333333
MBD2	-0.157166666666667
ABHD14B	0.50275
PIGT	2.217
ALS2CR4	-0.399625
ALAS1	0.1055
FOXO1	1.15066666666667
CRLF3	-0.953625
C20orf107	-0.688
FARS2	0.765
CCDC28A	0.28825
NPHP3	-0.145
OR13F1	0.369
TSEN54	-0.80075
DEFB106B	0.049
OR8B4	0.9005
STH	1.73275
ZC3H14	-0.271375
CBX2	0.4555
TMEM49	-0.49475
C6orf21	0.3385
FLJ20920	1.73925
CRTAP	0.477928571428572
DDX50	-0.15425
STYXL1	0.634
BLVRB	0.3375
LOC147650	-0.407333333333333
MMP24	0.1935
GRID1	2.05716666666667
BANF1	-0.1505
CTAGEP	0.66625
HMBS	-1.994
SLC25A24	0.5385
C14orf50	3.29775
MRO	1.10483333333333
SLC25A15	-0.59575
FAM84B	0.985
TDP1	-0.338
C16orf78	0.0776666666666666
C11orf57	-0.1795
RFK	-0.28475
ZFYVE9	-1.297
STCH	-0.5813
WIBG	0.50025
LOC283871	-0.428333333333333
GBA2	0.0276
NDUFB3	-0.463
HSD17B13	-0.35475
GRIN3A	0.9536
FMNL1	-0.0955
SEPT7	-0.3121
GNLY	3.341
GRAMD1C	1.04333333333333
ZNF165	0.05
USP38	0.808
FAM83A	-2.9905
C14orf24	0.821333333333333
ARMCX3	1.63175
ARHGDIB	1.23316666666667
AK1	0.1235
KIAA1045	0.15925
DNAJB13	-0.669666666666667
NEU2	1.2945
HIST1H4B	-1.73783333333333
FAM20B	-0.087
HES2	0.896571428571429
FAM73B	0.1065
LOC388381	-0.2845
INTS7	-0.116
AMPH	2.28275
ZNF775	0.106
UCKL1	-0.371333333333333
C10orf97	-0.2265
C1orf161	0.38025
ALDH1L1	-0.0055
FLJ39378	0.015125
SLC23A1	-2.1165
RBM4B	0.2215
THAP4	0.165166666666667
OGFRL1	0.4645
KIAA0831	0.58875
PPP1R15A	0.3605
C1orf96	-0.466142857142857
C12orf11	-1.8775
BMF	0.81
MAN1A1	-0.13
KIAA1600	1.004
NLGN4X	1.87375
ALOX12	-1.56466666666667
RB1CC1	0.1064
NEIL2	0.1118
EIF4E	-0.401090909090909
ABHD5	-0.464
EXOC4	-0.067
CIP29	-0.585333333333333
BATF2	-0.7605
SLC29A4	-0.33975
HTR4	-0.07
EMB	0.33925
TRAF6	0.73
LMNB1	-4.70825
FAM19A5	-0.985625
SHE	2.10525
PIK3C2B	1.08525
C15orf15	-0.9859
USP15	0.0635
TCEAL2	1.83975
C5orf39	-0.764833333333333
PTGER2	0.37175
SLC31A1	-0.2939375
IFT172	0.43625
ADAM29	0.36775
GFOD1	0.17225
ST7L	0.905333333333333
C15orf26	-2.56975
PKN3	-1.25625
CNTD1	2.0895
COMMD1	0.399
NTRK2	3.2805
FOXN3	0.235125
MFGE8	1.0317
PFKFB2	0.676
TAS2R4	-0.509
ENTHD1	0.712
PRMT5	-0.46525
MGC16384	-1.07
LOC442229	-0.512
TSKU	0.192
KRTCAP3	1.57875
PDLIM1	0.7762
KCNS2	0.79825
RNF126	-0.452333333333333
CEP63	0.054375
CLIC4	0.638625
hCG_1990170	-0.664
ACR	0.1299
KLK7	2.95775
ALOX5AP	3.547375
RIPK3	4.22275
TAS2R9	0.1915
C19orf18	2.4485
BIRC6	-0.0577142857142857
ZNF16	0.5395
RFT1	-0.42375
SLC8A2	-0.31575
TACC1	0.124125
ITGAD	1.144
SAMHD1	0.823
SH3PXD2B	1.5165
EPC2	0.63025
C20orf85	-0.04925
ATP13A2	1.24433333333333
KRT4	0.13875
CAPNS1	0.9535
MDM2	-0.07375
PCDH20	1.77775
KCNK9	0.2335
OR2C1	0.3065
KLHDC3	-0.473666666666667
IPPK	0.863
EFHD2	0.32975
GALR3	0.72925
NBEA	0.357333333333333
ABCA6	3.5681
CLDN3	1.46933333333333
AKT2	-0.631
EGFR	-1.7639
RBM16	0.487125
ZDHHC3	0.318
SLC25A4	-0.1025
CYB5B	-1.12033333333333
CPXM1	0.5105
NDRG1	-1.50984615384615
FLJ43826	0.2945
OR5L2	0.0796666666666667
FARP2	0.5254
MRPL46	-0.928333333333333
LDHAL6B	-0.2856
MAPKAPK3	-0.340666666666667
NCAM2	0.7
PRKD2	0.481166666666667
ZFP36L1	1.6873
CYSLTR1	0.44
OR4C3	0.2285
HIST1H2AJ	1.5565
CCNB2	-3.02955555555556
ZNF10	0.1105
TMEM175	0.4775
FAM134A	0.557166666666667
TIGD4	0.1455
PCNP	-0.23
MGC39715	1.12025
LQK1	-0.794
CREB1	0.6803
TMPRSS3	-0.08575
C4orf32	2.157
LAT	-1.042
KCNA3	0.4485
SKIV2L2	-1.11225
ROPN1B	-1.85
tcag7.23	-0.4115
CDT1	-3.6755
ZHX2	0.98625
CD28	-2.535
ZNF624	1.048
SEPT2	0.315083333333333
SOHLH2	1.33875
MCOLN3	0.04675
UNQ1945	0.3305
MASP2	-1.3205
ZNRF3	-0.216
GPATCH3	-0.3945
AGL	1.01025
QRICH2	0.0895
PSD4	1.23316666666667
CCNB1IP1	-2.041
ENPP7	0.31875
OBFC1	0.2635
KCNG3	-2.60675
C14orf79	1.40591666666667
ENPEP	2.296
SCT	1.776
SKI	0.527125
SEC61G	-0.59825
CAPN11	1.1
ATXN7L3	-0.393
DBNDD1	0.189166666666667
FAIM	0.3215
ANKRD36	-1.276
GABRP	2.67466666666667
TACSTD2	2.8252
EIF3J	-0.823
PPP2R2A	0.07925
TEKT4	-0.0256666666666667
PVALB	-3.6565
F10	-2.57166666666667
FAM134C	0.3996
COMP	4.714375
EFCBP1	-2.587625
SCLT1	0.135875
TAL1	-0.5716
ACSL1	1.096
ABCC5	0.508666666666667
ABL1	-0.381
RBBP7	-0.0784166666666666
PTPRG	-0.415375
NCOR1	-0.4455
SPINK4	1.6675
TXNRD1	-1.6245
TNRC15	0.0905
C9orf138	0.99225
UBE2H	0.845
BRDT	0.027
C8orf31	-0.07175
CCNE2	-2.11054545454545
SLC6A8	-1.567125
CALCR	-2.3475
PPP1CB	-0.13375
ABHD8	0.1075
ARF5	0.2384
SLC24A4	0.604
CCT3	-0.29825
ZNF121	0.392375
SLC3A2	-0.9761
OR13A1	0.1165
SLC5A10	-0.5975
RAD50	-0.54575
IER5	0.57575
MTHFD1L	-2.160375
MBTPS2	0.44275
MVK	-0.18225
NCL	-0.8159
PSMD10	-0.036
MOBP	0.458285714285714
FLJ32894	2.5425
HRH1	-0.315333333333333
C5orf30	0.25525
NUDT16L1	1.0077
RASGRP3	3.817
PRKRIP1	-0.098
CCDC75	-0.202
LOC253970	0.3905
KIAA1239	1.39925
MED21	-0.45725
SYT11	0.727416666666667
NTSR2	-0.42
EGFL11	1.103
CXorf59	-0.3315
OR2A25	0.18125
SPTBN2	-1.06225
LRMP	-0.722
RNF111	0.41775
PTH	-0.3305
LOC619208	1.02283333333333
KIAA0895	1.1385
RANBP5	-1.399875
P2RY10	2.16033333333333
NME5	3.73
DDX21	-1.1865
LRSAM1	0.904
HDAC11	1.2465
VMO1	1.61725
NOLA2	-0.148
ADAR	0.761416666666667
MTO1	-0.434
SF4	0.3105
P2RX1	0.737333333333333
HBM	0.28325
EN2	0.825
C14orf172	-0.10075
TM9SF2	0.4494
INHBE	-0.712833333333333
TCTE3	0.134
TOX2	-2.712
CTAGE3	0.692375
HBB	3.6464
MED15	-0.254333333333333
CASR	-0.431
C6orf66	-1.39666666666667
MTPN	-0.273125
UNC50	-0.025
C21orf33	-0.343
IRF2	1.07475
PGR	2.89716666666667
GPR84	2.141
CROCCL1	-1.1265
SRPX	-0.45775
BRE	0.183166666666667
FGF10	2.437
SDC3	0.561166666666667
ZRSR1	0.768666666666667
DKFZP434P211	-0.0715
SOX6	0.215
RPUSD2	-0.54175
C14orf173	-0.035
MAPK11	-0.300833333333333
TBC1D22A	0.1595
FAM123A	-0.619
COL4A6	0.756666666666667
TOMM70A	-0.27425
NAB1	-0.012875
MGC16385	-0.452875
TSPAN18	-0.220833333333333
MED31	-0.88925
PLG	-0.10525
CAPSL	2.1395
ZNF532	0.8742
ASB14	0.6815
CA8	0.2325
NUDT16P	0.0925
SLFN11	-0.45
LRRIQ2	-0.177375
NOL7	-0.494833333333333
BRMS1L	-0.617375
JARID1A	0.0488333333333333
PANK2	-0.37925
ICAM3	-0.307
MDS1	-0.4745
TAF8	-0.55275
RNF139	0.59025
ZNF594	0.241333333333333
ADAM8	2.853125
SFTPC	-0.25325
MAN2B2	1.888
RGS12	0.9461875
EIF1AY	-5.3055
LRRIQ1	-1.22716666666667
GPR150	0.952
CCDC21	-1.0735
PRRG3	0.267
SAA4	-2.81825
RAPGEF5	1.541625
ZCCHC2	-0.186666666666667
MGC39372	1.086
PPP4R2	0.148333333333333
CDCA2	-2.60966666666667
OR4D5	0.209166666666667
PTGFRN	1.4783
SIGLEC5	2.19316666666667
C19orf61	-0.0883333333333333
NMUR2	-0.121
KIAA1586	-1.3735
DAGLA	-0.538
CHCHD6	-0.58325
GPR32	0.9605
NEUROD6	0.00833333333333335
SLC2A4RG	0.7165625
CA5B	0.2925
FBXL3	1.57675
MPHOSPH9	-0.999
HMG2L1	0.514
HCN4	0.574333333333333
CEACAM19	-0.292
SH2D4B	0.5985
HFE2	-0.157
TGM4	0.06275
LYPD2	0.145
TBC1D15	-0.1625
MRPS21	-0.476
NONO	-0.9459
CLEC5A	2.6475
ITCH	-0.1432
MGAT3	-1.21033333333333
MBP	-0.441
RPP25	-1.60975
SOSTDC1	2.78775
HRC	-1.51425
TRIM48	0.49
TMEM133	0.613
ECEL1P2	-1.32033333333333
HOXC11	0.2105
DOK5	-0.16325
HELZ	0.2835
LOC348180	-0.803
MGC33894	-0.0075
ADRB3	0.054
DMD	0.323
PTRH2	-0.6515
MPEG1	3.0485
NDUFA12	0.0228333333333333
KRTAP2-4	0.061
STAMBPL1	-1.48383333333333
ADCY2	0.414333333333333
UNQ6125	0.479
KLHL20	0.0748333333333333
SRM	-1.28775
OTC	-0.272
TMIE	-0.132
SNX8	-0.19475
LIPK	0.663
CHURC1	1.13116666666667
KLC2	0.149666666666667
HDAC1	-0.846333333333333
FAM128A	0.617666666666667
FNDC3B	0.3218
MTCP1	-0.365333333333333
WFDC10B	2.0332
PCDHGB3	0.5555
ATRNL1	0.175
CAV2	0.664
MED26	0.3635
DUS1L	0.44375
CHRM3	-1.354875
NEK9	0.79125
WARS2	0.3545
TBX22	1.336
TOMM40	-0.94775
RP6-213H19.1	-3.2565
TUBGCP5	-0.3745
IGSF6	4.90475
TPPP	1.96083333333333
UNQ6190	-0.4565
GSTM5	-0.097125
BTD	1.47516666666667
PDCD1LG2	0.535333333333333
SNRPB2	-0.314666666666667
ERICH1	-0.522
APOA4	-1.664125
HOXA11	-1.09025
NARG1	-0.9735
MKX	0.13325
RAB28	-0.193
PKP3	0.61425
SH3GL2	-2.323
CTSO	3.86525
RPN2	0.301125
IL28RA	-0.5675
SFMBT1	0.3065
WDR57	-1.49675
FER1L3	1.29991666666667
HSF5	0.0813333333333333
TTC9B	0.1655
C4BPA	-3.93516666666667
ALB	-5.49538461538461
SORBS3	0.865375
UPF2	-0.131
JPH1	-0.0345
AGBL2	-0.386
DOPEY1	0.86
TERF1	-0.213416666666667
KIF22	-0.405833333333333
NINJ1	1.8555
SEC61A2	-0.487
HIST1H1D	-1.26616666666667
SFXN4	-1.258875
UCP3	-0.125
ZNF703	0.775
MYL6B	-1.26725
TREM1	2.08025
OR52E6	0.428
CKMT2	2.597
HLA-C	1.93175
SLC13A3	-0.206166666666667
TIMP4	0.70875
SLIT2	2.772
RSF1	0.213111111111111
LONRF1	-0.3135
MON1A	-0.156333333333333
CACNG6	-1.83666666666667
DPPA4	-5.89766666666667
ZSWIM3	0.30775
ZNF804A	0.6148
CCIN	1.7355
SLC25A31	0.13825
KCNMB4	0.194
RABL5	0.9165
GALNS	0.0862
STX6	0.469875
HIST1H1C	-1.194
CIDEB	0.55975
CASP4	-0.131333333333333
PDK3	-0.1993
KCNJ11	2.047
TPR	-0.115125
ZSCAN20	-0.5565
MTX2	-0.4095
HIST1H2BH	-0.20075
LOC283767	1.80675
LYRM7	-1.44033333333333
BRD3	-0.156166666666667
HIST1H2BO	-0.258
MAGEB10	0.182
SLC45A1	1.13975
SERPINA3	2.39325
KIAA0143	0.89825
KCNJ16	0.426333333333333
KRT79	-0.1335
FABP2	-0.85525
NUT	-0.37275
ZNF57	0.024
FBXL4	-0.117875
CLEC9A	1.334
UGT8	-1.3455
BMP2K	1.69625
MAPK4	1.352
SLC25A23	-0.3132
HINT1	-1.1957
KRTAP13-1	0.416
SFXN5	0.1643
CHCHD2	-0.278916666666667
FAM3D	2.204
NDP	1.687625
RHOBTB1	0.486
SLC4A4	0.648375
RPL38	-0.40225
HTF9C	-0.54
AP2A2	0.587
ZBTB46	0.1835
MAP7D1	0.38575
AOX1	-0.551666666666667
CYR61	1.924
DTNA	-0.9465
JRKL	-0.682
TMOD3	-0.25625
EEA1	0.3965
ADCK5	-0.7385
IL1R1	1.467
KLK3	0.452928571428571
HRSP12	-0.551
KTN1	0.70475
LOH11CR2A	0.8118
RELL2	-1.39525
MAB21L1	2.15875
C20orf59	-0.631333333333333
PHKB	0.24825
ADAM2	-1.681
TBC1D8B	2.10766666666667
FAM13A1	-0.72125
LAPTM4B	-1.39008333333333
LCN8	-0.3745
TMEM147	0.6885
SYT4	0.2005
XPO7	-0.545
C9orf62	0.82125
GPR75	2.5935
TRIM5	0.779125
APOC1	-0.427666666666667
RNASE4	1.293
PARD6B	-1.769625
ARID1A	0.404666666666667
TPD52L3	0.5065
RRAGB	1.3925
RCN2	-0.666166666666667
HIST2H2BE	0.963125
STARD7	-0.93175
SHMT2	-1.673
KIAA1751	-0.1875
MLYCD	0.619125
LOC162632	-0.3562
UQCRH	-1.55325
RP11-217H1.1	0.2495
SDHA	-0.424333333333333
NCLN	-0.5316
ZNF17	1.071
RCBTB2	-1.106
VEGFB	0.32
RP4-747L4.3	0.66875
COLQ	0.8127
MPN2	-0.806833333333333
DRG2	-0.50625
KLRB1	5.069
ALPK2	-0.423
DNASE2B	5.27675
FLJ23834	4.74266666666667
AXUD1	1.22533333333333
SAFB	-0.283
NSUN4	-0.12325
RFX2	0.341166666666667
MAPK8IP1	-0.489
FANCD2	-1.50728571428571
ANKZF1	-1.53916666666667
C19orf50	-0.098375
DUSP8	1.811875
SENP5	-0.265625
NFKBIL2	-1.0295
LBR	-1.7635
IGFL1	0.8025
LZTS2	0.5365
IL2RG	0.057
CCDC51	-0.39475
KLF3	0.39725
ANKRD37	-1.01675
KCTD14	-0.544166666666667
FZR1	0.281916666666667
SLC44A4	3.6356
ESPL1	-1.423625
GMPR2	-0.0318
TBC1D19	-0.0641666666666667
ERGIC1	0.620037037037037
ERBB4	3.0014
TSPAN32	0.33
MAP4	0.63425
GPHN	-0.12925
SLC6A2	-0.0455
HIVEP1	0.8415
DFFB	-0.5533
EIF4EBP2	0.1485
DMRT1	-0.36525
HSPB6	-0.00925
IER2	0.809833333333333
AIFM1	-0.44925
WWC2	0.480833333333333
MRPL4	-0.56925
FLJ21062	2.41616666666667
EPB41L4A	1.33325
SH2D6	-0.0205
TAF4B	-1.51675
GAL3ST3	-0.087
MALT1	-1.01483333333333
RTDR1	-0.5265
ARVCF	0.14175
MEX3B	-0.0306666666666667
FBXO16	1.33275
KIF7	-0.6715
C1QC	3.77083333333333
ZNF783	0.0285
ZNF85	0.78275
MMP13	4.9545
KIAA0329	0.764714285714286
RTP3	-0.047
ZBED3	-0.38175
CLGN	0.87225
SLC25A37	-1.27308333333333
hCG_18290	-0.553
OR5AS1	0.0105
SMARCC2	0.547333333333333
FAM109A	0.239666666666667
CCDC12	-0.168
USF2	0.7832
DEPDC7	-1.3665
C20orf24	-0.404666666666667
JMJD3	0.5055
DSP	1.621
SLIC1	0.310625
FAM20A	1.318625
IRF2BP2	1.0445
ZNF230	0.282
MSN	-0.364785714285714
SLC9A5	-1.9845
EPDR1	-0.4577
MUSK	0.539333333333333
ZNF434	1.03466666666667
SMARCD1	-0.5985
ZFP106	-0.396
ZNF347	0.8394
GTF2E1	-0.06675
RY1	-0.6135
ATAD2B	-0.174625
