Hybridization REF	TCGA-BH-A0H5-11A-62R-A115-07
KIAA0652	-0.297875
KLRG1	-1.18416666666667
MS4A8B	0.3295
FRAG1	0.52075
KIAA1546	0.61575
E2F4	-0.983
CLEC4M	1.44966666666667
BTBD14A	-2.2545
KIAA0999	1.2404
GYPA	-2.5835
TAC1	2.1322
TRAIP	-1.69516666666667
KIAA0232	0.3632
ERCC8	-1.5125
GPX4	0.169625
KIAA0368	0.211375
GPR157	-0.1315
CTAGE4	1.7335
C9orf30	-1.5955
OR52A1	0.0675
HSP90B3P	-0.367
ALG9	-0.711
BTBD10	0.19525
SDK2	1.24575
BAIAP3	-0.8445
RABGGTB	-0.87075
ANKRD40	-0.763833333333333
KRT74	0.8195
CALCOCO2	0.495857142857143
SNCA	-1.6075
TMSL8	-3.202125
C2orf53	0.9245
ESRRB	-0.07025
ARHGAP26	0.538125
TDRD9	-1.3855
HRAS	-0.549166666666667
KLRC4	-1.8775
JAGN1	-0.439666666666667
BSDC1	0.5775
RNF43	0.2302
NDUFAF1	0.36075
PHF12	0.464
OR1L3	0.242
FOLR2	1.37933333333333
LYZL6	0.220833333333333
tcag7.1260	-0.2135
WSB1	-0.218166666666667
PROS1	0.547
OSTN	0.227
PSMB8	0.32825
SOCS4	-0.72475
DDIT4L	1.56875
MAS1	-0.292
MGC34796	0.13075
CSHL1	0.708833333333333
TBCCD1	-0.0103333333333333
ZBTB7C	-0.777
AP2S1	-1.088
P15RS	-0.6822
VAT1	-0.6278
SHANK3	0.964666666666667
TUFM	-0.872
THEG	1.4355
KRT34	-1.54275
SGSM3	0.05425
TOMM22	-0.49975
SOCS3	1.16233333333333
CPO	0.3475
POP4	0.09875
BHLHB3	3.031
MALL	1.3055
OR1B1	0.1015
PARK2	1.80416666666667
GPR124	1.299
LCE1E	0.5755
RUVBL2	-0.9155
CGRRF1	0.9668
ACPL2	0.42225
WNT10B	-1.457
BAIAP2L2	-1.84775
ISCA1	0.578
C1orf125	-0.240375
RPAP1	-0.63725
RAI16	0.0793333333333333
RPL27	-0.48225
NLRP9	1.801
EPN1	-0.7465
LOC388610	0.78775
SLC35A1	1.2761
GAL	-3.16025
SLC14A2	1.1745
RDH11	-1.09066666666667
FAM138F	0.5525
AUH	1.1405
FLJ40243	0.27575
C14orf129	-0.277333333333333
MBD2	-0.177833333333333
ABHD14B	0.786875
PIGT	-0.211
ALS2CR4	0.8535
ALAS1	-0.1835
FOXO1	2.407
CRLF3	-0.68175
C20orf107	0.8495
FARS2	0.44975
CCDC28A	1.368
NPHP3	0.8265
OR13F1	0.6035
TSEN54	-1.1755
DEFB106B	0.6995
OR8B4	1.8485
STH	0.70675
ZC3H14	-0.4445
CBX2	-0.1195
TMEM49	-0.534
C6orf21	0.22
FLJ20920	0.773625
CRTAP	-0.0285714285714286
DDX50	0.15825
STYXL1	-0.32525
BLVRB	-0.513333333333333
LOC147650	-0.1205
MMP24	0.2305
GRID1	2.1575
BANF1	-0.529166666666667
CTAGEP	0.29875
HMBS	-2.447
SLC25A24	-0.104666666666667
C14orf50	1.00525
MRO	-0.346
SLC25A15	-1.0725
FAM84B	0.6606
TDP1	-1.301
C16orf78	1.96933333333333
C11orf57	0.349625
RFK	-1.105
ZFYVE9	-0.4535
STCH	-1.2426
WIBG	0.043
LOC283871	-1.56683333333333
GBA2	-0.4346
NDUFB3	-0.86025
HSD17B13	1.50075
GRIN3A	0.878666666666667
FMNL1	-1.5985
SEPT7	-0.4617
GNLY	2.6545
GRAMD1C	2.40166666666667
ZNF165	0.43375
USP38	-0.1045
FAM83A	-3.177
C14orf24	0.317583333333333
ARMCX3	1.638125
ARHGDIB	0.685666666666667
AK1	-0.410625
KIAA1045	0.78325
DNAJB13	-0.0743333333333333
NEU2	0.226
HIST1H4B	-1.95433333333333
FAM20B	-1.0582
HES2	-0.176357142857143
FAM73B	-0.6577
LOC388381	0.60575
INTS7	-1.28009090909091
AMPH	0.69925
ZNF775	-0.05475
UCKL1	-0.881166666666667
C10orf97	-0.05875
C1orf161	0.30975
ALDH1L1	1.4985
FLJ39378	-0.024
SLC23A1	-2.1675
RBM4B	0.061
THAP4	-0.0378333333333333
OGFRL1	1.57025
KIAA0831	0.536625
PPP1R15A	0.969333333333333
C1orf96	-0.705928571428571
C12orf11	-0.79725
BMF	0.0715
MAN1A1	-1.04325
KIAA1600	0.869666666666667
NLGN4X	1.7835
ALOX12	-1.66
RB1CC1	0.0137
NEIL2	0.1499
EIF4E	-0.348590909090909
ABHD5	-0.4325
EXOC4	-0.2365
CIP29	-0.2865
BATF2	0.565
SLC29A4	-0.44925
HTR4	0.929
EMB	-1.841
TRAF6	0.50675
LMNB1	-4.59875
FAM19A5	-1.205875
SHE	2.5285
PIK3C2B	1.151
C15orf15	-0.2496
USP15	0.1678
TCEAL2	3.3545
C5orf39	-0.811333333333333
PTGER2	-0.60375
SLC31A1	-0.577375
IFT172	0.71525
ADAM29	0.58775
GFOD1	0.598
ST7L	0.755166666666667
C15orf26	-3.4145
PKN3	-0.92275
CNTD1	2.49933333333333
COMMD1	0.192125
NTRK2	4.59708333333333
FOXN3	1.335625
MFGE8	1.9505
PFKFB2	0.222666666666667
TAS2R4	-0.05225
ENTHD1	-0.507166666666667
PRMT5	-0.6415
MGC16384	-0.32425
LOC442229	-1.1605
TSKU	0.243
KRTCAP3	2.085125
PDLIM1	0.8607
KCNS2	0.40875
RNF126	-0.694166666666667
CEP63	0.277625
CLIC4	0.630125
hCG_1990170	4.39825
ACR	1.9245
KLK7	4.20425
ALOX5AP	2.1025
RIPK3	2.68525
TAS2R9	0.0645
C19orf18	2.0685
BIRC6	0.610142857142857
ZNF16	0.7095
RFT1	-0.91175
SLC8A2	-0.53875
TACC1	0.787
ITGAD	0.2815
SAMHD1	0.0445
SH3PXD2B	0.8533
EPC2	1.296
C20orf85	0.893
ATP13A2	-0.413833333333333
KRT4	0.82675
CAPNS1	0.29275
MDM2	-1.11775
PCDH20	2.31275
KCNK9	-0.2565
OR2C1	1.9455
KLHDC3	-0.358833333333333
IPPK	0.052
EFHD2	-1.074
GALR3	-0.4295
NBEA	0.909666666666667
ABCA6	4.2531
CLDN3	1.09633333333333
AKT2	-0.212285714285714
EGFR	0.3306
RBM16	0.75775
ZDHHC3	-0.2129
SLC25A4	-0.142666666666667
CYB5B	-0.816333333333333
CPXM1	0.937
NDRG1	-0.727692307692308
FLJ43826	0.451
OR5L2	0.220666666666667
FARP2	-0.00169999999999998
MRPL46	-0.503
LDHAL6B	1.23366666666667
MAPKAPK3	-0.686833333333333
NCAM2	-1.41425
PRKD2	-0.0795
ZFP36L1	1.4135
CYSLTR1	-0.59775
OR4C3	0.71775
HIST1H2AJ	0.273
CCNB2	-3.15211111111111
ZNF10	0.49425
TMEM175	1.3565
FAM134A	0.768666666666667
TIGD4	-0.6215
PCNP	0.31975
MGC39715	0.95525
LQK1	-0.592
CREB1	0.6689
TMPRSS3	0.081
C4orf32	1.318625
LAT	-1.19608333333333
KCNA3	0.363
SKIV2L2	-0.664
ROPN1B	3.8355
tcag7.23	0.366
CDT1	-2.918
ZHX2	1.13175
CD28	-4.058
ZNF624	0.83575
SEPT2	-0.325
SOHLH2	-0.50575
MCOLN3	-0.168875
UNQ1945	0.7465
MASP2	2.063
ZNRF3	-0.1031
GPATCH3	0.037
AGL	0.81275
QRICH2	-0.202
PSD4	0.685166666666667
CCNB1IP1	-0.3845
ENPP7	0.58275
OBFC1	-0.03325
KCNG3	-2.1375
C14orf79	0.559833333333333
ENPEP	1.574
SCT	-0.838
SKI	0.226625
SEC61G	-1.4575
CAPN11	1.79975
ATXN7L3	-0.5265
DBNDD1	-0.5905
FAIM	0.623
ANKRD36	-0.3465
GABRP	4.91633333333333
TACSTD2	2.56
EIF3J	-0.82
PPP2R2A	-0.55625
TEKT4	0.356
PVALB	-2.77033333333333
F10	-1.648
FAM134C	0.3306
COMP	1.503
EFCBP1	-0.4096875
SCLT1	0.38425
TAL1	-0.4629
ACSL1	2.06175
ABCC5	-0.34125
ABL1	-0.604555555555556
RBBP7	-1.0705
PTPRG	-0.54375
NCOR1	0.1503
SPINK4	-2.05383333333333
TXNRD1	-2.0026
TNRC15	0.416875
C9orf138	1.416625
UBE2H	0.0595
BRDT	0.476166666666667
C8orf31	0.6545
CCNE2	-3.41445454545455
SLC6A8	-1.630125
CALCR	-2.14475
PPP1CB	1.3565
ABHD8	-0.279
ARF5	-0.1381
SLC24A4	0.34275
CCT3	-0.96475
ZNF121	-0.278
SLC3A2	-0.4758
OR13A1	0.713
SLC5A10	1.13225
RAD50	-0.865375
IER5	-0.240125
MTHFD1L	-2.057875
MBTPS2	-0.1395
MVK	-0.758625
NCL	-0.8815
PSMD10	-0.25875
MOBP	1.10675
FLJ32894	0.189
HRH1	-1.48366666666667
C5orf30	0.9865
NUDT16L1	-0.1895
RASGRP3	3.441
PRKRIP1	-0.5238
CCDC75	0.00199999999999999
LOC253970	0.50575
KIAA1239	2.15325
MED21	-1.16125
SYT11	-0.4395
NTSR2	0.351
EGFL11	0.441
CXorf59	0.0635
OR2A25	0.97
SPTBN2	-1.001
LRMP	-0.2055
RNF111	0.24525
PTH	0.9835
LOC619208	0.015
KIAA0895	0.4605
RANBP5	-0.72475
P2RY10	0.414333333333333
NME5	3.28383333333333
DDX21	-1.089
LRSAM1	0.125
HDAC11	0.598
VMO1	0.0095
NOLA2	-0.609833333333333
ADAR	-0.717416666666667
MTO1	-0.4765
SF4	0.1275
P2RX1	1.94933333333333
HBM	-0.03375
EN2	0.2
C14orf172	-0.535
TM9SF2	0.3505
INHBE	-1.35766666666667
TCTE3	1.38125
TOX2	-2.654
CTAGE3	-0.00362499999999998
HBB	3.56
MED15	-0.8245
CASR	0.9625
C6orf66	-0.985666666666667
MTPN	-0.37975
UNC50	0.2155
C21orf33	-0.24275
IRF2	1.369
PGR	0.712666666666667
GPR84	0.50425
CROCCL1	-0.614
SRPX	0.40825
BRE	0.0576666666666667
FGF10	2.0195
SDC3	0.769
ZRSR1	0.53
DKFZP434P211	0.579625
SOX6	0.0405
RPUSD2	-0.4465
C14orf173	-0.9795
MAPK11	-0.210166666666667
TBC1D22A	-0.005
FAM123A	0.3495
COL4A6	0.3685
TOMM70A	0.009
NAB1	0.2115
MGC16385	-0.1855
TSPAN18	-0.612833333333333
MED31	-0.28375
PLG	1.124
CAPSL	0.391
ZNF532	1.1722
ASB14	0.547
CA8	0.714
NUDT16P	1.1125
SLFN11	-1.1585
LRRIQ2	-0.6495
NOL7	-0.4125
BRMS1L	-0.530375
JARID1A	0.320333333333333
PANK2	-0.38175
ICAM3	-1.13725
MDS1	0.13575
TAF8	-0.20775
RNF139	0.70325
ZNF594	0.632666666666667
ADAM8	-0.267375
SFTPC	-0.393125
MAN2B2	1.0365
RGS12	0.750875
EIF1AY	-4.49233333333333
LRRIQ1	1.03616666666667
GPR150	-0.19875
CCDC21	-1.52716666666667
PRRG3	1.94
SAA4	-0.596
RAPGEF5	0.552125
ZCCHC2	0.0469166666666666
MGC39372	1.0455
PPP4R2	-0.248833333333333
CDCA2	-2.5525
OR4D5	0.480333333333333
PTGFRN	-0.1018
SIGLEC5	-0.8135
C19orf61	-0.4785
NMUR2	0.1245
KIAA1586	-0.785333333333333
DAGLA	0.854333333333333
CHCHD6	-0.47475
GPR32	0.479
NEUROD6	0.625666666666667
SLC2A4RG	-0.411875
CA5B	0.388
FBXL3	1.89075
MPHOSPH9	-2.2855
HMG2L1	0.01625
HCN4	-0.341
CEACAM19	1.13275
SH2D4B	0.665833333333333
HFE2	-0.964
TGM4	0.592166666666667
LYPD2	-0.52075
TBC1D15	0.03675
MRPS21	-0.2451
NONO	-0.7292
CLEC5A	0.277625
ITCH	-0.3845
MGAT3	-0.0361666666666667
MBP	0.311375
RPP25	-1.5035
SOSTDC1	3.64325
HRC	-0.947
TRIM48	2.124
TMEM133	0.56325
ECEL1P2	-1.5625
HOXC11	-0.439
DOK5	0.29
HELZ	0.4015
LOC348180	-1.01025
MGC33894	0.874
ADRB3	-0.2205
DMD	1.95708333333333
PTRH2	-0.58275
MPEG1	2.22833333333333
NDUFA12	-0.538666666666667
KRTAP2-4	-0.0475833333333334
STAMBPL1	-1.26233333333333
ADCY2	1.08533333333333
UNQ6125	1.4595
KLHL20	0.4325
SRM	-0.99075
OTC	0.339
TMIE	1.20983333333333
SNX8	-1.045
LIPK	-0.043
CHURC1	0.199916666666667
KLC2	0.709333333333333
HDAC1	-0.533
FAM128A	-0.702833333333333
FNDC3B	-0.8747
MTCP1	-0.324333333333333
WFDC10B	0.8619
PCDHGB3	0.1355
ATRNL1	-0.8261
CAV2	1.84075
MED26	0.2715
DUS1L	-0.38425
CHRM3	1.0795
NEK9	0.03675
WARS2	-0.253
TBX22	1.161
TOMM40	-1.0205
RP6-213H19.1	-1.3685
TUBGCP5	-0.232
IGSF6	3.97975
TPPP	0.560666666666667
UNQ6190	0.0995
GSTM5	1.76825
BTD	0.29
PDCD1LG2	0.0241666666666667
SNRPB2	-0.532166666666667
ERICH1	0.199
APOA4	-0.298375
HOXA11	-1.917
NARG1	-1.2105
MKX	-0.46875
RAB28	-0.178571428571429
PKP3	0.494
SH3GL2	-0.4565
CTSO	3.12525
RPN2	-1.1759375
IL28RA	0.672166666666667
SFMBT1	-0.32025
WDR57	-1.048125
FER1L3	1.03075
HSF5	0.909833333333333
TTC9B	1.60425
C4BPA	-0.590833333333333
ALB	-2.30542857142857
SORBS3	0.63575
UPF2	0.307
JPH1	-0.7425
AGBL2	1.024
DOPEY1	1.876
TERF1	0.0615833333333333
KIF22	-1.26133333333333
NINJ1	0.5845
SEC61A2	-1.03033333333333
HIST1H1D	-1.663
SFXN4	-0.440125
UCP3	0.59
ZNF703	1.63783333333333
MYL6B	-0.31325
TREM1	-0.76525
OR52E6	0.452
CKMT2	2.80725
HLA-C	1.02475
SLC13A3	-0.5765
TIMP4	1.30975
SLIT2	1.8115
RSF1	0.0867222222222222
LONRF1	-0.504857142857143
MON1A	-0.779
CACNG6	-1.72833333333333
DPPA4	-4.36966666666667
ZSWIM3	-0.30025
ZNF804A	-0.1105
CCIN	1.045
SLC25A31	0.429
KCNMB4	0.464
RABL5	0.372875
GALNS	-0.8386
STX6	0.045
HIST1H1C	-2.24683333333333
CIDEB	-0.04025
CASP4	0.766
PDK3	-1.154
KCNJ11	0.178
TPR	-0.12425
ZSCAN20	-0.505
MTX2	-0.4825
HIST1H2BH	-1.07275
LOC283767	2.63275
LYRM7	-0.790833333333333
BRD3	-0.212666666666667
HIST1H2BO	-0.9725
MAGEB10	1.1565
SLC45A1	-0.26325
SERPINA3	1.077
KIAA0143	0.641
KCNJ16	4.6385
KRT79	-0.48
FABP2	-0.93875
NUT	-0.31575
ZNF57	0.14575
FBXL4	0.11825
CLEC9A	1.0135
UGT8	0.405166666666667
BMP2K	0.60825
MAPK4	-1.426
SLC25A23	-0.4041
HINT1	-1.1989
KRTAP13-1	0.407
SFXN5	-0.3316
CHCHD2	-1.09983333333333
FAM3D	3.681
NDP	-1.511
RHOBTB1	-0.514333333333333
SLC4A4	-0.038125
RPL38	0.291
HTF9C	-0.500666666666667
AP2A2	0.192
ZBTB46	-0.014
MAP7D1	0.1615
AOX1	-0.741
CYR61	2.00458333333333
DTNA	-0.146428571428571
JRKL	0.5335
TMOD3	-0.9585
EEA1	-0.2364
ADCK5	-0.91925
IL1R1	1.5655
KLK3	1.85064285714286
HRSP12	-0.56525
KTN1	0.43075
LOH11CR2A	1.181
RELL2	-1.82125
MAB21L1	3.90375
C20orf59	-0.9815
PHKB	0.15225
ADAM2	-1.85733333333333
TBC1D8B	1.06266666666667
FAM13A1	0.6559375
LAPTM4B	-1.03833333333333
LCN8	0.175
TMEM147	-0.438
SYT4	0.221
XPO7	-0.915
C9orf62	-0.321
GPR75	1.4015
TRIM5	0.404375
APOC1	-1.32166666666667
RNASE4	2.00816666666667
PARD6B	-1.2125
ARID1A	0.0120833333333334
TPD52L3	0.5702
RRAGB	0.9585
RCN2	-0.703833333333333
HIST2H2BE	-0.7601875
STARD7	-0.3615
SHMT2	-1.559
KIAA1751	3.0835
MLYCD	0.394875
LOC162632	-0.5218
UQCRH	-1.328
RP11-217H1.1	-0.1940625
SDHA	-0.908333333333333
NCLN	-1.0211
ZNF17	0.6975
RCBTB2	0.025
VEGFB	-0.0723
RP4-747L4.3	-0.16025
COLQ	0.3156
MPN2	0.602333333333333
DRG2	-0.35025
KLRB1	4.5175
ALPK2	-1.43475
DNASE2B	0.5875
FLJ23834	0.349833333333333
AXUD1	2.45183333333333
SAFB	-0.6476
NSUN4	-0.645
RFX2	0.826666666666667
MAPK8IP1	0.0918333333333333
FANCD2	-1.32185714285714
ANKZF1	-0.945666666666667
C19orf50	-0.304625
DUSP8	1.546875
SENP5	-1.204375
NFKBIL2	-0.4845
LBR	-1.994125
IGFL1	0.3835
LZTS2	0.20725
IL2RG	-0.661
CCDC51	-0.73375
KLF3	0.240375
ANKRD37	-0.759
KCTD14	1.68466666666667
FZR1	-0.44825
SLC44A4	1.5803
ESPL1	-1.35975
GMPR2	0.1574
TBC1D19	-0.9475
ERGIC1	-0.655666666666667
ERBB4	3.1177
TSPAN32	0.564333333333333
MAP4	-0.599625
GPHN	-0.42
SLC6A2	1.549875
HIVEP1	0.278
DFFB	-0.7351
EIF4EBP2	0.2945
DMRT1	-0.3855
HSPB6	1.29475
IER2	1.14616666666667
AIFM1	-0.741
WWC2	0.154916666666667
MRPL4	-0.9585
FLJ21062	1.93066666666667
EPB41L4A	1.84275
SH2D6	0.086
TAF4B	1.19875
GAL3ST3	-0.3935
MALT1	-0.797833333333333
RTDR1	-0.083
ARVCF	0.050625
MEX3B	-0.7345
FBXO16	-0.014
KIF7	-0.83175
C1QC	3.56066666666667
ZNF783	0.329166666666667
ZNF85	0.872
MMP13	-0.726
KIAA0329	0.951875
RTP3	0.056
ZBED3	0.05425
CLGN	-1.6715
SLC25A37	-0.452791666666667
hCG_18290	0.365
OR5AS1	0.0305
SMARCC2	0.485333333333333
FAM109A	-0.0366666666666667
CCDC12	-0.00675
USF2	-0.2707
DEPDC7	-3.035
C20orf24	-1.54683333333333
JMJD3	0.4415
DSP	1.24464285714286
SLIC1	0.364375
FAM20A	1.4835
IRF2BP2	0.83825
ZNF230	0.028
MSN	-0.575785714285714
SLC9A5	-1.354
EPDR1	-0.5394
MUSK	0.432333333333333
ZNF434	0.213
SMARCD1	-1.026
